Similarity flooding: A versatile graph matching algorithm (extended technical report),Sergey Melnik; Hector Garcia-Molina; Erhard Rahm,Matching elements of two data schemas or two data instances plays a key role in datawarehousing; e-business; or even biochemical applications. In this paper we present amatching algorithm based on a fixpoint computation that is usable across different scenarios.The algorithm takes two graphs (schemas; catalogs; or other data structures) as input; andproduces as output a mapping between corresponding nodes of the graphs. Depending onthe matching goal; a subset of the mapping is chosen using filters. After our algorithm runs;we expect a human to check and if necessary adjust the results. As a matter of fact; weevaluate theaccuracy'of the algorithm by counting the number of needed adjustments. Weconducted a user study; in which our accuracy metric was used to estimate the labor savingsthat the users could obtain by utilizing our algorithm to obtain an initial matching. Finally …,*,2001,17,7
Evaluation of closely coupled systems for high performance database processing,Erhard Rahm,Closely coupled systems aim at a more efficient communication and cooperation betweenprocessing nodes compared to loosely coupled systems. This can be achieved by usingglobally shared semiconductor memory to speed up the exchange of messages or to storeglobal data structures. For distributed database processing; the database sharing (shareddisk) architecture can benefit most from such a close coupling. The author presents adetailed simulation study of closely coupled database sharing systems. A shared storecalled global extended memory (GEM) was used for system-wide concurrency andcoherency control; and to improve input/output (I/O) performance. The performance of suchan architecture is evaluated and compared with loosely coupled database sharing systemsemploying the primary copy approach for concurrency and coherency control. In …,Proc. 13th Int. Conf. on Distributed Computing Systems; ICDCS 1993.,1993,17,10
A clustering-based framework to control block sizes for entity resolution,Jeffrey Fisher; Peter Christen; Qing Wang; Erhard Rahm,Abstract Entity resolution (ER) is a common data cleaning task that involves determiningwhich records from one or more data sets refer to the same real-world entities. Because apairwise comparison of all records scales quadratically with the number of records in thedata sets to be matched; it is common to use blocking or indexing techniques to reduce thenumber of comparisons required. These techniques split the data sets into blocks and onlyrecords within blocks are compared with each other. Most existing blocking techniques donot provide control over the size of the generated blocks; despite this control being importantin many practical applications of ER; such as privacy-preserving record linkage and real-time ER. We propose two novel hierarchical clustering approaches which can generateblocks within a specified size range; and we present a penalty function which allows …,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,16,7
Learning-based Entity Resolution with MapReduce,Lars Kolb; Hanna Köpcke; Andreas Thor; Erhard Rahm,Abstract Entity resolution is a crucial step for data quality and data integration. Learning-based approaches show high effectiveness at the expense of poor efficiency. To reduce thetypically high execution times; we investigate how learning-based entity resolution can berealized in a cloud infrastructure using MapReduce. We propose and evaluate two efficientMapReduce-based strategies for pair-wise similarity computation and classifier applicationon the Cartesian product of two input sources. Our evaluation is based on real-worlddatasets and shows the high efficiency and effectiveness of the proposed approaches.,Proc. 3rd Int. Workshop on Cloud Data Management,2011,16,20
Comparative evaluation of microarray-based gene expression databases,Hong-Hai Do; Toralf Kirsten; Erhard Rahm,Abstract. Microarrays make it possible to monitor the expression of thousands of genes inparallel thus generating huge amounts of data. So far; several databases have beendeveloped for managing and analyzing this kind of data but the current state of the art in thisfield is still early stage. In this paper; we comprehensively analyze the requirements formicroarray data management. We consider the various kinds of data involved as well asdata preparation; integration and analysis needs. The identified requirements are then usedto comparatively evaluate eight existing microarray databases described in the literature. Inaddition to providing an overview of the current state of the art we identify problems thatshould be addressed in the future to obtain better solutions for managing and analyzingmicroarray data.,Proc. 10th Conf. Database Systems for Business; Technology and Web (BTW),2003,16,17
The Case for Holistic Data Integration,Erhard Rahm,Abstract Current data integration approaches are mostly limited to few data sources; partlydue to the use of binary match approaches between pairs of sources. We thus advocate forthe development of more holistic; clustering-based data integration approaches that scale tomany data sources. We outline different use cases and provide an overview of initialapproaches for holistic schema/ontology integration and entity clustering. The discussionalso considers open data repositories and so-called knowledge graphs.,Proc. ADBIS,2016,15,7
FoodBroker-generating synthetic datasets for graph-based business analytics,André Petermann; Martin Junghanns; Robert Müller; Erhard Rahm,Abstract We present FoodBroker; a new data generator for benchmarking graph-basedbusiness intelligence systems and approaches. It covers two realistic business processesand their involved master and transactional data objects. The interactions are correlated incontrolled ways to enable non-uniform distributions for data and relationships. Forbenchmarking data integration; the generated data is stored in two interrelated databases.The dataset can be arbitrarily scaled and allows comprehensive graph-and pattern-basedanalysis.,Workshop on Big Data Benchmarks,2014,15,15
Rule-based generation of diff evolution mappings between ontology versions,Michael Hartung; Anika Groß; Erhard Rahm,Abstract: Ontologies such as taxonomies; product catalogs or web directories are heavilyused and hence evolve frequently to meet new requirements or to better reflect the currentinstance data of a domain. To effectively manage the evolution of ontologies it is essential toidentify the difference (Diff) between two ontology versions. We propose a novel approach todetermine an expressive and invertible diff evolution mapping between given versions of anontology. Our approach utilizes the result of a match operation to determine an evolutionmapping consisting of a set of basic change operations (insert/update/delete). Tosemantically enrich the evolution mapping we adopt a rule-based approach to transform thebasic change operations into a smaller set of more complex change operations; such asmerge; split; or changes of entire subgraphs. The proposed algorithm is customizable in …,arXiv preprint arXiv:1010.0122,2010,15,15
Discovering evolving regions in life science ontologies,Michael Hartung; Anika Gross; Toralf Kirsten; Erhard Rahm,Abstract Ontologies are heavily used in life sciences and evolve continuously to incorporatenew or changed insights. Often ontology changes affect only specific parts (regions) ofontologies making it valuable for ontology users and applications to know the heavilychanged regions on the one hand and stable regions on the other hand. However; the sizeand complexity of life science ontologies renders manual approaches to localize changingor stable regions impossible. We therefore propose an approach to automatically discoverevolving or stable ontology regions. We evaluate the approach by studying evolving regionsin the Gene Ontology and the NCI Thesaurus.,International Conference on Data Integration in the Life Sciences,2010,15,4
Management and Analysis of Big Graph Data: Current Systems and Open Challenges,Martin Junghanns; André Petermann; Martin Neumann; Erhard Rahm,Abstract Many big data applications in business and science require the management andanalysis of huge amounts of graph data. Suitable systems to manage and to analyze suchgraph data should meet a number of challenging requirements including support for anexpressive graph data model with heterogeneous vertices and edges; powerful query andgraph mining capabilities; ease of use as well as high performance and scalability. In thischapter; we survey current system approaches for management and analysis of “big graphdata”. We discuss graph database systems; distributed graph processing systems such asGoogle Pregel and its variations; and graph dataflow approaches based on Apache Sparkand Flink. We further outline a recent research framework called Gradoop that is build on theso-called Extended Property Graph Data Model with dedicated support for analyzing not …,*,2016,14,7
Privacy Preserving Record Linkage with PPJoin,Ziad Sehili; Lars Kolb; Christian Borgs; Rainer Schnell; Erhard Rahm,Privacy-preserving record linkage (PPRL) becomes increasingly important to match andintegrate records with sensitive data. PPRL not only has to preserve the anonymity of thepersons or entities involved but should also be highly efficient and scalable to largedatasets. We therefore investigate how to adapt PPJoin; one of the fastest approaches forregular record linkage; to PPRL resulting in a new approach called P4Join. The use of bitvectors for PPRL also allows us to devise a parallel execution of P4Join on GPUs. Weevaluate the new approaches and compare their efficiency with a PPRL approach based onmultibit trees.,Proc. BTW Conf,2015,14,7
Extracting Semantic Concept Relations from Wikipedia,Patrick Arnold; Erhard Rahm,Abstract Background knowledge as provided by repositories such as WordNet is of criticalimportance for linking or mapping ontologies and related tasks. Since current repositoriesare quite limited in their scope and currentness; we investigate how to automatically build upimproved repositories by extracting semantic relations (eg; is-a and part-of relations) fromWikipedia articles. Our approach uses a comprehensive set of semantic patterns; finite statemachines and NLP-techniques to process Wikipedia definitions and to identify semanticrelations between concepts. Our approach is able to extract multiple relations from a singleWikipedia article. An evaluation for different domains shows the high quality andeffectiveness of the proposed approach.,Proc. 4th Int. Conf. Web Intelligence; Mining and Semantics (WIMS),2014,14,22
Entity Search Strategies for Mashup Applications,Stefan Endrullis; Andreas Thor; Erhard Rahm,Programmatic data integration approaches such as mashups have become a viableapproach to dynamically integrate web data at runtime. Key data sources for mashupsinclude entity search engines and hidden databases that need to be queried via source-specific search interfaces or web forms. Current mashups are typically restricted to simplequery approaches such as using keyword search. Such approaches may need a highnumber of queries if many objects have to be found. Furthermore; the effectiveness of thequeries may be limited; ie; they may miss relevant results. We therefore propose moreadvanced search strategies that aim at finding a set of entities with high efficiency and higheffectiveness. Our strategies use different kinds of queries that are determined by source-specific query generators. Furthermore; the queries are selected based on the …,Proc ICDE,2012,14,1
An Evolutionbased Approach for Assessing Ontology Mappings-A Case Study in the Life Sciences.,Andreas Thor; Michael Hartung; Anika Gross; Toralf Kirsten; Erhard Rahm,Abstract: Ontology matching has been widely studied. However; the resulting ontologymappings can be rather unstable when the participating ontologies or utilized secondarysources (eg; instance sources; thesauri) evolve. We propose an evolution-based approachfor assessing ontology mappings by annotating their correspondences by information aboutsimilarity values for past ontology versions. These annotations allow us to assess thestability of correspondences over time and they can thus be used to determine better andmore robust ontology mappings. The approach is generic in that it can be appliedindependently from the utilized match technique. We define different stability measures andshow results of a first evaluation for the life science domain.,BTW,2009,14,7
Efficient Management of Biomedical Ontology Versions,Toralf Kirsten; Michael Hartung; Anika Groß; Erhard Rahm,Abstract Ontologies have become very popular in life sciences and other domains. Theymostly undergo continuous changes and new ontology versions are frequently released.However; current analysis studies do not consider the ontology changes reflected in differentversions but typically limit themselves to a specific ontology version which may quicklybecome obsolete. To allow applications easy access to different ontology versions wepropose a central and uniform management of the versions of different biomedicalontologies. The proposed database approach takes concept and structural changes ofsucceeding ontology versions into account thereby supporting different kinds of changeanalysis. Furthermore; it is very space-efficient by avoiding redundant storage of ontologycomponents which remain unchanged in different versions. We evaluate the storage …,On the Move to Meaningful Internet Systems: OTM 2009 Workshops,2009,14,15
Hybrid integration of molecular-biological annotation data,Toralf Kirsten; Hong-Hai Do; Christine Körner; Erhard Rahm,Abstract We present a new approach to integrate annotation data from public sources for theexpression analysis of genes and proteins. Expression data is materialized in a datawarehouse supporting high performance for data-intensive analysis tasks. On the otherhand; annotation data is integrated virtually according to analysis needs. Our virtualintegration utilizes the commercial product SRS (Sequence Retrieval System) of LIONbioscience. To couple the data warehouse and SRS; we implemented a query mediatorexploiting correspondences between molecular-biological objects explicitly captured frompublic data sources. This hybrid integration approach has been implemented for a largegene expression warehouse and supports functional analysis using annotation data fromGeneOntology; Locuslink and Ensembl. The paper motivates the chosen approach …,International Workshop on Data Integration in the Life Sciences,2005,14,7
Effective Mapping Composition for Biomedical Ontologies,Michael Hartung; Anika Gross; Toralf Kirsten; Erhard Rahm,*,Proc. ESWC workshop on  Semantic Interoperability in Medical Informatics  (SIMI),2012,13
Adaptive website recommendations with Awesome,Andreas Thor; Nick Golovin; Erhard Rahm,Abstract Recommendations are crucial for the success of large websites. While there aremany ways to determine recommendations; the relative quality of these recommendersdepends on many factors and is largely unknown. We present the architecture andimplementation of AWESOME (Adaptive website recommendations); a data warehouse-based recommendation system. It allows the coordinated use of a large number ofrecommenders to automatically generate website recommendations. Recommendations aredynamically selected by efficient rule-based approaches utilizing continuously measureduser feedback on presented recommendations. AWESOME supports a completely automaticgeneration and optimization of selection rules to minimize website administration overheadand quickly adapt to changing situations. We propose a classification of recommenders …,The VLDB journal,2005,12,20
Optimistische Synchronisationskonzepte für zentralisierte und verteilte Datenbanksysteme,E Rahm,*,IT Informationstechnik,1988,12
Nah gekoppelte Rechnerarchitekturen für ein DB-Sharing-System,Erhard Rahm,*,Proc. 9. NTG/GI-Fachtagung über Architektur und Betrieb von Rechensystemen; VDE-Verlag; NTG-Fachberichte,1986,12
Verteiltes und paralleles datenmanagement: von verteilten datenbanken zu big data und cloud,Erhard Rahm; Gunter Saake; Kai-Uwe Sattler,Verteilte und parallele Verarbeitung in Datenbanken erlebte eine erste Blüte in den 80er-Jahren; als parallele Verarbeitung und geografisch verteilte Speicherung von relationalenDaten erstmals intensiv untersucht wurden. In dieser Ära erschienen ein ganze Reihe vonfundamentalen Veröffentlichungen und Lehrbüchern; die die Grundlagen für derartigeVerfahren legten. In den darauffolgenden Jahren wurden diese Verfahren genutzt; ohnedass dabei ein erneuter Hype zu beobachten war. Dies änderte sich in den letzten Jahrenmit Konzepten wie der Cloud-Speicherung und der Analyse in Big-Data-Szenarien; die nunmoderne Anforderungen an die Skalierbarkeit mit 20 Jahre altem Lehrbuchwissenkonfrontierten. Auch wenn viele der damaligen Entwicklungen auch nach dieser Zeitunverändert gültig sind; fügen diese neuen Szenarien neue Aspekte hinzu; die damals …,*,2015,11,7
Evaluation of query generators for entity search engines,Stefan Endrullis; Andreas Thor; Erhard Rahm,Abstract: Dynamic web applications such as mashups need efficient access to web data thatis only accessible via entity search engines (eg product or publication search engines).However; most current mashup systems and applications only support simple keywordsearches for retrieving data from search engines. We propose the use of more powerfulsearch strategies building on so-called query generators. For a given set of entities querygenerators are able to automatically determine a set of search queries to retrieve theseentities from an entity search engine. We demonstrate the usefulness of query generators foron-demand web data integration and evaluate the effectiveness and efficiency of querygenerators for a challenging real-world integration scenario. Subjects: Databases (cs. DB);Information Retrieval (cs. IR) ACM classes: H. 3.3; H. 3.4 Cite as: arXiv: 1003.4418 [cs. DB …,arXiv preprint arXiv:1003.4418,2010,11,7
A semantics for model management operators,Sergey Melnik; Philip A Bernstein; Alon Halevy; Erhard Rahm,Abstract Model management is an approach to simplify the programming of metadata-intensive applications. It offers developers powerful operators; such as Compose; Extract;and Merge; that are applied to models; such as database schemas or interfacespecifications; and to mappings between models. To be used in practice; these operatorsneed to be implemented for particular schema definition languages and mappinglanguages. To guide that implementation; we need a language-independent semantics thattells what the operators should do. In this paper we develop a state-based semantics of theoperators. That is; we express the effect of applying the operators to models in terms of whatthe operators do to instances of these models. We show that our semantics capturespreviouslyproposed desiderata for the operators. We study formal properties of the …,Microsoft Technical Report,2004,11,7
Hochleistungs-Transaktionssysteme,Erhard Rahm,Transaktionssysteme sind in der kommerziellen Datenverarbeitung weitverbreitet und vonenormer tikonomischer Bedeutung. Die Leistungsanforderungen vieler Anwendungensteigen sehr stark und ktinnen nur von sogenannten Hochleistungs-Transaktionssystemenerfiillt werden. Dies betriffi insbesondere die zu bewaltigenden Transaktionsraten fUrvorgeplante Anwendungsfunktionen. Daneben sind auch zunehmend ungeplante Ad-Hoc-Anfragen auf derselben Datenbank auszuftihren; welche oft den Zugriff auf groBeDatenmengen verlangen und ftir die die Gewahrleistung kurzer Antwortzeiten einHauptproblem darstellt. Weitere Anforderungen an Hochleistungs-Transaktionssystemebetreffen die Gewahrleistung einer hohen Verfiigbarkeit; die Mtiglichkeit eines modularenWachstums sowie die Untersttitzung einer hohen Kosteneffektivitat. Ftir die Erzielung …,Konzepte und Entwicklungen moderner Datenbankarchitekturen. Vieweg,1993,11,7
Hochleistungsdatenbanksysteme - Vergleich und Bewertung aktueller Architekturen und ihrer Implementierung,T Härder; E Rahm,*,Informationstechnik it,1987,11
Quantitative Analyse eines Synchronisationsalgorithmus für DB-Sharing,Theo Härder; Erhard Rahm,Abstract Als DB-Sharing bezeichnet man die gemeinsame Benutzung einer Datenbankdurch Datenbank-Verwaltungssysteme auf einem System lose gekoppelter Prozessoren.Das wesentliche Entwurfsziel solcher Mehrrechner-Datenbanksysteme ist die annäherndlineare Erhöhung des Durchsatzes im Transaktionsbetrieb bei nur wenig verändertenAntwortzeiten im Vergleich zum 1-Rechner-Fall. Weiterhin wird eine deutliche Verbesserungder Verfügbarkeit des Systems für die DB-Verarbeitung angestrebt. Nach einerBeschreibung des Aufbaus und der funktionellen Komponenten eines DBSharing-Systemswerden seine speziellen Charakteristika für den Transaktionsbetrieb diskutiert. Darausergeben sich die wesentlichen Aspekte; die bei der Modellbildung eines Mehrrechner-Datenbanksystems zu berücksichtigen sind. Für ein DB-Sharing mit zwei Rechnern wird …,*,1985,11,7
Benchmarking XML Database Systems–First Experiences,Timo Böhme; Erhard Rahm,We recently developed and published a scaleable multi-user benchmark called XMach-1(XML Data Management benchmark) for evaluating the performance of XML datamanagement systems [1]. To our knowledge it is the first such benchmark. It aims atrealistically evaluating the performance of individual systems as well as to allow for aperformance comparison between different systems and architectures ranging from nativeXML data management systems to XML-enabled relational DBMS. Specifying andimplementing the benchmark revealed a number of problems which are partly due to thelack of a standardized XML query language; the complexity of the XML format and therelative immaturity of current XML database software. After a brief review of XMach-1 we willdiscuss our experiences made so far.,Ninth International Workshop on High Performance Transaction Systems (HPTS); Pacific Grove; California,2001,10,7
collected student  theses / seminar write-ups,Database group leipzig,*,*,2000,10
Algorithmen zur effizienten Lastkontrolle in Mehrrechner-Datenbanksystemen,Erhard Rahm,Zusammenfassung: ln einem Mehrrechner-Datenbanksystem ist die Lastkontrolle für dieVerteilung der aktuellen Transaktionslast auf die verfügbaren Rechner verantwortlich. Essind dabei kurze Antwortzeiten einerseits sawie eine gleichmäßige Systemaus/astung undhoher Durchsatz andererseits anzustreben. Nach einer Einführung wird die Funktion undRealisierung der Lastkontrolle in einem Mehrrechner-Datenbanksystem diskutiert. ImHauptteil der Arbeit werden mehrere Verfahren zur Erstellung einer sogenannten Routing-Tabelle vorgestellt; mit deren Hilfe die Transaktionslast dynamisch verteilt wird.,Angewandte Informatik,1986,10,15
Optimizing Similarity Computations for Ontology Matching-Experiences from GOMMA,Michael Hartung; Lars Kolb; Anika Groß; Erhard Rahm,Abstract An efficient computation of ontology mappings requires optimized algorithms andsignificant computing resources especially for large life science ontologies. We describehow we optimized n-gram matching for computing the similarity of concept names andsynonyms in our match system GOMMA. Furthermore; we outline how to enable a highlyparallel string matching on Graphical Processing Units (GPU). The evaluation on the OAEILargeBio match task demonstrates the high effectiveness of the proposed optimizations andthat the use of GPUs in addition to standard processors enables significant performanceimprovements.,Proc. DILS (Data Integration in the Life Sciences),2013,9,7
Affiliation Analysis of Database Publications,David Aumueller; Erhard Rahm,Abstract We analyze the author affiliations of database publications to determine the maininstitutions contributing research results in our field. We consider the publications of the lastdecade (2000'2009) that appeared in the top conferences SIGMOD and VLDB and in theVLDBJ and TODS journals. We determine the top affiliations in terms of number of papersand aggregate the numbers at the levels of entire countries and continents. Further; weanalyze to which degree authors from different affiliations and countries cooperate on jointlyauthored papers; and study the development over time. We also consider the number andsize of affiliations of different countries.,SIGMOD Record-Special Interest Group on Management Data,2011,9,7
Database and XML Technologies: Proc. First International XML Database Symposium; XSym 2003,Zohra Bellahsène; A. Chaudri; Erhard Rahm; Michael Rys; Rainer Unland,*,*,2003,9
Sysplex-Cluster-Technologien für Hochleistungs-Datenbanken,Wilhelm G.  Spruth; Erhard Rahm,Transaktions-und Datenbankanwendungen in modernen Großunternehmen erfordernRechenleistungen; die von einem einzelnen Rechner nicht mehr erbracht werden können.Kommerzielle Großrechner werden deshalb seit einiger Zeit im Rahmen von Clusterneingesetzt. Internetanwendungen und Web-Services verstärken diesen Trend; weil derAbstand zwischen Durchschnitts-und Spitzenbelastung ständig größer wird. Cluster leidenallgemein unter Skalierungsschwierigkeiten; insbesondere aufgrund vonSynchronisationsproblemen beim Zugriff auf gemeinsam genutzte Daten. Der IBM OS/390-bzw. z/OS-Sysplex verfügt über eine Reihe neuartiger technologischer Ansätze; die eineproblemlose Skalierung bis zu über einhundert CPUs ermöglichen. In dem vorliegendenBeitrag werden einige dieser Technologien erläutert. Großrechner; besonders auch …,Datenbank-Spektrum,2002,9,15
Cache management for shared sequential data access,Erhard Rahm; Donald Ferguson,Abstract This paper presents a new set of cache management algorithms for shared dataobjects that are accessed sequentially. I/O delays on sequentially accessed data is adominant performance factor in many application domains; in particular for batchprocessing. Our algorithms fall into three classes: replacement; prefetching and schedulingstrategies. Our replacement algorithms empirically estimate the rate at which the jobs areproceeding through the data. These velocity estimates are used to project the next referencetimes for cached data objects and our algorithms replace data with the longest time to re-use. The second type of algorithm performs asynchronous prefetching. This algorithm usesthe velocity estimations to predict future cache misses and attempts to preload data to avoidthese misses. Finally; we present a simple job scheduling strategy that increases locality …,Information Systems,1993,9,3
Extended memory support for high performance transaction systems,Volker Bohn; Theo Härder; Erhard Rahm,Abstract To achieve high performance transaction processing vertical as well as horizontalsystem growth is considered. A prime obstacle for vertical growth is the unfavorable ratio ofI/O time vs. CPU time making it increasingly difficult to utilize fast CPUs and multiprocessors.Prerequisites for horizontal growth are a low communication overhead and effective loadbalancing; both subgoals are the more difficult to meet the more systems to be utilized. Wepropose the use of a fast and non-volatile extended memory which provides synchronousaccess for closely coupled systems. We discuss its properties supporting high volumetransaction processing. Subsequently; we investigate its performance behavior forcentralized and distributed computing environments. Simulation results are presented forsynthetic Debit-Credit transactions as well as for real-life workloads represented by …,Proc. MMB,1990,9,7
Der Database-Sharing-Ansatz zur Realisierung von Hochleistungs-Transaktionssystemen,Erhard Rahm,Zusammenfassung. Database Sharing (DB-Sharing) bezeichnet eine allgemeine Klassevon Mehrrechner-Datenbanksystemen; bei der jeder Rechner direkten Zugriff auf diegemeinsamen Datenbestände hat. Hinsichtlich der Realisierung von Hochleistungs-Transaktionssystemen bieten DB-Sharing~ Systeme signifikante Vorteile gegenüberMehrrechner-Datenbanksystemen; bei denen eine statische Datenpartitionierungvorzunehmen ist. Dieser Aufsatz diskutiert diejenigen Systemkomponenten; für die bei DB-Sharing zur Nutzung des hohen Leistungspotentials neue und koordinierteLösungskonzepte erforderlich sind. Insbesondere hinsichtlich der Synchronisation sowieder Behandlung von Pufferinvalidierungen werden die vielversprechendstenRealisierungsformen überblickartig vorgestellt und bewertet. Außer Aspekten der …,Informatik Spektrum,1989,9,1
Empirical performance evaluation of concurrency and coherency control protocols for data sharing,Erhard Rahm,*,*,1988,9
Distributed Grouping of Property Graphs with GRADOOP,Martin Junghanns; André Petermann; Erhard Rahm,Property graphs are an intuitive way to model; analyze and visualize complex relationshipsamong heterogeneous data objects; for example; as they occur in social; biological andinformation networks. These graphs typically contain thousands or millions of vertices andedges and their entire representation can easily overwhelm an analyst. One way to reducecomplexity is the grouping of vertices and edges to summary graphs. In this paper; wepresent an algorithm for graph grouping with support for attribute aggregation and structuralsummarization by user-defined vertex and edge properties. The algorithm is part of G; anopen-source system for graph analytics. G is implemented on top of Apache Flink; a state-of-the-art distributed dataflow framework; and thus allows us to scale graph analyticalprograms across multiple machines. Our evaluation demonstrates the scalability of the …,Proc. BTW,2017,8,22
Privacy-Preserving Record Linkage for Big Data: Current Approaches and Research Challenges,Dinusha Vatsalan; Ziad Sehili; Peter Christen; Erhard Rahm,Abstract The growth of Big Data; especially personal data dispersed in multiple datasources; presents enormous opportunities and insights for businesses to explore andleverage the value of linked and integrated data. However; privacy concerns impede sharingor exchanging data for linkage across different organizations. Privacy-preserving recordlinkage (PPRL) aims to address this problem by identifying and linking records thatcorrespond to the same real-world entity across several data sources held by differentparties without revealing any sensitive information about these entities. PPRL is increasinglybeing required in many real-world application areas. Examples range from public healthsurveillance to crime and fraud detection; and national security. PPRL for Big Data posesseveral challenges; with the three major ones being (1) scalability to multiple large …,*,2016,8,0
Iterative Computation of Connected Graph Components with MapReduce,Lars Kolb; Ziad Sehili; Erhard Rahm,Abstract The use of the MapReduce framework for iterative graph algorithms is challenging.To achieve high performance it is critical to limit the amount of intermediate results as well asthe number of necessary iterations. We address these issues for the important problem offinding connected components in large graphs. We analyze an existing MapReducealgorithm; CC-MR; and present techniques to improve its performance including a memory-based connection of subgraphs in the map phase. Our evaluation with several large graphdatasets shows that the improvements can substantially reduce the amount of generateddata by up to a factor of 8.8 and runtime by up to factor of 3.5.,Datenbank-Spektrum,2014,8,1
Introduction to the special issue on data quality,Mourad Ouzzani; Paolo Papotti; Erhard Rahm,Abstract Poor data quality in databases; data warehouses; and information systems affectsevery application domain. Many data processing tasks; such as information integration; datasharing; information retrieval; information extraction; and knowledge discovery requirevarious forms of data preparation and consolidation with complex data processingtechniques. These tasks usually assume that the data input contains no missing;inconsistent or incorrect values. This leaves a large gap between the available “dirty” dataand the machinery to effectively process the data for the application purposes. In addition;tasks such as data integration and information extraction may themselves introduce errors inthe data.,Information Systems,2013,8,22
Composition Methods for Link Discovery,Michael Hartung; Anika Groß; Erhard Rahm,Abstract: The Linked Open Data community publishes an increasing number of data sourceson the so-called Data Web and interlinks them to support data integration applications. Weinvestigate how the composition of existing links and mappings can help discovering newlinks and mappings between LOD sources. Often there will be many alternatives forcomposition so that the problem arises which paths can provide the best linking results withthe least computation effort. We therefore investigate different methods to select andcombine the most suitable mapping paths. We also propose an approach for selecting andcomposing individual links instead of entire mappings. We comparatively evaluate themethods on several real-world linking problems from the LOD cloud. The results show thehigh value of reusing and composing existing links as well as the high effectiveness of …,Proc. Databases for Business; Technology and Web (BTW),2013,8,4
StudentischeArbeiten-Abteilung Datenbanken,E. Rahm; et al (eds),*,*,2009,8
Web usage mining,Erhart Rahm,*,*,2002,8
Goal-oriented Performance Control for Transaction Processing.,Erhard Rahm,Abstract The performance of current transaction processing systems largely depends onhuman experts for administration and tuning. These experts have to specify a multitude ofinternal control parameters in different subsystems for which finding appropriate settings isvery difficult. Another shortcoming of manual system administration lies in its inability toquickly react to changing system and workload conditions. In order to overcome theselimitations we advocate for an automatic and adaptive performance control. To simplify theadministration we pursue a" goaloriented" approach that aims at automatically enforcingexternal performance objectives; in particular response time goals. The effectiveimplementation of such a scheme poses a multitude of largely unsolved challenges. Ourapproach is based on a feedback loop for automatic detection and correction of …,MMB,1997,8,7
Graph Mining for Complex Data Analytics,André Petermann; Martin Junghanns; Stephan Kemper; Kevin Gómez; Niklas Teichmann; Erhard Rahm,Complex data analytics that involve data mining often comprise not only a single algorithmbut also further data processing steps; for example; to restrict the search space or to filter theresult. We demonstrate graph mining with Gradoop; the first scalable system supportingdeclarative analytical programs composed from multiple graph operations. We use abusiness intelligence example including frequent subgraph mining to highlight the analyticalcapabilities enabled by such programs. The results can be visualized and; to show its easeof use; the program can be modified on visitors request. Gradoop is built on top of state-of-the-art big data technology and out-of-the-box horizontally scalable. Its source code ispublicly available and designed for easy extensibility. We offer to the graph miningcommunity; to apply Gradoop in large scale use cases and to contribute further algorithms.,Proc ICDM,2016,7,8
Automatic extraction of semantic relations from wikipedia,Patrick Arnold; Erhard Rahm,We introduce a novel approach to extract semantic relations (eg; is-a and part-of relations)from Wikipedia articles. These relations are used to build up a large and up-to-datethesaurus providing background knowledge for tasks such as determining semanticontology mappings. Our automatic approach uses a comprehensive set of semanticpatterns; finite state machines and NLP techniques to extract millions of relations betweenconcepts. An evaluation for different domains shows the high quality and effectiveness of theproposed approach. We also illustrate the value of the newly found relations for improvingexisting ontology mappings.,International Journal on Artificial Intelligence Tools,2015,7,12
WETSUIT: An efficient mashup tool for searching and fusing web entities,Stefan Endrullis; Andreas Thor; Erhard Rahm,Abstract We demonstrate a new powerful mashup tool called WETSUIT (Web EnTity Searchand fUsIon Tool) to search and integrate web data from diverse sources and domain-specificentity search engines. WETSUIT supports adaptive search strategies to query sets ofrelevant entities with a minimum of communication overhead. Mashups can be composedusing a set of high-level operators based on the Java-compatible language Scala. Theoperator implementation supports a high degree of parallel processing; in particular astreaming of entities between all data transformation operations facilitating a fastpresentation of intermediate results. WETSUIT has already been applied to solvechallenging integration tasks from different domains.,PVLDB,2012,7,11
An integrated platform for analyzing molecular-biological data within clinical studies,Toralf Kirsten; Jörg Lange; Erhard Rahm,Abstract To investigate molecular-biological causes and effects of diseases and theirtherapies it becomes increasingly important to combine data from clinical trials with highvolumes of experimental genetic data and annotations. We present our approach tointegrate such data for two large collaborative cancer research studies in Germany. Ourplatform interconnects a commercial study management system (eRN) with a datawarehouse-based gene expression analysis system (GeWare). We utilize a genericapproach to import different anonymized pathological and patient-related annotations intothe warehouse. The platform also integrates different forms of experimental data and publicmolecular-biological annotation data and thus supports a wide range of genetic analyses forboth clinical and non-clinical parameters.,International Conference on Extending Database Technology,2006,7,15
