The TSIMMIS project: Integration of heterogenous information sources,Sudarshan Chawathe; Hector Garcia-Molina; Joachim Hammer; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,The goal of the Tsimmis Project is to develop tools that facilitate the rapid integration ofheterogeneous information sources that may include both structured and unstructured data.This paper gives an overview of the project; describing components that extract propertiesfrom unstructured objects; that translate information into a common object model; thatcombine information from several sources; that allow browsing of information; and thatmanage constraints across heterogeneous sites. Tsimmis is a joint project between Stanfordand the IBM Almaden Research Center. 1 Overview A common problem facing manyorganizations today is that of multiple; disparate information sources and repositories;including databases; object stores; knowledge bases; file systems; digital libraries;information retrieval systems; and electronic mail systems. Decision makers often need …,*,1994,1549,20
Optimization of hypothetical queries in an OLAP environment,Andrey Balmin; Yannis Papakonstantinou; Thanos Papadimitriou,Analysts and decision-makers use what-if analysis to assess the effects of hypotheticalscenarios on historical data. For example an analyst working for a financial company mayconstruct a scenario for a strategy that would involve 10% higher positions in stocks of largehigh-tech companies for the last 3 years. The hypothetical world created by this scenario willbe queried to calculate the returns and volatility of customer portfolios under this scenario.Current On-Line Analytical Processing (OLAP) systems support what-if analysis only byphysically replicating the data warehouse and modifying it according to the scenario. Thisprocess may take many hours; hence limiting the applicability of OLAP. To eliminate thisinefficiency; we built an OLAP toolkit; called Sesame; that exploits the following twoopportunities. First; typically a small part of the modified data is needed to answer the …,Data Engineering; 2000. Proceedings. 16th International Conference on,2000,7,10
Fast in-memory SQL analytics on typed graphs,Chunbin Lin; Benjamin Mandel; Yannis Papakonstantinou; Matthias Springer,Abstract We study a class of graph analytics SQL queries; which we call relationshipqueries. These queries involving aggregation; join; semijoin; intersection and selection are awide superset of fixed-length graph reachability queries and of tree pattern queries. Wepresent real-world OLAP scenarios; where efficient relationship queries are needed.However; row stores; column stores and graph databases are unacceptably slow in suchOLAP scenarios. We propose a GQ-Fast database; which is an indexed database thatroughly corresponds to efficient encoding of annotated adjacency lists that combines salientfeatures of column-based organization; indexing and compression. GQ-Fast uses a bottom-up fully pipelined query execution model; which enables (a) aggressive compression (eg;compressed bitmaps and Huffman) and (b) avoids intermediate results that consist of row …,Proceedings of the VLDB Endowment,2016,6,12
HippogriffDB: balancing I/O and GPU bandwidth in big data analytics,Jing Li; Hung-Wei Tseng; Chunbin Lin; Yannis Papakonstantinou; Steven Swanson,Abstract As data sets grow and conventional processor performance scaling slows; dataanalytics move towards heterogeneous architectures that incorporate hardware accelerators(notably GPUs) to continue scaling performance. However; existing GPU-based databasesfail to deal with big data applications efficiently: their execution model suffers from scalabilitylimitations on GPUs whose memory capacity is limited; existing systems fail to consider thediscrepancy between fast GPUs and slow storage; which can counteract the benefit of GPUaccelerators. In this paper; we propose HippogriffDB; an efficient; scalable GPU-acceleratedOLAP system. It tackles the bandwidth discrepancy using compression and an optimizeddata transfer path. HippogriffDB stores tables in a compressed format and uses the GPU fordecompression; trading GPU cycles for the improved I/O bandwidth. To improve the data …,Proceedings of the VLDB Endowment,2016,6,20
Created computed universe,Yannis Papakonstantinou,AC becomes the creator of a computed universe. It runs a universe in its computer mind.Had Asimov continued his story; AC's universe would evolve; obtain lands; life; andeventually obtain sentient beings that create their own civilization. The beings would also (re-) invent computing. Indeed; some of these beings might read Viewpoint columns in amagazine plausibly called Communications of the ACM.,Communications of the ACM,2015,6,18
CLIDE: interactive query formulation for service oriented architectures,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,Integration systems typically support a restricted set of queries over the schema they export.The reason is that the participating information sources contribute limited content and limitedaccess methods. In prior work; these limited access methods have often been specifiedusing a set of parameterized views exported as Web services; with the understanding thatthe integration system accepts only queries which have an equivalent rewriting using theviews [5; 7; 9; 10]. These queries are called feasible. Infeasible queries are rejected withoutan explanatory feedback. To help a user; who is building an integration application; avoid afrustrating trial-and-error cycle; we demonstrate the CLIDE query formulation interface;which employes a coloring scheme to guide the user toward formulating feasible queries.CLIDE is based on Microsoft's Query Builder which is incorporated in MS SQL Server [1] …,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,6,12
A Unified Tuple-Based Algebra for XQuery,Ioana Manolescu; Yannis Papakonstantinou,Search all the public and authenticated articles in CiteULike. Include unauthenticated resultstoo (may include "spam") Enter a search phrase. You can also specify a CiteULike article id(123456);. a DOI (doi:10.1234/12345678). or a PubMed ID (pmid:12345678). Click Help foradvanced usage. CiteULike; Group: Mostrare; Search; Register; Log in …,*,2005,6,12
Query rewriting using semistructured views,Yannis Papakonstantinou; Vasilis Vassalos,Abstract We consider the problem of rewriting semistructured queries using semistructuredviews. Given a client semistructured positive non-recursive query and a set of semistructuredviews; the algorithm finds a rewriting query that is equivalent to the client query andaccesses only the views. Our solution is based on appropriately generalizing wellunderstood techniques such as containment mappings and the chase. Furthermore; wedevelop an equivalence testing algorithm for checking the equivalence of the client queryagainst the composition of the rewriting query with the views. We prove that our algorithm issound and complete. Finally we investigate a specialized polynomial algorithm forcomposing the rewritten query with the views; based on which we can show that thesemistructured query rewriting problem is NP-complete; ie; it is no harder than the …,Proc. of the ACM SIGMOD Int. Conf. on Management of Data,1999,6,12
MILC: inverted list compression in memory,Jianguo Wang; Chunbin Lin; Ruining He; Moojin Chae; Yannis Papakonstantinou; Steven Swanson,Abstract Inverted list compression is a topic that has been studied for 50 years due to itsfundamental importance in numerous applications including information retrieval;databases; and graph analytics. Typically; an inverted list compression algorithm isevaluated on its space overhead and query processing time. Earlier list compressiondesigns mainly focused on minimizing the space overhead to reduce expensive disk I/O timein disk-oriented systems. But the recent trend is shifted towards reducing query processingtime because the underlying systems tend to be memory-resident. Although there are manyhighly optimized compression approaches in main memory; there is still a considerableperformance gap between query processing over compressed lists and uncompressed lists;which motivates this work. In this work; we set out to bridge this performance gap for the …,Proceedings of the VLDB Endowment,2017,5,5
Ssd in-storage computing for search engines,Jianguo Wang; Dongchul Park; Yannis Papakonstantinou; Steven Swanson,SSD-based in-storage computing (called” Smart SSDs”) allows application-specific codes toexecute inside SSDs to exploit the high internal bandwidth and energy-efficient processors.As a result; Smart SSDs have been successfully deployed in many industry settings; eg;Samsung; IBM; Teradata; and Oracle. Moreover; researchers have also demonstrated theirpotential opportunities in database systems; data mining; and big data processing. However;it remains unknown whether search engine systems can benefit from Smart SSDs. This worktakes a first step to answer this question. The major research issue is what search enginequery processing operations can be cost-effectively offloaded to SSDs. For this; we carefullyidentified the five most commonly used search engine operations that could potentiallybenefit from Smart SSDs: intersection; ranked intersection; ranked union; difference; and …,IEEE Transactions on Computers,2016,5,10
Utilizing ids to accelerate incremental view maintenance,Yannis Katsis; Kian Win Ong; Yannis Papakonstantinou; Kevin Keliang Zhao,Abstract Prior Incremental View Maintenance (IVM) algorithms specify the view tuples thatneed to be modified by computing diff sets; which we call tuple-based diffs since a diff setcontains one diff tuple for each to-be-modified view tuple. idIVM assumes the base tableshave keys and performs IVM by computing ID-based diff sets that compactly identify the to-be-modified tuples through their IDs. This work makes the following contributions:(a) An ID-based IVM system for a large subset of SQL that includes the algebraic operators selection;join; grouping and aggregation; generalized projection involving functions; antisemijoin (andtherefore negation/difference) and union. The system is based on a modular approach;allowing one to extend the supported language simply by adding one algebraic operator at-a-time; along with equations describing how ID-based changes are propagated through …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,5,12
Inconsistency resolution in online databases,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,Shared online databases allow community members to collaboratively maintain knowledge.Collaborative editing though inevitably leads to inconsistencies as different members entererroneous data or conflicting opinions. Ideally community members should be able to seeand resolve these inconsistencies in a collaborative fashion. However most current onlinedatabases do not support inconsistency resolution. Instead they try to by-pass the problemby either ignoring inconsistencies and treating data as if they were not conflicting or byrequiring inconsistencies to be resolved outside the system. To address this limitation; wepropose Ricolla; an online database system that; by treating inconsistencies as first-classcitizens; supports a natural workflow for the management of conflicting data. The systemcaptures inconsistencies (so that community members can easily inspect them) and …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,5,22
Fusion queries over Internet databases,Serge Abiteboul; Hector Garcia-Molina; Yannis Papakonstantinou; Ramana Yerneni,Abstract Fusion queries search for information integrated from distributed; autonomoussources over the Internet. In this context; data is not cleanly fragmented as in traditionaldistributed databases; and the number of sources participating in a typical query is large. Weinvestigate techniques for e cient processing of fusion queries. First; we focus on a very wideclass of query plans that capture the spirit of many techniques usually considered in existingsystems. We show how to e ciently nd; under various realistic scenarios; good query planswithin this large class. We evaluate the performance of these plans and provide additionalheuristics that; by considering plans outside our target class of plans; yield furtherperformance improvements.,Advances in Database Technology-Proceedings of the 6th International Conference on Extending Database (EDBT'98),1997,5,12
Describing and using query capabilities of heterogeneous sources (extended version),Vasilis Vassalos; Yannis Papakonstantinou,Abstract Information integration systems have to cope with the di erent and limited queryinterfaces of the underlying information sources. First; the integration systems needdescriptions of the query capabilities of each source; ie; the set of queries supported by eachsource. Second; the integration systems need algorithms for deciding how a query can beanswered given the capabilities of the sources. Third; they need to translate a query into theformat that the source understands. We present two languages suitable for descriptions ofquery capabilities of sources and compare their expressive power. We also describealgorithms for deciding whether a query\matches" the description and show their applicationto the problem of translating user queries into source-speci c queries and commands.Finally; we propose new improved algorithms for the problem of answering queries using …,Technical Report,1997,5,21
Object fusion in mediator systems (extended version),Yannis Papakonstantinou; Hector Garcia-Molina,Abstract Mediators are used for integration of heterogeneous information sources. In thispaper we present a system for declaratively specifying mediators. It is targeted for integrationof sources with unstructured or semi-structured data; or sources with changing schemas. Inthe paper we illustrate the main features of the Mediator Speci cation Language (MSL);show how they facilitate integration; and discuss the implementation of the system thatinterprets the MSL speci cations.,Available by anonymous ftp at db. stanf ord. edu as the file/pub/papakonstantinou/1995/fusion-extended. ps,1995,5,12
An experimental study of bitmap compression vs. inverted list compression,Jianguo Wang; Chunbin Lin; Yannis Papakonstantinou; Steven Swanson,Abstract Bitmap compression has been studied extensively in the database area and manyefficient compression schemes were proposed; eg; BBC; WAH; EWAH; and Roaring.Inverted list compression is also a well-studied topic in the information retrieval communityand many inverted list compression algorithms were developed as well; eg; VB; PforDelta;GroupVB; Simple8b; and SIMDPforDelta. We observe that they essentially solve the sameproblem; ie; how to store a collection of sorted integers with as few as possible bits andsupport query processing as fast as possible. Due to historical reasons; bitmap compressionand inverted list compression were developed as two separated lines of research in thedatabase area and information retrieval area. Thus; a natural question is: Which one isbetter between bitmap compression and inverted list compression? To answer the …,Proceedings of the 2017 ACM International Conference on Management of Data,2017,4,5
Waldo: An adaptive human interface for crowd entity resolution,Vasilis Verroios; Hector Garcia-Molina; Yannis Papakonstantinou,Abstract In Entity Resolution; the objective is to find which records of a dataset refer to thesame real-world entity. Crowd Entity Resolution uses humans; in addition to machinealgorithms; to improve the quality of the outcome. We study a hybrid approach that combinestwo common interfaces for human tasks in Crowd Entity Resolution; taking into account keyobservations about the advantages and disadvantages of the two interfaces. We give aformal definition to the problem of human task selection and we derive algorithms withstrong optimality guarantees. Our experiments with four real-world datasets show that ourhybrid approach gives an improvement of 50% to 300% in the crowd cost to resolve adataset; compared to using a single interface.,Proceedings of the 2017 ACM International Conference on Management of Data,2017,4,12
Forward: Data-centric UIs using declarative templates that efficiently wrap third-party JavaScript components,Yupeng Fu; Kian Win Ong; Yannis Papakonstantinou; Erick Zamora,Abstract While Ajax programming and the plethora of JavaScript component libraries enablehigh-quality Uls in web applications; integrating them with page data is laborious and error-prone as a developer has to handcode incremental modifications with trigger-basedprogramming and manual coordination of data dependencies. The FORWARD webframework simplifies the development of Ajax applications through declarative; state-basedtemplates. This declarative; data-centric approach is characterized by the principle oflogical/physical independence; which the database community has often deployedsuccessfully. It enables FORWARD to leverage database techniques; such as incrementalview maintenance; updatable views; capability-based component wrappers and cost-basedoptimization to automate efficient live visualizations. We demonstrate an end-to-end …,Proceedings of the VLDB Endowment,2014,4,3
Fusion query optimization,Serge Abiteboul; Hector Garcia-Molina; Yannis Papakonstantinou; Ramana Yerneni,Fusion queries search for information integrated from distributed; autonomous sources overthe Internet. In this context; data is not cleanly fragmented as in traditional distributeddatabases; and the number of sources participating in a typical query is large. Weinvestigate techniques for effcient processing of fusion queries. First; we focus on a verywide class of query plans that capture the spirit of many techniques usually considered inexisting systems. We show how to effciently find; under various realistic scenarios; goodquery plans within this large class. We evaluate the performance of these plans and provideadditional heuristics that; by considering plans outside our target class of plans; yield furtherperformance improvements.,*,1996,4,10
KAML: A Flexible; High-Performance Key-Value SSD,Yanqin Jin; Hung-Wei Tseng; Yannis Papakonstantinou; Steven Swanson,Modern solid state drives (SSDs) unnecessarily confine host programs to the conventionalblock I/O interface; leading to suboptimal performance and resource under-utilization.Recent attempts to replace or extend this interface with a key-value-oriented interface and/orbuilt-in support for transactions offer some improvements; but the details of theirimplementations make them a poor match for many applications. This paper presents thekey-addressable; multi-log SSD (KAML); an SSD with a key-value interface that uses a novelmulti-log architecture and stores data as variable-sized records rather than fixed-sizedsectors. Exposing a key-value interface allows applications to remove a layer of indirectionbetween application-level keys (eg; database record IDs or file inode numbers) and datastored in the SSD. KAML also provides native transaction support tuned to support fine …,High Performance Computer Architecture (HPCA); 2017 IEEE International Symposium on,2017,3,6
Delphi: Data e-platform for personalized population health,Yannis Katsis; Chaitanya Baru; Ted Chan; Sanjoy Dasgupta; Claudiu Farcas; William Griswold; Jeannie Huang; Lucila Ohno-Machado; Yannis Papakonstantinou; Fredric Raab; Kevin Patrick,Recent studies recognize that health is influenced broadly by a multitude of factors ofdifferent types; including medical; genetic; environmental; social and behavioral factors.Developing successful health interventions therefore requires taking into account all thesefactors as well as the interactions between them. However; intervention designers havetraditionally had access only to a very limited subset of health data (typically medical recorddata). Other health data; such as environmental or physical activity data; although alreadycollected and stored; have been very difficult to access; since they are maintained bydifferent providers and isolated in their own proprietary silos. This prevents physicians andintervention designers from acquiring a true overview of all factors influencing a conditionand acting towards its prevention or cure. To solve this problem; we propose DELPHI: a …,e-Health Networking; Applications & Services (Healthcom); 2013 IEEE 15th International Conference on,2013,3,18
Structured materialized views for XML queries,Ioana Manolescu; Veronique Benzaken; Andrei Arion; Yannis Papakonstantinou,The performance of XML database queries can be greatly enhanced by employingmaterialized views. We present containment and rewriting algorithms for tree pattern queriesthat correspond to a large and important subset of XQuery; in the presence of a structuralsummary of the database (ie; in the presence of a Dataguide). The tree pattern languagecaptures structural identiﬁers and optional nodes; which allow us to translate nestedXQueries into tree patterns. We character-ize the complexity of tree pattern containment andrewriting; under the constraints expressed in the structural summary; whose enhanced formalso entails integrity constraints. Our approach is implemented in the ULoad [5] prototypeand we present a performance analysis.,*,2006,3,21
DTD inference for views of XML data,Yannis Papakonstantinou; Victor Vianu,Abstract We study the inference of Data Type Definitions (DTDs) for views of XML data;using an abstraction that focuses on document content structure. The views are defined byaquery language that produces a list of documents selected from one or more input sources.The selection conditions involvevertical and horizontal navigation; thus querying explicitlythe order present in input documents. We point several strong limitations in the descriptiveability of current DTDs and the need for extending them with (i) a subtyping mechanism and(ii) a more powerful specification mechanism than regular languages; suchascontext-freelanguages. With these extensions; we show that one can always infer tight DTDs; thatprecisely characterize a selection view on sources satisfying given DTDs. We also showimportant special cases where one can infer a tight DTD without requiring extension (ii) …,*,1999,3,12
XML-Based Information Mediation with VAMP,Chaitanya Baru; Amarnath Gupta; Bertram Ludäscher; Richard Marciano; Yannis Papakonstantinou; Pavel Velikhov; Andreas Yannakopoulos,Abstract ments which conform to an associated DTD. The schema provided by a DTD ismore versatile than relational schemas; and at the same time provides more structure thanthe plain semistructured model of existing approaches like TSIMMIS. Given the central roleof DTDs in our approach;(semi-) automatic inference of view DTDs becomes an importantissue. The DTD inference task is to infer the DTDs of the mediator view; given the mediatorview definition and the source DTDs; see [PV99] for an algorithm on Vamp's DTD inference.The novel features of the Vamp system include: ffl Data exchange and integration solelyrelies on XML; ie; instance and schema information is represented by XML documents andXML DTDs; respectively. ffl XML queries are denoted in a high-level; declarative querylanguage Xmas 1; which builds upon ideas of languages like XML-QL; Yat; MSL; and …,*,*,3,5
Fast in-memory SQL analytics on relationships between entities,Chunbin Lin; Benjamin Mandel; Yannis Papakonstantinou; Matthias Springer,ABSTRACT In this paper; we study relationship queries on graph databases with binaryrelationship. A relationship query is a graph reachability query bounded on primary-keysand foreign-keys with aggregation on single output attribute. Both row stores and columnstores miss key opportunities towards the efficient execution of relationship queries; makingthem unacceptably slow in real-world OLAP scenarios. We present the FastR in-memoryanalytics engine that utilizes a new form of bottom-up fully pipelined query processingexecution strategy. The plans run on a novel data organization that combines salientfeatures of column-based organization; indexing and compression. Furthermore; FastRcompiles its query plans into query-aware executable C++ source codes. Besides achievingruntime efficiency; FastR also reduces main memory requirements because; unlike …,CoRR; abs/1602.00033,2016,2,10
FORWARD: Design Specification Techniques for Do-It-Yourself Application Platforms.,Gaurav Bhatia; Yupeng Fu; Keith Kowalczykowski; Kian Win Ong; Kevin Keliang Zhao; Alin Deutsch; Yannis Papakonstantinou,ABSTRACT The FORWARD project; as well as its app2you predecessor; is a Do-It-Yourselfweb application platform that enables non-programmers to create custom forms-drivenworkflow applications; where users with potentially different roles and rights interact. Ourexperience with the commercialized version of app2you (app2you. com) shows thatformsdriven workflow applications exhibit a viable balance between application scope andease of specification. The proposed demo uses a real-world application; the TechCrunch502008 reviewing application; to illustrate key specification techniques the Do-It-Yourselfdesign facility provides to nonprogrammer application creators. The demo audience will alsohave hands-on experience building applications without any programming.,WebDB,2009,2,3
Generating Query Forms and Reports for Semistructured Data: The QURSED Editor,Yannis Papakonstantinou; Michalis Petropoulos; Vasilis Vassalos,Abstract. The wide adoption of semistructured XML databases requires the existence ofsystems for the generation and execution of web-based interactive database query formsand reports. Such systems are most effective when they allow the construction of the queryforms and reports without programming; via the use of intuitive graphical tools. We describethe architecture of the QURSED system for the declarative specification and automaticgeneration of web-based query forms and reports (QFRs) for semistructured XML data. Wethen focus on the QURSED Editor; a powerful GUI tool for the generation of the declarativespecifications of QFRs. We describe the Editor's architecture and present the techniques andheuristics the Editor employs for translating visual designer input into meaningfulspecifications of query forms and reports. An on-line demonstration of the system is …,Proceedings of the 9th Panhellenic Conference on Informatics (PCI9),2003,2,12
The UCSD active web,Joseph Pasquale; Rik Belew; Jeanne Ferrante; Russell Impagliazzo; Venkat Rangan; Scott Baden; Mihir Bellare; Fran Berman; Walt Burkhard; Brad Calder; Larry Carter; CK Cheng; Gary Cottrell; Flaviu Cristian; Charles Elkan; Joseph Goguen; William Griswold; William Howden; TC Hu; Ramesh Jain; Keith Marzullo; Alex Orailoglu; Yannis Papakonstantinou; George Polyzos; Ben Rosen; Dean Tullsen; Victor Vianu; Rich Wolski; Bennett Yee,ABSTRACT The UCSD Department of Computer Science and Engineering recentlysubmitted a proposal for large-scale Research Infrastructure funding to the National ScienceFoundation. The theme of the proposal is the “Active Web”; a next-generation World WideWeb premised on the support for active content; content that is rich in multimedia andreferences to other other objects; and for mobile agents; programs that can move about andexecute on remote servers; carrying out requests at a distance on behalf of users. Theseservers are no longer passive databases as in today's Web; but context-sensitive"knowledge networks" that contain all kinds of active content; between the serversthemselves there is a constant exchange of agents; which add to; refine; forminterconnections; and make consistent; the distributed content. In the Active Web; there is …,*,1998,2,12
Query rewriting for semistructured data (extended version),Yannis Papakonstantinou; Vasilis Vassalos,We address the problem of query rewriting for TSL; a language for querying semistructureddata. We develop and present an algorithm that; given a semistructured query $ q $ and aset of semistructured views ${\cal V} $; finds rewriting queries; ie; queries that access theviews and produce the same result as $ q $. Our algorithm is based on appropriatelygeneralizing containment mappings; the chase; and query composition--techniques thatwere developed for structured; relational data. We also develop an algorithm forequivalence checking of TSL queries. We show that the algorithm is sound and complete forTSL; ie; it always finds every non-trivial TSL rewriting query of $ q $; and we discuss itscomplexity. We extend the rewriting algorithm to use some forms of structural constraints(such as DTDs) and find more opportunities for query rewriting,*,1998,2,18
A query Translation scheme for rapid implementation of wrappers (extended version),Yannis Papakonstantinou; Ashish Gupta; Hector Garcia-Molina; Je rey Ullman,Abstract Wrappers provide access to heterogeneous information sources by convertingapplication queries into source speci c queries or commands. In this paper we present awrapper implementation toolkit that facilitates rapid development of wrappers. We focus onthe query translation component of the toolkit; called the converter. The converter takes asinput a Query Description and Translation Language (QDTL) description of the queries thatcan be processed by the underlying source. Based on this description the converter decidesif an application query is (a) directly supported; ie; it can be translated to a query of theunderlying system following instructions in the QDTL description;(b) logically supported; ie;logically equivalent to a directly supported query;(c) indirectly supported; ie; it can becomputed by applying a lter; automatically generated by the converter; to the result of a …,DOOD,1995,2,8
Query Caching and Optimization in Mediator Systems,S Adali; S Candan; Y Papakonstantinou; V Subrahmanyan,Query processing and optimization in mediator systems that access distributed non-proprietary sources pose many novel problems. Cost-based query optimization is hardbecause the mediator does not have access to source statistics information and furthermoreit may not be easy to model the source's performance. At the same time; querying remotesources may be very expensive because of high connection overhead; high computationtime; financial charges; and temporary unavailability. We propose a cost-based optimizationtechnique that caches statistics of actual calls to the sources and consequently estimates thecost of the possible execution plans based on the statistics cache. We investigate issuespertaining to the design of the statistics cache and experimentally analyze various tradeoffs.We also present a query result caching mechanism that allows us to effectively use …,*,1995,2,5
The use and computation of specialized dtds in the MIX mediator system,Yannis Papakonstantinou; Pavel Velikhov,Abstract The MIX mediator system provides to its users integrated XML views of dataexported by XML sources or other MIX mediators. The system uses Document TypeDefinitions (DTDs) to help the user formulate queries on the integrated view and to help thequery optimizer deliver more efficient plans. Яowever; the? manual creation of DTDs is timeconsuming and error prone; given the size of real world DTDs. In light of this challenge wedeveloped the view DTD inference module that automatically computes the view DTD fromthe view definition and the source DTDs. We present a metric of the quality of the inferencealgorithm s view DTD by formalizing the notions of soundness and tightness. Intuitively;tightness is similar to precision; ie; it deteriorates when? many objects described by the viewDTD can never appear as content of the view. In addition we show that DTDs have …,Available at KWWS ZZZ GE XFVG HGX SXEOLFDWLRQV 8VH&RPSXWH,*,2,12
Data Compression for Analytics over Large-scale In-memory Column Databases,Chunbin Lin; Jianguo Wang; Yannis Papakonstantinou,Abstract: Data compression schemes have exhibited their importance in column databasesby contributing to the high-performance OLAP (Online Analytical Processing) queryprocessing. Existing works mainly concentrate on evaluating compression schemes for disk-resident databases as data is mostly stored on disks. With the continuously decreasing ofthe price/capacity ratio of main memory; it is the tendencies of the times to reside data inmain memory. But the discussion of data compression on in-memory databases is veryvague in the literature. In this work; we present an updated discussion about whether it isvaluable to use data compression techniques in memory databases. If yes; how shouldmemory databases apply data compression schemes to maximize performance?,arXiv preprint arXiv:1606.09315,2016,1,12
Semistructured Models; Queries and Algebras in the Big Data Era: Tutorial Summary,Yannis Papakonstantinou,Abstract Numerous databases promoted as SQL-on-Hadoop; NewSQL and NoSQL supportsemi-structured; schemaless and heterogeneous data; typically in the form of enrichedJSON. They also provide corresponding query languages. In addition to these genuineJSON databases; relational databases also provide special functions and language featuresfor the support of JSON columns; typically piggybacking on non-1NF (non first normal form)features that SQL acquired over the years. We refer to SQL databases with JSON support asSQL/JSON databases. The evolving query languages present multiple variations: Some aresuperficial syntactic ones; while other ones are genuine differences in modeling; languagecapabilities and semantics. Incompatibility with SQL presents a learning challenge forgenuine JSON databases; while the table orientation of SQL/JSON databases often leads …,Proceedings of the 2016 International Conference on Management of Data,2016,1,0
Optimal access to database and web application data by distributed query processing,Vicky Papavasileiou; Kevin Keliang Zhao; Yupeng Fu; Kian Win Ong; Michalis Petropoulos; Yannis Papakonstantinou,Web applications require simple; integrated access to persistent data from SQL databases;data obtained from services and transient web application data stored in the page; sessionor request. The FORWARD system leverages the database field's extensive knowledge ondistributed query processing; OQL optimization and semistructured query optimization andextends it to enable efficient integrated access to a unified virtual database that includesboth persistent and transient data. Furthermore; FORWARD enables web application pagesas rendered views over the unified application state. The paper studies the resultingdistributed query processing problem; which enables FORWARD to automatically optimizedata access. It extends prior query processing work in order to tune distributed queryprocessing to the problem of persistent/transient data access. It introduces (i) novel query …,UC San Diego; App2you Inc.; http://db. ucsd. edu/NSF10FWD/main. pdf; retrieved Dec,2013,1,10
Join-Based Algorithms for Keyword Search in XML Databases,Liang Chen; Yannis Papakonstantinou,ABSTRACT We consider the problem of keyword search in XML databases under theexcluding lowest common ancestor (ELCA) semantics. Our analysis shows that ELCAsemantics may lead to conflict with keyword proximity concept; and under such semantics;lower ELCAs are preferable because lower elements tend to be more specific. However;existing algorithms (stack-based and index-based) do not provide efficient support either forthis the lower the better intuition or for general ranking functions; which is mainly due to thefact that generated results follow the document order. In this paper; we propose a join-basedalgorithm to compute complete ELCAs; which achieves complexity optimality for queries withvarious frequencies; as well as guarantees that lowest ELCAs are generated first. Moreimportantly; we shed the new light on the connection between relational join and XML …,Paragraph,2009,1,10
Trading with plans and patterns in XQuery optimization,Andrei Arion; Véronique Benzaken; Ioana Manolescu; Yannis Papakonstantinou,The query optimizer is a central component of a database management system that attemptsto determine the most efficient way to execute a query. During the optimization phase thequery optimizer builds execution plans-(functional) programs that are interpreted by theevaluation engine to produce the query result. The optimizer decides then which of thepossible query plans will be the most efficient in terms in terms of CPU requirements and thenumber of I/O operations. A simplified view of the optimization process for XML queries isdepicted in Figure 1. To process a query expressed in some query language; first; dataaccess plans are built by examining all the possible access paths (eg index scan; sequentialscan) of the existing storage modules; views and indices. Then; these plans are combinedwith the help of algebraic operators (such as selections; joins...) into increasingly larger …,*,2006,1,6
Report on the First" XQuery Implementation; Experience; and Perspectives" Workshop (XIME-P).,Ioana Manolescu; Yannis Papakonstantinou,Summary The XQuery Implementation; Experience and Perspectives (XIME-P) workshopwas organized by Ioana Manolescu and Yannis papakonstantinou in cooperation with theACM SIGMOD Conference; and was held in Maison de la Chimie; in paris; France; on June17 and 18; 2004. This report summarizes the goals and topics of the workshop; presents themajor workshop highlights and the main issues discussed during the workshop.,SIGMOD Record,2004,1,3
I2T: an information integration testbed for digital government,Chaitan Baru; Amarnath Gupta; Ilya Zaslavsky; Yannis Papakonstantinou; Peter Joftis,Abstract The broad goal of the I2T project was to develop XML-based data mediationtechnology for integrating geospatial and statistical data; which is of great interest to anumber of statistical and other government agencies. The research participants included theSan Diego Supercomputer Center and Computer Science Department at the University ofCalifornia; San Diego; and the Inter-University Consortium for Political and Social ScienceResearch (ICPSR) at the University of Michigan. The initial agencies that were identified aspotential beneficiaries of this research included the Bureau of Labor Statistics (BLS) andCensus Bureau. The role of agencies was identified as providing not only the applicationdrivers but also advice and feedback. Interactions with agencies were primarily via meetingsheld at in Washington or at San Diego Supercomputer Center. During the course of this …,Proceedings of the 2004 annual national conference on Digital government research,2004,1,10
Merging results from multi-parametric ranked queries,Vagelis Hristidis; Yannis Papakonstantinou,Abstract Many Web sources rank objects according to multiple attributes. As the number ofsuch sources increases; so does the number of meta-brokers; which provide integratedaccess to the sources. Metabrokers answer to user queries by accessing the sources andmerging the source responses. We study the fundamental problem of how a metabroker candeliver a prefix of the user query result (ie; the top results of the user query) by accessingonly a minimum prefix of the result of each source. The challenge is that the sources supportdifferent ranking functions from each other and from the ranking that the user query requests.We present an algorithm that inputs the query ranking function and the ranking functions ofthe sources and computes the minimum prefix required by each source in order to deliver aprefix of the query result. We consider ranking functions that are either linear functions of …,*,2001,1,21
Fusion Queries over Internet Databases,Ramana Yemeni; Yannis Papakonstantinou; Serge Abiteboul; Hector Garcia-Molina,Abstract. Fusion queries search for information integrated from distributed; autonomoussources over the Internet. We investigate techniques for efficient processing of fusionqueries. First; we focus on a very wide class of query plans that capture the spirit of manytechniques usually considered in existing systems. We show how to efficiently find goodquery plans within this large class. We provide additional heuristics that; by consideringplans outside our target class of plans; yield further performance improvements.,Advances in Database Technology-EDBT'98: 6th International Conference on Extending Database Technology; Valencia; Spain; March 23-27; 1998.,1998,1,12
