Biodegradation aspects of polycyclic aromatic hydrocarbons (PAHs): a review,AK Haritash; CP Kaushik,Abstract PAHs are aromatic hydrocarbons with two or more fused benzene rings with naturalas well as anthropogenic sources. They are widely distributed environmental contaminantsthat have detrimental biological effects; toxicity; mutagenecity and carcinogenicity. Due totheir ubiquitous occurrence; recalcitrance; bioaccumulation potential and carcinogenicactivity; the PAHs have gathered significant environmental concern. Although PAH mayundergo adsorption; volatilization; photolysis; and chemical degradation; microbialdegradation is the major degradation process. PAH degradation depends on theenvironmental conditions; number and type of the microorganisms; nature and chemicalstructure of the chemical compound being degraded. They are biodegraded/biotransformedinto less complex metabolites; and through mineralization into inorganic minerals; H 2 O …,*,2009,1550
Co-composting of pressmud and flyash with distillery effluent.,Nishtha Yadav; Vikash Talyan; CP Kaushik,Abstract India is producing 20 million tones of sugar annually. Most of the sugar industriesare incorporated with the cane molasses-based distillery units. The distillery effluent fromthese industries is discharged directly into river or on land without treatment. An attempt hasbeen made to compost the effluent with pressmud (by product of sugar industry) and flyash(waste from boilers) for the production of biomanure; so that discharging of effluent into openwaterbodies can be reduced; and the byproducts can be used to improve the soil fertility.The concentrated effluent was sprayed to maintain moisture content (approximately 50-60%). The chemical and physicochemical parameters as well as biological tests todetermine the quality of compost have been performed. The mixture of pressmud and flyash(3: 1 weight basis) was assessed suitable filler material for utilization of distillery effluent …,International Transactions in Applied Sciences,2012,*
Polycyclic aromatic hydrocarbons in indoor and outdoor sites of hissar city,Suman Lata; CP Kaushik,ABSTRACT Air pollution is one of the serious environmental problem now-a-days;particularly in urban areas of all over the world. Pollution of air is broadly due to particulatematter dispersed in it or gaseous pollutant like CO; NOx; polycyclic aromatic hydrocarbons(PAHs); completely miscible with it in various proportions. PAHs are one of the carcinogeniccompound observed in environment due to automobile exaust and other sources. In thiswork PAHs samplings were done by collection of particulate matter (PM) with the help ofcascade impactor. Cascade impactor collect the respirable PM. The effect of theseparticulate matters were also observed on the basis of size of PM. For this purpose threesampling sites were selected at various petrol pump of Hissar city. Both indoor and outddorsampling were done for this. PAHs analysis were done with the help of high pressure …,*,2011,*
Estimation; characterisation and management of solid wastes in Bhimtal (a tourist destination) in Kumaun Central Himalaya; India,Rajesh Kumar Lohchab; Devendra K Agrawal; CP Kaushik,Solid waste is one of the major environmental problems; mostly around tourist spots; inHimalaya. This study was carried out at Bhimtal in June 2006. About 1319.70 kg/day solidwaste is generated at Bhimtal encompassing 63.38% kitchen waste; 18.24% paper; 11.27%plastic; 5.18% glass and 1.93% metal. In the absence of proper scientific managementapproach; there is open dumping of wastes on roadsides or burning at collection points. Thewastes/products directly or indirectly find their way into lake from nearby area or waterbodies of Lake Catchment. This may adversely affect the environment including lake waterquality and ultimately human health in the catchment area.,International Journal of Environment and Waste Management,2011,*
ISSN 0734–242X,P Sangwan; CP Kaushik; VK Garg,CiteSeerX - Document Details (Isaac Councill; Lee Giles; Pradeep Teregowda):Vermicomposting of sugar industry waste (press mud) mixed with cow dungemploying an epigeic earthworm Eisenia fetida.,*,2010,*
Los Angeles; London; New Delhi,P Sangwan; CP Kaushik; VK Garg,CiteSeerX - Document Details (Isaac Councill; Lee Giles; Pradeep Teregowda):Vermicomposting of sugar industry waste (press mud) mixed with cow dungemploying an epigeic earthworm Eisenia fetida.,*,2009,*
International Conference on Changing Environmental Trends and Sustainable Development February 9-10; 2009,CP Kaushik,*,*,2009,*
SITE SUITABILITY AND ENVIRONMENTAL IMPACT ASSESSMENT OF RAMPUR HYDROELECTRIC PROJECT; HIMACHAL PRADESH (INDIA),Sharma SK; A Kaushik; CP Kaushik; A Sharma,ABSTRACT The demand of water and its related services increased with growing populationand rising economic status. Dams have been seen as an effective way of meeting water andenergy needs. The reason behind construction of these large dams is to producehydropower besides providing continuous flow of water for irrigation and domestic purposes.In recent years; many questions are raised about existing dams. It is therefore becomedifficult to plan new dams. The second half of century has been proliferation of large scaleriver valley projects (nearly 65%) in developing countries. These projects are oftenmultipurpose so as to meet various needs such as flood control; irrigation and production ofhydropower. There are about 37;500 dams over the world of over 15m height. Theincreasing population and improved living standards creates extra pressure for food …,Journal of Environmental Research And Development Vol,2009,*
Vehicular pollution modelling using CALINE-4 model,Niraj Sharma; CP Kaushik,*,*,2008,*
Groundwater resources: conservation and management: proceedings of the sixteenth national symposium on environment,VD Puranik; TV Ramachandran; IV Saradhi; SK Sahu; P Prathibha; VK Garg; Anubha Kaushik; CP Kaushik; AG Hegde,The main theme of this volume is conservation and management of groundwater resources.The topics covered are groundwater for sustainable development; problems perspectivesand challenges; monitoring and modeling of pollutants and their transport; wastemanagement; environmental radioactivity and environmental awareness and biodiversity.Papers relevant to INIS are indexed separately,*,2008,*
Status of physical environment around IOCL near Mughalsarai-A baseline study,Kaushik CP Jha SK,*,INDIAN JOURNAL OF ENVIRONMENTAL PROTECTION,1998,*
Delta-aminolevulinic acid of children as an index of lead exposure,CP Kaushik; S Gupta; S Kumar; A Kaushik,*,Indian Journal of Environmental Health,1995,*
Loss of HCH [hexachlorocyclohexane] from surface soil layers under subtropical conditions,CP Kaushik,*,Environmental Pollution (UK),1989,*
Energy Environment & Health Conservation: An International Journal,Vimlesh Raghav; Ram Charan Singh; Chandra Prakash Kaushik; Ashok Kumar Raghav,Abstract Abstract should be in small alphabets; Times New Roman; Italics; 10 font; Only twoparagraphs (1 st paragraph detailing information and description of the study including whythis study was necessary; what material and methods have been used in addition salientresults for readers to understand the theme of this research work and 2 nd paragraphdetailing on how does it supports and contribute for sustainable development of Humancommunity and global environment as a whole). Abstract should be maximum 250-300words. Use Word for Windows (Microsoft)(or equivalent Word Processor with exactly thesame" printing results") by tuning Indent to-0.2” Left Indent and 0.5” to Right indent inMicrosoft Word package; or equivalently. Use single space for abstract and Keywords. Usedouble-spacing format for other sections of Manuscript; after Key-Words. Use 10pt; Times …,*,*,*
Energy Environment & Health Conservation: An International Journal,Chandra Prakash Kaushik; Ashok Kumar; RamCharan Singh; Vimlesh Raghav,Energy Environment & Health Conservation: An International Journal (EEHC); amultidisciplinary environment and energy conservation journal; is planned to be widelycirculated and is introduced internationally a Journal that is planned to be publishedquarterly.This Journal encompass all branches of Environment; Energy; and its related sub-disciplines like Environment Conservation; Environment Biology; environmental chemistry;environment health; safety and environment quality; Pollution Control & Monitoring; Energyconservation; Climate change; Hospital & health management; Energy conversion &management etc.(for further informations' visit website: www. towardsnature. org).,*,*,*
Bioremediation of salt affected soils using cyanobacteria in terms of physical structure; nutrient status and microbial activity,R Nisha; B Kiran; A Kaushik; CP Kaushik,Abstract In present investigation; consortia of two indigenous heterocystous cyanobacteria;Nostoc ellipsosporum HH-205 and Nostoc punctiforme HH-206 isolated from a salt affectedarea of Hisar; Haryana (India) were used as biofertilizer in bioremediation of salt affectedsoils having high electrical conductivity (13.5 dS/m) and pH (8) with poor organic carbon(0.3%) as well as nitrogen content (0.008%). The experiments were conducted in a pothouse for the period of 240 days. There was a significant (P< 0.05) increase in carbon;phosphate; nitrogen; potassium; magnesium; cation exchange capacity; mean weightdiameter and hydraulic conductivity of soil with biofertilizer treatment whereas sodium ionand electrical conductivity were found to be decreased. Improvement in soil aggregation andstability due to increased soil microbial activities (dehydrogenase; invertase and …,International Journal of Environmental Science and Technology,*,*
UNIT-I PGDEM-06 GLOBAL ENVIRONMENTAL ISSUES-I,CP Kaushik,1.0 OBJECTIVES 1.1 INTRODUCTION 1.2. 1 GLOBAL ENVIRONMENTAL PROBLEMS 1.2.1.1 Resource acquisition and use 1.2. 1.2 Population Growth 1.2. 1.3 Soil Erosion andTopsoil loss 1.2. 1.4 Desertification 1.2. 1.5 Diminishing Water Supplies 1.2. 1.6Deforestation 1.2. 1.7 Wet Land and Coral Reef Destruction 1.2. 1.8 Loss of Biodiversity 1.2.1.9 Global Warming 1.2. 1.10 Ozone Depletion 1.2. 1.11 Acid Deposition 1.2. 2 OZONELAYER DEPLETION 1.2. 2.1 Thinning of Ozone Layer 1.2. 2.2 Mechanism of OzoneDepletion 1.2. 2.3 Effects of Ozone Depletion 1.2. 2.4 The Montreal Protocol 1.2. 3 GREENHOUSE EFFECT AND GLOBAL WARMING 1.2. 3.1 Greenhouse Effect,*,*,*
Batch treatment of low strength distillery wastewater in constructed wetland microcosms using Canna indica and Phragmites australis,Aparna Bhardwaj; CP Kaushik; Anubha Kaushik,ABSTRACT The present work was aimed at comparing the treatment efficiency of twoemergents (Canna indica and Phragmitesaustralis) at two COD concentrations (T1=500mg/L COD and T2= 1000mg/LCOD) of the post methanated distillery wastewater(PMDW) using a vertical flow constructed wetland microcosm (CWM) at lab-scale. The studywas conducted in batch mode in mono cultureCWM experiments using gravel as substrate. Itwas found that the CWM could effectively remove COD and treat the wastewater. At T1; CODconcentration got reduced and reached the permissible limits of discharge on 4 th day whilein case of T2 thelevel were achieved on the 12 th day for both the plants. It was observedthat Canna indica performed better at both the concentrations in removing total Phosphates(upto 93% at T1 and 80% at T2) while microcosms planted with Phragmitesaustralis …,International Journal of Advanced Scientific and Technical Research,*,*
Potential of cyanobacterial consortium of hot springs for high value pigment production and dye decolorization,Rani Preeti; Anubha Kaushik; CP Kaushik,Abstract The present study was aimed at assessing qualitatively and quantitatively variouspigments of high value produced by a composite cyanobacterial consortium obtained fromtwo hot springs of India. Amongst the pigments; phycobilins were found in much largerproportion than other pigments and carotenoids were also in quite high concentrationexceeding that of chlorophyll. Interestingly; live biomass was found to be more effective thandry biomass in removing the two textile dyes. For reactive Yellow dye live biomass wasfound to be very efficient removing 98.58% in free form and 92.81% in immobilized form.Removal of Crystal violet dye was relatively less; being 67.92% and 46.72% respectively infree and immobilized form. Higher pigment yields were obtained using photo bioreactorbased mass culturing of the composite consortium.,*,*,*
Optimization of Culture Conditions for Decolorization of Reactive Dye using Fungi Isolated from Textile Dye Contaminated Soils,Praveen Sharma Minakshi; CP Kaushik; Anubha Kaushik,ABSTRACT Wastewater released from the textile and dye industries is a majorenvironmental crisis which threatens the aquatic life due to the presence of toxic dyes.Bioremediation using a variety of microbes for the decolorization and degradation of suchharmful products seems to be a green solution to the environmental pollution problem. Inpresent study; the most common fungi; Aspergilus niger isolated from the textile dyecontaminated soil was used for decolorization of the dye Reactive Red HE3B. Thephysiochemical parameters optimized were pH; temperature; dye concentration anddifferent carbon source. Aspergilus niger showed highest decolorization (91.76±24%) ofReactive Dye at temperature (30 C); pH (6.0); dye concentration (150mg/l) and sucrose ascarbon source at 120 rpm shaking speed. Optimum pH and temperature were found to be …,*,*,*
Potential of Various Immobilization Matrices in Heavy Metal Ions Removal Using Nostoclinckiabeads: A Comparative Study,Jyoti Rani; CP Kaushik,*,*,*,*
Removal of nutrients and organic load from simulated leachate using lab-scale constructed wetland reactors planted with Canna,Simranjeet Singh; Anubha Kaushik; CP Kaushik,Abstract Treatment of simulated leachate waste water using laboratory scale constructedwetland technology was investigated for removal of different nutrients like phosphates;nitrates; chlorides and organic matter (COD). Two types of substrates gravel (G) and soil+gravel (SG) were used in the reactors planted with Canna and efficacy for treatment ofvarious strengths of the leachate waste was studied in the vertical flow reactors. SG used assubstrate in the reactor was found to be better for the growth of plants as well as for leachatetreatment; when there was about 95% removal of the nutrients studied in a period of just 8days.,*,*,*
Exploitation of native strains of pseudomonas for decontamination of HCH contaminated soils,Archna Gupta; Chander Prakash Kaushik,Abstract Organochlorine insecticides have been extensively used in tropical countries for thecontrol of agricultural and medical pests. Hexachlorocyclohexane (HCH) is a majororganochlorine pesticide; produced and used in India. In fact; it has accounted for about45% of the total pesticides used in India during 1988-89. Technical mixture of HCH containsfour main isomers viz. alpha; beta; gamma and delta (Alpha; Beta; Gamma; Delta) out ofwhich only gamma-HCH has the insecticidal properties. Gamma-HCH is volatile and doesnot persist in the environment for long; but the remaining isomers have a high persistence.Due to their persistence and tendency to bio-accumulate in non-target organisms; technicalmixture of HCH has been banned worldwide. However; HCH contaminated sites are evennow common and widespread due to the excessive and indiscriminate use prior to the …,*,*,*
