Efficient similarity joins for near-duplicate detection,Chuan Xiao; Wei Wang; Xuemin Lin; Jeffrey Xu Yu; Guoren Wang,Abstract With the increasing amount of data and the need to integrate data from multipledata sources; one of the challenging issues is to identify near-duplicate records efficiently. Inthis article; we focus on efficient algorithms to find a pair of records such that their similaritiesare no less than a given threshold. Several existing algorithms rely on the prefix filteringprinciple to avoid computing similarity values for all possible pairs of records. We proposenew filtering techniques by exploiting the token ordering information; they are integrated intothe existing methods and drastically reduce the candidate sizes and hence improve theefficiency. We have also studied the implementation of our proposed algorithm in stand-alone and RDBMS-based settings. Experimental results show our proposed algorithms canoutperform previous algorithms on several real datasets.,ACM Transactions on Database Systems (TODS),2011,559
Investigation anisotropic mode splitting induced by electro-optic birefringence in an InGaAs/GaAs/AlGaAs vertical-cavity surface-emitting laser,JL Yu; SY Cheng; YF Lai; YH Chen,The mode splitting induced by electro-optic birefringence in an PIN InGaAs/GaAs/AlGaAsvertical-cavity surface-emitting laser (VCSEL) has been studied by photocurrent differencespectroscopy (PCDS) at room temperature. The mode splitting; anisotropic broadeningwidth; and the anisotropic integrated area of the two orthogonal polarized modes for aVCSEL device are determined. The mode splitting changes linearly with the injected current;which agree very well with theoretical calculations using a Jones matrix approach. It isdemonstrated that the PCDS is a powerful tool to study the cavity anisotropy of a VCSELdevice.,Journal of Applied Physics,2013,1
Frequent subgraph summarization with error control,Zheng Liu; Ruoming Jin; Hong Cheng; Jeffrey Xu Yu,Abstract Frequent subgraph mining has been an important research problem in theliterature. However; the huge number of discovered frequent subgraphs becomes thebottleneck for exploring and understanding the generated patterns. In this paper; wepropose to summarize frequent subgraphs with an independence probabilistic model; withthe goal to restore the frequent subgraphs and their frequencies accurately from a compactsummarization model. To achieve a good summarization quality; our summarizationframework allows users to specify an error tolerance σ; and our algorithms will discover ksummarization templates in a top-down fashion and keep the frequency restoration errorwithin σ. Experiments on real graph datasets show that our summarization framework caneffectively control the frequency restoration error within 10% with a concise …,International Conference on Web-Age Information Management,2013,1
SPEED REGULATION OF PERMANENT MAGNET SYNCHRONOUS MOTOR BASED ON NEURON ADAPTIVE CONTROL,Haisheng Yu; Jinpeng Yu; Ning Zhu; Qingwei Wei,Abstract. A novel speed tracking regulation scheme of permanent magnet synchronousmotor is presented based on neuron adaptive control method in this paper. The method ison-line trained by a gradient descent algorithm based on direct model reference adaptivecontrol and field-oriented control. A new error function is used to ensure motor speedtracking better. The permanent magnet synchronous motor drive system is proved to bestable. The controller is very simple and easy to be achieved. Simulation results show thebetter speed tracking performance of the neuron adaptive controller; and the drive system ismore robust to parameters variation and load disturbances.,ICIC express letters. Part B; Applications: an international journal of research and surveys,2013,1
Carbon nanotube array as high impedance interconnects for sensing device integration,Dunlin Tan; Chin Chong Yap; David Hee; JongJen Yu; Jean-Luc Reverchon; Philippe Bois; Dominique Baillargeat; Beng Kang Tay,In next generation sensing architectures; compact systems that could enhancemanoeuvrability and at the same time diversify sensing capability is similarly carried outthrough pitch size reduction to incorporate more pixels per unit area. This is becauseintegration of these sensors to its Si read-out circuits has to be technologically compatible forproper signal digitization. In the case of metal interconnects; further down-scaling could leadto higher failure rate; mismatch in coefficient of thermal expansion. In this study; opticalinterconnects between the sensors and Si read-out circuits using vertically aligned carbonnanotubes arrays in place of indium bump arrays were investigated. Due to the low thermalbudget of the sensing device and read-out circuits; vertically aligned carbon nanotubearrays were fabricated at low temperatures. Its material characteristics would be shown …,Electronic Components and Technology Conference (ECTC); 2013 IEEE 63rd,2013,1
Impacts of Environmental Variation on population Structure of Birds,W Yin; J Yu; L Guo; Y Zhao; Y Wu,*,Environmental Science and Management,2013,1
Lumbar disc herniation treated with qi pathway intervention and spinal adjustment: a randomized controlled trial,JR Yang; JP Zhang; JC Yu; JX Han,OBJECTIVE: To compare the efficacy difference in the treatment of lumbar disc herniation(LDH) between the comprehensive therapy of qi pathway intervention and the spinaladjustment and the conventional therapy of acupuncture and Tuina and explore theanalgesic mechanism. METHODS: Seventy-one cases were randomized into acomprehensive therapy group (36 cases) and a conventional therapy group (35 cases). Inthe comprehensive therapy group; the acupoints in the region of abdominal qi pathway wereselected and stimulated manually with both hands. In combination; the spinal adjustmenttherapy was applied. In the conventional therapy group; Shenshu (BL 23); Dachangshu (BL25); Huantiao (GB 30) and Chengfu (BL 36) on the affected side were selected andstimulated with the conventional needling technique. Additionally; the routine Tuina …,Zhongguo zhen jiu= Chinese acupuncture & moxibustion,2013,1
Study on removal of di-(2-ethylhcxyl) phthalate by using of small-scale biological aerated filter,Wei Li; Jing Zhao; Jian Yu; WH Ren,Abstract Ceramsite medium biological aerated filter (BAF) was used to treat the sewagecontaining di-(2-ethylhcxyl) phthalate (DEHP). The treatment efficiency under different emptybed contact time (EBCT) and temperatures was investigated and the major intermediateproducts of biodegradation of DEHP were analyzed via GC-MS. Results show that theremoval rate of DEHP can be highly achieved at 90.3% under the conditions of 25 degreesC and 8 hours of empty bed contact time. The removal efficiency will be increased afterraising temperature or EBCT. The EBCT plays the main role between two influencing factors.The biodegradation of DEHP in BAF is expressed in the first-order kinetics. The majorintermediate products of biodegradation of DEHP are made up of mono-2-ethylhexylphthalate (MEHP); bisethylhexyl phthalate (BEHP); dibutyl phthalate (DBP); dimethyl …,Huan jing ke xue= Huanjing kexue,2013,1
Improvement of control strategy in hybrid brake system of electric vehicle,R He; J Yu; R Wang,*,Journal of Jiangsu University(Natural Science Edition),2013,1
Computational Study and PIV Validation of Flow Field in a Hydrocyclone,YX Xu; Bo Tang; XF Song; SM Li; Ze Sun; JG Yu,The Computatinonal Fluid Dynamic (CFD) technique was used to describe the flow field inthe 140 mm hydrocyclone; and the computational model was validated by Particle ImageVelocity (PIV) measurement. Based on the results of simulation and experiments; the innerpressure; tangential velocity; axial velocity and radial velocity distribution within thehydrocyclone were characterized. Moreover; the transient flow field in the form of velocityvector maps of cylindrical part with different inlet velocities was obtained by PIV technology.The computational and experimental results show that the CFD simulation is deemed to bean adequate methodology for investigating the flow patterns inside the hydrocyclone andstudying the separation mechanism; good qualitative agreements between computationaland experimental results are achieved; the PIV measurement validates the accuracy of …,Journal of East China University of Science and Technology,2013,1
Clinical value of ECG-gated dual-source computed tomography and angiography in assessing coarctation of aorta,L Peng; Z Yang; J Yu; Z Chu; D Chen; Y Luo,Abstract The purpose of this study was to explore the clinical value of ECG-gated dual-source CT angiography (DSCTA) in evaluating coarctation of aorta (CoA). 23 patientssuspected with CoA underwent DSCTA and transthoracic echocardiography (TTE). Surgicalresults were taken as reference standard. 23 patients were diagnosed with CoA; 12 caseshad focal stenosis of aorta; while 11 had tubular stenosis. 19 cases were associated withother cardiovascular malformations; including 5 cases of hypoplastic aortic arch; 5 of patentductus arteriosus; 10 of ventricular septal defect; 2 of bicuspid aortic valve; 4 of collateralarteries; 2 of aberrant left subclavian artery and 2 of persistent left superior vena cava;respectively. The mean diameter of stenotic segment of aorta was (7.0+/-3.7) mm. In 9patients with tubular CoA; the diameter and length of stenotic segment of aorta were (6.2+ …,Sheng wu yi xue gong cheng xue za zhi= Journal of biomedical engineering= Shengwu yixue gongchengxue zazhi,2013,1
Switching Bacterial Flagella Motor,Yan Chai; Jin Yu; Yuhai Tu; Leihan Tang,The bacterial flagella motor stochastically switches between clockwise (CW) andcounterclockwise (CCW) rotation. The switching of flagella motor is regulated by thesignalling protein CheY-P whose concentration is governed by the bacterial chemotaxissignalling network. Experiments have shown that the switching of bacterial flagella motor ishighly cooperative with a Hill coefficient around 10. We study first the switching behavior offlagella motor by analytical approach and kinetic Monte Carlo simulation.,Biophysical Journal,2013,1
Query-driven Frequent Co-occurring Term Extraction over Relational Data using MapReduce,Jianxin Li; Chengfei Liu; Liang Yao; Jeffrey Xu Yu; Rui Zhou,Abstract: In this paper we study how to efficiently compute\textit {frequent co-occurringterms}(FCT) in the results of a keyword query in parallel using the popular MapReduceframework. Taking as input a keyword query q and an integer k; an FCT query reports the kterms that are not in q; but appear most frequently in the results of the keyword query q overmultiple joined relations. The returned terms of FCT search can be used to do queryexpansion and query refinement for traditional keyword search. Different from the method ofFCT search in a single platform; our proposed approach can efficiently answer a FCT queryusing the MapReduce Paradigm without pre-computing the results of the original keywordquery; which is run in parallel platform. In this work; we can output the final FCT searchresults by two MapReduce jobs: the first is to extract the statistical information of the data; …,arXiv preprint arXiv:1301.2378,2013,1
Research on Fuzzy PID Temperature Control System of Laminator Based on LabVIEW,Mei-lin FENG; Xian-juan ZHOU; Jian-guo YU,Temperature is a very important process parameter affecting lamination quality of the solarcell module. In order to realize accurate temperature control of the laminator; the fuzzy PIDtemperature control system of laminator based on LabVIEW was designed; and theimplementation process of the hardware and software was described in detail. The systemadopted upper computer and lower computer mode; the CPU226 PLC of S7-200 series wasused as the main controller in the lower computer; and the graphical programming softwareLabVIEW was used as software development platform in the upper computer. In addition;Fuzzy-PID controller based on LabVIEW was designed. The results show that the systemcan decrease the overshoot of temperature; and obviously enhance control effect oftemperature; which has reached the anticipated demand and ensure products quality.,Instrument Technique and Sensor,2013,1
Phosphorescent white organic light-emitting devices with color stability and low efficiency decay by using wide band-gap interlayer,Min Chen; Jun-sheng Yu; Hui Lin; Xia Lei; Wen Wen,Abstract High-performance phosphorescent white organic light-emitting devices(PhWOLEDs) with color stability and low efficiency decay are demonstrated by insertingwide band-gap materials between emitting layers. The two devices with N; N′-dicarbazolyl-3; 5-benzene (mCP) and p-bis (triphenylsilyl) benzene (UGH2) as the interlayer exhibit bothslight Commission Internationale del'Eclairage (CIE) coordinates variations of(±0.010;±0.005) and (±0.013;±0.006) in a wide voltage range; and low decay in currentefficiency which shifts from the peak value 35.4 cd· A− 1 and 27.4 cd· A− 1 to 28.8 cd· A− 1and 23.5 cd· A− 1 at 40000 cd· m− 2; respectively. The improvements are attributed to thecharge carriers balance and the elimination of energy transfer loss by confining the carrieraccumulation at the exciton formation interface through the interlayer.,Optoelectronics Letters,2013,1
Study of Insurance Information Base on Data Mining,Jian Yu; Yu Yan,Abstract: Article Preview Article Preview With the rapid development of domestic economy;the insurance industry has entered the era of fierce competition. While many domesticinsurance companies face the policy a lot of business data; they do not have thecorresponding ability to carry out deep analysis and mining on massive data bring addedvalue; can not let great effect for enterprise development. Application of data miningtechnology in the insurance industry; can help the insurance company to improve the levelof management and decision; to create a higher rate of return on investment for insurancecompanies and users. Application Research of the literature data about mining in insuranceindustry is still very few; this paper will try to explore this area; and put forward specificproposals for data mining technology in the application of insurance of our country …,Applied Mechanics and Materials,2013,1
Effects of Temperature on Electrical Characteristics of Strained SiGe Channel-on-Insulator p-MOSFET [J],Jie YU; Chong WANG; Zhou YANG; Wei-da HU; Yu YANG,In this paper; the output characteristics and subthreshold characteristics of strained SiGechannel-on-insulator p-MOSFET with different working temperatures were investigated viatwo-dimensional numerical simulation. The results showed that the drain-source saturationcurrent of the device decreases monotonically with the rise in working temperature; while thesubthreshold current increases slightly. The temperature dependence of the variation ofsubthreshold swing (ΔS) is linear. Moreover; the threshold voltage shifts toward the positivedirection continually. Taking account of the self-heating effect; the drain-source saturationcurrents of the device with different Ge mole fraction are decreased in different degree.Meanwhile; the reductions of drain-source currents are increased with the increase of Gemole fraction.,Journal of Synthetic Crystals,2013,1
The Measurement and Application of a Cesium Optical-Pumping Magnetometer Magnetic Field Gradient Tolerance,Zhen Yu Yang; Chun Sheng Lin; Jie Yu,Abstract: Article Preview Article Preview The space magnetic field is produced by a current-carrying coil. According to the triangle rule; whenever the difference of results measured bythe magnetometer between the coil switching the current on and off is less than thecalculated value of the coil magnetic field; the magnetometer functional mode is normal.When the magnetometer is at the critical state of the normal work; the coil magnetic fieldgradient is its gradient tolerance. The Cs-3 optical-pumping magnetometer gradienttolerance is 20000nT/m by experiment. Measurement result can be used for magneticenvironment optimization and cesium probe assembly.,Advanced Materials Research,2013,1
Effects of herbal formula Chaihu Shugan San on the expressions of estrogen receptors and neurotransmitter in hippocampus of rat with perimenopausal liver-qi stag...,Shu-jiao CHEN; Can-dong LI; Ling-hong LIAO; Shan-shan DING; Jie YU; Jie KANG; Jian-ying SHEN; Ling-yuan ZHANG,Objective: To explore the biological basis of rat with perimenopausal liver-qi stagnationsyndrome by comparison of the relationship between the expression of estrogen receptorERα; ERβ; GPR30 and the neurotransmitter in hippocampus. Methods: Rat model ofperimenopausal liver-qi stagnation syndrome were established by the chronic restraintstress. The natural aging rats 52-week-old were as perimenopausal model; 12-week-old ratsas normal control. The estrogen receptor mRNA level in rat hippocampus was examined byReal time quantitative PCR; neurotransmitter was examined by ELISA affer the rats wereintragastric administrated for three weeks. Results: Compared with normal group; ERαmRNA in rat of perimenopausal liver-qi stagnation syndrome was significantly lower (P0.01); ERβ mRNA in rat of perimenopausal liver-qi stagnation syndrome significantly …,China Journal of Traditional Chinese Medicine and Pharmacy,2013,1
Application of reliability prediction in the design of CNC machine tools,Jie Yu; Shuang Yu; Yu Mei Song; Ting Ting Wang; Qiao Chan Li; Li Da Sun; Zhan Guo Li,Abstract: Article Preview Article Preview Reliability analysis methods of reliability predictionhave been simply introduced in the paper. In the light of the CNC machine tools; we candesign and direct and find the poor reliability parts. Relevant promotion will be carried out toincrease the reliability of the CNC machine tools.,Advanced Materials Research,2013,1
The Design of Signal Generator of Electrical Fast Transients Burst,Wu Zhu; Jia Min Zhang; Yuan Zhang; Juan Juan Yu; Shi Bing Wu,Abstract: Article Preview Article Preview With the improvement of output frequency of electricfast transients (EFT) burst generator; amplitude attenuation of pulse train appeared in thehigh frequency. Therefore; the method of pulse width programmed digitally; and realized byField Programmable Gate Array (FPGA) device was put forward to overcome burst amplitudeattenuation. The technology of direct digital frequency synthesis was used to adjust theoutput signal frequency changes. The linear array memory with one bit was adopted to storesquare-wave waveform; the output signal duty cycle is digital adjustable; which is achievedby changing the waveform data in the linear array memory. Brust generator is designed byusing VHDL languages in the QUARTUS II 6.0 simulation platform. The simulation andexperiment results show that when the frequency of the output signal reaches 1 MHz …,Applied Mechanics and Materials,2013,1
Preparation and characterization of novel naturally renewable resin acid based monomer,Juan Yu; Yu Peng Liu; Chun Peng Wang; Ying Chen; Ji Fu Wang; Fu Xiang Chu,Abstract: Article Preview Article Preview Rosin; an abundant renewable natural resinobtained from exudation of pine trees; has attracted a great deal of attention because of itsutilization as a feedstock for the preparation of polymers in the age of the depletion of fossilfuels. Dehydroabietic acid (DA) is one of important resin acid that could be produced withlarge scale and high purity. In this paper; we reported a new synthetic strategy to prepare anovel resin acid based monomer with acrylic group (DAHA) by sequential reaction of DAwith 1; 6-hexanediol and acryloyl chloride. The structure and properties of DAHA and DAmonoester of 1; 6-hexanediol (DAH); an intermediate compound; were characterized by FT-IR; 1 H NMR; 13 C NMR; MS; DSC and GPC. The results showed that DAHA has high purityand could undergo free radical polymerization. DAHA is a soft monomer with the glass …,Advanced Materials Research,2013,1
Roll Blanking Process Simulation of Towing Hook [J],Jian-jun YU; Wen-lin CHEN; Ben SHA; Yuan ZHANG; Zhi-wen LI,Using roll forging process; the towing hook blank was made; the entire process wassimulated by finite element simulation software; and the no flash and burr blank was gotten.The deformation process; stress distribution and force conditions of blank in the die cavitywere analysed; which provided the basis for the process design and parameter selection fortowing hook.,Journal of Netshape Forming Engineering,2013,1
A probabilistic load model based on chi-square method for distribution network,Tianshu Zhang; Xiaohui Song; Xiaoli Meng; Jie Yu; Xiaoyi Chen,In the risk assessment and operation simulation process of power system; the uncertainty ofrisk is mainly caused by the load fluctuation. Therefore; the probability forecasting on loaddistribution becomes a significant issue as it apocalyptically influences the operation andplanning process of the smart grid. The normal distribution has been applied frequently topredict the occurrence probability of the load or the peak value within a certain time period inprevious research work. This paper statistically analyzes the historical load data at certainhours from a residential community site and uncovers the normal distribution is challengedby the real load data distribution observed from a distribution-level feeder. This paperexplores the probabilistic distribution of time-series load in the distribution network level anddevelops a probabilistic distribution model by means of chi-square distribution theory to fit …,*,2013,1
Fabrication and Properties of Cu/MgB2 Composites by Vacuum Sintering,Qing Yang; Jun Tao Zou; Zhao Liu; Xiao Jiang Yu,Abstract: Article Preview Article Preview Article Preview Cu/MgB 2 composites with differentcontent of MgB 2 (10; 20; 30 vol.%) were fabricated by vacuum sintering of copper and MgB2 powders. The effects of MgB 2 content and sintering process on the properties of Cu/MgB2 composites including the microstructures; relative density; electrical conductivity andhardness were then investigated. The results showed that the distribution uniformity of MgB2 on copper matrix decreased obviously with the increase of MgB 2 content; the hardness ofCu/MgB 2 composites increased and the relative density decreased slightly though theelectrical conductivity decreased greatly. The relative density and hardness of Cu/MgB 2composites increased after the repressing-resintering process; the electrical conductivitywas also improved slightly.,Materials Science Forum,2013,1
Research of antidiabetic activites of polysaccharides from Anoectochilus roxburghii,Jie YU; Wei LI; Xiao-hui ZHANG,OBJECTIVE To investigate the hypoglycemic effect of polysaccharides from Anoectochilusroxburghii (PSA) on alloxan-induced hyperglycemic mice and its mechanism. METHODSThe ultrasound-assisted extraction technology was adopted the isolation of PSA; alloxan-induced diabetic mice was experimental model. After administration of PSA by i. g ondifferent doses for 14 days; determined the content of the blood glucose level; triglyceride(TG); total cholesterol (TC); low density lipoprotein (LDL-C); high density lipoprotein (HDL-C)and malondialdehyde (MDA); measured the vitality of glutathione peroxidase (GSH-Px);superoxide dismutase (SOD) and its total antioxidant capacity (T-AOC). RESULTS Theblood glucose level were reduced significantly (P 0. 05) in the medium and high dosegroups; the contents of TG; TC and LDL-C in serum were lower remarkably in high dose …,Strait Pharmaceutical Journal,2013,1
Influence of Tea Polyphenols Amendment to Contaminated Soil on Lead Speciation; Transformation; and Bioavailability,Mingge Yu; Hong Xiao; Dechao Duan; Jie Yu; Yingxu Chen; Jie Xu,Abstract To verify whether tea polyphenols (TP) could be used as Pb chelating agents toalleviate the problem of Pb contamination in tea; we conducted a greenhouse study usingsoil bioavailability extraction; sequential extraction fractionation; and X-ray absorption near-edge structure spectroscopy (XANES) to understand and clarify the effect of TP on Pbspeciation transformation and bioavailability changes in the soil. TP and Pb (NO 3) 2 wereamended by root watering and four treatments as flowing:(1) CK; deionized water containingno TP and Pb;(2) TP; 2.6 g kg− 1 TP;(3) Pb; 400 mg kg− 1 Pb; and (4) PbTP; 400 mg kg− 1Pb and 2.6 g kg− 1 TP. The improvability of growth and development and the increase of drymatter accumulation after adding TP to Pb-polluted soil indicated that TP had a striking effecton detoxification of Pb. Pb bioavailability characterized by Pb concentration in tea plants …,*,2013,1
Teaching Practice of Course Design for Automatic Control System Based on Task Driving,Jian-jun YU; Jun-fei QIAO; Zhen-long LI; Jin-fu YANG; Hong-gui HAN; Ai-jun YAN,Course design of automatic control system is a comprehensive practice training course ofAutomation Major for undergraduates. The course is often set up at the end of the sixth or theseventh term; after the specialty course and before the graduate design. It is a turningprocess from professional knowledge to practical application for the students. This articleintroduces that the task as a carrier; optimal and reset the content and teaching method ofthe course. Around the teaching practice of the automatic control; the projects are built.Application of tasks driving can stimulate students' interest in learning; and cultivatestudents' ability to apply knowledge to solve problems.,Research and Exploration in Laboratory,2013,1
Pharmacokinetics of morinidazole in patients with moderate hepatic impairment,Zhao Chen; XJ Wu; Q Zhang; JF Wu; GY Cao; JC Yu; YG Shi; YY Zhang,Objective To assess the effect of hepatic impairment on the pharmacokinetics ofmorinidazole and its metabolite M2 for proposing a clinical regimen of morinidazole inpatients with hepatic impairment. Methods In a parallel-group; open-labled study; singledose of morinidazole was administered by intravenous infusion to the patients with stablemoderate hepatic impairment according to the Child-Pugh classification (category B)(groupA; n= 12) and healthy controls (group B; n= 12) matched for gender; age and weight. Bloodand urine samples for assay of morinidazole and its N-oxidative metabolite M2 werecollected pre-dose and at frequent intervals up to 48 hours post-dose. Results Afterintravenous infusion of single dose of 500 mg morinidazole; mean values of AUC0-∞ were116.3 mg· h/L in group A and 77.2 mg· h/L in group B. Mean values for t1/2 were 9.50 h …,Chin. J. Infect. Chemother,2013,1
The parameters identification method of radiation heat transfer for nanoporous materials,Ji Jun Yu; Fei Huang; Gui Qing Jiang,Abstract: Article Preview Article Preview Article Preview The two flux approximation model isusually used to calculate the heat transfer of radiation for porous materials. In this paper; theparameters identification method of the extinction coefficient and the albedo of scattering inthe two flux model is set up by using the identification theory according to the data of theback temperature. The simulated process shows that the convergence rate is fast and theresults by the parameters identification are very close to the origin values.,Advanced Materials Research,2013,1
Prevalence of Three Shrimp Viruses in Postlarvae of Penaeus vannamei from Zhejiang Province,Hui SHI; Jian-jun XIE; Wen-jun XU,Outbreak of Virus diseases is the critical reason of shrimp culturing failure; especially theWhite spot syndrome virus (WSSV); Infectious hypodermal haematopoietic necrosis virus(IHHNV) and Taura syndrome virus (TSV). In this study; Investigation on status carryingWSSV and IHHNV in 118 batches of postlarvaes of Penaeus vannamei collected from 22shrimp larve companies in Zhejiang province was reported. The samples were originallybreeded in other province; including Hainan (10%); Guangdong (10%); Fujian (80%). Andthe detection methods refers to the Office International Des Epizooties (OIE). Furthermore;the diseases status of three Shrimp farms using postlarvae carrying WSSV were investigatedduring the culturing. Results showed the virus positive rate were: WSSV 27.1%; IHHNV38.98%; WSSVIHHNV 16.95%. No samples exhibited evidence of infection with TSV in …,Journal of Zhejiang Ocean University (Natural Science),2013,1
Research of school-enterprise research evaluation information mining technology based on Analytical Hierarchy Process (AHP) and Genetic Algorithm (GA),Ben Song; Junle Yu,This paper describes the research development levels of home and abroad; and makes amining research about Chinese school-enterprise research evaluation information. Inconsideration of the evaluation index system of school-enterprise research; data miningmodel is established in the comprehensive use of the improved genetic algorithm based onthe AHP analytic hierarchy process (AHP). The paper also makes scientific quantitativeanalysis on the teach-research indexes to each other; the quantitative index system providesa broad prospect for teaching and research work. In order to solve the implementation ofschool-enterprise research mechanism the problem that is badly in need of solving incurrent higher vocational education in our country.,Multimedia Information Networking and Security (MINES); 2012 Fourth International Conference on,2012,1
Bioelectrocatalytic dechlorination of trichloroacetic acid by hemoglobin modified graphite electrode in aqueous solutions of different pH and temperature,Jianming Yu; Xinxin Song; Jiade Wang; Jianmeng Chen; Qi Liu,The bioelectrochemical mechanism was investigated in this study; in which severalexperiments were conducted to trichloroacetic acid (TCA) using a hemoglobin-multiwalledcarbon nanotubes-graphite composite electrode (Hb-MWCNT-GE). The electrons transferfrom enzyme in the electrode to COCs was the key step; which determined the averagecurrent efficiency and was influenced by the pH and temperature of the systems. Specifically;the effect of temperature (288-318 K) and pH (2-11) was examined. The results showed thathigh temperature and acid conditions were beneficial to the catalytic dechlorination of TCA.Favorable degradation conditions for TCA by Hb-MWCNT-GE were found to be pH 3 and310 K. The activation energy for TCA of the Hb-MWCNT-GE was calculated to be 19 kJ· mol-1. Total mass balance (on molar basis) of the reactant and the products was in the range …,Int. J. Electrochem. Sci,2012,1
A case report of solid food fpies presenting as gluten sensitivity,NS Agarwal; J Yu,*,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2012,1
Differentiation of human epidermis-derived mesenchymal stem cell-like pluripotent cells into neural-like cells in culture and after transplantation,Min Zhang; Bing Huang; Kaijing Li; Zhenghua Chen; Jian Ge; Weihua Li; Jianfa Huang; Ting Luo; Shaochun Lin; Jie Yu; Wencong Wang; Liping Lin,ABSTRACT Skin is the largest organ of the human body and a possible source of stem cellsfor research and cell-based therapy. We have isolated a population of mesenchymal stemcell-like pluripotent cells from human epidermis; termed human (h) EMSCPCs. Thispreliminary study tested if these hEMSCPCs can be induced to differentiate into neural-likecells. Human EMSCPCs were first cultured for four to seven days in a serum-free neuralstem cell (NSC) medium for pre-induction. During pre-induction; hEMSCPCs coalesced intodense spheres that resembled neural rosettes. In the presence of a conditioneddifferentiation medium; pre-induced cells took on the morphological characteristics of neuralcells; including slender projections with inflated or claw-like ends that contacted the soma orprojections of other cells as revealed by confocal microscopy. Moreover; these …,Stem Cell Discovery,2012,1
A novel image annotation feedback model based on internet-search,JianSong Yu; DongLin Cao; ShaoZi Li; DaZhen Lin,Abstract We propose an Internet-search-based automatic image annotation feedback model;combining content-based and web-based image annotation; to solve the relevanceassumption between the image and text and the limited volume of the database. In thismodel; we extract candidate labels from search results using web-based texts associatedwith the image; and then verify the final results by using Internet search results of candidatelabels with content-based features. Experimental results show that this method can annotatethe large-scale database with high accuracy; and achieve a 5.2% improvement on the basisof web-based automatic image annotation.,International Conference on Web Information Systems and Mining,2012,1
Inverted Organic Solar Cells with Improved Performance using Varied Cathode Buffer Layers,Zhi-qiang Guan; Jun-sheng Yu; Yue Zang; Xing-xin Zeng,Abstract Organic solar cells with inverted planar heterojunction structure based onsubphthalocyanine and C 60 were fabricated using several kinds of materials as cathodebuffer layer (CBL); including tris-8-hydroxy-quinolinato aluminum (Alq 3);bathophenanthroline (Bphen); bathocuproine; 2; 3; 8; 9; 14; 15-hexakis-dodecyl-sulfanyl-5;6; 11; 12; 17; 18-hexaazatrinaphthylene (HATNA); and an inorganic compound of Cs 2 CO3. The influence of the lowest unoccupied molecular orbital level and the electron mobility oforganic CBL on the solar cells performance was compared. The results showed that Alq 3;Bphen; and HATNA could significantly improve the device performance. The highestefficiency was obtained from device with annealed HATNA as CBL and increased for morethan 7 times compared with device without CBL. Furthermore; the simulation results with …,Chinese Journal of Chemical Physics,2012,1
Multi-tenant resource management framework for portal,Lei Gao; Yan Yang; Hua Zhong; Jin-Wei Yu,In order to improve the utilization of resources in the enterprise information portalmiddleware platform; a multi-tenant oriented resource management framework is presented.According to the characteristic of resource in portal scenario; a resource model isestablished. Metadata is used to describe the mapping relationship between tenant andresource. For different types of resources; specific mechanism for resource sharing andisolation is provided. This approach can not only improve resource utilization; but alsoencapsulate the details when resource users accessing tenant sensitive resources; so thatthe management problem for logical resources in multi-tenant environment is simplified. Inthe end; this framework is applied to a portal middleware named OncePortal; and makeexperimental analysis on the prototype. The result prove the feasibility and effectiveness …,Computer Engineering and Design,2012,1
Estimating node influenceability in social networks,Rong-Hua Li; Jeffrey Xu Yu; Zechao Shang,Abstract: Influence analysis is a fundamental problem in social network analysis and mining.The important applications of the influence analysis in social network include influencemaximization for viral marketing; finding the most influential nodes; online advertising; etc.For many of these applications; it is crucial to evaluate the influenceability of a node. In thispaper; we study the problem of evaluating influenceability of nodes in social network basedon the widely used influence spread model; namely; the independent cascade model. Sincethis problem is# P-complete; most existing work is based on Naive Monte-Carlo (\nmc)sampling. However; the\nmc estimator typically results in a large variance; whichsignificantly reduces its effectiveness. To overcome this problem; we propose two families ofnew estimators based on the idea of stratified sampling. We first present two basic …,arXiv preprint arXiv:1207.0913,2012,1
Clinical investigation of 26 cases of fungal rhinosinusitis endoscopic surgery,J Yu; Q Qin; X Wang,Author: Yu J; Journal: Lin chuang er bi yan hou tou jing wai ke za zhi = Journal ofclinical otorhinolaryngology; head; and neck surgery[2012/07].,Lin chuang er bi yan hou tou jing wai ke za zhi= Journal of clinical otorhinolaryngology; head; and neck surgery,2012,1
Determining wood moisture content by free induction decay of nuclear magnetic resonance,Chao Li; M-H Zhang; J-F Yu,*,Journal of Beijing Forestry University,2012,1
Application of diffusion tensor imaging and 1H-magnetic resonance spectroscopy in diagnosis of traumatic brain injury,Zhao Zhao; JY Yu; KH Wu; HL Yu; AX Liu; YH Li,Abstract Mild traumatic brain injury (mTBI) is a common type of brain disorders among youngadults. The dysfunction of the brain is often exacerbated due to diffuse axonal injury (DAI)which based on the injury of white matter fibers and axons. Since mild and moderate braininjury or DAI are diffuse and subtle; conventional CT and MRI are difficult to make a positivediagnosis. Recent clinical study indicated that functional magnetic resonance imaging has ahigh detection rate in the diagnosis of acute mild and moderate brain injury; especially thediffusion tensor imaging (DTI) and 1H-magnetic resonance spectroscopy (1H-MRS). Thispaper has reviewed the principles and characteristics of DTI and 1H-MRS; and recentresearch in the clinical and animal experiments on brain injury.,*,2012,1
