A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Smoking; asthma; chronic airflow obstruction and COPD,Malcolm R Sears,Persistent asthma can lead to chronic airflow obstruction independently of smoking butsmoking increases the riskhttp://ow. ly/GVfIJ,European Respiratory Journal,2015,11
Short-acting inhaled β-agonists: to be taken regularly or as needed?,Malcolm R Sears,*,The Lancet,2000,11
Use of peak expiratory flow meters in adults: practical aspects.,MR Sears,Author: Sears MR; Journal: The European respiratory journal. Supplement[1997/02].,The European respiratory journal. Supplement,1997,11
Bronchodilator treatment in asthma. Increase in deaths during salmeterol treatment unexplained.,MR Sears; DR Taylor,EDITOR;-Win Castle and colleagues from Glaxo and Allen and Hanbury's describe theresults of a large randomised clinical trial of their bronchodilator; salmeterol. The title of theirpaper includes the phrase" nationwide surveillance study;" which may give the impressionthat it is some form of postmarketing surveillance study. Their study is a postmarketing(phase IV) clinical trial and should not be regarded as any form of postmarketingsurveillance study. The Drug Safety Research Unit is engaged in a postmarketingsurveillance study of comparable size but longer duration. The preliminary results of this withregard to total mortality and mortality from asthma differ remarkably from those described bythe authors. In the Glaxo trial 16787 patients treated with salmeterol were studied for 16weeks. There were 54 deaths from all causes (0.32%); including 12 deaths from asthma …,BMJ: British Medical Journal,1993,11
Beta-agonists and death from asthma.,AJ Woolcock; MR Sears; PJ Barnes,Read 'Beta-agonists and death from asthma.' on Ovid Insights.,The New England journal of medicine,1992,11
International trends in asthma mortality,MR Sears,Increasing rates for asthma mortality have been~ eported in many countries over the lastdecade (FIg. I). Through the 1970s; there was generally a gradual reduction in asthmamortality rates in most countries; but this trend reversed through the 1980s; and in somecountries asthma mortality rates in young people have more than doubled. I The increaseshave been more obvious in persons of minority ethnic groups; such as the black populationin the United States2 (Fig. 2) and the Maoris in New Zealand. 3,Allergy and Asthma Proceedings,1991,11
Safety of formoterol in asthma clinical trials: an update,Malcolm R Sears; Finn Radner,Use of long-acting beta-agonists (LABAs) in asthma remains controversial; and large safetytrials are in progress. We previously reported safety outcomes with formoterol in 117AstraZeneca asthma trials (78;339 patients; 92% using inhaled corticosteroids (ICS))completed by December 2006; and have now added 32 trials with formoterol (26;124patients; 100% using ICS) completed by December 2011. The primary dataset of 79randomized controlled trials includes 94;684 patients; 67;380 exposed to formoterol; whilethe complete dataset comprises 149 trials and 104;463 patients. There were no new asthma-related deaths in the expanded primary dataset; with 8 asthma-related deaths amongformoterol-randomized and 2 among non-LABA randomized patients (Relative Risk [RR]1.13; 95% CI 0.23–10.9); and 15 vs 9 cardiac-related deaths (RR 0.47; 95% CI 0.19–1.22 …,European Respiratory Journal,2013,10
Airflow obstruction in young adults in Canada,Manal Al-Hazmi; Kate Wooldrage; Nicholas R Anthonisen; Margaret R Becklake; Dennis Bowie; Moira Chan-Yeung; Helen Dimich-Ward; Pierre Ernst; Jure Manfreda; Malcolm R Sears; Hans C Siersted; Lamont Sweet; Linda Van Til,OBJECTIVE: Airflow obstruction is relatively uncommon in young adults; and may indicatepotential for the development of progressive disease. The objective of the present study wasto enumerate and characterize airflow obstruction in a random sample of Canadians aged20 to 44 years.,Canadian respiratory journal,2007,10
Natural history of asthma,Malcolm R Sears,*,Asthma: a link between environment; immunology and the airways. Buenos Aires: Hogrefe & Huber,1999,10
ROLE OF BETA-AGONISTS IN ASTHMA FATALITIES,MR Sears,*,Lung biology in health and disease,1998,10
How well do New Zealand patients understand and manage their asthma? A community study.,Barbara L Sinclair; DW Clark; Malcolm R Sears,Abstract Patient understanding of the nature of asthma and of its management wasassessed using an interviewer administered questionnaire in a community sample ofasthmatics identified through prescriptions at randomly selected Dunedin city pharmacies.Of 135 subjects whose histories; and lung function data where available; were consistentwith asthma; 20 did not know they had asthma. Only half could give a simple explanation ofasthma; and many were confused about therapies; especially the use of corticosteroids.Only half demonstrated satisfactory aerosol inhalation technique. Deficiencies in medicalmanagement including lack of lung function monitoring; regular followup and provision of acrisis plan for severe attacks were noted. Patients previously hospitalised more often had acrisis plan and recalled advice on management of asthma; but had little knowledge about …,The New Zealand medical journal,1987,10
The potential to predict the course of childhood asthma,Daniel W Belsky; Malcolm R Sears,Many children experience pre-school or early childhood wheezing. In a significantproportion symptoms disappear as the child grows; but others have persistent andtroublesome asthma which can be life-long. Tools to predict course of disease in youngchildren are a priority for families and clinicians. This review summarizes evidence fromseveral longitudinal population-based birth-cohort studies that have identified risk factors forpersistence and remission of childhood asthma. These factors include clinicalcharacteristics; environmental and other exposures; familial factors; biomarkers of allergicinflammation; measurements of lung function and airway responsiveness; and geneticvariants. This review also introduces the concept of polygenic risk and genetic risk scores;and describes results from a recent study that suggests promise for the use of genetic …,Expert review of respiratory medicine,2014,9
Predicting new and persistent asthma,Malcolm R Sears,Parents of children with asthma often ask;“Will she/he grow out of it?” While many childrendo experience remission (1); longitudinal studies have sometimes provided apparentlyconflicting results. In Australia; only 25% of Tasmanian children with childhood wheezinghad asthma as adults (2); whereas in Melbourne; 70% of those with asthma at age 7 hadasthma at age 35 years (3). However; children with more severe asthma had been added to“enrich” the Melbourne cohort and were considerably more likely to have persistent adultsymptoms; explaining these contradictory reports (4). The frequency of episodes;persistence of airflow obstruction; atopy; and airway responsiveness have all beenconsidered as factors influencing outcomes of childhood asthma (5). In this issue of theJournal; Riiser and colleagues (pp. 493–500) report outcomes of asthma in adolescence …,*,2012,9
Mortality among subjects with chronic obstructive pulmonary disease or asthma at two respiratory disease clinics in Ontario,Murray M Finkelstein; Kenneth R Chapman; R Andrew McIvor; Malcolm R Sears,Chronic obstructive pulmonary disease (COPD) and asthma are common in Canada and aroundthe world. In 2005; the preva- lence of physician-diagnosed COPD exceeded 7% among bothmen and women 65 years of age or older; while the prevalence of physician- diagnosed asthmaexceeded 8% among Canadians 12 years of age or older (1). Hill et al (2) recently reported aCOPD prevalence of 21% among at-risk subjects; recruited from three Ontario primary careprac- tices; who were 40 years of age or older and who had a smoking history of at least 20pack-years. In a Polish primary care practice; the preva- lence of COPD was 9.3% among patients40 years of age or older (3). COPD is the fourth leading cause of mortality internationally; accountingfor nearly three million deaths annually; and is the only major cause of mortality that is increasingin both developed and developing countries (4). In 2004; approximately 5% of deaths in …,Canadian respiratory journal,2011,9
Accelerated decline in lung function in cigarette smokers is associated with TP53/MDM2 polymorphisms,Robert J Hancox; Richie Poulton; David Welch; Nelly Olova; Christene R McLachlan; Justina M Greene; Malcolm R Sears; Avshalom Caspi; Terrie E Moffitt; Stephen P Robertson; Antony W Braithwaite,Abstract In vitro studies have shown that p53 mediates a protective response against DNAdamage by causing either cell-cycle arrest and DNA repair; or apoptosis. These responseshave not yet been demonstrated in humans. A common source of DNA damage in humansis cigarette smoke; which should activate p53 repair mechanisms. As the level of p53 isregulated by MDM2; which targets p53 for degradation; the G-allele of a polymorphism inintron 1 of MDM2 (rs2279744: G/T); that results in higher MDM2 levels; should be associatedwith a reduced p53 response and hence more DNA damage and corresponding tissuedestruction. Similarly; the alleles of rs1042522 in TP53 that encode arginine (G-allele) orproline (C-allele) at codon 72; which cause increased pro-apoptotic (G-allele) or cell-cyclearrest activities (C-allele); respectively; may moderate p53's ability to prevent DNA …,Human genetics,2009,9
Links between anxiety and allergies: psychobiological reality or possible methodological bias?,Alice M Gregory; Avshalom Caspi; Terrie E Moffitt; Barry J Milne; Richie Poulton; Malcolm R Sears,ABSTRACT The objective of the study was to examine the link between anxiety andallergies to establish whether it reflects a psychobiological reality or a possiblemethodological bias. A cohort of 1;037 children enrolled in the study. Anxiety disorders wereassessed between 11 and 21 years. Anxious personality was assessed at 18 years.Allergies were examined at 21 years by (a) self reports;(b) skin pricks; and (c) serum totalimmunoglobulin E (IgE). Self-reported allergies were predicted by recurrent anxietydisorders (OR [95% CI]= 1.56 [1.06–2.30]; p=. 023) and self-reports of anxious personality(OR [95% CI]= 1.67 [1.17–2.37]; p=. 004): Objectively verified allergies were not. Theseresults suggest that the link between anxiety and allergies may reflect a methodologicalartifact rather than a psychobiological reality.,Journal of personality,2009,9
Deleterious effects of inhaled β-agonists: short-acting and long-acting agents differ,Malcolm R Sears,CHEST/119/5/MAY; 2001 1297 weeks of treatment (J 6.6%) and a within-group worsening ofairway responsiveness (J 1.2 doubling doses) of borderline statistical significance. Incontrast; there were no significant within-group changes in these parameters in asthmaticpatients treated with formoterol or placebo. There was no interaction between the effects ofshort-acting β-agonist and high or low allergen exposure as determined by dust samplesfrom mattress covers assayed for the house dust mite allergen Der p 1. However; the levelsof mite allergen in the subgroup not subject to environmental intervention were not as highas often reported; 24 and so this study does not clearly confirm or negate the suggestion25that regular short-acting β-agonists may exert an adverse effect by enhancingresponsiveness to allergen via mast cell tachyphylaxis. The study of Cloosterman et al not …,CHEST Journal,2001,9
Systemic inflammation and lung function: A longitudinal analysis,Robert J Hancox; Andrew R Gray; Malcolm R Sears; Richie Poulton,Abstract Background Systemic inflammation is associated with impaired lung function inhealthy adults as well as in patients with lung disease. The mechanism for this association isunknown and it is unclear if systemic inflammation leads to impaired lung function or if poorlung function leads to inflammation. We explored the temporal associations between bloodC-reactive protein (CRP); fibrinogen; and white blood cells; and lung function in youngadults. Methods Spirometry; plethysmography; and diffusion capacity were measured in apopulation-based cohort at ages 32 and 38 years. High-sensitivity CRP; fibrinogen; andwhite blood cells were measured at the same ages. Results Higher levels of CRP and; to alesser extent; fibrinogen were associated with lower lung volumes in cross-sectionalanalyses at both ages 32 and 38 years. Higher CRP and fibrinogen at age 32 were …,Respiratory medicine,2016,8
Are inhaled longacting β 2 agonists detrimental to asthma?,Donald W Cockcroft; Malcolm R Sears,Summary Possible adverse effects of adrenergic bronchodilators in asthma have been thesubject of discussion for more than half a century; with recent intense debate about thesafety of longacting β agonists (LABAs). In this Debate; we consider the issues ofbronchodilator and bronchoprotective tolerance resulting from the frequent use ofbronchodilators; which is noted particularly with shortacting drugs; but has also been shownto occur quicker and to a greater extent with LABAs. Increased allergen responsiveness andmasking allowing inflammation to increase; while symptoms and lung function remainapparently controlled; have also been observed. Studies in which LABAs were used asmonotherapy were associated with increased mortality. However; several studies haveshown the benefits of adding LABAs to inhaled corticosteroids (ICS). Meta-analyses of …,The Lancet Respiratory Medicine,2013,8
Sheepskins and bedding in childhood; and the risk of development of bronchial asthma,EM Flannery; GP Herbison; CJ Hewitt; MD Holdaway; DT Jones; MR Sears,Background: Sheepskin bedding might increase house dust mite exposure and so explainsome of the increasing prevalence or severity of childhood asthma. Methods: Relationshipsbetween use of different types of bedding; and diagnoses of asthma; symptoms of wheezing;skin prick test evidence of house dust mite sensitivity; and airway responsiveness tomethacholine; were examined retrospectively in a birth cohort of children followedlongitudinally to age 15 years. Results: In the whole cohort; no associations were identifiedto suggest a causal relationship between use of any type of bedding and development offeatures of asthma. Although not an a priori hypothesis; we noted that among children with afamily history of atopic disease; those who were house dust mite sensitive were more likelyto have used an innerspring mattress (29.6% vs 10.2% who had not used an innerspring …,Internal Medicine Journal,1994,8
Asthma mortality and socioeconomic status.,MR Sears; TV O'Donnell; HH Rea,1. NZ Med J. 1985 Sep 11;98(786):765. Asthma mortality and socioeconomic status.Sears MR; O'Donnell TV; Rea HH. PMID: 3863062 [Indexed for MEDLINE]. PublicationTypes: Letter. MeSH terms. Adolescent; Adult; Asthma/mortality*; Ethnic Groups; Humans;Male; Middle Aged; New Zealand; Socioeconomic Factors.,The New Zealand medical journal,1985,8
Timing of food introduction and development of food sensitization in a prospective birth cohort,Maxwell M Tran; Diana L Lefebvre; David Dai; Christoffer Dharma; Padmaja Subbarao; Wendy Lou; Meghan B Azad; Allan B Becker; Piush J Mandhane; Stuart E Turvey; Malcolm R Sears,Background The effect of infant feeding practices on the development of food allergyremains controversial. We examined the relationship between timing and patterns of foodintroduction and sensitization to foods at age 1 year in the Canadian Healthy InfantLongitudinal Development (CHILD) birth cohort study. Methods Nutrition questionnaire dataprospectively collected at age 3; 6; 12; 18 and 24 months were used to determine timing ofintroduction of cow's milk products; egg and peanut. At age 1 year; infants underwent skinprick testing to cow's milk; egg white and peanut. Logistic regression models were fitted toassess the impact of timing of food exposures on sensitization outcomes; and latent classanalysis was used to study patterns of food introduction within the cohort. Results Among2124 children with sufficient data; delaying introduction of cow's milk products; egg and …,Pediatric Allergy and Immunology,2017,7
Mise à jour des recommandations de prise en charge de l’asthme chez l’adulte; édition 2003,Catherine Lemière; Tony Bai; Meyer Balter; Charles BAYLIFF; Allan BECKER; Louis-Philippe BOULET; Dennis BOWIE; André CARTIER; Andrew CAVE; Kenneth CHAPMAN; Robert COWIE; Stephen COYLE; Donald COCKCROFT; Francine M DUCHARME; Pierre ERNST; Shelagh FINLAYSON; J Mark FITZGERALD; Frederick E HARGREAVE; Donna HOGG; Alan KAPLAN; Harold KIM; Cheryle KELM; Paul O'BYRNE; Malcolm SEARS; Andrea White MARKHAM,Depuis la dernière révision; la publication d'importantes études a rendu de nouveaunécessaire la révision de plusieurs recommandations. Par ailleurs; il était nécessaired'aborder plus en détail plusieurs questions spécifiques à l'asthme pédiatrique. La révisionexhaustive des recommandations est un processus complexe qui est superflu pour denombreuses sections qui sont encore d'actualité. Par conséquent; les membres du comitésur l'asthme de la STC ont convenu de concentrer leurs efforts sur certaines questionsspécifiques à l'asthme chez l'adulte; tandis que le comité du consensus pédiatrique duRéseau canadien pour le traitement de l'asthme (RCTA) se penchait sur des questionsspécifiques à l'asthme pédiatrique.,Can Respir J,2004,7
Letters to the Editor,George Kent; Naomi Bromberg Bar-Yam; MR Sears; DR Taylor; R Poulton; WH Oddy; JK Peat,International treaties concluded by the President of the Republic; with the approval of theSenate; shall together with the Constitution itself and the laws of the Federal Congress;constitute the supreme law of the entire nation; consequently; the covenant forms part ofnational legislation and may be the basis and foundation for any legal action. Norway; whichotherwise has a dualist system; has since 1994 had a provision in its constitution committingthe nation to the realization of internationally recognized human rights. To implement thatprovision; in 1999; the Norwegian parliament passed a law by which the EuropeanConvention for the Protection of Human Rights and Fundamental Freedoms and itsassociated protocols; the International Covenant on Economic; Social and Cultural Rightsand the International Covenant on Civil and Political Rights; were made part of national …,Journal of Human Lactation,2004,7
RELATIONSHIPS BETWEEN ASTHMA MORTALITY AND TREATMENT. RESPONSE,MR Sears; RM Sly; R O'DONNELL,1. Ann Allergy. 1993 May;70(5):425-6. Relationships between asthma mortality andtreatment. Sears MR. Comment on Ann Allergy. 1992 Apr;68(4):340-4. PMID: 8498736[Indexed for MEDLINE]. Publication Types: Comment; Letter. MeSH terms. Administration;Inhalation; Adrenal Cortex Hormones/administration & dosage; Adrenal CortexHormones/therapeutic use; Asthma/mortality*; Asthma/therapy*; Fenoterol/therapeuticuse; Humans. Substances. Adrenal Cortex Hormones; Fenoterol.,Annals of allergy,1993,7
A double‐blind comparison of ketotifen and disodium cromoglycate in atopic adult asthmatics,MR Sears,Summary The therapeutic effects of inhaled disodium cromoglycate (DSCG) and orallyadministered ketotifen were compared in thirty atopic asthmatics aged 15-34 years during a22-week double-blind parallel group study. Ketotifen is a cycloheptathio-phene withexperimental antihistaminic; anti-allergic and anti-anaphylactic effects equal or superior tothose of DSCG. During the first 6 weeks of treatment; mean airflow meter readings increasedand bronchodilator use diminished in those receiving DSCG; but no improvement was seenin those given ketotifen. In the next 10 weeks. concomitant therapy was reduced in bothgroups; but this reduction was greater in the group receiving DSCG. No serious adverseeffects occurred. Asthma worsened after abrupt discontinuation of DSCG but not ketotifen.Although a small number of patients may have benefited from ketotifen. its effect on …,Clinical & Experimental Allergy,1983,7
Serum theophylline levels in adult asthmatics: comparison of oral sustained-release and microcrystalline preparations.,DT Jones; MR Sears,Abstract Serial serum theophylline levels were measured in 20 inpatient asthmatics giventablets of either microcrystalline or sustained-release theophylline. The sustained-releasepreparation gave serum levels which were more consistently within the therapeutic rangewith a significantly higher trough concentration. No increase in adverse effects wasencountered.,The New Zealand medical journal,1980,7
A study of asthma in a Dunedin suburban area.,F McQueen; MD Holdaway; MR Sears,Abstract Asthma was reported by 6.2 percent of 2347 inhabitants of a Dunedin residentialarea. Symptoms occurred within the past two years in 4.2 percent. In this group the majorityshowed evidence of atopy by skin reactivity and elevation of serum immunoglobulin E.Airways obstruction was detected by spirometry in 62 percent and 56 percent demonstratedincreased bronchial reactivity to histamine aerosols. Less than half used bronchodilatoraerosols for relief and only 18 per cent were treated with prophylactic disodiumcromoglycate.,The New Zealand medical journal,1979,7
Ethnic and diet-related differences in the healthy infant microbiome,Jennifer C Stearns; Michael A Zulyniak; Russell J de Souza; Natalie C Campbell; Michelle Fontes; Mateen Shaikh; Malcolm R Sears; Allan B Becker; Piushkumar J Mandhane; Padmaja Subbarao; Stuart E Turvey; Milan Gupta; Joseph Beyene; Michael G Surette; Sonia S Anand,The infant gut is rapidly colonized by microorganisms soon after birth; and the compositionof the microbiota is dynamic in the first year of life. Although a stable microbiome may not beestablished until 1 to 3 years after birth; the infant gut microbiota appears to be an importantpredictor of health outcomes in later life. We obtained stool at one year of age from 173white Caucasian and 182 South Asian infants from two Canadian birth cohorts to gaininsight into how maternal and early infancy exposures influence the development of the gutmicrobiota. We investigated whether the infant gut microbiota differed by ethnicity (referringto groups of people who have certain racial; cultural; religious; or other traits in common)and by breastfeeding status; while accounting for variations in maternal and infantexposures (such as maternal antibiotic use; gestational diabetes; vegetarianism; infant …,Genome medicine,2017,6
Insights; attitudes; and perceptions about asthma and its treatment: a multinational survey of patients from Europe and Canada,Joaquin Sastre; Leonardo M Fabbri; David Price; Hans Ulrich Wahn; Jean Bousquet; James E Fish; Kevin Murphy; Malcolm R Sears,Asthma surveys completed within the past 10 years in the Americas and the Asia-Pacificregion have shown significant underassessment of asthma severity in addition toundertreatment of asthma and have suggested the need to improve long-term asthmamanagement. In this study; we examined the frequency of asthma symptoms and severeepisodes; patients' perceived asthma control; and use of asthma medications in Europe andCanada. The Asthma Insight and Management survey (54 questions) was conducted inEurope (Germany; Italy; Spain and the United Kingdom) and Canada from June 14 throughJuly 28; 2010. Telephone interviews were conducted with randomly screened patients orparents of adolescents (aged 12–17 years) with asthma; patients younger than 12 years ofage were excluded from the survey. Responses were reported separately for each …,World Allergy Organization Journal,2016,6
Impact of perinatal antibiotic exposure on the infant gut microbiota at one year of age,Ryan Persaud; Meghan B Azad; Theodore Konya; David S Guttman; Radha S Chari; Malcolm R Sears; Allan B Becker; James A Scott; Anita L Kozyrskyj,Background Disruption of the infant gut microbiota has been linked to long-term healthoutcomes; including obesity and allergic disease [1]. Antibiotics can significantly alter themicrobiota [2]; but evidence is scarce for the long-term effect of antibiotic exposure duringthe perinatal period (shortly before or after delivery). Our research aimed to determine theimpact of infant and maternal perinatal antibiotic exposure on the infant gut microbiota at 1year of age. Methods Antibiotic exposure in the perinatal period was documented byretrospective hospital chart review of 184 Manitoban infants enrolled in the CanadianHealthy Infant Longitudinal Development (CHILD) Study. Data on mode of delivery;indications for treatment; and maternal health status were also collected. Gut microbiotacomposition (relative abundance of select taxa chosen for their previous association with …,Allergy; Asthma & Clinical Immunology,2014,6
Effects of the long acting b agonist formoterol on asthma control in asthmatic patients using inhaled corticosteroids,T van der Molen; DS Postma; MO Turner; B Meyboom-de Jong; JL Malo; K Chapman; R Grossman; CS de Graaff; RA Riemersma; MR Sears,*,Thorax,1997,6
Bronchodilator treatment in asthma.,MR Sears; DR Taylor,EDITOR;-We endorse most of JD Edwards's recommendations on the management of septicshock.'We cannot; however; agree with the statement that treatment directed at attaininghigh levels of oxygen delivery and oxygen consumption has been well validated. Two of thestudies quoted to support this contention were not controlled; 2'and the third showed animprovement in survival only when the groups were redefined so that one consisted ofcontrol and protocol patients who achieved a high cardiac index (> 4 5 I/min/m2) while theother comprised all those who failed to achieve this value. 4 Although high levels of oxygendelivery and oxygen consumption are clearly associated with survival from critical illness;there are no convincing data to suggest that the aggressive use of inotropic support in anattempt to achieve values of these variables seen in survivors improves outcome in septic …,BMJ: British Medical Journal,1993,6
Is asthma becoming more severe,H Rea; M Sears; E Mitchell; J Garrett; J Mulder; R Anderson,*,Thorax,1987,6
Breastfeeding; maternal asthma and wheezing in the first year of life: a longitudinal birth cohort study,Meghan B Azad; Lorena Vehling; Zihang Lu; David Dai; Padmaja Subbarao; Allan B Becker; Piushkumar J Mandhane; Stuart E Turvey; Diana L Lefebvre; Malcolm R Sears,The impact of breastfeeding on respiratory health is uncertain; particularly when the motherhas asthma. We examined the association of breastfeeding and wheezing in the first year oflife. We studied 2773 infants from the Canadian Healthy Infant Longitudinal Development(CHILD) birth cohort. Caregivers reported on infant feeding and wheezing episodes at 3; 6and 12 months. Breastfeeding was classified as exclusive; partial (supplemented withformula or complementary foods) or none. Overall; 21% of mothers had asthma; 46%breastfed for at least 12 months and 21% of infants experienced wheezing. Among motherswith asthma; breastfeeding was inversely associated with infant wheezing; independent ofmaternal smoking; education and other risk factors (adjusted rate ratio (aRR) 0.52; 95% CI0.35–0.77 for≥ 12 versus< 6 months breastfeeding). Compared with no breastfeeding at …,European Respiratory Journal,2017,5
Fecal short-chain fatty acid variations by breastfeeding status in infants at 4 months: Differences in relative versus absolute concentrations,Sarah L Bridgman; Meghan B Azad; Catherine J Field; Andrea M Haqq; Allan B Becker; Piushkumar J Mandhane; Padmaja Subbarao; Stuart E Turvey; Malcolm R Sears; James A Scott; David S Wishart; Anita L Kozyrskyj; MR Sears; P Subbarao; SS Anand; M Azad; AB Becker; AD Befus; M Brauer; JR Brook; E Chen; M Cyr; D Daley; S Dell; JA Denburg; Q Duan; T Eiwegger; H Grasemann; K HayGlass; R Hegele; DL Holness; P Hystad; MS Kobor; TR Kollman; AL Kozyrskyj; C Laprise; WYW Lou; J Macri; PJ Mandhane; G Miller; T Moraes; PD Paré; C Ramsey; F Ratjen; A Sandford; JA Scott; J Scott; F Silverman; E Simons; T Takaro; S Tebbutt; T To; SE Turvey; CHILD Study Investigators,Our gut microbiota provide a number of important functions; one of which is the metabolismof dietary fiber and other macronutrients that are undigested by the host. The main productsof this fermentation process are short-chain fatty acids (SCFAs) and other intermediatemetabolites including lactate and succinate. Production of these metabolites is dependenton diet and gut microbiota composition. There is increasing evidence for the role of SCFAsin host physiology and metabolic processes as well as chronic inflammatory conditions suchas allergic disease and obesity. We aimed to investigate differences in fecal SCFAs andintermediate metabolites in 163 infants at 3-5 months of age according to breastfeedingstatus. Compared to no exposure to human milk at time of fecal sample collection; exclusivebreastfeeding was associated with lower absolute concentrations of total SCFAs; acetate …,Frontiers in Nutrition,2017,5
High fecal IgA is associated with reduced Clostridium difficile colonization in infants,Sarah L Bridgman; Tedd Konya; Meghan B Azad; David S Guttman; Malcolm R Sears; Allan B Becker; Stuart E Turvey; Piush J Mandhane; Padmaja Subbarao; James A Scott; Catherine J Field; Anita L Kozyrskyj; CHILD Study Investigators,Abstract Colonization of infants with Clostridium difficile is on the rise. Although bettertolerated by infants than adults; it is a risk factor for future allergic disease. The present studydescribes associations between infant fecal immunoglobulin A (IgA) and colonization with C.difficile in 47 infants enrolled in the Canadian Healthy Infant Longitudinal Development(CHILD) study. C. difficile colonization was observed in over half (53%) of the infants.Median IgA was lower in infants colonized with C. difficile (10.9 μg versus 25.5 μg per gprotein; p= 0.18). A smaller proportion of infants with IgA in the highest tertile were colonizedwith C. difficile compared to the other tertiles (31.3% versus 64.5%; p= 0.03). In unadjustedanalysis; odds of colonization with C. difficile was reduced by 75%(OR 0.25 95% CI 0.07;0.91 p= 0.04) among infants with IgA in the highest tertile compared to those in the other …,Microbes and Infection,2016,5
The relationship between body fat and respiratory function in young adults,Tim JT Sutherland; Christene R McLachlan; Malcolm R Sears; Richie Poulton; Robert J Hancox,The relationship between adiposity and respiratory function is poorly understood. Moststudies investigating this have used indirect measures of body fat and few have assessedhow changes in adiposity influence lung function. Body fat measured by bio-electricalimpedance analysis; body mass index; waist circumference; spirometry; bodyplethysmography and transfer factor were measured at ages 32 and 38 years in 361 non-smoking; non-asthmatic participants from a population-based birth cohort. Higherpercentage body fat was associated with lower spirometric and plethysmographic lungvolumes; but not with airflow obstruction; or transfer factor at 32 years. Changes in adipositybetween ages 32 and 38 years were inversely associated with changes in lung volumes.These associations were generally stronger in men than women; but an association …,European Respiratory Journal,2016,5
A new exposure metric for traffic-related air pollution? An analysis of determinants of hopanes in settled indoor house dust,Hind Sbihi; Jeffrey R Brook; Ryan W Allen; Jason H Curran; Sharon Dell; Piush Mandhane; James A Scott; Malcolm R Sears; Padmaja Subbarao; Timothy K Takaro; Stuart E Turvey; Amanda J Wheeler; Michael Brauer,Exposure to traffic-related air pollution (TRAP) can adversely impact health butepidemiologic studies are limited in their abilities to assess long-term exposures andincorporate variability in indoor pollutant infiltration. In order to examine settled house dustlevels of hopanes; engine lubricating oil byproducts found in vehicle exhaust; as a novelTRAP exposure measure; dust samples were collected from 171 homes in five Canadiancities and analyzed by gas chromatography–mass spectrometry. To evaluate sourcecontributions; the relative abundance of the highest concentration hopane monomer inhouse dust was compared to that in outdoor air. Geographic variables related to TRAPemissions and outdoor NO2 concentrations from city-specific TRAP land use regression(LUR) models were calculated at each georeferenced residence location and assessed …,Environmental Health,2013,5
Step-up therapy in uncontrolled asthma: choices and outcomes,Malcolm R Sears,Guidelines for the management of mild to moderate persistent asthma that remainssuboptimally controlled despite use of an inhaled corticosteroid (ICS) indicate 2 step-upoptions: adding a long-acting b-agonist (LABA) to an existing ICS; or increasing the dose ofICS. 1 Randomized controlled clinical trials have shown that both currently available LABAs;formoterol and salmeterol; when added to ICS; improve symptom control and lung function;and reduce exacerbations compared with higher doses of ICS alone. 2; 3 Combinations ofICS with LABA in a single inhaler have become widely used as regular maintenance therapyin asthma. More recently; ICS combined with formoterol; which is both rapid-acting and long-acting; has been used for both maintenance and reliever therapy with improvement incontrol despite significant reduction in total ICS exposure. 4 New ultra-long-acting b …,Journal of Allergy and Clinical Immunology,2009,5
Hamilton; ON; Canada,Malcolm R Sears,*,Int J COPD,2007,5
Breastfeeding; atopy; and asthma,MR Sears; DR Taylor; JM Greene; R Poulton; GP Herbison,*,The Lancet,2003,5
MIASMA: Asthma Exacerbation Reduction With Salmeterol,Malcolm R Sears,I thank Drs. Shrewsbury and Pyke of GlaxoWellcome for their comments on my editorialabout short-and long-acting-agonists. Their comments highlight one of the major limitationsof their meta-analysis1 in assessing the effects of salmeterol on exacerbations; namely thatthe studies included had not been specifically designed to address that end-point. Theminimal and nonsignificant reduction in exacerbations associated with use of salmeterol(2.73% for any exacerbation and 2.42% for severe exacerbations) was in comparison with atleast doubling the dose of inhaled corticosteroid; as they correctly point out. A comparablestudy to the Formeterol and Corticosteroids Establishing Therapy Study; 2 which assessedthe effect on exacerbations of adding formoterol to a fixed dose of corticosteroid; was notavailable for salmeterol. Likewise; the study of Matz et al3 (which was available only as …,Chest,2002,5
