Data management in location-dependent information services: Challenges and issues,Dik Lun Lee; Wang-Chien Lee; Jianliang Xu; Baihua Zheng,*,IEEE Pervasive computing,2002,257
On macro and micro exploration of hashtag diffusion in Twitter,Yazhe Wang; Baihua Zheng,This exploratory work studies hashtag diffusion in Twitter. The analysis is conducted fromtwo aspects. From the macro perspective; we study general properties of hashtag diffusion;and classify hashtags into three main classes based on their temporal dynamics referred as“single spike”;“multi-spikes”; and “fluctuation”; and find that each of these classes has someunique characteristics. From the micro perspective; we investigate individual diffusion. Weadopt Edelman's “topology of influence” theory to identify four type of users with differentinfluence levels in diffusion based on their dynamic retweet behaviors. The results of ourstudy are useful for gaining more insights of information diffusion in Twitter.,Advances in Social Networks Analysis and Mining (ASONAM); 2014 IEEE/ACM International Conference on,2014,6
Merged aggregate nearest neighbor query processing in road networks,Weiwei Sun; Chong Chen; Baihua Zheng; Chunan Chen; Liang Zhu; Weimo Liu; Yan Huang,Abstract Aggregate nearest neighbor query; which returns a common interesting point thatminimizes the aggregate distance for a given query point set; is one of the most importantoperations in spatial databases and their application domains. This paper addresses theproblem of finding the aggregate nearest neighbor for a merged set that consists of the givenquery point set and multiple points needed to be selected from a candidate set; which wename as merged aggregate nearest neighbor (MANN) query. This paper proposes aneffective algorithm to process MANN query in road networks based on our pruningstrategies. Extensive experiments are conducted to examine the behaviors of the solutionsand the overall experiments show that our strategies to minimize the response time areeffective and achieve several orders of magnitude speedup compared with the baseline …,Proceedings of the 22nd ACM international conference on Information & Knowledge Management,2013,6
A fully distributed spatial index for wireless data broadcast,Wang-Chien Lee; Baihua Zheng,To support location-based services in wireless data broadcast systems; a distributed spatialindex (called DSI) is proposed in this paper. DSI is highly efficient because it has a linear yetfully distributed structure that naturally facilitates multiple replications of the index by sharinglinks in different search trees. Search algorithms for point queries; window queries; and kNNqueries; based on DSI are presented. Empirical evaluation of DSI are conducted. Resultshows that DSI significantly out-performs R-tree and Hilbert curve index; two state-of-the-artspatial indexing techniques for wireless data broadcast.,21st International Conference on Data Engineering (ICDE'05),2005,6
SAP: Improving Continuous Top-K Queries Over Streaming Data,Rui Zhu; Bin Wang; Xiaochun Yang; Baihua Zheng; Guoren Wang,Continuous top-k query over streaming data is a fundamental problem in database. In thispaper; we focus on the sliding window scenario; where a continuous top-k query returns thetop-k objects within each query window on the data stream. Existing algorithms support thistype of queries via incrementally maintaining a subset of objects in the window and try toretrieve the answer from this subset as much as possible whenever the window slides.However; since all the existing algorithms are sensitive to query parameters and datadistribution; they all suffer from expensive incremental maintenance cost. In this paper; wepropose a self-adaptive partition framework to support continuous top-k query. It partitionsthe window into sub-windows and only maintains a small number of candidates with highestscores in each sub-window. Based on this framework; we have developed several …,IEEE Transactions on Knowledge and Data Engineering,2017,5
Processing incomplete k nearest neighbor search,Xiaoye Miao; Yunjun Gao; Gang Chen; Baihua Zheng; Huiyong Cui,Given a setS of multidimensional objects and a query object q; ak nearest neighbor (kNN)query finds from S the k closest objects to q. This query is a fundamental problem indatabase; data mining; and information retrieval research. It plays an important role in awide spectrum of real applications such as image recognition and location-based services.However; due to the failure of data transmission devices; improper storage; and accidentalloss; incomplete data exist widely in those applications; where some dimensional values ofdata items are missing. In this paper; we systematically study incomplete k nearest neighbor(IkNN) search; which aims at the kNN query for incomplete data. We formalize this problemand propose an efficient lattice partition algorithm using our newly developed LαB index tosupport exact IkNN retrieval; with the help of two pruning heuristics; ie; α value pruning …,IEEE Transactions on Fuzzy Systems,2016,5
Is only one gps position sufficient to locate you to the road network accurately?,Hao Wu; Weiwei Sun; Baihua Zheng,Abstract Locating only one GPS position to a road segment accurately is crucial to manylocation-based services such as mobile taxi-hailing service; geo-tagging; POI check-in; etc.This problem is challenging because of errors including the GPS errors and the digital maperrors (misalignment and the same representation of bidirectional roads) and a lack ofcontext information. To the best of our knowledge; no existing work studies this problemdirectly and the work to reduce GPS signal errors by considering hardware aspect is themost relevant. Consequently; this work is the first attempt to solve the problem of locatingone GPS position to a road segment. We study the problem in a data-driven view to makethis process ubiquitous by proposing a tractable; efficient and robust generative model. Inaddition; we extend our solution to the real application scenario; ie; taxi-hailing service …,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing,2016,5
An incremental approach to closest pair queries in spatial networks using best-first search,Chunan Chen; Weiwei Sun; Baihua Zheng; Dingding Mao; Weimo Liu,Abstract This paper addresses the problem of k Closest Pairs (kCP) query in spatial networkdatabases. A Best-First search approach namely BFCP (Best-First Closest Pair) is proposed.Given two data sets of objects in a spatial network; BFCP first finds the 1st CP by computingthe 1st NN (nearest neighbor) of each object in the set with smaller cardinality. Then BFCPretrieves the 2nd; 3rd;…; kth CP in an incremental way by searching the next NN of thecurrently found CP's source point. Furthermore; a novel buffer replacement policy calledMDU (Minimum Distance Unit) is proposed to reduce I/O cost of BFCP. Unlike LRU; whichrecords only the last reference time; the MDU policy considers both temporal locality andspatial locality when selecting a buffer page as the victim. A comprehensive experimentalstudy is conducted to demonstrate the advantage of BFCP and MDU.,*,2011,5
OPAQUE: protecting path privacy in directions search,Ken CK Lee; Wang-Chien Lee; Hong Va Leong; Baihua Zheng,Directions search returns the shortest path from a source to a destination on a road network.However; the search interests of users may be exposed to the service providers; thus raisingprivacy concerns. For instance; a path query that finds a path from a resident address to aclinic may lead to a deduction about" who is related to what disease". To protect user privacyfrom accessing directions search services; we introduce the OPAQUE system; whichconsists of two major components:(1) an obfuscator that formulates obfuscated path queriesby mixing true and fake sources/destinations; and (2) an obfuscated path query processorinstalled in the server for obfuscated path query processing. OPAQUE reduces the likelihoodof path queries being revealed and allows retrieval of requested paths. We propose twotypes of obfuscated path queries; namely; independently obfuscated path query and …,2009 IEEE 25th International Conference on Data Engineering,2009,5
On efficient k-optimal-location-selection query processing in metric spaces,Yunjun Gao; Shuyao Qi; Lu Chen; Baihua Zheng; Xinhan Li,Abstract This paper studies the problem of k-optimal-location-selection (kOLS) retrieval inmetric spaces. Given a set DA of customers; a set DB of locations; a constrained region R;and a critical distance dc; a metric kOLS (MkOLS) query retrieves k locations in DB that areoutside R but have the maximal optimality scores. Here; the optimality score of a location l∈DB located outside R is defined as the number of the customers in DA that are inside R andmeanwhile have their distances to l bounded by dc according to a certain similarity metric(eg; L 1-norm; L 2-norm; etc.). The existing kOLS methods are not sufficient because theyare applicable only to the Euclidean space; and are not sensitive to k. In this paper; for thefirst time; we present an efficient algorithm for kOLS query processing in metric spaces. Oursolution employs metric index structures (ie; M-trees) on the datasets; enables several …,Information Sciences,2015,4
Location-dependent spatial query containment,Ken CK Lee; Brandon Unger; Baihua Zheng; Wang-Chien Lee,Abstract Nowadays; location-related information is highly accessible to mobile users viaissuing Location-Dependent Spatial Queries (LDSQs) with respect to their locationswirelessly to Location-Based Service (LBS) servers. Due to the limited mobile device batteryenergy; scarce wireless bandwidth; and heavy LBS server workload; the number of LDSQssubmitted over wireless channels to LBS servers for evaluation should be minimized asappropriate. In this paper; we exploit query containment techniques for LDSQs (called LDSQcontainment) to enable mobile clients to determine whether the result of a new LDSQ Q′ iscompletely covered by that of another LDSQ Q previously answered by a server (denoted byQ′⊆ Q) and to answer Q′ locally if Q′⊆ Q. Thus; many LDSQs can be reduced fromserver evaluation. To support LDSQ containment; we propose a notion of containment …,Data & Knowledge Engineering,2011,4
Probabilistic Robust Route Recovery with Spatio-Temporal Dynamics,Hao Wu; Jiangyun Mao; Weiwei Sun; Baihua Zheng; Hanyuan Zhang; Ziyang Chen; Wei Wang,*,*,*,4
An automaton-based index scheme supporting twig queries for on-demand XML data broadcast,Peng Liu; Weiwei Sun; Jian Zhang; Baihua Zheng,Abstract XML data broadcast is an efficient way to deliver semi-structured information in awireless mobile environment. In the literature; many approaches have been proposed todisseminate XML data via wireless broadcast. However; because of the existence of “*” and“//” in queries; their performance deteriorates. In this paper; we propose a novel indexingmethod called Deterministic Finite Automaton-based Index (abbreviated as DFAI) on theXPath queries. Different from existing approaches which build index based on XMLdocuments; DFAI is built based on the submitted queries. The new index treats the XPathqueries as a DFA and it improves the efficiency of broadcast systems significantly. We furtherpropose a compression strategy to reduce the index size of DFAI as well. Besides; as anextension; we extend the DFAI to support twig queries. Experiment results show that our …,Journal of Parallel and Distributed Computing,2015,3
Indexing Metric Uncertain Data for Range Queries,Lu Chen; Yunjun Gao; Xinhan Li; Christian S Jensen; Gang Chen; Baihua Zheng,Abstract Range queries in metric spaces have applications in many areas such asmultimedia retrieval; computational biology; and location-based services; where metricuncertain data exists in different forms; resulting from equipment limitations; high-throughputsequencing technologies; privacy preservation; or others. In this paper; we represent metricuncertain data by using an object-level model and a bi-level model; respectively. Two novelindexes; the uncertain pivot B+-tree (UPB-tree) and the uncertain pivot B+-forest (UPB-forest); are proposed accordingly in order to support probabilistic range queries wrt a widerange of uncertain data types and similarity metrics. Both index structures use a small set ofeffective pivots chosen based on a newly defined criterion; and employ the B+-tree (s) as theunderlying index. By design; they are easy to be integrated into any existing DBMS. In …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,3
Data access techniques for location-based services,Jianliang Xu; Baihua Zheng; Wang-Chien Lee,Location based service (LBS) is emerging as a killer application in mobile data servicesthanks to the rapid development in wireless communication and location positioningtechnologies. Users with location-aware wireless devices can query about theirsurroundings (eg; finding the nearest Japanese restaurant or all shopping malls within 5miles) at any place; anytime. While this ubiquitous computing paradigm brings greatconvenience for information access; the constraints of mobile environments; the spatialproperty of location-dependent data; and the mobility of mobile users pose a great challengefor the provision of location-based services to mobile users. This seminar will provide anoverview of research issues arising from accessing of location-based services in a mobilecomputing environment and discuss the state-of-theart solutions.,7th International Conference on Mobile Data Management (MDM'06),2006,3
COMPRESS: A comprehensive framework of trajectory compression in road networks,Yunheng Han; Weiwei Sun; Baihua Zheng,Abstract More and more advanced technologies have become available to collect andintegrate an unprecedented amount of data from multiple sources; including GPStrajectories about the traces of moving objects. Given the fact that GPS trajectories are vastin size while the information carried by the trajectories could be redundant; we focus ontrajectory compression in this article. As a systematic solution; we propose a comprehensiveframework; namely; COMPRESS (< underline> Com</underline> prehensive< underline>P</underline> aralleled< underline> R</underline> oad-Network-Based Trajectory Compr<underline> ess</underline> ion); to compress GPS trajectory data in an urban road network.In the preprocessing step; COMPRESS decomposes trajectories into spatial paths andtemporal sequences; with a thorough justification for trajectory decomposition. In the …,ACM Transactions on Database Systems (TODS),2017,2
Answering why-not and why questions on reverse top-k queries,Qing Liu; Yunjun Gao; Gang Chen; Baihua Zheng; Linlin Zhou,Abstract Why-not and why questions can be posed by database users to seek clarificationson unexpected query results. Specifically; why-not questions aim to explain why certainexpected tuples are absent from the query results; while why questions try to clarify whycertain unexpected tuples are present in the query results. This paper systematicallyexplores the why-not and why questions on reverse top-k queries; owing to its importance inmulti-criteria decision making. We first formalize why-not questions on reverse top-k queries;which try to include the missing objects in the reverse top-k query results; and then; wepropose a unified framework called WQRTQ to answer why-not questions on reverse top-kqueries. Our framework offers three solutions to cater for different application scenarios.Furthermore; we study why questions on reverse top-k queries; which aim to exclude the …,The VLDB Journal,2016,2
Finding Causality and Responsibility for Probabilistic Reverse Skyline Query Non-Answers,Yunjun Gao; Qing Liu; Gang Chen; Linlin Zhou; Baihua Zheng,Causality and responsibility is an essential tool in the database community for providingintuitive explanations for answers/non-answers to queries. Causality denotes the causes forthe answers/non-answers to queries; and responsibility represents the degree of a causewhich reflects its influence on the answers/non-answers to queries. In this paper; we studythe causality and responsibility problem (CRP) for the non-answers to probabilistic reverseskyline queries (PRSQ). We first formalize CRP on PRSQ; and then; we propose an efficientalgorithm termed as CP to compute the causality and responsibility for the non-answers toPRSQ. CP first finds candidate causes; and then; it performs verification to obtain actualcauses with their responsibilities; during which several strategies are used to boostefficiency. Further; we explore the CRP for the non-answers to reverse skyline queries …,IEEE Transactions on Knowledge and Data Engineering,2016,2
Fast optimal aggregate point search for a merged set on road networks,Weiwei Sun; Chong Chen; Baihua Zheng; Chunan Chen; Liang Zhu; Weimo Liu; Yan Huang,Abstract Aggregate nearest neighbor query; which returns an optimal target point thatminimizes the aggregate distance for a given query point set; is one of the most importantoperations in spatial databases and their application domains. This paper addresses theproblem of finding the aggregate nearest neighbor for a merged set that consists of the givenquery point set and multiple points needed to be selected from a candidate set; which wename as merged aggregate nearest neighbor (MANN) query. This paper proposes twoalgorithms to process MANN query on road networks when aggregate function is max. Then;we extend the algorithms to support other aggregate functions (eg; sum). Extensiveexperiments are conducted to examine the behaviors of the solutions in terms of fiveparameters affecting the performance. The overall experiments show that our strategies to …,Information Sciences,2015,2
Unsupervised analysis of top-k core members in poly-relational networks,Hao Huang; Yunjun Gao; Kevin Chiew; Qinming He; Baihua Zheng,Abstract Poly-relational networks such as social networks are prevalent in the real world.The existing research on poly-relational networks focuses on community detection; aiming tofind a global partition of nodes across relations. However; in some real cases; users may benot interested in such a global partition. For example; commercial analysts often care moreabout the top-k core members in business competitions; and relations among them that aremore important to their competitions. Motivated by this; in this paper; we investigate anunsupervised analysis of the top-k core members in a poly-relational network and identifytwo complementary tasks; namely (1) detection of the top-k core members that are mosttightly connected by relevant relations; and (2) identification of the relevant relations viaanalysis on the importance of each relation to the formation of the top-k core members …,Expert Systems with Applications,2014,2
Dash: A Novel Search Engine for Database-Generated Dynamic Web Pages,Ken CK Lee; Kanchan Bankar; Baihua Zheng; Chi-Yin Chow; Honggang Wang,Database-generated dynamic web pages (db-pages; in short); whose contents are createdon the fly by web applications and databases; are now prominent in the web. However;many of them cannot be searched by existing search engines. Accordingly; we develop anovel search engine named Dash; which stands for Db-pAge Search; to support db-pagesearch. Dash determines db-pages possibly generated by a target web application and itsdatabase through exploring the application code and the related database content andsupports keyword search on those db-pages. In this paper; we present its system design andfocus on the efficiency issue. To minimize costs incurred for collecting; maintaining; indexingand searching a massive number of db-pages that possibly have overlapped contents; Dashderives and indexes db-page fragments in place of db-pages. Each db-page fragment …,Distributed Computing Systems (ICDCS); 2012 IEEE 32nd International Conference on,2012,2
Challenges in managing and mining large; heterogeneous data,Haibo Hu; Haixun Wang; Baihua Zheng,Abstract Success in various application domains including sensor networks; social networks;and multimedia; has ushered in a new era of information explosion. Despite the diversity ofthese domains; data acquired by applications in these domains are often voluminous;heterogeneous and containing much uncertainty. They share several commoncharacteristics; which impose new challenges to storing; integrating; and processing thesedata; especially in the context of data outsourcing and cloud computing. Some challengesinclude the following. First; autonomous data acquisition gives rise to privacy and securityissues. Therefore; data management and mining must be elastic and privacy-conscious.Second; data is often dynamic and the trend in the data is often unpredictable. This calls forefficient incremental or cumulative algorithms for data management and mining. Load …,International Conference on Database Systems for Advanced Applications,2011,2
Disqo: A distributed framework for spatial queries over moving objects,Baihua Zheng; Wang-Chien Lee; Ken CK Lee; Julian Winter; Meng-Chang Chen,This paper presents DISQO; a DIStributed Framework for Spatial Queries over MovingObjects. Distinguished from existing work; DISQO aims at achieving high scalability andsystem performance in support of both snapshot and continuous spatial queries over movingobjects. The design of DISQO is based on our observation that exchanging object locationinformation and query information between the location server and moving objects canreduce communication cost and facilitate scalable query processing. Thus; DISQO is builtupon the notions of roaming regions and query maps in correspondence with object locationinformation and query information. A comprehensive performance evaluation has beenconducted to demonstrate the superiority of DISQO design; compared with existing state-of-the-art frameworks for monitoring moving objects.,2010 39th International Conference on Parallel Processing,2010,2
Squeezing long sequence data for efficient similarity search,Guojie Song; Bin Cui; Baihua Zheng; Kunqing Xie; Dongqing Yang,Abstract Similarity search over long sequence dataset becomes increasingly popular inmany emerging applications. In this paper; a novel index structure; namely SequenceEmbedding Multiset tree (SEM-tree); has been proposed to speed up the searching processover long sequences. The SEM-tree is a multi-level structure where each level representsthe sequence data with different compression level of multiset; and the length of multisetincreases towards the leaf level which contains original sequences. The multisets; obtainedusing sequence embedding algorithms; have the desirable property that they do not need tokeep the character order in the sequence; ie shorter representation; but can reserve themajority of distance information of sequences. Each level of the tree serves to prune thesearch space more efficiently as the multisets utilize the predicability to finish the …,Progress in WWW Research and Development,2008,2
Secure real-time user preference collection for broadcast scheduling,Xuhua Ding; Shuhong Wang; Baihua Zheng,Efficient broadcast scheduling is essential to the performance of wireless data broadcastsystems. Existing algorithms for broadcast scheduling are mostly based on the knowledge ofusers' data access pattern. Unfortunately; the requirement of exposing individual preferenceprofile becomes a serious threat to user privacy. In this paper; we investigate the issue ofsecurely collecting user access patterns in real-time for broadcast scheduling. We propose anovel secure user profile collection protocol which protects the privacy of individual users yetfacilitates efficient wireless data broadcast scheduling. To address the crucial issue of powerconservation in mobile devices; our scheme does not rely on expensive public keycryptography. Light computation and communication at the user end makes the schemefeasible for mobile devices with limited resource. Our theoretical security analysis shows …,Securecomm and Workshops; 2006,2006,2
Balancing performance and confidentiality in air index,Qingzhao Tan; Wang-Chien Lee; Baihua Zheng; Peng Liu; Dik Lun Lee,Abstract Studies on the performance issues (ie; access latency and energy conservation) ofwireless data broadcast have appeared in the literature. However; the important securityissues have not been well addressed. This paper investigates the tradeoff betweenperformance and security of signature-based air index schemes in wireless data broadcast.From the performance perspective; keeping low false drop probability helps clients retrievethe information from a broadcast channel efficiently. Meanwhile; from the securityperspective; achieving high false guess probability prevents the hacker from guessing theinformation easily. There is a tradeoff between these two aspects. An administrator of thewireless broadcast system may balance this tradeoff by carefully configuring the signaturesused in broadcast. This study provides a guidance for parameter settings of the signature …,Proceedings of the 14th ACM international conference on Information and knowledge management,2005,2
Pivot-based metric indexing,Lu Chen; Yunjun Gao; Baihua Zheng; Christian S Jensen; Hanyu Yang; Keyu Yang,Abstract The general notion of a metric space encompasses a diverse range of data typesand accompanying similarity measures. Hence; metric search plays an important role in awide range of settings; including multimedia retrieval; data mining; and data integration. Withthe aim of accelerating metric search; a collection of pivot-based indexing techniques formetric data has been proposed; which reduces the number of potentially expensivesimilarity comparisons by exploiting the triangle inequality for pruning and validation.However; no comprehensive empirical study of those techniques exists. Existing studieseach offers only a narrower coverage; and they use different pivot selection strategies thataffect performance substantially and thus render cross-study comparisons difficult orimpossible. We offer a survey of existing pivot-based indexing techniques; and report a …,Proceedings of the VLDB Endowment,2017,1
Modeling trajectories with recurrent neural networks,Hao Wu; Ziyang Chen; Weiwei Sun; Baihua Zheng; Wei Wang,Abstract Modeling trajectory data is a building block for many smart-mobility initiatives.Existing approaches apply shallow models such as Markov chain and inverse reinforcementlearning to model trajectories; which cannot capture the long-term dependencies. On theother hand; deep models such as Recurrent NeuralNetwork (RNN) have demonstrated theirstrength of modeling variable length sequences. However; directly adopting RNN to modeltrajectories is not appropriate because of the unique topological constraints faced bytrajectories. Motivated by these findings; we design two RNN-based models which can makefull advantage of the strength of RNN to capture variable length sequence and meanwhile toaddress the constraints of topo-logical structure on trajectory modeling. Our experimentalstudy based on real taxi trajectory datasets shows that both of our approaches largely …,*,2017,1
On efficiently finding reverse k-nearest neighbors over uncertain graphs,Yunjun Gao; Xiaoye Miao; Gang Chen; Baihua Zheng; Deng Cai; Huiyong Cui,Abstract Reverse k-nearest neighbor (R k NN R k NN) query on graphs returns the dataobjects that take a specified query object q as one of their k-nearest neighbors. It hassignificant influence in many real-life applications including resource allocation and profile-based marketing. However; to the best of our knowledge; there is little previous work on R kNN R k NN search over uncertain graph data; even though many complex networks such astraffic networks and protein–protein interaction networks are often modeled as uncertaingraphs. In this paper; we systematically study the problem of reverse k-nearest neighborsearch on uncertain graphs (UG-R k NN UG-R k NN search for short); where graph edgescontain uncertainty. First; to address UG-R k NN UG-R k NN search; we propose threeeffective heuristics; ie; GSP; EGR; and PBP; which minimize the original large uncertain …,The VLDB Journal,2017,1
Hypergraph index: an index for context-aware nearest neighbor query on social networks,Yazhe Wang; Baihua Zheng,Abstract Social network has been touted as the No. 2 innovation in a recent IEEE SpectrumSpecial Report on “Top 11 Technologies of the Decade”; and it has cemented its status as abona fide Internet phenomenon. With more and more people starting using social networksto share ideas; activities; events; and interests with other members within the network; socialnetworks contain a huge amount of content. However; it might not be easy to navigate socialnetworks to find specific information. In this paper; we define a new type of queries; namelycontext-aware nearest neighbor (CANN) search over social network to retrieve the nearestnode to the query node that matches the textual context specified. The textual context of anode is defined as a set of keywords that describe the important aspects of the nodes. CANNconsiders both the network structure and the textual context of the nodes; and it has a …,Social Network Analysis and Mining,2013,1
Air Indexes for Spatial Databases,Baihua Zheng,1. Software non-determinism: A software system is non-deterministic if; when re-executed; itresults in a different execution path than a prior execution. Non-determinism can arise when;for example; paths are determined by relative processor speed or the sequence of externalevents. Such software bugs have been called ''Heisenbugs''(hard failures being ''Bohrbugs'').2. Soft hardware failures: Hardware can also suffer from ''Heisenbugs.''For example; atransient hardware failure may be triggered by an environmental cause; such as a cosmicray changing a memory bit; etc. 3. Operator failures: Systems occasionally require operatorintervention. Operators; being human; make mistakes. An operator is unlikely to make thesame mistake at the same point in a subsequent execution.,*,2009,1
Data management in location-dependent information services,Baihua Zheng; Jianliang Xu; Wang-Chien Lee,Location-dependent information services (LDISs) answer queries in accordance with thelocations the queries are associated with (eg; the locations from which the queries areissued. The emergence of LDISs is resulted from the convergence of high-speed wirelessnetworks; personal portable devices; and locatining techniques. LDISs have a variety ofpromising applications; such as local information access (eg; traffic reports; news; andnavigation maps) and nearest neighbor queries (eg; finding the nearest restaurant); and areexpected to become an integral part of our daily life.,2013 IEEE 29th International Conference on Data Engineering (ICDE),2004,1
A novel representation and compression for queries on trajectories in road networks,Xiaochun Yang; Bin Wang; Kai Yang; Chengfei Liu; Baihua Zheng,Recording and querying time-stamped trajectories incurs high cost of data storage andcomputing. In this paper; we explore several characteristics of the trajectories in road\mbox{networks}; which have motivated the idea of coding trajectories by associating timestampswith relative spatial path and locations. Such a representation contains large number ofduplicate information to achieve a lower entropy compared with the existing representations;thereby drastically cutting the storage cost. We propose several techniques to compressspatial path and locations separately; which can support fast positioning and achieve bettercompression ratio. For locations; we propose two novel encoding schemes such that thebinary code can preserve distance information; which is very helpful for\mbox {LBS}applications. In addition; an unresolved question in this area is whether it is possible to …,IEEE Transactions on Knowledge and Data Engineering,2017,*
A Fast Trajectory Outlier Detection Approach via Driving Behavior Modeling,Hao Wu; Weiwei Sun; Baihua Zheng,Abstract Trajectory outlier detection is a fundamental building block for many location-basedservice (LBS) applications; with a large application base. We dedicate this paper ondetecting the outliers from vehicle trajectories efficiently and effectively. In addition; we wantour solution to be able to issue an alarm early when an outlier trajectory is only partiallyobserved (ie; the trajectory has not yet reached the destination). Most existing works studythe problem on general Euclidean trajectories and require accesses to the historicaltrajectory database or computations on the distance metric that are very expensive.Furthermore; few of existing works consider some specific characteristics of vehiclestrajectories (eg; their movements are constrained by the underlying road networks); andmajority of them require the input of complete trajectories. Motivated by this; we propose a …,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,*
CLSTERS: A General System for Reducing Errors of Trajectories Under Challenging Localization Situations,Hao Wu; Weiwei Sun; Baihua Zheng; Li Yang; Wei Zhou,Abstract Trajectory data generated by outdoor activities have great potential for locationbased services. However; depending on the localization technique used; certain trajectorydata could contain large errors. For example; the error of trajectories generated by cellular-based localization techniques is around 100m which is ten times larger than that of GPS-based trajectories. Hence; enhancing the utility of those large-error trajectories becomes achallenge. In this paper we show how to improve the quality of trajectory data having largeerrors. Some existing works reduce the error through hardware which requires informationsuch as the time of arrival (TOA); received signal strength indication (RSSI); the position ofcell towers; etc. Moreover; different positioning techniques will result in different hardware-based solutions and different data formats; which limit the generalizablity. Other works …,Proceedings of the ACM on Interactive; Mobile; Wearable and Ubiquitous Technologies,2017,*
Indexing metric uncertain data for range queries and range joins,Lu Chen; Yunjun Gao; Aoxiao Zhong; Christian S Jensen; Gang Chen; Baihua Zheng,Abstract Range queries and range joins in metric spaces have applications in many areas;including GIS; computational biology; and data integration; where metric uncertain data existin different forms; resulting from circumstances such as equipment limitations; high-throughput sequencing technologies; and privacy preservation. We represent metricuncertain data by using an object-level model and a bi-level model; respectively. Two novelindexes; the uncertain pivot B^++-tree (UPB-tree) and the uncertain pivot B^++-forest (UPB-forest); are proposed in order to support probabilistic range queries and range joins for awide range of uncertain data types and similarity metrics. Both index structures use a smallset of effective pivots chosen based on a newly defined criterion and employ the B^++-tree(s) as the underlying index. In addition; we present efficient metric probabilistic range …,The VLDB Journal,2017,*
Metric Similarity Joins Using MapReduce,Gang Chen; Keyu Yang; Lu Chen; Yunjun Gao; Baihua Zheng; Chun Chen,Given two object sets Q and O; a metric similarity join finds similar object pairs according to acertain criterion. This operation has a wide variety of applications in data cleaning and datamining; to name but a few. However; the rapidly growing volume of data nowadayschallenges traditional metric similarity join methods; and thus; a distributed method isrequired. In this paper; we adopt a popular distributed framework; namely; MapReduce; tosupport scalable metric similarity joins. To ensure the load balancing; we present twosampling based partition methods. One utilizes the pivot and the space-filling curvemappings to cluster the data into one-dimensional space; and then selects high qualitycentroids to enable equal-sized partitions. The other uses the KD-tree partitioning techniqueto equally divide the data after the pivot mapping. To avoid unnecessary object pair …,IEEE Transactions on Knowledge and Data Engineering,2016,*
Exploring dynamic fan shapes for nearby traffic monitoring queries in road networks,Ting-Wei Lin; Baihua Zheng; Ling-Yin Wei; Wen-Chih Peng,Abstract In this paper; we first introduce the traffic status estimation service; a location-basedcontinuous range query application provided by the CarWeb system. The service providesusers nearby realtime traffic estimation according to their locations and moving behaviors.This paper focuses on how to provide users with the most relevant information efficiently andaccurately. We propose the Continuous Query with Dynamic Fan-Shape framework (CQ-DFS) which dynamically changes parameters of fan shape range query to efficiently acquiremore useful query results without compromising the performance of the system. We conductextensive experiments to demonstrate the effectiveness of CQ-DFS framework by using realworld vehicle trajectories.,Proceedings of the 19th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2011,*
Context-aware nearest neighbor query on social networks,Yazhe Wang; Baihua Zheng,Abstract Social networking has grown rapidly over the last few years; and social networkscontain a huge amount of content. However; it can be not easy to navigate the socialnetworks to find specific information. In this paper; we define a new type of queries; namelycontext-aware nearest neighbor (CANN) search over social network to retrieve the nearestnode to the query node that matches the context specified. CANN considers both thestructure of the social network; and the profile information of the nodes. We design a hyper-graph based index structure to support approximated CANN search efficiently.,International Conference on Social Informatics,2011,*
ROAD: an efficient framework for location dependentspatial queries on road networks,Ken CK Lee; Wang-Chien Lee; Baihua Zheng,Abstract In this research; we develop ROAD; a system framework for processing locationdependent spatial queries (LDSQs) that search for spatial objects of interest on roadnetworks. By exploiting search space pruning; ROAD is very efficient and flexible for variousLDSQs on different types of objects over large-scale networks. In ROAD; a large roadnetwork is organized as a set of interconnected regional sub-networks (called Rnets)augmented with 1) shortcuts for accelerating search traversals; and 2) object abstracts forguiding object search. In this poster; we outline this framework and explain how it cansupport efficient location-dependent nearest neighbor search.,Proceedings of the 17th ACM conference on Information and knowledge management,2008,*
Searching Correlated Objects in a Long Sequence,Ken CK Lee; Wang-Chien Lee; Donna Peuquet; Baihua Zheng,Abstract Sequence; widely appearing in various applications (eg event logs; text documents;etc) is an ordered list of objects. Exploring correlated objects in a sequence can provideuseful knowledge among the objects; eg; event causality in event log and word phrases indocuments. In this paper; we introduce correlation query that finds correlated pairs of objectsoften appearing closely to each other in a given sequence. A correlation query is specifiedby two control parameters; distance bound; the requirement of object closeness; andcorrelation threshold; the minimum requirement of correlation strength of result pairs. Insteadof processing the query by scanning the sequence multiple times; that is called Multi-ScanAlgorithm (MSA); we propose One-Scan Algorithm (OSA) and Index-Based Algorithm (IBA).OSA accesses a queried sequence once and IBA considers correlation threshold in the …,International Conference on Scientific and Statistical Database Management,2008,*
