A brief survey of web data extraction tools,Alberto HF Laender; Berthier A Ribeiro-Neto; Altigran S Da Silva; Juliana S Teixeira,Abstract In the last few years; several works in the literature have addressed the problem ofdata extraction from Web pages. The importance of this problem derives from the fact that;once extracted; the data can be handled in a way similar to instances of a traditionaldatabase. The approaches proposed in the literature to address the problem of Web dataextraction use techniques borrowed from areas such as natural language processing;languages and grammars; machine learning; information retrieval; databases; andontologies. As a consequence; they present very distinct features and capabilities whichmake a direct comparison difficult to be done. In this paper; we propose a taxonomy forcharacterizing Web data extraction fools; briefly survey major Web data extraction toolsdescribed in the literature; and provide a qualitative analysis of them. Hopefully; this work …,ACM Sigmod Record,2002,940
Sorted dominant local color for searching large and heterogeneous image databases,Márcio Luiz A Vidal; João MB Cavalcanti; Edleno Silva de Moura; Altigran Soares da Silva; Ricardo da Silva Torres,Recent work on Content-Based Image Retrieval (CBIR) have presented alternative methodsfor fast image indexing and retrieval using Bags of Visual Words (BoVW). In such methods;images are represented as sets of visual words; which can be indexed and searched usingwell-known text retrieval techniques; allowing fast search on large image databases. In thispaper we propose a novel method based on BoVW that improves over current methods byusing a new kind of local color descriptor; which we call SDLC; that encodes the mostpredominant color occurrences in blocks of different image regions. We report results ofexperiments we performed with two publicly available image databases. The results indicatethat the use of SDLC led to a quite competitive CBIR method in comparison to the state-of-the-art.,Pattern Recognition (ICPR); 2012 21st International Conference on,2012,7
Exploiting entity semantics for query expansion,Wladmir Cardoso Brandao; Altigran Silva; Edleno Moura; Nivio Ziviani,ABSTRACT Many user queries nowadays contain references to named entities; which hasmotivated the development of new methods that exploit entity semantics for queryexpansion. At the same time; Wikipedia has been widely recognized as a large network ofnamed entities; where entity-related articles are organized into a comprehensive hierarchyof categories and present summarized information on these entities in the so-calledinfoboxes. In this paper; we present a new query expansion method that uses entitysemantics derived from Wikipedia. The main appeal of our method is that; differently fromprevious methods in the literature; it exploits valuable human-refined information availablein infoboxes to obtain candidate query expansion terms and to associate entities identified inqueries with categories. Indeed; by taking advantage of the semantic structure implicitly …,Proceedings of the IADIS International Conference WWW/INTERNET,2011,7
Multiple keyword-based queries over XML streams,Felipe C Hummel; Altigran S da Silva; Mirella M Moro; Alberto HF Laender,Abstract In this paper; we propose that various keyword-based queries be processed overXML streams in a multi-query processing way. Our algorithms rely on parsing stacksdesigned for simultaneously matching terms from several distinct queries and use newquery indexes to speed up search operations when processing a large number of queries.Besides defining a new problem and novel solutions; we perform experiments in whichaspects related to performance and scalability are examined.,Proceedings of the 20th ACM international conference on Information and knowledge management,2011,7
Unsupervised strategies for information extraction by text segmentation,Eli Cortez; Altigran S da Silva,Abstract Information extraction by text segmentation (IETS) applies to cases in which datavalues of interest are organized in implicit semi-structured records available in textualsources (eg postal addresses; bibliographic information; ads). It is an important practicalproblem that has been frequently addressed in the recent literature. We report here partialresults from a PhD thesis work in which we introduce ONDUX (On Demand UnsupervisedInformation Extraction); a new unsupervised probabilistic approach for IETS. As otherunsupervised IETS approaches; ONDUX relies on information available on pre-existing datato associate segments in the input string with attributes of a given domain. Unlike otherapproaches; we rely on very effective matching strategies instead of explicit learningstrategies. The effectiveness of this matching strategy is also exploited to disambiguate …,Proceedings of the Fourth SIGMOD PhD Workshop on Innovative Database Research,2010,7
The impact of term selection in genre-aware focused crawling,Guilherme T de Assis; Alberto HF Laender; Altigran S da Silva; Marcos André Gonçalves,Abstract The genre-aware approach to focused crawling aims at crawling pages related tospecific topics that can be expressed in terms of both genre and content information. Suchan approach requires an expert to specify a set of terms that describe the genre and thecontent of the pages of interest. In this paper; we analyze the impact of term selection on thisapproach. Thus; we have performed an experimental study in which we vary the number ofgenre and content terms used in focused crawling processes aimed at crawling pagesrelated to syllabi (genre) of computer science courses (subject) and sale offers (genre) ofcomputer equipments (subject). This experimental study showed that a small set of termsselected by an expert is usually enough to produce good results. In addition; we proposeand experimentally evaluate a strategy for semi-automatic generation of terms to be used …,Proceedings of the 2008 ACM symposium on Applied Computing,2008,7
Cardiovascular Autonomic Response to Food Ingestion in Patients with Gastritis: A Comparison Between Helicobacter pylori‐Positive and‐Negative Patients,Jocemir Ronaldo Lugon; Mauro Diniz Moreira; José Mentor Ramos De Almeida; Agostinho Soares Silva; Eliane Cathala Bordalo Esberard; Kelb Bousquet Santos; Angela Gouvêa Carvalho; Luciana Claudia Mendes; Da Nobrega; Antonio Claudio Lucas,Background: Feeding evokes a cardiovascular response associated to an increasedsympathetic drive. The role of the parasympathetic component in this regard is less clear.Improvement of postprandial vasovagal complaints after Helicobacter pylori eradication inthree cases led us to assess autonomic response to feeding in H. pylori-positive patients insearch for an exacerbated parasympathetic response. Material and Methods: Patients withmild or moderate chronic histologic gastritis were studied. Subjects with the same diagnosisbut testing negative for H. pylori were used as controls. Noninvasive cardiovascular testswere applied before and after feeding. Results: On sympathetic tests; standing postprandialblood pressure was lower than preprandially in 5/12 H. pylori-positive patients and in 0/9controls; p=. 045. Resting postprandial BP on handgrip test was significantly lower than …,Helicobacter,2006,7
Keyword-Based Queries Over Web Databases.,Altigran Soares da Silva; Pável Calado; Rodrigo C Vieira; Alberto HF Laender; Berthier A Ribeiro-Neto,ABSTRACT In this chapter; we propose an approach to using keywords (as in a Web searchengine) for querying databases over the Web. The approach is based on a Bayesiannetwork model andprovides a suitable alternative to the use ofinterfaces based on multipleforms with severalfields. Two major steps are involved when querying a Web databaseusing this approach. First; structured (database-like) queries are derivedfrom a querycomposed only ofthe keywords specified by the user. Next; the structured queries aresubmitted to a Web database; and the retrieved results are presented to the user as rankedanswers. To demonstrate thefeasibilityofthe approach; a simple prototype Web searchsystem based on the approach is presented. Experimental results obtained with this systemindicate that the approach allows for accurately structuring the user queries and retrieving …,*,2003,7
Scalp EEG recording: interictal/ictal location and spreading of epileptiform events,A Silva; JP Cunha; P Oliveira,ABSTRACT The relevance of scalp EEG recording on the selection of patients for epilepsysurgery usually is based on the concordance between the location of the epileptogenicfocus and the presumed ictal origin of clinical seizures visually identified or video recorded.Bilateralisation and/or spreading of the epileptiform events are among the causes of therelative lack of agreement between scalp topography and origin of EEG potentials.Computer methods mainly if they are adaptive and use multistrategic approaches improvethe accuracy on the detection of the epileptogenic focus; extracting relevant information onthe location and spreading of epileptiform events.,Acta Neurologica Scandinavica,1994,7
Ciência Brasil-the brazilian portal of science and technology,Alberto Laender; Mirella Moro; Altigran Silva; Clodoveu Davis Junior; Marcos Gonçalves; Renata Galante; Allan Silva; Carolina Bigonha; Daniel Dalip; Eduardo Nunes Barbosa; Eduardo Nunes Borges; Eli Cortez; Peterson Procópio Junior; Rafael Alencar; Thiago Augusto Lima Cardoso; Thiago Salles,Research social networks are a potentially useful resource for studying science andtechnology indicators from specific communities (eg; acountry). However; building andanalyzing such networks beget challenges beyond those from regular social networks; sincedata about actors and their relationships are usually dispersed across various sources. Inthis paper; we present a research social network built from an individual perspective bygathering data from a Brazilian curricula vitae repository. We describe its architecture andthe solutions adopted for data collection; extraction and deduplication; and for materializingand visualizing the network.,*,2011,6
Automatically generating structured queries in XML keyword search,Felipe da C Hummel; Altigran S Da Silva; Mirella M Moro; Alberto HF Laender,Abstract In this paper; we present a novel method for automatically deriving structured XMLqueries from keyword-based queries and show how it was applied to the experimental tasksproposed for the INEX 2010 data-centric track. In our method; called StruX; users specify aschema-independent unstructured keyword-based query and it automatically generates atop-k ranking of schema-aware queries based on a target XML database. Then; one of thetop ranked structured queries can be selected; automatically or by a user; to be executed byan XML query engine. The generated structured queries are XPath expressions consistingof an entity path (eg; dblp/article) and predicates (eg;/dblp/article [author=” john” and title=”xml”]). We use the concept of entity; commonly adopted in the XML keyword searchliterature; to define suitable root nodes for the query results. Also; StruX uses IR …,International Workshop of the Initiative for the Evaluation of XML Retrieval,2010,6
Web-DL: an experience in building digital libraries from the Web,Pável P Calado; Altigran S da Silva; Berthier Ribeiro-Neto; Alberto HF Laender; Juliano P Lage; Davi C Reis; Pablo A Roberto; Monique V Vieira; Marcos A Gonçalves; Edward A Fox,Abstract The Web contains a huge volume of information; almost all unstructured and;therefore; difficult to manage. In Digital Libraries; however; information is explicitlyorganized; described; and managed. In this paper; we propose an architecture that allowsthe construction of digital libraries from the Web; using standard protocols and archivaltechnologies; and incorporating powerful digital library and data extraction tools; thusbenefiting from the breadth of the Web contents; but supporting services and organizationavailable in digital libraries. The proposed architecture was applied to the Networked DigitalLibrary of Theses and Dissertations; providing an important first step toward rapidconstruction of large DLs from the Web; as well as a large-scale solution for interoperabilitybetween independent digital libraries.,Proceedings of the eleventh international conference on Information and knowledge management,2002,6
A framework for generating attribute extractors for web data sources,Davi de Castro Reis; Robson Braga Araújo; Altigran S da Silva; Berthier A Ribeiro-Neto,Abstract To cope with the irregularities of typical semistructured Web data; extraction toolsusually break the extraction task in two phases: an extraction phase; in which atomicattribute values are extracted from Web pages; and an assembling phase; in which theseatomic values are grouped to form complex objects. As a consequence; the whole process ishighly dependent on the attribute values collected in the first phase. All attribute values ofinterest should be properly recognized and spurious values should be discarded. Thus;attribute values extraction is an important problem. In this paper; we propose a newframework for generating attribute value extractors. The main appeal of this framework is thatit can be adapted for dealing with specific types of data sources and to incorporate distincttypes of heuristics for achieving good extraction performance. To demonstrate the …,International Symposium on String Processing and Information Retrieval,2002,6
Fast top-k preserving query processing using two-tier indexes,Caio Moura Daoud; Edleno Silva de Moura; Andre Carvalho; Altigran Soares da Silva; David Fernandes; Cristian Rossi,Abstract In this paper we propose and evaluate the Block Max WAND with CandidateSelection and Preserving Top-K Results algorithm; or BMW-CSP. It is an extension of BMW-CS; a method previously proposed by us. Although very efficient; BMW-CS does notguarantee preserving the top-k results for a given query. Algorithms that do not preserve thetop results may reduce the quality of ranking results in search systems. BMW-CSP extendsBMW-CS to ensure that the top-k results will have their rankings preserved. In theexperiments we performed for computing the top-10 results; the final average time requiredfor processing queries with BMW-CSP was lesser than the ones required by the baselinesadopted. For instance; when computing top-10 results; the average time achieved byMBMW; the best multi-tier baseline we found in the literature; was 36.29 ms per query …,Information Processing & Management,2016,5
A genetic programming framework to schedule webpage updates,Aécio SR Santos; Cristiano R de Carvalho; Jussara M Almeida; Edleno S de Moura; Altigran S da Silva; Nivio Ziviani,Abstract The quality of a Web search engine is influenced by several factors; includingcoverage and the freshness of the content gathered by the web crawler. Focusingparticularly on freshness; one key challenge is to estimate the likelihood of a previouslycrawled webpage being modified. Such estimates are used to define the order in whichthose pages should be visited; and thus; can be exploited to reduce the cost of monitoringcrawled webpages for keeping updated versions. We here present a Genetic Programmingframework; called GP4C GP 4 C—Genetic Programming for Crawling; to generate scorefunctions that produce accurate rankings of pages regarding their probabilities of havingbeen modified. We compare GP4C GP 4 C with state-of-the-art methods using a largedataset of webpages crawled from the Brazilian Web. Our evaluation includes multiple …,Information Retrieval Journal,2015,5
Lightweight methods for large‐scale product categorization,Eli Cortez; Mauro Rojas Herrera; Altigran S da Silva; Edleno S de Moura; Marden Neubert,Abstract In this article; we present a study about classification methods for large-scalecategorization of product offers on e-shopping web sites. We present a study about theperformance of previously proposed approaches and deployed a probabilistic approach tomodel the classification problem. We also studied an alternative way of modelinginformation about the description of product offers and investigated the usage of price andstore of product offers as features adopted in the classification process. Our experimentsused two collections of over a million product offers previously categorized by human editorsand taxonomies of hundreds of categories from a real e-shopping web site. In theseexperiments; our method achieved an improvement of up to 9% in the quality of thecategorization in comparison with the best baseline we have found.,Journal of the Association for Information Science and Technology,2011,5
MS; Cavaleiro; JAS,CMM Santos; A Silva,*,Synlett,2007,5
A signature-based bag of visual words method for image indexing and search,Joyce Miranda dos Santos; Edleno Silva de Moura; Altigran Soares da Silva; João Marcos B Cavalcanti; Ricardo da Silva Torres; Márcio Luiz A Vidal,Abstract In this paper; we revisit SDLC; an image retrieval method that adopts a signature-based approach to identify visual words; instead of the more conventional approach thatidentifies them by using clustering techniques. We start by providing a formal andgeneralized definition of the approach adopted in SDLC; which we call Signature-BasedBag of Visual Words. After that; we present a detailed study of SDLC parameters andexperiments with distinct weighting schemes used to compute the ranking of results;comparing the method to well-known cluster-based bag of visual words approaches. Whencompared to the initial proposal of SDLC; the choice of different parameters and a newweighting scheme allowed us to considerably reduce the size of the textual representationgenerated by the method; reducing also the indexing times and the query processing …,Pattern Recognition Letters,2015,4
Removing DUST Using Multiple Alignment of Sequences,Kaio Rodrigues; Marco Cristo; Edleno S de Moura; Altigran da Silva,A large number of URLs collected by web crawlers correspond to pages with duplicate ornear-duplicate contents. To crawl; store; and use such duplicated data implies a waste ofresources; the building of low quality rankings; and poor user experiences. To deal with thisproblem; several studies have been proposed to detect and remove duplicate documentswithout fetching their contents. To accomplish this; the proposed methods learnnormalization rules to transform all duplicate URLs into the same canonical form. Achallenging aspect of this strategy is deriving a set of general and precise rules. In this work;we present DUSTER; a new approach to derive quality rules that take advantage of a multi-sequence alignment strategy. We demonstrate that a full multi-sequence alignment of URLswith duplicated content; before the generation of the rules; can lead to the deployment of …,IEEE Transactions on Knowledge and Data Engineering,2015,4
A self-training CRF method for recognizing product model mentions in web forums,Henry S Vieira; Altigran S da Silva; Marco Cristo; Edleno S de Moura,Abstract Important applications in product opinion mining such as opinion summarizationand aspect extraction require the recognition of product mentions as a basic task. In the caseof consumer electronic products; Web forums are important and popular sources of valuableopinions. Forum users often refer to products by means of their model numbers. In a post auser would employ model numbers; eg;“BDP-93” and “BDP-103”; to compare Blu-rayplayers. To properly handle opinions in such a scenario; applications need to correctlyrecognize products by their model numbers. Forums; however; are informal and manychallenges for undertaking automatic product model recognition arise; since users mentionmodel numbers in many different ways. In this paper we propose the use of a self-trainingstrategy to learn a suitable CRF model for this task. Our method requires only a set of …,European Conference on Information Retrieval,2015,4
Learning to schedule webpage updates using genetic programming,Aécio SR Santos; Nivio Ziviani; Jussara Almeida; Cristiano R Carvalho; Edleno Silva de Moura; Altigran Soares da Silva,Abstract A key challenge endured when designing a scheduling policy regarding freshnessis to estimate the likelihood of a previously crawled webpage being modified on the web.This estimate is used to define the order in which those pages should be visited; and can beexplored to reduce the cost of monitoring crawled webpages for keeping updated versions.We here present a novel approach to generate score functions that produce accuraterankings of pages regarding their probability of being modified when compared to theirpreviously crawled versions. We propose a flexible framework that uses geneticprogramming to evolve score functions to estimate the likelihood that a webpage has beenmodified. We present a thorough experimental evaluation of the benefits of our frameworkover five state-of-the-art baselines.,International Symposium on String Processing and Information Retrieval,2013,4
Using taxonomies for product recommendation,Osvaldo Matos-Junior; Nivio Ziviani; Fabiano Botelho; Marco Cristo; Anisio Lacerda; Altigran Soares da Silva,*,Journal of Information and Data Management,2012,4
On using wikipedia to build knowledge bases for information extraction by text segmentation,Elton Serra; Eli Cortez; Altigran S da Silva; Edleno S de Moura,*,Journal of Information and Data Management,2011,4
Unsupervised information extraction with the ondux tool,André Porto; Eli Cortez; Altigran S da Silva; Edleno S de Moura,Page 1. A Unsupervised Information Extraction with the ONDUX Tool Presented by André PortoAndré Porto; Eli Cortez; Altigran S. da Silva; Edleno S. de Moura Univ. Fed. do Amazonas (UFAM) -Brazil SBBD 2011 Florianópolis; Brazil Page 2. The IETS Problem ► Information Extraction byText Segmentation ► Goal: ► To extract attribute values occurring in implicit semi- structured datarecords ► Current IETS methods predict labels for sequence of text segments corresponding toattribute values ► HMM – Borkar et al. (SIGMOD01); CRF – Laferty et al. (ICML01); ONDUX –Cortez et. al (SIGMOD10) Page 3. Motivation ► Abundance of on-line sources of text documents ►Postal Addresses; Classified Ads; Bibliography references... ► Necessity of storing these datain structured format ► Relational DB; XML; ► Unsupervised Methods rely on attribute values frompre- existing data sources to perform extraction task …,Simpsio Brasileiro de Banco de Dados,2011,4
Extraç ao de dados e metadados em textos semi-estruturados usando HMMs,Roberto Oliveira dos Santos; Filipe de Sá Mesquita; Altigran Soares da Silva; Eli Cortez C Vilarinho,Resumo. A Web é abundante em páginas que armazenam dados de forma implıcita. Emmuitos casos; estes dados estao presentes em textos semiestruturados sem a presença dedelimitadores explıcitos e organizados em uma estrutura também implıcita. Neste artigoapresentamos uma nova abordagem para extraçao em textos semi-estruturados baseadaem Modelos de Markov Ocultos (Hidden Markov Models-HMM). Ao contrário de outrostrabalhos baseados em HMM; nossa abordagem dá ênfasea extraç ao de metadados alémdos dados propriamente ditos. Esta abordagem consiste no uso de uma estrutura aninhadade HMMs; onde um HMM principal identifica os atributos no texto e HMMs internos; um paracada atributo; identificam os dados e metadados. Os HMMs sao gerados a partir de umtreinamento com uma fraçao de amostras da base a ser extraıda. Nossos experimentos …,*,2006,4
Particle Swarm based Data Mining Algorithms for classification task,T Souda; A Silva; A Neves,*,Parallel Computing,2004,4
Cobweb-um coletor automático de documentos web,AS Silva; Eveline A Veloso; Paulo B Golgher; Berthier Ribeiro-Neto; Nivio Ziviani; Alberto HF Laender,*,Proc. XXVI Seminário Integrado de Software e Hardware (SEMISH 99); Rio de Janeiro; Brasil,1999,4
Using active learning techniques for improving database schema matching methods,Diego Rodrigues; Altigran da Silva; Rosiane Rodrigues; Eulanda dos Santos,The schema matching problem consists of finding semantic correspondences betweenelements (eg; attributes) of two database schemas. Typically; methods to solve this problemfirst use pair-wise functions called matchers to generate similarity scores values betweenpairs of elements from the two schemas. These scores are used as estimations of thecorrespondence between elements. Next; matchers are combined to establish which pairs ofelements must be mapped when integrating the two schemas. For this; the best-knownschema matching methods rely on fixed heuristics. We consider that using fixed heuristics isnot always helpful to cope with a variety of database and element mismatch cases andargue that machine learning (ML) techniques comprise suitable alternatives to properlycombine matchers. In this paper we propose ALMa (Active Learning Matching); a novel …,Neural Networks (IJCNN); 2015 International Joint Conference on,2015,3
A energy efficient WSN system for limited power source environments,Rodrigo S Semente; Alexandre Silva; Andrés O Salazar; Felipe DM Oliveira; Alberto S Lock,In this work; a Wireless Sensor Networks (WSN) is analyzed and implemented to control ainstrumented process in environments with limited power source. Present propose is basedon IEEE 802.15. 4 standard; using Zigbee and Modbus protocols. A simplified and robustsystem architecture is presented; emphasizing the control subsystem of charge anddischarge; using solar panels; as well as software optimized for task of network controllingand sensing; both characteristics which that a reduced consumption of energy. Thesecharacteristics were proved by energetic efficiency tests and a system study that will beautomated to define a rate optimal operation.,Sensing Technology (ICST); 2013 Seventh International Conference on,2013,3
Unsupervised information extraction by text segmentation,Eli Cortez; Altigran S Da Silva,Information Extraction (IE) refers to the automatic extraction of structured information such asentities; relationships between entities; and attributes describing entities from noisyunstructured textual sources. It derives from the necessity of having unstructured data storedin structured formats (tables; XML); so that it can be further queried; processed; andanalyzed. The IE problem encompasses many distinct sub-problems such as Named EntityRecognition (NER); Open Information Extraction; Relationship Extraction; and TextSegmentation. Information Extraction by Text Segmentation (IETS) is the problem ofsegmenting unstructured textual inputs to extract implicit data values contained in them. Inthis book; we present a novel unsupervised approach for the problem of IETS. Thisapproach relies on information available on pre-existing data to learn how to associate …,*,2013,3
A self-supervised approach for extraction of attribute-value pairs from wikipedia articles,Wladmir C Brandao; Edleno S Moura; Altigran S Silva; Nivio Ziviani,Abstract Wikipedia is the largest encyclopedia on the web and has been widely used as areliable source of information. Researchers have been extracting entities; relationships andattribute-value pairs from Wikipedia and using them in information retrieval tasks. In thispaper we present a self-supervised approach for autonomously extract attribute-value pairsfrom Wikipedia articles. We apply our method to the Wikipedia automatic infobox generationproblem and outperformed a method presented in the literature by 21.92% in precision;26.86% in recall and 24.29% in F1.,International Symposium on String Processing and Information Retrieval,2010,3
FleDEx: flexible data exchange,Filipe Mesquita; Denilson Barbosa; Eli Cortez; Altigran S da Silva,Abstract We propose a lightweight framework for data exchange that is suitable for non-expert and casual users sharing data on the Web or through peer-to-peer systems. Unlikeprevious work; we consider a simplistic data model and schema formalism that are suitablefor describing typical online data; and propose algorithms for mapping such schemas aswell as for translating the corresponding instances. Our solution requires minimal overheadand setup costs compared to existing data exchange systems; making it very attractive in theWeb data exchange setting. We report experimental results indicating that our method workswell with real Web data from various domains.,Proceedings of the 9th annual ACM international workshop on Web information and data management,2007,3
Detecç ao de réplicas utilizando conteúdo e estrutura,André Luiz da Costa Carvalho; Allan José de Souza Bezerra; Edleno Silva de Moura; Altigran Soares da Silva; Patrıcia Silva Peres,Abstract. Identifying replicated sites is an important task for search engines. It can reducedata storage costs; improve query processing time and remove noises that might affect thequality of the final answer given to the user. This paper introduces a new approach to detectreplicated sites in search engines databases; using as replication evidences the websites'structure and the content of their pages. It is also depicted the result of experimentsperformed with a real search engine database. Our approach found 8.43% of the web pagesstored in the database were in replicated web sites with 94.4% precision; result witch ismore accurate than the ones found in other works. Resumo. A identificaçao de sıtios Webreplicados é uma tarefa central para o bom funcionamento de uma máquina de busca;reduzindo custos de armazenamento dos dados; processamento de consultas e …,Simpósio Brasileiro de Banco de Dados,2005,3
Estratégias Baseadas em Exemplos para Extraçao de Dados Semi-Estruturados da Web,Altigran Soares da Silva,Resumo Neste trabalho; sao propostas; implementadas e avaliadas estratégias e técnicaspara o problema de extraçao de dados semi-estruturados de fontes de dados da Web;dentro do contexto de uma abordagem chamada DEByE (Data Extraction By Example). Osresultados obtidos com o trabalho foram usados na implementaçao de um ferramenta deextraçao de dados; também chamada DEByE; e tiveram sua eficácia verificada através deexperimentaçao. A abordagem DEByE é dita semi-automática; no sentido em que o papeldos usuários (ou seja; dos desenvolvedores de extratores) é limitado ao fornecimento deexemplos dos dados a serem extraıdos; o que os isola de ter que conhecer ascaracterısticas especificas de formaçao das páginas alvo. Os exemplos fornecidosdescrevem a estrutura dos objetos a serem extraıdos por meio de tabelas aninhadas; as …,*,2002,3
Managing Web data through views,Álisson R Arantes; Alberto HF Laender; Paulo B Golgher; Altigran S da Silva,Abstract The huge amount of data available on the Web creates a great demand for methodsand tools that allow the manipulation of such data. Thus; the notion of view as a mechanismfor providing access to Web data has been revisited. In this paper; we present anenvironment composed of a set of high-level tools that allow the fetching; extraction;integration; and refreshing of Web data. Using this environment; database designers canbuild and maintain Web views by defining schemas for data integration; specifying wrappers(agents for collecting Web pages and extracting data from them); and defining plans forrefreshing the view contents.,International Conference on Electronic Commerce and Web Technologies,2001,3
ASByE: uma Ferramenta Baseada em Exemplos para Especificação de Agentes para Coleta de Documentos Web.,Paulo Braz Golgher; Alberto HF Laender; Altigran Soares da Silva; Berthier A Ribeiro-Neto,*,SBBD,2000,3
Color and texture applied to a signature-based bag of visual words method for image retrieval,Joyce Miranda Dos Santos; Edleno Silva De Moura; Altigran Soares Da Silva; Ricardo da Silva Torres,Abstract This article addresses the problem of representation; indexing and retrieval ofimages through the signature-based bag of visual words (S-BoVW) paradigm; which mapsfeatures extracted from image blocks into a set of words without the need of clusteringprocesses. Here; we propose the first ever method based on the S-BoVW paradigm thatconsiders information of texture to generate textual signatures of image blocks. We alsopropose a strategy that represents image blocks with words which are generated based onboth color as well as texture information. The textual representation generated by thisstrategy allows the application of traditional text retrieval and ranking techniques to computethe similarity between images. We have performed experiments with distinct similarityfunctions and weighting schemes; comparing the proposed strategy to the well-known …,Multimedia Tools and Applications,2017,2
MKStream: An Efficient Algorithm for Processing Multiple Keyword Queries over XML Streams,Evandrino G Barros; Alberto HF Laender; Mirella M Moro; Altigran S da Silva,Abstract In this paper; we tackle the problem of processing various keyword-based queriesover XML streams in a scalable way; improving recent multi-query processing approaches.We propose a customized algorithm; called MKStream; that relies on parsing stacksdesigned for simultaneously matching several queries. Particularly; it explores the possibilityof adjusting the number of parsing stacks for a better trade-off between processing time andmemory usage. A comprehensive set of experiments evaluates its performance andscalability against the state-of-the-art; and shows that MKStream is the most efficientalgorithm for keyword search services over XML streams.,International Conference on Conceptual Modeling,2014,2
Filter-stream named entity recognition: A case study at the MSM2013 concept extraction challenge,Diego Marinho De Oliveira; Alberto HF Laender; Adriano Veloso; Altigran S Da Silva,Abstract. Microblog platforms such as Twitter are being increasingly adopted by Web users;yielding an important source of data for web search and mining applications. Tasks such asNamed Entity Recognition are at the core of many of these applications; but theeffectiveness of existing tools is seriously compromised when applied to Twitter data; sincemessages are terse; poorly worded and posted in many different languages. In this paper;we briefly describe a novel NER approach; called FS-NER (Filter Stream Named EntityRecognition) to deal with Twitter data; and present the results of a preliminary performanceevaluation conducted to assess it in the context of the Concept Extraction Challengeproposed by the 2013 Workshop on Making Sense of Microposts-MSM2013. FS-NER ischaracterized by the use of filters that process unlabeled Twitter messages; being much …,Making Sense of Microposts (# MSM2013),2013,2
RT-NED: Real-time named entity disambiguation on Twitter streams,Alexandre Davis; Walter Santos; Adriano Veloso; Wagner Meira Jr; Alberto Laender; Altigran Soares da Silva,Abstract. Mining data from social midia channels; such as Twitter; is an increasinglyimportant challenge. Messages continuously flow through the Web in high volumes; and thelack of a syntactical structure makes it hard to extract information from them. For instance;Identifying entities in such messages is a requirement for applications such as contextextraction and sentiment analysis. In this paper; we present a novel technique to solve themany-to-many correspondence between ambiguous names and a unique real-world entity;in real-time; using only a stream of messages as data source. This novel technique isimplemented using a three-stage pipeline. In the first stage; previously defined filtering rules(colocations; users; hash tags) are used to identify clearly positive examples of messagestruly mentioning the real-world entity (ies). These messages are given as input to a …,Anais no XXVI Simpósio Brasileiro de Banco de Dados-Sessão de Demos. Florianópolis,2011,2
Waves: a fast multi-tier top-k query processing algorithm,Caio Moura Daoud; Edleno Silva de Moura; David Fernandes; Altigran Soares da Silva; Cristian Rossi; Andre Carvalho,Abstract In this paper; we present Waves; a novel document-at-a-time algorithm for fastcomputing of top-k query results in search systems. The Waves algorithm uses multi-tierindexes for processing queries. It performs successive tentative evaluations of results whichwe call waves. Each wave traverses the index; starting from a specific tier level i. Each wavei may insert only those documents that occur in that tier level into the answer. Afterprocessing a wave; the algorithm checks whether the answer achieved might be changed bysuccessive waves or not. A new wave is started only if it has a chance of changing the top-kscores. We show through experiments that such lazy query processing strategy results insmaller query processing times when compared to previous approaches proposed in theliterature. We present experiments to compare Waves' performance to the state-of-the-art …,Information Retrieval Journal,2017,1
Lca-based algorithms for efficiently processing multiple keyword queries over XML streams,Evandrino G Barros; Alberto HF Laender; Mirella M Moro; Altigran S da Silva,Abstract In a stream environment; differently from traditional databases; data arrivecontinuously; unindexed and potentially unbounded; whereas queries must be evaluated forproducing results on the fly. In this article; we propose two new algorithms (calledSLCAStream and ELCAStream) for processing multiple keyword queries over XML streams.Both algorithms process keyword-based queries that require minimal or no schemaknowledge to be formulated; follow the lowest common ancestor (LCA) semantics; andprovide optimized methods to improve the overall performance. Moreover; SLCAStream;which implements the smallest LCA (SLCA) semantics; outperforms the state-of-the-art; withup to 49% reduction in response time and 36% in memory usage. In turn; ELCAStream is thefirst to explore the exclusive LCA (ELCA) semantics over XML streams. A comprehensive …,Data & Knowledge Engineering,2016,1
Methods and Techniques for Information Extraction by Text Segmentation.,Altigran Soares da Silva; Eli Cortez,Abstract. The growing use of text files for information exchange; such as HTML pages; XMLdocuments; e-mail; blogs posts; tweets; RSS and SMS messages; has brought manyproblems related to how properly exploit the information implicitly contained therein. Inparticular; problems related to Information Extraction from such sources have motivatedmany studies in various scientific communities in areas such as Databases; Data Mining;Information Retrieval and Artificial Intelligence. In this tutorial; we present recent methodsand techniques in the literature to address the problem of Information Extraction by TextSegmentation (IETS); which consists in extracting values of interest organized into semi-structured records (eg; postal addresses; bibliographic citations; classified ads; etc.);implicitly present in textual sources. We will discuss the most recent major approaches …,AMW,2012,1
