Probabilistic seismic response analysis of a 3-D reinforced concrete building,Marco Faggella; Andre R Barbosa; Joel P Conte; Enrico Spacone; Jose I Restrepo,Abstract This paper presents the probabilistic seismic demand analysis with respect toseismic input uncertainty only of a 3-D reinforced concrete building model subjected to three-component earthquake ground motion excitation. Response history analyses are carried outon a nonlinear frame model. Probability distributions are assumed for the ground motionIntensity Measure (IM) taken as the linear 5% damped elastic spectral acceleration at thefundamental period of the structure. Part of the framework of the so-called PerformanceBased Earthquake Engineering (PBEE) methodology developed by the Pacific EarthquakeEngineering Research (PEER) Center is used in this study. This paper has two mainobjectives. The first objective is to perform a probabilistic demand analysis of an existingbuilding conditional on the ground motion IM. The second objective is to use the results …,Structural Safety,2013,30
Structural Damage Assessment of a Five Tiered Pagoda Style Temple in Nepal,Richard L Wood; Mohammad Ebrahim Mohammadi; Andre R Barbosa; Chandra Kiran Kawan; Manjip Shakya; Michael J Olsen,Abstract The April 2015 M7. 8 Gorkha Earthquake and its aftershocks caused extensivedamage to numerous cultural heritage sites throughout Nepal. While many structuresexperienced complete collapses; one of the most recognizable cultural heritage sites thatsuffered damage was the five-tiered Nyatapola Temple; a UNESCO World Heritage sitelocated in Bhaktapur; Nepal. This temple was originally completed in 1702 and survivedboth the 1934 Nepal-Bihar and 2015 Gorkha Earthquake and subsequent aftershocks.However; this historical temple experienced extensive cracks within the unreinforcedmasonry brick walls with mud-mortar during the 2015 earthquake. As a result; the authorscollected detailed assessment data to characterize its state in the aftermath of the 2015earthquake to inform potential rehabilitation solutions. The data collected includes …,*,*,*
Guidelines for Development of Smart Apps for Assessing; Coding; and Marking Highway Structures in Emergency Situations,Zhiqiang Chen; Gene Roe; Inc Hampton; NH Kaz Tabrizi; NJ Hamilton; Michael J Olsen; Andre Barbosa; Patrick Burns; Alireza Kashani; Haizhong Wang; Marc Veletzos; North Andover,This manual presents a guideline for developing a smart device-based application (SmartApp) software system for automating manual and paper-based Preliminary DamageAssessment (PDA) for highway structures in emergency situations. The primary intent of thismanual is to facilitate communication between structural engineers; respondents; inspectors;and the Information Technology (IT) professionals who will develop and manage the appand associated data. In other words; it helps the structural engineers with communicating theneeds of the app and how it may interface with their current procedures. It helps IT staffunderstand the overall process and what features are needed in the app. A full PDA processincludes the steps of assessing; coding; and marking of transportation structures followingan emergency event. The objective of PDA is to quickly inspect and assess highway …,*,*,*
FRAGILITY AND LOSS ASSESSMENT OF PRE-NORTHRIDGE STEEL MOMENT FRAMES USING THE OPENSEES FRAMEWORK,Filipe LA Ribeiro; André R Barbosa; Luís C Neves,ABSTRACT In steel moment resisting frame structures; beams; columns; and connectionscan experience large strains and sustain strength and stiffness deterioration during intenseearthquake ground motion shaking. In this paper; bilinear models accounting for strengthand stiffness deterioration of both beams and beam-column connections are studied. Beamsare modeled using finite-length plastic hinge beam-column elements while the connectionbehavior is modeled using zero-length springs. Columns are modeled using fiber-sectiondistributed plasticity elements to account for axial load and bending moment interaction. Twoapplication examples are presented using OpenSees. Results obtained with the proposedmodeling approach are compared with an idealized model assuming rigid connections.Results in this work show that consideration of brittle beam-column connections leads to …,*,*,*
SENSITIVITY ANALYSIS OF STEEL MOMENT FRAMES SUBJECTED TO STRUCTURAL FIRE USING THE OPENSEES FRAMEWORK,Filipe LA Ribeiro; Rúben P Rosário; André R Barbosa; Luís C Neves,ABSTRACT A large number of variables are involved in the simulation of structural fireresponse. As a consequence; structural fire analysis may be extremely costly. This studyaims at identifying the most important variables affecting the response of steel structuresunder and immediately after being subjected to structural fire loading. Two case studyexamples are presented; which use the thermal tools of the Open System for EarthquakeEngineering Simulation (OpenSees) framework. A Tornado Diagram Analysis is used toevaluate the sensitivity of the response to loading and material parameters. Results indicatethat the uncertainty in structural fire load density tends to be the most relevant parameterinfluencing maximum and residual deformations.,*,*,*
CODE 1.7. 73 SISMO NO NEPAL 2015: LIÇÕES RETIRADAS DO COMPORTAMENTO E DANO OBSERVADO NOS EDIFÍCIOS,H Varum; A Arêde; H Rodrigues; N Vila Pouca; J Dias-Oliveira; A Furtado; A Barbosa,RESUMO Após o sismo de Gorkha no Nepal; uma equipa da Faculdade de Engenharia daUniversidade do Porto em colaboração com outras instituições internacionais;nomeadamente Oregon State University e University of Buffalo dos Estados Unidos;Università degli Studi “Gabriele d'Annunzio” e Università degli Studi di Roma La Sapienzade Itália; e o National Society for Earthquake Technology (NSET) do Nepal; realizou umavisita aos locais afetados de forma mais gravosa na região da capital; Catmandu. O sismoocorreu às 11h56 (horal local) do dia 25 de Abril de 2015; com uma magnitude de 7.8;sendo seguido por mais de 400 réplicas com magnitudes superiores a 4.0. As regiões maisafetadas são caracterizadas por uma atividade sísmica elevada; tendo o sismo provocadodanos significativos no parque edificado existente e resultado na morte de mais de 9000 …,*,*,*
NUMERICAL STUDY OF URM INFILLED REINFORCED CONCRETE FRAME RETROFITTED WITH EMBEDDED REINFORCING STEEL,Rajendra SOTI; Andre R BARBOSA; Andreas STAVRIDIS,ABSTRACT Unreinforced masonry (URM) infill walls are widely used in regions with highseismicity around the world. When subjected to seismic loading; the failure of these walls isoften catastrophic as these walls typically exhibit brittle failures. These catastrophic failureshave been observed since earthquakes in the 1930s and also in the aftermath of recentearthquakes such as the 2010 Haiti (Mw 7.0); the 2010 Maule Chile (Mw 8.8); and the 2010and 2011 Darfield and Christchurch New Zealand earthquakes (Mw 7.1 and Mw 6.3;respectively). All the failures observed should be reason enough for retrofitting of URM andURM infill RC frames; but the cost is typically the main hindrance to seismically upgradingthese URM walls. Thus; there still is a pressing need for developing cost-effective retrofitstrategies. A simple and cost-effective retrofit solution for URM infill walls is proposed …,*,*,*
Reliability-based robustness assessment of structures subjected to aftershock hazard events,FLA Ribeiro; AR Barbosa; LC Neves,ABSTRACT: A contribution to the definition and assessment of structural robustness ofstructures subjected to multiple (cascading) hazards is presented. The focus is placed onreliability of ductile steel moment-resisting frame structures subjected to an initial earthquake(mainshock) followed by an aftershock; without time for structural repairs and retrofits. In thiscontext; a structure is defined as more robust if it has an increased capacity to sustain themainshock induced damage and is thus less susceptible to collapse under subsequenthazards. Measures of robustness that make use of the reliability index of the undamagedand the damaged structure are used to quantify and compare the robustness of 3-; 9-; and20-story buildings designed under the SAC Steel Project. These buildings are modeled inOpenSees and subjected to mainshock-aftershock sequences. The results obtained …,*,*,*
PRELIMINARY PROPOSAL FOR PERFORMANCE-BASED STRUCTURAL ENGINEERING FOR FIRE FOLLOWING EARTHQUAKE,AR Barbosa; LC Neves2 F Ribeiro,ABSTRACT The problem of fire following large earthquake raises significant concerns inearthquake prone areas. The evaluation of the occurrence and consequences of firesfollowing earthquakes are a highly nonlinear and uncertain problem. The purpose of thispaper is to report the ground work that the authors have been developing on the topic ofperformance-based assessment of building structures due to fire following earthquakecascading hazard. The paper presents a probabilistic framework for performance-basedstructural engineering (PBSE) that is currently under development and which includesearthquake performance assessment and fire performance assessment; namely in thespecial case of fire following earthquakes. The probabilistic framework presented can beseen as an extension of the performance-based earthquake engineering (PBEE) …,*,*,*
IMPROVING THE SEISMIC PERFORMANCE OF DIAGRID STEEL STRUCTURES USING FRICTION MASS DAMPER,Garlan Ramadhan; André R Barbosa,ABSTRACT The steel diagrid structural system is a recent load bearing and lateral resistingstructural system for tall building structures that is relatively unexplored in the western UnitedStates. One possible reason for the little use of diagrid systems in earthquake prone regionsis the lack of guidelines and application examples illustrating the design and analysis ofthese structures. In this work; a prototype building with 72 stories is used as an example forwhich the design and analysis of the diagrid system is performed. Friction mass dampers areprovided at the top of the building to mitigate the possible large displacement and baseshear demands that these structures may undergo under seismic events. Using a nonlinearfinite element model of the mass damper; which is connected to a linear model of thebuilding structure; the effectiveness of the friction mass damper system is studied. The …,*,*,*
VECTOR-VALUED PROBABILISTIC SEISMIC HAZARD AND DEMAND ANALYSIS USING USGS PROBABILISTIC SEISMIC HAZARD RESULTS,André R Barbosa; Joel P Conte; Jack W Baker; José I Restrepo,*,*,*,*
RESOLUÇÃO DE PROBLEMAS DE ELASTICIDADE COM WAVELETS NO INTERVALO,André R Barbosa; Luís MSS Castro,*,*,*,*
