Self-trapping of partially spatially incoherent light,Matthew Mitchell; Zhigang Chen; Ming-feng Shih; Mordechai Segev,Optical spatial solitons have been extensively studied during the last three decades[1]. Self-trappingof optical beams occurs when diffraction is exactly balanced by self- focusing due to an opticalnonlinearity [2]. Self-focusing was first studied in gases [3]; fluids [4]; and solids [5] which possessKerr-like nonlinearities. It has been found that self-trapping of a two dimensional beam in Kerrme- dia is unstable; which leads to catastrophic self-focusing [6] and eventually to beambreakup. Furthermore; even self-trapping of a one dimensional beam in a bulk Kerr mediumis unstable: It suffers from transverse instabil- ities that lead to beam breakup and filamentation[7]. Thus only self-trapping of a one dimensional beam in a slab waveguide is stable in a Kerrmedium [5]. Theoret- ical studies have shown that saturable Kerr media should be able to supportstable self-trapping of a two dimen- sional beam [8]. The first … FIG.2. Photographs of …,Physical review letters,1996,489
Transverse pattern development; phase vortex formation; and space-time dynamics in a laser model not restricted a priori to a few modes,Zhigang Chen; Neal Broadus Abraham; Salvador Balle; Eduardo J D'Angelo; Jorge R Tredicce,Transverse pattern dynamics in the output of a laser are studied by detailed numericalsolutions of the full set of Maxwell Bloch equations. The effects of different parameters on thebehavior of the solutions are investigated. Our numerical results reveal a rich variety ofbehaviors in the pattern evolution; phase vortex formation and spatiotemporal dynamics inthe output of a laser beam.,Nonlinear Dynamics in Lasers and Optical Systems,1994,4
Nonlinear self-action of light through biological suspensions,Anna Bezryadina; Tobias Hansson; Rekha Gautam; Benjamin Wetzel; Graham Siggins; Andrew Kalmbach; Josh Lamstein; Daniel Gallardo; Edward J Carpenter; Andrew Ichimura; Roberto Morandotti; Zhigang Chen,Abstract It is commonly thought that biological media cannot exhibit an appreciablenonlinear optical response. We demonstrate; for the first time to our knowledge; a tunableoptical nonlinearity in suspensions of cyanobacteria that leads to robust propagation andstrong self-action of a light beam. By deliberately altering the host environment of the marinebacteria; we show experimentally that nonlinear interaction can result in either deeppenetration or enhanced scattering of light through the bacterial suspension; while theviability of the cells remains intact. A theoretical model is developed to show that a nonlocalnonlinearity mediated by optical forces (including both gradient and forward-scatteringforces) acting on the bacteria explains our experimental observations.,Physical review letters,2017,3
Continued improvement in reduced-mode (REM) diodes enable 272 W from 105 μm 0.15 NA beam,M Kanskar; L Bao; Z Chen; D Dawson; M DeVito; W Dong; M Grimshaw; X Guan; M Hemenway; R Martinsen; W Urbanek; S Zhang,High-power; high-brightness diode lasers from 8xx nm to 9xx nm have been pursued inmany applications including fiber laser pumping; materials processing; solid-state laserpumping; and consumer electronics manufacturing. In particular; 915 nm-976 nm diodes areof interest as diode pumps for the kilowatt CW fiber lasers. Thus; there have been manytechnical efforts on driving the diode lasers to have both high power and high brightness toachieve high-performance and reduced manufacturing costs. This paper presents ourcontinued progress in the development of high brightness fiber-coupled product platform;element TM. In the past decade; the amount of power coupled into a single 105 μm and 0.15NA fiber has increased by over a factor of ten through improved diode laser brilliance andthe development of techniques for efficiently coupling multiple emitters into a single fiber …,High-Power Diode Laser Technology XV,2017,3
Remembered or Forgotten?—An EEG-Based Computational Prediction Approach,Xuyun Sun; Cunle Qian; Zhongqin Chen; Zhaohui Wu; Benyan Luo; Gang Pan,Prediction of memory performance (remembered or forgotten) has various potentialapplications not only for knowledge learning but also for disease diagnosis. Recently;subsequent memory effects (SMEs)—the statistical differences in electroencephalography(EEG) signals before or during learning between subsequently remembered and forgottenevents—have been found. This finding indicates that EEG signals convey the informationrelevant to memory performance. In this paper; based on SMEs we propose a computationalapproach to predict memory performance of an event from EEG signals. We devise aconvolutional neural network for EEG; called ConvEEGNN; to predict subsequentlyremembered and forgotten events from EEG recorded during memory process. With theConvEEGNN; prediction of memory performance can be achieved by integrating two …,PloS one,2016,3
Rapid predictors for the occurrence of reduced left ventricular ejection fraction between LAD and non-LAD related ST-elevation myocardial infarction,Zhang-Wei Chen; Zi-Qing Yu; Hong-Bo Yang; Ying-Hua Chen; Ju-Ying Qian; Xian-Hong Shu; Jun-Bo Ge,Reduced left ventricular ejection fraction (LVEF) after acute myocardial infarction (AMI);which implies the occurrence of cardiac dysfunction; impacts cardiac prognosis; even afterprimary percutaneous coronary intervention (PCI). This study was designed to clarify thedifference of clinical and angiographic predictors for reduced LVEF in ST-elevationmyocardial infarction (STEMI) patients with left anterior descending artery (LAD) or non-LADvessel as culprit artery. This was a retrospective study to review a total of 553 patients ofSTEMI underwent primary PCI in our hospital. All patients underwent echocardiography.Univariate analysis; multivariate analysis and classification and regression tree (CART)were performed between LAD related AMI and non-LAD related STEMI. The primaryoutcome was the occurrence of reduced LVEF 4–6 days after PCI. In this study; culprit …,BMC cardiovascular disorders,2016,3
Synthesis of mesoporous materials SBA-16 with different morphologies and their application in dibenzothiophene hydrodesulfurization,Zhengkai Cao; Peng Du; Aijun Duan; Rong Guo; Zhen Zhao; Hong lei Zhang; Peng Zheng; Chunming Xu; Zhentao Chen,Abstract A series of mesostructured SBA-16 materials with different morphologies wereprepared by templating method using triblock copolymer pluronic F127 (EO 106 PO 70 EO106) as surfactant and tetraethyl orthosilicate (TEOS) as silicon source. The influences ofinorganic salt KCl and the synthesis temperature (temperature of the synthesis processbefore hydrothermal treatment) from 25 to 55° C on the morphologies of SBA-16 materialswere also investigated. The obtained materials were characterized by various techniques;including X-ray diffraction (XRD); small-angle X-ray scattering (SAXS); scanning electronmicroscope (SEM); transmission electron microscopy (TEM); N 2 adsorption–desorption; UV–visible diffuse reflectance spectrum (UV–vis DRS); H 2 temperature-programmed reduction(H 2-TPR); Raman and X-ray photoelectron spectra (XPS) measurements. The SAXS …,Chemical Engineering Science,2016,3
Diffusion of sulfur-containing compounds in petroleum residue fractions I. Hindered diffusion through polycarbonate membranes at ambient conditions,Zhentao Chen; Yun Wu; Mengyuan Zheng; Junfeng Liu; Zhiming Xu; Suoqi Zhao; Chunming Xu,Abstract Hindered diffusion of sulfur-containing compounds in Venezuela atmosphericresidue fractions through pore of polycarbonate membranes was investigated by using adiaphragm cell at 298 K. The results confirmed that residue fractions are all polydispersivemixtures. The sizes of membrane pore and fractions are the principal factors to diffusivities.In contrast to four fractions obtained by SFEF (supercritical fluid extraction and fraction)technique; there is a significant decrease in diffusion coefficients of maltenes andasphaltenes with increase of concentrations. Combining diffusivity variation of sulfurcompounds in maltenes and asphaltenes with the study in literature; different aggregatedegree was deduced for them over concentrations of 0.1–40 g/L. The influence ofaggregation on diffusion coefficients enlarged as fractions become heavier and …,Fuel,2016,3
In vitro and in vivo magnetic resonance imaging with chlorotoxin-conjugated superparamagnetic nanoprobes for targeting hepatocarcinoma,Zhu Chen; En-Hua Xiao; Zhen Kang; Wen-Bin Zeng; Hui-Long Tan; Hua-Bing Li; Du-Jun Bian; Quan-Liang Shang,Abstract The present study aimed to assess the in vitro and in vivo magnetic resonanceimaging (MRI) features of chlorotoxin (CTX)-conjugated superparamagnetic iron oxide(SPIO) nanoprobes. CTX-conjugated nanoprobes were composed of SPIO coated withpolyethylene glycol (PEG) and conjugated with CTX. The nanoprobes were termed SPIO-PEG-CTX. MRI of the SPIO and SPIO-PEG-CTX solutions at a different concentration wasperformed with a 3.0-T MRI scanner (Philips Achieva 3.0 TX Series; Phillips Healthcare; TheNetherlands). Rabbit VX2 hepatocarcinoma was established by a traditional laparotomymethod (injection of the tumor particles into the liver using a 15G syringe needle) followingapproval by the institutional animal care and use committee. Contrast-enhanced MRI of VX2rabbits (n= 8) was performed using the same MRI scanner with SPIO‑PEG-CTX solutions …,Oncology reports,2016,3
Controlled generation of pseudospin-mediated vortices in photonic graphene,Daohong Song; Sheng Liu; Vassilis Paltoglou; Daniel Gallardo; Liqin Tang; Jianlin Zhao; Jingjun Xu; Nikolaos K Efremidis; Zhigang Chen,Abstract We demonstrate controllable generation and destruction of pseudospin-mediatedtopological charges (vortices) in the photonic analogy of graphene—optically inducedhoneycomb lattices (HCLs). When only one of the two sublattices is selectively excited bythe probe beams that are momentum-matched onto the Dirac points; a singly-chargedoptical vortex emerges in the output of the symmetric conical diffraction pattern. Furthermore;flipping of the topological charge is observed as the excitation shifts from sublattice A tosublattice B. On the other hand; when both sublattices are simultaneously excited; theconical diffraction pattern becomes highly asymmetric; accompanied by interestingphenomena related to the generation of half-integer vortices and line singularities. Wepresent four different cases of selective excitation using two different approaches; one …,2D Materials,2015,3
Is radical-by-radical reading strategy effective for Chinese pure alexia? A case study.,Zhongqin Chen; Hanyu Shao; Mingwei Xu; Guoping Peng; Ping Liu; Xiaoyan Liu; Chunlei Shan; Xuchu Weng; Benyan Luo,Objective: Currently; it is unclear whether a radical-by-radical (RBR) reading strategy existsin Chinese pure alexia; compared to the letter-by-letter (LBL) reading strategy in alphabeticlanguages. In this study; we focus on exploring the reading features of a Chinese pure alexicpatient during the process of language recovery. Method: We investigated this issue using aseries of neuropsychological tests at 4 days; 11 days; and 8 months after admission of aChinese pure alexic patient. Results: The results showed that most words could not be readaloud initially by the patient. One week later; 2 clinical features were noted: RBR readingstrategy and integration impairment. Finally; there were statistically significant differences inthe reaction time between the single characters and compound characters; which indicatedthat a radical number effect may exist. Conclusion: Combined with the results of previous …,Neuropsychology,2015,3
High prevalence of hepatitis B virus infection in primary central nervous system lymphoma,Yan Meng; Shengli He; Qin Liu; Dongwen Xu; Tao Zhang; Zi Chen,Abstract Primary central nervous system lymphoma (PCNSL) is a rare extranodal form ofnon-Hodgkin lymphoma (NHL). The present study aimed to investigate the potentialassociation between infection with the Hepatitis B virus (HBV) and PCNSL. The prevalenceof HBV infection in 199 patients with PCNSL was compared in our hospital with that of anage-and sex-matched group of patients with other cancers (except liver cancer); and with anational population-based control group. Enzyme-linked immunosorbent assays were usedto test blood samples for HBV markers. It was found that the prevalence of HBV infection inPCNSL was 16.1%; which was higher as compared with patients with other non-hematologic cancers and the national population-based control group. In conclusion; thepresent study demonstrated that PCNSL patients had a higher prevalence of HBV …,International journal of clinical and experimental medicine,2015,3
Molecular Structure and Association Behavior of Petroleum Asphaltene,Zhentao Chen; Linzhou Zhang; Suoqi Zhao; Quan Shi; Chunming Xu,Abstract Asphaltenes; the most polar fraction in crude oil; are critical to all aspects ofpetroleum utilization. The strong interactions between asphaltenes lead to various levels ofaggregation; which is responsible for a variety of transportation and upgrading problems.The structure and aggregation of asphaltene have received worldwide concerns; and a lot ofefforts have been made to characterize asphaltene aggregates and related phenomena.The complexity of asphaltene composition makes it difficult to understand the true nature ofaggregation. Advanced instruments have been applied to characterize the structure ofasphaltenes and its aggregates and also their association behavior. The recent approacheson both analytical measurement and modeling lead to new insights into asphaltene structureand aggregation processes. This has led to new aggregate architecture and aggregation …,*,2015,3
Evaluating the toxic effect of an antimicrobial agent on single bacterial cells with optical tweezers,Akbar Samadi; Chensong Zhang; Joseph Chen; SNS Reihani; Zhigang Chen,We implement an optical tweezers technique to assess the effects of chemical agents onsingle bacterial cells. As a proof of principle; the viability of a trapped Escherichia colibacterium is determined by monitoring its flagellar motility in the presence of varyingconcentrations of ethyl alcohol. We show that the “killing time” of the bacterium can beeffectively identified from the correlation statistics of the positional time series recorded fromthe trap; while direct quantification from the time series or associated power spectra isintractable. Our results; which minimize the lethal effects of bacterial photodamage; areconsistent with previous reports of ethanol toxicity that used conventional culture-basedmethods. This approach can be adapted to study other pairwise combinations of drugs andmotile bacteria; especially to measure the response times of single cells with better …,Biomedical optics express,2015,3
Vitelline membrane outer layer 1 homolog interacts with lysozyme C and promotes the stabilization of tear film,Zhe Wang; Ziyan Chen; Qian Yang; Yibo Jiang; Liping Lin; Xialin Liu; Kaili Wu,Purpose.: The aim of this study was to explore the possible interactions between vitellinemembrane outer layer 1 homolog (VMO1) and other tear proteins and to determine thefunction of VMO1 in tear fluid. Methods.: Interactions between recombinant human VMO1and several abundant tear proteins were determined by dot blot; His pull-down;immunoprecipitation; and Western blot assays; as well as by computer-assisted predictionand modeling of molecular interactions. Kirby-Bauer antibiotic testing was performed todetermine whether VMO1 possesses antimicrobial activity. Tear samples were collectedfrom dry eye patients and from healthy controls. The role of VMO1 in maintaining the stabilityof tear film was investigated by measurement of contact angles on Teflon; tear break-up time(TBUT) and the time-dependent reduction in tear film integrity in mice. Results.: Vitelline …,Investigative ophthalmology & visual science,2014,3
Expression of ABCB6 is related to resistance to 5-FU; SN-38 and vincristine,Kentaro Minami; Youhei Kamijo; Yukihiko Nishizawa; Sho Tabata; Fumito Horikuchi; Masatatsu Yamamoto; Kohich Kawahara; Yoshinari Shinsato; Tokushi Tachiwada; Zhe-Sheng Chen; Kazutake Tsujikawa; Masayuki Nakagawa; Naohiko Seki; Shin-Ichi Akiyama; Kazunari Arima; Yasuo Takeda; Tatsuhiko Furukawa,Abstract A previously established arsenite-resistant cell line; KAS; is also resistant to avariety of anticancer drugs. In order to understand responsible molecules for the multidrugresistance phenotype of KAS cells; we examined the expressions of ATP-binding cassette(ABC) transporters and found that the ABCB6 and ABCC1/multidrug resistance protein 1(ABCC1/MRP1) were increased. ABCC1/MRP1 was not completely responsible for the drugresistance spectrum of KAS cells and several reports have suggested that ABCB6 is relatedto anticancer drug and metal resistance. We; therefore; established and examined ABCB6-expressing KB cells and ABCB6-knockdown KAS cells. ABCB6 expression enhancedresistance to 5-fluorouracil (5-FU); SN-38 and vincristine (Vcr) but not to arsenite.Conversely; down-regulation of ABCB6 in KAS cells increased the sensitivity of KAS cells …,Anticancer research,2014,3
Distinct representations of symbolic ordinality and quantity: evidence from neuropsychological investigations in a Chinese patient with Gerstmann’s syndrome,Zhongqin Chen; Mingwei Xu; Desheng Shang; Guoping Peng; Benyan Luo,Abstract A number of recent studies have shown conflicting evidence as to common ordistinct representations between symbolic ordinality and quantity. We investigated this issuethrough a series of neuropsychological tests in a unique Chinese patient with the leftangular gyrus and left supramarginal gyrus lesions. Behavioral experiments revealed that(1) the patient showed Gerstmann syndrome; with minimal anomia and alexia and (2) thepatient showed the dissociation among number semantic representations with relativelypreserved symbolic quantity knowledge and impaired processing of symbolic ordermeaning. Together with existing evidence in the literature; results of the current studysuggest that there might be two separate cognitive representations of symbolic ordinalityand quantity in logographic language according to this dissociation. Most importantly …,Brain and cognition,2014,3
A cooperative quantum anonymous transmission with hybrid entanglement swapping,Zhigang Chen; Xiaoping Lou; Ying Guo,Abstract Motivated by hybrid entanglement swapping; a cooperative protocol for quantumanonymous transmission is proposed. In the protocol; three pairs of hybrid-entangledphotons are deployed in the small-scale quantum network; where a photon is traveling fromone random participant to another. After performing by entanglement swapping among allparticipants; the anonymous transmission system is established in a cooperative way.Analysis shows that the proposed scheme achieves the secure anonymity for both senderand receiver. In addition; it can transmit quantum message with high efficiency.,International Journal of Theoretical Physics,2013,3
Trapping and guiding microparticles with self-accelerating vortex beams,Juanying Zhao; Peng Zhang; Jingjiao Liu; Ioannis D Chremmos; Dongmei Deng; Yuanmei Gao; Nikolaos K Efremidis; Demetrios N Christodoulides; Zhigang Chen,We demonstrate theoretically and experimentally that optical vortices can be navigatedalong arbitrary trajectories with a preserving donut-shaped main lobe. The possibility ofusing such self-accelerating vortex-Bessel-like optical beams for particle manipulation isalso illustrated.,Lasers and Electro-Optics (CLEO); 2013 Conference on,2013,3
Assessment of health risk from heavy metals in groundwater of the Dabaoshan tailing zone and its surrounding areas; Guangdong province,Yue-nan ZHANG; Zhong-wu LI; Zhi-liang CHEN; Xiao-chun PENG; Hao-lin FENG; Guo-jian LEI; Cong DING; Shu-hua ZHAO,Groundwater is the primary drinking water source for the residents at the Dabaoshan tailingzone and its surrounding areas; To assess of the heavy metal pollution in this region; 18groundwater samples were collected and concentrations of Pb; Cu; Mn; As; and Cd in thesamples were measured. Risk assessment was conducted using the environmental healthrisk assessment model recommended by US EPA. The results showed that carcinogenicrisks caused by the heavy metal are relatively high in the study area. The contents of Pb; Cd;Cu and Mn in groundwater at the Dabaoshan tailing area were 4 times; 26 times; 28 times;and 312 times higher than the concentrations corresponding to the quality standards oflevelⅢgroundwater; indicating that the mining activity greatly affected the groundwaterquality. The carcinogen risk values was 103~ 105 times higher than that caused by non …,China,2013,3
公共交通快捷指数分析模型研究,闫卫坡， 翁剑成， 荣建， 葛昱， 陈智宏,摘要: 优先发展公共交通是大城市解决交通拥堵; 实现城市交通可持续发展的一项重要措施.居民出行对于公共交通服务快捷性的要求越来越高; 掌握公交出行效率的时间变化规律;能帮助出行者合理选择出行时间和出行线路. 为了更好地评价公共交通运行效率;本文结合公共交通GPS 数据; 提出了公共交通快捷指数分析模型; 相对于传统评价指标;它能够更科学地反映公交线网运行的真实状况; 实现公共交通日常运行的监测和评价.以北京市为例; 对公共交通快捷指数进行计算与分析; 其结果反映的变化趋势可以较好地刻画不同线路和公交线网运行效率的时变特征和空间差异.,交通运输系统工程与信息,2012,3
Asymmetric Two-Way Relay Communication with physical Layer Network Coding [J],CHl Xin-sheng ZHENG Bao-yu; CHEN Zhi-cheng WEI Hao,In this paper we proposed a scheme for asymmetric data transmission in Two-way RelayingSystems with physical layer network coding (PLNC). As we all known; the wireless links arediscrepant. The sources nodes transmit message with asymmetric rates according to theirindividual link qualities by employing network coding at the relay. The scheme withasymmetric data transmission not only make full use of the better link to transmit more data;but also considerate the reliability in the worse link. The main idea to realize asymmetricdata transmission is to add prior known information so as to diminish the constellation of thesuperimposed signal received in the relay and to get better performance of system indemodulation and decoding. The relay node joint demodulate the superimposed signalaccording to the constellation. Therefore; it can reduce the complexity of the …,Signal Processing,2012,3
Tribological investigation of layered sodium silicate as lubricant additives prepared by freezing titration ion exchange,Zhaofeng Chen; Yajie Wang; Xiaosheng Zhang; Hong Xu; Jinxiang Dong,Abstract Two layered sodium silicate products were prepared using a new ion exchangemethod called the freezing titration ion exchange. The tribological properties of the ionexchange products as additives in mineral oil were evaluated using a four-ball tester. Theproducts exhibited excellent friction behavior when used as additives in mineral oil. When 1wt% was added; the tribological properties of the oils improved: the maximum non-seizureloads increased by over 27% and the wear scar diameter and friction coefficient decreasedby over 50% and 25%; respectively. The friction and wear behaviors of the silicates werebetter than those of the typical lubricant additives.,Tribology International,2011,3
A delegation-based protocol for anonymous roaming authentication in mobile communication network,Jian-Qing Fu; Jian Chen; Rong Fan; Xiao-Ping Chen; Ling-Di Ping,*,Dianzi Yu Xinxi Xuebao(Journal of Electronics and Information Technology),2011,3
Brain Functional Connectivity of Balancing Technique Acupuncture on Backleg Pain [J],Yong-song YE; Bo LIU; Zhi-guang CHEN; Jun CHEN; Xian LIU; Xiao-fan LI,Objective: To approach the central mechanism of balancing technique acupuncture inresting-state with fMRI. Methods: 10 cases of backleg pain were examined by functional MRIbefore and after balancing technique acupuncture. The encephalic regions whichremarkably related to left amygdala were analyze by AFNI software. Results: The brain areaof increased functional connectivity included thalamus; brain stem; ventral anterior nucleus;ventral lateral nucleus; medial frontal gyrus; inferior frontal gyrus; superior temporal gyrus;middle temporal gyrus; hippocampus; cingulate gyrus; insula. Conlusion: Resting-state withfMRI is helpful to deeply comprehend the central mechanism of balancing techniqueacupuncture on backleg pain.,Journal of Liaoning University of Traditional Chinese Medicine,2011,3
人工湿地技术削减雨水初期径流污染负荷研究进展,钱嫦萍， 陈振楼， 曹承进， 王军,收稿日期：２０１０１０ 基金项目：国家科技重大专项（２００９ＺＸ０７３１７００６）；国家自然科学基金（４０９７１２５９）；上海市优秀学科带头 人计划（１０ＸＤ１４０１６００） 第一作者：钱嫦萍，女，博士研究生．Ｅｍａｉｌ：ｑｉａｎｃｈａｎｇｐｉｎｇ＠１２６．ｃｏｍ． 通讯作者：陈振楼，男，教授，博士生导师．Ｅｍａｉｌ：ｚｌｃｈｅｎ＠ｇｅｏ．ｅｃｎｕ．ｅｄｕ．ｃｎ … ２０世纪５０年代湿地开始被应用于污水净化［１８］，而用人工湿地对污水净化的应用在２０ … ～５０％，周期性落干可提高氨氮的去除率，水力停留时间的增长可以改善总氮的去除效果［２１］．Ｃｏｍｉｎ等人采用恢复湿地处理农田径流，研究表明［１５］，水生植物可积累氮约２０～１００… 的控制，对径流中ＣＯＤ，ＮＨ３Ｎ，ＮＯ３Ｎ，ＴＮ具有较高的去除率，分别为８０．３％，９９．５％，,华东师范大学学报 (自然科学版),2011,3
Progress of material flow analysis based on sustainable development,Cheng Huan; Peng Xiaochun; Chen Zhiliang; Dong Jiahua,Material flow analysis is a feasible and efficient method for quantitative sustainabledevelopment research. It accesses the sustainable development of social-economic systemthrough measuring material associations between human economic activities and naturalecological system. On the basis of MFA analysis; this paper analyzed the basic principles ofMFA and the international experience through analyzing the progress of material flowanalysis based on the sustainable development at home and abroad. It is concluded thatMFA had many applications in energy utilization and the sustainable development of social-economic system; but the detailed investigation is insufficient. Studies on material flow fromthe perspective of environmental factors should be conducted; meanwhile; material flowanalysis should be applied to low-carbon planning and low-carbon economic …,Environmental science and management,2011,3
Nonlinear spectrum broadening of femtosecond laser pulses in photorefractive waveguide arrays,Zhe Wang; Qiang Wu; Chengliang Yang; Xinzheng Zhang; Zhigang Chen; Romano A Rupp; Jingjun Xu,In photorefractive waveguide arrays; the process and extent of spectral broadening offemtosecond laser pulse caused by self-phase modulation are studied theoretically andexperimentally. The threshold of self-phase modulation is more than two times larger thanthe common threshold in a bulk sample; which affects the extent of spectral broadeningdramatically. The coupling length and the ratio between the common threshold and the inputpeak intensity of the femtosecond laser pulse are the two key parameters dominating thesephenomena. The experimental results confirm the theoretical expectation.,Optics express,2010,3
SiC/Al interface feature of Al-Fe-V-Si alloy reinforced with SiC particles,Yi-qiang HE; Na Wang; Bin Qiao; Li-chao Feng; Zhi-gang Chen; Zhen-hua CHEN,SiCp/Al-Fe-V-Si composites were prepared by spray deposition; and the as-depositedpreforms were hot pressed and subsequently rolled. The SiC/Al interface of the as-rolledcomposite sheets was observed by high resolution transmission electron microscopy(HRTEM). The results show that there are two kinds of SiC/Al interfaces in the composites.One is crystalline silicon transition layer with about 3 nm in thickness; and some dispersedAl4C3 phases appear in the matrix near the interface. And the other one is amorphous silicalayer with about 5 nm in thickness and SiC particles solve partly to inject Si into the matrix;resulting in Si concentration gradient. Both of the two kinds of interfaces are characterizedwith good wettability; which contributes to the strong bonding between SiC particles and Almatrix. Coarse Al4C3 phases appear at the SiC/Al interface for the composite exposed at …,The Chinese Journal of Nonferrous Metals,2010,3
Effects of elevated CO2 concentration on anti-oxidative enzyme activities of urban Pinus tabulaeformis,Ya-nan Ruan; Xing-yuan He; Wei Chen; Zhen-ju Chen; Yu Sun,Open-topped chamber method was used to study the effects of elevated CO2 concentration(700 μmol mol-1) on the superoxide anion (O-· 2) generation rate; hydrogen peroxide(H2O2) content; and activities of superoxide dismutase (SOD) and crucial enzymes in AsA-GSH cycles in the needles of Pinus tabulaeformis in Shenyang urban area. After a shortperiod (2 months) exposure to the elevated CO2; the superoxide anion generation rate andH2O2 content in P. tabulaeformis needles decreased and the SOD; APX; MDAR; DHAR andGR activities increased; being helpful to the enhancement of P. tabulaeformis anti-oxidativecapability. However; a longer period (60 days) of exposure might have reverse effects.,Shengtaixue Zazhi,2009,3
Experimental investigation on motion responses of immersing tunnel element under wave actions [J],Zhi-jie CHEN; Yong-xue WANG; Guo-yu WANG; Yong HOU,Experiment was carried out to investigate the motion responses of the tunnel element in theimmersion under wave actions and the tensions acting on the controlling cables of itsimmersing system. The variation of motion responses of the tunnel element and cabletensions against relative wave height H/h; relative width b/λ and relative immersing depthd/h were obtained. Results show that motions of the tunnel element have strong nonlinearitywhen the immersing depth is relatively small. The motion responses decrease rapidly withthe increase of b/λ and d/h. The wave height has effects on the non-dimensionaldisplacements of the tunnel element and the effects are obvious in the case of smallimmersing depth. The maximum tension of the offshore side cable is slightly higher than thatof the onshore side cable. The phase difference of the cable tensions is obvious in the …,Journal of Dalian Maritime University,2009,3
Hindered diffusion of vacuum residue cuts through porous membranes [J],Zhentao CHEN; Chunming XU; Hao ZHOU; Zhiming XU; Gang WANG; Jinsen GAO,Dagang vacuum residue was fractionated into sixteen narrow fractions and an end-cut bysupercritical fluid extraction and fractionation. The effective diffusion coefficients of fivechosen fractions and the end-cut through 15; 50; 80 and 1000 nm polycarbonatemembranes were measured at 308 K by a diaphragm cell. The results showed thatdiffusivities of residue fractions and end-cut decreased gradually as the experimentproceeded. It indicated that residue cuts were all composed of various molecules withdifferent sizes. The effective diffusion coefficients of residue cuts decreased with increasingmolecular weight and decreasing membrane pore size. The degree of hindered diffusion offive fractions and the end-cut diffusing through 15 nm membranes was more significant;when compared with 50 nm and 80 nm membranes. Comparisons between fractions and …,Journal of the Chemical Industry and Engineering Society of China,2009,3
A fast adaptive quantization matrix selection method in H. 264/AVC,Yifu Zhang; Shunliang Mei; Quqing Chen; Zhibo Chen,Adaptive quantization matrix selection (AQMS) method was recently proposed in ITU-TVCEG to improve video coding performance. As a reference model for VCEG; this methodinvolves coding a frame multiple times to obtain optimal candidate matrix parameters. In thispaper; the method in AQMS is analyzed and an fast adaptive quantization matrix selectionmethod is proposed. The proposed method keeps the quantization matrix selection in themacroblock level but removes the iterative quantization matrix parameter calculation in theframe level. Therefore; computational complexity is greatly reduced while the coding gain ismaintained.,Circuits and Systems; 2008. ISCAS 2008. IEEE International Symposium on,2008,3
Reversal effect of BM-cyclin 1 on multidrug resistance in C-A120 cells,Lin Wang; Jian Sun; Yong-Qiang Li; Zhe-Sheng Chen; Shin-Ichi Akiyama; Li-Jian Xian,Overexpression of P-glycoprotein (P-gp) or multidrug resistance (MDR) proteins (MRPs) hasbeen demonstrated to be and implicated in mechanisms of resistance in some cancer-celllines. P-gp and MRPS belong to the ATP-binding cassette superfamily of transport proteins.These proteins induce MDR either by decreasing the total intracellular retention of drugs orby redistributing intracellular accumulation of drugs away from the target organelles. Anotheratypical MDR phenotype has been identified; the predominant mechanism of resistance ofthis phenotype has been shown to bring about qualitative or quantitative changes in thelevels and activity of topoisomerase II (Topo II)[1]. The decreased expression of Topo IIα hasbeen observed in a variety of cell lines that have developed resistance to a wide range ofchemotherapeutic drugs. Mechanisms resulting in the downregulation of Topo IIα include …,Anti-cancer drugs,2007,3
Synthesis; crystal structure of mixed-ligand complexes [Ni (NPA)(2)(Phen)(Ac)(H2O)] center dot H2O,Kung Yun-Fei; Chen Zhi-Min; Li Dong-Ping; Kuang Dai-Zhi,*,CHINESE JOURNAL OF INORGANIC CHEMISTRY,2007,3
Responses of Chinese pine tree ring in Shenyang suburb (Fu Mausoleum) to global temperature fluctuation,ZJ Chen; XY He; Wei Chen; Yu Sun; CT Zhang; YD Fu; Wei Tian; TH Liu,Abstract In this paper; the correlations between the variations of Chinese pine (Pinustabulaeformis Carr.) tree ring width in Shenyang suburb (Fu Mausoleum) and the localtemperature variables; Global Surface Air Temperature Anomaly (GSATA) from 1880 to2004; Global Land-Ocean Temperature (GLOTI) from 1880 to 2004 and North HemisphereTemperature Anomaly (NHTA) from 1880 to 2004 were studied. Some close correlationswere detected; and the local temperature variables; GSATA; GLOTI and NHTA had somesimilar influences on the Chinese pine tree ring width. The air temperature in last winter(December and January) and in spring (April and May) affected the growth of Chinese pinesignificantly (P< 0.05). There existed a 3-8-year periodicity of the variation of Chinese pinetree ring width and the GSATA; GLOTI and NHTA; and the 19.3-year and 23.2-year quasi …,Ying yong sheng tai xue bao= The journal of applied ecology,2007,3
