Towards sensor database systems,Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,Abstract Sensor networks are being widely deployed for measurement; detection andsurveillance applications. In these new applications; users issue long-running queries overa combination of stored data and sensor data. Most existing applications rely on acentralized system for collecting sensor data. These systems lack flexibility because data isextracted in a predefined way; also; they do not scale to a large number of devices becauselarge volumes of raw data are transferred regardless of the queries that are submitted. In ournew concept of sensor database system; queries dictate which data is extracted from thesensors. In this paper; we define the concept of sensor databases mixing stored datarepresented as relations and sensor data represented as time series. Each long-runningquery formulated over a sensor database defines a persistent view; which is maintained …,International Conference on Mobile Data Management,2001,1079
The space of cultural practices: from the construction of social space to the study of subgroups through specific class analysis,Frédéric Lebaron; Philippe Bonnet,Résumé Quels sont les déterminants sociaux des orientations culturelles et; en particulier;quel est l'effet de la position de classe sur les différences observées dans l'univers despratiques culturelles? Le présent article revisite cette question désormais classique desociologie de la culture et de sociologie de la stratification; à partir de données d'uneenquête par questionnaire menée en France en 2003 (" Participation culturelle et sportive").En mobilisant une démarche systématique d'analyse géométrique des données; il s' agit icide discuter empiriquement l'importance de l'effet de l'appartenance de classe; telle qu'ellepeut être saisie à partir de nomenclatures socio-professionnelles à différents niveauxd'agrégation. Une fois déterminé l'effet de l'appartenance de classe et évalué sonimportance selon divers critères; on étudie dans un second temps les variations sociales …,Tempo Social,2016,*
Annexe D.,Nicolas Anciaux; Luc Bouganim; Philippe Pucheral; Yanli Guo; Lionel Le Folgoc; Shaoyi Yin,Abstract Mass-storage secure portable tokens are emerging and provide a realbreakthrough in the management of sensitive data. They can embed personal data and/ormetadata referencing documents stored encrypted in the Cloud and can manage themunder holder's control. Mass on-board storage requires efficient embedded databasetechniques. These techniques are however very challenging to design due to a combinationof conflicting NAND Flash constraints and scarce RAM constraint; disqualifying known stateof the art solutions. To tackle this challenge; we proposes a log-only based storageorganization and an appropriate indexing scheme; which (1) produce only sequential writescompatible with the Flash constraints and (2) consume a tiny amount of RAM; independentof the database size. We show the effectiveness of this approach through a …,Gestion de données personnelles respectueuse de la vie privée,2014,*
Playing Attack and Defense with Trusted Storage,Javier González; Philippe Bonnet; Luc Luc Bouganim-Luc,Abstract It is often convenient to assume in a data management platform that one or severalcomputing devices are trusted; specially when the goal is to provide privacy guarantees overpersonal data. But what does it take for a computing device to be trusted? More specifically;how can a personal device provide trusted storage? This is the question we tackle in thisdemonstration. We describe how secure devices; equipped with a trusted executionenvironment; differ from general purpose devices. We illustrate with our demonstrationscenario; that it is much more difficult to attack a storage service running on a secure device;than to attack the same service running on a general purpose device.,Itus Skriftserie,2014,*
Tuning Database Design for High Performance.,Philippe Bonnet; Dennis E Shasha,In fields ranging from arbitrage to sensor processing; speed of access to data can determinesuccess or failure. Database tuning is the activity of making a database system run faster.Like optimization activities in other areas of computer science and engineering; databasetuning must work within certain constraints. Just as compiler optimizers; for example; cannotdirectly change the underlying hardware but can change register allocations; databasetuners cannot change the underlying database management system software; but can makeuse of the options it offers. The database administrator in charge of tuning can; for example;modify the design of tables; select new indexes; rearrange transactions; tamper with theoperating system; or buy hardware. The goals are to increase throughput and reduceresponse time. In our personal experience; tuning efforts can have dramatic effects; eg …,*,2014,*
COSMGrid: Configurable; off-the-shelf micro grid,Jonathan Furst; Nik Gawinowski; Sebastian Buttrich; Philippe Bonnet,Access to modern energy services should be universally available by 2030. This is a goal ofthe United Nations. A promising approach to deliver on this commitment is based onmicrogrids that coordinate power generation; storage and usage in a local community.Microgrids constitute an attractive option in the presence of abundant renewable energysources; and in the absence of robust transnational power grid infrastructure. An importantproblem is then to design cheap; resilient and configurable microgrids that can beassembled from off-the-shelf components and managed by non specialists. In this paper; weintroduce COSMGrid; a microgrid platform based on commodity hardware and open source;open protocol software. The design of COSMGrid relies on a network of microcontrollers thatmonitor and control stand-alone power generation and storage nodes. As a result …,Global Humanitarian Technology Conference (GHTC); 2013 IEEE,2013,*
Active Consumer Platform for the Danish Electricity Market MSc Thesis,Perry Dahl Christensen; Philippe Bonnet,Abstract Despite intensive efforts to improve competition within the Danish retail market forelectricity; the market remains ine cient. A literature study suggests; as one of three specificinstruments to improve competition; the establishment of an online portal; from whichconsumers can switch electricity supplier. This thesis suggests a design for a web basedplatform; from which household consumers can compare customised electricity offers andswitch supplier instantaneously. The design includes API's to; and specific implementationrequirements for relevant legacy systems. Architectural concerns about security;interoperability and scalability are covered in depth. The design is devised by using anacknowledged requirements elicitation technique; by investigating the extensive domainspecific literature available; and; by analysing the design space and assigning the most …,*,2012,*
Towards a Perpetual Sensor Network Testbed without Backchannel,Aslak Johansen; Philippe Bonnet; Thomas Sørensen,Abstract: The sensor network testbeds available today rely on a communication channeldifferent from the mote radio-a backchannel-to facilitate mote reprogramming; healthmonitoring and performance analysis. Such backchannels are either supported as wiredcommunication channels (USB or Ethernet); or via an extra board coupled to the mote undertest and thus introduce significant constraint on the testbed setup and on the mote powerbudget. With Greenlab; we wish to study the performance behavior of outdoor sensornetworks where energy is harvested from the environment. We thus cannot rely on abackchannel. In this paper; we present the design of the central mechanisms needed tosupport Greenlab and their implementation in TinyOS. These mechanisms are based on adichotomy between a service mode; where each mote is participating in testbed …,Mass' 11 Proceedings of the 2011 Ieee Eighth International Conference on Mobile Ad-hoc and Sensor Systems,2012,*
Homography Aided Plot Based Phenology Measurements,Joel Granados; Philippe Bonnet,*,*,2011,*
Latest methodological breakthroughs in geometric data analysis of cultural practices.,Philippe BONNET; Frédéric LEBARON,Our proposal is to make an assessment of the latest breakthroughs in geometric dataanalysis. This will be illustrated with cultural practices data from the permanent INSEEsurvey (2003) about cultural and sport participation. The aim is to prolong the theoretical andmethodological approach Pierre Bourdieu and Monique de Saint-Martin initiated in“L'anatomie du goût”. This approach can be enriched with the new possibilities of geometricdata analysis.,Agrocampus Ouest; Rennes FRANCE,2011,*
MANA project,Philippe Bonnet; Kirsten Seestern Christoffersen; Marcus Chang,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2194673378 …,*,2011,*
In memoriam Henry Rouanet (1931-2008),Philippe Bonnet; Brigitte Le Roux; Frédéric Lebaron,• En 1965; il est nommé chargé de recherches au CNRS et affecté au laboratoire depsychologie expérimentale de la Sorbonne dirigé par Paul Fraisse. Huit ans plus tard; il estpromu directeur de recherches et décide de rejoindre l'Unité d'Enseignement et deRecherches (UER) de Mathématiques; logique formelle et informatique de l'université ParisV (Paris Descartes) dirigée par Marc Barbut. En 1981; il crée sa propre équipe derecherches: le GMP (Groupe Mathématiques et Psychologie). En 1986; cette équipe estassociée au CNRS. Durant cette période; il développe ses idées-forces (approchesformelle; géométrique; descriptive et spécifique de la statistique) pour les donnéesexpérimentales (premier volet de sa recherche) qu'il met en œuvre en Analyse de laVariance. Il se tourne ensuite vers l'inférence bayésienne.,Revue MODULAD,2010,*
Mote-Based Anomaly Detection,MARCUS CHANG; ANDREAS TERZIS; PHILIPPE BONNET,Sensor networks deployed for scientific data acquisition must inspect measurements forfaults and events of interest. Doing so is crucial to ensure the relevance and correctness ofthe collected data. In this work we unify fault and event detection under a general anomalydetection framework. We use machine learning techniques to classify measurements thatresemble a training set as normal and measurements that significantly deviate from that setas anomalies. Furthermore; we aim at an anomaly detection framework that can beimplemented on motes; thereby allowing them to continue collecting scientifically-relevantdata even in the absence of network connectivity. The general consensus thus far has beenthat learning-based techniques are too resource intensive to be implemented on mote-classdevices. In this paper; we challenge this belief. In fact; we show that the accuracy of …,From Automatic to Adaptive Data Acquisition,2009,*
uFLIP: Un banc d'essai pour l'étude des performances de composants FLASH,Luc Bouganim; B Jónsson; P Bonnet,*,BDA 2009-25èmes journées Bases de Données Avancées,2009,*
Scouting the path to Buildings 2.0,J Polastre,Abstract For the last twenty years; building energy management systems (BEMS) have beendeveloped to monitor and control energy usage in both residential and office buildings.These systems are able to achieve energy savings in the range from 5 to 40%[vorsatz07].Ten years ago; BEMS were a breed of automation control systems based on proprietaryhardware and firmware and on kilometers of wires. Today; BEMS are interfaced with the ITinfrastructure of the organization that manages a building. Tomorrow; with the vision ofBuildings 2.0 [budiardjo07]; the next major energy savings comes from BEMS evolution intoan integral part of the IT infrastructure; ie; a BEMS will be composed of programmablecommodities (sensors; cameras; meters; servers) seamlessly integrated with the existingnetworking infrastructure be it wired or wireless [nowaratzky07]; and the power grid …,*,2009,*
Tiny15four: A portable; yet efficient 802.15. 4 stack,Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2282315790 …,IEEE Senseapp 2009,2009,*
Scouting the Path to Building 2.0,Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192859401 …,IARU International Scientific Congress on Climate Change,2009,*
Database tuning and performance chapter,Dennis Shasha; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2194670108 …,*,2009,*
Mote-based Anomaly Detection using Echo State Networks,Philippe Bonnet; Andreas Terzis; Marcus Chang,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192859389 …,5th IEEE International Conference on Distributed Computing in Sensor Systems,2009,*
Tuning Concurrency Control,Philippe Bonnet; Dennis Shasha,There are two kinds of tables: frequency tables that display the count of respondents at thecrossing of the categorical attributes (in N) and magnitude tables that display information ona numerical attribute at the crossing of the categorical attributes (in R). For example; givensome census microdata containing attributes “Job” and “Town;” one can generate afrequency table displaying the count of respondents doing each job type in each town. If thecensus microdata also contain the “Salary;” attribute; one can generate a magnitude tabledisplaying the average salary for each job type in each town. The number n of cells in atable is normally much less than the number r of respondent records in a microdata file.However; tables must satisfy several linear constraints: marginal row and column totals.Additionally; a set of tables is called linked if they share some of the crossed categorical …,*,2009,*
Performance Monitoring Tools,Philippe Bonnet; Dennis Shasha,P/FDM [5–7] integrated a functional data model with the logic programming language Prologfor general-purpose computation. The data model can be seen as an Entity-Relationshipdiagram with sub-types; much like a UML Class Diagram. The idea was for the user to beable to define a computation over objects in the diagram; instead of just using it as a schemadesign aid. Later versions of P/FDM included a graphic interface [2; 4] to build queries inDAPLEX syntax by clicking on the diagram and filling in values from menus.,*,2009,*
Application-Level Tuning,Philippe Bonnet; Dennis Shasha,1. Software non-determinism: A software system is non-deterministic if; when re-executed; itresults in a different execution path than a prior execution. Non-determinism can arise when;for example; paths are determined by relative processor speed or the sequence of externalevents. Such software bugs have been called ''Heisenbugs''(hard failures being ''Bohrbugs'').2. Soft hardware failures: Hardware can also suffer from ''Heisenbugs.''For example; atransient hardware failure may be triggered by an environmental cause; such as a cosmicray changing a memory bit; etc. 3. Operator failures: Systems occasionally require operatorintervention. Operators; being human; make mistakes. An operator is unlikely to make thesame mistake at the same point in a subsequent execution.,*,2009,*
Physical Layer Tuning,Philippe Bonnet; Dennis Shasha,P/FDM [5–7] integrated a functional data model with the logic programming language Prologfor general-purpose computation. The data model can be seen as an Entity-Relationshipdiagram with sub-types; much like a UML Class Diagram. The idea was for the user to beable to define a computation over objects in the diagram; instead of just using it as a schemadesign aid. Later versions of P/FDM included a graphic interface [2; 4] to build queries inDAPLEX syntax by clicking on the diagram and filling in values from menus.,*,2009,*
Tuning the Application Interface,Philippe Bonnet; Dennis Shasha,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2194660751 …,*,2009,*
Special issue on information systems and EXPDE-Foreword,Ioana Manolescu; Philippe Bonnet,*,*,2008,*
A Tamper-Resistant and Portable Healthcare Folder,Luc Bouganim; Georges Gardarin; Philippe Kesmarszky; Philippe Pucheral; Iulian Sandu-Popa; Karine Zeitouni; Georges Gardarin; Didier Nakache; Elisabeth Métais; Daniela Florescu; Alon Levy; Dan Suciu; Khaled Yagoub; Daniela Florescu; Donald Kossmann; Esther Pacitti; Daniela Florescu; Alon Levy; Ioana Manolescu; Dan Suciu; Esther Pacitti; Pascale Minet; Eric Simon; Luc Bouganim; Françoise Fabret; C Mohan; Patrick Valduriez; Philippe Bonnet; Anthony Tomasic,Lets's discover the men and women who contribute to innovative computer science andmathematics and drive the development of our digital world. The Inria awards also underlinethe contributions of research and innovation support teams who play a significant part in theefficiency and successes of Inria. All the 2017 awards have been honoured during the Inria50th birthday event at the CENTQUATRE-PARIS on novembre 7th 2017.,International Journal of Telemedicine and Applications,2008,*
Mana Diary,Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2194626765 …,*,2008,*
Towards autonomous in-situ data acquisition with wireless sensor networks,Philippe Bonnet; Marcus Chang,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192951654 …,European Geosiences Union General Assembly,2007,*
A distributed CMS based on LAMP,Mads Hvelplund,Abstract This thesis will discuss a compromise between the expensive professional webserver cluster; and the cheap single-server solution based on a shared LAMP(Linux/Apache/MySQL/PHP) hosting environment. By using only the nonspecialisedcomponents available in every basic LAMP setup; it is possible to build a system thatprovides some of the benefits otherwise only available to high-end systems at a fraction oftheir cost. To achieve this; the system uses multiple; independently hosted servers; thatcooperate in a distributed network to form a single CMS driven web site. In the event of anerror; the individual nodes can function independently to a large extent. A prototype hasbeen developed to demonstrate the replication and synchronisation mechanisms; and whilethere is still much work to do; initial progress indicates that the project goal is feasible.,*,2006,*
TinyOS Alliance Structure,Philippe Bonnet; David Culler; Deborah Estrin; Ramesh Govindan; Mike Horton; Jeonghoon Kang; Philip Levis; Lama Nachman; Jack Stankovic; Rob Szewczyk; Matt Welsh; Adam Wolisz,TEP: 120 Group: Alliance Working Group Type: Informational Status: Draft TinyOS-Version: AllAuthor: Philippe Bonnet Author: David Culler Author: Deborah Estrin Author: Ramesh GovindanAuthor: Mike Horton Author: Jeonghoon Kang Author: Philip Levis Author: Lama NachmanAuthor: Jack Stankovic Author: Rob Szewczyk Author: Matt Welsh Author: Adam WoliszDraft-Created: 17-April-2006 Draft-Version: 1.7 Draft-Modified: 2007-06-21 Draft-Discuss: TinyOSAlliance <tinyos-alliance at mail.millennium.berkeley.edu> … This memo documents a blueprintfor an open alliance aroung TinyOS for the TinyOS Community and requests discussion andsuggestions for improvement. Distribution of this memo is unlimited. This memo is in full compliancewith TEP 1 … This memo describes the goals and organization structure of the TinyOSAlliance. It covers membership; the working group forums for contribution; intellectual …,*,2006,*
From the Program Chairs,Ioana Manolescu; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2282305712 …,*,2006,*
From the Program Chairs,Philippe Bonnet; John Heidemann,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2282300900 …,*,2006,*
Trådløs overvågning-fremtidens værktøj i løsdriftsstalden,Teresia Heiskanen; Anders Ringgaard Kristensen; Cécile Cornou; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192971675 …,Hyologisk,2005,*
Core Database Technology Program Committee,Anastassia Ailamaki; Gustavo Alonso; Walid Aref; Lars Arge; Brian Babcock; Mikael Berndtsson; Elisa Bertino; Claudio Bettini; Michael Boehlen; Anthony Bonner; Philippe Bonnet; Alex Buchmann; Tiziana Catarci; Surajit Chaudhuri; Peter Dadam; Amol Deshpande; Asuman Dogac; Christos Faloutsos; Elena Ferrari; Johann-Christoph Freytag; Dieter Gawlick; Johannes Gehrke; Torsten Grust; Ralf Hartmut Güting; Jayant Haritsa; Chris Jermaine; Christoph Koch; George Kollios; Mong Li Lee; Wolfgang Lindner; David Lomet; Hongjun Lu; Samuel Madden; Giansalvatore Mecca; Alberto Mendelzon; Rosa Meo; Tova Milo; Michele Missikoff; C Mohan; Mario Nascimento; Shojiro Nishio; Ed Omiecinski; Norman Paton; Torben Bach Pedersen; Calton Pu; Philippe Pucheral; Raghu Ramakrishnan; Thomas Rölleke; Ken Ross; Gunther Saake; Albrecht Schmidt; Marc Scholl; Bernhard Seeger,Committee Chair: Martin Kersten; CWI; The Netherlands … Serge Abiteboul; INRIA; France AnastassiaAilamaki; Carnegie Mellon University; USA Gustavo Alonso; ETH Zurich; Switzerland WalidAref; Purdue University; USA Lars Arge; Aarhus University; Denmark Brian Babcock; StanfordUniversity; USA Mikael Berndtsson; University of Skövde; Sweden Elisa Bertino; PurdueUniversity; USA Claudio Bettini; University of Milan; Italy Michael Boehlen; Free University ofBolzano/Bozen; Italy Peter Boncz; CWI; The Netherlands Anthony Bonner; University ofToronto; Canada Philippe Bonnet; University of Copenhagen; Denmark Alex Buchmann; Universityof Darmstadt; Germany Tiziana Catarci; University of Rome 'La Sapienza'; Italy SurajitChaudhuri; Microsoft; USA Vassilis Christophides; FORTH; Greece Peter Dadam; Universityof Ulm; Germany Amol Deshpande; University of California; Berkeley; USA Asuman …,VLDB 2005: 31st International Conference on Very Large Data Bases: Proceedings of the 31st International Conference on Very Large Data Bases; Trondheim; Norway; August 30-September 2; 2005,2005,*
The editors-in-chief and the editorial board would like to acknowledge the following people for their expert and continuing assistance in evaluating manuscript submi...,Serge Abiteboul; Charu Agrawal; Sihem Ahmer-Yahia; Gustavo Alonso; Toshiyuki Amagasa; Hiroki Arimura; Masayoshi Aritsugi; Chris Atkinson; Paolo Atzeni; Elena Baralis; Sonia Bergamaschi; Elisa Bertino; Azer Bestavros; Philippe Bonnet; Jerzy Brezinski; Sjaak Brinkkemper; Kurt Brown; Nicolas Bruno; Janis Bubenko; Alejandro Buchmann; Christoph Bussler; Fabio Casati; Sharma Chakravarthy; Don Chamberlin; Yatin Chawathe; Shu-Ching Chen; Jan Chomicki; Vassilis Christophides; Panos Chountas; Lawrence Chung; Peter Dadam; David de Frutos Escrig; Joaquin Delgado; Alex Delis; Eric Dubois; J urgen Ebert; Johann Eder; David Embley; Gregor Engels; Georgios Evangelidis; Ron Fagin; Christian Fahrner; Christos Faloutsos; Patrick Fan; Leonidas Fegaras; Donal Flynn; Johann Christoph Freytag; Hans Fritschi; Norbert Fuhr; Richard Furuta; Dimitrios Georgakopoulos; Andreas Geppert; Michael Gertz; Martin Glinz; Matteo Golfarelli; Goetz Graefe; Peter Green; Sol Greenspan; Paul Grefen; Volker Gruhn; Giovanna Guerrini; G Ralf-Hartmut,*,Information Systems,2004,*
Database Systems: when to use; how to use well?,Dennis Shasha; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2282308496 …,Dr Dobbs,2004,*
Topic 5 Parallel and Distributed Databases; Data Mining; and Knowledge Discovery,Bernhard Mitschang; David Skillicorn; Philippe Bonnet; Domenico Talia,Abstract Database systems and knowledge discovery tools are two key technologies forstoring; querying; and mining large volumes of data available today. The number of peopleand organizations that use data analysis techniques in their daily activities is increasingsignificantly and in several application domains the need of processing and mining largedata sets is becoming a standard task. However; these intensive data consumingapplications suffer from performance problems and single database sources. Introducingdata distribution and parallel processing help to overcome resource bottlenecks and toachieve guaranteed throughput; quality of service; and system scalability. High-performancecomputers supported by high speed networks and intelligent data management middlewareoffer parallel and distributed databases and knowledge discovery systems a great …,European Conference on Parallel Processing,2003,*
Load Balancing for MySQL,Philippe Bonnet; Dennis Haney; Klaus Madsen,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192868709 …,*,2003,*
Personal Servers as Digital Keys,Allan Beaufour Larsen; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2282288848 …,*,2003,*
Topic Introduction,Bernard Mitschang; David Skillicorn; Philippe Bonnet; Domenica Talia,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2192951646 …,Europar 2003,2003,*
CAOP: Continuously Adaptive Operator Placement,Boris Jan Bonfils; Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2194672134 …,*,2003,*
Compression & aggregation,P Bonnet,*,Conference On Embedded Networked Sensor Systems: Proceedings of the 1 st international conference on Embedded networked sensor systems,2003,*
E-Learning Support for Database Tuning Assignments,Philippe Bonnet,Database tuning is a problem-solving activity. Users of a database application aredissatisfied with its performance; they contact the database tuner who is now responsible for(a) analyzing the problem; and (b) finding a way to fix it. The following lines are extractedfrom the book “Database Tuning: Principles; Experiments and Troubleshooting Techniques”by Shasha and Bonnet that I have used as a textbook for my class on database tuning thelast two fall semesters at DIKU [SB02].“Database tuning is the activity of making a databaseapplication run more quickly. To make a database application run more quickly; thedatabase tuner may have to change the way applications are constructed; the datastructures and parameters of a database system; the configuration of the operating system orthe hardware. The best database tuners; therefore; can solve problems requiring broad …,*,2002,*
Smooth talking your databases,Dennis E Shasha; Philippe Bonnet,Skip to main content …,Dr. Dobb's Journal,2002,*
Going public: open-source databases and database research (panel),Philippe Bonnet,{"controller"=>"catalog"; "action"=>"show"; "locale"=>"en"; "id"=>"2286754021 …,SIGMOD 2002,2002,*
Database Tuning,Philippe Bonnet,*,*,2002,*
SMOOTH TALKING YOUR DATABASES-Building bridges between islands of data is critical--But not always that easy to do.,Dennis E Shasha; Philippe Bonnet,*,Dr Dobb's Journal-Software Tools for the Professional Programmer,2002,*
Jaguar: Extending the Predator Database System with JAVA,Philippe Bonnet; Johannes Gehrke,Abstract: The Jaguar project is aimed at breaking down the traditional barriers that requireSQL query processing to reside on the database server. Indeed; database applications willsoon be accessed by large number of clients ranging from Web applications to small-scalepersonal devices and they will in turn access large collections of data sources ranging fromWeb servers to mobile sensor devices. In such applications; a large amount of computingresources lie outside the database server: they should be utilized for performance andsecurity reasons. The objective of the Jaguar project was to define portable query executionplans that could be executed either on the server; or on a client or on a remote data source(a web site; an active disk or a sensor device). Java was chosen as a platform for theexecution of these portable execution plans. New techniques supporting the execution of …,*,2001,*
Session 1: Data Management Architectures-Towards Sensor Database Systems,Philippe Bonnet; Johannes Gehrke; Praveen Seshadri,*,Lecture Notes in Computer Science,2000,*
Jaguar and Cougar: Next Generation Object-Relational Database Systems,Philippe Bonnet,*,Information Integration and Web-based Applications & Services; 2000: Proceedings of the Second International Workshop on Information Integration and Web-based Applications & Services 2000; 26-28 September 2000; Yogyakarta; Indonesia,2000,*
WWW PAGE,Johannes Gehrke; Philippe Bonnet,This project explores fundamental systems issues in query processing performance. Weinvestigate this problem from three different directions: client-server processing;heterogeneous environments; and database compression. First; we devised new queryprocessing strategies than push processing capabilities into the client; and we devisedquery execution plans that can span server and clients. This allows us to trade resourceusage between client; server and the interconnection network. We then extended this workto parallel query processing in heterogeneous environments; we are currently implementinga parallel dataflow engine that adapts naturally to resource imbalances at the hardwarecomponents. Last; we are investigating the use of compression in database systems. Wedevised a new framework for database compression and new query processing and …,*,1999,*
Les emissions de valeurs mobilieres en France depuis 1926...; par Philippe Bonnet...,Philippe Bonnet,*,*,1931,*
Etude sur le choléra épidémies 1865; 1866; 1867; observées à Alger.(Cand. Paul Bonnet.).,Paul Bonnet,*,*,1870,*
De la Confusion des Membres de l'Enfant avec issue de l'un des bras; de l'inversion de la muqueuse vaginale; comme causes de dystocie (Cand. Pierre-Emmanuel...,P Emmanuel Bonnet,*,*,1862,*
Data Engineering,G Graefe; S Harizopoulos; H Kuno; MA Shah; D Tsirogiannis; JL Wiener; B Bhattacharjee; M Canim; CA Lang; GA Mihaila; KA Ross; M Bjørling; P Bonnet; L Bouganim; B Jònsson,The Data Engineering Bulletin The Bulletin of the Technical Committee on Data Engineeringis published quarterly and is distributed to all TC members. Its scope includes the design;implementation; modelling; theory and application of database systems and theirtechnology. Letters; conference information; and news should be sent to the Editor-in-Chief.Papers for each issue are solicited by and should be sent to the Associate Editorresponsible for the issue. Opinions expressed in contributions are those of the authors anddo not necessarily reflect the positions of the TC on Data Engineering; the IEEE ComputerSociety; or the authors' organizations. The Data Engineering Bulletin web site is at http://tab.computer. org/tcde/bull_about. html.,*,*,*
Oestrus Detection for Group Housed Sows: Lessons from A Sensor Network Based Experiment,Cécile Cornou; Teresia Heiskanen; Anders Ringgaard Kristensen; Klaus Skelbæk Madsen; Philippe Bonnet,Abstract Sensor networks are not yet tools that scientists can use to densely samplephenomena that were previously hard or impossible to observe in-situ. Even small-scalesensor networks need to be carefully designed; programmed and deployed to meetexperimental goals in terms of experiment duration or quality of the collected data. Only byconfronting the problems that do come up during actual deployments can we devise thetools; methods and abstractions that will make sensor networks an appropriate instrumentfor scientists. In this paper we report on the lessons we learnt building an oestrus detectionmodel for group housed sows based on sows' acceleration measurements. We describe thedesign of our experimental sensor network whose goal is to collect time series of sowacceleration data over a menstrual cycle; ie; circa 30 days. We then present two detection …,*,*,*
Geometry of La Distinction,Philippe Bonnet; Frédéric Lebaron,Page 1. Geometry of La Distinction Latest methodological innovations in geometric dataanalysis on cultural practices Philippe Bonnet (LPNCog; Paris Descartes-CNRS); FrédéricLebaron (CURAPP; U. Picardie J. Verne-CNRS) Page 2. 14/02/2011 2 References Bourdieu;P. (1979). La distinction. Critique sociale du jugement. Paris: Minuit. Le Roux; B. & Rouanet;H. (2010). Multiple Correspondence Analysis (QASS Series). Thousand Oaks;CA: Sage.Rouanet; H.; Ackermann; W.; Le Roux; B. (2000). The geometric analysis of questionnaires:The lesson of Bourdieu's La Distinction. Bulletin de Méthodologie Sociologique; 65; 5-18.The 6th CARME conference; Rennes; France; 8-11 february 2011 Page 3. 14/02/2011 3PLAN 1. Theoretical stakes 2. The data 3. Construction of the space (MCA) 4. Interpretationof axes 5. Class Specific Analyses Conclusion …,*,*,*
ICDCS 2016 Technical Program Committees,Ricardo Bianchini; Hiroshi Shigeno; Chengkai Li; DK Panda; Ethan L Miller; Felix Cuadrado; Ioannis Koltsidas; Jianfeng Zhan; Khuzaima Daudjee; Meichun Hsu; Michael Kozuch; Oded Shmueli; Panos K Chrysanthis; Peter Pietzuch; Philippe Bonnet; Roman Vitenberg; Stacy Patterson; Wei Lu; Wenguang Chen; Yanfeng Zhang; Yeye He; Zhao Cao; Ada Gavriloska; Alex Garthwaite; Ali Butt; Andreas Haeberlen; Anil Gathala; Brian Cho,Page 1. ICDCS 2016 Technical Program Committees Program Co-Chairs Ricardo Bianchini(Rutgers University and Microsoft Research) Hiroshi Shigeno (Keio University) Program ViceChairs and TPC Members Distributed Data Management and Analytics Chair: Shimin Chen(Chinese Academy of Sciences) Chengkai Li (University of Texas at Arlington) DK Panda (OhioState University) Ethan L. Miller (University of California; Santa Cruz and Pure Storage) FelixCuadrado (Queen Mary University of London) Ioannis Koltsidas (IBM Zurich Research Lab)Jianfeng Zhan (Chinese Academy of Sciences) Khuzaima Daudjee (University of Waterloo)Meichun Hsu (HP Vertica) Michael Kozuch (Intel Labs) Oded Shmueli (Technion - Israel Instituteof Technology) Panos K. Chrysanthis (University of Pittsburgh) Peter Pietzuch (Imperial College)Philippe Bonnet (IT University of Copenhagen) …,*,*,*
Session: 20-Enhancing Energy Conservation and Efficiency Poster Presentations,J Polastre; Philippe Bonnet,For the last twenty years; building energy management systems (BEMS) have beendeveloped to monitor and control energy usage in both residential and office buildings.These systems are able to achieve energy savings in the range from 5 to 40%[vorsatz07].Ten years ago; BEMS were a breed of automation control systems based on proprietaryhardware and firmware and on kilometers of wires. Today; BEMS are interfaced with the ITinfrastructure of the organization that manages a building. Tomorrow; with the vision ofBuildings 2.0 [budiardjo07]; the next major energy savings comes from BEMS evolution intoan integral part of the IT infrastructure; ie; a BEMS will be composed of programmablecommodities (sensors; cameras; meters; servers) seamlessly integrated with the existingnetworking infrastructure be it wired or wireless [nowaratzky07]; and the power grid …,*,*,*
Industrial Program Committee,Bishwaranjan Bhattacharjee; Philippe Bonnet; John Cieslewicz; Amol Deshpande; Masaru Kitsuregawa,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
