Linkage analysis of IL4 and other chromosome 5q31. 1 markers and total serum immunoglobulin E concentrations,David G Marsh; John D Neely; Daniel R Breazeale; Balaram Ghosh; Linda R Freidhoff; Eva Ehrlich-Kautzky; Carsten Schou; Guha Krishnaswamy; Terri H Beaty,Sib-pair analysis of 170 individuals from 11 Amish families revealed evidence for linkage offive markers in chromosome 5q31. 1 with a gene controlling total serum immunoglobulin E(IgE) concentration. No linkage was found between these markers and specific IgE antibodyconcentrations. Analysis of total IgE within a subset of 128 IgE antibody-negative sib pairsconfirmed evidence for linkage to 5q31. 1; especially to the interleukin-4 gene (IL4). Acombination of segregation and maximum likelihood analyses provided further evidence forthis linkage. These analyses suggest that IL4 or a nearby gene in 5q31. 1 regulates IgEproduction in a nonantigen-specific (noncognate) fashion.,Science,1994,1203
Resolution of the neutropenia of Felty's syndrome by longterm administration of recombinant granulocyte colony stimulating factor.,G Krishnaswamy; C Odem; DS Chi; J Kalbfleisch; N Baker; JK Smith,Abstract Felty's syndrome is characterized by neutropenia; splenomegaly; and recurrentinfection in patients with rheumatoid arthritis. We used recombinant granulocyte colonystimulating factor (rGCSF) in a patient with Felty's syndrome and recurrent sepsis. rGCSFinduced a statistically significant increase in the patient's absolute neutrophil and total whiteblood cell counts. During 14 months of followup taking rGCSF; disseminated varicella zosterwas the only infectious complication. Except mild thrombocytopenia and a transient flare ofarthritis; no serious adverse effects occurred. rGCSF may be a safe and effective therapy forFelty's syndrome in selected patients.,*,1996,15
Enhanced effects of cigarette smoke extract on inflammatory cytokine expression in IL-1β-activated human mast cells were inhibited by Baicalein via regulation of th...,David S Chi; Ta-Chang Lin; Kenton Hall; Tuanzhu Ha; Chuanfu Li; Zong Doa Wu; Thomas Soike; Guha Krishnaswamy,Human mast cells are capable of a wide variety of inflammatory responses and play a vitalrole in the pathogenesis of inflammatory diseases such as allergy; asthma; andatherosclerosis. We have reported that cigarette smoke extract (CSE) significantly increasedIL-6 and IL-8 production in IL-1β-activated human mast cell line (HMC-1). Baicalein (BAI)has anti-inflammatory properties and inhibits IL-1β-and TNF-α-induced inflammatorycytokine production from HMC-1. The goal of the present study was to examine the effect ofBAI on IL-6 and IL-8 production from CSE-treated and IL-1β-activated HMC-1. Main-stream(Ms) and Side-stream (Ss) cigarette smoke were collected onto fiber filters and extracted inRPMI-1640 medium. Two ml of HMC-1 at 1× 106 cells/mL were cultured with CSE in thepresence or absence of IL-1β (10 ng/mL) for 24 hrs. A group of HMC-1 cells stimulated …,Clinical and Molecular Allergy,2012,14
Treatment strategies for bronchial asthma: an update,Guha Krishnaswamy,Advances in understanding the biomolecular basis of the disease's inflammatory andremodeling responses are offering new therapeutic choices—and sometimes newdrugdelivery system∼ n categories such as B-agonists; glucocorticoids; and leukotrieneblockers. Meanwhile; researchers are exploring novel targets; including intercellular signalsand cell-adhesion and gene-activating molecules.,Hospital Practice,2001,14
Effect of interferon alpha on HLA-DR expression by human buccal epithelial cells.,J Kelly Smith; David S Chi; Guha Krishnaswamy; Sujata Srikanth; Scott Reynolds; Steven L Berk,Abstract/We have studied the effect of interferon alpha (IFN-alpha) on MHC class IIexpression by human buccal epithelial cells (BEC); and mRNA expression by BEC andmucosal-associated mononuclear cells (MAMC). In 6 experiments; freshly collected BECwere suspended at a concentration of 1.0 x 10 (5)/ml in RPMI 1640 and incubated in thepresence of 0-10;000 IU/ml of human lymphoblastoid IFN-alpha (HuIFN-alpha). Zero and sixhour samples were analyzed by single color flow cytometry using FITC-labeled murine IgG1monoclonal antibody to HLA-DR. Preparations were also analyzed for expression ofcytokine transcripts (IL-2; IL-4; IL-5; IL-6; IL-8; IFN-gamma; GM-CSF) by reverse transcriptasepolymerase chain reaction (RT-PCR). Increasing concentrations of IFN-alpha resulted inproportionate increases in the percentage of HLA-DR+ BEC (r= 0.7897; p= 0.0627) and in …,Archivum immunologiae et therapiae experimentalis,1996,14
Qualitative and quantitative analysis of cytokine transcripts in the bronchoalveolar lavage cells of patients with asthma,SHAU‐KU HUANG; Guha Krishnaswamy; SONG‐NAN SU; HUI‐QING XIAO; Mark C Liu,Bronchial asthma is typically associated with bronchial hyperreactivity to a variety of stimuli.such as inhaled allergens.'Studies of the inflamed asthmatic airways have demonstrated thepresence of eosinophils and activated T-lymphocytes infiltrating the bronchial mucosa.'.? Ithas been suggested that this inflammatory state is a consequence of the elaboration ofvarious proinflammatory cytokines and mediators in the asthmatic airways.'-3 It has alsobecome evident that a network of cytokines control the chronic inflammatory state.? Furtherunderstanding of the molecular pathogenesis of asthma is thus intimately linked toidentifying the types and sources of these cytokines coupled with functional studies of theirrespective roles in inducing asthma. Using the technique of in sitir hybridization; mRNAs forgranulocyte-macrophage colony stimulating factor (GM-CSF); interleukin-2 (IL-2). IL-3; IL …,Annals of the New York Academy of Sciences,1994,14
Inhaled corticosteroid use is associated with increased circulating T regulatory cells in children with asthma,Anne Marie Singh; Paul Dahlberg; Kristjan Burmeister; Michael D Evans; Ronald Gangnon; Kathy A Roberg; Christopher Tisler; Douglas DaSilva; Tressa Pappas; Lisa Salazar; Robert F Lemanske; James E Gern; Christine M Seroogy,T regulatory (Treg) cells are important in balancing immune responses and dysregulation ofTreg cells has been implicated in the pathogenesis of multiple disease states includingasthma. In this study; our primary aim was to determine Treg cell frequency in the peripheralblood of children with and without asthma. The secondary aim was to explore theassociation between Treg cell frequency with allergen sensitization; disease severity andmedication use. Peripheral blood mononuclear cells from healthy control subjects (N= 93)and asthmatic children of varying disease severity (N= 66) were characterized by multi-parameter flow cytometry. Our findings demonstrate that children with asthma had asignificantly increased frequency of Treg cells compared to children without asthma. Using amultivariate model; increased Treg cell frequency in children with asthma was most …,Clinical and Molecular Allergy,2013,13
Persistent urticarial eruption in an asthmatic patient.,Raghu Mukkamala; Nawras Baban; Guha Krishnaswamy; John Kelly Smith,Abstract This case demonstrates the importance of recognizing urticarial vasculitis inpatients with chronic urticarial eruptions. The salient points in history that point towards thediagnosis of urticarial vasculitis include the presence of painful urticarial lesions that lastlonger than 24 hours and that heal leaving residual pigmentation. In some cases theurticaria may evolve into palpable purpura. An associated systemic illness that mayresemble systemic lupus erythematosus should also suggest the diagnosis; which isestablished by skin biopsy. Histopathology reveals a leukocytoclastic vasculitis involvingpostcapillary venules. When associated with systemic vasculitis; the urticaria is likely to be ofthe hypocomplementemic variety; with immunoglobulin and complement deposition onbiopsies; and with serum complement studies demonstrating classical pathway activation …,Annals of allergy; asthma & immunology: official publication of the American College of Allergy; Asthma; & Immunology,1996,13
IgG4-related disease: a primer on diagnosis and management,Jack G Ghably; Thomas Borthwick; Terrence J O'Neil; George A Youngberg; Anandita A Datta; Guha Krishnaswamy,The disorder referred to as IgG4-related disease (or IgG4-RD) is characterized by diffuseorgan infiltration by plasma cells expressing IgG4 and is often associated with afibroinflammatory histopathologic change; allowing it to fall into the spectrum of multisysteminflammatory disorders such as vasculitis or sarcoidosis. 1 e3 The disorder has beenreferred to variably as IgG4-associated disease; IgG4-related sclerosing disease; and IgG4-related autoimmune disease. Clinically; as reviewed below; a spectrum of disorders mightfall under the umbrella of IgG4-RD; such as Mikulicz syndrome; Riedel thyroiditis; and formsof retroperitoneal fibrosis (Table 1). For the allergist immunologist; nasal sinus disease;dermatitis; headaches; and respiratory symptoms associated with elevated IgE and/oreosinophilia might result in referral for evaluation of atopic or immunologic disease. 1; 3,Annals of Allergy; Asthma & Immunology,2015,12
Chylomicrons produced by Caco‐2 cells contained ApoB‐48 with diameter of 80–200 nm,Andromeda M Nauli; Yuxi Sun; Judy D Whittimore; Seif Atyia; Guha Krishnaswamy; Surya M Nauli,Abstract The small intestine generally transports dietary fats to circulation in triglyceride (TG)‐rich lipoproteins. The two main intestinal lipoproteins are chylomicron (CM) and very low‐density lipoprotein (VLDL). Unfortunately; studies on the CM biogenesis and intestinaltransport of dietary fats have been hampered by the lack of an adequate in vitro model. Inthis study; we investigated the possible factors that might increase the efficiency of CMproduction by Caco‐2 cells. We utilized sequential NaCl gradient ultracentrifugation toisolate the CMs that were secreted by the Caco‐2 cells. To confirm the successful isolationof the CMs; we performed Fat Red 7B staining; TG reading; apolipoprotein B (ApoB)measurement; and transmission electron microcopy (TEM) analysis. We then tested theeffects of cell differentiation; oleic acid; mono‐olein; egg lecithin; incubation time; and …,Physiological reports,2014,12
Atherosclerosis as an inflammatory disease: implications for therapy,Nader Eldika; Lakchminarayan Yerra; David S Chi; Guha Krishnaswamy,1. ABSTRACT Cardiovascular disease remains a leading cause of mortality in the UnitedStates despite the use of new pharmacologic therapy; lifestyle modifications; and differentcoronary interventions. Atherosclerosis represents a wide variety of pathologic lesions withdifferent clinical impacts. In this review; we address the current understanding of thepathophysiological mechanisms underlying the development of atherosclerosis. We defineatherosclerosis as a multifactorial process representing a series of molecular and cellularmechanisms and involving multiple interactions between lipid metabolism; monocyteactivation; endothelial cells; cytokines and/or other intracellular metabolic pathways. Wealso imply that control of atherosclerosis could be achieved through therapeuticinterventions at different sites of the inflammatory process. Therapeutic targets could …,Front Biosci,2004,11
Difficult-to-manage asthma: how to pinpoint the exacerbating factors,Ryland P Byrd Jr; Guha Krishnaswamy; Thomas M Roy,PREVIEW Asthma can be difficult to manage in some patients; and the reason may not bereadily apparent to either physician or patient. When even aggressive treatment fails tocontrol asthma symptoms; where do you begin to look for the possible cause or causes?This article provides a brief overview of the pathogenesis of asthma and a discussion ofexacerbating factors to consider in evaluation of difficult-to-manage cases. A handyalgorithm showing a stepwise approach to evaluation is included.,Postgraduate medicine,2000,10
Urticaria and urticarial vasculitis,Bhuvana Guha; George Youngberg; Guha Krishnaswamy,Abstract Urticaria and urticarial vasculitis may be triggered by allergens; infection;autoimmunity and other immunological conditions. Careful evaluation; skin biopsy andspecific laboratory tests can assist in diagnosis. The appropriate use of antihistamines;glucocorticoids; and other immunomodulators are discussed.,Comprehensive therapy,2003,9
Immunologic investigations of T-cell regulation of human IgE antibody secretion and allergic responses,David M Essayan; Guha Krishnaswamy; Shau-Ku Huang,Abstract The pathophysiology of allergic disease is multifactorial; involving an intricatenetwork of interactions among cells; mediators; and cytokines. Substantial progress hasbeen made in defining the role of antigen-specific T cells and cytokines in the regulation ofimmunoglobulin E (IgE) synthesis and the atopic diseases. The development of antigen-specific T-cell lines and clones has facilitated efforts to characterize human T-cell subsetsand their cytokine repertoires. Molecular methods currently available include techniques forthe quantitative analysis of cytokine gene expression and secretion from activated T cellsexvivoas well as in tissues. The availability of these newly developed techniques has becomeessential to the investigation of the pharmacologic regulation of T cells and cytokines bothinvitroandin vivo. Future investigations will contribute to our understanding of the differential …,Methods,1997,9
Intravenous immunoglobulin as a potential therapy for refractory urticaria-a review,Casey Watkins; Emma Peiris; Hana Saleh; Guha Krishnaswamy,Urticaria can be a chronic and debilitating affliction and is a relatively common disorderaffecting between 10-20% of the population. Common causes include reactions tomedication; food allergen; physical stimuli and venoms. Urticaria can be acute or chronic.Chronic urticaria lasts for more than 6 weeks and is commonly difficult to treat. The use ofimmunosuppressive agents for this disorder when antihistamines fail can result in significantmorbidity. Recent advances in the pathogenesis; etiology; diagnosis and management ofchronic urticaria have led to new paradigms in treatment of this disorder. Cyclosporine isoften the most effective but has some unique adverse effects that may prevent it from beingused in some patients. The use of intravenous immunoglobulin (IVIG) has proven effective ina variety of reports and we will review the mechanisms likely involved in the successful …,Inflammation & Allergy-Drug Targets (Formerly Current Drug Targets-Inflammation & Allergy),2012,8
Telangiectasia macularis eruptiva perstans: more than skin deep,Casey E Watkins; Winston B Bokor; Stuart Leicht; George Youngberg; Guha Krishnaswamy,Abstract Systemic mastocytosis is a rare disease involving the infiltration and accumulationof active mast cells within any organ system. By far; the most common organ affected is theskin. Cutaneous manifestations of mastocytosis; including Urticaria Pigmentosa (UP);cutaneous mastocytoma or telangiectasia macularis eruptive perstans (TMEP); may indicatea more serious and potentially life-threatening underlying disease. The presence of eitherUP or TMEP in a patient with anaphylactic symptoms should suggest the likelihood ofsystemic mastocytosis; with the caveat that systemic complications are more likely to occur inpatients with UP. TMEP can usually be identified by the typical morphology; but a skinbiopsy is confirmative. In patients with elevated tryptase levels or those with frequentsystemic manifestations; a bone marrow biopsy is essential in order to demonstrate mast …,Dermatology reports,2011,8
Cytokines and the pathogenesis of atherosclerosis,Guha Krishnaswamy; Daniel Dube; Mark Counts; David S Chi,Introduction: epidemiology and disease classification of atherosclerosis 1.1. Atherosclerosis:clinical manifestations 1.2. Arterial remodeling: clinical consequences 1.3. Atherosclerosis:management options Atherosclerosis as an inflammatory disease 2.1. Cellular biology of theinflammatory response 2.2. Mechanisms regulating atherogenesis 2.2. 1. Pivotal role fornuclear factor kappa-B in atherosclerosis Cell-cell interactions in atherosclerosis: effects oncytokine generation Role of cytokines in atherogenesis,*,2002,7
Analysis of cytokine transcripts in the bronchoalveolar lavage cells of patients with asthma,SK Huang,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,J. Immunol.,1993,7
Bacterial activation of mast cells,David S Chi; Elaine S Walker; Fred E Hossler; Guha Krishnaswamy,Abstract Mast cells often are found in a perivascular location but especially in mucosae;where they may response to various stimuli. They typically associate with immediatehypersensitive responses and are likely to play a critical role in host defense. In this chapter;a common airway pathogen; Moraxella catarrhalis; and a commensal bacterium; Neiserriacinerea; are used to illustrate activation of human mast cells. A human mast cell line (HMC-1) derived from a patient with mast cell leukemia was activated with varying concentrationsof heat-killed bacteria. Active aggregation of bacteria over mast cell surfaces was detectedby scanning electron microscopy. The activation of mast cells was analyzed by nuclearfactor-κB (NF-κB) activation and cytokine production in culture supernatants. Both M.catarrhalis and N. cinerea induce mast cell activation and the secretion of two key …,*,2006,6
Mast cell histamine and cytokine assays,David S Chi; S Matthew Fitzgerald; Guha Krishnaswamy,Abstract Mast cells are crucial to the development of chronic allergic inflammation and arelikely to play a critical role in host defense. In this chapter methodology for histamine andcytokine assays is provided. Crosslinkage of IgE receptor I (FcεRI) on cord bloodderivedmast cells by myeloma IgE and anti-human IgE is used to induce histamine release.Histamine levels were measured in the culture supernatants using an enzymelinkedimmunosorbent assay. A human mast cell line (HMC-1); derived from a patient with mast cellleukemia; was activated with interleukin (IL)-1β to study cytokine production and geneexpression. Cytokine gene expression was evaluated by reverse transcriptase polymerasechain reaction and cytokine production was assayed in culture supernatants using anenzyme-linked immunosorbent assay kit.,*,2006,6
Inhibition of GM-CSF production in fibroblast-monocyte coculture by prednisone and effects of rhGM-CSF on human lung fibroblasts,S Matthew Fitzgerald; David S Chi; Steven A Lee; Kenton Hall; Guha Krishnaswamy,1. ABSTRACT Fibroblasts play a sentinel role in asthmatic disease. They are the mainconstituents of connective tissue and are increased in number in the asthmatic lung. Theyare also capable of secreting a diverse repertoire of cytokines and are able to be activatedby pro-inflammatory cytokines and cell-cell contact. Previously we have reported that normalhuman lung fibroblasts (NHLF) can be activated by monocytes (U937) through cell-cellcontact to produce GM-CSF. Here we show that GM-CSF production from NHLF activated bymonocyte contact is inhibited by prednisone; a synthetic glucocorticoid used in the treatmentof asthma. GM-CSF is an acidic glycoprotein that potentiates development of cells in thegranulocyte and macrophage lineage and is secreted at sites of peripheral inflammation.The receptor for GM-CSF was found on NHLF by flow cytometry and was able to be up …,Front Biosci,2004,6
HIV and cocaine induced cardiovascular disease: pathogenesis and clinical implications,JL Kelley; DS Chi; J Henry; W Stone; K SMITH; G Krishnaswamy,*,Cardiovascular reviews & reports,2000,6
Appearance of drug-resistant tuberculosis in rural Tennessee.,Jay Mehta; Constantino Diaz; Bhuvana Guha; Leo Harvill; Guha Krishnaswamy,Abstract Drug-resistant tuberculosis (DRTB) is a growing national health concern in bothurban populations and rural areas and is exacerbated by the growing epidemic of humanimmunodeficiency virus (HIV) infection. Between 1989 and 1992; 7 cases of DRTB (5 withmultidrug-resistance) were diagnosed in an eight-county region of East Tennessee. During1990 and 1991 alone; 5 of 100 patients with tuberculosis had drug-resistant strains (5%). All7 patients with DRTB had 100% resistance to isoniazid; 5 also had resistance tostreptomycin; 2 to rifampin; and 1 to pyrazinamide and ethambutol. All patients were white;US-born; and without evidence of HIV infection. Contact investigation revealed that morecontacts of patients with DRTB (13 of 74; 18%) were infected than were contacts of patientswith drug-sensitive tuberculosis (46 of 290; 16%). Our study demonstrates that DRTB is …,Southern medical journal,1995,6
Paul Ehrlich’s Mastzellen: a historical perspective of relevant developments in mast cell biology,Jack Ghably; Hana Saleh; Harsha Vyas; Emma Peiris; Niva Misra; Guha Krishnaswamy,Abstract Following the discovery of mast cells (or mastzellen) by the prolific physicianresearcher; Paul Ehrlich; many advances have improved our understanding of these cellsand their fascinating biology. The discovery of immunoglobulin E and receptors for IgE andIgG on mast cells heralded further in vivo and in vitro studies; using molecular technologiesand gene knockout models. Mast cells express an array of inflammatory mediators includingtryptase; histamine; cytokines; chemokines; and growth factors. They play a role in manyvarying disease states; from atopic diseases; parasitic infections; hematologicalmalignancies; and arthritis to osteoporosis. This review will attempt to summarize salientevolving areas in mast cell research over the last few centuries that have led to our currentunderstanding of this pivotal multifunctional cell.,*,2015,5
Remission of severe aphthous stomatitis of celiac disease with etanercept,Adey Hasan; Hiren Patel; Hana Saleh; George Youngberg; John Litchfield; Guha Krishnaswamy,Celiac disease is a common autoimmune disease triggered by gluten-containing foods(wheat; barley and rye) in genetically predisposed individuals. We present a patient withceliac disease complicated by severe aphthous stomatitis resulting in impairing swallowing;chewing and speaking. This led to weight loss; psychosocial problems as well as inability toperform her work. A variety of topical and systemic medications used resulted in either noimprovement or only partial alleviation of the patient's symptoms. After informed consent;etanercept was initiated and resulted in complete remission of aphthous stomatitis; decreasein arthralgia and fatigue and considerable improvement in her quality of life. The use ofnewer biological agents for selected and severe manifestations of celiac disease may leadto improved morbidity in these patients; but more studies are needed to determine long …,Clinical and Molecular Allergy,2013,5
Malignancy in common variable immune deficiency: report of two rare cases of gastrointestinal malignancy and a review of the literature,Casey Watkins; Ryan Sahni; Nikhil Holla; John Litchfield; George Youngberg; Guha Krishnaswamy,Patients can develop malignancies due to various reasons including genetic factors;chemical carcinogens; radiation; and defects in their immune system. The immune system ispostulated to carry out routine surveillance for malignancy. Patients who have defectiveimmune responses may be susceptible to malignancies due to complicated underlyingmechanisms. These include defective immune response to cancer-causing bacteria;transforming viruses; and concomitant molecular; cellular and immunoregulatory defects.Common variable immune deficiency (CVID) is characterized by hypogammaglobulinemia;impaired antibody responses and an increased susceptibility to infections. A disorderlyimmune response; or immune dysregulation; may also lead to autoimmune complicationsand possibly to malignancy. The treatment of CVID involves infusion of replacement …,Cardiovascular & Haematological Disorders-Drug Targets (Formerly Current Drug Targets-Cardiovascular & Hematological Disorders),2012,5
The Hoover's sign of pulmonary disease: molecular basis and clinical relevance,Chambless R Johnston; Narayanaswamy Krishnaswamy; Guha Krishnaswamy,In the 1920's; Hoover described a sign that could be considered a marker of severe airwayobstruction. While readily recognizable at the bedside; it may easily be missed on a cursoryphysical examination. Hoover's sign refers to the inspiratory retraction of the lowerintercostal spaces that occurs with obstructive airway disease. It results from alteration indynamics of diaphragmatic contraction due to hyperinflation; resulting in traction on the ribmargins by the flattened diaphragm. The sign is reported to have a sensitivity of 58% andspecificity of 86% for detection of airway obstruction. Seen in up to 70% of patients withsevere obstruction; this sign is associated with a patient's body mass index; severity ofdyspnea and frequency of exacerbations. Hence the presence of the Hoover's sign mayprovide valuable prognostic information in patients with airway obstruction; and can serve …,*,2008,5
The effect of interferon-gamma; interleukin-4 and immunoglobulin receptor cross-linking of monocytes on allergen-specific T-cell response.,M Kumai; G Krishnaswamy; DG Marsh; SK Huang,Abstract Modulation of the proliferative responses of an allergen-specific human Th2 cellline by cytokine-treated monocytes was examined. The response of this cell line to thespecific allergen; Amb a V (from short ragweed pollen); increased following the addition ofinterleukin-1 beta (IL-1 beta). However; in the presence of exogenous interferon-gamma(IFN-gamma); there was greater than 40% reduction in the responsiveness of these T cells.The addition of IL-1 beta did not reverse the inhibitory effect of IFN-gamma. To determine theprimary target cell type for IFN-gamma; autologous monocytes were pretreated with IL-4; IFN-gamma; or medium alone; and used as antigen-presenting cells (APC). We showed that theresponses of T cells to Amb a V were significantly down-regulated in the presence ofautologous monocytes pretreated with IFN-gamma; but not for monocytes pretreated with …,Immunology,1993,5
Vulnerable plaque.,Guha Krishnaswamy; David S Chi; Jim Kelley,Author: Krishnaswamy G; Journal: Annals of internal medicine[1999/09].,Annals of internal medicine,1999,4
Glatiramer acetate-induced lobular panniculitis and skin necrosis.,Casey E Watkins; John Litchfield; George Youngberg; Stuart S Leicht; Guha Krishnaswamy,Abstract Glatiramer acetate (GA) is a drug that commonly is used for the treatment ofrelapsing-remitting multiple sclerosis (RRMS). Although it typically is known as a safe andeffective therapy; a number of adverse effects associated with GA have been reported in theliterature. Local injection-site reactions (LISRs) and mild systemic symptoms are among themost commonly described adverse effects. A review of the literature revealed limited reportsof panniculitis as an adverse effect of GA injection and even fewer describing associatedskin necrosis. We report a case of GA-induced panniculitis and skin necrosis and discussthe occurrence of panniculitis; necrosis; and lipoatrophy following GA injections.,Cutis,2015,3
Tumor lysis syndrome following chlorambucil therapy for chronic lymphocytic leukemia: case report and review of the literature.,Semaan G Kosseifi; Bavna Vyas; Harsha Vyas; Guha Krishnaswamy; Steven Smith,Author: Kosseifi SG; Journal: Tennessee medicine : journal ofthe Tennessee Medical Association[2009/10].,*,2009,3
A patient with facial and neck swelling; dyspnea; and dysphagia,Billy Copeland; Omar Aljitawi; Steven M Fitzgerald; David S Chi; Guha Krishnaswamy,A 44-year-old white woman presented to the emergency department for a 5-day history ofprogressive swelling of the neck and face associated with dyspnea and difficulty swallowing.The patient had a prior history of poorly differentiated carcinoma of the left breast for whichshe had undergone a mastectomy. This was followed by the placement of a Port-A-Cath onthe left side and the administration of 6 cycles of cyclophosphamide; doxorubicin; and 5-fluorouracil. She had just received her fifth cycle of chemotherapy when the swelling beganto develop. The swelling initially began on the neck and then extended to involve the faceand was symmetric and bilateral. The patient specifically denied lip or tongue edema;urticarial eruption; joint pain; abdominal pain; or pruritus. The patient had a history of “mild”mental retardation; congenital hearing loss; dyslipidemia; and hypothyroidism. The …,Annals of Allergy; Asthma & Immunology,2005,3
The diagnosis and management of chronic rhinosinusitis,Michael Puruckherr; Ryland Byrd; Tom Roy; Guha Krishnaswamy,Sinusitis is a common health problem that lead to frequent visits to primary care physiciansand to ear; nose and throat specialists in the United States and other countries. It contributesto a significant amount of health care expenditure due to direct costs arising from physicianvisits and antibiotics; as well as indirect costs related to missed days at work and a generalloss of productivity due to a decrease in life-quality of those affected (14)(24). The 1996 totaldirect health care expenditures in the USA attributable to sinusitis were estimated with $5.8billion. Of this number about 58.7%(or $3.5 billion) is probably related to chronic sinusitisalone (17). It is estimated that 13.4 million office visits/year are related to sinusitis and/or itssequelae.Patients with chronic rhinosinusitis also suffer from a poor quality of life and thedisease is often associated with other co-morbid conditions such as asthma; eczema and …,Departf medicine East Tennesse State Univ. Johnson City. E-mail: Krishnas (S> etsu. edu,2001,3
MODULATION EFFECT OF HUMAN MONOCYTE FC-RECEPTOR ON ALLERGEN-INDUCED T-CELL RESPONSES,M Kumai; G Krishnaswamy; DG Marsh; SK Huang,*,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,1992,3
Urticarial vasculitis and associated disorders,Ahmad Hamad; Warit Jithpratuck; Guha Krishnaswamy,Patients often present to allergists with urticarial eruption symptoms. In many instances;these lesions represent chronic idiopathic or spontaneous urticaria. 1 Some of thesepatients may have a condition referred to as urticarial vasculitis (UV); including its variantsnormocomplementemic urticarial vasculitis (NUV); hypocomplementemic urticarial vasculitis(HUV); and hypocomplementemic urticarial vasculitis syndrome (HUVS) or Schnitzlersyndrome. 2; 3 There are some features that set this condition apart; and in some instances;the disease may be severe enough to require systemic immunosuppressive therapies. UV;Schnitzler syndrome; and related disorders are discussed in this review.,Annals of Allergy; Asthma & Immunology,2017,2
Aphthous stomatitis,Kena Shah; Juan Guarderas; Guha Krishnaswamy,Recurrent aphthous stomatitis (RAS) is the most common inflammatory and ulcerativecondition of the oral cavity. The term aphthous is derived from a Greek word aphtha; whichmeans ulceration. It is estimated that at least 1 in 5 individuals have been affected byaphthous stomatitis. The disorder most commonly affects young adults (with some studiesreporting a prevalence as high as 60% in students); decreasing in frequency and severityafter 50 years of age. The cause is unknown in most patients; although in some the diseasemanifests secondary to an underlying infectious; inflammatory; immunologic; or nutritionaldisorder.,Annals of Allergy; Asthma & Immunology,2016,2
Concomitant gene mutations of MBL and CYBB in chronic granulomatous disease: implications for host defense,Casey Watkins; Hana Saleh; Eunkyung Song; Gayatri Bala Jaishankar; S Chi; Niva Misran; Emma Peiris; Michelle L Altrich; Thomas Barklow; Guha Krishnaswamy,Chronic granulomatous disease (CGD) is associated with defective function of the NADPH-oxidase system in conjunction with phagocytic defects which leads to granuloma formationand serious infectious complications. This is often associated with significant morbidity andmortality. The association of defective phagocyte function with other coincidental immunedefects is unknown. Defects in innate pathways seen with CGD; including complementsystems; and toll-like and dectin receptor pathways; have not been described before. Wepresent the case of a 2-year old male patient hospitalized with recurrent pneumonia; a non-healing skin ulcer; necrotizing lung granulomas; and epididymo-orchitis. Defectiveneutrophil chemiluminescence was detected by dihydrorhodamine (DHR) testing. Furtherevaluation demonstrated characteristic molecular mutations of CYBB consistent with CGD …,Inflammation & Allergy-Drug Targets (Formerly Current Drug Targets-Inflammation & Allergy),2012,2
Differential effects of berberine; baicalein; and triptolide on cytokine production from IL-1β-activated mast cells (95.28),Chia-Jung Hsieh; Kenton Hall; Guha Krishnaswamy; David S Chi,Human mast cells are multifunctional cells capable of a wide variety of inflammatoryresponses. Berberine (BER); baicalein (BAI); and triptolide (TRI) are compounds isolatedfrom traditional Chinese medicinal herbs and have been shown to have anti-inflammatoryeffects. We examined their effects on the production of inflammatory cytokines from IL-1β-activated human mast cells (HMC-1). Two ml of HMC-1 at 1 x 10 6 cells/mL were culturedwith BER; BAI; and TRI (at predetermined non-toxic concentrations) in the presence orabsence of IL-1β (10 ng/mL) for 24 hrs. The supernatants were harvested and assayed for IL-6; IL-8; and MCP-1 by ELISA. The compounds alone did not induce cytokine production fromHMC-1. However; BAI (15 and 30 μM) significantly inhibited the production of IL-6; IL-8 andMCP-1 (all p< 0.005) from IL-1β-activated HMC-1 in a dose dependent fashion. TRI (10 …,*,2007,2
The role of fat-soluble nutrients and antioxidants in preventing heart disease,WL Stone; G Krishnaswamy; H Yang,*,*,2004,2
Celiac disease and nonceliac gluten sensitivity,Chongwei Cui; Tyler Basen; Ami Thakor Philipp; Joseph Yusin; Guha Krishnaswamy,Celiac disease (CD) is an increasingly common chronic autoimmune disease caused bypermanent gluten sensitivity that occurs in people carrying the HLA-DQ2 or HLA-DQ8. Itcauses both gastroenteropathy (demonstrated by duodenal biopsy) and extraintestinalpathologic conditions (Fig 1 A and B). The disease is often diagnosed by the discovery ofpositive autoantibodies (antietissue transglutaminase [anti-tTG] IgA and antieendomysialantibody [EMA] IgA) in a patient; which might trigger an intestinal biopsy that reveals villousatrophy. A strict gluten-free diet (GFD) is the ultimate treatment.,Annals of Allergy; Asthma & Immunology,2017,1
