Integrating classification and association rule mining,Bing Liu Wynne Hsu Yiming Ma; Bing Liu,*,Proceedings of the fourth international conference on knowledge discovery and data mining,1998,2773
Coordination guided reinforcement learning,Qiangfeng Peter Lau; Mong Li Lee; Wynne Hsu,Abstract In this paper; we propose to guide reinforcement learning (RL) with expertcoordination knowledge for multi-agent problems managed by a central controller. The aimis to learn to use expert coordination knowledge to restrict the joint action space and to directexploration towards more promising states; thereby improving the overall learning rate. Wemodel such coordination knowledge as constraints and propose a two-level RL system thatutilizes these constraints for online applications. Our declarative approach towardsspecifying coordination in multi-agent learning allows knowledge sharing betweenconstraints and features (basis functions) for function approximation. Results on a soccergame and a tactical real-time strategy game show that coordination constraints improve thelearning rate compared to using only unary constraints. The two-level RL system also …,Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems-Volume 1,2012,8
A path-based approach for efficient structural join with not-predicates,Hanyu Li; Mong Li Lee; Wynne Hsu; Ling Li,Abstract There has been much research on XML query processing. However; there hasbeen little work on the evaluation of XML queries involving not-predicates. Such queries areuseful and common in many real-life applications. In this paper; we present a model calledXQuery tree to model queries involving not-predicates and describe a path-based method toevaluate such queries efficiently. A comprehensive set of experiments is carried out todemonstrate the effectiveness and efficiency of the proposed solution.,International Conference on Database Systems for Advanced Applications,2007,8
Efficient pattern discovery for semistructured data,Zhou Feng; Wynne Hsu; Mong Li Lee,The process of discovering frequent patterns from large semistructured data repositories isone of the hardest categories of tree mining problems; since it involves the discovery ofunordered embedded tree patterns. Existing work has focused primarily on the discovery ofordered; induced trees. This work proposes a divide-and-conquer algorithm called WTIMinerto discover the complete set of frequent unordered embedded subtrees. The algorithmsuccessfully reduces the complexity of pattern matching and counting problem that a regulartree mining algorithm faces. Experimental results demonstrate the efficiency and scalabilityof WTIMiner in terms of both time and space,Tools with Artificial Intelligence; 2005. ICTAI 05. 17th IEEE International Conference on,2005,8
Techniques for temporal registration of retinal images,Bin Fang; Wynne Hsu; Mong-Li Lee,Temporal registration of retinal images is helpful to provide physicians important informationin tracking the evolution of eye-related diseases. The vascular structure of the retina is themost appropriate feature representation for registration. This paper describes a fast chamfermatching applied to the vascular structure to align pairs of fundus images. While the fastchamfer matching is able to achieve successful alignment consistently; it fails to find correctmodel parameters in a few cases. To alleviate this problem; we propose a nonparametricelastic matching method. The two matching algorithms are tested on 98 pairs of temporalfundus images. We found that elastic matching gives better performance than the fastchamfer matching method where there are 3 failure cases were reported.,Image Processing; 2004. ICIP'04. 2004 International Conference on,2004,8
Discovering large empty maximal hyper-rectangle in multi-dimensional space,Liang-Ping Ku; Bing Liu; Wynne Hsu,Abstract Given a collection of points in a multi-dimensional space; we consider the problemof nding the set of all possible Maximal Hyper-Rectangle (MHR); de ned to be hyper-rectangles that are empty and have at least a point bounding each of its surfaces. It is easyto see that there are enormous number of such MHRs in a given instance; and most of thetime; applications require only to nd the\largest" MHR or\su ciently large" MHRs. Ourproposed algorithm solved all the above problems by setting a criterion to measure suciently large MHRs so that only those large MHRs will be reported. The algorithm runs muchfaster when the criterion set is\reasonably tight" as pruning is done naturally in the algorithm.,*,1997,8
Conceptual level design for assembly analysis using state transitional approach,Wynne Hsu; Andrew Lim; CS George Lee,Traditionally; design for assembly is done during the detailed design phase. A designer firstmaps a set of design requirements into a set of components or subassemblies that cansatisfy the given set of requirements. The components and subassemblies are thenexamined individually to determine whether they conform to the principles of design forassembly. Usually; local changes are performed so that the resultant components/subassemblies are better for assembly. In this paper; we propose to bring the design forassembly analysis into an even earlier phase-that of the conceptual design phase. Weargue that by incorporating the design for assembly analysis at the conceptual designphase; we can achieve a more substantial savings as compared to the savings obtainedwhen the design for assembly analysis is only performed as late as the detailed design …,Robotics and Automation; 1996. Proceedings.; 1996 IEEE International Conference on,1996,8
A statistical approach for XML query size estimation,Mong Li Lee; Hanyu Li; Wynne Hsu; Beng Chin Ooi,Abstract The increasing number of XML repositories has intensified research activities in theoptimization of XML queries. The success of any optimization approach hinges on anaccurate query size estimation. This paper presents a statistical method for estimating theresult size of XML queries. Our estimation system extracts two summarized information;namely; node ratio and node factor; from every distinct parent-child path in the XML files.Experiment results indicate that our approach requires small memory footprint; and yetproves to be sufficient in estimating the result size of queries under the data-independentassumption.,International Conference on Extending Database Technology,2004,7
KPN: a Petri net model for general knowledge representation and reasoning,Shengke Yu; Wynne Hsu; Hung-Keng Pung,In this paper; KPN (Knowledge Petri Net); a unified Petri net model for atemporal andtemporal knowledge representation and reasoning; is presented. In the model; logical;causal; uncertain/imprecise; and temporal knowledge are represented in a coherent way.Based on T-invariant computation (a classical linear algebra analysis technique of Petrinets); an efficient and simple algorithm for reasoning on KPN nets is also proposed. Themodel is the first attempt to handle both atemporal and temporal knowledge within a Petrinet framework.,Systems; Man; and Cybernetics; 1998. 1998 IEEE International Conference on,1998,7
Discovering conforming and unexpected classification rules,Bing Liu; Wynne Hsu; Shu Chen,Abstract One problem in applying machine learning and knowledge discovery techniques tosolve real-world problems is how to incorporate the user's concepts about the applicationdomain into the learning process to discover interesting rules to the user. Rules areinteresting if they are useful and/or provide new knowledge to the user. Interesting rules aresubjective because they depend on the individual user's existing knowledge (concepts orhypotheses) about the domain and his/her interests at a particular point in time. In theapplications of classification rule induction techniques to real-world problems; we encountera number of problems regarding the production of interesting knowledge to the user. In thispaper; we address a specific problem; ie; characterizing the conforming and unexpectedtuples in the database with respect to the user's existing concepts; which can be correct …,IJCAI-97 Workshop on Intelligent Data Analysis in Medicine and Pharmacology,1997,7
Automatic generation of goal regions for assembly tasks in the presence of uncertainty,Shun-Feng Su; CS George Lee; Wynne Hsu,This paper presents a systematic procedure for generating the goal region of a mating actionfrom a model of assemblies. The goal region of a mating action is defined as the acceptabledestination of the moving object and is used to identify the successful situation of the matingaction. In this paper; goal regions are constructed by using the mating features and theconstraint types residing in the model of assemblies. The mating features identify theimportant variables between which the interdependencies are considered; and theconstraint types identify the necessary constraints that mating features cannot provide. Ananalytical solution for C-space interior is developed to construct the goal region from 2Dfeatures. The effects of interference and fine-motion planning on success probabilities arealso taken into consideration to define theoretical goal regions; goal regions are also …,IEEE transactions on robotics and automation,1996,7
Prediction of cerebral aneurysm rupture,Qiangfeng Peter Lau; Wynne Hsu; Mong Li Lee; Ying Mao; Liang Chen,Cerebral aneurysms are weak or thin spots on blood vessels in the brain that balloon out.While the majority of aneurysms do not burst; those that do would lead to seriouscomplications including hemorrhagic stroke; permanent nerve damage; or death. Yet;surgical options for treating cerebral aneurysms carry high risk to the patient. It is vital for thedoctors to accurately diagnose aneurysms that have high probabilities of rupturing. In thisapplication; the patient dataset has many attributes; ranging from patient profile to resultsfrom diagnostic test and features extracted from brain images. Many of the attributes arediscrete and have missing values. The dataset is also highly biased; with 15% unrupturecases and 85% rupture cases. Building a classifier that unerringly predicts the unrupture(rare) class is a challenge. In this paper; we describe a systematic approach to build such …,Tools with Artificial Intelligence; 2007. ICTAI 2007. 19th IEEE International Conference on,2007,6
Identification of microrna precursors via svm,Liang Huai Yang; Wynne Hsu; Mong Li Lee; Limsoon Wong,Abstract MiRNAs are short non-coding RNAs that regulate gene expression. While the firstmiRNAs were discovered using experimental methods; experimental miRNA identificationremains technically challenging and incomplete. This calls for the development ofcomputational approaches to complement experimental approaches to miRNA geneidentification. We propose in this paper a de novo miRNA precursor prediction method. Thismethod follows the “feature generation; feature selection; and feature integration” paradigmof constructing recognition models for genomics sequences. We generate and identifiedfeatures based on information in both primary sequence and secondary structure; and usethese features to construct SVM-based models for the recognition of miRNA precursors.Experimental results show that our method is effective; and can achieve good sensitivity …,*,2006,6
Enhancing SNNB with local accuracy estimation and ensemble techniques,Zhipeng Xie; Qing Zhang; Wynne Hsu; Mong Li Lee,Abstract Naïve Bayes; the simplest Bayesian classifier; has shown excellent performancegiven its unrealistic independence assumption. This paper studies the selectiveneighborhood-based naïve Bayes (SNNB) for lazy classification; and develops three variantalgorithms; SNNB-G; SNNB-L; and SNNB-LV; all with linear computational complexity. TheSNNB algorithms use local learning strategy for alleviating the independence assumption.The underlying idea is; for a test example; first to construct multiple classifiers on its multipleneighborhoods with different radius; and then to select out the classifier with the highestestimated accuracy to make decision. Empirical results show that both SNNB-L and SNNB-LV generate more accurate classifiers than naïve Bayes and several other state-of-the-artclassification algorithms including C4. 5; Naïve Bayes Tree; and Lazy Bayesian Rule. The …,international conference on database systems for advanced applications,2005,6
Scaling SDI systems via query clustering and aggregation,Xi Zhang; Liang Huai Yang; Mong Li Lee; Wynne Hsu,Abstract XML-based Selective Dissemination of Information (SDI) systems aims to quicklydeliver useful information to the users based on their profiles or user subscriptions. Thesesubscriptions are specified in the form of XML queries. This paper investigates howclustering and aggregation of user queries can help scale SDI systems by reducing thenumber of document-subscription matchings required. We design a new distance function tomeasure the similarity of query patterns; and develop a filtering technique called YFilter* thatis based on YFilter. Experiment results show that the proposed approach is able to achievehigh precision; high recall; while reducing runtime requirement.,International Conference on Database Systems for Advanced Applications,2004,6
Advanced database technologies in a diabetic healthcare system,Wynne Hsu; Mong Li Lee; Beng Chin Ooi; Pranab Kumar Mohanty; Keng Lik Teo; Chenyi Xia,This chapter shows a practical system that employs advanced database technologies toachieve seamless integration; from capturing and indexing of the patient medical history andretina images; to the automatic computer analysis on the retinal fundus images of eachpatient; to determining the risk profile and subpopulation targeting of the patient database;thereby providing total care to all diabetic patients. With the increased emphasis on healthcare worldwide; the issue of being able to efficiently and effectively manage large amount ofpatient information in diverse media becomes critical. This system represents the future ofhealth care systems; where the aim is not just to manage patient data; but also to integrateand analyze the data so that it can deliver total care to the patients. With the increasedemphasis on health care worldwide; the issue of being able to efficiently and effectively …,*,2002,6
Targeted influence maximization in social networks,Chonggang Song; Wynne Hsu; Mong Li Lee,Abstract Influence maximization (IM) problem asks for a set of k nodes in a given graph G;such that it can reach the largest expected number of remaining nodes in G. Existingmethods have either considered that the influence be targeted to meet certain deadlineconstraint; or be restricted to specific geographical region. However; if an event organizerwants to disseminate some event information on a social platform; s/he would want to selecta set of users who can influence the most number of people within the neighborhood of theevent location; and this influence should occur before the event takes place. Considering thelocation and deadline independently may lead to a less than optimal set of users. In thispaper; we formalize the problem targeted influence maximization in social networks. Weadopt a login model where each user is associated with a login probability and he can be …,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,5
The singapore eye vessel assessment system,Qiangfeng Peter Lau; Mong Li Lee; Wynne Hsu; Tien Yin Wong,Images of the retina provide one of the few avenues to observe human microcirculation in anoninvasive manner. A variety of measurements have been proposed over the years1 toquantify multiple aspects of retinal vascular morphology. Many of these measures havebeen found through population studies to have good diagnostic capabilities for diseases ascardiovascular risk factors; 2–9 while other measures are actively being investigated in large-scale population studies. These population studies make use of computer-assistedsemiautomated systems to take measurements from retinal images. Such real-worldapplications use image-processing techniques to reduce the time taken for manual editing(grading) and limit human error; producing reliable results for large studies. After thediagnostic capabilities of particular measurements have been verified; the systems can …,Image Analysis and Modeling in Ophthalmology,2014,5
Distributed coordination guidance in multi-agent reinforcement learning,Qiangfeng Peter Lau; Mong Li Lee; Wynne Hsu,In this paper we present a distributed reinforcement learning system that leverages onexpert coordination knowledge to improve learning in multi-agent problems. We focus on thescenario where agents can communicate with their neighbors but this communicationstructure and the number of agents may change over time. We express coordinationknowledge as constraints to reduce the joint action space for exploration. We introduce anextra learning level to learn when to make use of these constraints. This extra level isdecentralized among the agents; making it suitable for our communication restrictions.Experiment results on tactical real-time strategy and soccer games show that our system iseffective in online learning as opposed to existing methods that use individual constraints onagents and coordinated action selection.,Tools with Artificial Intelligence (ICTAI); 2011 23rd IEEE International Conference on,2011,5
Mining progressive confident rules,Minghua Zhang; Wynne Hsu; Mong Li Lee,Abstract Many real world objects have states that change over time. By tracking the statesequences of these objects; we can study their behavior and take preventive measuresbefore they reach some undesirable states. In this paper; we propose a new kind of patterncalled progressive confident rules to describe sequences of states with an increasingconfidence that lead to a particular end state. We give a formal definition of progressiveconfident rules and their concise set. We devise pruning strategies to reduce the enormoussearch space. Experiment result shows that the proposed algorithm is efficient and scalable.We also demonstrate the application of progressive confident rules in classification.,Proceedings of the 12th ACM SIGKDD international conference on Knowledge discovery and data mining,2006,5
A histogram-based selectivity estimator for skewed XML data,Hanyu Li; Mong Li Lee; Wynne Hsu,Abstract The optimization of XML queries requires an accurate and compact structure tocapture the characteristics of the underlying data. A compact structure works well when thedata is uniformly distributed and has many common paths. However; more detailedinformation needs to be maintained when the data is skewed. This work presents ahistogram-based structure to capture the distribution of skewed XML data. It builds upon astatistical method to estimate the result size of XML queries. Experiment results indicate thatthe proposed method leads to a more accurate estimation.,International Conference on Database and Expert Systems Applications,2005,5
Improving data quality: eliminating dupes & ID-ing those spurious links,Mong Li Lee; Wynne Hsu,Dirty data arise as a result of abbreviations; data entry mistakes; duplicate records; missingfields and so forth. This problem is aggravated when multiple data sources need to beintegrated. Data cleaning refers to a series of processes employed to deal with detectingand removing errors and inconsistencies from data. Given the" garbage in; garbage out"principle; clean data is crucial for database integration; data warehousing and data mining.Data cleaning is a necessary step prior to the knowledge discovery process. We havereviewed a knowledge-based framework that provides for the definition of duplicateidentification rules. We have described a context-based approach to identify these spuriouslinks in the data.,IEEE Potentials,2005,5
Using interval association rules to identify dubious data values,Ren Lu; Mong Li Lee; Wynne Hsu,Abstract A hard-to-catch erroneous data is one whose value looks perfectly legitimate. Yet; ifwe examine this value in conjunction with other attribute values; the value appearquestionable. Detecting such dubious values is a major problem in data cleaning. Thispaper presents a framework to automatically detect dubious data values in the datasets.Data is first pre-processed by data smoothing and mapping. Next; interval association rulesare generated which involved data partitioning via clustering before the rules are generatedusing an Apriori algorithm. Finally; these rules are used to identify data values that falloutside the expected intervals. Experiment results show that the proposed framework is ableto accurately and efficiently dubious values in large datasets.,International Conference on Web-Age Information Management,2004,5
Abnormality detection in retinal images,Xiaoxue Yu; Wynne Hsu; Wee Sun Lee; Tomás Lozano-Pérez,The implementation of data mining techniques in the medical area has generated greatinterest because of its potential for more efficient; economic and robust performance whencompared to physicians. In this paper; we focus on the implementation of Multiple-InstanceLearning (MIL) in the area of medical image mining; particularly to hard exudates detectionin retinal images from diabetic patients. Our proposed approach deals with the highly noisyimages that are common in the medical area; improving the detection specificity whilekeeping the sensitivity as high as possible. We have also investigated the effect of featureselection on system performance. We describe how we implement the idea of MIL on theproblem of retinal image mining; discuss the issues that are characteristic of retinal imagesas well as issues common to other medical image mining problems; and report the results …,*,2004,5
Twins: A practical vision-based 3D mouse,Sifang Li; Wynne Hsu; Hung Keng Pung,Abstract A novel scheme is introduced that uses a mirror and a single camera to restore the3D position of a finger tip. The camera is positioned in such a way that it captures both thehand as well as its mirror image. The captured images are then processed to extract thecontour of the hand. This extraction process is done using a fast algorithm that integratesBayesian estimation in the traditional chain code generation algorithm. The algorithm workswell with a complex; albeit fixed; background. In addition; we have integrated thesmoothness assumption into the algorithm so as to obtain a smoother hand contour; thusimproving the accuracy of our tracking process. Tolerance to noise can be improved byutilizing the constraints imposed by our system setting to eliminate false signals. A prototypesystem has been implemented and the performance of the 3D mouse before different …,Real-Time Imaging,1998,5
Let us build system-friendly networks-build them hierarchically,Tsun-Yuk Hsu; Pen-Chung Yew,Hierarchical systems address many hardware and software problems encountered bydesigners of large communication and computing systems; hence; interest in this fieldcontinues to grow. A diversity of hierarchical networks have been proposed in the literature.This paper introduces a framework for classifying hierarchical topologies. Using theframework; we survey existing topologies in an organized fashion and identify the majordesign choices. We show how new hierarchical networks can be generated by varyingarchitectural parameters in the framework. The performance evaluation of the numeroustopologies remains a non-trivial task; we describe some preliminary efforts in that direction.,Parallel Processing; 1996. Proceedings of the 1996 ICPP Workshop on Challenges for,1996,5
Tuple-Level Analysis for Identification of Interesting Rules,Bing Liu; Wynne Hsu; Hing-yan Lee; Lai-fun Mun,Abstract One of the important issues in data mining is the “interestingness” problem. Pastresearch and applications have shown that in many situations a huge number of patternscan be discovered from a database. Most of these patterns are actually useless oruninteresting to the user. But because of the huge number of patterns; it is difficult for theuser to identify those interesting to him/her. In this project; we propose a new technique tohelp the user identify interesting patterns. The user is first asked to provide his/her expectedpatterns according to his/her past knowledge and/or intuitive feelings. Given theseexpectations; the system uses a tuple-level fuzzy matching technique to analyze and rankthe discovered patterns according to a number of interestingness measures. With thistechnique; the user can quickly focus on a subset of the discovered patterns with the most …,SoC.; National University of Singapore,1996,5
Temporal influence blocking: Minimizing the effect of misinformation in social networks,Chonggang Song; Wynne Hsu; Mong Li Lee,The diffusion of rumors is a major concern for web users. Limiting the spread of rumor onsocial networks has become an important task. One approach is to identify nodes to start atruth campaign such that when users are aware of the truth; they would not believe orpropagate the rumor. However; existing works do not take into account the delays ofinformation diffusion or the time point beyond which propagation of misinformation is nolonger critical. In this paper; we consider a more realistic situation where information ispropagated with delays and the goal is to reduce the number of rumor-infected users beforea deadline. We call this the Temporal Influence Blocking (TIB) problem. We propose a two-phase solution called TIB-Solver to select k nodes to start a truth campaign such that thenumber of users reached by a rumor is minimized. Experiments show that the proposed …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,4
Similar subsequence search in time series databases,Shrikant Kashyap; Mong Li Lee; Wynne Hsu,Abstract Finding matching subsequences in time series data is an important problem. Theclassical approach to search for matching subsequences has been on the principle ofexhaustive search; where all possible candidates are generated and evaluated or all theterms of the time series in a data base are examined. As a result most of the subsequencesearch algorithms are cubic in nature with few algorithms of quadratic nature. Someapproximate algorithms have been proposed; as a result; to speed up the search formatching subsequences. In this work; we propose a fast and efficient exact subsequencesearch algorithm which is sub-quadratic in nature. We introduce the notion of eHaar(envelope Haar) to prune parts of the time series data which will not contain subsequencesthat can match the query subsequence. This pruning phase dramatically reduces the …,International Conference on Database and Expert Systems Applications,2011,4
Mining mutation chains in biological sequences,Chang Sheng; Wynne Hsu; Mong Li Lee; Joo Chuan Tong; See-Kiong Ng,The increasing infectious disease outbreaks has led to a need for new research to betterunderstand the disease's origins; epidemiological features and pathogenicity caused by fast-mutating; fast-spreading viruses. Traditional sequence analysis methods do not take intoaccount the spatio-temporal dynamics of rapidly evolving and spreading viral species. Theyare also focused on identifying single-point mutations. In this paper; we propose a novelapproach that incorporates space-time relationships for studying changes in proteinsequences from fast mutating viruses. We aim to detect both single-point mutations as wellas k-mutations in the viral sequences. We define the problem of mutation chain patternmining and design algorithms to discover valid mutation chains. Compact data structures tofacilitate the mining process as well as pruning strategies to increase the scalability of the …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,4
Farm: Feature-assisted aggregate route mining in trajectory data,Shrikant Kashyap; Sujoy Roy; Wynne Hsu,An aggregate route of a set of trajectories is the representative movement direction of theset. Existing solutions address the problem of finding representative routes by findingclusters in the data with minimum intra-cluster deviation and then deriving a simplifiedtrajectory to represent each cluster. However; existing similarity measures for trajectories arenot discriminative and are sensitive to noise. This paper presents FARM; a framework forextracting aggregate routes from trajectory data. FARM first transforms the trajectories into afeature space. Next; it applies spectral clustering to find clusters in the feature space. Finally;we find a representative route for each cluster obtained. Experimental studies demonstratethe effectiveness of the proposed method.,Data Mining Workshops; 2009. ICDMW'09. IEEE International Conference on,2009,4
Bayesian Classification,Wynne Hsu,The B+-tree is a disk-based; paginated; dynamically updateable; balanced; and tree-likeindex structure. It supports the exact match query as well as insertion/deletion operations inO (logpn) I/Os; where n is the number of records in the tree and p is the page capacity innumber of records. It also supports the range searches in O (logpn+ t∕ p) I/Os; where t is thenumber of records in the query result.,*,2009,4
Deepdetect: An extensible system for detecting attribute outliers & duplicates in XML,Qiangfeng Peter Lau; Wynne Hsu; Judice LY Koh; Mong Li Lee,Abstract XML; the eXtensible Markup Language; is fast evolving into the new standard fordata representation and exchange on the WWW. This has resulted in a growing number ofdata cleaning techniques to locate" dirty" data (artifacts). In this paper; we presentDEEPDETECT–an extensible system that detects attribute outliers and duplicates in XMLdocuments. Attribute outlier detection finds objects that contain deviating values with respectto a relevant group of objects. This entails utilizing the correlation among element values ina given XML document. Duplicate detection in XML requires the identification of subtreesthat correspond to real world objects. Our system architecture enables sharing of commonoperations that prepare XML data for the various artifact detection techniques.DEEPDETECT also provides an intuitive visual interface for the user to specify various …,*,2009,4
Finding orientation-sensitive patterns in snapshot databases,Minghua Zhang; Wynne Hsu; Mong Li Lee,Snapshot data have become ubiquitous; eg; maps; images and videos. By extractinginteresting features from snapshot data and analyzing their relative orientations andproximities; we can discover important structure configuration information among groups offeatures in a snapshot database. In this paper; we introduce a class of pattern calledorientation-sensitive patterns; which occur in many applications ranging from weather study;sport game analysis to medical image processing. We examine three approaches todiscover orientation-sensitive patterns. We show that the first apriori-based approach isexpensive while the second enumeration-based approach is memory intensive. The thirdapproach decomposes an orientation-sensitive pattern into an H-list and a V-list; whichgreatly simplifies the mining process. Extensive experiment studies show that the third …,Tools with Artificial Intelligence; 2007. ICTAI 2007. 19th IEEE International Conference on,2007,4
A tree matching approach for the temporal registration of retinal images,Xinyu Guo; Wynne Hsu; Mong Li Lee; Tien Yin Wong,The temporal registration of retinal images provides an important groundwork for doctors tomonitor the progression of diseases. Retinal image registration is challenging because theintensity of the retina and the vascular structure can vary greatly over time. In this paper; wedescribe a tree matching approach to register retinal images. We model each vessel in aretinal image as a tree; called vessel feature tree (VFT). We design a matching function tocompute the similarity of a pair of vessels based on their VFTs. We develop a globalalignment algorithm to compute the best match between the vessels in two images.Experiment results on 300 pairs of real-world retina images indicate that the proposedapproach is able to achieve an accuracy of 93%,Tools with Artificial Intelligence; 2006. ICTAI'06. 18th IEEE International Conference on,2006,4
Mining wafer fabrication: framework and challenges,Jemmy Soenjaya; Wynne Hsu; Mong Li Lee; Tachyang Lee,The increasing market expansion of electronic devices such as handphones; computers;and television sets has provided the impetus for development of high-tech industry. Waferfabrication; or the process of producing an integrated circuit on semiconductor materials;plays an important role in manufacturing the fundamental components of electronic devices.Manufacturing is typically a controlled process; where the process flow is carefully andsystematically designed. However; random events and subtle changes in environment mightcause failures. As with many other manufacturing processes; wafer fabrication often facesfluctuation in products' quality. In order to detect possible failures; various sensors monitorthe process history and record intermediate quality measurements of the productionprocess. The data collected aim to provide insight of the production process; to improve …,Next Generation of Data-Mining Application; John Wiley & Sons; New York,2005,4
On the detection of retinal vessels in fundus images,Bin Fang; Wynne Hsu; Mong Li Lee,Ocular fundus image can provide information on pathological changes caused by localocular diseases and early signs of certain systemic diseases. Automated analysis andinterpretation of fundus images has become a necessary and important diagnosticprocedure in ophthalmology. Among the features in ocular fundus image are the optic disc;fovea (central vision area); lesions; and retinal vessels. These features are useful inrevealing the states of diseases in the form of measurable abnormalities such as length ofdiameter; change in color; and degree of tortuosity in the vessels. In addition; retinal vesselscan also serve as landmarks for image-guided laser treatment of choroidalneovascularization. Thus; reliable methods for blood vessel detection that preserve variousvessel measurements are needed. In this paper; we will examine the pathological issues …,*,2003,4
Identifying Interesting Missing Patterns,Bing Liu; Wynne Hsu; Lai-Fun Mun; Hing-Yan Lee,Abstract One of the important issues in data mining is the subjective “interestingness”problem. It has been shown that in many situations a huge number of patterns can bediscovered from a database. Most of these patterns are actually useless or uninteresting tothe user. But because of the huge number of patterns; it is difficult for the user to identifythose patterns that are of interest to him/her. Past research proposed two main measures ofsubjective interestingness: unexpectedness and actionability. Both these measures focus onhelping the user identify interesting discovered patterns. In this paper; we show that missingpatterns (absence of some patterns) are interesting too. An approach has been proposed toidentify the interesting missing patterns. The proposed approach is an extension of ourprevious work. In our previous work; we studied the subjective interestingness problem …,*,1997,4
Tuple-level analysis for identification of interesting patterns,LIU Bing; HSU Wynne; LEE Hing-Yan; MUN Lai-Fun,One of the important issues in data mining is the" interestingness" problem. Past researchand applications have shown that in many situations a huge number of patterns can bediscovered from a database. Most of these patterns are actually useless or uninteresting tothe user. But because of the huge number of patterns; it is difficult for the user to identifythose interesting to him/her. In this project; we propose a new technique to help the useridentify interesting patterns. The user is first asked to provide his/her expected patternsaccording to his/her past knowledge and/or intuitive feelings. Given these expectations; thesystem uses a tuple-level fuzzy matching technique to analyze and rank the discoveredpatterns according to a number of interestingness measures. With this technique; the usercan quickly focus on a subset of the discovered patterns with the most application values.,*,1996,4
Development and validation of a deep learning system for diabetic retinopathy and related eye diseases using retinal images from multiethnic populations with diab...,Daniel Shu Wei Ting; Carol Yim-Lui Cheung; Gilbert Lim; Gavin Siew Wei Tan; Nguyen D Quang; Alfred Gan; Haslina Hamzah; Renata Garcia-Franco; Ian Yew San Yeo; Shu Yen Lee; Edmund Yick Mun Wong; Charumathi Sabanayagam; Mani Baskaran; Farah Ibrahim; Ngiap Chuan Tan; Eric A Finkelstein; Ecosse L Lamoureux; Ian Y Wong; Neil M Bressler; Sobha Sivaprasad; Rohit Varma; Jost B Jonas; Ming Guang He; Ching-Yu Cheng; Gemmy Chui Ming Cheung; Tin Aung; Wynne Hsu; Mong Li Lee; Tien Yin Wong,Importance A deep learning system (DLS) is a machine learning technology with potentialfor screening diabetic retinopathy and related eye diseases. Objective To evaluate theperformance of a DLS in detecting referable diabetic retinopathy; vision-threatening diabeticretinopathy; possible glaucoma; and age-related macular degeneration (AMD) in communityand clinic-based multiethnic populations with diabetes. Design; Setting; and ParticipantsDiagnostic performance of a DLS for diabetic retinopathy and related eye diseases wasevaluated using 494 661 retinal images. A DLS was trained for detecting diabeticretinopathy (using 76 370 images); possible glaucoma (125 189 images); and AMD (72 610images); and performance of DLS was evaluated for detecting diabetic retinopathy (using112 648 images); possible glaucoma (71 896 images); and AMD (35 948 images) …,Jama,2017,3
An incremental feature extraction framework for referable diabetic retinopathy detection,Jay Nandy; Wynne Hsu; Mong Li Lee,Diabetic retinopathy (DR) might be characterized by the occurrence of lesions in the retinalimage. Existing approaches require a large set of retinal images where lesions in the imageare individually annotated to learn a model that will classify an image as referable or non-referable DR. However; annotating individual lesions is a tedious task and the accuracy ofthe learnt model is limited by the availability of these annotated images. In this paper; we firstlearn a universal Gaussian mixture model (GMM) from a small set of annotated images. Thisuniversal GMM is then applied as the prior belief to learn an adaptive GMM for individualimages. The proposed approach aims to capture the characteristics of referable versus non-referable images by examining the difference between the universal GMM and the adaptiveGMM. An image-level classifier is then built based on these differences as features …,Tools with Artificial Intelligence (ICTAI); 2016 IEEE 28th International Conference on,2016,3
Mining brokers in dynamic social networks,Chonggang Song; Wynne Hsu; Mong Li Lee,Abstract The theory of brokerage in sociology suggests if contacts between two parties areenabled through a third party; the latter occupies a strategic position of controllinginformation flows. Such individuals are called brokers and they play a key role indisseminating information. However; there is no systematic approach to identify brokers inonline social networks. In this paper; we formally define the problem of detecting top-$ k $brokers given a social network and show that it is NP-hard. We develop a heuristic algorithmto find these brokers based on the weak tie theory. In order to handle the dynamic nature ofonline social networks; we design incremental algorithms: WeakTie-Local for unidirectionalnetworks and WeakTie-Bi for bidirectional networks. We use two real world datasets; DBLPand Twitter; to evaluate the proposed methods. We also demonstrate how the detected …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,3
Distributed relational temporal difference learning,Qiangfeng Peter Lau; Mong Li Lee; Wynne Hsu,Abstract Relational representations have great potential for rapidly generalizing learnedknowledge in large Markov decision processes such as multi-agent problems. In this work;we introduce relational temporal difference learning for the distributed case where thecommunication links among agents are dynamic. Thus no critical components of the systemshould reside in any one agent. Relational generalization among agents' learning isachieved through the use of partially bound relational features and a message passingscheme. We further describe how the proposed concepts can be applied to distributedreinforcement learning methods that use value functions. Experiments were conducted onsoccer and real-time strategy game domains with dynamic communication. Results showthat our methods improve goal achievement in online learning with a greatly decreased …,Proceedings of the 2013 international conference on Autonomous agents and multi-agent systems,2013,3
