From region encoding to extended dewey: On efficient processing of XML twig pattern matching,Jiaheng Lu; Tok Wang Ling; Chee-Yong Chan; Ting Chen,Abstract Finding all the occurrences of a twig pattern in an XML database is a core operationfor efficient evaluation of XML queries. A number of algorithms have been proposed toprocess a twig query based on region encoding labeling scheme. While region encodingsupports efficient determination of structural relationship between two elements; we observethat the information within a single label is very limited. In this paper; we propose a newlabeling scheme; called extended Dewey. This is a powerful labeling scheme; since from thelabel of an element alone; we can derive all the elements names along the path from theroot to the element. Based on extended Dewey; we design a novel holistic twig joinalgorithm; called TJFast. Unlike all previous algorithms based on region encoding; toanswer a twig query; TJFast only needs to access the labels of the leaf query nodes …,Proceedings of the 31st international conference on Very large data bases,2005,379
Composited BCN/carbon fibers prepared by hot-filament chemical vapor deposition (vol 257; pg 4963; 2011),JN Lu; HD Li; PW Zhu; XY Lu; YG Li,화학공학소재연구정보센터 홈 로그인 로그아웃 연락처 사이트맵. 센터: 센터소개;회원가입/정보수정. 뉴스: 공지사항; 연구동향; 해외과학기술동향; 취업정보. 연구정보:문헌DB; KDB; Compound Search; 전문연구정보; 심포지움 자료; 연구성과보고서; 저널정보;논문 작성법; 참고문헌DB; 분석기기DB; 화학공정DB; VOD; PSPDB; 연구자지식지도; 상태도정보.교육정보: 사이버강의-학부; 사이버강의-대학원; 실무강좌; 강의자료 링크; 교육자료 링크;사이버실험실; 물성측정실험 매뉴얼. 커뮤니티: 공학포럼; 카페. 리소스: 특허정보; 술어DB;관련법령; 자격증정보; 성과소개서; 연구보고서. 문헌DB: 학술지 검색; 학술대회 발표논문집;최신 국내 저널; 최신 리뷰페이퍼. KDB: Periodic Table of Elements; Unit Conversion; UniversalConstants; Pure Component Properties; Binary Vapor-Liquid Equil …,Applied Surface Science,2011,*
Professor LU Zhi-zheng Hold the Central and Adjust the Ascend and Descend of Qi" to Dialectic and Treatment Edema,Hui DU; Meng-yuan HUANG; Yi CHEN; Zhi-mou YU; Hua-dong ZHANG; Jie LU; Quan JIANG,Professor LU Zhi-zheng always nourished and toke attention to spleen and stomach whenhe treated illness whatever internal disease or external infection. He summarized the ideathat holding the central; operatingthe viscera; adjusting the Emotion; adjusting the ascendand descend of qi; attending body fluid; making ingestion and digestion normal after hepractised medicine 70 years. We cured illness or baffling diseases and acquired satisfyingeffect with the thought for guiding.,Chinese Archives of Traditional Chinese Medicine,2011,*
Hydrolysis of soy sauce sediment by proteases,Congcong ZHAO; Fengdi JI; Fei LU; Yan CAO; Hongling FAN; Jia LU; Yongqiang CHENG,The effect of proteases on soy sauce sediment in spraying-extraction-in-pool (SEIP) soysauce and low-salt solid-fermentation (LSSF) soy sauce was studied. The parametersincluding enzyme dosage; pH value; hydrolysis time and ratio of material to liquid (RML) onhydrolysis were investigated. The optimal conditions of enzymatic hydrolysis for neutrase onSEIP sediment were obtained as follows: the ratio of material to liquid 1∶ 3; hydrolysis time6h; dosage of enzyme 4000U/g and pH value 6. Under these conditions; the degree ofhydrolysis (DH) was 43.8%. The optimal conditions of enzymatic hydrolysis for neutrase onLSSF sediment were as follows: the ratio of material to liquid 1∶ 3; hydrolysis time 8h;dosage of enzyme 6000U/g and pH value 6.5. Under these conditions; the DH was 53.8%.Orthogonal design and analysis of avariance (ANOVA) were adopted; results indicated …,China Brewing,2011,*
Research on Automatic Storage Cargo Recognition System,Zhong-Ming WU; Quan-Yong JU; Jun-Feng LU,Analysis of the different types of media; the characteristics of cargo recognition system;automatic storage of goods out of the library to discuss the process of design; researchposed by RFID cargo recognition system composition and working principle.,Development & Innovation of Machinery & Electrical Products,2011,*
Expression of Ku70 protein in locally advanced laryngeal carcinoma and its correlation with the clinical pathological features and prognosis [J],Wei JIANG; Jing LIN; Jin-yan LU; Hua-ying TANG; Mei-lian LIU,Objective To study the expression of Ku70 protein and its clinical significance in the patientswith locally advanced laryngeal carcinoma. Methods The expression of Ku70 protein in 100patients with locally advanced laryngeal cancer of laryngeal biopsy specimens beforetreatment were detected by immunohistochemistry. The relationship was analyzed betweenthe Ku70 protein expression and clinical pathological features of tumor; such as the stage;smoking; lymph node metastasis and survival rate and so on. Results The overexpressionrate of Ku70 protein was 45% in locally advanced laryngeal carcinoma tissue; and its highexpression was closely related with the N stage (P0. 01); but not obvious related with Tstage; TNM stage; smoking and gender. The 5-year survival rate about 45 cases withoverexpression of Ku70 protein and 55 cases with low expression was 37%; 58 …,Shandong Medical Journal,2011,*
Functional MRI study of digital working memory in the healthy old people,Shi-Juan ZHANG; Jie LU; Xiao-Yi WANG,Objective To explore the activated brain regions of digital working memory in healthy oldpeople using functional magnetic resonance imaging (fMRI). Methods fMRI was acquired in15 healthy old subjects when they received digital working memory experiment with event-related design. AFNI was used to process data and localize functional areas of brain.Results The reaction time and correct ratio of the healthy older volunteers were (1102.4±99.3) ms and (95.2±2.5)%; respectively. Bilateral precentral gyrus; fusiform gyrus;inferior occipital gyrus; cerebellum were activated during encode phase of the digitalworking memory task. Left precentral gyrus; postcentral gyrus; insula lobe; inferior andmiddle frontal gyrus; bilateral fusiform gyrus; putamen and right inferior frontal gyrus wereactivated during maintain phase. Bilateral putamen; thalamus; insula lobe; parietal lobule …,Chinese Journal of Gerontology,2011,*
Research on AS/RS Storage Location Optimization [J],Zhong-ming WU; Jun-feng LU; Shu-ya ZHI,Analysis of AS/RS storage location optimization problems; the establishment of the AS/RSstorage location optimization of the mathematical model; using the genetic algorithm methodof storage location optimization. Simulation analysis by example; significantly increasedafter optimization of the storage rack stability; and improves the efficiency of cargo access.,Equipment Manufacturing Technology,2011,*
Lead Hazard Research for the Low Lead Environment Work,Jian-chao LU; Hong-ying LIU; Meng QU; Zhong-li WANG; Cai-ling LIU; Xiu-lian JIA; Man-ying DIAO,[Objective] To investigate the current status of hazards in low lead environment work andtake corresponding countermeasures.[Methods] Field occupational health investigation;physical examination and the analysis by synthesis method were adopted forevaluation.[Results] The Occupational population blood lead levels from high to lowrespectively were the lead smelter radiation worker highway maintenance worker themanufacturing industry worker (control group). In the low lead environment work; the bloodlead average levels of radiation worker and highway maintenance worker were high; thedifference with the lead smelting works and the manufacturing industry workers (P0.01).[Conclusion] The low lead environmental works represented by radiation workers androad maintenance workers should be concerned about the occupational hazards of lead.,Occupation and Health,2011,*
Analysis on Eye Examination Results of Workers Exposed to Low Power Density Microwave [J],Zhong-li WANG; Jian-chao LU; Hai-feng YANG; Meng QU,[Objective] To understand the effect of microwave on lens of operators; provide the basis forperforming health surveillance and making protective measures.[Methods] According to theTechnical specifications for occupational health surveillance; the eye examination wasconducted in 112 microwave workers; and the results were compared with that of the controlgroup.[Results] There were significant differences in the total incidence rate and degrees oflens opacity between the investigation group and the control group (P0. 01). The incidencerates of lens opacity of microwave workers whose working age were over 10 years andmicrowave workers under 45 years old were significantly higher than that of the controlgroup (P0. 05 or 0.01).[Conclusion] The long-term low power density microwave maydamage the lens of operators; and can be accumulated. It is necessary to strengthen the …,Occupation and Health,2011,*
Current Capacity of Trace and VIA for PCB with CCL,Yan-wen ZHAO; Jian LU,Through copper traces and VIAs on PCBA with FR4 CCL (Copper Clad Laminate); thecomponents on it could be interconnected. There are different size currents for differentmodules and different products to make every function to work; so layout engineers need toknow which width for the trace or which size for the VIA. It can make sure that the productcan work normally; even if over current happens; the product will not burn out. Thisdocument will introduce the test of current capacity of trace and VIA for CCL PCB and theresult of the test. The result of test could give layout engineer some references to make PCBdesign more reasonable and fitting the current requirements.,Electronics & Packaging,2011,*
Load Electricity Impact on Process of Dust Filtration,Liang-liang ZHAN; Jin-kui LU; Yu-bin WENG,Based on the requirement of technical development of electrical bag complex precipitator;tested load elec-tricity impact on process of dust filtration is made. The result shows that theload electricity makes an impact on the filtration pressure reduction of dust and filtrationclassification efficiency and particle could generate a certain accumulation phenomena intransportation.,China Environmental Protection Industry,2011,*
Clinical observations of monofocal intraocular lens and multifocal intraocular lens implantation in cataract surgery [J],Jing JI; Min LUO; Xian-qun FAN; Jian-feng LU,Objective To compare the vision performance of foldable monofocal intraocular lens(IOLs)(AcrySof Natural) with foldable multifocal IOLs (ReSTOR) implantation in cataractsurgery in the elderly. Methods Fifty-one patients (64 eyes) with age-related cataract wereselected; and were implanted with foldable multifocal IOLs (ReSTOR)(observation group; 24patients; 30 eyes) or foldable monofocal IOLs (AcrySof Natural)(control group; 27 patients;34 eyes). The best corrected distant vision acuity; uncorrected near vision acuity; amplitudeof pseudoaccommodation; contrast sensitivity and wavefront aberration were measured 1week; 1 month and 3 month after surgery. Results Three months after surgery; there was nosignificant difference in the percent of patients with best corrected distant vision acuity≥ 4.7between observation group and control group (93.3% vs 73%; P0. 05); there were …,Journal of Shanghai Jiaotong University (Medical Science),2011,*
Development of the Containerized Transport of the Armed Police,Xian ZENG; Jianxin LU,Bulk Transportation is generally adopted in the logistics of the Armed Police; which causeslow efficiency. After analyzing the current situations of the containerized transport of theforeign forces and the PLA; and based on diversification of tasks; the paper explains thesignificance and ideas of containerized transport.,Shanxi Science and Technology,2011,*
Textual Research on the Meaning of Yin E 鄞鄂 in Zhouyi can tong qi,Jin LU; Jing-nan SHU,Dictionaries; such as Great Chinese Dictionary; explain Yin E 鄞鄂 as boundary and body; inthem; it's believed Yin E 鄞鄂 in can tong qi exactly has the same meaning. There are twodefects: firstly; the connotation of Yin E 鄞鄂 is richer than the above interpretations;secondly; it is not appropriate to cite sentences from Can tong qi because Yin E in it is a termin alchemy with particular meaning. Yin E 鄞鄂 derives from its homophone which meansuneven (but perhaps regular) ornamentation; an open space or utensil; and high on everyside as a space. The last two meanings can not be found in all the dictionaries. However;they determine the significations of Yin E 鄞鄂; while some special dictionaries interpret it asYuan Shen and Gen Di (root and base) and so on in terms of metonymy; metaphor; orspatial overlap.,Studies of Zhouyi,2011,*
Fast identification of mycobacteria in microtiter liquid culture,Zhen-Ling Cui; Jie Wang; Xiao-Chen Huang; Jun-Mei Lu; Zhong-Yi Hu,OBJECTIVE: This research was to establish a method for fast identification of mycobacteriain microtiter liquid culture and to evaluate its clinical value. METHODS: 2-thiophenecarboxylic acid hydrazide (TCH) and paranitrobenzoic acid (PNB) at differentconcentrations were added into liquid culture in 96-well plate. Different mycobacteriumstandard strains were incubated in liquid culture with PNB and TCH for 7 to 10 days.According to the growth assay for 15 mycobacterium strains and 30 mycobacteriumtuberculosis strains; the best PNB and TCH concentration were determined. A total of 424clinical mycobacterium isolates were identified by microtiter liquid culture at the best PNBand TCH concentration. The results of microtiter liquid culture were compared with those ofPCR and DNA sequencing. RESULTS: The best concentration of PNB was 200 µg/ml in …,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],2011,*
Analysis of the satisfaction of general population on township hospitals in Shuyang,Liang ZHAO; Jian-hua LU; Zhen-ping LIN; Ming-shen YE; Fenglin ZHOU,This research investigated the treatment experience of patients in 38 township hospitals ofShuyang during July 2010 to September 2010 by spot-questionnaires; to analyze thesatisfaction on township hospitals and understand the quality of health care serves ofShuyang township hospitals and non-governmental hospitals' image among generalpopulation. The highest score item is the comfort level; followed by convenience and safety;economy got the lowest score. Shuyang township hospitals should find the exact position;make a development plan; build brands with fidelity; strengthen doctor's professional ethics;improve diagnosis and treatment levels; control cost of patients.,Acta Universitatis Medicinalis Nanjing (Social Science),2011,*
Study on mineral processing of a low-grade alunite ore,Jun LU; Guang LI; Li-qin YUE; Shu-gui LIN,Flotation tests were carried out for a low grade alunite ore from Zhejiang Province byadopting alkali flotation flowsheet of one roughing-two scavenging-three cleaning and themiddling returning in turn. Iron in alunite flotation concentrate was removed by using highintensity magnetic separator; and alunite concentrate containing Fe2O3 1.71% and SO328.78% was obtained with a recovery of SO3 82.23%.,Industrial Minerals & Processing,2011,*
Atomic-Scale Structural Heterogeneity; Percolation and Unified Yielding Behavior in Metallic Glasses,Yong Yang; Jianchao Ye; CT Liu; Jian Lu,*,Minerals; Metals and Materials Society/AIME; 420 Commonwealth Dr.; P. O. Box 430 Warrendale PA 15086 United States.[np]. Feb,2011,*
The Effect of T-cadherin on the Invasion of Malignant Melanoma [J],Hai-tao LU; Li-xin SUN; Jie LU; Xue-fei LI; Xin-suo DUAN,Objective To investigate the effect of T-cadherin on the invasiveness of malignantmelanoma. Methods B16F10 cells were cultured in vitro. Blank vector pEGFP-N1 andpEGFP-N1-T-cadherin were used to transfect the B16F10 cells. The expression of T-cadherin mRNA and protein were measured by reverse transcription polymerase chainreaction (RT-PCR) and SP immunohistochemistry method. Cell invasiveness wasdetermined by Matrigel Transwell in vitro invasion assay. Results The mRNA and protein ofT-cadherin could be detected in T-cadherin-transfected cells; The number of invasion cellswas significantly lower in T-cadherin-transfected cells (2.20±0.49) compared with the un-transfected cells (16.80±1.39) and blank vector transfectants (15.00±1.26); with a significantdifference (P0. 05). There were no statistical difference between un-transfected cells and …,The Chinese Journal of Dermatovenereology,2011,*
Role of human papilloma virus genotyping in prevention of cervical cancer,Chang-lin DONG; Guo-jun CHEN; Jian-hong LU; Meng-chun CHEN; Feng XU,OBJECTIVE To investigate the role of HPV genotyping in prevention of cervical cancer.METHODS A total of 1870 samples from women with suspicious cervical lesions weredetected to identify HPV genotype by xMAP technology; and 473 cases were performed forpathological diagnosis simultaneously; and the pathologic results were regarded as the goldstandard for comparison; 81 cases in normal group; 162 cases in cervicitis group; 93 casesin CINI group; 65 patients in CIN Ⅱ group; 42 cases of CIN Ⅲ group; 30 cases of cervicalcancer. RESULTS Totally 511 cases were positive among 1870 cases (27.3%); 23 HPVsubtypes were detected; the HPV genotype 16; 58; 52; 33 and 53 were detected morefrequently. The HPV genotype 16; 18; 58; 52 and 33 were detected more frequently incervical cancer group. There was a positive correlation between HPV detection rate and …,Chinese Journal of Nosocomiology,2011,*
On Optimal Control Scheme Based on Feedforward and Inverse Models of Artificial Neural Network,Dongcai Qu; Guorong Zhao; Dong Cao; Jianhua Lu; Binwen Lu,Abstract The mostly optimum control questions were based on precise mathematical modelof the controlled object at present; and only aimed at the few parameters implementationoptimization control. Because it was very difficult or imposable that established precisemathematical model of actual controlled objects. Because actual massive complex;unknown and indefinite nonlinear objects had many optimization parameters; it madeconventional optimum control method no longer to be suitable to. In order to solve theseproblems; in the analysis optimum control principle foundation; the optimum control schemebased on the ANN's (Artificial Neural Network) feedforward/inverse model had designed.Basis on characteristics of nonlinear mapping and adaptive study of ANN's models and soon; the configuration of the ANN's feedforward and inverse models were designed. Used …,Advances in Information Technology and Education,2011,*
Value of ultrasound in differential diagnosis of benign and malignant thyroid nodules,Jin TIAN; Jian-ming LU; Cheng-rong MI,Objective To estimate the application value of two-dimension and color Doppler flow image(CDFI) in the diagnosis of benign and malignant thyroid nodules. Method Total 80 patients(105 thyroid nodules) proved by pathology; which were examined by preoperative 2Dultrasound and CDFI. Results Of all cases; 70 nodules were benign and 35 nodules weremalignant. The accuracy rate was 87.62%. Conclusion 2D and color Doppler flow imagecould be applied to differential diagnosis between benign and malignant thyroid nodules.,Jilin Medical Journal,2011,*
Reform and Exploration on Teaching Mode of Laboratory Animal Breeding,Xiao-peng SHEN; Hua-gen YUAN; Gui-hua BIAN; Jun LU; Sen WANG; Jing LIU; Yue-qin GU; Sheng-zhong HE,The traditional experimental teaching mode of laboratory animal breeding is not conduciveto cultivation of students′ learning ability and improvement of their learning interest. For thisreason; teaching of experimental animal husbandry breeding needs new technical meansand methods to showcase its teaching content. According to the situation of experimentalanimal husbandry teaching; how to construct experimental animal project courses; how touse school laboratory and external training base for situational teaching and field teachingand how to make full use of multimedia technology and network resources were exploredduring the teaching process of experimental animal breeding. Attention should be paid toraising student′ s independence and autonomy; guiding students to learn in practice.Learning should become an active and individual activity with the guidance of teachers …,Animal Husbandry and Feed Science,2011,*
Comparison of the Mineral and Geochemistry Characteristics Between Co-Rich Crusts and Ferromanganese Nodules from the Pacific Ocean,Guang-Tao ZHAO; Yu-Yang HE; Chun CHEN; De-Ping Li; Cui-Ling XU; Jian-Guo LU; Xiao WU,Two different ferromanganese nodule samples were collected from CC area in the eastpacific; one Co-rich crust sample was collected from Magellan seamounts in the west pacific.Various observations and different analytical techniques including electron microprobeanalysis; X-ray diffraction (XRD) and ICP-MS (AES) were used in the study. According to thedata; Vernadite and Todorokite are the main compositions of ferromanganese nodules;while the Co-rich crust mainly consists of Vernadite. Compared with each other; hydrogenicferromanganese nodule has higher amount of P; Ti; whereas Cu; Ni in diageneticferromanganese nodule is higher. The Co-rich crust is depleted in Cu; Al; Na; and rich in Co;compared with ferromanganese nodule samples. The samples are rich in Fe; Mn; Cu; Co;Ni. The content of REE (rare earth elements) is high and the distribution of the REE …,Periodical of Ocean University of China,2011,*
Stability analysis of long span curved continuous rigid frame bridge with high pier based on the Hamilton principle,Wen-hua LI; Shuan-hai HE; Jie LU,According to the character under power of curved continuous rigid frame bridge with highpier from single pier; cantilever construction to complete bridge; the equivalent restraintstiffness spring is utilized to simplify the main beam constraint to the main pier in the state ofcompleted bridge. The dynamic stability equations of structures at each stage are derived byHamilton principle and are converted in to the static stability equations. Based on these; thestatic stability factors of structures are obtained and the effect of various parameters to thestability of curved continuous rigid frame bridge with high pier is studied here. The purposeof the paper is to seek a practical simple stability analysis arithmetic of long span curvedcontinuous rigid frame bridge with high pier. Through the case study to verify the calculationresults a certain reliability is providcd.,Journal of Xi'an University of Architecture & Technology (Natural Science Edition),2011,*
Using fMRI to Explore Deactivation in Motor Cortices after Zusanli; Yinlingquan; Fenglong; Sanyinjiao Acupoint Stimulation,Peng-xu WEI; Rui-xue BAO; Tong ZHANG; Kun-cheng LI; Jie LU; Cheng ZHANG,Objectives: To investigate the deactivation responses of individual areas in the human leftprimary motor cortices; premotor areas and supplementary motor areas to stimulatingacupoints Zusanli; Yinlingquan; Fenglong; Sanyinjiao of right body-side. Methods: Ten malehealthy subjects received functional MRI examination in a 3T Siemens MAGNETOM Triosystem with a block-designed method. BOLD weighted functional images were acquired inthe axial plane. Data were analyzed with SPM5 software package to acquire magnitudes ofBOLD signal changes with 1st level Bayesian inference. Results: Deactivated signals werefound in left primary motor cortices; premotor areas and supplementary motor areas whenstimulating each acupoint for every subjets. For Zusanli stimulation; activated signals werefound within left primary motor cortices from eight people out of the ten subjects; and …,Chinese Archives of Traditional Chinese Medicine,2011,*
Epidemiological Analysis on TB in Shajing Subdistrict of Shenzhen City,De-jian LIU; Xiao-bing LI; Lei ZHENG; Jian-yong LU; Jian YUAN,[Objective] To understand the incidence and epidemiological features of pulmonarytuberculosis (TB) in Shajing Subdistrict; and provide a scientific basis for developing andadjusting TB control strategies.[Methods] Epidemiologic methods were adopted tostatistically analyze the tuberculosis data reported by Shajing Subdistrict of ShenZhen Cityfrom 2005 to 2010.[Results] Totally 1 407 cases were reported from 2005 to 2010. Thehighest incidence was 36.10/100 000 in 2009; and the lowest was 22.28/100 000 in 2005.The main cases were smear positive patients during 6 years; accounting for 46.91% of totalcases. Male cases were more than female cases; male cases accounted for 63.40%. Theyoung patients aged 20~ 40 years were the main group; accounting for 76.9%. Seasonalityis not strong. Workers of labor input and the unemployed were the main groups with high …,Occupation and Health,2011,*
The Weekday-Effect of PEAD Phenomenon in Chinese Stock Markets Based on Dellavigna-Pollet Model——Evidence from Shenzhen Stock Main Board Market,Jiang-chuan LU; Jun CHEN,Based on DellavignaPollet model; this paper analyzes the periodic influence of investorattention on stock price; and the weekday characteristic of PEAD phenomenon. We arguethat the weekday characteristic of PEAD phenomenon originates from the weekdaydistribution of investor attention; according to which; the paper provides the theoreticalexplanation to the existence of PEAD phenomenon; weekend effect; immediate response;and delayed revise effect. Moreover; we test the weekday effect of PEAD phenomenon usingShenzhen A stock of main board market as our samples; and find that:(1) there existsweekday effect of PEAD phenomenon in Chinese stock market; but the weekday effect doesnot always appear as weekend effect;(2) after earning announcement; the shorter theduration; the more serious the underreaction; and delayed response could not revise the …,Systems Engineering,2011,*
Neural Networks Estimation Algorithm for PN Sequence of Direct Sequence Spread Spectrum Signals,Jun LU; Si-yu LU; Wan-hong LIU; Ye-rong TAO,With focus on blind estimation algorithm for PN sequence of DS signals in communicationreconnaissance at lower SNR; the neural networks algorithm is analyzed. Based on DSsignal models; this algorithm uses principal component analysis and extraction of DSsignals to get synaptic weights; and then estimates the PN sequence. Theoretical analysisand computer simulations show the algorithm has great efficiency.,*,2011,*
Epidemic Characteristic of Infectious Diarrhea in Shajing Sub-district [J],De-jian LIU; Lei ZHENG; Xiao-bing LI; Jian-yong LU; Jian YUAN,[Objective] To grasp information on the epidemiological characteristics of infectious diarrheatimely; and provide a scientific basis for developing infectious diarrhea prevention andcontrol measures.[Methods] Epidemiologic method was adopted to analyze the data ofinfectious diarrhea reported from Shajing sub-district of ShenZhen City from 2007 to 2010statistically.[Results] Totally 3095 cases were reported from 2005 to 2010. The annualincidence of infectious diarrhea was between 80.08 and 121.52/100 000; with peakincidence in autumn and winter. The scattered groups of children aged 5 years oldespecially 1 year; are with high risk of diarrhea. Laboratory confirmed cases accounted for88.17% of the total infectious diarrhea cases; and rotavirus infection cases accounted for96.04% of the laboratory confirmed cases.[Conclusion] Rotavirus is one of the important …,Occupation and Health,2011,*
Cracking Analysis of Boiler Water Cooling Wall Tube,Jiang-feng JING; Lei ZHANG; Jun LU; Shu-tao LIU,The cracking reason of the boiler water cooling wall tubes near the soot blower wasanalyzed by means of macro examination; size measurement; metallographic examination;fracture analysis and so on. The results showed that temperature difference between thewater cooling wall tube near the soot blower and the sealing plates; and temperaturedifference between the water cooling wall tube near the soot blower and the water coolingwall tube in the normal position led to the higher peak thermal stress in kerf root of the boilerwater cooling wall tube near the soot blower. The thermal stress was circulated andalternated with start-stop and blowing of the boiler; and there existed stress concentration inkerf root itself; these led to the low cycle fatigue cracking in kerf root of the boiler watercooling wall tube near the soot blower.,Physical Testing and Chemical Analysis (Part A: Physical Testing),2011,*
Study on a multi-level job-shop dynamic scheduling method under MES environment,Zhe-gang HUANG; Jian-sha LU; Cheng WANG,There is much uncertain information interfering with the production in the job shop; in orderto effectively solve the dynamic scheduling problem in job shop under MES environment; amulti-level job shop dynamic scheduling method is designed based on real-time dataacquisition. According to the actual situation in production of the job-shop; consideringdisturbance factors that may influence production scheduling such as order inserting inurgent; prolong of machining and shut down of the machine; etc. a job shop dynamicscheduling model is established; and a hybrid method integrating snubber; schedulingrepairing and completed rescheduling is designed. To delivery the ordered in time as thegoal; through an example calculation satisfied processing of dynamic disturbance factors isrealized; which verify the validity of the method.,Machinery Design & Manufacture,2011,*
RESEARCH ON ROLE-ORIENTED DYNAMIC APPROVAL FLOW,Xia Zhang; Jianjiang Lu,*,Jisuanji Yingyong yu Ruanjian,2011,*
Influence of ω-3 Fatty Acids on the Therapy of Patients with Chronic Obstructive Pulmonary Disease,Wei-yan CUI; Yu-feng HE; Jie LU,Objective: To investigate the immune regulation mechanism and the effect of ω-3 fatty acidson patients with chronic obstructive pulmonary disease. Methods: 60 patients were dividedinto two groups: test group and control group. The control group was given routine therapywhile the test group was given ω-3 fatty acids injection (100 mL· d-1; iv) simultaneously withroutine therapy. For every patient the expression level of serum C-reactive protein (CRP);the serum level of CD3; CD4; CD4/CD8 and NK cells were determined at the beginning andon the third day after therapy; and the severity of the disease (APACHEⅡscore);theoxygenation index (Pa02/Fi02); the days needing to stay in ICU and the hours needing touse respirator were also recorded. Results: Compared with control group; the serum level ofCRP of test group was significantly reduced; the serum level of CD3; CD4; CD4/CD8 and …,Progress in Pharmaceutical Sciences,2011,*
MR diffusion-weighted imaging of incidentally detected prostate carcinoma in the central gland and central gland prostate carcinoma,Xue-qin ZHANG; Xiao-ying WANG; Jian LU,Objective: To quantitatively analyze the apparent diffusion coefficient (ADC) of incidentallydetected prostate carcinoma in the central gland (IDPC) and prostate carcinoma (PCa) ofcentral gland by using MR diffusion-weighted imaging (DWI). Methods: The clinical andimaging materials of 8 patients with IDPC and 32 cases with PCa were retrospectivelyanalyzed; and the ADC values of the two groups were compared. Results: ①The ADCvalues of the central gland IDPC and PCa were (1.48±0.18)× 10-3mm2/s and (1.20±0.22)×10-3mm2/s respectively with significant statistical difference (t= 3.370; P0. 05). ②Theminimal ADC values of the two groups were (1.15±0.10)× 10-3mm2/s and (0.81±0.16)× 10-3mm2/s respectively with significant statistical difference (t= 5.499; P0. 05). Conclusion: TheADC values of IDPC and PCa showed significant statistical differences. DWI could be …,Radiologic Practice,2011,*
Impact of PEG2 linker on tumor uptake and excretion kinetic of Tc-99m-HYNIC labeled folate conjugate,Fang Xie; Yan Pang; Hongjuan Guo; Meilin Zhu; Yuan Chen; Jie Lu,*,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,2011,*
Isolation and characterization of a binding protein of daintain in pancreas,Zhao Yanying; Chen Zhengwang; Lu Jie,Abstract Daintain; a macrophage inflammatory factor; was characterized. To investigate theregulatory mechanism of daintain on pancreatic β cells; daintain was coupled to CNBr-Sepharose 4B; and the binding protein of daintain in pancreas was isolated by affinitychromatography; then it was characterized as cyatathionine-beta-synthase (CBS) in thedatabase of mascot according to the peptide mass fingerprint and amino acid sequence oftwo peptide fragments with trpsin digestion. The interaction of daintain with CBS suggeststhat daintain may regulate the activity of CBS; resulting in the accumulation of homocysteine.,Journal of Huazhong Agricultural University,2011,*
Experiment research on influence factors of N sub (2) huff-puff for single well in low permeability reservoir,Y Sun; S Yang; J Xu; L Xiao; J Lu,*,Duankuai Youqitian(Fault-Block Oil & Gas Field),2011,*
Study of effect of dexamethasone on lung histopathological changes with mycoplasma pneumoniae pneumonia in rats [J],Yu-shui WANG; Zhi-hua WANG; Jin-hai LU,Objective To observe the effect of dexamethasone on histopathologic change of lung tissueof rats with mycoploasma pnermoniae pneumonia and the influence of dexamethasone onlung tissue in rats. Methods Ninety-five rats were randomly divided into four groups:azithromycin group (n= 25); dexamethasone group (n= 25); azithromycin+ dexamethasonegroup (n= 25) and control group (n= 20) by dropping mycoplasma pnermoniae bactierialiquid to nose of rats on day 0; 1; 2; and 3. Four groups recieved interventions on the 4th day:azithromycin (10 mg· kg-1) daily for azithromycin group; dexamethasone (0.5 mg· kg-1) fordexamethasone group; azithromycin (10 mg· kg-1) SQ and dexamethasone (0.5 mg· kg-1) IPonce daily for azithromycin+ dexamethasone group and sterile 0.9% saline for control group.Five rats for intervention groups and 4 for control group were sacrificed on day 1; 3; 5; 8 …,Chinese Journal of Evidence-Based Pediatrics,2011,*
Elang Sandstone Diagenesis in Sahul Block of Bonaparte Basin; Australia,Jing-mei LU; Jing-yang CHEN; Pei-hai JIANG; Zhuo TAN,Elang sandstone formation (deltaic to shallow marine) is the significant reservoir in theSahul block of Bonaparte Basin. The drilling data results indicate that the reservoir propertyhas high quality in the north and poor one in the south. This thesis studies the diagenesis ofElang sandstone by impregnated thin-section; scanning electron microscopy; X-raydiffraction and so on; and points out that the diagenesis between the north and the south inthe Sahul block is quite different. The diagenesis in the north is in the middle stage of A1 andincludes cementation and dissolution; whereas in the south it is from the middle stage of A2to the middle stage of B and consists of mechanic compaction; cementation andmetasomatism. The difference of diagenesis is the key factor affecting the porosity of Elangsandstone reservoir as well as resulting in the difference of reservoir quality between the …,Geoscience,2011,*
