Identification of a novel coronavirus in patients with severe acute respiratory syndrome,Christian Drosten; Stephan Günther; Wolfgang Preiser; Sylvie Van Der Werf; Hans-Reinhard Brodt; Stephan Becker; Holger Rabenau; Marcus Panning; Larissa Kolesnikova; Ron AM Fouchier; Annemarie Berger; Ana-Maria Burguière; Jindrich Cinatl; Markus Eickmann; Nicolas Escriou; Klaus Grywna; Stefanie Kramme; Jean-Claude Manuguerra; Stefanie Müller; Volker Rickerts; Martin Stürmer; Simon Vieth; Hans-Dieter Klenk; Albert DME Osterhaus; Herbert Schmitz; Hans Wilhelm Doerr,Background Abstract The severe acute respiratory syndrome (SARS) has recently beenidentified as a new clinical entity. SARS is thought to be caused by an unknown infectiousagent. Methods Clinical specimens from patients with SARS were searched for unknownviruses with the use of cell cultures and molecular techniques. Results A novel coronaviruswas identified in patients with SARS. The virus was isolated in cell culture; and a sequence300 nucleotides in length was obtained by a polymerase-chain-reaction (PCR)–basedrandom-amplification procedure. Genetic characterization indicated that the virus is onlydistantly related to known coronaviruses (identical in 50 to 60 percent of the nucleotidesequence). On the basis of the obtained sequence; conventional and real-time PCR assaysfor specific and sensitive detection of the novel virus were established. Virus was …,New England journal of medicine,2003,3198
Coding biases and viral fitness,Albert Bosch; Steffen Mueller; Rosa M Pintó,Codon usage bias has also been described for DNA and RNA viruses. Among the latter;poliovirus (PV) has selected through a codon bias similar to that of its human host species(“optimized”); while the codon bias of hepatitis A virus (HAV) is very different from that of itshost (“deoptimized”). Picornavirus internal ribosome entry site (IRES) types have probablyevolved by gradual addition of domains and elements that improved their function inribosome recruitment or otherwise conferred regulation to the process of viral proteinsynthesis in a specific cell environment. The highly inefficient IRES combined with the lack ofa mechanism to induce cellular shutoff leads in HAV to an unfair competition for the cellulartranslational machinery. An intriguing connection exists between codon bias; codon pairbias; and dinucleotide bias in mammalian genomes. Viral genomes; especially of RNA …,*,2010,9
Reconfigurable LC-reflectarray setup and characterisation,A Moessinger; S Dieter; R Jakoby; W Menzel; S Mueller,This paper presents the realisation and characterisation of an electronically reconfigurablereflectarray based on liquid crystals at 35 GHz; which is able to electronically steer the mainbeam continuously in between plusmn35deg. To extract the characteristics of each singletunable unit cell directly on the reflectarray; a specific near field measurement setup is usedto enable spatial resolution of the reflected magnitudes and phases.,Antennas and Propagation; 2009. EuCAP 2009. 3rd European Conference on,2009,9
Symbiotic containing Bifidobacterium animalis and inulin increases stool frequency in elderly healthy people.,H-J Franz Zunft; C Hanisch; S Mueller; C Koebnick; M Blaut; J Dore,Abstract Background: the aim of the study was to investigate the effect of a symbiotic on gutmicrobiota and bowel habits. Methods: a double-blind; placebo-controlled; randomizedcrossover study was conducted in healthy elderly people (n= 49; mean age 70±4 years)over a total of sixteen weeks divided into periods of 4 weeks each;(1) run-in;(2) firstintervention;(3) wash-out; and (4) second intervention. During the intervention periods studyparticipants consumed daily sachets either containing the symbiotic or a placebo. Thesymbiotic contained bifidobacterium animalis and inulin. During the study subjects regularlycompleted questionnaires on bowel habits; well-being; gastrointestinal quality of life andunderwent a medical examination. At the end of each intervention period the volunteersreported their dietary intake using a 4-day food record and provided a fresh faecal sample …,Asia Pacific Journal of Clinical Nutrition,2004,9
Nuclear localised MORE SULPHUR ACCUMULATION1 epigenetically regulates sulphur homeostasis in Arabidopsis thaliana,Xin-Yuan Huang; Dai-Yin Chao; Anna Koprivova; John Danku; Markus Wirtz; Steffen Müller; Francisco J Sandoval; Hermann Bauwe; Sanja Roje; Brian Dilkes; Rüdiger Hell; Stanislav Kopriva; David E Salt,Sulphur (S) is an essential element for all living organisms. The uptake; assimilation andmetabolism of S in plants are well studied. However; the regulation of S homeostasisremains largely unknown. Here; we report on the identification and characterisation of themore sulphur accumulation1 (msa1-1) mutant. The MSA1 protein is localized to the nucleusand is required for both S-adenosylmethionine (SAM) production and DNA methylation.Loss of function of the nuclear localised MSA1 leads to a reduction in SAM in roots and astrong S-deficiency response even at ample S supply; causing an over-accumulation ofsulphate; sulphite; cysteine and glutathione. Supplementation with SAM suppresses thishigh S phenotype. Furthermore; mutation of MSA1 affects genome-wide DNA methylation;including the methylation of S-deficiency responsive genes. Elevated S accumulation in …,PLoS genetics,2016,8
Heart rate reduction for 36 months with ivabradine reduces left ventricular mass in cardiac allograft recipients: a long-term follow-up study,Andreas O Doesch; Susanne Mueller; Christian Erbel; Christian A Gleissner; Lutz Frankenstein; Stefan Hardt; Arjang Ruhparwar; Philipp Ehlermann; Thomas Dengler; Hugo A Katus,Background Due to graft denervation; sinus tachycardia is a common problem after hearttransplantation; underlining the importance of heart rate control without peripheral effects.However; long-term data regarding the effects of ivabradine; a novel I f channel antagonist;are limited in patients after heart transplantation. Methods In this follow-up analysis; theresting heart rate; left ventricular mass indexed to body surface area (LVMI); tolerability; andsafety of ivabradine therapy were evaluated at baseline and after 36 months in 30 hearttransplant recipients with symptomatic sinus tachycardia versus a matched control group.Results During the study period; ivabradine medication was stopped in three patients (10%of total). Further analysis was based on 27 patients with 36 months of drug intake. The meanpatient age was 53.3±11.3 years and mean time after heart transplantation was 5.0±4.8 …,Drug design; development and therapy,2013,8
8 Chemosensory Signal Transduction Systems in Myxococcus xanthus,John R Kirby; James E Berleman; Susanne Müller; Di Li; Jodie C Scott; Janet M Wilson,The majority of the analyses have focused on two-component signal transduction (TCST)systems; even though these are likely to compose only a fraction of the total systems thathave evolved to translate information derived from the environment. The majority of all workon chemotaxis systems up until the last decade focused on the control of flagellum-basedmotility. Myxococcus xanthus is therefore an ideal organism for analysis of chemosensorysignal transduction systems in bacteria. There are two primary reasons for our investigationinto the role of the Che6 chemosensory system. First; the gene order is consistent with thatfound in other organisms known to utilize TFP-based motility. Second; a mutant allele knownto suppress the csgA mutant developmental defect was mapped to socD (suppressor ofcsgA); which we now know is cotranscribed as part of the che6 operon. As M. xanthus …,*,2008,8
Integration into the phage attachment site; attB; impairs multicellular differentiation in Stigmatella aurantiaca,Susanne Müller; Hui Shen; Diana Hofmann; Hans Ulrich Schairer; John R Kirby,ABSTRACT Stigmatella aurantiaca displays a complex developmental life cycle in responseto starvation conditions that results in the formation of tree-like fruiting bodies capable ofproducing spores. The phage Mx8; first isolated from the close relative Myxococcus xanthus;is unable to infect S. aurantiaca cells and integrate into the genome. However; plasmidscontaining Mx8 fragments encoding the integrase and attP are able to integrate at the attBlocus in the S. aurantiaca genome by site-specific recombination. After recombinationbetween attP and attB; the S. aurantiaca cells were incapable of building normal fruitingbodies but formed clumps and fungus-like structures characteristic of intermediate stages ofdevelopment displayed by the wild type. We identified two tRNA genes; trnD and trnV;encoding tRNA Asp and tRNA Val; respectively; composing an operon at the attB locus of …,Journal of bacteriology,2006,8
Microwave switches based on tunable ferroelectric filters,Patrick Scheele; Andre Giere; Stefan Mueller; Rolf Jakoby,This paper introduces switches based on tunable ferroelectric filters at microwavefrequencies. A SPDT-switch design for the frequency range 2.4-2.5 GHz with switchingcontrasts of 40 dB and insertion losses below 0.5 dB is presented. Additionally; a firstimplementation of a 10 GHz bandpass-based SPST-switch was realized on a lossyferroelectric-thick film of Ba/sub 0.6/Sr/sub 0.4/TiO/sub 3/. The measured switching contrastamounts to 14.4 dB with a 1 dB-bandwidth of 5.4%.,Radio and Wireless Symposium; 2006 IEEE,2006,8
A Two‐Hybrid System Analysis Shows Interactions Between 6‐Phosphofructo‐1‐Kinase and 6‐Phosphofructo‐2‐Kinase but not Between Other Glycolytic Enzymes...,Susanne Müller; Eckhard Boles; Friedrich K Zimmermann,Abstract The yeast two-hybrid system was used to investigate whether protein-proteininteractions between enzymes of the early reactions of glycolysis exist in the yeastSaccharomyces cerevisiae. Various glycolytic enzymes were fused either to the GAL4transcription-activating or DNA-binding domain and were tested for their ability to restoreGAL4-dependent gene activation. All the different fusion proteins complemented the growthand enzymatic defects caused by the deletion of the respective genes; which indicates thatthese proteins are still functional. Interactions between the two phosphofructo-1-kinasesubunits PFK1 and PFK2; interactions between the phosphofructo-2-kinase subunits; anddimerization of phosphoglucose isomerase were demonstrated. Dimerization of hexokinase2; however; could not be demonstrated neither with N-terminal nor C-terminal fusions. A …,The FEBS Journal,1996,8
Data compression for the first G-APD Cherenkov Telescope,Max L Ahnen; M Balbo; M Bergmann; A Biland; Thomas Bretz; J Buß; D Dorner; S Einecke; J Freiwald; C Hempfling; Dorothée Hildebrand; Gareth Hughes; Werner Lustermann; E Lyard; K Mannheim; K Meier; Susanne Müller; Dominik Neise; A Neronov; A-K Overkemping; A Paravac; Felicitas Pauss; W Rhode; T Steinbring; F Temme; J Thaele; S Toscano; Patrick Vogler; R Walter; A Wilbert,Abstract The FACT telescope on the Canaries island of La Palma is the first ImagingAtmospheric Cherenkov Telescope (IACT) to use solid state photomultipliers. It generates upto 2 TB of data per night which motivated us to investigate how to reduce the volume of data.Reducing the throughput enables us to efficiently acquire; store and process theobservations data. This document presents the conclusions of this work; along with theimplementation of the custom compression algorithm and I/O layer that is currently in use tooperate the telescope.,Astronomy and Computing,2015,7
Reply to Simmonds et al.: Codon pair and dinucleotide bias have not been functionally distinguished,Bruce Futcher; Oleksandr Gorbatsevych; Sam H Shen; Charles B Stauft; Yutong Song; Bingyin Wang; Janet Leatherwood; Justin Gardin; Alisa Yurovsky; Steffen Mueller; Eckard Wimmer,Simmonds et al.(1) have criticized our paper (2). Two disagreements stand out. First; theauthors suggest that our viruses are attenuated by increased “dinucleotide frequencies”(1;3); but “codon pair deoptimization” they dismiss as “artefact”(3). We believe this is justsemantic word juggling. When a protein is recoded; UpA/CpG dinucleotides available forchange are largely at codon–codon junctions; where they define codon pairs. In mammals;many disfavored codon pairs have UpA or CpG at their junctions (4). Therefore; alteringUpA/CpG dinucleotides simultaneously alters codon pairs; and vice versa. Accordingly; all ofthe viral constructs in question (1; 2) coordinately alter dinucleotides and codon pairs (seebelow) and so do not distinguish the phenomena. No mechanism is known for eitherphenomenon. Nothing about our results; conclusions; or the future uses of these …,Proceedings of the National Academy of Sciences,2015,7
Identification of Fc gamma receptor glycoforms that produce differential binding kinetics for rituximab,Jerrard M Hayes; Asa Frostell; Robert Karlsson; Steffen Müller; Silvia Míllan Martín; Martin Pauers; Franziska Reuss; Eoin F Cosgrave; Cecilia Anneren; Gavin P Davey; Pauline M Rudd,Abstract Fc gamma receptors (FcγR) bind the Fc region of antibodies and therefore play aprominent role in antibody-dependent cell-based immune responses such as ADCC; CDCand ADCP. The immune effector cell activity is directly linked to a productive molecularengagement of FcγRs where both the protein and glycan moiety of antibody and receptorcan affect the interaction and in the present study we focus on the role of the FcγR glycans inthis interaction. We provide a complete description of the glycan composition of Chinesehamster ovary (CHO) expressed human Fcγ receptors RI (CD64); RIIa Arg131/His131(CD32a); RIIb (CD32b) and RIIIa Phe158/Val158 (CD16a) and analyze the role of theglycans in the binding mechanism with IgG. The interactions of the monoclonal antibodyrituximab with each FcγR were characterized and we discuss the CHO-FcγRIIIa Phe158 …,Molecular & Cellular Proteomics,2017,6
Genetic stability of genome-scale deoptimized RNA virus vaccine candidates under selective pressure,Cyril Le Nouën; Thomas McCarty; Michael Brown; Melissa Laird Smith; Roberto Lleras; Michael A Dolan; Masfique Mehedi; Lijuan Yang; Cindy Luongo; Bo Liang; Shirin Munir; Joshua M DiNapoli; Steffen Mueller; Eckard Wimmer; Peter L Collins; Ursula J Buchholz,Abstract Recoding viral genomes by numerous synonymous but suboptimal substitutionsprovides live attenuated vaccine candidates. These vaccine candidates should have a lowrisk of deattenuation because of the many changes involved. However; their genetic stabilityunder selective pressure is largely unknown. We evaluated phenotypic reversion ofdeoptimized human respiratory syncytial virus (RSV) vaccine candidates in the context ofstrong selective pressure. Codon pair deoptimized (CPD) versions of RSV were attenuatedand temperature-sensitive. During serial passage at progressively increasing temperature; aCPD RSV containing 2;692 synonymous mutations in 9 of 11 ORFs did not lose temperaturesensitivity; remained genetically stable; and was restricted at temperatures of 34 C/35 C andabove. However; a CPD RSV containing 1;378 synonymous mutations solely in the …,Proceedings of the National Academy of Sciences,2017,6
Evaluation of the attenuation; immunogenicity; and efficacy of a live virus vaccine generated by codon-pair bias de-optimization of the 2009 pandemic H1N1 influenz...,Andrew J Broadbent; Celia P Santos; Amanda Anafu; Eckard Wimmer; Steffen Mueller; Kanta Subbarao,Abstract Codon-pair bias de-optimization (CPBD) of viruses involves re-writing viral genesusing statistically underrepresented codon pairs; without any changes to the amino acidsequence or codon usage. Previously; this technology has been used to attenuate theinfluenza A/Puerto Rico/8/34 (H1N1) virus. The de-optimized virus was immunogenic andprotected inbred mice from challenge. In order to assess whether CPBD could be used toproduce a live vaccine against a clinically relevant influenza virus; we generated aninfluenza A/California/07/2009 pandemic H1N1 (2009 pH1N1) virus with de-optimized HAand NA gene segments (2009 pH1N1-(HA+ NA) Min); and evaluated viral replication andprotein expression in MDCK cells; and attenuation; immunogenicity; and efficacy in outbredferrets. The 2009 pH1N1-(HA+ NA) Min virus grew to a similar titer as the 2009 pH1N1 …,Vaccine,2016,6
Influence of etching processes on electronic transport in mesoscopic InAs/GaSb quantum well devices,Atindra Nath Pal; Susanne Müller; Thomas Ihn; Klaus Ensslin; Thomas Tschirky; Christophe Charpentier; Werner Wegscheider,We report the electronic characterization of mesoscopic Hall bar devices fabricated fromcoupled InAs/GaSb quantum wells sandwiched between AlSb barriers; an emergingcandidate for two-dimensional topological insulators. The electronic width of the etchedstructures was determined from the low field magneto-resistance peak; a characteristicsignature of partially diffusive boundary scattering in the ballistic limit. In case of dry-etchingthe electronic width was found to decrease with electron density. In contrast; for wet etcheddevices it stayed constant with density. Moreover; the boundary scattering was found to bemore specular for wet-etched devices; which may be relevant for studying topological edgestates.,AIP Advances,2015,6
Effects of protein A immunoadsorption on methylglyoxal levels in patients with chronic dilated cardiomyopathy and diabetes mellitus,AO Doesch; S Mueller; M Konstandin; S Celik; L Frankenstein; C Zugck; TJ Dengler; T Fleming; A Bierhaus; HA Katus,Abstract Objectives: The objective of this study was to investigate effects ofimmunoadsorption (IA) on methylglyoxal (MG) levels in patients with chronic non-familialdilated cardiomyopathy (DCM); as well as clinical and humoral markers of heart failure.Background: Previous studies have demonstrated favourable outcomes of IA in DCMpatients with diabetes mellitus (DM) and that MG sensitizes cultured cardiomyocytes to injuryby posttranslational modification of Thioredoxin via glycation. Therapeutic interventionsscavenging advanced glycation end-products (AGE) precursors may attenuate myocardialinjury in diabetic patients. Possible effects of IA on MG levels in patients with DCM and DMhave never been analyzed before. Methods: We performed IA using agarose columns onfive consecutive days in 10 patients with chronic DCM and DM; congestive heart failure of …,Appl. Cardiopulm. Pathophysiol,2011,6
Material Characterization of Liquid Crystals at THz-Frequencies using a Free Space Measurement Setup,M Koeberle; T Goebel; D Schoenherr; S Mueller; R Jakoby; P Meissner; H-L Hartnagel,Liquid crystals (LCs) are promising materials for passive tunable components at microwavefrequencies and optics. With increasing interest in the THz frequency domain the quest ontunable THz components rises. For the systematic design of such tunable components likephase shifters or reflect arrays a detailed knowledge of the dielectric material properties atthe intended frequency is needed. In this paper we show measurement results for thecharacterization of two commercial LCs (K15 and E7; both from Merck) at frequenciesbetween 100 and 350 GHz performed with a free space CW THz system. An anisotropy ofDeltanK15= 0; 05 and DeltanE7= 0; 08; respectively; could be determined in this frequencyrange.,Microwave Conference (GeMIC); 2008 German,2008,6
Infrared A radiation promotes survival of human melanocytes carrying ultraviolet radiation‐induced DNA damage,Susanne Kimeswenger; Agatha Schwarz; Dagmar Födinger; Susanne Müller; Hubert Pehamberger; Thomas Schwarz; Christian Jantschitsch,Abstract The link between solar radiation and melanoma is still elusive. Although infraredradiation (IR) accounts for over 50% of terrestrial solar energy; its influence on human skin isnot well explored. There is increasing evidence that IR influences the expression patterns ofseveral molecules independently of heat. A previous in vivo study revealed that pretreatmentwith IR might promote the development of UVR-induced non-epithelial skin cancer andpossibly of melanoma in mice. To expand on this; the aim of the present study was toevaluate the impact of IR on UVR-induced apoptosis and DNA repair in normal humanepidermal melanocytes. The balance between these two effects is a key factor of malignanttransformation. Human melanocytes were exposed to physiologic doses of IR and UVR.Compared to cells irradiated with UVR only; simultaneous exposure to IR significantly …,Experimental dermatology,2016,5
Current status and future directions of T‐lymphoblastic lymphoma in children and adolescents,Birgit Burkhardt; Stephanie Mueller; Tasneem Khanam; Sherrie L Perkins,Summary The main challenges in the treatment of T-cell lymphoblastic lymphoma (T-LBL) inchildren and adolescents are twofold: to increase survival rates in concert with reduction ofacute and long-term toxicities including the rate of secondary malignancies. The need formolecular and prognostic markers in T-LBL is crucial to allow for systematic treatmentoptimization and may serve as targets for new treatment approaches.,*,2016,5
Photoinduced modification of surface states in nanoporous InP,J Lloyd-Hughes; S Müller; G Scalari; H Bishop; A Crossley; M Enachi; L Sirbu; IM Tiginyanu,Porous honeycombs of n-type InP were investigated by terahertz time-domain and x-rayphotoemission spectroscopies. After photoexcitation the dark conductivity was found toincrease quasi-irreversibly; recovering only after several hours in air. The calculatedelectron density for different surface pinning energies suggests that photoexcitation mayreduce the density of surface states.,Applied Physics Letters,2012,5
Direct simulation of material permittivities by using an eigen-susceptibility formulation of the vector variational approach,Alexander Gaebler; Felix Goelden; Stefan Mueller; Andreas Penirschke; Rolf Jakoby,This paper presents a new method for the extraction of material parameters; in this case thepermittivity; by formulating the Maxwell equations as an eigen-susceptibility problem of theconsidered sample. This offers a direct solution of the desired material parameters byutilizing adequate and well proven numerical techniques. Hence; it is very useful if analyticalapproaches do not provide the aimed accuracy or even fail completely. The procedure willbe demonstrated by applying the variational approach to a triple mode cavity perturbationmethod for the characterization of the complex permittivity tensor of general biaxialanisotropic media.,Instrumentation and Measurement Technology Conference; 2009. I2MTC'09. IEEE,2009,5
Increase in liver stiffness after transjugular intrahepatic portosystemic shunt is associated with inflammation and predicts mortality,Christian Jansen; Philipp Möller; Carsten Meyer; Carl Christian Kolbe; Christopher Bogs; Alessandra Pohlmann; Robert Schierwagen; Michael Praktiknjo; Zeinab Abdullah; Jennifer Lehmann; Daniel Thomas; Christian P Strassburg; Eicke Latz; Sebastian Mueller; Martin Rössle; Jonel Trebicka,Objective: Transjugular intrahepatic portosystemic shunt (TIPS) efficiently treatscomplications of portal hypertension. Liver and spleen stiffness might predict clinicallysignificant portal hypertension. This prospective study investigated liver stiffness in patientsreceiving TIPS regardless of indication. Design: Of 83 included patients; 16 underwent TEimmediately before and 30 minutes after TIPS (acute group); while 67 patients receivedshear wave elastography (SWE) of liver and spleen one day before and seven days afterTIPS (chronic group) and were followed further. In blood samples obtained before TIPS fromcubital; portal and hepatic veins; interleukins (IL)(IL1b; IL6; IL8; IL10; IL18) and interferongamma were analyzed. Results: In 27 patients (five acute; 22 chronic); it resulted in anincrease in liver stiffness of more than 10%. In 56 patients; liver stiffness decreased or …,Hepatology,2017,4
Scattering mechanisms of highest-mobility InAs/Al x Ga 1− x Sb quantum wells,Thomas Tschirky; Susanne Mueller; Ch A Lehner; Stefan Fält; Thomas Ihn; Klaus Ensslin; Werner Wegscheider,Abstract We study molecular beam epitaxially grown undoped Al x Ga 1− x Sb/InAs/AlSbquantum wells with different buffer and barrier designs and varying quantum well width. Thehighest mobilities were achieved with Al 0.33 Ga 0.67 Sb buffers and lower barriers and aquantum well width of 24 nm. These quasi-single-interface InAs/AlSb quantum well devicesreached a gate-tuned mobility of 2.4× 10 6 cm 2/V s at a density of 1× 10 12 cm− 2 and 1.3K. In Hall bar devices boundary scattering is found to strongly influence the mobilitydetermination in this mobility regime. Ionized background impurity scattering at low electrondensities; device boundary scattering at intermediate electron densities; and intersubbandscattering at high electron densities were identified as the most likely dominant scatteringprocesses. Ringlike structures in the Landau fan can be explained using a single-particle …,Physical Review B,2017,4
Pathways of protein and lipid receptor-mediated transcytosis in drug delivery,Roland Thuenauer; Stefan K Müller; Winfried Römer,ABSTRACT Introduction: A critical factor for the efficacy of drugs is their availability at the siteof interest. However; crossing endothelial and epithelial cell layers like the blood-brainbarrier and the blood-intestinal barrier represents a major bottleneck for drug targeting.Coupling drugs to carriers that recognize endogenous receptors; which are then transportedthrough cell layers by transcytosis; is a promising approach to overcome this bottleneck.Areas covered: This review focuses on the intracellular pathways of receptor-mediatedtranscytosis and their applicability for transcellular drug delivery. It gives an overview abouttranscytotic trafficking routes in epithelia and highlights the well-studied examples ofimmungobulin transcytosis and transferrin transcytosis. The current knowledge about theless understood transcytosis pathways in endothelia is also summarized and low-density …,*,2017,4
Tunnel barrier design in donor nanostructures defined by hydrogen-resist lithography,Nikola Pascher; Szymon Hennel; Susanne Mueller; Andreas Fuhrer,Abstract A four-terminal donor quantum dot (QD) is used to characterize potential barriersbetween degenerately doped nanoscale contacts. The QD is fabricated by hydrogen-resistlithography on Si (001) in combination with n-type doping by phosphine. The four contactshave different separations (d= 9; 12; 16 and 29 nm) to the central 6 nm× 6 nm QD island;leading to different tunnel and capacitive coupling. Cryogenic transport measurements in theCoulomb-blockade (CB) regime are used to characterize these tunnel barriers. We find thatfield enhancement near the apex of narrow dopant leads is an important effect thatinfluences both barrier breakdown and the magnitude of the tunnel current in the CBtransport regime. From CB-spectroscopy measurements; we extract the mutual capacitancesbetween the QD and the four contacts; which scale inversely with the contact separation d …,New Journal of Physics,2016,4
Assessment of potential capacity increases at combined heat and power facilities based on available corn stover and forest logging residues,Selvarani Radhakrishnan; Joel O Paz; Fei Yu; Sandra Eksioglu; Donald L Grebner,Abstract: Combined Heat and Power (CHP) production using renewable energy sources isgaining importance because of its flexibility and high-energy efficiency. Biomass materials;such as corn stover and forestry residues; are potential sources for renewable energy forCHP production. In Mississippi; approximately 4.0 MT dry tons of woody biomass isavailable annually for energy production. In this study; we collected and analyzed 10 yearsof corn stover data (2001–2010) and three years of forest logging residue data (1995; 1999;and 2002) in each county in Mississippi to determine the potential of these feed stocks forsustainable CHP energy production. We identified six counties; namely Amite; Copiah;Clarke; Wayne; Wilkinson and Rankin; that have forest logging residue feedstocks to sustaina CHP facility with a range of capacity between 8.0 and 9.8 MW. Using corn stover alone …,Energies,2013,4
Inhibition of hepatitis C virus IRES-mediated translation by oligonucleotides,Xiaoyu Li; Steffen Mueller; Eckard Wimmer,Abstract Two oligodeoxynucleotides (ODNs) were found to have a strong inhibition on thehepatitis C virus (HCV) internal ribosomal entry sites (IRES)-mediated translation but not therabbit globin mRNA translation. Specific inhibition of those ODNs on HCV IRES-mediatedtranslation was confirmed with heat treatment of ODNs in formic acid and dosage-dependentmanners. Heat treatment of ODNs presented a decreasing inhibitory effect on HCV IRES-mediated translation. A dosage-dependent decrease of HCV IRES-mediated translation wasobserved with increasing amount of these ODNs in HeLa cell extracts. The minimalsequences of ODNs (A11) were identified as 5′-CGCGTTACG-3′ with the strongestinhibition of the HCV IRES-mediated translation. In a search for cellular factors; two cellularfactors (p68 and p70) were identified to interact with ODNs A1 and A11; but not A5 (CT …,Virus research,2009,4
Two proteins for the price of one: The design of maximally compressed coding sequences,Bei Wang; Dimitris Papamichail; Steffen Mueller; Steven Skiena,Abstract The emerging field of synthetic biology moves beyond conventional geneticmanipulation to construct novel life forms which do not originate in nature. We explore theproblem of designing the provably shortest genomic sequence to encode a given set ofgenes by exploiting alternate reading frames. We present an algorithm for designing theshortest DNA sequence simultaneously encoding two given amino acid sequences. Weshow that the coding sequence of naturally occurring pairs of overlapping genes approachmaximum compression. We also investigate the impact of alternate coding matrices onoverlapping sequence design. Finally; we discuss an interesting application for overlappinggene design; namely the interleaving of an antibiotic resistance gene into a target geneinserted into a virus or plasmid for amplification.,International Workshop on DNA-Based Computers,2005,4
A prototype AIDS vaccine based on a common cold virus as carrier…,DH Barouch; MG Pau; JH Custers; W Koudstaal; S Kostense; MJ Havenga; DM Truitt; SM SUMIDA; MG KISHKO; JC ARTHUR; B KORIOTH-SCHMITZ; MH NEWBERG; DA GORGONE; MA LIFTON; DL PANICALI; GJ NABEL; NL LETVIN; J GOUDSMIT; M HAVENGA; R VOGELS; D ZUIJDGEEST; K RADOSEVIC; S MUELLER; M SIEUWERTS; F WEICHOLD; I DAMEN; J KASPERS; A LEMCKERT; MV MEERENDONK; RVD VLUGT; L HOLTERMAN; D HONE; Y SKEIKY; R MINTARDJO; G GILLISSEN; D BAROUCH; J SADOFF; DM ROBERTS; A NANDA; P ABBINK; DM LYNCH; BA EWALD; J LIU; AR THORNER; PE SWANSON; DA GORGONE; MA LIFTON; AA LEMCKERT; B CHEN; A DILRAJ; DM LYNCH; KL O’BRIEN; A LA PORTE; NL SIMMONS; AM RIGGS; S CLARK; DC MONTEFIORI; G LANDUCCI,Discovery in 2004 of a prototype AIDS vaccine based on a common cold virus as carrier (so-called Ad 35)(J Immunol; 2004; Barouch); the final Ad35 based vaccine being discovered in2006 (Havenga; J Gen Virol; 2006). Subsequently two new strategies were tried out; oneusing the combination of Ad5 and Ad48 in one vaccine construct (Ad5HVR48; Nature;Roberts; 2006; Barouch J Virol; 2009) and one using Ad26 (Abbink; J Virol; 2007; Lui Liu; JVirol; 2008). Finally proof was obtained for protection against AIDS by combining two distinctcold viruses; one given after the other (Lui Liu; Nature; 2009). In 2010 the combination ofAd35 and Ad 26 was tested in humans and in 2011/2012 the first trial in humans will bedone of a 'true'Ad35/Ad26 vaccine aimed at protection against HIV and AIDS.,J Immunol,*,4
Impact of strain on the electronic properties of InAs/GaSb quantum well systems,Lars Tiemann; Susanne Mueller; Q-S Wu; Thomas Tschirky; Klaus Ensslin; Werner Wegscheider; Matthias Troyer; Alexey A Soluyanov; Thomas Ihn,Abstract Electron-hole hybridization in InAs/GaSb double quantum well structures leads tothe formation of a mini-band-gap. We experimentally and theoretically studied the impact ofstrain on the transport properties of this material system. Thinned samples were mounted topiezoelectric elements to exert strain along the [011] and [001] crystal directions. When theFermi energy is tuned through the minigap; the resistivity at the charge neutrality point isfound to be susceptible to external strain. In the electron and hole regimes; strain influencesthe Landau level structure. By analyzing the intrinsic strain from the epitaxial growth and theexternal strain from the piezo elements and combining our experimental results withnumerical simulations of strained and unstrained quantum wells; we can illustrate why theInAs/GaSb material system is regularly found to be semimetallic.,Physical Review B,2017,3
Gb3-binding lectins as potential carriers for transcellular drug delivery,Stefan K Müller; Isabel Wilhelm; Thomas Schubert; Katharina Zittlau; Anne Imberty; Josef Madl; Thorsten Eierhoff; Roland Thuenauer; Winfried Römer,ABSTRACT Objectives: Epithelial cell layers as well as endothelia forming the blood-brainbarrier can drastically reduce the efficiency of drug targeting. Our goal was to investigatelectins recognizing the glycosphingolipid globotriaosylceramide (Gb3) for their potential ascarriers for transcytotic drug delivery. Methods: We utilized an in vitro model based on Madin-Darby canine kidney cells transfected with Gb3 synthase to characterize transcytosis of theGb3-binding lectins LecA from Pseudomonas aeruginosa and the B-subunit of Shiga toxin(StxB). Results: Both lectins were rapidly transcytosed from the apical to the basolateralplasma membrane and vice versa. Whereas StxB proceeded on retrograde and transcytoticroutes; LecA avoided retrograde transport. This differential trafficking could be explained byour observation that LecA and StxB segregated into different domains during endocytosis …,Expert opinion on drug delivery,2017,3
Attenuated viruses useful for vaccines,*,This invention provides an attenuated virus which comprises a modified viral genomecontaining nucleotide substitutions engineered in multiple locations in the genome; whereinthe substitutions introduce synonymous deoptimized codons into the genome. The instantattenuated virus may be used in a vaccine composition for inducing a protective immuneresponse in a subject. The invention also provides a method of synthesizing the instantattenuated virus. Further; this invention further provides a method for preventing a subjectfrom becoming afflicted with a virus-associated disease comprising administering to thesubject a prophylactically effective dose of a vaccine composition comprising the instantattenuated virus.,*,2016,3
