On indexing mobile objects,George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract We show how to index mobile objects in one and two dimensions using efficientdynamic external memory data structures. The problem is motivated by real life applicationsin traffic monitoring; intelligent navigation and mobile communications domains. For the l-dimensional case; we give (i) a dynamic; external memory algorithm with guaranteed worstcase performance and linear space and (ii) a practical approximation algorithm also in thedynamic; external memory setting; which has linear space and expected logarithmic querytime. We also give an algorithm with guaranteed logarithmic query time for a restrictedversion of the problem. We present extensions of our techniques to two dimensions. Inaddition we give a lower bound on the number of I/O's needed to answer the d-dimensionalproblem. Initial experimental results and comparisons to traditional indexing approaches …,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,485
Versioning of network models in a multiuser environment,Petko Bakalov; Erik Hoel; Sudhakar Menon; Vassilis J Tsotras,Abstract The standard database mechanisms for concurrency control; which includetransactions and locking protocols; do not provide the support needed for updating complexgeographic data in a multiuser environment. The preferred method to resolve conflicts in GISsystems is to encapsulate the modifications generated by the end users through the use ofmultiple versions. Multiuser (or versioned) geographic databases allow users to operate asthough they have full access to the entire dataset. Instead of relying upon row locking;versioned databases allow multiple users to simultaneously edit the same row. Theyimplement a model for conflict detection and resolution where the first to commit the changewins by default (though clients can manually intervene and select the latter change as thewinner). Network models are frequently used as a mechanism to describe the connectivity …,International Symposium on Spatial and Temporal Databases,2009,5
Indexing Schemes for Efficient Aggregate Computation over Structural Joins.,Priya Mandawat; Vassilis J Tsotras,ABSTRACT With the increasing popularity of XML as a standard for data representation andexchange; efficient XML query processing has become a necessity. One popular approachencodes the hierarchical structure of XML data through a node numbering scheme; thusreducing typical queries to special forms (structural; path; twig) of containment joins. In thispaper we consider how using an index can facilitate the computation of (exact) aggregatesover structural joins. Consider for example; counting how many times item nodes appearunder store nodes in a chain-store database. One straightforward solution would be toactually compute the result of the structural join (store//item) and count all such occurrences.However; this requires time proportional to the join computation (which with appropriatebuffering is O (n) where n is the total number of store and item elements in the database) …,WebDB,2005,5
Spatio-temporal databases: complex motion pattern queries,Marcos R Vieira; Vassilis J Tsotras,This book presents several novel query processing techniques; called complex motionpattern queries; specifically designed for very large Spatio-Temporal Databases of movingobjects (also called trajectories). First; it begins with the definition of flexible pattern query; avery powerful; yet easy to use motion pattern query that allows users to select trajectoriesbased on specific events of interest. Flexible pattern query is described as regularexpressions over a spatial alphabet that can be implicitly/explicitly ''anchored''to the timedomain. Moreover; it allows users to include variables in the pattern query; and thus greatlyincrease its expressive power. Second; the Spatio-Temporal Pattern System (STPS) ispresented; which is an adaptation of flexible pattern query for large mobile phonecalldatabases. These databases contain many millions of records with information about …,*,2013,4
Conclusion,Marcos R Vieira; Vassilis J Tsotras,This book introduces the flexible pattern query; a very powerful; yet easy to use motion patternquery which allows users to select trajectories based on specific events of interest. Such queriescombine the ability of fixed and variable predicates; with explicit or implicit temporal constraintsand distance-based constraints. Two query processing techniques are described: one basedon merge joins (IJP) and one based on subsequence matching (DPP). The experimental evaluationshows that our techniques improve substantially even over optimized (using indexing and preprocessingtechniques) previous approaches. Among all the described approaches; IJP is more robust inthat it can easily support NN queries; while DPP is better for patterns with smaller number ofpredicates or wild-cards. Since; however; both approaches are implemented in the same FlexTracksystem; they can both be available to the user … Then; the Spatio-Temporal Pattern …,*,2013,4
Complex motion pattern queries for trajectories,Marcos R Vieira; Vassilis J Tsotras,With the recent advancements and wide usage of location detection devices; largequantities of data are collected by GPS and cellular technologies in the form of trajectories.While most previous work on trajectory-based queries has concentrated on traditional range;nearest-neighbor and similarity queries; there is still the need to query trajectories usingcomplex; yet more intuitive to users; motion patterns. In this paper; we describe several typesof motion pattern queries for trajectories. In particular; we describe in detail two types ofmotion pattern queries: the flexible pattern queries; which focus on trajectories that follow asequence of spatiotemporal events; and the density-based pattern queries; where the goalis to search trajectories that “stay together” for a long period of time. We then conclude thispaper by briefly describing two other novel complex motion pattern queries that are …,Data Engineering Workshops (ICDEW); 2011 IEEE 27th International Conference on,2011,4
Transaction-time indexing,Mirella M Moro; Vassilis J Tsotras,There are two kinds of tables: frequency tables that display the count of respondents at thecrossing of the categorical attributes (in N) and magnitude tables that display information ona numerical attribute at the crossing of the categorical attributes (in R). For example; givensome census microdata containing attributes “Job” and “Town;” one can generate afrequency table displaying the count of respondents doing each job type in each town. If thecensus microdata also contain the “Salary;” attribute; one can generate a magnitude tabledisplaying the average salary for each job type in each town. The number n of cells in atable is normally much less than the number r of respondent records in a microdata file.However; tables must satisfy several linear constraints: marginal row and column totals.Additionally; a set of tables is called linked if they share some of the crossed categorical …,*,2009,4
TS2-tree-an efficient similarity based organization for trajectory data,Petko Bakalov; Eamonn Keogh; Vassilis J Tsotras,Abstract The increasingly popular GPS technology and the growing amount of trajectorydata it generates create the need for developing applications that efficiently store and querytrajectories of moving objects. In this paper we introduce TS2 tree; a novel indexing structurefor organizing trajectory data based on similarity between trajectories. TS2 tree provideslower and upper bounds on distance between trajectories; based on which we propose ageneral framework for effectively answering a wide range of similarity-based trajectoryqueries such as similarity threshold (ST) query and similarity best fit (SBF) query. Themultifold reduction in query computation times and the number of I/O operations isdemonstrated through an extensive experimental evaluation.,Proceedings of the 15th annual ACM international symposium on Advances in geographic information systems,2007,4
Indexing Animated Objects.,George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract We examine the problem of indexing objects in animated movies. We consider ananimated movie as consisting of a frame sequence where each frame is described byobjects in a 2-dimensional space. The queries of interest are of the form:\nd the objects thatwere in area S between frames fi and fj". The straightforward approach to index such objectsis to consider the frame sequence as another dimension and use a 3-dimensional accessmethod (like an R-tree) to index all objects. Instead we propose to reduce the problem to apartial-persistence problem; that is; use a 2-dimensional access method that is madepartially persistent. We show that this approach leads to faster query time while still usingspace proportional to the total number of changes in the frame evolution.,Multimedia Information Systems,1999,4
Hashing methods for temporal data,George Kollios; Vassilis J Tsotras,ABSTRACT External dynamic hashing has been used in traditional database systems as afast method to answer membership queries. Given a dynamic set S of objects; a membershipquery asks whether an object with identity k is in the most current S. This paper addressesthe more general problem of Temporal Hashing. In this setting changes to the dynamic setare timestamped and the membership query has a temporal predicate; as in:“find whetherobject with identity k was in the set S at time t”. We present an efficient solution to theTemporal Hashing problem. Our solution; also termed partially persistent hashing; behavesas if a separate; ephemeral (ie; non-temporal) dynamic hashing scheme is available onevery state assumed by set S over time. However if the buckets of these hashing schemeswere to be stored for each time of interest; the space would become prohibitively large …,History,1998,4
A load-balanced parallel sorting algorithm for shared-nothing architectures,Anil Kumar; Tony T Lee; Vassilis J Tsotras,Abstract With the popularity of parallel database machines based on the shared-nothingarchitecture; it has become important to find external sorting algorithms which lead to a load-balanced computation; ie; balanced execution; communication and output. If during thecourse of the sorting algorithm each processor is equally loaded; parallelism is fullyexploited. Similarly; balanced communication will not congest the network traffic. Sincesorting can be used to support a number of other relational operations (joins; duplicateelimination; building indexes etc.) data skew produced by sorting can further lead toexecution skew at later stages of these operations. In this paper we present a load-balancedparallel sorting algorithm for shared-nothing architectures. It is a multiple-input multiple-output algorithm with four stages; based on a generalization of Batcher's odd-even merge …,Distributed and Parallel Databases,1995,4
Efficient support of historical queries for multiple lines of evolution,Gad M Landau; Jeanette P Schmidt; Vassilis J Tsotras,A general framework for solving multiple-line history queries is presented. The authorsaddress two important historical queries in this environment: the vertical query and thehorizontal query. The vertical query enables a design team to find what its design was at apast instant on its own path of evolution; while the horizontal query provides a design teamwith the designs of relevant teams at concurrent times in the past.,Data Engineering; 1993. Proceedings. Ninth International Conference on,1993,4
Fpga-accelerated group-by aggregation using synchronizing caches,Ildar Absalyamov; Prerna Budhkar; Skyler Windh; Robert J Halstead; Walid A Najjar; Vassilis J Tsotras,Abstract Recent trends in hardware have dramatically dropped the price of RAM and shiftedfocus from systems operating on disk-resident data to in-memory solutions. In thisenvironment high memory access latency; also known as memory wall; becomes the biggestdata processing bottleneck. Traditional CPU-based architectures solved this problem byintroducing large cache hierarchies. However algorithms which experience poor locality canlimit the benefits of caching. In turn; hardware multithreading provides a generic solution thatdoes not rely on algorithm-specific locality properties. In this paper we present an FPGA-accelerated implementation of in-memory group-by hash aggregation. Our design relies onhardware multithreading to efficiently mask long memory access latency by implementing acustom operation datapath on FPGA. We propose using CAMs (Content Addressable …,Proceedings of the 12th International Workshop on Data Management on New Hardware,2016,3
RICC: fast reachability query processing on large spatiotemporal datasets,Elena V Strzheletska; Vassilis J Tsotras,Abstract Spatiotemporal reachability queries arise naturally when determining howdiseases; information; physical items can propagate through a collection of moving objects;such queries are significant for many important domains like epidemiology; public health;security monitoring; surveillance; and social networks. While traditional reachability querieshave been studied in graphs extensively; what makes spatiotemporal reachability queriesdifferent and challenging is that the associated graph is dynamic and space-time dependent.As the spatiotemporal dataset becomes very large over time; a solution needs to be I/O-efficient. Previous work assumes an 'instant exchange'scenario (where information can beinstantly transferred and retransmitted between objects); which may not be the case in manyreal world applications. In this paper we propose the RICC (Reachability Index …,International Symposium on Spatial and Temporal Databases,2015,3
A study on parallelizing XML path filtering using accelerators,Roger Moussalli; Mariam Salloum; Robert Halstead; Walid Najjar; Vassilis J Tsotras,Abstract Publish-subscribe systems present the state of the art in information disseminationto multiple users. Such systems have evolved from simple topic-based to the current XML-based systems. XML-based pub-sub systems provide users with more flexibility by allowingthe formulation of complex queries on the content as well as the structure of the streamingmessages. Messages that match a given user query are forwarded to the user. This articleexamines how to exploit the parallelism found in XPath filtering. Using an incoming XMLstream; parsing and matching thousands of user profiles are performed simultaneously bymatching engines. We show the benefits and trade-offs of mapping the proposed filteringapproach onto FPGAs; processing streams of XML at wire speed; and GPUs; providing theflexibility of software. This is in contrast to conventional approaches bound by the …,ACM Transactions on Embedded Computing Systems (TECS),2014,3
Distributed diversification of large datasets,Mahbub Hasan; Abdullah Mueen; Vassilis Tsotras,Diversification has been recently proposed as an approach to allow a user to better grasp alarge result set without having to look through all relevant results. In this paper; we expandthe use of diversification as an analytical tool to explore large datasets dispersed over manynodes. The diversification problem is in general NP-complete and existing uniprocessoralgorithms are unfortunately not suitable for the distributed setting of our environment. Usingthe MapReduce framework we consider two distinct approaches to solve the distributeddiversification problem; one that focuses on optimizing disk I/O and one that optimizes fornetwork I/O. Our approaches are iterative in nature; allowing the user to continue refining thediversification process if more time is available. Moreover; we prove that (i) this iterationprocess converges and (ii) it produces a 2-approximate diversified result set when …,Cloud Engineering (IC2E); 2014 IEEE International Conference on,2014,3
STEM: A spatio-temporal miner for bursty activity,Theodoros Lappas; Marcos R Vieira; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract Burst identification has been extensively studied in the context of documentstreams; where a burst is generally exhibited when an unusually high frequency is observedfor a term t. Previous works have focused exclusively on either temporal or spatial burstinesspatterns. The former represents bursty timeframes within a single stream; while the lattercharacterizes sets of streams that simultaneously exhibited a bursty behavior for a user-specified timeframe. Our previous work was the first to study the spatiotemporal burstiness ofterms. In this context; a burstiness pattern consists of both a timeframe and a set of streams;both of which need to be identified automatically. In this paper we describe STEM (Spatio-TEmporal Miner); a system for finding spatiotemporal burstiness patterns in a collection ofspatially distributed frequency streams. STEM implements the full functionality required to …,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,3
High-performance holistic XML twig filtering using GPUs,Ildar Absalyamov; Roger Moussalli; Walid Najjar; Vassilis J Tsotras,ABSTRACT Current state of the art in information dissemination comprises of publishersbroadcasting XML-coded documents; in turn selectively forwarded to interested subscribers.The deployment of XML at the heart of this setup greatly increases the expressive power ofthe profiles listed by subscribers; using the XPath language. On the other hand; with greatexpressive power comes great performance responsibility: it is becoming harder for thematching infrastructure to keep up with the high volumes of data and users. Traditionally;general purpose computing platforms have generally been favored over customizedcomputational setups; due to the simplified usability and significant reduction ofdevelopment time. The sequential nature of these general purpose computers howeverlimits their performance scalability. In this work; we propose the implementation of the …,ADMS@ VLDB,2013,3
Editing and versioning for high performance network models in a multiuser environment,Petko Bakalov; Erik Hoel; Wee-Liang Heng; Sudhakar Menon; Vassilis J Tsotras,Abstract Network data models are frequently used as a mechanism to describe theconnectivity between spatial features in GIS applications. Real-life network models aredynamic in nature since spatial features can be periodically modified to reflect changes inthe real world objects that they model. Such updates may change the connectivity relationswith the other features in the model. In order to perform analysis the connectivity must bereestablished. Existing editing frameworks are not suitable for a dynamic environment; sincethey require network connectivity to be reconstructed from scratch. Another requirement forGIS network models is to provide support for a multiuser environment; where users aresimultaneously creating and updating large amounts of geographic information. The systemmust support edit sessions that typically span a number of days or weeks; the facility to …,GeoInformatica,2011,3
Recent Advances on Querying and Managing Trajectories.,Vassilis J Tsotras,*,SSTDi (slides),2007,3
All-Pairs Nearest Neighbors in a Mobile Environment,Dimitrios Gunopulos; George Kollios; Vassilis J Tsotras,Abstract We present external memory data structures to solve the all-pairs nearest neighborproblem in the setting of points that move with constant velocity. We assume the points movewith constant velocity along a line; and the queries we consider are the of the following form:given a time instant tq; find; for each object y; the object or objects that are closest to y at thetime tq. Also we assume that objects can change their motion at any time.,*,2000,3
NSF workshop on industrial/academic cooperation in database systems,Michael J.  Carey; Leonard J.  Seligman; Hamid Pirahesh; James Hamilton; John Cherniavsky; Maria Zemankova; Marie-Ann Neimat; Mike Ubell; Paul Durdik; Paula Hawthorn; Phil Bernstein; Todd Walters; Brad Adelberg; Clement Yu; Daniel Barbara; Eric Hanson; Jeff Ullman; Ken Ross; Meral Ozsoyoglu; Panos Chrysanthis; Peter Buneman; Praveen Seshadri; Richard Snodgrass; Shashi Shekhar; Vassilis Tsotras; Victor Vianu; Wesley Chu,Many academic researchers in computer science want their research to be of relevance toindustry. They would like to work on topics that enhance products and data-intensiveapplications. However; often they are unable to discover which topics fall in that category. Inaddition; academics have incentives to write papers which will be easy to get accepted forpublication in good journals and conferences. This normally requires algorithmic and/ormathematical content. The problem is to find projects which yield publishable papers yet areof interest to industry. One solution is for academics to listen to industrial researchersdescribe projects and problems with significant intellectual; possibly mathematical orscientific; content. But researchers in industry have little incentive to give such talks. Theymust produce products and patents; not papers. In an effort to bridge this gap; the …,SIGMOD Record,1999,3
Designing Broadcast Schedules for Information Dissemination through Braodcasting,Chi-Jiun Su; Leandros Tassiulas; Vassilis Tsotras,Abstract: Broadcast data delivery is encountered in many applications where there is a needto disseminate information to a large user community in a wireless asymmetriccommunication environment. In this paper; the authors consider the problem of schedulingthe data broadcast such that the average response time experienced by users is low. In apush-based system; where the users cannot place requests directly to the server and thebroadcast schedule should be determined based solely on access probabilities; theyformulate a deterministic dynamic optimization problem; the solution of which provides theoptimal broadcast schedule. Properties of the optimal solution are obtained and then theypropose a suboptimal dynamic policy that achieves average response time close to thelower bound. The policy has low complexity; is adaptive to changing access statistics; and …,*,1997,3
OSNI: Searching for Needles in a Haystack of Social Network Data.,Shiwen Cheng; James Fang; Vagelis Hristidis; Harsha V Madhyastha; Niluthpol Chowdhury Mithun; Dorian Perkins; Amit K Roy-Chowdhury; Moloud Shahbazi; Vassilis J Tsotras,1. INTRODUCTION The amount of user generated data increases every year; as more socialinteraction tools like Twitter; Instagram and Facebook are being created and more users usethem to share their everyday experiences. Most research on analyzing so- cial data has focusedon detecting trends and patterns such as bursty topics [11] and popular spatiotemporal paths[10]; event extraction [7]; studying how information is spread [12]; or analyzing properties of thesocial graph. In contrast; in this paper; we study how to search so- cial network data items; postsand images; based on spa- tiotemporal keyword queries. That is; we created methods to findthe right needles (social data items) in the haystack (social networks); which we refer to as investigativesearch; to contrast it to the trending queries studied by previous work. Investigative search canalso be viewed as exploring the currently untapped long tail of the distribution of top- ics …,EDBT,2016,2
Revisiting Aggregation for Data Intensive Applications: A Performance Study,Jian Wen; Vinayak R Borkar; Michael J Carey; Vassilis J Tsotras,Abstract: Aggregation has been an important operation since the early days of relationaldatabases. Today's Big Data applications bring further challenges when processingaggregation queries; demanding adaptive aggregation algorithms that can process largevolumes of data relative to a potentially limited memory budget (especially in multiusersettings). Despite its importance; the design and evaluation of aggregation algorithms hasnot received the same attention that other basic operators; such as joins; have received inthe literature. As a result; when considering which aggregation algorithm (s) to implement ina new parallel Big Data processing platform (AsterixDB); we faced a lack of" off the shelf"answers that we could simply read about and then implement based on prior performancestudies. In this paper we revisit the engineering of efficient local aggregation algorithms …,arXiv preprint arXiv:1311.0059,2013,2
Querying transaction–time databases under branched schema evolution,Wenyu Huo; Vassilis J Tsotras,Abstract Transaction-time databases have been proposed for storing and querying thehistory of a database. While past work concentrated on managing the data evolutionassuming a static schema; recent research has considered data changes under a linearlyevolving schema. An ordered sequence of schema versions is maintained and the databasecan restore/query its data under the appropriate past schema. There are however manyapplications leading to a branched schema evolution where data can evolve in parallel;under different concurrent schemas. In this work; we consider the issues involved inmanaging the history of a database that follows a branched schema evolution. To maintaineasy access to any past schema; we use an XML-based approach with an optimized sharingstrategy. As for accessing the data; we explore branched temporal indexing techniques …,International Conference on Database and Expert Systems Applications,2012,2
Selection and ordering of candidate documents for effective query answering in XML databases,Mariam Salloum; Vassilis J Tsotras; Divesh Srivastava; Luna Dong,*,Fifth International Workshop on Ranking in Databases,2011,2
Recent Advances and Challenges in XML Document Routing,Mirella M Moro; Zografoula Vagena; Vassilis J Tsotras,AbstRAct Content-based routing is a form of data delivery whereby the flow of messages isdriven by their content. rather. than. the. IP. address. of. their. destination.. With. the.recognition. of. XML. as. the. standard. for. data exchange; specialized XML routing servicesbecome necessary. In this chapter; the authors first demonstrate. the. relevance. of. such.systems. by. presenting. different. world. application. scenarios. where. XML. routing.systems. are. needed. and/or. employed.. Then;. they. present. a. survey. of. the. current.state. of. the. art.. Lastly;. they. attempt. to. identify. issues. and. problems. that. have. yet. to.be. investigated.. Their. discussion. will. help. identify. open. problems. and. issues. and.suggest. directions. for. further. research. in. the. context. of. such. systems. intROductiOntheir content rather than the IP address of their Content-based. routing is a form of data …,Open and Novel Issues in XML Database Applications: Future Directions and Advanced Technologies: Future Directions and Advanced Technologies,2009,2
Bi-Temporal Indexing,Mirella M Moro; Vassilis J Tsotras,The B+-tree is a disk-based; paginated; dynamically updateable; balanced; and tree-likeindex structure. It supports the exact match query as well as insertion/deletion operations inO (logpn) I/Os; where n is the number of records in the tree and p is the page capacity innumber of records. It also supports the range searches in O (logpn+ t∕ p) I/Os; where t is thenumber of records in the query result.,*,2009,2
Hashing Methods for Temporal Data,George Kollios; Vassilis J Tsotras,CiteSeerX - Document Details (Isaac Councill; Lee Giles; Pradeep Teregowda):This paper addresses the more general problem of Temporal Hashing. In this settingchanges to the dynamic set are timestamped and the membership query has atemporal predicate; as in: "find whether object with identity k.,*,2001,2
Image and Multimedia indexing,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Image Databases represent a direction of ongoing interest in database area.Satellite photos from earth or space observation projects (eg; NASA's Earth ObservingSystem [EOS]); medical records; and many more applications include a large number of B/Wor color images.,*,2000,2
Managing the history of dynamic data structures,Vassilis John Tsotras,Abstract Dynamic and persistent data structures play an increasing role in several areas ofcomputer science and engineering; such as object oriented programming; temporaldatabases and new parallel computation models and languages that allow historicalreferences. A key feature to the above is the ability of efficiently reconstructing the history ofevolving data structures. The first part of this thesis provides optimal solutions to such historyreconstruction problems. More specifically; we start with the problem of efficientlymaintaining the history of a set evolving in time; since this is the simplest data structure veryoften used to represent the state of a program or a database. The evolution of the set isrealized by the following allowable operations on the set's state: the addition of a newelement and the deletion or the value change of an existing element. We provide a lower …,*,1991,2
Revisiting aggregation techniques for big data,Vassilis J Tsotras,Abstract In this talk we first present an introduction to AsterixDB [1]; a parallel; semistructuredplatform to ingest; store; index; query; analyze; and publish" big data"(http://asterixdb. ics.uci. edu) and the various challenges we addressed while building it. AsterixDB combinesideas from semistructured data management; parallel database systems; and first-generation data-intensive computing platforms (MapReduce and Hadoop). The fullAsterixDB software stack provides support for big data applications from the storage andprocessing engine (Hyracks [2] available at: http://hyracks. googlecode. com); to the exiblequery optimization layer (Algebricks); to the interfaces for user-level interaction (AQL;HiveQL; Pregelix; etc.) Hyracks is a partitioned-parallel engine for data intensive computingjobs in the form of DAGs. Algebricks is a model-agnostic; algebraic layer for compiling …,Proceedings of the sixteenth international workshop on Data warehousing and OLAP,2013,1
Flock Pattern Queries,Marcos R Vieira; Vassilis J Tsotras,Abstract With the recent advancements and wide usage of location detection devices; largequantities of data are collected; for example; by GPS and cellular technologies in the form oftrajectories. While most previous work on trajectory-based queries has concentrated ontraditional range; nearest-neighbor; similarity queries; and clustering techniques; there is anincreasing interest in queries that capture the “aggregate” behavior of trajectories as groups.Consider; for example; finding groups of moving objects that move “together”; ie; within apredefined distance to each other for a continuous period of time. Such type of queriestypically arises in many surveillance and monitoring applications; eg identify groups ofsuspicious people; convoys of vehicles; flocks of animals. In this chapter; we first show thatthe on-line flock discovery problem is polynomial; and then we propose a framework and …,*,2013,1
A spatial caching framework for map operations in geographical information systems,Marcos R Vieira; Petko Bakalov; Erik Hoel; Vassilis J Tsotras,Caching is a well-known approach to achieve good performance and scalability in mobilecomputing environments. Using this technique; the query response time and the overallsystem performance can be extremely improved by decreasing the volume of datatransferred between the server and the mobile device. However; the effectiveness of cachingtechniques depend greatly on the nature of the data processed by the application and thedata access patterns which are specific for this type of analysis. Cache managementtechniques for Geographical Information Systems (GIS) deviate substantially from existingmethods used with relational data; since GIS map navigation operations (eg panning;zooming in/out) have their own unique access patterns that differ greatly from its relationalequivalents. This paper presents a spatial caching framework that can efficiently handle …,Mobile Data Management (MDM); 2012 IEEE 13th International Conference on,2012,1
On continuously monitoring the top-k moving objects with relational group and score functions,Jian Wen; Vassilis J Tsotras; Donghui Zhang,Abstract With the wide usage of location tracking system; continuously mining relationshipsamong moving objects over their location changes is possible and also important to manyreal applications. This paper shows a novel continuous location-based query; calledcontinuous relational top-k query; or CRTQ; which continuously monitors the k movingobjects with the most significant relations with other objects by user-defined relational groupand score functions. Although this kind of query can be implemented as a special case of thetop-k join query using SQL; this straight-forward way is too expensive to be applicablewidely. This paper also discusses the properties of this novel query; which leads to theflexibility of the query and also the difficulty for a generalized solution. An efficient algorithmis proposed for a special type of CRTQ over spatial data set with closeness grouping …,SIGSPATIAL Special,2009,1
Linear Hashing,Donghui Zhang; Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,A language model assigns a probability to a piece of unseen text; based on some trainingdata. For example; a language model based on a big English newspaper archive isexpected to assign a higher probability to ''a bit of text''than to ''aw pit tov tags;''because thewords in the former phrase (or word pairs or word triples if so-called N-Gram Models areused) occur more frequently in the data than the words in the latter phrase. For informationretrieval; typical usage is to build a language model for each document. At search time; thetop ranked document is the one whose language model assigns the highest probability tothe query.,*,2009,1
Primary index,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,P/FDM [5–7] integrated a functional data model with the logic programming language Prologfor general-purpose computation. The data model can be seen as an Entity-Relationshipdiagram with sub-types; much like a UML Class Diagram. The idea was for the user to beable to define a computation over objects in the diagram; instead of just using it as a schemadesign aid. Later versions of P/FDM included a graphic interface [2; 4] to build queries inDAPLEX syntax by clicking on the diagram and filling in values from menus.,*,2009,1
Hash-based Indexing,Mirella M Moro; Donghui Zhang; Vassilis J Tsotras,A hash function is a well-defined deterministic algorithm that takes as input data of arbitrarylength and produces a short fixed-length digital representation of the data; or a digest; as itsoutput. The output of a hash function can serve the role of a digital ''fingerprint''of the inputdata; as an important design property of hash functions is that of collision resilience: twohashes produced on different inputs are very unlikely to result in the same value.Furthermore; given a hash function output; it is normally infeasible to find a (previouslyunseen) input that matches that output (this property is called preimage resistance).,*,2009,1
Spatial indexing techniques,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,The values in the relations of a relational database are elements of one or more underlyingsets called domains. In practical applications; a domain may be infinite; eg; the set of naturalnumbers. In this case; the value of a relational calculus query when applied to such adatabase may be infinite; eg;{njn! 10}. A query Q is called finite if the value of Q whenapplied to any database is finite. Even when the database domains are finite; all that isnormally known about them is that they are some finite superset of the values that occur inthe database. In this case; the value of a relational calculus query may depend on such anunknown domain; eg;{xj 8yR (x; y)}. A query Q is called domain independent if the value of Qwhen applied to any database is the same for any two domains containing the databasevalues or; equivalently; if the value of Q when applied to a database contains only values …,*,2009,1
Experimental Evaluation of Query Processing Techniques over Multiversion XML Documents.,Adam Woss; Vassilis J Tsotras,ABSTRACT Various approaches have been recently proposed for storing the evolution of anXML document; thereby preserving useful past information about the document and thus theability to query it. While the importance of maintaining a document's evolution has beenrecognized; relatively little research has been done on how to adapt efficient XML queryingtechniques in a multiversion environment. Such methods would allow the user to efficientlyperform structural queries over any past version or interval of versions of the XML document.In this paper; we examine query processing techniques on (linear) multiversion XMLdocuments. Specifically; we propose efficient modifications to existing XML queryprocessing algorithms and compare them to more traditional approaches. Our experimentalresults demonstrate the advantages of the modified algorithms.,WebDB,2009,1
Editing and versioning dynamic network models,Petko Bakalov; Erik Hoel; Wee-Liang Heng; Vassilis J Tsotras,Abstract Network data models are widely used to describe the connectivity between spatialfeatures in GIS architectures. Recent applications demand that such models are editable inmultiuser environments. The preferred method to resolve conflicts in GIS systems is the useof multiple versions of the data to encapsulate the modifications generated by the end users.In this demo we present a flexible versioning scheme for network models. Our solution isbased on marking" dirty areas"(regions which contain conflicts between multiple versions)and subsequent cleaning of these dirty areas. We have implemented a prototype of thisversioning scheme and have used it extensively to support various ESRI applications whichutilize network models.,Proceedings of the 16th ACM SIGSPATIAL international conference on Advances in geographic information systems,2008,1
Index based processing of semi-restrictive temporal joins,Donghui Zhang; Vassilis J Tsotras,Temporal joins are important but very costly operations. While a temporal join can involvethe whole time (and/or key) domain; we consider the more general case where the join isdefined by some time-key rectangle from the whole space (ie; when the user is interested injoining portions of the-usually large-temporal data). In the most restrictive join; objects(within this rectangle) are joined together based on key equality and interval intersection.This paper concentrates on semi-restrictive joins; ie; when either the key equality (equi-join)or the interval intersection (time-join) predicates are used. Given the large relations createdby the ever increasing time dimension; we assume that each temporal relation is indexedand examine efficient ways to process semi-restrictive temporal joins. Utilizing an index ishelpful since it directs the join towards the objects that are within the time-key rectangle. A …,Temporal Representation and Reasoning; 2002. TIME 2002. Proceedings. Ninth International Symposium on,2002,1
Spatiotemporal access methods,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Spatiotemporal Database Management Systems (STDBMSs) manage data whosegeometry changes over time. There are many applications that create such data; includingglobal change (as in climate or land cover changes); transportation (traffic surveillance data;intelligent transportation systems); social (demographic; health; etc.); and multimedia(animated movies) applications. For simplicity we consider two spatial attributes; the objectposition and extent; either (or both) of which can change with time. Based on the rate thatspatial attributes change; we identify two cases: the discrete and the continuousspatiotemporal environments. We first introduce the basic characteristics and interestingqueries for each environment and then present efficient spatiotemporal indexing techniques.,*,2000,1
Spatial Access Methods,Yannis Manolopoulos; Yannis Theodoridis; Vassilis J Tsotras,Abstract Spatial Databases cover a wide set of applications that handle spatial data; such aspoints; lines; and regions in multi-dimensional space. GISs are the most popular ones. GISapplications include cartography and network (such as road; telephone; or computer)mapping; apart from such applications; spatial data sets are of interest in the fields ofComputer Aided Design (CAD); Robotics; Very Large Scale Integration (VLSI) Design; andMultimedia Systems. In this chapter; we briefly present the basic characteristics of a spatialdatabase and then describe in detail the major efforts on efficiently manipulating spatial datausing specialized indexing structures and access methods.,*,2000,1
