Nanowire-based one-dimensional electronics,Claes Thelander; Prabhat Agarwal; S Brongersma; Joël Eymery; Lou-Fé Feiner; Alfred Forchel; M Scheffler; W Riess; BJ Ohlsson; U Gösele; Lars Samuelson,During the last half century; a dramatic downscaling of electronics has taken place; aminiaturization that the industry expects to continue for at least a decade. We present effortsto use the self-assembly of one-dimensional semiconductor nanowires 1 in order to bringnew; high-performance nanowire devices as an add-on to mainstream Si technology. Thenanowire approach offers a coaxial gate-dielectric-channel geometry that is ideal for furtherdownscaling and electrostatic control; as well as heterostructure-based devices on Siwafers.,Materials today,2006,676
Method for automatic organization of microstructures or nanostructures and related device obtained,*,The invention relates to a device comprising microstructures or nanostructures on a support;characterized in that the support comprises: a) a substrate (1) comprising at least one partcomposed of a crystalline material; this part having a surface (2) with a stress field or atopology associated with a stress field; the stress field being associated with dislocations; b)an intermediate layer (3) bonded to the surface (2); and having a thickness and/orcomposition and/or a surface state enabling transmission of said stress field through thislayer as far as its free face that supports microstructures or nanostructures (4).,*,2004,10
Multi-microscopy study of the influence of stacking faults and three-dimensional In distribution on the optical properties of m-plane InGaN quantum wells grown on mi...,L Mancini; D Hernández-Maldonado; W Lefebvre; J Houard; I Blum; F Vurpillot; J Eymery; C Durand; M Tchernycheva; L Rigutti,The optical properties of m-plane InGaN/GaN quantum wells grown on microwire sidewallswere investigated carrying out a correlative scanning transmission electron microscopy(STEM); atom probe tomography (APT); and micro-photoluminescence study applied onsingle nanoscale field-emission tips obtained by a focused ion beam annular milling.Instead of assuming simple rectangular composition profiles; yielding misleading predictionsfor the optical transition energies; we can thus take into account actual compositionaldistributions and the presence of stacking faults (SFs). SFs were shown to be responsible fora lowering of the recombination energies of the order of 0.1 eV with respect to thoseexpected for defect-free quantum wells (QWs). Such energy reduction allows establishing agood correspondence between the transition energies observed by optical spectroscopy …,Applied Physics Letters,2016,9
Effect of the barrier thickness on the performance of multiple-quantum-well InGaN photovoltaic cells,Luca Redaelli; Anna Mukhtarova; Akhil Ajay; Arántzazu Núñez-Cascajero; Sirona Valdueza-Felip; Joël Bleuse; Christophe Durand; Joël Eymery; Eva Monroy,Abstract The impact of the barrier thickness on the performance of In 0.17 Ga 0.83 N multiple-quantum-well (MQW) solar cells is studied. When the barrier thickness is reduced from 9.0 to3.7 nm; the effect of the internal polarization fields on the MQW band structure results in ablueshift of the cell photoresponse. At the same time; the overlap of the fundamental electronand hole wave-functions in the quantum wells increases and the carrier extraction by field-assisted tunneling is enhanced; impacting the external quantum efficiency and fill-factor ofthe cells. The experimental results show that the performance of the thinner-barrier cellsstudied in this work is superior; or at least comparable to the performance of their thicker-barrier counterparts; in spite of the smaller total thickness of their absorbing region. This isdue to their higher external quantum efficiency (37% at 370 nm) and improved fill-factor …,Japanese Journal of Applied Physics,2015,9
(001) silicon surfacial grain boundaries obtained by direct wafer bonding process: accurate control of the structure before bonding,K Rousseau*; J Eymery; F Fournel; J-P Morniroli; J-L Rouvière,Ultra-thin (001) silicon films bonded onto (001) silicon wafers; which form 'surfacial grainboundaries'; are analysed by transmission electron microscopy and X-ray diffraction. Theaim of this study is to find a way of controlling precisely; before direct wafer bonding; thestructure of the Si/Si (001) interface. Two kinds of dislocation networks are found at thebonded interface. A square array of screw dislocations accommodates the twist between thetwo crystals; whereas a linear network of mixed dislocations accommodates the tilt resultingfrom the residual vicinality of the initial surfaces. A theoretical study shows that knowing andchoosing before bonding the characteristics of these interfacial dislocations depend on thecontrol of the 'twist'angle during the hydrophobic molecular bonding process. Recently; anew bonding method allows us to obtain an accuracy of±0.005° for the 'twist'angle from …,Philosophical Magazine,2005,9
Grazing incidence x-ray scattering investigation of Si surface patterned with buried dislocation networks,F Leroy; J Eymery; D Buttard; G Renaud; R Lazzari; F Fournel,Investigation of a surface patterned by buried dislocation networks is performed with grazingincidence x-ray scattering (GIXS). It is shown that surface long-range undulations lead to aazimuth-dependent diffusion spot; the scattering vector of which is mainly parallel to the x-ray propagation direction. This unusual scattering direction with GIXS is explained by thescales of the scattering objects. A geometrical model is proposed to extract the periodicity ofthe surface from GIXS.,Applied physics letters,2003,9
Interface dilution and morphology of CdTe/MnTe superlattices studied by small angle X-ray scattering,J Eymery; JM Hartmann; GT Baumbach,Abstract We have performed small angle X-ray reflectivity measurements on CdTe/MnTesuperlattices. The Fresnel optical method and the distorted wave Born approximation wereused to extract results from the data. The reflectivity shows that the interface roughness(about 7 Å) is quite large for (43 ML CdTe/8 ML MnTe) and (34 ML CdTe/16 ML MnTe)samples. The effective MnTe concentration is determined from the refractive index. A modelof correlated interface profiles is successfully used to simulate the diffuse scattering; and todetermine the lateral correlation length of the roughness (Λ|= 1500±750 Å); moreover; wedemonstrate that the layers are almost completely correlated over the sample thickness inthe growth direction.,Journal of crystal growth,1998,9
InGaN/GaN core/shell nanowires for visible to ultraviolet range photodetection,Hezhi Zhang; Agnès Messanvi; Christophe Durand; Joël Eymery; Pierre Lavenus; Andrey Babichev; François H Julien; Maria Tchernycheva,Abstract We report on the fabrication and characterization of single nitride nanowire visible-to-ultraviolet p–n photodetectors. Nitride nanowires containing 30 InGaN/GaN radialquantum wells with 18% indium fraction were grown by catalyst-free metal-organic vapourphase epitaxy. Single nanowires were contacted using optical lithography. As expected for aradial p–n junction; the current–voltage (I–V) curves of single wire detectors show arectifying behavior in the dark and a photocurrent under illumination. The detectors presenta response in the visible to UV spectral range starting from 2.8 eV. The peak responsivity is0.17 A/W at 3.36 eV. The on-off switching time under square light pulses is found to bebelow 0.1 s.,physica status solidi (a),2016,8
GaN wire-based Langmuir–Blodgett films for self-powered flexible strain sensors,S Salomon; J Eymery; E Pauliac-Vaujour,Abstract We report a highly flexible strain sensor which exploits the piezoelectric propertiesof ultra-long gallium nitride (GaN) wires. Langmuir–Blodgett assembled wires areencapsulated in a dielectric material (parylene-C); which is sandwiched between two planarelectrodes in a capacitor-like configuration. Through FEM simulations we show thatencapsulating densely aligned conical wires in a properly designed dielectric layer canmaximize the amplitude of the generated piezoelectric output potential. According to theseconsiderations we designed and fabricated macroscopic flexible strain sensors (active area:1.5 cm 2). The sensor was actuated in three point configuration inducing curvature radii ofless than 10 cm and has a typical force sensitivity of 30 mV N− 1.,Nanotechnology,2014,8
Time-dependent relaxation of strained silicon-on-insulator lines using a partially coherent x-ray nanobeam,Francesca Mastropietro; Joël Eymery; Gerardina Carbone; Sophie Baudot; François Andrieu; Vincent Favre-Nicolin,Abstract We report on the quantitative determination of the strain map in a strained silicon-on-insulator line with a 200× 70 nm 2 cross section. In order to study a single line as a functionof time; we used an x-ray nanobeam with relaxed coherence properties as a compromisebetween beam size; coherence; and intensity. We demonstrate how it is possible to refinethe line deformation map at the nanoscale; and follow its evolution as the line relaxes underthe influence of the x-ray nanobeam. We find that the strained line flattens itself underirradiation but maintains the same linear strain (ϵ zz unchanged).,Physical review letters,2013,8
InGaN/GaN multiple‐quantum well heterostructures for solar cells grown by MOVPE: case studies,Anna Mukhtarova; Sirona Valdueza‐Felip; Christophe Durand; Qing Pan; Louis Grenet; David Peyrade; Catherine Bougerol; Walf Chikhaoui; Eva Monroy; Joël Eymery,Abstract We investigate the influence of growth temperature; p-doping with bis-cyclopentadienyl magnesium (Cp 2 Mg) and number N of multi-quantum wells on thesurface morphology; the electrical and optical properties of InGaN-based solar cells grownby metal-organic vapour phase epitaxy. Atomic force microscopy measurements show noinfluence of multiple-quantum well number on the surface morphology; but a smoothing withthe increase of the Cp 2 Mg flow. Electrochemical capacitance-voltage profiling exhibits anincrease of the N aN d concentration when increasing the Cp 2 Mg flow from 250 to 700sccm. X-ray diffraction analysis and transmission electron microscopy measurementsconfirm completely strained quantum wells with similar superlattice period for N= 5 to 30.Finally; first solar cells have been demonstrated with a maximum external quantum …,physica status solidi (c),2013,8
Growth and characterization of ZnO nanowires on p-type GaN,IC Robin; M Lafossas; J Garcia; M Rosina; E Latu-Romain; P Ferret; P Gilet; A Tchelnokov; M Azize; J Eymery; G Feuillet,Abstract ZnO nanowires were grown by catalyst-free metal-organic vapour-phase epitaxy ontop of a p-type GaN buffer. The optical properties of the ZnO nanowires were investigated bytemperature-dependent and time-resolved photoluminescence and compared to those ofZnO nanowires directly grown on sapphire. The luminescence intensity decrease withtemperature of the nanowires grown on GaN reveals an original behavior since it is constantover 120 K; showing the existence of strong localization centers. In addition; the temperature-dependent decay time measurements indicate a lower density of non-radiative channels forthe nanowires grown on GaN.,Microelectronics Journal,2009,8
Direct wafer bonding for nanostructure preparations,Hubert Moriceau; F Rieutord; C Morales; AM Charvet; O Rayssac; B Bataillou; F Fournel; J Eymery; A Pascale; P Gentile; A Bavard; J Mézière; Christophe Maleville; B Aspar,Abstract: Article Preview Article Preview Direct Wafer Bonding has been widely developedand is very attractive for a lot of applications. Using original techniques based on directbonding enable to carry out specific engineered substrates. Various illustrations are givenamong which twisted Si-Si bonded substrates; where buried dislocation networks play a keyrole in the subsequent elaboration of nanostructures.,Solid State Phenomena,2007,8
GIXRD of nanoscale strain patterning in wafer bonding,J Eymery; F Leroy; F Fournel,Abstract Synchrotron grazing incidence X-ray diffraction is used to study tuneable lateraldislocation superlattices obtained by Si wafer bonding. Deformation satellites peaks aroundthe {2 2 0} reflections are measure for pure twist and mixed (twist–tilt) grain boundaries. Thetwist of the two crystals induces a square network of screw dislocations whose features arecalculated by continuum elasticity theory and kinematical approximation. The tilt of thecrystals is accommodated by alternated mixed dislocations and the interactions betweenthese two networks is discussed from the X-ray diffraction measurements.,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,2003,8
Interface dilution and morphology of CdTe/MnTe superlattices studied by small-and large-angle x-ray scattering,J Eymery; JM Hartmann; GT Baumbach,We have performed small-and large-angle x-ray scattering experiments on CdTe/MnTesuperlattices. The Fresnel optical method and the distorted wave Born approximation wereused to extract from small-angle measurements out-of-plane and in-plane information aboutthe interfaces. Specular reflectivity shows that the interface roughness is quite high (about 7Å) for all superlattices. The effective MnTe concentration; directly determined from therefractive index profile; is successfully used to simulate the structured nonspecularscattering; and to determine the lateral correlation length of the interface roughness (about1500±750 Å). Moreover; it is shown that the layers are almost completely correlated over thesample thickness. The thickness fluctuations along the growth direction are estimated fromthe analysis of the large-angle (004) reflection; and the effective MnTe profile is also …,Journal of Applied Physics,2000,8
Substrate-Free InGaN/GaN Nanowire Light-Emitting Diodes,Vladimir Neplokh; Agnes Messanvi; Hezhi Zhang; Francois H Julien; Andrey Babichev; Joel Eymery; Christophe Durand; Maria Tchernycheva,We report on the demonstration of substrate-free nanowire/polydimethylsiloxane (PDMS)membrane light-emitting diodes (LEDs). Metal-organic vapour-phase epitaxy (MOVPE)-grown InGaN/GaN core–shell nanowires were encapsulated into PDMS layer. After metaldeposition to p-GaN; a thick PDMS cap layer was spin-coated and the membrane wasmanually peeled from the sapphire substrate; flipped upside down onto a steel holder; andtransparent indium tin oxide (ITO) contact to n-GaN was deposited. The fabricated LEDsdemonstrate rectifying diode characteristics. For the electroluminescence (EL)measurements; the samples were manually bonded using silver paint. The EL spectrameasured at different applied voltages demonstrate a blue shift with the current increase.This shift is explained by the current injection into the InGaN areas of the active region …,Nanoscale research letters,2015,5
Simulation and characterization of the strain induced by an original" Embedded Buried Nitride" Technique,Sophie Baudot; Francois Andrieu; Marek Kostrzewa; Julie Widiez; Jean-Charles Barbe; Olivier Faynot; Younes Lamrani; Christian Vizioz; Laurent Brevard; Herve Denis; Vincent Delaye; Francois Rieutord; Joel Eymery,Abstract An original technique is used to induce a compressive strain in the channel of FullyDepleted (FD) SOI MOSFETs thanks to an Embedded Buried Nitride stressor. Strainmeasurements are performed by Grazing Incidence X-ray Diffraction (GIXRD) and comparedto mechanical simulations. Both results are in agreement and prove that the strain level canachieve-0.6 percent (-780 MPa) in the channel of a transistor; depending on the activeregion geometry and the nitride properties (intrinsic strain and thickness). This technique isthus very promising in order to boost pMOSFETs on thin films.,ECS Transactions,2009,5
Orientation-Dependent Dewetting of Patterned Thin Si Film on SiO 2,Erwan Dornel; JC Barbé; J Eymery; F de Crécy,Abstract The agglomeration of a Silicon On Insulator (001) film during a thermal annealing at900 C and 950 C under hydrogenated atmosphere has been characterized by ScanningElectron Microscopy (SEM) and Atomic Force Microscopy (AFM). At this temperature; the Sifaceting along {110};{111} and {113} planes is interpreted by a surface energy anisotropy.The anisotropy of the diffusion coefficient is also revealed by the formation of Si line alongthe< 510>;< 110> and< 100> directions. A mechanism of the pearling instability of the< 510>lines is proposed.,MRS Online Proceedings Library Archive,2006,5
Interface roughness correlation in CdTe/CdZnTe strained quantum wells,NT Pelekanos; N Boudet; J Eymery; H Mariette,Abstract In CdTe/CdZnTe strained quantum wells (QWs) the exciton inhomogeneouslinewidth decreases with decreasing QW width. We interpret this unusual behaviour as amanifestation of the fact that the two QW heterointerfaces are increasingly correlated fornarrow QWs; resulting in reduced well width fluctuation along the QW plane. Smallincidence angle X-ray diffraction experiments confirm this interpretation.,Journal of crystal growth,1998,5
Method for forming non-aligned microcavities of different depths,*,The invention relates to a method for forming microcavities (118) of different depths in alayer (102) based on at least an amorphous or monocrystalline material; comprising at leastthe following steps in which: at least one shaft and/or trench is formed in the layer (102) soas to extend through one face (101) thereof; such that two sections of the shaft and/or thetrench; in two different planes parallel to the face (101); are aligned in relation to oneanother along an alignment axis forming a non-zero angle with a normal to the plane of saidface (101); and the layer (102) is annealed in a hydrogenated atmosphere so as to transformthe shaft and/or trench into at least two microcavities (118).,*,2012,4
Particle network comprising particles disposed on a substrate and method for realizing such a network,*,The invention relates to a method for realizing a particle network comprising a particledepositing step; capable of self-organizing with a determined increment along a firstdirection; onto a substrate exhibiting a property that permits an interaction between thesubstrate and the particles and modulated along the first direction with a period adapted tosaid increment. A substantial interaction thus subsists between each of the particles and itsneighboring particles along the first direction.,*,2011,4
Fully depleted silicon-on-insulator with back bias and strain for low power and high performance applications,F Andrieu; O Weber; S Baudot; C Fenouillet-Béranger; O Rozeau; J Mazurier; P Perreau; J Eymery; O Faynot,We demonstrate that planar Fully Depleted Silicon-On-Insulator (FDSOI) architectures allowimproving the electrostatic control (and in turn the dynamic performance by 22%) and thevariability of Complementary Metal-Oxide-Semiconductors (CMOS) devices; compared tothe bulk technology. It is thus an ideal solution for Low Power (LP) applications and SRAMstability at the 22nm node and below. Moreover; integrated on both Ultra-Thin Body andBuried oxide (UTB 2); it enables the use of standard power management technique(Reverse Back or Source Biasing) with a high efficiency. Finally; some technological optionsexist in order to boost its ON-state current (I ON) like strained SOI substrates for nMOS andembedded SiGe source/drain for pMOS.,IC Design and Technology (ICICDT); 2010 IEEE International Conference on,2010,4
Détermination de contraintes résiduelles en incidence rasante. Apport du rayonnement synchrotron,O Sicardy; I Touet; F Rieutord; J Eymery,Résumé En utilisant les caractéristiques de brillance; intensité et parallélisme des sourcesde rayonnement synchrotron; une méthode de mesure des contraintes résiduelles sur filmstrès minces a été mise au point. Elle consiste; tout en restant en incidence rasante; à piloterles rotations du compteur et de l'échantillon de manière à enregistrer les réflexions de Braggde plans (hkl) d'azimut et déclinaison donnés. La méthode a été mise en oeuvre sur legoniomètre multitechnique de la ligne IF de l'ESRF et appliquée à la mesure des contraintessur des films de zircone d'épaisseur de 0.5 à 2.5 µm sur deux alliages à base zirconiumaprès oxydation en autoclave. L'emploi d'incidences variables a permis de pénétrerprogressivement dans ces couches et d'étudier l'évolution en profondeur des contraintes.Les diagrammes de diffraction obtenus donnent également des informations sur la teneur …,Le Journal de Physique IV,2000,4
Method of selective growth without catalyst on a semiconducting structure,*,A method of selective growth without catalyst on a semi-conducting structure. According tothe method; which is applicable in electronics in particular: a semi-conducting structure isformed from first gaseous or molecular flows; at a same time or subsequently; at least onesecond gaseous or molecular flow is added thereto; to selectively in situ grow a dielectriclayer on the structure; and then another semi-conducting structure is grown thereon fromthird gaseous or molecular flows.,*,2015,3
Method for forming microwires and/or nanowires,*,A method for forming a wire in a layer based on a monocrystalline or amorphous material.The method forms two trenches in the layer; crossing through one face of the layer;separated from each other by one portion of the layer; by an etching of the layer on which isarranged an etching mask; and anneals; under hydrogenated atmosphere; the layer; theetching mask being maintained on the layer during the annealing. The depths and widths ofthe sections of the two trenches; and the width of a section of the portion of the layer; aresuch that the annealing eliminates a part of the portion of the layer; the two trenches thenforming a single trench in which a remaining part of the portion of the layer forms the wire.,*,2011,3
Germanium growth on nanopatterned surface studied by STM,P Gentile; J Eymery; F Leroy; F Fournel; J Meziere; P Perreau,Abstract A square surface nanopatterning is obtained by etching a buried dislocationnetwork realised by a specific molecular bonding method. This template is used to organisethe germanium quantum dot growth. The initial surface morphology as well as the quantumdot position and size are studied by scanning tunneling microscopy (STM). It is shown thatthe nanomesa roughness induces the dot nucleation; and therefore several dots (4–5) permesa are obtained. These dots are coarsened to a single dot per mesa under ultra highvacuum annealing at 725° C. Deep trenches between the mesas; controlled by the chemicaletching solutions; prevent the formation of larger dots.,Journal of Crystal Growth,2005,3
STM study of ultra-thin (< 2 nm) silicon oxide,P Gentile; J Eymery; F Gustavo; P Mur; JM Hartmann; P Besson,Abstract The morphology of ultra-thin (0.6–2 nm) oxides prepared by chemical ozone-basedprocess and rapid thermal oxidation (RTO) is studied by scanning tunneling microscopy.With a statistical analysis of the height distribution we compare the different methods used toprepare the surfaces. A roughness anisotropy is observed for the thinner oxides samples. Anatomically flat surface with a thin conformal oxide is obtained by annealing the sample attemperatures> 1100° C under an hydrogen flux before RTO. In this case; the oxidemorphology may be correlated to the crystalline structure underneath.,Journal of non-crystalline solids,2003,3
Dislocation Networks Strain Fields Induced By Si Wafer Bonding.,J Eymery; F Fournel; K Rousseau; D Buttard; F Leroy; F Rieutord; JL Rouvière,Abstract Buried dislocation superlattices are obtained by bonding ultra-thin single crystal Si(001) films on Si (001) wafers. The twist of two Si wafers induces a regular square grid ofdissociated screw dislocations and the tilt a 1-D array of mixed dislocation. The Burgersvector is a/2< 110> for both types of dislocation. The atomic displacements and deformationsof pure screw and edge dislocations are calculated with an isotropic elasticity approximationtaking into account the free surface and the thickness of the upper crystal. It is shown bythese calculations that the elastic strain field propagates up to the surface; and quantitativearguments are given to choose the network period/film thickness ratio.,MRS Online Proceedings Library Archive,2001,3
Stress measurements in thin zirconia films at 300° C using synchrotron radiation,O Sicardy; I Touet; F Rieutord; J Eymery,Abstract Zirconium alloys used as cladding materials for nuclear fuel oxidise into zirconiaduring their stay in the reactor. The zirconia formed develops high compressive stressesbecause the molar volume of the oxide is greater than that of the metal. For a betterunderstanding of the oxidation behaviour of these alloys; stress measurements on thin oxidefilms at the working temperature of reactor are necessary. They have been performed at 300C by means of X-ray diffraction techniques on metal sheets previously oxidized in anautoclave. The experiment has been done on the multi-techniques goniometer of the IFbeam line at ESRF by coupling the sin 2 (Ψ) method; grazing incidence configuration andsample heating. Stress tensor and tetragonal zirconia content of oxide layers ranging from0.5 to 2.5 µm have been determined for two different alloys: zircaloy-4 and Zr-1% Nb. A …,Journal of Neutron Research,2001,3
Large and small angle x-ray scattering studies of CdTe/MgTe superlattices,JM Hartmann; J Eymery; L Carbonell; Y Wang,We have performed large and small angle x-ray scattering measurements on CdTe/MgTesuperlattices. The individual thicknesses of the CdTe and MgTe layers; together with theperiod dispersion and the crystallographic quality of the stacking; were extracted from large-angle x-ray diffraction. The Fresnel optical method and the distorted wave Bornapproximation were used to analyze the small angle x-ray scattering data. Specularreflectivity shows that the interface roughness is quite large for the two CdTe/MgTesuperlattices grown either by conventional molecular beam epitaxy or by atomic layerepitaxy with however in the latter case a strong asymmetry between the direct and invertedinterfaces. The effective MgTe concentration is determined from the refractive index. A modelof correlated interface profiles is successfully used to simulate the diffuse scattering; and …,Journal of applied physics,1999,3
Extended synchrotron X-ray reflectivity study of a Sm-based layer buried into CdTe (001),N Boudet; J Eymery; G Renaud; JL Rouviere; JY Veuillen; D Brun; B Daudin,Abstract We present an extended X-ray reflectivity study of a Sm-based epitaxial layer buriedinto CdTe (001) in order to investigate its structure. The measured reflectivity is modelledover a wide range of momentum transfer and the adjustment of the calculated intensity givesquantitative information about the electron density and interplanar distance profiles alongthe surface normal. Complementary experiments of photoemission spectroscopy allow theinterpretation of the in-plane electron density in terms of chemical composition. Highresolution electron microscopy shows that the very strong chemical gradients deduced fromthe model result from an original topology of the layer.,Surface science,1995,3
In situ characterization of rare earth-CdTe heterostructures by ion beam analysis,P Gros; G Fiat; D Brun; B Daudin; J Eymery; E Ligeon; AC Chami,Abstract A molecular beam epitaxy (MBE) system used for epitaxial growth of rare earth (Eu;Sm and Nd) compounds on CdTe is described. Owing to the high reactivity of the films; itappeared fruitful to connect this apparatus to a 2.5 MeV van de Graaff accelerator; allowingan in situ structural characterization of the samples by Rutherford backscatteringspectrometry and ion channeling analysis. Effusion cell flux calibration; homogeneity andthickness layer measurements are presented. For the first steps of the rare earth deposition;the correlation of thickness measurements to reflection high energy electron diffractionpatterns is shown. Interfacial defect studies by ion channelling during CdTe growth on Cd 1−x Zn x Te are also reported.,Thin solid films,1994,3
Structural and magnetic characterization of Co/Au (100) epitaxial multilayers,A Chamberod; B Dieny; J Eymery; B Gilles; JM Hartmann; A Marty; O Redon,Abstract Many studies have been devoted to the Co/Au system. Only the hcp Co (0001)//Au(111) epitaxial relationship has been investigated so far. We present a new bct Co (100)//Au(100) multilayered structure. Structural and preliminary magnetic measurements arediscussed.,Le Journal de Physique IV,1992,3
PyNX. Ptycho: a computing library for X-ray coherent diffraction imaging of nanostructures,Ondrej Mandula; M Elzo Aizarna; Joël Eymery; Manfred Burghammer; Vincent Favre-Nicolin,X-ray imaging techniques have undergone a remarkable development during the pastdecade; taking advantage of coherent X-ray sources. Among these techniques;ptychography allows reconstruction of the specimen and the illumination probe from a seriesof diffraction patterns without any prior knowledge about the sample. However; thereconstruction of the ptychographic data remains challenging and the reconstructionsoftware is often not publicly available. Presented here is an open-source library for thereconstruction of two-dimensional ptychographic data; written in Python. This libraryimplements existing algorithms; with examples of data reconstruction on both simulated andexperimental (Bragg ptychography on heterogeneous strained InAs/GaAs nanowires) datasets. It can be used for educational (simulation) purposes or experimental data analysis …,Journal of Applied Crystallography,2016,2
Width and orientation effects in strained FDSOI MOSFETs: Strain and device characterization,S Baudot; J Eymery; F Andrieu; V Vidal; F Allain; L Brévard; O Faynot,We integrated Fully Depleted Silicon-On-Insulator (FDSOI) n and pMOSFETs on (1.16percent; 2.1 GPa) eXtremely strained SOI (XsSOI) substrates. We demonstrate a 135%electron mobility enhancement at W= 77nm and a significant I ON-I OFF improvement forshort and narrow nMOS on XsSOI compared to unstrained SOI. We in-depth analyze thisperformance boost thanks to accurate extractions in narrow devices of both the carriermobility (after adaptation of the split-CV method) and the strain (by X-Ray Diffractionperformed in synchrotron facility). This improvement depends on the channel orientation andis partly attributed to the tensile strain induced by the TiN gate and partly by the effectivemass improvement under high and non-biaxial strain.,Solid State Device Research Conference; 2009. ESSDERC'09. Proceedings of the European,2009,2
Surface evolution of strained thin solid films: Stability analysis and time evolution of local surface perturbations,E Dornel; JC Barbe; J Eymery; F de Crecy,A discrete formulation of the surface diffusion potential is developed taking into account boththe capillarity and the elasticity contributions. This potential; also valid in the large curvatureregime; is applied to study the surface evolution of strained thin solid films. The home madenumerical tool MoveFilm; used to track the surface evolution due to surface diffusion; iscoupled to a finite element solver Cast3M to calculate the mechanical problem. Thenumerical results are consistent with known analytic results in the small perturbationapproximation. This validates the code and our formulation of the diffusion potential. To gofurther; some non-linear strain effects are analysed concerning the destabilization dynamicsimposed by an initial local surface perturbation. For low biaxial strain (1%); the perturbationamplitude grows and reaches a maximum before a lateral expansion of the perturbation …,Thermal; Mechanical and Multi-Physics Simulation Experiments in Microelectronics and Micro-Systems; 2007. EuroSime 2007. International Conference on,2007,2
Buried hydrophobic silicon bonding studied by high-energy x-ray reflectivity,D Buttard; F Rieutord; J Eymery; F Fournel; B Bataillou,Abstract The non-conventional technique of high-energy x-ray reflectivity is used toinvestigate buried Si| Si interface obtained by hydrophobic wafer bonding. In this experimentthe well-collimated beam is transmitted through the sample and is reflected by the bondinginterface described by its density and width. Transmission x-ray reflectivity curves are fittedusing this two-parameter model with a Gaussian or exponential profile to analyse theevolution of the bonding interface as a function of temperature from 250 C to 1100 C.,Journal of Physics D: Applied Physics,2003,2
Large and small angle x-ray scattering studies of Si/SiGe superlattices grown by gas-source molecular beam epitaxy,JM Hartmann; J Eymery; V Calvo,Abstract We have performed large and small angle x-ray scattering measurements on Si/Si0.7 Ge 0.3 superlattices grown by gas-source molecular beam epitaxy. The thickness of theSi and SiGe layers as well as their Ge content were extracted through a correlation betweenlarge-angle x-ray diffraction and photoluminescence measurements. A SiGe growth rateenhancement was observed during the first stages of the SiGe layer deposition; which mightbe due to a slow build-up of the Ge surface population. The Fresnel optical method wasused to analyse the small-angle specular x-ray reflectivity data. The interface root meansquare roughness; 7±1 Å for the samples grown at 520 and 580 C; and 5±1 Å for the samplegrown at 550 C; are quite comparable to those found in Si/SiGe superlattices grown by solidsource MBE. The crystallographic quality of those stackings is very good; no measurable …,Semiconductor science and technology,2002,2
X-ray reflectivity of silicon on insulator wafers,J Eymery; F Rieutord; F Fournel; D Buttard; H Moriceau,Abstract The ability of X-ray reflectivity to analyse different silicon on insulator structures isunderlined. The standard geometry with first reflection occurring at the surface givesinformation about the thickness; roughness; and density of the layers. Deeply buriedinterfaces; ie in between thick wafers; are analysed with a non-standard geometry (the firstreflection occurs at the buried interface) and with a high-energy radiation. These twomethods are; respectively; illustrated by the reflectivity measurements of (SiO 2/Si/SiO 2|bulk Si) and (bulk Si/thermal SiO 2| native SiO 2/bulk Si) bonded structures; and areexplained in the framework of kinematic theory of X-ray reflectivity.,Materials Science in Semiconductor Processing,2001,2
Localized destructive interference in X-ray specular reflectivity,J Eymery,Localized destructive interference can be obtained for specific values of the angle ofincidence when studying semiconductor superlattices with X-ray reflectivity at fixedwavelength. Kinematical calculations show that the difference between the real parts of therefractive index of the layers must be small; and that the number of superlattice periods mustbe optimized to enhance the destructive interference. An experimental example; involving aCdTe/CdZnTe superlattice; and optical matrix simulations for SiGe/Si superlattices arepresented to illustrate this effect. Finally; it is shown that such structures can be tailored to actas energy filters at fixed angles of incidence.,Journal of applied crystallography,1999,2
X-ray reflectivity study of porous silicon formation,Virginie Chamard; G Dolino; J Eymery,Abstract X-ray reflectometry is used to study the first stages of formation of thin n-type poroussilicon layers. Results on classical n−-type porous silicon prepared under illumination arefirst reported. Then; the effect of the illumination during the formation is observed bycomparing n+/−-type samples prepared in darkness or under illumination. X-ray specularreflectivity measurements allow to observe an increase of the surface porosity even for theshort formation times and a macroporous layer under the nanoporous layer is also identifiedfor illuminated samples. The presence of a crater at the top of the layer is observed byprofilometer measurements; especially in the case of illuminated samples. Specular anddiffuse x-ray scattering results show important effects of light during the porous siliconformation.,MRS Online Proceedings Library Archive,1998,2
X-ray-diffraction study of the lattice distortions induced by a fractional monolayer: ZnTe embedded in vicinal CdTe (001),N Boudet; J Eymery; N Magnéa,Abstract The distortion gradient of the interplanar distances induced by a ZnTe fractionalmonolayer embedded in vicinal B-type CdTe (001) is analyzed within a kinematical modelfrom the diffuse scattering near the (004) Bragg peak of the substrate (scans along [00l]). It isexplained how these x-ray measurements allow us to extract the relevant structuralparameters of the sample. With this method; only the planes with distortions along thegrowth direction and without local bending give a significant contribution to the diffusescattering along [00l]. The measured diffuse intensity only comes from a fraction of thesample volume. It is shown that the elasticity theory is very well verified in the monolayerlimit by comparing the strains predicted by this theory to ab initio pseudopotentialcalculations. By assuming that this approach is still valid in the submonolayer range; the …,Physical Review B,1997,2
