Visualizing the signatures of social roles in online discussion groups,Howard T Welser; Eric Gleave; Danyel Fisher; Marc Smith,Abstract: Social roles in online discussion forums can be described by patternedcharacteristics of communication between network members which we conceive of as'structural signatures.'This paper uses visualization methods to reveal these structuralsignatures and regression analysis to confirm the relationship between these signatures andtheir associated roles in Usenet newsgroups. Our analysis focuses on distinguishing thesignatures of one role from others; the role of “answer people." Answer people areindividuals whose dominant behavior is to respond to questions posed by other users. Wefound that answer people predominantly contribute one or a few messages to discussionsinitiated by others; are disproportionately tied to relative isolates; have few intense ties andhave few triangles in their local networks. OLS regression shows that these signatures …,Journal of social structure,2007,418
Animation transition engine,*,A method that facilitates smoothly animating content of a graphical user interface includesacts of receiving a description of a first virtual scene and receiving a description of a secondvirtual scene. The method also includes an act of causing an animated transition to bedisplayed on a display screen of a computing device between the first virtual scene and thesecond virtual scene at a graphical object level based at least in part upon the description ofthe first virtual scene and the description of the second virtual scene; wherein the animatedtransition at the graphical object level is an animated change of a graphical object betweenthe first virtual scene and the second virtual scene.,*,2011,6
Cambiera: collaborative tabletop visual analytics,Petra Isenberg; Danyel Fisher,Abstract Cambiera is a tabletop system designed for co-located collaborative visualanalytics. As a tabletop system; Cambiera encourages analysts to face each other aroundthe tabletop to analyze large text document collections collaboratively. Cambiera allowsanalysts to search for documents and read them; organize documents on the tabletop; andto monitor each other's' work. The video illustrates the major collaborative features ofCambiera.,Proceedings of the ACM 2011 conference on Computer supported cooperative work,2011,6
Soylent and ContactMap: Tools for constructing the social workscape.,Danyel Fisher; Bonnie Nardi,*,*,2006,6
Assisted clustering,*,Assisted clustering systems and methods are described herein that provide a user interfaceby which a user can easily create clusters and selectively associate data items with suchclusters. Information regarding data item-cluster associations made by the user is processedby a recommendation engine to learn a clustering model. The clustering model is then beused to generate recommendations for the user regarding which unassociated data itemsshould be associated with which clusters. In certain embodiments; after the user hasdetermined that the clustering model is performing at a satisfactory level based on thequality of the recommendations; the user can cause the system to automatically cluster alarge quantity of remaining unassociated data items. In accordance with furtherembodiments; a user can specify arbitrary data item types for clustering as well as …,*,2013,5
Dashboard controls to manipulate visual data,*,A system (and corresponding methodology) by which a user can interact directly with visualdata is provided. The system employs associations and relationships between visual dataobjects to automatically update objects based upon a change in other objects. Theinnovation also provides specialized controls (eg; dashboard tools/controls) that facilitatemanipulation of visual data. As there can be numerous manners in which a user can interactwith visualization data; the innovation enables a specialized set of controls to be identifiedand provided to a user thereby reducing overwhelming effects of a large number of controls.,*,2009,5
Understanding multi-touch manipulation for surface computing,T Dwyer; B Lee; D Fisher; K Inkpen; P Isenberg; G Robertson; C North,*,IEEE TVCG (InfoVis 2009),2009,5
Email reciprocity and personal communication bias,Bernie Hogan; Danyel Fisher,ABSTRACT In this paper; we discuss differences in reciprocity in core networks in emailinboxes using data from 538 cases at a hightech organization. We highlight the fact thatreciprocity in email behavior is different between multi-recipient and dyadic mail and that aconsistent number of alters send disproportionate volumes of mail.,NetSci,2006,5
Tempe: Live scripting for live data.,Robert DeLine; Danyel Fisher; Badrish Chandramouli; Jonathan Goldstein; Michael Barnett; James F Terwilliger; John Wernsing,Data scientists are increasingly working with live streaming data; for example; businesstelemetry and signals from wearable devices and the Internet of Things. Unfortunately;current tools for exploratory data analysis provide poor support for streaming data. Thispaper presents Tempe; a data science environment for temporal and streaming data.Tempe's extensible scripting environment allows for live programming; displays interactive;continually updating visualizations; and provides a uniform query language for both storedand live data. We discuss the streaming features of Tempe and evaluate our design choiceswith a deployment study at Microsoft with a product team who used Tempe continuously forsix months.,VL/HCC,2015,4
ResearchWave: An ambient visualization for providing awareness of research activities,Uta Hinrichs; Danyel Fisher; Nathalie Henry Riche,Abstract The goal of a research institution is; ultimately; to share and disseminateknowledge. Yet the sheer volume of information produced by large institutions makes itchallenging to keep track of the vast knowledge within. Information on who knows what isoften scattered across multiple sources and media. Expertise tracking systems allow users tosearch for people who know answers; but do not support serendipitous discovery. To helpvisitors and researchers alike develop awareness of research activities; we have designedResearchWave---a large-display ambient visualization; installed in the social spaces of aresearch institution. ResearchWave represents information on research activities in alightweight and aesthetically pleasing manner. Research-Wave is based on a" walk up anduse" approach: it uses multiple levels of visual encodings to engage people while …,Proceedings of the 8th ACM Conference on Designing Interactive Systems,2010,4
Dealing with community data: a report on the cscw 2000 workshop,T Erickson; D Fisher; A Bruckman; C Lueg,Dealing with Community Data: A Report on the CSCW 2000 Workshop.,SIGCHI Bulletin,2001,4
Supporting exploratory data analysis with live programming,Robert DeLine; Danyel Fisher,Data scientists often conduct exploratory data analysis in scripting environments with a read-eval-print loop (REPL); like R; IPython or MATLAB. This user experience requires diligentmanagement of execution and generates lengthy histories of unwanted commandresponses. This paper explores the alternative of live programming; a user experience inwhich the user's edits immediately and automatically update the script results-a “ripple”effect familiar from spreadsheets. Which user experience provides better support forexploratory data analysis; REPL or ripple? We conducted a controlled lab study with 15 data-experienced professionals. Each participant explored four datasets; two in each experience.The REPL sessions left histories with both significantly more data results and significantlymore errors than the live sessions. However; both experiences produced comparable …,Visual Languages and Human-Centric Computing (VL/HCC); 2015 IEEE Symposium on,2015,3
Application building,*,The described implementations relate to unified application building. In one implementationunified application building tools can include a unifying component model configured tocommunicate with a set of components that are supported by different frameworks. Theunified application building tools can also include a unification engine configured to bindevents between individual components in a unified manner that is independent of anindividual framework upon which individual components are supported.,*,2015,3
Pluggable web-based visualizations for applications,*,The pluggable web-based visualization technique described herein pertains to a method forproviding pluggable web-based visualizations for applications. The method selectsvisualizations from the web to be embedded into a host application on a desktop computingdevice. The visualizations can be plugged in to a variety of host applications. This empowersend-users; application designers; and visualization designers by allowing greater reuse ofexisting code. Additionally; end-users do not have to wait for new revisions of existingapplications to use the latest techniques. Designers of domain specific visualizations canwork on just the visualization and have them incorporated into a variety of different hostapplications. Users can perform local processing and visualizations on their own machine;yet obtain new visualizations from the web where they can be updated more frequently …,*,2014,3
Pairgrams: Understanding collaborative analysis behavior with visualization,Petra Isenberg; Danyel Fisher,We report on our work towards understanding analytic rea soning processes in face-to-facecollaborative analysis using visualization techniques. How analysts reason is an active topicof research and in our community we know even less about how a group forms anunderstanding; insight; and reasons about data. We report on our effort in capturing therichness of reasoning activities through mixed-method approaches and show howPairgrams-a visualization of interactions with an analytics workspace by pairs of participants-helped us to understand collaborative analysis and reasoning,CHI Workshop on Analytic Provenance: Process+ Interaction+ Insight,2011,3
WebCharts: Extending Applications with Web-Authored; Embeddable Visualizations,Danyel Fisher; Steven Drucker; Roland Fernandez; Scott Ruble,Abstract In order to use new visualizations; most toolkits require application developers torebuild their applications and distribute new versions to users. The WebCharts Frameworktake a different approach by hosting JavaScript from within an application and providing astandard data and events interchange. In this way; applications can be extendeddynamically; with a wide variety of visualizations. We discuss the benefits of this architecturalapproach; contrast it to existing techniques; and give a variety of examples and extensionsof the basic system.,IEEE Transactions on Visualization and Computer Graphics,2010,3
The impact of hotmap,Danyel Fisher,ABSTRACT In 2006; we released Hotmap internally at Microsoft. Hotmap illuminates howusers have used Virtual Earth by visualizing the tiles that have been looked at by users.While the technical aspects and basic usage of Hotmap have been previously discussed[1][2]; this paper discusses the next steps: the impact of Hotmap; the ways that Hotmap wasused over the following years; and the fate of the tool three years later.,WWW Document; http://research. microsoft. com/apps/pubs/default. aspx,2009,3
Remote communication and technology diffusion,Gloria Mark; Steven Poltrock; Danyel Fisher,The rise of virtual collocation in distributed organizations may lead to new patterns oftechnology adoption. Whereas previous studies of technology diffusion (eg Rogers; 1995)point to the role of mass media and interpersonal communication in adoption; we find thatcollaborating partners who rarely see one another are important contributors to the diffusionof virtual collocation technologies. We studied a large distributed organization to discoverhow and why a data conferencing technology was disseminated rapidly in a relatively shorttime. We interpret our results to show that the technology has spread on an on-demandbasis rather than through formal channels that the company had established. We connectthis growth in usage with Rogers' theories about the diffusion of innovations and the socialnetworks in place at this organization.,Professional Communication Conference; 2001. IPCC 2001. Proceedings. IEEE International,2001,3
Vis-a-vis: A Visual Language for Spreadsheet Visualizations,Danyel Fisher; Steven Drucker; Roland Fernandez; Xiaoji Chen,Abstract Finding ways for information workers to easily create and modify visualizations thatdisplay their own data has been a long time goal within the visualization community. Wedescribe Vis-à-vis; a declarative language for defining and extending visualizations directlywithin spreadsheets. Vis-a-vis allows users to directly bind data and formula to the visualattributes of an extensible set of visualization primitives. The visualizations that Vis-a-viscreates can be shared and modified easily; allowing users to modify existing visualizations.This approach allows users to select visualizations from a gallery; to customize them easily;or to create novel visualizations. The approach leverages familiar formulas and data fromspreadsheets. We prototype a system that uses this language; and use it to build a numberof standard and custom visualizations; and gather formative feedback from a small user …,*,2011,2
Visualizing social newsgroup interaction,Danyel Fisher,*,CHI 2000 Workshop: Electronic Communities: Places and Spaces; Contents and Boundaries,2000,2
Conducting quantitative studies of email records,Danyel Fisher; Michael Muller,*,Lotus Research,2000,2
Dealing with community data,Amy Bruckman; Thomas Erickson; Danyel Fisher; Christopher Lueg,ABSTRACT As communities online grow; the set of techniques to store; analyze andunderstand their histories has not necessarily kept pace. This workshop is primarilydesigned to discuss what techniques are useful and interesting; and to sharemethodologies; for examining online communities. We will examine technical issues ofstorage mechanisms; examine both qualitative and quantitative analysis; and consider waysto feed back results of analysis into the community.,CSCW 2000 workshop. Philadelphia USA: ACM,2000,2
What Users Don't Expect about Exploratory Data Analysis on Approximate Query Processing Systems,Dominik Moritz; Danyel Fisher,Abstract Pangloss implements" Optimistic Visualization"; a method that gives analystsconfidence to use approximate results for exploratory data analysis. In this paper; we outlinehow analysts' experience with an approximate visualization system did not match theirintuitions. These observations have implications for the design of future data explorationsystems that expose uncertainty. We also describe requirements for approximate queryengines to enable the next generation of exploratory visualization systems.,Proceedings of the 2nd Workshop on Human-In-the-Loop Data Analytics,2017,1
Media asset usage by geographic region,*,Media asset usage by geographic region is described. In embodiments; media assetinteraction data is received from user devices; where the media asset interaction datacorresponds to a media asset and identifies the media asset when recently played at any ofthe user devices. Geographic location data that corresponds to each of the user devices isalso received. The geographic location data and the media asset interaction data thatcorresponds to the media asset are aggregated; and a geographic density map is generatedas a visual indication of aggregated locations and interactions with the media asset in ageographic region.,*,2011,1
Social Media Visualization & Privacy,Danyel Fisher,ABSTRACT Data visualization can help make privacy issues more visible within a socialmedia space; both by creating explicit visualizations of privacy policies; and by implicitly oraccidentally showing what information is available to a user. In this paper; we provideseveral vivid examples from past literature of how visualization and aggregation of networkinformation can provide knowledge about a user that they might not have chosen to providethemselves. While these visualizations might be seen as threats; we prefer to view them as awarning that the information is available.,Proc. CSCW,2011,1
Using visualization to support network and application management in a data center,Heather Warncke; David A Maltz; Xiaoyu Wang; Albert Greenberg; Danyel Fisher; Mary Czerwinski; George Robertson; Dave Maltz,Abstract We argue that there is a continuum between completely manual and completelyautomated management of networks and distributed applications. The ability to visualize thestatus of the network and applications inside a data center allows human users to rapidlyassess the health of the system–quickly identifying problems that span across componentsand solving problems that challenge fully autonomic and machine-learning basedmanagement systems. We present a case study that highlights the requirements onvisualization systems designed for the management of networks and applications insidelarge data centers. We explain the design of the Visual-I system that meets theserequirements and the experience of an operations team usnig Visual-I,*,2008,1
Social Information Matters!,Danyel Fisher; AJ Brush; Marc Smith,ABSTRACT In this position paper we argue that PIM applications can benefit from makinguse of social information. More specifically; based on our research focusing on email; wehave seen that two concepts can help people interact and manage email: 1) organizinginformation by people and 2) making use of the social history of correspondence. Wedescribe our experience with SNARF; the Social Network and Relationship Finder andcomment more broadly at ways that" person-centered" can be a valuable way to structureand retrieve personal information.,Personal Information Management: Now That We’re Talking; What Are We Learning?,2006,1
Developing the Social Workscape,Danyel Fisher,*,Topic Proposal for Advancement to Candidacy; University of California; Irvine,2003,1
Activating the Social Workscape,Danyel Fisher; Paul Dourish,Today's PC is very much a “personal” computer. Conventional computer systems aredesigned around the paradigm of an individual user sitting in front of a single computer. Theinteraction model provided in typical desktop interfaces has followed suit; and providedinterfaces and applications that focus on individuals and their information. Everyday life isvery different; though. In the everyday world; we don't talk about interacting with information;but with other people. Our daily activities are suffused with other people; and the informationthat we process is typically enmeshed in processes by which we communicate; collaborate;and deliberate with others. Our computers may serve as intermediaries and storage devices;holding and displaying messages from others or carrying artifacts that we exchange withthem; but it's the other people who are the central elements of our lives. In a pinch; we …,*,2002,1
Studies of Automated Collection of Email Records,Paul Moody; Danyel Fisher,Abstract There are few quantitative techniques for directly measly p3 email usi atterns5 Thisa er des165p'3 an automated tool that; with a us29 s ermis4p'38 reads their mail databas4 tocreate a one-time ss-ti and gathers relevant s p29203p'and behavioral information. Wes49927p fully collected im ortant sant p1996 about mest p2 threading; foldersn and mailvolume. Our techniques are relevant to the further develo ment of mail sil p354 and to futuresture p of email behavior.,University of Irvine,2002,1
Implementation of Web Places,Danyel Fisher; John Canny,1 INTRODUCTION ................................................................................................................................ 32 RELATED LITERATURE … 9.1 Design Decisions onPlaces .......................................................................................................... 20 9.2 ImplicitDistance-as-Threshold … Although the internetis referred to as an “interactive medium;” it was not until the last few years that the … World WideWeb began to allow much more than the most trivial of communications. It is a poorinteraction; indeed; that only shows a series of static pages in response to static requests. Althoughthe Web … More advanced systems have become common: scripting languages and dynamicpages have allowed … Chat and discussion are hot properties on the web: several major initialpublic offerings have leveraged … Sites that provide communication; though …,*,2000,1
Gestures involving direct interaction with a data visualization,*,Abstract Functionality is described herein for directly interacting with parts of a datavisualization. For instance; the functionality allows a user to directly interact with data itemsto filter them out from the data visualization; and later restore them to the data visualization.The functionality also allows a user to directly interact with an axis to sort the data items inthe data visualization. The functionality also allows a user to directly interact with a label ofthe data visualization to choose a new label; and to reorganize the information representedby the data visualization in response thereto. Further; before finalizing any update to thedata visualization; the functionality may provide a preview of the updated data visualization.,*,2017,*
Gestures involving direct interaction with a data visualization,*,Functionality is described herein for directly interacting with parts of a data visualization. Forinstance; the functionality allows a user to directly interact with data items to filter them outfrom the data visualization; and later restore them to the data visualization. The functionalityalso allows a user to directly interact with an axis to sort the data items in the datavisualization. The functionality also allows a user to directly interact with a label of the datavisualization to choose a new label; and to reorganize the information represented by thedata visualization in response thereto. Further; before finalizing any update to the datavisualization; the functionality may provide a preview of the updated data visualization.,*,2017,*
Progressive query computation using streaming architectures,*,The described implementations relate to processing of electronic data. One implementationis manifest as a technique that can include obtaining a relational query that references oneor more data items and associating progress intervals with the data items. The techniquecan also include converting the relational query into a corresponding streaming query; andproviding the streaming query and the data items with the progress intervals to a streamengine that produces incremental results of the query. For example; the progress intervalscan be based on row numbers of a relational database table. The progress intervals can beused to define event lifetimes of streaming events that are provided as inputs to the streamengine.,*,2017,*
Progressive query computation using streaming architectures,*,The described implementations relate to processing of electronic data. One implementationis manifest as a technique that can include obtaining a relational query that references oneor more data items and associating progress intervals with the data items. The techniquecan also include converting the relational query into a corresponding streaming query; andproviding the streaming query and the data items with the progress intervals to a streamengine that produces incremental results of the query. For example; the progress intervalscan be based on row numbers of a relational database table. The progress intervals can beused to define event lifetimes of streaming events that are provided as inputs to the streamengine.,*,2017,*
Generating voronoi treemaps,*,A system described herein includes a receiver component that receives a tree-structureddataset that includes multiple branches that are hierarchically related to one another. Thesystem also includes an executor component that causes a programmable graphicalprocessing unit to generate a Voronoi treemap based at least in part upon the tree-structured dataset; wherein the Voronoi treemap comprises a plurality of subareas thatcorrespond to the multiple branches; and wherein the Voronoi treemap representshierarchical relationships between the multiple branches.,*,2017,*
Visualization of changing confidence intervals,*,Incremental query results and confidence interval values associated with respectiveincremental query results may be obtained. Visualization shape objects indicatinguncertainty values may be determined; based on mapping values of respective incrementalquery results and confidence interval values to points in the associated visualization shapeobjects; the uncertainty values visualized based on proportional shapes of the visualizationshape objects. At least one visualization comparison object representing a comparison of aplurality of distributions associated with the obtained incremental query results andconfidence interval values may be determined. Display of the plurality of visualization shapeobjects and the at least one visualization comparison object may be initiated.,*,2016,*
Computer-Implemented Tools for Exploring Event Sequences,*,Functionality is described herein for allowing an investigating user to explore eventsequences. The functionality constructs an expression in a pattern-matching language inresponse to the user's interaction with a user interface presentation. The functionality thencompares the specified expression against one or more event sequences to find portions ofthe event sequences that match the expression; if any. The comparing operation yieldsmatching sequence information. The functionality then generates and displays outputinformation based on the matching sequence information. In one case; the expression is aregular expression.,*,2016,*
Generating customized data bound visualizations,*,Descried herein are various technologies to visualizing data in a spreadsheet application.Customized visualizations are generated by binding a user-defined equation with aparameter of a primitive visual shape that has been selected by the user to visualized adataset. The user-defined equation takes as input a value of data in a cell of the spreadsheetapplication; and the primitive visual shape is displayed to the user as a function of the outputof the user-defined equation.,*,2016,*
Making Sense of Temporal Queries with Interactive Visualization,Leilani Battle; Danyel Fisher; Robert DeLine; Mike Barnett; Badrish Chandramouli; Jonathan Goldstein,Abstract As real-time monitoring and analysis become increasingly important; researchersand developers turn to data stream management systems (DSMS's) for fast; efficient ways topose temporal queries over their datasets. However; these systems are inherently complex;and even database experts find it difficult to understand the behavior of DSMS queries. Tohelp analysts better understand these temporal queries; we developed StreamTrace; aninteractive visualization tool that breaks down how a temporal query processes a givendataset; step-by-step. The design of StreamTrace is based on input from expert DSMS users;we evaluated the system with a lab study of programmers who were new to streamingqueries. Results from the study demonstrate that StreamTrace can help users to verify thatqueries behave as expected and to isolate the regions of a query that may be causing …,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,2016,*
Relational rendering of multi-faceted data,*,Technology for rendering representations of multi-faceted data are disclosed. As oneexample; the technology includes organizing and rendering multiple subsets of a datasetaccording to temporal or other linear attributes; eg; for visual comparison and/or othervisualization. A collection of subsets may be determined in response to a selection of a facethaving multiple facet attributes. Each subset may include the entries of the dataset that havethe facet attribute corresponding to that subset. Optionally; the multiple subsets may berendered in alignment with corresponding portions of a hierarchical depiction; eg; to visuallyrepresent the parameters of the subsets.,*,2014,*
VISUALIZATION AND COMPUTER GRAPHICS,AM MacEachren; S Miksch; D Oelke; D Spretke; A Stoffel; DA Keim; G Andrienko; N Andrienko; M Mladenov; M Mock; C Pölitz; P Isenberg; D Fisher; SA Paul; MR Morris; K Inkpen; M Czerwinski; K Wang; X Li; B Li; H Xu; H Qin; B Fierz; J Spillmann; IA Hoyos; M Harders; MW Chao; CH Lin; J Assa; TY Lee; HPH Shum; T Komura; S Yamazaki; T Martin; E Cohen; RM Kirby; G Chen; Q Deng; A Szymczak; RS Laramee; E Zhang,Visual Readability Analysis: How to Make Your Writings Easier to Read D. Oelke; D.Spretke; A. Stoffel; and DA Keim ............................................................................................................… Identifying Place Histories from Activity Traces with an Eye to Parameter Impact G.Andrienko; N. Andrienko; M. Mladenov; M. Mock; and C. Pölitz .......................................................… Co-Located Collaborative Visual Analytics around a Tabletop Display P.Isenberg; D. Fisher; SA Paul; MR Morris; K. Inkpen; and M. Czerwinski ........................................… REGULAR PAPERS Modeling Restricted Trivariate Polycube Splines forVolumetric Data Modeling K. Wang; X. Li; B. Li; H. Xu; and H. Qin ..................................................… Animation & Simulation Maintaining Large TimeSteps in Explicit Finite Element Simulations Using Shape Matching B. Fierz; J. Spillmann …,*,2012,*
Micro-Simulation Modeling of Persons with Reduced Mobility: Is the London Framework Applicable in North America and Does it Affect Modeling Output,DA Fisher; A Jenkins,Abstract Transit authorities globally are developing their networks to make them moreaccessible for Persons with Reduced Mobility (PRM's) whilst demographic and lifestyletrends suggest that the proportion of PRM's within the population who are likely to make useof these newly accessible networks will increase over time. In the UK; London Undergroundhas developed a modeling framework that incorporates PRM movement into pedestrianmicro-simulation models. Network Rail; the UK mainline station operator has also beenundertaking PRM surveys to determine the characteristics of PRM demand at mainlinestations and this data validates the approach adopted by LUL which requires a locationspecific understanding of PRM populations; incorporates spatial and temporal variation; andis coupled to location specific characteristics (for example; Network Rail long distance …,*,2011,*
Social network sharing,Danyel Fisher,*,Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems,2007,*
What Does Context Look Like?,Danyel Fisher,ABSTRACT Working on the notion of context on levels of both social interaction andworkflow; we consider a model for a collaborative system able to provide useful contextualinformation. We present a model of context with activity logs; with this model; a user can beshown the set of resources that are most immediately relevant to current tasks; payingspecial attention to the ways in which context can change. Several different systems thatapproximate the behavior of this context model have been tested with lowfidelity prototypes.Future directions for collaborative interfaces and contextual applications are suggested.,Workshop on Research Directions in Situated Computing,2000,*
Understanding the Breadth of the Event Space: Learning from Logan,Danyel Fisher; Steven M Drucker; Mary Czerwinski; Rob DeLine; Kael Rowan,Abstract—Event processing; analysis; and visualization are increasingly important; andcommon; problems as telemetry and log recording become ubiquitous. We are still learningabout the space of ways to both query and see the results of sequential queries againstevent-logged data. In this paper; we discuss our Logan event exploration prototype; which isbased on regular-expression queries and result histograms; we then discuss the manyfactors that vary between tools; domains; and datasets--tradeoffs of factors such as sessionsize; cardinality of events; and the presence of event arguments.,*,*,*
Sequence Pre-processing: Focusing Analysis of Log Event Data,Alper Sarikaya; Emanuel Zgraggen; Rob DeLine; Steven Drucker; Danyel Fisher,Abstract—Many computational systems are generating log event data as a way to helpdevelopers understand the usage of applications in the wild. While many commercialanalysis tools exist; they tend to treat log event data as a “bag of events” instead ofcollections of observed sequences; where each sequence represents an individual session.While recent work can support the visual analysis of event sequence data; log files tend tocontain complexity in scale and noise that can foul downstream analyses. In this work; weidentify common recurring problems of noise that arise from the analysis of this data; andassert that methods for preprocessing can be a valuable tool to both focus data fordownstream analysis and provide provenance support for visual analytics tools. These pre-processing methods can be performed interactively and in conjunction with analysis tools …,*,*,*
VAST international program committee,Christopher Andrews; Natalia Andrienko; Peter Bak; Alessio Bertone; Rita Borgo; Nan Cao; Remco Chang; Min Chen; Jaegul Choo; Aritra Dasgupta; Wenwen Dou; Geoffrey Ellis; Thomas Ertl; Brian Fisher; Georg Fuchs; Kelly Gaither; Carsten Görg; David Gotz; Diansheng Guo; Yun Jang; Jimmy Johansson; David Kasik; Daniel Keim; Jessie Kennedy; Andreas Kerren; Steffen Koch; Jörn Kohlhammer; David Laidlaw; Tatiana von Landesberger; Zhicheng Liu; Alan MacEachren; Ross Maciejewski; Silvia Miksch; Rosane Minghim; Torsten Möller; Klaus Mueller; Chris North; Adam Perer; Harald Piringer; Huamin Qu; William Ribarsky; Jonathan Roberts; Giuseppe Santucci; Hans-Joerg Schulz; Heidrun Schumann; Michael Sedlmair; Jinwook Seo; Cláudio T Silva; Melanie Tory; Katerina Vrotsou; Xiaoyu Wang; Daniel Weiskopf; Mark Whiting; Jarke J van Wijk; Jing Yang; Ye Zhao; Wolfgang Aigner; Daniel Archambault; David Auber; Enrico Bertini; Anastasia Bezerianos; Ulrik Brandes; Sheelagh Carpendale; Fanny Chevalier; Christopher Collins; Carlos Correa; Marian Dörk; Steven Drucker; Tim Dwyer; Jason Dykes; Sara Johansson Fernstad; Danyel Fisher; Michael Gleicher; John Goodall; Frank van Ham; Steve Haroz; Helwig Hauser; Christopher Healey; Uta Hinrichs; Heike Hofmann; Jessica Hullman; Samuel Huron; Christophe Hurter; Petra Isenberg; TJ Jankun-Kelly; Robert Kincaid; Stephen Kobourov; Robert Kosara; Heidi Lam,Christopher Andrews Middlebury College Natalia Andrienko Fraunhofer IAIS Peter Bak IBM ResearchLab Alessio Bertone TU Dresden Rita Borgo University of Swansea Nan Cao IBM TJ WatsonResearch Center Remco Chang Tufts University Min Chen University of Oxford Jaegul ChooKorea University Aritra Dasgupta New York University Wenwen Dou University of North Carolinaat Charlotte Geoffrey Ellis University of Konstanz Thomas Ertl University of Stuttgart Brian FisherSimon Fraser University Georg Fuchs Fraunhofer IAIS … Kelly Gaither The University of Texasat Austin Carsten Görg University of Colorado Denver David Gotz University of North Carolinaat Chapel Hill Diansheng Guo University of South Carolina Yun Jang Sejong University JimmyJohansson Linköping University David Kasik The Boeing Company Daniel Keim University ofKonstanz Jessie Kennedy Edinburgh Napier University Andreas Kerren Linnaeus …,*,*,*
Toronto Union Station Revitalization: A Comprehensive Approach to Assessing Pedestrian Amenity and Crowd Safety during Construction,DA Fisher; H Riekko; T Laspa; E Morrow,*,*,*,*
Microsoft Research1 Redmond; WA; United States [sdrucker; danyelf; rob. deline]@ microsoft. com,Emanuel Zgraggen; Steven M Drucker; Danyel Fisher,Abstract Many different domains collect event sequence data and rely on finding andanalyzing patterns within it to gain meaningful insights. Current systems that support suchqueries either provide limited expressiveness; hinder exploratory workflows or presentinteraction and visualization models which do not scale well to large and multi-faceted datasets. In this paper we present (s| qu) eries (pronounced" Squeries"); a visual query interfacefor creating queries on sequences (series) of data; based on regular expressions.(s| qu)eries is a touch-based system that exposes the full expressive power of regular expressionsin an approachable way and interleaves query specification with result visualizations. Beingable to visually investigate the results of different query-parts supports debugging andencourages iterative query-building as well as exploratory work-flows. We validate our …,*,*,*
Making Sense of Temporal Queries with Fine-Grained Provenance,Leilani Battle; Danyel Fisher; Mike Barnett; Badrish Chandramouli; Rob DeLine; Jonathan Goldstein,ABSTRACT As real-time monitoring and analysis becomes increasingly popular; moreresearchers and developers are turning to data stream management systems (DSMS's) forfast; efficient ways to pose temporal questions over their datasets. However; these systemsare inherently complex; and even individuals with database expertise find it difficult tounderstand the behavior of DSMS queries. To help analysts better understand their temporalDSMS queries; we developed a visualization tool that illustrates how a temporal querymanipulates a given dataset; step-by-step. StreamTrace produces an interactivevisualization that allows the user to audit their queries. We incorporated feedback from threeexpert DSMS users throughout our design process.,*,*,*
VIS Conference Committee,Jean-Daniel Fekete; Giuseppe Santucci; Jason Dykes; David Laidlaw; Gautam Chaudhary; Min Chen; David Ebert; Chris North; Helwig Hauser; Jeffrey Heer; Melanie Tory; Huamin Qu; Han-Wei Shen; Anders Ynnerman; Gennady Andrienko; Enrico Bertini; Niklas Elmqvist; Bongshin Lee; Hamish Carr; Heike Leitte; Luana Micallef; Bilal Alsallakh; Daniel Keefe; Jo Wood; Jing Yang; Tim Dwyer; TJ Jankun-Kelly; Xiaoyu Wang; Nathalie Henry-Riche; Tobias Isenberg; Tobias Schreck; Zoë Wood; Kristin Cook; Georges Grinstein; Mark Whiting; Bernd Hentschel; David Feng; John Stasko; Theresa-Marie Rhyne; Hans Hagen; Benjamin Bach; Krishna Chaitanya Gurijala; Andrew Stamps; Sung-Hee Kim; Charles Perin; Amit Chourasia; Steven Drucker; Jörn Kohlhammer; Petra Isenberg; Allen Sanderson; Danyel Fisher; William Wright; David Gotz; Jian Chen; Christopher Collins; Margit Pohl; Angus Forbes; Fanny Chevalier; Charles Hansen; Thierry Carrard; Kirsten Whitley; Daniel Acevedo-Feliz; Tatiana von Landesberger; Shixia Liu; Carlos Scheidegger; Alex Endert; Daniel Best; Mohammad Ghoniem; Heidi Lam; Maria Velez; Loretta Auvil; Andrew Vande Moere; Adam Perer; Arita Dasgupta; G Elisabeta Marai; Marion Bressat; Meghan Haley,Page 1. xvi VIS Conference Committee VIS GENERAL CHAIR Jean-Daniel Fekete INRIA VASTCONFERENCE CHAIR Giuseppe Santucci Università degli Studi di Roma “La Sapienza” INFOVISCONFERENCE CHAIR Jason Dykes City University London SCIVIS CONFERENCE CHAIR DavidLaidlaw Brown University PROGRAM CHAIR Gautam Chaudhary University of California; IrvinePAPERS CHAIRS Min Chen University of Oxford (VAST) David Ebert Purdue University (VAST)Chris North Virginia Polytechnic Institute and State University (VAST) Helwig Hauser Universityof Bergen (InfoVis) Jeffrey Heer University of Washington (InfoVis) Melanie Tory University ofVictoria (InfoVis) Huamin Qu Hong Kong University of Science and Technology (SciVis)Han-Wei Shen The Ohio State University (SciVis) Anders Ynnerman Linköping University (SciVis) …,*,*,*
