Database architecture optimized for the new bottleneck: Memory access,Peter A Boncz; Stefan Manegold; Martin L Kersten,Abstract In the past decade; advances in speed of commodity CPUs have far out-pacedadvances in memory latency. Main-memory access is therefore increasingly a performancebottleneck for many computer applications; including database systems. In this article; weuse a simple scan test to show the severe impact of this bottleneck. The insights gained aretranslated into guidelines for database architecture; in terms of both data structures andalgorithms. We discuss how vertically fragmented data structures optimize cacheperformance on sequential data access. We then focus on equi-join; typically a random-access operation; and introduce radix algorithms for partitioned hash-join. The performanceof these algorithms is quantified using a detailed analytical model that incorporates memoryaccess cost. Experiments that validate this model were performed on the Monet database …,VLDB,1999,411
Building virtual earth observatories using scientific database and semantic web technologies,Kostis Kyzirakos; Stefan Manegold; Charalampos Nikolaou; Manolis Koubarakis,TELEIOS is a recent European project that addresses the need for scalable access topetabytes of Earth Observation (EO) data and the identification of hidden knowledge thatcan be used in applications. To achieve this; TELEIOS builds on scientific databases; linkedgeospatial data and ontologies. TELEIOS was the first project internationally that introducedthe Linked Data paradigm to the EO domain; and developed prototype services such as thereal-time fire monitoring service that has been used for the last two years by decision makersand emergency response managers in Greece. Linked Data is a new research area whichstudies how one can make data available on the Web; and interconnect it with other datawith the aim of making the value of the resulting “Web of data” greater than the sum of itsparts. The Web of data has recently started being populated with geospatial data. Great …,ERCIM News,2014,1
An evaluation of ad-hoc queries on arrays in MonetDB,Holger Pirk; Ying Zhang; Stefan Manegold; Martin Kersten,Executive Summary The objectives of WP5 are (i) to develop query processing andoptimization techniques for ad-hoc and continuous/stream queries for EO image dataimplemented as arrays on top of MonetDB and (ii) to develop a functional/performancebenchmark that allows us to evaluate our implementation. WP5 is organized in three tasksthat each yield one deliverable as follows:,*,2013,1
Building remote sensing applications using scientific database and semantic web technologies,Manolis Koubarakis; George Garbis; Kostis Kyzirakos; Manos Karpathiotakis; Charalampos Nikolaou; Stavros Vassos; Michael Sioutis; Konstantina Bereta; Charis Kontoes; Ioannis Papoutsis; Themistoklis Herekakis; Dimitris Michail; Stefan Manegold; Martin Kersten; Milena Ivanova; Holger Pirk; Ying Zhang; Mihai Datcu; Gottfried Schwarz; Octavian Dumitru; Daniela Espinoza-Molina; Katrin Molch; Ugo Di Giammatteo; Manuela Sagona; Sergio Perelli; Thorsten Reitz; Eva Klien; Robert Gregor,We address the need for scalable access to petabytes of Earth Observation data and thediscovery of knowledge that is hidden in them.,*,2012,1
Repeatability & Workability Evaluation of SIGMOD 2009,I Manolescu; S Manegold; L Afanasiev; J Feng; G Gou; M Hadjieleftheriou; S Harizopoulos; P Kalnis; K Karanasos; D Laurent; M Lupu; N Onose10; C Ré1; V Sans; P Senellart12; T Wu13; D Shasha14,ABSTRACT SIGMOD 2008 was the first database conference that offered to test submitters'programs against their data to verify the repeatability of the experiments published [1]. Giventhe quite positive experiences with and feedback about the SIGMOD 2008 repeatabilityinitiative; SIGMOD 2009 modified and expanded the initiative with a workability assessment.,*,2009,1
Thinking Big in a Small World—Efficient Query Execution on Small-Scale SMPs,Stefan Manegold; Florian Waas,Abstract Many techniques developed for parallel database systems were focused on large-scale; often prototypical; hardware platforms. Therefore; most results cannot easily betransferred to widely available workstation clusters such as multiprocessor workstations. Inthis paper we address the exploitation of pipelining parallelism in query processing on smallmultiprocessor environments. We present DTE/R; a strategy for executing pipeliningsegments of arbitrary length by replicating the segment's operator. Therefore; DTE/R avoidsstatic processor-to-operator assignment of conventional processing techniques.Consequently; DTE/R achieves automatic load-balancing and skew-handling. DTE/Routperforms conventional pipelining execution techniques substantially.,*,1998,1
Load Balanced Query Evaluation in Shared-Everything Environments (Extended Version),Stefan Manegold; Johann K Obermaier; Florian Waas,Abstract In this paper; we present data threaded execution; a new strategy to exploitpipelining and intraoperator parallelism in a shared-everything environment. Data threadedexecution is very intuitive; straightforward to realize; and resistant against workloadestimation errors and against the discretization error of processor scheduling as it appearsin conventional strategies. Furthermore; data threaded execution minimizes startup andshutdown execution delays. Simulation results show; that data threaded executionoutperforms conventional strategies like segmented right-deep execution due to betterutilization of parallel processing resources.,*,1996,1
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Sandra A Vannoy; Prashant Palvia,The evolution of programming languages is the stepwise introduction of abstractions hiding theunderlying computer hardware and the details of program execution. Assembly languages introducemnemonic instructions and symbolic labels for hiding machine codes and addresses. Fortranintroduces arrays and expressions in standard mathematical notation for hiding registers.Algol-like languages introduce structured statements for hiding gotos and jump labels.Object-oriented languages introduce visibility levels and encapsulation for hiding the representationof data and the management of memory. Along these lines; declarative languages—the mostprominent representatives of which are functional and logic languages—hide the order of evaluationby removing assignment and other control statements. A declarative program is a set of logicalstatements describing properties of the application domain. The execution of a …,Communications of the ACM,*,1
Deep Integration of Machine Learning Into Column Stores,Mark Raasveldt; Pedro Holanda; Hannes Mühleisen; Stefan Manegold,ABSTRACT We leverage vectorized User-Defined Functions (UDFs) to efficiently integrateunchanged machine learning pipelines into an analytical data management system. Theentire pipelines including data; models; parameters and evaluation outcomes are stored andexecuted inside the database system. Experiments using our MonetDB/Python UDFs showgreatly improved performance due to reduced data movement and parallel processingopportunities. In addition; this integration enables meta-analysis of models using relationalqueries.,*,2018,*
MonetDB Jun2016 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; RA Koopmanschap; M Raasveldt; P Koutsourakis; TR Döhmen; BB Kruit; A Wits; PE Ferreira; SG Stalinov,KNAW Narcis. Back to search results. Publication MonetDB Jun2016 feature release (2016).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Jun2016 feature release. Author; ML Kersten (Martin); PA Boncz(Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen); Y. Zhang(Ying); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y.Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); K. Kyzirakos (Konstantinos); DGNedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini); M. van Dinther (Martin); E. Sidirourgos(Eleftherios); RA Koopmanschap (Richard); M. Raasveldt (Mark); P. Koutsourakis (Panagiotis);TR Döhmen (Till); BB Kruit (Benno); A. Wits (Abe); PE Silva Ferreira (Pedro); SG Stalinov (Svetlin).Supporting host; Database Architectures. Date; 2016 …,*,2016,*
MonetDB Jul2015-SP3 bigfix release,ML Kersten; PA Boncz; NJ Nes; Stefan Manegold; KS Mullender; JA deRijke; Ying Zhang; M Pham; LHA Scheers; Eleni Petraki; THJ Sellam; Yagiz Kargin; MM Gawade; HF Mühleisen; Konstantinos Kyzirakos; DG Nedev; CP Cijvat; Foteini Alvanaki; M vanDinther; Eleftherios Sidirourgos; RA Koopmanschap; Mark Raasveldt; Panagiotis Koutsourakis; TR Döhmen; BB Kruit; Abe Wits,KNAW Narcis. Back to search results. Publication MonetDBJul2015-SP3 bigfix release (2016). Pagina-navigatie: Main …,*,2016,*
Genome sequence analysis with MonetDB: a case study on Ebola virus diversity,GW Klau; R Cijvat; S Manegold; M Kersten; A Schönhuth; T Marschall; Y Zhang,KNAW Narcis. Back to search results. Publication Genome sequence analysis with MonetDB:a case study on Ebola virus diversity (2015). Pagina-navigatie: Main …,*,2015,*
MonetDB Oct2014-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014-SP1 bugfix release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S. Héman(Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini);M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supporting host;Database Architectures; Database Architectures. Date; 2014-11-01. Language; English. Type;Other. Publication; https://ir.cwi.nl/pub/22666 …,*,2014,*
MonetDB Oct2014 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014 feature release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014 feature release. Author; ML Kersten (Martin); PABoncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S.Héman (Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki(Foteini); M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supportinghost; Database Architectures; Database Architectures. Date; 2014-10-01. Language; English.Type; Other. Publication; https://ir.cwi.nl/pub/22647 …,*,2014,*
MonetDB Jan2014-SP3 bugfix release,S Manegold,KNAW Narcis. Back to search results. Publication MonetDBJan2014-SP3 bugfix release (2014). Pagina-navigatie: Main …,*,2014,*
Europees onderzoek naar precisielandbouw-Boerderij Vandaag,S Manegold,KNAW Narcis. Back to search results. Publication Europees onderzoek naarprecisielandbouw - Boerderij Vandaag (2014). Pagina-navigatie: Main …,*,2014,*
Europa heroverweegt Big Data-Technisch Weekblad,GW Klau; S Manegold,KNAW Narcis. Back to search results. Publication Europa heroverweegt BigData - Technisch Weekblad (2014). Pagina-navigatie: Main …,*,2014,*
Europees onderzoek naar een applicatie voor precisielandbouw-Agripress,S Manegold,KNAW Narcis. Back to search results. Publication Europees onderzoek naar een applicatievoor precisielandbouw - Agripress (2014). . Pagina-navigatie: Main …,*,2014,*
Europa wil Big Data-positie versterken en dat is maar goed ook!-Marqit,S Manegold; GW Klau,KNAW Narcis. Back to search results. Publication Europa wil Big Data-positie versterkenen dat is maar goed ook! - Marqit (2014). . Pagina-navigatie: Main …,*,2014,*
CWI en partners ontsluiten data voor precisielandbouw-Bits&Chips,S Manegold,KNAW Narcis. Back to search results. Publication CWI en partners ontsluiten data voorprecisielandbouw - Bits&Chips (2014). . Pagina-navigatie: Main …,*,2014,*
CWI berekent straks oogst per vierkante meter-Computable,S Manegold,KNAW Narcis. Back to search results. Publication CWI berekent straks oogst pervierkante meter - Computable (2014). . Pagina-navigatie: Main …,*,2014,*
MonetDB stort zich op real-time procesoptimalistatie-AutomatiseringGids,S Manegold; ML Kersten,KNAW Narcis. Back to search results. Publication MonetDB stort zich op real-timeprocesoptimalistatie - AutomatiseringGids (2014). . Pagina-navigatie: Main …,*,2014,*
Early detection of fires to protect cultural sites-European Commission,S Manegold,KNAW Narcis. Back to search results. Publication Early detection of fires to protect culturalsites - European Commission (2014). . Pagina-navigatie: Main …,*,2014,*
Online monitoring van bosbranden-Technisch Weekblad,S Manegold,KNAW Narcis. Back to search results. Publication Online monitoring vanbosbranden - Technisch Weekblad (2014). Pagina-navigatie: Main …,*,2014,*
Main-Memory Database Systems,Stefan Manegold,*,*,2014,*
Linked Open Data in the Earth Observation Domain: the Vision of Project LEO,Manolis Koubarakis; Charalampos Nikolaou; George Garbis; Konstantina Bereta; Panayiotis Smeros; Stella Gianakopoulou; Kallirroi Dogani; Maria Karpathiotaki; Ioannis Vlachopoulos; Dimitrianos Savva; Kostis Kyzirakos; Stefan Manegold; Bernard Valentin; Nicolas James; Heike Bach; Fabian Niggemann; Philipp Klug; Wolfgang Angermair; Stefan Burgstaller,ABSTRACT Lots of Earth Observation data has become available at no charge in Europeand the US recently and there is a strong push for more open EO data. Open EO data thatare currently made available by space agencies are not following the linked data paradigm.Therefore; from the perspective of a user; the EO data and other kinds of geospatial datanecessary to satisfy his or her information need can only be found in different data silos;where each silo may contain only part of the needed data. Opening up these silos bypublishing their contents as RDF and interlinking them with semantic connections will allowthe development of data analytics applications with great environmental and financial value.This is the goal of the new European project LEO which we introduce in this paper.,*,2014,*
MonetDB Feb2013-SP4 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; S Idreos; E Sidirourgos; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos,KNAW Narcis. Back to search results. Publication MonetDB Feb2013-SP4 bugfix release (2013).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Feb2013-SP4 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke(Arjen); Y. Zhang (Ying); S. Idreos (Stratos); E. Sidirourgos (Eleftherios); H. Pirk (Holger); M.-D.Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y. Kargin (Yagiz);MM Gawade (Mrunal); HF Mühleisen (Hannes); S. Héman (Sándor); K. Kyzirakos (Konstantinos).Supporting host; Database Architectures; Database Architectures. Date; 2013-09-01. Language;English. Type; Other. Publication; https://ir.cwi.nl/pub/21480. Persistent Identifier;urn:NBN:nl:ui:18-21480. Metadata; XML. Source; CWI …,*,2013,*
Front Matter: Letter from the Guest Editors,S Manegold; S Amer-Yahia,KNAW Narcis. Back to search results. Publication Front Matter: Letterfrom the Guest Editors (2013). Pagina-navigatie: Main …,Proceedings of the VLDB Endowment,2013,*
Efficient CPU/GPU Co-Processing of Ad-hoc Array Queries in MonetDB1,Holger Pirk; Thibault Sellam; Stefan Manegold; Martin Kersten; Ying Zhang,Executive Summary The objectives of WP5 are (i) to develop query processing andoptimization techniques for ad-hoc and continuous/stream queries for EO image dataimplemented as arrays on top of MonetDB and (ii) to develop a functional/performancebenchmark that allows us to evaluate our implementation. WP5 is organized in three tasksthat each yield one deliverable as follows:,*,2013,*
MonetDB Feb2013-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; JA deRijke; Y Zhang; S Idreos; RA Goncalves; E Sidirourgos; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen,KNAW Narcis. Back to search results. Publication MonetDB Feb2013-SP1 bugfix release (2013).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Feb2013-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); FE Groffen(Fabian); JA de Rijke (Arjen); Y. Zhang (Ying); S. Idreos (Stratos); RA Goncalves (Romulo); E.Sidirourgos (Eleftherios); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki(Eleni); THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes).Supporting host; Database Architectures; Database Architectures. Date; 2013-03-01. Language;English. Type; Other. Publication; https://ir.cwi.nl/pub/21316. Persistent Identifier;urn:NBN:nl:ui:18-21316. Metadata; XML. Source; CWI …,*,2013,*
CWI bouwt applicatie voor analyse datastromen,E Liarou; S Manegold; ML Kersten,KNAW Narcis. Back to search results. Publication CWI bouwt applicatie vooranalyse datastromen (2013). . Pagina-navigatie: Main …,*,2013,*
VLDB Endowment,Michael Böhlen; Christoph Koch; Ashraf Aboulnaga; Sihem Amer‐Yahia; Chee Yong Chan; Yanlei Diao; Ada Waichee Fu; Johannes Gehrke; Alon Halevy; Jayant Haritsa; Nikos Mamoulis; Thomas Neumann; Dan Olteanu; Divesh Srivastava; Jens Teubner; Stefan Manegold; Peer Kröger; Stratis D Viglas,39th International Conference on Very Large Data Bases; Riva del Garda; Trento; Italy … Proceedingsof the 39th International Conference on … Very Large Data Bases; Riva del Garda; Trento; Italy… Ashraf Aboulnaga; Sihem Amer‐Yahia; Chee Yong Chan; Yanlei Diao; Ada Waichee Fu;Johannes Gehrke; Alon Halevy; Jayant Haritsa; Nikos Mamoulis; Thomas Neumann; DanOlteanu; Divesh Srivastava; Jens Teubner … The 39th International Conference on Very LargeData Bases; Riva del Garda; Trento; Italy … Permission to make digital or hard copies of portionsof this work for personal or classroom use is granted without fee provided that copies are notmade or distributed for profit or commercial advantage and that copies bear this notice and thefull citation on the first page. Copyright for components of this work owned by others than VLDBEndowment must be honored. Abstracting with credit is permitted. To copy otherwise; to …,*,2013,*
Data Vaults: a Database Welcome to Scientiﬁc File Repositories,MG Ivanova; Y Kargin; ML Kersten; S Manegold; Y Zhang; M Datcu; D Espinoza Molina,textabstractEfficient management and exploration of high-volume scientific file repositorieshave become pivotal for advancement in science. We propose to demonstrate the DataVault; an extension of the database system architecture that transparently opens scientificfile repositories for efficient in-database processing and exploration. The Data Vaultfacilitates science data analysis using high-level declarative languages; such as thetraditional SQL and the novel array-oriented SciQL. Data of interest are loaded from theattached repository in a just-in-time manner without need for up-front data ingestion. Thedemo is built around concrete implementations of the Data Vault for two scientific use cases:seismic time series and Earth observation images. The seismic Data Vault uses the queriessubmitted by the audience to illustrate the internals of Data Vault functioning by revealing …,*,2013,*
Hardware-Conscious Cost Modelling through the Ages,Stefan Manegold; Holger Pirk,*,*,2013,*
MonetDB: Open-source Columnar Database Technology for Data Analytics,Stefan Manegold; Hannes Fabian Mühleisen,*,*,2013,*
Transaction Processing in the Hybrid OLTP&OLAP Main-Memory Database System HyPer,Alfons Kemper Thomas Neumann Jan Finis; Florian Funke; Viktor Leis Henrik Mühe Tobias Mühlbauer; Wolf Rödiger,Abstract Two emerging hardware trends have re-initiated the development of in-coredatabase systems: ever increasing main-memory capacities and vast multi-core parallelprocessing power. Main-memory capacities of several TB allow to retain all transactionaldata of even the largest applications in-memory on one (or a few) servers. The vastcomputational power in combination with low data management overhead yieldsunprecedented transaction performance which allows to push transaction processing (awayfrom application servers) into the database server and still “leaves room” for additional queryprocessing directly on the transactional data. Thereby; the often postulated goal of real-timebusiness intelligence; where decision makers have access to the latest version of thetransactional state; becomes feasible. In this paper we will survey the HyPerScript …,Data Engineering,2013,*
16 THINKING BIG IN A SMALL,EXECUTION ON SMALL-SCALE SMPs; Stefan Manegold; Florian Waas,Abstract: Many techniques developed for parallel database systems were focused on large-scale; often prototypical; hardware platforms. Therefore; most results cannot easily betransferred to widely available workstation clusters such as multiprocessor workstations. Inthis paper we address the exploitation of pipelining parallelism in query processing on smallmultiprocessor environments. We present DTE/R; a strategy for executing pipeliningsegments of arbitrary length by replicating the segment's operator. Therefore; DTE/R avoidsstatic processor-to-operator assignment of conventional processing techniques.Consequently; DTE/R achieves automatic load-balancing and skew-handling. DTE/Routperforms conventional pipelining execution techniques substantially.,High Performance Computing Systems and Applications,2012,*
MonetDB Oct2012 bugfix release,S Manegold,KNAW Narcis. Back to search results. Publication MonetDB Oct2012bugfix release (2012). Pagina-navigatie: Main …,*,2012,*
Hoeveel wegen eentjes en nulletjes? Beantwoorden van de kettingvraag in Hoe? Zo! Radio; 12.01. 2012 [6: 07],S Manegold,KNAW Narcis. Back to search results. Publication Hoeveel wegen eentjes en nulletjes?Beantwoorden van de... (2012). . Pagina-navigatie: Main …,*,2012,*
Impact of the convergence of three worlds: High-Performance Computing; Databases; and Analytics,Stefan Manegold,*,*,2012,*
Data Intensive Research and Explorative Data Analysis,Stefan Manegold,*,*,2012,*
MonetDB Dec2011 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; JA deRijke; Y Zhang; MG Ivanova; S Idreos; RA Goncalves; E Sidirourgos; E Liarou; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; VV Meduri,KNAW Narcis. Back to search results. Publication MonetDB Dec2011 feature release (2012).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Dec2011 feature release. Author; ML Kersten (Martin); PABoncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); FE Groffen (Fabian);JA de Rijke (Arjen); Y. Zhang (Ying); MG Ivanova (Milena); S. Idreos (Stratos); RA Goncalves(Romulo); E. Sidirourgos (Eleftherios); E. Liarou (Erietta); H. Pirk (Holger); M.-D. Pham(Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y. Kargin (Yagiz); MMGawade (Mrunal); VV Meduri (Vamsi). Supporting host; Database Architectures; name unknown.Date; 2012-01-01. Language; English. Type; Other. Publication; https://ir.cwi.nl/pub/19382.Persistent Identifier; urn:NBN:nl:ui:18-19382. Metadata; XML. Source; CWI …,*,2012,*
Towards Exploratory Data Analysis,Stefan Manegold,*,*,2012,*
A stream data model and query language for continuous/stream queries over EO image files and databases,Milena Ivanova; Martin Kersten; Stefan Manegold; Holger Pirk; Erietta Liarou; Romulo Goncalves; Stratos Idreos,Executive Summary In the TELEIOS project; in particular NOA's real-time fire monitoring usecase (work-package 7) requires continuous query processing functionality similar to thatknown from event stream processing of publish/-subscribe scenarios. As opposed to ad-hocquery processing; where one-time queries are evaluated against a stable data base;continuous query processing features long-running queries that are continuously evaluatedagainst ever new arriving data. In general; stream applications gained significant popularityover the last years that lead to the development of specialized stream engines. Thesesystems are designed from scratch with a different philosophy than nowadays databaseengines in order to cope with the stream applications requirements. However; this meansthat they lack the power and sophisticated techniques of a full fledged database system …,*,2011,*
MonetDB Aug2011-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; JA deRijke; Y Zhang; MG Ivanova; S Idreos; RA Goncalves; E Sidirourgos; E Liarou; H Pirk; M Pham; LHA Scheers; E Petraki,KNAW Narcis. Back to search results. Publication MonetDB Aug2011-SP1 bugfix release (2011).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Aug2011-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); FE Groffen(Fabian); JA de Rijke (Arjen); Y. Zhang (Ying); MG Ivanova (Milena); S. Idreos (Stratos); RAGoncalves (Romulo); E. Sidirourgos (Eleftherios); E. Liarou (Erietta); H. Pirk (Holger); M.-D. Pham(Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni). Supporting host; Database Architectures;name unknown. Date; 2011-09-01. Language; English. Type; Other. Publication;https://ir.cwi.nl/pub/19379. Persistent Identifier; urn:NBN:nl:ui:18-19379. Metadata; XML. Source;CWI. Go to Website Navigation: Home; about narcis; login; Nederlands. contact …,*,2011,*
MonetDB Apr2011-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; JA deRijke; Y Zhang; MG Ivanova; S Idreos; RA Goncalves; E Sidirourgos; E Liarou; H Pirk; M Pham; LHA Scheers; E Petraki,KNAW Narcis. Back to search results. Publication MonetDB Apr2011-SP1 bugfix release (2011).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Apr2011-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); FE Groffen(Fabian); JA de Rijke (Arjen); Y. Zhang (Ying); MG Ivanova (Milena); S. Idreos (Stratos); RAGoncalves (Romulo); E. Sidirourgos (Eleftherios); E. Liarou (Erietta); H. Pirk (Holger); M.-D. Pham(Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni). Supporting host; Database Architectures;name unknown. Date; 2011-05-01. Language; English. Type; Other. Publication;https://ir.cwi.nl/pub/19376. Persistent Identifier; urn:NBN:nl:ui:18-19376. Metadata; XML. Source;CWI. Go to Website Navigation: Home; about narcis; login; Nederlands. contact …,*,2011,*
An array data model and query language for EO image databases SciQL; A Query Language for Science Applications,Martin Kersten; Niels Nes; Ying Zhang; Milena Ivanova; Stefan Manegold,Executive Summary Scientific applications are still poorly served by contemporary relationaldatabase systems. At best; the system provides a bridge towards an external library usinguser-defined functions; explicit import/export facilities or linked-in Java/C# interpreters. Timehas come to rectify this with SciQL1; a SQL query language for scientific applications witharrays as first class citizens. It provides a seamless symbiosis of array-; set-; and sequence-interpretation using a clear separation of the mathematical object from its underlyingimplementation. A key innovation is to extend value-based grouping in SQL: 2003 withstructural grouping; ie; fixed-sized and unbounded groups based on explicit relationshipsbetween their dimension attributes. It leads to a generalization of window-based queryprocessing with wide applicability in science domains. This paper is focused on the …,*,2011,*
Presentation Evaluation Committee INS1,S Manegold,KNAW Narcis. Back to search results. Publication Presentation EvaluationCommittee INS1 (2011). Pagina-navigatie: Main …,*,2011,*
In the multi-core age; how do larger; faster; cheaper and more responsive memory sub-systems affect data management?,Stefan Manegold,*,*,2011,*
Explorative Data Analysis for Data-intensive Research-Not just a Scalability Challenge?,Stefan Manegold,*,*,2011,*
The Data Cyclotron Query Processing Scheme,Stefan Manegold,*,*,2011,*
Merging What’s Cracked; Cracking What’s Merged: Adaptive Indexing in Main-Memory Column-Stores,Stefan Manegold,*,*,2011,*
MonetDB: Open-source Columnar Database Technology Beyond Textbooks,Stefan Manegold,*,*,2011,*
MonetDB: Open-source Columnar Database Technology in Research and Practice,Stefan Manegold,*,*,2011,*
Benchmarking adaptive indexing,G Goetz; S Idreos; H Kuno; S Manegold,textabstractIdeally; realizing the best physical design for the current and all subsequentworkloads would impact neither performance nor storage usage. In reality; workloads anddatasets can change dramatically over time and index creation impacts the performance ofconcurrent user and system activity. We propose a framework that evaluates the key premiseof adaptive indexing---a new indexing paradigm where index creation and re-organizationtake place automatically and incrementally; as a side-effect of query execution. We focus onhow the incremental costs and benefits of dynamic reorganization are distributed across theworkload's lifetime. We believe measuring the costs and utility of the stages of adaptationare relevant metrics for evaluating new query processing paradigms and comparing them totraditional approaches.,*,2010,*
