Practical data-oriented microaggregation for statistical disclosure control,Josep Domingo-Ferrer; Josep Maria  Mateo-Sanz,Microaggregation is a statistical disclosure control technique for microdata disseminated instatistical databases. Raw microdata (ie; individual records or data vectors) are grouped intosmall aggregates prior to publication. Each aggregate should contain at least k data vectorsto prevent disclosure of individual information; where k is a constant value preset by the dataprotector. No exact polynomial algorithms are known to date to microaggregate optimally; ie;with minimal variability loss. Methods in the literature rank data and partition them intogroups of fixed-size; in the multivariate case; ranking is performed by projecting data vectorsonto a single axis. In this paper; candidate optimal solutions to the multivariate andunivariate microaggregation problems are characterized. In the univariate case; twoheuristics based on hierarchical clustering and genetic algorithms are introduced which …,IEEE Transactions on Knowledge and data Engineering,2002,575
Group discounts compatible with buyer privacy,Josep Domingo-Ferrer; Alberto Blanco-Justicia,Abstract We show how group discounts can be offered without forcing buyers to surrendertheir anonymity; as long as buyers can use their own computing devices (eg smartphone;tablet or computer) to perform a purchase. Specifically; we present a protocol for privacy-preserving group discounts. The protocol allows a group of buyers to prove how many theyare without disclosing their identities. Coupled with an anonymous payment system; thismakes group discounts compatible with buyer privacy (that is; buyer anonymity).,*,2015,2
Improving the utility of differentially private data releases via k-anonymous microaggregation,Jordi Soria-Comas,*,*,2013,2
Anonymization methods for taxonomic microdata,Josep Domingo-Ferrer; Krish Muralidhar; Guillem Rufian-Torrell,Abstract Often microdata sets contain attributes which are neither numerical nor ordinal; buttake nominal values from a taxonomy; ontology or classification (eg diagnosis in a medicaldata set about patients; economic activity in an economic data set; etc.). Such data sets mustbe anonymized if transferred outside the data collector's premises (eg hospital or nationalstatistical office); say; for research purposes. The literature on microdata anonymizationmethods is relatively limited for nominal data. Multiple imputation is a usual choice for suchdata; but it has computational problems when nominal attributes can take many possibledifferent values. In this paper; we provide anonymization methods for data sets whichinclude nominal taxonomic attributes with many possible different values. We show how toadapt to the case of taxonomic attributes two anonymization methods; data shuffling and …,International Conference on Privacy in Statistical Databases,2012,2
Hybrid microdata via model-based clustering,Anna Oganian; Josep Domingo-Ferrer,Abstract In this paper we propose a new scheme for statistical disclosure limitation whichcan be classified as a hybrid method of protection; that is; a method that combines propertiesof perturbative and synthetic methods. This approach is based on model-based clusteringwith the subsequent synthesis of the records within each cluster. The novelty is that theclustering and synthesis methods have been carefully chosen to fit each other in view ofreducing information loss. The model-based clustering tries to obtain clusters such that thewithin-cluster data distribution is approximately normal; then we can use a multivariatenormal synthesizer for the local synthesis of data. In this way; some of the non-normalcharacteristics of the data are captured by the clustering; so that a simple synthesizer fornormal data can be used within each cluster. Our method is shown to be effective when …,International Conference on Privacy in Statistical Databases,2012,2
Anonymization of trajectory data,Josep Domingo-Ferrer; Rolando Trujillo-Rasua,Abstract. Trajectories of mobile objects; are automatically collected in huge quantities.Publishing and exploiting such data is essential to improve planning; but it threatens theprivacy of individuals: re-identification of the individual behind a trajectory is easy unlessprecautions are taken. We present two heuristics for privacy-preserving publication oftrajectories. Both of them publish only true locations. The first heuristic is based on trajectorymicroaggregation and on location permutation; it effectively achieves trajectory k-anonymity.The second heuristic is based only on location permutation; it gives up trajectory k-anonymity and aims at a different property named location k-diversity. The advantage of thesecond heuristic is that it takes into account reachability constraints when computinganonymized trajectories.,Advanced Research in Data Privacy,2011,2
Fully distributed broadcast encryption,Qianhong Wu; Bo Qin; Lei Zhang; Josep Domingo-Ferrer,Abstract Broadcast encryption schemes rely on a centralized authority to generatedecryption keys for each user. It is observed that; when a broadcast encryption scheme isdeployed for secret escrows; a dishonest dealer can read the escrowed secrets withoutleaving any witnesses. We present a new broadcast encryption paradigm referred to as fullydistributed broadcast encryption (FDBE) without suffering from this vulnerability. In the newparadigm; there are multiple dealers; and by contacting a number of them equal to athreshold or more; any user can join the system; then the secrets can be encrypted to anysubset of users and only the intended receivers can decrypt; while an attacker cannot getany information about the encrypted message even if the attacker controls all the usersoutside the receiver set and corrupts some dealers; provided that the number of corrupted …,International Conference on Provable Security,2011,2
Big data mining; fairness and privacy,Dino Pedreschi; Toon Calders; BHM Custers; Josep Domingo-Ferrer; Giusella Finocchiaro,We live in times of unprecedented opportunities of sensing; storing and analyzing microdataon human activities at extreme detail and resolution level; at society scale. Wirelessnetworks and mobile devices record the traces of our movements. Search engines recordthe logs of our queries for finding information on the web. Automated payment systemsrecord the tracks of our purchases. Social networking services record our connections tofriends; colleagues; collaborators.,Privacy Observatory Magazine,2011,2
A bibliometric index based on collaboration distances,Maria Bras-Amorós; Josep Domingo-Ferrer; Vicenç Torra,Abstract The h-index by Hirsch [1] has recently earned a lot of popularity in bibliometrics;being echoed in Nature and implemented in the Web of Science bibliometric database.Previous indicators were the total number of papers or the total number of citations.Following the widely accepted idea that not all papers should count equally; the h-indexcounts only those papers that are significant enough according to their number of citations.However; as for qualifying the significance of citations; beyond excluding self-citations byrecent proposals [2; 3; 4; 5; 6]; the fact that not all citations should count equally hasremained unaddressed; with the exception of [7]. The h-index can be described in terms of apool of evaluated objects (papers); a quality function on the evaluated object (citationsreceived by each paper) and a sentencing line crossing the origin (y= x). When the …,International Conference on Modeling Decisions for Artificial Intelligence,2010,2
Secure compression of privacy-preserving witnesses in vehicular ad hoc networks,Bo Qin; Qianhong Wu; Lei Zhang; Josep Domingo-Ferrer,Vehicular ad hoc networks (VANETs) are designed to improve traffic safety and efficiency.To this end; the traffic communication must be authenticated to guarantee trustworthiness forguiding drivers and establishing liability in case of traffic accident investigation.Cryptographic authentication techniques have been extensively exploited to secureVANETs. Applying cryptographic authentication techniques such as digital signatures raiseschallenges to efficiently store signatures on messages growing with time. To alleviate theconflict between traffic liability investigation and limited storage capacity in vehicles; thispaper proposes to aggregate signatures in VANETs. Our proposal can preserve privacy forhonest vehicles and trace misbehaving ones; and provides a practical balance betweensecurity and privacy in VANETs. With our proposal; cryptographic witnesses of safety …,Wireless and Mobile Computing; Networking and Communications (WiMob); 2010 IEEE 6th International Conference on,2010,2
Weighted network decapitation: the economics of iterated attack and defense,Josep Domingo-Ferrer,Abstract Vulnerability of networks (eg peer-to-peer networks; social networks; etc.) againstone-shot decapitation attacks has been addressed several times in the literature. A firststudy on how a network can best defend itself by replenishing nodes and rewiring edgesafter decapitation was made by Nagaraja and Anderson. We extend the work of thoseauthors by: i) considering weighted networks; ii) taking into account the economic aspects ofthe attack and defense strategies; namely the cost of node destruction/replenishment andsubtler costs such as the average path length increase or the privacy degradation.,Proceedings of the ACM first international workshop on Privacy and anonymity for very large databases,2009,2
Criptografia: Per als serveis telemàtics i el comerç electrònic,Josep Domingo Ferrer; Jordi Herrera Joancomartí,Criptografia per als serveis telemàtics i el comerç electrònic Josep Domingo Ferrer (coordinadorde l'obra) Jordi Herrera Joancomartí de Edicions de la Universitat Oberta Catalunya …/iiDtc";ra:_a 1 O per als serveis telemàtics í ei comerç electrònic Josep Domingo Ferrer (coordinadorde l'obra) Jordi Herrera Joancomartí … Edicions de la Universitat Oberta de Catalunya Criptografiaper als serveis telemàtics i el comerç electrònic Josep Domingo Ferrer Coordinador Professortitular del Departament d'Enginyeria Informàtica de la Universitat Rovira i Virgili. Llicenciat i Doctoren Informàtica per la Universitat Autònoma de Barcelona. Llicenciat en Matemàtiques per laUNED. Autor d'una patent i de més de cinquanta publicacions; tant nacionals cominternacionals. Membre de diversos comitès de programa de congressos internacionals(Eurocrypt'96; entre d'altres); ha servit com a Program Chairman de Statistical Data …,*,2009,2
Record linkage,Josep Domingo-Ferrer,Many organizations; eg; government statistical offices and search engine companies; collectpotentially sensitive information regarding individuals either to publish this data for research;or in return for useful services. While some data collection organizations; like the census; arelegally required not to breach the privacy of the individuals; other data collectionorganizations may not be trusted to uphold privacy. Hence; if U denotes the original datacontaining sensitive information about a set of individuals; then an untrusted data collectoror researcher should only have access to an anonymized version of the data; U*; that doesnot disclose the sensitive information about the individuals. A randomized anonymizationalgorithm R is said to be a privacy preserving randomization method if for every table T; andfor every output T*= R (T); the privacy of all the sensitive information of each individual in …,*,2009,2
Location privacy via unlinkability: an alternative to cloaking and perturbation,Josep Domingo-Ferrer,Abstract The usual approach to location privacy is to cloak and/or perturb the positions ortrajectories of the mobile objects. However; if unlinkability of the various interactionsbetween a mobile object and the service/control system can be afforded and achieved;neither cloaking nor perturbation are necessary. This results in higher privacy for the mobileobject and better accuracy of the aggregated mobility information gathered by theservice/control system. We illustrate the feasibility of this approach in the scenario of car-to-car communication.,Proceedings of the 2008 international workshop on Privacy and anonymity in information society,2008,2
Secure and private incentive-based advertisement dissemination in mobile ad hoc networks,Alexandre Viejo; Francesc Sebé; Josep Domingo-Ferrer,Abstract Advertisement dissemination is a promising M-commerce application which exploitsthe capabilities of mobile ad hoc networks to increase the visibility of the products beingoffered by merchants. The starting point is a merchant who generates an advertisement thatis subsequently disseminated by citizens who carry mobile devices acting as network nodes.In this paper we present a novel system where users collaborating in offer dissemination areincentivized with e-coin rewards. Our system is proven to be secure and to preserve theprivacy of nodes.,International Workshop on Security,2007,2
An Incentive-Based System for Information Providers over Peer-to-Peer Mobile Ad-Hoc Networks,Jordi Castella-Roca; Vanesa Daza; Josep Domingo-Ferrer; Jesús A Manjón; Francesc Sebé; Alexandre Viejo,Abstract An architecture for a peer-to-peer mobile ad-hoc network offering distributedinformation provision is presented. Any user can volunteer to become an information server(a server-user). Volunteering implies devoting some of the user's computational resources(storage; bandwidth; processing power) to serving information. An incentive scheme isproposed to encourage end-users to become server-users. The latter are rewardedproportionally to the number of end-user queries served. The proposed architecture isspecified as a protocol suite taking security and privacy aspects into account. Details aregiven on an implementation completed on a WiFi ad-hoc network for the specific case of adistributed tourist information service.,International Conference on Modeling Decisions for Artificial Intelligence,2007,2
Using Mahalanobis Distance-Based Record Linkage for Disclosure Risk Assessment,Josep Domingo-Ferrer; John M Abowd; Vicenc Torra,*,Privacy in Statistical Databases; ed. J. Domingo-Ferrer and L. Franconi. Springer-Verlag p. forthcoming,2006,2
Microaggregation for protecting individual data privacy,Josep Domingo-Ferrer,Abstract Microaggregation is a technique for protecting the privacy of respondents inindividual data (microdata) releases. This papers starts with a survey of the generaldefinitions and concepts related to microdata protection and then reviews the state of the artof microaggregation; to which our group has substantially contributed.,Proceso de Toma de Decisiones; Modelado y Agregación de Preferencias TIC-2002–11492-E,2005,2
Criptografia: Universitat Oberta de Catalunya (UOC),Josep Domingo Ferrer,*,*,2004,2
A non-repudiable bitstring commitment scheme based on a public-key cryptosystem,Jordi C Roca; Josep D Ferrer,*,Proc. ITCC'04,2004,2
Fingerprinting schemes for multicast delivery,Antoni Martínez-Ballesté; Josep Domingo-Ferrer; Francese Sebé,Successive failure of copy prevention systems has caused copy detection to become themost promising option to protect the intellectual property of multimedia content.Fingerprinting techniques rely on invisible watermarks embedded in the copy sold in orderto identify the buyer. We address the problem of security against collusion attacks inproposals for fingerprinting in a multicast environment. A proposal that combines Boneh-Shaw collusion-secure codes and encryption-based fingerprinting is presented that resultsin a collusion-secure fingerprinting system for multicast communications.,Information Technology: Research and Education; 2003. Proceedings. ITRE2003. International Conference on,2003,2
Networking in the new ICT curricula,Josep Domingo-Ferrer,New guidelines for ICT curricula have recently appeared; both in Europe and the USA. NewEuropean guidelines are sponsored by the European Commission and are a consequenceof the political mandate to implement the European Higher Education Area. In the USA; newguidelines proposed by ACM/IEEE are an update of previous guidelines by thoseinstitutions; basically motivated by technological change. This paper analyzes andcompares the role of networking in those new guidelines and proposes a synthesis of them.,Information Technology: Coding and Computing [Computers and Communications]; 2003. Proceedings. ITCC 2003. International Conference on,2003,2
A method for obtaining an impartial result in a game over a communications network and related protocols and programs,Jordi Castella-Roca; Andreu Riera-Jorba; Joan Borrell-Viader; Josep Domingo-Ferrer,*,international patent PCT ES02/00485,2002,2
Asynchronous Large-Scale Certification Based on Certificate Verification Trees,M Albà; Josep Domingo-Ferrer; Francese Sebé,*,Proceedings of the IFIP TC6/TC11 International Conference on Communications and Multimedia Security Issues of the New Century,2001,2
Microdata Masking Methods',Josep Domingo-Ferrer,*,Workshop on,1999,2
An anonymous electronic commerce scheme with an off-line authority and untrusted agents,Josep Domingo-Ferrer; Jordi Herrera-Joancomarti,Abstract In the last years; the exponential growth of computer networks has created anincredibly large offer of products and services in the net. Such a huge amount of informationmakes it impossible for a single person to analyze all existing offers of a product on the netand decide which of them fits better her requirements. This problem is solved with theintelligent trade agents (ITA); which are programs that have the ability to roam a network;collect business-related data and use them to make decisions to buy goods on their owners'behalf. Known ITA systems do not provide anonymity in transactions; require an on-linetrusted third party and implicitly assume that the user trusts the ITA. We present a newscheme for an intelligent untrusted trade agent system allowing anonymous electronictransactions with an off-line trusted third party.,ACM SIGMOD Record,1998,2
Untransferable rights in a client-independent server environment,Josep Domingo-Ferrer,Abstract A scheme for ensuring access rights untransferability in a client-server scenariowith a central authority and where servers hold no access information about clients ispresented in this paper; an extension to a multi-authority scenario is conceivable; sinceservers are also authority independent. Usurping a right with no information at all aboutother clients is for a client as hard as the discrete logarithm; and rights sharing betweenclients does not compromise their non-shared rights as long as RSA confidentiality holds.Transferring rights between clients without the authority's contribution cannot be doneunless RSA confidentiality is broken; however; only control on partial rights transfers isaddressed in this paper; which does not deal with total identity transfer or alienation.,Workshop on the Theory and Application of of Cryptographic Techniques,1993,2
Secure network bootstrapping: An algorithm for authentic key exchange and digital signitures,Josep Domingo-Ferrer; Llorenç Huguet-Rotger,Abstract A new method is presented which enables key exchange without any previoussecret agreement; a variant of it yields a signature scheme. This method requires lessinteractive computation then usual public key protocols; and also provides secrecy andauthentication; so that its implementation is very attractive from a cost point of view.,Computers & Security,1990,2
Torres-Aragó;“,Contribucions Josep Domingo-Ferrer iAngel,*,An additive and multiplicative privacy homomorphism,*,2
A Non-Repudiable Bitstring Commitment Scheme Based on a Public-Key,Jordi Castellà-roca; Josep Domingo-ferrer,*,Proceedings of the International Conference on Information Technology: Coding and Computing (ITCC'04) Volume,*,2
Beyond Informed Consent—Investigating Ethical Justifications for Disclosing; Donating or Sharing Personal Data in Research,Markus Christen; Josep Domingo-Ferrer; Dominik Herrmann; Jeroen van den Hoven,Abstract In the last two decades; we have experienced a tremendous growth of the digitalinfrastructure; leading to an emerging web ecosystem that involves a variety of new types ofservices. A characteristic element of this web ecosystem is the massive increase of theamount; availability and interpretability of digitalized information—a development for whichthe buzzword “big data” has been coined. For research; this offers opportunities that just 20years ago were believed to be impossible. Researchers now can access large participantpools directly using services like Amazon Mechanical Turk; they can collaborate withcompanies like Facebook to analyze their massive data sets; they can create own researchinfrastructures by; eg; providing data-collecting Apps for smartphones; or they can enter newtypes of collaborations with citizens that donate personal data. Traditional research ethics …,*,2017,1
Intrusion detection and attack tolerance for cloud environments: the CLARUS approach,Georges Ouffoué; Antonio M Ortiz; Ana R Cavalli; Wissam Mallouli; Josep Domingo-Ferrer; David Sánchez; Fatiha Zaidi,The cloud has become an established and widespread paradigm. This success is due to thegain of flexibility and savings provided by this technology. However; the main obstacle to fullcloud adoption is security. The cloud; as many other systems taking advantage of theInternet; is also facing threats that compromise data confidentiality and availability. Inaddition; new cloud-specific attacks have emerged and current intrusion detection andprevention mechanisms are not enough to protect the complex infrastructure of the cloudfrom these vulnerabilities. Furthermore; one of the promises of the cloud is the Quality ofService (QoS) by continuous delivery; which must be ensured even in case of intrusion. Thiswork presents an overview of the main cloud vulnerabilities; along with the solutionsproposed in the context of the H2020 CLARUS project in terms of monitoring techniques …,Distributed Computing Systems Workshops (ICDCSW); 2016 IEEE 36th International Conference on,2016,1
Privacy-aware loyalty programs,Alberto Blanco-Justicia; Josep Domingo-Ferrer,Abstract Vendors use loyalty programs as a mechanism to incentivize returning customers;whose repeated transactions provide sustained profit and information on the customers'preferences. Such programs have become widespread; but they are facing criticism bybusiness experts and consumer associations: since they facilitate profiling; a loss ofconsumer privacy ensues. We propose a protocol for privacy-aware loyalty programs thatallows vendors and consumers to enjoy the benefits of loyalty (returning customers for thevendor and rewards for the consumers; respectively); while allowing consumers to stayanonymous and empowering them to decide how much of their profile they reveal to thevendor. The vendor must offer additional reward if he wants to learn more details on theconsumer's profile. Our protocol is based on partially blind signatures and generalization …,Computer Communications,2016,1
Security and privacy in unified communications: Challenges and solutions,Georgios Karopoulos; Georgios Portokalidis; Josep Domingo-Ferrer; Ying-Dar Lin; Dimitris Geneiatakis; Georgios Kambourakis,前瞻性雲端安全動態防護; 應用; 與風險評估-子計劃二: 高效率安全可靠雲端資料完整性檢測與授權使用: 以醫療資料為例/曾文貴; TZENG WEN-GUEY前瞻性雲端安全動態防護; 應用;與風險評估---子計畫二: 高效率安全可靠雲端資料完整性檢測與授權使用---以醫療資料為例/曾文貴; TZENG WEN-GUEY,*,2015,1
On the security of privacy-preserving vehicular communication authentication with hierarchical aggregation and fast response,Lei Zhang; Chuanyan Hu; Qianhong Wu; Josep Domingo-Ferrer; Bo Qin,Abstract: In [3]; the authors proposed a highly efficient secure and privacy-preservingscheme for secure vehicular communications. The proposed scheme consists of fourprotocols: system setup; protocol for STP and STK distribution; protocol for common stringsynchronization; and protocol for vehicular communications. Here we define the securitymodels for the protocol for STP and STK distribution; and the protocol for vehicularcommunications; respectively. We then prove that these two protocols are secure in ourmodels. Subjects: Cryptography and Security (cs. CR) Cite as: arXiv: 1508.01575 [cs. CR](orarXiv: 1508.01575 v1 [cs. CR] for this version) Submission history From: Lei Zhang [viewemail][v1] Fri; 7 Aug 2015 00: 30: 17 GMT (63kb),arXiv preprint arXiv:1508.01575,2015,1
Data anonymization,Josep Domingo-Ferrer; Jordi Soria-Comas,Abstract Database privacy means different things depending on the context. Here we dealwith protecting the privacy of data subjects/respondents by anonymizing their data records:the scenario is a data collector who wants to release useful information while preserving theprivacy of data subjects/respondents. We consider the various types of data releases;analyze their privacy implications and review the statistical disclosure control techniques inuse.,International Conference on Risks and Security of Internet and Systems,2014,1
A provably secure ring signature scheme with bounded leakage resilience,Huaqun Wang; Qianhong Wu; Bo Qin; Futai Zhang; Josep Domingo-Ferrer,Abstract Conventionally; the unforgeability of ring signature schemes is defined in an idealenvironment where the attackers cannot access any information about the secret keys of thesigners. This assumption is too strong to be satisfied in the real world since thecryptographic operations involves the secret key information leakage in various ways due topower/time consumption difference in operations on the 0/1 bits of the secret key. Anattacker can obtain this information both passively by collecting power consumptioninformation or actively by injecting faults during the signing operations. Thus; provablysecure ring signature in the conventional security definition may be insecure in the realworld due to the key information leakage. To address this problem; we formalize the firstbounded leakage resilience definition for ring signature. A leakage resilient ring signature …,International Conference on Information Security Practice and Experience,2014,1
A generic construction of proxy signatures from certificateless signatures,Lei Zhang; Qianhong Wu; Bo Qin; Josep Domingo-Ferrer; Peng Zeng; Jianwei Liu; Ruiying Du,The primitive of proxy signatures allows the original signer to delegate proxy signers to signon messages on behalf of the original signer. It has found numerous applications indistributed computing scenarios where delegation of signing rights is common. Certificateless public key cryptography eliminates the complicated certificates in traditional public keycryptosystems without suffering from the key escrow problem in identity-based public keycryptography. In this paper; we reveal the relationship between the two important primitivesof proxy signatures and certificate less signatures and present a generic conversion from thelatter to the former. Following the generic transformation; we propose an efficient proxysignature scheme with a recent certificate less signature scheme.,Advanced Information Networking and Applications (AINA); 2013 IEEE 27th International Conference on,2013,1
Robust distributed privacy-preserving secure aggregation in vehicular communication,Bo Qin; Qianhong Wu; Josep Domingo-Ferrer; Willy Susilo,Abstract Vehicular ad hoc networks (VANETs); formed by computers embedded in vehiclesand the traffic infrastructure; are expected to develop in the near future to improve trafficsafety and efficiency. To this end; VANETs should be designed to be resistant againstvarious abuses and attacks. In this paper; we first review the existing proposals to providesecurity; privacy; and data aggregation in vehicle-to-vehicle communication. We thenaddress the fundamental issue of achieving these conflicting properties in a unified solution;having observed that separate efforts cannot fulfill the VANET design objectives. A set ofnew mechanisms are suggested for efficiently managing identities and securelycompressing cryptographic witnesses; which are among the major obstacles to thedeployment of strong security mechanisms in VANETs. Finally; we employ the standard …,*,2012,1
ESSNET-SDC Deliverable Report on Synthetic Data Files,Josep Domingo-Ferrer; Jörg Drechsler; Silvia Polettini,Abstract Publication of synthetic—ie simulated—data is an alternative to masking forstatistical disclosure control of microdata. The idea is to randomly generate data with theconstraint that certain statistics or internal relationships of the original dataset should bepreserved. Several approaches for generating synthetic data files are described in thisreport. The pros and cons of synthetic data are discussed and some suggestions to Eurostatare made.,*,2009,1
ESSNET handbook on Statistical Disclosure Control,Anco Hundepool; Josep Domingo-Ferrer; Luisa Franconi; Sarah Giessing; Rainer Lenz; Jane Longhurst; Eric Schulte Nordholt; Giovanni Seri; Peter-Paul De Wolf,*,*,2009,1
Microdata,Josep Domingo-Ferrer,Advances in high throughput sequencing and ''omics''technologies and the resultingexponential growth in the amount of macromolecular sequence; structure; gene expressionmeasurements; have unleashed a transformation of biology from a data-poor science into anincreasingly data-rich science. Despite these advances; biology today; much like physicswas before Newton and Leibnitz; has remained a largely descriptive science. Machinelearning [6] currently offers some of the most cost-effective tools for building predictivemodels from biological data; eg; for annotating new genomic sequences; for predictingmacromolecular function; for identifying functionally important sites in proteins; for identifyinggenetic markers of diseases; and for discovering the networks of genetic interactions thatorchestrate important biological processes [3]. Advances in machine learning eg …,*,2009,1
Information loss measures,Josep Domingo-Ferrer,An example of index oriented towards human navigation is the web directory. In such anindex; links to sites are organized into hierarchical categories; according to the sites'contents. In web directories; normally the tasks of collecting and categorizing pages arecarried out under supervision of human editors. An example of index not oriented to humansis a hidden list of metadata. Metadata are data about data. As a mean of assisting a searchengine to locate content or an information entity; they can be used to describe that content orentity. While not visible to humans; this information can provide contextual clues to automaticalgorithms used by search engines.,*,2009,1
Statistical Databases,Josep Domingo‐Ferrer,Abstract Statistical databases are databases that contain statistical information. Suchdatabases normally are released by national statistical institutes; but on occasion they canalso be released by health-care authorities (epidemiology) or by private organizations (eg;consumer surveys). Statistical databases typically come in three formats:,Wiley Encyclopedia of Computer Science and Engineering,2008,1
On partial anonymity in secret sharing,Vanesa Daza; Josep Domingo-Ferrer,Abstract Anonymous secret sharing schemes allow a secret to be recovered from sharesregardless of the identity of shareholders. Besides being interesting in its own right; thisproperty is especially appealing to guarantee the anonymity of participants when secretsharing is used as a building block of more general distributed protocols (eg to anonymouslyshare the secret key corresponding to a public key). However; current constructions ofanonymous secret sharing schemes are not very efficient (because of the number of sharesthat every participant must hold) and existing bounds do not leave much room for optimism.In this paper we propose to weaken the anonymity condition to partial anonymity; where bypartial anonymity we mean that the identity of the participant is not made public; but he isknown to belong to some subset. That is; the search for a participant narrows down to one …,European Public Key Infrastructure Workshop,2007,1
Internet voting,JBI Esteve; J Domingo-Ferrer,Abstract Internet voting denotes electronic voting (e-voting) systems that allow votes to becast using the Internet. There are; however; other types of e-voting; like those based onoptical ballots; those using computers without remote connection or those sent by phone(Kersting; 2004; Tula; 2005). All these systems can be used in political elections or privateones (binding examples of Internet voting: the 2000 Democratic primary in Arizona or anelection in a chapter of the Institute of Electrical and Electronics Engineers in 1997). SinceInternet voting will be applied to a democratic framework; it should offer the same conditionsrequired in traditional elections (Cranor; 1997; Gritzalis; 2003; Prosser; 2004; Trechsel;2005). Therefore; the suffrage must be at least universal; free; equal; and anonymous(Mitrou; 2002). Universal voting means that any person entitled to take part in an election …,*,2007,1
Establishing a benchmark for re-identification methods and its validation using fuzzy clustering,Vicenç Torra; Josep Domingo-Ferrer,Privacy preserving data mining and statistical disclosure control are related fields withincreasing importance nowadays. They aim is to allow the publication of sensible datawithout compromising the privacy of data respondents. To that end; masking methods havebeen designed so that data are distorted in a way that preserves confidentiality and datautility. Alternatively; methods have been constructed to generate synthetic data that haveproperties similar to the ones of the original data. At the same time; recent research in re-identification methods (record and variable matching) has been pushed forward due to thecurrent interest on security issues and the huge amount of data stored in databases.However; there is no standard methodology for comparing alternative re-identificationmethods. In this paper we propose the use of masking methods and synthetic data …,Fuzzy Systems; 2006 IEEE International Conference on,2006,1
Métodos de microagregación para k-anonimato: privacidad en bases de datos,Agusti Solanas; Antoni Martınez-Ballesté; Josep Domingo-Ferrer; Susana Bujalance; Josep M Mateo-Sanz,Resumen El Control de Revelación Estadıstica es una disciplina de protección de datoscuyo objetivo es impedir que la identidad de los respondedores quede revelada cuandoterceras partes tienen acceso a grandes ficheros de estadısticas. En este artıculopresentamos un conjunto de métodos para k-anonimato en bases de datos estadısticasusando microagregación. Los métodos son analizados y comparados y se desarrolla elanálisis computacional de cada uno.,Departamento de Ingeniería Informática y Matemáticas. Universidad Rovira y Virgili. Actas de la Reunión Española sobre Criptografía y Seguridad Informática (RECSI),2006,1
On multicast fingerprinting and collusion security,Josep Domingo-Ferrer; Francesc Sebé; Antoni Martinez-Balleste,Intellectual property protection of multimedia is a thorny and largely unsolved problem.Despite its practical limitations; copy detection is an excellent complement to copyprevention. Fingerprinting techniques make redistributor tracing possible by relying oninvisible watermarks embedded in the content sold which are unique for each particularbuyer. That uniqueness of fingerprints is not easy to achieve in multicast transmission. Weargue in this paper that encryption-based solutions are the most realistic option to fingerprintmulticast transmission. However; the few existing encryption-based methods in the literatureare vulnerable to buyer collusions. We propose an encryption-based algorithm whichprovides collusion security at the cost of transmitting the content twice.,Automated Production of Cross Media Content for Multi-Channel Distribution; 2005. AXMEDIS 2005. First International Conference on,2005,1
Critique to Burmester and Le attack to Sebe/spl acute/and Domingo-Ferrer fingerprinting scheme,F Sebé; J Domingo-Ferrer,Burmester and Le (2004) claimed in a very recent Letter that the 3-secure fingerprintingscheme proposed by Sebe/spl acute/and Domingo-Ferrer (2002) was vulnerable to anattack in which a collusion of any three buyers could frame an innocent buyer. The authorsshow that the assumptions made by Burmester and Le in their attack cannot be made inpractice.,Electronics Letters,2004,1
On the synergy between certificate verification trees and PayTree-like micropayments,Josep Domingo-Ferrer,Abstract A substantial number of micropayment schemes in the literature are based ondistributing the cost of a digital signature over several successive micropayments (egPayword). Thus; a stable relationship between user and merchant is assumed: themicropayments validated by the same signature must take place between the same userand merchant. This stability is ill-suited for surfing on the web; a situation in whichsuccessive micropayments are made to different merchants. Thus coin-basedmicropayments; in which successive micropayments can be unrelated to one another; arefar more interesting. One practical coin-based micropayment system is PayTree; which isamazingly similar to PKIs based on certificate verification trees (CVTs). We propose in thispaper a synthesis of a CVT-based PKI with a PayTree-like micropayment system. The …,European Public Key Infrastructure Workshop,2004,1
A nonrepudiable bitstring commitment scheme based on a public-key cryptosystem,Jordi Castella-Roca; Josep Domingo-Ferrer,Commitment schemes are building blocks for guaranteeing fairness in higher-levelcryptographic protocols such as mental poker protocols and others. A party Alice commits toa value v (a bit or a bitstring) without revealing it. Alice should not be able to cheat byopening the commitment as v'/spl ne/v nor to deny having committed at all. Most commitmentschemes in the literature rely on hash functions; which should be strongly collision-free forthe scheme to be secure. Yet collision-freeness can only be empirically checked and cannotbe met with total certainty. We present a commitment scheme which avoids hash functionsby using a public-key cryptosystem instead.,Information Technology: Coding and Computing; 2004. Proceedings. ITCC 2004. International Conference on,2004,1
Secure large-scale bingo,Antoni Martínez-Ballesté; Francesc Sebé; Josep Domingo-Ferrer,When designing a secure Internet version for keno or bingo for a large group of players; amulticast communication model is likely to be used for source-to-players communication. Fora large group of players; this can potentially overwhelm the source; a problem which isknown as implosion. We present a scheme for large-scale bingo which avoids implosion inthe many-to-one communication between the players and the hall. The resulting schemeaggregates information using a probabilistic public-key additive privacy homomorphism andguarantees the security of communications.,Information Technology: Coding and Computing; 2004. Proceedings. ITCC 2004. International Conference on,2004,1
