Can social bookmarking improve web search?,Paul Heymann; Georgia Koutrika; Hector Garcia-Molina,Abstract Social bookmarking is a recent phenomenon which has the potential to give us agreat deal of data about pages on the web. One major question is whether that data can beused to augment systems like web search. To answer this question; over the past year wehave gathered what we believe to be the largest dataset from a social bookmarking site yetanalyzed by academic researchers. Our dataset represents about forty million bookmarksfrom the social bookmarking site del. icio. us. We contribute a characterization of posts todel. icio. us: how many bookmarks exist (about 115 million); how fast is it growing; and howactive are the URLs being posted about (quite active). We also contribute a characterizationof tags used by bookmarkers. We found that certain tags tend to gravitate towards certaindomains; and vice versa. We also found that tags occur in over 50 percent of the pages …,Proceedings of the 2008 International Conference on Web Search and Data Mining,2008,591
External resource identification,*,Systems and methods associated with external resource identification are disclosed. Oneexample method may be embodied on a non-transitory computer-readable medium storingcomputer-executable instructions. The instructions; when executed by a computer maycause the computer to perform the method. The method includes classifying a segment of adocument into a member of a set of topics discussed within the document. The method alsoincludes identifying; based on the structure of the segment and keywords from the segment;information that a reader of the document could seek upon reading the segment. Themethod also includes obtaining; based on the member of the set of topics; a set of candidateexternal resources that potentially contain the information. The method also includespresenting; in response to a user interaction with the document; a member of the set of …,*,2017,*
Group analysis using content data,*,Examples relate to grouping students using content fields. Student data including a pluralityof content fields is obtained. Each content field of the plurality of content fields includes avalue that represents an unstructured marking linked to a content data collection. Studentprofiles are generated by assigning a student identification number to each of the plurality ofcontent fields. Each of the student identification numbers are organized into at least onestudent group by analyzing the set of student profiles.,*,2017,*
Create a heterogeneous learner group,*,Examples disclosed herein relate to creating a heterogeneous learner group. In oneimplementation; a processor associates a selected learner with a group of learners basedon a value of a factor associated with the group of learners compared to a value of the factorassociated with the selected learner. For example; the value associated with the selectedlearner may be indicative of a strength compared to the value associated with the group oflearners. The processor may output information related to a heterogeneous learner groupcreated from the group of learners and the selected learner.,*,2017,*
User analytics for recommender systems,Georgia Koutrika,Abstract We increasingly get our news; entertainment; and information via computers;tablets; and phones. The proliferation of digital content in a plurality of forms (including e-news; movies; and online courses); along with the popularity of portable devices has createdimmense opportunities as well as challenges for systems in order to provide users withinformation and services that best serve the users' needs. User analytics provide insightsinto content consumption and user behavior; which can be applied to improve content andservices rendered to users. For example; analyzing people's searches helps searchengines; such as Google; understand user search intent and improve search results.Analyzing people's clicks (Google News); purchases (Amazon) or movies viewed (Netflix)can help generate personalized recommendations for items that the users would like to …,1st Europe Summer School: Data Science,2017,*
Recommend content segments based on annotations,*,Examples disclosed herein relate to recommending content segments based onannotations. In one implementation; a processor determines content segments based onuser data related to annotations of the content. The processor recommends at least one ofthe content segments based on the relative value of the content segment to the other contentsegments. For example; the value of a content segment may be determined based on theannotations associated with the content segment.,*,2017,*
GnosisMiner: Reading Order Recommendations over Document Collections.,Georgia Koutrika; Alkis Simitsis; Yannis E Ioannidis,ABSTRACT Given a document collection; existing systems allow users to locate documentseither using search keywords or by navigating through some predefined organization of thecollection. Other approaches help the user understand a collection by generatingsummaries or clusters of the documents at hand. However; often users would like tounderstand how the documents may be related to each other and access them in somelogical order. In this work; we present an interactive reading recommendation system; calledGnosisMiner. Given a collection of documents and a theme; the system returns a partialorder of documents relevant to that theme organized from more general to more specific.The recommended reading order resembles the human approach of learning as we typicallystart our path to knowledge from more general documents that help us understand the …,EDBT,2017,*
Report on the Third International Workshop on Exploratory Search in Databases and the Web (ExploreDB 2016),Senjuti Basu Roy; Kostas Stefanidis; Georgia Koutrika; Laks VS Lakshmanan; Mirek Riedewald,The traditional way of interaction between a user and a database system is through queries;for which the correctness and completeness of their answers are key challenges. Structuredquery languages; such as SQL; XQuery; and SPARQL; allow users to submit queries thatmay precisely identify their information needs; but often require users to be familiar with thestructure of data; the content of the database; and also have a clear understanding of theirneeds. As databases get larger and accessible to a more diverse audience; new forms ofdata exploration and interaction become increasingly more attractive to aid users navigatethrough the information space and overcome the challenges of information overload [6; 5].The Web represents the largest and most complex repository of content. Users seekinformation through two predominant modes: by browsing or by searching. In the first …,ACM SIGMOD Record,2016,*
Automated Content Selection,*,Automated content selection is disclosed. An example method includes generating aplurality of rankings for each document in a set of input documents; each ranking based onseparate interesting document properties. The method also includes selecting a subset ofthe set of input documents; wherein each document selected for the subset is based onrankings of the selected document. The method also includes determining interestingproperties of the subset. The method also includes selecting a subset with respect toparameters being optimized. The method also includes outputting a composition includingthe documents in the subset.,*,2016,*
Matching of an input document to documents in a document collection,*,Matching of an input document to documents in a document collection is described herein.In an example; a similarity correspondence between an input document and one or moredocuments in a base document collection is established. A set of base document segmentsand a set of message types associated to document segments in the set of base documentsegments is provided. The set of base document segments is derived from documents in thebase document collection. The input document is segmented into input document segmentscorresponding to message types. Segment similarity between input document segments andbase document segments corresponding to the same message types is computed. Thesimilarity correspondence between the input document and at least one document in thebase document collection is based on the computed segment similarity.,*,2016,*
Analyzing uniform resource locators,*,Methods for analyzing a Uniform Resource Locator (URL) and apparatus for performingsuch methods. The methods include parsing the URL into text segments and generating n-grams from the text segments. The methods further include generating annotations; eachannotation corresponding to one of the n-grams and comprising a match value for itscorresponding n-gram; a description of its match value; and a score. The methods still furtherinclude selecting a subset of the annotations.,*,2016,*
Providing supplemental content based on a selected file,*,A system can include a print type classifier to receive a print message that indicates that afile has been selected to be printed. The print type classifier can also determine a print typeof the file. The system can also include a print content analyzer to assign a category to thefile characterizing a topic of the file based on the content of the file. The print type analyzercan also generate a content representation of the file that characterizes a summary ofcontent of the file. The system can further include a recommendation engine to providesupplemental content based on at least one of the print type; the category and the contentrepresentation of the file; wherein the supplemental content is in a printable format.,*,2015,*
Automatically determining a name of a person appearing in an image,*,A computer-implemented method of automatically determining a name of a personappearing in an image includes receiving a collection of web pages containing a plurality ofimages. For each of the images; a set of names associated with the image is identifiedbased on a text analysis of at least one of the web pages. Face detection and clustering isperformed on the plurality of images to generate a plurality of face clusters. For each of theface clusters; a label for the face cluster is identified based on the set of names associatedwith each image in the face cluster. A name of a first person appearing in at least one of theimages is determined based on the identified label for one of the face clusters associatedwith the first person.,*,2015,*
Cloud Application Services Platform (CLASP): User Guide; Introduction; and Operation,Craig Sayers; Hernan Laffitte; Prakash Reddy; Kivanc Ozonat; Mehmet Sayal; Alkis Simitsis; Sharad Singhal; Georgia Koutrika; Mahashweta Das; Ablimit Aji; Hitesh Amrutlal Bosamiya; Marcelo Riss; Kevin Wilkinson; Lucio Clemilson de O,Summary Software developers at large tech companies spend a lot of time writing code fortasks that colleagues elsewhere in the organization have already addressed. Scripts arerarely written or documented with discovery in mind; and the APIs on which they depend arefrequently inconsistent; further limiting reuse. For mobile devices the App Catalog serves asan essential intermediary; streamlining the process both for developers and end users.We've created an experimental platform called CLASP (Cloud Application Services Platform)applying that model by publishing services and datasets instead of apps. It includes supportfor existing APIs; and we've also created an SDK (software development kit); so our userscan write other operations themselves and easily publish in the catalog for later discoveryand reuse.,*,2015,*
User analytics with UbeOne: insights into web printing,Georgia Koutrika; Qian Lin; Jerry Liu,Abstract As web and mobile applications become more sensitive to the user context; there isa shift from purely off-line processing of user actions (log analysis) to real-time user analyticsthat can generate information about the user context to be instantly leveraged by theapplication. Ubeone is a system that enables both real-time and aggregate analytics fromuser data. The system is designed as a set of lightweight; composeable mechanisms thatcan progressively and collectively analyze a user action; such as pinning; saving or printinga web page. We will demonstrate the system capabilities on analyzing a live feed of URLsprinted through a proprietary; web browser plug-in. This is in fact the first analysis of webprinting activity. We will also give a taste of how the system can enable instantrecommendations based on the user context.,Proceedings of the VLDB Endowment,2013,*
λόγος: A System for Translating Queries into Narratives,Andreas Kokkalis; Panagiotis Vagenas; Alexandros Zervakis; Alkis Simitsis; Georgia Koutrika; Yannis Ioannidis,ABSTRACT This paper presents Logos; a system that provides natural languagetranslations for relational queries expressed in SQL. Our translation mechanism is based ona graph-based approach to the query translation problem. We represent various forms ofstructured queries as directed graphs and we annotate the graph edges with template labelsusing an extensible template mechanism. Logos uses different graph traversal strategies forefficiently exploring these graphs and composing textual query descriptions. The audiencemay interactively explore Logos using various database schemata and issuing eithersample or ad hoc queries.,*,2012,*
in the Virtual extension,CACM Staff,Abstract To ensure the timely publication of articles; Communications created the VirtualExtension (VE) to expand the page limitations of the print edition by bringing readers thesame high-quality articles in an online-only format. VE articles undergo the same rigorousreview process as those in the print edition and are accepted for publication on merit. Thefollowing synopses are from articles now available in their entirety to ACM members via theDigital Library.,Communications of the ACM,2011,*
Modeling Users and Context in Digital Libraries: Interoperability Issues,Ana Nika; Tiziana Catarci; Akrivi Katifori; Georgia Koutrika; Natalia Manola; Andreas Nürnberger; Manfred Thaller,Abstract. The modeling of user characteristics is an important mechanism for the support andenhancement of personalization in Digital Libraries (DLs). Contextual information issometimes considered in the literature as part of the user model; although it in factinfluences user-DL interaction. However; context modeling and user modeling are stronglyinterrelated. Similar methods are employed for the representation of user context and usermodel and the use of ontologies constitutes a promising approach for such a representationbecause they facilitate the sharing of information and reinforce interoperability. In this paper;we define the user model and user context for Digital Libraries; we examine identifiedcontext dimensions as well as context-independent and contextdependent user modelattributes; and we propose a Shareable User and Context Model Ontology (SUCMO) for …,Proc. of the 2nd DL. org Workshop in conjunction with the 14th European Conference on Digital Libraries (ECDL 2010); Glasgow; Scotland,2010,*
ResourceShelf» New Report: Can Social Bookmarking Improve Web Search?,Paul Heymann; Georgia Koutrika; Hector Garcia-Molina,Abstract Social bookmarking is a recent phenomenon which has the potential to give us agreat deal of data about pages on the web. One major question is whether that data can beused to augment systems like web search. To answer this question; over the past year wehave gathered what we believe to be the largest dataset from a social bookmarking site yetanalyzed by academic researchers. Our dataset represents about forty million bookmarksfrom the social bookmarking site del. icio. us. We contribute a characterization of posts todel. icio. us: how many bookmarks exist (about 115 million); how fast is it growing; and howactive are the URLs being posted about (quite active). We also contribute a characterizationof tags used by bookmarkers. We found that certain tags tend to gravitate towards certaindomains; and vice versa. We also found that tags occur in over 50 percent of the pages …,ResourceShelf,2008,*
Context-dependent Access to Digital Libraries,Yannis Ioannidis; Georgia Koutrika; Timos Sellis; Nicolas Spyratos; Yannis Stavrakas,DELOS envisages Digital Libraries that would allow information to be accessed and used ina global environment; where implicit assumptions about data become less and less evident.Users with different backgrounds or viewpoints may interpret the same data in differentways. Moreover; the interpretation and suitability of data may depend on changingconditions; eg the current position of the user or the media he is using (laptop; mobile; PDA;etc.). To cater for such ambiguous situations the information provider needs to specify thecontext under which information becomes relevant. Conversely; information users canspecify their own current context when requesting for data in order to denote the part that isrelevant to their specific situation. Task 2.9 aims to investigate how support for context-dependent data can be integrated into Digital Libraries. The goal is to use context as an …,Network of Excellence on Digital Libraries,2006,*
Rule-based query personalization in digital libraries,Γιάννης Ιωαννίδης; Γεωργία Κούτρικα; Yannis Ioannidis; Georgia Koutrika,Searching a digital library is typically a tedious task. A system can improve informationaccess by building on knowledge about a user acquired in a user profile in order tocustomize information access both in terms of the information returned in response to aquery (query personalization) as well as in terms of the presentation of the results(presentation personalization). In this paper; we focus on query personalization in digitallibraries; in particular; we address structured queries involving metadata stored in relationaldatabases. We describe the specification of user preferences at the level of a user profileand the process of query personalization with the use of query-rewriting rules.,*,2004,*
A Personalization Framework for Database Queries,Georgia Koutrika,Abstract Increasing amounts of information becoming available to a wide spectrum of users;call for a shift towards a more user-centred; personalized information access paradigm. Inthis paper; we develop a personalization framework for database systems based on userprofiles and identify the basic architectural components required to support it. We define apreference model that assigns to each possible atomic query condition a personal degree ofinterest and provide an intuitive mechanism to calculate the degree of interest of anycomplex query condition based on the degrees of interest of the participating atomicconditions. Preferences are stored in user profiles. At query time; personalization proceedsin two steps:(a) preference selection; where the conditions relevant to the query and mostinteresting to the user are derived from the user profile;(b) preference integration; where …,HDMS,2003,*
ICDE 2016 committees,Boris Novikov; Eljas Soisalon-Soininen; Mei Hsu; Alfons Kemper; Timos Sellis; C Mohan; Stefan Manegold; Xuemin Lin; Divesh Srivastava; Giovanna Guerrini; Georgia Koutrika; Umeshwar Dayal; North America; Malu Castellanos; Sami El-Mahgary; Antoni Wolski; Anna Yarygina,General Chairs Boris Novikov (Saint Petersburg University; Russia) Eljas Soisalon-Soininen(Aalto University School of Science; Finland) … Program Committee Chairs for Research PapersMei Hsu (HP Labs; USA) Alfons Kemper (Technische Universität München; Germany) TimosSellis (Swinburne University of Technology; Australia) … Program Committee Chair for Industrialand Applications Papers C. Mohan (IBM Almaden Research Center; USA) … Program CommitteeChair for Demonstrations Stefan Manegold (CWI; the Netherlands) … TKDE Posters Chair XueminLin (University of New South Wales; Australia) … Panel Chair Divesh Srivastava (AT&TLabs-Research; USA) … Workshop and Tutorial Chairs Giovanna Guerrini (University ofGenova; Italy) Georgia Koutrika (HP Labs; USA) … IEEE CS Liaison Umeshwar Dayal (HitachiAmerica Ltd; USA) … Sponsorship Chair North America: Malu Castellanos (HP Labs; USA),*,*,*
Monday January 5; 2009,Georgia Koutrika; Benjamin Bercovitz; Robert Ikeda; Filip Kaliszan; Henry Liou; Zahra Mohammadi Zadeh; Hector Garcia-Molina; Benjamin Sowell; Alan Demers; Johannes Gehrke; Nitin Gupta; Haoyuan Li; Walker White,In recent years; researchers and entrepreneurs have introduced new online services fordata collection and analysis; often relying on interactive visualizations to enable massinteraction with data. These sites represent the first step in what looks to be a growing onlinephenomenon: social data analysis; that is; collective analysis of data supported by socialinteraction. Engaging crowds of both experts and non-experts in the process of dataexploration has applications ranging from political transparency to business intelligence tocitizen science. Achieving this vision; however; will require further innovation in the design ofsystems and interfaces for collaborative data management. In this talk I will highlight recentefforts to use the web as a platform for collectively creating; managing; and analyzing data. Iwill share how web citizens are currently collaborating with data; and discuss how we …,*,*,*
Personalization,Y Ioannidis; G Koutrika,Page 1. 1 DELOS Summer School Personalization: Y. Ioannidis; G. Koutrika Pisa 2004 Modelsand Methods University of Athens; Greece Page 2. 2 Information Access Find information aboutjava? Find latest movies? Find new restaurants? Find publications on AI? … Find something Iwould be interested in? Page 3. 3 Information Access ~~~~~ A user may have to: • reformulatequeries issued several times • encounter long or empty lists of results • repeat tedious search tasksfor new results • learn search tricks Problems Page 4. 4 Information Access It is difficult to find whatyou are searching for… It is difficult to keep up with it… The truth Information overload haunts usersearches! Page 5. 5 Information Access A solution? maybe ! Shift towards a more user-centredinformation access paradigm Page 6. 6 Personalization …,*,*,*
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Hector Garcia-Molina; Georgia Koutrika; Aditya Parameswaran,All of us are faced with a" deluge of data" 2 in our workplaces and our homes: an ever-growing World Wide Web; digital books and magazines; photographs; blogs; tweets; emailmessages; databases; activity logs; sensor streams; online videos; movies and music; andso on. Thus; one of the fundamental problems in computer science has become even morecritical today: how to identify objects satisfying a user's information need. The goal is topresent to the user only information that is of interest and relevance; at the right place andtime.,Communications of the ACM,*,*
Demo Program Committee,Sihem Amer-Yahia; Arvind Arasu; Sunil Arvindam; Magdalena Balazinska; Fabio Casati; Malu Castellanos; Mariano Cilia; Brian F Cooper; Adina Crainiceanu; Abhinandan Das; Alin Dobra; Pablo Guerrero; Christian Konig; Georgia Koutrika; Wolfgang Lehner; Feifei Li; Ashwin Machanavajjhala; Thomas Neumann; Dan Olteanu; Carlos Ordonez; Peter Pietzuch; Adam Silberstein; Alkis Simitsis,Sihem Amer-Yahia; Qatar Computing Research Institute Arvind Arasu; Microsoft Research SunilArvindam; SAP Research; India Magdalena Balazinska; University of Washington FabioCasati; University of Trento; Italy Malu Castellanos; HP Labs; USA Mariano Cilia; IntelCorporation; Argentina Brian F Cooper; Google Adina Crainiceanu; US Naval Academy AbhinandanDas; Google Alin Dobra; University of Florida Javier Garcia-Garcia; UNAM University; MexicoPablo Guerrero; TU Darmstadt; Germany Melanie Herschel; Tubingen University ChristianKonig; Microsoft Research Georgia Koutrika; IBM Almaden Research Center WolfgangLehner; TU Dresden; Germany Feifei Li; Florida State University Ashwin Machanavajjhala; YahooResearch Thomas Neumann; TU Munchen Dan Olteanu; University of Oxford CarlosOrdonez; University of Houston Peter Pietzuch; Imperial College London Lin Qiao; IBM …,*,*,*
Recommending Learning Resources with Selected Passage based on Latent Topics in E-Text,Lei Liu; Georgia Koutrika,Abstract: When readers have difficulty to understand any part of the e-text; they may want tofind some learning resources to help them understand. Treating the whole unclear passageas the query and submit it to a search engine is unsuccessful since existing search engineswere designed to accept small queries. In addition; as search engines usually transform thequery and candidate resources into bags or vectors of words; the semantic topics underlyingthe content are totally overlooked. We believe that topics offer a better choice for trulyunderstanding both the query and the candidate documents. In this paper; we propose anovel system for e-texts that facilitates the learning process by enabling search using asqueries text passages of any length and retrieving a ranked list of resources (documents;videos; etc) that match the different topics covered within the selected passage. Our early …,*,*,*
Questioning Yahoo! Answers,Georgia Koutrika; Jan Pedersen; Hector Garcia-Molina,ABSTRACT Yahoo! Answers represents a new type of community portal that allows users topost questions and/or answer questions asked by other members of the community; alreadyfeaturing a very large number of questions and several million users. Other recentlylaunched services; like Microsoft's Live QnA and Amazon's Askville; follow the same basicinteraction model. The popularity and the particular characteristics of this model call for acloser study that can help a deeper understanding of the entities involved; their interactions;and the implications of the model. Such understanding is a crucial step in social andalgorithmic research that could yield improvements to various components of the service; forinstance; personalizing the interaction with the system based on user interest. In this paper;we perform an analysis of 10 months worth of Yahoo! Answers data that provides insights …,*,*,*
Preference Profile Integration in Digital Library Federations; or how to fuse scores with orders,Periklis Georgiadis; Vassilis Christophides; Georgia Koutrika; Yannis Ioannidis; Carlo Meghini; Nicolas Spyratos,*,*,*,*
Learn2Learn: A Visual Analysis Educational System for Study Planning,Jishang Wei; Georgia Koutrika; Shanchan Wu,ABSTRACT The large collection of educational data provides the opportunity to study howstudents learn and can be a source of valuable knowledge both for students when planningtheir studies and for educators and administrators for improving their curricula and services.In our work; we mine course relationships and student consumption patterns found in thedata. We present a visual analysis system; Learn2Learn; that mines; visualizes; and allowsinteraction with such relationships for user-guided study planning and analysis.,*,*,*
Workshop RSmeetDB 2011,Giovanni Semeraro; Pasquale Lops; Markus Zanker; Gediminas Adomavicius; Sarabjot Anand; Paolo Cremonesi; Claus Dabringer; Marco de Gemmis; Dietmar Jannach; Georgia Koutrika; Gabriella Pasi; Francesco Ricci; Kostyantyn Shchekotykhin; Letizia Tanca; Eufemia Tinelli; Alexander Tuzhilin,Workshop Organizers Giovanni Semeraro; Department of Computer Science; University of Bari“Aldo Moro”; Italy Pasquale Lops; Department of Computer Science; University of Bari "AldoMoro"; Italy Markus Zanker; Institute of Applied Informatics; Alpen-Adria-UniversitätKlagenfurt; Austria … Program Committee Gediminas Adomavicius; University ofMinnesota; USA Sarabjot Anand; University of Warwick; United Kingdom Paolo Cremonesi; Politecnicodi Milano; Italy Claus Dabringer; Alpen-Adria-Universität Klagenfurt Marco de Gemmis; Universityof Bari “Aldo Moro”; Italy Dietmar Jannach; Technical University Dortmund; Germany GeorgiaKoutrika; IBM Almaden Research Center; USA Gabriella Pasi; Universita di Milano Bicocca; ItalyFrancesco Ricci; Free University of Bozen-Bolzano; Italy Kostyantyn Shchekotykhin;Alpen-Adria-Universität Klagenfurt Letizia Tanca; Politecnico di Milano; Italy Eufemia …,*,*,*
Data Engineering,Jens Bleiholder; Melanie Herschel; Felix Naumann; Lukasz Golab; Flip Korn; Divesh Srivastava; Arvind Arasu; Surajit Chaudhuri; Zhimin Chen; Kris Ganjam; Raghav Kaushik; Vivek Narasayya; Doug Burdick; Mauricio Hernandez; Howard Ho; Georgia Koutrika; Rajasekar Krishnamurthy; Lucian Popa; Ioana R Stanoi; Shivakumar Vaithyanathan; Sanjiv Das,The Data Engineering Bulletin The Bulletin of the Technical Committee on Data Engineeringis published quarterly and is distributed to all TC members. Its scope includes the design;implementation; modelling; theory and application of database systems and theirtechnology. Letters; conference information; and news should be sent to the Editor-in-Chief.Papers for each issue are solicited by and should be sent to the Associate Editorresponsible for the issue. Opinions expressed in contributions are those of the authors anddo not necessarily reflect the positions of the TC on Data Engineering; the IEEE ComputerSociety; or the authors' organizations. The Data Engineering Bulletin web site is at http://tab.computer. org/tcde/bull_about. html.,*,*,*
Workshop Officers,Tiziana Catarci; Yannis Ioannidis; Vassilis Christophides; Georgia Koutrika; Grigoris Antoniou; Ricardo Baeza-Yates; Wolf Tilo Balke; Jan Chomicki; Paolo Ciaccia; Ling Feng; Irene Fundulaki; Werner Kiessling; Masaru Kitsuregawa; Nikos Koudas; Alexandros Labrinidis; Carlo Meghini; Massimo Melucci; Bamshad Mobasher; Wolfgang Nejdl; Moira Norrie; Christos Papatheodorou; Evi Pitoura; Guillaume Raschia; Nicolas Spyratos; Yannis Stavrakas; Martin Theobald; Panayiotis Tsaparas,*,*,*,*
