A local search mechanism for peer-to-peer networks,Vana Kalogeraki; Dimitrios Gunopulos; Demetrios Zeinalipour-Yazti,Abstract One important problem in peer-to-peer (P2P) networks is searching and retrievingthe correct information. However; existing searching mechanisms in pure peer-to-peernetworks are inefficient due to the decentralized nature of such networks. We propose twomechanisms for information retrieval in pure peer-to-peer networks. The first; the modifiedBreadth-First Search (BFS) mechanism; is an extension of the current Gnuttela protocol;allows searching with keywords; and is designed to minimize the number of messages thatare needed to search the network. The second; the Intelligent Search mechanism; uses thepast behavior of the P2P network to further improve the scalability of the search procedure.In this algorithm; each peer autonomously decides which of its peers are most likely toanswer a given query. The algorithm is entirely distributed; and therefore scales well with …,Proceedings of the eleventh international conference on Information and knowledge management,2002,559
Managing failures in a grid system using failrank,Demetrios Zeinalipour-Yazti; Kyriacos Neocleous; Chryssis Georgiou; Marios D Dikaiakos,Abstract The objective of Grid computing is to make processing power as accessible andeasy to use as electricity and water. The last decade has seen an unprecedented growth inGrid infrastructures which nowadays enables large-scale deployment of applications in thescientific computation domain. One of the main challenges in realizing the full potential ofGrids; is to make these systems dependable. The objective of this paper is threefold: Firstly;we would like to acquaint the dependability community with the challenges of realizing adependable Grid. Secondly; we identify the causes of failures in Grid jobs. Our findings areextrapolated from the experiences we acquired by operating a 72 CPU site of the EGEEGrid; one of the largest Grids in scientific computing; for a time span of two years. Lastly; wedescribe the FailRank architecture; a novel framework for integrating and ranking …,Department of Computer Science; University of Cyprus2006,2006,4
Indoor localization accuracy estimation from fingerprint data,Artyom Nikitin; Christos Laoudias; Georgios Chatzimilioudis; Panagiotis Karras; Demetrios Zeinalipour-Yazti,The demand for indoor localization services has led to the development of techniques thatcreate a Fingerprint Map (FM) of sensor signals (eg; magnetic; Wi-Fi; bluetooth) atdesignated positions in an indoor space and then use FM as a reference for subsequentlocalization tasks. With such an approach; it is crucial to assess the quality of the FM beforedeployment; in a manner disregarding data origin and at any location of interest; so as toprovide deployment staff with the information on the quality of localization. Even though FM-based localization algorithms usually provide accuracy estimates during system operation(eg; visualized as uncertainty circle or ellipse around the user location); they do not provideany information about the expected accuracy before the actual deployment of thelocalization service. In this paper; we develop a novel frame-work for quality assessment …,Mobile Data Management (MDM); 2017 18th IEEE International Conference on,2017,3
Demonstration abstract: sensor mockup experiments with SmartLab,Georgios Larkou; Marios Mintzis; Stefano Taranto; Andreas Konstantinidis; Panayiotis G Andreou; Demetrios Zeinalipour-Yazti,Abstract In this demonstration paper we present SmartLab; an architecture for managing acluster of both Android Real Devices (ARDs) and Android Virtual Devices (AVDs) via anintuitive web-based interface. Our architecture consists of several exciting components for re-programming and instrumenting smartphones to perform application testing and datagathering in a facile manner; as well as executing mockup experiments by" feeding" thedevices with GPS/sensor readings. We will particularly demonstrate the various componentsof our architecture that encompasses smartphone sensor data collected by mobile users andorganized in our distributed NoSQL document store. The given datasets can then bereplayed on our testbed comprising of real and virtual smartphones accessible todevelopers through our Web 2.0 user interface. We present the applicability of our …,Proceedings of the 13th international symposium on Information processing in sensor networks,2014,3
CLODA: A crowdsourced linked open data architecture,Georgios Larkou; Julia Metochi; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,In this paper we present our Crowdsourced Linked Open Data Architecture (CLODA); a firstattempt to combine crowdsourcing; localization and location-based services to generate;collect; validate and relate real-world; geo-spatial and multidimensional information usingsmartphones and other mobile devices. CLODA focuses on the construction of URIaddressable; interlinked and semi-structured data following the Linked-Open Data (LOD)paradigm. The validity of the constructed data is then contributed by a participating crowd.We present our prototype implementation on top of Google Maps and a blend of in-housetechnologies; particularly our indoor positioning framework; coined Airplace; our trajectorysimilarity framework; coined SmartTrace; our neighborhood detection framework; coinedProximity and our smartphone testing platform coined SmartLab.,Mobile Data Management (MDM); 2013 IEEE 14th International Conference on,2013,3
Proximity interactions with crowdcast,Marios Constantinides; George Constantinou; Andreas Panteli; Theophilos Phokas; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,Abstract—We demonstrate a suite of proximity-based appli- cations; called Crowdcast; that isbuild on top of our powerful Proximity framework. Proximity; efficiently connects you to your closestneighbors at all times; regardless of where you are and how far your closest neighbors are. Sucha service; realizes our special operator that solves the Continuous All k-Nearest Neighbor(CAkNN) problem efficiently. Proximity does not re- quire any additional infrastructure or specializedhardware and its efficiency is mainly achieved due to the smart search space sharing techniquewe devise. The Crowdcast application suite demonstrates how the Prox- imity data managementalgorithmics can give rise to novel proximity-based services. During the conference; we will allowattendees to use the Crowdcast applications throughout the venue site. They will be able to:(i) post text or vocal messages on a neighborhood pinup wall; which will be visible to …,The 11th Hellenic Data Management Symposium; HDMS,2012,3
A Platform for the Evaluation of Fingerprint Positioning Algorithms on Android Smartphones,C Laoudias; G Constantinou; M Constantinides; S Nicolaou; D Zeinalipour-Yazti; CG Panayiotou,Abstract—We present an Android smartphone platform for the evaluation of RSS fingerprint-based algorithms. Our system follows a mobile-based network-assisted architecture toeliminate the communication overhead and respect user privacy. When a user enters ouruniversity campus a smartphone client conducts a single communication with a dedicatedserver to receive the RSS radiomap and algorithm-specific parameters. The client isthereafter able to position itself independently. We have developed a RSS Loggerapplication to facilitate the construction of the radiomap; which can then be downloadedfrom our Distribution Server. The positioning application is implemented on the mobiledevices and we have integrated several fingerprint methods.,International Conference on Indoor Positioning and Indoor Navigation (IPIN),2011,3
AHM ter Hofstede,WMP van der Aalst; L Aldred; M Dumas,*,Design and implementation of the YAWL system;” Advanced Information Systems Engineering,2003,3
WebRACE: a distributed WWW retrieval; annotation; and caching engine,M Dikaiakos; Demetris Zeinalipour-Yiazti,Page 1. WebRACE: A Distributed WWW Retrieval; Annotation & Caching Engine Marios D.Dikaiakos Department of Computer Science University of Cyprus Nicosia; Cyprusmdd@ucy.ac.cy IBM Research; NY; July 25th; 2001 Page 2. Dikaiakos & Zeinalipour 2http://www.cs.ucy.ac.cy/Projects/eRACE Research Group Joint work with: DemetrisZeinalipour-Yazti WinMob Technologies & University of Cyprus ● Other collaborators ∎ AthenaStassopoulou ∎ Melinos Kyriakou ∎ Eleni Georgiou ∎ Christiana Christofi ∎ AlexandrosKoutsimbelas ∎ Andreas Liverdos eRACE Project U. of Cyprus RPF WinMob Tech. IntercollegePage 3. Dikaiakos & Zeinalipour 3 http://www.cs.ucy.ac.cy/Projects/eRACE Outline of thePresentation ● Context and Motivation ● eRACE Project: an Overview ● WebRACE: Design& Implementation ● User Interface ● Conclusions and Future Work Page 4. Dikaiakos & …,Proceedings of PADDA01: International Workshop on Performance-oriented Application Development for Distributed Architectures (April 2001b),2001,3
Efficient Exploration of Telco Big Data with Compression and Decaying,Constantinos Costa; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti; Mohamed F Mokbel,In the realm of smart cities; telecommunication companies (telcos) are expected to play aprotagonistic role as these can capture a variety of natural phenomena on an ongoing basis;eg; traffic in a city; mobility patterns for emergency response or city planning. The keychallenges for telcos in this era is to ingest in the most compact manner huge amounts ofnetwork logs; perform big data exploration and analytics on the generated data within atolerable elapsed time. This paper introduces SPATE; an innovative telco big dataexploration framework whose objectives are two-fold:(i) minimizing the storage spaceneeded to incrementally retain data over time; and (ii) minimizing the response time forspatiotemporal data exploration queries over recent data. The storage layer of ourframework uses lossless data compression to ingest recent streams of telco big data in …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,2
Rayzit: An anonymous and dynamic crowd messaging architecture,Constantinos Costa; Chrysovalantis Anastasiou; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,The smartphone revolution has introduced a new era of social networks where userscommunicate over anonymous messaging platforms to exchange opinions; ideas and evencarry out commerce. These platforms enable individuals to establish social interactionsbetween strangers based on a common interest or attribute. In this paper we presentRayzit1; a novel anonymous crowd messaging architecture; which utilizes the location ofeach user to connect them instantly to their k Nearest Neighbors (kNN) as they move inspace. Contrary to the very large body of location-based social networks that suffer frombootstrapping issues; our architecture enables a user to always interact with thegeographically closest possible users around. We establish this communication using a fastcomputation of an All kNN query that generates a dynamic global social graph every few …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,2
Nearest neighbor queries on big data,Georgios Chatzimilioudis; Andreas Konstantinidis; Demetrios Zeinalipour-Yazti,Abstract k Nearest Neighbor (kNN) search is one of the simplest non-parametric learningapproaches; mainly used for classification and regression. kNN identifies the k nearestneighbors to a given node given a distance metric. A new challenging kNN task is to identifythe k nearest neighbors for all nodes simultaneously; also known as All kNN (AkNN) search.Similarly; the Continuous All kNN (CAkNN) search answers an AkNN search in real-time onstreaming data. Although such techniques find immediate application in computationalintelligence tasks; among others; they have not been efficiently optimized to this date. Westudy specialized scalable solutions for AkNN and CAkNN processing as demanded by thevolume–velocity-variety of data in the Big Data era. We present an algorithm; coinedProximity; which does not require any additional infrastructure or specialized hardware …,*,2015,2
Nodes: A novel system design for embedded sensor networks,S Neema; A Mitra; A Banerjee; W Najjar; D Zeinalipour-Yazti; D Gunopulos; V Kalogeraki,ABSTRACT Emerging technologies provide increasingly powerful; efficient; compact andeconomically viable capabilities like single chip solutions for wireless embedded sensorsystems; and large capacity flash memories. In this paper we present the RISE (RIversideSEnsor) platform; a novel system design for embedded sensors built around a System-on-Chip device interfaced with a large external storage memory in the form of off-the-shelf SD(Secure Digital) Card. RISE supports a new paradigm of “sense and store” as opposed tothe prevalent “sense and send” for sensor networks. We describe the hardware and softwarestructure of RISE which supports the standard TinyOS and NesC environment. Wedemonstrate that significant energy savings together with the additional benefits of reducedcomplexity and increased ease of use are achieved by adopting the sense and store …,Demo at 4th International Symposium on Information Processing in Sensor Networks; Los Angeles; CA; USA,2005,2
Information Retrieval in Peer-to-Peer Networks,D Zeinalipour-Yazti; Vana Kalogeraki; Dimitrios Gunopulos,Abstract Peer-to-Peer (P2P) systems are application layer networks which enable networkedhosts to share resources in a distributed manner. An important problem in such networks isto be able to efficiently search the contents of other peers. In this paper we present a surveyof search techniques for information retrieval in P2P networks; including recent techniquesproposed by the authors. We also present a realistic experimental evaluation andcomparison of these techniques; using a distributed middleware infrastructure we havedesigned and implemented.,International Conference on Computer; Information; and Systems Science; and Engineering CISE,2003,2
Crowdsourcing emergency data in non-operational cellular networks,Georgios Chatzimilioudis; Constantinos Costa; Demetrios Zeinalipour-Yazti; Wang-Chien Lee,Abstract In overloaded or partially broken (ie; non-operational) cellular networks; it isimperative to enable communication within the crowd to allow the management ofemergency and crisis situations. To this end; a variety of emerging short-rangecommunication technologies available on smartphones; such as; Wi-Fi Direct; 3G/LTE director Bluetooth/BLE; are able to enable users nowadays to shape point-to-point communicationamong them. These technologies; however; do not support the formation of overlay networksthat can be used to gather and transmit emergency response state (eg; transfer the locationof trapped people to nearby people or the emergency response guard). In this paper; wedevelop techniques that generate the k-Nearest-Neighbor (kNN) overlay graph of anarbitrary crowd that interconnects over some short-range communication technology …,Information Systems,2017,1
A p2p search framework for intelligent mobile crowdsourcing,A Konstantinides; Demetrios Zeinalipour-Yazti,The advent of social networks and the widespread deployment of smartphone devices havebrought a revolution in location-aware social-oriented applications and services on mobilephones. A smartphone social network is a structure made up of individuals carryingsmartphones; which are used for sharing and collaboration [1](ie; content; interests;comments and places.) For example; Google Latitude; Foursquare; and Facebook Placesenable users to check-in to favorite places; provide their location history; as well asnumerous other functions. Smartphones can also unfold the full potential of crowdsourcing;allowing users to transparently contribute to complex and novel problem solving. A crowd ofsmartphone users that is constantly moving and sensing providing large amounts ofopportunistic/participatory data [4; 9; 3] can offer optimality to location-aware search and …,Opportunistic Mobile Social Networks; Studies in Computational Intelligence. CRC Press; book,2014,1
SmartLab: Empowering Mobile Computing Research through an Open Smartphone Cloud,Georgios Larkou; Panayiotis Andreou; Andreas Konstantinidis; Demetrios Zeinalipour-Yazti,Figure 1: Part of the Smartlab smartphone fleet connected locally to our datacentre in-houseusing Ajax that mimics touch screen clicks and gestures among other functionalities; ii)Remote Shells (RS); a web-based shell developed in-house with Ajax that enables a widevariety of UNIX commands to be issued to the Android Linux kernels; iii) Remote ScriptingEnvironment (RSE); which allows users to author Android MonkeyRunner automation scripts(written in python) and upload them to the devices to perform automated tasks; and iv)Remote Debug Tools (RDT); which provide web-based debugging extensions to theAndroid Debug Bridge (ADB). Through these tools; SmartLab facilitates research insmartphone netprototype Apache HBase installation within our data centre; to store sensorreadings in a tabular and scalable (ie; column-oriented) format. The given store can be …,ERCIM News,2013,1
Spatio-Temporal Query Processing in Smartphone Networks,Demetrios Zeinalipour-Yazti,Abstract—In this position paper; we present a powerful and distributed spatio-temporalquery processing framework; coined HUB-K. Our framework can be utilized to promptlyanswer queries of the form:“Report the objects (ie; trajectories) that follow a similar spatio-temporal motion to Q; where Q is some query trajectory.” HUB-k; relies on an in-situ datastorage model; where spatio-temporal data remains on the smartphone that generated thegiven data; as well a state-of-the-art top-k query processing algorithms; which exploitdistributed trajectory similarity measures in order to identify the correct answers promptly.We present preliminary design choices; an outline of our preliminary implementation and anoutlook to future challenges.,2nd Workshop on Research Directions in Situational-aware Self-managed Proactive Computing in Wireless Ad hoc Networks,2010,1
Energy Efficient Data Management in Smartphone Networks,Demetrios Zeinalipour-Yazti,Abstract—Smartphone devices have emerged into powerful computational platformsequipped with multitude of sensors and capable of generating vast amounts of data (geo-location; audio; video; etc.) On the other hand; these devices operate on a strict energybudget; thus have a limited lifetime on a single charge. Consequently; we need to identifynew energy-aware algorithms and techniques to provide innovative; feature-richapplications and services. In this white paper; we start out by providing recent trends inSmartphone technology and Smartphone networks. Our description is succeeded by ananatomy of the energy costs associated with data processing in a Smartphone Network. Weconclude with prominent research directions in energy-aware data management forSmartphone networks.,Department of Computer Science; University of Cyprus,*,1
The anatomy of the anyplace indoor navigation service,Demetrios Zeinalipour-Yazti; Christos Laoudias,Abstract The pervasiveness of smartphones is leading to the uptake of a new class ofInternet-based Indoor Navigation (IIN) services; which might soon diminish the need ofSatellite-based localization technologies in urban environments. These services rely on geo-location databases that store spatial models along with wireless; light and magnetic signalsused to localize users and provide better power efficiency and wider coverage thanpredominant approaches. In this article we overview Anyplace; an open; modular; extensibleand scalable navigation architecture that exploits crowdsourced Wi-Fi data to develop anovel navigation service that won several international research awards for its utility andaccuracy (ie; less than 2 meters). Our MIT-licenced open-source software stack has to thisdate been used by thaousands of researchers and practitioners around the globe; with …,SIGSPATIAL Special,2017,*
Towards Real-Time Road Traffic Analytics using Telco Big Data,Constantinos Costa; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti; Mohamed F Mokbel,Abstract A telecommunication company (telco) is traditionally only perceived as the entitythat provides telecommunication services; such as telephony and data communicationaccess to users. However; the IP backbone infrastructure of such entities spanning denselyurban spaces and widely rural areas; provides nowadays a unique opportunity to collectimmense amounts of mobility data that can provide valuable insights for road trafficmanagement and avoidance. In this paper we outline the components of the Traffic-TBD(Traffic Telco Big Data) architecture; which aims to become an innovative road traffic analyticand prediction system with the following desiderata: i) provide micro-level traffic modelingand prediction that goes beyond the current state provided by Internet-based navigationenterprises utilizing crowdsourcing; ii) retain the location privacy boundaries of users …,Proceedings of the International Workshop on Real-Time Business Intelligence and Analytics,2017,*
Data-driven Serendipity Navigation in Urban Places,Xiaoyu Ge; Ameya Daphalapurkar; Manali Shimpi; Darpun Kohli; Konstantinos Pelechrinis; Panos K Chrysanthis; Demetrios Zeinalipour-Yazti,With the proliferation of mobile computing and the ability to collect detailed data for theurban environment a number of systems that aim at providing Points of Interest (POIs) andtour recommendations have appeared. The overwhelming majority of these systems aims atproviding an optimal recommendation; where optimality refers to objectives of minimizingthe distance to be covered or maximizing the quality of the POIs recommended. A majorproblem is that by focusing on the optimization of these objectives; there remains little roomto the user for serendipity. Urban and social scientists have identified serendipity; ie; theability to come across unexpected places; as a feature that makes a city livable. In this work;we introduce a prototype of an experimental platform for evaluating venue recommendationalgorithms by providing informative tour recommendations based on the suggested …,Distributed Computing Systems (ICDCS); 2017 IEEE 37th International Conference on,2017,*
ACCES: Offline Accuracy Estimation for Fingerprint-based Localization,Artyom Nikitin; Christos Laoudias; Georgios Chatzimilioudis; Panagiotis Karras; Demetrios Zeinalipour-Yazti,In this demonstration we present ACCES; a novel framework that enables qualityassessment of arbitrary fingerprint maps and offline accuracy estimation for the task offingerprint-based indoor localization. Our framework considers collected fingerprintsdisregarding the physical origin of the data. First; it applies a widely used statisticalinstrument; namely Gaussian Process Regression (GPR); for interpolation of the fingerprints.Then; to estimate the best possibly achievable localization accuracy at any location; itutilizes the Cramer-Rao Lower Bound (CRLB) with interpolated data as an input. Ourdemonstration entails a standalone version of the popular and open-source AnyplaceInternet-based indoor navigation service in which the software modules of ACCES areintegrated. At the conference; we will present the utility of our method in two modes:(i) …,Mobile Data Management (MDM); 2017 18th IEEE International Conference on,2017,*
SPATE: Compacting and Exploring Telco Big Data,Constantinos Costa; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti; Mohamed F Mokbel,In this demonstration paper; we present SPATE; an innovative telco big data explorationframework whose objectives are two-fold:(i) minimizing the storage space needed toincrementally retain data over time; and (ii) minimizing the response time for spatiotemporaldata exploration queries over stored data. Our framework deploys lossless datacompression to ingest streams of telco big data in the most compact manner retaining fullresolution for data exploration tasks. We augment our storage structures with decayingprinciples that lead to the progressive loss of detail as information gets older. Our frameworkalso includes visual and declarative interfaces for a variety of telco-specific data explorationtasks. We demonstrate SPATE in two modes:(i) Visual Mode; where attendees will be able tointeractively explore synthetic telco traces we will provide; and (ii) SQL Mode; where …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,*
Privacy-Preserving Indoor Localisation and Navigation,Andreas Konstantinidis; Georgios Chatzimilioudis; Demetrios Zeinalipour-Yazti,*,ERCIM NEWS,2016,*
Human Mobility Computing and Privacy: Fad or Reality?,Adam J Lee; Konstantinos Pelechrinis; Demetrios Zeinalipour-Yazti,The advent of mobile computing and sensing technologies; in conjunction with omni-presentand high-speed mobile networks; allow nowadays the capture of human mobility data at anextremely high fidelity. Modern mobile computing services not only have the capacity tostore spatio-temporal mobile data; these nowadays also have the capability to processincoming data in near-real time. As a result; we have a better chance to develop effectivestrategies and build intelligent systems that play critical roles in areas like public health;traffic engineering; urban planning and economic forecasting. On the other hand; detailedmovement data often poses a threat to the privacy and security of users and companies;given that mobile devices are associated with real human custodians. One fundamentalquestion is whether human mobility computing and privacy can co-exist under the same …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,*
Scalable Mockup Experiments on Smartphones Using Smart Lab,Georgios Larkou; Marios Mintzis; Panayiotis G Andreou; Andreas Konstantinidis; Demetrios Zeinalipour-Yazti,In this paper we present a comprehensive architecture to carry out experimentalrepeatability studies on clusters of smartphones. Our architecture is founded on Smart Lab;our in-house architecture for managing real and virtual smartphones via an intuitive Webuser interface. Our presented architecture consists of several exciting components for re-programming and instrumenting smartphones to perform application testing and datagathering in a facile manner; as well as executing mockup experiments by" feeding" thedevices with GPS/sensor readings. We will particularly demonstrate the various componentsof our architecture that encompasses smartphone sensor data collected by mobile users andorganized in our distributed NoSQL document store. The given datasets can then bereplayed on our test bed comprising of real and virtual smartphones accessible to …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,*
Mobile Data Management in Indoor Spaces,Christos Laoudias; Demetrios Zeinalipour-Yazti,This advanced seminar presents the fundamental mobile data management conceptsbehind the realization of innovative indoor information services that deal with all aspects ofhandling indoor data as a valuable resource; including data modeling; data acquisition;query processing; privacy and energy consumption. The goal is to provide an overview ofthe emerging field of indoor data management with a particular emphasis on mobilesystems. We tackle the topic from a wide range of perspectives: fundamentals; definitions;current state; academic & industrial perspective; reality & visionary scenarios as well asfuture challenges. The seminar captures the big picture; such that interested researchersand practitioners can expand their study by following the references. Our presentation willbe carried out through the lens of an experimental Indoor Information System we …,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,*
Data management techniques for smartphone networks,Demetrios Zeinalipour-Yazti,Abstract Smartphone devices have emerged as powerful computational platforms equippedwith multitude of sensors that are capable of generating vast amounts of data (geo-location;audio; video; etc.) Collections of such devices connected to the Internet yield SmartphoneNetworks; which can be utilized for opportunistic and participatory sensing applications inintelligent transportation systems; social networking applications; city planning and others.The uptake of applications in this domain; is currently severely hampered by the fact thatthese devices have: i) a limited energy budget (ie; smartphone devices still operate onbatteries); ii) limited connectivity (ie; not all regions offer unlimited Internet connectivity at thesame cost); and iii) high privacy constraints (ie; these devices might reveal the identity andhabits of their custodians.) In this talk; I will present a collection of data management …,Proceedings of the 10th ACM International Workshop on Data Engineering for Wireless and Mobile Access,2011,*
Future Directions in Sensor Data Management: A Panel,Demetris Zeinalipour,ABSTRACT We will soon celebrate 10 years of research and development in the area ofsensor networks. During this decade; we have witnessed the emergence of specializedembedded systems; operating systems; data-oriented management systems as well asprogramming languages for ad-hoc monitoring of the environment at a high fidelity. All theadvances have brought us one step closer to the initial Smartdust vision. The first signs ofdata management approaches to cope with the inherent complexities of sensor networksarose in 2003; with the release of prototype database systems and the spin off of specializedresearch conferences (ie; IPSN in 2003) and workshops (ie; DMSN in 2004). In the recentyears; we have been witnessing a paradigm shift from the initial target of sensor networks;which focused on low-power embedded sensing devices utilized for environmental and …,Seventh International Workshop on Data Management for Sensor Networks (DMSN’10),2010,*
Parallel and distributed data management,Rizos Sakellariou; Salvatore Orlando; Josep Lluis Larriba-Pey; Srinivasan Parthasarathy; Demetrios Zeinalipour-Yazti,Abstract The manipulation and handling of an ever increasing volume of data by currentdata-intensive applications requires novel techniques for efficient data management.Despite recent advances in every aspect of data management (storage; access; querying;analysis; mining); future applications are expected to scale to even higher degrees; not onlyin terms of volumes of data handled but also in terms of users and resources; often makinguse of multiple; pre-existing autonomous; distributed or heterogeneous resources. Thenotion of parallelism and concurrent execution at all levels remains a key element inachieving scalability and managing efficiently such data-intensive applications; but thechanging nature of the underlying environments requires new solutions to cope with suchchanges. In this context; this topic sought papers in all aspects of data management …,European Conference on Parallel Processing,2010,*
Improving the Dependability of Grids via Short-Term Failure Predictions,Artur Andrzejak; Demetrios Zeinalipour-Yazti; Marios D Dikaiakos,Abstract Computational Grids like EGEE offer sufficient capacity for even most challenginglarge-scale computational experiments; thus becoming an indispensable tool forresearchers in various fields. However; the utility of these infrastructures is severelyhampered by their notoriously low reliability: a recent nine-month study found that only 48%of jobs submitted in South-Eastern-Europe completed successfully. We attack this problemby means of proactive failure detection. Specifically; we predict site failures on short-termtime scale by deploying machine learning algorithms to discover relationships between siteperformance variables and subsequent failures. Such predictions can be used by ResourceBrokers for deciding where to submit new jobs; and help operators to take preventivemeasures. Our experimental evaluation on a 30-day trace from 197 EGEE queues shows …,*,2010,*
CALL FOR PARTICIPATION,Yannis Kotidis; Pedro Jose Marron; Le Gruenwald; Demetris Zeinalipour; Feifei Li; Zografoula Vagena,This is the eighth of a successful series of workshops that aims to act as a bridge betweenthe data management; wireless networking; and mobile computing communities. This year'sevent marks the 10-year anniversary of the workshop. As in the past 10 years; the workshopwill continue to serve as a forum for researchers and technologists to discuss the state-of-the-art; present their contributions; and set future directions in data management for mobile andwireless access.,SIGMOD Record,2009,*
Top-k Retrieval Techniques in Distributed Sensor Systems,Song Lin; Demetrios Zeinalipour-Yazti; Dimitrios Gunopulos,Geographic information is inherently spatial and temporal. Geographic applications oftendemand an integrative approach to examine changes and interactions over space and time.Temporal geographic information systems (GIS) are defined here as GIS capable ofincorporating temporality into geospatial databases and enabling spatiotemporal query;analysis; and modeling. Adding time into geospatial databases is a far from trivial task.Currently; commercial or public-domain temporal GIS support cell-based spatial data (ie;rasters) or spatial data objects with one or restricted sets of simple geometries; mostly point-or line-based data only. Research-grade temporal GIS remain limited to pilot studies orprototypes. While comprehensive temporal GIS are still unavailable; much progress hasbeen made to advance the conceptualization; representation; and reasoning of changes …,*,2008,*
Bluetoothsikkerhed,Robin Sharp,Abstract: This is a" popular science" description (in Danish) of some of the security issueswhich arise in systems which use Bluetooth communication. The set of web pages wereproduced in connection with a presentation and demo for" Forskningens Døgn"(the DanishResearch Day initiative); May 2005.,*,2005,*
Search and retrieval algorithms for distributed data management systems,Demetrios Zeinalipour-Yazti,Abstract Modern Data Management Systems have to cope with data that is generatedautomatically and continuously across distributed and potentially geographically diverselocations. Organizing information in centralized repositories is becoming increasinglyexpensive and in many occasions impractical. This dissertation introduces novel search andretrieval algorithms for Distributed Data Management Systems. In our setting; the informationremains in-situ until users request to retrieve it. Our objective is to minimize the utilization ofthe communication medium and to exploit the inherent parallelism of a distributedenvironment. Additionally; I consider the challenges of a graph topology between distributednodes; which is ubiquitous in emerging fields such as Peer-to-Peer Networks; SensorNetworks and Vehicular Networks.,*,2005,*
The Fifth; Workshop on Next Generation Information Technologies and Systems (NGITS'2002)-Design and Implementation of a Distributed Crawler and Filtering Pro...,Demetris Zeinalipour-Yazti; Marios Dikaiakos,*,Lecture Notes in Computer Science,2002,*
Workshop Organization,Peng Ren; Pengda Huang; Huaizhong Sam Zhang,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2018 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions … Anot-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2018 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Demo Details,L Petrou; G Larkou; C Laoudias; D Zeinalipour-Yazti; CG Panayiotou,Anyplace is an indoor positioning and navigation platform that operates on top of GoogleMaps with a big-data management Web 2.0 back-end service. Anyplace will allow entities(users; companies; organizations; etc.) to realize indoor information management systems;including product search and point of interest (POI) navigation; on top of existing wirelessnetwork infrastructure by leveraging rich multi-sensory data available on smartphones. Ourplatform consists of three components; namely the Server; the Architect website and theClient application on Android smartphones.,*,*,*
Message from the MDM 2016 Advanced Seminars Co-Chairs,Demetrios Zeinalipour-Yazti; Mario A Nascimento,MDM's Advanced Seminar track provides an opportunity for researchers and practitioners toexplore in a more focused manner certain specific aspects related to mobile datamanagement. This year; the advanced seminars are organized as 1.5-hour presentations; whichare intended to provide a fertile ground for understanding the presented topic in depth; but alsofor discussing the breadth of upcoming and visionary ideas. The seminars are designated forgraduate and advanced undergraduate students; data management/engineering researchersand educators but also for industry practitioners … This year; the following three advanced seminarswere selected to be presented at MDM 2016 … • Geometric Aspects and Auxiliary Featuresto Top-k Processing; by Kyriakos Mouratidis (Singapore Management University;Singapore). It starts out by explaining the geometric aspects of top-k processing and then …,*,*,*
2013 14th IEEE International Conference on Mobile Data Management (MDM),Miao Lin; Zhuo Qi Lee; Wen-Jing Hsu,Various Markov models have been proposed to model individuals' mobility; ie; thetransitions between locations. Although these studies are able to show high predictingaccuracy of individuals' next move; two basic assumptions of these studies; namely thestationarity of individuals' mobility sequence and the dependency of visiting the locations;have never been validated. Moreover; a famous recent...,*,*,*
