Content-based image retrieval: theory and applications.,Ricardo da Silva Torres; Alexandre X Falcao,Abstract: Advances in data storage and image acquisition technologies have enabled thecreation of large image datasets. In this scenario; it is necessary to develop appropriateinformation systems to efficiently manage these collections. The commonest approachesuse the so-called Content-Based Image Retrieval (CBIR) systems. Basically; these systemstry to retrieve images similar to a user-defined specification or pattern (eg; shape sketch;image example). Their goal is to support image retrieval based on content properties (eg;shape; color; texture); usually encoded into feature vectors. One of the main advantages ofthe CBIR approach is the possibility of an automatic retrieval process; instead of thetraditional keyword-based approach; which usually requires very laborious and time-consuming previous annotation of database images. The CBIR technology has been …,RITA,2006,275
Domain-specific image geocoding: a case study on Virginia tech building photos,Lin Tzy Li; Otávio AB Penatti; Edward A Fox; Ricardo da S Torres,Abstract The use of map-based browser services is of great relevance in numerous digitallibraries. The implementation of such services; however; demands the use of geocoded datacollections. This paper investigates the use of image content local representations ingeocoding tasks. Performed experiments demonstrate that some of the evaluateddescriptors yield effective results in the task of geocoding VT building photos. This study isthe first step to geocode multimedia material related to the VT April 16; 2007 school shootingtragedy.,Proceedings of the 13th ACM/IEEE-CS joint conference on Digital libraries,2013,1
Reusing a Compound-Based Infrastructure for Searching and Annotating Video Stories,Nádia P Kozievitch; Jurandy Almeida; Ricardo da S Torres; André Santanchè; Neucimar J Leite; Uma Murthy; Edward A Fox,Abstract-The fast evolution of technology has led to a growing demand for multimedia data;increasing the amount of research into efficient systems to manage those materials.Significant in those efforts is the work being done by the Content-Based Image Retrieval(CBIR) community in processing and retrieving images; along with their further combinationwith annotations. Nowadays; images play a key role in digital applications. Contextualintegration of images with different sources is vital–it involves reusing and aggregating alarge amount of information with other media types. In particular; if we consider video data;annotations can be used to summarize textual descriptions and metadata; while images canbe used to summarize videos into storyboards; providing an easy way to navigate and tobrowse large video collections. This has been the goal of a rapidly evolving research …,International Journal,2012,1
Are visual dictionaries generalizable?,Otavio AB Penatti; Eduardo Valle; Ricardo da S Torres,Abstract: Mid-level features based on visual dictionaries are today a cornerstone of systemsfor classification and retrieval of images. Those state-of-the-art representations dependcrucially on the choice of a codebook (visual dictionary); which is usually derived from thedataset. In general-purpose; dynamic image collections (eg; the Web); one cannot have theentire collection in order to extract a representative dictionary. However; based on thehypothesis that the dictionary reflects only the diversity of low-level appearances and doesnot capture semantics; we argue that a dictionary based on a small subset of the data; oreven on an entirely different dataset; is able to produce a good representation; provided thatthe chosen images span a diverse enough portion of the low-level feature space. Ourexperiments confirm that hypothesis; opening the opportunity to greatly alleviate the …,arXiv preprint arXiv:1205.2663,2012,1
Desenvolvimento de um Modelo Conceitual de um banco de dados para o Projeto e-phenology,Greice C Mariano; Jurandy Almeida; Bruna Alberton; Ricardo da S Torres; Leonor Patricia C Morellato,Abstract. Recently; phenology has gained importance as the more simple and reliableindicator of effects of climate changes on plants and animals. In this context; we highlight thee-phenology; a multidisciplinary project combining research in computer science andphenology; in order to attack theoretical and practical problems involving the use of newtechnologies for remote phenological observation. From the computer science point of view;it is necessary to develop models; tools and techniques concerning the storage; mining;processing; and retrieving of information of phenological changes. In this sense; this paperpresents our achievements regarding the modeling and implementation of a database tomanage information handled in the e-phenology project. Resumo. Recentemente; fenologiatem ganho importância como o indicador mais simples e confiável dos efeitos das …,Anais do XXVIII Congresso da SBC-VI Workshop e-Science,2012,1
Exploiting Contextual Information in Image Retrieval Tasks,Daniel Carlos Guimaraes Pedronette; Ricardo da S Torres,Abstract—In Content-based Image Retrieval (CBIR) systems; accurately ranking images is ofgreat relevance; since users are interested in the returned images placed at the firstpositions; which usually are the most relevant ones. In general; CBIR systems consider onlypairwise image analysis; that is; compute similarity measures considering only pairs ofimages; ignoring the rich information encoded in the relations among several images. Onthe other hand; the user perception usually considers the query specification and responsesin a given context. We propose five re-ranking and rank aggregation algorithms aiming atexploit contextual information for improving the effectiveness of CBIR systems. Re-rankingalgorithms exploit contextual information; encoded in the relationships among collectionimages; while rank aggregation approaches have been used to combine results …,Recod Lab-Institute of Computing University of Campinas (UNICAMP) Campinas; SP-Brazil,2012,1
Recuperaç ao de Vıdeos Comprimidos por Conteudo,Jurandy Almeida; Neucimar J Leite; Ricardo da S Torres,Abstract. Most of existing systems for video retrieval rely on algorithms and methods whichare computationally expensive; limiting their scope of application. Contrary to this trend; themarket has shown a growing demand for mobile and embedded devices. In this context; thisthesis introduces five novel approaches for the analysis; indexing; and retrieval of digitalvideos in limited capacity devices. All these contributions are combined to create acomputationally fast system; which is able to achieve a quality level superior to currentsolutions. Resumo. A maioria dos sistemas existentes para a recuperaçao de vıdeosenvolve algoritmos e métodos computacionalmente custosos; limitando o seu escopo deaplicaçao. Contrário a essa tendência; o mercado tem mostrado uma crescente demandapor dispositivos móveis e embutidos. Nesse contexto; esta tese introduz cinco …,*,2011,1
Coping with geographical relationships in Web searches,Lin Tzy Li; Ricardo da Silva Torres,Abstract This work describes ongoing research which aims to evaluate the limitations ofexisting tools to support geographic information retrieval on the Web. More specifically; weare interested in assessing how well queries involving geographic relationships can bespecified and executed using existing Web tools. Our evaluation considered three differentaspects: the relevance of the results and the time and complexity of the steps necessary toobtain these results. More than thirty Web users performed five tasks; considering fivescenarios. Experiment results demonstrate that existing Web tools are not enough integratedto meet user needs regarding the specification and execution of queries involving spatialrelationships.,*,2010,1
A Geographic Annotation Service for Biodiversity Systems.,Fabiana B Gil; Nádia P Kozievitch; Ricardo da Silva Torres,Abstract. Biodiversity studies are often based on the use of data associated with fieldobservations. These data are usually associated with a geographic location. Most of existingbiodiversity information systems provides support for storing and querying geographic data.Annotation services; in general; are not supported. This paper presents an annotation Webservice to correlate biodiversity data and geographic information. We use superimposedinformation concepts for constructing a Web service for annotating vector geographic data.The Web service specification includes the definition of a generic API for handlingannotations and the definition of a data model for storing them. The solution was validatedthrough the implementation of a prototype for the biodiversity area considering a potentialusage scenario.,GeoInfo,2010,1
A Development Process for Web Geographic Information System,María José Escalona; Arturo Torres-Zenteno; Javier Gutierrez; Eliane Martins; Ricardo da S Torres; M Cecilia C Baranauskas,Abstract: This paper introduces a process for developing Web GIS (Geographic InformationSystems) applications. This process integrates the NDT (Navigational DevelopmentTechniques) approach with some of the Organizational Semiotic models. The use of theproposed development process is illustrated for a real application: the construction of theWebMaps system. WebMaps is a Web GIS system whose main goal is to support harvestplanning in Brazil.,*,2008,1
Descritor de relacionamento espacial baseado em partiç oes,Otávio Augusto Bizetto Penatti; Ricardo da Silva Torres,Abstract. Spatial relationships can be fundamental for image recognition and retrieval; beinguseful for geographic and medical applications; for instance. This paper presents a newspatial relationship descriptor for content-based image retrieval. The new descriptorpresented is based on partitioning the space of analysis into quadrants and on counting thenumber of object points in each partition. Experiments demonstrated that the proposeddescriptor is more effective than other important descriptors recently proposed in theliterature. Resumo. Neste trabalho; propomos um novo descritor de relacionamentoespacial para recuperaçao de imagens por conteúdo. Relacionamentos espaciais podemser fundamentais para o reconhecimento e recuperaç ao de imagens beneficiando aplicaçoes geográficas e médicas; por exemplo. O novo descritor apresentado se baseia no …,XXVI Concurso de Trabalhos de Iniciaçao Cientıfica; XXVII Congresso da Sociedade Brasileira de Computaç ao,2007,1
Multiresolution features for fingerpint image retrieval,Javier A Montoya Zegarra; Neucimar J Leite; Ricardo da S Torres,Abstract This paper presents a real time system to guide the search and the retrieval infingerprint image databases considering both retrieval accuracy and speed. For thatpurposes; we use multiresolution-based feature extraction and indexing methodsconsidering the textural information inherent to fingerprint images. The extracted featurevectors are used to compute the distance between the fingerprint query image to all thefingerprints in the database and the N most similar images are then retrieved. The focus ofthis work is to study the utility of multiresolution transforms on the domain of fingerprintrecognition.,Workshop of Theses and Dissertations; XIX Brazilian Symposium on Computer Graphics and Image Processing,2006,1
RecS-DL: Uma plataforma para Serviços de Recomendaç ao em Bibliotecas Digitais,Daniel Carlos Guimaraes Pedronette; Ricardo da Silva Torres,Resumo. Esta demonstraç ao visa ilustrar o funcionamento de uma plataforma de serviçosde recomendaç ao recentemente criada no Instituto de Computaç ao da Unicamp. Baseadaem Serviços Web e interfaces bem definidas; a ferramenta possibilita que engines derecomendaç ao; baseados em diferentes técnicas; possam ser desenvolvidos; instalados etestados no arcabouço definido. A modelagem de dados realizada e a utilizaçao deServiços Web tornam a plataforma independente de domınio de aplicaçao e portável sob oponto de vista tecnológico.,*,*,1
Graph-based bag-of-words for classification,Fernanda B Silva; Rafael de O Werneck; Siome Goldenstein; Salvatore Tabbone; Ricardo da S Torres,Abstract This paper introduces the Bag of Graphs (BoG); a Bag-of-Words model thatencodes in graphs the local structures of a digital object. We present a formal definition;introducing concepts and rules that make this model flexible and adaptable for differentapplications. We define two BoG-based methods–Bag of Singleton Graphs (BoSG) and Bagof Visual Graphs (BoVG); which create vector representations for graphs and images;respectively. We evaluate the Bag of Singleton Graphs (BoSG) for graph classification onfour datasets of the IAM repository; obtaining significant results in accuracy and executiontime. The method Bag of Visual Graphs (BoVG) is evaluated for image classification onCaltech and ALOI datasets; and for remote sensing image classification on images of MonteSanto and Campinas datasets. This framework opens possibilities for retrieval …,Pattern Recognition,2018,*
Exploiting ConvNet Diversity for Flooding Identification,Keiller Nogueira; Samuel G Fadel; Ícaro C Dourado; Rafael de O Werneck; Javier AV Muñoz; Otávio AB Penatti; Rodrigo T Calumby; Lin Tzy Li; Jefersson A dos Santos; Ricardo da S Torres,Abstract: Flooding is the world's most costly type of natural disaster in terms of botheconomic losses and human causalities. A first and essential procedure towards floodmonitoring is based on identifying the area most vulnerable to flooding; which givesauthorities relevant regions to focus. In this work; we propose several methods to performflooding identification in high-resolution remote sensing images using deep learning.Specifically; some proposed techniques are based upon unique networks; such as dilatedand deconvolutional ones; while other was conceived to exploit diversity of distinct networksin order to extract the maximum performance of each classifier. Evaluation of the proposedalgorithms were conducted in a high-resolution remote sensing dataset. Results show thatthe proposed algorithms outperformed several state-of-the-art baselines; providing …,arXiv preprint arXiv:1711.03564,2017,*
Change Frequency Heatmaps for Temporal Multivariate Phenological Data Analysis,Greice Cristina Mariano; Natalia Costa Soares; Leonor Patricia Cerdeira Morellato; Ricardo Da Silva Torres,The huge amount of multivariate temporal data that has been produced in severalapplications demands the creation of appropriate tools for the analysis and patterncharacterization of change. This paper introduces a novel image-based representation;named Change Frequency Heatmap (CFH); to encode temporal changes of multivariatenumerical data. The method computes histograms of change patterns observed atsuccessive timestamps. We validate the use of CFHs through the creation of a temporalchange characterization tool to support complex plant phenology analysis; concerning thecharacterization of plant life cycle changes of multiple individuals and species over time. Wedemonstrate the potential of CFH to support visual identification of complex temporal changepatterns; especially to decipher interindividual variations in plant phenology.,e-Science (e-Science); 2017 IEEE 13th International Conference on,2017,*
Unsupervised rank diffusion for content-based image retrieval,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,Abstract Despite the continuous development of features and mid-level representations;effectively and reliably measuring the similarity among images remains a challengingproblem in image retrieval tasks. Once traditional measures consider only pairwise analysis;context-sensitive measures capable of exploiting the intrinsic manifold structure becameindispensable for improving the retrieval performance. In this scenario; diffusion processesand rank-based methods are the most representative approaches. This paper proposes anovel hybrid method; named rank diffusion; which uses a diffusion process based onranking information. The proposed method consists in a diffusion-based re-rankingapproach; which propagates contextual information through a diffusion process defined interms of top-ranked objects; reducing the computational complexity of the proposed …,Neurocomputing,2017,*
A competition on generalized software-based face presentation attack detection in mobile scenarios,Z Boulkenafet; J Komulainen; Z Akhtar; A Benlamoudi; D Samai; SE Bekhouche; A Ouafi; F Dornaika; A Taleb-Ahmed; L Qin; F Peng; LB Zhang; M Long; S Bhilare; V Kanhangad; A Costa-Pazo; E Vazquez-Fernandez; D Perez-Cabo; JJ Moreira-Perez; D Gonzalez-Jimenez; A Mohammadi; S Bhattacharjee; S Marcel; S Volkova; Y Tang; N Abe; L Li; X Feng; Z Xia; X Jiang; S Liu; R Shao; PC Yuen; WR Almeida; F Andalo; R Padilha; G Bertocco; W Dias; J Wainer; R Torres; A Rocha; MA Angeloni; G Folego; A Godoy; A Hadid,In recent years; software-based face presentation attack detection (PAD) methods haveseen a great progress. However; most existing schemes are not able to generalize well inmore realistic conditions. The objective of this competition is to evaluate and compare thegeneralization performances of mobile face PAD techniques under some real-worldvariations; including unseen input sensors; presentation attack instruments (PAI) andillumination conditions; on a larger scale OULU-NPU dataset using its standard evaluationprotocols and metrics. Thirteen teams from academic and industrial institutions across theworld participated in this competition. This time typical liveness detection based onphysiological signs of life was totally discarded. Instead; every submitted system reliespractically on some sort of feature representation extracted from the face and/or …,Biometrics (IJCB); 2017 IEEE International Joint Conference on,2017,*
Semantic segmentation of vegetation images acquired by unmanned aerial vehicles using an ensemble of ConvNets,Keiller Nogueira; Jefersson A dos Santos; Leonardo Cancian; Bruno D Borges; Thiago SF Silva; Leonor Patricia Morellato; Ricardo da S Torres,Vegetation segmentation in high resolution images acquired by unmanned aerial vehicles(UAVs) is a challenging task that requires methods capable of learning high-level featureswhile dealing with fine-grained data. In this paper; we propose a combination of differentmethods of semantic segmentation based on Convolutional Networks (ConvNets) to obtainhighly accurate segmentation of individuals of different vegetation species. The objective isnot only to learn specific and adaptable features depending on the data; but also to learnand combine appropriate classifiers. We conducted a systematic evaluation using a high-resolution UAV-based image dataset related to a campo rupestre vegetation in the BrazilianCerrado biome. Experimental results show that the ensemble technique overcomes allsegmentation strategies.,Geoscience and Remote Sensing Symposium (IGARSS); 2017 IEEE International,2017,*
Fusion of genetic-programming-based indices in hyperspectral image classification tasks,Juan F Hernández Albarracín; Edemir Ferreira; Jefersson A dos Santos; Ricardo da S Torres,This paper introduces a two-step hyper-and multi-spectral image classification approach.The first step relies on the use of a genetic programming (GP) framework to both select andcombine appropriate bands. The second step is concerned with the image classificationitself. We present two strategies for multi-class classification problems based on thecombination of GP-based indices defined in binary classification scenarios. Performedexperiments involving well-known and widely-used datasets demonstrate that the proposedapproach yields comparable or better effectiveness performance when compared to severaltraditional baselines.,Geoscience and Remote Sensing Symposium (IGARSS); 2017 IEEE International,2017,*
Learning to Combine Spectral Indices with Genetic Programming,Juan Felipe Hernández Albarracín; Jefersson Alex dos Santos; Ricardo da S Torres,This paper introduces a Genetic Programming-based method for band selection andcombination; aiming to support remote sensing image classification tasks. Relying onground-truth data; our method selects spectral bands and finds the arithmetic combination ofthose bands (ie; spectral index) that best separates examples of different classes.Experimental results demonstrate that the proposed method is very effective in pixel-wisebinary classification problems.,Graphics; Patterns and Images (SIBGRAPI); 2016 29th SIBGRAPI Conference on,2016,*
Walking and health: an enactive affective system,Tiago Franklin Rodrigues Lucena; Suélia Rodrigues Fleury Rosa; Cristiano Jacques Miosso; Ricardo da Silva Torres; Ted Krueger; Diana Maria Gallicchio Domingues,ABSTRACT This essay presents a transdisciplinary project whose objective is to create asensorised insole built with latex (Hevea brasiliensis) to measure physiological variations ofthe human body; as well as to graphically represent affective reciprocal exchanges of thehuman behaviour with the environment. The purpose is to improve our enactive systemthrough the use of various physiological sensors (eg pressure; galvanic skin response andtemperature sensors); which can be processed and visualised by revealing the affectiveexchanges of the body while walking in the city; pinned on a map as data visualisation.Inspired by the enaction theories; the output of sensors and devices application that modelsthe perception as a laboratory phenomenon; as proposed by Dr Ted Krueger; theinvestigation directed by Dr Domingues is conceived for the expanded sensorium and for …,Digital Creativity,2016,*
Simulations of radiation pressure ion acceleration with the VEGA Petawatt laser,Luca C Stockhausen; Ricardo Torres; Enrique Conejero Jarque,Abstract The Spanish Pulsed Laser Centre (CLPU) is a new high-power laser facility forusers. Its main system; VEGA; is a CPA Ti: Sapphire laser which; in its final phase; will beable to reach Petawatt peak powers in pulses of 30 fs with a pulse contrast of 1: 10 10 at 1ps. The extremely low level of pre-pulse intensity makes this system ideally suited forstudying the laser interaction with ultrathin targets. We have used the particle-in-cell (PIC)code OSIRIS to carry out 2D simulations of the acceleration of ions from ultrathin solidtargets under the unique conditions provided by VEGA; with laser intensities up to 10 22 Wcm− 2 impinging normally on 20–60 nm thick overdense plasmas; with differentpolarizations and pre-plasma scale lengths. We show how signatures of the radiationpressure-dominated regime; such as layer compression and bunch formation; are only …,Nuclear Instruments and Methods in Physics Research Section A: Accelerators; Spectrometers; Detectors and Associated Equipment,2016,*
Facing The Challenges Of Tracking Tropical Phenology At Several Scales In Time And Space,TSF Silva; P Morellato; AS Streher; B Alberton; J Almeida; J dos Santos; L Cancian; B Borges; G Mariano; MG Camargo; RS Torres,Abstract Detect plant responses to environmental changes across tropical systems;especially in the Southern Hemisphere; is an important question in the global agenda; sincefew studies have addressed trends related to global warming. Traditional on-the-grounddirect; manned phenological observations preclude large areas of study; are laborious andtime consuming and restricts frequency of observations to large time-intervals (usuallymonthly). Near-surface remote phenology using digital cameras or phenocams set up at thetop of towers have reduced the temporal and labor constraints of on-the-ground humanobservations; and eliminates the uncertainty of cloud cover; enhancing the resolution ofinformation at individual tree; species; and community scales. Phenocams have reducedconsiderably manpower; since images are taken sequentially at reduced time-scales …,AGU Fall Meeting Abstracts,2015,*
Semantic Diversity versus Visual Diversity in Visual Dictionaries,Otávio AB Penatti; Sandra Avila; Eduardo Valle; Ricardo da S Torres,Abstract: Visual dictionaries are a critical component for image classification/retrievalsystems based on the bag-of-visual-words (BoVW) model. Dictionaries are usually learnedwithout supervision from a training set of images sampled from the collection of interest.However; for large; general-purpose; dynamic image collections (eg; the Web); obtaining arepresentative sample in terms of semantic concepts is not straightforward. In this paper; weevaluate the impact of semantics in the dictionary quality; aiming at verifying the importanceof semantic diversity in relation visual diversity for visual dictionaries. In the experiments; wevary the amount of classes used for creating the dictionary and then compute different BoVWdescriptors; using multiple codebook sizes and different coding and pooling methods(standard BoVW and Fisher Vectors). Results for image classification show that as visual …,arXiv preprint arXiv:1511.06704,2015,*
Proton acceleration enhanced by a plasma jet in expanding foils undergoing relativistic transparency,Ross Gray; Martin King; Haydn Powell; David MacLellan; Bruno Gonzalez-Izquierdo; Luca Stockhausen; George Hicks; Nicholas Dover; Dean Rusby; David Carroll; Hersimerjit Padda; Ricardo Torres; Satyabrata Kar; Robert Clarke; David Neely; Zulfikar Najmudin; Marco Borghesi; Paul McKenna,Abstract The interaction of a sufficiently intense laser pulse with an ultrathin target caninduce it to rapidly transition from an overdense to a relativistically underdense plasma. Inrecent years many insights have been made into aspects of this regime-from the onset oftransparency itself; to the spatial profile of electrons accelerated and ion acceleration. Wepresent an experimental study of laser-ion acceleration in this regime that demonstrates thecomplex interplay between mechanisms including sheath fields; radiation pressure andtransparency-driven field enhancements. This is experimentally demonstrated by separatingsignature components within the proton beam. Using PIC simulations; it is shown that aplasma jet is formed during the transition to transparency resulting in higher laser energyabsorption to electrons and enhanced ion acceleration. The final ion energy is …,APS Meeting Abstracts,2015,*
Reasoning for Complex Data: Research Initiatives on Data Science,Ricardo da Silva Torres,Abstract The exponential growth of digital information production and dissemination; as wellas its huge diversification; introduce considerable management and access challenges. Atthe same time; new opportunities have been created by the development and use ofanalysis methods for the discovery of interesting and potentially useful patterns; present inthe data sets. In this lecture; I will introduce research initiatives at Unicamp concerning themanagement of large volumes of Complex Data. The term Complex Data is associated withthe universe of unstructured; semi-structured; and multimodal data; and therefore covers awide variety of data as text; sound; image; video; geographic information; among others.This talk will show the versatility of ongoing research initiatives in three importantapplications: Information Retrieval; Multimedia Classification; and e-Science.,Proceedings of the 21st Brazilian Symposium on Multimedia and the Web,2015,*
Photonic crystal scintillators and methods of manufacture,*,Photonic crystal scintillators and their methods of manufacture are provided. Exemplarymethods of manufacture include using a highly-ordered porous anodic alumina membraneas a pattern transfer mask for either the etching of underlying material or for the deposition ofadditional material onto the surface of a scintillator. Exemplary detectors utilizing suchphotonic crystal scintillators are also provided.,*,2015,*
Simulations of ion acceleration from ultrathin targets with the VEGA petawatt laser,Luca C Stockhausen; Ricardo Torres; Enrique Conejero Jarque,The Spanish Pulsed Laser Centre (CLPU) is a new high-power laser facility for users. Itsmain system; VEGA; is a CPA Ti: Sapphire laser which; in its final phase; will be able toreach petawatt peak powers in pulses of 30 fs with a pulse contrast of 1: 10 10 at 1 ps. Theextremely low level of pre-pulse intensity makes this system ideally suited for studying thelaser interaction with ultrathin targets. We have used the particle-in-cell (PIC) code OSIRIS tocarry out 2D simulations of the acceleration of ions from ultrathin solid targets under theunique conditions provided by VEGA; with laser intensities up to 10 22 Wcm-2 impingingnormally on 5-40 nm thick overdense plasmas; with different polarizations and pre-plasmascale lengths. We show how signatures of the radiation pressure dominated regime; such aslayer compression and bunch formation; are only present with circular polarization. By …,Laser Acceleration of Electrons; Protons; and Ions III; and Medical Applications of Laser-Generated Beams of Particles III,2015,*
Investigation of collective electron dynamics in relativistically transparent laser-foil interactions,Ross Gray; David MacLellan; Bruno Gonzalez-Izquierdo; Haydn Powell; David Carroll; Christopher Murphy; Luca Stockhausen; Dean Rusby; Graeme Scott; Robbie Wilson; Nicola Booth; Dan Symes; Steve Hawkes; Ricardo Torres; Marco Borghesi; David Neely; Paul McKenna,Abstract The interaction of an intense laser pulse with a solid target produces high energyelectrons at the target-vacuum boundary. For sufficiently high laser intensities and thintargets; the electrons become relativistic and rapidly expand into vacuum; lowering the peakelectron density. The combined increase in the relativistically-corrected critical density andthe reduction in the target electron density results in the onset of relativistic inducedtransparency (RIT) during the laser pulse; enabling the remainder of the pulse to propagatethrough the target and further interact with the accelerated electrons. We report onmeasurements of the collective dynamics of laser driven electrons in the RIT regime. The 2Dprofile of the beam of accelerated electrons is shown to change from an ellipse alignedalong the laser polarization direction in the case of limited RIT; to a double-lobe structure …,APS Meeting Abstracts,2014,*
Exploring Data Fusion under the Image Retrieval Domain.,Nádia P Kozievitch; Carmem Satie Hara; Jaqueline Nande; Ricardo da Silva Torres,Abstract: Advanced services in data compression; data storage; and data transmission havebeen developed and are widely used to address the required capabilities of an assortmentof systems across diverse application domains. In order to reuse; integrate; unify; manage;and support heterogeneous resources; a number of works and concepts have emerged withthe aim of facilitating aggregation of content and helping system developers. In particular;images; along with existing Content-Based Image Retrieval services; have the potential toplay a key role in information systems; due to the large availability of images and the need tointegrate them with existing collections; metadata; and available image manipulationsoftwares and applications. In this work; we explore a data fusion approach for solving datavalue conflicts in the context of image retrieval domain. In particular; we target the process …,ICEIS (1),2014,*
A formal approach for the specification of digital complex objects,Ticiana Oniki Toffoli; Nádia Puchalski Kozievitch; Marcos André Gonçalves; Ricardo da Silva Torres,Abstract Complex objects (COs) have surged as a way to integrate different digital resourcesunder a same logical unit in order to facilitate aggregation and reuse. However; there is stilla lack of consensus on precise theoretical foundations for COs; especially regarding designand specification; which compromise their utility and integration with existing software tools.Moreover; there has been little investigation on aspects related to the modeling of COs bythe end user; much due to the lack of appropriate tools for this goal. In this work; we presenta new Digital Library (DL) metamodel specially designed for the CO modeling which isgrounded in formal theoretical specification for COs. More specifically; our goal is two-fold:(i)to indirectly validate our CO formalization by instantiating it within a DL modeling tool--5SGraph; and (ii) to investigate the difficulties of CO modeling and specification by real …,Proceedings of the 19th Brazilian symposium on Multimedia and the web,2013,*
IN-LINE CHEMICAL SENSOR DEPLOYMENT IN A TRITIUM PLANT,L Tovo; J Wright; R Torres; B Peters,Global budget reductions and continuing worldwide austerity measures are pressuringtritium fuel cycle processes; including those at the Savannah River Site (SRS); to be moreefficient; cost effective; and to be more responsive to changing delivery demands; whilemaintaining delivery of high quality material (s) on time. At the same time; growing globaldemand for tritium in fusion energy interests like ITER and the National Ignition Facility; andfor radiological medical fields have pushed the need for tritium processing to new levels.These evolving requirements force operations managers and engineers to have a detailedunderstanding of the capabilities and limitations of the tritium fuel cycle. Currently; the SRSTritium Plant relies almost exclusively on high resolution/light isotope mass spectrometers(HRLIMS) for characterization and assurance of process and product quality. In 2001 …,*,2013,*
A Multiple Labeling-based Optimum-Path Forest for Video Content Classification,Luis AM Pereira; J Paulo Papa; Jurandy Almeida; Ricardo da S Torres; Willian Paraguassu Amorim,Multiple-labeling classification approaches attempt to handle applications that associatemore than one label to a given sample. Since we have an increasing number of systems thatare guided by such assumption; in this paper we have presented a multiple-labelingapproach for the Optimum-Path Forest (OPF) classifier based on the problem transformationmethod. In order to validate our proposal; a multi-labeled video classification dataset hasbeen used to compare OPF against three other classifiers and another variant of the OPFclassifier based on a k-neighborhood. The results have shown the validity of the OPF-basedclassifiers for multi-labeling classification problems.,Graphics; Patterns and Images (SIBGRAPI); 2013 26th SIBGRAPI-Conference on,2013,*
Nanophase extractors for selective fission product sequestration,Lindsay T Sexton; Ricardo D Torres; Braden Brown; Steven M Serkiz,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2013,*
Photonic crystals for enhanced light outcoupling of scintillation based detectors,Ricardo D Torres; Lindsay T Sexton; Goutam Koley; Luiz G Jacobsohn,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2013,*
Guest Editorial: Image and Video Processing and Analysis,Ricardo da S Torres; Thomas Lewiner,The article “Analysis of Scalar Maps for the Segmentation of the Corpus Callosum inDiffusion Tensor Fields” also focuses on medical images. In this article; the authors proposethe use of new scalar maps based on mathematical morphology operators for segmentingthe corpus callosum represented by means of Diffusion Tensor Imaging. In another articlededicated to segmentation-related research challenges;“Spectral Image SegmentationUsing Image Decomposition and Inner Product-Based Metric”; the,Journal of Mathematical Imaging and Vision,2013,*
Sulfur Hexafluoride Treatment of Used Nuclear Fuel to Enhance Separations,J Gray; R Torres; P Korinko; M Martinez-Rodriguez; J Becnel; B Garcia-Diaz; T Adams,SUMMARY Reactive Gas Recycling (RGR) technology development has been initiated atSavannah River National Laboratory (SRNL); with a stretch-goal to develop a fully dryrecycling technology for Used Nuclear Fuel (UNF). This approach is attractive due to thepotential of targeted gas-phase treatment steps to reduce footprint and secondary wastevolumes associated with separations relying primarily on traditional technologies; so long asthe fluorinators employed in the reaction are recycled for use in the reactors or are optimizedfor conversion of fluorinator reactant. The developed fluorination via SF6; similar to the casefor other fluorinators such as NF3; can be used to address multiple fuel forms anddownstream cycles including continued processing for LWR via fluorination or incorporationinto a aqueous process (eg modified FLUOREX) or for subsequent pyro treatment to be …,*,2012,*
Data Driven Research at LIS: the Laboratory of Information Systems at UNICAMP,Claudia Bauzer Medeiros; André Santanchè; Edmundo RM Madeira; Eliane Martins; Geovane C Magalhâes; Maria Cecilia C Baranauskas; Neucimar J Leite; Ricardo da S Torres,*,Journal of Information and Data Management,2011,*
24th SIBGRAPI Conference on Graphics; Patterns and Images,Thomas Lewiner; Ricardo Torres,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,2011,*
Atomic Force Lithography Of Nano Microfluidic Channels For Verification And Monitoring In Aqueous Solutions,R Torres; A Mendez-Torres; P Lam,The growing interest in the physics of fluidic flow in nanoscale channels; as well as thepossibility for high sensitive detection of ions and single molecules is driving thedevelopment of nanofluidic channels. The enrichment of charged analytes due to electricfield-controlled flow and surface charge/dipole interactions along the channel can lead toenhancement of sensitivity and limits-of-detection in sensor instruments. Nuclear materialprocessing; waste remediation; and nuclear non-proliferation applications can greatlybenefit from this capability. Atomic force microscopy (AFM) provides a low-cost alternative forthe machining of disposable nanochannels. The small AFM tip diameter (< 10 nm) canprovide for features at scales restricted in conventional optical and electron-beamlithography. This work presents preliminary results on the fabrication of nano/microfluidic …,*,2011,*
