A calculus for communicating systems,R MILleR,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,LNCS,1986,1411
A Collaborative Investigation of Program-Analysis-Based Testing and Maintenance,Mary Jean Harrold; Renee Miller; Adam Porter; Gregg Rothermel,Throughout their lifetimes; software systems undergo numerous changes. To make thesechanges; we have to understand these systems; identify and evaluate alternative modication strategies; implement the changes; and validate their correctness. In practice; the costof these activities is enormous 1; 2; 5; 6]. Consider the problem of validating modi edsoftware. One common way to do this is to rerun tests from existing test suites (calledregression testing). Although valuable; this is often very expensive. For instance; somecompanies must release software products for users who speak di erent languages.Typically; they release an initial version and then localize it for speci c languages. Beforereleasing a localized version; they regression test it. Since localized versions must beavailable as soon as possible; regression testing time must be reduced. Another common …,Proc. 2nd Int'l Workshop on Emp. Studies of Softw. Maint.; Bari; Italy; October 3; 1997,1997,10
Big Data Curation.,Renée J Miller,□ Big data is no more exact a notion than big hair□ Data isn't a plural noun like pebbles; it'sa mass noun like dust□ When you've got algorithms weighing hundreds of factors over ahuge data set; you can't really know why they come to a particular decision or whether itreally makes sense,COMAD,2014,9
Schema intension graphs: A formal model for the study of schema equivalence,Renée J Miller; Yannis E Ioannidis; Raghu Ramakrishnan,Abstract We develop a formal data model; the Schema Intension Graph (SIG) model; to aidin understanding the relative information capacity of schémas containing constraints. Thebasic building blocks of the SIG model are sets that may be combined by the nestedapplication of union and product constructors. The model also permits the expression ofbinary relations on sets and simple integrity constraints on these relations. We discuss themotivation used in designing the model and establish some fundamental results on themodel. We consider the problem of constraint implication in the SIG model and give a soundand complete set of implication rules for a subclass of SIG schémas; called simple SIGschémas. The general constraint implication problem is shown to be undecidable. Finally;we consider information capacity preserving translations of a subclass of relational …,*,1994,9
Active repair of data quality rules,Fei Chiang; Renée J Miller,Abstract: The use of data quality rules; which capture business rules and domain constraints;is central to most data quality processes. Poor data quality often arises when the data andthese rules (which are meant to preserve data integrity) become inconsistent. To resolveinconsistencies; organizations often implement specific; sometimes manual; sometimescomputer-aided; cleansing routines to fix the errors. This solution necessitates frequentrepetition of the data cleaning to resolve inconsistencies continually as the data evolves orgrows. It is important to recognize that modern organizations may be as dynamic as theirdata. The business rules; application domain constraints; and data semantics will evolve. Asbusiness policies change; as data is integrated with new sources; and as the underlyingdata evolves; it becomes necessary to manage; evolve; and repair both the data and the …,Proceedings of the 16th International Conference on Information Quality (ICIQ),2011,8
Authorization-transparent access control for XML under the non-Truman model,Yaron Kanza; Alberto O Mendelzon; Renée J Miller; Zheng Zhang,Abstract In authorization-transparent access control; user queries are formulated against thedatabase schema rather than against authorization views that transform and hide data. TheTruman and the Non-Truman are two approaches to authorization transparency where in aTruman model; queries that violate the access restrictions are modified transparently by thesystem to only reveal accessible data; while in a Non-Truman model; such queries arerejected. The advantage of a Non-Truman model is that the semantics of user queries is notchanged by the access-control mechanism. This work presents an access-controlmechanism for XML; under the Non-Truman model. Security policies are specified asparameterized rules formulated using XPath. The rules specify relationships betweenelements; that should be concealed from users. Hence; not only elements; but also edges …,International Conference on Extending Database Technology,2006,8
System and method for schema mappings,*,*,*,2006,8
Limbo: A linear algorithm to cluster categorical data,Periklis Andritsos; Panayiotis Tsaparas; Renщee J Miller; Kenneth C Sevcik,*,*,2003,8
Reverse engineering meets data analysis,Periklis Andritsos; Renée J Miller,We demonstrate how the data management techniques known as On-Line AnalyticalProcessing; or OLAP; can be used to enhance the sophistication and range of softwarereverse engineering tools. This is the first comprehensive examination of the similarities anddifferences in these tasks both in how OLAP techniques meet (or fail to meet) the needs ofreverse engineering and in how reverse engineering can be recast using data analysis. Topermit the seamless integration of these technologies; we extend a multidimensional datamodel to manage dynamically changing dimensions (over which data can be aggregated).We use a case study of the Apache Web server to show how our solutions permit anintegrated view of data; ranging from low level program analysis information to abstract;aggregate information. These high-level abstractions may be provided either by humans …,Program Comprehension; 2001. IWPC 2001. Proceedings. 9th International Workshop on,2001,8
Exploring XML web collections with DescribeX,Mariano P Consens; Renée J Miller; Flavio Rizzolo; Alejandro A Vaisman,Abstract As Web applications mature and evolve; the nature of the semistructured data thatdrives these applications also changes. An important trend is the need for increasedflexibility in the structure of Web documents. Hence; applications cannot rely solely onschemas to provide the complex knowledge needed to visualize; use; query and managedocuments. Even when XML Web documents are valid with regard to a schema; the actualstructure of such documents may exhibit significant variations across collections for severalreasons: the schema may be very lax (eg; RSS feeds); the schema may be large anddifferent subsets of it may be used in different documents (eg; industry standards like UBL);or open content models may allow arbitrary schemas to be mixed (eg; RSS extensions likethose used for podcasting). For these reasons; many applications that incorporate XPath …,ACM Transactions on the Web (TWEB),2010,7
A first step towards integration independence,Laura M Haas; Renée J Miller; Donald Kossmann; Martin Hentschel,Two major forms of information integration; federation and materialization; continue todominate the market; embedded in separate products; each with their strengths andweaknesses. Application developers must make difficult choices among techniques andproducts; choices that are hard to change later. We propose a new design principle;Integration Independence; for integration engines. Integration independence frees theapplication designer from deciding how to integrate data. We then describe a new; adaptiveinformation integration engine that provides the ability to index base data or to materializetransformed data; giving us a flexible platform for experimentation.,Data Engineering Workshops (ICDEW); 2010 IEEE 26th International Conference on,2010,7
LSH ensemble: Internet-scale domain search,Erkang Zhu; Fatemeh Nargesian; Ken Q Pu; Renée J Miller,Abstract We study the problem of domain search where a domain is a set of distinct valuesfrom an unspecified universe. We use Jaccard set containment score; defined as| Q∩ X|/| Q|;as the measure of relevance of a domain X to a query domain Q. Our choice of Jaccard setcontainment over Jaccard similarity as a measure of relevance makes our work particularlysuitable for searching Open Data and data on the web; as Jaccard similarity is known tohave poor performance over sets with large differences in their domain sizes. Wedemonstrate that the domains found in several real-life Open Data and web datarepositories show a power-law distribution over their domain sizes. We present a new indexstructure; Locality Sensitive Hashing (LSH) Ensemble; that solves the domain searchproblem using set containment at Internet scale. Our index structure and search algorithm …,Proceedings of the VLDB Endowment,2016,6
Data Anamnesis: Admitting Raw Data into an Organization.,Sebastian Kruse; Thorsten Papenbrock; Hazar Harmouch; Felix Naumann,Abstract Today's internet offers a plethora of openly available datasets; bearing greatpotential for novel applications and research. Likewise; rich datasets slumber withinorganizations. However; all too often those datasets are available only as raw dumps andlack proper documentation or even a schema. Data anamnesis is the first step of any effort towork with such datasets: It determines fundamental properties regarding the datasets'content; structure; and quality to assess their utility and to put them to use appropriately.Detecting such properties is a key concern of the research area of data profiling; which hasdeveloped several viable instruments; such as data type recognition and foreign keydiscovery. In this article; we perform an anamnesis of the MusicBrainz dataset; an openlyavailable and complex discographic database. In particular; we employ data profiling …,IEEE Data Eng. Bull.,2016,6
The Vivification Problem in Real-Time Business Intelligence: A Vision,Patricia C Arocena; Renée J Miller; John Mylopoulos,Abstract In the new era of Business Intelligence (BI) technology; transforming massiveamounts of data into high-quality business information is essential. To achieve this; two non-overlapping worlds need to be aligned: the Information Technology (IT) world; representedby an organization's operational data sources and the technologies that manage them (datawarehouses; schemas; queries;...); and the business world; portrayed by business plans;strategies and goals that an organization aspires to fulfill. Alignment in this context meansmapping business queries into BI queries; and interpreting the data retrieved from the BIquery in business terms. We call the creation of this interpretation the vivification problem.The main thesis of this position paper is that solutions to the vivification problem should bebased on a formal framework that explicates assumptions and the other ingredients …,International Workshop on Business Intelligence for the Real-Time Enterprise,2012,6
Enabling Real-Time Business Intelligence,Malu Castellanos; Umeshwar Dayal; Renée J Miller,In today's competitive and highly dynamic environment; analyzing data to understand howthe business is performing; and to predict outcomes and trends have become critical. Thetraditional approach to reporting is no longer adequate. Instead users now demand easy-to-use intelligent platforms and applications capable of analyzing realtime data to provideinsight and actionable information at the right time. The end goal is to support better andtimelier decision making; enabled by the availability of up-todate; high-quality information.Although there has been progress in this direction and many companies are introducingproducts toward meeting this goal; there is still a long way to go. In particular; the wholelifecycle of business intelligence requires innovative techniques and methodologies capableof dealing with the requirements imposed by these new generation BI applications. From …,Lecture Notes in Business Information Processing,2010,6
Retrospective on Clio: Schema Mapping and Data Exchange in Practice.,Renée J Miller,Abstract. Clio is a joint research project between the University of Toronto and IBM AlmadenResearch Center started in 1999 to address both foundational and systems issues related tothe management of heterogeneous data. In this talk; I will take a look back over the last eightyears of this project to review its achievements; the lessons learned; and the challenges thatremain.,Description Logics,2007,6
Automatic Curation of Clinical Trials Data in LinkedCT,Oktie Hassanzadeh; Renée J Miller,Abstract The Linked Clinical Trials (LinkedCT) project started back in 2008 with the goal ofproviding a Linked Data source of clinical trials. The source of the data is from the XML datapublished on ClinicalTrials. gov; which is an international registry of clinical studies. Sincethe initial release; the LinkedCT project has gone through some major changes to bothimprove the quality of the data and its freshness. The result is a high-quality Linked Datasource of clinical studies that is updated daily; currently containing over 195;000 trials; 4.6million entities; and 42 million triples. In this paper; we present a detailed description of thesystem along with a brief outline of technical challenges involved in curating the raw XMLdata into high-quality Linked Data. We also present usage statistics and a number ofinteresting use cases developed by external parties. We share the lessons learned in the …,International Semantic Web Conference,2015,5
An evaluation of clustering algorithms in duplicate detection,Bilal Hussain; Oktie Hassanzadeh; Fei Chiang; Hyun Chul Lee; Renée J Miller,HC Lee Content Understanding & Personalization; LinkedIn E-mail: culee@ linkedin. comgration and cleaning of large databases. In this paper; we focus on a class of duplicatedetection algorithms that rely on clustering a similarity graph. Each node in the similaritygraph represents a record and the weight of an edge connecting two nodes reflects theamount of similarity between the corresponding records. The similarity graph can beefficiently constructed using state-of-the-art similarity join techniques. For duplicatedetection; a clustering algorithm over the similarity graph is used to produce sets of recordsthat are likely to represent the same entity. In this paper; we present a framework forevaluating the effectiveness of clustering algorithms for duplicate detection. We present theresults of our extensive evaluation of a wide range of clustering algorithms. Our …,Technical Report CSRG-620; University of Toronto; Department of Computer Science,2013,5
Autodict: Automated dictionary discovery,Fei Chiang; Periklis Andritsos; Erkang Zhu; Renée J Miller,An attribute dictionary is a set of attributes together with a set of common values of eachattribute. Such dictionaries are valuable in understanding unstructured or loosely structuredtextual descriptions of entity collections; such as product catalogs. Dictionaries provide thesupervised data for learning product or entity descriptions. In this demonstration; we willpresent AutoDict; a system that analyzes input data records; and discovers high qualitydictionaries using information theoretic techniques. To the best of our knowledge; AutoDict isthe first end-to-end system for building attribute dictionaries. Our demonstration willshowcase the different information analysis and extraction features within AutoDict; andhighlight the process of generating high quality attribute dictionaries.,Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,5
Semantic Link Discovery over Relational Data,Oktie Hassanzadeh; Anastasios Kementsietsidis; Lipyeow Lim; Renée J Miller; Min Wang,Abstract To make semantic search a reality; we need to be able to efficiently publish largedata sets containing rich semantic structure. We have tools for translating relational andsemi-structured data into RDF; but such translation tools do not have the goal of adding orproviding the kind of semantics necessary to achieve the goals of the Semantic Web andsemantic search over the Web. In this chapter; we present LinQuer; a tool for creatingsemantic links within a data source and between data sources. We focus on link discoveryover structured (relational) data since many Semantic Web sources are the result ofpublishing relational data as RDF and since relational engines provide the scalability andflexibility we need for large scale link discovery. The LinQuer framework is based on thedeclarative specification of linkage requirements by a user. We present algorithms for …,*,2012,4
Debugging data exchange with vagabond,Boris Glavic; Jiang Du; Renée J Miller; Gustavo Alonso; Laura M Haas,In this paper; we present Vagabond; a system that uses a novel holistic approach to helpusers to understand and debug data exchange scenarios. Developing such a scenario is acomplex and labor-intensive process where errors are often only revealed in the targetinstance produced as the result of this process. This makes it very hard to debug suchscenarios; especially for non-power users. Vagabond aides a user in debugging byautomatically generating possible explanations for target instance errors identified by theuser. Schema mappings are declarative constraints that model the relationship between asource and a target schema. Data exchange systems; such as Clio [6]; ORCHESTRA [5];and many others; use schema mappings to produce an instance of the target schema basedon an instance of the source schema. Creating a mapping between two schemata is a …,Proceedings of the VLDB Endowment,2011,4
Scalable Data Integration by Mapping Data to Queries,Martin Hentschel; Donald Kossmann; Daniela Florescu; Laura Haas; Tim Kraska; Renée J Miller,The goal of a data integration system is to allow users to query diverse information sourcesthrough a schema that is familiar to them. However; there may be many different users whomay have dif-ferent preferred schemas; and the data may be stored in data sources whichuse still other schemas. To integrate data; mapping rules must be defined to map entities ofthe data sources to entities of the users' schemas. In large information systems with manydata sources which serve sophisticated applications; there can be many such mapping rulesand they can be complex. The purpose of this paper is to study the per-formance ofalternative query processing techniques for data integration systems with many complexmapping rules. A new approach; mapping data to queries (MDQ); is presented. Throughextensive performance experiments; it is shown that this approach performs well for …,Technical report/[ETH; Department of Computer Science,2009,4
Benchmarking Data Curation Systems.,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,Abstract Data curation includes the many tasks needed to ensure data maintains its valueover time. Given the maturity of many data curation tasks; including data transformation anddata cleaning; it is surprising that rigorous empirical evaluations of research ideas are soscarce. In this work; we argue that thorough evaluation of data curation systems imposesseveral major obstacles that need to be overcome. First; we consider the outputs generatedby a data curation system (for example; an integrated or cleaned database or a set ofconstraints produced by a schema discovery system). To compare the results of differentsystems; measures of output quality should be agreed upon by the community and; sincesuch measures can be quite complex; publicly available implementations of these measuresshould be developed; shared; and optimized. Second; we consider the inputs to the data …,IEEE Data Eng. Bull.,2016,3
Gain control over your integration evaluations,Patricia C Arocena; Radu Ciucanu; Boris Glavic; Renée J Miller,Abstract Integration systems are typically evaluated using a few real-world scenarios (eg;bibliographical or biological datasets) or using synthetic scenarios (eg; based on star-schemas or other patterns for schemas and constraints). Reusing such evaluations is acumbersome task because their focus is usually limited to showcasing a specific feature ofan approach. This makes it difficult to compare integration solutions; understand theirgenerality; and understand their performance for different application scenarios. Based onthis observation; we demonstrate some of the requirements for developing integrationbenchmarks. We argue that the major abstractions used for integration problems haveconverged in the last decade which enables the application of robust empirical methods tointegration problems (from schema evolution; to data exchange; to answering queries …,Proceedings of the VLDB Endowment,2015,3
HOMER: Ontology alignment visualization and analysis,Octavian Udrea; Lise Getoor; Renée J Miller,Abstract. We present HOMER; an analysis and visualization tool for ontology alignment.HOMER features a radial-graph display GUI; a complete execution trace that allows the userto override and navigate to any match decisions during at runtime and a comparison modethat displays multiple alignments in parallel. HOMER contains a builtin plugin for the ILIADSontology alignment algorithm; but other algorithms can be plugged in as well.,International Semantic Web Conference (ISWC),2007,3
A collective; probabilistic approach to schema mapping,Angelika Kimmig; Alex Memory; Lise Getoor,We propose a probabilistic approach to the problem of schema mapping. Our approach isdeclarative; scalable; and extensible. It builds upon recent results in both schema mappingand probabilistic reasoning and contributes novel techniques in both fields. We introducethe problem of mapping selection; that is; choosing the best mapping from a space ofpotential mappings; given both metadata constraints and a data example. As selection hasto reason holistically about the inputs and the dependencies between the chosen mappings;we define a new schema mapping optimization problem which captures interactionsbetween mappings. We then introduce Collective Mapping Discovery (CMD); our solution tothis problem using stateof-the-art probabilistic reasoning techniques; which allows forinconsistencies and incompleteness. Using hundreds of realistic integration scenarios …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,2
DeepSea: Progressive Workload-Aware Partitioning of Materialized Views in Scalable Data Analytics.,Jiang Du; Renée J Miller; Boris Glavic; Wei Tan,ABSTRACT Selective materialization of intermediate query results as views is an effectivemethod for improving query performance. In this paper; we extend this technique toadaptively partition views based on the access patterns of a workload. That is; we collectinformation about the selection conditions of queries at runtime and utilize this information todetermine fragment boundaries for the initial partitioning when materializing a view.Furthermore; we refine view partitions over time based on the selection conditions ofincoming queries. We present a novel cost-benefit model for partitioned views; as well as acandidate view and fragment selection approach-both of which exploit the nature ofpartitioned views by taking the correlation among view fragments into account. Furthermore;we present DeepSea; an implementation of these techniques built on top of Hive. Our …,EDBT,2017,2
Vizcurator: A visual tool for curating open data,Bahar Ghadiri Bashardoost; Christina Christodoulakis; Soheil Hassas Yeganeh; Renée J Miller; Kelly Lyons; Oktie Hassanzadeh,Abstract Vizcurator permits the exploration; understanding and curation of open RDF data;its schema; and how it has been linked to other sources. We provide visualizations thatenable one to seamlessly navigate through RDFS and RDF layers and quickly understandthe open data; how it has been mapped or linked; how it has been structured (and could berestructured); and how deeply it has been related to other open data sources. Moreimportantly; Vizcurator provides a rich set of tools for data curation. It suggests possibleimprovements to the structure of the data and enables curators to make informed decisionsabout enhancements to the exploration and exploitation of the data. Moreover; Vizcuratorfacilitates the mining of temporal resources and the definition of temporal constraints throughwhich the curator can identify conflicting facts. Finally; Vizcurator can be used to create …,Proceedings of the 24th International Conference on World Wide Web,2015,2
VoidWiz: Resolving Incompleteness Using Network Effects,Christina Christodoulakis; Christos Faloutsos; Renée J Miller,If Lisa visits Dr. Brown; and there is no record of the drug he prescribed her; can we find it?Data sources; much to analysts' dismay; are too often plagued with incompleteness; makingbusiness analytics over the data difficult. Data entries with incomplete values are ignored;making some analytic queries fail to accurately describe how an organization is performing.We introduce a principled way of performing value imputation on missing values; allowing auser to choose a correct value after viewing possible values and why they were inferred. Weachieve this by turning our data into a graph network and performing link prediction onnodes of interest using the belief propagation algorithm.,ICDE,2014,2
Cutting the Knot: Explaining the Execution Semantics of Sliding Window Queries over Data Streams,Irina Botan; Roozbeh Derakhshan; Nihal Dindar; Laura Haas; Renee Miller; Nesime Tatbul,Abstract—Despite the availability of several data stream processing engines (SPEs) today; itremains hard to develop and maintain streaming applications. Existing SPEs vary widely intheir data and query models and capabilities. A lack of standards; and the wide (andchanging) variety of application requirements; restrict portability. Users find it difficult to knowwhich system to use; and even to understand the behavior of the system they choose. Ourgoal in this paper is to propose a formalism that can be used to explain a major subset ofthese different behaviors. We first provide an in-depth analysis of the heterogeneity problemacross three well-known and commonly used stream processing systems (two commercialand one academic); focusing on the execution semantics of sliding window queries. We thenpropose a simple yet powerful formal model that captures and explains the core …,ETH Zurich; Computer Science; Tech. Rep.; June,2009,2
Schema mapping,Ariel Fuxman; Renée J Miller,The values in the relations of a relational database are elements of one or more underlyingsets called domains. In practical applications; a domain may be infinite; eg; the set of naturalnumbers. In this case; the value of a relational calculus query when applied to such adatabase may be infinite; eg;{njn! 10}. A query Q is called finite if the value of Q whenapplied to any database is finite. Even when the database domains are finite; all that isnormally known about them is that they are some finite superset of the values that occur inthe database. In this case; the value of a relational calculus query may depend on such anunknown domain; eg;{xj 8yR (x; y)}. A query Q is called domain independent if the value of Qwhen applied to any database is the same for any two domains containing the databasevalues or; equivalently; if the value of Q when applied to a database contains only values …,*,2009,2
Association mining without support thresholds,C Jermain; Renee J Miller,Abstract We revisit the problem of mining for associations from a register transactiondatabase. To ensure the search for associations remains tractable; solutions have typicallymade use of a user-specified (data independent) support threshold. We considerapplications for which such a support threshold is inappropriate or unavailable. We tacklethe intractable problem of finding the most interesting associations without using support toprune the search space. Instead; we propose a novel probabilistic algorithm for finding themost interesting associations without enumerating and counting an exponential number ofalternatives. We demonstrate empirically that our (approximate) solution finds; with highprobability; the most interesting associations.,*,2001,2
Approximate Query Answering in High-Dimensional Data Cubes.,Chris Jermaine; Renee J Miller,Abstract Data mining work has been successful in both compressing and modeling largedata sets with many values. However; the problem of high-dimensions has not beensufficiently addressed. In our work; we develop a new data reduction method that aims tospeed subsequent data analysis by efficiently constructing a high-dimensional; jointprobability distribution. This distribution summarizes the data by identifying subspaces thatare the most unexpected. That is; we find regions that have many more or many fewer datapoints than expected. Our proposed data reduction method is defined with the inherentcomputational complexity of high-dimensional search in mind; and lends itself to efficientapproximation. We present results illustrating the effectiveness of this method in findingaccurate approximate answers to high dimensional data cube queries.,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,2000,2
VIQS: Visual Interactive Exploration of Query Semantics,Christina Christodoulakis; Eser Kandogan; Ignacio G Terrizzano; Renée J Miller,Abstract Analytics platforms such as IBM's Watson Analytics TM are collecting metadataabout their use; including user queries on uploaded datasets. The analysis of this metadatamay be valuable in improving services; such as query recommendation and automatic datavisualization. However; analysis of metadata is difficult not only in terms of scale but also interms of complexity. Generalizing and exploring query patterns across users and datasets ischallenging. Abstractions are likely to help bridge differences in specifics (eg; column namesand query details); particularly in semantics. For example; a single query;" What is the trendof sales over year?" could be abstracted in many different ways (eg;" What is the trend offinancial gain over time?"). In this paper; we describe our process of creating a dataset ofquery semantics; starting from initial metadata extraction from query logs to semantic …,Proceedings of the 2017 ACM Workshop on Exploratory Search and Interactive Data Analytics,2017,1
BARt in Action: Error Generation and Empirical Evaluations of Data-Cleaning Systems,Donatello Santoro; Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti,Abstract Repairing erroneous or conflicting data that violate a set of constraints is animportant problem in data management. Many automatic or semi-automatic data-repairingalgorithms have been proposed in the last few years; each with its own strengths andweaknesses. Bart is an open-source error-generation system conceived to support thoroughexperimental evaluations of these data-repairing systems. The demo is centered aroundthree main lessons. To start; we discuss how generating errors in data is a complex problem;with several facets. We introduce the important notions of detectability and repairability of anerror; that stand at the core of Bart. Then; we show how; by changing the features of errors; itis possible to influence quite significantly the performance of the tools. Finally; we concretelyput to work five data-repairing algorithms on dirty data of various kinds generated using …,Proceedings of the 2016 International Conference on Management of Data,2016,1
Error Generation for Evaluating Data Cleaning Algorithms,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,ABSTRACT We address the problem of generating errors within clean databases for thepurpose of benchmarking data-cleaning and data-repairing algorithms. Our goal is toprovide users with the highest possible level of control over the error generation processand at the same time develop a solution that scales to large databases. This is challenging;because the error generation problem is NP-complete. The main technical contribution ofthis paper is to develop an efficient PTIME algorithm which sacrifices completeness in anintelligent fashion that allows us to succeed under reasonable assumptions. However;scaling to databases with millions of tuples requires additional non-trivial optimizationsincluding exploiting a symmetry property of data quality constraints.,*,2015,1
Automated dictionary discovery for the online marketplace,Fei Chiang; Renée J Miller,Abstract Shopping online has become a prolific activity as the number of online vendors andconsumers continue to rise each year. In 2009; almost $15 billion in goods and serviceswere ordered online by Canadians [1]. About 53% of these consumers' window shop'bydoing product research before actually making a purchase. Therefore; it is important thatonline vendors provide up-to-date and accurate product information to assist users inmaking educated decisions. In this poster; we present a tool that discovers product features;which will assist vendors and consumers to more accurately compare products in the onlinemarketplace,Proceedings of the 2012 iConference,2012,1
Information Integration: a Vision for Integration Independence and Linking Open Data.,Renée J Miller,To integrate information; data in different formats; from different; potentially overlappingsources; must be related and transformed to meet the users' needs. Ten years ago; Cliointroduced a new paradigm for creating declarative schema mappings to describe therelationship between data in heterogeneous schemas. This enabled powerful tools formapping discovery and integration code generation; greatly simplifying the integrationprocess. In this talk; I take a look at where our field was a decade ago and where it is now interms of support for data integration. I share a vision for raising the level of abstractionfurther; to better isolate applications from the details of how the integration is accomplished.Integration independence allows applications to be independent of how; when; and whereinformation integration takes place; making materialization and the timing of …,AMW,2010,1
Encore un outil de découverte de correspondances entre schémas xml,Fabien Duchateau; Remi Coletta; Zohra Bellahsene; Renee J Miller,Dans cet article; nous présentons YAM (pour Yet Another Matcher); une fabrique d'outils demise en correspondance de schémas. YAM n'est pas un autre outil de découverte decorrespondances mais plutôt un générateur d'outils de découverte de correspondances enfonction des besoins de l'utilisateur. Ces besoins incluent notamment une préference entreprécision et rappel ainsi que des données d'entrainement (un ensemble de correspodancesdonnées par un expert ou un domaine d'intérêt). YAM utilise une base de connaissancesqui contient un ensemble (potentiellement grand) de mesures de similarité et de classifieurs.D'apres les besoins de l'utilisateur; YAM apprend appliquer ces outils (mesures de similaritéet classifieurs) afin d'obtenir la meilleure qualité possible. Dans cette démonstration; lesutilisateurs appliqueront YAM avec différents besoins pour produire le meilleur outil de …,*,2009,1
Integrating schema integration frameworks; algebraically,Zinovy Diskin; Steve Easterbrook; Renée Miller,Abstract The paper presents a framework; in which the main concepts of schema and dataintegration can be specified both semantically and syntactically in an abstract data-modelindependent way. We first define what are schema matching and integration semantically; interms of sets of instances and mappings between them. We also define a schema matchingand integration syntactically; and introduce a procedure (the how) for computing theintegration of matched schema according to the syntactical definition in fairly abstract terms.The main theorem of the paper states that the result of syntactical integration satisfies thesemantic definition and; hence; does produce what we really need. We show how thisframework unifies the approach taken in at least five other schema integration proposals andfills in some important gaps in these proposals. Viewed in a broader perspective; the …,Technical Report CSRG-583; Department of Computer Science,2008,1
System and Method for Translating Data from a Source Schema to a Target Schema,*,*,*,2004,1
Using Categorical Clustering in Schema Discovery.,Periklis Andritsos; Renée J Miller,ABSTRACT Most techniques for managing relational schemas assume a given schema thatadequately models the data [1]. However; we know that in practice; the semantics of the datamay evolve over time and its schema (the data structures and constraints) is not alwaysupdated to reflect these changes [5]. Common examples include the overloading of tables tostore facts of different types (for example; an order table originally designed to store serviceorders may be used to store various product orders as a company expands the scope of itsbusiness). Similarly; the semantics (typically represented as constraints) may evolve;perhaps because new data does not share the original semantics or because the fullsemantics were not captured in the original legacy design. Our long term research goal is tofind techniques for discovering schemas that fit the data. In this work; we are taking an …,IIWeb,2003,1
Provenance management for frequent itemsets,Javed Siddique; Boris Glavic; Renée J Miller,ABSTRACT Provenance has been studied extensively for relational queries and shown tobe important in revealing the origin and creation process of data that has been produced bypotentially complex relational transformations. Provenance for the results of data miningoperators in contrast has not been considered. We argue that provenance offers the samebenefits for mining as for relational queries; eg; it allows us to track errors caused byincorrect input data. We consider the most common mining operator; frequent itemsetmining; and introduce two types of provenance (why-and i-provenance) for this operator. Weargue that the concept of why-provenance for relational queries can be adapted for frequentitemsets; but that it poses new computational challenges due to the nature of itemset miningand the size of why-provenance. We address these challenges in two ways. First; we …,*,*,1
Data Quality: The Role of Empiricism,Shazia Sadiq; Tamraparni Dasu; Xin Luna Dong; Juliana Freire; Ihab F Ilyas; Sebastian Link; Miller J Miller; Felix Naumann; Xiaofang Zhou; Divesh Srivastava,Abstract We outline a call to action for promoting empiricism in data quality research. Theaction points result from an analysis of the landscape of data quality research. Thelandscape exhibits two dimensions of empiricism in data quality research relating to type ofmetrics and scope of method. Our study indicates the presence of a data continuum rangingfrom real to synthetic data; which has implications for how data quality methods areevaluated. The dimensions of empiricism and their inter-relationships provide a means ofpositioning data quality research; and help expose limitations; gaps and opportunities.,ACM SIGMOD Record,2018,*
The Future of Data Integration,Renée J Miller,Abstract The value of data explodes when it is integrated. In this talk; I present someimportant innovations in data integration over the last two decades. These include dataexchange [1]; which provides a foundation for reasoning about the correctness oftransformed data; and the use of declarative mappings in integration [2]. I discuss how datamining has been used to facilitate data integration; including constraint discovery [3];mapping discovery [4]; and in schema discovery to combat database decay and facilitateintegration [5; 6]. I present some important new data integration challenges that arise in datascience. These include the use of mining for query and visualization recommendation overmassive data lakes [7] and data set search; finding datasets of interest at interactive speeds[8].,Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2017,*
Interactive navigation of open data linkages,Erkang Zhu; Ken Q Pu; Fatemeh Nargesian; Renée J Miller,Abstract We developed T oronto O pen D ata S earch to support the ad hoc; interactivediscovery of connections or linkages between datasets. It can be used to efficiently navigatethrough the open data cloud. Our system consists of three parts: a user-interface provided bya Web application; a scalable backend infrastructure that supports navigational queries; anda dynamic repository of open data tables. Our system uses LSH Ensemble; an efficient indexstructure; to compute linkages (attributes in two datasets with high containment score) in realtime at Internet scale. Our application allows users to navigate along these linkages byjoining datasets. LSH Ensemble is scalable; providing millisecond response times forlinkage discovery queries even over millions of datasets. Our system offers users a highlyinteractive experience making unrelated (and unlinked) dynamic collections of datasets …,Proceedings of the VLDB Endowment,2017,*
