Database System Concepts,A Silberschatz; HF Korth; S. Sudarshan,*,*,2011,4029
Edge locks and deadlock avoidance in distributed systems,Henry F Korth,Abstract Two locking protocols are defined for distributed database systems. One protocolprovides deadlock avoidance without the need to roll back transactions. The other allows auseful weakening of the protocol in which only a limited class of easily handled deadlocksmay occur. The protocols are capable of handling replicated as well as partitioned data. Likethe centralized protocol on which they are based; the protocol of this paper permits lockingat multiple granularities and allows collections of locks to be constructed to correspond to anarbitrary collection of database operations. Special provisions are made in the protocol toallow readers; and in particular; readers that touch data at only one site; to execute with lesslocking overhead than writers. Following the description of the protocol; comparisons aremade between the protocol of this paper and other protocols previously published that …,Proceedings of the first ACM SIGACT-SIGOPS symposium on Principles of distributed computing,1982,6
An experimental distributed database system,Brent T Hailpern; Henry F Korth,*,*,1982,6
System/U: A progress report,Henry F.  Korth,*,Proceedings XP/2 Conference,1981,6
Metadata for structured document datasets,Henry F Korth; Dezhao Song; Jeff Heflin,ABSTRACT In order for a large dataset of documents to be usable by document analysts; thedataset must be searchable on document features and on the results of prior analytic work.This paper describes a work-in-progress to develop such a document repository. Wedescribe the types of data we plan to maintain regarding both the documents themselvesand analyses performed on those documents. By storing the provenance of all metadatapertaining to documents; the repository will allow researchers to determine dependencyrelationships among document analyses. Our ultimate goal is to enable geographicallyseparated teams of researchers to collaborate in large document analysis efforts.,Proceedings of the 8th IAPR International Workshop on Document Analysis Systems,2010,5
The DataBlitz Main-Memory Storage Manager: Architecture; Performance; and Experience,Jerry D Baulier; Philip Bohannon; Amit Khivesara; Henry F Korth; Rajeev Rastogi; Avi Silberschatz; S Sudarshan; Brian Sayrs,ABSTRACT General-purpose commercial database systems; though widely used; fail tomeet the performance requirements of applications requiring short; predictable responsetimes; and extremely high throughput rates. As a result; most high performance applicationsare custom designed and lack the flexibility needed to adapt to unforeseen; evolvingrequirements. In the military domain; command centers often contain numerous “stovepipe”systems unable to share data easily. The need for improved data management is apparentwith the rapid growth of communication networks and the increasing demand by end usersfor network-centric solutions that require flexibility and high performance. These applicationsshare the need for real-time response to a dynamically changing external environment; theneed to store a substantial amount of data; and the need to process transactions that …,The VLDB Journal,1998,5
Silberschatz;(1991),H Korth,*,Database System Concepts,1995,5
SILBERSCHATZ; Abraham,Henry Korth; S Sudarshan,*,Sistema de Banco de Dados; Marron; SP,1994,5
Mobile Computing: Fertile Research Area or Black Hole?,Henry F Korth; Tomasz Imielinski,Abstract Mobile communication and mobile computing are emerging as a critical technologyfor the 1990s. Issues in mobile computing will; in our opinion; have a profound impact ondata management research. The panel will include discussion of issues in mobile computingwith a focus on data management-specific issues. This pnncl provides a forum for discussingwhich of these issues are truly new research areas and which are straightforwardapplications of known results.,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,1993,5
A transaction model for heterogeneous distributed database systems,S Mehrotra; R Rastogi; HF Korth; A Silberschatz,*,Proceedings of the Twelfth International Conference on Distributed Computing Systems; Yokohoma; Japan,1992,5
Encapsulation of transaction management in object databases,HF Korth; G Speegle,*,Proceedings of the OOPSLA/ECOOP,1990,5
A deadlock-free; variable granularity locking protocol,Henry F Korth,ABS. TRACT A new solution is proposed for the problem of preserving eonsistency in adatabase accessed concurrently by many processes. The solution is an extemion of theprotocol of Gray; ct a1. l19751. A hierarchy of locks in comtrueted on the data to implemen~th® protocol; but the protocol doell not depend on the physical organiM; tiem of the dah.. Theprimary featurell or the proposal are serializability I deadlock freedom and the ability to lockdata at a variety of granulru-itiea. The protocol i8 dCBignflld to work on an al'biti'r. rycollection of lock modem.,Proc. 5th Berkeley Conf. Distributed Data Management and Computer Networks,1981,5
Database System Concept,A Silberzchatz; H Korth; S Sudarshan,*,*,*,5
Silberschatz; 1991; An optimistic commit protocol for distributed transaction management,E Levy; H Korth,*,Pro. of ACM SIGMOD Conf,*,5
Computer implemented method and apparatus for providing a logical point of access to one or more files,*,A method and apparatus for communicating files over a communications network in whichlinks to files; such as hyperlinks; comprise a multilink. A multilink is a hyperlink associatedwith a plurality of electronic addresses; each leading to a different physical file. Selection ofa multilink results in the generation of a menu of options for all of the different files that canbe returned to the client corresponding to the selected multilink. Selection of an optionresults in returning of the associated file to the client.,*,2006,4
ROLEX: relational on-line exchange with XML,Philip Bohannon; Xin Luna Dong; Sumit Ganguly; Henry F Korth; Chengkai Li; PPS Narayan; Pradeep Shenoy,To achieve this; ROLEX is integrated tightly with both the DBMS and the application througha standard interface supported by most XML parsers; the Document Object Model (DOM).Thus; in general; an application need not be modified to be used with ROLEX. With theDBMS providing performance qualitatively similar to cached data; XML applications can relyon it for concurrency control and recovery services. To support our integration model andperformance goals; ROLEX is built on the DataBlitz TM Main-Memory Database System;allowing us to capitalize on low-latency access to data while still providing concurrencycontrol and recovery [1]. The DOM interface supports the expected navigation functions:parent-to-child; child-to-parent; and sibling-to-sibling. Adom interface to an XML view querysupports all the DOM operations and behaves as if the user were navigating the XML …,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,4
Correction to" how electrode size affects the electrical potential distribution in cardiac tissue".,Bradley J Roth,The numerical simulation in the above paper [1] contains an error caused by a mistake in thecomputer program; which changes the quantitative but not qualitative results. The revisedFigs. 3 and 4 are shown here. In Fig. 4; the ratio Dpeak= Hpeak for large electrodesapproaches a value of about 30; which is significantly larger than the value of about 3 in theoriginal manuscript; and implies that the model is less likely to explain the experimentallyobserved ratio of anodal and cathodal thresholds.,IEEE Trans. Biomed. Engineering,2002,4
MOBIDATA-NSF Workshop on Mobile and Wireless Information Systems Workshop Report,T Imielinski; H Korth,The NSF Workshop on Mobile and Wireless Information Systems was designed to provide aforum to assess the current state of the art of information management in a wirelessenvironment; and to evaluate future directions of research in this area. The interest in thisworkshop was well beyond the original expectations of the organizers. There were 68attendees; representing industry; academia; and government. Despite the short duration ofthe workshop (one day); it attracted attendees from throughout the United States andCanada; as well as Europe and Japan.,NSF Workshop on Mobile and Wireless Information Systems Workshop,1995,4
Systèmes de gestion des bases de données,Henry F Korth; Abraham Silberschatz; Bernard Loubières,*,*,1988,4
Database System Concepts. Advanced Computer Science Series,Henry F Korth; Abraham Silberschatz,*,*,1978,4
SILBERSCHATZ;(1994): Fundamentos de bases de datos,H Korth,*,*,*,4
Henry y Abraham Silberschatz,F Korth,*,Fundamento de bases de datos,*,4
Database Management,A Silberschatz; HF Korth; S Sudarshan,*,*,2002,3
Database management systems,Abraham Silberschatz; Henry F Korth; S Sudarshan,*,*,1998,3
Optimistic protocols for replicated databases,Y Breitbart; HF Korth; A Silberschatz,*,*,1997,3
Efficient global transaction management in multidatabase systems,Sharad Mehrotra; Rajeev Rastogi; Yuri Breitbart; Henry F Korth; Abraham Silberschatz,Abstract Concurrency control schemes for ensuring global serial-izability in a multidatabasesystem (MDBS) environment are complicated due to the autonomy of local databasemanagement systems (DBMSs). In this paper; we develop concurrency control schemes; forthe MDBS environment; that are simple; permit a high degree of concurrency and incurminimal overhead under two different assumptions on the nature of schedules produced bythe local DBMSs:(1) each local DBMS produces rigorous schedules;(2) each local DBMSproduces strongly recoverable schedules. Our interest in rigorous schedules stems from thefact that the majority of commercial DBMSs offer a concurrency control protocol thatgenerates rigorous schedules. However; the class of rigorous schedules is quite restrictivein terms of the amount of concurrency permitted. We; therefore; also consider the class of …,Proceedings of the 3rd International Conference on Database Systems for Advanced Applications (DASFAA),1993,3
An architecture for large multidatabase systems,Sharad Mehrotra; Henry F Korth; Avi Silberschatz,Abstract Over the past decade; substantial research has been done towards developingtransaction management algorithms for multidatabase systems. Most of these research eorts have concentrated on the problems that arise due to the heterogeneity and theautonomy of the various local databases that are integrated into a multidatabaseenvironment. One issue that has been relatively ignored is that of the architecture ofmultidatabase systems. We believe that a large multidatabase system spanning multipleorganizations that are distributed over various geographically distant locations will not bedeveloped as a single monolithic system. Rather; it will be developed hierarchically. As aresult; the transaction management algorithms followed by a multidatabase system must becomposable in such a way that it is feasible to incorporate individual multidatabase …,*,1993,3
Serializability among autonomous transaction managers,Nandit Soparkar; Henry F Korth; Avi Silberschatz,Abstract Ensuring the serializability of transaction executions in an environment consisting ofseveral autonomous sites is a current research effort. While several ad hoc schemes havebeen proposed that are sufficient to ensure serializability; it is not clear what conditions arenecessary. We explore this question in an attempt to delineate those classes of concurrencycontrol protocols that exist at local sites that may be integrated. Our research indicates theexisting or future protocols that are amenable to integration; and also suggests the means todo so. We provide a characterization for integrating the transaction schedules fromautonomous sites in a manner similar to that used in centralized concurrency control.,*,1992,3
Time-Constrained Transaction Scheduling,Nandit Soparkar; Henry F Korth; Avi Silberschatz,Abstract Time-constrained transaction management incorporates temporal considerationsinto the transaction and scheduling model. In such a model; transactions are expected tomeet certain time constraints with respect to their invocation and execution times. Mostexisting research deals with the performance evaluation aspect of deadline-basedtransaction executions using ad hoc heuristics. This paper presents a model on which tobase the scheduling and correctness criteria for time-constrained transaction managementin a centralized computing environment. Our model permits a rigorous study of thescheduling problems that arise when temporal factors are explicitly taken into account. Wepresent some of our research results for scheduling; and discuss several relevant issuesregarding the domain of time-constrained transaction management. 3 Work supported by …,*,1992,3
Techniques for failure-resilient transaction management in multidatabases,Nandit Soparkar; Henry F Korth; Abraham Silberschatz,Abstract The ensuring of correct transaction executions in practical multidatabase systems isa difficult problem; since few changes are permissible in the constituent local databasesystems to accommodate the demands of the distributed environment. In this paper; weshow that the preservation of two aspects of local autonomy-the degrees of control over thetransactions by the sites (execution autonomy); and the multidatabase system (controlautonomy)-has implications with regard to the correct executions of transactions in amultidatabase system that is susceptible to failures. The relationship between the localautonomy and achieving correct executions sheds some light on the reasons behind someof the difficulties that have been encountered in previous research. We show that fortransaction management in multidatabases; certain trade-offs must be made in order to …,*,1991,3
Optimistic commit in multidatabase systems,HF Korth; E Levy; A Silberschatz,*,Position paper at the Workshop on Multidatabases and Semantic Interoperability. Tulsa; Oklahoma,1990,3
Computer science in liberal arts colleges,RL Scot Drysdale; Henry F Korth; Allen B Tucker,When a liberal arts college decides to include computer science as one of its academicdisciplines; a number of questions arise. What is an appropriate curriculum? What sort oflaboratory support does this new discipline need? How does a small liberal arts schoolattract; retain; and evaluate faculty in this area? Do computer science faculty become aseparate department or remain joined with mathematics or some other discipline? In short;what must be done to put computer science on equal footing with mathematics and otherscientific disciplines? This paper addresses these questions.,Computer Science Education,1988,3
Database System Concepts. 1996,A Silberschatz; HF Korth; S Sudarshan,*,*,*,3
Introduction to Data base Management System,Abraham Silberschatz; Henry F Korth; S Sudarshan,Similar to types and variables in programming languages Schema–the logical structure ofthe database eg; the database consists of information about a set of customers and accountsand the relationship between them) Analogous to type information of a variable in a programPhysical schema: database design at the physical level Logical schema: database design atthe logical level Instance–the actual content of the database at a particular point in timeAnalogous to the value of a variable Physical Data Independence–the ability to modify thephysical schema without changing the logical schema Applications depend on the logicalschema In general; the interfaces between the various levels and components should bewell defined so that changes in some parts do not seriously influence others.,*,2016,2
Parallel Databases,A Silberschatz; HF Korth; S Sudarsham,∎ Node consists of a processor; memory; and one or more disks. Processors at one nodecommunicate with another processor at another node using an interconnection network. Anode functions as the server for the data on the disk or disks the node owns.∎ Examples:Teradata; Tandem; Oracle-n CUBE∎ Data accessed from local disks (and local memoryaccesses) do not pass through interconnection network; thereby minimizing the interferenceof resource sharing.∎ Shared-nothing multiprocessors can be scaled up to thousands ofprocessors without interference.,Database System Concepts,2011,2
An Optimistic Concurrency Control Protocol for Replicated Databases,Yuri Breitbart; Henry F Korth; Avi Silberschatz,Abstract This paper presents an optimistic approach to transaction management forreplicated databases. We propose a new transaction management protocol that guaranteesglobal serializability and freedom from distributed deadlocks without relying on anyproperties of the DBMSs running at the local sites. In comparison to prior protocols; thisprotocol reduces the communication required to coordinate transactions by a factor of r;where r is the average number of operations per transaction. We also considerimplementation issues in reducing message overhead and discuss failure recovery. Ourapproach is based on the concept of virtual sites introduced in Breitbart and Korth (Proc.SIGACT-SIGART-SIGMOD Symp. Principles of Database Systems; pages 173–184; Tucson;AZ; 1997; J. Computer and System Sciences; 59 (1): 29–69; 1999). The optimistic …,Fundamental Problems in Computing: Essays in Honor of Professor Daniel J. Rosenkrantz,2009,2
Updating XML views of relational data,XL Dong; P Bohannon; HF Korth; P Narayan,*,submitted for publication,2003,2
Distributed Databases,Y Breitbart; HF Korth; A Silberschatz; S Sudarshan,overview of transaction processing. This follows with a description of concurrency controland distributed commit pro-The importance of information in most organizations has led tothe development of a large body of concepts and techniques cessing. The section entitled''Replication of Data''describes replication issues in a distributed database system. Thisartifor the efficient management of data. Distributing data across sites or departments in anorganization allows those data to cle concludes with an annotated list of key material forfurther study. reside where they are generated or are most needed; but still to be accessiblefrom other sites and from other departments. A distributed database system (DDS) is asoftware system that Distributed Database System Overview gives users transparent accessto data; along with the ability To illustrate a distributed database system; let us consider a …,Wiley Encyclopedia of Electrical and Electronics Engineering,1999,2
Autonomous transaction managers in responsive computing,Nandit Soparkar; Henry F Korth; Avi Silberschatz,Abstract Transaction systems are designed to facilitate the design of applications indistributed; failure-prone environments. Typically; mechanisms are provided as part of thetransaction management system to relieve the application designers of managingconcurrent executions and unexpected failures. Additionally; providing adequate real-timeresponsiveness in such systems necessitates the distributed autonomous management ofthe transaction executions—due to the reason that a centralized approach would beinefficient and highly sensitive to the failure of a single site. Ensuring the logical correctnessof concurrent transaction executions in terms of maintaining serializability in an environmentconsisting of several autonomous sites is a current research effort. While several schemeshave been proposed that are sufficient to ensure serializability; the particular conditions …,*,1995,2
University of Texas at Austin,Wolfgang Tölle; Jason Yasner; Michael Pieper,Campus Computers: at the Center for High Performance Computing there are two Cray 1 (aCray 1 X-MP/24 running COS and a Cray 1 X-MP/14se running UNICOS); attheComputation Center there are dual CDC Cyber-170n50; six VAX-l1n80; IBM 3081D; IBM4341; over 3000 Macintoshes; several hundred IBM PCs. At the Houston Area ResearchCenter there is a NEC SX-2 available via NSFnet.,*,1993,2
Trading control autonomy for reliability in Multidatabase Transactions,Nandit Soparkar; Henry F Korth; Avi Silberschatz,Abstract This paper deals with the problem of ensuring correct (ie; atomic; serializable; anddurable) transaction executions in a distributed multidatabase system where few changesare permissible in the constituent local database systems to accommodate the demands ofthe distributed environment. The degree of control over the transactions by the sites(execution autonomy) and by the multidatabase software (control autonomy) are examinedto highlight the trade-offs necessary to obtain correct executions. We propose techniquesthat infringe upon control autonomy in order to provide fault-tolerant transactionmanagement without restricting the types of transactions allowed; and which need minimalchanges to be made to the existing systems. These techniques allow a large number ofconcurrency control protocols to be handled; and local execution autonomy to be …,*,1991,2
Semantics and Implementation of Schema Evolution in Object-Oriented Database,J Bancrjcc; W Kim; H Kim; HF Korth,*,Proceedings of SIGMOD,1987,2
PICASSO: a graphical query language for naive end users,Hyoung-Joo Kim; Henry F Korth; Avi Silberschatz,*,*,1985,2
T~ ansactions and Concurrency Control in CAD Databases,F Bancilhon; W Kim; HF Korth,*,Proc.} EEE,1985,2
Design of a document filing and retrieval system,Richard P King; Henry K Korth; Barry E Willner,Abstract This paper describes a scheme for secondary-key-based data retrieval. Thescheme is designed for a document filing and retrieval system in which documents are filedunder a large number of keys; but queries specify only a few keys. As this work is based onmicrocomputers with virtual memory; the primary objective was minimization of page faults;with processing speed and simplicity of code also of critical importance. Initial experimentswith the scheme indicate good performance with respect to both processing time andpaging.,ACM SIGMIS Database: the DATABASE for Advances in Information Systems,1984,2
System/U: A system based on the universal relation assumption,HF Korth; JD Ullman,*,XP1 Workschop on Relational Database Theory; State University of New York; Stonybrook; NY,1980,2
A proposal for the SYSTEM/U query language,HF KORTH,*,Unpublished memorandum; Stanford Univ.; Stanford; Calif,1980,2
Database System concepts . 2001; WCB,A Silberschatz; HF Korth; S Sudarshan,*,*,*,2
A Siberschatz An Optim istic comm it protocol for dis· tr. buted tratasaction nlatlagenlent,E Levy; HF Korth,*,The ACM SIGM OD lnt’I Conf OD Manage—ment of Data,*,2
The Atomic Manifesto: a Story in Four Quarks,Cliff Jones; David Lomet; Alexander Romanovsky; Gerhard Weikum; Alan Fekete; Marie-Claude Gaudel; Henry F Korth; Rogerio de Lemos; Eliot Moss; Ravi Rajwar; Krithi Ramamritham; Brian Randell; Luis Rodrigues,Abstract This report summarizes the viewpoints and insights gathered in the DagstuhlSeminar on Atomicity in System Design and Execution; which was attended by 32 peoplefrom four different scientific communities: database and transaction processing systems; faulttolerance and dependable systems; formal methods for system design and correctnessreasoning; and hardware architecture and programming languages. Each communitypresents its position in interpreting the notion of atomicity and the existing state of the art;and each community identifies scientific challenges that should be addressed in future work.In addition; the report discusses common themes across communities and strategic researchproblems that require multiple communities to team up for a viable solution. The generaltheme of how to specify; implement; compose; and reason about extended and relaxed …,Dagstuhl Seminar Proceedings,2004,1
New focal points for research in database systems,Henry F Korth,There is a broad consensus that emerging applications of database technology andconcepts have generated new research domains that are of both scientific interest andsubstantial economic value. To a large extent; the recent``Lagunita-II''report (DatabaseResearch: Achievements and Opportunities into the 21st Century; Silberschatz; Stonebraker;and Ullman; eds.) addresses these issues. Beyond the technical issues; there is thenecessary matter of explaining to nontechnical decision-makers in government; industry;and elsewhere the possibilities opened up by database systems research--both prospectivefuture research as well as research already completed.This latter concern leads me tostructure my remarks not along technical subdisciplines but rather into two broad areas:commercial information systems and consumer information systems. The former address …,ACM Computing Surveys (CSUR),1996,1
Strict Histories in Object-Based Database,Rajeev Rastogi; Henry F Korth; Avi Silberschatz,Abstract In order to ensure the simplicity of recovery in an object-based database systemenvironment; the notion of a strict history containing operations that are semantically richerthan read and write operations is of vital importance. A strict history is one in which recoveryfor aborted operations can be performed by simply executing their inverse operations. In thispaper; we develop concurrency control schemes based on commutativity betweenoperations and inverses of operations for efficiently ensuring that histories are strict. Weshow that in schemes based on commutativity; the time complexity for scheduling anoperation for execution is linear in the number of operations that have neither committed noraborted in the history. We also utilize the weakest precondition of operations in order to statenecessary and sufficient conditions for ensuring that scheduling an operation for …,*,1992,1
Transaction Management for Distributed Multidatabases,Nandit Soparkar; Henry F Korth; Abraham Silberschatz,Abstract Correctly managing transaction executions in a system of autonomous databases isa difficult problem. The various solutions studied in the past seldom address the importantfailures that may occur in a distributed system of this nature. This paper proposes a newparadigm for transaction management for failure-prone environments with minimal changesmade to the existing systems. The development process for the scheme is simple; a largevariety of concurrency control schemes may be handled; and the approach is able to toleratefailures of both sites and the communication system. Also; ways are proposed to profitablyuse new communications technology; and to use the existing storage and retrieval facilitiesso as to reduce the costs of the integration. 3 This material is based in part upon worksupported by the Texas Advanced Research Program under Grant No. 4355 and by the …,*,1992,1
An Optimistic Commit Protocol for Distributed Transaction Management,Henry F Korth; Eliezer Levy; Avi Silberschatz,Abstract A major disadvantage of the two-phase commit (2PC) protocol is the potentialunbounded delay that transactions may have to endure if certain failures occur. Bycombining a novel use of compensating transactions along with an optimistic assumption;we propose a revised 2PC protocol that overcomes these difficulties. In the revised protocol;locks are released when a site votes to commit a transaction; thereby solving the indefiniteblocking problem of 2PC. Semantic; rather than standard; atomicity is guaranteed as theeffects of a transaction that is finally aborted are undone semantically by a compensatingtransaction. Relaxing standard atomicity interacts in a subtle way with correctness andconcurrency control issues. Accordingly; a correctness criterion is proposed that is mostappropriate when atomicity is given up for semantic atomicity. The correctness criterion …,*,1990,1
Oonix: an object-oriented unix shell,EC Bueche; MT Franklin; ER Holley; HF Korth; GC Sheppard,Oonix is a user interface to the Unix operating system that offers the user an iconic; object-oriented environment. A preliminary version of Oonix; running on a Sun-3 workstation andinterfacing with Sun-Windows is described. Issues in the user interface; the Unix interface;and the internal structure of Oonix itself are described. Performance questions areconsidered; and techniques built into Oonix for efficiency as well as improvements that areeither planned or in development are described. Object-orientation as a paradigm foroperating-system interfaces is compared with alternative paradigms.,System Sciences; 1989. Vol. II: Software Track; Proceedings of the Twenty-Second Annual Hawaii International Conference on,1989,1
A Theory o,HF Korth; MA Roth; A Sflberschatz,*,Non-Ftrst-Normal-Form Relahonal Database,1984,1
Ontology (information science),A braham Silberschatz; Henry F Korth; S Sudarshan,*,JSON 195 XML 204 Web Ontology Language 216 Resource Description Framework 226,*,1
Hank Korth Speaks Out on two-career issues; why not to write a book in the beginning of your career; and more by Marianne Winslett and Vanessa Braganholo,Hank Korth,*,*,2013,*
HAPPY NEW YEAR HAPPY NEW YEAR 2010,Abraham Silberschatz; Henry F Korth; S Sudarshan,*,*,2010,*
Relational Database Design,Avi Silberschatz; Henry F Korth; S Sudarshan; IDS KwangHyun,Page 1. Chapter 7 : Relational Database Design Database System Concepts 4th Edition AviSilberschatz; Henry F. Korth; S. Sudarshan 2008. 1. 14 Presented by Nam; KwangHyun; IDS Lab.;Seoul National University Page 2. Chapter 7 : Relational Database Design Relational DatabaseDesign □ First Normal Form □ Pitfalls in Relational Database Design □ Functional Dependencies□ Decomposition □ Boyce-Codd Normal Form –Copyright  2008 by CEBT □ Boyce-CoddNormal Form □ Third Normal Form □ Multivalued Dependencies and Fourth Normal Form □Overall Database Design Process Page 3. Normalization □ Attribute들간의 종속성을 분석해서하나의 종속성이 하나의 relation으로 표현되도록 decompose (schema transformation) 하는 과정 ∎궁극적으로는 현실 세계의 관계(종속성)을 보다 더 자연스럽게 표현 하기 위한 과정 □ Schematransformation principle –Copyright  2008 by CEBT …,*,2008,*
. Database 18. Database System Architecture,Avi Silberschatz; Henry F Korth; S Sudarshan; Summarized by Nam; IDS KwangHyun,Page 1. Chapter 18. Database 18. Database System Architecture Database System Concepts4th Edition Avi Silberschatz; Henry F. Korth; S. Sudarshan 2008. 2. 11. Mon. Summarizedby Nam; KwangHyun; IDS Lab.; Seoul National University Presented by Nam; KwangHyun;IDS Lab.; Seoul National University Page 2. Contents □ Centralized Systems □ Client-ServerSystems □ Parallel Systems □ Distributed Systems □ Network Types Copyright © 2008 byCEBT □ Network Types Page 3. Centralized Systems □ Run on a single computer system □not interact with other computer systems. □ General-purpose computer system ∎ Single-usersystem – A desktop unit used by a single person Copyright © 2008 by CEBT ∎ eg personalcomputer or workstation – Not support concurrency control and SQL ∎ Multi-user system –Has more disks; memory; and multiple CPUs …,*,2008,*
Entity Chapter 2: Entity-Relationship Model Relationship Model,Avi Silberschatz; Henry F Korth; S Sudarshan,Page 1. Chapter 2: Entity Chapter 2: Entity-Relationship Model Relationship Model DatabaseSystem Concepts Fourth Edition Avi Silberschatz; Henry F. Korth; S. Sudarshan 2008 1 72008. 1. 7 Summarized by Yeon JongHeum; IDS Lab.; Seoul National University Page 2.Contents □ Entity Sets □ Relationship Sets □ Design Issues □ Mapping Constraints □Keys □ ER Diagram □ Extended ER Features □ Extended ER Features □ Design of anER Database Schema □ R d ti f ERS h t T bl □ Reduction of an ER Schema to TablesCopyright © 2008 by CEBT IDBS 2008 Winter Seminar - 2 Center for E-Business TechnologyPage 3. Entity Sets □ A database can be modeled as: ∎ a collection of entities; ∎ relationshipamong entities. □ An entity is an object that exists and is distinguishable from other objects. ∎Example: specific person; company; event; plant …,*,2008,*
Concurrency Control,Korth Silberschatz; Henry F Korth; S Sudarshan,□ Schedules must be conflict (or view serializable); and bl (fdtb it) recoverable (for databaseconsistency)∎ and preferably cascadeless□ A li i hi hlii□ A policy in which only onetransaction can execute at a time generates serial schedules; but provides a poor degree ofconcurrency concurrency.,*,2008,*
INTRODUCTION TO MOBILE,Tomasz Imielinski; Henry F Korth,*,Mobile Computing,2007,*
Evaluation of pipelined hash-join operations on uniform heterogeneous multithreaded architectures,Philip Garcia; Henry F Korth,Abstract Multi-core and multithreaded processors have reached the mainstream market; andpresent both opportunities and challenges in the design of query processing algorithms.This paper studies the processing of a pipeline of hash-join operations; building upon priorwork that focused on a single operation. It shows that it is necessary to have more threadsavailable in the algorithm than the processor itself can actually run concurrently in order toachieve optimal performance. It also describes a buffer-management scheme that limitscache conflicts among threads. Experimental results show the relative merits of passingpointers to intermediate results versus full materialization. Finally; the paper discusses howto extrapolate from its results to future architectures with a larger number of cores andconcurrent threads.,*,2006,*
Method and apparatus for composing XSL transformations with XML publishing views,*,*,*,2003,*
Covering Indexes for Branching Path Expressions,R Kaushik; P Bohannon; JF Naughton; HF Korth,*,Proc. of ACM SIGMOD Intl. Conf. on Management of Data,2002,*
Bodlaender; Hans L.; 86,Yuri Breitbart; Benny Chor; M Clerbout; Pierluigi Crescenzi; Yuval Ishai; Stavros Konstantinidis; Henry F Korth; Sharad Mehrotra; Moni Naor; Rajeev Rastogi; Y Roos; Sitvanit Ruah; I Ryl; Abraham Silberschatz; Riccardo Silvestri; Luca Trevisan; Babette van Antwerpen-de Fluiter; Moshe Y Vardi,*,Information and Computation,2001,*
Article ID jcss. 1999.1697; available online at http: ย ย www. idealibrary. com on,Eric Allender; Foued Ameur; Roberto Barbuti; Marianne Baudinet; Amos Beimel; Yuri Breitbart; Harry Buhrman; Jin-Yi Cai; Pranay Chaudhuri; Lin Chen; Zhixiang Chen; Jan Chomicki; Flavio Corradini; Nicoletta De Francesco; Rocco De Nicola; Javier Esparza; Joan Feigenbaum; Lance Fortnow; Anna Gal; Stephane Gaubert; Alessandro Giua; Oded Goldreich; Gosta Grahne; Oscar H Ibarra; Petr Jancar; Henry F Korth; Anna Labella; Leo Liberti; Faron Moller; Ajay Nerurkar; Matti Nykanen; Ran Raz; Klaus Reinhardt; John Rogers; Antonella Santone; Alan Selman; D Sivakumar; Madhu Sudan; Jianwen Su; Gabor Tardos; Esko Ukkonen; Gigliola Vaglini; Dieter van Melkebeek; Oleg Verbitsky; Nikolai Vereshchagin; John Watrous; BP Weems; Pierre Wolper; Shiyu Zhou,*,Journal of Computer and System Sciences,1999,*
Information; Communication; and Money: For What Can We Charge and How Can We Meter It?,Stephen Blott; Henry F Korth; Abraham Silberschatz,Internet telephony; electronic commerce; on-line information services; and videoconferencing are projected to grow rapidly in coming years. How can we charge for theseand similar services? What information must be gathered to enable proper billing forservices rendered? Where is this information generated and where is it collected? Thesequestions are being addressed in today's marketplace in an ad-hoc manner. Since this is inessence a distributed information system problem; the database research community shouldbe able to have a positive influence on the evolution of billing systems for electroniccommunication and information services. Billing systems represent a significant and growingdatabase problem. They offer an application domain for real-time databases; materializedviews; event aggregation; data mining; OLAP; etc. The goal of this panel is to create …,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,1998,*
Future Directions in Database Research (Panel),Surajit Chaudhuri; Hector Garcia-Molina; Henry F Korth; Guy M Lohman; David B Lomet; David Maier,Google; Inc. (search). SIGN IN SIGN UP. Future Directions in Database Research (Panel). Authors:Surajit Chaudhuri; Hector Garcia-Molina; Henry F. Korth; Guy M. Lohman; David B. Lomet.,Proceedings of the Fourteenth International Conference on Data Engineering,1998,*
Future Directions in Database Research,Surajit Chaudhuri; Hector Garcia-Molina; Hank Korth; Guy Lohman; David Lomet,*,Proceedings,1998,*
Reminiscences on Influential Papers-R. Snodgrass,E Bertino; M Carey; J Gray; H Korth; B Salzberg; D Shasha,*,SIGMOD RECORD,1998,*
Sstanford UNIVERSITY,Hank Korth,*,*,1996,*
A Historical Perspective,Henry F Korth; Abraham Silberschatz,It is routine to nd accounts in the popular press and news media of the\informationexplosion." This term; though imprecise; refers not only to the increase in the amount ofinformation available in digital form; but also to the phenomenal growth in the breadth ofinformation dissemination. This information explosion is often credited in large part to thecombination of 1. low-cost computing and storage devices that are now not only in businesspremises; but also in private homes; 2. low-cost internet access that potentially allows all thecomputing and storage devices to be connected (even when they are mobile); 3. theavailability of simple; easy-to-use interfaces (eg; web browsers).,*,1996,*
