Chlorites and hydroxy-interlayered vermiculite and smectite,Richard I Barnhisel; Paul M Bertsch,Chlorites are not as abundant as some other clay minerals in soils; but when present theyplay significant roles in the chemical environment. Chlorites are less stable than most of theother clays when placed into acidic environments; and therefore may be rapidly altered. Thisweathering process may account for significant amounts of Mg2+ and other cations thatoccupy exchange sites of clay minerals of such soils. In addition to the minerals consideredfor this chapter; the chlorite layer may be an important part of mixed layer sequences (seeSawhney; chapter 16; this book). Confusion may occur from casual reading of the literature;since the word chlorite appears in many earlier reports. Such minerals are presentlyclassified as a type of interstratified mineral sequence. For example the term" swelling"chlorite was first used by Stephen and MacEwan (1950; 1951) to describe a mineral …,Minerals in soil environments,1989,646
Tracer migration in a radially divergent flow field: longitudinal dispersivity and anionic tracer retardation,JC Seaman; PM Bertsch; M Wilson; J Singer; F Majs; SA Aburime,Abstract Hydrodynamic dispersion; the combined effects of chemical diffusion anddifferences in solute path length and flow velocity; is an important factor controllingcontaminant migration in the subsurface environment. However; few comprehensive three-dimensional datasets exist for critically evaluating the impact of travel distance and siteheterogeneity on solute dispersion; and the conservative nature of several commonly usedgroundwater tracers is still in question. Therefore; we conducted a series of field-scaleexperiments using tritiated water (3 H 1 HO); bromide (Br−); and two fluorobenzoates (2; 4 Di-FBA; 2; 6 Di-FBA) as tracers in the water-table aquifer on the USDOE's Savannah River Site(SRS); located on the upper Atlantic Coastal Plain. For each experiment; tracer-freegroundwater was injected for approximately 24 h (56.7 L min− 1) to establish a steady …,Vadose Zone Journal,2007,21
Speciation and crystal chemistry of iron (III) chloride hydrolyzed in the presence of SiO4 ligands. 3. Semilocal scale structure of the aggregates,Armand Masion; Emmanuel Doelsch; Jérôme Rose; Stéphane Moustier; Jean Yves Bottero; Paul M Bertsch,A series of fresh and 7 day aged Fe− Si samples have been investigated at the semilocalscale by small-angle X-ray scattering (SAXS). All the scattering curves are typical ofamorphous aggregates. The subunits of the precipitates could not be determined precisely.However; the trend derived from SAXS modeling indicates that almost all the Fe is withinsubunits smaller than 7.5 Å. The high fractal dimension (D f) values of the aggregatesranging from about 2.0 to 2.7 are attributed to the presence of Si ligands. However; the valueof D f as a function of pH and Si concentration varies linearly with the polymerization state ofiron.,Langmuir,2001,21
Interactions of acidic metal-rich coal pile runoff with a subsoil,Michael A Anderson; Paul M Bertsch; Steven B Feldman; Lucian W Zelazny,Highly acidic and metal-rich runoff from coal storage facilities can have a dramatic impact onlocal surface water and groundwater quality. In order to identify important reactionsgoverning metal transport within subsurface environments subject to infiltration of coal pilerunoff (CPR); samples of uncontaminated subsoil adjacent to a coal stockpile runoffcontainment basin at the US. Department of Energy's Savannah River Site were collectedand subjected to leaching with acidic; metalliferous CPR. Effluent was collected andmulticomponent transport through the subsoil evaluated. Mass balance calculations; asequential dissolution scheme in which column leaching was terminated and elements werepartitioned to water; 1 M NH4C1; and ammonium oxalate in the dark-extractable phases;and mineralogical and surface chemical analyses were used to identify important …,Environmental science & technology,1991,21
Silver nanoparticles entering soils via the wastewater–sludge–soil pathway pose low risk to plants but elevated Cl concentrations increase Ag bioavailability,Peng Wang; Neal W Menzies; Paul G Dennis; Jianhua Guo; Christian Forstner; Ryo Sekine; Enzo Lombi; Peter Kappen; Paul M Bertsch; Peter M Kopittke,The widespread use of silver nanoparticles (Ag-NPs) results in their movement intowastewater treatment facilities and subsequently to agricultural soils via application ofcontaminated sludge. On-route; the chemical properties of Ag may change; and furtheralterations are possible upon entry to soil. In the present study; we examined the long-termstability and (bio) availability of Ag along the “wastewater–sludge–soil” pathway.Synchrotron-based X-ray absorption spectroscopy (XAS) revealed that ca. 99% of Ag addedto the sludge reactors as either Ag-NPs or AgNO3 was retained in sludge; with≥ 79% of thisbeing transformed to Ag2S; with the majority (≥ 87%) remaining in this form even afterintroduction to soils at various pH values and Cl concentrations for up to 400 days. Diffusivegradients in thin films (DGT); chemical extraction; and plant uptake experiments indicated …,Environmental science & technology,2016,20
EXCHANGE AND APPARENT FIXATION OF LITHIUM IN SELECTED SOILS AND CLAY MINERALS.,Michael A Anderson; Paul M Bertsch; William P Miller,Abstract Relatively few data exist on the exchange reactions of Li in soils; rather; the bulk ofthe literature has dealt with simple ion exchange reactions on ideal exchangers; usuallysynthetic resins or pure clay minerals. Occasional observations of anomalous exchange ofLi have been reported; without any clear explanation. This study was initiated to morecarefully examine Li exchange in complex soil-solution and clay mineral systems. At the lowconcentrations employed; Li was sorbed preferentially by the southeastern US soilsevaluated over excesses of Na; K; Mg; and Ca in the adsorption solution phase. Traceamounts of Li were also sorbed to bentonite; kaolinite; and vermiculite clay samples in thepresence of 0.01 M Mg (NO3) 2 (5.82; 3.67; and 8.37 [mu] g g-1; respectively). The bentoniteretained no Li against displacement by M NH4Cl; but both the kaolinite and vermiculite …,Soil science,1989,20
Goethite morphologies investigated via X-ray diffraction of oriented samples,Robert G Ford; Paul M Bertsch; John C Seaman,Synthetic and natural goethites display a variety of particle morphologies that are dependenton solution conditions during formation (Schwertmann 1990). Factors influencing goethitemorphology include pH and the presence or absence of specifically adsorbing ions insolution. Particle morphology can affect goethite dissolution behavior and will govern thedistribution of coordination sites available on the particle surface (Cornell et al. 1974;Colombo et al. 1994). Morphological information can be obtained via electron microscopicimaging (Schulze and Schwertmann 1984) or profile analysis of X-ray diffraction (XRD)patterns (Koch et al. 1986). These methods are essential for determination of absoluteparticle dimensions; but they may require a significant time commitment or advanced level ofanalysis. In order to facilitate rapid preliminary comparison of synthetic goethite samples …,Clays and clay minerals,1997,19
The influence of topography on the nature of humic substances in soil organic matter at a site in the Atlantic Coastal Plain of South Carolina,Jeffrey M Novak; Paul M Bertsch,Abstract The effect of topography on the nature of humic substances; isolated as watersoluble organic carbon (WSOC); fulvic acid (FA); and humic acid (HA) was evaluated bycomparing relative proportion and chemical characteristics of these fractions in upland andbottomland Coastal Plain soils in South Carolina. The fractions were characterized byelemental analysis and 13 C cross-polarization magic angle spinning nuclear magneticresonance (CPMAS NMR) spectroscopy. The majority of humic substances occur as humicacids; with bottomland soils having higher HA/FA ratios when compared to upland soils. Wefound no significant differences between upland and bottomland humic substances withrespect to yields of WSOC and fulvic acids; and in the C and N content of humic and fulvicacids. Carbon-13 CPMAS NMR spectroscopy revealed that the WSOC and fulvic acid …,Biogeochemistry,1991,19
XAFS studies of solution-phase complexes of cesium with dibenzo-18-crown-6 ethers,KM Kemner; DB Hunter; WT Elam; PM Bertsch,X-ray absorption fine structure (XAFS) measurements have been made at the Cs LIIIabsorption edge on (1) 0.04 M acetonitrile solutions with respect to both CsBr and dibenzo-18-crown-6 ether (Cs− D18C6);(2) solids produced by drying the aforementioned Cs−D18C6 solution complex; and (3) crystalline CsBr; CsCl; and CsF powders that were usedas standards. XAFS measurements have also been made at the Br K absorption edge on thesame 0.04 M solution mentioned above. Due to the many difficulties associated withobtaining high-quality XAFS data on these systems; a custom-manufactured 5-mil-thick Scfoil was used in conjunction with a Soller slit assembly to improve the XAFS signal-to-noiseratio by almost a factor of 6. XAFS analyses of the Cs− D18C6 solution show the presence ofa 1: 1 Cs− D18C6 complex with a Br contact ion; consistent with previous references …,The Journal of Physical Chemistry,1996,18
The isotropic-nematic transition in charged liquid crystals,JM Deutsch; ND Goldenfeld,Abstract We discuss the phase diagram of a concentrated system of rods interacting via aCoulomb potential; and demonstrate the existence of a first-order isotropic-nematictransition. Résumé Nous étudions le diagramme de phase d'un système dense de particulesallongées avec une interaction Coulombienne; et montrons l'existence d'une transitionisotrope-nématique du premier ordre.,Journal de Physique,1982,18
Automated Aluminum Analysis with the Aluminon Method 1,PM Bertsch; MM Alley; TL Ellmore,Abstract An automated method of aluminum analysis by the aluminon (ammonium salt ofaurin tricarboxylic acid) procedure is described. The method employs ascorbic acid forremoval of Fe (III) interference and eliminates; with proper sample pretreatment; the need fora protective colloid. The calibration curve has a correlation coefficient> 0.99 and a standarddeviation around the regression line of±0.07 absorbance units up to 1.2-ppm Al in solution.Standard autoanalyzer components are utilized in the system and computer interfacing ispossible.,Soil Science Society of America Journal,1981,18
Can the soil bacterium Cupriavidus necator sense ZnO nanomaterials and aqueous Zn2+ differentially?,Andrew L Neal; Nadine Kabengi; Arthur Grider; Paul M Bertsch,Abstract Synthetic metal oxide nanomaterials exert toxicity via two general mechanisms:Release of free ions at concentrations which exert toxic effects upon the target cell; orspecific surface-mediated physicochemical processes leading to the formation of hydroxylfree radicals and other reactive oxygen species which act to disrupt cell membranes andorganelles. From a regulatory standpoint this presents a potential problem since it is nottrivial to detect free metal ions in the presence of nanoparticles in biological or naturalmedia. This makes efforts to identify the route of uptake difficult. Although in vitro studies ofzinc oxide nanoparticles suggest that toxicity to the soil bacterium Cupriavidus necator isexerted in a similar manner to zinc acetate; we found no free Zn ion is associated withnanoparticle suspensions. The proteome of cells subjected to equal concentrations of …,Nanotoxicology,2012,17
Carbon-13 nuclear magnetic resonance spectra of soil water-soluble organic carbon,JM Novak; PM Bertsch; GL Mills,Abstract Water-soluble organic carbon (WSOC) was extracted from the surface horizon (0–15 cm) of a South Carolina floodplain soil (Pickney series-sandy; silicious; thermic CumulicHumaquepts) using either 1.2-µm Whatman glass fiber type C (GF) or polycarbonate (PC)(<0.4 µm) filters. The trend in functional group C distribution for both WSOC fractions was O-alkyl> aliphatic> aromatic> carboxylic acid> carbonyl structures. Overall; the 13 C NMRspectra showed similar functional group C distributions for fractions obtained with bothfilters.,Journal of environmental quality,1992,17
Hydrolysis of iron (II) chloride under anoxic conditions and influence of SiO4 ligands,Emmanuel Doelsch; Jérôme Rose; Armand Masion; Jean Yves Bottero; Daniel Nahon; Paul M Bertsch,This study describes the evolution of the nanoscale aqueous ferrous species as a function ofthe hydrolysis ratio and the influence of SiO4 ligands. Samples were synthesized underanoxic conditions and studied by EXAFS at the Fe K-edge. At low hydrolysis ratio (R=[OH-]added/[Fe (II)] initial= 0.1); the data are consistent with the formation of a planar Fe clusterwith five Fe (II) octahedra. Although Si neighbors cannot be detected unequivocally by Fe K-edge EXAFS; they affect the condensation of ferrous species by hindering the linkagesbetween Fe (II) octahedra. Indeed; at low hydrolysis ratio (R= 0.1) and Si/Fe= 1; only smallsized Fe clusters such as planar Fe (II) trimers are formed. Moreover; this study clearlyindicates that the polymerization of Fe (II) is more affected by the presence of SiO4 than inthe case of Fe (III).,Langmuir,2002,16
Synchrotron X-ray methods in clay science,Darrell G Schulze; Joseph W Stucki; Paul M Bertsch,*,*,1999,16
Determination of aluminum extracted from soils by ion chromatography,Paul M Bertsch; Michael A Anderson,Abstract A fully automated ion chromatographic (IC) method for the determination of Alextracted with 1 M KCl; 1 M NH 4 Cl and 0.2 M NH 4-oxalate was evaluated utilizing aDionex 2020i ion chromatograph. For Al in the KCl and NH 4 Cl extracts; the methodinvolved direct injection of the extract onto a Dionex CG-3 column; post column reaction andcomplexation of the Al in a Dionex reagent delivery module; and detection on a DionexUV/Vis detector. The eluant consisted of 0.4 M NH 4 Cl acidified to pH 3.1. Standard curveswere prepared by plotting the integrated peak intensities of the chromatograms againstconcentration of standard Al solutions. The standard curve has a very large dynamic linearrange (0.05 to 15 mg L− 1). The detection limits of the technique are 50 and 20 µg L− 1when utilizing a 50 and 100-µL injection loop; respectively. The NH 4-oxalate extractable …,Soil Science Society of America Journal,1988,16
Degradation of tetraphenylboron at hydrated smectite surfaces studied by time resolved IR and X-ray absorption spectroscopies,DB Hunter; WP Gates; PM Bertsch; KM Kemner,The surface catalyzed redox reactivity of an organoboron probe molecule (tetraphenylboron;or TPB) with fully hydrated clay mineral surfaces is described wherein one or both of twodegradation pathways can occur. Attenuated total reflectance Fourier transform infrared(ATR-IR) spectroscopy can quantitatively measure; in situ; both acid hydrolytic and oxidativedegradation of TPB as controlled by the exchange cation identity and the structuraloctahedral Fe content of the clay mineral. Oxidation of TPB at smectite surfaces is directlyattributable to octahedral Fe (III) in the clay structure. The concomitant reduction of Fe (III)during TPB oxidation can be analytically measured by X-ray absorption near edge structure(XANES) spectroscopy. The resultant distortion of the clay mineral structure during thereduction of structural Fe could be probed directly by extended X-ray absorption fine …,*,1998,15
The distribution of lithium in selected soils and surface waters of the southeastern USA,Michael A Anderson; Paul M Bertsch; William P Miller,Abstract The distribution of Li in the environment is not well documented although itsgeochemistry is thought to influence human health and agriculture. This study examined thedistribution of Li in the soils and surface waters of the southeastern USA; contrasting thePiedmont and Coastal Plain regions. Previous studies have been limited to total; and to alesser extent exchangeable; soil Li; usually at a single soil depth. This study evaluated morecarefully the distribution of Li between the soil solution; exchange; and solid phases; and itsdistribution within soil profiles. Total soil Li was found to correlate strongly with clay content;and ranged from 3.74 to 59.93 mg/kg. Exchangeable Li ranged from 0.1 to 21.8 μmol/kg soiland constituted an insignificant portion of the total exchangeable cations (< 0.09%) and totalLi present (< 1.1%) in the soils studied. Water-soluble Li ranged from 0.08 to 4.62 μg/l …,Applied geochemistry,1988,15
Aluminum‐27 nuclear magnetic resonance studies of ferron—hydroxo—polynuclear Al interactions,Paul M Bertsch; Michael A Anderson; W John Layton,Abstract The [AIO 4 AI 12 (OH) 24+ n (H 2 O) 12− n] 7− n+(AI 13) polynuclear species wasfound to interact with the commonly employed complexation agent ferron (8-hydroxy-7-iodo-5-quinoline-sulfonic acid) according to multiple reaction pathways. After the addition offerron to the partially neutralized Al solution; a large portion of the Al 13 polymer was nolonger observed by 27 Al NMR spectroscopy. The data indicated that the observed initialloss in Al 13 concentration resulted from precipitation with acetate (OAc) in the buffer; sincethe loss was not related to the ferron: Al molar ratio; because no corresponding increase inthe Al-ferron (δ= 3.4 ppm) resonance was observed and also because similar losses werenoted in solutions where only NaOAc was added. The Al 13 remaining in solution wascharacterized by a resonance with an identical chemical shift (δ= 62.5 ppm); yet having …,Magnetic Resonance in Chemistry,1989,14
Cation exchange capacity measurements,DP Horn; MM Alley; PM Bertsch,Abstract Soil cation exchange capacity (CEC) measurements are important criteria for soilfertility management; vaste disposal on soils; and soil taxonomy. The objective of thisresearch was to compare CEC values for arable Ultisols from the humid region of the UnitedStates as determined by procedures varying widely in their chemical conditions duringmeasurement. Exchangeable cation quantities determined in the course of two of the CECprocedures were also evaluated. The six procedures evaluated were:(1) summation of NNH4OAc (pH 7.0) exchangeable Ca; Mg; K; and Na plus BaCl2‐TEA (pH 8.0) exchangeableacidity;(2) N Ca (OAc) 2 (pH 7.0) saturation with Mg (OAc) 2 (pH 7.0) displacement ofCa2+;(3) N NH4OAc (pH 7.0) saturation with NaCl displacement of NH4+;(4) N MgCl2saturation with N KCl displacement of Mg2+;(5) compulsive exchange of Mg2+ for Ba2+; …,Communications in Soil Science and Plant Analysis,1982,13
Molecular characterization of contaminants in soils by spatially resolved XRF & XANES spectroscopy,PM Bertsch; DB Hunter; PR Nuessle; SB Clark,Abstract Using a dedicated microprobe beam line (X-26A NSLS) we have conductedspatially resolved XRF and XAS studies on a variety of environmental samples and onsamples produced in waste isolation and processing activities. XANES spectroscopy hasprovided detailed information on the oxidation states of U in contaminated soils on regionsas small as 50 µm; with minimal sample manipulation. Qualitative information on bondingenvironments of U have been deduced based upon elemental associations generated at 10µm spatial resolution on identical regions where complete XANES spectra were collectedand also on the'fingerprint'or multiple scattering regions of the XANES spectra. Distinctregions within the sediments were found to contain phases of predominately U (VI) and U(IV). On the spatial scale examined; the U (VI) was present both as diffusely distributed …,Le Journal de Physique IV,1997,12
Beryllium in selected southeastern soils,Michael A Anderson; Paul M Bertsch; William P Miller,Abstract Data regarding the distribution and lability of beryllium (Be) in soils is limited. Aninterest in the dynamics of Be in soil and aquatic systems prompted this evaluation of thedistribution of Be within selected soils of the Piedmont and Coastal Plain physiographicregions of the southeastern USA. Water-soluble soil Be was below detection limits (< 0.2 µgL− 1) for all series and depths. Exchangeable Be ranged from< 0.1 to 2.2 µmol c kg− 1; wasconsistently higher in the Piedmont relative to the Coastal Plain soils; and comprised only0.0003 to 0.0083% of CEC. Total Be ranged from 0.3 to 30.5 mg kg− 1 and; as withexchangeable Be; was consistently higher in the Piedmont soils. No significant correlationbetween exchangeable and total Be was found (r= 0.28). Exchangeable Be was weaklynegatively correlated with depth; however (r=− 0.36; significant at 0.10); while total Be …,Journal of environmental quality,1990,11
Coprecipitation of iron and aluminum during titration of mixed Al (super 3+); Fe (super 3+); and Fe (super 2+) solutions,PM Bertsch; WP Miller; MA Anderson; LW Zelazny,Skip to Main Content. GeoScienceWorld. Journals; Books; GeoRef: About GeoRef; GeoRefAdvanced Search; Thesaurus - Geographic Terms; Thesaurus - Subject Terms; Thesaurus -Geologic Time Terms. Publishers; OpenGeoSci; Help: Help FAQ; Information for Librarians;Information for Publishers; Contact Us; How to Subscribe. Search; Account Menu; Menu;Google: Google. Sign Out. Sign In. Register. Navbar Search Filter All Content This JournalMobile Microsite Search Term Search. Sign In: Google: Google; Register. Journals; Books;GeoRef: About GeoRef; GeoRef Advanced Search; Thesaurus - Geographic Terms;Thesaurus - Subject Terms; Thesaurus - Geologic Time Terms. Publishers; OpenGeoSci;Help: Help FAQ; Information for Librarians; Information …,Clays and Clay Minerals,1989,10
Spatial and temporal variability in colloid dispersion as a function of groundwater injection rate within Atlantic Coastal Plain sediments,JC Seaman; PM Bertsch; DI Kaplan,Abstract A subsurface injection experiment was conducted on the USDOE's Savannah RiverSite (SRS) to determine the influence of pump-and-treat remediation activities on thegeneration and transport of groundwater colloids. The impact of colloid generation onformation permeability at injection rates ranging from 19 to 132 L min− 1 was monitoredusing a set of six sampling wells radially spaced at approximate distances of 2.0; 3.0; and4.5 m from a central injection well. Each sampling well was further divided into three discretesampling depths that were pumped continuously at a rate of∼ 0.1 L min− 1 throughout thecourse of the injection experiment. Discrete samples were collected for turbidity andchemical analysis. Turbidity varied greatly between sampling wells and zones within a givenwell; ranging from< 1 to 740 NTU. The two sampling wells closest to the injection well …,Vadose Zone Journal,2007,9
Multi component transport through soil subjected to coal pile runoff under steady saturated flow,MA Anderson; PM Bertsch; LW Zelazny; RF Keefer; KS Sajwan,ABSTRACT Runoff and leachate from coal storage facilities can be very acidic and maypossess high concentrations of transition metals and other components. This study sought toevaluate the transport of dissolved components as coal pile runoff percolated throughsubsoil. Samples were collected from a site adjacent to a coal storage facility on the USDepartment of Energy's (DOE) Savannah River Site. The subsoils were packed in 25 x 2.5cm columns to uniform bulk densities of 1.5 metric ton/m3 and subjected to steady; saturatedflows of 0.2 and 1.3 cm/hr. Effluent was collected and solute transport through the subsoilswas evaluated. Observed transport was then related to soil chemical and mineralogicalproperties. Sulfate mobility was found to be governed principally by ion exchange. Initialbreakthrough of most cationic components was coincident with sulfate breakthrough and …,Trace Elements in Coal and Coal Combustion Residues. CRC Press; Boca Raton; FL,1993,9
Pin oak (Quercus palustris) leaf extract mediated synthesis of triangular; polyhedral and spherical gold nanoparticles,Jonathan D Judy; NVKV Prasad Tollamadugu; Paul M Bertsch,ABSTRACT Fabrication of phytogenic metal nanoparticles is a developing area ofnanobiotechnology which has economic and potentially eco-friendly advantages overconventional chemical and physical synthesis methods. We report the synthesis ofanisotropic gold nanostructures using a phytoextract from the leaves of the pin oak tree;Quercus palustris. We used 2.5%; 5%; and 10% m/v extract concentrations to determine theimportance of pin oak phytoextract concentration on the properties of the nanomaterialssynthesized. Characterization of the resulting nanomaterials revealed that the concentrationof the phytoextract is a key factor controlling the size and relative frequency of shapes thegold nanostructures formed. TEM micrographs demonstrate that triangular; spherical; andpolyhedral gold nanostructures were formed in all treatments; although UV-Vis spectra …,Advances in Nanoparticles,2012,8
Electrophoretic mobility and particle size of clays using laser Doppler velocimetry-photon correlation spectroscopy,MA Anderson; PM Bertsch,Abstract Laser Doppler velocimetry-photon correlation spectroscopy (LDV-PCS) wasevaluated for the characterization of clay minerals. Electrophoretic mobility and particle sizeof pure and mixed suspensions of KGa-2 kaolinite and SWy-1 bentonite were determined asa function of pH; ionic strength; and suspension concentration ratios. Kaolinite mobilitychanged from significant positive values at low pH to negative values at high pH; consistentwith the variable-charge nature of kaolinite. Evidence for a contribution of positive chargeoriginating at bentonite edges at low pH (< 4) was also found. Ionic strength also affectedmobility of kaolinite and; at low pH; bentonite. Mixtures of kaolinite and bentonite at low pHyielded mobility distribution spectra intermediate to those of the component clays. The twopopulations were not resolved; which suggests that the kaolinite and bentonite formed …,Soil Science Society of America Journal,1993,8
Conventional and Suspension Limestone Influence on Soil Chemical Properties and Corn and Soybean Yields 1,PM Bertsch; MM Alley,Abstract Conventional and suspension limestone materials prepared from identicallimestone rock were evaluated to compare their reaction rates for neutralizing soil acidity.Measurement of the limestone materials influence on N NH 4 OAc extractable Ca and Mgand N KCl exchangeable Al; soil pH; and crop yields were utilized to study reaction rates.Field plots were established on a Goldsboro sandy loam (Aquic Paleudults) and an Emporialoamy sand (Typic Hapludults) in the Coastal Plain region. Corn was the indicator crop forthe Goldsboro soil; while soybeans were grown on the Emporia soil. Treatments rangedfrom 0 to 13.94 and 0 to 4.48 metric tons/ha on the Goldsboro and Emporia soils;respectively. Initially; extractable soil Ca and Mg increased and exchangeable Al decreasedmore rapidly with suspension limestone applications than with conventional treatments …,Agronomy Journal,1981,8
Distinct transcriptomic responses of Caenorhabditis elegans to pristine and sulfidized silver nanoparticles,Daniel L Starnes; Stuart S Lichtenberg; Jason M Unrine; Catherine P Starnes; Emily K Oostveen; Gregory V Lowry; Paul M Bertsch; Olga V Tsyusko,Abstract Manufactured nanoparticles (MNP) rapidly undergo aging processes once releasedfrom products. Silver sulfide (Ag 2 S) is the major transformation product formed during thewastewater treatment process for Ag-MNP. We examined toxicogenomic responses ofpristine Ag-MNP; sulfidized Ag-MNP (sAg-MNP); and AgNO 3 to a model soil organism;Caenorhabditis elegans. Transcriptomic profiling of nematodes which were exposed at theEC 30 for reproduction for AgNO 3; Ag-MNP; and sAg-MNP resulted in 571 differentiallyexpressed genes. We independently verified expression of 4 genes (numr-1; rol-8; col-158;and grl-20) using qRT-PCR. Only 11% of differentially expressed genes were commonamong the three treatments. Gene ontology enrichment analysis also revealed that Ag-MNPand sAg-MNP had distinct toxicity mechanisms and did not share any of the biological …,Environmental pollution,2016,7
Changes in protein expression in Burkholderia vietnamiensis PR1301 at pH 5 and 7 with and without nickel,Joy D Van Nostrand; John M Arthur; Lisa E Kilpatrick; Benjamin A Neely; Paul M Bertsch; Pamela J Morris,Burkholderia vietnamiensis PR1301 (PR1) exhibits pH-dependent nickel (Ni) tolerance; withlower Ni toxicity observed at pH 5 than at pH 7. The Ni tolerance mechanism in PR1 iscurrently unknown; and traditional mechanisms of Ni resistance do not appear to be present.Therefore; 2D gel electrophoresis was used to examine changes in protein expression inPR1 with and without Ni (3.4 mM) at pH 5 and 7. Proteins with both a statistically significantand at least a twofold difference in expression level between conditions (pH; Ni) wereselected and identified using MALDI-TOF-MS or LC-MS. Results showed increasedexpression of proteins involved in cell shape and membrane composition at pH 5 comparedwith pH 7. Scanning electron microscopy indicated elongated cells at pH 5 and 6 comparedwith pH 7 in the absence of Ni. Fatty acid methyl ester analysis showed a statistically …,Microbiology,2008,7
Cesium-137 in floodplain sediments of the lower three runs creek on the DOE Savannah River site,PM Bertsch,Summary The legacy of nuclear weapons production has resulted in vast tracks of landcontaminated with fission products; mainly 137Cs; and at the US Department of Energy'sSavannah River Site (SRS) alone there is over 120 km2 of land contaminated with low-levels of 137Cs. Soils on the SRS are highly weathered and dominated by sand-sizedquartz grains with the clay fraction consisting primarily of kaolinite and crystalline and poorlycrystalline iron oxides (< 5%). Our results showed that the majority of 137Cs in the LowerThree Runs Creek floodplain were retained in the sand-sized fraction (> 52 mm) of the soil.Frayed edge site measurements were performed in order to probe the interaction between137Cs and the sand fraction; with the results indicating that the vast majority of the 137Cswas strongly retained and existed in the residual fraction. These results prompted …,Journal of Radioanalytical and Nuclear Chemistry,2005,7
Hydrological and geochemical processes controlling the fate and transport of contaminants in fractured bedrock,Philip M Jardine; TL Melhorn; Y Roh; William E Sanford; HM Selim; WL Kingery,The disposal of low-level radioactive waste generated by the US Department of Energy(DOE) during the Cold War era has historically involved shallow land burial in unconfinedpits and trenches. The lack of physical or chemical barriers to impede waste migration hasresulted in the formation of secondary contaminant sources where radionucli,Geochemical and hydrological reactivity of heavy metals in soils. Lewis Publishers; New York; NY,2003,7
A19f and 2H NMR spectroscopic investigation of the interaction between nonionic organic contaminants and dissolved humic material,BE Herbert; PM Bertsch,*,Nuclear magnetic resonance in environmental chemistry. Oxford University Press; New-York,1998,7
Reply,E Kirk Neely; Darrell M Wilson; Raymond L Hintz,*,The Journal of Pediatrics,1993,7
The hydrolytic products of aluminum and their biological significance,Paul M Bertsch,Abstract The relative distribution of Al between its various organic and inorganic complexesdictates its mobility in the environment; bioavailability; and toxicity. In recent years; there hasbeen significant progress made in understanding the differential bioavailability and toxicityof various chemical species of Al to plants and certain aquatic organisms. Far lessinformation concerning chemical speciation and differential uptake and transport of Al inhumans is available. Among the important inorganic complexes of interest are thehydrolyzed-Al species; particularly the nonequilibrium; metastable polynuclear complexes;which form readily; have a fairly wide stability range; and have been demonstrated toxic toplants and fish. In recent years 27 Al NMR spectroscopy has provided significant directinformation on the polynuclear complexes existing in a wide range of aqueous solutions …,Environmental geochemistry and health,1990,7
Reduction of nickel and uranium toxicity and enhanced trichloroethylene degradation to Burkholderia vietnamiensis PR1301 with hydroxyapatite amendment,Joy D Van Nostrand; Tatiana J Khijniak; Benjamin Neely; M Abdus Sattar; Andrew G Sowder; Gary Mills; Paul M Bertsch; Pamela J Morris,The use of hydroxyapatite (HA) to sequester metals at mixed waste sites may reduce metaltoxicity and facilitate microbial degradation of cocontaminant organics. The constitutivetrichloroethylene (TCE) degrader; Burkholderia vietnamiensis PR1301; grew at 34.1 and 1.7mM Ni at pH 5 and 7; respectively; with 0.01 g mL-1 HA compared to 17 and 0.85 mM Niwithout HA. PR1 grew at 4.2 mM U at pH 5 and 7 with 0.01 g mL-1 HA compared to 1.1 mMU without HA. A similar decrease in the toxicity of Ni and U in combination was observedwith HA. The ability of PR1 to degrade TCE at 0.85; 1.7; and 3.4 mM Ni and at 0.42 and 1.1mM U was examined. The presence of TCE resulted in a decreased tolerance of PR1 to Niand U; however; HA facilitated TCE degradation in the presence of Ni and U; effectivelydoubling the metal concentrations at which TCE degradation proceeded. These studies …,Environmental science & technology,2007,6
Molecular characterization of Cr phases in contaminated soils by Cr and Fe EXAFS: A tool for evaluating chemical remediation strategies,KM Kemner; DB Hunter; EJ Gall; PM Bertsch; JP Kirkland; WT Elam,Abstract The successful remediation of Cr contaminated soils via chemical reduction andstabilization of soluble; toxic Cr (VI) species to insoluble Cr (III) species relies on the longterm leachability and reoxidation of reduced Cr compounds. Information of Cr chemicalenvironments is invaluable for evaluating the efficiency of proposed stabilizationtechnologies. We describe a matrix of Fe and Cr K-edge EXAFS data on synthetic modelcompounds that have been used to identify different Fe and Cr local environments of two soilsamples.,Le Journal de Physique IV,1997,5
Phosphorus application to newly‐cleared coastal plain soils: Corn (Zea mays L.) response and soil test calibration data,MM Alley; PM Bertsch,Abstract Phosphorus applications ranging from 0 to 288 kg P/ha were broadcast alone andin combination with band treatments of 22 kg P/ha to two newlycleared Kempsville sandyloam (Typic Hapludults) soils for the purpose of measuring corn (Zea mays L.) yieldresponses and obtaining soil test calibration data. Four to 10‐fold corn grain yield increasesresulted from P additions. Broadcast applications of 96 kg P/ha in combination with bandtreatments of 22 kg P/ha from either diammonium phosphate or ammonium polyphosphatewere most efficient in increasing corn grain yields to 80% or more of maximum yield. Criticalextractable soil P values for the two sites of 31 and 42; 29 and 37; 18 and 19; and 47 and 43ppm were obtained for the Bray I; North Carolina (NC); Olsen; and Mehlich III soil testprocedures; respectively. Increases in extractable soil P with increasing P applications …,Communications in Soil Science and Plant Analysis,1983,5
