Algorithmic graph minor theory: Decomposition; approximation; and coloring,Erik D Demaine; Mohammad Taghi Hajiaghayi; Ken-ichi Kawarabayashi,At the core of the seminal graph minor theory of Robertson and Seymour is a powerfulstructural theorem capturing the structure of graphs excluding a fixed minor. This result isused throughout graph theory and graph algorithms; but is existential. We develop apolynomial-time algorithm using topological graph theory to decompose a graph into thestructure guaranteed by the theorem: a clique-sum of pieces almost-embeddable intobounded-genus surfaces. This result has many applications. In particular we showapplications to developing many approximation algorithms; including a 2-approximation tograph coloring; constant-factor approximations to treewidth and the largest grid minor;combinatorial polylogarithmic approximation to half-integral multicommodity flow;subexponential fixed-parameter algorithms; and PTASs for many minimization and …,Foundations of Computer Science; 2005. FOCS 2005. 46th Annual IEEE Symposium on,2005,173
A new proof of the flat wall theorem,Ken-ichi Kawarabayashi; Robin Thomas; Paul Wollan,Abstract We give an elementary and self-contained proof; and a numerical improvement; ofa weaker form of the excluded clique minor theorem of Robertson and Seymour; thefollowing. Let t; r≥ 1 be integers; and let R= 49152 t 24 (40 t 2+ r). An r-wall is obtained froma 2 r× r-grid by deleting every odd vertical edge in every odd row and every even verticaledge in every even row; then deleting the two resulting vertices of degree one; and finallysubdividing edges arbitrarily. The vertices of degree two that existed before the subdivisionare called the pegs of the r-wall. Let G be a graph with no K t minor; and let W be an R-wallin G. We prove that there exist a set A⊆ V (G) of size at most 12288 t 24 and an r-subwallW′ of W such that V (W′)∩ A=∅ and W′ is a flat wall in G− A in the following sense.There exists a separation (X; Y) of G− A such that X∩ Y is a subset of the vertex set of the …,Journal of Combinatorial Theory; Series B,2017,6
The edge-disjoint paths problem in Eulerian graphs and 4-edge-connected graphs,Ken-ichi Kawarabayashi; Yusuke Kobayashi,Abstract In the edge-disjoint paths problem; we are given a graph and a set of k pairs ofvertices; and we have to decide whether or not the graph has k edge-disjoint pathsconnecting given pairs of terminals. Robertson and Seymour's graph minor project gives riseto a polynomial time algorithm for this problem for any fixed k; but their proof of thecorrectness needs the whole Graph Minor project. We give a faster algorithm and a muchsimpler proof of the correctness for the edge-disjoint paths problem. Our results can besummarized as follows: 1. If an input graph is either 4-edge-connected or Eulerian; then ouralgorithm only needs to look for the following three simple reductions:(i) Excluding verticesof high degree.(ii) Excluding≤ 3-edge-cuts.(iii) Excluding large clique minors. 2. When aninput graph is either 4-edge-connected or Eulerian; the number of terminals k is allowed …,Combinatorica,2015,6
Subdivisions of K5 in graphs containing K2; 3,Ken-ichi Kawarabayashi; Jie Ma; Xingxing Yu,Abstract Seymour and; independently; Kelmans conjectured that every 5-connectednonplanar graph contains a subdivision of K 5 K 5. We prove this conjecture for graphscontaining K 2; 3 K 2; 3. As a consequence; the Kelmans–Seymour conjecture is true if theanswer to the following question of Mader is affirmative: Does every simple graph on n≥ 4n≥ 4 vertices with more than 12 (n− 2)/5 12 (n− 2)/5 edges contain a View the MathMLsource,Journal of Combinatorial Theory; Series B,2015,6
Half-integral packing of odd cycles through prescribed vertices,Naonori Kakimura; Ken-Ichi Kawarabayashi,Abstract The well-known theorem of Erdős-Pósa says that a graph G has either k disjointcycles or a vertex set X of order at most f (k) for some function f such that G\X is a forest.Starting with this result; there are many results concerning packing and covering cycles ingraph theory and combinatorial optimization. In this paper; we discuss packing disjoint S-cycles; ie; cycles that are required to go through a set S of vertices. For this problem;Kakimura-Kawarabayashi-Marx (2011) and Pontecorvi-Wollan (2010) recently showed theErdős-Pósa-type result holds. We further try to generalize this result to packing S-cycles ofodd length. In contrast to packing S-cycles; the Erdős-Pósa-type result does not hold forpacking odd S-cycles. We then relax packing odd S-cycles to half-integral packing; andshow the Erdős-Pósa-type result for the half-integral packing of odd S-cycles; which is a …,Combinatorica,2013,6
Mining for analogous tuples from an entity-relation graph,Danushka Bollegala; Mitsuru Kusumoto; Yuichi Yoshida; Ken-Ichi Kawarabayashi,Abstract The ability to recognize analogies is an important factor that is closely related tohuman intelligence. Verbal analogies have been used for evaluating both examinees atuniversity entrance exams as well as algorithms for measuring relational similarity. However;relational similarity measures proposed so far are confined to measuring the similaritybetween pairs of words. Unfortunately; such pairwise approaches ignore the rich relationalstructure that exists in real-world knowledge bases containing millions of entities andsemantic relations. We propose a method to efficiently identify analogous entity tuples from agiven entity-relation graph. First; we present an efficient approach for extracting potentialanalogous tuples from a given entity-relation graph. Second; to measure the structuralsimilarity between two tuples; we propose two types of kernel functions: vertex-feature …,Proceedings of the Twenty-Third international joint conference on Artificial Intelligence,2013,6
Model checking for successor-invariant first-order logic on minor-closed graph classes,Kord Eickmeyer; Ken-ichi Kawarabayashi; Stephan Kreutzer,Model checking problems for first-and monadic second-order logic on graphs have receivedconsiderable attention in the past; not the least due to their connections to problems inalgorithmic graph structure theory. While the model checking problem for these logics ongeneral graphs is computationally intractable; it becomes tractable on important classes ofgraphs such as those of bounded tree-width; planar graphs or more generally; classes ofgraphs excluding a fixed minor. It is well known that allowing an order relation or successorfunction can greatly increase the expressive power of the respective logics. This remainstrue even in cases where we require the formulas to be order-or successor-invariant; that is;while they can use an order relation; their truth in a given graph must not depend on theparticular ordering or successor function chosen. Naturally; the question arises whether …,Logic in Computer Science (LICS); 2013 28th Annual IEEE/ACM Symposium on,2013,6
Packing directed circuits through prescribed vertices bounded fractionally,Naonori Kakimura; Ken-ichi Kawarabayashi,A seminal result of Reed et al. Combinatorica; 16 (1996); pp. 535--554 says that a directedgraph has either k vertex-disjoint directed circuits or a set of at most f(k) vertices meeting alldirected circuits. This paper aims at generalizing their result to packing directed circuitsthrough a prescribed set S of vertices. Such a circuit is called an S-circuit. Even et al.Algorithmica; 20 (1998); pp. 151--174 showed a fractional version of packing S-circuits. Inthis paper; we show that the fractionality can be bounded by at most one-fifth: Given aninteger k and a vertex subset S; whose size may not depend on k; we prove that either G hasa 1/5-integral packing of k disjoint S-circuits; ie; each vertex appears in at most five of theseS-circuits; or G has a vertex set X of order at most f(k) (for some function f of k) such that GXhas no such circuit. We also give a fixed-parameter tractable approximation algorithm for …,SIAM Journal on Discrete Mathematics,2012,6
Hamilton cycles in 4-connected troidal triangulations,Ken-ichi Kawarabayashi; Kenta Ozeki,Abstract Grünbaum [B. Grünbaum; Polytopes; graphs; and complexes; Bull. Amer. Math.Soc. 76 (1970) 1131–1201] and independently Nash-Williams [C. St. JA Nash-Williams;Unexplored and semi-explored territories in graph theory; in “New directions in the theory ofgraphs” 149–186; Academic Press; New York; 1973] conjectured that every 4-connectedgraphs on the torus has a hamilton cycle. In this paper; we show that the conjecture is truefor triangulations of the torus.,Electronic Notes in Discrete Mathematics,2011,6
The distance-optimal inter-league schedule for Japanese pro baseball,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract Nippon Professional Baseball (NPB) is Japan's largest and most well-knownprofessional sports league; with over 22 million fans each season. Each NPB team plays 24inter-league games during a five-week period each spring. In this paper; we solve theproblem of determining the best possible NPB inter-league schedule that minimizes the sumtotal of distances traveled by all teams. Despite the NP-completeness of the general problemwith 2n teams; we show that for the 12-team NPB; the distance-optimal inter-leagueschedule can be determined from two heuristics that drastically cut down the computationtime. Using these heuristics; we generate the best possible schedule when the home gameslots are uniform (ie; every team in one league plays their home games at the same time);and when they are non-uniform. Compared to the 2010 NPB interleague schedule; our …,Proceedings of the ICAPS 2011 Workshop on Constraint Satisfaction Techniques for Planning and Scheduling Problems (COPLAS),2011,6
An O (logn)-approximation algorithm for the disjoint paths problem in Eulerian planar graphs and 4-edge-connected planar graphs,Ken-ichi Kawarabayashi; Yusuke Kobayashi,Abstract In this paper; we study an approximation algorithm for the maximum edge-disjointpaths problem. In the maximum edge-disjoint paths problem; we are given a graph and acollection of pairs of vertices; and the objective is to find the maximum number of pairs thatcan be connected by edge-disjoint paths. We give an O (log n)-approximation algorithm forthe maximum edge-disjoint paths problem when an input graph is either 4-edge-connectedplanar or Eulerian planar. This improves an O (log 2 n)-approximation algorithm given byKleinberg [10] for Eulerian planar graphs. Our result also generalizes the result by Chekuri;Khanna and Shepherd [2; 3] who gave an O (log n)-approximation algorithm for the edge-disjoint paths problem with congestion 2 when an input graph is planar.,*,2010,6
Long cycles in graphs without hamiltonian paths,Ken-ichi Kawarabayashi; Kenta Ozeki; Tomoki Yamashita,Abstract For a graph G; p (G) and c (G) denote the order of a longest path and a longestcycle of G; respectively. Bondy and Locke [JA Bondy; SC Locke; Relative length of paths andcycles in 3-connected graphs; Discrete Math. 33 (1981) 111–122] consider the gap betweenp (G) and c (G) in 3-connected graphs G. Starting with this result; there are many resultsappeared in this context; see [H. Enomoto; J. van den Heuvel; A. Kaneko; A. Saito; Relativelength of long paths and cycles in graphs with large degree sums; J. Graph Theory 20(1995) 213–225; M. Lu; H. Liu; F. Tian; Relative length of longest paths and cycles in graphs;Graphs Combin. 23 (2007) 433–443; K. Ozeki; M. Tsugaki; T. Yamashita; On relative lengthof longest paths and cycles; preprint; I. Schiermeyer; M. Tewes; Longest paths and longestcycles in graphs with large degree sums; Graphs Combin. 18 (2002) 633–643]. In this …,Discrete Mathematics,2008,6
Chords of longest circuits in locally planar graphs,Ken-ichi Kawarabayashi; Jianbing Niu; Cun-Quan Zhang,Abstract It was conjectured by Thomassen ([B. Alspach; C. Godsil; Cycle in graphs; Ann.Discrete Math. 27 (1985)]; p. 466) that every longest circuit of a 3-connected graph musthave a chord. This conjecture is verified for locally 4-connected planar graphs; that is; let Nbe the set of natural numbers; then there is a function h: N→ N such that; for every 4-connected graph G embedded in a surface S with Euler genus g and face-width at least h(g); every longest circuit of G has a chord.,European Journal of Combinatorics,2007,6
2‐connected 7‐coverings of 3‐connected graphs on surfaces,Ken‐ichi Kawarabayashi; Atsuhiro Nakamoto; Katsuhiro Ota,Abstract An m-covering of a graph G is a spanning subgraph of G with maximum degree atmost m. In this paper; we shall show that every 3-connected graph on a surface with Eulergenus k≥ 2 with sufficiently large representativity has a 2-connected 7-covering with at most6k− 12 vertices of degree 7. We also construct; for every surface F 2 with Euler genus k≥ 2;a 3-connected graph G on F 2 with arbitrarily large representativity each of whose 2-connected 7-coverings contains at least 6k− 12 vertices of degree 7.© 2003 WileyPeriodicals; Inc. J Graph Theory 43: 26–36; 2003,Journal of Graph Theory,2003,6
Hamiltonian cycles in n-factor-critical graphs,Ken-ichi Kawarabayashi; Katsuhiro Ota; Akira Saito,Abstract A graph G is said to be n-factor-critical if G− S has a 1-factor for any S⊂ V (G) with|S|= n. In this paper; we prove that if G is a 2-connected n-factor-critical graph of order p withσ 3 (G)⩾ 3 2 (p− n− 1); then G is hamiltonian with some exceptions. To extend this theorem;we define a (k; n)-factor-critical graph to be a graph G such that G− S has a k-factor for anyS⊂ V (G) with| S|= n. We conjecture that if G is a 2-connected (k; n)-factor-critical graph oforder p with σ 3 (G)⩾ 3 2 (p− n− k); then G is hamiltonian with some exceptions. In thispaper; we characterize all such graphs that satisfy the assumption; but are not 1-tough.Using this; we verify the conjecture for k⩽ 2.,Discrete Mathematics,2001,6
Edge-colouring seven-regular planar graphs,Maria Chudnovsky; Katherine Edwards; Ken-ichi Kawarabayashi; Paul Seymour,Abstract A conjecture due to the fourth author states that every d-regular planar multigraphcan be d-edge-coloured; provided that for every odd set X of vertices; there are at least dedges between X and its complement. For d= 3 d= 3 this is the four-colour theorem; and theconjecture has been proved for all d≤ 8 d≤ 8; by various authors. In particular; two of usproved it when d= 7 d= 7; and then three of us proved it when d= 8 d= 8. The methods usedfor the latter give a proof in the d= 7 d= 7 case that is simpler than the original; and wepresent it here.,Journal of Combinatorial Theory; Series B,2015,5
Beyond the Euler characteristic: Approximating the genus of general graphs,Ken-ichi Kawarabayashi; Anastasios Sidiropoulos,Abstract Computing the Euler genus of a graph is a fundamental problem in graph theoryand topology. It has been shown to be NP-hard by Thomassen [27] and a linear-time fixed-parameter algorithm has been obtained by Mohar [20]. Despite extensive study; theapproximability of the Euler genus remains wide open. While the existence of a constantfactor approximation is not ruled out; the currently best-known upper bound is a trivial O (n/g)-approximation that follows from bounds on the Euler characteristic. In this paper; we give thefirst non-trivial approximation algorithm for this problem. Specifically; we present apolynomial-time algorithm which given a graph G of Euler genus g outputs an embedding ofG into a surface of Euler genus g O (1). Combined with the above O (n/g)-approximation; ourresult also implies a O (n 1-α)-approximation; for some universal constant α> 0.,Proceedings of the forty-seventh annual ACM symposium on Theory of computing,2015,5
Fixed-parameter tractability for subset feedback set problems with parity constraints,Naonori Kakimura; Ken-ichi Kawarabayashi,Abstract The subset feedback set problem; which is a generalization of the well-knownfeedback vertex set problem; is that we are given an undirected graph G with a vertex subsetS and a positive integer k; and the goal is to find a vertex set X of size at most k such that G−X has no S-cycle; where an S-cycle is a cycle having at least one vertex of S. It was recentlyshown that this problem is fixed parameter tractable; where k is the parameter. In this paper;we further generalize this problem to one with the parity constraints; and show the fixedparameter tractability: 1. For a parameter k; there exists a fixed-parameter algorithm thateither finds a vertex set X of size k such that G− X has no S-cycle of even length; orconcludes that such a vertex set does not exist. 2. For a parameter k; there exists a fixed-parameter algorithm that either finds a vertex set X of size k such that G− X has no S-cycle …,Theoretical Computer Science,2015,5
The Linear Distance Traveling Tournament Problem.,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract We introduce a linear distance relaxation of the nteam Traveling TournamentProblem (TTP); a simple yet powerful heuristic that temporarily “assumes” the n teams arelocated on a straight line; thereby reducing the (n 2) pairwise distance parameters to just n−1 variables. The modified problem then becomes easier to analyze; from which wedetermine an approximate solution for the actual instance on n teams. We presentcombinatorial techniques to solve the Linear Distance TTP (LD-TTP) for n= 4 and n= 6;without any use of computing; generating the complete set of optimal distances regardless ofwhere the n teams are located. We show that there are only 295 non-isomorphic schedulesthat can be a solution to the 6-team LD-TTP; and demonstrate that in all previously-solvedbenchmark TTP instances on 6 teams; the distance-optimal schedule appears in this list …,AAAI,2012,5
An improved algorithm for the half-disjoint paths problem,Ken-ichi Kawarabayashi; Yusuke Kobayashi,In this paper; we consider the half-integral disjoint paths packing. For a graph G and k pairsof vertices (s 1; t 1);(s 2; t 2);…;(sk; tk) in G; the objective is to find paths P 1;…; P k in G suchthat P i joins si and ti for i= 1; 2;…; k; and in addition; each vertex is on at most two of thesepaths. We give a polynomial-time algorithm to decide the feasibility of this problem with k= O((log n/log log n) 1/7). This improves a result by Kleinberg [Proceedings of the 30th ACMSymposium on Theory of Computing; 1998; pp 530–539] who proved the same conclusionwhen k= O ((log log n) 2/15). Our algorithm still works for several problems related to thebounded unsplittable flow. These results can all carry over to problems involving edgecapacities. Our main technical contribution is to give a “crossbar” of a polynomial size of thetree width of the graph.,SIAM Journal on Discrete Mathematics,2011,5
Improved upper bounds on the crossing number,Vida Dujmovic; Ken-ichi Kawarabayashi; Bojan Mohar; David R Wood,Abstract The crossing number of a graph is the minimum number of crossings in a drawingof the graph in the plane. Our main result is that every graph G that does not contain a fixedgraph as a minor has crossing number O (Δn); where G has n vertices and maximum degreeΔ. This dependence on n and Ø is best possible. This result answers an open question ofWood and Telle [New York J. Mathematics; 2007]; who proved the best previous bound of O(Ø 2 n). In addition; we prove that every K 5-minor-free graph G has crossing number at most2∑ v deg (v) 2; which again is the best possible dependence on the degrees of G. We alsostudy the convex and rectilinear crossing numbers; and prove an O (Øn) bound for theconvex crossing number of bounded pathwidth graphs; and a∑ v deg (v) 2 bound for therectilinear crossing number of K 3; 3-minor-free graphs.,Proceedings of the twenty-fourth annual symposium on Computational geometry,2008,5
The Chvátal-Erdős condition and 2-factors with a specified number of components,Guantao Chen; Ronald Gould; Ken-ichi Kawarabayashi; Katsuhiro Ota; Akira Saito; Ingo Schiermeyer,Abstract Let G be a 2-connected graph of order n satisfying α (G)= a≤ κ (G); where α (G) andκ (G) are the independence number and the connectivity of G; respectively; and let r (m; n)denote the Ramsey number. The well-known Chvátal-Erdos Theorem states that G has ahamiltonian cycle. In this paper; we extend this theorem; and prove that G has a 2-factor witha specified number of components if n is sufficiently large. More precisely; we prove that (1)if n≥ k· r (a+ 4; a+ 1); then G has a 2-factor with k components; and (2) if n≥ r (2a+ 3; a+ 1)+3 (k− 1); then G has a 2-factor with k components such that all components but one haveorder three.,Discussiones Mathematicae Graph Theory,2007,5
Acute triangles in 4-connected maximal plane graphs,Ken-ichi Kawarabayashi; Atsuhiro Nakamoto; Yoshiaki Oda; Mamoru Watanabe,Let G be a simple graph (ie with no multiple edges and no loops). A planar embedding of G isa drawing of G in the plane with no crossing of edges except their endpoints. We say that G isplanar if G has a planar embedding. A planar graph with some fixed planar embedding is calleda plane graph. A plane triangulation is a simple plane graph G such that each face of G istriangular. (A plane triangulation is sometimes called a maximal plane graph.) If a face f of Gis not an infinite region; f is said to be finite. The boundary walk of the infinite face of a plane graphG is called the boundary of G … A planar embedding of G is called a straight-line embeddingif each edge of G is a straight-line segment in the planar drawing. The following theorem wasproved by Wagner [5] and Fáry [1] … Every planar graph has a straight-line embedding …In this paper; we focus on a “good” straight-line embedding of a plane triangulation. That …,Discrete mathematics,2005,5
Contractible edges in minimally k-connected graphs,Kiyoshi Ando; Atsushi Kaneko; Ken-ichi Kawarabayashi,Abstract An edge of a k-connected graph is said to be k-contractible if the contraction of theedge results in a k-connected graph. In this paper; we prove that a (K 1+ C 4)-free minimallyk-connected graph has a k-contractible edge; if around each vertex of degree k; there is anedge which is not contained in a triangle. This implies previous two results; one due toThomassen and the other due to Kawarabayashi.,Electronic Notes in Discrete Mathematics,2002,5
On the connectivity of minimal counterexamples to Hadwiger’s conjecture,Ken-ichi Kawarabayashi,*,preprint,*,5
Degree sum conditions and graphs which are not covered by k cycles,K Kawarabayashi,*,Discrete Mathematics; to appear,*,5
List-coloring embedded graphs,Zdeněk Dvořák; Ken-ichi Kawarabayashi,Abstract For any fixed surface Σ of genus g; we give an algorithm to decide whether a graphG of girth at least five embedded in Σ is colorable from an assignment of lists of size three intime O (| V (G)|). Furthermore; we can allow a subgraph (of any size) with at most scomponents to be precolored; at the expense of increasing the time complexity of thealgorithm to O (| V (G)| K (g+s)+ 1) for some absolute constant K; in both cases; themultiplicative constant hidden in the O-notation depends on g and s. This also enables us tofind such a coloring when it exists. The idea of the algorithm can be applied to other similarproblems; eg; 5-list-coloring of graphs on surfaces.,Proceedings of the twenty-fourth annual ACM-SIAM symposium on Discrete algorithms,2013,4
Packing cycles through prescribed vertices under modularity constraints,Naonori Kakimura; Ken-ichi Kawarabayashi,Abstract The well-known theorem of Erdős–Pósa says that either a graph G has k disjointcycles or there is a vertex set X of order at most f (k) for some function f such that G∖ X is aforest. Starting with this result; there are many results concerning packing and coveringcycles in graph theory and combinatorial optimization. In this paper; we present a commongeneralization of the following Erdős–Pósa properties: 1. The Erdős–Pósa property forcycles of length divisible by a fixed integer p (Thomassen; 1988 [19]). 2. The Erdős–Pósaproperty for S-cycles; ie; cycles which contain a vertex of a prescribed vertex set S(Kakimura; Kawarabayashi; and Marx; 2011 [10] and Pontecorvi and Wollan; 2010 [13]).Namely; given integers k; p; and a vertex set S (whose size may not depend on k and p); weprove that either a graph G has k disjoint S-cycles; each of which has length divisible by p …,Advances in Applied Mathematics,2012,4
Cliques in odd-minor-free graphs,Ken-ichi Kawarabayashi; David R Wood,Abstract This paper is about:(1) bounds on the number of cliques in a graph in a particularclass; and (2) algorithms for listing all cliques in a graph. We present a simple algorithm thatlists all cliques in an n-vertex graph in O (n) time per clique. For O (1)-degenerate graphs;such as graphs excluding a fixed minor; we describe a O (n) time algorithm for listing allcliques. We prove that graphs excluding a fixed odd-minor have O (n 2) cliques (which istight); and conclude a O (n 3) time algorithm for listing all cliques.,Proceedings of the Eighteenth Computing: The Australasian Theory Symposium-Volume 128,2012,4
Toughness of Ka; t-minor-free graphs,Guantao Chen; Yoshimi Egawa; Ken-ichi Kawarabayashi; Bojan Mohar; Katsuhiro Ota,Abstract The toughness of a non-complete graph G is the minimum value of| S| ω (G− S)among all separating vertex sets S⊂ V (G); where ω (G− S)⩾ 2 is the number of componentsof G− S. It is well-known that every 3-connected planar graph has toughness greater than1/2. Related to this property; every 3-connected planar graph has many good substructures;such as a spanning tree with maximum degree three; a 2-walk; etc. Realizing that 3-connected planar graphs are essentially the same as 3-connected K3; 3-minor-free graphs;we consider a generalization to a-connected Ka; t-minor-free graphs; where 3⩽ a⩽ t. Weprove that there exists a positive constant h (a; t) such that every a-connected Ka; t-minor-free graph G has toughness at least h (a; t). For the case where a= 3 and t is odd; we obtainthe best possible value for h (3; t). As a corollary it is proved that every such graph of …,the electronic journal of combinatorics,2011,4
Non-separating even cycles in highly connected graphs,Shinya Fujita; Ken-ichi Kawarabayashi,Abstract We prove that every k-connected graph (k≥ 5) has an even cycle C such that GV(C) is still (k-4)-connected. The connectivity bound is best possible. In addition; we prove thatevery k-connected triangle-free graph (k≥ 5) has an even cycle C such that GV (C) is still (k-3)-connected. The same conclusion also holds for any k-connected graph (k≥ 5) that doesnot contain a K 4−; ie; K 4 minus one edge. The first theorem is an analogue of the well-known result (without the parity condition) by Thomassen [9]. It is also a counterpart of theconjecture made by Thomassen [10] which says that there exists a function f (k) such thatevery f (k)-connected non-bipartite graph has an odd cycle C such that GV (C) is still k-connected. The second theorem is an analogue of the results (without the parity condition)by Egawa [2] and Kawarabayashi [3]; respectively.,Combinatorica,2010,4
Additive approximation algorithms for list-coloring minor-closed class of graphs,Ken-ichi Kawarabayashi; Erik D Demaine; MohammadTaghi Hajiaghayi,Abstract It is known that computing the list chromatic number is harder than computing thechromatic number (assuming NP≠ coNP). In fact; the problem of deciding whether a givengraph is f-list-colorable for a function f: V→{c-1; c} for c≥ 3 is Π p 2-complete. In general; it isbelieved that approximating list coloring is hard for dense graphs. In this paper; we areinterested in sparse graphs. More specifically; we deal with nontrivial minor-closed classesof graphs; ie; graphs excluding some K k minor. We refine the seminal structure theorem ofRobertson and Seymour; and then give an additive approximation for list-coloring within k-2of the list chromatic number. This improves the previous multiplicative O (k)-approximationalgorithm [20]. Clearly our result also yields an additive approximation algorithm for graphcoloring in a minor-closed graph class. This result may give better graph colorings than …,Proceedings of the twentieth annual ACM-SIAM symposium on Discrete algorithms,2009,4
On the number of 4-contractible edges in 4-connected graphs,Kiyoshi Ando; Yoshimi Egawa; Ken-ichi Kawarabayashi; Matthias Kriesell,All graphs considered here are supposed to be finite; simple; and undirected. Forterminology not defined here we refer to [1] or [2]. An edge e= xy in a k-connected graph G iscalled k-contractible if the graph G/e obtained from G identifying x; y and simplifying theresult is k-connected. It is easy to see that every edge of a connected graph is 1-contractible;and it is a well known fact that every vertex of a 2-connected graph nonisomorphic to K3 isincident with a 2-contractible edge. The corresponding statement for 3-connected graphsfails; but it is still true that for an arbitrary vertex x in a 3-connected graph nonisomorphic toK4 there is a 3-contractible edge at distance 0 or 1 from x (references in [7]).,Journal of Combinatorial Theory; Series B,2009,4
Fractional coloring and the odd Hadwiger’s conjecture,Ken-ichi Kawarabayashi; Bruce Reed,Abstract Gerards and Seymour (see [TR Jensen; B. Toft; Graph Coloring Problems; Wiley-Interscience; 1995]; page 115) conjectured that if a graph has no odd complete minor oforder p; then it is (p− 1)-colorable. This is an analogue of the well known conjecture ofHadwiger; and in fact; this would immediately imply Hadwiger's conjecture. The current bestknown bound for the chromatic number of graphs without an odd complete minor of order pis O (p log p) by the recent result by Geelen et al.[J. Geelen; B. Gerards; B. Reed; P.Seymour; A. Vetta; On the odd variant of Hadwiger's conjecture (submitted for publication)];and by Kawarabayashi [K. Kawarabayashi; Note on coloring graphs without odd K k-minors(submitted for publication)](but later). But; it seems very hard to improve this bound since thiswould also improve the current best known bound for the chromatic number of graphs …,European Journal of Combinatorics,2008,4
2-Connected spanning subgraphs with low maximum degree in locally planar graphs,Mark N Ellingham; Ken-ichi Kawarabayashi,Abstract In this paper; we prove that there exists a function a: N 0× R+→ N such that for eachε> 0; if G is a 4-connected graph embedded on a surface of Euler genus k such that the face-width of G is at least a (k; ε); then G has a 2-connected spanning subgraph with maximumdegree at most 3 in which the number of vertices of degree 3 is at most ε| V (G)|. Thisimproves results due to Kawarabayashi; Nakamoto and Ota [K. Kawarabayashi; A.Nakamoto; K. Ota; Subgraphs of graphs on surfaces with high representativity; J. Combin.Theory Ser. B 89 (2003) 207–229]; and Böhme; Mohar and Thomassen [T. Böhme; B.Mohar; C. Thomassen; Long cycles in graphs on a fixed surface; J. Combin. Theory Ser. B85 (2002) 338–347].,Journal of Combinatorial Theory; Series B,2007,4
Half integral packing; Erdős-Posá-property and graph minors,Ken-ichi Kawarabayashi,Abstract We consider the following problem: Given a graph G. Decide whether or not G has khalf-integral packing of an H-minor for fixed k and H. Here; k half-integral packing of an H-minor is that there are k H-minors such that each vertex is used at most twice. Let us observethat if G contains H as a minor; then G has| H| disjoint trees such that after contracting all thetrees; we can get an H. So k half-integral packing of an H-minor means that there are k| H|trees T 1; 1;...; T1;| H|; T 2; 1;...; Tk;| H| such that trees T i; 1;...; T 1;| H| are disjoint for 1≤ i≤ k;and after contracting all these trees Ti; 1;...; T i;| H|; we can get an H for 1≤ i≤ k; but eachvertex is used at most twice in these trees T 1; 1;...; T 1;| H|; T 2; 1;...; T k;| H|. This problem ismotivated by the study of the half disjoint paths problem and unspilittable flow problem; egSchrijver; Seymour and Winkler [45]; Kleinberg [22]; Srinivasan [49] and Kolliopoulos and …,Proceedings of the eighteenth annual ACM-SIAM symposium on Discrete algorithms,2007,4
Vertex-disjoint copies of K¯ ₄,Ken-ichi Kawarabayashi,Let G be a graph of order n. Let K− l be the graph obtained from Kl by removing one edge. Inthis paper; we propose the following conjecture: Let G be a graph of order n ≥ lk with δ(G) ≥(n−k+1)l−3 … Then G has k vertex-disjoint K− l . This conjecture is motivated by Hajnal and Szemerédi's[6] famous theorem. In this paper; we verify this conjecture for l = 4. Keywords: extremal graphtheory; vertex disjoint copy; minimum degree. 2000 Mathematics Subject Classification:05C70; 05C38 … ∗Research partly supported by the Japan Society for the Promotion of Sciencefor Young Scientists … Theorem 1 [7]. Let G be a graph of order 4k with δ(G) ≥ 5 … What happensif we consider the minimum degree condition for a given graph G of order n ≥ 4k to have kvertex-disjoint F ? In case that F is K1;3; Egawa and Ota [3] proved that; if G is a graph of ordern ≥ 4k + 6 with δ(G) ≥ k + 2; then G has k vertex-disjoint K1;3. In this paper; we prove …,Discussiones Mathematicae Graph Theory,2004,4
On a hamiltonian cycle in which specified vertices are not isolated,Atsushi Kaneko; Ken-ichi Kawarabayashi; Katsuhiro Ota; Kiyoshi Yoshimoto,Atsushi Kanekoa ; Ken-ichi Kawarabayashib ; Katsuhiro Otab ; Kiyoshi Yoshimotoc;∗ aDepartmentof Computer Science and Communication Engineering; Kogakuin University; 1-24-2Nishi-Shinjuku; Shinjuku-ku; Tokyo 163-8677; Japan bDepartment of Mathematics; Faculty ofScience and Technology; Keio University; 3-14-1 Hiyoshi; Kohoku-ku; Yokohama 223-8522;Japan cDepartment of Mathematics; College of Science and Technology; Nihon University;1-8 Kanda-Surugadai; Chiyoda-ku; Tokyo 101-8308; Japan … Received 2 May 2000; receivedin revised form 24 September 2001; accepted 8 October 2001 … Let G be a graph with n verticesand minimum degree at least n=2; and B a set of vertices with at least 3n=4 vertices. In thispaper; we show that there exists a hamiltonian cycle in which every vertex in B is adjacent tosome vertex in B. cO 2002 Elsevier Science BV All rights reserved.,Discrete Mathematics,2002,4
