Significance of a fragmented QRS complex versus a Q wave in patients with coronary artery disease,Mithilesh K Das; Bilal Khan; Sony Jacob; Awaneesh Kumar; Jo Mahenthiran,Background—Q waves on a 12-lead ECG are markers of a prior myocardial infarction (MI).However; they may regress or even disappear over time; and there is no specific ECG signof a non–Q-wave MI. Fragmented QRS complexes (fQRSs); which include various RSR′patterns; without a typical bundle-branch block are markers of altered ventriculardepolarization owing to a prior myocardial scar. We postulated that the presence of an fQRSmight improve the ability to detect a prior MI compared with Q waves alone by ECG. Methodsand Results—A cohort of 479 consecutive patients (mean±SD age; 58.2±13.2 years; 283males) who were referred for nuclear stress tests was studied. The fQRS included variousmorphologies of the QRS (< 120 ms); which included an additional R wave (R′) or notchingin the nadir of the S wave; or> 1 R′(fragmentation) in 2 contiguous leads; corresponding …,Circulation,2006,517
Design and Development of an automated Robotic Pick & Stow System for an e-Commerce Warehouse,Swagat Kumar; Anima Majumder; Samrat Dutta; Rekha Raja; Sharath Jotawar; Ashish Kumar; Manish Soni; Venkat Raju; Olyvia Kundu; Ehtesham Hassan Laxmidhar Behera; KS Venkatesh; Rajesh Sinha,Abstract: In this paper; we provide details of a robotic system that can automate the task ofpicking and stowing objects from and to a rack in an e-commerce fulfillment warehouse. Thesystem primarily comprises of four main modules:(1) Perception module responsible forrecognizing query objects and localizing them in the 3-dimensional robot workspace;(2)Planning module generates necessary paths that the robot end-effector has to take forreaching the objects in the rack or in the tote;(3) Calibration module that defines the physicalworkspace for the robot visible through the on-board vision system; and (4) Gripping andsuction system for picking and stowing different kinds of objects. The perception moduleuses a faster region-based Convolutional Neural Network (R-CNN) to recognize objects. Wedesigned a novel two finger gripper that incorporates pneumatic valve based suction …,arXiv preprint arXiv:1703.02340,2017,*
Modified Sirs Epidemic Model with Immigration and Saturated Incidence,Amit Kumar; Pardeep Porwal; VH Badshah,Abstract The present mathematical model deals with the study of SIRS epidemic model withimmigration and saturation type incidence. We start from formulation of model and analyze it.The disease free equilibrium and endemic equilibrium of the system are established. If theDFE (Disease Free Equilibrium) is globally stable and if then the endemic equilibrium isobtained which is globally stable. An example also provides to justify the stability.,MAYFEB Journal of Mathematics,2017,*
Consumer decision‐making styles and post purchase behaviour of poor for Fast Moving Consumer Goods,Arvind Kumar; Anupama Vohra; Hamendra Kumar Dangi,Abstract More than half of the world's population is poor. Certainly; their purchasing powercannot be compared with that of the riches; but it is their collective purchase potential whichmakes them a substantial market. The fast moving consumer goods (FMCGs); on the otherhand; are the fourth largest industry in the world. FMCGs are relatively low cost products andthe poor; by necessity; spend a significant amount of their income on FMCGs. So; by virtue ofbeing a large consumer base for FMCGs; the poor are a promising market for the FMCGmarketers. But little is known about their buying behaviour for FMCGs as only a few studieshave been conducted on them in this regard. This study aims to explore their shoppingorientations towards price; quality and brand for FMCGs in the context of one of the largestdeveloping countries like India by exploring their consumer decision-making styles …,*,2017,*
Aerobic degradation of 2; 4-dichlorophenoxyacetic acid and other chlorophenols by Pseudomonas strains indigenous to contaminated soil in South Africa: Growth ki...,AO Olaniran; L Singh; A Kumar; P Mokoena; B Pillay,Abstract Three indigenous pseudomonads; Pseudomonas putida DLL-E4; Pseudomonasreactans and Pseudomonas fluorescens; were isolated from chlorophenol-contaminated soilsamples collected from a sawmill located in Durban (South Africa). The obtained isolateswere tested for their ability to degrade chlorophenolic compounds: 2; 4-dichlorophenoxyacetic acid (2; 4-D); 2; 4-dichlorophenol (2; 4-DCP) and 2; 4; 6-trichlorophenol (2; 4; 6-TCP) in batch cultures. The isolates were found to effectivelydegrade up to 99.5; 98.4 and 94.0% with a degradation rate in the range of 0.67–0.99 (2; 4-D); 0.57–0.93 (2; 4-DCP) and 0.30–0.39 (2; 4; 6-TCP) mgL–1 day–1 for 2; 4-D; 2; 4-DCP and2; 4; 6-TCP; respectively. The degradation kinetics model revealed that these organismscould tolerate up to 600 mg/L of 2; 4-DCP. Catechol 2; 3-dioxygenase activity detected in …,Applied Biochemistry and Microbiology,2017,*
Research Article Genetic analysis for heterotic traits in bread wheat (Triticum aestivum L.) using six parameters model,Sarvan Kumar; Anuj Kumar; Jaydev Kumar,Abstract The assessment of nature of gene effect for yield and its contributing traits anddetection of epistasis in wheat was studied in five crosses involving seven parents throughgeneration mean analysis. Scaling test and joint scaling test were showed significant foralmost traits all crosses. Additive gene effects (d) were positively significant for days tomaturity and tillers per plant in cross II; for seed per plant in cross IV. Dominance geneeffects (h) were highly significant for days to 75% heading in cross II; III and IV; for days tomaturity and grains per spike in cross II; for grain yield per plant and grains per spike incross I. Additive x additive type of gene (i) were positive significant effect for days to 75%heading in cross II; III and IV; for days to maturity in cross II and grains per spike in crosses I;II; for 1000 grain weight in cross II and IV; for grain yield per plant in cross I. Additive x …,Electronic Journal of Plant Breeding,2017,*
Optimization of Control Factors for EN-42 on WEDM using Taguchi Method,Azad Kumar; Jitender Panchal; Deepak Garg,Abstract EN-42 offers a variety of advantages over its counterparts such as better stabilityafter hardening; compressive strength; non-deforming properties; and good wear resistance.Due to these properties it is gaining application in manufacturing of laminated spring forrailway vehicle; spring washer for used in auto industries; leaf and coil springs. In this study;an attempt has been made to machine EN-42 using wire electric discharge machining. Theobjective is to investigate the influence of process parameters namely pulse on time; pulseoff time; peak current and wire feed on cutting rate and surface roughness. Wire breakage isa problem that constraint the productivity achieved during WEDM process. Wire breakage isdirectly governed by the discharge energy subjected on the work piece. Discharge energy isinfluenced by levels of process parameters. Moreover; the influence of process …,Int. J. of Multidisciplinary and Current research,2017,*
Hospital Based Prevalence of Malnutrition in Pediatrics,Sanjeev Kumar Sinha; Amit Kumar,ABSTRACT-Background: Malnutrition constitutes a major public health concern worldwideand serves as an indicator of hospitalized patient's prognosis. Nutritional support is anessential aspect of the clinical management of children admitted to hospital. Malnutrition hasbeen long associated with poor quality; poor diet and inadequate access to health care; andit remains a key global health issue that both stems from and contributes to weakness; with50% of childhood deaths due to principal under nutrition. Methods: The present hospitalbased cross sectional study was conducted in April to Dec 2015 among 300 ruraladolescents of 9-18 years age (146 boys and 154 girls) attending the outpatient departmentat Patna Medical College and Hospital; Bihar; India; belonging to the all caste communities.The nutritional status was assessed in terms of under nutrition (weight-for-age below 3rd …,Int. J. Life. Sci. Scienti. Res,2017,*
Elemental analysis of glass and bakelite electrodes using PIXE facility,V Bhatnagar; JS Shahi; S Verma; BP Mohanty; A Kumar,Abstract: The evolution of particle detectors dates back to the discovery of X-rays andradioactivity in 1890s. In detector history; the Resistive Plate Chambers (RPCs) areintroduced in early 1980s. An RPC is a gaseous detector made up of two parallel electrodeshaving high resistivity like that of glass and bakelite. Currently several high energy physicsexperiments are using RPC-based detector system due to robustness and simplicity ofconstruction. In each and every experiment; RPCs have to run continuously for severalyears. So; it demands an in-depth characterization of the electrode materials. In the presentstudy; an elemental analysis of locally available glass and bakelite samples is done usingPIXE facility available at Panjab University Cyclotron; Chandigarh. PIXE measurements aredone using 2.7 MeV proton beam incident on the electrode sample target. The constituent …,arXiv preprint arXiv:1702.08480,2017,*
Dystocia Due to Conjoined Twin Fetal Monster in a Murrah Buffalo: A Case Report,V Singh; A Kumar; RK Gupta; V Sachan; A Saxena,V. Singh*; A. Kumar; RK Gupta; V. Sachan; and A. Saxena … Department of Veterinary Gyneacologyand Obstetrics; College of Veterinary Science and Animal Husbandry; DUVASU;Mathura-281001; Uttar Pradesh; India … This work is licensed under the Creative CommonsAttribution International License (http:// creativecommons.org/licenses /by/4.0/P); which permitsunrestricted use; distribution and reproduction in any medium; provided the original work is properlycited … A malformation in the fetus may result into monstrosity which can result in difficultparturition. Fetal anomalies and monstrosities are common causes of dystocia in bovine (Shuklaet al.; 2007) with the incidence of 7.9 % in river buffaloes (Phogat et al.; 1992). Dicephalus monstershave been reported in buffaloes (Srivastava et al.; 2008) and cows (Chandrahasan et al.;2003). The present case report describes a rare condition of conjoined twins (dicephalus …,THE INDIAN JOURNAL OF VETERINARY SCIENCES AND BIOTECHNOLOGY,2017,*
Processes for producing a fuel from a renewable feedstock,*,Processes for the production of transportation fuel from a renewable feedstock. A gaseousmixture of carbon monoxide and hydrogen is used to deoxygenate and hydrogenate theglycerides to produce long chain hydrocarbons. Water is also introduced into the reactionzone to increase the amount of hydrogen and to increase the utilization of carbon monoxidewithin the reaction zone. Synthesis gas may also be used to supply at least a portion of thegaseous mixture of carbon monoxide and hydrogen. The amount of hydrogen equivalents inthe reaction zone is at least 100% of a stoichiometric hydrogen demand within the reactionzone.,*,2017,*
Primary amenorrhoea: a diagnostic dilemma,Deepika Narasegowda; Arun Kumar; KS Aparna,Abstract Primary amenorrhoea is defined as absence of menses in females by the age of 14years in the absence of secondary sex characters or absence of menses by the age of 16years regardless of appearance of secondary sex characters. Incidence of ExtrapulmonaryTB (EPTB) is increasing in young women throughout the world. We report a case of 24 yearunmarried female with primary amenorrhoea secondary to genital tuberculosis apparentlyhaving no sings & symptoms of tuberculosis.,International Journal of Reproduction; Contraception; Obstetrics and Gynecology,2017,*
UPPER GASTRO INTESTINAL ENDOSCOPIC LESIONS IN PATIENTS WITH HEPATITIS C,A Kumar; S Goyal; H Bhardwaj; BL Bhardwaj; P Jain; S Jaura; G Singla,Background: Hepatitis C is a huge burden on health care system. This study describesdifferent types of lesions that can be found in patients with hepatitis C undergoing UGIendoscopy. Methods: Thirty consecutive patients with hepatitis C who came for UGIendoscopy for varied indications in the Endoscopy Room; Government Medical CollegePatiala; from January 1; 2016 onwards were included in this study. Results: The lesionswere both; associated with portal hypertension and not associated with portal hypertension.Out of 30 patients who underwent UGI endoscopy; in the esophagus 22 (73.33%) patienthad lesions associated with portal hypertension and 2 (6.67%) not associated with portalhypertension; in the stomach 11 (36.67%) lesions were associated with portal hypertensionand 7 (23.33%) lesions not associated with portal hypertension; and in the duodenum no …,Journal of Advanced Medical and Dental Sciences Research,2017,*
Prevalence of Chronic Kidney Disease (CKD) in Type 2 Diabetes Mellitus Patients: START-India Study,Rajesh Rajput; KM Kumar; Krishna Seshadri; Pankaj Agarwal; Pradeep Talwalkar; Bhavesh Kotak; Ammar Raza; Hardik Vasnawala; Amit Kumar,*,JOURNAL OF DIABETES & METABOLISM,2017,*
Intelligent caching in distributed clustered file systems,*,Various embodiments intelligently cache data in distributed clustered file systems. In oneembodiment; a set of file system clusters from a plurality of file system clusters beingaccessed by an information processing system is identified. The information processingsystem resides within one of the plurality of file system clusters and provides a user clientwith access to a plurality of files stored within the plurality of file system clusters. One or morefile sets being accessed by the information processing system are identified for each of theset of file system clusters that have been identified. A set of data access informationcomprising at least an identifier associated with each of the set of file system clusters and anidentifier associated with each of the one or more file sets is generated. The set of dataaccess information is then stored.,*,2017,*
Systems Design is Needed for Smart Manufacturing Curriculum to India,N Vijayarangan; A Senthil Kumar; GD Sivakumar; R Muralikannan,Abstract In our country; everyone visualizes “Smart” manufacturing and “Regular”manufacturing which belong to different domains.'Smart'means related to IT domain; notlinked with other domains. It is a wrong perception viewed by many of them. The concept'Smart'is generic. It relates with multidimensional aspects. Before entering into systemsdesign for Smart manufacturing as a curriculum to our Indian students; we must understandthe objectives and roles of current trends in manufacturing first. Next; evolutionary systemsdesign of this curriculum will bring social benefits on imparting smart manufacturing to ourstudents. This curriculum brings into a large attention from academics and practitioners ofhow to best design implement and manage “novelty in manufacturing”. This educationresearch evaluates 'General system theory'by KE Boulding.,International Conference on Research into Design,2017,*
Middle Miocene calcareous nannofossils from the Upper Bhuban Formation of Mizoram; Indo-Burma Range,Kapesa Lokho; RK Saxena; DSN Raju; Ankit Kumar,*,MICROPALEONTOLOGY,2017,*
Evolution of restorative dentistry from past to present,Harpreet Singh; Mandeep Kaur; Jaidev Singh Dhillon; Jagvinder Singh Mann; Amandeep Kumar,Abstract The history of operative dentistry dates back to the era when Babylonians;Assyrians; and Egyptians (4500–4000 BC) were familiar with gold; and Etruscans andPhoenicians (2700 BC) were practising gold crowns. Since then; there have been numerousadvances; developments; and researches which have proceeded continuously. Theseinventions have transformed the practice of operative dentistry into one which is moreefficient and more comfortable for the patients as well as for the operating team. This articlehighlights the significant advancements in the field of operative dentistry which haveoccurred over a period of time and have helped us to serve our patients better.,Indian Journal of Dental Sciences,2017,*
A prospective evaluation of 3-D laparoscopic transperitoneal radical nephrectomy for large renal tumors (clinical stage T2N0M0): A single-centre; single-surgeon ex...,Anup Kumar; Niraj Kumar; Gaurav Kumar; Mikir Patel; Pankaj Gupta,period were 3.5 days and 1.49 weeks respectively. Intraoperative (5.8%–bleeding: 1; bowelinjury: 1) and postoperative complications (7.8%–wound infection: 1; delayed bleeding: 1;atelectasis: 1; ileus: 1) were seen in 3 and 5 patients respectively. Renal cell carcinoma andoncocytoma were found on histopathological examination in 48 (94.1%) and 3 (5.9%)patients respectively. At the mean follow-up of 49.1 months; there were 2 distant metastases(brain–1; lung–1). The 5-year overall; cancer-specific and recurrence-free survival rateswere 92.3%; 94.1% and 96.1% respectively.,Central European journal of urology,2017,*
Incidence and Risk factors for Retinopathy of Prematurity in Neonates of weight< 1.5 kg and/or< 32 weeks of Gestation in a tertiary care Hospital,MS Pannu; Ashwani Kumar; Ravinder Singh; Karamjit Singh; SPS Dhillon; Sehajpreet Singh,Abstract Introduction: Retinopathy of prematurity affects immature retinal vasculature ofpremature infants. India and other developing countries are facing the third epidemic ofROP. Various risk factors for development of ROP include low gestation; low birth weight;HMD; sepsis; shock; prolonged oxygen therapy; poor nutrition and weight gain; anemia;blood transfusion; IVH. Objective: To determine incidence and risk factors of ROP inneonates of birth weight< 1500 gm and/or gestation< 32 weeks. Methods: All the eligibleneonates admitted in NICU at GMC; Amritsar from July 2014 to June 2015 were enrolled inthis prospective observational study and all neonatal; antenatal and perinatal problems andtreatments and interventions done in Neonates were recorded and screening for ROP wasdone by indirect opthalmoscopy at 4 weeks of postnatal age and followed up till retinal …,Int. J. Curr. Res. Med. Sci,2017,*
Standardization of Stamens of Mesua ferrea Linn.,Manoj Tripathi; Alok Kumar; Anil Kumar; Virendra Rajak,India has a rich culture of medicinal herbs and spices; which includes Ayurvedic; Unani;Siddha and other traditional medicines but only very few have been studied chemically andpharmacognostically evaluated for their potential medicinal value. According to the WorldHealth Organization; most populations still rely on traditional medicines for theirpsychological and physical health requirements. Nagkesar is a very famous ayurvedic herbused in treating fever; vomiting; urinary tract disorders; migraine and also used topreparation of several compound formulation viz. Candanabalalaksadi Taila; Kumaryasava;Nagakesaradi Curna; Kankasava; Eladi curna; Jatiphaladi curna and Karpuradi churna etc.The present paper provides a detailed account of the scientific evaluation of Mesua ferreastamens. The study includes macro and microscopic characters; powder microscopic …,Research Journal of Pharmacognosy and Phytochemistry,2017,*
A randomized controlled study of intraperitoneal vs intraincisional infiltration of local anesthetic levobupivacaine for pain relief in post-laparoscopic hysterectomy cas...,Gopal Reddy Narra; Aiswarya Manohar; Amit Kumar; Monica Krishna,Abstract Introduction and Aim: Providing postoperative pain relief is a common acceptablepractice in modern era. Multimodal combination methods are being used to reduce opioid-related side effects. We conducted a randomized study with 0.125% levobupivacaine inintraincisional infiltration vs intraperitoneal instillation for pain relief after laparoscopichysterectomies. Materials and Method: In this randomized controlled study 90 patients oflaparoscopic hysterectomy were selected. They were grouped as Group-C the controlplacebo; Group-I received local wound infiltration (intraincisional) of 20 ml solution of0.125%; levobupivacaine while Group-P received 20 ml solution of 0.125%;levobupivacaine intraperitoneal space. Recording of postsurgical pain from 0 to 24 hoursalong with nausea and vomiting was done. Results: Post-operative pain was significantly …,Indian Journal of Clinical Anaesthesia,2017,*
Pharmacokinetic profile of Antitubercular drugs and their clinical applications in therapeutic drug monitoring,Rajesh Kumar; Brijesh Kumar; Ashutosh Kumar,Abstract Concomitant food; drug and disease states play a dramatic role on thepharmacokinetics of first-line anti-tuberculosis drugs. Food has enormous effect on physico-chemical properties; site; rate; and extent of absorption and first pass metabolism of thedrugs. Concomitant drugs may sometimes produce sub-therapeutic level while illicit toxicityon the other hand like hepatotoxicity. Drugs with antacids in empty stomach or with food alsoalter pharmacokinetics. Different types of drugs in HIV and diabetes have huge alteration inpharmacokinetic parameters like C; T AUC max max; and clearance. In tuberculosistreatment with HIV; the decrease in CD cell count and compromised immunity directly 4 altertherapeutics. The applications of Therapeutic drug monitoring (TDM) is based on themeasurement of drug concentrations in blood samples collected at appropriate times and …,Asian Journal of Pharmacy and Pharmacology,2017,*
Characterization of soil of CRC at svpuat; Meerut based on physical properties,Ashok Kumar; Rajesh Kumar; RR Singh; BP Dhyani; UP Shahi,A study entitled “Characterization of soil of CRC at SVPUAT; Meerut based on physicalproperties” was carried out during 2013–14. Soil Samples collected from different depths viz0–15; 15–30 cm were processed and analyzed for various physical properties. The overallquality of CRC soil appears to be poor to medium except certain parameters. Majority of soilsamples were found moderately slow to moderate in hydraulic conductivity (0.48–1.8 and1.8–6.24 cm/hr) and infiltration rate (0.5–2.0 and 2.0–6.5 cm/hr) which may be attributed topoor Organic Carbon; low porosity and high BD. Bulk density was negatively andsignificantly correlated with porosity (r=-0.92); IR (r=-0.67) and HC (r=-0.65) but positive nonsignificant relationship was observed between BD and water stable aggregates.Significantly positive correlation of Porosity with IR (r= 0.60) and HC (r= 0.58) was found …,Annals of Horticulture,2017,*
Morphological Analysis of the Dravidian Language Family,Arun Kumar; Ryan Cotterell; Lluís Padró; Antoni Oliver,Abstract The Dravidian family is one of the most widely spoken set of languages in the world;yet there are very few annotated resources available to NLP researchers. To remedy this; wecreate DravMorph; a corpusannotatedformorphologicalsegmenta… and part-of-speech.Also; we exploit novel features and higher-order models to achieve promising results onthese corpora on both tasks; beating techniques proposed in the literature by as much as 4points in segmentation F1.,Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 2; Short Papers,2017,*
Response of Phosphorus Levels and Seed Inoculation with PSB and Rhizobium on Economic and Response Studies of Chickpea (Cicer arietinum L.) under Rainfe...,Yogendra Singh; Bhagwan Singh; Ajeet Kumar,Chickpea (Cicer arietinum L.) is the most important rabi pulse crop of India. Globallychickpea is cultivated on 10.4 million hectares and adding 8.57 million tones to the globalfood basket with an average productivity of 826 kg ha-1. The chickpea is grown in India onarea of 8.81 m ha with production of 7.35 mt (Anonymous; 2009). The primary limitation ofcrop production in these regions is the lack of available moisture and nutrient especiallyphosphorus. Among the important nutrients; phosphorus is considered to be most important.In recent years the research work on biofertilizers carried out in different parts of this countryindicated the effectiveness of biofertilizers in boosting the production and maintaining thesoil fertility. In pulses an extra seed yield of 200-300 kg ha-1 and 30-50 kg P2O5 ha-1 canbe saved with the use of phospho-microorganism (Somani; 1990). However; PSB also …,Int. J. Curr. Microbiol. App. Sci,2017,*
Enhancement of Maize Allelic Diversity using Wild Relative Teosinte (Zea mays ssp. Parviglumis),NK Singh; Amarjeet Kumar; Hukam Chandra; Krishan Pal; SS Verma,Teosinte (Zea mays ssp. Parviglumis); a wild relative of maize was assumed to be apotential donor for novel gene (s) for diversification and enhancement of maize germplasm.Subsequently teosinte was crossed with three maize inbred lines Tarun 83; DMRHyd 1284and Pant 12K 53 followed by one generation of back crossing and two generation of selfing.The teosinte derived BC1F3 lines from all the three crosses were evaluated during springseason 2016. Analysis of variance revealed significant variance for most of the characters inall the three teosinte derived maize lines. Variability parameters revealed low variations formaturity traits namely days to 50% anthesis and silk emergence; days to 50% leafsenescence and anthesis-silking interval. Plant height exhibited wide range of variation andin general plant height of teosinte derived lines was more than the plant height of maize …,Indian Journal of Plant Genetic Resources,2017,*
Prospective role of psidium guajava and persea americana leaf extracts against radiation induced acute radiation syndrome cellular damage and genotoxicity in rats,Amiith Kumar,22. LINAC Linear accelerator 23. LT Labile toxin 24. MCH Mean corpuscular haemoglobin25. MCV Mean corpuscular volume 26. MDA Malondialdehyde 27.(n) Number of animals 28.Na2HPO4 Di sodium hydrogen phosphate 29. NaCl Sodium chloride 30. NAD (P) HNicotinamide adenine dinucleotide phosphate 31. NaH2PO4 Sodium dihydrogenphosphate 32. NBT Nitro blue tetrazolium chloride 33. NED N–(1–naphthyl)–ethylenediamine dihydrochloride 34. OECD Organisation for Economic Co-operation andDevelopment 35. STAT3 Signal transducer and activator of transcription 3 36. TBAThiobarbituric acid,*,2017,*
‘5S’implementation in a Fasteners manufacturing company,Mayur M Mhamunkar; Arun Kumar; Swapnil Raut,Abstract-The purpose of this paper is to use 5S tool so as to assist tiny scale producingorganization to become additional productive and additional economical. a straightforwardapproach has been adopted for implementing 5S. throughout results; it has been analyzedthat implementation of '5S'resulted in overall improvement of the organization. With theimplementation of '5S'; Tool looking time from workplace has been reduced from twenty fiveminutes to six minutes alongside different important advantages.'5S'audit has beenconducted within the organization.'5S'audit score has been exaggerated at the top of theproject. 5S is powerful tool and might be enforced in numerous industries whether or not it'ssmall; small; medium or giant. The publications and work bestowed in this paper can behelpful to researchers; consultants and others considerations with this subject to …,*,2017,*
Restoring calcium homeostasis in diabetic cardiomyocytes: an investigation through mathematical modelling,Phonindra Nath Das; Ajay Kumar; Nandadulal Bairagi; Samrat Chatterjee,Calcium homeostasis is a key factor in the regulation of cardiac excitation–contractioncoupling. Calcium dynamics in cardiomyocytes is governed by ATP which depends oninsulin dependent glucose concentration; via the glucose transporter type 4 (GLUT4)transporter. It would therefore be interesting to see how calcium dynamics changes in acardiomyocyte under diabetic conditions. We proposed and analysed a four dimensionalordinary differential equation (ODE) model to capture the interdependency of calciumdynamics on glucose uptake and ATP generation. More specifically; we looked for the role ofGLUT4; energy metabolism; L-type channels; RyR2 channels; SERCA2a pumps andleakage rate in the normal functioning of cardiomyocytes. To understand the systemdynamics; we first obtained the stability and Hopf-bifurcation criteria of steady state and …,Molecular BioSystems,2017,*
Effect of Feeding Tanniniferous Acacia nilotica Pod Meal on Growth Performance and Nutrient Utilization of Black Bengal Kids,JK Paswan; Kaushalendra Kumar; Sanjay Kumar; PK Singh; Abhishek Kumar; Shahla Perween; Amitava Dey,The study was conducted to assess the effect of supplementation of tannin rich feed ongrowth performance and nutrient utilization of goats fed on tanniniferous babul (Acacianilotica) pod meal. For growth study twenty-four Black Bengal male kids (3.5 months;6.50±1.50 kg BW) were distributed into four equal groups. The experimental animals werefed graded level of babul pod meal (0; 10; 20 and 30 percent) mixed in concentrate mixtureequivalent to tannin concentration of 0; 1.91; 3.82 and 5.73 percent in control; T1; T2 and T3diet; respectively. The intake of different nutrients was numerically higher in T2 group ascompared to control. There were no significant changes (P> 0.05) in respect of nutrientdigestibility. The N balance was 38.0% higher in T2 group as compared to control. The ADGwas 11.21 and 25.48 percent higher in T1 and T2 group as compared to control; whereas …,Animal Nutrition and Feed Technology,2017,*
Fuzzy logic controlled dynamic voltage restorer for mitigation of various power quality problems,Shubhendra Pratap Singh; Abdul Hamid Bhat; Anupam Kumar,Dynamic voltage restorer (DVR) is used to protect sensitive loads from harmonic distortion;voltage sag/voltage swell; and unbalance in supply voltage economically. In this paper;fuzzy logic-based control scheme has been developed for the production of compensatingvoltages for controlling DVR. Linear as well as nonlinear loads can be controlled by thisscheme. A three-phase programmable voltage source is taken for producing voltagesag/swell and voltage harmonic distortion and this voltage is compared with a referencevoltage of same magnitude. At the time of any disturbance; an error signal is generatedwhich is processed by controller based on fuzzy logic theory. The controller generates thegate pulses for PWM inverter energised by a DC source and inverter injects the missingvoltage into the distribution line and tightly regulates the voltage at the load terminals. By …,International Journal of Industrial Electronics and Drives,2017,*
Investigation of luminescence and structural properties of ZnO nanoparticles; synthesized with different precursors,Lokesh Kumar Jangir; Yogita Kumari; Anil Kumar; Manoj Kumar; Kamlendra Awasthi,Zinc oxide nanoparticles (ZnO NPs) were synthesized by chemical methods using differentprecursors (zinc chloride; zinc nitrate hexahydrate and zinc acetate) and media (water;ethanol; and methanol). An effort has been made to precisely control the particle size andoptical band gap by various methods; while maintaining the crystal structure. The particlesizes of the synthesized ZnO nanoparticles were found to be in the range of 5 nm to 20 nm;by Transmission Electron Microscopy (TEM). X-ray diffraction (XRD) confirmed thehexagonal crystal structure of all the samples; with a variation in the average crystalline size;in accordance with the TEM studies. Absorption spectra of these nanoparticles exhibit broadpeaks in the range of 274 to 376 nm. Optical band gap values of the synthesized ZnO NPswere found to be in the range of 3.2 eV to 3.32 eV. The photoluminescence (PL) spectra …,Materials Chemistry Frontiers,2017,*
Unit-5 Introduction to Health Condition/Problems Related to Bones; Joints; muscles and other conditions,Annie Kumar,In the previous unit; you have learnt about conditions related to heart; lungs; blood vessels.In this unit you are going to learnt about common problems related to bones and musclessuch as osteoarthritis which occurs due to prolonged wear and tear On weight-bearingjoints. Osteoporosis which results from the decrease in hormones due toageing process. Hipfractures are common in elderly patients and may be caused by falls; cancer and otherskeletal diseases. Gout results fromurate (increase,*,2017,*
Practical Manual-II,Ranjit Kaur; Meena Agarwal; Nanthini Subbiah; Reeta Devi; Bimla Kapoor; Neerja Sood; Annie Kumar,Skip navigation …,*,2017,*
Comparative Study on Various Parameters of Biodiesel with Synthetic Diesel Collected From Different Sources,Swati Ray; Tanushree Ghosh; Rahel Suchintita Das; Samadrita Mukherjee; Avinash Kumar; Archana Anand; Preeti Suman,ABSTRACT With the increase in scarcity of conventional sources of energy and dearth infossil fuel; concern has been raised in order to raise awareness; which has led to thedevelopment of various other sources from which alternative diesel can be obtained.Collectively; this is known as Biodiesel. When compared to diesel fuel on various criteria; ithas been found to have greater advantages; in all aspects. Our interest mainly deals with theparameters which affect any synthetic diesel as it is passed through various pipelines andstorage tanks considering various environmental fluctuations and their comparison withmore eco-friendly options like Biodiesel. In order to determine this; some small-scalelaboratory experiments have been performed with diesel collected from different petrolpumps at different locations; as well as with biodiesel. The values that we have obtained …,International Journal of HIT Transaction on ECCN,2017,*
Climate Change’s Impacts on Weeds and Herbicide Efficacy: A Review,Amit Kumar; Mukesh Kumar,Climate change is continuous process; in past it occurred over hundred or thousand s ofyears. But recent changes in climate make alarming attention because of its shift occurs onlyin a few decades. Climate change occurs due to natural and human activities.Anthropogenic activities contribute largely to global warming by affecting the amounts ofgreenhouse gases (GHGs) and aerosols (small particles). These emissions accumulate inEarth's atmosphere and increase in concentration over time; creating the so-calledgreenhouse effect; which can alter energy balance by transmitting incoming solar radiationbut absorbing outgoing thermal radiation from the surface (Schneider; 1992). Globalwarming accompanied by an increase in earth's mean temperature; change in frequencyand distribution of precipitation; wind pattern; evapotranspiration; weather extremities …,Int. J. Curr. Microbiol. App. Sci,2017,*
Genomic Data Mining Unraveled Potential Biocompass in Fruit Flies Using and Current Status of Magneto genetics,A Kumar,Some animals have the extraordinary ability to sense the Earth's magnetic field allowingthem to navigate and migrate between different locations. It is essential that these animalsdetect weak magnetic fields with great precision to ensure that they do not become lostduring migrations that can; on occasions; cover distances of several thousand kilometers.The mechanisms that allow animals to sense magnetic fields have been a topic of hotdebate for decades. However; our lack of understanding of the magnetic receptor and itsfunctions has hampered our understanding of magneto-perception. Recently; a large-scalegenomic screening by Siying Qin and colleagues from several research institutions in Chinareported their discovery of a multimeric magneto sensing cylindrical protein complex that iscomposed of two proteins-namely a putative magnetic receptor protein; known as MagR …,Int J Genom Data Min2017: JDMG-106,2017,*
