A query language for XML,Alin Deutsch; Mary Fernandez; Daniela Florescu; Alon Levy; Dan Suciu,Abstract An important application of XML is the interchange of electronic data (EDI) betweenmultiple data sources on the Web. As XML data proliferates on the Web; applications willneed to integrate and aggregate data from multiple source and clean and transform data tofacilitate exchange. Data extraction; conversion; transformation; and integration are all well-understood database problems; and their solutions rely on a query language. We present aquery language for XML; called XML-QL; which we argue is suitable for performing theabove tasks. XML-QL is a declarative;relational complete'query language and is simpleenough that it can be optimized. XML-QL can extract data from existing XML documents andconstruct new XML documents.,Computer networks,1999,900
Estocada: Stockage Hybride et Ré-écriture sous Contraintes d'Intégrité,Rana B Al-Otaibi; Francesca Bugiotti; Damian Bursztyn; Alin Deutsch; Ioana Manolescu; Stamatis Zampetakis,La production croissante de données numériques a conduit a l'´ emergence d'une grandevariété de systemes de gestion de données (Data Management Systems; ou DMS). Dans cecontexte; les applications a usage intensif de données ont besoin (i) d'accéder a desdonnées hétérogenes de grande taille (" Big Data"); ayant une structure potentiellementcomplexe; et (ii) de manipuler des données de façon efficace afin de garantir une bonneperformance de l'application. Comme ces différents systemes sont spécialisés sur certainesopérations mais sont moins performants sur d'autres; il peut s' avérer essentiel pour uneapplication d'utiliser plusieurs DMS en même temps. Dans ce contexte nous présentonsEstocada; une application donnant la possibilité de tirer profit simultanément de plusieursDMSs et permettant une manipulation efficace et automatique de données de grande …,BDA: Conférence sur la Gestion de Données,2016,*
Verification of Human Driven Data-Centric Dynamic Systems,Babak Bagheri Hariri; Diego Calvanese; Marco Montali; Giuseppe De Giacomo; Alin Deutsch,Business Process Management (BPM) refers to a systematic; holistic approach foroverseeing how work is performed in an organization; and aligning it with the businessobjectives of the organization and the needs of its customers. The core artifact in BPM is thenotion of business process; an explicit conceptual model that accounts for the way businessactivities can be executed over time (control-flow perspective); who is in charge of executingthem (resource perspective); and how the activity execution impact on data (dataperspective). A huge amount of research has been devoted to the development oflanguages; methodologies; and techniques so as to support business stakeholdersthroughout the entire business process lifecycle (van der Aalst 2012): from design toexecution; a-posteriori analysis; mining and re-engineering. However; as pointed out in …,2014 AAAI Spring Symposium Series,2014,*
Extended query language and composition for the XR data model,Alin Deutsch; François Goasdoué; Julien Leblay; Ioana Manolescu,The XR data model allows capturing rich semistructured corpora of documents (XML) withannotations (RDF triples). A simple query language for XR was presented in previous work;which allowed to retrieve results from from XR databases but not to build new XR content.This work makes two contributions. First; we present an extension of the query languagegiving powerful content structuring and grouping capabilities which enables flexiblegeneration of new XR results. Second; we provide a query-view composition algorithmwhich enables the efficient evaluation of XR queries over previously defined XR views.,*,2013,*
Rewriting XPath Queries using View Intersections: Tractability versus Completeness,Bogdan Cautis; Alin Deutsch; Ioana Ileana; Nicola Onose,Abstract: The standard approach for optimization of XPath queries by rewriting using viewstechniques consists in navigating inside a view's output; thus allowing the usage of only oneview in the rewritten query. Algorithms for richer classes of XPath rewritings; usingintersection or joins on node identifiers; have been proposed; but they either lackcompleteness guarantees; or require additional information about the data. We identify thetightest restrictions under which an XPath can be rewritten in polynomial time using anintersection of views and propose an algorithm that works for any documents or type ofidentifiers. As a side-effect; we analyze the complexity of the related problem of deciding ifan XPath with intersection can be equivalently rewritten as one without intersection or union.We extend our formal study of the view-based rewriting problem for XPath by describing …,arXiv preprint arXiv:1308.5585,2013,*
Supporting database schema evolution represents a long-standing challenge of practical and theoretical importance for modern information systems. In this paper; w...,Wolfgang Lehner; Sunita Sarawagi; Carlo Curino; Hyun Jin Moon; Alin Deutsch; Carlo Zaniolo,In this paper; we present a technique for building a high-availability (HA) databasemanagement system (DBMS). The proposed technique can be applied to any DBMS withlittle or no customization; and with reasonable performance overhead. Our approach isbased on Remus; a commodity HA solution implemented in the virtualization layer; that usesasynchronous virtual machine state replication to provide...,The VLDB Journal,2013,*
Trajectory and Policy Aware Sender Anonymity in Location Based Services,Alin Deutsch; Richard Hull; Avinash Vyas; Kevin Keliang Zhao,Abstract: We consider Location-based Service (LBS) settings; where a LBS provider logs therequests sent by mobile device users over a period of time and later wants to publish/sharethese logs. Log sharing can be extremely valuable for advertising; data mining research andnetwork management; but it poses a serious threat to the privacy of LBS users. Senderanonymity solutions prevent a malicious attacker from inferring the interests of LBS users byassociating them with their service requests after gaining access to the anonymized logs.With the fast-increasing adoption of smartphones and the concern that historic usertrajectories are becoming more accessible; it becomes necessary for any sender anonymitysolution to protect against attackers that are trajectory-aware (ie have access to historic usertrajectories) as well as policy-aware (ie they know the log anonymization policy). We call …,arXiv preprint arXiv:1202.6677,2012,*
Foundations of distributed data management (Dagstuhl Seminar 11421),Serge Abiteboul; Alin Deutsch; Thomas Schwentick; Luc Segoufin,Report from Dagstuhl Seminar 11421 Foundations of distributed data management … Editedby Serge Abiteboul1; Alin Deutsch2; Thomas Schwentick3; and Luc Segoufin4 … 1 INRIA - OrsayCedex; FR; serge.abiteboul@inria.fr 2 University of California – San Diego; US;deutsch@cs.ucsd.edu 3 TU Dortmund; DE; thomas.schwentick@udo.edu 4 ENS – Cachan;FR; luc.segoufin@inria.fr … Abstract This report documents the program and the outcomes ofDagstuhl Seminar 11421 “Foundations of distributed data management” … Seminar16.–21. October; 2011 – www.dagstuhl.de/11421 1998 ACM Subject Classification C.2.4 DistributedSystems; H.2 Database Management; H.3.5 Online Information Services Keywords and phrasesXML Query language; Distribution; Incompleteness Digital Object Identifier10.4230/DagRep.1.10.37 Edited in cooperation with Tom Ameloot,Dagstuhl Reports,2012,*
Dagstuhl Reports; Vol. 1; Issue 10 ISSN 2192-5283,Felix C Freiling; Dirk Heckmann; Radim Polcák; Joachim Posegga; Ulrich Berger; Vasco Brattka; Victor Selivanov; Dieter Spreen; Hideki Tsuiki; Serge Abiteboul; Alin Deutsch; Thomas Schwentick; Luc Segoufin,Abstract Forensic computing (sometimes also called digital forensics; computer forensics orIT forensics) is a branch of forensic science pertaining to digital evidence; ie; any legalevidence that is processed by digital computer systems or stored on digital storage media.Forensic computing is a new discipline evolving within the intersection of severalestablished research areas such as computer science; computer engineering and law.Forensic computing is rapidly gaining importance since the amount of crime involving digitalsystems is steadily increasing. Furthermore; the area is still underdeveloped and posesmany technical and legal challenges.,*,2012,*
Article 5 (42 pages)-Querying XML Data Sources That Export Very Large Sets of Views,B Cautis; A Deutsch; N Onose; V Vassalos,*,ACM Transactions on Database Systems-TODS,2011,*
XPath query containment and rewriting using views,Alin Deutsch; Ioana Manolescu; Vasilis Vassalos,Ce tutoriel propose un panorama de techniques utilisées pour décider dans le cadre dutraitement de requêtes XML; si la réponse à une requête est incluse dans la réponse à uneautre (quelle que soit la base de données sur laquelle on les évalue). Par la suite; nousconsidérons dans le même contexte; le problème de répondre à une requête XML utilisantles résultats pré-calculés; stockés; d'un ensemble d'autres requêtes XML; utilisées commedes vues matérialisées.,26èmes journées Bases de Données Avancées,2010,*
View-based rewriting of XML queries,Alin Deutsch; Ioana Manolescu; Vasilis Vassalos,Page 1. View-based rewriting of XML queries Alin Deutsch1 Ioana Manolescu2 VasilisVassalos3 1University of California in San Diego; abdeutsch@cs.ucsd.edu 2INRIASaclay–Île-de-France and LRI; U. Paris Sud-XI; ioana.manolescu@inria.fr 3Athens Universityof Economics and Business; vassalos@aueb.gr October 11; 2010 Thanks to: PantelisAravogliadis; Athens University of Economics and Business Partially supported by AgenceNationale de la Recherche; ANR-08-DEFIS-004; and Fondation Digiteo AD/IM/VV(UCSD/INRIA/AUEB) View-based XML rewriting BDA Toulouse; October 2010 1 / 49 Page2. Part I Introduction AD/IM/VV (UCSD/INRIA/AUEB) View-based XML rewriting BDAToulouse; October 2010 2 / 49 Page 3. Preliminaries XML and XPath …,*,2010,*
Querying service contracts,Elio Damaggio; Alin Deutsch; Dayou Zhou,Abstract Considering a broad definition for service contracts (beyond web services andsoftware; eg airline tickets and insurance policies); we tackle the challenges of building ahigh performance broker in which contracts are both specified and queried through theirtemporal behavior. The temporal dimension; in conjunction with traditional relationalattributes; enables our system to better address difficulties arising from the great deal ofinformation regarding the temporal interaction of the various events cited in contracts (eg”No refunds are allowed after a reschedule of the flight; which can be requested only beforeany flight leg has been used”). On the other hand; querying big repositories of temporalspecifications poses many interesting challenges. In this paper; we introduce two distinctand complementary optimization techniques that enable our system to scale the …,*,2010,*
RIDE: a tool for interactive source registration in community-oriented information integration,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Keliang Zhao,Abstract Modern Internet communities need to integrate and query structured information.Employing current information integration infrastructure; data integration is still a very costlyeffort; since source registration is performed by a central authority which becomes abottleneck. We propose the community-based integration paradigm which pushes thesource registration task to the independent community members. This creates newchallenges caused by each member's lack of a global overview on how her data interactswith the application queries of the community and the data from other sources. How can thesource owner maximize the visibility of her data to existing applications; while minimizing theclean-up and reformatting cost associated with publishing? Does her data contradict (orcould it contradict in the future) the data of other sources?,Proceedings of the VLDB Endowment,2008,*
Censorship-resistant Publishing,Emiran Curtmola; Alin Deutsch; KK Ramakrishnan; Divesh Srivastava,We propose a novel privacy-preserving distributed infrastructure in which data resides onlywith the publishers owning it. The infrastructure disseminates user queries to publishers;who answer them at their own discretion. The infrastructure enforces a publisher k-anonymity guarantee; which prevents leakage of information about which publishers arecapable of answering a certain query. Given the virtual nature of the global data collection;we study the challenging problem of efficiently locating publishers in the community thatcontain data items matching a specified query. We propose a distributed index structure;UQDT; that is organized as a union of Query Dissemination Trees (QDTs); and realized onan overlay (ie; logical) network infrastructure. Each QDT has data publishers as its leafnodes; and overlay network nodes as its internal nodes; each internal node routes …,*,2008,*
Database Theory,Leonid Libkin; Vladlen Koltun; Christos H Papadimitriou; Albert Atserias; Diego Calvanese; Giuseppe De Giacomo; Maurizio Lenzerini; Moshe Y Vardi; Jan Van den Bussche; Dirk Van Gucht; Stijn Vansummeren; Alin Deutsch; Bertram Ludäscher; Alan Nash; Yossi Matias; Daniel Urieli; José L Balcázar; Gemma C Garriga,Read the latest articles of Theoretical Computer Science at ScienceDirect.com;Elsevier's leading platform of peer-reviewed scholarly literature.,*,2007,*
Session: Privacy and Security-Privacy in Database Publishing,Alin Deutsch; Yannis Papakonstantinou,*,Lecture Notes in Computer Science,2004,*
Session: Query Rewriting-Rewriting Queries Using Views with Access Patterns Under Integrity Constraints,Alin Deutsch; Bertram Ludascher; Alan Nash,*,Lecture Notes in Computer Science,2004,*
Business Process Modeling,Valérie Issarny; Georgios Bouloukakis; Nikolaos Georgantas; Benjamin Billet; Richard Hull; Vishal S Batra; Yi-Min Chen; Alin Deutsch; Fenno F Terry Heath III; Victor Vianu; Akhil Kumar; Paronkasom Indradat; Rahul Ghosh; Aditya Ghose; Aditya Hegde; Tridib Mukherjee; Adrian Mos; John Wondoh; Georg Grossmann; Markus Stumptner,Revisiting Service-Oriented Architecture for the IoT: A Middleware Perspective. . . . . . . . . . . . .… Valérie Issarny; Georgios Bouloukakis; NikolaosGeorgantas; and Benjamin Billet … Towards a Shared Ledger Business Collaboration LanguageBased on Data-Aware Processes … RichardHull; Vishal S. Batra; Yi-Min Chen; Alin Deutsch; Fenno F. Terry Heath III; and Victor Vianu …QoS-Driven Management of Business Process Variants in Cloud Based Execution Environments… Rahul Ghosh; Aditya Ghose; Aditya Hegde; TridibMukherjee; and Adrian Mos … Propagation of Event Content Modification in BusinessProcesses … John Wondoh; Georg Grossmann; and Markus Stumptner … Discoveryof Multi-perspective Declarative Process Models . . . . . . . . . . . . .,*,*,*
The NEXT Framework for Logical XQuery Optimization а,Alin Deutsch; Yannis Papakonstantinou; Yu Xu,*,*,*,*
University of California San Diego Tradeworx,Alin Deutsch; Alan Nash,1. The set Σ of constraints is usually a set of tuple-generating dependencies (tgds) andequalitygenerating dependencies (egds)[5]; or; equivalently; embedded dependencies [5;10]. However; the chase has been extended to wider classes of constraints and touniversality under functions other than homomorphisms [6; 7; 9]. In this case; the chase oftenproduces a strongly-universal model set (see below); instead of a single model.,*,*,*
SpinArt: A Spin-based Verifier for Artifact Systems,Yuliang Li; Alin Deutsch; Victor Vianu,Abstract—Data-driven workflows; of which IBM's Business Artifacts are a prime exponent;have been successfully deployed in practice; adopted in industrial standards; and havespawned a rich body of research in academia; focused primarily on static analysis. Inprevious work; we obtained theoretical results on the verification of a rich modelincorporating core elements of IBM's successful Guard-Stage-Milestone (GSM) artifactmodel. The results showed decidability of verification of temporal properties of a large classof GSM workflows and established its complexity. Following up on these results; the presentpaper reports on the implementation of SpinArt; a practical verifier based on the classicalmodel-checking tool Spin. The implementation includes nontrivial optimizations andachieves good performance on realworld business process examples. Our results shed …,*,*,*
Workflows need high-level specifications and data-aware static analysis,Alin Deutsch; Victor Vianu,*,*,*,*
CLIDE: Interactively Formulating Feasible Queries on Query Rewriting-Based Systems,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,*,*,*,*
Univ. of Pennsylvania adeutsch@ gradient. cis. upenn. edu,Querying XML Data; Alin Deutsch; Mary Fernandez,*,*,*,*
Workshop Officers,Laura Haas; Zachary Ives; Mukesh Mohania; Manish Bhide; Divy Agrawal; Phil Bernstein; Kevin Chang; Yi Chen; Alin Deutsch; AnHai Doan; Alon Halevy; Mizuho Iwaihara; Masaru Kitsuregawa; Craig Knoblock; Sergey Melnik; Ullas Nambiar; Felix Naumann; Evaggelia Pitoura; Prasan Roy; Michael Schrefl; Kohichi Takeda; Wang-Chiew Tan; Millist Vincent; Ji-Rong Wen,*,*,*,*
Special Issue: Database Theory 2004,Michael Benedikt; Mayank Bawa; Aristides Gionis; Hector Garcia-Molina; Rajeev Motwani; Edith Cohen; Haim Kaplan; Thomas Schwentick; Susan Davidson; Wenfei Fan; Carmem Hara; Wim Martens; Frank Neven; Ziv Bar-Yossef; Marcus Fontoura; Vanja Josifovski; Alin Deutsch; Liying Sui; Victor Vianu; Francesco Scarcello; Gianluigi Greco; Nicola Leone; Gerome Miklau; Dan Suciu,*,*,*,*
Jean Jacques Dubray; Attachmate; USA Marlon Dumas; Queensland University of Technology; Australia Schahram Dustdar; Vienna University of Technology; Austri...,Divyakant Agrawal; Mikio Aoyama; Steve Battle; Boualem Benatallah; Elisa Bertino; Kamal Bhattacharya; Athman Boughettaya; Tevfik Bultan; Christoph Bussler; Jorge Cardoso; Michael Carey; Fabio Casati; Ying Chen; David Cheung; Dickson KW Chiu; Vassilis Christophides; Alin Deutsch,Serge Abiteboul; INRIA; France Divyakant Agrawal; University of California at SantaBarbara; USA Grigoris Antoniou; FORTH; Greece Mikio Aoyama; Nanzan University; Japan SteveBattle; Hewlett-Packard; UK Boualem Benatallah; University of New South Wales; Australia ElisaBertino; Purdue University; USA Kamal Bhattacharya; IBM TJ Watson; USA AthmanBoughettaya; Virginia Tech; USA Tevfik Bultan; University of California at Santa Barbara; USAChristoph Bussler; Digital Enterprise Research Institute (DERI); Ireland Jorge Cardoso; Universityof Madeira; Portugal Michael Carey; BEA Systems; USA Fabio Casati; Hewlett-PackardLabs; USA Ying Chen; IBM China Research Lab; China David Cheung; University of HongKong; Hong Kong Dickson KW Chiu; Chinese University of Hong Kong; Hong Kong VassilisChristophides; Institute of Computer Science; Greece Alin Deutsch; University of …,*,*,*
With Great Freedom for Inconsistent Data Comes Great Scalability Responsibility,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,ABSTRACT Shared online databases; such as Google Fusion Tables or Quickbase; allowcommunity members to collaboratively maintain and browse data. While users may believein conflicting facts (due to conflicting sources; measurements or opinions); current onlinedatabases do not offer support for the management of data conflicts. Thus online databasescould clearly benefit from technology for uncertain/incomplete databases. However; priorworks on uncertain databases are of limited help when designing a conflict-aware onlinedatabase; for two reasons: First; their performance degrades rapidly as the number ofconflicting facts escalates; which can be the case in large user communities. Second; theywere built as storage models; resulting in data models that are either non-simple or non-compact and thus may require additional; often non-trivial processing before they appear …,*,*,*
Integrating XML Data Sources using RDF/S Schemas: The ICS-FORTH Semantic Web Integration Middleware (SWIM),V Christophides I Koffina G Serfiotis; A Deutsch; V Tannen,V. Christophides I. Koffina G. Serfiotis Computer Science Department; University of Crete andInstitute for Computer Science - FORTH Vassilika Vouton; POBox 1385 GR 711 10Heraklion; Crete; Greece in collaboration with A. Deutsch Department of Computer Science &Engineering; UCSD 9500 Gilman Drive La Jolla; CA 92093; USA … V. Tannen Computer andInformation Science Department; UPenn 200 South 33rd Street; Philadelphia; Pennsylvania;USA … Need for Data Integration on the Semantic Web … ➢ The bulk of existing Web datais not yet in RDF/S (or any other form suitable for the SW) … ➢ Data physically stored in relationalDBs and/or published as virtual XML ➢ SW applications require viewing data as virtual RDF… ➢ valid instances of domain or application-specific RDF/S schemas ➢ Need the ability to manipulatedata with high-level query or view languages (RQL; RVL) ➢ How to do it? ➢ republish …,*,*,*
Contraintes d’Intégrité,Rana B AL-Otaibi; Francesca Bugiotti; Damian Bursztyn; Alin Deutsch; Ioana Manolescu; Stamatis Zampetakis,ABSTRACT La production croissante de données numériques a conduita l'émergence d'unegrande variété de systemes de gestion de données (Data Management Systems; ou DMS).Dans ce contexte; les applicationsa usage intensif de données ont besoin (i) d'accédera desdonnées hétérogenes de grande taille (“Big Data”); ayant une structure potentiellementcomplexe; et (ii) de manipuler des données de façon efficace afin de garantir une bonneperformance de l'application. Comme ces différents systemes sont spécialisés sur certainesopérations mais sont moins performants sur d'autres; il peut s' avérer essentiel pour uneapplication d'utiliser plusieurs DMS en même temps. Dans ce contexte nous présentonsEstocada; une application donnant la possibilité de tirer profit simultanément de plusieursDMSs et permettant une manipulation efficace et automatique de données de grande …,*,*,*
Program Committees,Daniel Abadi; Ashraf ABOULNAGA; Laurent AMSALEG; Walid AREF; Sourav BHOWMICK; Angela BONIFATI; Peter BONCZ; Philippe BONNET; Luc BOUGANIM; Stéphane BRESSAN; Nicolas BRUNO; Barbara CATANIA; Chee Yong CHAN; Ugur CETINTEMEL; Lei CHEN; Shimin CHEN; Reynold CHENG; Brian COOPER; Bin CUI; Gautam DAS; Amol DESHPANDE; Alin DEUTSCH; Yanlei DIAO; Wenfei FAN; Alan FEKETE; Elena FERRARI; Shel FINKELSTEIN; Peter FISCHER; Minos GAROFALAKIS; Johannes GEHRKE; Gabriel GHINITA; Leo GIAKOUMAKIS,Page 1. VLDB 2010 xi SINGAPORE PROGRAM COMMITTEES Core Database Technology KianLee TAN; Program Chair (National University of Singapore; Singapore) Daniel ABADI (YaleUniversity; USA) Ashraf ABOULNAGA (University of Waterloo; Canada) Laurent AMSALEG(IRISA-CNRS; France) Walid AREF (Purdue University; USA) Sourav BHOWMICK (NanyangTechnological University; Singapore) Angela BONIFATI (Icar-CNR; Italy) Peter BONCZ (CWI; TheNetherlands) Philippe BONNET (University of Copenhagen; Denmark) Luc BOUGANIM (INRIA;France) Stéphane BRESSAN (National University of Singapore; Singapore) Nicolas BRUNO(Microsoft Research; USA) Barbara CATANIA (Universita di Genova; Italy ) Chee Yong CHAN(National University of Singapore; Singapore) Ugur CETINTEMEL (Brown University; USA) LeiCHEN (Hong Kong University of Science and Technology; China) …,*,*,*
Rewriting Nested XML Queries Using Nested Views,Emiran Curtmola; Alin Deutsch; Nicola Onose; Yannis Papakonstantinou,*,*,*,*
Database Theory–ICDT 2012,Alin Deutsch,ABSTRACT Dependence logic; introduced by Väänänen; is the extension of first-order logicby atomic statements about (functional) dependencies of variables. An important feature ofthis logic is a model-theoretic semantics that; contrary to Tarski semantics; is not based onsingle assignments (mapping variables to elements of a structure) but on sets ofassignments. Sets of assignments are called teams and the semantics is called teamsemantics. By focussing on independence rather than depencence; we have proposed anew logic; called independence logic; based on atomic formulae x⊥ zy which intuitively saythat the variables x are independent from the variables y whenever the variables z are keptconstant. We show that x⊥ zy gives rise to a natural logic capable of formalizing basicintuitions about independence and dependence. We contrast this with dependence logic …,*,*,*
Conflict Resolution in Online Databases,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,ABSTRACT Shared online databases; such as Google Fusion Tables or Quickbase; allownon-programmer community members to collaboratively maintain and browse data. Whilecommunity members may believe in conflicting facts (due to conflicting sources;measurements or opinions); current online databases do not yet offer support for themanagement of data conflicts. Ricolla is a novel online database that treats data conflicts asfirst-class citizens. Unlike prior work in uncertain databases; which was made to provide adatabase back-end to application logic; Ricolla is tuned to the requirements of the onlinedatabase paradigm; allowing intuitive visualization of conflicts and collaborative dataediting/conflict resolution. The proposed end-to-end system makes the followingcontributions: a) an online database paradigm that captures conflicts; allowing data query …,*,*,*
