A reputation-based approach for choosing reliable resources in peer-to-peer networks,Ernesto Damiani; De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati; Fabio Violante,Abstract Peer-to-peer (P2P) applications have seen an enormous success; and recentlyintroduced P2P services have reached tens of millions of users. A feature that significantlycontributes to the success of many P2P applications is user anonymity. However; anonymityopens the door to possible misuses and abuses; exploiting the P2P network as a way tospread tampered with resources; including Trojan Horses; viruses; and spam. To addressthis problem we propose a self-regulating system where the P2P network is used toimplement a robust reputation mechanism. Reputation sharing is realized through adistributed polling algorithm by which resource requestors can assess the reliability of aresource offered by a participant before initiating the download. This way; spreading ofmalicious contents will be reduced and eventually blocked. Our approach can be …,Proceedings of the 9th ACM conference on Computer and communications security,2002,874
Sesqlite: Security enhanced sqlite: Mandatory access control for android databases,Simone Mutti; Enrico Bacis; Stefano Paraboschi,Abstract SQLite is the most widely deployed in-process library that implements a SQLdatabase engine. It offers high storage efficiency; fast query operation and small memoryneeds. Due to the fact that a complete SQLite database is stored in a single cross-platformdisk file and SQLite does not support multiple users; anyone who has direct access to the filecan read the whole database content. SELinux was originally developed as a MandatoryAccess Control (MAC) mechanism for Linux to demonstrate how to overcome DAClimitations. However; SELinux provides per-file protection; thus the database file is treatedas an atomic unit; impeding the definition of a fine-grained mandatory access control (MAC)policy for database objects. We introduce SeSQLite; an SQLite extension that integratesSELinux access controls into SQLite with minimal performance and storage overhead …,Proceedings of the 31st Annual Computer Security Applications Conference,2015,11
AppPolicyModules: mandatory access control for third-party Apps,Enrico Bacis; Simone Mutti; Stefano Paraboschi,Abstract Android has recently introduced the support for Mandatory Access Control; whichextends previous security services relying on the Android Permission Framework and on thekernel-level Discretionary Access Control. This extension has been obtained with the use ofSELinux and its adaptation to Android (SEAndroid). Currently; the use of the MAC model islimited to the protection of system resources. All the apps that are installed by users fall in asingle undifferentiated domain; untrusted_app. We propose an extension of the architecturethat permits to associate with each app a dedicated MAC policy; contained in a dedicatedappPolicyModule; in order to protect app resources even from malware with root privileges.A crucial difference with respect to the support for policy modules already available in someSELinux implementations is the need to constrain the policies in order to guarantee that …,Proceedings of the 10th ACM Symposium on Information; Computer and Communications Security,2015,11
Regulating access to semistructured information on the web,Ernesto Damiani; S De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,Abstract The remarkable growth of the World Wide Web in recent years has made it possibleto distribute information to users in the form of an unorganized and unstructured collection ofdocuments. While security is an important aspect in such a scenario; access control systemsavailable today result too rigid and limited. We present an approach to specify and enforceaccess restrictions to Web documents. The approach provides flexible; as it allows toenforce a variety of security policies and requirements at a fine-grained level withoutaffecting the data organization.,IFIP International Information Security Conference,2000,11
Design of active rule applications: Issues and approaches,Stefano Ceri; Elena Baralis; Piero Fraternali; Stefano Paraboschi,Abstract The use of objects and rules in modern database systems is the main focus of theIDEA Esprit Project. In particular; it inspires the IDEA Methodology; a comprehensive andsystematic approach to the design of database applications which use both deductive andactive rules. The IDEA Methodology reconciles deductive and active rules by assigning themthe role of expressing knowledge about the application domain; either with a purelydeclarative style; or with a more procedural style. Although active rules are inherentlyprocedural; in many cases they can be automatically or semi-automatically generated fromdeclarative specifications. This paper is focused on active rules; the main research interestof the Politecnico in the IDEA project. We concentrate on active rule analysis; design; andprototyping as developed in the context of the IDEA Methodology. Given that active rules …,International Conference on Deductive and Object-Oriented Databases,1995,11
Supporting concurrency in private data outsourcing,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract With outsourcing emerging as a successful paradigm for delegating data andservice management to third parties; the problem of guaranteeing proper privacy protectionagainst the external server is becoming more and more important. Recent promisingsolutions for ensuring privacy in such scenarios rely on the use of encryption and on thedynamic allocation of encrypted data to memory blocks for destroying the otherwise staticrelationship between data and blocks in which they are stored. However; dynamic dataallocation implies the need to re-write blocks at every read access; thus requesting exclusivelocks that can affect concurrency. In this paper we present an approach that providessupport for concurrent accesses to dynamically allocated encrypted data. Our solution relieson the use of multiple differential versions of the data index that are periodically …,European Symposium on Research in Computer Security,2011,10
Fuzzy logic techniques for reputation management in anonymous peer-to-peer systems.,Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Marco Pesenti; Pierangela Samarati; Sergio Zara,Abstract Emerging approaches to enforce some form of protection in (pseudo) anonymouspeer to peer systems propose the use of reputations as a means to establish the reliability ofservents and/or resources. How such reputations can be exchanged; aggregated and usedin actually determining the trust one may wish to put in a servent or resource is an issue stillto be investigated and for which fuzzy techniques can play an important role. We present anapproach for managing and exchanging reputations; based on the use of fuzzy techniques;which we adopted as part of our P2P-XRep system.,EUSFLAT Conf.,2003,10
Mix&Slice: Efficient access revocation in the cloud,Enrico Bacis; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Marco Rosa; Pierangela Samarati,Abstract We present an approach to enforce access revocation on resources stored atexternal cloud providers. The approach relies on a resource transformation that providesstrong mutual inter-dependency in its encrypted representation. To revoke access on aresource; it is then sufficient to update a small portion of it; with the guarantee that theresource as a whole (and any portion of it) will become unintelligible to those from whomaccess is revoked. The extensive experimental evaluation on a variety of configurationsconfirmed the effectiveness and efficiency of our solution; which showed excellentperformance and compatibility with several implementation strategies.,Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security,2016,9
An SELinux-based intent manager for Android,Simone Mutti; Enrico Bacis; Stefano Paraboschi,The support for Mandatory Access Control offered by SELinux has become a significantcomponent of the security design of the Android operating system; offering robust protectionand the ability to support system-level policies enforced by all the elements of the system. Awell-known security-sensitive aspect of Android that currently SELinux does not cover is theabuse of intents; which represent the Android approach to inter-process communication. Wepropose SEIntentFirewall; an SELinux intent manager that provides fine-grained accesscontrol over Intent objects; permitting to cover within MAC policies the use of intents.,Communications and Network Security (CNS); 2015 IEEE Conference on,2015,9
Conflict detection in security policies using semantic web technology,M Arrigoni Neri; Marco Guarnieri; Eros Magri; Simone Mutti; Stefano Paraboschi,The design of efficient and effective techniques for security policy analysis is a crucial openproblem in modern information systems. Significant attention has been dedicated in the pastto the use of logical tools for the analysis of security policies; but this work has produced alimited impact on enterprise information systems. Important reasons of the limited success ofpast research were the difficult integration of these approaches with the technologicalscenario and the limited scalability of many proposals. Nowadays Semantic Web tools areincreasingly used in modern information systems. We show how the tools provided bySemantic Web and ontology management technologies offer an adequate basis for therealization of techniques able to support conflict analysis in security policies. Based on theuse of these techniques; we propose a solution for two different variants of conflict …,Satellite Telecommunications (ESTEL); 2012 IEEE First AESS European Conference on,2012,9
Protecting access confidentiality with data distribution and swapping,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,The protection of the confidentiality of outsourced data is an important problem. A criticalaspect is the ability to efficiently access data that are stored in an encrypted format; withoutgiving to the server managing access requests the ability to infer knowledge about the datacontent of the access executed by the clients. The approaches that have been proposed tosolve this problem rely on a continuous rewriting and re-encryption of the accessed data;like the shuffle index that has recently been proposed. We here propose a differentapproach that uses three independent servers to manage the data structure. The use ofthree servers is motivated by the increased protection that derives from the use ofindependent servers compared to the use of a single server. The protection shows toincrease in a significant way if a constraint is introduced that at every request an …,Big Data and Cloud Computing (BdCloud); 2014 IEEE Fourth International Conference on,2014,8
An open digest-based technique for spam detection,E Damiani Damiani De Capitani; S De; Capitani Vimercati; S Paraboschi; P Samarati,Abstract A promising anti-spam technique consists in collecting users opinions that givenemail messages are spam and using this collective judgment to block message propagationto other users. To be e# ective; this strategy requires a way to identify similarity among emailmessages; even if the program used by the spammer to generate the messages may try toobfuscate their common origin.,in Proceedings of the 2004 International Workshop on Security in Parallel and Distributed Systems,2004,8
Materialized views in multidimensional databases,Stefano Paraboschi; Giuseppe Sindoni; Elena Baralis; Ernest Teniente,ABSTRACT This chapter presents materialized views in the context of multidimensionaldatabases (MDDBs). A materialized view is a view whose content is explicitly stored in thedatabase. The advantage of materializing views is that it is not necessary to recompute thequery every time the view is accessed. The shortcoming is that it has to be kept consistentwith the updates on the base tables. However; efficient incremental maintenance techniqueshave been proposed. MDDBs are an ideal environment for materialized views becausefrequency of updates is low; MDDB data models permit easy adoption of incrementalmaintenance; and queries can be modeled in such away to allow an easy definition of theview selection problem; ie; the problem of selecting which query to materialize in an MDDB.Hence; we present the problemsofchoosing and maintaining materialised views with the …,Multidimensional databases,2002,8
ARACHNE: A tool for the analysis of active rules,Elena Baralis; Stefano Ceri; Stefano Paraboschi,*,Proceedings of the Second International Conference on Applications of Databases,1995,8
An overview of the logres system,F Cacace; S Ceri; P Fraternali; S Paraboschi; L Tanca,*,Proceedings of the Workshop on Combining Declarative and Object-Oriented Databases,1993,8
Three-server swapping for access confidentiality,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,We propose an approach to protect confidentiality of data and accesses to them when dataare stored and managed by external providers; and hence not under direct control of theirowner. Our approach is based on the use of distributed data allocation among threeindependent servers and on a dynamic re-allocation of data at every access. Dynamic re-allocation is enforced by swapping data involved in an access across the servers in such away that accessing a given node implies re-allocating it to a different server; then destroyingthe ability of servers to build knowledge by observing accesses. The use of three serversprovides uncertainty; to the eyes of the servers; of the result of the swapping operation; evenin presence of collusion among them.,IEEE Transactions on Cloud Computing,2015,7
Fine-grained disclosure of access policies,Claudio Agostino Ardagna; Sabrina De Capitani di Vimercati; Sara Foresti; Gregory Neven; Stefano Paraboschi; Franz-Stefan Preiss; Pierangela Samarati; Mario Verdicchio,Abstract In open scenarios; where servers may receive requests to access their servicesfrom possibly unknown clients; access control is typically based on the evaluation of(certified or uncertified) properties; that clients can present. Since assuming the client toknow a-priori the properties she should present to acquire access is clearly limiting; serversshould be able to respond to client requests with information on the access control policiesregulating access to the requested services. In this paper; we present a simple; yet flexibleand expressive; approach for allowing servers to specify disclosure policies; regulating ifand how access control policies on services can be communicated to clients. Our approachallows fine-grain specifications; thus capturing different ways in which policies; and portionsthereof; can be communicated. We also define properties that can characterize the client …,International Conference on Information and Communications Security,2010,7
Optimizing integrity checks for join queries in the cloud,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract The large adoption of the cloud paradigm is introducing more and more scenarioswhere users can access data and services with an unprecedented convenience; just relyingon the storage and computational power offered by external providers. Also; users can enjoya diversity and variety of offers; with the possibility of choosing services by different providersas they best suit their needs. With the growth of the market; economic factors have becomeone of the crucial aspects in the choice of services. However; security remains a majorconcern and users will be free to actually benefit from the diversity and variety of such offersonly if they can also have proper security guarantees on the services. In this paper; we buildupon a recent proposal for assessing integrity of computations performed by potentiallyuntrusted providers introducing some optimizations; thus limiting the overhead to be paid …,IFIP Annual Conference on Data and Applications Security and Privacy,2014,6
Access control,Sabrina De Capitani di Vimercati; Pierangela Samarati; Ravi Sandhu,Documents; Authors; Tables. Log in; Sign up; MetaCart; Donate. CiteSeerX logo. Documents:Advanced Search Include Citations. Authors: Advanced Search Include Citations | Disambiguate.Tables: Access Control. Cached. Download as a PDF. Download Links. [spdp.dti.unimi.it];[spdp.di.unimi.it]. Save to List; Add to Collection; Correct Errors; Monitor Changes. by SabrinaDe Capitani di Vimercati ; Pierangela Samarati ; Ravi Sandhu. Citations: 1 - 0 self. Summary;Citations; Active Bibliography; Co-citation; Clustered Documents; Version History. BibTeX.@MISC{Vimercati_accesscontrol; author = {Sabrina De Capitani di Vimercati and PierangelaSamarati and Ravi Sandhu}; title = { Access Control }; year = {} }. Share. Facebook; Twitter; Reddit;Bibsonomy. OpenURL. Abstract. Keyphrases. access control. Powered by: Apache Solr. AboutCiteSeerX; Submit and Index Documents; Privacy Policy; Help; Data; Source; Contact …,*,2014,6
Access control models for XML,S De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,Summary XML has become a crucial tool for data storage and exchange. In this chapter;after a brief introduction on the basic structure of XML; we illustrate the most importantcharacteristics of access control models. We then discuss two models for XML documents;pointing out their main characteristics. We finally present other proposals; describing theirmain features and their innovation compared to the previous two models.,*,2008,6
Bayesian-Networks-Based Misuse and Anomaly Prevention System.,Pablo Garcia Bringas; Yoseba K Penya; Stefano Paraboschi; Paolo Salvaneschi,Abstract: Network Intrusion Detection Systems (NIDS) aim at preventing network attacks andunauthorised remote use of computers. More accurately; depending on the kind of attack ittargets; an NIDS can be oriented to detect misuses (by defining all possible attacks) oranomalies (by modelling legitimate behaviour and detecting those that do not fit on thatmodel). Still; since their problem knowledge is restricted to possible attacks; misusedetection fails to notice anomalies and vice versa. Against this; we present here ESIDE-Depian; the first unified misuse and anomaly prevention system based on BayesianNetworks to analyse completely network packets; and the strategy to create a consistentknowledge model that integrates misuse and anomaly-based knowledge. Finally; weevaluate ESIDE-Depian against well-known and new attacks showing how it outperforms …,ICEIS (2),2008,6
Chimera: A language for designing rule applications,Piero Fraternali; Stefano Paraboschi,Abstract Chimera is a conceptual model and language for active databases; developed inthe context of the Esprit project P6333 IDEA. In this chapter; we discuss its essential featuresand describe the tool environment assisting the use of Chimera in the design of activedatabase applications according to the IDEA Methodology; a novel approach to informationsystem development.,*,1999,6
Efficient integrity checks for join queries in the cloud 1,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Cloud computing is receiving massive interest from users and companies for itsconvenient support of scalable access to data and services. The variety and diversification ofoffers by cloud providers allow users to selectively adopt storage and computationalservices as they best suit their needs; including cost saving considerations. In such an opencontext; security remains a major concern; as confidentiality and integrity of data and queriesover them can be at risk. In this paper; we present efficient techniques to verify the integrity ofjoin queries computed by potentially untrusted cloud providers; while also protecting dataand computation confidentiality. Our techniques support joins among multiple data sourcesand introduce a limited overhead in query computation; enabling also economical savings;as the ability to assess integrity increases the spectrum of offers that can be considered …,Journal of Computer Security,2016,5
An eclipse plug-in for specifying security policies in modern information systems,Simone Mutti; Mario ARRIGONI NERI; Stefano Paraboschi,Abstract. In this paper we want to show how the Eclipse platform can offer very interestingsupport and be an adequate infrastructure in the realization of a software environment forthe design and development of security policies. The efficient and effective design of securitypolicies for modern information systems is a crucial open problem; important and at thesame time quite difficult. The lifecycle of a company-wide security system is complex. Itscorrect management requires conceptual depth; with the ability to describe the securityconfiguration at different abstraction levels; from a representation that is near to the waysecurity requirements arise from business applications; to the concrete configuration of thesecurity components that characterizes the implementation of the system. Also; informationsystems present a large variety of securityenabled tools and devices; each one tailored to …,Eclipse-IT 2011. The Sixth Workshop of the Italian Eclipse Community,2011,5
Data privacy,Michele Bezzi; Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract In today's globally interconnected society; a huge amount of data about individualsis collected; processed; and disseminated. Data collections often contain sensitivepersonally identifiable information that need to be adequately protected against improperdisclosure. In this chapter; we describe novel informationtheoretical privacy metrics;necessary to measure the privacy degree guaranteed by a published dataset. We thenillustrate privacy protection techniques; based on fragmentation; that can be used to protectsensitive data and sensitive associations among them.,*,2011,5
Advances in access control policies,Claudio A Ardagna; Sabrina De Capitani Di Vimercati; Gregory Neven; Stefano Paraboschi; Eros Pedrini; Franz-Stefan Preiss; Pierangela Samarati; Mario Verdicchio,Abstract This chapter presents the results of the research on how the current standards foraccess control policies can be extended. In particular; Section 18.1 illustrates how privacyissues can be effectively tackled by means of a credential-based access control thatincludes anonymous credentials. Section 18.2 shows how the expressivity of policylanguages can be exploited to introduce ontologies that model credential taxonomies andthe relations among them; with a particular stress on the support for delegation mechanisms.Section 18.3 investigates the privacy issues that arise in those access control systems thatare enriched with a dialog framework that enables servers to publish their policies. Finally;Section 18.4 maps these proposals onto a set of possible extensions of the architecture ofthe current de facto standard in access control policy languages: XACML.,*,2011,5
The IDEA Web Lab,Stefano Ceri; Piero Fraternali; Stefano Paraboschi,Abstract With the spreading of the World Wide Web as a uniform and ubiquitous interface tocomputer applications and information; novel opportunities are offered for introducingsignificant changes in all organizations and their processes. This demo presents the IDEAWeb Laboratory (Web Lab); a Web-based software design environment available on theInternet; which demonstrates a novel approach to the software production process on theWeb.,ACM SIGMOD Record,1998,5
Access control management for secure cloud storage,Enrico Bacis; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Marco Rosa; Pierangela Samarati,Abstract With the widespread success and adoption of cloud-based solutions; we arewitnessing an ever increasing reliance on external providers for storing and managing data.This evolution is greatly facilitated by the availability of solutions-typically based onencryption-ensuring the confidentiality of externally outsourced data against the storingprovider itself. Selective application of encryption (ie; with different keys depending on theauthorizations holding on data) provides a convenient approach to access control policyenforcement. Effective realization of such policy-based encryption entails addressingseveral problems related to key management; access control enforcement; andauthorization revocation; while ensuring efficiency of access and deployment with currenttechnology. We present the design and implementation of an approach to realize policy …,International Conference on Security and Privacy in Communication Systems,2016,4
Extending XACML for open web-based scenarios,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Eros Pedrini; Pierangela Samarati; Mario Verdicchio,Abstract Traditional access control solutions; based on preliminary identification andauthentication of the access requester; are not adequate for open Web service systems;where servers generally do not have prior knowledge of the requesters. In this paper; weprovide some extensions to the eXtensible Access Control Markup Language (XACML);which is the most significant and emerging solution for controlling access in an interoperableand flexible way; to make it easily deployable and suitable for open Web-based systems.,W3C workshop on access control application scenarios; Luxembourg,2009,4
Event Trace Independence of active behavior,Angela Bonifati; Stefano Ceri; Stefano Paraboschi,Abstract We present the Event Trace Independence (ETI); a novel property of active rulesexhibiting a behavior independent of the specific event sequence that had caused a statetransition. When employed in a distributed setting; this property supersedes the classicalproperty of confluence; which is not sufficient herein. We show that ETI is in generalundecidable and provide a sufficient condition; called invertibility; which offers a practicalway to demonstrate ETI.,Information Processing Letters,2005,4
Specification of W3I3 models,S Ceri; P Fraternali; S Paraboschi,*,*,1999,4
Building a database design laboratory on the Internet,Stefano Ceri; Piero Fraternali; Stefano Gevinti; Stefano Paraboschi,Commercial tools for software engineering include many development environments tosupport the design process. These integrated tools are usually distributed through traditionalretail channels; with vendors increasingly giving customers the option of downloadingproducts from the Web. The tools are installed on user client machines and are usuallyduplicated for actual tool use at customer sites. Users are responsible for installation;maintenance and upgrade procedures. We developed Web Lab as part of a projectsponsored by the European Commission to advance rule-based; object-orientedtechnologies for developing database applications. The Web Lab was designed to helpdisseminate the research results. It enables remote use of a design environment fordatabase applications; including a repository for application development that provides a …,IEEE Internet Computing,1998,4
The Algres testbed of CHIMERA: an active object-oriented database system,Stefano Ceri; Piero Fraternali; Stefano Paraboschi; Giuseppe Psaila,Chimera i? a novel database language integrating an object-oriented data model; adeclarative query language based on deductive rules; and an active rule language forreactive processing. In most active object-oriented databases; active rules are associatedwith objects through methods—rules are triggered by method activations; and are used asdevices for testing pre-and post-conditions for method applications to individual objectinstances. The Chimera approach is substantially different: it uses set-orzented active rules;activated as the effect of several; logically indistinguishable events affecting multiple objectinstances. This approach is consistent with the rest of Chimera; which supports a set-oriented; declarative query and update language. Object-orientation in Chimera guaranteesimportant advantages over relational active rules; due to the use of object tdenttjiers. In …,ACM SIGMOD Record,1995,4
Access control for the shuffle index,Sabrina De Capitani Di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract The shuffle index provides confidentiality guarantees for accesses to externallyoutsourced data. In this paper; we extend the shuffle index with support for access control;that is; for enforcing authorizations on data. Our approach bases on the use of selectiveencryption and on the organization of data and authorizations in two shuffle indexes. Ourproposal enables owners to regulate access to their data supporting authorizations allowingdifferent users access to different portions of the data; while at the same time guaranteeingconfidentiality of access.,IFIP Annual Conference on Data and Applications Security and Privacy,2016,3
Extending mandatory access control policies in android,Stefano Paraboschi; Enrico Bacis; Simone Mutti,Abstract Solutions like SELinux have recently regenerated interest toward MandatoryAccess Control (MAC) models. The role of MAC models can be expected to increase inmodern systems; which are exposed to significant threats and manage high-valueresources; due to the stronger protection they are able to offer. Android is a significantrepresentative of these novel systems and the integration of MAC models is an importantrecent development in its security architecture. Opportunities indeed exist to further enrichthe support offered by MAC models; increasing their flexibility and integrating them withother components of the system. We discuss a number of proposals that have recently beenmade in this domain. First; we illustrate the integration of SELinux and SQLite; namedSeSQLite; which permits to apply MAC permissions at a fine granularity into relational …,International Conference on Information Systems Security,2015,3
Policy specialization to support domain isolation,Simone Mutti; Enrico Bacis; Stefano Paraboschi,Abstract The exponential growth of modern information systems has introduced several newchallenges in the management of security requirements. Nowadays; the technologicalscenario has evolved and the introduction of MAC models provides a better isolation amongsoftware components and reduces the damages that the malicious or defective ones cancause to the systems. On one hand it is important to confine applications and limit theprivileges that they can request. On the other hand we want to let applications benefit fromthe flexibility given by MAC models; such as SELinux. In this paper we show how theconstructs already available in SELinux and the specialization of security domains can beleveraged to define boundaries where the applications are confined but still able tointroduce sophisticated security patterns; such as application isolation and the least …,Proceedings of the 2015 Workshop on Automated Decision Making for Active Cyber Defense,2015,3
Loose associations to increase utility in data publishing 1,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract Data fragmentation has been proposed as a solution for protecting theconfidentiality of sensitive associations when releasing data for publishing or externalstorage. To enrich the utility of data fragments; a recent approach has put forward the idea ofcomplementing a pair of fragments with some (non-precise; hence loose) information on theassociation between them. Starting from the observation that in presence of multiplefragments the publication of several independent associations between pairs of fragmentscan cause improper leakage of sensitive information; in this paper we extend looseassociations to operate over an arbitrary number of fragments.,Journal of Computer Security,2015,3
The PoSecCo security decision support system,Cataldo Basile; Antonio Lioy; Stefano Paraboschi,Abstract This paper presents the PoSecCo approach to policy refinement; that is; theproblem of deriving the configurations for the security controls from a set of high-levelsecurity requirements. This process is very important for the security and trustworthiness ofthe IT infrastructure as confirmed by many studies that indicate it as the major cause ofsecurity breaches and availability problems. The PoSecCo project proposes an integratedsystem that refines a high-level policy into a set of configurations for the security controlsavailable in the information system. This is named the PoSecCo Security Decision SupportSystem (SDSS). The SDSS assists the administrators in all the configuration generationphases; it guides them into the policy specification and refinement process; helping them tomake the right decision; and; finally; automatically performs the refinement and analysis.,*,2012,3
D2. 4–policy harmonization and reasoning,Stefano Paraboschi; Mario Arrigoni Neri; S Mutti; G Psaila; P Salvaneschi; M Verdicchio; A Basile,*,Deliverable; PoSecCo,2012,3
Supporting user privacy preferences on information release in open scenarios,CLAUDIO AGOSTINO Ardagna; Sabrina DE CAPITANI DI VIMERCATI; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,Abstract Access control solutions for open systems are typically based on the assumptionthat a client may adopt approached specifically designed for the server to protect thedisclosure of her sensitive information. These solutions however do not consider the specificprivacy requirements characterizing the client. In this paper; we put forward the idea ofadopting a different model at the client-side; aimed at minimizing the amount of sensitiveinformation released to a server. The model should be based on a formal modeling of theclient portfolio and should easily support the definition of privacy preferences and disclosurelimitations for empowering the user in the release of her personal information.,W3C Workshop on Privacy and data usage control,2010,3
Basi di dati–Modelli e linguaggi di programmazione,P Atzeni; S Ceri; P Fraternali; S Paraboschi; R Torlone,• Creano un legame tra i valori di n attributi della tabella corrente (detta interna) ei valori di nattributi di una seconda tabella (detta esterna o master; cioe 'principale) che tipicamente necostituiscono una chiave• di nuovo due sintassi (come in precedenza)• per singoli attributi•su più attributi• E'possibile definire politiche di reazione alla violazione,McGraw-Hill,2007,3
Active rule support,Fabio Casati; Stefano Ceri; Stefano Paraboschi; Giuseppe Pozzi,Abstract One of the goals of the WIDE project is the management of exceptions by means ofan active component. This chapter presents the rule language used in the WIDE project;called Chimera-Exc; and then describes the behavior of the active engine used forprocessing the rules; called Foro Active Rule (FAR) system. Chapter 3 describes theconceptual model adopted within WIDE: the current chapter describes the typical exceptionsused on a workflow system.,*,1999,3
XML-GL: A graphical language for querying and reshaping documents,S Ceri; S Comai; E Damiani; P Fraternali; S Paraboschi; L Tanca,*,Proc. QL,1998,3
The IDEA tool set,Stefano Ceri; Piero Fraternali; Stefano Paraboschi; Elena Baralis; Andrea Fravega,Summary form only given. The authors demonstrate the main results of the Esprit ProjectP6333 IDEA; which lasted from June 1992 to March 1997; whose main contributors are fiveindustrial partners from five European countries: Bull; the main contractor (France); TXT-Informatica (Italy); Sema (Spain); Dutch PTT (Holland); and Bim (Belgium); and four researchinstitutes: ECRC in Munich; INRIA in Paris; the University of Bonn; and Politecnico di Milano.The main objective of the IDEA Project is to investigate the use and promote the spread ofobject-oriented and rule-based technologies in next-generation information systems. One ofthe major results of the IDEA Project is the IDEA Methodology and its supportingenvironment. The IDEA Methodology addresses the analysis; design; prototyping; andimplementation of modern database systems applications; taking advantage of modern …,Data Engineering; 1997. Proceedings. 13th International Conference on,1997,3
Designing Data Marts for Data Warehouses in: ACM Transactions on Software Engineering and Methodology (TOSEM),Angela Bonifati; Fabiano Cattaneo; Stefano Ceri; Alfonso Fuggetta; Stefano Paraboschi,*,Issue,*,3
Policy-driven system management,Henrik Plate; Cataldo Basile; Stefano Paraboschi,Abstract Policy-driven system management or policy-based management (PBM) is aresearch domain that aims to automate the management of large-scale computing systems.The long-term vision of PBM is that humans no longer need to care for low-level aspects ofsystem management; but may focus on the specification of high-level management goalsthat will be autonomously enforced by computer agents. Ultimately; computing systems willbe comparable to; for instance; biological systems that regulate basic body functions such asthe heart rate without conscious intervention by humans. The promise of PBM lies; on theone hand; in reducing system management costs that grew significantly over the pastdecades and; on the other hand; in the improvement in service quality. Although PBM hasseveral application domains; this chapter focuses particularly on its use for securing …,*,2017,2
A dynamic tree-based data structure for access privacy in the cloud,Sabrina De Capitani di Vimercati; Sara Foresti; Riccardo Moretti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,We present a novel approach for guaranteeing access privacy to data stored at an externalcloud provider. Our solution relies on the grouping of resources into buckets then organizedwith a binary search tree. The tree is built on an index computed in a non-invertible non-order preserving way; and supports efficient key-based retrieval. Our approach to provideaccess privacy builds on this data organization providing uniform observability to the serverin access execution and dynamically changing not only the physical storage allocation; butalso the logical structure itself. Our analysis and experimental evaluation show theeffectiveness of our approach.,Cloud Computing Technology and Science (CloudCom); 2016 IEEE International Conference on,2016,2
Managing Data Sharing in OpenStack Swift with Over-Encryption,Enrico Bacis; Sabrina De Capitani di Vimercati; Sara Foresti; Daniele Guttadoro; Stefano Paraboschi; Marco Rosa; Pierangela Samarati; Alessandro Saullo,Abstract The sharing of large amounts of data is greatly facilitated by the adoption of cloudstorage solutions. In many scenarios; this adoption could be hampered by possibleconcerns about data confidentiality; as cloud providers are not trusted to know the content ofthe data they store. Especially when the data are organized in objects; the application of anencryption layer is an interesting solution to this problem; because it offers strongconfidentiality guarantees with a limited performance overhead. In a data sharing scenario;the management of access privileges then requires an adequate support for key derivationand for managing policy evolution. We present a solution that provides transparent supportfor the encryption of objects stored on Swift. Our system offers an efficient management ofthe updates to the access control policy; including revocation of authorizations from some …,Proceedings of the 2016 ACM on Workshop on Information Sharing and Collaborative Security,2016,2
Privacy in pervasive systems: social and legal aspects and technical solutions,Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract In today's society; most actions we perform are recorded and the collected data arestored; processed; and possibly shared in a way that was impossible until a few years agobefore the development of ubiquitous and pervasive technologies. Ubiquitous technologiesrepresent one of the most significant revolutions in information and communicationtechnologies.,*,2015,2
