Radiation-pressure acceleration of ion beams driven by circularly polarized laser pulses,Andreas Henig; S Steinke; M Schnürer; T Sokollik; Rainer Hörlein; D Kiefer; D Jung; Jörg Schreiber; BM Hegelich; XQ Yan; Jürgen Meyer-ter-Vehn; T Tajima; PV Nickles; W Sandner; Dietrich Habs,Abstract We present experimental studies on ion acceleration from ultrathin diamondlikecarbon foils irradiated by ultrahigh contrast laser pulses of energy 0.7 J focused to peakintensities of 5× 10 19 W/cm 2. A reduction in electron heating is observed when the laserpolarization is changed from linear to circular; leading to a pronounced peak in the fullyionized carbon spectrum at the optimum foil thickness of 5.3 nm. Two-dimensional particle-in-cell simulations reveal that those C 6+ ions are for the first time dominantly accelerated in aphase-stable way by the laser radiation pressure.,Physical Review Letters,2009,439
Inertial and magnetic fusion concepts in high energy density plasma physics at LANL,Kirk A Flippo; Dustin Offermann; Jun Ren; Mark J Schmitt; J Cobble; JL Kline; S Letzring; S Palaniyappan; RC Shah; J Workman; M Geissel; M Schollmeier; A Sefkow; SA Gaillard; T Kluge; M Bussmann; J Rassuchine; T Burris Mog; K Zeil; S Kraft; J Metzkes; TE Cowan; T Lockard; C Plechaty; R Presura; Y Sentoku; R Mancini; T Bartal; D Higginson; F Beg; G Korgan; S Malekos; J Adams; P Nilson; A Henig; D Kiefer; D Jung; ED Humieres; T Kwan; B Albright; JC Fernandez; DC Gautier; BM Hegelich; Xiaoling Yang; GH Miley; Hienrich Hora; S Kovaleski; B Gall; R Presura; T Lockard; K Harres; F Nurnberg; M Roth; FL Archuleta; RP Gonzales; TR Hurry; RP Johnson; D Montgomery; S-ML Reid; T Shimada,skip to main content. SciTech Connect Toggle navigation …,*,2012,*
83 SINGLE SHOT HIGH DOSE CELL IRRADIATIONS WITH LASER-DRIVEN PROTONS,N Humble; K Allinger; W Assmann; J Bin; G Dollinger; G Drexler; A Friedl; P Hilz; D Kiefer; W Ma; D Michalski; M Molls; S Reinhardt; T Schmid; O Zlobinskaya; J Schreiber; J Wilkens,*,Radiotherapy and Oncology,2012,*
Siphonaptera of Mongolia and Tuva: Results of the Mongolian-German Biological Expeditions since 1962–Years 1999-2003,Daniel Kiefer; Michael Stubbe; Annegret Stubbe; Scott Lyell Gardner; D Tserenorov; R Samiya; D Otgonbaatar; D Samiya; Matthias S Kiefer,Abstract This report provides an overview of flea species and the corresponding hosts inMongolia and Tuva during 1999-2003. The taxonomical development of this vector group ofgreat medical importance covers more than a century of flea research in Mongolia; resultingin the current number of 162 species known from this area.,*,2012,*
Advanced techniques in laser-ion accceleration: conversion efficiency; beam distribution and energy scaling in the break-out afterburner regime,Daniel Jung; Bjorn M Hegelich; Brian Albright; L Yin; C Gautier; Randall Johnson; S Letzring; R Shah; S Palaniyappan; T Shimada; JC Fernandez; D Kiefer; D Habs; Rainer Hoerlein,In the past ten years target normal sheath acceleration (TNSA 1) has been studiedintensively; experimentally as well as theoretically. TNSA; however; predominantlyaccelerates protons by virtue of its acceleration mechanism. Recently; improved lasercontrast and steadily increasing laser intensities made novel acceleration mechanisms suchas the radiation pressure acceleration (RPA2) or the Break-Out Afterburner (BOA 3; 4; 5)accessible experimentally. These mechanisms efficiently couple laser momentum into alltarget ion species; making these mechanisms a promising and competitive alternative toconventional rf-accelerators on a much wider basis. However; little experimental research orsimulations have up to; now studied conversion efficiency or beam distributions; which isessential for advanced application; such as ion based fast ignition (IFI 6. 7) or hadron …,*,2011,*
Fission‐Fusion: A new reaction mechanism for nuclear astrophysics based on laser‐ion acceleration,PG Thirolf; D Habs; M Gross; K Allinger; J Bin; A Henig; D Kiefer; W Ma; J Schreiber,We propose to produce neutron‐rich nuclei in the range of the astrophysical r‐processaround the waiting point N= 126 by fissioning a dense laser‐accelerated thorium ion bunchin a thorium target (covered by a CH 2 layer); where the light fission fragments of the beamfuse with the light fission fragments of the target. Via the 'hole‐boring'mode of laserRadiation Pressure Acceleration using a high‐intensity; short pulse laser; very efficientlybunches of 232 Th with solid‐state density can be generated from a Th target and adeuterated CD 2 foil; both forming the production target assembly. Laser‐accelerated Thions with about 7 MeV/u will pass through a thin CH 2 layer placed in front of a thickersecond Th foil (both forming the reaction target) closely behind the production target anddisintegrate into light and heavy fission fragments. In addition; light ions (d; C) from the …,AIP Conference Proceedings,2011,*
Conversion efficiency scaling of carbon ions accelerated in the Break-Out Afterburner regime,Daniel Jung; Bjorn M Hegelich; Brian Albrighy; Lin Yin; Donald C Gautier; Randall P Johnson; Samuel A Letzring; Rahul Shah; Tsutomu Shimada; Sasikumar Palaniyappan; Juan C Fernandez; Rainer Hoerlein; Daniel Kiefer; Dietrich Habs,Author(s): D. Jung; L. Yin; BJ Albright; DC Gautier; R. Hoerlein; D. Kiefer; R. Johnson; S.Letzring; S. Palaniyappan; R. Shah; T. Shimada; JC Fernandez; D. Habs; BM Hegelich … Intendedfor: Presentation at the Anomalous Absorption Conference 201 1 … Los Alamos NationalLaboratory; an affirmative action/equal opportunity employer; is operated by the Los AlamosNational Security; LLC for the National Nuclear Security Administration of the US Departmentof Energy under contract DE-AC52-06NA25396. By acceptance of this article; the publisher recognizesthat the US Government retains a nonexclusive; royally-free license to publish or reproduce thepublished form of this contribution; or to allow others to do so; for US Government purposes.Los Alamos National Laboratory requests that the publisher identify this article as work performedunder the auspices of the US Department of Energy. Los Alamos National Laboratory …,*,2011,*
The transparent overdense regime of plasma physics: experimental demonstration of high efficiency particle acceleration; coherent photon generation; and relativisti...,Bjorn Manuel Hegelich; Lin Yin; Brian J Albright; Kevin J Bowers; Donald Gautier; Daniel Jung; Sam Letzring; Sasikumar Palaniyappan; Rahul Shah; Hui-Chun Wu; Juan Fernandez; Brendan Dromey; Andreas Henig; Rainer Horlein; Chengkun Huang; Daniel Kiefer; Tajima Tajima; Xueqing Yan; Dieter Habs,The constantly improving capabilities of ultra-high power lasers are enabling interactions ofmatter with ever extremer fields. As both the on target intensity and the laser contrast areincreasing; new physics regime are becoming accessible and new effects materialize whichin turn enable a host of applications. A first example is the realization of interactions in thetransperent-overdense regime (TOR); which is reached by interacting a highly relativistic(ao> lO); ultra high contrast laser pulse with a solid density; nanometer target. Here; a stilloverdense target is turned transperent to the laser by the relativistic mass increase of theelectrons; increasing the skin depth beyond the target thickness and thus enablingvolumetric interaction of the laser with the entire target instead of only a small interactionregion at the critical density surface. This increases the energy coupling; enabling a …,*,2011,*
Leptospirosis and Melioidosis; Taiwan; 2009,Damdindorj Tserennorov; Daniel Kiefer; Ingo W Stuermer; Dashdavaa Otgonbaatar; Holger C Scholz,*,Emerging Infectious Diseases,2011,*
Observation of radiation pressure driven Rayleigh-Taylor instability,CAJ Palmer; C Bellei; AE Dangor; NP Dover; S Kneip; SPD Mangles; SR Nagel; A Rehman; Z Najmudin; J Schreiber; A Henig; D Jung; D Kiefer; M Yeung; M Zepf; APL Robinson; KL Lancaster; RJ Clarke; C Spindloe; SM Hassan; M Tatarakis; S Bott; F Beg,Abstract Radiation pressure acceleration (RPA)[1] uses the high pressures of a highintensity laser pulses to accelerate low mass targets to high energy with potentially lowenergy spreads. However; simulations have shown susceptibility to the radiation pressuredriven Rayleigh-Taylor instability [1; 2]. Here we report on experiments performed with theVULCAN Petawatt laser at the Rutherford-Appleton Laboratory using intensities up to 10^ 21Wcm-2 in linear polarisation. Peaks within the C^ 6+ spectra indicate RPA acceleration ofthe foils. Most remarkably though; strong spatial modulation is observed in the recordedproton beams. The form and extent of these modulations suggest Rayleigh-Taylor break-upof the foil. Simulations provide further support for these conclusions.[1] APL Robinson et al.;NJP; 10; 013021 (2008)[2] F. Pegoraro et al.; PRL; 99; 065002 (2007),APS Meeting Abstracts,2010,*
New ion acceleration mechanisms in relativistic laser-nanotarget interactions,Daniel Jung; Bjorn M Hegelich; Lin Yin; Brian Albright; Donald C Gautier; Randall P Johnson; Samuel A Letzring; Rahul Shah; Tsutomu Shimada; Juan C Fernandez; Andreas Henig; Rainer Hoerlein; Daniel Kiefer; Toshiki Tajima; Xueqing Yan; Dietrich Habs,Los Alamos National Laboratory; an aHirmative action/equal opportunity employer; isoperated by the Los Alamos National Security; LLC for the National Nuclear SecurityAdministration of the US Department of Energy under contract DE· AC52· 06NA25396. Byacceptance of this article; the publisher recognizes that the US Government retains anonexclusive; royalty· free license to publish or reproduce the published form of thiscontribution; or to allow others to do so; for US Government purposes. Los Alamos NationalLaboratory requests that the publisher identity this article as work performed under theauspices of the US Department of Energy. Los Alamos National,*,2010,*
Proposed Studies Of Radiation Damping In Laser Interaction With An Ultra‐thin; Coherently Reflecting Electron Sheet; Regarded As A Macro‐particle,D Habs; D Kiefer; A Henig; R Hörlein; J Schreiber; K Allinger; J Bin; P Thirolf; C Lang; T Yamazaki; K Homma,We introduce the concept of an ultra‐thin; dense electron sheet as a macro‐particle—similarto an electron microbunch of an FEL—where N electrons coherently reflect in the inner restframe of the bunch. This ultra‐thin electron sheet is pushed out off an ultra‐thin Diamond‐Like Carbon (DLC) target by a driver laser and acts as a relativistic flying mirror [1; 2] for aproduction laser. The space charge forces of the electron sheet are balanced by the trappingfields of the driver laser; of the remaining ion sheet and of the counter propagatingproduction laser; resulting in longitudinally bound electrons. Like in the Mössbauer effect ofnuclei the photon recoil is taken up by the N electrons of the macro‐particle. The Landau‐Lifshitz equation [3] for the classical radiation damping reaction of an external laser force Fext; here especially the Lorentz force; has been deduced as the first and second term in a …,AIP Conference Proceedings,2010,*
Current State of Ixodidae Research in Mongolia,Daniel Kiefer; K Pfister; D Tserennorov; G Bolormaa; D Otgonbaatar; R Samjaa; EG Burmeister; MS Kiefer,Abstract Our research presents the Ixodidae-fauna in Mongolia. The current taxonomic statein Mongolia shows 19 Ixodidae taxa extracted in 308 locations from 115 bird and mammalspecies. In 1980; the species Ixodes persulcatus SCHULZE; 1930 and Ixodes berleseiBirula; 1895 were detected in Inget Tolgoi and Ixodes laguri OLENEV; 1929 on Merionesunguiculatus 10 km southeast of Ulaanbaatar for the first time. In 2000 the speciesHaemaphysalis concinna Koch; 1844 was detected in the Selenge-river area and Argas(Argas) vulgaris FILIPPOVA; 1961 was detected in the Gobi area. From the collection of M.and A. STUBBE 1 N (Nymphae) Ixodes persulcatus was detected on Microtus sp. at the Minž-gol (river in Khentey) on July 25; 2002.,*,2010,*
High-power laser infrastructure at MPQ: ATLAS laser facility,Konstantin Khrennikov; Johannes Wenz; Matthias Heigoldt; Zsuzsanna Major; Antonia Popp; Raphael Weingartner; Matthias Fuchs; Joseph Irlinger; Patrick Heissler; Daniel Jung; Daniel Kiefer; Rainer Hoerlein; Klaus Witte; Stefan Karsch; D Habs; Ferenc Krausz,In recent years; laser-wakefield acceleration (LWFA) has shown a potential to become acommon compact source of ultra-relativistic particles. However the laser parameters shouldmeet tight specifications to make the scheme successful and reliable. In order to reach thisgoal the ATLAS laser at MPQ has undergone a major upgrade. The pulse length has beenreduced to 25 fs to fit perfectly to the half plasma-wavelength (by conventional densities inthe order of 10 18 cm-3). Pulse energy has been increased to 2 J to extend the accelerationlength (and hence output electron energies). Automatic beam alignment system has beenintroduced to stabilize the laser pointing; which is a key feature for the stability of final laserparameters; which in turn leads to increase in field reproducibility on target. First stepstowards temporal contrast improvement have been made to make the laser appropriate …,Verhandlungen der Deutschen Physikalischen Gesellschaft,2010,*
High intensity laser-driven ion acceleration,Andreas Henig; Daniel Kiefer; Daniel Jung; Joerg Schreiber; Rainer Hoerlein; Dietrich Habs; Sven Steinke; Matthias Schnuerer; Thomas Sokollik; Peter Nickles; Wolfgang Sandner; Xueqing Yan; Juergen Meyer-ter-Vehn; Toshi Tajima; Manuel Hegelich,Ion acceleration by intense laser-plasma interactions is a very active field of research whosedevelopment can be traced in a large number of publications over the last few years. Paststudies were mostly performed irradiating thin foils where protons are predominantlyaccelerated to energies up to 60 MeV in an exponentially decaying spectrum by amechanism named target normal sheath acceleration (TNSA). We present our latestexperimental advances on acceleration schemes away from TNSA; such as shockacceleration; ion beam generation from relativistically transparent targets and radiation-pressure acceleration. These results are a major step towards highly energetic; mono-chromatic ion beams generated at high conversion efficiencies as demanded by manypotential applications. Those include fast ignition inertial confinement fusion (ICF) as well …,Verhandlungen der Deutschen Physikalischen Gesellschaft,2010,*
Efficient ion acceleration in the laser transparency regime,Sven Steinke; Matthias Schnuerer; Thomas Sokollik; Peter Nickles; Wolfgang Sandner; Andreas Henig; Rainer Hoerlein; Daniel Kiefer; Dietrich Habs; Xueqing Yan; Toshiki Tajima,Experiments on ion acceleration from ultra-thin diamond-like carbon (DLC) foils withthicknesses below the skin depth (ie transparent); irradiated by ultra-high contrast laserpulses are presented. A maximum energy of 13 MeV for protons and 71 MeV for carbon ionsis observed with an overall energy conversion efficiency of∝ 10%. The increase in ionenergies can be attributed to a dominantly collective rather than thermal motion of the foilelectrons leading to an observed reduction in electron heating and in case of circularpolarization to a pronounced peak in the C 6+ spectrum. Two-dimensional particle-in-cell(PIC) simulations reveal that those C 6+ ions are for the first time dominantly accelerated bythe laser radiation pressure.,Verhandlungen der Deutschen Physikalischen Gesellschaft,2010,*
Generation of 0.5 GEV C6+ ions from irradiation of ultra-thin foils with high contrast; high intensity laser pulses,D Jung; D Kiefer; A Henig; D Habs; BM Hegelich; B Albright; JC Fernandez; KA Flippo; SA Gaillard; DC Gautier; RP Johnson; S Letzring; RC Shah; T Shimada; L Yin,Laser-driven particle acceleration has been under intense investigation for the last decadeand is of particular interest for key applications such as medical physics; fast ignition andinertial confinement fusion. The dominant ion acceleration mechanism is known as targetnormal sheath acceleration (TNSA); although easy accessible it suffers from a low energyconversion efficiency. Recently reported maximum ion energies 1 are in the range of a fewtens of MeV; which is well below the energies needed for most applications. Recentlyproposed acceleration mechanisms utilize ultra-high contrast laser pulses and ultra-thinsolid targets allowing for generation of ions in the GeV range from intense laser-plasmainteraction. A high laser contrast suppresses pre-ionization of the solid target by any pre-pulses or laser pedestals and in theory enables acceleration beyond TNSA in regimes …,Plasma Science-Abstracts; 2009. ICOPS 2009. IEEE International Conference on,2009,*
Laser-driven electron breakout from ultra-thin targets,D Kiefer; A Henig; D Jung; D Habs; BM Hegelich; JC Fernandez; KA Flippo; SA Gaillard; DC Gautier; RP Johnson; S Letzring; RC Shah; T Shimada,The acceleration of electrons from ultra-thin foils using high-intensity lasers has recentlygained high interest due to the outstanding characteristics of the generated electron beamobserved in particle-in-cell simulations. Here; the generation of a relativistic electron bunchof ultra-high density was demonstrated which may be well-suited for the generation of ultra-short coherent x-ray radiation via Thomson back-scattering. With the advent of ultra-highcontrast; high power lasers and the fabrication of ultra-thin; few nm thick targets; this newconcept to generate a relativistic electron mirror may now become feasible in experiment.We report on the electron acceleration from ultra-thin diamond-like carbon (DLC) foils usingthe Trident 200 TW ultra-high contrast laser pulse. While thick targets show maxwellianshaped electron spectra a pronounced; quasi-monoenergetic characteristic peaked at 30 …,Plasma Science-Abstracts; 2009. ICOPS 2009. IEEE International Conference on,2009,*
PW performance ion acceleration from the LANL 200TW Trident laser facility,KA Flippo; SA Gaillard; DC Gautier; J Cobble; JL Kline; J Workman; F Archuleta; R Gonzales; BM Hegelich; T Hurry; RP Johnson; S Letzring; D Montgomery; RC Shah; T Shimada; M Schollmeier; F Nuernberg; K Harres; M Roth; M Lowenstern; E Mucino; A Henig; D Kiefer; D Jung; N Vutisalchavakul; TE Cowan; J Rassuchine,The high contrast front-end for the 200 TW Trident laser has shown in recent experimentsthe importance roles that Amplified Spontaneous Emission (ASE) and prepulse contrast playin laser-ion acceleration. Ion energies above 58 MeV with efficiencies of greater than 5%into ions above 4 MeV have been observed even at modest intensities; on par with the NovaPetawatt results 2 at half the intensity 1; and a fifth of the energy and power; at an intrinsiclaser ASE contrast of≫ 10− 7. Scalings for; laser energy; intensity; and target thickness arepresented and compared to other empirical scalings and theories; including results of thenew ultra-high contrast≫ 10− 10 Optical Parametric Chirped-Pulse Amplification (OPCPA)front-end system 3.,Plasma Science-Abstracts; 2009. ICOPS 2009. IEEE International Conference on,2009,*
Studying the Unruh effect using high-power; short-pulse lasers,C Lang; PG Thirolf; D Habs; A Henig; D Jung; D Kiefer; J Schreiber; R Schuetzhold,Understanding the quantum vacuum is one of the key challenges of fundamental physics.Electrons accelerated in the strong fields of high intensity lasers will experience a largeacceleration granting access to the Unruh effect; where an accelerated electron will createentangled pairs of Unruh photons via non-inertial scattering of virtual photons from vacuumfluctuations. Using laser accelerated low-energy electrons (∼ 1 MeV) and counter-propagating brilliant X-rays (∼ 20 keV) acting as an undulator will accelerate the electronssuch that entangled Unruh photon pairs of ca. 160 keV each will be created. The X-rays willbe produced via Compton backscattering of optical photons off dense electron sheets; actingas relativistic mirrors. About 10 3 Unruh photons/s are expected with a ratio between Unruhphoton pairs and background from classical Larmor radiation of∼ 0.004. Detection of the …,Verhandlungen der Deutschen Physikalischen Gesellschaft,2009,*
Generation of proton bunches by ultra-short laser pulses with high contrast,Sven Steinke; Matthias Schnuerer; Thomas Sokollik; Peter Nickles; Wolfgang Sandner; Andreas Henig; Daniel Jung; Daniel Kiefer; Dietrich Habs; Alexander Andreev,Laser accelerated ion or proton bunches offer advantages compared to those generated byconventional accelerators; like better emittance and shorter pulse duration. We present ourresults on the acceleration of proton/ion bunches created by ultra-short laser pulses of ultra-thin (d< λ) foils. To approach this regime; where the target becomes more and moretransparent for the laser; we developed a so called double-plasma mirror to increase theintensity contrast of the laser pulse by several orders of magnitude up to 10 12. It is shownhow the features of the proton/ion bunches depend on the laser pulse parameters; likeintensity and contrast of the laser pulse. The results are discussed on the base of analyticalcalculation and PIC simulations.,Verhandlungen der Deutschen Physikalischen Gesellschaft,2009,*
Laser-driven electron acceleration from ultra-thin DLC foils-towards an ultra-compact coherent X-ray source,Daniel Kiefer; Andreas Henig; Daniel Jung; Dietrich Habs; Kirk Flippo; Cord Gautier; Sandrine Gaillard; Randy Johnson; Tom Shimada; Rahul Shah; Juan Fernandez; Vitaly Liechtenstein; Joerg Schreiber; Manuel Hegelich,We report on the acceleration of electrons from ultra-thin diamond-like carbon (DLC) foils byan ultrahigh-intensity laser pulse. While thick targets show maxwellian shaped electronspectra; a distinct quasi-monoenergetic characteristic peaked at 31 MeV is observed at atarget thickness as thin as 5nm. At the same time; a substantial drop in laser-accelerated ionenergies is observed. The experimental findings give first indication that laser-drivenrelativistic electron mirrors can be generated from ultra-thin foils; which in future may beused to generate brilliant X-ray beams by the coherent reflection of a second laser,Verhandlungen der Deutschen Physikalischen Gesellschaft,2009,*
Laser-driven particle acceleration utilizing nm-thin diamond foils: Improved ion acceleration for cancer therapy; improved electron acceleration and potentially ultra-b...,D Habs; A Henig; D Jung; D Kiefer; R Hörlein; M Groß; J Schreiber; V Kh Liechtenstein; BM Hegelich; S Karsch; XQ Yan; J Meyer-ter-Vehn; T Tajima,Abstract Compared to former laser ion acceleration schemes like target normal sheathacceleration (TNSA)[1]; the laser acceleration from ultra-thin diamond-like carbon (DLC) foilsis more efficient and for the high-power short-pulse laser ATLAS proton energies up to 100MeV are expected [2]. Also for the generation of very dense relativistic electron bunches theuse of ultra-thin diamond foils leads to much better results [3] than for laser bubbleacceleration [4]. By reflection of coherent electromagnetic fields from these relativisticelectron bunches it seems possible to generate brilliant; intense X-ray beams [5]. In thelonger term we plan to use the laser-driven ion beams for cancer therapy and the X-raybeams in medical diagnostics. We describe the present status and the expected beamproperties for the upgraded ATLAS laser at MPQ (Garching) and the setup of our medical …,*,2009,*
Nonlinear Characteristics of Internal Wave Reflection from Sloping Topography,Bruce Rodenborn; Daniel Kiefer; Hepeng Zhang; Harry L Swinney,Abstract Internal waves are generated in the oceans by surface waves and abyssal tidal flowover the ocean floor. The interaction among these waves and their reflection from the oceanfloor are believed to cause mixing necessary to support thermohaline circulation. Thereflection of internal waves is often treated as a linear or a weakly nonlinear and inviscidproblem; but the full nonlinear effects generate higher harmonics and mixing. We useParticle Image Velocimetry to study the reflection of internal waves from a sloping bottomboundary in a laboratory tank. The experiments are modeled using a 2-D pseudo-spectralnumerical simulation that solves the nonlinear problem in the Boussinesq approximation.The kinetic energy density of harmonics generated upon wave reflection from the boundaryis examined as a function of the boundary angle and wave angle. Certain harmonics are …,APS Division of Fluid Dynamics Meeting Abstracts,2008,*
New scaling laws for ion acceleration from the enhanced 200TW Trident laser at LANL,Kirk Flippo; B Albright; TE Cowan; JC Fernandez; SA Gaillard; DC Gautier; K Harres; BM Hegelich; A Henig; RP Johnson; D Kiefer; JL Kline; S Letzring; F Nuernberg; M Roth; J Rassuchine; M Schollmeier; RC Shah; T Shimada; J Workman; L Yin; N Vutisalchavakul,Abstract Recent experiments on the 200 TW Trident have shown the importance ASE andprepulse contrast play in ion acceleration. Ion energies above 50 MeV have been observedeven at modest intensities; on par with the Nova Petawatt (Snavely 2002) at half the intensityand energy; with an intrinsic laser ASE contrast of> 10-7; yielding efficiencies of greater than5% into ions above 4 MeV. Scalings for spot size; laser energy; target thickness; and laserpulse duration are presented and compared to other empirical scalings and theory;including the influence of contrast.,APS Meeting Abstracts,2008,*
Nonlinear interaction of internal wave beams upon reflection at a sloping boundary,Daniel Kiefer,Internal gravity waves are supported by any fluid of varying density in height and propagateobliquely through the fluid with an angle determined by the wave frequency and the densitygradient of the fluid stratification. Internal waves are suspected to play a key role in thedynamics of the ocean. Despite their great oceanographic importance; the dynamics of theinternal waves are widely unknown. When an internal wave reflects from a slopingboundary; the nonlinear interaction of incoming and reflected beams gives rise to additionalhigher harmonic waves. Quantitative laboratory experiments were conducted on thenonlinear internal wave beam reflection. Strong internal wave beams were generated in alinearly stratified fluid and reflected by a sloping boundary. Second harmonic beamsgenerated at the interaction region of incoming and reflected beam were clearly observed …,*,2007,*
Signatures of the Unruh Effect via High-Power; Short-Pulse Lasers♦,C Lang; PG Thirolf; D Habs; A Henig; D Jung; D Kiefer; J Schreibera; R Schützholdb,The development of high-intensity; short pulse lasers opens up experimental access to ultrahigh field physics studies. This may grant access to the long-predicted Unruh effect; wherean accelerated observer experiences the quantum vacuum as a thermal bath of particleswith the Unruh temperature kTU= ha/2πc [1]. The Unruh radiation is an analogon of thermalHawking radiation of a Black Hole [2].,*,*,*
Radiation pressure driven electron bunches from ultra-thin foils,D Kiefer; A Henig; R Hörlein; D Jung; J Schreiber; XQ Yan; D Habs; S Steinke; M Schnürer; T Sokollik; PV Nickles; W Sandner; DC Gautier; RP Johnson; RC Shah; T Shimada; JC Fernández; BM Hegelich,While high quality electron beams are routinely generated in under-dense plasmas andhave already proven usability in first applications; solid density targets studied so far seemunattractive in this respect. Here; strong coulomb fields immediately set up during the lasertarget interaction counteract the ponderomotive force of the laser and thus suppresssignificant energy gain of electrons in the laser field. However; this scenario drasticallychanges when the areal density of the target is significantly reduced which can be achievedwith a target of only a few nm thickness. We present experimental evidence of efficientelectron extraction when irradiating a few nm thin foil with a high-power laser. The datataken at two experiments with inherently different laser systems gives for the very first timean intriguing insight into the mechanism of electron bunch production by the radiation …,*,*,*
Towards Relativistic Laser-Ion Acceleration,J Schreiber; F Bell; C Bellei; M Geissler; M Hegelich; A Henig; D Jung; D Kiefer; F Krausz; SPD Mangles; Z Najmudin; SG Rykovanov; D Habs,*,*,*,*
Studying the Unruh effect using high-power; short-pulse lasers,PG Thirolf; D Habs; A Henig; D Jung; D Kiefer; C Lang; G Schaller; J Schreiber; R Schützhold,*,*,*,*
