Matching events in a content-based subscription system,Marcos K Aguilera; Robert E Strom; Daniel C Sturman; Mark Astley; Tushar D Chandra,Content-based subscription systems are an emerging alternative to traditional publish-subscribe systems; because they permit more flexible subscriptions along multipledimensions. In these systems; each subscription is a predicate which may test arbitraryattributes within an event. However; the matching problem for content-based systems-determining for each event the subset of all subscriptions whose predicates match the event-is still an open problem. We present an efficient; scalable solution to the matching problem.Our solution has an expected time complexity that is sub-linear in the number ofsubscriptions; and it has a spacecomplexity that is linear. Specifically; we prove that forpredicates reducible to conjunctions of elementary tests; the expected time to match arandom event is no greater than O (N'-') where N is the number of subscriptions; and X is …,Proceedings of the eighteenth annual ACM symposium on Principles of distributed computing,1999,839
Tutorial on geo-replication in data center applications,Marcos K Aguilera,Abstract Data center applications increasingly require a* geo-replicated* storage system;that is; a storage system replicated across many geographic locations. Geo-replication canreduce access latency; improve availability; and provide disaster tolerance. It turns out thereare many techniques for geo-replication with different trade-offs. In this tutorial; we give anoverview of these techniques; organized according to two orthogonal dimensions: level ofsynchrony (synchronous and asynchronous) and type of storage service (read-write; statemachine; transaction). We explain the basic idea of these techniques; together with theirapplicability and trade-offs.,ACM SIGMETRICS Performance Evaluation Review,2013,2
Announcing the 2012 Edsger W. Dijkstra prize in distributed computing,Marcos K Aguilera; Dahlia Malkhi; Keith Marzullo; Alessandro Panconesi; Andrzej Pelc; Roger Wattenhofer,The ACM-EATCS Edsger W. Dijkstra Prize in Distributed Computing is awarded tooutstanding papers on the principles of distributed computing; whose significance andimpact on the theory or practice of distributed computing have been evident for at least tenyears. The prize is sponsored jointly by the ACM Symposium on Principles of DistributedComputing (PODC) and the EATCS Symposium on Distributed Computing (DISC).,ACM SIGARCH Computer Architecture News,2012,2
Correctness Proof of Ben-Or's Randomized Consensus Algorithm,Marcos Kawazoe Aguilera; Sam Toueg,We present a correctness proof for Ben-Or's Randomized Consensus Algorithm for the casein which processes can fail by crashing; and a majority of processes is correct. This is thefirst time that the proof of Ben-Or's algorithm appears for this case. The proof has beenextracted from [AT96]: it is a simplification of the correctness proof of a more complexconsensus algorithm that involves both randomization and failure detection.,*,1998,2
Replicating data across data centers,*,Abstract The present techniques prioritize transmission of feature information associatedwith data copies in data transmission; and selectively transmit the data copies whennecessary. As the size of the feature information is small compared with the data copies; andas feature information is transmitted using prioritized messages; delays caused bycongestion in the network are reduced. Based on the use of prioritized messages; thepresent techniques provide solutions for replicating data across data centers whenconducting various data operations including reading; writing; and modifying data. Thepresent techniques also replicate data across data centers while providing consistency;access locality; and disaster tolerance.,*,2018,1
Principles of Distributed Systems,Marcos K Aguilera; Leonardo Querzoni; Marc Shapiro,On behalf of the Technical Committee of the International Conference on Principles ofDistributed Systems; we are very pleased to present in this volume the proceedings of the18th edition of the conference; which was held during 16 to 19 December 2014; in Cortinad'Ampezzo; Italy. OPODIS; the International Conference on Principles of DistributedSystems; is an international forum for the exchange of state-of-the-art knowledge ondistributed computing and systems among researchers from around the world. All aspects ofdistributed systems are within the scope of OPODIS; including theory; specification; design;performance; and system building. OPODIS has traditionally been strong in the theoreticalaspects of distributed systems. Since the 2013 edition; OPODIS is seeking to expand itscoverage to include the overlap between theoretical solutions and practical …,Cham: Springer International Publishing,2014,1
Distributed Computing and Networking: 12th International Conference; ICDCN 2011; Bangalore; India; January 2-5; 2011; Proceedings,Marcos K Aguilera; Haifeng Yu; Nitin H Vaidya; Vikram Srinivasan; Romit Roy Choudhury,This book constitutes the refereed proceedings of the 12th International Conference onDistributed Computing and Networking; ICDCN 2011; held in Bangalore; India; duringJanuary 2-5; 2011. The 31 revised full papers and 3 revised short papers presented togetherwith 3 invited lectures were carefully reviewed and selected from 140 submissions. Thepapers address all current issues in the field of distributed computing and networking. Beinga leading forum for researchers and practitioners to exchange ideas and share bestpractices; ICDCN also serves as a forum for PhD students to share their research ideas andget quality feedback from the well-renowned experts in the field.,*,2011,1
Reliable and secure distributed storage using erasure codes,Marcos K Aguilera; Ramaprabhu Janakiraman; Lihao Xu,Abstract—Large-scale enterprise data is increasingly organized in the form of distributedstorage. The three important issues that arise when moving to distributed storage arereliability (data should survive the failure of a small number of disks); security (onlyauthorized clients should access storage) and concurrency (multiple clients should be ableto access storage simultaneously). We introduce a collection of methods based onerasurecorrecting codes to design reliable and secure distributed storage that can functioncorrectly and efficiently even when concurrently accessed by multiple independent clients.Our methods are general and are capable of wide usage in a variety of distributed storageapplications.,*,2010,1
Building distributed applications using Sinfonia,Marcos K Aguilera; Christos Karamanolis; Arif Merchant; Mehul Shah; Alistair Veitch,Abstract distributed systems; scalability; fault tolerance We present Sinfonia; a data sharingservice that simplifies the design and implementation of distributed applications that need tobe reliable and scalable. At the core of Sinfonia is an efficient minitransaction primitive thatallows applications to manipulate shared state consistently; while hiding concerns aboutfault-tolerance and concurrent execution. We show how to use Sinfonia to build two different;complex applications: a cluster file system and a group communication service. Ourapplications scale well and achieve performance comparable to other implementations builtwithout Sinfonia.,*,2006,1
Generating Unforgeable Evidence for Secure Communications,Minwen Ji; Tom Rodehefferб; Marcos Aguilera,Abstract The Internet is increasingly being used for serious transactions involving moneyand goods. However; there hardly exists any means for users of Internet transactions toobtain third-party verifiable evidence of the transactions in which they participate. As asolution to this problem; we propose the use of a semi-trusted third party; called a digitalwitness; that can provide unforgeable transaction evidence without ever seeing thetransaction contents. The witness is attached to secure communication sessions in anunintrusive manner: it requires no changes to existing servers or protocols. The key idea inenabling such a witness service is a novel algorithm that splits the computation of amessage authentication code (MAC) between the client and the witness. We haveimplemented a prototype witness; tested it with real web sites and measured its …,HP Laboratories Palo Alto,2005,1
Remote memory in the age of fast networks,Marcos K Aguilera; Nadav Amit; Irina Calciu; Xavier Deguillard; Jayneel Gandhi; Pratap Subrahmanyam; Lalith Suresh; Kiran Tati; Rajesh Venkatasubramanian; Michael Wei,Abstract As the latency of the network approaches that of memory; it becomes increasinglyattractive for applications to use remote memory---random-access memory at anothercomputer that is accessed using the virtual memory subsystem. This is an old idea whosetime has come; in the age of fast networks. To work effectively; remote memory must addressmany technical challenges. In this paper; we enumerate these challenges; discuss theirfeasibility; explain how some of them are addressed by recent work; and indicate otherpromising ways to tackle them. Some challenges remain as open problems; while othersdeserve more study. In this paper; we hope to provide a broad research agenda around thistopic; by proposing more problems than solutions.,Proceedings of the 2017 Symposium on Cloud Computing,2017,*
How to implement any concurrent data structure for modern servers,Irina Calciu; Siddhartha Sen; Mahesh Balakrishnan; Marcos K Aguilera,Abstract In this paper; we propose a method to implement any concurrent data structure. Ourmethod produces implementations that work particularly well in non-uniform memory access(NUMA) machines. Due to recent architecture trends; highly concurrent servers today areNUMA machines; where the cost of accessing a memory location is not the same acrossevery core. To fully leverage these machines; programmers need efficient concurrent datastructures that are aware of the NUMA performance artifacts. We propose Node Replication(NR); a black-box approach to obtaining such data structures. NR takes an arbitrarysequential data structure and automatically transforms it into a NUMA-aware concurrent datastructure satisfying linearizability. Using NR requires no expertise in concurrent datastructure design; and the result is free of concurrency bugs. NR draws ideas from two …,ACM SIGOPS Operating Systems Review,2017,*
Brief Announcement: Black-Box Concurrent Data Structures for NUMA Architectures,Irina Calciu; Siddhartha Sen; Mahesh Balakrishnan; Marcos K Aguilera,Abstract Recent work introduced a method to automatically produce concurrent data structuresfor numa architectures. We present a summary of that work … Keywords and phrases concurrentdata structures; log; NUMA architecture; replication … Modern data centers increasingly employnon-uniform memory access (numa) machines with multiple numa nodes. Each node consistsof some (hardware) threads and local memory. A thread can access memory in any node; butaccessing local memory is faster than remote memory at another node. To obtain the bestperformance; concurrent data structures must take this fact into consideration: they must benuma-aware. Unfortunately; designing concurrent data structures is difficult; and numa-awarenessmakes it harder because the algorithm must try to reduce the number of remote memoryaccesses. In this work; we show how to obtain numa-aware concurrent data structures …,LIPIcs-Leibniz International Proceedings in Informatics,2017,*
Locking Timestamps Versus Locking Objects,Marcos Aguilera; Tudor David; Rachid Guerraoui,Abstract We present multiversion timestamp locking (MVTL); a new genre of multiversionconcurrency control algorithms for serializable transactions. The key idea behind MVTL issimple and novel: lock individual time points instead of locking objects or versions. Aftershowing what a generic MVTL algorithm looks like; we demonstrate MVTL's expressiveness:we present several simple MVTL algorithms that address limitations of current multiversionschemes; by committing transactions that previous schemes would abort; by avoiding theproblem of serial aborts and ghost aborts; and by offering a way to prioritize transactions thatshould not be aborted.,*,2017,*
Principles of Distributed Systems; 18th Int. Conf. on (OPODIS 2014),Marc Shapiro; Marcos Kawazoe Aguilera; Leonardo Querzoni,*,*,2014,*
Principles of Distributed Systems: 18th International Conference; OPODIS 2014; Cortina D'Ampezzo; Italy; December 16-19; 2014. Proceedings,Marcos K Aguilera; Leonardo Querzoni; Marc Shapiro,This book constitutes the refereed proceedings of the 18th International Conference onPrinciples of Distributed Systems; OPODIS 2014; Cortina d'Ampezzo; Italy; in December2014. The 32 papers presented together with two invited talks were carefully reviewed andselected from 98 submissions. The papers are organized in topical sections on consistency;distributed graph algorithms; fault tolerance; models; radio networks; robots; self-stabilization; shared data structures; shared memory; synchronization and universalconstruction.,*,2014,*
Special issue with selected papers from DISC 2012,Marcos K Aguilera,This special issue of Distributed Computing contains three papers that were selected among27 papers that appeared in the Proceedings of the 26th International Symposium onDistributed Computing (DISC 2012); held in Salvador; Brazil; on 16–18 October 2012. Theselected papers were initially chosen by the Program Committee as representing some ofthe best work that appeared in the conference. Subsequently; each selected paper wasrevised and expanded by its authors to produce an article submission. Each submission wasthen refereed according to the usual practices and quality standards of DistributedComputing. The first paper in the special issue received the Best Student Paper Award atDISC 2012. It is titled The CB Tree: A,Distributed Computing,2014,*
Special Issue on Distributed Computing,Marcos K Aguilera; Haifeng Yu,This special issue of Theory of Computing Systems is dedicated to distributed computing.The International Conference on Distributed Computing and Networking (ICDCN) 2011 hadtwo tracks; distributed computing and networking; each with a separate program committee.ICDCN 2011 got 140 submissions from over 15 countries; and submissions were carefullyreviewed and evaluated by the program committee. For the distributed computing track; theProgram Committee eventually selected 15 regular papers and 1 short paper for inclusion inthe proceedings and presentation at the conference. The networking track had 16 regularpapers and 2 short papers. From the distributed computing track of ICDCN 2011; theprogram committee invited the authors of a number of selected papers to submit extendedversions of their conference papers for publication in journals. Based on the topic of a …,Theory of Computing Systems,2012,*
Distributed Computing: 26th International Symposium; DISC 2012; Salvador; Brazil; October 16-18; 2012; Proceedings,Marcos K Aguilera,This book constitutes the refereed proceedings of the 26th International Symposium onDistributed Computing; DISC 2012; held in Salvador; Brazil; in October 2012. The 27 revisedfull papers presented together with 24 brief announcements were carefully reviewed andselected from 119 submissions. The papers are organized in topical sections on sharedmemory; mobile agents and overlay networks; wireless and multiple access channelnetworks; dynamic networks; distributed graph algorithms; wireless and loosely connectednetworks; robots; and lower bounds and separation.,*,2012,*
Distributed Computing-Article 7 (32 pages)-Dynamic Atomic Storage without Consensus,MK Aguilera; I Keidar; D Malkhi; A Shraer,*,Journal of the ACM-Association for ComputingMachinery,2011,*
Selection of Papers from 12th International Conference on Distributed Computing and Networking (ICDCN 2011)-Introduction,Marcos K Aguilera; Haifeng Yu,*,SIGOPS Operating Systems Review,2011,*
Principles of Distributed Systems: 12th International Conference; OPODIS 2008; Luxor; Egypt; December 15-18; 2008. Proceedings,Theodore P Baker; Alain Bui; Sébastien Tixeuil,This volume contains the 30 regular papers; the 11 short papers and the abstracts of twoinvited keynotes that were presented at the 12th International Conference on Principles ofDistributed Systems (OPODIS) held during December 15–18; 2008 in Luxor; Egypt. OPODISis a yearly selective international forum for researchers and practitioners in design anddevelopment of distributed systems. This year; we received 102 submissions from 28countries. Each submission was carefully reviewed by three to six Program Committeemembers with the help of external reviewers; with 30 regular papers and 11 short papersbeing selected. The overall quality of submissions was excellent and there were manypapers that had to be rejected because of organization constraints yet deserved to bepublished. The two invited keynotes dealt with hot topics in distributed systems:“The Next …,*,2008,*
The Mailbox Problem,Leslie Lamport; Eli Gafni; Marcos K Aguilera,Abstract This paper addresses a little synchronization problem that I first thought about in the1980s. When Gafni visited MSR Silicon valley in 2008; I proposed it to him and we beganworking on it. I thought the problem was unsolvable; but we began to suspect that there wasa solution. Gafni had an idea for an algorithm; but instead of trying to understand the idea; Iasked for an actual algorithm. We then went through a series of iterations in which Gafniwould propose an algorithm; I'd code it in PlusCal (see [161]) and let the model checker findan error trace; which I would then give to him.(At some point; he learned enough PlusCal todo the coding himself; but he never installed the TLA+ tools and I continued to run the modelchecker.) This process stopped when Aguilera joined MSR and began collaborating with us.He turned Gafni's idea into an algorithm that the model checker approved of. Gafni and …,*,2008,*
On implementing Omega in systems with weak reliability and synchrony a ssumptions,Marcos Aguilera; Carole Delporte-Gallet; Hugues Fauconnier; Sam Toueg,We study the feasibility and cost of implementing Omega---a fundamental failure detector atthe core of many algorithms---in systems with weak reliability and synchrony assumptions.Intuitively; Omega allows processes to eventually elect a common leader. We first give analgorithm that implements Omega in a weak system S where (a) except for some unknowntimely process s; all processes may be arbitrarily slow or may crash; and (b) only the outputlinks of s are eventually timely (all other links can be arbitrarily slow and lossy). Previouslyknown algorithms for Omega worked only in systems that are strictly stronger than S in termsof reliability or synchrony assumptions. We next show that algorithms that implement$\Omega $ in system S are necessarily expensive in terms of communication complexity: allcorrect processes (except possibly one) must send messages forever; moreover; a …,*,2007,*
Efficient distributed fault-tolerant storage with erasure codes,Marcos K Aguilera; Ramaprabhu Janakiraman; Lihao Xu,Abstract We study the design of a distributed storage system that uses erasure codes tomaintain data redundancy while disks can be written concurrently by multiple nodes. Wepropose and analyze a protocol that is highly optimized for the common cases; in thesecases; a read requires only a round-trip to the disk; and a write requires only a round-trip toeach disk that requires updating. To tolerate tp node failures and td disk failures; the protocoluses δ= 1+(tp+ 1)(td+ tp/2− 1) redundant disks.,*,2004,*
Solving Leader Election and Consensus Using One Timely Link (and other results),Marcos K Aguilera; Carole Delporte-Gallet; Hugues Fauconnier; Sam Toueg,Consider a system À where processes are synchronous and links are reliable; but oneprocess may crash. How much link synchrony is necessary to solve consensus in À? Fromthe results in [9; 8; 7]; we know that:(a) if all the links are asynchronous; then consensuscannot be solved; and (b) if all the links are eventually timely (denoted•-timely) thenconsensus can be solved. 1 In this paper we show that to solve consensus in À; it issufficient to have just one; directed link ''that is•-timely—all the other links;¢¥“æµof them; canbe asynchronous. There is no need to know which link is•-timely; when it becomes timely; orwhat is its bound on message delay. Surprisingly; it is not even required that the source 'ordestination'of this link be correct:'or'may actually crash; in which case the link ''is•-timely in atrivial way; and it is useless for sending messages! Nevertheless; the existence of one …,*,2003,*
Broadening the applicability of failure detectors,Marcos Kawazoe Aguilera,Abstract Failure detection is a fundamental paradigm for achieving consensus; a centralproblem in fault-tolerant computing. Prior work on failure detection and consensus byChandra and Toueg [CT96] only considered a simple computing model; in which a processthat crashes is never allowed to recover; there are no communication failures; and thenetwork does not partition. In this thesis; we extend this work to more general models; inwhich the following is allowed:(1) processes that crash may eventually recover and resumeexecution;(2) communication links may fail by intermittently losing messages; and (3)communication links may crash and cause network partitions. These models are morerealistic than the one of Chandra and Toueg; and we believe that our contribution is veryuseful and applicable to real systems.,*,2000,*
Ramaprabhu Janakiraman,Marcos Aguilera,*,*,*,*
LADC 2016 Steering Committee,Marcos Aguilera; Jean Arlat; Elias P Duarte Jr; Fabiola Greve; Mohamed Kaaniche; Rogério de Lemos; Eliane Martins; Regina Moraes; Juan Carlos Ruiz Garcia,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Models and Methodologies,Aad van Moorsel; Ashvin Goel; Fernando Pedone; Lorenzo Alvisi; Marco Vieira; Marcos K Aguilera; Pascal Felber; Phil Koopman; Paulo Verissimo; David Lie; Elisa Bertino; Giuliano Casale; Hakim Weatherspoon; Kaustubh Joshi; Matti Hiltunen; Miguel Correia; Peter Bodik; Tom Ristenpart; Angelos Stavrou; Bruce Maggs; Lin Zhong; Marc Dacier; Michael Bailey; Neeraj Suri; Saurabh Bagchi; Wenke Lee; Yair Amir,Software Aad van Moorsel; Newcastle University Ashvin Goel; University of Toronto FernandoPedone; University of Lugano Lorenzo Alvisi; University of Texas Austin Marco Vieira; Universityof Coimbra Marcos K. Aguilera; Microsoft Pascal Felber; University of Neuchatel PhilKoopman; Carnegie Mellon University Paulo Verissimo; University of Lisboa … Clouds DavidLie; University of Toronto Elisa Bertino; Purdue University Giuliano Casale; Imperial CollegeHakim Weatherspoon; Cornell University Kaustubh Joshi; AT&T Labs Matti Hiltunen; AT&T LabsMiguel Correia; Technical University of Lisboa Peter Bodik; Microsoft Tom Ristenpart; Universityof Wisconsin … Networks Angelos Stavrou; George Mason University Bruce Maggs; Duke Universityand Akamai Lin Zhong; Rice University Marc Dacier; Symantec Michael Bailey; University ofMichigan Neeraj Suri; Technical University of Darmstadt Saurabh Bagchi; Purdue …,*,*,*
Abeni; L.; see Buttazzo; GC; TC Mar 02 289-302 Agrawal; DP; see Schweitz; EA; TC Dec 02 1435-1441 Agrawal; P.; see Yi-Bing Lin; TC Oct 02 1154-1168 Aguilera;...,MK Aguilera; M Ahmadi; E Al-Daoud; BM Al-Hashimi; C Alippi; L Alkalai; E Anceaume; WG Aref; J Arlat; D Avresky; Baihua Zheng; P Banerjee; J Beck; L Benini; M Bhide; LN Bhuyan; IF Blake; A Bogliolo; F Brasileiro; A Brown; JD Bruguera; A Burns; M Burtscher,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the coauthors' names; the titleof the paper or other item; and its location; specified by the publication abbreviation; year;month; and inclusive pagination. The Subject Index contains entries describing the itemunder all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder he primary entry in the Author Index.,*,*,*
Transactions with Consistency Choices on Geo-Replicated Cloud Storage,Douglas Terry; Vijayan Prabhakaran; Ramakrishna Kotla; Mahesh Balakrishnan; Marcos K Aguilera,ABSTRACT Pileus is a replicated and scalable key-value storage system that features geo-replicated transactions with varying degrees of consistency chosen by applications. Eachtransaction reads from a snapshot selected based on its requested consistency; from strongto eventual consistency or intermediate guarantees such as read-my-writes; monotonic;bounded; and causal.,*,*,*
Reporting partitions authoritatively (using SDNs) for more robust distributed systems,Joshua B Leners; Trinabh Gupta; Youngjin Kwon; Marcos K Aguilera; Michael Walfish,Abstract. This paper addresses network partitions; a core challenge for both distributedsystems and networking. The networking community aims to reduce the frequency ofnetwork partitions; by engineering ever more reliable networks. The distributed systemscommunity aims to reduce the severity of network partitions; by designing robust applicationlogic. Unfortunately; this application logic is typically complex; because of uncertainty:unresponsive processes may be crashed; slow; temporarily partitioned; or permanentlypartitioned. This paper explores a co-design of applications and the network in which thenetwork tells applications that processes (not hosts) are permanently partitioned withcertainty; which in turn simplifies application logic. We embody this approach in Hawk; afailure and partition detector that provides formal guarantees. These guarantees can …,*,*,*
SAN 2010,BBN Robert Laddaga; Scott Alexander; Jonathan Smith; Marcos K Aguilera; Saleem Bhatti; Ritu Chadha; Jon Crowcroft; Dan Dacosta; Joseph Evans; Patrick Lardieri; Yun Mao; Gary Minden; Chris Ramming; Steve Schwab; Christian Tschudin,Robert Laddaga; BBN; USA Scott Alexander; Telcordia; USA Jonathan Smith; University ofPennsylvania; USA … Marcos K. Aguilera; Microsoft Research Silicon Valley; USA SaleemBhatti; University of St. Andrews; UK Ritu Chadha; Telcordia; USA Jon Crowcroft; University ofCambridge; USA Dan Dacosta; Lockheed-Martin; USA Joseph Evans; University of Kansas;USA Karen Haigh; BBN; USA Patrick Lardieri; Lockheed-Martin; USA Yun Mao; AT&T Labs –Research; USA Gary Minden; University of Kansas; USA Chris Ramming; Intel; USA SteveSchwab; Cobham; UK Greg Troxel; BBN; USA Christian Tschudin; University of Basel; SwitzerlandSteve Zabele; BBN; USA,*,*,*
LADC 2011,Ana Cavalli; Ana Paula Couto Silva; Andrea Bondavalli; Andrea Ceccarelli; Antonio Casimiro; Claudio Soriente; Damián Serrano; Domenico Cotroneo; Douglas Blough; Elena Barrantes; Elias P Duarte Jr; Fabíola Greve; Farnam Jahanian; Fátima Mattiello-Francisco; Felix Salfner; Flavio Junqueira; Flávio Assis Silva; Francesco Brancati; Gustavo Figueiredo; Hélène Waeselynck; Hector Cancela; Jean Arlat; João Cunha; Johan Karlsson; Joni da Silva Fraga; Jose Pereira; Lívia Sampaio; Luciana Arantes; Magnos Martinello; Marc Dacier; Marco Vieira; Marcos Aguilera; Matti Hiltunen; Miroslaw Malek,Ana Cavalli; Institut Telecom; France Ana Paula Couto Silva; Universidade Federal de Juiz deFora; Brazil Andrea Bondavalli; University of Florence; Italy Andrea Ceccarelli; University ofFlorence; Italy Antonio Casimiro; Universidade de Lisboa; Portugal Bruno Cabral; CISUC; Universityof Coimbra; Portugal Carlos Maziero; PUCPR; Brazil Claudio Soriente; Universidad Politecnicade Madrid; Spain Damián Serrano; Universidad Politécnica de Madrid - Facultad deInformática; Spain Domenico Cotroneo; Universita' di Napoli Federico II; Italy DouglasBlough; Georgia Institute of Technology; USA Eduardo Alchieri; UFSC; Brazil ElenaBarrantes; Universidad de Costa Rica; Costa Rica Eliane Martins; UNICAMP; Brazil Elias P.Duarte Jr.; UFPR; Brazil Fabíola Greve; Universidade Federal da Bahia; Brazil FarnamJahanian; University of Michigan; USA Fátima Mattiello-Francisco; INPE; Brazil Felix …,*,*,*
The 32nd International Conference on Distributed Computing Systems,Marcos Aguilera; Toshimitsu Masuzawa; Elizabeth Borowsky; Christian Cachin; Keren Censor-Hillel; Wei Chen; Ajoy Datta; Carole Delporte-Gallet; Faith Ellen; Rui Fan; Hugues Fauconnier; Pierre Fraigniaud; Seth Gilbert; Wojciech Golab; Rachid Guerraoui; Amos Korman; Dariusz Kowalski; Zvi Lotker; Marina Papatriantafilou; Boaz Patt-Shamir; Maria Potop-Butucaru; Sergio Rajsbaum; Andrea Richa; Sébastien Tixeuil; Koichi Wada; Jennifer Welch; Masafumi Yamashita; Li Cui; Ling Liu; Yair Amir; Danilo Ardagna; Roger Barga; Keke Chen; Ludmila Cherkasova; Geoffrey Fox; Andrzej Goscinski; Kazuo Iwano; Weijia Jia; Shinji Kikuchi,Algorithms and Theory Marcos Aguilera (chair) Microsoft Research; USA Toshimitsu Masuzawa(chair) Osaka University; Japan Elizabeth Borowsky; Akamai Technologies; USA ChristianCachin; IBM Research Keren Censor-Hillel; MIT Wei Chen; Microsoft Research Asia AjoyDatta; University of Nevada; Las Vegas Carole Delporte-Gallet; Université Paris Diderot; FranceFaith Ellen; University of Toronto; Canada Rui Fan; Nanyang Technological University HuguesFauconnier; Université Paris Diderot Pierre Fraigniaud; CNRS and Université Paris Diderot SethGilbert; National University of Singapore Wojciech Golab; HP Labs Rachid Guerraoui; EPFLAmos Korman; CNRS and Université Paris Diderot Dariusz Kowalski; University of LiverpoolZvi Lotker; Ben Gurion University Marina Papatriantafilou; Chalmers University of TechnologyBoaz Patt-Shamir; Tel Aviv University Maria Potop-Butucaru; Université Pierre et Marie …,*,*,*
