Mindreader: Querying databases through multiple examples,Yoshiharu Ishikawa; Ravishankar Subramanya; Christos Faloutsos,Abstract Users often can not easily express their queries. For example; in amultimedia/image by content setting; the user might want photographs with sunsets; incurrent systems; like QBIC; the user has to give a sample query; and to specify the relativeimportance of color; shape and texture. Even worse; the user might want correlationsbetween attributes; like; for example; in a traditional; medical record database; a medicalresearcher might want to nd\mildly overweight patients"; where the implied query wouldbe\weight/height 4 lb/inch". Our goal is to provide a user-friendly; but theoretically solidmethod; to handle such queries. We allow the user to give several examples; and;optionally; their'goodness' scores; and we propose a novel method to\guess" whichattributes are important; which correlations are important; and with what weight. Our …,Computer Science Department,1998,705
Reverse direction-based surrounder queries for mobile recommendations,Xi Guo; Yoshiharu Ishikawa; Yonghong Xie; Aziguli Wulamu,Abstract This paper proposes a new spatial query called a reverse direction-basedsurrounder (RDBS) query; which retrieves a user who is seeing a point of interest (POI) asone of their direction-based surrounders (DBSs). According to a user; one POI can bedominated by a second POI if the POIs are directionally close and the first POI is farther fromthe user than the second is. Two POIs are directionally close if their included angle withrespect to the user is smaller than an angular threshold 𝜃. If a POI cannot be dominated byanother POI; it is a DBS of the user. We also propose an extended query called competitorRDBS query. POIs that share the same RDBSs with another POI are defined as competitorsof that POI. We design algorithms to answer the RDBS queries and competitor queries. Theexperimental results show that the proposed algorithms can answer the queries efficiently.,World Wide Web,2017,*
CiNCT: Compression and retrieval for massive vehicular trajectories via relative movement labeling,Satoshi Koide; Yukihiro Tadokoro; Chuan Xiao; Yoshiharu Ishikawa,Abstract: How can we compress a data structure containing millions of vehicular trajectoriesenough to be processed by a small memory device; such as an in-vehicle navigation systemor IoT device? Can we retrieve the trajectories along a given path from such a compressedrepresentation? To address these questions; this paper considers a spatial indexcompression problem and the related retrieval problem for a huge number of vehiculartrajectories that are represented as sequences of road segment IDs. We focus on FM-index;a fast and compact data structure for pattern matching. Our method; CiNCT; achieves a highcompression ratio by using a relative movement labeling (RML) scheme based on thesparsity of a road network. We also describe a novel algorithm that enables fast searchunder the encoding. In addition; we prove the optimality of RML and give a theoretical …,arXiv preprint arXiv:1706.02885,2017,*
Grouping Methods for Pattern Matching over Probabilistic Data Streams,Kento Sugiura; Yoshiharu Ishikawa; Yuya Sasaki,As the development of sensor and machine learning technologies has progressed; it hasbecome increasingly important to detect patterns from probabilistic data streams. In thispaper; we focus on complex event processing based on pattern matching. When we applypattern matching to probabilistic data streams; numerous matches may be detected at thesame time interval because of the uncertainty of data. Although existing methods distinguishbetween such matches; they may derive inappropriate results when some of the matchescorrespond to the real-world event that has occurred during the time interval. Thus; wepropose two grouping methods for matches. Our methods output groups that indicate theoccurrence of complex events during the given time intervals. In this paper; first we describethe definition of groups based on temporal overlap; and propose two grouping algorithms …,IEICE TRANSACTIONS on Information and Systems,2017,*
Difference Operators in Simulation Data Warehouses (Special Issue on Disaster and Big Data (Part 2)),Jing Zhao; Yoshiharu Ishikawa; Yukiko Wakita; Kento Sugiura,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,Journal of disaster research,2017,*
k-Expected Nearest Neighbor Search over Gaussian Objects.,Tingting Dong; Yoshiharu Ishikawa; Chuan Xiao; Jing Zhao,Abstract: Probabilistic location information has been attracting more and more attention dueto the advances in computing devices and technologies; and has become an importantresearch topic in recent years. In particular; Gaussian distribution is frequently used torepresent probabilistic location information. On the other hand; as one of the commonestqueries over location information; the distance-based nearest neighbor search; which findsclosest objects to a given query point; has extensive applications in various areas. Therehave been considerable efforts made to extend nearest neighbor search over traditionallocation information to probabilistic location information. An example is the expecteddistance; which defines the distance over probabilistic location information. Following thistrend; in this paper; we assume that the closeness between objects represented by …,JCP,2017,*
In-vehicle Distributed Time-critical Data Stream Management System for Advanced Driver Assistance,Akihiro Yamaguchi; Yousuke Watanabe; Kenya Sato; Yukikazu Nakamoto; Yoshiharu Ishikawa; Shinya Honda; Hiroaki Takada,Abstract: Data stream management systems (DSMSs) are suitable for managing andprocessing continuous data at high input rates with low latency. For advanced driverassistance including autonomous driving; embedded systems use a variety of onboardsensor data with communications from outside the vehicle. Thus; the software developed forsuch systems must be able to handle large volumes of data and complex processing. Wedevelop a platform that integrates and manages data in an automotive embedded systemusing a DSMS. However; because automotive data processing; which is distributed in in-vehicle networks of the embedded system; is time-critical and must be reliable to reducesensor noise; it is difficult to identify conventional DSMSs that meet these requirements. Toaddress these new challenges; we develop an automotive embedded DSMS (AEDSMS) …,Journal of Information Processing,2017,*
International Journal of Multimedia Data Engineering and Management,Sven Helmer; Fabio Persia,The International Journal of Multimedia Data Engineering and Management is indexed or listedin the following: ACM Digital Library; Bacon's Media Directory; Cabell's Directories; DBLP; GoogleScholar; INSPEC; JournalTOCs; Library & Information Science Abstracts (LISA);MediaFinder; The Standard Periodical Directory; Thomson Reuters; Ulrich's PeriodicalsDirectory; Web of Science … 1 ISEQL; an Interval-based Surveillance Event QueryLanguage; Sven Helmer; Free University of Bozen-Bolzano; Bolzano; Italy Fabio Persia; FreeUniversity of Bozen-Bolzano; Bolzano; Italy … 22 Optimizing Quality-of-Experience forHTTP-based Adaptive Video Streaming: An SDN-based Approach; SangeetaRamakrishnan; Cisco Systems; San Jose; CA; USA Xiaoqing Zhu; Cisco Systems; San Jose;CA; USA Frank Chan; Cisco Systems; San Jose; CA; USA Kashyap Kodanda Ram …,Management,2016,*
An Automatic Video Reinforcing System for TV Programs using Semantic Metadata from Closed Captions,Yuanyuan Wang; Daisuke Kitayama; Yukiko Kawai; Kazutoshi Sumiya; Yoshiharu Ishikawa,Abstract There are various TV programs such as travel and educational programs. Whilewatching TV programs; viewers often search related information about the programs throughthe Web. Nevertheless; as TV programs keep playing; viewers possibly miss some importantscenes when searching the Web. As a result; their enjoyment would be spoiled. Anotherproblem is that there are various topics in each scene of a video; and viewers usually havedifferent levels of knowledge. Thus; it is important to detect topics in videos and supplementvideos with related information automatically. In this paper; the authors propose a novelautomatic video reinforcing system with two functions:(1) a media synchronizationmechanism; which presents supplementary information synchronized with videos; in order toenable viewers to effectively understand the geographic data in videos;(2) a video …,International Journal of Multimedia Data Engineering and Management (IJMDEM),2016,*
Top-k Similarity Search over Gaussian Distributions Based on KL-Divergence,Tingting Dong; Yoshiharu Ishikawa; Chuan Xiao,Abstract: The problem of similarity search is a crucial task in many real-world applicationssuch as multimedia databases; data mining; and bioinformatics. In this work; we investigatethe similarity search on uncertain data modeled in Gaussian distributions. By employingKullback-Leibler divergence (KL-divergence) to measure the dissimilarity between twoGaussian distributions; our goal is to search a database for the top-k Gaussian distributionssimilar to a given query Gaussian distribution. Especially; we consider non-correlatedGaussian distributions; where there are no correlations between dimensions and theircovariance matrices are diagonal. To support query processing; we propose two types ofnovel approaches utilizing the notions of rank aggregation and skyline queries. Theefficiency and effectiveness of our approaches are demonstrated through a …,Journal of Information Processing,2016,*
Database Systems for Advanced Applications: DASFAA 2015 International Workshops; SeCoP; BDMS; and Posters; Hanoi; Vietnam; April 20-23; 2015; Revised Sel...,An Liu; Yoshiharu Ishikawa; Tieyun Qian; Sarana Nutanong; Muhammad Aamir Cheema,DASFAA is an annual international database conference; located in the Asia-Pacific region;which show cases state-of-the-art R & D activities in databases-terms and their applications.It provides a forum for technical presentations and discussions among databaseresearchers; developers and users from academia; business and industry. DASFAA 2015the 20th in the series; was held during April 20-23; 2015 in Hanoi; Vietnam. In this year; wecarefully selected two workshops; each focusing on specific research issues that contributeto the main themes of the DASFAA conference. This volume contains the final versions ofpapers accepted for the two workshops: Second International Workshop on SemanticComputing and Personalization (SeCoP 2015); Second International Workshop on Big DataManagement and Service (BDMS 2015); and a Poster Session.[All the workshops were …,*,2015,*
Detecting Reused Contents in Text Documents,Pei Wang; Chuan Xiao; Yoshiharu Ishikawa,As digitalization developes; plagiarism is very cheap to be achieved recently. Identifying textreuse enables us to find original sources of facts and track information flow; and thusbecomes an important task in text analysis. It is related to plagiarism detection which hasbeen extensively studied. But the major difference is plagiarism detection matches nearlyidentical documents; while the replication in text reuse is often done partially; ie; one or moresentences or paragraphs are copied but overall the documents differ significantly. There aretwo major drawbacks in the existing methods:(1) The segmentation is sensitive to edits; eg;combining sentences or changing word orders; and hence many meaningful results aremissed.(2) The segment matching is time-consuming if we want to find results with minordifferences. We develop a novel method for content reuse detection in text documents …,*,2015,*
Content Reuse Detection in Text Documents,Pei Wang; Chuan Xiao; Yoshiharu Ishikawa,Text document collection typically contains reused information. Events or facts may berestated with reformulations and additions by various sources. Identifying text reuse enablesus to find original sources of facts and track information flow; and thus becomes an importanttask in text analysis. We develop a novel method for content reuse detection in textdocuments. Our basic idea is to use sliding windows; namely; a fixed number of wordsstarting from every position in the document. A pair of sliding windows that differ by no morethan τ words is regarded as reused contents. In order to efficiently identify sliding windowpairs that meet this constraint; we develop a filter-and-refine method; ie; first find a set ofpromising candidates and then verify if they satisfy the constraint. We propose the notion of k-wise signatures; each containing k words in a sliding window. A pair of sliding windows …,情報処理学会第 77 回全国大会,2015,*
Detecting Reused Elements in Presentation Slides,Jie Zhang; andChuan Xiao; Toyohide Watanabe; Yoshiharu Ishikawa,Abstract—Slide presentations have become a ubiquitous tool for business and educationalpurposes. Instead of starting from scratch; slide composers tend to make new presentationslides by browsing existing slides and reusing materials from them. In this paper; weinvestigate the problem of reused element detection in presentation slides. We developrespective techniques to identify both textual and visual elements that have been reusedacross multiple presentation files. Experiments are performed to evaluate the effectivenessof the proposed methods.,International Journal of Knowledge Engineering-IACSIT,2015,*
A Slide Element Retrieval Method for Presentation Reuse (データ工学),Jie Zhang; Chuan Xiao; Toyohide Watanabe; Yoshiharu ISHIKAWA,抄録 Presentation slide composition is an important job for knowledge workers. Instead ofstarting from scratch; users tend to make new presentation slides by reusing existing ones. Aprimary challenge in slide reuse is to select desired materials from a collection of existingslides. The state-of-the-art solution utilizes texts and images in slides as well as file names tohelp users to retrieve the materials they want. However; it only allows users to choose anentire slide as a query but does not support the search for a single element such as a fewkeywords; a sentence; an image; or a diagram. In this paper; we investigate content-basedsearch for a variety of elements in presentation slides. Users may freely choose a slideelement as a query. We propose different query processing methods to deal with varioustypes of queries and improve the search efficiency. Experiments are performed to …,電子情報通信学会技術研究報告. DE; データ工学,2014,*
Monitoring Query Processing in Mobile Robot Databases,Yoshiharu Ishikawa,Abstract. In this paper; we propose methods for monitoring query processing in mobile robotdatabases. We assume that a mobile robot can move based on the specified movement planand perform sensing (eg; temperature measurements) at the specified points. The purposeof our query processing is to reduce the total travel and measurement time while ensuringthe given sensing quality requirements. We develop a framework based on an existingapproach in sensor databases. Since features of mobile robots are different from those ofsensor networks; we extend the former approach considering our context. We propose fouralgorithms for planning robot movements and compare these methods in simulation-basedexperiments.,Database Systems for Advanced Applications: 19th International Conference; DASFAA 2014; International Workshops: BDMA; DaMEN; SIM3; UnCrowd; Bali; Indonesia; April 21--24; 2014; Revised Selected Papers,2014,*
Monitoring Query Processing in Mobile Robot Databases,Kento Sugiura; Arata Hayashi; Tingting Dong; Yoshiharu Ishikawa,Abstract In this paper; we propose methods for monitoring query processing in mobile robotdatabases. We assume that a mobile robot can move based on the specified movement planand perform sensing (eg; temperature measurements) at the specified points. The purposeof our query processing is to reduce the total travel and measurement time while ensuringthe given sensing quality requirements. We develop a framework based on an existingapproach in sensor databases. Since features of mobile robots are different from those ofsensor networks; we extend the former approach considering our context. We propose fouralgorithms for planning robot movements and compare these methods in simulation-basedexperiments.,International Conference on Database Systems for Advanced Applications,2014,*
Perface,Xiaofeng Meng; Huan Liu; Hiroyuki Kitagawa; Jianyong Wang; Hui Xiong; Yoshiharu Ishikawa,Meng; X.; Liu; H.; Kitagawa; H.; Wang; J.; Xiong; H.; & Ishikawa; Y. (2013). Perface. Lecture Notesin Computer Science (including subseries Lecture Notes in Artificial Intelligence and LectureNotes in Bioinformatics); 7923 LNCS … Perface. / Meng; Xiaofeng; Liu; Huan; Kitagawa;Hiroyuki; Wang; Jianyong; Xiong; Hui; Ishikawa; Yoshiharu … In: Lecture Notes in ComputerScience (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes inBioinformatics); Vol. 7923 LNCS; 2013 … Meng; X; Liu; H; Kitagawa; H; Wang; J; Xiong; H &Ishikawa; Y 2013; 'Perface' Lecture Notes in Computer Science (including subseries LectureNotes in Artificial Intelligence and Lecture Notes in Bioinformatics); vol 7923 LNCS … MengX; Liu H; Kitagawa H; Wang J; Xiong H; Ishikawa Y. Perface. Lecture Notes in Computer Science(including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in …,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013,*
確率的データストリームに対する問合せ処理手法,加藤翔， 石川佳治,*,*,2012,*
Adaptive spatial query processing based on uncertain location information,Yoshiharu Ishikawa,Abstract In recent years; representation and management of uncertain data have gainedmuch interests in the research field of database technologies. In this talk; we especiallyfocus on spatio-temporal databases and consider the problems due to uncertain locationinformation. Uncertainty of location information in spatio-temporal databases usually occurbecause of measurement errors; incorrect sensor readings; lack of signals; and movement ofthe objects; and results in non-accurate and non-reliable query results. In this talk; weprovide an overview of the current database technologies for managing uncertain locationinformation. First; the background and the motivations are introduced. Some examples aretaken from the fields of sensor databases and mobile applications. Second; a survey ofinteresting ideas in this field is provided. It covers not only uncertain location issues but …,International Workshop on Databases in Networked Information Systems,2011,*
Simulation based analysis for a traceable P2P record exchange framework,Fengrong Li; Yoshiharu Ishikawa,Abstract P2P technologies are getting more and more attention lately. However; unlike thetraditional client-server architecture; a P2P network allows all computers to communicateand share resources as equals without central server control. This causes inconsistency inexchanged information and results in lack of trustworthiness. To provide trustful and flexibleinformation exchange facility in P2P networks; we proposed a traceable P2P recordexchange framework. In this framework; a peer can exchange structured records with apredefined schema among other peers. The framework supports a tracing facility to querythe lineage of the obtained records based on database technologies. A tracing query isdescribed in Datalog and executed as a recursive query among cooperating peers in a P2Pnetwork. In this paper; we focus on analyzing and verifying the traceable P2P record …,International Conference on Data Management in Grid and P2P Systems,2011,*
科学データベースにおける近似的問合せフレームワークの提案 (e-Science と Data Intensive Science; e-Science と Data Intensive Science 及び一般),石川佳治， 加藤翔， 加藤芳秀,抄録 科学データベースにおいては; 大規模な観測データおよびシミュレーションデータに対して;ノイズを除去したりデータ量を削減するなどの目的で関数による近似を行うことがしばしば行われる.従来; このような処理はデータベースとは独立したプロセスとして行われてきたが;大規模データの有効活用のためにはデータベースシステムと密に統合して問合せの効率化やデータの有用性の向上を図ることが望まれている. そのような背景をもとに; Thiagarajan と Madden は;関数による近似結果に対して直接的に問合せを可能とするシステムとして FunctionDBを開発している. グリッド状に近似関数値をサンプリングする処理をデータベースシステムの問合せ処理に組み込むことがその基礎となっている. 問合せが与えられたとき; FunctionDBは動的に関数値のサンプリングを行うが; そのオーバヘッドは小さいものではない.そこで本研究では; 近似関数に対する問合せ処理を高速化するための一種の索引を提案する …,電子情報通信学会技術研究報告. DE; データ工学,2010,*
確率的移動軌跡に対する移動パターン問合せ処理手法 (ストリームマイニング; センサデータ処理; ストリームデータベース; 及び一般),堀田孝司， 石川佳治,抄録 センサ機器の発達により; 様々な環境において; 移動オブジェクトの位置情報を; 大量に; かつ;容易に取得できるようになった. しかしながら; センサから取得された位置情報はノイズやデータの欠落のために曖昧な位置情報となる. そのために; 人やロボットの移動などの位置情報を利用したアプリケーションへの移動パターンの問合せを考えるときに; 曖昧な移動軌跡に対応した問合せ手法が必要とされている. このような背景から; 本研究ではセンサより取得した移動オブジェクトの確率的移動軌跡に対する移動パターンの問合せ手法について提案する.,電子情報通信学会技術研究報告. DE; データ工学,2010,*
あいまいな位置情報に基づく最近傍問合せの処理手法,飯島裕一， 石川佳治,移動ロボットやモバイルセンサネットワークなどの位置情報を利用したアプリケーションでは;最近傍問合せは重要な問合せとして位置づけられている. しかし; 制御ノイズや測定誤差などの理由により問合せを行うオブジェクトの位置があいまいな位置情報としてしか得ることができない場合が存在する. そのため; 位置のあいまい性を考慮した問合せ処理手法が必要とされている.そこで本論文では; 問合せを行うオブジェクトの位置が正規分布の確率密度関数によってあいまいな位置情報として表現されている状況における最近傍問合せの処理手法を提案する.まず通常の最近傍問合せを拡張した確率的最近傍問合せを定義し; この問合せを効率的に処理するための戦略として二つの問合せ戦略を提案する. どちらの戦略も; 問合せの対象となるオブジェクトの集合から明らかに問合せを満たさないといえるものを求めることで計算コストの削減を図るが; その方法が異なっている. これら二つの戦略にそれらのハイブリッド方式の戦略を加えた …,電子情報通信学会論文誌 D,2010,*
Spatial query processing based on uncertain location information,Yoshiharu Ishikawa,Abstract Location information acquired by sensors and other devices is not necessarilyaccurate and has vagueness. In the research field of spatial databases; query processingtechniques based on uncertain location information are highly interested in recent years. Inthis paper; we overview the trend of this field and describe our related projects and futureprospects.,International Workshop on Databases in Networked Information Systems,2010,*
Database Systems for Advanced Applications,Yoshiharu Ishikawa; Wenjie Li; Chiemi Watanabe,*,*,2010,*
データベース,石川佳治， 喜連川優,データベースの研究は; Codd による 1970 年代の関係データモデルの提案以降;綿々と発展を続けてきた. すでに; 関係データベースによるデータ管理は; 情報社会を支える基盤技術として極めて重要な役割を果たしている [1]. 一方で; データベース分野における研究対象も拡大が進んでいる. 1990 年代からのインターネットおよびウェブの急速な発展を受けて;従来のデータベース技術が主として定型的なビジネスデータを対象としていたのに対し;半構造データ; ウェブデータ; ストリームデータ等; 多様かつ大規模なデータをどのように活用するかがデータベース分野における重要な課題の一つとなっている. このような流れを受け;筆者の喜連川を代表とする科学研究費補助金特定領域研究 「情報爆発 IT 基盤」 が 2006年度から 2010 年度までの 5 年間をかけて進行中である [2][3]. この特定領域研究は;爆発的に増大を続ける情報にどのように立ち向かうかという大きな目標に対し; データベース分野 …,日本ロボット学会誌,2010,*
モバイル P2P 環境における Publish/Subscribe システムについて (テーマセッション;「ユビキタス; センサ環境におけるデータベース」; 及び一般),飯田卓也， 石川佳治,抄録 モバイルユーザに対し; ユーザの好みや移動の状況に応じて適切な情報を提示することは;興味深い研究課題となっている. 本研究では; モバイル広告を主な対象と想定して; モバイル P2Pネットワーク技術を基盤としたモバイル環境での適応的な広告提供のための新たなアプローチを提案する. モバイルユーザはまず; 興味を持っている情報のカテゴリを; 自身の携帯機器などに登録しておく. 各モバイル広告には; それぞれに対応して配信対象の領域が存在するものとする.ユーザがある広告の配信対象の領域に入った場合には; そのユーザに対してその広告の配信が行われる. この点において; 本研究はモバイル環境における一種の publish/subscribeシステムであると捉えることができる. このようなシステムにおいては; 広告の配信を希望する配信対象のユーザがいない状況においても広告を配信し続けることは; モバイル P2Pネットワークの資源を消費することにつながり無駄が多い. そのため; 本研究ではモバイルユーザ …,電子情報通信学会技術研究報告. DE; データ工学,2009,*
Direction-based spatial skyline queries (データ工学),Xi Guo; Yoshiharu Ishikawa,抄録 A location-based service provides a mobile user real-time suggestions by using thespatial information such as his current position and the possible destinations. Traditionally;this service regards the user's position and his possible destinations as points in theEuclidean space and chooses closer points to the query as better destinations. In practice;however; the direction for a destination is an important factor for the user's decision.Therefore; our framework chooses better points considering not only the distance aspect butalso the direction aspect. The better points are defined in terms of an extended notion of theskyline concept; no other points can defeat them in both aspects. We propose efficientmethods to respond instantaneous and continuous direction-based spatial skyline queriesand search for better points in terms of both aspects.,電子情報通信学会技術研究報告. DE; データ工学,2009,*
Efficient incremental top-k keyword search in relational databases (データ工学),Yanwei Xu; Yoshiharu Ishikawa,抄録 Keyword search in relational databases has attracted a lot of research interests inrecent yeas. It is widely realized that supporting keyword search in relational databases willprovide a large range of high quality services. As involving a large number of join operationsbetween relations when answering a keyword query; efficiency issue is one of the mostimportant facts to consider when developing such a keyword search system; especiallywhen the database is updating frequently at the same time. In this paper; we study how toefficiently answer keyword search in relational databases in an incremental way. At the endof the query evaluation; a snapshot of the process is taken and stored. The snapshot can beused to restart the process after the database is updated. Our method can be used to settlethe problem of answering continual keyword search in a database that is updated …,電子情報通信学会技術研究報告. DE; データ工学,2009,*
A Query Language and Its Processing for Time-Series Document Clusters,Sophoin Khy; Yoshiharu Ishikawa; Hiroyuki Kitagawa,Abstract Document clustering methods for time-series documents produce a sequence ofsnapshots of clustering results over time. Analyzing the contents (topics) and trends in a longsequence of clustering snapshots is hard and requires efforts since there are too manynumber of clusters; a user may need to access every cluster or read every documentcontained in each cluster. In this paper; we propose a framework to find clusters of userinterest and change patterns called transition patterns involving the clusters. A cluster in aclustering result may persist in another cluster; branch into more than one cluster; mergewith other clusters to form one cluster; or disappear in the adjacent clustering result. Thisresearch aims at providing users facilities to retrieve specific transition patterns in theclustering results. For this purpose; we propose a query language for time-series …,International Conference on Asian Digital Libraries,2008,*
Advanced Web and Network Technologies; and Applications: APWeb 2008 International Workshops: BIDM; IWHDM; and DeWeb Shenyang; China; April 26-28; 200...,Yoshiharu Ishikawa; Jing He; Guandong Xu; Yong Shi; Guangyan Huang; Chaoyi Pang; Qing Zhang; Guoren Wang,This book constitutes the thoroughly refereed joint post-workshop proceedings of threeinternational workshops held in conjunction with the 10th Asia-Pacific Web Conference;APWeb 2008; in Shenyang; China; in April 2008 (see LNCS 4976). The 15 revised fullpapers presented together with 4 invited papers and 4 keynote lectures were carefullyreviewed and selected from numerous submissions. Topics addressed by the workshopsare business intelligence and data mining (BIDM 2008); health data management (IWHDM2008); and data engineering and Web technology research (DeWeb 2008). The papersfocus on issues such as Web searching; Web services; database; data mining;bioinformatics; and business intelligence.,*,2008,*
Querying Time—Series Document Clusters,Sophoin KHY; Yoshiharu ISHIKAVVAII; Hiroyuki KITAGAVVATJTT,Document clustering is a method used to ﬁnd and group documents such that documents inthe same clusters are sim—ilar with each other and are dissimilar from other documents indifferent clusters. It has been used as a fundamental and pre—processing method in manyareas; such as information retrieval [3]; topic detection and tracking [2]; text classiﬁca—tion[9] and summarization of documents Document clustering methods for time—seriesdocuments such as the one in reference [5] produce a sequence of snap—shots ofclustering results over time (Fig. 1). Tracking topic evolutions in a large stream of clusters isvery important in the analysis of the characteristics of the data or the real world events.Analyzing the contents (topics) and trends in a long sequence of clustering snapshots;however; is hard and requires efforts since there are too many number of clus—ters; a …,*,2008,*
時系列文書クラスタに対する問合せについて,キー・ソァポァン， 石川， 佳治， 北川博之,抄録 時系列文書に対する文書クラスタリング法は; 各時点におけるクラスタリングのスナップショットからなるシーケンスを生み出す. 大量のシーケンスからトピックの流れを分析することは;実世界のイベントの分析のために有用である. しかし; クラスタリングのスナップショットの長いシーケンスのコンテンツとトレンドを分析することには労力が必要である. 大量のクラスタが存在するため; ユーザは多くのクラスタにアクセスし; その中に含まれる文書を調べる必要がある.このような問題に対し; 本稿では; 大量のクラスタのストリームにおけるトピックの進展について問合せする枠組みを提案する. 特に; 時系列文書のクラスタリング結果に対する問合せ言語を提案し;問合せ処理方式を示す. Document clustering methods for time-series documents produce asequence of snapshots of clustering results over time. Tracking topic evolutions in a largestream of clusters is very important in the analysis of the characteristics of the data and …,情報処理学会研究報告データベースシステム (DBS),2008,*
曖昧な位置に基づく空間問合せ処理手法の評価 (一般; 膨大なデータから学ぶもの),飯島裕一， 石川佳治,抄録 センサ環境や移動ロボット応用などでは; オブジェクトの位置自体が曖昧である状況がしばしば生じる. 本稿では; 問合せオブジェクトの位置が正規分布に基づく確率密度関数で曖昧に指定されている状況における空間データベース問合せ処理手法を実験に基づき評価する.,電子情報通信学会技術研究報告. DE; データ工学,2008,*
INGS 2008,Akiyo Nadamoto; Yoshiharu Ishikawa; Masaru Kitsuregawa; Katsumi Tanaka,Organized by Japan MEXT Grant-in-aid for Priority-area Research called Cyber Infrastructurefor the Information-explosion Era (Principal Researcher: Prof. M. Kitsuregawa); Kyoto UniversityGlobal COE Program: Informatics Education and Research for Knowledge-Circulating Society(Leader: Prof. K. Tanaka); and The 10th Asia Pacific Web Conference (APWeb2008) … Publishedby the IEEE Computer Society 10662 Los Vaqueros Circle PO Box 3014 Los Alamitos; CA90720-1314 … IEEE Computer Society Order Number PR3300 Library of Congress ControlNumber 2008927231 ISBN 978-0-7695-3300-1 BMS Part Number CFP0850E-PRT … AkiyoNadamoto Yoshiharu Ishikawa Masaru Kitsuregawa Katsumi Tanaka … July 2005-March 2011New IT Infrastructure for the Information-Explosion Era MEXT Grant-in-Aid for Scientific Researchon Priority Areas … Informatics Education and Research Center for …,*,2008,*
ユーザから指定された時刻に焦点を当てる文書クラスタリング法キーソァポァン l 石川 佳治" 北川 博之,Sophoin KHY; Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA,あらまし; 大量の電子化された文書の出現により; 文書データのマイニングに関する研究が盛んとなっている. 本研究では; ユーザが指定した興味ある時刻の周辺において; 過去のイベントを要約するための文書クラスタリング法を提案する. 過去・未来の双方向に指数的に遍減する関数を導入することで; 着目する時点の文書には 1 を; 過去・未来の文書については着目時点から離れるほど小さい重みを割り当て; クラスタリングに反映する. 提案手法の性能を TDT2 データセットに基づいて評価する.,*,2007,*
トレーサブルな P2P 情報流通のためのデータモデルの提案 (P2P; 夏のデータベースワークショップ 2007 (データ工学; 一般)),李峰栄， 石川佳治,抄録 P2P ネットワーク上での情報の交換が盛んになっているが; どのような過程を経てデータがピア間を流通したか; また; 流通の過程でデータに対してどのような変更が加えられたかなどを追跡することは容易ではない. 本稿では; P2P ネットワークにおける情報流通の過程を追跡可能とするための;データベース技術を基盤とした情報交換システムの構成法を提案する. システムは; ユーザレイヤ;論理レイヤ; および物理レイヤの 3 層から構成され; P2P ネットワーク上で協調するピア間において再帰的なデータベース問合せを分散実行することで追跡処理を実現する.,電子情報通信学会技術研究報告. DE; データ工学,2007,*
曖昧な位置情報に基づく空間問合せの処理手法 (問合せ処理; 夏のデータベースワークショップ 2007 (データ工学; 一般)),石川佳治,抄録 センサ環境や移動ロボット応用などでは; 測定の誤差やオブジェクト自身の移動により;オブジェクトの位置自体が曖昧である状況がしばしば生じる. 本稿では; 問合せオブジェクトの位置が正規分布に基づく確率密度関数で曖昧に指定されている状況における空間データベース問合せについて; その処理手法のアイデアを示す. 従来の空間データベースで開発されてきた範囲問合せ手法の概念を拡張し; その処理手法について論じる.,電子情報通信学会技術研究報告. DE; データ工学,2007,*
フィードバックを利用した文書の選択に基づくレコード抽出手法,張建偉， 黒川沙弓， 石川佳治， 北川博之,近年大量の文書データからのレコード抽出の研究が行われている. レコード抽出には次の課題が存在する. 1) 大量の文書データを情報抽出の対象とした場合に多大な処理コストがかかる; 2)抽出されたレコードは; 必ずしもユーザが興味あるトピックと合致しないこともある.本稿ではこれに対し; ユーザの意図に合った情報を効率よく抽出するためのレコード抽出手法を提案する. 本手法では; 効率的な抽出のために; 情報を含んでいる可能性の高い文書群を特定する; また;抽出結果に対しユーザからのフィードパックを受けることで; 内容の関連が深い情報を抽出することを目指す.,情報処理学会研究報告データベースシステム (DBS),2006,*
Enabling Trasability Based on Annotations in Data Exchange,Yoshiharu Ishikawa; Jianwei Zhang; Yoshiyuki Nagamoto; Hiroyuki Kitagawa,Abstract P2P (Peer-to-Peer) ネットワークは; 柔軟な情報の流通・交換のための基盤として近年大いに着目されている. 本稿では; データベースのデータを P2P 環境上で交換する状況において;情報がどのようにピア (peer) 間を流通したか; どのように修正がなされたかなどを事後に検証するためのトレーサビリティ確保の技術について議論する. データの流通に関するログ情報を;特殊なリレーションである注釈 (annotation) の形で通常のリレーションに付与し;これを問合せ言語を用いて問合せ可能とすることで; 流通経路などに関する柔軟かつ多様な問合せを可能とする. 本稿では; 注釈を用いたトレーサビリティの実現方式の提案を行い;その実現手法について議論する. Recently; P2P (Peer-to-Peer) networks have emerged asattractive infrastructure to achieve flexible information delivery and exchange. This paperdiscuss how to develop traceability facilities that enable to examine how data was …,IPSJ SIG Notes,2006,*
