Structural joins: A primitive for efficient XML query pattern matching,Shurug Al-Khalifa; HV Jagadish; Nick Koudas; Jignesh M Patel; Divesh Srivastava; Yuqing Wu,XML queries typically specify patterns of selection predicates on multiple elements that havesome specified tree structured relationships. The primitive tree structured relationships areparent-child and ancestor-descendant; and finding all occurrences of these relationships inan XML database is a core operation for XML query processing. We develop two families ofstructural join algorithms for this task: tree-merge and stack-tree. The tree-merge algorithmsare a natural extension of traditional merge joins and the multi-predicate merge joins; whilethe stack-tree algorithms have no counterpart in traditional relational join processing. Wepresent experimental results on a range of data and queries using the TIMBER native XMLquery engine built on top of SHORE. We show that while; in some cases; tree-mergealgorithms can have performance comparable to stack-tree algorithms; in many cases …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,1206
Set containment join operation in an object/relational database management system,*,A novel partition-based set containment join algorithm; known as Set Partitioning Algorithm(SPA); is performed by a relational database management system to aggressively partitionset-valued attributes into a very large number of partitions; in order to minimize the impact ofexcessive replication and improve performance.,*,2004,13
Bacterial small RNAs in the genus Rickettsia,Casey LC Schroeder; Hema P Narra; Mark Rojas; Abha Sahni; Jignesh Patel; Kamil Khanipov; Thomas G Wood; Yuriy Fofanov; Sanjeev K Sahni,Rickettsia species are obligate intracellular Gram-negative pathogenic bacteria and theetiologic agents of diseases such as Rocky Mountain spotted fever (RMSF); Mediterraneanspotted fever; epidemic typhus; and murine typhus. Genome sequencing revealed that R.prowazekii has~ 25% non-coding DNA; the majority of which is thought to be either “junkDNA” or pseudogenes resulting from genomic reduction. These characteristics also defineother Rickettsia genomes. Bacterial small RNAs; whose biogenesis is predominantlyattributed to either the intergenic regions (trans-acting) or to the antisense strand of an openreading frame (cis-acting); are now appreciated to be among the most important post-transcriptional regulators of bacterial virulence and growth. We hypothesize that intergenicregions in rickettsial species encode for small; non-coding RNAs (sRNAs) involved in the …,BMC genomics,2015,12
Indexing HDFS data in PDW: splitting the data from the index,Vinitha Reddy Gankidi; Nikhil Teletia; Jignesh M Patel; Alan Halverson; David J DeWitt,Abstract There is a growing interest in making relational DBMSs work synergistically withMapReduce systems. However; there are interesting technical challenges associated withfiguring out the right balance between the use and co-deployment of these systems. Thispaper focuses on one specific aspect of this balance; namely how to leverage the superiorindexing and query processing power of a relational DBMS for data that is often more cost-effectively stored in Hadoop/HDFS. We present a method to use conventional B+-treeindices in an RDBMS for data stored in HDFS and demonstrate that our approach isespecially effective for highly selective queries.,Proceedings of the VLDB Endowment,2014,12
Design and evaluation of trajectory join algorithms,Yun Chen; Jignesh M Patel,Abstract Both spatial and temporal join algorithms have been widely studied in the past; butthere is very little work on the more complex problem of trajectory joins; which have manyuses in emerging location-based applications. In this paper; we present a generalframework; called JiST; that introduces a broad class of trajectory join operations; includingtrajectory distance join and trajectory k Nearest Neighbors join. Within the JiST framework;we present a set of algorithms to evaluate the trajectory join operations. Finally we presentresults from detailed experiments that demonstrate the efficiency and scalability of the JiSTjoin algorithms. To the best of our knowledge; JiST is the first comprehensive framework forcomplex trajectory join operations and lays the foundation for building a complex queryingplatform for emerging trajectory-based applications.,Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2009,12
Bypassing space explosion in high-speed regular expression matching,Jignesh Patel; Alex X Liu; Eric Torng,Network intrusion detection and prevention systems commonly use regular expression (RE)signatures to represent individual security threats. While the corresponding deterministicfinite state automata (DFA) for any one RE is typically small; the DFA that corresponds to theentire set of REs is usually too large to be constructed or deployed. To address this issue; avariety of alternative automata implementations that compress the size of the final automatonhave been proposed such as extended finite automata (XFA) and delayed input DFA (D 2FA). The resulting final automata are typically much smaller than the corresponding DFA.However; the previously proposed automata construction algorithms do suffer from somedrawbacks. First; most employ a “Union then Minimize” framework where the automata foreach RE are first joined before minimization occurs. This leads to an expensive …,IEEE/ACM Transactions on Networking,2014,11
Fast peak-to-peak behavior with SSD buffer pool,Jaeyoung Do; Donghui Zhang; Jignesh M Patel; David J DeWitt,A promising use of flash SSDs in a DBMS is to extend the main memory buffer pool bycaching selected pages that have been evicted from the buffer pool. Such a use has beenshown to produce significant gains in the steady state performance of the DBMS. Onestrategy for using the SSD buffer pool is to throw away the data in the SSD when the systemis restarted (either when recovering from a crash or restarting after a shutdown); andconsequently a long “ramp-up” period to regain peak performance is needed. One approachto eliminate this limitation is to use a memory-mapped file to store the SSD buffer table inorder to be able to restore its contents on restart. However; this design can result in lowersustained performance; because every update to the SSD buffer table may incur an I/Ooperation to the memory-mapped file. In this paper we propose two new alternative …,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,11
Efficient and generic evaluation of ranked queries,Wen Jin; Jignesh M Patel,Abstract An important feature of the existing methods for ranked top-k processing is to avoidsearching all the objects in the underlying dataset; and limiting the number of randomaccesses to the data. However; the performance of these methods degrades rapidly as thenumber of random accesses increases. In this paper; we propose a novel and generalsequential access scheme for top-k query evaluation; which outperforms existing methods.We extend this scheme to efficiently answer top-k queries in subspace and on dynamic data.We also study the" dual" form of top-k queries called" ranking" queries; which returns therank of a specified record/object; and propose an exact as well as two approximatesolutions. An extensive empirical evaluation validates the robustness and efficiency of ourtechniques.,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,11
TIMBER: A native XML database,Stelios Paparizos; Shurug Al-Khalifa; Y Wu; N Wiwatwattana; HV Jagadish; Andrew Nierman; C Yu; LVS Lakshmanan; D Srivastava; A Chapman; Jignesh M Patel,This paper describes the overall design and architecture of the Timber XML databasesystem currently being implemented at the University of Michigan. The system is based upona bulk algebra for manipulating trees; and natively stores XML. New access methods havebeen developed to evaluate queries in the XML context; and new cost estimation and queryoptimization techniques have also been developed. We present performance numbers tosupport some of our design decisions. We believe that the key intellectual contribution of thissystem is a comprehensive set-at-a-time query processing ability in a native XML store; withall the standard components of relational query processing; including algebraic rewritingand a cost-based optimizer.,*,2002,10
Demonstration of Santoku: optimizing machine learning over normalized data,Arun Kumar; Mona Jalal; Boqun Yan; Jeffrey Naughton; Jignesh M Patel,Abstract Advanced analytics is a booming area in the data management industry and a hotresearch topic. Almost all toolkits that implement machine learning (ML) algorithms assumethat the input is a single table; but most relational datasets are not stored as single tablesdue to normalization. Thus; analysts often join tables to obtain a denormalized table. Also;analysts typically ignore any functional dependencies among features because ML toolkitsdo not support them. In both cases; time is wasted in learning over data with redundancy.We demonstrate Santoku; a toolkit to help analysts improve the performance of ML overnormalized data. Santoku applies the idea of factorized learning and automatically decideswhether to denormalize or push ML computations through joins. Santoku also exploitsdatabase dependencies to provide automatic insights that could help analysts with …,Proceedings of the VLDB Endowment,2015,7
Cloud databases: what's new?,Daniel J Abadi; Michael Carey; Surajit Chaudhuri; Hector Garcia-Molina; Jignesh M Patel; Raghu Ramakrishnan,Abstract The panelists will discuss what characterizes data management in the cloud; andhow this differs from the broad range of applications that conventional databasemanagement systems have supported over the past few decades. They will examinewhether we need to develop new technologies to address demonstrably new challenges; orwhether we can largely re-position existing systems and approaches. The discussion willcover data analysis in the cloud using Map-Reduce based systems such as Hadoop; andcloud data serving (and so-called" No SQL" systems).,Proceedings of the VLDB Endowment,2010,7
Interactive graph summarization,Yuanyuan Tian; Jignesh M Patel,Abstract Graphs are widely used to model real-world objects and their relationships; andlarge graph data sets are common in many application domains. To understand theunderlying characteristics of large graphs; graph summarization techniques are critical.Existing graph summarization methods are mostly statistical (studying statistics such asdegree distributions; hop-plots; and clustering coefficients). These statistical methods arevery useful; but the resolutions of the summaries are hard to control. In this chapter; weintroduce database-style operations to summarize graphs. Like the OLAP-style aggregationmethods that allow users to interactively drill-down or roll-up to control the resolution ofsummarization; the methods described in this chapter provide an analogous functionality forlarge graph data sets.,*,2010,7
CASMIL: a comprehensive software/toolkit for image‐guided neurosurgeries,Gulsheen Kaur; Jun Tan; Mohammed Alam; Vipin Chaudhary; Dingguo Chen; Ming Dong; Hazem Eltahawy; Farshad Fotouhi; Christopher Gammage; Jason Gong; William Grosky; Murali Guthikonda; Jingwen Hu; Devkanak Jeyaraj; Xin Jin; Albert King; Joseph Landman; Jong Lee; Qing Hang Li; Hanping Lufei; Michael Morse; Jignesh Patel; Ishwar Sethi; Weisong Shi; King Yang; Zhiming Zhang,Background CASMIL aims to develop a cost-effective and efficient approach to monitor andpredict deformation during surgery; allowing accurate; and real-time intra-operativeinformation to be provided reliably to the surgeon. Method CASMIL is a comprehensiveImage-guided Neurosurgery System with extensive novel features. It is an integration ofvarious modules including rigid and non-rigid body co-registration (image-image; image-atlas; and image-patient); automated 3D segmentation; brain shift predictor; knowledgebased query tools; intelligent planning; and augmented reality. One of the vital and uniquemodules is the Intelligent Planning module; which displays the best surgical corridor on thecomputer screen based on tumor location; captured surgeon knowledge; and predictedbrain shift using patient specific Finite Element Model. Also; it has multi-level parallel …,*,2006,7
Efficient database support for spatial applications,Jignesh M Patel; David J Dewitt; James Goodman,This thesis concerns efficient support of geo-spatial applications on large volumes of spatialdata. This thesis examines efficient algorithms for evaluating two important spatialoperations: the spatial join and the spatial aggregate. A spatial join combines two spatialdata sets based on some spatial relationship between the elements in the two data sets. Forexample; map overlap; which requires combining two maps to produce a third; is a spatialjoin. A spatial aggregate summarizes the input by applying a spatial aggregate function. Anexample of spatial aggregation is locating the closest airport to a point on the map. Both thespatial join and the spatial aggregate operations are very expensive to compute.Consequently; efficient algorithms for both these operations are critical to the overallperformance of a spatial database system. The first part of this thesis presents a new …,*,1998,7
Re-evaluating designs for multi-tenant OLTP workloads on SSD-basedI/O subsystems,Ning Zhang; Junichi Tatemura; Jignesh Patel; Hakan Hacigumus,Abstract Multi-tenancy is a common practice that is employed to maximize server resourcesand reduce the total cloud operation costs. The focus of this work is on multi-tenancy forOLTP workloads. Several designs for OLTP multi-tenancy have been proposed that vary thetrade-offs made between performance and isolation. However; existing studies have notconsidered the impact of OLTP multi-tenancy designs when using an SSD-based I/Osubsystem. In this paper; we compare three designs using both open-source and proprietaryDBMSs on SSD-based I/O subsystems. Our study reveals that in contrast to the case of anHDD-based I/O subsystem; VM-based designs have fairly competitive performancecompared to the non-virtualized designs (generally within 1.3-2X of the best performingcase) on SSD-based I/O subsystems. Whereas previous studies were based on …,Proceedings of the 2014 ACM SIGMOD International Conference on Management of Data,2014,6
Method of pattern searching,*,The present application is a continuation of US patent application Ser. No. 10/748;832 filedDec. 30; 2003; now US Pat. No. 7;451;144 now pending; which claims the benefit of US ProvisionalPatent Application No. 60/450;222; filed on Feb. 25; 2003; where each of the above cited applicationsis incorporated herein by reference … The government may have certain rights in the inventionpursuant to a National Science Foundation grant under Grant Numbers IIS-9986030 andIIS-0208852 … The present invention relates generally to processing queries in a computersystem and; more particularly; to processing computer queries using pattern matching … Asis known in the art; the eXtensible Markup Language (XML) employs a tree-structured modelfor representing data. Queries in XML query languages typically specify patterns of selectionpredicates on multiple elements that have some specified tree structured relationships …,*,2012,6
How efficient is our radix join implementation,Spyros Blanas; Jignesh M Patel,We recently published a paper [2] that examines the design choices available to create ahigh-performance main-memory hash join algorithm. We experimentally evaluated four hashjoin variants on two different architectures; and we showed that an algorithm that does notdo any partitioning on the input tables often outperforms the other more complexpartitioningbased join alternatives. Our claim is that in an environment with a singleprocessor and multiple cores; the non-partitioning method has many advantages over themore complex methods that have been proposed before. If the memory access latencybetween different processors is non-uniform; partitioning will be more beneficial; the non-partitioning method could then be used as a building block for an efficient hash joinalgorithm for data that has been partitioned to each processor (NUMA node). A full …,*,2011,6
Replica placement in multi-tenant database environments,Avrilia Floratou; Jignesh M Patel,Database-as-a-service providers typically use replication to meet the performance andavailability guarantees demanded by their customers. A crucial problem in this context is thatof placing the replicas on machines in such a way as to meet these guarantees whileoptimally utilizing the available resources; despite having incomplete or erroneous a prioriknowledge of the workload characteristics. In contrast to previous work; we incorporate thisuncertainty by proposing online algorithms that make little or no assumptions aboutworkload characteristics. In this paper; we provide a formal definition of variants of thereplica placement problem; as well as a wide spectrum of criteria to evaluate proposedsolutions. We also designed and evaluated a number of new algorithms for the onlinereplica placement problem. We show that one of our algorithms; RkC; which is based on …,Big Data (BigData Congress); 2015 IEEE International Congress on,2015,5
A padded encoding scheme to accelerate scans by leveraging skew,Yinan Li; Craig Chasseur; Jignesh M Patel,Abstract In-memory data analytic systems that use vertical bit-parallel scan methodsgenerally use encoding techniques. We observe that in such environments; there is anopportunity to turn skew in both the data and predicate distributions (usually a problem forquery processing) into a benefit that can be leveraged to encode the column values. Thispaper proposes a padded encoding scheme to address this opportunity. The proposedscheme creates encodings that map common attribute values to codes that can easily bedistinguished from other codes by only examining a few bits in the full code. Consequently;scans on columns stored using the padded encoding scheme can safely prune thecomputation without examining all the bits in the code; thereby reducing the memorybandwidth and CPU cycles that are consumed when evaluating scan queries. Our …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,5
Location tracking framework,*,A computer-implemented location tracking system includes an index comprising separateorganizations of a) entity information and location based notifications for the entities; and b)independent location based notifications; and the index further comprising a spatialorganization of references to the entity information; location based notifications for theentities; and independent location based notifications.,*,2013,5
An online framework for publishing privacy-sensitive location traces,Wen Jin; Kristen LeFevre; Jignesh M Patel,Abstract This paper studies the problem of protecting individual privacy when continuouslypublishing a stream of location trace data collected from a population of users.Fundamentally; this leads to the new challenge of anonymizing data that evolves inpredictable ways over time. Our main technical contribution is a novel formal framework forreasoning about privacy in this setting. We articulate a new privacy principle called temporalunlinkability. Then; by incorporating a probabilistic model of data change (in this case; usermotion); we are able to quantify the risk of privacy violations. Within this framework; wedevelop an initial set of algorithms for continuous privacy-preserving publishing. Finally; ourexperiments demonstrate the shortcomings of previous publishing techniques that do notaccount for inference based on predictable data change; and they demonstrate the …,Proceedings of the Ninth ACM International Workshop on Data engineering for wireless and Mobile Access,2010,5
Scientific data management: An orphan in the database community?,Randal C Burns; Susan B Davidson; Yannis E Ioannidis; Miron Livny; Jignesh M Patel,Increasingly; scientific discovery relies on querying vast amount of information forcorrelations and comparisons. Scientists in biology; astronomy; medicine; etc. areassembling databases thatare commonly hundreds of terabytes. Petascale databases willbe become the norm in the next ten years for disciplines as disparate as astronomy; biology;environmental engineering; geophysics; hydrology; oceanography; and medicine (just toname a few!). At the same time; interdisciplinary research between Computer Science andother science and engineering disciplines lies at the forefront of the National researchagenda; as evidenced by the National Academies Keck Futures Initiative and by the creationof the National Science Foundation's Office of Cyberinfrastructure. Despite these factors; thedatabase community has been slow to extend its research mission to include scientific …,ICDE,2008,5
Efficient evaluation of radial queries using the target tree,Michael Morse; Jignesh M Patel; William I Grosky,We propose a novel indexing structure; called the target tree; which is designed to answer anew type of spatial query; called the radial query. A radial query finds all objects in thespatial data set that intersect with line segments emanating from a single target point. Manybiomedical applications use radial queries; including neurosurgical planning. A target treeuses a regular hierarchical decomposition of space using wedge shapes that emanate fromthe target point. We compare the target tree with the R*-tree and quadtree; and show that thetarget tree is significantly faster than these methods.,International journal of bioinformatics research and applications,2006,5
Clone Join and Shadow Join: Two Parallel Algorithms for Executing Spatial Join Operations,Jignesh M Patel; David J DeWitt,Abstract VVith the growing popularity of spatial applications; there has been a signiﬁcantincrease in the use of database systems for storing and querying spatial data. Spatial data isnow readily available from a variety of sources including government mapping agencies;commercial sources; satellite images; and simulation outputs. As this trend continues;applications continue to execute increasingly complex queries on large and larger volumesof spatial data. As can be expected; these complex spatial queries frequently involve joiningtwo data sets based on some spatial relationship between objects in the two data sets. Thisoperation is called a spatial join; and like its relational counterpart; is an expensiveoperation. Consequently; spatial database systems must employ eflicient spatial joinalgorithms. In the past; many algorithms have been proposed for evaluating a spatial join …,Technical Report; University of Wisconsin; CS-TR-99-1403,1999,5
Towards linear algebra over normalized data,Lingjiao Chen; Arun Kumar; Jeffrey Naughton; Jignesh M Patel,Abstract Providing machine learning (ML) over relational data is a mainstream requirementfor data analytics systems. While almost all ML tools require the input data to be presentedas a single table; many datasets are multi-table. This forces data scientists to join thosetables first; which often leads to data redundancy and runtime waste. Recent works on"factorized" ML mitigate this issue for a few specific ML algorithms by pushing ML throughjoins. But their approaches require a manual rewrite of ML implementations. Suchpiecemeal methods create a massive development overhead when extending such ideas toother ML algorithms. In this paper; we show that it is possible to mitigate this overhead byleveraging a popular formal algebra to represent the computations of many ML algorithms:linear algebra. We introduce a new logical data type to represent normalized data and …,Proceedings of the VLDB Endowment,2017,4
Ava: From Data to Insights Through Conversations.,Rogers Jeffrey Leo John; Navneet Potti; Jignesh M Patel,ABSTRACT Enterprises increasingly employ a wide array of tools and processes to makedata-driven decisions. However; there are large inefficiencies in the enterprise-wideworkflow that stem from the fact that business workflows are expressed in natural languagebut the actual computational workflow has to be manually translated into computationalprograms. In this paper; we present an initial approach to bridge this gap by targeting thedata science component of enterprise workflows. In many cases; this component is theslowest part of the overall enterprise process; and focusing on it allows us to take an initialstep in solving the larger enterprise-wide productivity problem. In this initial approach; wepropose using a chatbot to allow a data scientist to assemble data analytics pipelines. Acrucial insight is that while precise interpretation of general natural language continues to …,CIDR,2017,4
Embedded multi-channel data acquisition system on FPGA for Aditya Tokamak,Rachana Rajpal; Hitesh Mandaliya; Jignesh Patel; Praveena Kumari; Pramila Gautam; Vismaysinh Raulji; Praveenlal Edappala; HD Pujara; R Jha,Abstract The 64 channel data acquisition board is designed to meet the future demand ofacquisition channels for plasma diagnostics. The inherent features of the board are 16 bitresolution; programmable sampling rate upto 200 kS/s/ch and simultaneous acquisition. Tomake system embedded and compact; 8 Analog Inputs ADC chip; 4M× 16 bit RAM memory;Field Programmable Gate Arrays; PC/104 platform and single board computer are used.High speed timing control signals for all ADCs and RAMs are generated by FPGA. Thesystem is standalone; portable and interface through Ethernet. The acquisition application isdeveloped in Qt. on Linux platform; in SBC. Due to ethernet connectivity and onboardprocessing; system can be integrated into Aditya and SST-1 data acquisition system. Theperformance of hardware is tested on Linux and Windows Embedded OS. The paper …,Fusion Engineering and Design,2016,4
Towards building wind tunnels for data center design,Avrilia Floratou; Frank Bertsch; Jignesh M Patel; Georgios Laskaris,Abstract Data center design is a tedious and expensive process. Recently; this process hasbecome even more challenging as users of cloud services expect to have guaranteed levelsof availability; durability and performance. A new challenge for the service providers is tofind the most cost-effective data center design and configuration that will accommodate theusers' expectations; on ever-changing workloads; and constantly evolving hardware andsoftware components. In this paper; we argue that data center design should become asystematic process. First; it should be done using an integrated approach that takes intoaccount both the hardware and the software interdependencies; and their impact on users'expectations. Second; it should be performed in a" wind tunnel"; which uses large-scalesimulation to systematically explore the impact of a data center configuration on both the …,Proceedings of the VLDB Endowment,2014,4
TU‐C‐BRB‐11: In Vitro Dose Enhancement from Gold Nanoparticles under Different Clinical MV Photon Beam Configurations,R Berbeco; H Korideck; W Ngwa; R Kumar; J Patel; S Sridhar; S Johnson; B Price; A Kimmelman; M Makrigiorgos,Purpose: To quantify the relative in vitro dose enhancement due to the presence of goldnanoparticles (GNPs) in a clinical 6 MV beam. It is expected that depths and delivery modesthat produce larger proportions of low energy photons will have a larger effect on cellsamples containing GNP. Methods: HeLa cells were combined with 50 nm GNPs at aconcentration of 0 or 0.05 mg/ml. The cells were irradiated in clinical solid water at depths of1.5; 5; 10; 15 and 20 cm (SAD setup). Conventional beams with square aperture sizes 5; 10and 15 cm at isocenter; IMRT and flattening filter free (FFF) beams were used. DNA doublestrand breaks (DSBs) were evaluated by H2AX staining. Results: Statistically significantdose enhancement was observed for all depths and delivery modes. Dose enhancementratios varied between 1.1 and 1.7. Relative to the shallowest depth; dose enhancement …,Medical Physics,2012,4
Declarative and efficient querying on protein secondary structures,Jignesh M Patel; Donald P Huddler; Laurie Hammel,Summary In spite of the many decades of progress in database research; surprisinglyscientists in the life sciences community still struggle with inefficient and awkward tools forquerying biological datasets. This work highlights a specific problem involving searchinglarge volumes of protein datasets based on their secondary structure. In this chapter wedefine an intuitive query language that can be used to express queries on secondarystructure and develop several algorithms for evaluating these queries. We haveimplemented these algorithms in Periscope; which is a native database managementsystem that we are building for declarative querying on biological datasets. Experimentsbased on our implementation show that the choice of algorithms can have a significantimpact on query performance. As part of the Periscope implementation; we have also …,*,2005,4
Towards Declarative Querying for Biological Sequences,Sandeep Tata; J Patel; J Friedman; Anand Swaroop,Abstract The ongoing revolution in life sciences research is producing vast amounts ofgenetic and proteomic sequence data. Scientists want to pose increasingly complex querieson this data; but current methods for querying biological sequences are primitive and largelyprocedural. This limits the ease with which complex queries can be posed; and often resultsin very inefficient query plans. There is a growing and urgent need for declarative andefficient methods for querying biological sequence data. In this paper we introduce a systemcalled Periscope/SQ which addresses this need. Queries in our system are based on awelldefined extension of relational algebra. We introduce new physical operators andsupport for novel indexes in the database. As part of the optimization framework; wedescribe a new technique for selectivity estimation of string pattern matching predicates …,*,2005,4
Query Processing in Mobile Environments,Jignesh M Patel,We are on the verge of a new revolution in computing in which a large number of devices;ranging from small personal digital assistants (PDAs) to—invisible “embedded devices willbe pervasive in our physical world. The hand-held computing devices and the mobilephones that are available today are precursors to the types of devices that we are likely tosee in the future. In addition to these computing devices that are currently available; we arealso likely to encounter computing devices embedded in every day articles like appliances;clothes; watches; environmental sensor devices; etc. Besides having computing and storageresources; these devices will also have some connectivity to a data network. In many casesas the device moves; it may change the form of network connectivity; for example within aroom a hand-held PDA might use a 802.11 b or Bluetooth wireless connection; and may …,NFS Wokshop on Context Aware Mobile Database Management (CAMM),2002,4
Toward cost-effective storage provisioning for DBMSs,Ning Zhang; Junichi Tatemura; Jignesh M Patel; Hakan Hacigumus,Abstract Data center operators face a bewildering set of choices when considering how toprovision resources on machines with complex I/O subsystems. Modern I/O subsystemsoften have a rich mix of fast; high performing; but expensive SSDs sitting alongside withcheaper but relatively slower (for random accesses) traditional hard disk drives. The datacenter operators need to determine how to provision the I/O resources for specific workloadsso as to abide by existing service level agreements; while minimizing the total operating cost(TOC) of running the workload; where the TOC includes the amortized hardware costs andthe run-time energy costs. The focus of this paper is on introducing this new problem of TOC-based storage allocation; cast in a framework that is compatible with traditional DBMS queryoptimization and query processing architecture. We also present a heuristic-based …,The VLDB Journal,2014,3
Query Processing on Smart SSDs.,Kwanghyun Park; Yang-Suk Kee; Jignesh M Patel; Jaeyoung Do; Chanik Park; David J Dewitt,Abstract Data storage devices are getting smarter. Smart flash storage devices (aka SmartSSDs) are on the horizon and package a small programmable computer inside the device.Thus; users can run code closer to the data right inside the SSD; on the “other” side of the I/Obus. The focus of this paper is on exploring the opportunities and challenges associated withexploiting this functionality of Smart SSDs for relational analytic query processing. We haveimplemented an initial prototype of Microsoft SQL Server running on a Samsung SmartSSDs. Our results demonstrate that significant performance and energy gains can beachieved by pushing selected query processing components inside the Smart SSD. We alsoidentify various changes that SSD manufacturers can make to increase the benefits of usingSmart SSDs for data processing applications; and suggest possible research …,IEEE Data Eng. Bull.,2014,3
Fast peak-to-peak restart for SSD buffer pool Extension,Jaeyoung Do; Donghui Zhang; Jignesh M Patel; David J DeWitt,Abstract—A promising usage of Flash SSDs in a DBMS is to use it to extend the mainmemory buffer pool by caching in the SSD selected pages that are evicted from the bufferpool. These schemes have been shown to produce big performance gains in the steadystate. Simple methods for using the SSD buffer pool throw away the data in the SSD whenthe system is restarted (either when recovering from a crash or restarting after a shutdown);and consequently need a long “ramp-up” period to regain peak performance. A recentmethod to address this limitation is to use a memory-mapped file to store the metadata(called the SSD buffer table) about the contents of the SSD buffer pool; and to recover themetadata at the beginning of recovery. However; this method can result in lower sustainedperformance; because every update to the SSD buffer table may incur a random I/O …,Proc. of ICDE,2013,3
Looking ahead makes query plans robust: Making the initial case with in-memory star schema data warehouse workloads,Jianqiao Zhu; Navneet Potti; Saket Saurabh; Jignesh M Patel,Abstract Query optimizers and query execution engines cooperate to deliver highperformance on complex analytic queries. Typically; the optimizer searches through the planspace and sends a selected plan to the execution engine. However; optimizers may at timesmiss the optimal plan; with sometimes disastrous impact on performance. In this paper; wedevelop the notion of robustness of a query evaluation strategy with respect to a space ofquery plans. We also propose a novel query execution strategy called LookaheadInformation Passing (LIP) that is robust with respect to the space of (fully pipeline-able) left-deep query plan trees for in-memory star schema data warehouses. LIP ensures thatexecution times for the best and the worst case plans are far closer than without LIP. In fact;under certain assumptions of independent and uniform distributions; any plan in that …,Proceedings of the VLDB Endowment,2017,2
Operational NoSQL Systems: What's New and What's Next?,Jignesh M Patel,Operational NoSQL systems are relatively new in the data-management ecosystem; andthere is much confusion about their capabilities and how they differ from traditional relationaldatabase systems. This summary of characteristics clearly distinguishes the two systemclasses and provides a glimpse into directions for future work.,Computer,2016,2
Note: Tesla based pulse generator for electrical breakdown study of liquid dielectrics,G Veda Prakash; R Kumar; J Patel; K Saurabh; A Shyam,In the process of studying charge holding capability and delay time for breakdown in liquidsunder nanosecond (ns) time scales; a Tesla based pulse generator has been developed.Pulse generator is a combination of Tesla transformer; pulse forming line; a fast closingswitch; and test chamber. Use of Tesla transformer over conventional Marx generatorsmakes the pulse generator very compact; cost effective; and requires less maintenance. Thesystem has been designed and developed to deliver maximum output voltage of 300 kV andrise time of the order of tens of nanoseconds. The paper deals with the system designparameters; breakdown test procedure; and various experimental results. To validate thepulse generator performance; experimental results have been compared with PSPICEsimulation software and are in good agreement with simulation results.,Review of Scientific Instruments,2013,2
Finding Hidden Patterns in Sequences,Avrilia Floratou; Sandeep Tata; Jignesh M Patel,*,Sciences-New York,2010,2
FLAME: Shedding Light on Hidden Frequent Patterns in Sequence Datasets,Sandeep Tata; Jignesh M Patel,Existing database sequence mining algorithms focus on mining for subsequences.However; for many emerging applications; the subsequence model is inadequate fordetecting interesting patterns. Often; an approximate substring model better accommodatesthe notion of a noisy pattern. In this paper; we present a powerful new model for approximatepattern mining. We show that this model can be used to capture the notion of anapproximate match for a variety of different applications. We also present a novel; suffix treebased pattern mining algorithm called FLAME and demonstrate that it is a fast; accurate; andscalable method for discovering hidden patterns in large sequence databases.,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,2
Comparing OLTP Scaling Behavior on Intel® Xeon and Itanium® 2 Processors,Richard Hankins; Murali Annavaram; Brian Hirano¹; Jignesh Patel; John Shen,Abstract Analyzing On-Line Transaction Processing workloads can be quite challenging assmall configurations may not accurately represent realistic systems; while largeconfigurations are very complex to configure and cost prohibitive to build. This paperpresents a comparative study of the scaling behavior of an OLTP workload on Intel Xeonand Intel Itanium 2 processors. Using our “iron law” of database performance as aframework; we characterize the scaling behavior of two performance metrics that are criticalto the transaction throughput: the average instructions executed per transaction (IPX) andthe average cycles per instruction(CPI). This characterization is determined through anextensive empirical examination of an Oracle based commercial OLTP workload runningon both architectures. Our study shows that both systems' CPI trend show two distinct …,Red,2004,2
Effect of Node Size on the Performance of Cache-Conscious Indices,Richard A Hankins; Jignesh M Patel,Abstract In main-memory environments; the number of processor cache misses has a criticalimpact on the performance of the system. Cache-conscious indices are designed to improvethe performance of mainmemory indices by reducing the number of processor cache missesthat are incurred during a search operation. Conventional wisdom suggests that the index'snode size should be equal to the cache line size in order to minimize the number of cachemisses and improve performance. As we show in this paper; this design choice ignoresadditional effects; such as instruction count; which play a significant role in determining theoverall performance of the index. Using analytical models and a detailed experimentalevaluation; we investigate the effect of the index's node size on two common cache-conscious indices: a cache-conscious B+-tree (CSB+-tree); and a cache-conscious …,Extended Report; http://www. eecs. umich. edu/quickstep/publ/ccindices. pdf,2002,2
Partition Based Spatial-Merge Join,DJ DeWitt,*,Proc. of ACM SIGMOD,1996,2
