Chord: a scalable peer-to-peer lookup protocol for internet applications,Ion Stoica; Robert Morris; David Liben-Nowell; David R Karger; M Frans Kaashoek; Frank Dabek; Hari Balakrishnan,Abstract A fundamental problem that confronts peer-to-peer applications is the efficientlocation of the node that stores a desired data item. This paper presents Chord; a distributedlookup protocol that addresses this problem. Chord provides support for just one operation:given a key; it maps the key onto a node. Data location can be easily implemented on top ofChord by associating a key with each data item; and storing the key/data pair at the node towhich the key maps. Chord adapts efficiently as nodes join and leave the system; and cananswer queries even if the system is continuously changing. Results from theoreticalanalysis and simulations show that Chord is scalable: Communication cost and the statemaintained by each node scale logarithmically with the number of Chord nodes.,IEEE/ACM Transactions on Networking (TON),2003,16851
Declarative networking with distributed recursive query processing,Boon Thau Loo; Tyson Condie; Minos Garofalakis; DE Gay; Joseph M Hellerstein; Petros Maniatis; Raghu Ramakrishnan; Timothy Roscoe; Ion Stoica,ABSTRACT There have been recent proposals in the networking and distributed systemsliterature on declarative networking; where network protocols are declaratively specifiedusing a recursive query language. This represents a significant new application area forrecursive query processing technologies from databases. In this paper; we extend uponthese recent proposals in the following ways. First; we motivate and formally define theNDlog language for declarative network specifications. We introduce the concept of link-restricted rules; which can be syntactically guaranteed to be executable via single-nodederivations and message passing on an underlying network graph. Second; we introduceand prove correct relaxed versions of the traditional semi-naive execution technique thatovercome fundamental problems of traditional semi-naıve evaluation in an asynchronous …,ACM SIGMOD International Conference on Management of Data,2006,8
Report of the NSF workshop on research challenges in distributed computer systems,Carla Ellis; Steve Gribble; Anthony Joseph; Hank Levy; Andrew Myers; Jeff Mogul; Ion Stoica; Amin Vahdat,1 Executive Summary This report1 summarizes recommendations from a workshop onresearch challenges in distributed computer systems; sponsored by the National ScienceFoundation. A program committee solicited input from the research community by askingresearchers to submit position papers that identified grand challenges in distributedsystems; invited researchers based on their submissions; and selected a few positionpapers for presentation at the workshop. Most of the workshop was organized around break-out sessions; in which we refined the research challenges and identified the facilitiesneeded to carry out future research as well as what the distributed systems community cancontribute to the facility. Information about the workshop; including the full program; theselected submissions; and the slides of the presentations and the break-out sessions; is …,*,2005,8
COPS: Quality of service vs. Any service at all,Randy Katz; George Porter; Scott Shenker; Ion Stoica; Mel Tsai,Abstract Todays networks are awash in illegitimate traffic: port scans; propagating worms;and illegal peer-to-peer transfers of materials [8]. This “noise” has created such a crescendothat legitimate traffic is starved for network resources. Essential network services; like DNSand remote file systems; are rendered unavailable. The challenge is no longer “quality ofservice” but rather “any service at all”. Techniques must be developed to identify andsegregate traffic into good; bad; and suspicious classes. Quality of Service should nowprotect the good; block the bad; and slow the ugly when the network is under stress of highresource utilization. We discuss the research challenges and outline a possible architecturalapproach: COPS (Checking; Observing; and Protecting Services). It is founded on“Inspection-and-Action Boxes”(iBoxes) and packet annotations. The former are middlebox …,International Workshop on Quality of Service,2005,8
Querying at Internet scale,Brent Chun; Joseph M Hellerstein; Ryan Huebsch; Shawn R Jeffery; Boon Thau Loo; Sam Mardanbeigi; Timothy Roscoe; Sean Rhea; Scott Shenker; Ion Stoica,Abstract We are developing a distributed query processor called PIER; which is designed torun on the scale of the entire Internet. PIER utilizes a Distributed Hash Table (DHT) as itscommunication substrate in order to achieve scalability; reliability; decentralized control; andload balancing. PIER enhances DHTs with declarative and algebraic query interfaces; andunderneath those interfaces implements multihop; in-network versions of joins; aggregation;recursion; and query/result dissemination. PIER is currently being used for diverseapplications; including network monitoring; keyword-based filesharing search; and networktopology mapping. We will demonstrate PIER's functionality by showing system monitoringqueries running on PlanetLab; a testbed of over 300 machines distributed across the globe.,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,8
OverQoS: offering Internet QoS using overlays,Karthik Lakshminarayanan; Ion Stoica; Hari Balakrishnan; Randy Katz,OverQoS: Offering Internet QoS Using Overlays. Karthik Lakshminarayanan; Ion Stoica; HariBalakrishnan; Randy Katz 1st HotNets Workshop; Princeton; NJ; October 2002. [PDF (283KB)][PostScript (896KB)] [Gzipped PostScript (134KB)]. Bibtex Entry: @inproceedings{lakshminarayanan2002overqos; author = "Karthik Lakshminarayanan and Ion Stoica and HariBalakrishnan and Randy Katz"; title = "{OverQoS: Offering Internet QoS Using Overlays}"; booktitle ={1st HotNets Workshop}; year = {2002}; month = {October}; address = {Princeton; NJ} }.,1st HotNets Workshop; Princeton; NJ (October 2002),2002,8
A hyperbolic model for communication in layered parallel processing environments,Ion Stoica; Florin Sultan; David Keyes,Abstract We introduce a model for communication costs in parallel processing environments;called the hyperbolic model; which generalizes two-parameter dedicated-link models in ananalytically simple way. The communication system is modeled as a directedcommunication graph in which terminal nodes represent the application processes andinternal nodes; called communication blocks (CBs); reflect the layered structure of theunderlying communication architecture. ACBis characterized by a two-parameter hyperbolicfunction of the message size that represents the service time needed for processing themessage. Rules are given for reducing a communication graph consisting of manyCBs to anequivalent two-parameter form; while maintaining a good approximation for the service time.We demonstrate a tight fit of the estimates of the cost of communication based on the …,Journal of Parallel and Distributed Computing,1996,8
Abovetheclouds: a Berkeleyviewofcloudcomputing,FOXA ARMBRUSTM; R CRIFFTTH,*,*,*,8
Above the clouds: A berkeley view of cloud computing. 2009; EECS Department,Michael Armbrust; A Fox; R Griffith; AD Joseph; R Katz; A Konwinski; G Lee; DA Patterson; A Rabkin; I Stoica,*,University of California; Berkeley,*,8
Unleashing the potential of data-driven networking,Junchen Jiang; Vyas Sekar; Ion Stoica; Hui Zhang,Abstract The last few years have witnessed the coming of age of data-driven paradigm invarious aspects of computing (partly) empowered by advances in distributed systemresearch (cloud computing; MapReduce; etc.). In this paper; we observe that the benefitscan flow the opposite direction: the design and management of networked systems can beimproved by data-driven paradigm. To this end; we present DDN; a new design frameworkfor network protocols based on data-driven paradigm. We argue that DDN has the potentialto significantly achieve better performance through harnessing more data than one singleflow. Furthermore; we systematize existing instantiations of DDN by creating a unifiedframework for DDN; and use the framework to shed light on the common challenges andreusable design principles. We believe that by systematizing this paradigm as a broader …,International Conference on Communication Systems and Networks,2017,7
Hold'em or fold'em?: aggregation queries under performance variations,Gautam Kumar; Ganesh Ananthanarayanan; Sylvia Ratnasamy; Ion Stoica,Abstract Systems are increasingly required to provide responses to queries; even if notexact; within stringent time deadlines. These systems parallelize computations over manyprocesses and aggregate them hierarchically to get the final response (eg.; search enginesand data analytics). Due to large performance variations in clusters; some processes areslower. Therefore; aggregators are faced with the question of how long to wait for outputsfrom processes before combining and sending them upstream. Longer waits increase theresponse quality as it would include outputs from more processes. However; it alsoincreases the risk of the aggregator failing to provide its result by the deadline. This leads toall its results being ignored; degrading response quality. Our algorithm; Cedar; proposes asolution to this quandary of deciding wait durations at aggregators. It uses an online …,Proceedings of the Eleventh European Conference on Computer Systems,2016,7
Fastlane: making short flows shorter with agile drop notification,David Zats; Anand Padmanabha Iyer; Ganesh Ananthanarayanan; Rachit Agarwal; Randy Katz; Ion Stoica; Amin Vahdat,Abstract The drive towards richer and more interactive web content places increasinglystringent requirements on datacenter network performance. Applications running atop thesenetworks typically partition an incoming query into multiple subqueries; and generate thefinal result by aggregating the responses for these subqueries. As a result; a large fraction---as high as 80%---of the network flows in such workloads are short and latency-sensitive. Thespeed with which existing networks respond to packet drops limits their ability to meet high-percentile flow completion time SLOs. Indirect notifications indicating packet drops (eg;duplicates in an end-to-end acknowledgement sequence) are an important limitation to theagility of response to packet drops. This paper proposes FastLane; an in-network dropnotification mechanism. FastLane enhances switches to send high-priority drop …,Proceedings of the Sixth ACM Symposium on Cloud Computing,2015,7
Automating the debugging of datacenter applications with ADDA,Cristian Zamfir; Gautam Altekar; Ion Stoica,Debugging data-intensive distributed applications running in datacenters is complex andtime-consuming because developers do not have practical ways of deterministicallyreplaying failed executions. The reason why building such tools is hard is that non-determinism that may be tolerable on a single node is exacerbated in large clusters ofinteracting nodes; and datacenter applications produce terabytes of intermediate dataexchanged by nodes; thus making full input recording infeasible. We present ADDA; areplay-debugging system for datacenters that has lower recording and storage overheadthan existing systems. ADDA is based on two techniques: First; ADDA provides control planedeterminism; leveraging our observation that many typical datacenter applications consist ofa separate “control plane” and “data plane”; and most bugs reside in the former. Second …,Dependable Systems and Networks (DSN); 2013 43rd Annual IEEE/IFIP International Conference on,2013,7
FastLane: An agile congestion signaling mechanism for improving datacenter performance,David Zats; Anand P Iyer; Randy H Katz; Ion Stoica; Amin Vahdat,Abstract: The drive towards richer; more interactive content places increasingly stringentlatency requirements on datacenters. A critical component of meeting these is ensuring thatthe network responds agilely to congestion; bounding network latency and improving high-percentile flow completion times. We propose a new approach to rapidly detecting andresponding to congestion. We introduce FastLane; a congestion signaling mechanism thatallows senders to respond more quickly. By delivering signals to senders with highprobability and low latency; FastLane allows them to retransmit packets sooner; avoidingresource-wasting timeouts. It also enables senders to make more informed decisions bydifferentiating between out-of-order delivery and packet loss. We demonstrate throughsimulation and implementation that FastLane reduces high-percentile flow completion …,*,2013,7
Switching content,*,Displaying video on a video display device is disclosed. A first video stream from a first videostreaming source is displayed on the display device. A second video stream from a secondvideo streaming source is processed on the display device without displaying the secondvideo stream. Displaying the first video stream is ceased and instead the second videostream is displayed. Supporting operations on a video stream is also disclosed. At least onevideo chunk is received at a first granularity. A determination is made that an operation is tobe performed at a different granularity. At least one video chunk is requested at the differentgranularity.,*,2013,7
A million cancer genome warehouse,David Haussler; David A Patterson; Mark Diekhans; Armando Fox; Michael Jordan; Anthony D Joseph; Singer Ma; Benedict Paten; Scott Shenker; Taylor Sittler; Ion Stoica,Abstract: This white paper discusses the motivation and issues surrounding thedevelopment of a repository and associated computational infrastructure to house andprocess a million genomes to help battle cancer; which we call the Million Cancer GenomeWarehouse. It is proposed as an example of an information commons and a computingsystem that will bring about precision medicine; coupling established clinical pathologicalindexes with state-of-the-art molecular profiling to create diagnostic; prognostic; andtherapeutic strategies precisely tailored to each patient's individual requirements. The goalof the white paper is to stimulate discussion so as to help reach consensus about the needto construct a Million Cancer Genome Warehouse and what its nature should be. To try toanticipate concerns; including thorough cost estimates; it covers topics as varied as high …,*,2012,7
Strategyproofness; Leontief economies and the Kalai-Smorodinsky solution,Eric J Friedman; Ali Ghodsi; Scott Shenker; Ion Stoica,*,*,2011,7
Enabling innovation below the communication api,Ganesh Ananthanarayanan; Kurtis Heimerl; Matei Zaharia; Michael Demmer; Teemu Koponen; Arsalan Tavakoli; Scott Shenker; Ion Stoica,ABSTRACT Innovation in the network is notoriously difficult due to the need to supportlegacy applications. We argue that this difficulty stems from the API used to access thenetwork. The ubiquitous Sockets API lets applications choose from a number ofcommunication mechanisms; but binds them tightly to their chosen mechanism (egspecifying a destination using IPv4). Applications must therefore be modified in order tobenefit from new network technologies. To address this problem; we propose a newcommunication API called NetAPI that lets applications specify their communication intentswithout binding to particular network mechanisms; enabling evolution below the API. Wehave built a NetAPI prototype for the iPhone; and use it to show that we can adddisconnection tolerance; content shaping and power saving policies under NetAPI …,EECS Department; University of California; Berkeley; UCB/EECS-2009–141,2009,7
Above the clouds: A Berkeley view of cloud computing. EECS Dept,D Patterson Lee; A Rabkin; I Stoica; M Zaharia,*,Univ. California; Berkeley; No. UCB/EECS-2009-28 [Online]. Available: http://radlab. cs. berkeley. edu,2009,7
Exploring congestion control,Aditya Akella; Srinivasan Seshan; Scott Shenker; Ion Stoica,Abstract: From the early days of modern congestion control; ushered in by the developmentof TCP's and DECbit's congestion control algorithm and by the pioneering theoreticalanalysis of Chiu and Jain; there has been widespread agreement that linear additive-increase-multiplicative-decrease (AIMD) control algorithms should be used. However; theearly congestion control design decisions were made in a context where loss recovery wasfairly primitive (eg TCP Reno) and often timed-out when more than a few losses occurredand routers were FIFO drop-tail. In subsequent years; there has been significantimprovement in TCP's loss recovery algorithms. For instance; TCP SACK can recover frommany losses without timing out. In addition; there have been many proposals for improvedrouter queueing behavior. For example; RED active queue management and Explicit …,*,2002,7
DDCO: Discovery of Deep Continuous Options for Robot Learning from Demonstrations,Sanjay Krishnan; Roy Fox; Ion Stoica; Ken Goldberg,Abstract An option is a short-term skill consisting of a control policy for a specified region ofthe state space; and a termination condition recognizing leaving that region. In prior work;we proposed an algorithm called Deep Discovery of Options (DDO) to discover options toaccelerate reinforcement learning in Atari games. This paper studies an extension to robotimitation learning; called Discovery of Deep Continuous Options (DDCO); where low-levelcontinuous control skills parametrized by deep neural networks are learned fromdemonstrations. We extend DDO with:(1) a hybrid categorical-continuous distribution modelto parametrize high-level policies that can invoke discrete options as well continuous controlactions; and (2) a cross-validation method that relaxes DDO's requirement that users specifythe number of options to be discovered. We evaluate DDCO in simulation of a 3-link robot …,Conference on Robot Learning,2017,6
Trends and challenges in big data processing,Ion Stoica,Abstract Almost six years ago we started the Spark project at UC Berkeley. Spark is a clustercomputing engine that is optimized for in-memory processing; and unifies support for avariety of workloads; including batch; interactive querying; streaming; and iterativecomputations. Spark is now the most active big data project in the open source community;and is already being used by over one thousand organizations. One of the reasons behindSpark's success has been our early bet on the continuous increase in the memory capacityand the feasibility to fit many realistic workloads in the aggregate memory of typicalproduction clusters. Today; we are witnessing new trends; such as Moore's law slowingdown; and the emergence of a variety of computation and storage technologies; such asGPUs; FPGAs; and 3D Xpoint. In this talk; I'll discuss some of the lessons we learned in …,Proceedings of the VLDB Endowment,2016,6
IOLAP: Managing uncertainty for efficient incremental OLAP,Kai Zeng; Sameer Agarwal; Ion Stoica,Abstract The size of data and the complexity of analytics continue to grow along with theneed for timely and cost-effective analysis. However; the growth of computation powercannot keep up with the growth of data. This calls for a paradigm shift from traditional batchOLAP processing model to an incremental OLAP processing model. In this paper; wepropose iOLAP; an incremental OLAP query engine that provides a smooth trade-offbetween query accuracy and latency; and fulfills a full spectrum of user requirements fromapproximate but timely query execution to a more traditional accurate query execution.iOLAP enables interactive incremental query processing using a novel mini-batch executionmodel---given an OLAP query; iOLAP first randomly partitions the input dataset into smallersets (mini-batches) and then incrementally processes through these mini-batches by …,Proceedings of the 2016 International Conference on Management of Data,2016,6
Asynchronous complex analytics in a distributed dataflow architecture,Joseph E Gonzalez; Peter Bailis; Michael I Jordan; Michael J Franklin; Joseph M Hellerstein; Ali Ghodsi; Ion Stoica,Abstract: Scalable distributed dataflow systems have recently experienced widespreadadoption; with commodity dataflow engines such as Hadoop and Spark; and evencommodity SQL engines routinely supporting increasingly sophisticated analytics tasks (eg;support vector machines; logistic regression; collaborative filtering). However; thesesystems' synchronous (often Bulk Synchronous Parallel) dataflow execution model is atodds with an increasingly important trend in the machine learning community: the use ofasynchrony via shared; mutable state (ie; data races) in convex programming tasks; whichhas---in a single-node context---delivered noteworthy empirical performance gains andinspired new research into asynchronous algorithms. In this work; we attempt to bridge thisgap by evaluating the use of lightweight; asynchronous state transfer within a commodity …,arXiv preprint arXiv:1510.07092,2015,6
Centrally coordinated peer assignment,*,Delivering information over a distribution network using a distribution manager is disclosed.A first source peer is designated at the distribution manager to function as a first contentsource for a first destination peer. A second source peer is designated at the distributionmanager to function as a second content source for a second destination peer. Thedesignation at the distribution manager of the second source peer to function as a secondcontent source for the second destination peer is dependent on an anticipated effect of thedesignation at the distribution manager of the first content source for the first destinationpeer.,*,2013,6
Reducing congestion effects by multipath routing in wireless networks,L Popa; C Raiciu; I Stoica; DS Rosenblum,We propose a solution to improve fairness and increasethroughput in wireless networks withlocation information. Our approach consists of a multipath routing protocol;BiasedGeographical Routing (BGR); and two congestion controlalgorithms; In-NetworkPacket Scatter (IPS) and End-to-EndPacket Scatter (EPS); which leverage BGR to avoid thecongestedareas of the network. BGR achieves good performancewhile incurring acommunication overhead of just 1 byte perdata packet; and has a computational complexitysimilar togreedy geographic routing. IPS alleviates transient congestion bysplitting trafficimmediately before the congested areas. In contrast; EPS alleviates long term congestion bysplitting the flow atthe source; and performing rate control. EPS selects thepathsdynamically; and uses a less aggressive congestion controlmechanism on non …,ICNP'06: Proceedings of the 2006 14th IEEE International Conference on Network Protocols; 2006,2006,6
Brief announcement: towards a secure indirection infrastructure,Karthik Lakshminarayanan; Daniel Adkins; Adrian Perrig; Ion Stoica,Abstract Designing a flexible; yet secure communication infrastructure has long been anelusive goal. Most of the proposals that seek to address the problem of flexibility haveopened up the system for new forms of attacks. In this paper; we consider one particularproposal; i3 [2]; a flexible indirection infrastructure that provides natural support for amultitude of communication primitives such as multicast; anycast and mobility. Wesystematically identify the attacks on i3; and propose techniques that address the securityproblems without sacrificing the flexibility that i3 offers. Our techniques; ranging fromcryptographically constraining the forwarding entries to challenge-based mechanisms forinserting forwarding entries; while being simple; both conceptually and to implement; makemost of the attacks provably hard. We believe that this paper represents an important step …,Proceedings of the twenty-third annual ACM symposium on Principles of distributed computing,2004,6
Balakrk. shnan H,I Stoics; R Morris; D Karger; MF Kaashoek,*,Chord: A Scalable Peer—to Peer Lookup Service for Internet Applicationsf DB/OL]. SIGCOMM,2001,6
A simple algorithm for computing minimum spanning trees in the internet,H Abdel-Wahab; Ion Stoica; Florin Sultan; K Wilson,Abstract A central problem in wide-area networks is to efficiently multicast a message to allmembers (hosts) of a target group. One of the most effective methods to multicast a messageis to send the message along the edges of a spanning tree connecting all the members ofthe group. In this paper; we propose a new fully distributed algorithm to build a minimumspanning tree (MST) in a generic communication network. During the execution; thealgorithm maintains a collection of disjoint trees spanning all the group members. Every tree;which initially consists of only one node; independently expands by joining the closest tree;until all of the nodes are connected in a single tree. The resulting communication topology isboth robust (there are no singularities subject to failures) and scalable (every node stores alimited amount of local information that is independent of the size of the network).,Information sciences,1997,6
A simple and fast distributed algorithm to compute a minimum spanning tree in the internet,H Abdel-Wahab; I Stoica; F Sultan; K Wilson,Summary A central problem in wide area networks is to e ciently multicast a message to allmembers (hosts) of a target group. One of the most e ective methods to multicast a messageis to send the message along the edges of a spanning tree connecting all the members ofthe group. In this paper we propose a new fully distributed algorithm to build a minimumspanning tree (MST) in a generic communication network. During the execution; thealgorithm maintains a collection of disjoint trees spanning all the group members. Every tree;which initially consists of only one node; independently expands by joining the closest tree;until all the nodes are connected in a single tree. The resulting communication topology isboth robust (there are no singularities subject to failures) and scalable (every node stores alimited amount of local information that is independent of the size of the network).,Joint Conference on Information Sciences' 95,1995,6
A berkeley view of systems challenges for ai,Ion Stoica; Dawn Song; Raluca Ada Popa; David Patterson; Michael W Mahoney; Randy Katz; Anthony D Joseph; Michael Jordan; Joseph M Hellerstein; Joseph E Gonzalez; Ken Goldberg; Ali Ghodsi; David Culler; Pieter Abbeel,Abstract: With the increasing commoditization of computer vision; speech recognition andmachine translation systems and the widespread deployment of learning-based back-endtechnologies such as digital advertising and intelligent infrastructures; AI (ArtificialIntelligence) has moved from research labs to production. These changes have been madepossible by unprecedented levels of data and computation; by methodological advances inmachine learning; by innovations in systems software and architectures; and by the broadaccessibility of these technologies. The next generation of AI systems promises to acceleratethese developments and increasingly impact our lives via frequent interactions and making(often mission-critical) decisions on our behalf; often in highly personalized contexts.Realizing this promise; however; raises daunting challenges. In particular; we need AI …,arXiv preprint arXiv:1712.05855,2017,5
NetCache: Balancing Key-Value Stores with Fast In-Network Caching,Xin Jin; Xiaozhou Li; Haoyu Zhang; Robert Soulé; Jeongkeun Lee; Nate Foster; Changhoon Kim; Ion Stoica,Abstract We present NetCache; a new key-value store architecture that leverages the powerand flexibility of new-generation programmable switches to handle queries on hot items andbalance the load across storage nodes. NetCache provides high aggregate throughput andlow latency even under highly-skewed and rapidly-changing workloads. The core ofNetCache is a packet-processing pipeline that exploits the capabilities of modernprogrammable switch ASICs to efficiently detect; index; cache and serve hot key-value itemsin the switch data plane. Additionally; our solution guarantees cache coherence withminimal overhead. We implement a NetCache prototype on Barefoot Tofino switches andcommodity servers and demonstrate that a single switch can process 2+ billion queries persecond for 64K items with 16-byte keys and 128-byte values; while only consuming a …,Proceedings of the 26th Symposium on Operating Systems Principles,2017,5
Drizzle: Fast and adaptable stream processing at scale,Shivaram Venkataraman; Aurojit Panda; Kay Ousterhout; Michael Armbrust; Ali Ghodsi; Michael J Franklin; Benjamin Recht; Ion Stoica,Abstract Large scale streaming systems aim to provide high throughput and low latency.They are often used to run mission-critical applications; and must be available 24x7. Thussuch systems need to adapt to failures and inherent changes in workloads; with minimalimpact on latency and throughput. Unfortunately; existing solutions require operators tochoose between achieving low latency during normal operation and incurring minimalimpact during adaptation. Continuous operator streaming systems; such as Naiad and Flink;provide low latency during normal execution but incur high overheads during adaptation(eg; recovery); while micro-batch systems; such as Spark Streaming and FlumeJava; adaptrapidly at the cost of high latency during normal operations. Our key observation is that whilestreaming workloads require millisecond-level processing; workload and cluster …,Proceedings of the 26th Symposium on Operating Systems Principles,2017,5
Real-time machine learning: The missing pieces,Robert Nishihara; Philipp Moritz; Stephanie Wang; Alexey Tumanov; William Paul; Johann Schleier-Smith; Richard Liaw; Mehrdad Niknami; Michael I Jordan; Ion Stoica,Abstract Machine learning applications are increasingly deployed not only to servepredictions using static models; but also as tightly-integrated components of feedback loopsinvolving dynamic; real-time decision making. These applications pose a new set ofrequirements; none of which are difficult to achieve in isolation; but the combination of whichcreates a challenge for existing distributed execution frameworks: computation withmillisecond latency at high throughput; adaptive construction of arbitrary task graphs; andexecution of heterogeneous kernels over diverse sets of resources. We assert that a newdistributed execution framework is needed for such ML applications and propose acandidate approach with a proof-of-concept architecture that achieves a 63x performanceimprovement over a state-of-the-art execution framework for a representative application.,Proceedings of the 16th Workshop on Hot Topics in Operating Systems,2017,5
Multi-level discovery of deep options,Roy Fox; Sanjay Krishnan; Ion Stoica; Ken Goldberg,Abstract: Augmenting an agent's control with useful higher-level behaviors called optionscan greatly reduce the sample complexity of reinforcement learning; but manually designingoptions is infeasible in high-dimensional and abstract state spaces. While recent work hasproposed several techniques for automated option discovery; they do not scale to multi-levelhierarchies and to expressive representations such as deep networks. We presentDiscovery of Deep Options (DDO); a policy-gradient algorithm that discovers parametrizedoptions from a set of demonstration trajectories; and can be used recursively to discoveradditional levels of the hierarchy. The scalability of our approach to multi-level hierarchiesstems from the decoupling of low-level option discovery from high-level meta-control policylearning; facilitated by under-parametrization of the high level. We demonstrate that using …,arXiv preprint arXiv:1703.08294,2017,5
Detecting problems in content distribution,*,Detecting a problem in a content distribution is disclosed. Performance informationassociated with a first content player is received form a first client. Performance informationassociated with a second content player is received from a second client. The informationreceived from the first client and the second client is aggregated. A determination is made;from the aggregated information; that a problem is indicated. Alternate techniques fordetecting a problem in a content distribution are also disclosed.,*,2016,5
Low latency analytics of geo-distributed data in the wide area,Qifan Pu; Ganesh Ananthanarayanan; Peter Bodik; Srikanth Kandula; Aditya Akella; V Bahl; Ion Stoica,*,Proc. of ACM SIGCOMM,2015,5
Conquering big data with spark and BDAS,Ion Stoica,Abstract Today; big and small organizations alike collect huge amounts of data; and they doso with one goal in mind: extract" value" through sophisticated exploratory analysis; and useit as the basis to make decisions as varied as personalized treatment and ad targeting.Unfortunately; existing data analytics tools are slow in answering queries; as they typicallyrequire to sift through huge amounts of data stored on disk; and are even less suitable forcomplex computations; such as machine learning algorithms. These limitations leave thepotential of extracting value of big data unfulfilled. To address this challenge; we aredeveloping Berkeley Data Analytics Stack (BDAS); an open source data analytics stack thatprovides interactive response times for complex computations on massive data. To achievethis goal; BDAS supports efficient; large-scale in-memory data processing; and allows …,ACM SIGMETRICS Performance Evaluation Review,2014,5
Above the Clouds: a Berkeley view of Cloud computing; Berkeley report,M Armbrust; A Fox; R Griffith; AD Joseph; R Katz; A Konwinski; G Lee; D Patterson; A Rabkin; I Stoica; M Zaharia,*,*,2013,5
Hypervisors as a foothold for personal computer security: An agenda for the research community,Matei Zaharia; Sachin Katti; Chris Grier; Vern Paxson; Scott Shenker; Ion Stoica; Dawn Song,Abstract: The purpose of this paper is to propose the creation of a security-enhancinghypervisor for PCs as a collaborative agenda for the research community. This agenda is notnecessarily about answering fundamentally new research questions. Rather; it is a call toaction about a rare chance for the community to have substantial impact. If researchersdemonstrate compelling near-term benefits from a modest security layer; then OS vendorsmay adopt such a layer as a way to increase security without costly reengineering. Theintroduction of this secure foothold into the consumer software stack could then yieldsignificant long-term benefits by providing a much better avenue for deploying securitysolutions. This agenda consists of two parts:(1) exploring how hypervisors can address end-user security issues and (2) exploring how to architect a small; secure hypervisor that …,*,2012,5
A view of cloud computing,D Patterson; A Rabkin; I Stoica,*,Communications,2010,5
BAbove the clouds: A Berkeley view of cloud computing;[Electr,M Armbrust; A Fox; R Griffith; AD Joseph; RH Katz; A Konwinski; G Lee; DA Patterson; A Rabkin; I Stoica; M Zaharia,*,Eng. Comput. Sci. Dept.; Univ. California; Berkeley; CA; Tech. Rep. UCB/EECS-2009-28,2009,5
Above the Clouds: A Berkeley View of Cloud Computing; UCB,M Armbrust; A Fox; R Griffith; A Joseph; R Katz; A Konwinski; G Lee; D Patterson; A Rabkin; I Stoica; M Zaharia,*,*,2009,5
Gambling heuristic on a chord ring.,Dario Rossi; Ion Stoica,Abstract—Chord routing is greedy and non-symmetric; and is based on a skiplist-like datastructure; whose entries are known as fingers. This work explores the benefits arising from amodified greedy lookup strategy that; without introducing any additional communicationoverhead; simply exploits the implicit symmetry knowledge intrinsic to the highly structuredChord ring. Through extensive simulation on a dynamic peer environment; we show apractical and feasible solution that actually boosts DHT lookup performance under a widerange of scenarios.,GLOBECOM,2005,5
Exploring tradeoffs in failure detection in routing overlays,Shelley Zhuang; Ion Stoica; Randy Katz,Abstract One of the key reasons overlay networks are seen as an excellent platform for largescale distributed systems is their resilience in the presence of node failures. This resiliencerely on accurate and timely detection of node failures. Despite the prevalent use of keep-alive algorithms in overlay networks to detect node failures; their tradeoffs and thecircumstances in which they might best be suited is not well understood. In this paper; westudy how the design of various keep-alive approaches affect their performance in nodefailure detection time; probability of false positive; control overhead; and packet loss rate viaanalysis; simulation; and implementation. We find that among the class of keep-alivealgorithms that share information; the maintenance of backpointer state substantiallyimproves detection time and packet loss rate. The improvement in detection time between …,UC Berkeley; Computer Science Division; Tech. Rep. UCB/CSD-3-1285,2003,5
The chord ad-hoc routing protocol,George Porter; Kevin Lai; Ion Stoica; Jeremy Condit,Abstract This paper describes the Chord Ad-Hoc Routing Protocol; which is a multi-hop; ad-hoc networking protocol that provides the Chord Distributed Hash Table (DHT) abstraction tothe network. Nodes form a spanning tree among themselves; which forms a cycle thatbecomes the Chord overlay network. By coupling naming; location; and routing; the CARPprotocol provides ecient data access for many types of applications; such as sensornetworks. The protocol is evaluated as an ns-2 simulation; and results of that simulation arediscussed. Proposed optimisations and future work then described,*,2002,5
The design and implementation of an internet conference information system,H AbdelWahab; I Stoica; F Sultan,*,Internetworking-Research and Experience,1995,5
A Simple Hyperbolic Model for Communication in Parallel Processing Environment.,Ion Stoica; Florin Sultan; David Keyes,Abstract: We introduce a model for communication costs in parallel processingenvironments; called the'hyperbolic model;'which generalizes two-parameter dedicated-linkmodels in an analytically simple way. Dedicated interprocessor links parameterized by alatency and a transfer rate that are independent of load are assumed by many existingcommunication models; such models are unrealistic for workstation networks. Thecommunication system is modeled as a directed communication graph in which terminalnodes represent the application processes that initiate the sending and receiving of theinformation and in which internal nodes; called communication blocks (CBs); reflect thelayered structure of the underlying communication architecture. The direction of graph edgesspecifies the flow of the information carried through messages. Each CB is characterized …,*,1994,5
February 2009;“Above the Clouds: A Berkeley View of Cloud Computing;”,Michael Armbrust; A Fox; R Griffith; A Joseph; R Katz; A Konwinski; G Lee; D Patterson; A Rabkin; I Stoica; M Zaharia,*,*,*,5
Managing synchronized data requests in a content delivery network,*,Managing synchronized data requests is disclosed. Examples of synchronized datarequests include viewer-induced synchronization; failure-induced synchronization; andplayer-induced synchronization. Information indicative of the potential occurrence of adetrimental amount of synchronized requests in a content delivery infrastructure is received.One or more remediation actions is automatically caused to occur.,*,2016,4
