Privacy-Preserving Data Publishing: A Survey of Recent Developments,P. Yu. B. Fung; K. Wang; R. Chen,*,ACM Computing Surveys,2010,1335
Room-temperature photonic crystal laser in H3 cavity on InGaAsP/InP slab,Ren Gang; Zheng Wan-Hua; Zhang Ye-Jin; Xing Ming-Xin; Wang Ke; Du Xiao-Yu; Chen Liang-Hui,Abstract We fabricate and investigate two-dimensional photonic crystal H3 microcavities inan InGaAsP slab. The lasing action at room temperature is observed. The lasering thresholdis 7mW under the pulsed pump of 0.75% duty cycle. The Q factor and the lasing modecharacteristics are simulated by three-dimensional finite difference time domain method. Thesimulation result matches well with the experiment.,Chinese Physics Letters,2008,7
Classification spanning correlated data streams,Yabo Xu; Ke Wang; Ada Wai-Chee Fu; Rong She; Jian Pei,Abstract In many applications; classifiers need to be built based on multiple related datastreams. For example; stock streams and news streams are related; where the classificationpatterns may involve features from both streams. Thus instead of mining on a single isolatedstream; we need to examine multiple related data streams in order to find such patterns andbuild an accurate classifier. Other examples of related streams include traffic reports and caraccidents; sensor readings of different types or at different locations; etc. In this paper; weconsider the classification problem defined over sliding-window join of several input datastreams. As the data streams arrive in fast pace and the many-to-many join relationshipblows up the data arrival rate even more; it is impractical to compute the join and then buildthe classifier each time the window slides forward. We present an efficient algorithm to …,Proceedings of the 15th ACM international conference on Information and knowledge management,2006,7
Minimum splits based discretization for continuous features,Ke Wang; Han Chong Goh,Abstract Discretization refers to splitting the range of continuous values into intervals so as toprovide useful information about classes. This is usually done by minimizing a goodnessmeasure; subject to constraints such as the maximal number of intervals; the minimalnumber of examples per interval; or some stopping criterion for splitting. We take a differentapproach by searching for minimum splits that minimize the number of intervals with respectto a threshold of impurity (ie; badness). We propose a\total entropy" motivated selection ofthe\best" split from minimum splits; without requiring additional constraints. Experimentsshow that the proposed method produces better decision trees.,IJCAI (2),1997,7
Preservation of integrity constraints in definite datalog programs,Ke Wang; Li Yan Yuan,Abstract Given a program P and two sets IC and IC′ of integrity constraints; IC uniformlyimplies IC′ in P if whenever an (input) database I defined on predicates of P satisfies ICthen the (output) database computed by P from I satisfies IC′. P preserves IC if IC uniformlyimplies IC in P. We consider only definite DATALOG programs. We show that testingpreservation of downward-closed integrity constraints can be simplified to the case of single-rule programs that are computed in a “nonrecursive manner”. Specially; we present anefficient test algorithm when constraints are equality-generating dependencies. We alsoshow that the uniform implication problem can be similarly simplified if IC is preserved andall given constraints are downward-closed. Our results generalize dependency-preservingdatabase schemes by considering mappings defined by arbitrary definite DATALOG …,Information processing letters,1992,7
Can constant-time-maintainability be more practical?,Ke Wang,The maintenance problem of a (database) scheme R with respect to (wrt) to a set ofconstraints D is the fol towing decision problem: Given a consistent (database) state of thescheme and a tuple to be inserted into the state; is the modified state consistent wrt theconstraints D? A scheme R is constant-time-maintainable(or ctm) wrt D if there is a constanttime solution to the maintenance problem of R wrt D that retrieves only a fixed number oftuples from the state[Gw; Wl. As mentioned in [GW; W]; constant-time-maintainability is ageneralization of independence[GY; IIK; Sl; SZ] and is needed in a large and highly dynamicenvironment. Recently; the desirability of constant-time-maintainability was further enhancedin [RW] by a proof of its boundedness wrt constraints WV1* Therefore; the class of ctmschemes is the largest one that is known to be highly desirable wrt both constraint …,Proceedings of the eighth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1989,7
An effective clustering approach to web query log anonymization,Amin Milani Fard; Ke Wang,Web query log data contain information useful to research; however; release of such datacan re-identify the search engine users issuing the queries. These privacy concerns go farbeyond removing explicitly identifying information such as name and address; since non-identifying personal data can be combined with publicly available information to pinpoint toan individual. In this work we model web query logs as unstructured transaction data andpresent a novel transaction anonymization technique based on clustering andgeneralization techniques to achieve the k-anonymity privacy. We conduct extensiveexperiments on the AOL query log data. Our results show that this method results in a higherdata utility compared to the state-of-the-art transaction anonymization methods.,Security and Cryptography (SECRYPT); Proceedings of the 2010 International Conference on,2010,6
Lithium silicic oxynitride composite as electrode material for lithium-ion batteries,Zhongsheng Wen; Song Li; Juncai Sun; Ke Wang; Jingying Xie,Abstract Lithium silicic oxynitride composite was prepared by ballmilling and itselectrochemical properties as an anode material for lithium-ion batteries were investigated.This material presents excellent electrochemical performance with long cyclability and highspecific capacity. Its specific capacity remained above Formula with 90% capacity retentionafter Formula between 0 and Formula at Formula. The columbic efficiency after the secondcycle was nearly 100%. The structure transformation occurring for the first lithium extractionis the key factor for the material to gain high reversible capacity.,Electrochemical and solid-state letters,2006,6
A graphical interface to genome multidatabases,Wang Chiew Tan; Ke Wang; Limsoon Wong,Abstract Formulating queries to access multiple databases can be a formidable taskespecially when many terms from various databases and complex constraints are involved.To specify a multidatabase query; the user usually has to search through documents forexact database terms and learn the multidatabase language. This report presents QUICK(QUery Interface to CPL-Kleisli); a graphical user interface to multiple databases. CPL(Collection Programming Language) is a high-level multidatabase language built on top ofan open query system Kleisli. QUICK allows users to handle overwhelming information fromdifferent data sources in an intuitive and uniform manner. The query specification is reducedto specifying user's terms in his/her own world; selecting paths and specifying constraints ina graph. QUICK is able to automatically generate a CPL query that corresponds to the …,Journal of Database Management (JDM),1998,6
First-order logic characterization of program properties,Ke Wang; Li Yan Yuan,A program is first-order reducible (FO-reducible) wrt a set IC of integrity constraints if thereexists a first-order theory T such that the set of models for T is exactly the set of intendedmodels for the program wrt all possible EDBs. In this case; we say that P is FO-reducible to Twrt IC. For FO-reducible programs; it is possible to characterize; using first-order logicimplications; properties of programs that are related to all possible EDBs as in the databasecontext. These properties include; among others; containment of programs; independence ofupdates wrt queries and integrity constraints; and characterization and implication ofintegrity constraints in programs; all of which have no known proof procedures. Therefore;many important problems formalized in a nonstandard logic can be dealt with by using therich reservoir of first-order theorem-proving tools; provided that the program is FO …,IEEE transactions on knowledge and data engineering,1994,6
Trip recommendation meets real-world constraints: POI availability; diversity; and traveling time uncertainty,Chenyi Zhang; Hongwei Liang; Ke Wang,Abstract As location-based social network (LBSN) services become increasingly popular;trip recommendation that recommends a sequence of points of interest (POIs) to visit for auser emerges as one of many important applications of LBSNs. Personalized triprecommendation tailors to users' specific tastes by learning from past check-in behaviors ofusers and their peers. Finding the optimal trip that maximizes user's experiences for a giventime budget constraint is an NP-hard problem and previous solutions do not consider threepractical and important constraints. One constraint is POI availability; where a POI may beonly available during a certain time window. Another constraint is uncertain traveling time;where the traveling time between two POIs is uncertain. In addition; the diversity of the POIsincluded in the trip plays an important role in user's final adoptions. This work presents …,ACM Transactions on Information Systems (TOIS),2016,5
Reconstruction privacy: Enabling statistical learning,Ke Wang; Chao Han; Ada Waichee Fu; Raymond C WONG; Philip S Yu,Abstract Non-independent reasoning (NIR) allows the information about one record in thedata to be learnt from the information of other records in the data. Most posterior/prior basedprivacy criteria consider NIR as a privacy violation and require to smooth the distribution ofpublished data to avoid sensitive NIR. The drawback of this approach is that it limits theutility of learning statistical relationships. The differential privacy criterion considers NIR as anon-privacy violation; therefore; enables learning statistical relationships; but at the cost ofpotential disclosures through NIR. A question is whether it is possible to (1) allow learningstatistical relationships; yet (2) prevent sensitive NIR about an individual. We present a dataperturbation and sampling method to achieve both (1) and (2). The enabling mechanism is anew privacy criterion that distinguishes the two types of NIR in (1) and (2) with the help of …,*,2015,5
Content+ attributes: A latent factor model for recommending scientific papers in heterogeneous academic networks,Chenyi Zhang; Xueyi Zhao; Ke Wang; Jianling Sun,Abstract This paper focuses on the precise recommendation of scientific papers in academicnetworks where users' social structure; items' content and attributes exist and have to beprofoundly exploited. Different from conventional collaborative filtering cases with only auser-item utility matrix; we study the standard latent factor model and extend it to aheterogeneous one; which models the interaction of different kinds of information. This latentmodel is called “Content+ Attributes”; which incorporates latent topics and descriptiveattributes using probabilistic matrix factorization and topic modeling to figure out the finalrecommendation results in heterogeneous scenarios. Moreover; we further propose asolution to handle the cold start problem of new users by adopting social structures. Weconduct extensive experiments on the DBLP dataset and the experimental results show …,European Conference on Information Retrieval,2014,5
压缩感知中的确定性随机观测矩阵构造,王侠， 王开， 王青云， 梁瑞宇， 左加阔， 赵力， 邹采荣,目前; 压缩感知中的观测矩阵设计存在两类问题:(1) 随机观测矩阵不容易硬件实现;(2)基于多项式的以及基于代数曲线的确定性观测矩阵大小不能任意选择. 针对上述问题;本文提出了一种用确定性随机序列来构造观测矩阵的方法; 并证明了构造出的观测矩阵满足有限等距性质(Restricted Isometry Property; RIP). 仿真实验结果表明; 本文设计的矩阵与高斯随机矩阵; 伯努利矩阵; 稀疏矩阵; 混沌矩阵相比具有同样的性能. 将确定性随机矩阵应用于语音信号的压缩与重构; 语音质量的主客观评价均显示; 确定性随机矩阵具有良好的重构性能.,信号处理,2014,5
CCRank: Parallel Learning to Rank with Cooperative Coevolution.,Shuaiqiang Wang; Byron J Gao; Ke Wang; Hady Wirawan Lauw,Abstract We propose CCRank; the first parallel algorithm for learning to rank; targetingsimultaneous improvement in learning accuracy and efficiency. CCRank is based oncooperative coevolution (CC); a divide-and-conquer framework that has demonstrated highpromise in function optimization for problems with large search space and complexstructures. Moreover; CC naturally allows parallelization of sub-solutions to the decomposedsubproblems; which can substantially boost learning efficiency. With CCRank; weinvestigate parallel CC in the context of learning to rank. Extensive experiments onbenchmarks in comparison with the state-of-the-art algorithms show that CCRank gains inboth accuracy and efficiency.,AAAI,2011,5
International Photodynamic Therapy Group for High-Grade Dysplasia in Barrett’s Esophagus. Squamous overgrowth is not a safety concern for photodynamic therap...,MP Bronner; BF Overholt; SL Taylor; RC Haggitt; KK Wang; JS Burdick; CJ Lightdale; M Kimmey; HR Nava; MV Sivak; N Nishioka; H Barr; MI Canto; N Marcon; M Pedrosa; M Grace; M Depot,*,Gastroenterology,2009,5
Building decision trees on records linked through key references,Ke Wang; Yabo Xu; Philip S Yu; Rong She,Abstract We consider the classification problem where the data is given by a collection oftables related by a hierarchical structure of key references and class labels contained in theroot table. Each parent table represents a many-to-many relationship type among its childtables. Such data are frequently found in relational databases; data warehouses; XML data;and biological databases. One solution is joining all tables into a universal table based onthe recorded relationships; but it suffers from a significant blowup caused by many-to-manyrelationships. Another solution is treating the problem as relational learning; at the cost ofincreased complexity and degraded performance. We propose a novel method that buildsexactly the same decision tree classifier as built from the joined table; but not the blowuprequired in the traditional approach.,*,2005,5
QUICK: graphical user interface to multiple databases,Wang Chiew Tan; Ke Wang; Limsoon Wong,Formulating queries to access multiple databases can be a formidable task; especially whenmany terms from various databases and complex constraints are involved. To specify amultidatabase query; the user usually has to search through documents for exact databaseterms and learn the multidatabase language. The report presents QUICK (QUery Interface toCPL-Kleisli); a graphical user interface to multiple databases; CPL is a high-levelmultidatabase language built on top of an open query system Kleisli. QUICK allows users tohandle overwhelming information from different data sources in an intuitive and uniformmanner. The query specification is reduced to specifying user's terms in his/her own world;selecting paths and specifying constraints in a graph. QUICK is able to automaticallygenerate a CPL query that corresponds to the user's intent.,Database and Expert Systems Applications; 1996. Proceedings.; Seventh International Workshop on,1996,5
Microstructural Characterization of Thin Polyimide Films by Positron Lifetime Spectroscopy,A Eftekhari; AK St. Clair; DM Stoakley; Danny R Sprinkle; JJ Singh,Positron lifetimes have been measured in a series of thin aromatic polyimide films. Noevidence of positronium formation was observed in any of the films investigated. All test filmsexhibited only two positron lifetime components; the longer component corresponding to thepositrons annihilating at shallow traps. Based on these trapped positron lifetimes; freevolume fractions have been calculated for all the films tested. A free volume model has beendeveloped to calculate the dielectric constants of thin polyimide films. The experimental andthe calculated values for the dielectric constants of the films tested are in reasonably goodagreement. It has been further noted that the presence of bulky CF3 groups and metalinkages in the polyimide structure results in higher free volume fraction and; consequently;lower dielectric constant values for the films studied.,*,1994,5
On the boundedness of constant-time-maintainable database schemes,Héctor J Hernández; Ke Wang,Constant-time-maintainable database schemes are highly desirable with respect toconstraint enforcement; since it is possible to determine whether any of their consistentstates plus an inserted tuple is consistent in time independent of the state size. Severalproper subclasses of constant-time-maintainable database schemes are known to bebounded with respect to dependencies and hence very desirable with respect to queryanswering. However; whether the whole class of constant-time-maintainable databaseschemes is bounded is not known for sure. In this paper; it is proven that the entire class ofconstant-time-maintainable database schemes is bounded with respect to dependenciesand thus very desirable with respect to query answering in the following cases:(1) only cover-embedded functional dependencies appear as constraints;(2) only equality-generating …,SIAM Journal on Computing,1993,5
Small sum privacy and large sum utility in data publishing,Ada Wai-Chee Fu; Ke Wang; Raymond Chi-Wing Wong; Jia Wang; Minhao Jiang,Abstract While the study of privacy preserving data publishing has drawn a lot of interest;some recent work has shown that existing mechanisms do not limit all inferences aboutindividuals. This paper is a positive note in response to this finding. We point out that not allinference attacks should be countered; in contrast to all existing works known to us; andbased on this we propose a model called SPLU. This model protects sensitive information;by which we refer to answers for aggregate queries with small sums; while queries withlarge sums are answered with higher accuracy. Using SPLU; we introduce a sanitizationalgorithm to protect data while maintaining high data utility for queries with large sums.Empirical results show that our method behaves as desired.,Journal of biomedical informatics,2014,4
Small count privacy and large count utility in data publishing,Ada Wai-Chee Fu; Jia Wang; Ke Wang; Raymond Chi-Wing Wong,Abstract: While the introduction of differential privacy has been a major breakthrough in thestudy of privacy preserving data publication; some recent work has pointed out a number ofcases where it is not possible to limit inference about individuals. The dilemma that isintrinsic in the problem is the simultaneous requirement of data utility in the published data.Differential privacy does not aim to protect information about an individual that can beuncovered even without the participation of the individual. However; this lack of coveragemay violate the principle of individual privacy. Here we propose a solution by providingprotection to sensitive information; by which we refer to the answers for aggregate querieswith small counts. Previous works based on $\ell $-diversity can be seen as providing aspecial form of this kind of protection. Our method is developed with another goal which is …,arXiv preprint arXiv:1202.3253,2012,4
Probabilistic inference protection on anonymized data,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Ke Wang; Yabo Xu; Jian Pei; S Yu Philip,Background knowledge is an important factor in privacy preserving data publishing.Probabilistic distribution-based background knowledge is a powerful kind of backgroundknowledge which is easily accessible to adversaries. However; to the best of our knowledge;there is no existing work that can provide a privacy guarantee under adversary attack withsuch background knowledge. The difficulty of the problem lies in the high complexity of theprobability computation and the non-monotone nature of the privacy condition. The onlysolution known to us relies on approximate algorithms with no known error bound. In thispaper; we propose a new bounding condition that overcomes the difficulties of the problemand gives a privacy guarantee. This condition is based on probability deviations in theanonymized data groups; which is much easier to compute and which is a monotone …,Data Mining (ICDM); 2010 IEEE 10th International Conference on,2010,4
Design of a compact polarization beam splitter based on a deformed photonic crystal directional coupler,Ren Gang; Zheng Wan-Hua; Wang Ke; Du Xiao-Yu; Xing Ming-Xin; Chen Liang-Hui,Abstract In this paper a compact polarization beam splitter based on a deformed photoniccrystal directional coupler is designed and simulated. The transverse-electric (TE) guidedmode and transverse-magnetic (TM) guided mode are split due to different guidingmechanisms. The effect of the shape deformation of the air holes on the coupler is studied. Itdiscovered that the coupling strength of the coupled waveguides is strongly enhanced byintroducing elliptical airholes; which reduce the device length to less than 18.5 μm. A finite-difference time-domain simulation is performed to evaluate the performance of the device;and the extinction ratios for both TE and TM polarized light are higher than 20 dB.,Chinese Physics B,2008,4
Large hierarchical document clustering using frequent itemsets,K Wang; M Ester,*,In Proceedings of SIAM International Conference on Data Mining 2003 (SDM 2003),2003,4
Mining is-part-of association patterns from semistructured data,Ke Wang; Huiqing Liu,Abstract One example of semistructured data sources is the World Wide Web (WWW). In thesemistructured world; the individual schema contained in each object has replaced theexternal schema of the data. An immediate implication on data mining is that it has to dealwith both data and schemas. This requires the data generalization to trace the role of objectsand handle structural irregularity; arbitrary nesting of ordered and unordered types; andcyclic object references. We introduce the framework of is-part-of association patterns toaddress the issue. We show applications of mining is-part-of association patterns in severaldisparate domains.,*,2001,4
Some positive results for boundedness of multiple recursive rules,Ke Wang,Abstract Following results are sketched in this extended abstract:(1) Datalog recursiveprograms where each rule has at most one subgoal called unit recursions are shown to bebounded; with an effective construction of equivalent non-recursive programs.(2) Ageneralized chain program; which allow IDB predicates of arbitrary arity and remove theuniqueness condition of chain variables; is bounded if and only if it is a unit recursion.(3)The characterization of uniform unboundedness for linear sirups in [NS] is extended to asubstantial superclass called class C+.(4) Boundedness for class C+ with multiple exit rulesis decidable in polynomial space.(5) Predicate boundedness is decidable in doublyexponential time for a large class of Datalog programs that properly contains all connectedmonadic programs.(6) For binary linear programs; program boundedness is decidable if …,International Conference on Database Theory,1995,4
Developing retinal biomarkers of neurological disease: an analytical perspective,Ian JC MacCormick; Gabriela Czanner; Brian Faragher,The inaccessibility of the brain poses a problem for neuroscience. Scientists havetraditionally responded by developing biomarkers for brain physiology and disease. Theretina is an attractive source of biomarkers since it shares many features with the brain.Some even describe the retina as a 'window'to the brain; implying that retinal signs areanalogous to brain disease features. However; new analytical methods are needed to showwhether or not retinal signs really are equivalent to brain abnormalities; since this requiresgreater evidence than direct associations between retina and brain. We; therefore propose anew way to think about; and test; how clearly one might see the brain through the retinalwindow; using cerebral malaria as a case study.,Biomarkers in medicine,2015,3
Sensitive disclosures under differential privacy guarantees,Chao Han; Ke Wang,Non-independent reasoning (NIR) refers to learning the information of one record from otherrecords; under the assumption that these records share the same underlying distribution.Accurate NIR could disclose private information of an individual. An important assumptionmade by differential privacy is that NIR is considered to be non-violation of privacy. In thiswork; we investigate the extent to which private information of an individual may bedisclosed through NIR by query answers that satisfy differential privacy. We first define whata disclosure means under NIR by randomized query answers. We then present a formalanalysis on such disclosures by differentially private query answers. Our analysis on real lifedatasets demonstrates that while disclosures of NIR can be eliminated by adopting a morerestricted setting of differential privacy; such settings adversely affects the utility of query …,Big Data (BigData Congress); 2015 IEEE International Congress on,2015,3
The earliest stage of phase growth in sharp concentration gradients,B Parditka; J Toman; C Cserhati; Zs Jánosfalvi; A Csik; I Zizak; R Feyerherm; G Schmitz; Z Erdelyi,Abstract Phase nucleation in sharp concentration gradient and the beginning of phasegrowth is investigated in Ni–Si and Co–Si systems experimentally and by computersimulation. We applied a combination of X-ray diffraction; four-wire resistance; grazingincidence X-ray fluorescence analysis and extended X-ray absorption fine structurespectroscopy in fluorescence detection with X-ray standing waves for the depth profiling of a-Si/Ni/a-Si (and a-Si/Co/a-Si) layers with nanometer resolution. We observed that a mixture ofNi and Si with a 2: 1 composition ratio is formed at the interfaces during sample preparation;but its thickness was different at the a-Si/Ni and Ni/a-Si interfaces of opposite stacking.During annealing; the Ni 2 Si crystalline phase formed; but; surprisingly; we observed thatthe thicker Ni 2 Si layer grew faster than the thinner one. Similar peculiar behaviour was …,Acta Materialia,2015,3
内生无限平面网格上基于策略互动的均衡网络结构及吸收集,宋丽， 高红伟， 陈春蕊， 李康， 胡平， 王坤,Abstract This paper deals with strategic interaction model based on the endogenous infinitelattice. The properties of the equilibrium and the tendency of players' strategy are theresearch objective. In every period of the dynamic process; players update their strategy atthe same time. We study how the relationship between the cost of link formation and thepayoff influences the equilibrium structure and the absorbing set. The main contribution ofthe paper is combining the endogenous network with the strategic interaction on theendogenous infinite lattice. We also give the accurate characteristics of the equilibriumstructure and the absorbing set with different parameters.,运筹学学报,2012,3
genBlastG: extending BLAST to be a high performance gene finder,Rong She; J Shih-Chieh Chu; Bora Uyar; Jun Wang; Ke Wang; Nansheng Chen,ABSTRACT Motivation: BLAST users frequently expect to obtain homologous genes withcertain similarity to their query genes. But what they get from BLAST searches are oftencollections of local alignments called HSPs. On the other hand; most homology-based genefinders have been built using computation-intensive algorithms; without taking fulladvantage of BLAST searches that have been perfected over the last decades. Results:Here we report an efficient algorithm; genBlastG that directly uses the HSPs reported byBLAST to define high quality gene models. Availability: http://genome. sfu.ca/genblast/download. htm l Contact: chenn@ sfu. ca,Bioinformatics,2011,3
Publishing skewed sensitive microdata,Yabo Xu; Ke Wang; Ada Wai-Chee Fu; Raymond Chi-Wing Wong,Abstract A highly skewed microdata contains some sensitive attribute values that occur farmore frequently than others. Such data violates the “eligibility condition” assumed byexisting works for limiting the probability of linking an individual to a specific sensitiveattribute value. Specifically; if the frequency of some sensitive attribute value is too high;publishing the sensitive attribute alone would lead to linking attacks. In many practicalscenarios; however; this eligibility condition is violated. In this paper; we consider how topublish microdata under this case. A natural solution is “minimally” suppressing“dominating” records to restore the eligibility condition. We show that the minimality ofsuppression may lead to linking attacks. To limit the inference probability; we propose arandomized suppression solution. We show that this approach has the least expected …,*,2010,3
Soft Lander of Lunar Lander [J],Ya-bing HU; Yi SUN,The application and development of the soft lander of lunar lander were described in thispaper. The performance requirement and composition of the lander were introduced; andthe lander was classified according to the leg structure of the lander and the kinds of thebuffer. The modularization design of the main structure; leg and buffer of the lander wasdiscussed. The dynamics research in the phases of launch; flying in the orbit; landing andafter landing of the lander were presented. The key technologies of the buffer design;general construction of the lander; and major paraemeters distribution of the buffer andgeneral construction were analyzed; which had value to the design of the soft laner for thelunar lander.,Aerospace Shanghai,2010,3
慢光在光子晶体弯折波导中的高透射传播,杜晓宇， 郑婉华， 张冶金， 任刚， 王科， 邢名欣， 陈良惠,研究了慢光模式在SOI (silicon2on2insulator) 材料光子晶体线缺陷弯折波导中的传输特性.通过优化波导弯折处的结构参数; 慢光模式在光子晶体608 与1208 弯折波导中的透射率提高10倍以上; 归一化透射率分别达到80% 和60% 以上. 为了进一步减慢光速; 设计了新颖的高Q值耦合腔弯折波导结构; 在归一化透射率达到75% 的基础上; 光波群速度低至c/170 (c为真空光速). 研究结果对于增强光子晶体的慢光效应; 提高光子晶体慢光器件的微型化和集成化都有一定的积极意义.,物理学报,2008,3
Design and optimization of photonic crystal coupling layer for bi-color quantum well infrared photodetectors,Ke Wang; Wan-Hua Zheng; Gang Ren; Xing Ming-Xin Du Xiao-Yu; Liang-Hui Chen,采用三维时域有限差分算法(3D* FDTD) 对GaAs/AlGaAs 量子阱红外探测器(QWIP)的顶部光子晶体光输入耦合层结构的电磁场分布进行了仿真分析; 得到了多种不同周期; 占空比;深度的二维光子晶体结构耦合效率及电磁场分布. 探索了一种双色探测器的光子晶体光输入耦合层结构的设计思路; 使之可对中波/长波或长波双色8/12! m 同时提供较高的耦合效率.,*,2008,3
Direct marketing when there are voluntary buyers,Yi-Ting Lai; Ke Wang; Daymond Ling; Hua Shi; Jason Zhang,In traditional direct marketing; the implicit assumption is that customers will only purchasethe product if they are contacted. In real business environments; however; there are"voluntary buyers;" who will still make the purchase in the absence of a contact. While nodirect promotion is needed for voluntary buyers; the traditional response-driven paradigmtends to target such customers. This paper presents" influential marketing;" targeting onlythose whose purchase decisions can be positively influenced; ie buyers who are non-voluntary. Our novel; practical solution to this problem gives promising results.,Data Mining; 2006. ICDM'06. Sixth International Conference on,2006,3
Profit mining,Senqiang Zhou; Ke Wang,Abstract A major obstacle in data mining applications is the gap between the statistic-basedpattern extraction and the value-based decision-making.“Profit mining” aims to reduce thisgap. In profit mining; given a set of past transactions and pre-determined target items; welike to build a model for recommending target items and promotion strategies to newcustomers; with the goal of maximizing profit. Though this problem is studied in the context ofretailing environment; the concept and techniques are applicable to other applications undera general notion of “utility”. In this short article; we review existing techniques and brieflydescribe the profit mining approach recently proposed by the authors. The reader is referredto (Wang; Zhou & Han; 2002) for the details.,*,2005,3
User-defined association mining,Ke Wang; Yu He,Abstract Discovering interesting associations of events is an important data mining task. Inmany real applications; the notion of association; which defines how events are associated;often depends on the particular application and user requirements. This motivates the needfor a general framework that allows the user to specify the notion of association of his/herown choices. In this paper we present such a framework; called the UDA mining (User-Defined Association Mining). The approach is to define a language for specifying a broadclass of associations and yet efficient to be implemented. We show that (1) existing notionsof association mining are instances of the UDA mining; and (2) many new ad-hocassociation mining tasks can be defined in the UDA mining framework.,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2001,3
Importance of gut microbiota in health and diseases of new born infants,Jisheng Gao; Hongwei Wu; Jinfeng Liu,Abstract The multifarious assortment of microorganisms present in gut of humans is termedas gut microbiota. These include 1;000 species accompanied by approximately 2 milliongenes in an individual adult. The gut microbiota has multifactorial protective roles againstallergic reactions; inflammation; cardiac pathological states and even in the state ofmalignant carcinogenesis existing in humans. By contrast; adverse alterations in themicrobiota result in chronic pathological states; including autoimmune diseases; cancer andcirculatory system obstructions. Gut bacteria also maintain sensitivity towards nutritionalchanges as well as antibiotics. The present review article focused on the importance of gutbacteria in newborn infants with special reference to their protective role in various pediatricpathological states linked with gut bacteria. In addition; the importance of probiotics in …,Experimental and therapeutic medicine,2016,2
Generalized bucketization scheme for flexible privacy settings,Ke Wang; Peng Wang; Ada Waichee Fu; Raymond Chi-Wing Wong,Abstract Bucketization is an anonymization technique for publishing sensitive data. The ideais to group records into small buckets to obscure the record-level association betweensensitive information and identifying information. Compared to the traditional generalizationtechnique; bucketization does not require a taxonomy of attribute values; so is applicable tomore data sets. A drawback of previous bucketization schemes is the uniform privacy settingand uniform bucket size; which often results in a non-achievable privacy goal or excessiveinformation loss if sensitive values have variable sensitivity. In this work; we present aflexible bucketization scheme to address these issues. In the flexible scheme; each sensitivevalue can have its own privacy setting and buckets of different sizes can be formed. Thechallenge is to determine proper bucket sizes and group sensitive values into buckets so …,Information Sciences,2016,2
Identifying PCB Contaminated Transformers Through Active Learning,Yin Chu Yeh; Wenyuan Li; Adriel Lau; Ke Wang,Exposure to polychlorinated biphenyals (PCBs) is hazardous to human health. The UnitedNations Environment Programme has decreed that nations; including Canada and USA;must eliminate PCB contaminated equipment such as transformers by 2025. To determinethe PCB status of a transformer with absolute certainty; the oil mixture of the transformermust be sampled because transformers labeled as non-PCB could be cross-contaminated.Since sealed oil mixture sampling is costly; for the first time; we apply an iterative machinelearning technique called active learning to classify PCB contaminated transformers whileminimizing a cost metric that integrates the classification error cost and the sampling cost.We propose a dynamic sampling method to address two key issues in active learning: thesampling size per iteration and the stopping criterion of the sampling process. The …,IEEE Transactions on Power Systems,2013,2
Study on the Three Kinds of GIS Partial Discharge Detection [J],Hongping MA; Zhuo YANG; Xiangyu TANG,In order to explore the sensitivity and the parameters of relationship among the electricalresearch association (ERA); the ultra high frequency (UHF) and the UV imaging technologyin partial discharge detection; using the simulation GIS to establish a set of partial dischargedetection platform. The ERA; the UHF and UV imaging technology are applicated to carryout the measurement of partial discharge activity under several typical model of simulationGIS cavity; access to a large number of experimental data and maps. The studies show thatthe sensitivity of the ERA is the highest among them; the sensitivity of the UHF is higher thanUV imaging technology. And the three kings have same trend reflecting the change of PDlevel; but there is not direct linear relationship among them. In order to accurately determinethe severity of PD; a variety of detection method be should used.,Science Technology and Engineering,2013,2
Computing join aggregates over private tables,Rong She; Ke Wang; Ada Waichee Fu; Yabo Xu,With explosive growth in data storage and networking; collaboration among various dataholders has become more and more important. Such collaboration frequently involvesmultiple private sources where free-access to private data is difficult or impossible due toprivacy concerns. Therefore; techniques that address the need of privacy-preservingcollaborative data analysis are critical (Clifton et al.; 2004). For example; a hospitalmaintains the medical histories of patients; denoted as table H; and a research institutemaintains the records of patients' DNA samples; denoted as R. Both tables contain theattribute “Patient_Name” that is not necessarily a key attribute if a patient has severaldiseases or DNA samples. To establish the relationships between diseases and DNAanomalies; the research institute issues the following query that returns the aggregated …,Strategic Advancements in Utilizing Data Mining and Warehousing Technologies: New Concepts and Developments: New Concepts and Developments,2009,2
Computing join aggregates over private tables,Rong She; Ke Wang; Ada Waichee Fu; Yabo Xu,Abstract We propose a privacy-preserving protocol for computing aggregation queries overthe join of private tables. In this problem; several parties wish to share aggregatedinformation over the join of their tables; but want to conceal the details that generate suchinformation. The join operation presents a challenge to privacy preservation because itrequires matching individual records from private tables. We solve this problem by a novelsketching protocol that securely computes some randomized summary information overprivate tables. It ensures that during the query computation process; no party will learn otherparties' private data; including the individual records and data distributions. Previous workshave not provided this level of privacy for such queries.,International Conference on Data Warehousing and Knowledge Discovery,2007,2
