Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
Methods of preparing and purifying carbon nanotubes; carbon nanotubes; and an element using the same,*,A method of preparing carbon nanotubes (CNT); a method of purifying carbon nanotubes;carbon nanotubes; and an element using said carbon nanotubes are provided. The methodincludes preparing carbon nanotubes by arc-discharge and employs a coordinationchemistry process to remove a catalyst and/or optional promoter used in arc-discharge.,*,2010,9
Detection of the Hepatitis E virus (HEV) and Its Histopathologic Observation in Liver of Slaughtered Swine [J],Ying-hua WANG; Hai-tao WEI; Rui-ping SHE; Jing-yi ZHAO; Wen-gui LI; Xiu-min LI; Li-qiang LIU; De-ping HAN; De-cheng WANG; Pin YU; Quan SUN,Five hundred and eighty one swine liver samples were collected from Slaughterhouse inBeijing; Henan and Hebei Provinces. Immunohistochemical stain and nested RT-PCR werecarried out to analysis the current status of Hepatitis E virus (HEV) infection. Results showedthat over 90% of the livers were positive for immunohistochemical stain. And 2 positivesamples for HEV RNA were found from 114 liver samples detected by nested RT-PCR.Sequence comparison showed that 2 Beijing strains (GenBank accession No. EU326142and EU375565) shared 99.2% homology within each other; and 74.9%~ 78.7%; 73.9%~74.1%; 74.6%~ 77% and 81.2%~ 93.7% to genotypes Ⅰ; Ⅱ; Ⅲ and Ⅳ; respectively.Phylogenetic tree analyses further revealed that the two positive swine HEV isolates wereclosely related to HEV AJ344171; AJ344172 and AJ344183 isolates and belonged to …,Journal of Agricultural Biotechnology,2008,9
Study on specific chromatogram of saikosaponin in Bupleurum chinense,Yuan-yuan Li; Xue-mei Qin; Yu-qing Wang; Jian-ying YUE; Jian-pin HAO; Li-zeng ZHANG; Xiao-qing GUO,OBJECTIVE To establish an HPLC method for identification of Bupleurum chinense andmake comparison with chromatograms of Radix Bupleuri collected from different areas so asto establish a sensitive and specific method for controlling the quality of Radix Bupleuri.METHODS The HPLC-UV chromatogram of Radix Bupleuri was conductes usingacidification samples with a C18 analytical column gradient elution with a mixture consistingof acetonitrile and water at a flow rale of 1.0 mL· min1 and the UV detector at 240 nm.RESULTS The mutual mode of HPLC-UV specific chromatogrem was set up; and the similardegrees to the crude drugs of different habitats were compared. Samples were separatedinto six species by SPSS. CONCLUSION It is simple and quick to identify Bupleurumchinense from different habitats with the method that can be used as quality controlitem …,Chinese Journal of Hospital Pharmacy,2007,9
Modeling and characteristics analysis of Two-Dimensional Space-Time clutter for bistatic airborne early warning radar,Wang Yongliang; Wei Jinwu; Chen Jianwen,*,Acta Electronica Sinica,2001,9
Genesis of thermal groundwaters from Siping'an district; China,Yanxin Wang; Grigority M Shpeyzer,Abstract Thermal groundwaters (40–52° C; pH= 7.4–7.8; Eh= 210–245 mV) from Siping'andistrict; Shanxi Province; northwestern China; are hydrogeochemically unique. Theiroccurrence is controlled by faulted structures in Precambrian host rocks. Theirhydrochemical type (5 springs and 2 wells) is mainly ClSO 4 Na; with TDS values around 1.0g/l. Some minor elements such as Si; Br; Sr; and Li; as well as neutral and acid bituminoussubstances are so enriched that the thermal waters can also be regarded as mineral waters.Their origin is meteoric; as indicated by 3 lines of geochemical evidence:(1) their δD and δ18 O compositions are very close to the Craig meteoric line;(2) their dissolved gascompositions are N 2-dominated; with less O 2 and CO 2; and (3) the 3 He/4 He ratios arelow (0.028). Geochemical processes responsible for the genesis of the hydrochemical …,Applied geochemistry,1997,9
Erickson;",Fan Chen,*,Computer Software for Wastewater Treatment Plant Design;" Journal WPCF,1972,9
Transit times and mean ages for nonautonomous and autonomous compartmental systems,Martin Rasmussen; Alan Hastings; Matthew J Smith; Folashade B Agusto; Benito M Chen-Charpentier; Forrest M Hoffman; Jiang Jiang; Katherine EO Todd-Brown; Ying Wang; Ying-Ping Wang; Yiqi Luo,Abstract We develop a theory for transit times and mean ages for nonautonomouscompartmental systems. Using the McKendrick–von Förster equation; we show that themean ages of mass in a compartmental system satisfy a linear nonautonomous ordinarydifferential equation that is exponentially stable. We then define a nonautonomous versionof transit time as the mean age of mass leaving the compartmental system at a particulartime and show that our nonautonomous theory generalises the autonomous case. We applythese results to study a nine-dimensional nonautonomous compartmental system modelingthe terrestrial carbon cycle; which is a modification of the Carnegie–Ames–Stanfordapproach model; and we demonstrate that the nonautonomous versions of transit time andmean age differ significantly from the autonomous quantities when calculated for that …,Journal of mathematical biology,2016,8
Highly selective detection of trace Cu2+ based on polyethyleneimine-reduced graphene oxide nanocomposite modified glassy carbon electrode,Rere Hu; Hao Gou; Zunli Mo; Xiaojiao Wei; Yawen Wang,Abstract Polyethyleneimine-reduced graphene oxide (PEI-RGO) nanocomposites weresynthesized via the nucleophilic substitution reactions between the active amine groups inPEI and the surface-exposed epoxy groups in graphene oxide. The nanocompositescombining with nafion were used as the sensing material for the analysis of trace amount ofCu 2+ in solution using differential pulse anodic stripping voltammetry (DPASV) and showedspecific electrochemical properties. Various experimental parameters that exert influence ondeposition and stripping of metal ions; such as pH values; deposition potential; anddeposition time; were optimized. Under the optimized parameters; the stripping peaksresponse increased linearly with increasing concentration of Cu 2+ in the ranges of 1 to 70μmol/L; which was the general feature of the DPASV method for the application of trace …,Ionics,2015,8
Novel optimization theories and implementations in numerical methods,Yingxu Wang; John Nielsen; Vassil Dimitrov,Optimization is a searching process for seeking the maximum and/or minimum of a one ormultidimensional function. Optimization is widely used to obtain the best outcomes of adesign; solution; prototype; and project in science and engineering. This paper presents twonovel numerical methods for function optimization known as the binary section search (BSS)method and the sliced reduction search (SRS) method. For each of the numerical methodsdeveloped in this paper; its conceptual model; mathematical model; and algorithm areformally modeled and analyzed. A set of comparative experiment results in MATLAB® isprovided. Interesting findings are reported based on comparative studies of numericaloptimization methods and their complexity and performance. It is found that the goldensearch method is not the fastest converging bracket method for 1-D function optimization …,Journal of Advanced Mathematics and Applications,2013,8
Solvent-dependent excited state intramolecular proton transfer (ESIPT) pathways from phenol to carbon in 2; 5-dihydroxyphenyl arenes,Yu-Hsuan Wang; Peter Wan,The ESIPT of three 2; 5-dihydroxyphenyl-substituted arenes 9–11 was studied in varioussolvent systems; to investigate the direction of the proton transfer from the phenol to therespective carbons of naphthyl; phenanthrenyl and anthryl aromatic rings. In neat CH3CN; 9–11 undergo direct ESIPT from the phenolic OH to the ipso-position of the correspondingaromatic carbon acceptors; via an intramolecular charge transfer state (S1; ct); giving rise toobservable zwitterions; ZIs 35; 25; 27; respectively. Surprisingly; the generated ZI in 9proceeds via a 1; 2-phenyl migration followed by re-aromatization to afford 16 (a structuralisomer of 9) in quantitative yield. In 10 and 11; the corresponding ZIs proceed viaelectrocyclic ring closure to furnish 20 and 28; respectively. In the case of 10; anotherintrinsic ESIPT pathway takes place to the 10-position of a phenanthrenyl ring; giving QM …,Photochemical & Photobiological Sciences,2013,8
Cognitive Informatics for Revealing Human Cognition: Knowledge Manipulations in Natural Intelligence: Knowledge Manipulations in Natural Intelligence,Yingxu Wang,With the developments and intersection of science and engineering; cognitive informaticshas emerged as a new and intriguing field of study which investigates the naturalintelligence and internal information processing mechanisms of the brain as well as themethods involved in perception and cognition. Cognitive Informatics for Revealing HumanCognition: Knowledge Manipulations in Natural Intelligence presents a comprehensivecollection of research that builds a link between natural and life sciences with informaticsand computer science. This book is practical for researchers; practitioners; and graduatestudents interested in investigating cognitive mechanisms and the human informationprocesses.,*,2012,8
Clinical features and immunohistochemical expression levels of androgen; estrogen; progesterone and Ki-67 receptors in relationship with gross-total resected meni...,Yingqun Tao; Guobiao Liang; Zhiyong Li; Yunjie Wang; Anhua Wu; Hailong Wang; Yicheng Lu; Zhenyang Liu; Guohan Hu,Abstract Objective. To investigate the recurrent risk factors of intracranial meningiomas aftergross-total resection (Simpson 蕅 Grade). Methods. We retrospectively analysed 162meningiomas in the General Hospital of Shenyang Military Region and ChangzhengHospital in Shanghai China; which underwent nearly gross-total resection usingmicroneurosurgery techniques from 2002 to 2007. Monofactorial and Cox regressionstatistics methods were carried out to analyse the relationship between the post-operationtumour relapse and some clinical features including the patient sex; age; tumour size;tumour shape; tumour pathological grade and the immunohistochemical expression levelsof Ki-67; androgen receptor (AR); estrogen receptor (ER) and progesterone receptor (PR).Results. There are 53 recurrent meningiomas during the follow-up period. The recurrent …,British journal of neurosurgery,2012,8
语法信息与韵律结构的分析与预测,王永鑫， 蔡莲红,摘! 要"!"# $% &'()*+ &;-./01# 331 $23% 456789!:;<=>? 7/@% &;-A BCD% E.FGHIJKLMN/OPQR!"# $ ST% U//VW% XYI/VW% Z [\!] U/%!"# $67&!"# $ R/O/^ _% 42abH9c!dabH () ef% ghiC! U/%!"# $ jR/O# $ kK! l* Nmno% p2!!"# $ qrst/O# $ ab ()%!"# $ uR/O# $N4_v! wx y>/z/^%{|%,中文信息学报,2010,8
Soil productivity maintenance technique of poplar plantation under continuous cropping,Liu Fude; Jiang Yuezhong3 Wang Huatian1 Wang Ying; Kong Linggang,In order to study the results of soil productivity maintenance measurements; soil nutrient; soilenzyme activities and soil microbes of intercropping forestland; soil replacing (replacingsand with fertile farming soil) forestland and cultivar-alternated forestland were measured inthe field along the Shu River in Juxian County in Shandong Province. The results showedthat in soil-replaced forestland; the DBH and the height of stands increased significantly; andsoil nutrient; the activities of urease; peroxidase; polyphenol and the number of soilmicrobes were improved; bacteria; fungi; actinomyces increased 1.55; 2.05; 1.24 timescompared with CK. Soil organic matter; available N; available K; the activities of soil urease;peroxidase; polyphenol; the amount of soil microbes of cultivar-alternated forestlandincreased; and bacteria; fungi; actinomyces increased 3.18~ 23.91; 3.40~ 28.71; 0.71 …,Scientia Silvae Sinicae,2007,8
Organization and transcription strategy of genome of Bombyx mori bidensovirus (China isolate) VD1,WANG Yong-Jie; YAO Qin; CHEN Ke-Ping; HAN Xu,Abstract To better understand the genomic structure and function of Bombyx moribidensovirus (China isolate) VD 1; the VD 1 was purified and cloned into the pUC119 vector;and the complete nucleotide sequence of VD 1 was determined. Sequence analysis showedthat VD 1 genome consisted of 6 543 nt; including inverted terminal repeats (ITRs) of 224 nt.In the viral genome; three open-reading frames (ORF1; ORF2; and ORF3) in the plus strandand one major ORF (ORF4) in the complementary strand were identified. Comparison of thecomplete genome sequence between Bombyx mori bidensovirus (China isolate) andBmDNV-2 (Yamanashi isolate) showed an identity of 98.4% in VD 1; with a total number of104 bp substitutions and 1 bp insertion in Bombyx mori bidensovirus (China isolate); thehighly variable regions were mainly located in VD 1 ORF3 and VD 1 ORF4. Northern …,Chinese Journal of Biotechnology,2006,8
Effect of La doping on ferroelectric properties of Bi 4 Ti 3 O 12 thin film,Dong-Yun Guo; Yun-Bo Wang; Jun Yu; Jun-Xiong Gao; Mei-Ya Li,铁电存储器是一种在断电时不会丢失存储信息的非易失存储器; 具有高速; 高密度;低功耗和抗辐射等优点; 显示出良好的应用前景和极大的发展潜力[1; 2]. 钛酸铋(Bi4 Ti3 O12;简写为BTO) 是具有层状钙钛矿结构的铁电材料[3—5]; 该晶体有两个自发极化方向; 在a轴方向剩余极化强度约为50! C/cm2; c 轴方向约为4! C/cm2. 由于BTO 薄膜生长过程中; 容易c轴取向; 因此BTO 薄膜的剩余极化强度也非常小(4—8,*,2006,8
Research on the high specific impulse bipropellant liquid apogee engine,Liu Changguo; Zhang Zhongguang; Han Hongyin,*,Aerospace Shanghai,2003,8
Responses of two nonlinear microbial models to warming and increased carbon input,YP Wang; J Jiang; Benito Chen-Charpentier; Fola B Agusto; Alan Hastings; F Hoffman; Martin Rasmussen; Matthew J Smith; K Todd-Brown; Y Wang; X Xu; YQ Luo,Abstract A number of nonlinear microbial models of soil carbon decomposition have beendeveloped. Some of them have been applied globally but have yet to be shown torealistically represent soil carbon dynamics in the field. A thorough analysis of their keydifferences is needed to inform future model developments. Here we compare two nonlinearmicrobial models of soil carbon decomposition: one based on reverse Michaelis–Mentenkinetics (model A) and the other on regular Michaelis–Menten kinetics (model B). Usinganalytic approximations and numerical solutions; we find that the oscillatory responses ofcarbon pools to a small perturbation in their initial pool sizes dampen faster in model A thanin model B. Soil warming always decreases carbon storage in model A; but in model B itpredominantly decreases carbon storage in cool regions and increases carbon storage in …,Biogeosciences,2016,7
Big Data Analytics on the characteristic equilibrium of collective opinions in social networks,Yingxu Wang; Victor J Wiebe,Abstract Big data are products of human collective intelligence that are exponentiallyincreasing in all facets of quantity; complexity; semantics; distribution; and processing costsin computer science; cognitive informatics; web-based computing; cloud computing; andcomputational intelligence. This paper presents fundamental big data analysis and miningtechnologies in the domain of social networks as a typical paradigm of big data engineering.A key principle of computational sociology known as the characteristic opinion equilibrium isrevealed in social networks and electoral systems. A set of numerical and fuzzy models forcollective opinion analyses is formally presented. Fuzzy data mining methodologies arerigorously described for collective opinion elicitation and benchmarking in order to enhancethe conventional counting and statistical methodologies for big data analytics.,*,2016,7
Cellulose structure and lignin distribution in normal and compression wood of the Maidenhair tree (Ginkgo biloba L.),Seppo Andersson; Yurong Wang; Raili Pönni; Tuomas Hänninen; Marko Mononen; Haiqing Ren; Ritva Serimaa; Pekka Saranpää,Abstract We studied in detail the mean microfibril angle and the width of cellulose crystalsfrom the pith to the bark of a 15-year-old Maidenhair tree (Ginkgo biloba L.). The orientationof cellulose microfibrils with respect to the cell axis and the width and length of cellulosecrystallites were determined using X-ray diffraction. Raman microscopy was used tocompare the lignin distribution in the cell wall of normal/opposite and compression wood;which was found near the pith. Ginkgo biloba showed a relatively large mean microfibrilangle; varying between 19 and 39 in the S2 layer; and the average width of cellulosecrystallites was 3.1–3.2 nm. Mild compression wood without any intercellular spaces orhelical cavities was observed near the pith. Slit-like bordered pit openings and a heavilylignified S2L layer confirmed the presence of compression wood. Ginkgo biloba showed …,Journal of integrative plant biology,2015,7
A feasibility study on the design; development and operation of an automated oceanic wave surface glider robot,Amir M Anvara Yao Wanga; Amir Parsa Anvara; Eric Hua,Abstract: As oceanic research continues to grow for scientific and commercial purposes;demand for knowledge pertaining to the ocean continues to increase. This researchinvestigates a Wave Glider that was developed by engineers for the purpose of collectingdata from oceans. The Wave Glider is a novel two-body unmanned surface vehicle (USV).Compared to traditional unmanned surface vehicles; the Wave Glider has the uniqueadvantage of long term navigation ability. With this advantage; the vehicle can completemissions which require long-term ocean trials. This research project is focused on studyingthe feasibility of improving the design and operation of the Wave Glider and furtherdeveloping its capabilities. To obtain real-time data; a scale model based on the originalWave Glider design has been manufactured. Improvement to the original design has …,*,2013,7
Reference selection for hybrid toa/rss linear least squares localization,Yue Wang; Feng Zheng; Michael Wiemeler; Weiming Xiong; Thomas Kaiser,Linear least squares (LLS) estimation is a suboptimum but low-complexity localizationmethod based on measurements of location-related parameters. It has been proved thatselection of the reference anchor influences the LLS localization accuracy. In addition;hybridization of different types of measurements can fix the deficiencies of one type ofmeasurements. In this paper; we proposed a new reference selection criterion for the hybridTOA/RSS LLS localization technique (called H-LLSRS); which considers both measuredranges and the information about their coarse variances. Moreover; we consider a generalscenario that variances of range measurements are different; and derive a weighted LLS(WLLS) estimator for hybrid TOA/RSS localization according to the information about theaccurate ranging variances and the correlations among the observations. Simulation …,Vehicular Technology Conference (VTC Fall); 2013 IEEE 78th,2013,7
Antioxidant Capability of Epi-catechins and Theaflavins In Vitro by Scavenging Hydroxyl Free Radical.,Tu Yun-fei; Yang Xiu-fang; Kong Jun-hao; Zhang Shi-kang; Zhu Yue-jin; Wang Yin-feng,Abstract In this paper; the scavenge ability of hydrogen free radical for both catechins (groupi) and gallate catechintheaflavins (group ii) was investigated by the method of quadraticgeneral rotate regression design. The results indicated that the scavenge ability of eachgroup increased along with the increasing content of each component in the system; exceptfor TF-DG which mainly played important role at the low concentration. In group i; thescavenge ability of of each component was in order of ECG &gt; EC &gt; EGCG; and thecontribution ratio of ECG in this system was more than 43%; which in sharp contrast tonegligible component of EGC. As for group ii; the order of each component in the scavengeability was TF-DG &gt; TF-MG &gt; ECG &gt; EGCG &gt; TF; and the contribution ratio of TF-DG exceeded 50%. Interestingly; the gallate catechins could not effectively play the role …,Natural Product Research & Development,2012,7
Analysis of Chinese interrogative intonation and its synthesis in HMM-Based synthesis system,Yongxin Wang; Jia Jia; Lianhong Cai,In the training process of HMM-based speech synthesis systems; the states of the HMMmodels are clustered based on the context features labeled on the training corpus. A goodfeature set would enable the synthesis system to generate natural prosody. In this paper; inorder to synthesize interrogative intonation; we analyzed the acoustic features of theinterrogative intonation and the context features that are related to the interrogativeintonation in Chinese. We then expanded the feature set used conventional HMM-basedspeech synthesis system with interrogative intonation related features. A new speechsynthesis system is trained with the proposed feature set. The analysis of train and synthesisresults show that the proposed feature set is able to discriminate declarative andinterrogative intonations. Perception listening test also shows the synthesis system using …,Internet Computing & Information Services (ICICIS); 2011 International Conference on,2011,7
The sweet taste quality is linked to a cluster of taste fibers in primates: lactisole diminishes preference and responses to sweet in S fibers (sweet best) chorda tympan...,Yiwen Wang; Vicktoria Danilova; Tiffany Cragin; Thomas W Roberts; Alexey Koposov; Göran Hellekant,Psychophysically; sweet and bitter have long been considered separate taste qualities;evident already to the newborn human. The identification of different receptors for sweet andbitter located on separate cells of the taste buds substantiated this separation. However; thisfinding leads to the next question: is bitter and sweet also kept separated in the next linkfrom the taste buds; the fibers of the taste nerves? Previous studies in non-human primates;P. troglodytes; C. aethiops; M. mulatta; M. fascicularis and C. jacchus; suggest that the sweetand bitter taste qualities are linked to specific groups of fibers called S and Q fibers. In thisstudy we apply a new sweet taste modifier; lactisole; commercially available as a suppressorof the sweetness of sugars on the human tongue; to test our hypothesis that sweet taste isconveyed in S fibers. We first ascertained that lactisole exerted similar suppression of …,BMC physiology,2009,7
Study on the optimal critical value of the Edinburgh Postnatal Depression Scale in the screening of antenatal depression [J],Xiu-jing GUO; Yu-qiong WANG; Ying LIU; Jing CHEN; Xiao-fen PU,Objective To identify the optimal critical value of the Edinburgh Postnatal Depression Scalein the screening of antenatal depression in women of the third trimester of pregnancy.Methods A prospective cohort of 436 women completed the Edinburgh PostnatalDepression Scale (EPDS) and DSM-IV-TR Axis I Disorders-Patient Edition (SCID-I/P). TheSCID-I/P was regarded as the gold standard for depression diagnosis. Results The optimalcritical value for EPDS to screen antenatal depression in women of the third trimester ofpregnancy was 9.5. The sensitivity and specificity was 0.786 and 0.834; respectively. Thearea under the curve was 0.845 (P0. 05). Conclusion The EPDS has an optimal criticalvalue; which is reliable in the screening of antenatal depression.,Chinese Journal of Nursing,2009,7
The formation of recumbent bamboo-like carbon nanotube patterns on a patterned gold substrate by chemical vapor deposition,Xianglong Li; Yunqi Liu; Lei Fu; Lingchao Cao; Dacheng Wei; Yu Wang,Abstract The pyrolysis of iron (II) phthalocyanine on an Au substrate under an atmosphere ofethanol/argon was found to produce recumbent bamboo-like multi-walled carbonnanotubes. By changing the pattern of the Au bars in the substrate; the configuration of thenanotube could be changed. A possible mechanism for the formation of these patterns issuggested.,Carbon,2008,7
Quantification of the multiplexing effect in multi-pinhole small animal SPECT,SP Mok; Y Wang; BMW Tsui,*,Conference Record of the 2006 Nuclear Science Symposium and Medical Imaging Conference; San Diego,2006,7
Computer-aided design and optimization of free-form reflectors,Bo Yang; Yongtian Wang,The design theory and method for illumination systems with free-form reflectors are studied.Uniform bicubic B-spline surfaces are used to describe the shape of the reflector; and thecontrol point coordinates are calculated by equation solving after the shape points of thereflector are obtained. An iterative method is developed to calculate the coordinates of theintersection point of an incident ray with a B-spline surface in 3D space. Formulae are givento calculate the direction cosines of the surface normal at the intersection point. Forsegmented reflectors; a method is presented to rapidly determine the segment with whichthe incident ray strikes; which can greatly improve the efficiency of ray-tracing for segmentedreflectors. The damped-least-squares method is used to optimize the B-spline surfacereflector. The Z-coordinates of the control points are adjusted through the optimization; so …,Optical Design and Testing II,2005,7
Towards a software process reference model (sprm),Y Wang; M Ross; G Staples; G King,*,Proceedings of International Conference on Software Process Improvement (SPI'96),1996,7
Brachiopods,R-s Fang; X-s Zhu,*,*,1974,7
Probiotic Bacillus amyloliquefaciens SC06 induces autophagy to protect against pathogens in macrophages,Yanping Wu; Yang Wang; Hai Zou; Baikui Wang; Qiming Sun; Aikun Fu; Yuanyuan Wang; Yibing Wang; Xiaogang Xu; Weifen Li,Probiotics are increasingly applied in popularity in both humans and animals. Decades ofresearch has revealed their beneficial effects; including the immune modulation in intestinalpathogens inhibition. Autophagy—a cellular process that involves the delivery ofcytoplasmic proteins and organelles to the lysosome for degradation and recirculation—isessential to protect cells against bacterial pathogens. However; the mechanism of probiotics-mediated autophagy and its role in the elimination of pathogens are still unknown. Here; weevaluated Bacillus amyloliquefaciens SC06 (Ba)-induced autophagy and its antibacterialactivity against Escherichia coli in RAW264. 7 cells. Western blotting and confocal laserscanning analysis showed that Ba stimulated autophagy in a dose-and time-dependentmanner. Ba-induced autophagy was found to play a role in the elimination of intracellular …,Frontiers in microbiology,2017,6
Hierarchically structured nitrogen-doped carbon for advanced supercapacitor electrode materials,Xiaojiao Wei; Hao Gou; Zunli Mo; Ruibin Guo; Rere Hu; Yawen Wang,Abstract A facile and scalable method is used in this study for oxidation polymerization andcatalytic carbonization method to prepare three-dimensional hierarchically structurednitrogen-doped carbon nanohybrids (3D N-CNs) which could be used as the efficientelectrode material for supercapacitors. In the synthesis process; citric acid plays animportant role in controlling the shape of nitrogen-doped carbon nanohybrids. As anelectrode material for supercapacitors; the 3D N-CNs-2 possess high specific capacitance of274.6 F g− 1 at 0.5 A g− 1; excellent rate capability (ca. 75.5% retention along with thecurrent density increasing from 0.5 to 20 A g− 1) in 6 M KOH aqueous solution. Theelectrochemical performance can be ascribed to the synergistic effects of the hierarchicalnanostructure and nitrogen doping; suggesting that the 3D N-CNs-2 as novel electrode …,Ionics,2016,6
A Study on Flow Boiling in Microchannel With Piranha Pin Fin,X Yu; C Woodcock; Y Wang; J Plawsky; Y Peles,abstract In this paper we reported an advanced structure; the Piranha Pin Fin (PPF); formicrochannel flow boiling. Fluid flow and heat transfer performance were evaluated in detailwith HFE7000 as working fluid. Surface temperature; pressure drop; heat transfer coefficientand critical heat flux (CHF) were experimentally obtained and discussed. Furthermore;microchannels with different PPF geometrical configurations were investigated. At the sametime; tests for different flow conditions were conducted and analyzed. It turned out thatmicrochannel with PPF can realize high-heat flux dissipation with reasonable pressure drop.Both flow conditions and PPF configuration played important roles for both fluid flow andheat transfer performance. This study provided useful reference for further PPF design inmicrochannel for flow boiling.,ASME 2015 International Technical Conference and Exhibition on Packaging and Integration of Electronic and Photonic Microsystems collocated with the ASME 2015 13th International Conference on Nanochannels; Microchannels; and Minichannels,2015,6
Enhancement of antiproliferative activity by phototautomerization of anthrylphenols,Marijeta Kralj; Lidija Uzelac; Yu-Hsuan Wang; Peter Wan; Martina Tireli; Kata Mlinarić-Majerski; Ivo Piantanida; Nikola Basarić,An antiproliferative investigation was conducted on 3 human cancer cell lines; HCT 116(colon); MCF-7 (breast); and H 460 (lung); on a series of 4 anthrylphenols in the dark andupon exposure to light (350 nm). 9-(2-Hydroxyphenyl) anthracene (1) moderately inhibitedproliferation; but irradiation considerably enhanced the effect. The other anthracenes 4–6exhibited antiproliferative activity in the dark; which was not enhanced upon irradiation. Theenhancement of the antiproliferative effect on the irradiation of 1 was rationalized as beingdue to the formation of quinone methide (QM 2) by excited state proton transfer. QM 2 actsas an electrophilic species capable of reacting with biological molecules. Although QM 2reacts with nucleotides; the adducts could not be isolated. On the contrary; cysteine adduct 8was isolated and characterized; whereas the adducts with glycine; serine and tripeptide …,Photochemical & Photobiological Sciences,2015,6
Sucrose metabolism in the subtending leaf to cotton boll at different fruiting branch nodes and the relationship to boll weight,J Liu; Y Wang; J Chen; F Lv; Y Ma; Y Meng; B Chen; Z Zhou,Summary Changes of sucrose metabolism in the subtending leaf to cotton (Gossypiumhirsutum L.) boll at different fruiting branch nodes (FBN) were investigated. Two cottoncultivars; Kemian 1 and Sumian 15; were grown in the field at three planting dates in 2009and 2011. Cotton planted on different dates but experiencing similar climatic factorsflowered on the same date and had similar boll opening dates; but had different FBN. In thepresent study; boll weight and carbohydrate content were significantly affected by bothflowering date (FD) and FBN. However; only cystolic fructose-1; 6-bisphosphatase (cy-FBPase) and sucrose-phosphate synthase (SPS) activities of the sucrose-metabolizingenzymes were influenced significantly by FBN; and the influence of FBN was lower withdelayed FD. In general; effects of FBN on boll weight and sucrose metabolism in the …,The Journal of Agricultural Science,2014,6
Tls1 regulates splicing of shelterin components to control telomeric heterochromatin assembly and telomere length,Jiyong Wang; Xavier Tadeo; Haitong Hou; Stuart Andrews; James J Moresco; John R Yates III; Peter L Nagy; Songtao Jia,Abstract Heterochromatin preferentially forms at repetitive DNA elements through RNAi-mediated targeting of histone-modifying enzymes. It was proposed that splicing factorsinteract with the RNAi machinery or regulate the splicing of repeat transcripts to directlyparticipate in heterochromatin assembly. Here; by screening the fission yeast deletionlibrary; we comprehensively identified factors required for telomeric heterochromatinassembly; including a novel gene tls1+. Purification of Tls1 and mass spectrometry analysisof its interacting proteins show that Tls1 associates with the spliceosome subunit Brr2. RNAsequencing analysis shows that the splicing of a subset of mRNAs are affected in tls1Δ cells;including mRNAs of shelterin components rap1+ and poz1+. Importantly; replacing rap1+and poz1+ with their cDNAs significantly alleviated heterochromatin defects of tls1Δ cells …,Nucleic acids research,2014,6
An automatic grading method for singing evaluation,Zeyu Jin; Jia Jia; Yuxiang Liu; Yongxin Wang; Lianhong Cai,Abstract Automatic evaluation of singing quality is essential to singing practitioners. In thispaper; we present a methodology that generates grades and comments for singing quality.In this method; we first perform note segmentation and pitch estimation. Then a methodbased on experience of human perception is used to evaluate the accuracies of intonationand rhythm. A subjective evaluation is carried out in which Spearmans correlation is used toevaluate the consistency between the proposed method and experts opinion. The resultdemonstrates high reliability of the proposed annotation system and grading method.,*,2012,6
DOA estimation in mechanical scanning radar systems using sparse signal reconstruction methods,Shenglan Zhang; Qun Wan; Hui Wang,This work deals with the direction of arrival (DOA) estimation of multiple radar targetspresent in the mainlobe of a rotating antenna using sparse signal reconstruction methods.We exploit knowledge of the antenna main beam pattern and the fact that the antennamechanical scanning impresses an amplitude modulation on the signals backscattered bythe targets. Having studied Basis Pursuit (BP) and traditional Orthogonal Matching Pursuit(OMP) algorithm; an improved approach named Sensing Orthogonal Matching Pursuit(Sensing OMP) is proposed which utilizes a sensing dictionary to alleviate the effect of inter-atom interference in highly coherent dictionary. The performance of the DOA estimator isinvestigated through Monte Carlo simulations.,Wireless Communications; Networking and Mobile Computing (WiCOM); 2011 7th International Conference on,2011,6
The ancient Chinese notes on hydrogeology,Yu Zhou; François Zwahlen; Yanxin Wang,Abstract The ancient Chinese notes on hydrogeology are summarized and interpreted;along with records of some related matters; like groundwater exploration and utilization;karst springs; water circulation; water conservation and saline-land transformation; minedrainage; and environmental hydrogeology. The report focuses only on the earliest recordednotes; mostly up until the Han Dynasty (206 BC–AD 25). Besides the references cited; thediscussion in this report is based mainly on archaeological material; the preserved writtenclassic literature; and some assumptions and/or conclusions that have been handed downin legends to later ages. Although most material relates to ancient China; the lessonslearned may have practical significance worldwide. Compared to other contemporary partsof the world; ancient China; without doubt; took the lead in the field of groundwater …,Hydrogeology Journal,2011,6
Kernel-based image classification using the context of visual words,Wang Yushi; Gao Wen,*,Journal of Image and Graphics,2010,6
