Accelerating XPath location steps,Torsten Grust,Abstract This work is a proposal for a database index structure that has been specificallydesigned to support the evaluation of XPath queries. As such; the index is capable tosupport all XPath axes (including ancestor; following; preceding-sibling; descendant-or-self;etc.). This feature lets the index stand out among related work on XML indexing structureswhich had a focus on regular path expressions (which correspond to the XPath axeschildren and descendant-or-self plus name tests). Its ability to start traversals from arbitrarycontext nodes in an XML document additionally enables the index to support the evaluationof path traversals embedded in XQuery expressions. Despite its flexibility; the new index canbe implemented and queried using purely relational techniques; but it performs especiallywell if the underlying database host provides support for R-trees. A performance …,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,638
Report on the Third International Workshop on XQuery Implementation; Experience and Perspectives (XIME-P 2006),Michael Carey; Torsten Grust,Abstract On June 30; 2006; XIME-P 2006; the International Workshop on XQueryImplementation; Experience and Perspectives was held. This workshop marks the thirdevent in a workshop series whose primary aim is to shed light on XQuery systems;specification aspects; foundations of the language; and the many perceivable shapes it maytake on in the future. Like the two previous workshops of 2004 (Paris) and 2005 (Baltimore);XIME-P 2006 was held as a co-located workshop of the ACM SIGMOD Conference; whichthis year was held in Chicago; IL; USA. The 2006 edition was co-chaired by Michael Careyand Torsten Grust. The workshop web site can be found at www. ximep-2006. org.,ACM SIGMOD Record,2007,*
URI,Meine Exporte,*,*,2007,*
06472 Executive Summary--XQuery Implementation Paradigms,Peter A Boncz; Torsten Grust; Jérôme Siméon; Maurice van Keulen,Abstract Only a couple of weeks after the participants of seminar No. 06472 met in Dagstuhl;the W3C published the Final Recommendation documents that fix the XQuery 1.0 syntax;data model; formal semantics; built-in function library and the interaction with the XMLSchema Recommendations (see W3C's XQuery web site at http://www. w3. org/XML/Query/).With the language's standardization nearing its end and now finally in place; the manyefforts to construct correct; complete; and efficient implementations of XQuery finally got ridof the hindering" moving target''syndrome. This Dagstuhl seminar on the different XQueryimplementation paradigms that have emerged in the recent past; thus was as timely as itcould have possibly been.,Dagstuhl Seminar Proceedings,2007,*
Current Trends in Database Technology-EDBT 2006: EDBT 2006 Workshop PhD; DataX; IIDB; IIHA; ICSNW; QLQP; PIM; PaRMa; and Reactivity on the Web; Munich...,Torsten Grust,You arestudying the joint proceedingsof the scienti'c workshopsthat wereheld th just beforeand after the 10 International Conference on Extending Database Technology (EDBT 2006)in the historicMunich Kunstler ̈ haus; Germany; in late March 2006. The workshopscontributing to this volume are: th-The4 EDBT Ph. D. Workshop-DataX 2006 (DBTechnologies for Handling XML Information on the Web)-IIDB (Inconsistency andIncompleteness in Databases)-IIHA (Information Integration in Healthcare Applications)-ICSNW 2006 (Semantics of a Networked World)-QLQP 2006 (Query Languages and QueryProcessing)-PIM 2006 (Pervasive Information Management)-PaRMa 2006 (PatternRepresentation and Management)-Reactivity on the Web If we let the raw numbers speak;then; compared with EDBT 2004; the number of collocated workshops almost doubled …,*,2006,*
Advances in Database Technology-EDBT 2006: 10 International Conference on Extending Database Technology; Munich; Germany; 26-31 March 2006; Proceedings,Yannis Ioannidis; Marc H Scholl; Joachim W Schmidt; Florian Matthes; Mike Hatzopoulos; Klemens Boehm; Alfons Kemper; Torsten Grust; Christian Boehm,The series of International Conferences on Extending Database Technology (EDBT) is anestablished and prestigious forum for the exchange of the latest research results in datamanagement. It provides unique opportunities for database researchers; practitioners;developers; and users to explore new ideas; techniques; and tools; and to exchangeexperiences. This volume contains the proceedings of the 10th EDBT Conference; held inMunich; Germany; March 27-29; 2006. The conference included 3 keynote talks; 56 full-sizeand 4 half-size research papers in 20 sessions; 8 industrial presentations in 3 sessions; 1panel session; 5 tutorials in 7 sessions; and 20 demonstrations in 4 sessions. All of theresearch papers as well as papers and abstracts from most of the other sessions areincluded here. Distinguished members of the database and information-retrieval …,*,2006,*
MonetDB/XQuery-Consistent & Efficient Updates on the Pre/Post Plane (Demo Poster),PA Boncz; S Manegold; KS Mullender; J Flokstra; M vanKeulen; T Grust; J Rittinger; J Teubner,KNAW Narcis. Back to search results. Publication MonetDB/XQuery-Consistent & Efficient Updateson the Pre/Post Plane (Demo Poster) (2006). Pagina-navigatie: Main …,*,2006,*
MonetDB/XQuery; Technology preview open source release 1,P Boncz; S Manegold; Sjoerd Mullender; Maurice van Keulen; Jan Flokstra; T Grust; J Teubner; J Rittinger,Boncz; P; Manegold; S; Mullender; S; van Keulen; M; Flokstra; J; Grust; T; Teubner; J &Rittinger; J MonetDB/XQuery; Technology preview open source release 1 …MonetDB/XQuery; Technology preview open source release 1. / Boncz; P.; Manegold; S.;Mullender; Sjoerd; van Keulen; Maurice; Flokstra; Jan; Grust; T.; Teubner; J.; Rittinger; J … BonczP; Manegold S; Mullender S; van Keulen M; Flokstra J; Grust T et al. MonetDB/XQuery; Technologypreview open source release 1. 2005 … Powered by Pure; Scopus & Elsevier FingerprintEngine™ © 2017 Elsevier BV.,*,2005,*
MonetDB,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; FE Groffen; MG Ivanova; Y Zhang; RA Goncalves; E Sidirourgos; E Liarou; S Idreos; JA deRijke; AP deVries; W Alink; R Cornacchia; JFP van deAkker; AR vanBallegooij; CA van deBerg; JR Castelo; J Flokstra; CA Galindo-Legaria; T Grust; S Héman; D Hiemstra; T Ianeva; JS Karlsson; M vanKeulen; S deKonink; JA List; N Mamoulis; GJ Molenaar; G Modena; S Göldner; AJ Pellenkoft; HGP Bosch; W Quak; G Ramirez Camps; J Rittinger; H Rode; W Scherphof; AR Schmidt; N Tang; J Teubner; C Treijtel; T Tsikrika; F Waas; THW Westerveld; MA Windhouwer; M Zukowski; A Gafriller; A Singh; A Scherpenisse; B Brodbeck; G deNijs; M Mayr; M Antonelli; M vanDinther; R Aly; R vanOs; S Mayer; S Kerschbaumer; T Ressel; T Schreiber,KNAW Narcis. Back to search results. Publication MonetDB (2005). Pagina-navigatie: Main. Savepublication: Save as MODS; Export to Mendeley; Save as EndNote; Export to RefWorks. Title;MonetDB. Author; ML Kersten (Martin); PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan);KS Mullender (Sjoerd); FE Groffen (Fabian); MG Ivanova (Milena); Y. Zhang (Ying); RA Goncalves(Romulo); E. Sidirourgos (Eleftherios); E. Liarou (Erietta); S. Idreos (Stratos); JA de Rijke (Arjen);AP de Vries (Arjen); W. Alink (Wouter); R. Cornacchia (Roberto); JFP van den Akker; AR vanBallegooij; CA van den Berg; JR Castelo; J. Flokstra; CA Galindo-Legaria; T. Grust; S. Héman(Sándor); D. Hiemstra; T. Ianeva; JS Karlsson; M. van Keulen; S. de Konink (Stefan …,*,2005,*
Core Database Technology Program Committee,Anastassia Ailamaki; Gustavo Alonso; Walid Aref; Lars Arge; Brian Babcock; Mikael Berndtsson; Elisa Bertino; Claudio Bettini; Michael Boehlen; Anthony Bonner; Philippe Bonnet; Alex Buchmann; Tiziana Catarci; Surajit Chaudhuri; Peter Dadam; Amol Deshpande; Asuman Dogac; Christos Faloutsos; Elena Ferrari; Johann-Christoph Freytag; Dieter Gawlick; Johannes Gehrke; Torsten Grust; Ralf Hartmut Güting; Jayant Haritsa; Chris Jermaine; Christoph Koch; George Kollios; Mong Li Lee; Wolfgang Lindner; David Lomet; Hongjun Lu; Samuel Madden; Giansalvatore Mecca; Alberto Mendelzon; Rosa Meo; Tova Milo; Michele Missikoff; C Mohan; Mario Nascimento; Shojiro Nishio; Ed Omiecinski; Norman Paton; Torben Bach Pedersen; Calton Pu; Philippe Pucheral; Raghu Ramakrishnan; Thomas Rölleke; Ken Ross; Gunther Saake; Albrecht Schmidt; Marc Scholl; Bernhard Seeger,Committee Chair: Martin Kersten; CWI; The Netherlands … Serge Abiteboul; INRIA; France AnastassiaAilamaki; Carnegie Mellon University; USA Gustavo Alonso; ETH Zurich; Switzerland WalidAref; Purdue University; USA Lars Arge; Aarhus University; Denmark Brian Babcock; StanfordUniversity; USA Mikael Berndtsson; University of Skövde; Sweden Elisa Bertino; PurdueUniversity; USA Claudio Bettini; University of Milan; Italy Michael Boehlen; Free University ofBolzano/Bozen; Italy Peter Boncz; CWI; The Netherlands Anthony Bonner; University ofToronto; Canada Philippe Bonnet; University of Copenhagen; Denmark Alex Buchmann; Universityof Darmstadt; Germany Tiziana Catarci; University of Rome 'La Sapienza'; Italy SurajitChaudhuri; Microsoft; USA Vassilis Christophides; FORTH; Greece Peter Dadam; Universityof Ulm; Germany Amol Deshpande; University of California; Berkeley; USA Asuman …,VLDB 2005: 31st International Conference on Very Large Data Bases: Proceedings of the 31st International Conference on Very Large Data Bases; Trondheim; Norway; August 30-September 2; 2005,2005,*
Report INS-E0510 May 2005,PA Boncz; T Grust; M van Keulen; S Manegold; J Rittinger; J Teubner,ABSTRACT Various techniques have been proposed for efficient evaluation of XPathexpressions; where the XPath location steps are rooted in a single sequence of contextnodes. Among these techniques; the staircase join allows to evaluate XPath location stepsalong arbitrary axes in at most one scan over the XML document; exploiting the XPathaccelerator encoding (aka. pre/post encoding).,*,2005,*
REPORT INS-E0503 MARCH 2005,PA Boncz; T Grust; S Manegold; J Rittinger; J Teubner,ABSTRACT Using a relational DBMS as back-end engine for an XQuery processing systemleverages relational query optimization and scalable query processing strategies providedby mature DBMS engines in the XML domain. Though a lot of theoretical work has beendone in this area and various solutions have been proposed; no complete systems havebeen made available so far to give the practical evidence that this is a viable approach. Inthis paper; we describe the ourely relational XQuery processor Pathfinder that has been builton top of the extensible RDBMS MonetDB. Performance results indicate that the system iscapable of evaluating XQuery queries efficiently; even if the input XML documents becomehuge. We additionally present further contributions such as loop-lifted staircase join;techniques to derive order properties and to reduce sorting effort in the generated …,*,2005,*
Proceedings of the VLDB 2003 PhD Workshop: Co-located with the 29th International Conference on very large data bases (VLDB 2003),Marc Scholl; Torsten Grust,KOPS - Das Institutionelle Repositorium der Universität Konstanz Proceedingsof the VLDB 2003 PhD Workshop : Co-located with the 29th InternationalConference on very large data bases (VLDB 2003) …,*,2003,*
database supported xml,Marc H Scholl; Torsten Grust; Jens Teubner,Data Modeling The assignment you should turn in until the end of the semester … RelationaleDatenbanken können sehr effizient mit riesigen Datenmengen umgehen. Für einige Anwendungsbereicheist ihr Datenmodell jedoch zu streng; sie suchen nach flexibleren Möglichkeiten zurDatenspeicherung … Das aktuelle Schlagwort hierzu heißt “XML”. Sein baumartiges Datenmodellerlaubt es; Informationen mit unterschiedlichem Grad an Strukturiertheit elegantdarzustellen; man spricht von semi-strukturierten Daten … Während XML als Dateiformat dieseDaten zwar elegant beschreiben kann; ist es für die Speicherung insbesondere von großen Datenmengenoffensichtlich ungeeignet. Aktuelle Forschungsarbeiten aus der Datenbank-Technologie bietenjedoch zahlreiche Ansätze; mit denen auch große Mengen an XML-Daten effizient verarbeitetwerden können … Codierungsverfahren; um XML-Daten in relationalen Datenbanken …,database,2003,*
Advances in Database Technology--EDBT 2000: 7th International Conference on Extending Database Technology; Konstanz; Germany; March 27-31; 2000: Procee...,International Conference on Extending Database Technology,*,*,2000,*
Skript zur Vorlesung Einführung in die Wahrscheinlichkeitstheorie und Statistik: Sommersemester 1999,Robert Denk,Die Vorlesung richtete sich an Studierende der Richtungen Diplom-Mathematik undLehramt Mathematik für Gymnasien ab dem vierten Semester und sollte eine ersteEinführung in typische Denkweisen und Aussagen der Stochastik und der Statistik liefern.Da die Zeit im Sommersemester recht knapp bemessen ist; war es unumgänglich; sich aufeine relativ kleine Auswahl des möglichen Stoffes zu beschränken. Dabei legte ich dasHauptgewicht auf die klassischen Aussagen der Stochastik; insbesondere wurden etwa dieverschiedenen Konvergenzbegriffen für Folgen von Zufallsvariablen und die dafürgeltenden Aussagen behandelt. Unter anderem sind hier die schwachen und starkenGesetze der großen Zahlen und der zentrale Grenzwertsatz zu nennen. Bei einigenBeweisen mußte der Hinweis auf die entsprechende Maßtheorie-Vorlesung genügen …,*,1999,*
10. Workshop Grundlagen von Datenbanken: Arbeitskreis" Grundlagen von Informationssystemen" im GI-Fachausschuß 2.5; Konstanz; 2.-5. Juni 1998,Marc H Scholl; Holger Riedel; Torsten Grust; Dieter Gluche,Ï ÐvÑÒÔÓÕ× ÖØÒ ÙÛÚ ÜÞÝ× ßáà âäãåâ æÔçÌ è æé âäçÞæµàêæÚÀÜ çÞæµë¥ ì×ßÍçíæÔîsæÚÀÜïà~ ãØÚäðò fi çíàêÜ~ ßáðóæãÀà~ ôöõØçÌ ðóæàÞßÍ÷ ÀÚ× ßøÚ×÷ ½ ãùàêúóàêÜÞæîû ôöõØçÌ ëÀìäæÔçíú¥ ßøÚ×÷ ÝäæüÜÞæçÞõÀ÷ ØæÚ× æÔõÀìäàx ð× ãåÜíã²àÞõØì× çïýüæµàÔþ® ÿÌÝ× æ àêúóàêÜÞæîg àÞÝ× õØìløð ãlløõè ÜÞõ² çíæüÜíçÞßøævÀæòßÍÚóôöõÀçÞîòãåÜÞßøõØÚ ôöçíõØîk ã® Ú× æüÜ-è õØçk²õØôÌ ð× ãåÜíã® àÞõØì×çïýüæµà¼ ßÍÚ ã} ìäÚ× ßfi æð èÌã ú; qèßÍÜÞÝ× õÀìóÜ Ýäãv ßøÚ×÷ ÜÞõ² è õØçíçíú² ãbõØìóÜ ÜíÝ× æk ßÍÚ ð õåô àêõÀì× çíýÔæà (àÜíçÞì ý ÜÞìäçÞæµð;¿ àÞæÔîsßáàÜíçÞìäýüÜÞì× çíæð ãåÚ ð ìäÚäàÜíçÞì ý ÜÞìäçÞæµð) ¼ãåÚäð ÜÞÝäæÔßøçx çÞæµàêâ æýüÜÞßvØæòë¥ ì× æÔçíú² ýÔãØâäãbäßløßÜíßÍæµàÔþW æ âäçÞæµàêæÚÀÜ ÜíÝ× æ àÞúàêÜÞæîçíæë¥ ì× ßøçÞæîsæÔÚ¥ Üíà ãØÚäð ÜÞÝ× æÚ ãØð× ðóçíæàíàu ÜÞÝäæ â× çíõbløæÔîe …,*,1998,*
Optimierung von generischen Operationen und Speicherstrukturen in Objekt-Datenbanken (Arbeitsbericht),Marc H Scholl; Dieter Gluche; Torsten Grust; Andreas Heuer; Joachim Kröger,Scholl; Marc H. and Gluche; Dieter and Grust; Torsten and Heuer; Andreas and Kröger; Joachim(1997) Optimierung von generischen Operationen und Speicherstrukturen in Objekt-Datenbanken(Arbeitsbericht). Technical Report. Universität Rostock; Rostock … Full text not available fromthis repository … Dbis Repository is powered by EPrints 3 which is developed by the Schoolof Electronics and Computer Science at the University of Southampton. More information andsoftware credits.,*,1997,*
The public control of land sales,Astrid Stadler,STADLER; Astrid; 1997. The public control of land sales. The public concept of landownership. Seoul; 7. Okt 1996-9. Okt 1996. In: VON HOFFMANN; Bernd; ed.; Myong-ChanHWANG; ed.. The public concept of land ownership: reports and discussions of a GermanKorean symposium held in Seoul on October 7-9; 1996. The public concept of landownership. Seoul; 7. Okt 1996-9. Okt 1996. Frankfurt a. M.[ua]: Lang; pp. 120-131. ISBN 3-631-32350-6@ inproceedings {Stadler1997publi-15881; title={The public control of landsales}; year={1997}; isbn={3-631-32350-6}; address={Frankfurt a. M.[ua]}; publisher={Lang};booktitle={The public concept of land ownership: reports and discussions of a GermanKorean symposium held in Seoul on October 7-9; 1996}; pages={120--131}; editor={vonHoffmann; Bernd and Hwang; Myong-Chan}; author={Stadler; Astrid}},The public concept of land ownership,1997,*
Optimierung von generischen Operationen und Speicherstrukturen in Objekt-Datenbanken,Marc H Scholl; Dieter Gluche; Torsten Grust; Andreas Heuer; Joachim Kröger,Wesentliche Kriterien für den zukünftigen Erfolg oder Mißerfolg objekt-orientierterDatenbanksysteme werden die verfügbaren Konzepte und die Performance solcherSysteme sein. Die zur Zeit in kommerziellen Systemen verfügbaren Konzeptevernachlässigen beispielsweise Freiheitsgrade auf der physischen Ebene; zurLeistungssteigerung vorhandener Systeme ist es notwendig; das vorhandeneOptimierungspotential aller Komponenten voll auszuschöpfen. Dieser Artikel beschreibt denEntwurf und die Realisierung eines objektorientierten Anfragebearbeitungssystems undAnfrageoptimierers auf Basis von OQL und ObjectStore. Dazu werden Plattformen wieobjektorientierte Datenmodelle und deskriptive Anfragesprachen; Optimierungsansätze inobjektorientierten Datenbankmanagementsystemen (OODBMS); Optimierungstechniken …,*,1997,*
The construction of an SASL-Compiler,Torsten Grust,These notes are intended to guide students during the construction of a compiler for a lazypure functional language. The material covered here includes the lexing; parsing; and parsetree construction phase; as well as the combinator compilation and reduction component ofa combinator reduction implementation of such a language. When there has been thechoice between the exhaustive theoretical presentation of a topic or the discussion of theissues of its implementation; we chose the latter. After all it is the goal of this course to get aworking compiler within reasonable time. However; topics like grammar transformation (forrecursive descent parsing); combinator compilation; and reduction are discussed to a depththat should be sufficient to wake interest for the theoretical foundations. The students areexpected to be familiar with formal language concepts like BNF grammars; production …,*,1997,*
Translating QQL into Monoid Comprehensions: Stuck with Nested Loops?; Revised Version,Torsten Grust; Marc H Scholl,This work tries to employ the monoid comprehension calculus-which has proven to be anadequate framework to capture the semantics of modern object query languages featuring afamily of collection types like sets; bags; and lists-in a twofold manner: First; serving as atarget language for the translation of ODMG OQL queries. We review work done in this fieldand also give comprehension calculus equivalents for the recently introduced OQL 1.2concepts. Second; we use monoid comprehensions as the formalism in which we try to findefficient execution methods working on a rich set of physical structures (including indices;vertical and horizontal decomposition; etc.). The main problem coming up here is the"nested-loop nature" of the calculus expressions. While these loop-based semantics forevaluating comprehensions at least provide a way for executing OQL queries; their …,*,1996,*
Haskell Communities and Activities Report,Janis Voigtländer; Andreas Abel; Iain Alexander; Heinrich Apfelmus; Emil Axelsson; Christiaan Baaĳ; Doug Beardsley; Jean-Philippe Bernardy; Mario Blažević; Gwern Branwen; Joachim Breitner; Björn Buckwalter; Douglas Burke; Carlos Camarão; Erik de Castro Lopo; Roman Cheplyaka; Olaf Chitil; Duncan Coutts; Jason Dagit; Nils Anders Danielsson; Romain Demeyer; James Deng; Dominique Devriese; Daniel Díaz; Atze Dĳkstra; Facundo Dominguez; Adam Drake; Andy Georges; Patai Gergely; Jürgen Giesl; Brett G Giles; Andy Gill; George Giorgidze; Torsten Grust; Jurriaan Hage; Bastiaan Heeren; PÁLI Gábor János; Guillaume Hoffmann; Csaba Hruska; Oleg Kiselyov; Michal Konečný; Eric Kow; Ben Lippmeier; Andres Löh; Hans-Wolfgang Loidl; Rita Loogen; Ian Lynagh; Christian Maeder; José Pedro Magalhães; Ketil Malde; Antonio Mamani; Alp Mestanogullari; Simon Michael; Arie Middelkoop; Dino Morelli; JP Moresmau; Ben Moseley; Takayuki Muranushi; Jürgen Nicklisch-Franken; Rishiyur Nikhil; David M Peixotto; Jens Petersen; Simon Peyton Jones; Dan Popa; David Sabel; Uwe Schmidt; Martĳn Schrage; Tom Schrĳvers; Andrew G Seniuk; Jeremy Shaw; Christian Höner zu Siederdissen; Michael Snoyman; Jan Stolarek; Martin Sulzmann; Doaitse Swierstra; Henning Thielemann; Simon Thompson; Sergei Trofimovich; Marcos Viera; David Waern; Daniel Wagner; Greg Weber; Kazu Yamamoto; Edward Z Yang; Brent Yorgey,This is the 16th edition of the Haskell Communities and Activities Report. There are anumber of completely new entries and many small updates. As usual; fresh entries areformatted using a blue background; while updated entries have a header with a bluebackground. Entries on which no activity has been reported for a year or longer have beendropped. Please do revive them next time if you have news on them.My aim for October is tosignificantly increase the percentage of blue throughout the pages of the report. Clearly;there are two ways to achieve this: have more blue or have less white. My preference is theformer option; and I count on the community to make it feasible. In any case; I will tend to beless conservative than this time around: I plan to drop; or simply replace with pointers toprevious versions; entries that see no update between now and then. A call for new …,*,*,*
Query Evaluation in CROQUE?{Calculus and Algebra Coincide {,Marc H Scholl,Abstract. With the substantial change of declarative query languages from plain SQL to theso-called\object SQLs"; in particular OQL; there has surprisingly been not much change inthe way problems of query representation and optimization for such languages are tackled.We identify some of the di culties pure algebraic approaches experience when facing objectmodels and the operations de ned for them. Calculus-style formalisms suite this challengebetter; but are said not to be e ciently implementable in the database context. This paperproposes a hybrid query representation and optimization approach; combining the strengthsof a many-sorted query algebra and the monoid comprehension calculus. We show that ecient execution plans beyond nested-loop processing can be derived {not only for--1 queries{in such a framework. The translation process accounts for queries manipulating bulk …,*,*,*
The Flatter; the Better,Alexander Ulrich; Torsten Grust,ABSTRACT We demonstrate the insides and outs of a query compiler based on theflattening transformation; a translation technique designed by the programming languagecommunity to derive efficient data-parallel implementations from iterative programs.Flattening admits the straightforward formulation of intricate query logic—including deeplynested loops over (possibly ordered) data or the construction of rich data structures. Todemonstrate the level of expressiveness that can be achieved; we will bring a compilerfrontend that accepts queries embedded into the Haskell programming language.Compilation via flattening takes places in a series of simple steps all of which will be madetangible by the demonstration. The final output is a program of lifted primitive operationswhich existing query engines can efficiently implement. We provide backends based on …,*,*,*
Program Committees,Sihem Amer Yahia; Kevin Beyer; CWI Peter Boncz; Netherlands Angela Bonifati; Arbee Chen; Jan Chomicki; Bobbie Cochrane; Latha Colby; Ada Fu; Sumit Ganguly; Torsten Grust; Raghav Kaushik; Arnd Christian Konig; Sailesh Krishnamurthy; Amalgamated Insight; David Lomet; Christopher Olston; Fatma Ozcan; Neoklis Polyzotis; Raghu Ramakrishnan; Krithi Ramamritham; Vijayshankar Raman; Rajeev Rastogi; Mary Roth; Jerome Simeon; Ioana Stanoi; Andrew Tomkins; AUEB Vasilis Vassalos; Greece Victor Vianu; Min Wang; Aidong Zhang,Foto Afrati; NTUA; Greece Natassa Ailamaki; CMU; USA Sihem Amer Yahia; YahooResearch; USA Paolo Atzeni; Univ. di Roma Tre; Italy Shivnath Babu; Duke Univ.; USA JamesA. Bailey; Univ. of Melbourne; Australia Magdalena Balazinska; Univ. of Washington; USA KevinBeyer; IBM Research; USA Michael Boehlen; Univ. of Bolzano; Italy Peter Boncz; CWI; NetherlandsAngela Bonifati; CNR; Italy Arbee Chen; National Tsing Hua Univ.; Taiwan Mitch Cherniack;Brandeis Univ.; USA Jan Chomicki; SUNY Buffalo; USA Stavros Christodoulakis; Tech Univ.of Crete; Greece Bobbie Cochrane; IBM Research; USA Edith Cohen; AT&T Labs; USA LathaColby; IBM Research; USA Graham Cormode; AT&T Labs; USA Abhinandan Das; GoogleLabs; USA Amol Deshpande; Univ. of Maryland; USA Alin Dobra; Univ. of Florida; USA ElenaFerrari; Univ. of Insubria; Italy J. Christoph Freytag; Humboldt Univ.; Germany Ada Fu …,*,*,*
Universitäat Konstanz,Torsten Grust,*,*,*,*
Advances in database technology(Konstanz; 27-31 March 2000),Carlo Zaniolo; Peter C Lockemann; Marc H Scholl; Torsten Grust,*,Lecture notes in computer science,*,*
Universitäat Konstanz,OQL Translating; Torsten Grust; Marc H Scholl,*,*,*,*
Verfasst und vorgelegt von,Dennis Butterstein; Torsten Grust; Manuel Mayr,The query-language BATCHES; developed at the University of Texas; provides developerswith a simple yet powerful way of processing database-located data without writing a singleline of SQL1; remote procedure calls and webservices. So developers do not have to switchparadigms (in mind) from an object oriented language; such as Java to the relationalparadigm of SQL. By using native Java syntax; developers do not even have to get used toany new kind of commands except specific ones to simplify handling (such as print) resultingin a seamless way of integrating database operations. Because of its architecture theBATCHES-System brings some improvements. By executing database queries in BATCHESit is able to reduce the count of round-trips between database server and client as well astraffic produced by multiple interferences. Knowing that using Batches seems to be an …,*,*,*
Konstanzer Online-Publikations-System (KOPS) URL: http://www. ub. uni-konstanz. de/kops/volltexte/campus/2006/1994,Torsten Grust,*,*,*,*
Translating BCE into I onoid Rom prehensionsc,Stuch pith sested Eoopsy; Torsten Grust,*,*,*,*
Konstanzer Schriften in Mathematik und Informatik Nr. 68; Juni 1998 ISSN 1430 {3558,Torsten Grust; Marc H Scholl,*,*,*,*
Staircase join: Teach a RDBMS to watch its (axis) steps,T Grust,*,*,*,*
EDBT 2000</title,C Zaniolo; PC Lockemann; MH Scholl; T Grust,Page 1. Stefano Ceri: XML - Current Developments and Future Challenges for the DatabaseCommunity March 2000 EDBT2000: 7th Int'l Conference on Extending Database Technology;Konstanz (Germany) - www.edbt2000.uni-konstanz.de 1 XML: Current Developments and FutureChallenges for the Database Community Stefano Ceri; Piero Fraternali; Stefano ParaboschiThoughts…. • Comparison to Ashish • EXtending database technology • Picking up Peter'srecommendation Page 2. Stefano Ceri: XML - Current Developments and Future Challengesfor the Database Community March 2000 EDBT2000: 7th Int'l Conference on Extending DatabaseTechnology; Konstanz (Germany) - www.edbt2000.uni-konstanz.de 2 XML http://w3c.org/XML/ •eXtended Markup Language • Document markup language for the World Wide Web proposedby the W3C • Examples of electronic documents …,*,*,*
Hybrid Strategies for Uuery Translation and,Torsten Grust,*,*,*,*
The Construction of an SASL-Com piler,Torsten Grust,*,*,*,*
Supporting Positional Predicates in Efficient XPath Axis Evaluation,Torsten Grust; Jan Hidders; Maurice Van Keulen; Philippe Michiels; Roel Vercammen,*,*,*,*
Scalable XQuery Processing Based on Purely Relational Technology,Marc H Scholl; Torsten Grust; Jens Teubner; Jan Rittinger,*,*,*,*
Universitäat Konstanz,Marc H Scholl; Holger Riedel; Torsten Grust; Dieter Gluche,Zusammenfassung Wesentliche Kriterien főur den zukőunftigen Erfolg oder Mißerfolg o bjektorientierter Da ten ba nks y ste mew erden die verf $ ugbaren Konzepte und diePerformance solcher Sy ste me sein. D ie zur Z eit in ko mm erziellen Sy ste m en v erfőugba ren Konze p te v ern a chlőa ssigen b eis p iels w eise F reiheitsgr a de a uf der physischen E b ene; zur L eistungssteigerung v orh a ndener Sy ste me ist es not w endig; dasvorh a ndene Op tim ierungs p otentia la ller Ko mp onenten v oll a uszuschőo p fen. D ieser Artikel b eschreib t den Ent w urf und die R ea lisierung eines o bj ektorientierten A nfr a gebearb eitungss y ste ms und A nfr a geo p tim ierers a uf Ba sis v on OQL und Obj ect-S tore.Da zu w erden Plattformen w ie o bj ektorientierte Da ten m odelle und deskrip ti ve,*,*,*
1 Purely Relational XQuery,Jan Rittinger; Jens Teubner; Torsten Grust,Relational encodings of the static aspects of the XQuery data model; ie; tabularrepresentations for XML documents and ordered sequences of items; are widely used today.Since 2002; the Pathfinder and MonetDB/XQuery companion projects [BGvK+06] pursue theprimary goal to also embrace the complete dynamic semantics of XQuery (expressionevaluation and runtime aspects) with the help of relational database systems. In earlier work[GT04]; we have shown that relational algebra makes for a suitable target language in anXQuery compiler. This purely relational approach to XQuery inherits the scalabilityadvantages of the underlying relational database back-end and makes proven optimizationtechniques immediately applicable to the construction of XQuery processors.MonetDB/XQuery; an open-source system that implements this approach; is found among …,*,*,*
