Introduction to data mining,Pang-Ning Tan,*,*,2006,10141
Medical text analytics tools for search and classification.,Jimmy Huang; Aijun An; Vivian Hu; Karen Tu,Abstract A text-analytic tool has been developed that accepts clinical medical data as inputin order to produce patient details. The integrated tool has the following four characteristics.1) It has a graphical user interface. 2) It has a free-text search tool that is designed to retrieverecords using keywords such as" MI" for myocardial infarction. The result set is a display ofthose sentences in the medical records that contain the keywords. 3) It has three tools toclassify patients based on the likelihood of being diagnosed for myocardial infarction;hypertension; or their smoking status. 4) A summary is generated for each patient selected.Large medical data sets provided by the Institute for Clinical Evaluative Sciences were usedduring the project.,Studies in health technology and informatics,2009,3
Reviews are not equally important: Predicting the helpfulness of online reviews,Yang Liu; Xiangji Huang; Aijun An; Xiaohui Yu,Abstract Online reviews provide a valuable resource for potential customers to makepurchase decisions. However; the sheer volume of available reviews as well as the largevariations in the review quality present a big impediment to the effective use of the reviews;as the most helpful reviews may be buried in the large amount of reviews of low qualities.The goal of this paper is to develop models and algorithms for predicting the helpfulness ofreviews; which provides the basis for discovering the most helpful reviews for givenproducts. We first show that the helpfulness of a review depends on three important factors:the reviewer's expertise; the writing style of the review; and the timeliness of the review.Based on the analysis of those factors; we present HelpMeter; a nonlinear regression modelfor helpfulness prediction. Our empirical study on the IMDB movie reviews dataset …,*,2008,3
Memory-adaptive high utility sequential pattern mining over data streams,Morteza Zihayat; Yan Chen; Aijun An,Abstract High utility sequential pattern (HUSP) mining has emerged as an important topic indata mining. A number of studies have been conducted on mining HUSPs; but they aremainly intended for non-streaming data and thus do not take data stream characteristics intoconsideration. Streaming data are fast changing; continuously generated unbounded inquantity. Such data can easily exhaust computer resources (eg; memory) unless a properresource-aware mining is performed. In this study; we explore the fundamental problem ofhow limited memory can be best utilized to produce high quality HUSPs over a data stream.We design an approximation algorithm; called MAHUSP; that employs memory adaptivemechanisms to use a bounded portion of memory; in order to efficiently discover HUSPsover data streams. An efficient tree structure; called MAS-Tree; is proposed to store …,Machine Learning,2017,2
Efficiently mining high utility sequential patterns in static and streaming data,Morteza Zihayat; Cheng-Wei Wu; Aijun An; Vincent S Tseng; Chien Lin,Abstract High utility sequential pattern (HUSP) mining has emerged as a novel topic in datamining. Although some preliminary works have been conducted on this topic; they incur theproblem of producing a large search space for high utility sequential patterns. In addition;they mainly focus on mining HUSPs in static databases and do not take streaming data intoaccount; where unbounded data come continuously and often at a high speed. To efficientlydeal with both problems; we propose a novel framework for mining high utility sequentialpatterns over static and streaming databases. In this regard; two efficient data structuresnamed ItemUtilLists (Item Utility Lists) and HUSP-Tree (High Utility Sequential Pattern Tree)are proposed to maintain essential information for mining HUSPs in both offline and onlinefashions. In addition; a novel utility model called Sequence-Suffix Utility is proposed for …,Intelligent Data Analysis,2017,2
Distributed and parallel high utility sequential pattern mining,Morteza Zihayat; Zane Zhenhua Hut; Aijun An; Yonggang Hut,The problem of mining high utility sequential patterns (HUSP) has been studied recently.Existing solutions are mostly memory-based; which assume that data can fit into the mainmemory of a computer. However; with advent of big data; such an assumption does not holdany longer. Hence; existing algorithms are not applicable to the big data environments;where data are often distributed and too large to be dealt with by a single machine. In thispaper; we propose a new framework for mining HUSPs in big data. A distributed and parallelalgorithm called BigHUSP is proposed to discover HUSPs efficiently. At its heart; BigHUSPuses multiple MapReduce-like steps to process data in parallel. We also propose a numberof pruning strategies to minimize search space in a distributed environment; and thusdecrease computational and communication costs; while still maintaining correctness …,Big Data (Big Data); 2016 IEEE International Conference on,2016,2
Approximate parallel high utility itemset mining,Yan Chen; Aijun An,Abstract High utility itemset mining discovers itemsets whose utility is above a giventhreshold; where the utility measures the importance of an itemset. It overcomes thelimitation of frequent pattern mining; which uses frequency as its quality measure. To speedup the performance for mining high utility itemsets; many algorithms have been proposedwhich usually focus on optimizing the candidate generation process. However; memory andtime performance limitations still cause scalability issues; especially when the dataset is verylarge. In this paper; the problem is addressed by proposing a distributed parallel algorithm;PHUI-Miner; and a sampling strategy; which can be used either separately orsimultaneously. PHUI-Miner parallelizes the state-of-the-art high utility itemset miningalgorithm HUI-Miner. In PHUI-Miner; the search space of the high utility itemset mining …,Big Data Research,2016,2
Ranking Documents Through Stochastic Sampling on Bayesian Network-based Models: A Pilot Study,Xing Tan; Jimmy Xiangji Huang; Aijun An,Abstract Using approximate inference techniques; we investigate in this paper theapplicability of Bayesian Networks to the problem of ranking a large set of documents.Topology of the network is a bipartite. Network parameters (conditional probabilitydistributions) are determined through an adoption of the weighting scheme tf-idf. Rank of adocument with respect to a given query is defined as the corresponding posterior probability;which is estimated through performing Rejection Sampling. Experimental results suggestthat performance of the model is at least comparable to the baseline ones such as BM25.The framework of this model potentially offers new and novel ways in weighting documents.Integrating the model with other ranking algorithms; meanwhile; is expected to bring inperformance improvement in document ranking.,Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016,2
Topic modeling using collapsed typed dependency relations,Elnaz Delpisheh; Aijun An,Abstract Topic modeling is a powerful tool to uncover hidden thematic structures ofdocuments. Many conventional topic models represent documents as a bag-of-words; wherethe important linguistic structures of documents are neglected. In this paper; we propose anovel topic model that enriches text documents with collapsed typed dependency relationsto effectively acquire syntactic and semantic dependencies between consecutive andnonconsecutive words of text documents. In addition; we propose to enforce coherent topicassignments for conceptually similar words by generalizing words with their synonyms. Ourexperimental studies show that the proposed model and strategy outperform the originalLDA model and the Bigram Topic Model in terms of perplexity; and our performance iscomparable to other models in terms of stability; coherence; and accuracy.,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2014,2
Partial drift detection using a rule induction framework,Damon Sotoudeh; Aijun An,Abstract The major challenge in mining data streams is the issue of concept drift; thetendency of the underlying data generation process to change over time. In this paper; wepropose a general rule learning framework that can efficiently handle concept-drifting datastreams and maintain a highly accurate classification model. The main idea is to focus onpartial drifts by allowing individual rules to monitor the stream and detect if there is a drift inthe regions they cover. A rule quality measure then decides whether the affected rules areinconsistent with the concept drift. The model is accordingly updated to only include rulesthat are consistent with the newly arrived concept. A dynamically maintained set of instancesdeemed relevant to the most recent concept is also kept at memory. Learning a new conceptfrom a larger set of instances reduces the variance of data distribution and allows for a …,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,2
The effect of sequence complexity on the construction of protein-protein interaction networks,Mehdi Kargar; Aijun An,Abstract In this paper; the role of sequence complexity in the construction of important nodesin protein-protein interaction (PPI) networks is investigated. We use two complexitymeasures; linguistic complexity and Shanon entropy; to measure the complexity of proteinsequences. Three different datasets of yeast PPI networks are used to conclude the results.It has been shown that there are two important types of nodes in the PPI networks; which arehub and bottleneck nodes. It has been shown recently that hubs and bottlenecks tend to beessential in the process of evolution. Better understanding of the properties of these twotypes of nodes will shed light on why proteins interact with each other in the observedmanner. We show that the sequence complexity of hubs are lower than that of non-hubs. Butthe difference is not significant in most cases. On the other hand; the sequence …,International Conference on Brain Informatics,2010,2
Diverging patterns: Discovering significant dissimilarities in large databases,Qian Wan; Aijun An,Abstract The problem of finding contrast patterns has recently attracted much attention. As aresult; a number of promising methods have been proposed to capture significantdifferences or changes between two or more datasets. Such differences can be captured byemerging patterns and some other types of contrasts. In this paper; we present a frameworkfor mining diverging patterns; a new type of contrast patterns whose frequency changes indifferent directions in two data sets; eg; it changes from a relatively low to a relatively highvalue in one dataset; but from high to low in the other. In this framework; a measure calleddiverging ratio is used to discover diverging patterns. We use a two-dimensional vector torepresent a pattern; and define the pattern's diverging ratio based on the angular differencebetween its vectors in two datasets. An algorithm is proposed to mine diverging patterns …,*,2008,2
The investigation of bone mineral density of different sites in 268 women with osteoporosis,Y Huang; Q Hu; A An,*,CHINESE JOURNAL OF OSTEOPOROSIS,2007,2
A Framework for Unsupervised Learning with Multiple Criteria,Bill Andreopoulos; Aijun An; Xiaogang Wang,Abstract. Unsupervised learning algorithms that have been presented in the literature so far;rarely incorporate more than one criterion for learning. Moreover; the results from learningbased on old criteria are not incorporated into the process of learning based on new criteria.This paper presents a framework for unsupervised learning called Doctris “Double CriteriaTriple Step”. Learning algorithms based on Doctris use two different criteria at two levels oflearning. The first level forms a prior for the second level; simulating a Bayesian process. Werefer to this process as multi—criteria unsupervised learning. We justify Doctris with theBayesian theory of classification. We present a metric for evaluating the results. We discussextending Doctris to use more than two criteria. We describe the BILCOM clusteringalgorithm as an example of Doctris. Experimental results from clustering mixed data types …,*,2005,2
Clustering Mixed Numerical and Uncertain Categorical Data with M-BILCOM: Significance Metrics on a Yeast Example,Bill Andreopoulos; Aijun An; Xiaogang Wang,ABSTRACT We have designed the M-BILCOM clustering tool for mixed numerical andcategorical data sets; where the categorical attribute values (CAS) are not certain to becorrect and have associated confidence values (CVs) from 0.0 to 1.0 to represent theircertainty of correctness. M-BILCOM performs bi-level clustering of mixed data sets thatresembles a Bayesian process. We have applied M-BILCOM to yeast data sets where theCAs were perturbed randomly and CVs were assigned indicating the confidence ofcorrectness of the CAS. On such mixed data sets M-BILCOM outperforms other clusteringalgorithms; such as AutoClass. We have applied M-BILCOM to real numerical data sets fromgene expression studies on yeast; incorporating CAs representing Gene Ontologyannotations on the genes and CVs representing Gene Ontology Evidence Codes on the …,*,2005,2
Web surfing recommendations in a real application,Yang Liu; Aijun An; Xiangji Huang,Abstract. The problem of modeling and predicting a Web user's browsing pattern has gainedincreasing attention in recent years. In this paper; we present our experience in makingrecommendations to web users using a Mixture of Markov Models with a real application onLivelink log data. We propose an adaptive algorithm to reduce the computational cost ofkeeping the model current; and evaluate different strategies to select the training data for themixture of models.,Proceedings of the ECML/PKDD’04 Workshop on Statistical Approaches for Web Mining (SAWM); Pisa; Italy; 2,2004,2
Finding and clustering database user sessions,Qingsong Yao; Aijun An; Xiangji Huang,Abstract. A database user session is a sequence of queries issued by a user (or anapplication) to achieve a certain task. Analysis of task-oriented database user sessionsprovides useful insight into the query behavior of database users. In this paper; we discussalgorithms to identify sessions from database traces by using statistical language modelsand to group them into different session classes by using a distance-based clusteringalgorithm. We also show experimental results.,submitted for publication,2004,2
Multimodal reasoning with rule induction and case-based reasoning,Aijun An; Nick Cercone,*,Multimodal Reasoning: Papers from the 1998 AAAI Spring Symposium. AAAI Press; Menlo Park; CA,1998,2
Geodesic and contour optimization using conformal mapping,Ricky Fok; Aijun An; Xiaogong Wang,Abstract We propose a novel optimization algorithm for differentiable functions utilizinggeodesics and contours under conformal mapping. The algorithm can locate multiple optimaby first following a geodesic curve to a local optimum then traveling to the next search areaby following a contour curve. Alongside we implement a jumping mechanism which we callshadow casting to help geodesics jump to locations closer to the global optimum. Toimprove the efficiency; local search methods such as the Newton–Raphson algorithm arealso employed. For functions with many optima or when the global optimum is very close toa local one; numerical analyses have shown that the resulting algorithm; SGEO-QN; canoutperform recent derivative-free DIRECT variants in number of function/gradientevaluations. The results also indicate that under certain conditions; number of function …,Journal of Global Optimization,2017,1
Top-k utility-based gene regulation sequential pattern discovery,Morteza Zihayat; Heidar Davoudi; Aijun An,Sequential pattern mining has been used in bioinformatics to discover frequent generegulation sequential patterns based on time course microarray datasets. While miningfrequent sequences are important in biological studies for disease treatment; to date; most ofthe approaches do not consider the importance of the genes with respect to a disease beingstudied when identifying gene regulation sequential patterns. In addition; they focus on themore general up/down effects of genes in a microarray dataset and do not take into accountthe various degrees of expression during the mining process. As a result; the currenttechniques return too many sequences which may not be informative enough for biologiststo explore relationships between the disease and underlying causes encoded in generegulation sequences. In this paper; we propose a utility model by considering both the …,Bioinformatics and Biomedicine (BIBM); 2016 IEEE International Conference on,2016,1
Authority-based Team Discovery in Social Networks,Morteza Zihayat; Aijun An; Lukasz Golab; Mehdi Kargar; Jaroslaw Szlichta,Abstract: Given a social network of experts; we address the problem of discovering a team ofexperts that collectively holds a set of skills required to complete a given project. Most priorwork ranks possible solutions by communication cost; represented by edge weights in theexpert network. Our contribution is to take experts authority into account; represented bynode weights. We formulate several problems that combine communication cost andauthority; we prove that they are NP-hard; and we propose and experimentally evaluategreedy algorithms to solve them.,arXiv preprint arXiv:1611.02992,2016,1
A new algorithm for money laundering detection based on structural similarity,Reza Soltani; Uyen Trang Nguyen; Yang Yang; Mohammad Faghani; Alaa Yagoub; Aijun An,Money Laundering (ML) is the process of cleaning “dirty” money; thereby making the sourceof funds no longer identifiable. Detecting money laundering activities is a challenging taskdue to huge volumes of financial transactions being made in a global market on a dailybasis. This paper proposes a novel approach for detecting money laundering transactionsamong large volumes of financial data in an efficient and accurate manner. We propose aframework that applies case reduction methods to progressively reduce the input data set toa significantly smaller size. The framework then scans the reduced data to find pairs oftransactions with common attributes and behaviours that are potentially involved in MLactivities. It then applies a clustering method to detect potential ML groups. We presentpreliminary experimental results that demonstrate the effectiveness of the proposed …,Ubiquitous Computing; Electronics & Mobile Communication Conference (UEMCON); IEEE Annual,2016,1
Ontology-Based Topic Labeling and Quality Prediction,Heidar Davoudi; Aijun An,Abstract Probabilistic topic models based on Latent Dirichlet Allocation (LDA) areincreasingly used to discover hidden structure behind big text corpora. Although topicmodels are extremely useful tools for exploring and summarizing large text collections; mostof time the inferred topics are not easy to understand and interpret by human. In addition;some inferred topics may be described by words that are not much relevant to each otherand are thus considered low quality topics. In this paper; we propose a novel method thatnot only assigns a label to each topic but also identifies low quality topics by providing areliability score for the label of each topic. Our rationale is that a topic labeling methodcannot provide a good label for a low quality topic; and thus predicting label reliability is asimportant as topic labeling itself. We propose a novel measure (Ontology-Based …,International Symposium on Methodologies for Intelligent Systems,2015,1
Memory-bounded high utility sequential pattern mining over data streams,Morteza Zihayat; Y Chan; Aijun An,Abstract Mining high utility sequential patterns (HUSPs) has emerged as an important topicin data mining. However; the existing studies on this topic focus on static data and do notconsider streaming data. Streaming data are fast changing; continuously generated andunbounded in amount. Such data can easily exhaust computer resources (eg; memory)unless proper resource-aware mining is performed. In this study; we explore a fundamentalproblem that is how the limited memory space can be well utilized to produce high qualityHUSPs over a data stream. We design an approximation algorithm; called MAHUSP; thatemploys memory adaptive mechanisms to use a bounded portion of memory; to efficientlydiscover HUSPs over data streams. MAHUSP guarantees that all HUSPs are discoveredunder certain circumstances. Our experimental study shows that our algorithm cannot …,*,2015,1
Duplication free and minimal keyword search in large graphs,Mehdi Kargar; Aijun An; Xiaohui Yu,Abstract—Keyword search over a graph searches for a subgraph that contains a set of querykeywords. A problem with most existing keyword search methods is that they may produceduplicate answers that contain the same set of content nodes (ie; nodes containing a querykeyword) although these nodes may be connected differently in different answers. Thus;users may be presented with many similar answers with trivial differences. In addition; someof the nodes in an answer may contain query,Department of Computer Science and Engineering; York University; Technical Report CSE-2013,2013,1
Kea: Expression-level sentiment analysis from Twitter data,Ameeta Agrawal; Aijun An,Abstract This paper describes an expression-level sentiment detection system thatparticipated in the subtask A of SemEval-2013 Task 2: Sentiment Analysis in Twitter. Oursystem uses a supervised approach to learn the features from the training data to classifyexpressions in new tweets as positive; negative or neutral. The proposed approach helps tounderstand the relevant features that contribute most in this classification task.,Second Joint Conference on Lexical and Computational Semantics (* SEM); Volume 2: Proceedings of the Seventh International Workshop on Semantic Evaluation (SemEval 2013),2013,1
Towards automatic acquisition of a fully sense tagged corpus for persian,Bahareh Sarrafzadeh; Nikolay Yakovets; Nick Cercone; Aijun An,Abstract Sense tagged corpora play a crucial role in Natural Language Processing;particularly in Word Sense Disambiguation and Natural Language Understanding. Sincesemantic annotations are usually performed by humans; such corpora are limited to ahandful of tagged texts and are not available for many languages with scarce resourcesincluding Persian. The shortage of efficient; reliable linguistic resources and fundamentaltext processing modules for Persian have been a challenge for researchers investigatingthis language. We employ a newly-proposed cross-lingual sense disambiguation algorithmto automatically create large sense tagged corpora. The initial evaluation of the taggedcorpus indicates promising results.,International Symposium on Methodologies for Intelligent Systems,2011,1
Promoting Diversity in Top Hits for Biomedical Passage Retrieval,Bill Andreopoulos; Xiangji Huang; Aijun An; Dirk Labudde; Qinmin Hu,Abstract With the volume of biomedical literature exploding; such as BMC or PubMed; it is ofparamount importance to have scalable passage retrieval systems that allow researchers toquickly find desired information. While topical relevance is the most important factor inbiomedical text retrieval; an effective retrieval system needs to also cover diverse aspects ofthe topic. Aspect-level performance means that top-ranked passages for a topic shouldcover diverse aspects. Aspect-level retrieval methods often involve clustering the retrievedpassages on the basis of textual similarity. We propose the HIERDENC text retrieval systemthat ranks the retrieved passages; achieving scalability and improved aspect-levelperformance over other clustering methods. HIERDENC runtimes scale on large datasets;such as PubMed and BMC. The HIERDENC aspect-level performance is consistently …,*,2009,1
Web Usage Mining with Web Logs,Xiangji Huang,Abstract With the rapid growth of the World Wide Web; the use of automated Web-miningtechniques to discover useful and relevant information has become increasingly important.One challenging direction is Web usage mining; wherein one attempts to discover usernavigation patterns of Web usage from Web access logs. Properly exploited; the informationobtained from Web usage log can assist us to improve the design of a Web site; refinequeries for effective Web search; and build personalized search engines. However; Web logdata are usually large in size and extremely detailed; because they are likely to record everyaspect of a user request to a Web server. It is thus of great importance to process the rawWeb log data in an appropriate way; and identify the target information intelligently. In thischapter; we first briefly review the concept of Web Usage Mining and discuss its …,*,2009,1
Foundations of Intelligent Systems: 17th International Symposium; ISMIS 2008 Toronto; Canada; May 20-23; 2008 Proceedings,Aijun An; Stan Matwin; Zbigniew W Ras; Dominik Slezak,This volume contains the papers selected for presentation at the 17th Inter-tionalSymposium on Methodologies for Intelligent Systems (ISMIS 2008); held in York University;Toronto; Canada; May 21–23; 2008. ISMIS is a conference series started in 1986. Held twiceevery three years; ISMIS provides an inter-tional forum for exchanging scienti? c researchand technological achievements in building intelligent systems. Its goal is to achieve avibrant interchange-tween researchers and practitioners on fundamental and advancedissues related to intelligent systems. ISMIS 2008featureda selectionoflatestresearchworkandapplicationsfrom the following areas related to intelligent systems:active media human–computer interaction; autonomic and evolutionary computation; digitallibraries; intel-gent agent technology; intelligent information retrieval; intelligent …,*,2008,1
Fast Counting with AV-Space for Efficient Rule Induction,Linyan Wang; Aijun An,Abstract We present AV-space; a new data structure for caching data set statistics forefficiently learning classification rules from large data sets. The AV-space is designed towork with sequential-covering rule induction algorithms. It is used to accelerate queriesabout the count of the examples in a data set that satisfy a conjunction of attribute-valuepairs. With an AV-space; the learning algorithm does not have to access the training data toobtain the statistics about the data. We present the structure of an AV-space; algorithms forbuilding and querying an AV-space; and procedures for dynamically updating the AV-spaceduring the rule induction process. We present an experimental evaluation that compares theAV-space with a commonly-used data structure that simply loads the (encoded) trainingexamples into memory. We show that the use of AV-space significantly improves the …,*,2007,1
A distance-based algorithm for clustering database user sessions,Qingsong Yao; Aijun An; Xiangji Huang,Abstract In this paper; we present a distance-based clustering algorithm for groupingdatabase user sessions. The algorithm considers both local and global similarities betweensessions and incorporates three distance metrics in the computation of the distance betweentwo sessions. We describe the three metrics and discuss the rational for combining them.The algorithm is evaluated on two datasets. One is a clinic OLTP workload file and the otheris the TPC-W benchmark. The evaluation results are reported.,International Symposium on Methodologies for Intelligent Systems,2005,1
Transactions on Rough Sets II: Rough Sets and Fuzzy Sets,Aijun An; Yanhui Huang; Xiangji Huang; Nick Cercone; James F Peters; Andrzej Skowron; Didier Dubois; Jerzy W Grzymała-Busse; Masahiro Inuiguchi; Lech Polkowski,*,*,2005,1
York University at TREC 2005: HARD Track.,Miao Wen; Xiangji Huang; Aijun An; Yan Rui Huang,Abstract In an IR model;“user”;“query” and “result” are three important components.Traditionally; a query is considered to be independent of the user. IR systems searchdocuments without considering who issues the query and why the query is asked. However;those factors can affect the user's satisfaction about the result. The information about theuser; such as the genre preference of the user; occupation of the user; location of the user;which are normally called personalized information; indicate users' preferences to theretrieval result. We demonstrate the effectiveness of a dual indexing technique and afeedback method on the HARD 2005 data set. We also propose a non-content basedmethod to measure user's familiarity to a query. A similarity model is built to utilize thefamiliarity information and to improve the overall performance.,TREC,2005,1
SQL-relay: An event-driven rule-based database gateway,Qingsong Yao; Aijun An,Abstract Database users often submit similar queries to retrieve certain information from thedatabase. We use user access event to represent a set of similar queries. A user accessevent contains an SQL template and a set of parameters; where the value of a parametercan be a constant or a variable. For example; event (“select name from customer whereid=%”; 101) represents a single query which retrieves the name of customer 101; whileevent (“select name from customer where id=%”; g_cid) represents a set of queries thatsretrieve the name of given customer. The event execution orders are represented by usingdependency graphs; which are called user access paths.,International Conference on Web-Age Information Management,2003,1
A method for conceptual modeling of real time expert systems for monitoring and control,Aijun An; Christine W Chan; Nick Cercone; Xiangji Huang,Abstract In this paper; we present a method for conceptual modelling of a real-time expertsystem for monitoring and control. Five models of interface model; object model; task model;inference model and strategy model; are generated by using this method to describe di erentaspects of the system. We illustrate the ve models by giving examples from modelling anexpert system for monitoring and control of a water distribution system. Implementation ofthis expert system using G2 is also discussed. The paper concludes with a short discussionof the modelling technique.,Research Funded under Telecommunications Research Laboratories and Natural Science Research Council of Canada,2003,1
Mining significant high utility gene regulation sequential patterns,Morteza Zihayat; Heidar Davoudi; Aijun An,Mining frequent gene regulation sequential patterns in time course microarray datasets is animportant mining task in bioinformatics. Although finding such patterns are of paramountimportant for studying a disease; most existing work do not consider gene-diseaseassociation during gene regulation sequential pattern discovery. Moreover; they considermore absent/existence effects of genes during the mining process than taking the degrees ofgenes expression into account. Consequently; such techniques discover too many patternswhich may not represent important information to biologists to investigate the relationshipsbetween the disease and underlying reasons hidden in gene regulation sequences. Wepropose a utility model by considering both the gene-disease association score and theirdegrees of expression levels under a biological investigation. We propose an efficient …,BMC systems biology,2017,*
Spontaneous Symmetry Breaking in Neural Networks,Ricky Fok; Aijun An; Xiaogang Wang,Abstract: We propose a framework to understand the unprecedented performance androbustness of deep neural networks using field theory. Correlations between the weightswithin the same layer can be described by symmetries in that layer; and networks generalizebetter if such symmetries are broken to reduce the redundancies of the weights. Using a twoparameter field theory; we find that the network can break such symmetries itself towards theend of training in a process commonly known in physics as spontaneous symmetrybreaking. This corresponds to a network generalizing itself without any user input layers tobreak the symmetry; but by communication with adjacent layers. In the layer decoupling limitapplicable to residual networks (He et al.; 2015); we show that the remnant symmetries thatsurvive the non-linear layers are spontaneously broken. The Lagrangian for the non …,arXiv preprint arXiv:1710.06096,2017,*
Optimization assisted MCMC,Ricky Fok; Aijun An; Xiaogang Wang,Abstract: Markov Chain Monte Carlo (MCMC) sampling methods are widely used but oftenencounter either slow convergence or biased sampling when applied to multimodal highdimensional distributions. In this paper; we present a general framework of improvingclassical MCMC samplers by employing a global optimization method. The globaloptimization method first reduces a high dimensional search to an one dimensionalgeodesic to find a starting point close to a local mode. The search is accelerated andcompleted by using a local search method such as BFGS. We modify the target distributionby extracting a local Gaussian distribution aound the found mode. The process is repeatedto find all the modes during sampling on the fly. We integrate the optimization algorithm intothe Wormhole Hamiltonian Monte Carlo (WHMC) method. Experimental results show that …,arXiv preprint arXiv:1709.02888,2017,*
Time-Aware Subscription Prediction Model for User Acquisition in Digital News Media,Heidar Davoudi; Morteza Zihayat; Aijun An,Abstract User acquisition is one of the most challenging problems for online news providers.In fact; due to availability of different news media; users have a lot of choices in selecting thenews source. To date; most of digital news portals have tried to approach the solutionindirectly by targeting the user satisfaction through the recommendation systems. In contrast;we address the problem directly by identifying valuable visitors who are likely potentialsubscribers in the future. First; we suggest that the decision for subscription is not a sudden;instantaneous action; but is the informed decision based on positive experience with digitalmedium. As such; we propose effective engagement measures and show that they areeffective in building the predictive model for subscription. We design a model that not onlypredicts the potential subscribers but also answers queries about the subscription …,*,2017,*
Contrast Pattern Based Collaborative Behavior Recommendation for Life Improvement,Yan Chen; Margot Lisa-Jing Yann; Heidar Davoudi; Joy Choi; Aijun An; Zhen Mei,Abstract Positive attitudes and happiness have major impacts on human health and inparticular recovery from illness. While contributing factors leading human beings to positiveemotional states are studied in psychology; the effects of these factors vary and change fromone person to another. We propose a behaviour recommendation system that recommendsthe most effective behaviours leading users with a negative mental state (ie unhappiness) toa positive emotional state (ie; happiness). By leveraging the contrast pattern miningframework; we extract the common contrasting behaviours between happy and unhappyusers. These contrast patterns are aligned with user behaviours and habits. We find thepersonalized behaviour recommendation for those with negative emotional states by placingthe problem into the nearest neighborhood collaborative filtering framework. A real …,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2017,*
Mining Evolving Data Streams with Particle Filters,Ricky Fok; Aijun An; Xiaogang Wang,Abstract We propose a particle filter-based learning method; PF-LR; for learning logisticregression models from evolving data streams. The method inherently handles concept driftsin a data stream and is able to learn an ensemble of logistic regression models with particlefiltering. A key feature of PF-LR is that in its resampling; step particles are sampled from theones that maximize the classification accuracy on the current data batch. Our experimentsshow that PF-LR gives good performance; even with relatively small batch sizes. It reacts toconcept drifts quicker than conventional particle filters while being robust to noise. Inaddition; PF-LR learns more accurate models and is more computationally efficient than thegradient descent method for learning logistic regression models. Furthermore; we evaluatePF-LR on both synthetic and real data sets and find that PF-LR outperforms some other …,Computational Intelligence,2017,*
Time aware topic based recommender system,Elnaz Delpisheh; Aijun An; Heidar Davoudi; Emad Gohari Boroujerdi,News recommender systems efficiently handle the overwhelming number of news articles;simplify navigations; and retrieve relevant information. Many conventional newsrecommender systems use collaborative filtering to make recommendations based on thebehavior of users in the system. In this approach; the introduction of new users or new itemscan cause the cold start problem; as there will be insufficient data on these new entries forthe collaborative filtering to draw any inferences for new users or items. Content-based newsrecommender systems emerged to address the cold start problem. However; many content-based news recommender systems consider documents as a bag-of-words neglecting thehidden themes of the news articles. In this paper; we propose a news recommender systemleveraging topic models and time spent on each article. We build an automated …,Big Data & Information Analytics,2016,*
Detecting the Magnitude of Events from News Articles,Ameeta Agrawal; Raghavender Sahdev; Heidar Davoudi; Forouq Khonsari; Aijun An; Susan McGrath,Forced migration is increasingly becoming a global issue of concern. In this paper; wepresent an effective model of targeted event detection; as an essential step towards theforced migration detection problem. To date; most of the the approaches deal with the eventdetection in a general setting with the main objective of detecting the presence or onset ofan event. However; we focus on analyzing the magnitude of a given event from a collectionof text documents such as news articles from multiple sources. We use violence as anillustration as it is one of the most critical factors of forced migration. The recentadvancements in semantic similarity measures are adopted to obtain relevant violencescores for each word in the vocabulary of news articles in an unsupervised manner. Theresulting scores are then used to compute the average daily violence scores over a …,Web Intelligence (WI); 2016 IEEE/WIC/ACM International Conference on,2016,*
Computational Role of Astrocytes in Bayesian Inference and Probability Distribution Encoding,Martin Dimkovski; Aijun An,Abstract The past few years have seen new research methods confirming more confidentlythat glia have a key information processing role in the brain; specifically in relation tolearning capability. However; many details Tof glia's role remain unknown; including a gapbetween cellular and behavioural level findings. Based on Ca^ 2+ wave mechanics inastrocytes; we derive a theoretical capability of astrocytes to encode cognitiverepresentations as probability distributions over synapses. The process is analogous toMCMC Bayesian inference that samples a neural network configuration from a prior in theastrocyte and then uses its performance to update to a posterior distribution. The proposedmodel explains recent behavioural results where obstructing astrocytes leads to deficienciesin learning new knowledge without affecting ability to recall existing knowledge. The …,International Conference on Brain and Health Informatics,2016,*
Selective Co-occurrences for Word-Emotion Association,Ameeta Agrawal; Aijun An,Abstract Emotion classification from text typically requires some degree of word-emotionassociation; either gathered from pre-existing emotion lexicons or calculated using somemeasure of semantic relatedness. Most emotion lexicons contain a fixed number of emotioncategories and provide a rather limited coverage. Current measures of computing semanticrelatedness; on the other hand; do not adapt well to the specific task of word-emotionassociation and therefore; yield average results. In this work; we propose an unsupervisedmethod of learning word-emotion association from large text corpora; called Selective Co-occurrences (SECO); by leveraging the property of mutual exclusivity generally exhibited byemotions. Extensive evaluation; using just one seed word per emotion category; indicatesthe effectiveness of the proposed approach over three emotion lexicons and two state-of …,Proceedings of COLING 2016; the 26th International Conference on Computational Linguistics: Technical Papers,2016,*
