Measurement and modeling of an ultra-wide bandwidth indoor channel,Saeed S Ghassemzadeh; Rittwik Jana; Christopher W Rice; William Turin; Vahid Tarokh,This paper describes the results of frequency-domain channel sounding in residentialenvironments. It consists of detailed characterization of complex frequency responses ofultra-wideband (UWB) signals having a nominal center frequency of 5 GHz. A path lossmodel as well as a second-order autoregressive model is proposed for frequency responsegeneration of the UWB indoor channel. Probability distributions of the model parameters fordifferent locations are presented. Also; time-domain results such as root mean square delayspread and percent of captured power are presented.,IEEE Transactions on Communications,2004,369
Using generalized second price auction for congestion pricing,Yih-Farn Chen; Rittwik Jana; Karthik N Kannan,To address network congestion issues; network providers are seeking to shape consumer'susage behavior through economic incentives such as a tiered pricing scheme and/orrestrictions on unlimited data plans. Current pricing schemes; however; do not ad-dress thecongestion problem directly: the prices differentiation is based on the data volumeconsumed by the user in a month whereas the congestion is a consequence of theavailability of limited bandwidth resources (consumption speed). Furthermore; userssubscribing to a costlier plan receive no real-time (higher bandwidth) priority. This paper pro-poses an alternate pricing plan for wireless networks based on Generalized Second Price(GSP) auctions with the aim of improving welfare. Our simulation-based analysis reveals thatsuch a pricing scheme allows users with higher willingness to pay to secure higher …,Global Telecommunications Conference (GLOBECOM 2011); 2011 IEEE,2011,4
CPM-adaptive VoD with cooperative peer assist and multicast,KK Ramakrishnan; Vijay Gopalakrishnan; Rittwik Jana; Divesh Srivastava; Bobby Bhattacharjee,att_abstract={{We present CPM; a unified approach that exploits server multicast; assistedby peer downloads; to provide efficient video-on-demand (VoD) in a service providerenvironment. We describe our architecture and show how CPM is designed to dynamicallyadapt to a wide range of situations including highly different peer-upload bandwidths;content popularity; user request arrival patterns (including flash-crowds); video library size;and subscriber population. We demonstrate the effectiveness of CPM using simulations(based on the an actual implementation codebase) across the range of situations describedabove and show that CPM does significantly better than traditional unicast; different forms ofmulticast; as well as peer-to-peer schemes. Along with synthetic parameters; we augmentour experiments using data from a deployed VoD service to evaluate the performance of …,Keynote Speech at IEEE LANMAN,2008,4
TCP and MP-TCP in 5G mmWave Networks,Michele Polese; Rittwik Jana; Michele Zorzi,Future 5G networks will likely include mmWave radio access communication links; becauseof their potential multi-gigabit-per-second capacity. However; these frequencies arecharacterized by highly dynamic channel conditions; which lead to wide fluctuations in thereceived signal quality. This article explains how the end-to-end user experience in mobilemmWave networks could be affected by a suboptimal interaction between the most widelyused transport protocol; TCP; and mmWave links. It also provides insights on the throughput-latency tradeoff when Multipath TCP (MP-TCP) is used judiciously across various links; suchas Long-Term Evolution (LTE) and mmWave.,IEEE Internet Computing,2017,3
Is multipath TCP (MPTCP) beneficial for video streaming over DASH?,Cyriac James; Emir Halepovic; Mea Wang; Rittwik Jana; NK Shankaranarayanan,HTTP-based adaptive protocols dominate today's video streaming over the Internet; andoperate using multiple quality levels that video players request one segment at a time.Despite their popularity; studies have shown that performance of video streams still suffersfrom stalls; quality switches and startup delay. In wireless networks; it is well-known that highvariability in network bandwidth affects video streaming. MultiPath TCP (MPTCP) is anemerging paradigm that could offer significant benefits to video streaming by combiningbandwidth on multiple network interfaces; in particular for mobile devices that typicallysupport both WiFi and cellular networks. In this paper; we explore whether MPTCP alwaysbenefits mobile video streaming. Our experimental study on video streaming using twowireless interfaces yields mixed results. While beneficial to user experience under ample …,Modeling; Analysis and Simulation of Computer and Telecommunication Systems (MASCOTS); 2016 IEEE 24th International Symposium on,2016,3
Method and apparatus for managing communication sessions,*,A system that incorporates teachings of the present disclosure may include; for example; aserver operably coupleable to an internet protocol multimedia subsystem network and aninteractive television system; where the server receives a session transfer request from a firstcommunication device; where the session transfer request includes identification informationassociated with a second communication device; and where the server transmits a messageto the second communication device and transmits a media adjustment message to a mediaresource server of the internet protocol multimedia subsystem network. The media content isadjusted and transmitted to the second communication device responsive to the mediaadjustment message; where the adjusted media content is generated by the media resourceserver based on the identification information associated with the second communication …,*,2015,3
System and method for reducing inter-cellsite interference in full-duplex communications,*,Disclosed herein are systems; methods; and computer-readable storage devices forreducing inter-cellsite interference during full-duplex communication. A system receives achannel amplitude and a phase estimate between a first station and a second station; thefirst station and the second station creating inter-cellsite interference on a channel during full-duplex communications. The system calculates a level of the inter-cellsite interferencebetween the first station and the second station based on the channel amplitude and thephase estimate and generates a cancellation signal based on the inter-cellsite interference.The system then communicates the cancellation signal to the first station for transmissionwith additional data during additional full-duplex communications.,*,2015,3
Multi-path tcp: Boosting fairness in cellular networks,Ashwin Sridharan; Rakesh K Sinha; Rittwik Jana; Bo Han; KK Ramakrishnan; NK Shankaranarayanan; Ioannis Broustis,Cellular providers are rapidly deploying multiple technologies like cell biasing; carrieraggregation; co-ordinated interference control/scheduling to improve capacity andcoverage. In this paper; we explore a complementary transport layer approach based onmultipath TCP that can concurrently use multiple interfaces to boost throughput of users withpoor coverage and improve fairness. Multipath TCP has been recently standardized by IETFand requires no modifications to applications. It has been shown to improve fairness andthroughput in wire line environments and individual user throughputs in wireless networks.However; in a wireless multi-user environment; it is not clear that it is always beneficial; aswe show in this paper. Therefore; we examine if it is indeed beneficial for a service providerto judiciously decide whether to enable multiple cellular interfaces on a smart phone …,Network Protocols (ICNP); 2014 IEEE 22nd International Conference on,2014,3
Internet security updates via mobile phone videos,*,Information relevant to internet security is received at a data center server. Such information;for example; a network intrusion alert or details on a recent outbreak of an network virus;may be examined to determine the nature and scope of the security-related information. Asecurity alert is promptly generated in response to the information; using previously storedmultimedia content divided into categories of security alerts and/or multimedia contentgenerated at the data center shortly after receiving the security information. The security alertis then disseminated to a plurality of mobile device users. The alerts may be disseminatedonly to the users associated with a certain security event category; or may be sent to differentgroups of users depending on other relevant criteria.,*,2014,3
Incentivized cellular offloading via auctions,Wei Dong; Swati Rallapalli; Taewon Cho; Rittwik Jana; Lili Qiu; KK Ramakrishnan; Leonid Razoumov; Yin Zhang,Abstract The explosive growth of cellular traffic and its highly dynamic nature often make itprohibitive or even infeasible for a cellular service provider to provision enough cellularresources to support the peak traffic demands. The current best practice is to have thecellular service provider deploy alternative wireless technologies; such as Wi-Fi andFemtocells; on its own to complement the cellular network. However; this is not a viable long-term solution due to its high cost and the problem of wireless interference. We believe amore viable long-term solution is for the service provider to leverage resources from third-party resource owners on demand by buying capacity whenever needed. Measurementstudies show that many third-party Wi-Fi hotspots and Femtocells have significant sparecapacity even during busy hours. Moreover; when one cellular network is under stress …,Proceedings of the seventh ACM international workshop on mobility in the evolving internet architecture,2012,3
Energy Efficient DNA-Based Scheduling Scheme for Wireless Sensor Networks,Shan Suthaharan; Abhinav Chawade; Rittwik Jana; Jing Deng,Abstract Wireless sensor networks are currently deployed in many areas; particularly forsurveillance related applications. Sensors have very limited energy and processingcapabilities; hence; it becomes necessary to introduce energy efficient algorithms tomaximize the lifetime of a sensor node. We propose a new scheduling scheme based onDiscrete Time Markov chain models used in genetics for DNA evolution prediction. Theproposed scheduler uses a single control parameter to control state changes in order toobtain a compromise between network lifetime and throughput. We discuss the design ofsuch a Discrete Time Markov chain based scheme and compare it to a standard approach interms of node throughput and lifetime of entire network. Finally; we show the effectiveness ofthis scheme by simulating various network topologies in a realistic sensor network. Our …,International Conference on Wireless Algorithms; Systems; and Applications,2009,3
An Alerting and Notification Service on the AT&T Enterprise Messaging Network.,Serban Jora; Rittwik Jana; Yih-Farn Chen; Matti A Hiltunen; Trevor Jim; Huale Huang; King Ow; Ashish K Singh; Radhakrishnan Muthumanickam,AN ALERTING AND NOTIFICATION SERVICE ON THE AT&T ENTERPRISE MESSAGING NETWORKSerban Jora; Rittwik Jana; Yih-Farn Chen; Matti Hiltunen; Trevor Jim; Huale Huang; KingOw; Ashish K Singh; and Radhakrishnan Muthumanickam AT&T Labs Research 180 ParkAve; Florham Park; NJ; 07932; USA email: {jora;rjana;chen;hiltunen;trevor;huale;owk;ashks;rmuthu}@research.att.com ABSTRACT In this paper we analyze the utility of a mobile middle- wareplatform; the AT&T Enterprise Messaging Network (EMN); which provides an alerting and notificationservice. This service has two major components; namely the Alert Management Platform(AMP) and the Alert Dissemination Engine (ADE). An analysis of a well-designed web serviceinterface is provided to show interconnection between the two entities. An attempt is also madeto illustrate how such a system can be used flexibly in a generic way as part of the recent …,EuroIMSA,2005,3
Method and system for managing service quality according to network status predictions,*,Aspects of the subject disclosure may include; for example; obtaining predicted availablebandwidths for an end user device; monitoring buffer occupancy of a buffer of the end userdevice; determining bit rates for portions of media content according to the predictedavailable bandwidths and according to the buffer occupancy; and adjusting bit rates forportions of media content according to the predicted available bandwidths and according tothe buffer occupancy during streaming of the media content to the end user device over awireless network. Other embodiments are disclosed.,*,2017,2
Provisioning Low Latency; Resilient Mobile Edge Clouds for 5G,Russell Ford; Ashwin Sridharan; Robert Margolies; Rittwik Jana; Sundeep Rangan,Abstract: Network virtualization and SDN-based routing allow carriers to flexibly configuretheir networks in response to demand and unexpected network disruptions. However;cellular networks; by nature; pose some unique challenges because of user mobility andcontrol/data plane partitioning; which calls for new architectures and provisioningparadigms. In this paper; we address the latter part by devising algorithms that can provisionthe data plane to create a distributed Mobile Edge Cloud (MEC); which providesopportunities for lower latencies and increased resilience (through placement of networkfunctions at more distributed datacenter locations) and accounts for service disruption thatcould be incurred because of user mobility between the service areas of differentdatacenters. Through evaluations with topology and traffic data from a major carriers's …,arXiv preprint arXiv:1703.10915,2017,2
An IoT control plane model and its impact analysis on a virtualized MME for connected cars,Rennie Archibald; Dhruv Gupta; Rittwik Jana; Vijay Gopalakrishnan; Ashok Sunder Rajan; Kannan Babu Ramia; Dan Dahle; Jacob Cooper; George Kennedy; Nikhil Rao; Shantkumar Sonnads; Martin Mc Donald,IoT drives the future of Connected Cars including smart cars and it will transform the way weinteract with our vehicles. With the emergence of millions of connected cars in the horizon;the wireless infrastructure needed to support this capability has to scale efficiently. To betterunderstand the impact on the resource utilization of the wireless core infrastructure; weprovide a detailed statistical model of the control plane/signaling interactions in connectedcars. Specifically; our model is based on a 40K sample data set spanning more than 2100IoT vehicles collected over 20 hours from a national telecommunications provider. Thecontrol plane model quantifies the additional load that the infrastructure (eg; MME) needs tohandle compared to an average busy hour LTE traffic model. We identify the heavy hitters ofthe control plane events and run real experiments based on our models in a testbed to …,Local and Metropolitan Area Networks (LANMAN); 2016 IEEE International Symposium on,2016,2
Payment of highway tolls via a mobile telecommunications network,*,Disclosed are method and apparatus for processing of highway toll payments by a mobiletelecommunications service provider. A mobile telecommunications device communicateswith a mobile telecommunications service provider. The mobile telecommunications serviceprovider receives a request to calculate a route to a destination. The mobiletelecommunications service provider determines the location of the mobiletelecommunications device from a global navigation satellite system or from a mobiletelecommunications network and calculates a route. The mobile telecommunications serviceprovider then identifies toll booths along the calculated route. The mobiletelecommunications service provider pre-pays the tolls. The mobile telecommunicationsservice provider sends turn-by-turn instructions to the mobile telecommunications device …,*,2015,2
Mobile cloud computing [Guest Edotorial],Xiaoming Fu; Stefano Secci; Dijiang Huang; Rittwik Jana,Mobile Cloud Computing refers to an infrastructure where both the data storage and the dataprocessing occur outside of the mobile device. Mobile cloud applications move thecomputing power and data storage away from mobile devices and into the cloud; bringingapplications and mobile computing not only to smartphone users but also to a much broaderrange of mobile subscribers.,IEEE Communications Magazine,2015,2
Collecting sensor data,*,Edited and non-edited multimedia content from a plurality of sources is formatted as astandardized data feed. The standardized data feed is correlating with a syndicated datafeed as an aggregated data feed. The aggregated data feed is presented for display at adevice.,*,2014,2
Method and apparatus for mobile presence aggregation,*,A method; computer readable medium for performing mobile presence aggregation aredisclosed. For example; the method acquires presence information associated with a user;packages the presence information into a message and forwards the message containingthe presence information via a non-session initiated protocol based transport protocol to apresences access layer server. In another embodiment; the method receives a messagecontaining presence information in a non-session initiated protocol based transport protocol;identifies the presence information in the message; translates the presence information intoa presence information data format and forwards the presence information in the presenceinformation data format to a presence server.,*,2014,2
Joint-family: Enabling adaptive bitrate streaming in peer-to-peer video-on-demand,Kyung-Wook Hwang; Vijay Gopalakrishnan; Rittwik Jana; Seungjoon Lee; Vishal Misra; KK Ramakrishnan; Dan Rubenstein,We propose Joint-Family; a protocol that combines peer-to-peer (P2P) and adaptive bitrate(ABR) streaming for video-on-demand (VoD). While P2P for VoD and ABR have beenproposed previously; they have not been studied together because they attempt to tackleproblems with seemingly orthogonal goals. We motivate our approach through analysis thatovercomes a misconception resulting from prior analytical work; and show that the popularityof a P2P swarm and seed staying time has a significant bearing on the achievable per-receiver download rate. Specifically; our analysis shows that popularity affects swarmefficiency when seeds stay “long enough”. We also show that ABR in a P2P setting helpsviewers achieve higher playback rates and/or fewer interruptions. We develop the Joint-Family protocol based on the observations from our analysis. Peers in Joint-Family …,Network Protocols (ICNP); 2013 21st IEEE International Conference on,2013,2
Abandonment and its impact on P2P VoD streaming,Kyung-Wook Hwang; Vijay Gopalakrishnan; Rittwik Jana; Seungjoon Lee; Vishal Misra; KK Ramakrishnan,Peer-to-Peer (P2P) systems have evolved from being used for file sharing to deliveringstreaming video on demand (VoD). The policies adopted in P2P VoD; however; have nottaken user viewing behavior-that users abandon videos-into account. We show thatabandonment can result in increased interruptions and wasted resources. As a result; wereconsider the set of policies to use in the presence of abandonment. Our goal is to balancethe conflicting needs of delivering videos without interruptions while minimizing wastage.We find that an Earliest-First chunk selection policy in conjunction with the Earliest-Deadlinepeer selection policy allows us to achieve high download rates. We take advantage ofabandonment by converting peers to “partial seeds”; this increases capacity. We minimizewastage by using a playback lookahead window. We use analysis and simulation …,Peer-to-Peer Computing (P2P); 2013 IEEE Thirteenth International Conference on,2013,2
Combining content analysis of television programs with audience measurement,David Gibbon; Zhu Liu; Eric Zavesky; DeDe Paul; Deborah F Swayne; Rittwik Jana; Behzad Shahraray,Combining content analysis of television programs with quantitative audience measurementcan provide insights into customer reactions to advertisements and program content. Thiswork introduces a system architecture that incorporates anonymous audience metrics froman operational IPTV environment with metadata from a content-based analysis of recordedprograms. Evaluated on a collection of news programs; the system verifies that eventsderived from the audience metrics data stream correspond to media segmentationboundaries such as commercial breaks and topic changes. An automated system forexecuting multimodal media segmentation algorithms for commercial break and topicchange detection is also discussed. Better understanding of audience reaction can helpIPTV service providers plan infrastructure investments and help in managing multimedia …,Consumer Communications and Networking Conference (CCNC); 2012 IEEE,2012,2
Joint optimal power allocation and base station and relay station placement in wireless relay networks,Md Habibul Islam; Zbigniew Dziong; Kazem Sohraby; Mahmoud F Daneshmand; Rittwik Jana,Abstract—In this paper; we consider a finite geographic area with multiple mobile stations(MSs) uniformly distributed within the area and multiple candidate locations (CLs) fordeploying base stations (BSs) and relay stations (RSs) to serve the MSs. For this networkscenario; we study the joint optimal placement of BSs and RSs into those CLs and MS andRS power allocations such that the sum-capacity of the network is maximized while thetarget data rate of each MS is achieved. In order to investigate the energy-efficiency trade-offs between deploying BSs and RSs; we provide an iterative algorithm which firstmaximizes the sum-rate of the network by optimally deploying a certain number of BSs.Then; the algorithm decreases the number of BSs to be deployed optimally by one andcontinues deploying RSs until the same sum-rate is achieved. The process continues …,International Conference on Information Networking,2012,2
Understanding Couch Potatoes: Modeling Interactive Usage of IPTV at Large-Scale,Vijay Gopalakrishnan; Rittwik Jana; Kadangode Ramakrishnan; Deborah Swayne; Vinay Vaishampayan,@techreport{TD:100154; att_abstract={{We investigate how consumers view content using Videoon Demand (VoD) in the context of an IP-based video distribution environment. Users todaycan use advanced stream control functions like skip and replay in addition to play; fast-forward;rewind; pause etc.; to interactively control their viewing. Such stream control; however; placesadditional demands on the distribution infrastructure (servers; network; and set top boxes) andcan be challenging to manage with a large subscriber base. A model of user-interaction is usefulto provide key insights on their impact on server and bandwidth requirements; clientresponsiveness; etc. We capture user activity in their natural setting of viewing video at home.We first develop a model for the arrival process of requests for content. We then develop twostream control models that accurately capture user interaction …,Proceedings of ACM IMC,2011,2
Joint optimal power allocation and relay selection with spatial diversity in wireless relay networks,Md Habibul Islam; Zbigniew Dziong; Kazem Sohraby; Mahmoud F Daneshmand; Rittwik Jana,Abstract—We consider a wireless relay network (WRN) where multiple mobile stations(MSs) try to send their data to a base station (BS) either directly or via a set of fixed relaystations (RSs). For this network; we study the problem of joint optimal MS and RS powerallocation and relay selection with the objective of minimizing the total transmitted power ofthe system. The joint optimization algorithm must satisfy the minimum data demand of eachMS. We formulate the problem as a mixed integer nonlinear programming (MINLP) problemand find the solution under different relaying architectures and spatial diversity schemes.The optimal solution of the MINLP problem is exponentially complex due to its combinatorialnature. We use the MATLAB based commercial software TOMLAB to find a near optimalsolution of the MINLP problem. We also find an approximate solution of the original …,proc. Mobile VCE Green Radio; Software Defined Radio-WINCOMM,2011,2
Scholastic streaming: rethinking mobile video-on-demand in a campus environment,Jagadeesh M Dyaberi; Karthik Kannan; Vijay Pai; Yih-Farn Robin Chen; Rittwik Jana; Daniel Stern; Bin Wei,Abstract Innovations in micro-processor architecture and wireless technologies like 3G havegiven rise to the production of smartphones with computation; networking; and storagecapacities that rival personal computers. These smartphones can support a wide range ofmedia-rich applications that involve streaming audio and video. Emerging wirelesstechnologies like LTE and Wi-Max have enabled even higher bandwidth consumption formobile users. All these trends have led to a huge demand for smartphones among mobileusers. However; the rapid increase of bandwidth-hoggin. g applications like video hasseverely strained the current 3G networks and may lead to degradation of cell phone voiceand data quality or even dropped calls. One way to reduce this congestion is to offload therich media data from the 3G network to other networks like Wi-Fi; which is ubiquitous in …,Proceedings of the 3rd workshop on Mobile video delivery,2010,2
Project GeoTV: a three-screen service,Yih-Farn Chen; David Gibbon; Rittwik Jana; Bernard Renger; Daniel Stern; Mike Yang; Bin Wei; Hailong Sun,Abstract—GeoTV is a project that explores seamless integration of mobile phones; HDTVsets; and computers in the living room to enrich the user experience of existing services. Thethreescreen service allows a user to navigate a world map on a smart phone to track geo-located media RSS content that matches her personal interests. The user can show amatching video clip on her phone or direct a nearby HDTV set to play the video. In addition;the user can bring up a world map on a nearby computer screen to navigate areas of interestrelated to the video clip. GeoTV allows all three screens to be used for what they are best for:HDTV for high resolution video; computer screen for browsing a world map; and a smartphone for personalized control at hand to select media of interest.,Proceedings of the 6th IEEE Conference on Consumer Communications and Networking Conference,2009,2
Bridging Communication Services–Connecting Virtual Worlds to Real World: a Service Provider’s Perspective,Rittwik Jana; Andrea Basso; Yih-Farn Chen; Giuseppe Di Fabbrizio; David Gibbon; Bernard Renger; Bin Wei,ABSTRACT In this paper; we develop the concept of service betweeen services in virtualworlds (VW) and services in the real world (RW). In particular; we show through exampleshow messaging; web publishing; and real time multimedia (voice; and video based) servicesin a representative VW; Second Life (SL); con be briged with corresponding services in RV.).We advocate the use of middleware proxies and synthetic content based samplingtechniques to enable the bridging between the services. Specifically; we have build aconference site for WWW 2008 in SL to experiment with some of these concepts todemonstrate how users can interact with authors; content; and other attendees through ourbridging services in ways that are not available today..,MobEA 2008,2008,2
Mobile capacity enhancement using unequally spaced antenna arrays,Rittwik Jana; Subhrakanti Dey,Adaptive arrays can significantly increase the cell capacity; improve signal quality; andreduce transmitter power requirements. We investigate the capacity improvement that canpotentially be achieved via an optimised design strategy for an unequally spaced array. Wealso investigate the effect that fading correlation has on the performance of an unequallyspaced adaptive array. Results are presented for optimum combining with flat fading.Computer simulations show that it is possible to achieve a gain of at least 1.5 dB formoderate to high signal-to-noise ratios (SNR) when compared to the equally spaced array.,Vehicular Technology Conference Proceedings; 2000. VTC 2000-Spring Tokyo. 2000 IEEE 51st,2000,2
Distance spectrum computation for equalized MIMO multipath fading channels,Rittwik Jana; Naofal Al-Dhahir; Robert Calderbank,We estimate bit error probability bounds for finite-length delay-optimised multi-input multi-output (MIMO) equalizers. These equalizers shorten the impulse response memory offrequency-selective MIMO channels by minimizing the average energy of the error sequencebetween the equalized MIMO channel impulse response and the target impulse response.We answer an important question in this paper namely; how much asymptotic loss in SNRdo we expect as a result of this shortening? A partial distance spectrum for a 2/spl times/2MIMO channel is evaluated with or without channel shortening equalisers. The union boundis then used to upper bound the bit error probability. Similarly; the lower bound is computedfrom the squared minimum Euclidean distance. Numerical results show that the expectedloss is in the order of 2.5 dB for realistic wireless channel environments.,Wireless Communications and Networking Confernce; 2000. WCNC. 2000 IEEE,2000,2
System and method for medium access control enabling both full-duplex and half-duplex communications,*,Abstract Disclosed herein are systems; methods; and non-transitory computer-readablestorage media for a modified MAC protocol which can facilitate communications with bothfull-duplex and half-duplex devices. A system configured according to the disclosed methodcan enable communications between an Access Point (AP) and a client in either full duplexor half duplex. The system can similarly enable peer-to-peer communications in both fullduplex and half duplex communication modes.,*,2017,1
Model driven process for automated deployment of domain 2.0 virtualized services and applications on cloud infrastructure,*,A model-driven system automatically deploys a virtualized service; including multiple servicecomponents; on a distributed cloud infrastructure. A master service orchestrator causes acloud platform orchestrator to retrieve a cloud services archive file; extract a cloud resourceconfiguration template and create cloud resources at appropriate data centers as specified.The master service orchestrator also causes a software defined network controller to retrievethe cloud services archive file; to extract a cloud network configuration template and toconfigure layer 1 through layer 3 virtual network functions and to set up routes betweenthem. Additionally; the master service orchestrator causes an application controller toretrieve the cloud services archive file; to extract a deployment orchestration plan and toconfigure and start layer 4 through layer 7 application components and bring them to a …,*,2017,1
Method And Apparatus For Architecting Multimedia Conferencing Services,*,A multimedia conferencing service uses accessible-forwarding-plane network elementssuch as OpenFlow® controllers and OpenFlow®-enabled switches. A conferencing serverreceives a conference subscription request including a network address of a L2/L3 signalingserver; and connects to an accessible-forwarding-plane controller to control an accessible-forwarding-plane switch. Flow tables and group tables are managed to classify traffic withminimum table usage and update frequency. Media channels are established betweenclients through the OpenFlow®-enabled switches; relieving bottlenecks at the conferencingserver.,*,2017,1
Analyzing internet protocol television data to support peer-assisted video-on-demand content delivery,*,A video-on-demand (VOD) server in an Internet protocol television (IPTV) network with anetwork of set-top boxes includes IPTV operational data and an analysis module that selectsa content item. The VOD server divides the content item into sequential chunks; divides thechunks into stripes; pre-populates set-top boxes in a peering network with at least one stripefrom each chunk; receives a request for the content item; and directs each set-top box tosequentially stream its stripes. A method includes selecting a content item based upon IPTVoperational data; dividing the content item into sequential chunks; dividing the chunks intostripes; pre-populating set-top boxes in a peering network with at least one stripe from eachchunk; receiving a request for the content item; and directing each set-top box tosequentially stream its stripes.,*,2017,1
System and method of providing a context-aware personalized blogging agent,*,A mobile multimedia content aggregation and dissemination platform is provided that aimsto automate the creation; collection; aggregation; and dissemination of RSS and non-RSSinformation for and to interested parties. This platform may be used for the construction of apersonalized blogging agent as well as for a personalized news aggregator.,*,2017,1
Joint-family: Adaptive bitrate video-on-demand streaming over peer-to-peer networks with realistic abandonment patterns,Kyung-Wook Hwang; Vijay Gopalakrishnan; Rittwik Jana; Seungjoon Lee; Vishal Misra; KK Ramakrishnan; Dan Rubenstein,Abstract Previous studies of peer-to-peer (P2P) video-on-demand (VoD) are performedseparately from studies utilizing adaptive bit rate video since the techniques seeminglytackle orthogonal goals. Additionally; previous policies used by P2P VoD do not account forviewer abandonment of video during download and playback. Through analysis; we showthat the popularity of a P2P swarm and seed staying time significantly affects the achievableper-receiver download rate. Specifically; we identify conditions under which popularityaffects swarm efficiency; contradicting a typical misconception in previous work; and weshow that abandonment under these previous policies significantly increases playbackinterruptions. In light of these observations; we propose Joint-Family; a protocol thatsupports HTTP-based adaptive bitrate streaming for on-demand videos using P2P …,Computer Networks,2016,1
Methods; systems and apparatus to facilitate ranked network priority,*,Methods; systems and apparatus are disclosed to facilitate ranked network priority. Anexample method includes calculating a rank of a first wireless device relative to a plurality ofwireless devices based on a first bid value associated with the first wireless device;allocating a first bit rate to the first wireless device based on the rank of the first wirelessdevice at a first time; and in response to detecting a change in availability of the first bit rateat a second time; applying a second bid value for a second bit rate when the first wirelessdevice is located in a first geographic area; and applying a third bid value for the second bitrate when the first wireless device is located in a second geographic area different from thefirst geographic area.,*,2016,1
Blending telephony services in an internet protocol multimedia subsystem,*,An Internet protocol Multimedia Subsystem (IMS) gateway application server includes anoriginating application server module adapted to invoke call control services in response torequests initiated by a voice over Internet Protocol (IP)(VoIP) client associated with acommunication device such as an IP telephone. Disclosed gateway application serversinclude a proxy server module adapted to notify the communication client of session controlmessages intended for the communication device.,*,2015,1
Distributing on-demand multimedia content,*,A disclosed method of distributing multimedia content to end users in a multimedia contentdistribution network includes segmenting time in a series of intervals referred to herein aslimited-chain relay (LCR) intervals. The LCR intervals may have a duration of time Talthough an LCR interval may be terminated before the duration expires. During anyinterval; the LCR distribution method includes responding to a first request for a program ofmultimedia content (PMC) from a first requestor by delivering the PMC from a video server tothe customer premises equipment (CPE) of the requestor and storing the PMC on the CPE ofthe first requestor. The method further includes responding to subsequent requests for thePMC that occur before the time T and before the interval terminates otherwise fromsubsequent requestors by delivering at least some portion of the PMC to the subsequent …,*,2013,1
mPub: A mobile presence aggregation framework,Kevin Donnellan; Rittwik Jana; John Murray; Christopher Rice; Ron Shacham; Serban Jora; Rich Wright,Presence systems are widely used today to get information of user availability and theirwillingness to communicate. As presence and Unified Communications (UC) services areviewed as productivity enhancements within enterprises; the need to connect these servicesacross enterprise WANs and MANs becomes more important. Adding to the availability tocommunicate is the growing use of mobile devices in the workforce. This paper investigatesa protocol that can be efficiently supported across mobile networks and between domains ofenterprises. Specifically; we propose a compact presence vocabulary that uses HTTP andSMS protocols to publish to a presence server in the network. The proposed architectureextends the current standardization efforts in OMA PAL working group for non-SIP enabledmobiles. We present a reference implementation of the middleware server and the mobile …,Local and Metropolitan Area Networks (LANMAN); 2010 17th IEEE Workshop on,2010,1
Evaluating the Exact Performance of the Viterbi Algorithm,William Turin; Rittwik Jana,A Hidden Markov Modeling technique is used to evaluate the exact performance of theViterbi algorithm for estimating states of a finite state system. This technique is applied toexact calculation of the bit error probability of the Viterbi decoder of a convolutional code inchannels with independent errors and in channels with memory. The results are comparedwith the widely used upper bounds. The accuracy of the proposed methods is verified viacomputer simulation.,Wireless Communications and Networking Conference (WCNC); 2010 IEEE,2010,1
Continuous state HMM modeling of flat fading channels,William Turin; Rittwik Jana,There are several discrete state Markov or hidden Markov models (HMMs) of the flat fading.These models assume that there is a finite number of discrete fading levels. The mainreason for considering a discrete state model is simplicity of using these models inapplications. Continuous state HMMs (CSHMMs) and; in particular; hidden Gauss-Markovmodels (HGMM) describe fading more accurately. In this paper; we present applications ofCSHMMs to model flat fading and develop analytic methods for computing basiccharacteristics of the fading process by using the notion of operator probability.,Vehicular Technology Conference; 2005. VTC 2005-Spring. 2005 IEEE 61st,2005,1
Context-Aware Mobile Computing.,Rittwik Jana; Yih-Farn Chen,*,*,2004,1
Empowering the battlefield with a mobile middleware platform,Rittwik Jana; Serban Jora; Christopher W Rice; Y-F Chen; Lewis Hart; Patrick Emery,In this paper we analyze the utility of mobile middleware platform technology applied in arealistic military exercise scenario. The system was demonstrated to the Office of NavalResearch in partial fulfillment of the US Marines Corps next generation ground logisticscommand and control (GLC2) platform. In particular; we will highlight four mission criticalactivities; namely a) alerting and notification of information to a wide variety of handhelddevices; b) a publish and subscribe interface for mobile devices to an ontology drivenknowledge dissemination (ODKD) system via the middleware platform; c) link/Statusdetection and seamless switchover from a secure wired to a secure wireless (802.11 b)infrastructure and d) autonomic sensor data parsing and injection for use in a course ofaction tool simulator.,Military Communications Conference; 2003. MILCOM'03. 2003 IEEE,2003,1
