Protecting respondents identities in microdata release,Pierangela Samarati,Today's globally networked society places great demands on the dissemination and sharingof information. While in the past released information was mostly in tabular and statisticalform; many situations call for the release of specific data (microdata). In order to protect theanonymity of the entities (called respondents) to which information refers; data holders oftenremove or encrypt explicit identifiers such as names; addresses; and phone numbers.Deidentifying data; however; provides no guarantee of anonymity. Released informationoften contains other data; such as race; birth date; sex; and ZIP code; that can be linked topublicly available information to reidentify respondents and inferring information that was notintended for disclosure. In this paper we address the problem of releasing microdata whilesafeguarding the anonymity of respondents to which the data refer. The approach is …,IEEE transactions on Knowledge and Data Engineering,2001,2076
Three-server swapping for access confidentiality,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,We propose an approach to protect confidentiality of data and accesses to them when dataare stored and managed by external providers; and hence not under direct control of theirowner. Our approach is based on the use of distributed data allocation among threeindependent servers and on a dynamic re-allocation of data at every access. Dynamic re-allocation is enforced by swapping data involved in an access across the servers in such away that accessing a given node implies re-allocating it to a different server; then destroyingthe ability of servers to build knowledge by observing accesses. The use of three serversprovides uncertainty; to the eyes of the servers; of the result of the swapping operation; evenin presence of collusion among them.,IEEE Transactions on Cloud Computing,2015,7
Applied cryptography and network security,Feng B Ao; Pierangela Samarati; Jianying Zhou,*,*,2012,7
Information Security Theory and Practices: Security and Privacy of Pervasive Systems and Smart Devices: 4th IFIP WG 11.2 International Workshop; WISTP 2010; Pa...,Pierangela Samarati; Michael Tunstall; Joachim Posegga; Konstantinos Markantonakis; Damien Sauveron,These proceedings contain the papers selected for presentation at the 4th Workshop onInformation Security Theory and Practice (WISTP 2010); held during April 12–14; 2010 inPassau; Germany. In response to the call for papers; 69 papers were submitted to theworkshop. These papers were evaluated on the basis of their significance; novelty; andtechnical quality. Each paper was reviewed by four members of the Program Committee.Reviewing was double-blind meaning that the Program Committee was not able to see thenames and affiliations of the authors; and the authors were not told which committeemembers reviewed which papers. The Program Committee meeting was held electronically;holding intensive discussions over a period of two weeks. Of the papers submitted; 20 fullpapers and 10 short papers were selected for presentation at the workshop. This …,*,2010,7
Fine-grained disclosure of access policies,Claudio Agostino Ardagna; Sabrina De Capitani di Vimercati; Sara Foresti; Gregory Neven; Stefano Paraboschi; Franz-Stefan Preiss; Pierangela Samarati; Mario Verdicchio,Abstract In open scenarios; where servers may receive requests to access their servicesfrom possibly unknown clients; access control is typically based on the evaluation of(certified or uncertified) properties; that clients can present. Since assuming the client toknow a-priori the properties she should present to acquire access is clearly limiting; serversshould be able to respond to client requests with information on the access control policiesregulating access to the requested services. In this paper; we present a simple; yet flexibleand expressive; approach for allowing servers to specify disclosure policies; regulating ifand how access control policies on services can be communicated to clients. Our approachallows fine-grain specifications; thus capturing different ways in which policies; and portionsthereof; can be communicated. We also define properties that can characterize the client …,*,2010,7
A multi-path approach for k-anonymity in mobile hybrid networks,C Ardagna; Angelos Stavrou; Sushil Jajodia; Pierangela Samarati; Rhandi Martin,Location based applications in travel; logistics; health care; social networks and otherindustries already exist and are poised to proliferate. One of the critical issues for awidespread deployment of these applications is how to conciliate their effectiveness andquality with privacy concerns. The PiLBA'08 workshop was intended to bring togetherscientists from security and data management to discuss the most recent advances in thefield. These proceedings include the eight contributions on this topic selected from thesubmissions by the PC chairs with the help of the members of the program committee; andpresented at the workshop. They include an extended abstract of the invited talk; two surveypapers; and five research papers covering several complementary aspects of privacy inlocation based applications and services. The Organizing Committee would like to thank …,International Workshop on Privacy in Location-Based Applications (PILBA),2008,7
Location-based metadata and negotiation protocols for LBAC in a one-to-many scenario,Claudio Agostino Ardagna; Marco Cremonini; Ernesto Damiani; Sabrina De Capitani di Vimercati; Pierangela Samarati,Abstract. Location-based Access Control (LBAC) techniques allow the definition of users'access rights based on location predicates that exploit the users' physical location. However;evaluating the physical location of a user is a specialized activity that is unlikely to beperformed by the same entity (eg; organization or system) in charge of the access controldecision. For this reason; location evaluation is usually assumed to be provided by specificLocation Services (LSs) possibly coexisting in a same area and competing one with theothers. In this paper; we address the issues related to the communication and negotiationbetween an Access Control Engine (ACE) enforcing access rules that include location-based predicates and multiple; functionally equivalent; LSs. We introduce metadata for theexchange of service level agreement attributes between the ACE and the LSs. Based on …,Proc. of the Workshop on Security and Privacy in Mobile and Wireless Networking (SecPri MobiWi 2006); Coimbra; Portugal,2006,7
CAS++: an open source single sign-on solution for secure e-services,Claudio Agostino Ardagna; Ernesto Damiani; Sabrina De Capitani di Vimercati; Fulvio Frati; Pierangela Samarati,Abstract Business and recreational activities on the global communication infrastructure areincreasingly based on the use of remote resources and services; and on the interactionbetween different; remotely located parties. On corporate networks as well as on the openWeb; the huge number of resources and services often requires to multiple log-ons leadingto credential proliferation and; potentially; to security leaks. An increasingly widespreadapproach to simplify and secure the log-on process is Single Sign-On (SSO) that allowsautomatic access to secondary domains through a single log-on operation to a primarydomain. In this paper; we describe the basic concepts of SSO architecture focusing on thecentral role of open source implementations. We outline three major SSO trust models andthe different requirements to be addressed. We then illustrate CAS++; our open source …,*,2006,7
Advanced metadata for privacy-aware representation of credentials,P Ceravolo; E Damiani; S De Capitani di Vimercati; C Fugazza; P Samarati,SemanticWeb languages like OWL and RDFS promise to be viable means for representingmetadata describing users and resources available over the Internet. Recently; interest hasbeen raised on the use of such languages to represent individual data items contained inPersonally Identifiable Information (PII); supporting fine-grained release. To achieve thisgoal; the informative content of a credential must be dissected into atomic components sothat users can selectively single out those to be released. In this paper; we outlinemethodologies for taking advantage of a distributed ontology-based framework for controlledrelease at both policy writing and evaluation time.,Data Engineering Workshops; 2005. 21st International Conference on,2005,7
Data security,Pierangela Samarati; Sushil Jajodia,Authentication Based on Knowledge techniques that require users to present a token as aproof of The most common technique based on user's knowledge uses their identity. A tokenis a creditcard-sized device storing secret keywords; named passwords. A password; knownonly some information establishing and proving the token's idento the user and the system;proves the identity of the user to tity. The simplest form of token is a memory card containingthe system. Users wishing to log into the computer enter their magnetically recordedinformation; which can be read by an identity (login) and submit a secret keyword(password) as a appropriate card reader. Essentially this technique authentiproof of theiridentity. Passwords are the most commonly cates the validity of the token; not of the user:Possession of used authentication technique for controlling accesses to com-the token …,Wiley Encyclopedia of Electrical and Electronics Engineering,1999,7
Privacy issues in www and data mining: Panel discussion,B Thuraisingham; S Jajodia; P Samarati; J Dobson; M Olivier,*,Database Security XII-Status and Prospects. Kluwer,1999,7
An object-oriented security model for office environments,Silvana Castano; Pierangela Samarati,The authors present a security system for the protection of documents in an officeinformation system. The system takes into consideration aspects of both dynamic changingof user activities and document sharing. The model the system is built on is based on thedefinition of role as a set of actions and responsibilities associated with a particular workingactivity. Access authorizations are specified according to roles. The role played by a user ata specific time identifies the working environment of the user and hence the operations thathe/she can execute on documents. In modeling roles and documents the graph formalismand the inheritance mechanism are used. The use of an object-oriented programminglanguage in the system realization allows an easy representation of the characteristics of themodel.<< ETX>>,Security Technology; 1992. Crime Countermeasures; Proceedings. Institute of Electrical and Electronics Engineers 1992 International Carnahan Conference on,1992,7
Supporting application requirements in cloud-based iot information processing,S De Capitani di Vimercati; Giovanni Livraga; Vincenzo Piuri; Pierangela Samarati; G Soares,Abstract: IoT infrastructures can be seen as an interconnected network of sources of data;whose analysis and processing can be beneficial for our society. Since IoT devices arelimited in storage and computation capabilities; relying on external cloud providers hasrecently been identified as a promising solution for storing and managing IoT data. Due tothe heterogeneity of IoT data and applicative scenarios; the cloud service delivery should bedriven by the requirements of the specific IoT applications. In this paper; we propose a novelapproach for supporting application requirements (typically related to security; due to theinevitable concerns arising whenever data are stored and managed at external third parties)in cloud-based IoT data processing. Our solution allows a subject with an authority over anIoT infrastructure to formulate conditions that the provider must satisfy in service …,International Conference on Internet of Things and Big Data (IoTBD 2016),2016,6
Optimizing integrity checks for join queries in the cloud,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract The large adoption of the cloud paradigm is introducing more and more scenarioswhere users can access data and services with an unprecedented convenience; just relyingon the storage and computational power offered by external providers. Also; users can enjoya diversity and variety of offers; with the possibility of choosing services by different providersas they best suit their needs. With the growth of the market; economic factors have becomeone of the crucial aspects in the choice of services. However; security remains a majorconcern and users will be free to actually benefit from the diversity and variety of such offersonly if they can also have proper security guarantees on the services. In this paper; we buildupon a recent proposal for assessing integrity of computations performed by potentiallyuntrusted providers introducing some optimizations; thus limiting the overhead to be paid …,IFIP Annual Conference on Data and Applications Security and Privacy,2014,6
Access control,Sabrina De Capitani di Vimercati; Pierangela Samarati; Ravi Sandhu,Documents; Authors; Tables. Log in; Sign up; MetaCart; Donate. CiteSeerX logo. Documents:Advanced Search Include Citations. Authors: Advanced Search Include Citations | Disambiguate.Tables: Access Control. Cached. Download as a PDF. Download Links. [spdp.dti.unimi.it];[spdp.di.unimi.it]. Save to List; Add to Collection; Correct Errors; Monitor Changes. by SabrinaDe Capitani di Vimercati ; Pierangela Samarati ; Ravi Sandhu. Citations: 1 - 0 self. Summary;Citations; Active Bibliography; Co-citation; Clustered Documents; Version History. BibTeX.@MISC{Vimercati_accesscontrol; author = {Sabrina De Capitani di Vimercati and PierangelaSamarati and Ravi Sandhu}; title = { Access Control }; year = {} }. Share. Facebook; Twitter; Reddit;Bibsonomy. OpenURL. Abstract. Keyphrases. access control. Powered by: Apache Solr. AboutCiteSeerX; Submit and Index Documents; Privacy Policy; Help; Data; Source; Contact …,*,2014,6
Access control models for XML,Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Pierangela Samarati,Summary XML has become a crucial tool for data storage and exchange. In this chapter;after a brief introduction on the basic structure of XML; we illustrate the most importantcharacteristics of access control models. We then discuss two models for XML documents;pointing out their main characteristics. We finally present other proposals; describing theirmain features and their innovation compared to the previous two models.,*,2008,6
Trust management,Claudio A Ardagna; Ernesto Damiani; Sabrina De Capitani di Vimercati; Sara Foresti; Pierangela Samarati,Abstract The amount of data available electronically to a multitude of users has beenincreasing dramatically over the last few years. The size and dynamics of the usercommunity set requirements that cannot be easily solved by traditional access controlsolutions. A promising approach for supporting access control in open environments is trustmanagement. This chapter provides an overview of the most significant approaches formanaging and negotiating trust between parties. We start by introducing the basic conceptson which trust management systems are built; describing their relationships with accesscontrol. We then illustrate credential-based access control languages together with adescription of different trust negotiation strategies. We conclude the chapter with a briefoverview of reputation-based systems.,*,2007,6
OASIS eXtensible Access Control Markup Language (XACML),Anne Anderson; Bill Parducci; Carlisle Adams,Page 1. OASIS eXtensible Access Control Markup Language (XACML) XML Community ofPractice; 21 June 2006 Anne Anderson Senior Staff Engineer Sun Microsystems LaboratoriesPage 2. Copyright © 2006 Sun Microsystems; Inc. All rights reserved. 2 Outline • Motivation •XACML Overview • How Does It Work? • What's Special About XACML? • Comparison to OtherLanguages • Further Information Page 3. Copyright © 2006 Sun Microsystems; Inc. All rightsreserved. 3 Motivation for XACML • Data more accessible today • Regulatory requirements •Protection at the enforcement level • Protection of XML documents • Standard language >Interoperability > Common policies; tools; analysis > Auditability Page 4. Copyright © 2006 SunMicrosystems; Inc. All rights reserved. 4 Outline • Motivation • XACML Overview • How Does ItWork? • What's Special About XACML? • Comparison to Other Languages …,Online; June,2006,6
Privacy in the electronic society,Sabrina De Capitani di Vimercati; Pierangela Samarati,*,*,2006,6
The architecture of a privacy-aware access control decision component,Claudio A Ardagna; Marco Cremonini; Ernesto Damiani; Sabrina De Capitani di Vimercati; Pierangela Samarati,Abstract Today many interactions are carried out online through Web sites and e-servicesand often private and/or sensitive information is required by service providers. A growingconcern related to this widespread diffusion of on-line applications that collect personalinformation is that users' privacy is often poorly managed and sometimes abused. Forinstance; it is well known how personal information is often disclosed to third parties withoutthe consent of legitimate data owners or that there are professional services specialized ongathering and correlating data from heterogeneous repositories; which permit to build userprofiles and possibly to disclose sensitive information not voluntarily released by theirowners. For these reasons; it has gained great importance to design systems able to fullypreserve information privacy by managing in a trustworthy and responsible way all …,*,2006,6
Security issues in data warehousing and data mining: panel discussion,Bhavani Thuraisingham; Linda Schlipper; Pierangela Samarati; Tsau Young Lin; Sushil Jajodia; Chris Clifton,1 The MITRE Corporation/MS K329; Burlington Road; Bedford; MA 01730;USAthura@security.mitre.org 2 Computer Science Laboratory; SRI International; 333RavenswoodAve; Menlo Park; California 94025; USA samarati@csl.sri.com 3Mathematics and ComputerScience Department; San Jose State University; San Jose; California 95120; USAtylin@cs.sjsu.edu 4Department of Electrical Engineering and Computer Science; University ofCalifornia; Berkeley; California 94720 5 Department of Information Systems and SystemsEngineering; George Mason University; Fairfax; Virgnia 22030-4444 jajodia@ gmu. edu … Thispaper describes the panel discussion on data warehousing; data mining and security … DatabaseSecurity XI TY Lin and Shelly Qian (Eds) © 1998 IFIP. Published by Chapman & Hall … Havinga data warehouse for managing the data is becoming a necessity with many enterprises …,*,1998,6
Propagation of authorizations in distributed database systems,Pierangela Samarati; Paul Ammann; Sushil Jajodia,Abstract We consider the propagation of authorizations in distributed database systems. If noconstraints are imposed on the propagation of authorization changes; then the authorizationstates at different sites may evolve inconsistently. A standard solution is to suppress thedistributed aspect and make all changes appear as if they had occurred in some serial orderat a single site; perhaps via an atomic commit protocol. However; rigid insistence onconsistency may result in authorization changes being needlessly delayed; a problemexacerbated in the context of site or communication failures. We propose an optimisticauthorization propagation algorithm. We specify an authorization table and a set ofoperations for altering the authorization table. Each site maintains a log of authorizationoperations. We exploit the semantics of authorization operations to avoid relying on an …,Proceedings of the 2nd ACM Conference on Computer and communications security,1994,6
Efficient integrity checks for join queries in the cloud 1,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Stefano Paraboschi; Pierangela Samarati,Abstract Cloud computing is receiving massive interest from users and companies for itsconvenient support of scalable access to data and services. The variety and diversification ofoffers by cloud providers allow users to selectively adopt storage and computationalservices as they best suit their needs; including cost saving considerations. In such an opencontext; security remains a major concern; as confidentiality and integrity of data and queriesover them can be at risk. In this paper; we present efficient techniques to verify the integrity ofjoin queries computed by potentially untrusted cloud providers; while also protecting dataand computation confidentiality. Our techniques support joins among multiple data sourcesand introduce a limited overhead in query computation; enabling also economical savings;as the ability to assess integrity increases the spectrum of offers that can be considered …,Journal of Computer Security,2016,5
Protecting data in outsourcing scenarios,S De Capitani di Vimercati; Sara Foresti; Pierangela Samarati,Abstract Goal of this chapter is to describe the main solutions being devised for protectingdata confidentiality and integrity in outsourcing scenarios. In particular; we illustrateapproaches that guarantee data confidentiality by applying encryption or a combination ofencryption and fragmentation. We then focus on approaches that aim at guaranteeing dataintegrity in storage and in query computation. Finally; we present some issues that still needto be investigated for ensuring privacy and security of data outsourced to external servers.,*,2012,5
Data privacy,Michele Bezzi; Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract In today's globally interconnected society; a huge amount of data about individualsis collected; processed; and disseminated. Data collections often contain sensitivepersonally identifiable information that need to be adequately protected against improperdisclosure. In this chapter; we describe novel informationtheoretical privacy metrics;necessary to measure the privacy degree guaranteed by a published dataset. We thenillustrate privacy protection techniques; based on fragmentation; that can be used to protectsensitive data and sensitive associations among them.,*,2011,5
Advances in access control policies,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Gregory Neven; Stefano Paraboschi; Eros Pedrini; Franz-Stefan Preiss; Pierangela Samarati; Mario Verdicchio,Abstract This chapter presents the results of the research on how the current standards foraccess control policies can be extended. In particular; Section 18.1 illustrates how privacyissues can be effectively tackled by means of a credential-based access control thatincludes anonymous credentials. Section 18.2 shows how the expressivity of policylanguages can be exploited to introduce ontologies that model credential taxonomies andthe relations among them; with a particular stress on the support for delegation mechanisms.Section 18.3 investigates the privacy issues that arise in those access control systems thatare enriched with a dialog framework that enables servers to publish their policies. Finally;Section 18.4 maps these proposals onto a set of possible extensions of the architecture ofthe current de facto standard in access control policy languages: XACML.,*,2011,5
Privacy Enhanced Authorizations and Data Handling,Ernesto Damiani; Sabrina De Capitani di Vimercati; Pierangela Samarati,Abstract The protection of privacy is an increasing concern in today's global infrastructure.Many research efforts have been therefore devoted to the development of privacy protectingtechnology. In particular; as an important step for helping users to maintain control over theuse of their personal information; current access control solutions have to be enriched withthe ability of supporting privacy requirements. In this position paper; we outline someemerging requirements and R&D challenges of privacy protection related to access controland discuss how they should be addressed in the framework of a comprehensive approachto privacy-aware access control.,Universita degli Studi di Milano; Dipartimento di Tecnologie dell ″Informazione,2006,5
Open World Reasoning in Semantics-Aware Access Control: a Preliminary Study,E Damiani; S David; S De Capitani di Vimercati; C Fugazza; P Samarati,Abstract. We address the relationships between theoretical foundations of DescriptionLogics and practical applications of security-oriented Semantic Web techniques. We firstdescribe the advantages of semantics-aware Access Control and review the state of the art;we also introduce the basics of Description Logics and the novel semantics they share. Thenwe translate the principle underlying the Little House Problem of DL into a real-world usecase: by applying Open World Reasoning to the Knowledge Base modelling a VirtualOrganization; we derive information not achievable with traditional Access Controlmethodologies. With this example; we also show that a general problem such as ontologymapping can take advantage of the enhanced semantics underlying OWL Lite and OWL DLto handle under-specified concepts.,Proc. 2nd Italian Semantic Web Workshop (SWAP 2005),2005,5
SSRI online: First experiences in a three-years course degree offered in e-Learning at the university of Milan (Italy),E Damiani; A Esposito; M Mariotti; P Samarati; D Scaccia; N Scarabottolo,Abstract This paper is aimed at presenting SSRI online: an e-learning initiative started at theUniversity of Milan (Italy) for the academic year 2004/05. The initiative consisted in offeringan already existing three-years academic degree course (“laurea in Sicurezza dei Sistemi edelle Reti Informatiche-SSRI”: a post-bachelor course on security of computer systems andnetworks) not only in the “traditional” way (mainly based on classroom lectures and labs) butalso online. Main aspects discussed in the following sections are:• the players of theinitiative and their roles;• the adopted teaching model;• the technological solutions identifiedand/or implemented to support the initiative;• the characteristics of the student populationchoosing SSRI online;• the first results obtained after almost one year.,Proc. 11th Int. Conf. Distributed Multimedia Systems,2005,5
On Using Materialization Strategies for a Temporal Authorization Model.,Elena Ferrari; Elisa Bertino; Claudio Bettini; Alberto Motta; Pierangela Samarati,In this paper we show how materialization strategies can be successfully used for increasingthe e ciency of access control in a temporal authorization model [BBFS96a]. The temporalauthorization model allows to specify both temporal authorizations; that is; authorizationswith an interval of validity; and derivation rules; allowing new authorizations to be derived onthe basis of the presence or absence of other authorizations. These functionalities highlyincrease the expressive power of the model. However; they make the access control less ecient; as it may require the evaluation of several rules. For this reason an approach basedon materialization strategies has been adopted. Preliminary results on its performance areillustrated in this paper. View materialization has been a very active and fast growingresearch area in the past years [AB91; BS91; BCL89; CW91; CP84; DH84; GB95; GMR95 …,VIEWS,1996,5
Research issues in authorization models for hypertext systems,Elisa Bertino; Pierangela Samarati,The proper characteristics of hypertext systems; such as absence of a schema; connectionsamong the different" chunks" of information; and the possibility of navigating in the hypertext;make conventional authorization models inadequate for their protection. Thesecharacteristics on the one hand raise new protection requirements; thus making the problemof protection much harder; while on the other hand; they provide a flexibility in thespecification of authorizations which is greater than in more structured data models. We arecurrently working on an authorization model for the protection of information in distributedhypertext systems. In this paper; we illustrate the new requirements that arise and discusssome of the issues we are currently investigating.,New Security Paradigms Workshop; 1995. Proceedings,1995,5
Primelife policy language (2009),CA Ardagna; L Bussard; S De Capitani Di Vimercati; G Neven; S Paraboschi; E Pedrini; S Preiss; D Raggett; P Samarati; S Trabelsi; M Verdicchio,*,*,*,5
Access control management for secure cloud storage,Enrico Bacis; Sabrina De Capitani di Vimercati; Sara Foresti; Stefano Paraboschi; Marco Rosa; Pierangela Samarati,Abstract With the widespread success and adoption of cloud-based solutions; we arewitnessing an ever increasing reliance on external providers for storing and managing data.This evolution is greatly facilitated by the availability of solutions-typically based onencryption-ensuring the confidentiality of externally outsourced data against the storingprovider itself. Selective application of encryption (ie; with different keys depending on theauthorizations holding on data) provides a convenient approach to access control policyenforcement. Effective realization of such policy-based encryption entails addressingseveral problems related to key management; access control enforcement; andauthorization revocation; while ensuring efficiency of access and deployment with currenttechnology. We present the design and implementation of an approach to realize policy …,International Conference on Security and Privacy in Communication Systems,2016,4
Practical techniques building on encryption for protecting and managing data in the cloud,Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Pierangela Samarati,Abstract Companies as well as individual users are adopting cloud solutions at an over-increasing rate for storing data and making them accessible to others. While migrating datato the cloud brings undeniable benefits in terms of data availability; scalability; and reliability;data protection is still one of the biggest concerns faced by data owners. Guaranteeing dataprotection means ensuring confidentiality and integrity of data and computations over them;and ensuring data availability to legitimate users. In this chapter; we survey someapproaches for protecting data in the cloud that apply basic cryptographic techniques;possibly complementing them with additional controls; to the aim of producing efficient andeffective solutions that can be used in practice.,*,2016,4
Guest editorial special issue on security for iot: the state of the art,Kui Ren; Pierangela Samarati; Marco Gruteser; Peng Ning; Yunhao Liu,The seven papers in this special section explores issues relating to network and computersecurity as the Internet is becoming more ubiquitous. One central element of this trend is theexistence of a massive network of interconnected wired/wireless physical objects; things;sensors; and devices; which can interact in a rich set of manners through a worldwidecommunication and information infrastructure to provide value added services. Thesepapers present the most recent advances in IoT security.,IEEE Internet of Things Journal,2014,4
Extending xacml for open web-based scenarios,Claudio A Ardagna; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Eros Pedrini; Pierangela Samarati; Mario Verdicchio,Abstract Traditional access control solutions; based on preliminary identification andauthentication of the access requester; are not adequate for open Web service systems;where servers generally do not have prior knowledge of the requesters. In this paper; weprovide some extensions to the eXtensible Access Control Markup Language (XACML);which is the most significant and emerging solution for controlling access in an interoperableand flexible way; to make it easily deployable and suitable for open Web-based systems.,Proc. of the W3C Workshop on Access Control Application Scenarios; Luxembourg,2009,4
Location privacy in pervasive computing,Claudio A Ardagna; Marco Cremonini; S De Capitani di Vimercati; Pierangela Samarati,Abstract Recent technological advances have made it feasible to measure and track thelocation of users; vehicles; and practically any mobile object. Positioning and trackingsystems are then collecting a huge amount of potentially sensitive location information;which is a set of data describing a user's location over a period of time. Since the activities ofa user are often related to the locations where such activities are performed; it is natural forusers to demand privacy; that is; to require control over the access to their locationinformation. In this chapter; we focus on the privacy aspects of using location information inlocation-based services (LBSs). LBSs are services that take the current position of the userinto consideration when performing their tasks. These services can be accessed from mobilephones; PDA; and any other mobile device. We start the chapter by characterizing the …,Security and privacy in mobile and wireless networking,2008,4
Towards identity management for E-services,Claudio A Ardagna; Marco Cremonini; Ernesto Damiani; Sabrina De Capitani di Vimercati; Pierangela Samarati,Abstract Nowadays; business and recreational activities are increasingly based on the useof remote resources and e-services; and on the interaction between different; remotelylocated parties. In such a context; it is of paramount importance that electronic execution ofprivate and/or sensitive transactions fully preserves information privacy; managing in atrustworthy and responsible way all identity and profile information to be released to remoteparties. In this paper; we investigate some problems concerning identity management for e-services and outline the next-generation identity management systems comparing them withtoday's Public Key Infrastructure (PKI) solutions.,*,2005,4
Invited Talk-Inference Control Problems in Statistical Database Query Systems,Lawrence H Cox,Abstract The advent of public use statistical database query systems raises problems ofcontrolling inference of confidential information. Some of these problems are new whileothers present new challenges in terms of scalability of computational algorithms. Weexamine three problems: obtaining exact interval estimates of data withheld to addressconfidentiality concerns; confidentiality issues associated with the release of ordinary leastsquares regression models; and; confidentiality issues associated with the release of spatialstatistical models based on ordinary kriging. For the first; we treat the database as one largemulti-dimensional contingency table (large number of records; large dimension).,*,2004,4
PGRIP: PNNI Global Routing Infrastructure Protection,Sabrina De Capitani di Vimercati; Patrick Lincoln; Livio Ricciulli; Pierangela Samarati,Abstract We describe a system for achieving PNNI (Private Network-Network Interface)Global Routing Infrastructure Protection (PGRIP). We give details of PGRIP's system-leveldesign and identify some conditions to rigorously guarantee the distributed fault tolerantdetection of anomalies. PGRIP detects integrity compromises of PNNI routing by enforcingrules that characterize topology information updates that are anomalous (or uncommon) withrespect to the network status; past events occurred; or statistical measures. Rules areexpressed in a flexible and expressive; yet simple; language using a tree structure toorganize and reference topology information maintained at each node. We introduce apowerful notation to identify data objects contained in the PNNI topology database andstatistical operators to examine the history of topology database updates accumulated …,NDSS,1999,4
Verifying system security using Petri nets,S Castano; P Samarati; C Villa,The paper presents a tool for verifying; during the system security design; security propertiesof data used by complex applications; to improve the overall security policies. The tool isbased on the use ofColoured Petri Nets. Petri net analysis techniques are used to verifysecurity properties of the system. To make the tool widely applicable; a reference data modelis described; based on entities and links between entities,Proceedings of IEEE International Carnahan Conference on Security Technology,1993,4
Access control for the shuffle index,Sabrina De Capitani Di Vimercati; Sara Foresti; Stefano Paraboschi; Gerardo Pelosi; Pierangela Samarati,Abstract The shuffle index provides confidentiality guarantees for accesses to externallyoutsourced data. In this paper; we extend the shuffle index with support for access control;that is; for enforcing authorizations on data. Our approach bases on the use of selectiveencryption and on the organization of data and authorizations in two shuffle indexes. Ourproposal enables owners to regulate access to their data supporting authorizations allowingdifferent users access to different portions of the data; while at the same time guaranteeingconfidentiality of access.,IFIP Annual Conference on Data and Applications Security and Privacy,2016,3
Loose associations to increase utility in data publishing 1,Sabrina De Capitani di Vimercati; Sara Foresti; Sushil Jajodia; Giovanni Livraga; Stefano Paraboschi; Pierangela Samarati,Abstract Data fragmentation has been proposed as a solution for protecting theconfidentiality of sensitive associations when releasing data for publishing or externalstorage. To enrich the utility of data fragments; a recent approach has put forward the idea ofcomplementing a pair of fragments with some (non-precise; hence loose) information on theassociation between them. Starting from the observation that in presence of multiplefragments the publication of several independent associations between pairs of fragmentscan cause improper leakage of sensitive information; in this paper we extend looseassociations to operate over an arbitrary number of fragments.,Journal of Computer Security,2015,3
Selective and private access to outsourced data centers,Sabrina De Capitani di Vimercati; Sara Foresti; Giovanni Livraga; Pierangela Samarati,Abstract The advancements in the Information Technology and the rapid diffusion of novelcomputing paradigms have accelerated the trend of moving data to the cloud. Public andprivate organizations are more often outsourcing their data centers to the cloud for economicand/or performance reasons; thus making data confidentiality an essential requirement. Abasic technique for protecting data confidentiality relies on encryption: data are encrypted bythe owner before their outsourcing. Encryption however complicates both the queryevaluation and enforcement of access restrictions to outsourced data. In this chapter; weprovide an overview of the issues and techniques related to the support of selective andprivate access to outsourced data in a scenario where the cloud provider is trusted formanaging the data but not for reading their content. We therefore illustrate methods for …,*,2015,3
D5. 3.4-report on design and implementation of the primelife policy language and engine,Slim Trabelsi; Gregory Neven; Dave Raggett; Claudio Ardagna; Carine Bournez; Laurent Bussard; Michele Bezzi; Jan Camenisch; S de Capitani di VIMERCATI; Fatih Gey; Aleksandra Kuczerawy; Sebastian Meissner; Gregory Neven; Akram Njeh; Stefano Paraboschi; Eros Pedrini; Sara Foresti; Ulrich Pinsdorf; Franz-Stefan Preiss; Jakub Sendor; Christina Tziviskou; Dave Raggett; Thomas Roessler; Pierangela Samarati; Jan Schallaboeck; Stuart Short; Dieter Sommer; Mario Verdicchio; Rigo Wenning,*,Deliverable; Primelife Project,2011,3
Communications and networking for smart grid: Technology and practice,Chi Zhou; Hossam S Hassanein; Robert Qiu; Pierangela Samarati,The drive for improved power system efficiency; stability; and flexibility has served as acatalyst for smart grid research and development; so the communications networks in smartgrid must facilitate the wide-scale utilization of various communications systems; enable theinteroperability among various communications protocols; and provide secure and reliablecommunications for the smart grid. Many open issues in communications and networkingneed to be addressed by researchers. The major interesting topics investigated in thisspecial issue include home area networking (ZigBee; OpenHAN; etc.); wireless meshnetworking; and neighborhood area networks; protocol interoperability; green routing andswitching protocols; and cyber and physical security and privacy. Many thanks to the authorsfor submitting high-quality papers as well as to guest editors and reviewers for providing …,International Journal of Digital Multimedia Broadcasting,2011,3
