Top-k query evaluation with probabilistic guarantees,Martin Theobald; Gerhard Weikum; Ralf Schenkel,Abstract Top-k queries based on ranking elements of multidimensional datasets are afundamental building block for many kinds of information discovery. The best known general-purpose algorithm for evaluating top-k queries is Fagin's threshold algorithm (TA). Since theuser's goal behind top-k queries is to identify one or a few relevant and novel data items; it isintriguing to use approximate variants of TA to reduce run-time costs. This paper introducesa family of approximate top-k algorithms based on probabilistic arguments. When scanningindex lists of the underlying multidimensional data space in descending order of localscores; various forms of convolution and derived bounds are employed to predict when it issafe; with high probability; to drop candidate items and to prune the index scans. Theprecision and the efficiency of the developed methods are experimentally evaluated …,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,283
TopX: efficient and versatile top-k query processing for text; structured; and semistructured data,Martin Theobald,TopX is a top-k retrieval engine for text and XML data. Unlike Boolean engines; it stopsquery processing as soon as it can safely determine the k top-ranked result objectsaccording to a monotonous score aggregation function with respect to a multidimensionalquery. The main contributions of the thesis unfold into four main points; confirmed byprevious publications at international conferences or workshops:• Top-k query processingwith probabilistic guarantees.• Index-access optimized top-k query processing.• Dynamicand self-tuning; incremental query expansion for top-k query processing.• Efficient supportfor ranked XML retrieval and full-text search. Our experiments demonstrate the viability andimproved efficiency of our approach compared to existing related work for a broad variety ofretrieval scenarios.,*,2006,6
Classification and focused crawling for semistructured data,Martin Theobald; Ralf Schenkel; Gerhard Weikum,Abstract Despite the great advances in XML data management and querying; the currentlyprevalent XPath-or XQuery-centric approaches face severe limitations when applied to XMLdocuments in large intranets; digital libraries; federations of scientific data repositories; andultimately the Web. In such environments; data has much more diverse structure andannotations than in a business-data setting and there is virtually no hope for a commonschema or DTD that all the data complies with. Without a schema; however; databasestylequerying would often produce either empty result sets; namely; when queries are overlyspecific; or way too many results; namely; when search predicates are overly broad; thelatter being the result of the user not knowing enough about the structure and annotations ofthe data.,*,2003,6
Incremental Reasoning on RDF Streams.,Daniele Dell'Aglio; Emanuele Della Valle,*,*,2014,5
Report on INEX 2009,Thomas Beckers; Patrice Bellot; Gianluca Demartini; Ludovic Denoyer; Christopher M De Vries; Antoine Doucet; Khairun Nisa Fachry; Norbert Fuhr; Patrick Gallinari; Shlomo Geva; W-C Huang; Tereza Iofciu; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Sangeetha Kutty; Monica Landoni; Miro Lehtonen; Véronique Moriceau; Richi Nayak; Ragnar Nordlie; Nils Pharo; Eric Sanjuan; Ralf Schenkel; Xavier Tannier; Martin Theobald; James A Thom; Andrew Trotman; Arjen P De Vries,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX 2009 evaluationcampaign; which consisted of a wide range of tracks: Ad hoc; Book; Efficiency; EntityRanking; Interactive; QA; Link the Wiki; and XML Mining. INEX in running entirely onvolunteer effort by the IR research community: anyone with an idea and some time to spend;can have a major impact.,ACM SIGIR Forum,2010,5
Temporal shingling for version identification in web archives,Ralf Schenkel,Abstract Building and preserving archives of the evolving Web has been an importantproblem in research. Given the huge volume of content that is added or updated daily;identifying the right versions of pages to store in the archive is an important building block ofany large-scale archival system. This paper presents temporal shingling; an extension of thewell-established shingling technique for measuring how similar two snapshots of a pageare. This novel method considers the lifespan of shingles to differentiate between importantupdates that should be archived and transient changes that may be ignored. Extensiveexperiments demonstrate the tradeoff between archive size and version coverage; and showthat the novel method yields better archive coverage at smaller sizes than existingtechniques.,European Conference on Information Retrieval,2010,5
Overview of the INEX 2009 efficiency track,Ralf Schenkel; Martin Theobald,Abstract This paper presents an overview of the Efficiency Track that was run for the secondtime in 2009. This track is intended to provide a common forum for the evaluation of both theeffectiveness and efficiency of XML ranked retrieval approaches on real data and realqueries. The Efficiency Track significantly extends the Ad-Hoc Track by systematicallyinvestigating different types of queries and retrieval scenarios; such as classic ad-hocsearch; high-dimensional query expansion settings; and queries with a deeply nestedstructure (with all topics being available in both the NEXI-style CO and CAS formulations; aswell as in their XPath 2.0 Full-Text counterparts). The track received 68 runs submitted by 4participating groups using 5 different systems. The best systems achieved interactiveretrieval times for ad-hoc search; with a result quality comparable to the best runs in the …,International Workshop of the Initiative for the Evaluation of XML Retrieval,2009,5
OXPath-based Data Acquisition for dblp,Christopher Michels; Ruslan R Fayzrakhmanov; Michael Ley; Emanuel Sallinger; Ralf Schenkel,We demonstrate how the contemporary problems of data acquisition for dblp can be tackledwith OXPath. It enables web data extraction and wrapper maintenance for heterogeneousdata sources on a simple declarative level. Its features render it a feasible instrument toretrieve the varying and changing web representations of the prototypical substructures inthe bibliographic domain.,Digital Libraries (JCDL); 2017 ACM/IEEE Joint Conference on,2017,4
iqbees: Towards interactive semantic entity search based on maximal aspects,Grzegorz Sobczak; Mateusz Chochół; Ralf Schenkel; Marcin Sydow,Abstract Similar entity search by example is an important task in the area of retrievinginformation from semantic knowledge bases. In this paper we define a new interactivevariant of this problem that is called iQbees for “Interactive Query-by-Example Entity Search”and is an extension of a previous QBEES approach. We also present a working on-lineprototype demo which implements the proposed approach.,International Symposium on Methodologies for Intelligent Systems,2015,4
Report on the third workshop on exploiting semantic annotations in information retrieval (ESAIR),Jaap Kamps; Jussi Karlgren; Ralf Schenkel,Abstract There is an increasing amount of structure on the Web as a result of modern Weblanguages; user tagging and annotation; and emerging robust NLP tools. These meaningful;semantic; annotations hold the promise to significantly enhance information access; byenhancing the depth of analysis of today's systems. Currently; we have only startedexploring the possibilities and only begin to understand how these valuable semantic cuescan be put to fruitful use. The workshop had an interactive format consisting of keynotes;boasters and posters; breakout groups and reports; and a final discussion; which wasprolonged into the evening. There was a strong feeling that we made substantial progress.Specifically; each of the breakout groups contributed to our understanding of the wayforward. First; annotations and use cases come in many different shapes and forms …,ACM SIGIR Forum,2011,4
Evaluating the potential of explicit phrases for retrieval quality,Andreas Broschart; Klaus Berberich; Ralf Schenkel,Abstract This paper evaluates the potential impact of explicit phrases on retrieval qualitythrough a case study with the TREC Terabyte benchmark. It compares the performance ofuser-and system-identified phrases with a standard score and a proximity-aware score; andshows that an optimal choice of phrases; including term permutations; can significantlyimprove query performance.,European Conference on Information Retrieval,2010,4
Index tuning for efficient proximity-enhanced query processing,Andreas Broschart; Ralf Schenkel,Abstract Scoring models that make use of proximity information usually improve resultquality in text retrieval. Considering that index structures carrying proximity information cangrow huge in size if they are not pruned; it is helpful to tune indexes towards spacerequirements and retrieval quality. This paper elaborates on our approach used for INEX2009 to tune index structures for different choices of result size k. Our best tuned indexstructures provide the best CPU times for type A queries among the Efficiency Trackparticipants; still providing at least BM25 retrieval quality. Due to the number of query terms;Type B queries cannot be processed equally performant. To allow for comparison as toretrieval quality with non-pruned index structures; we also depict our results from the AdhocTrack.,International Workshop of the Initiative for the Evaluation of XML Retrieval,2009,4
Evaluating network-aware retrieval in social networks,Tom Crecelius; Ralf Schenkel,ABSTRACT This paper discusses the problem of evaluating search and recommendationmethods in social tagging networks that make use of the network's social structure. Whilemany such methods have recently been introduced; they fall short of evaluating the quality ofthe results they produce in a systematic way; which is mostly caused by the lack of publiclyavailable test collections.,SIGIR 2009 Workshop on the Future of IR Evaluation,2009,4
Overview of the INEX 2008 efficiency track,Martin Theobald; Ralf Schenkel,Abstract This paper presents an overview of the Efficiency Track that was newly introducedto INEX in 2008. The new INEX Efficiency Track is intended to provide a common forum forthe evaluation of both the effectiveness and efficiency of XML ranked retrieval approacheson real data and real queries. As opposed to the purely synthetic XMark or XBenchbenchmark settings that are still prevalent in efficiency-oriented XML retrieval tasks; theEfficiency Track continues the INEX tradition using a rich pool of manually assessedrelevance judgments for measuring retrieval effectiveness. Thus; one of the main goals is toattract more groups from the DB community to INEX; being able to study effectiveness/efficiency trade-offs in XML ranked retrieval for a broad audience from both the DB and IRcommunities. The Efficiency Track significantly extends the Ad-Hoc Track by …,International Workshop of the Initiative for the Evaluation of XML Retrieval,2008,4
Combining image and structured text retrieval. Advances in XML Information Retrieval and Evaluation,DNF Awang; J Pehcevski; JA Thom; SMM Tahaghoghi,Sign in | Create an account. PhilPapers PhilArchive PhilEvents PhilJobs. PhilPapers home.Syntax; Advanced Search. New: All new items; Books; Journal articles; Manuscripts. Browse:All Categories; Metaphysics and Epistemology: Metaphysics and Epistemology;Epistemology; Metaphilosophy; Metaphysics; Philosophy of Action; Philosophy of Language;Philosophy of Mind; Philosophy of Religion; M&E; Misc. Value Theory: Value Theory;Aesthetics; Applied Ethics; Meta-Ethics; Normative Ethics; Philosophy of Gender; Race;and Sexuality; Philosophy of Law; Social and Political Philosophy; Value Theory;Miscellaneous. Science; Logic; and Mathematics: Science; Logic; and Mathematics; Logicand Philosophy of Logic; Philosophy of Biology; Philosophy …,*,2006,4
The light-weight semantic web: Integrating information extraction and information retrieval for heterogeneous environments,Jens Graupmann; Ralf Schenkel,ABSTRACT Today's Web; large intranets and even the documents collected by a single userare enormous sources of distributed; heterogeneous information that cannot be easilymastered. Syntactical and semantical differences as well as missing semantic annotationsmake effective query evaluation on such corpora a hard task. The Semantic Web aims atproviding a standard for semantic annotations; but has not yet made large progress in thereal world. This paper presents a light-weight version of the Semantic Web. We advocate theuse of Information Extraction tools to automatically detect and annotate important classes ofinformation that are frequently used in queries; like locations and dates. We propose a querylanguage that can exploit the extra annotations and allows novel range and join conditions.,ACM SIGIR 2005 Workshop on Heterogeneous and Distributed Information Retrieval (HDIR 2005),2005,4
Adsorption of methanol on MCM-36 derivatives with strong acid and base sites,R Schenkel; JO Barth; J Kornatowski; A Jentys; JA Lercher,Abstract The sorption of methanol on MCM-22 and MCM-36 materials was studied usingmainly IR spectroscopy. MCM-36 materials pillared with (mixed) oxides such as SiO 2; Al 2O 3; MgO-Al 2 O 3; and MgO-Al 2 O 3-SiO 2; exhibit widely varying acid-base properties.Methanol is associatively adsorbed on Brønsted acid sites in the zeolitic micropores andassociatively and dissociatively on acid and base sites in the mesopores. Lewis acid/basesites are responsible for dissociative adsorption. Stable formates were only formed uponheating MgO-Al 2 O 3-MCM-36 saturated with methanol.,*,2004,4
Ranking under tight budgets,Christian Pölitz; Ralf Schenkel,This paper introduces a budget-aware learning to rank approach that limits the cost forevaluating a ranking model; with a focus on very tight budgets that do not allow to fullyevaluate at least for one time all documents for each term. In contrast to existing work onbudget-aware learning to rank; our model allows to only partially evaluate parts of theranking model for the most promising documents. In contrast to existing work on top-kretrieval; we generate an execution plan before the actual query processing starts;eliminating the need for expensive in-memory accumulator management. We consider aunified cost model that integrates loading and processing cost. An extensive evaluation witha standard benchmark collection shows that our method outperforms other budget-awaremethods under tight budgets in terms of result quality.,Database and Expert Systems Applications (DEXA); 2012 23rd International Workshop on,2012,3
Colledge: a vision of collaborative knowledge networks,Steffen Metzger; Katja Hose; Ralf Schenkel,Abstract More and more semantic information has become available as RDF data recently;with the linked open data cloud as a prominent example. However; participating in theSemantic Web is cumbersome. Typically several steps are involved in using semanticknowledge. Information is first acquired; eg by information extraction; crowd sourcing orhuman experts. Then ontologies are published and distributed. Users may apply reasoningand otherwise modify their local ontology instances. However; currently these steps aretreated separately and although each involves human effort; nearly no synergy effect is usedand it is also mostly a one way process; eg user feedback hardly flows back into the mainontology version. Similarly; user cooperation is low. While there are approaches alleviatingsome of these limitations; eg extracting information at query time; personalizing queries …,Proceedings of the 2nd International Workshop on Semantic Search over the Web,2012,3
Robust ranking models using noisy feedback,Christian Pölitz; Ralf Schenkel,Abstract. Direct feedback of users of search engines by click information is naturally noisy.Ranking models that integrate such feedback in their training process must cope with thisnoise. In worst case such noise can lead to large variance among the results for differentqueries in the resulting rankings. We propose to integrate model averaging like bagging andrandom forest methods to reduce the variance in the ranking models. We perform anexperimental study on different noise levels using a state of the art ranking model.,Workshop” Information Retrieval Over Query Sessions”(SIR 2012) at ECIR 2012,2012,3
Advances Towards Semantic Plagiarism Detection.,Hassan Issa; Katja Hose; Steffen Metzger; Ralf Schenkel,Abstract Recent events have again shown that plagiarism detection is an important problemin today's society. The flood of documents; however; makes detection more and more difficultso that the application of computer-based methods is a natural consequence. Theapplication of text comparison techniques; however; eventually leads to'intelligent'plagiarism; where sentences are slightly rephrased or synonyms are used. Tohelp detecting such plagiarism; we propose to use semantic similarity between documentsbased on information extracting techniques. This notion is also useful for other applicationssuch as finding similar news articles and research papers.,LWA,2011,3
of Proceedings: Advances in Database Technology-EDBT 2006: 10th International Conference on Extending Database Technology,Ralf Schenkel; Martin Theobald,Abstract/Description: Relevance Feedback is an important way to enhance retrieval qualityby integrating relevance information provided by a user. In XML retrieval; feedback enginesusually generate an expanded query from the content of elements marked as relevant ornonrelevant. This approach that is inspired by text-based IR completely ignores thesemistructured nature of XML. This paper makes the important step from content-based tostructural feedback. It presents an integrated solution for expanding keyword queries withnew content; path; and document constraints. An extensible framework evaluates suchquery conditions with existing keyword-based XML search engines while allowing to easilyintegrate new dimensions of feedback. Extensive experiments with the established INEXbenchmark show the feasibility of our approach.,*,2006,3
An information system for material microstructures,Kathrin Roberts; Frank Mucklich; Ralf Schenkel; Gerhard Weikum,This work presents an information system that supports a materialographic laboratory inclass material samples based on microstructure images. The system uses database andWeb technologies to manage its information and make it accessible to Internet users. Its coreis a class based on support vector machines; that provides an automatic diagnosis of thematerial class of a given sample. The classifier uses texture features from an underlyingimage analysis; the so-called Haralick parameters; and stereologic features such as fractaldimension; Euler parameter; etc. In addition to the class the system provides a sensitivityanalysis that allows the user to understand which features are most influential for certainclass decisions. The system is fully operational and can be used on the Web.,Scientific and Statistical Database Management; 2004. Proceedings. 16th International Conference on,2004,3
What’s Next in XML and Databases?,Minos Garofalakis; Ioana Manolescu; Marco Mesiti; George Mihaila; Ralf Schenkel; Bhavani Thuraisingham; Vasilis Vassalos,Abstract Since the time XML became a W3C standard for document representation andexchange over the Web; many efforts have been devoted to the development of standards;methodologies; and tools for handling; storing; retrieving; and protecting XML documents.The purpose of this panel; held during the international EDBT'2004 workshop on “databasetechnologies for handling XML information on the Web”[3]; is to discuss the current status ofthe research in XML data management and to foresee new trends towards the XML-izationof database research.,International Conference on Extending Database Technology,2004,3
Taming the Tiger: How to Cope with Real Database Products in Transactional Federations for Internet Applications.,Ralf Schenkel; Gerhard Weikum,Abstract Data consistency in transactional federations is a key requirement of advanced E-service applications on the Internet; such as electronic auctions or real-estate purchase.Federated concurrency control needs to be aware of the fact that virtually all commercialdatabase products support sub-serializability isolation levels; such as Snapshot Isolation;and that applications make indeed use of such local options. This paper discusses theproblems that arise with regard to global serializability in such a setting; and proposessolutions. Protocols are developed that can guarantee global serializability over componentsystems that provide only weaker isolation levels. A full-fledged implementation is presentedthat makes use of OrbixOTS and runs on top of Oracle8i and O2 databases. Performancemeasurements with this prototype indicate the practical viability of the developed methods.,GI-Workshop Internet-Datenbanken,2000,3
LUKe and MIKe: learning from user knowledge and managing interactive knowledge extraction,Steffen Metzger; Michael Stoll; Katja Hose; Ralf Schenkel,Abstract Semantic recognition and annotation of unqiue enities and their relations is a key inunderstanding the essence contained in large text corpora. It typically requires acombination of efficient automatic methods and manual verification. Usually; both parts areseen as consecutive steps. In this demo we present MIKE; a user interface enabling theintegration of user feedback into an iterative extraction process. We show how an extractionsystem can directly learn from such integrated user supervision. In general; this setup allowsfor stepwise training of the extraction system to a particular domain; while using userfeedback early in the iterative extraction process improves extraction quality and reduces theoverall human effort needed.,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,2
Retrieval evaluation on focused tasks,Besnik Fetahu; Ralf Schenkel,Abstract Ranking of retrieval systems for focused tasks requires large number of relevancejudgments. We propose an approach that minimizes the number of relevance judgments;where the performance measures are approximated using a Monte-Carlo samplingtechnique. Partial measures are taken using relevance judgments; whereas the remainingpart of passages are annotated using a generated relevance probability distribution basedon result rank. We define two conditions for stopping the assessment procedure when theranking between systems is stable.,Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval,2012,2
Learning to rank under tight budget constraints,Christian Pölitz; Ralf Schenkel,Abstract This paper investigates the influence of pruning feature lists to keep a given budgetfor the evaluation of ranking methods. We learn from a given training set how important theindividual prefixes are for the ranking quality. Based on there importance we choose thebest prefixes to calculate the ranking while keeping the budget.,Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011,2
Report on INEX 2010,David Alexander; Paavo Arvola; Thomas Beckers; Patrice Bellot; Timothy Chappell; Christopher M DeVries; Antoine Doucet; Norbert Fuhr; Shlomo Geva; Jaap Kamps; Gabriella Kazai; Marijn Koolen; Sangeetha Kutty; Monica Landoni; Véronique Moriceau; Richi Nayak; Ragnar Nordlie; Nils Pharo; Eric SanJuan; Ralf Schenkel; Andrea Tagarelli; Xavier Tannier; James A Thom; Andrew Trotman; Johanna Vainio; Qiuyue Wang; Chen Wu,Abstract INEX investigates focused retrieval from structured documents by providing largetest collections of structured documents; uniform evaluation measures; and a forum fororganizations to compare their results. This paper reports on the INEX 2010 evaluationcampaign; which consisted of a wide range of tracks: Ad Hoc; Book; Data Centric;Interactive; QA; Link the Wiki; Relevance Feedback; Web Service Discovery and XMLMining.,ACM SIGIR Forum,2011,2
INEX 2011 Workshop pre-proceedings,Shlomo Geva; Jaap Kamps; Ralf Schenkel,Abstract Copyright c○ 2011 remains with the author/owner (s). The unreviewed pre-proceedings are collections of work submitted before the December workshops. They arenot peer reviewed; are not quality controlled; and contain known errors in content andediting. The proceedings; published after the Workshop; is the authoritative reference for thework done at INEX.,*,2011,2
Real-time text queries with tunable term pair indexes,Andreas Broschart; Ralf Schenkel,Zusammenfassung Term proximity scoring is an established means in information retrievalfor improving result quality of full-text queries. Integrating such proximity scores into efficientquery processing; however; has not been equally well studied. Existing methods make useof precomputed lists of documents where tuples of terms; usually pairs; occur together;usually incurring a huge index size compared to term-only indexes. This paper introduces ajoint framework for trading off index size and result quality; and provides optimizationtechniques for tuning precomputed indexes towards either maximal result quality or maximalquery processing performance; given an upper bound for the index size. The frameworkallows to selectively materialize lists for pairs based on a query log to further reduce indexsize. Extensive experiments with two large text collections demonstrate runtime …,*,2010,2
TopX 2.0 at the INEX 2008 Efficiency Track,Martin Theobald; Mohammed AbuJarour; Ralf Schenkel,Abstract For the INEX Efficiency Track 2008; we were just on time to finish and evaluate ourbrand-new TopX 2.0 prototype. Complementing our long-running effort on efficient top-kquery processing on top of a relational back-end; we now switched to a compressed object-oriented storage for text-centric XML data with direct access to customized inverted files;along with a complete reimplementation of the engine in C++. Our INEX 2008 experimentsdemonstrate efficiency gains of up to a factor of 30 compared to the previous Java/JDBC-based TopX 1.0 implementation over a relational back-end. TopX 2.0 achieves overallruntimes of less than 51 seconds for the entire batch of 568 Efficiency Track topics in theircontent-and-structure (CAS) version and less than 29 seconds for the content-only (CO)version; respectively; using a top-15; focused (ie; non-overlapping) retrieval mode—an …,International Workshop of the Initiative for the Evaluation of XML Retrieval,2008,2
Social recommendations at work,Tom Crecelius; Mouna Kacimi; Sebastian Michel; Thomas Neumann; Josiane X Parreira; Ralf Schenkel; Gerhard Weikum,Abstract Online communities have become popular for publishing and searching content;and also for connecting to other users. User-generated content includes; for example;personal blogs; bookmarks; and digital photos. Items can be annotated and rated bydifferent users; and users can connect to others that are usually friends and/or sharecommon interests.,Proceedings of the 31st annual international ACM SIGIR conference on Research and development in information retrieval,2008,2
TopX–AdHoc and Feedback Tasks,Martin Theobald; Andreas Broschart; Ralf Schenkel; Silvana Solomon; Gerhard Weikum,TopX–AdHoc and Feedback Tasks Martin Theobald; Andreas Broschart; Ralf Schenkel; SilvanaSolomon; and Gerhard Weikum Max-Planck-Institut für Informatik Saarbrücken; Germanyhttp://www. mpi-inf. mpg. de/departments/d5/ {mtb; abrosch; schenkel; solomon; weikum}@mpi-inf. mpg. de Abstract. This paper describes the setup and results of our contribu- tions tothe INEX 2006 AdHoc and Feedback tasks. 1 System Overview TopX [10; 11] aims to bridgethe fields of database systems (DB) and informa- tion retrieval (IR). From a DB viewpoint; it providesan efficient algorithmic basis for top-k query processing over multidimensional datasets; rangingfrom structured data such as product catalogs (eg; bookstores; real estate; movies; etc.) to unstructuredtext documents (with keywords or stemmed terms defin- ing the feature space) and semistructuredXML data in between. From an IR viewpoint; TopX provides ranked retrieval based on a …,Center for Computer Science http://inex. is. informatik. uni-duisburg. de/2006,2006,2
IO-Top-k at TREC 2006: Terabyte Track,Holger Bast; Debapriyo Majumdar; Ralf Schenkel; Martin Theobald; Gerhard Weikum,Abstract This paper describes the setup and results of our contribution to the TREC 2006Terabyte Track. Our implementation was based on the algorithms proposed in [1]“IO-Top-k:Index-Access Optimized Top-K Query Processing; VLDB'06”; with a main focus on theefficiency track. 1.,Proceedings of the 15th Text REtrieval Conference (TREC 2006,2006,2
iQbees: Interactive query-by-example entity search in semantic knowledge graphs,Marcin Sydow; Grzegorz Sobczak; Ralf Schenkel; Krzysztof Mioduszewski,We present IQBEES; a novel prototype system for similar entity search by example onsemantic knowledge graphs that is based on the concept of maximal aspects. The systemmakes it possible for the user to provide positive and negative relevance feedback toiteratively refine the information need. The maximal aspects model supports diversity-awareresults.,Computer Science and Information Systems (FedCSIS); 2016 Federated Conference on,2016,1
Focused Retrieval of Content and Structure: 10th International Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2011; Saarbrücken; Germany; Dec...,Shlomo Geva; Jaap Kamps; Ralf Schenkel,This book constitutes the thoroughly refereed post-workshop proceedings of the 10thInternational Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2011; heldin Saarbrücken; Germany; in December 2011. The 33 revised full papers presented werecarefully reviewed and selected for presentation at the workshop from 36 submissions. Thepapers are organized in 5 research tracks on book and social search; Xdata centric;question answering; relevance feedback; and snippet retrieval.,*,2012,1
Interactive Information Extraction based on Distributed Data Management for German Grid Projects,René Jäkel; Steffen Metzger; Jason Milad Daivandy; Katja Hose; Denis Hünich; Ralf Schenkel; Bernd Schuller,In the past years; grid computing [1] has evolved for many different disciplines to solve notonly computationally intense tasks; but also to provide resources for data management orthe provision of services to steer applications; manage users; or create complex workflows.A strong advantage of grid computing is the ability to maintain distributed andheterogeneous resources using a middleware layer to distribute computational jobs ordelegate user access to data storage space. This provides a unique way to handle datatransparently to the user community not knowing the technical details of the underlyinginfrastructure. This approach works well for a rather uniform and straightforward usercommunity with similar needs and requirements. The picture changes for scientificapproaches where collaborative work among partners from different domains is desired …,EGI Community Forum 2012/EMI Second Technical Conference,2012,1
Search and mining entity-relationship data,Haggai Roitman; Ralf Schenkel; Marko Grobelnik,Abstract This paper summarizes the details of the first international workshop on search andmining entity-relationship data. This workshop will bridge between IR; DB; and KMresearchers to seek novel solutions for search and data mining of rich entity-relationshipdata and their applications in various domains. We first provide an overview about theworkshop. We then briefly discuss the workshop program.,Proceedings of the 20th ACM international conference on Information and knowledge management,2011,1
A novel hybrid index structure for efficient text retrieval,Andreas Broschart; Ralf Schenkel,Abstract Query processing with precomputed term pair lists can improve efficiency for somequeries; but suffers from the quadratic number of index lists that need to be read. We presenta novel hybrid index structure that aims at decreasing the number of index lists retrieved atquery processing time; trading off a reduced number of index lists for an increased numberof bytes to read. Our experiments demonstrate significant cold-cache performance gains ofalmost 25% on standard benchmark queries.,Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011,1
Entity Summarisation with Limited Edge Budget on Undirected and Directed Knowledge Graphs,Marcin Sydow; Mariusz Pikuła; Ralf Schenkel,Abstrakt The paper concerns a novel problem of summarising entities with limitedpresentation budget on entity-relationship knowledge graphs and propose an efficientalgorithm for solving this problem. The algorithm has been implemented in two variants:undirected and directed; together with a visualisation tool. Experimental user evaluation ofthe algorithm was conducted on real large semantic knowledge graphs extracted from theweb. The reported results of experimental user evaluation are promising and encourage tocontinue the work on improving the algorithm.,Investigationes Linguisticae,2010,1
MMCI at the TREC 2010 Web Track.,Andreas Broschart; Ralf Schenkel,ABSTRACT Term proximity scoring models incorporate distance information of query termoccurrences and are an established means in information retrieval to improve retrievalquality. The integration of such proximity scoring models into efficient query processing;however; has not been equally well studied. Existing methods make use of precomputedlists of documents where tuples of terms; usually pairs; occur together; usually incurring ahuge index size compared to term-only indexes. This paper uses a joint framework fortrading off index size and result quality. The framework provides optimization techniques fortuning precomputed indexes towards either maximal result quality or maximal queryprocessing performance under controlled result quality; given an upper bound for the indexsize.,TREC,2010,1
Harvesting Knowledge from Web Data and Text,Hady Lauw; Ralf Schenkel; Fabian Suchanek; Martin Theobald; Gerhard Weikum,The Web bears the potential of being the world's greatest encyclopedic source; but we arefar from fully ex-ploiting this potential. Valuable scientific and cultural content is interspersedwith a huge amount of noisy; low-quality; unstructured text and media. The proliferation ofknowledge-sharing communities like Wikipedia and the advances in automated informationextraction from Web pages give rise to an unprecedented opportunity: Can wesystematically harvest facts from the Web and compile them into a comprehensive machine-readable knowledge base? Such a knowledge base would contain not only the world'sentities; but also their semantic properties; and their relationships with each other. Imagine a“Structured Wikipedia” that has the same scale and richness as Wikipedia itself; but offers aprecise and concise representation of knowledge; eg; in the RDF format. This would …,CIKM,2010,1
TopX 2.0 at the INEX 2008 Efﬁciency Track,Martin Theobald; Mohammed AbuJarour; Ralf Schenkel,Abstract. For the INEX Efﬁciency Track 2008; we were just on time to ﬁnish and evaluate ourbrand-new TopX 2.0 prototype. Complementing our longrunning effort on efﬁcient top-kquery processing on top of a relational back-end; we now switched to a compressed object-oriented storage for text-centric XML data with direct access to customized inverted ﬁles;along with a complete reimplementation of the engine in C++. Our INEX 2008 experimentsdemonstrate efﬁciency gains of up to a factor of 30 compared to the previous Java/JDBC-based TopX 1.0 implementation over a relational back-end. TopX 2.0 achieves overallruntimes of less than 51 seconds for the entire batch of 568 Efﬁciency Track topics in theircontent-and-structure (CAS) version and less than 29 seconds for the content-only (CO)version; respectively; using a top-15; focused (ie; nonoverlapping) retrieval mode—an …,Advances in Focused Retrieval: 7th International Workshop of the Initiative for the Evaluation of XML Retrieval; INEX 2008; Dagstuhl Castle; Germany; December 15-18; 2009. Revised and Selected Papers,2009,1
Ranked XML Processing,Amélie Marian; Ralf Schenkel; Martin Theobald,Many organizations; eg; government statistical offices and search engine companies; collectpotentially sensitive information regarding individuals either to publish this data for research;or in return for useful services. While some data collection organizations; like the census; arelegally required not to breach the privacy of the individuals; other data collectionorganizations may not be trusted to uphold privacy. Hence; if U denotes the original datacontaining sensitive information about a set of individuals; then an untrusted data collectoror researcher should only have access to an anonymized version of the data; U*; that doesnot disclose the sensitive information about the individuals. A randomized anonymizationalgorithm R is said to be a privacy preserving randomization method if for every table T; andfor every output T*= R (T); the privacy of all the sensitive information of each individual in …,*,2009,1
Effiziente Textsuche mit Positionsinformation.,Andreas Broschart; Ralf Schenkel,Zusammenfassung Top-k-Aggregationsverfahren zur effizienten Bestimmung der bestenErgebnisse einer Anfrage sind ein wichtiger Baustein moderner Anfrageverarbeitung. Mitder Familie der Threshold-Algorithmen haben sich dabei in den letzten JahrenStandardverfahren etabliert; die sich in vielen Anwendungsfällen einsetzen lassen. Fürkonkrete Anwendungen können dagegen spezielle Lösungen bessere Performance bieten;die Anwendungswissen ausnutzen. Dieses Paper diskutiert; wie Textsuche durchIntegration von Positionsinformation in Scoring und Anfrageverarbeitung sowie den Einsatzvon anwendungsspezifischen Indexstrukturen um mindestens eine Größenordnunggegenüber den besten Thresholdverfahren beschleunigt werden kann. Anhand vonExperimenten auf einer sehr großen Textsammlung zeigen wir außerdem; dass sich die …,Grundlagen von Datenbanken,2008,1
