LOF: identifying density-based local outliers,Markus M Breunig; Hans-Peter Kriegel; Raymond T Ng; Jörg Sander,Abstract For many KDD applications; such as detecting criminal activities in E-commerce;finding the rare instances or the outliers; can be more interesting than finding the commonpatterns. Existing work in outlier detection regards being an outlier as a binary property. Inthis paper; we contend that for many scenarios; it is more meaningful to assign to eachobject a degree of being an outlier. This degree is called the local outlier factor (LOF) of anobject. It is local in that the degree depends on how isolated the object is with respect to thesurrounding neighborhood. We give a detailed formal analysis showing that LOF enjoysmany desirable properties. Using real-world datasets; we demonstrate that LOF can be usedto find outliers which appear to be meaningful; but can otherwise not be identified withexisting approaches. Finally; a careful performance evaluation of our algorithm confirms …,ACM sigmod record,2000,3507
User-adaptive visualizations: can gaze data tell us when a user needs them?,Cristina Conati; Giuseppe Carenini; Mona Harati; Dereck Toker; Nicholas Fitzgerald; Anna Flagg,Abstract The primary goal of our research is to design adaptive information visualizationsystems that adapt to the specific needs of each individual viewer. Our first step is to exploredata sources that could help detect these needs in real-time; including cognitive measuresthat impact perceptual abilities; interface interactions; eye-tracking; and physiologicalsensors. In this paper; we focus on current efforts to understand which cognitive measurescan be relevant; as well as if/how a viewer's gaze pattern can predict performance onassociated visualization task.,Scalable Integration of Analytics and Visualization,2011,7
KDD-2002: Proceedings of the Eighth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining: July 23-26; 2002; Edmonton; Alberta; Can...,David J Hand; Daniel Keim; Raymond Ng,*,*,2002,7
Identifying unusual spatio-temporal trajectories from surveillance videos,Vladimir Tucakov; R Ng,Video surveillance is a powerful method of ensuring safety of public places. While there aremillions of cameras video taping public places; automated systems that can intelligentlymonitor a scene are few and far between. This paper reports on a feasibility study for anautomated system that is able to identify suspicious behavior of people in public places. Thespecific purpose of the study is to develop and evaluate a method for outlier detection in thedomain of 2-D motion tracking. The task at hand is motion tracking of people walkingthrough an open space such an atrium or a large hallway of a building. People generallytake similar paths as they are walking from point A to point B in the building. It is up to thesystem to identify paths that are unusual; and to bring the paths to the attention of the humanuser.,Proc. of 1998 SIGMOD Workshop on Research Issues on Data Mining and Knowledge Discovery (DMKD’98),1998,7
Multiscale similarity matching for subimage queries of arbitrary size,Kai-Sang Leung; Raymond Ng,Abstract Many image database management systems support whole-image queries.However; in some situations; users may only remember certain portions of the images. Inthis paper; we develop Padding and Reduction Algorithms to support subimage queries ofarbitrary size based on local color information. The idea is to estimate the best-case lowerbound to the distance between the query and the image. To improve the efficiency andeffectiveness of content-based retrieval; a multiscale representation is proposed. Sinceimage contents are usually pre-extracted and stored; the number of levels used in such arepresentation needs to be determined. We address this issue analytically by estimating theCPU and I/O costs; and experimentally by comparing the performance and accuracy of theoutcomes of various filtering schemes. Our findings suggest that a 3-level hierarchy is …,*,1998,7
Individualized prediction of lung-function decline in chronic obstructive pulmonary disease,Zafar Zafari; Don D Sin; Dirkje S Postma; Claes-Göran Löfdahl; Judith Vonk; Stirling Bryan; Stephen Lam; C Martin Tammemagi; Rahman Khakban; SF Paul Man; Donald Tashkin; Robert A Wise; John E Connett; Bruce McManus; Raymond Ng; Zsuszanna Hollander; Mohsen Sadatsafavi,Background: The rate of lung-function decline in chronic obstructive pulmonary disease(COPD) varies substantially among individuals. We sought to develop and validate anindividualized prediction model for forced expiratory volume at 1 second (FEV 1) in currentsmokers with mild-to-moderate COPD. Methods: Using data from a large long-term clinicaltrial (the Lung Health Study); we derived mixed-effects regression models to predict futureFEV 1 values over 11 years according to clinical traits. We modelled heterogeneity byallowing regression coefficients to vary across individuals. Two independent cohorts withCOPD were used for validating the equations. Results: We used data from 5594 patients(mean age 48.4 yr; 63% men; mean baseline FEV 1 2.75 L) to create the individualizedprediction equations. There was significant between-individual variability in the rate of …,Canadian Medical Association Journal,2016,6
Optimal clip ordering for multi-clip queries,Raymond T Ng; Paul Shum,Abstract. A multi-clip query requests multiple video clips be returned as the answer of thequery. In many applications and situations; the order in which these clips are to be delivereddoes not matter that much to the user. This allows the system ample opportunities tooptimize system throughput by using schedules that maximize the effect of piggybacking. Inthis paper; we study how to find such optimal schedules. In particular; we consider twooptimization criteria:(i) one based on maximizing the number of piggybacked clips; and (ii)the other based on maximizing the impact on buffer space. We show that the optimalschedule under the first criterion is equivalent to a maximum matching in a suitably definedbipartite graph; and that under the second criterion; the optimal schedule is equivalent to amaximum matching in a suitably defined weighted bipartite graph. Our experimental …,The VLDB journal,1998,6
Network-based analysis reveals novel gene signatures in peripheral blood of patients with chronic obstructive pulmonary disease,Yunlong Nie; Virginia Chen; Casey P Shannon; Anand Kumar Andiappan; Bernett Lee; Olaf Rotzschke; Peter J Castaldi; Craig P Hersh; Nick Fishbane; Raymond T Ng; Bruce McManus; Bruce E Miller; Stephen Rennard; Peter D Paré; Don D Sin,Chronic obstructive pulmonary disease (COPD) is currently the third leading cause of deathand there is a huge unmet clinical need to identify disease biomarkers in peripheral blood.Compared to gene level differential expression approaches to identify gene signatures;network analyses provide a biologically intuitive approach which leverages the co-expression patterns in the transcriptome to identify modules of co-expressed genes. Aweighted gene co-expression network analysis (WGCNA) was applied to peripheral bloodtranscriptome from 238 COPD subjects to discover co-expressed gene modules. We thendetermined the relationship between these modules and forced expiratory volume in 1 s(FEV1). In a second; independent cohort of 381 subjects; we determined the preservation ofthese modules and their relationship with FEV1. For those modules that were significantly …,Respiratory research,2017,5
Case Study: Applied Semantic Knowledgebase for Detection of Patients at Risk of Organ Failure through Immune Rejection,Robert Stanley; Bruce McManus; Raymond Ng; Erich Gombocz; Jason Eshleman; Charles Rockey,Methods and Results Gene transcription and protein expression levels associated withclinical endpoints (such as acute transplant rejection and non-rejection) were statisticallyidentified; with robust correlation between independent analytical results. Results weremerged into a semantic knowledge building framework to visualize and investigateassociated correlations as well as mechanistic data relationships. To do this; significantelements were integrated within a correlation network and reduced to sub-networks ofassociated genes and proteins. Potential classifiers (biomarkers) from the correlationnetwork were scaled using numerical properties (fold-change; p-value) to visually reducenetwork complexity and pre-select classifiers. Next; functional biology references wereadded from published data sources. The biomarkers were further assessed according to …,Joint Case Study of IO Informatics and University British Columbia (UBC); NCE CECR PROOF Centre of Excellence; James Hogg iCAPTURE Centre; Vancouver; BC; Canada,2011,5
Effects of sample timing and treatment on gene expression in early acute renal allograft rejection,Oliver P Günther; David Lin; Robert F Balshaw; Raymond T Ng; Zsuzsanna Hollander; Janet Wilson-McManus; W Robert McMaster; Bruce M McManus; Paul A Keown,Background. We have shown that genomic biomarkers in peripheral blood provide evidenceof early graft rejection and may offer an important option for posttransplant monitoring; andwe are working to improve this signature to maximize assay performance. Methods. Thisclinical refinement study (n= 79) used gene expression profiling in a case-control design tocompare whole blood samples between normal subjects (n= 20) and patients with (n= 20) orwithout (n= 39) biopsy-confirmed acute rejection (BCAR). Results. Gene expression inperipheral blood from subjects with BCAR before treatment differed significantly from that ofnormal subjects and transplant recipients without BCAR. Hierarchical clustering andprincipal component analysis showed that samples obtained 1 to 5 days after the start oftreatment of BCAR were segregated across both groups before treatment or without …,Transplantation,2011,5
The University of British Columbia at TAC 2008.,Gabriel Murray; Shafiq R Joty; Giuseppe Carenini; Raymond T Ng,Abstract In this paper we describe the University of British Columbia's participation in theText Analysis Conference 2008. This work represents our first submission to the DUC/TACseries of conferences; and we participated in both the summarization tasks: the main updatetask as well as the pilot task on summarizing blog opinions. We describe our systems indetail and describe our performance in the context of all submitted systems.,TAC,2008,5
Constraint-Based,J Han; L Lakshmanan; R Ng,*,Multidimensional Data Mining–IEEE Computer,1999,5
Semantics and consistency of empirical databases,Raymond T Ng,*,Proceedings of the tenth international conference on logic programming on Logic programming,1993,5
Computing circumscriptive deductive databases,Anil Nerode; Raymond T Ng; VS Subrahmanian,*,*,1991,5
Association of serum MiR-142-3p and MiR-101-3p levels with acute cellular rejection after heart transplantation,Ihdina Sukma Dewi; Zsuzsanna Hollander; Karen K Lam; Janet-Wilson McManus; Scott J Tebbutt; Raymond T Ng; Paul A Keown; Robert W McMaster; Bruce M McManus; Olof Gidlöf; Jenny Öhman,Background Identifying non-invasive and reliable blood-derived biomarkers for earlydetection of acute cellular rejection in heart transplant recipients is of great importance inclinical practice. MicroRNAs are small molecules found to be stable in serum and theirexpression patterns reflect both physiological and underlying pathological conditions inhuman. Methods We compared a group of heart transplant recipients with histologically-verified acute cellular rejection (ACR; n= 26) with a control group of heart transplantrecipients without allograft rejection (NR; n= 37) by assessing the levels of a select set ofmicroRNAs in serum specimens. Results The levels of seven microRNAs; miR-142-3p; miR-101-3p; miR-424-5p; miR-27a-3p; miR-144-3p; miR-339-3p and miR-326 were significantlyhigher in ACR group compared to the control group and could discriminate between …,PloS one,2017,4
Modeling content and structure for abstractive review summarization,Shima Gerani; Giuseppe Carenini; Raymond T Ng,Abstract Reviews are valuable sources of information for many important decision makingtasks. Summarizing the massive amount of reviews; which are available these days on manyentities and services; is critical to help users better digest the sentiment about an entity or aservice and its aspects (ie features of the entity or the service). This article presents a novelaspect-based summarization framework that generates an abstract from multiple reviews ofan entity without the need for a handcrafted feature taxonomy or any training data. Wegenerate summaries using Natural Language Generation (NLG) by taking into account theimportance of aspects; as well as the association between them. We model theseinformation in the form of a tree; called Aspect Hierarchy Tree (AHT); in which nodes indicatethe important aspects and edges indicate the relationship between them. We propose …,Computer Speech & Language,2016,4
Circulating biomarker responses to medical management vs. mechanical circulatory support in severe inotrope‐dependent acute heart failure,Anna J Meredith; Darlene LY Dai; Virginia Chen; Zsuzsanna Hollander; Raymond Ng; Annemarie Kaan; Scott Tebbutt; Krishnan Ramanathan; Anson Cheung; Bruce M McManus,Background Severe inotrope-dependent acute heart failure (AHF) is associated with poorclinical outcomes. There are currently no well-defined blood biomarkers of response totreatment that can guide management or identify recovery in this patient population. In thepresent study; we characterized the levels of novel and emerging circulating biomarkers ofheart failure in patients with AHF over the first 30 days of medical management ormechanical circulatory support (MCS). We hypothesized a shared a plasma proteomictreatment response would be identifiable in both patient groups; representing reversal of theAHF phenotype. Methods and results Time course plasma samples of the first 30 days oftherapy; obtained from patients managed medically (n= 8) or with implantable MCS (n= 5);underwent semi-targeted and candidate biomarker analyses; using multiple reaction …,ESC heart failure,2016,4
The effect of different case definitions of current smoking on the discovery of smoking-related blood gene expression signatures in chronic obstructive pulmonary dis...,Ma’en Obeidat; Xiaoting Ding; Nick Fishbane; Zsuzsanna Hollander; Raymond T Ng; Bruce McManus; Scott J Tebbutt; Bruce E Miller; Stephen Rennard; Peter D Paré; Don D Sin,Abstract Introduction: Smoking is the number one modifiable environmental risk factor forchronic obstructive pulmonary disease (COPD). Clinical; epidemiological and increasingly“omics” studies assess or adjust for current smoking status using only self-report; which maybe inaccurate. Objective measures such as exhaled carbon monoxide (eCO) may also beproblematic owing to limitations in the measurements and the relatively short half life of themolecule. In this study; we determined the impact of different case definitions of currentcigarette smoking on gene expression in peripheral blood of patients with COPD. Methods:Peripheral blood gene expression from 573 former-and current-smokers with COPD in theECLIPSE study was used to find genes whose expression was associated with smokingstatus. Current smoking was defined using self-report; eCO concentrations; or both …,Nicotine & Tobacco Research,2016,4
Aggregate query processing in the presence of duplicates in wireless sensor networks,Jun-Ki Min; Raymond T Ng; Kyuseok Shim,Abstract Wireless sensor networks (WSNs) have received increasing attention in the pastdecade. In existing studies for query processing of WSNs; each sensor node measuresenvironmental parameters such as temperature; light and humidity around its location.Instead; in our work; we consider a different type of sensors that detect objects in theirsensing regions which may overlap with each other. In WSNs with such sensors; an objectmay be detected by several sensor nodes and processing of aggregate queries (such asCOUNT; SUM and AVERAGE) becomes problematic since an identical object can beconsidered redundantly. In this paper; we propose efficient algorithms for processingaggregate queries as well as sliding window aggregate queries in the presence of multiplydetected events. To perform de-duplication; our proposed algorithms identify potential …,Information Sciences,2015,4
Longitudinal analysis of whole blood transcriptomes to explore molecular signatures associated with acute renal allograft rejection,Heesun Shin; Oliver Günther; Zsuzsanna Hollander; Janet E Wilson-McManus; Raymond T Ng; Robert Balshaw; Paul A Keown; Robert McMaster; Bruce M McManus; Nicole M Isbel; Greg Knoll; Scott J Tebbutt Team,In this study; we explored a time course of peripheral whole blood transcriptomes fromkidney transplantation patients who either experienced an acute rejection episode or did notin order to better delineate the immunological and biological processes measureable inblood leukocytes that are associated with acute renal allograft rejection. Using microarrays;we generated gene expression data from 24 acute rejectors and 24 nonrejectors. We filteredthe data to obtain the most unambiguous and robustly expressing probe sets and selected asubset of patients with the clearest phenotype. We then performed a data-driven exploratoryanalysis using data reduction and differential gene expression analysis tools in order toreveal gene expression signatures associated with acute allograft rejection. Using atemplate-matching algorithm; we then expanded our analysis to include time course data …,Bioinformatics and biology insights,2014,4
Methods of Diagnosing Rejection of a Kidney Allograft Using Genomic or Proteomic Expression Profiling,*,A method of determining the acute allograft rejection status of a subject; the methodcomprising the steps of: determining the nucleic acid expression profile of one or more thanone nucleic acid markers; or one or more than one proteomic markers in a biological samplefrom the subject; comparing the expression profile of the one or more than one nucleic acidmarkers to a control profile; and determining whether the expression level of the one or morethan one nucleic acid markers is increased relative to the control profile; wherein theincrease of the one or more than one nucleic acid markers is indicative of the acute rejectionstatus of the subject.,*,2011,4
Methods of diagnosing acute cardiac allograft rejection,*,Transplantation is considered the primary therapy for patients with end-stage vital organfailure. While the availability of immunosuppressants such as cyclosporine and Tacrolimus hasimproved allograft recipient survival and wellbeing; identification of rejection of the allograft asearly and as accurately as possible; and effective monitoring and adjusting immunosuppressivemedication doses is still of primary importance to the continuing survival of the allograftrecipient … Rejection of an allograft may be generally described as the result of recipient's immuneresponse to nonself antigens expressed by the donor tissues. Acute rejection may occur withindays or weeks of the transplant; while chronic rejection may be a slower process; occurring monthsor years following the transplant … At present; invasive biopsies; such as endomyocardial; livercore; and renal fine-needle aspiration biopsies; are widely regarded as the gold standard …,*,2011,4
The impact of asr on abstractive vs. extractive meeting summaries,Gabriel Murray; Giuseppe Carenini; Raymond Ng,Abstract In this paper we describe a complete abstractive summarizer for meetingconversations; and evaluate the usefulness of the automatically generated abstracts in abrowsing task. We contrast these abstracts with extracts for use in a meeting browser andinvestigate the effects of manual versus ASR transcripts on both summary types.,Eleventh Annual Conference of the International Speech Communication Association,2010,4
Affymetrix oligonucleotide analysis of gene expression in the injured heart,Bobby Yanagawa; Lydia Taylor; Theresa A Deisher; Raymond Ng; George F Schreiner; Timothy J Triche; Decheng Yang; Bruce M McManus,Abstract Microarrays have helped researchers gain much insight into gene expres sionprofiles in the context of many diseases including those in the injured heart. Our genomicinvestigations have been focused on elucidation of host gene responses to enterovirusinfection. We have gained valuable technical expertise in using Affymetrix oligonucleotidearrays; also known as GeneChipEs; and cDNA spotted arrays to probe differential geneexpression in both cultured cells and in heart tissue. Here; we provide a technique-focusedsupplement to the Affymetrix GeneChip® Expression Analysis Manual for samplepreparation; processing; and array hybridization. We provide expanded explanations tohighlight important points within the existing protocol and of fer variations to standardprocedures when appropriate. For investigators using myocardial tissues for microarray …,*,2005,4
Incompleteness in Data Mining.,Hosagrahar Visvesvaraya Jagadish; Raymond T Ng,Abstract Database technology; as well as the bulk of data mining technology; is foundedupon logic; with absolute notions of truth and falsehood; at least with respect to the data set.Patterns are discovered exhaustively; with carefully engineered algorithms devised todetermine all patterns in a data set that belong to a certain class. For large data sets; manysuch data mining techniques are extremely expensive; leading to considerable researchtowards solving these problems more cheaply. In this paper; we argue that the central goalof data mining is to find sOME interesting patterns; and not necessarily ALL of them. As such;techniques that can find most of the answers cheaply are clearly more valuable thancomputationally much more expensive techniques that can guarantee completeness. In fact;it is probably the case that patterns that can be found cheaply are indeed the most …,Lecture notes in computer science,2001,4
Dempster-Shafer logic programs and stable semantics,Raymond Ng; VS Subrahmanian,Abstract Many researchers (eg Baldwin [2] and Ishizuka [19]) have observed that theDempster-Shafer rule of combination; which is at the heart of Dempster-Shafer theory;exhibits non-monotonic behaviour. However; as they focus entirely on operational concerns;two important issues remain unresolved. In [13]; Fitting observes that developing adeclarative semantics for logic programs based on the Dempster-Shafer rule is an openproblem. More importantly; it is unclear how the mode of non-monotonicity demonstrated bythe Dempster-Shafer rule is related to well-understood nonmonotonic logics. In this paperwe study Dempster-Shafer logic programs (DS-programs for short). We first develop adeclarative semantics for such logic programs. This task alone is complicated by the non-monotonic nature of the Dempster-Shafer rule. Then; given a DS-program P; we transform …,*,1993,4
Stable semantics for probabilistic deductive databases,Raymond Ng; VS Subrahmanian,*,*,1990,4
Enumerateblood–an R package to estimate the cellular composition of whole blood from Affymetrix Gene ST gene expression profiles,Casey P Shannon; Robert Balshaw; Virginia Chen; Zsuzsanna Hollander; Mustafa Toma; Bruce M McManus; J Mark FitzGerald; Don D Sin; Raymond T Ng; Scott J Tebbutt,Measuring genome-wide changes in transcript abundance in circulating peripheral wholeblood is a useful way to study disease pathobiology and may help elucidate the molecularmechanisms of disease; or discovery of useful disease biomarkers. The sensitivity andinterpretability of analyses carried out in this complex tissue; however; are significantlyaffected by its dynamic cellular heterogeneity. It is therefore desirable to quantify thisheterogeneity; either to account for it or to better model interactions that may be presentbetween the abundance of certain transcripts; specific cell types and the indication understudy. Accurate enumeration of the many component cell types that make up peripheralwhole blood can further complicate the sample collection process; however; and result inadditional costs. Many approaches have been developed to infer the composition of a …,BMC genomics,2017,3
C-reactive protein and N-terminal prohormone brain natriuretic peptide as biomarkers in acute exacerbations of COPD leading to hospitalizations,Yu-wei Roy Chen; Virginia Chen; Zsuzsanna Hollander; Jonathon A Leipsic; Cameron J Hague; Mari L DeMarco; J Mark FitzGerald; Bruce M McManus; Raymond T Ng; Don D Sin,There are currently no accepted and validated blood tests available for diagnosing acuteexacerbations of chronic obstructive pulmonary disease (AECOPD). In this study; we soughtto determine the discriminatory power of blood C-reactive protein (CRP) and N-terminalprohormone brain natriuretic peptide (NT-proBNP) in the diagnosis of AECOPD requiringhospitalizations. The study cohort consisted of 468 patients recruited in the COPD RapidTransition Program who were hospitalized with a primary diagnosis of AECOPD; and 110stable COPD patients who served as controls. Logistic regression was used to build aclassification model to separate AECOPD from convalescent or stable COPD patients.Performance was assessed using an independent validation set of patients who were notincluded in the discovery set. Serum CRP and whole blood NT-proBNP concentrations …,PloS one,2017,3
COPD exacerbation biomarkers validated using multiple reaction monitoring mass spectrometry,Janice M Leung; Virginia Chen; Zsuzsanna Hollander; Darlene Dai; Scott J Tebbutt; Shawn D Aaron; Kathy L Vandemheen; Stephen I Rennard; J Mark FitzGerald; Prescott G Woodruff; Stephen C Lazarus; John E Connett; Harvey O Coxson; Bruce Miller; Christoph Borchers; Bruce M McManus; Raymond T Ng; Don D Sin,Background Acute exacerbations of chronic obstructive pulmonary disease (AECOPD) resultin considerable morbidity and mortality. However; there are no objective biomarkers todiagnose AECOPD. Methods We used multiple reaction monitoring mass spectrometry toquantify 129 distinct proteins in plasma samples from patients with COPD. This analyticalapproach was first performed in a biomarker cohort of patients hospitalized with AECOPD(Cohort A; n= 72). Proteins differentially expressed between AECOPD and convalescentstates were chosen using a false discovery rate< 0.01 and fold change> 1.2. Proteinselection and classifier building were performed using an elastic net logistic regressionmodel. The performance of the biomarker panel was then tested in two independentAECOPD cohorts (Cohort B; n= 37; and Cohort C; n= 109) using leave-pair-out cross …,PloS one,2016,3
The effect of statins on blood gene expression in COPD,Nick Fishbane; Yunlong Nie; Virginia Chen; Zsuzsanna Hollander; Scott J Tebbutt; Yohan Bossé; Raymond T Ng; Bruce E Miller; Bruce McManus; Stephen Rennard; Peter D Paré; Don D Sin,Background COPD is currently the fourth leading cause of death worldwide. Statins are lipidlowering agents with documented cardiovascular benefits. Observational studies haveshown that statins may have a beneficial role in COPD. The impact of statins on blood geneexpression from COPD patients is largely unknown. Objective Identify blood gene signatureassociated with statin use in COPD patients; and the pathways underpinning this signaturethat could explain any potential benefits in COPD. Methods Whole blood gene expressionwas measured on 168 statin users and 451 non-users from the ECLIPSE study using theAffymetrix Human Gene 1.1 ST microarray chips. Factor Analysis for Robust MicroarraySummarization (FARMS) was used to process the expression data. Differential geneexpression analysis was undertaken using the Linear Models for Microarray data (Limma) …,PloS one,2015,3
An empirical study on using web-based social media to build a learning community,R Ng; C Leung,*,Emerging modes and approaches in open and flexible education. Hong Kong: Open University of Hong Kong Press. Google Scholar,2014,3
Biomarker Development to Improve Decision Support for the Treatment of Organ Failures: How Far Are We Today,Raymond T Ng; E Gombocz,Page 1. Lecture at ADAPT 2010; Arlington; VA; Sept.15; 2010 Biomarker Development to ImproveDecision Support for the Treatment of Organ Failures: How Far Are We Today? Raymond T. Ng;CIO; PROOF Centre of Excellence; Professor Computer Science; University of British ColumbiaErich A. Gombocz; CSO; IO Informatics; Inc. Page 2. Lecture at ADAPT 2010; Arlington; VA;Sept.15; 2010 Outline • Part I: Clinical side • PROOF Centre Biomarker Programs • Sample anddata handling; workflows; QC/QA • Statistical analysis • Pre-qualification; qualification; validation •Part II: Informatics side – connecting the dots • Tracking Chronic Kidney disease: processmanagement • Secure search of clinical information • Exploring experimental correlation networksand enriching with public knowledge • Creating and applying combinatorial biomarker profiles •Decision support for organ failure risk assessment • Summary …,CHI's ADAPT,2010,3
O-014 Finding biomarkers specific for early stages of lung cancer usingSAGE data,T Chan; C MacAulay; W Lam; S Lam; K Lonergan; R Ng,*,Lung Cancer,2005,3
Isoform-selective inhibitor of histone deacetylase 3 (HDAC3) limits pancreatic islet infiltration and protects female nonobese diabetic mice from diabetes,Ercument Dirice; Raymond WS Ng; Rachael Martinez; Jiang Hu; Florence F Wagner; Edward B Holson; Bridget K Wagner; Rohit N Kulkarni,Abstract Preservation of insulin-secreting β-cells is an important goal for therapies aimed atrestoring normoglycemia in patients with diabetes. One approach; the inhibition of histonedeacetylases (HDACs); has been reported to suppress pancreatic islet inflammation and β-cell apoptosis in vitro. In this report; we demonstrate the efficacy of HDAC inhibitors (HDACi)in vivo. We show that daily administration of BRD3308; an isoform-selective HDAC3inhibitor; for 2 weeks to female nonobese diabetic (NOD) mice; beginning at 3 weeks of age;followed by twice-weekly injections until age 25 weeks; protects the animals from diabetes.The preservation of β-cells was because of a significant decrease in islet infiltration ofmononuclear cells. Moreover; the BRD3308 treatment increased basal insulin secretionfrom islets cultured in vitro. All metabolic tissues tested in vehicle-or BRD3308-treated …,Journal of Biological Chemistry,2017,2
Integrative genomics of emphysema-associated genes reveals potential disease biomarkers,Ma’en Obeidat; Yunlong Nie; Nick Fishbane; Xuan Li; Yohan Bossé; Philippe Joubert; David C Nickle; Ke Hao; Dirkje S Postma; Wim Timens; Marc A Sze; Casey P Shannon; Zsuzsanna Hollander; Raymond T Ng; Bruce Mcmanus; Bruce E Miller; Stephen Rennard; Avrum Spira; Tillie-Louise Hackett; Wan Lam; Stephen Lam; Rosa Faner; Alvar Agusti; James C Hogg; Don D Sin; Peter D Paré,Chronic obstructive pulmonary disease is the third leading cause of death worldwide. Geneexpression profiling across multiple regions of the same lung identified genes significantlyrelated to emphysema. We sought to determine whether the lung and epithelial expressionof 127 emphysema-related genes was also related to lung function in independent cohorts;and whether any of these genes could be used as biomarkers in the peripheral blood ofpatients with chronic obstructive pulmonary disease. To that end; we examined whether theexpression levels of these genes were under genetic control in lung tissue (n= 1;111). Wethen determined whether the mRNA levels of these genes in lung tissue (n= 727); smallairway epithelial cells (n= 238); and peripheral blood (n= 620) were significantly related tolung function measurements. The expression of 63 of the 127 genes (50%) was under …,American journal of respiratory cell and molecular biology,2017,2
Differentiating heart failure phenotypes using sex‐specific transcriptomic and proteomic biomarker panels,Mustafa Toma; George J Mak; Virginia Chen; Zsuzsanna Hollander; Casey P Shannon; Karen KY Lam; Raymond T Ng; Scott J Tebbutt; Janet E Wilson‐McManus; Andrew Ignaszewski; Todd Anderson; Jason RB Dyck; Jonathan Howlett; Justin Ezekowitz; Bruce M McManus; Gavin Y Oudit,Aims Heart failure with preserved ejection fraction (HFpEF) accounts for 30–50% of patientswith heart failure (HF). A major obstacle in HF management is the difficulty in differentiatingbetween HFpEF and heart failure with reduced ejection fraction (HFrEF) using conventionalclinical and laboratory investigations. The aim of this study is to develop robusttranscriptomic and proteomic biomarker signatures that can differentiate HFpEF from HFrEF.Methods and results A total of 210 HF patients were recruited in participating institutionsfrom the Alberta HEART study. An expert clinical adjudicating panel differentiated betweenpatients with HFpEF and HFrEF. The discovery cohort consisted of 61 patients; and thereplication cohort consisted of 70 patients. Transcriptomic and proteomic data wereanalysed to find panels of differentiating HFpEF from HFrEF. In the discovery cohort; a 22 …,ESC heart failure,2017,2
Finding Topics in Emails: Is LDA enough?,Shafiq Joty; Giuseppe Carenini; Gabriel Murray; Raymond Ng,Abstract Our research addresses the task of finding topics at the sentence level in emailconversations. As an asynchronous collaborative application; email has its owncharacteristics which differ from written monologues (eg; text books; news articles) or spokendialogs (eg; meetings). Hence; the generative topic models like Latent Dirichlet Allocation(LDA) and its variations; which are successful in finding topics in monologue or dialog; maynot be successful by themselves in asynchronous written conversations like emails.However; an effective combination of LDA with other important features can give us thedesired results. We first point out the specific characteristics of emails that we need toconsider in order to find the inherent topics discussed in an email conversation. Then wedemonstrate why the generative topic models by themselves may not be adequate for this …,NIPS-2009 workshop on applications for topic models: text and beyond,2009,2
Effect of inhaled budesonide in smokers with bronchial dysplasia,R Chari; K Lonergan; L Girard; J Minna; A Gazdar; R Ng; W Lam; C MacAulay; S Lam,*,Lung Cancer,2005,2
Towards a Toolkit for Data Analysis and Mining.,Theodore Johnson; Raymond T Ng; Laks VS Lakshmanan,Abstract Data analysis and mining is typically a multistep process; involving an iteratedprocess of data space partitioning; aggregate computation; and data transformations. Theseactivities typically require steps that cross disciplines; software packages; and le formats. Inthis paper; we articulate the vision behind some of our ongoing work of developing a dataand computational model that relies on a single concept {data space partition {to unify manyaspects of data mining and analysis. The uni ed model would simplify the task of the dataanalyst; and would present opportunities for query optimization.,1999 ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,1999,2
EXQUISI: an expressive query interface for similar images,Dwifiandika S Faulus; Raymond T Ng,With the advances in digital imaging and storage technologies; image is becoming acommon type of data in many applications. This creates a demand to manage thesedatabase of images. One of the issues is in providing a query interface to allow an effectiveand efficient retrieval. Our study in this issue has led to the development of a query interfacesystem which we call Exquisi. The main contribution of Exquisi is an expressive querylanguage and interface that allow effective querying from a database of similar images. Inparticular; it provides querying tools for a user to express subtle differences that may existbetween images to be retrieved and other images that are similar. The query interface alsoallows the user to incorporate ambiguities and imprecisions in specifying his/her query.Another important aspect of Exquisi is the provision of a reformulation language by which …,Storage and Retrieval for Still Image and Video Databases IV,1996,2
PGCA: An algorithm to link protein groups created from MS/MS data,David Kepplinger; Mandeep Takhar; Mayu Sasaki; Zsuzsanna Hollander; Derek Smith; Bruce McManus; W Robert McMaster; Raymond T Ng; Gabriela V Cohen Freue,The quantitation of proteins using shotgun proteomics has gained popularity in the lastdecades; simplifying sample handling procedures; removing extensive protein separationsteps and achieving a relatively high throughput readout. The process starts with thedigestion of the protein mixture into peptides; which are then separated by liquidchromatography and sequenced by tandem mass spectrometry (MS/MS). At the end of theworkflow; recovering the identity of the proteins originally present in the sample is often adifficult and ambiguous process; because more than one protein identifier may match a setof peptides identified from the MS/MS spectra. To address this identification problem; manyMS/MS data processing software tools combine all plausible protein identifiers matching acommon set of peptides into a protein group. However; this solution introduces new …,PloS one,2017,1
