Roles of continuous neurogenesis in the structural and functional integrity of the adult forebrain,Itaru Imayoshi; Masayuki Sakamoto; Toshiyuki Ohtsuka; Keizo Takao; Tsuyoshi Miyakawa; Masahiro Yamaguchi; Kensaku Mori; Toshio Ikeda; Shigeyoshi Itohara; Ryoichiro Kageyama,Abstract Neurogenesis occurs continuously in the forebrain of adult mammals; but thefunctional importance of adult neurogenesis is still unclear. Here; using a genetic labelingmethod in adult mice; we found that continuous neurogenesis results in the replacement ofthe majority of granule neurons in the olfactory bulb and a substantial addition of granuleneurons to the hippocampal dentate gyrus. Genetic ablation of newly formed neurons inadult mice led to a gradual decrease in the number of granule cells in the olfactory bulb;inhibition of increases in the granule cell number in the dentate gyrus and impairment ofbehaviors in contextual and spatial memory; which are known to depend on hippocampus.These results suggest that continuous neurogenesis is required for the maintenance andreorganization of the whole interneuron system in the olfactory bulb; the modulation and …,Nature neuroscience,2008,833
Point mutation in syntaxin-1A causes abnormal vesicle recycling; behaviors; and short term plasticity,Yumi Watanabe; Norikazu Katayama; Kosei Takeuchi; Tetsuya Togano; Rieko Itoh; Michiko Sato; Maya Yamazaki; Manabu Abe; Toshiya Sato; Kanako Oda; Minesuke Yokoyama; Keizo Takao; Masahiro Fukaya; Tsuyoshi Miyakawa; Masahiko Watanabe; Kenji Sakimura; Toshiya Manabe; Michihiro Igarashi,Results: A point mutation in syntaxin-1A caused abnormal plasticity; recycling; andbehaviors in mice. Conclusion: The CaMKII/syntaxin-1A interaction is essential formaintenance of neuronal plasticity. Significance: Syntaxin-1A is involved in regulatorypathways in higher brain functions. Abstract Syntaxin-1A is a t-SNARE that is involved invesicle docking and vesicle fusion; it is important in presynaptic exocytosis in neuronsbecause it interacts with many regulatory proteins. Previously; we found the following: 1) thatautophosphorylated Ca 2+/calmodulin-dependent protein kinase II (CaMKII); an importantmodulator of neural plasticity; interacts with syntaxin-1A to regulate exocytosis; and 2) that asyntaxin missense mutation (R151G) attenuated this interaction. To determine moreprecisely the physiological importance of this interaction between CaMKII and syntaxin …,Journal of Biological Chemistry,2013,11
Mouse liaison for integrative brain research,Atsu Aiba; Kaoru Inokuchi; Yasumasa Ishida; Shigeyoshi Itohara; Kazuto Kobayashi; Masayuki Masu; Masayoshi Mishina; Tsuyoshi Miyakawa; Hisashi Mori; Kazuki Nakao; Yuichi Obata; Kenji Sakimura; Toshihiko Shiroishi; Keiji Wada; Takeshi Yagi,*,*,2007,11
Comprehensive Behavioral Analysis of Male Ox1r−/− Mice Showed Implication of Orexin Receptor-1 in Mood; Anxiety; and Social Behavior,Md G Abbas; Hirotaka Shoji; Shingo Soya; Mari Hondo; Tsuyoshi Miyakawa; Takeshi Sakurai,Neuropeptides orexin A and orexin B; which are exclusively produced by neurons in thelateral hypothalamic area; play an important role in the regulation of a wide range ofbehaviors and homeostatic processes; including regulation of sleep/wakefulness states andenergy homeostasis. The orexin system has close anatomical and functional relationshipswith systems that regulate the autonomic nervous system; emotion; mood; the reward systemand sleep/wakefulness states. Recent pharmacological studies using selective antagonistshave suggested that orexin receptor-1 (OX1R) is involved in physiological processes thatregulate emotion; the reward system and autonomic nervous system. Here; we examinedOx1r-/-mice with a comprehensive behavioral test battery to screen additional OX1Rfunctions. Ox1r-/-mice showed increased anxiety-like behavior; altered depression-like …,Frontiers in behavioral neuroscience,2015,10
Comprehensive behavioral analysis of cluster of differentiation 47 knockout mice,Hisatsugu Koshimizu; Keizo Takao; Takashi Matozaki; Hiroshi Ohnishi; Tsuyoshi Miyakawa,Cluster of differentiation 47 (CD47) is a member of the immunoglobulin superfamily whichfunctions as a ligand for the extracellular region of signal regulatory protein α (SIRPα); aprotein which is abundantly expressed in the brain. Previous studies; including ours; havedemonstrated that both CD47 and SIRPα fulfill various functions in the central nervoussystem (CNS); such as the modulation of synaptic transmission and neuronal cell survival.We previously reported that CD47 is involved in the regulation of depression-like behavior ofmice in the forced swim test through its modulation of tyrosine phosphorylation of SIRPα.However; other potential behavioral functions of CD47 remain largely unknown. In thisstudy; in an effort to further investigate functional roles of CD47 in the CNS; CD47 knockout(KO) mice and their wild-type littermates were subjected to a battery of behavioral tests …,PloS one,2014,10
Comprehensive behavioral analysis of voltage-gated calcium channel beta-anchoring and-regulatory protein knockout mice,Akito Nakao; Takafumi Miki; Hirotaka Shoji; Miyuki Nishi; Hiroshi Takeshima; Tsuyoshi Miyakawa; Yasuo Mori,Calcium (Ca2+) influx through voltage-gated Ca2+ channels (VGCCs) induces numerousintracellular events such as neuronal excitability; neurotransmitter release; synapticplasticity; and gene regulation. It has been shown that genes related to Ca2+ signaling; suchas the CACNA1C; CACNB2; and CACNA1I genes that encode VGCC subunits; areassociated with schizophrenia and other psychiatric disorders. Recently; VGCC beta-anchoring and-regulatory protein (BARP) was identified as a novel regulator of VGCCactivity via the interaction of VGCC β subunits. To examine the role of the BARP in higherbrain functions; we generated BARP knockout (KO) mice and conducted a comprehensivebattery of behavioral tests. BARP KO mice exhibited greatly reduced locomotor activity; asevidenced by decreased vertical activity; stereotypic counts in the open field test; and …,Frontiers in behavioral neuroscience,2015,9
Reply to Warren et al. and Shay et al.: Commonalities across species do exist and are potentially important,Keizo Takao; Hideo Hagihara; Tsuyoshi Miyakawa,In comparisons of human burn conditions and mouse models of infection; we found that1;608 genes; roughly 12% of the genes that changed in humans; changed in the samedirection in mice; as indicated by Warren et al.(1). However; we argue that this fact does notindicate that mice are a poor animal model for the following reasons. First; at present; we donot understand 12% of the entire picture of a complex biological phenomenon such asinflammation; do we? If not; the shared changes of 1;608 genes may not be negligible andwould be useful for understanding the mechanisms shared by humans and mice. Second;these genes involved 185 commonly and significantly changed molecularpathways/biogroups (dataset S1 in ref. 2); which could serve as potential targets forpreclinical studies. Third; the statistical significance represented by the overlap P value …,Proceedings of the National Academy of Sciences,2015,9
KF-1 ubiquitin ligase: an anxiety suppressor,Tamotsu Hashimoto-Gotoh; Naoyuki Iwabe; Atsushi Tsujimura; Keizo Takao; Tsuyoshi Miyakawa,Anxiety is an instinct that may have developed to promote adaptive survival by evadingunnecessary danger. However; excessive anxiety is disruptive and can be a basic disorderof other psychiatric diseases such as depression. The KF-1; a ubiquitin ligase located to theendoplasmic reticulum (ER); may prevent excessive anxiety; kf-1−/− mice exhibit selectivelyelevated anxiety-like behavior against light or heights. Thus; KF-1 may degrade some targetproteins; responsible for promoting anxiety; through the ER-associated degradationpathway; similar to Parkin in Parkinson's disease (PD). Parkin; another ER-ubiquitin ligase;prevents the degeneration of dopaminergic neurons by degrading the target proteinsresponsible for PD. Molecular phylogenetic studies have revealed that the prototype of kf-1appeared in the very early phase of animal evolution but was lost; unlike parkin; in the …,Frontiers in neuroscience,2009,9
Mice that lack the C-terminal region of Reelin exhibit behavioral abnormalities related to neuropsychiatric disorders,Kaori Sakai; Hirotaka Shoji; Takao Kohno; Tsuyoshi Miyakawa; Mitsuharu Hattori,Abstract The secreted glycoprotein Reelin is believed to play critical roles in thepathogenesis of several neuropsychiatric disorders. The highly basic C-terminal region(CTR) of Reelin is necessary for efficient activation of its downstream signaling; and thebrain structure of knock-in mice that lack the CTR (ΔC-KI mice) is impaired. Here; weperformed a comprehensive behavioral test battery on ΔC-KI mice; in order to evaluate theeffects of partial loss-of-function of Reelin on brain functions. The ΔC-KI mice werehyperactive and exhibited reduced anxiety-like and social behaviors. The working memoryin ΔC-KI mice was impaired in a T-maze test. There was little difference in spatial referencememory; depression-like behavior; prepulse inhibition; or fear memory between ΔC-KI andwild-type mice. These results suggest that CTR-dependent Reelin functions are required …,Scientific reports,2016,8
Gomafu lncRNA knockout mice exhibit mild hyperactivity with enhanced responsiveness to the psychostimulant methamphetamine,Joanna Y Ip; Masamitsu Sone; Chieko Nashiki; Qun Pan; Kiyoyuki Kitaichi; Kaori Yanaka; Takaya Abe; Keizo Takao; Tsuyoshi Miyakawa; Benjamin J Blencowe; Shinichi Nakagawa,Abstract The long noncoding RNA Gomafu/MIAT/Rncr2 is thought to function in retinal cellspecification; stem cell differentiation and the control of alternative splicing. To furtherinvestigate physiological functions of Gomafu; we created mouse knockout (KO) model thatcompletely lacks the Gomafu gene. The KO mice did not exhibit any developmental deficits.However; behavioral tests revealed that the KO mice are hyperactive. This hyperactivebehavior was enhanced when the KO mice were treated with the psychostimulantmethamphetamine; which was associated with an increase in dopamine release in thenucleus accumbens. RNA sequencing analyses identified a small number of genes affectedby the deficiency of Gomafu; a subset of which are known to have important neurobiologicalfunctions. These observations suggest that Gomafu modifies mouse behavior thorough a …,Scientific reports,2016,8
Dorsal forebrain-specific deficiency of reelin-dab1 signal causes behavioral abnormalities related to psychiatric disorders,Hideaki Imai; Hirotaka Shoji; Masaki Ogata; Yoshiteru Kagawa; Yuji Owada; Tsuyoshi Miyakawa; Kenji Sakimura; Toshio Terashima; Yu Katsuyama,Abstract Reelin-Dab1 signaling is involved in brain development and neuronal functions.The abnormalities in the signaling through either reduction of Reelin and Dab1 geneexpressions or the genomic mutations in the brain have been reported to be associated withpsychiatric disorders. However; it has not been clear if the deficiency in Reelin-Dab1signaling is responsible for symptoms of the disorders. Here; to examine the function ofReelin-Dab1 signaling in the forebrain; we generated dorsal forebrain-specific Dab1conditional knockout mouse (Dab1 cKO) and performed a behavioral test battery on theDab1 cKO mice. Although conventional Dab1 null mutant mice exhibit cerebellar atrophyand cerebellar ataxia; the Dab1 cKO mice had normal cerebellum and showed no motordysfunction. Dab1 cKO mice exhibited behavioral abnormalities; including hyperactivity …,Cerebral cortex,2016,8
Enhanced stability of hippocampal place representation caused by reduced magnesium block of NMDA receptors in the dentate gyrus,Yuichiro Hayashi; Yoko Nabeshima; Katsunori Kobayashi; Tsuyoshi Miyakawa; Koichi Tanda; Keizo Takao; Hidenori Suzuki; Eisaku Esumi; Shigeru Noguchi; Yukiko Matsuda; Toshikuni Sasaoka; Tetsuo Noda; Jun-ichi Miyazaki; Masayoshi Mishina; Kazuo Funabiki; Yo-ichi Nabeshima,Voltage-dependent block of the NMDA receptor by Mg2+ is thought to be central to theunique involvement of this receptor in higher brain functions. However; the in vivo role of theMg2+ block in the mammalian brain has not yet been investigated; because brain-wide lossof the Mg2+ block causes perinatal lethality. In this study; we used a brain-region specificknock-in mouse expressing an NMDA receptor that is defective for the Mg2+ block in orderto test its role in neural information processing. We devised a method to induce a singleamino acid substitution (N595Q) in the GluN2A subunit of the NMDA receptor; specifically inthe hippocampal dentate gyrus in mice. This mutation reduced the Mg2+ block at the medialperforant path–granule cell synapse and facilitated synaptic potentiation induced by high-frequency stimulation. The mutants had more stable hippocampal place fields in the CA1 …,Molecular brain,2014,8
Targeted deletion of the C-terminus of the mouse adenomatous polyposis coli tumor suppressor results in neurologic phenotypes related to schizophrenia,Takanori Onouchi; Katsunori Kobayashi; Kazuyoshi Sakai; Atsushi Shimomura; Ron Smits; Chiho Sumi-Ichinose; Masafumi Kurosumi; Keizo Takao; Ryuji Nomura; Akiko Iizuka-Kogo; Hidenori Suzuki; Kazunao Kondo; Tetsu Akiyama; Tsuyoshi Miyakawa; Riccardo Fodde; Takao Senda,Loss of adenomatous polyposis coli (APC) gene function results in constitutive activation ofthe canonical Wnt pathway and represents the main initiating and rate-limiting event incolorectal tumorigenesis. APC is likely to participate in a wide spectrum of biologicalfunctions via its different functional domains and is abundantly expressed in the brain aswell as in peripheral tissues. However; the neuronal function of APC is poorly understood.To investigate the functional role of Apc in the central nervous system; we analyzed theneurological phenotypes of Apc1638T/1638T mice; which carry a targeted deletion of the3′ terminal third of Apc that does not affect Wnt signaling. A series of behavioral testsrevealed a working memory deficit; increased locomotor activity; reduced anxiety-relatedbehavior; and mildly decreased social interaction in Apc1638T/1638T mice. Apc1638T …,Molecular brain,2014,8
In vivo evaluation of cellular activity in αCaMKII heterozygous knockout mice using manganese-enhanced magnetic resonance imaging (MEMRI),Satoko Hattori; Hideo Hagihara; Koji Ohira; Ichio Aoki; Tsuneo Saga; Tetsuya Suhara; Makoto Higuchi; Tsuyoshi Miyakawa,The alpha-calcium/calmodulin-dependent protein kinase II (αCaMKII) is a serine/threonineprotein kinase predominantly expressed in the forebrain; especially in the postsynapticdensity; and plays a key role in synaptic plasticity; learning and memory. αCaMKIIheterozygous knockout (HKO) mice exhibit abnormal emotional and aggressive behaviorsand cognitive impairments and have been proposed as an animal model of psychiatricillness. Our previous studies have shown that the expression of immediate early genes(IEGs) after exposure to electric foot shock or after performing a working memory task isdecreased in the hippocampus; central amygdala; and medial prefrontal cortex of mutantmice. These changes could be caused by disturbances in neuronal signal transduction;however; it is still unclear whether neuronal activity is reduced in these regions. In this …,Frontiers in integrative neuroscience,2013,8
Targets; methods; and reagents for diagnosis and treatment of schizophrenia,*,The present invention provides targets; methods; and reagents for the diagnosis andtreatment of schizophrenia and related conditions. The invention provides methods for thediagnosis of schizophrenia and susceptibility to schizophrenia by detection ofpolymorphisms; mutations; variations; alterations in expression; etc.; in calcineurin genes orcalcineurin interacting genes; or polymorphisms linked to such genes. The inventionprovides oligonucleotides; arrays; and antibodies for detection of polymorphisms andvariants. The invention provides transgenic mice having alterations in such genes. Theinvention also provides methods of treating schizophrenia by administering compounds thattarget these genes. The invention further provides screening methods for identifying suchcompounds and compounds obtained by perfoming the screens.,*,2004,8
Circadian gene circuitry predicts hyperactive behavior in a mood disorder mouse model,Hideo Hagihara; Tomoyasu Horikawa; Hironori K Nakamura; Juzoh Umemori; Hirotaka Shoji; Yukiyasu Kamitani; Tsuyoshi Miyakawa,Summary Bipolar disorder; also known as manic-depressive illness; causes swings in moodand activity levels at irregular intervals. Such changes are difficult to predict; and theirmolecular basis remains unknown. Here; we use infradian (longer than a day) cyclic activitylevels in αCaMKII (Camk2a) mutant mice as a proxy for such mood-associated changes. Wereport that gene-expression patterns in the hippocampal dentate gyrus could retrospectivelypredict whether the mice were in a state of high or low locomotor activity (LA). Expression ofa subset of circadian genes; as well as levels of cAMP and pCREB; possible upstreamregulators of circadian genes; were correlated with LA states; suggesting that the intrinsicmolecular circuitry changes concomitant with infradian oscillatory LA. Taken together; thesefindings shed light onto the molecular basis of how irregular biological rhythms and …,Cell reports,2016,7
Forebrain-specific constitutively active CaMKKα transgenic mice show deficits in hippocampus-dependent long-term memory,Taku Kaitsuka; Sheng-Tian Li; Kenji Nakamura; Keizo Takao; Tsuyoshi Miyakawa; Masayuki Matsushita,Abstract The Ca 2+/calmodulin (CaM) kinase cascade is activated by Ca 2+ influx throughthe voltage-dependent Ca 2+ channels and the NMDA receptor. CaM kinase kinase(CaMKK); the most upstream kinase of the CaM kinase cascade; phosphorylates andactivates both CaM kinase I (CaMKI) and CaMKIV; resulting in activation of cyclic AMP-responsive element binding protein (CREB)-dependent gene transcription. Using transgenictechniques; we created mutant mice in which a constitutively active form of CaMKK1; theautoinhibitory domain truncated protein; is over-expressed specifically in the forebrain. Inthese mice; although performance was normal in basal activity and short-term memory;specific impairments were shown in hippocampus-dependent long-term memory aftertraining in spatial memory tasks and after contextual fear conditioning. In cultured …,Neurobiology of learning and memory,2011,6
Inactivation of fibroblast growth factor binding protein 3 causes anxiety-related behaviors,Yasunari Yamanaka; Ayumi Kitano; Keizo Takao; Anchalee Prasansuklab; Taisei Mushiroda; Keiko Yamazaki; Tomohiro Kumada; Minoru Shibata; Yuki Takaoka; Tomonari Awaya; Takeo Kato; Takaya Abe; Nakao Iwata; Tsuyoshi Miyakawa; Yusuke Nakamura; Tatsutoshi Nakahata; Toshio Heike,The neurobiological mechanisms of emotional modulation and the molecularpathophysiology of anxiety disorders are largely unknown. The fibroblast growth factor (FGF)family has been implicated in the regulation of many physiological and pathologicalprocesses; which include the control of emotional behaviors. The present study examinedmice with a targeted deletion of the fgf-bp3 gene; which encodes a novel FGF-bindingprotein; in animal models relevant to anxiety. To define the behavioral consequences of FGF-BP3 deficiency; we evaluated fgf-bp3-deficient mice using anxiety-related behavioralparadigms that provide a conflict between the desire to explore an unknown area or objectsand the aversion to a brightly lit open space. The fgf-bp3-deficient mice exhibited alterationsin time spent in the central area of the open-field arena; were less active in the lit areas of …,Molecular and Cellular Neuroscience,2011,6
Intrauterine environment-genome interaction and children’s development (4): Brain-behavior phenotypying of genetically-engineered mice using a comprehensive b...,Keizo Takao; Tsuyoshi Miyakawa,抄録 Despite massive research efforts; the exact pathogenesis and pathophysiology ofpsychiatric disorders; such as schizophrenia and bipolar disorder; remain largely unknown.Animal models can serve as essential tools for investigating the etiology and treatment ofsuch disorders. Some mutant mouse strains were found to exhibit behavioral abnormalitiesreminiscent of human psychiatric disorders. Here we outline our unique approach ofextrapolating findings in mice to humans; and present studies on alpha-CaMKIIheterozygous knockout (alpha-CaMKII+/-) mice as examples. Alpha-CaMKII+/-mice haveprofoundly dysregulated behaviorbehaviours and impaired neuronal development in thedentate gyrus (DG). The behavioral abnormalities include a severe working memory deficitand an exaggerated infradian rhythm; which are similar to symptoms seen in …,The Journal of toxicological sciences,2009,6
Human atrial natriuretic peptide in aortic and coronary sinus blood during atrial pacing in patients with ischemic heart disease.,Hisashi Oda; Hiroshi Shionoiri; Nobuyoshi Takagi; Kiminari Kobayashi; Masao Ishii,Abstract This study investigated the plasma concentrations of human atrial natriureticpeptide (hANP) of blood samples obtained from the aorta and coronary sinus (CS) in 19male patients (mean age of 52.8+/-2.1 years) with ischemic heart disease before and duringatrial pacing. The plasma concentrations of hANP were measured by radioimmunoassay;and the secretion rate of hANP was calculated on the basis of the CS-aorta difference inplasma hANP concentration and the CS flow rate recorded at blood sampling. Before atrialpacing; aortic plasma hANP concentration showed a significant positive correlation withmean pulmonary capillary wedge pressure (r= 0.67; p less than 0.002) or mean pulmonaryartery pressure (r= 0.71; p less than 0.001); and a significant negative correlation with leftventricular ejection fraction (r=-0.50; p less than 0.05). During atrial pacing; aortic plasma …,Journal of cardiovascular pharmacology,1989,6
Decreased cohesin in the brain leads to defective synapse development and anxiety-related behavior,Yuki Fujita; Koji Masuda; Masashige Bando; Ryuichiro Nakato; Yuki Katou; Takashi Tanaka; Masahiro Nakayama; Keizo Takao; Tsuyoshi Miyakawa; Tatsunori Tanaka; Yukio Ago; Hitoshi Hashimoto; Katsuhiko Shirahige; Toshihide Yamashita,Abnormal epigenetic regulation can cause the nervous system to develop abnormally. Here;we sought to understand the mechanism by which this occurs by investigating the proteincomplex cohesin; which is considered to regulate gene expression and; when defective; isassociated with higher-level brain dysfunction and the developmental disorder Cornelia deLange syndrome (CdLS). We generated conditional Smc3-knockout mice and observedgreater dendritic complexity and larger numbers of immature synapses in the cerebral cortexof Smc3+/− mice. Smc3+/− mice also exhibited more anxiety-related behavior; which is asymptom of CdLS. Further; a gene ontology analysis after RNA-sequencing suggested theenrichment of immune processes; particularly the response to interferons; in the Smc3+/−mice. Indeed; fewer synapses formed in their cortical neurons; and this phenotype was …,Journal of Experimental Medicine,2017,5
Prothymosin alpha‐deficiency enhances anxiety‐like behaviors and impairs learning/memory functions and neurogenesis,Hiroshi Ueda; Keita Sasaki; Sebok Kumar Halder; Yuichi Deguchi; Keizo Takao; Tsuyoshi Miyakawa; Atsushi Tajima,Abstract Prothymosin alpha (ProTα) is expressed in various mammalian organs includingthe neuronal nuclei in the brain; and is involved in multiple functions; such as chromatinremodeling; transcriptional regulation; cell proliferation; and survival. ProTα has beneficialactions against ischemia-induced necrosis and apoptosis in the brain and retina. However;characterizing the physiological roles of endogenous ProTα in the brain without stressremains elusive. Here; we generated ProTα-deficiency mice to explore whether endogenousProTα is involved in normal brain functions. We successfully generated heterozygous ProTαknockout (ProTα+/−) mice; while all homozygous ProTα knockout (ProTα−/−) offspring diedat early embryonic stage; suggesting that ProTα has crucial roles in embryonic development.In the evaluation of different behavioral tests; ProTα+/− mice exhibited hypolocomotor …,Journal of neurochemistry,2017,5
Disruption of the Sjögren-Larsson syndrome gene Aldh3a2 in mice increases keratinocyte growth and retards skin barrier recovery,Tatsuro Naganuma; Shuyu Takagi; Tsukasa Kanetake; Takuya Kitamura; Satoko Hattori; Tsuyoshi Miyakawa; Takayuki Sassa; Akio Kihara,Abstract The fatty aldehyde dehydrogenase (FALDH) ALDH3A2 is the causative gene ofSjögren Larsson syndrome (SLS). To date; the molecular mechanism underlying thesymptoms characterizing SLS has been poorly understood. Using Aldh3a2−/− mice; wefound here that Aldh3a2 was the major FALDH active in undifferentiated keratinocytes. Long-chain base metabolism was greatly impaired in Aldh3a2−/− keratinocytes. Phenotypically;the intercellular spaces were widened in the basal layer of the Aldh3a2−/− epidermis due tohyperproliferation of keratinocytes. Furthermore; oxidative stress-induced genes were up-regulated in Aldh3a2−/− keratinocytes. Upon keratinocyte differentiation; the activity ofanother FALDH; Aldh3b2; surpassed that of Aldh3a2. As a result; Aldh3a2−/− mice wereindistinguishable from wild-type mice in terms of their whole epidermis FALDH activity …,Journal of Biological Chemistry,2016,5
Comprehensive behavioral analysis of RNG105 (Caprin1) heterozygous mice: Reduced social interaction and attenuated response to novelty,Rie Ohashi; Keizo Takao; Tsuyoshi Miyakawa; Nobuyuki Shiina,Abstract RNG105 (also known as Caprin1) is a major RNA-binding protein in neuronal RNAgranules; and is responsible for mRNA transport to dendrites and neuronal networkformation. A recent study reported that a heterozygous mutation in the Rng105 gene wasfound in an autism spectrum disorder (ASD) patient; but it remains unclear whether there is acausal relation between RNG105 deficiency and ASD. Here; we subjected Rng105+/− miceto a comprehensive behavioral test battery; and revealed the influence of RNG105deficiency on mouse behavior. Rng105+/− mice exhibited a reduced sociality in a homecage and a weak preference for social novelty. Consistently; the Rng105+/− mice alsoshowed a weak preference for novel objects and novel place patterns. Furthermore;although the Rng105+/− mice exhibited normal memory acquisition; they tended to have …,Scientific reports,2016,5
Behavioral abnormalities observed in Zfhx2-deficient mice,Yuriko Komine; Keizo Takao; Tsuyoshi Miyakawa; Tetsuo Yamamori,Zfhx2 (also known as zfh-5) encodes a transcription factor containing three homeoboxdomains and 18 Zn-finger motifs. We have reported that Zfhx2 mRNA is expressed mainly indifferentiating neurons in the mouse brain and its expression level is negatively regulated bythe antisense transcripts of Zfhx2. Although the expression profile of Zfhx2 suggests thatZFHX2 might have a role in a particular step of neuronal differentiation; the specific functionof the gene has not been determined. We generated a Zfhx2-deficient mouse line andperformed a comprehensive battery of behavioral tests to elucidate the function of ZFHX2.Homozygous Zfhx2-deficient mice showed several behavioral abnormalities; namely;hyperactivity; enhanced depression-like behaviors; and an aberrantly altered anxiety-likephenotype. These behavioral phenotypes suggest that ZFHX2 might play roles in …,PloS one,2012,5
Comprehensive behavioral phenotyping of a new Semaphorin 3 F mutant mouse,Ikuo Matsuda; Hirotaka Shoji; Nobuyuki Yamasaki; Tsuyoshi Miyakawa; Atsu Aiba,Semaphorin 3 F (Sema3F) is a secreted type of the Semaphorin family of axon guidancemolecules. Sema3F and its receptor neuropilin-2 (Npn-2) are expressed in a mutuallyexclusive manner in the embryonic mouse brain regions including olfactory bulb;hippocampus; and cerebral cortex. Sema3F is thought to have physiological functions in theformation of neuronal circuitry and its refinement. However; functional roles of Sema3F in thebrain remain to be clarified. Here; we examined behavioral effects of Sema3F deficiencythrough a comprehensive behavioral test battery in Sema3F knockout (KO) male mice tounderstand the possible functions of Sema3F in the brain. Male Sema3F KO and wild-type(WT) control mice were subjected to a battery of behavioral tests; including neurologicalscreen; rotarod; hot plate; prepulse inhibition; light/dark transition; open field; elevated …,Molecular brain,2016,4
A CDC42EP4/septin-based perisynaptic glial scaffold facilitates glutamate clearance,Natsumi Ageta-Ishihara; Maya Yamazaki; Kohtarou Konno; Hisako Nakayama; Manabu Abe; Kenji Hashimoto; Tomoki Nishioka; Kozo Kaibuchi; Satoko Hattori; Tsuyoshi Miyakawa; Kohichi Tanaka; Fathul Huda; Hirokazu Hirai; Kouichi Hashimoto; Masahiko Watanabe; Kenji Sakimura; Makoto Kinoshita,Abstract The small GTPase-effector proteins CDC42EP1-5/BORG1–5 interact reciprocallywith CDC42 or the septin cytoskeleton. Here we show that; in the cerebellum; CDC42EP4 isexclusively expressed in Bergmann glia and localizes beneath specific membrane domainsenwrapping dendritic spines of Purkinje cells. CDC42EP4 forms complexes with septinhetero-oligomers; which interact with a subset of glutamate transporter GLAST/EAAT1. InCdc42ep4−/− mice; GLAST is dissociated from septins and is delocalized away from theparallel fibre-Purkinje cell synapses. The excitatory postsynaptic current exhibits aprotracted decay time constant; reduced sensitivity to a competitive inhibitor of the AMPA-type glutamate receptors (γDGG) and excessive baseline inward current in response to asubthreshold dose of a nonselective inhibitor of the glutamate transporters/EAAT1–5 (DL …,Nature communications,2015,4
The importance of metrics for evaluating scientific performance,Tsuyoshi Miyakawa,Abstract Evaluation of scientific performance is a major factor that determines the behavior ofboth individual researchers and the academic institutes to which they belong. Because thenumber of researchers heavily outweighs the number of available research posts; and thecompetitive funding accounts for an ever-increasing proportion of research budget; someobjective indicators of research performance have gained recognition for increasingtransparency and openness. It is common practice to use metrics and indices to evaluate aresearcher's performance or the quality of their grant applications. Such measures includethe number of publications; the number of times these papers are cited and; more recently;the h-index; which measures the number of highly-cited papers the researcher has written.However; academic institutions and funding agencies in Japan have been rather slow to …,Journal of Information Processing and Management,2012,4
Transcriptomic immaturity of the hippocampus and prefrontal cortex in patients with alcoholism,Tomoyuki Murano; Hisatsugu Koshimizu; Hideo Hagihara; Tsuyoshi Miyakawa,Abstract Alcoholism; which is defined as the recurring harmful use of alcohol despite itsnegative consequences; has a lifetime prevalence of 17.8%. Previous studies have shownthat chronic alcohol consumption disrupts various brain functions and behaviours. However;the precise mechanisms that underlie alcoholism are currently unclear. Recently; wediscovered “pseudo-immature” brain cell states of the dentate gyrus and prefrontal cortex(PFC) in mouse models of psychotic disorders and epileptic seizure. Similar pseudo-immaturity has been observed in patients with psychotic disorders; such as schizophreniaand bipolar disorder. Patients with alcoholism occasionally exhibit similar psychologicalsymptoms; implying shared molecular and cellular mechanisms between these diseases.Here; we performed a meta-analysis to compare microarray data from the hippocampi …,Scientific reports,2017,3
Cohort removal induces changes in body temperature; pain sensitivity; and anxiety-like behavior,Keizo Takao; Hirotaka Shoji; Satoko Hattori; Tsuyoshi Miyakawa,Mouse behavior is analyzed to elucidate the effects of various experimental manipulations;including gene mutation and drug administration. When the effect of a factor of interest isassessed; other factors; such as age; sex; temperature; apparatus; and housing; arecontrolled in experiments by matching; counterbalancing; and/or randomizing. One suchfactor that has not attracted much attention is the effect of sequential removal of animals froma common cage (cohort removal). Here we evaluated the effects of cohort removal on rectaltemperature; pain sensitivity; and anxiety-like behavior by analyzing the combined data of alarge number of C57BL/6J mice that we collected using a comprehensive behavioral testbattery. Rectal temperature increased in a stepwise manner according to the position ofsequential removal from the cage; consistent with previous reports. In the hot plate test …,Frontiers in behavioral neuroscience,2016,3
Analysis of cortical development in mice lacking DBZ,T Hattori; T Katayama; T Miyakawa; M Tohyama; M Sato; A Ito,Read 'Analysis of cortical development in mice lacking DBZ' on Ovid Insights.,Journal of Neurochemistry,2013,3
