MonetDB/X100: Hyper-Pipelining Query Execution.,Peter A Boncz; Marcin Zukowski; Niels Nes,Abstract Database systems tend to achieve only low IPC (instructions-per-cycle) efficiencyon modern CPUs in compute-intensive application areas like decision support; OLAP andmultimedia retrieval. This paper starts with an in-depth investigation to the reason why thishappens; focusing on the TPC-H benchmark. Our analysis of various relational systems andMonetDB leads us to a new set of guidelines for designing a query processor. The secondpart of the paper describes the architecture of our new X100 query engine for the MonetDBsystem that follows these guidelines. On the surface; it resembles a classical Volcano-styleengine; but the crucial difference to base all execution on the concept of vector processingmakes it highly CPU efficient. We evaluate the power of MonetDB/X100 on the 100GBversion of TPC-H; showing its raw execution power to be between one and two orders of …,Cidr,2005,523
Benchmarking Linked Open Data Management Systems,R Angles Rojas; M Pham; PA Boncz,htmlabstractWith inherent support for storing and analysing highly interconnected data;graph and RDF databases appear as natural solutions for developing Linked Open Dataapplications. However; current benchmarks for these database technologies do not fullyattain the desirable characteristics in industrial-strength benchmarks [1](eg relevance;verifiability; etc.) and typically do not model scenarios characterized by complex queriesover skewed and highly correlated data [2]. The Linked Data Benchmark Council (LDBC) isan EU FP7 ICT project that brings together a community of academic researchers andindustry; whose main objective is the development of industrial-strength benchmarks forgraph and RDF databases.,ERCIM News,2014,2
S3g2: A Scalable Structure-Correlated Social Graph Generator,P Minh Duc; PA Boncz; O Erling,Abstract. Benchmarking graph-oriented database workloads and graph-oriented databasesystems is increasingly becoming relevant in analytical Big Data tasks; such as socialnetwork analysis. In graph data; structure is not mainly found inside the nodes; butespecially in the way nodes happen to be connected; ie structural correlations. Becausesuch structural correlations determine join fan-outs experienced by graph analysisalgorithms and graph query executors; they are an essential; yet typically neglected;ingredient of synthetic graph generators. To address this; we present S3G2: a ScalableStructure-correlated Social Graph Generator. This graph generator creates a synthetic socialgraph; containing non-uniform value distributions and structural correlations; which isintended as test data for scalable graph analysis algorithms and graph database systems …,*,2012,2
Column-Oriented Database Systems (Tutorial),D Abadi; Peter A Boncz; Stavros Harizopoulos,textabstractColumn-oriented database systems (column-stores) have attracted a lot ofattention in the past few years. Column-stores; in a nutshell; store each database tablecolumn separately; with attribute values belonging to the same column stored contiguously;compressed; and densely packed; as opposed to traditional database systems that storeentire records (rows) one after the other. Reading a subset of a table's columns becomesfaster; at the potential expense of excessive disk-head seeking from column to column forscattered reads or updates. After several dozens of research papers and at least a dozen ofnew column-store start-ups; several questions remain. Are these a new breed of systems orsimply old wine in new bottles? How easily can a major row-based system achieve column-store performance? Are column-stores the answer to effortlessly support large-scale data …,*,2009,2
Generic and updatable XML value indices covering equality and range lookups,Lefteris Sidirourgos; Peter Boncz,Abstract We describe a collection of indices for XML text; element; and attribute node valuesthat (i) consume little storage;(ii) have low maintenance overhead;(iii) permit fast equi-lookup on string values; and (iv) support range-lookup on any XML typed value (eg; double;dateTime). The equi-lookup string value index depends on an elaborate hash function andon an associative combination function to facilitate updates on both mixed-content andelement nodes. We also present techniques for creating range-lookup indices supportingany ordered XML typed value. These indices rely on a finite state machine that accepts thetype specific language; and on a state combination table for combining states to speed-upupdates. We evaluate the stability of the hash function; the storage overhead; and theindices creation and maintenance time in the context of the open-source XML database …,Proceedings of the 2009 EDBT/ICDT Workshops,2009,2
06431 Working Group Summary: P2P; Ad Hoc and Sensor Networks-All the Different or All the Same?.,Peter A Boncz; Angela Bonifati; Joos-Hendrik Böse; Stefan Böttcher; Panos K Chrysanthis; Le Gruenwald; Arantza Illarramendi; Peter Janacik; Birgitta König-Ries; Wolfgang May; Anirban Mondal; Sebastian Obermeier; Aris M Ouksel; George Samaras,*,Scalable Data Management in Evolving Networks,2006,2
Flexible and efficient IR using Array Databases,R Cornacchia; S Héman; M Zukowski; AP de Vries; PA Boncz; M Zukowski; S Heman; N Nes; PA Boncz; S Heman; N Nes; M Zukowski; PA Boncz; S Heman; M Zukowski; AP de Vries; PA Boncz; S Heman; M Zukowski; AP de Vries; PA Boncz; M Zukowski; S Heman; PA Boncz; M Zukowski; S Heman; N Nes; PA Boncz; M Zukowski; M Zukowski; M Zukowski; PA Boncz; N Nes; S Heman; PA Boncz; M Zukowski; N Nes,*,Submitted for publication,2006,2
Macro-and micro-parallelism in a dbms,Martin Kersten; Stefan Manegold; Peter Boncz; Niels Nes,Abstract Large memories have become an affordable storage medium for databasesinvolving hundreds of Gigabytes on multi-processor systems. In this short note; we reviewour research on building relational engines to exploit this major shift in hardwareperspective. It illustrates that key design issues related to parallelism poses architecturalproblems at all levels of a system architecture and whose impact is not easily predictable.The sheer size/complexity of a relational DBMS and the sliding requirements of frontierapplications are indicative that a substantial research agenda remains wide open.,European Conference on Parallel Processing,2001,2
Query optimization through the looking glass; and what we found running the Join Order Benchmark,Viktor Leis; Bernhard Radke; Andrey Gubichev; Atanas Mirchev; Peter Boncz; Alfons Kemper; Thomas Neumann,Abstract Finding a good join order is crucial for query performance. In this paper; weintroduce the Join Order Benchmark that works on real-life data riddled with correlations andintroduces 113 complex join queries. We experimentally revisit the main components in theclassic query optimizer architecture using a complex; real-world data set and realistic multi-join queries. For this purpose; we describe cardinality-estimate injection and extractiontechniques that allow us to compare the cardinality estimators of multiple industrial SQLimplementations on equal footing; and to characterize the value of having perfect cardinalityestimates. Our investigation shows that all industrial-strength cardinality estimators routinelyproduce large errors: though cardinality estimation using table samples solves the problemfor single-table queries; there are still no techniques in industrial systems that can deal …,The VLDB Journal,2017,1
Special issue: Modern hardware,Peter Boncz; Wolfgang Lehner; Thomas Neumann,While database systems have long enjoyed a “free ride” with ever-increasing clock cycles ofthe CPU; in the last decade this increase stalled. On the computational side; we have seenan ever-increasing number of cores as well as the advent of specialized computing unitsranging from GPUs via FPGA to chips with specific extensions. On the memory side; we notonly observe a significant growth of the capacity of main memory; but a continued largeperformance impact of RAM latency on data access cost; recently aggravated by increasingNUMA effects. Storage-wise we have witnessed the introduction of NAND devices (eg;SSDs) impacting the established role of magnetic disk drive. These advances taken togetherimpact current database architectures and ask for adjustments; extensions or even acomplete re-write in order to establish a scalable; affordable; and flexible foundation for …,The VLDB Journal,2016,1
Ldbc graphalytics: A benchmark for large-scale graph analysis on parallel and distributed platforms; a technical report,Alexandru Iosup; Tim Hegeman; Wing Lung Ngai; Stijn Heldens; Arnau Prat Pérez; Thomas Manhardt; Hassan Chafi; Mihai Capota; Narayanan Sundaram; Michael Anderson; Ilie Gabriel Tanase; Yinglong Xia; Lifeng Nai; Peter Boncz,Abstract In this paper we introduce LDBC Graphalytics; a new industrial-grade benchmarkfor graph analysis platforms. It consists of six deterministic algorithms; standard datasets;synthetic dataset generators; and reference output; that enable the objective comparison ofgraph analysis platforms. Its test harness produces deep metrics that quantify multiple kindsof system scalability; such as horizontal/vertical and weak/strong; and of robustness; such asfailures and performance variability. The benchmark comes with opensource software forgenerating data and monitoring performance. We describe and analyze six implementationsof the benchmark (three from the community; three from the industry); providing insights intothe strengths and weaknesses of the platforms. Key to our contribution; vendors perform thetuning and benchmarking of their platforms. Date Version Changes 2016-Mar-18 1.0-First …,Delft University of Technology; Tech. Rep,2016,1
Automatic schema design for co-clustered tables,Stephan Baumann; Peter Boncz; Kai-Uwe Sattler,Schema design of analytical workloads provides opportunities to index; cluster; partitionand/or materialize. With these opportunities also the complexity of finding the right setuprises. In this paper we present an automatic schema design approach for a table co-clustering scheme called Bitwise Dimensional Co-Clustering; aimed at schemas with amoderate amount dimensions; but not limited to typical star and snowflake schemas. Thegoal is to design one primary schema and keep the knobs to turn to a minimum whileproviding a robust schema for a wide range of queries. In our approach a clustered schemais derived by trying to apply dimensions throughout the whole schema and co-cluster asmany tables as possible according to at least one common dimension. Our approach isbased on the assumption that initially foreign key relationships and a set of dimensions …,Data Engineering Workshops (ICDEW); 2013 IEEE 29th International Conference on,2013,1
Letter from the Special Issue Editor,Peter A Boncz,KNAW Narcis. Back to search results. Publication Letter from theSpecial Issue Editor (2012). Pagina-navigatie: Main …,IEEE Data Engineering Bulletin,2012,1
The Linked Data Benchmark Council (LDBC),Irini Fundulaki; Josep Larriba Pey; David Dominguez-Sal; Ioan Toma; Dieter Fensel; Barry Bishop; Thomas Neumann; Orri Erling; Peter Neubauer; Paul Groth; Frank Van Harmelen; Peter Boncz,In the last years we have seen an explosion of massive amounts of graph shaped datacoming from a variery of applications that are related to social networks (Facebook; Twitter;blogs and other on-line media) and telecommunication networks. Furthermore; the W3CLinking Open Data Initiative [8] has boosted the publication and interlinkage of a largenumber of datasets on the Semantic Web [2] resulting to the Linked Open Data Cloud. Thesedatasets with billions of RDF triples such as Wikipedia [5]; US Census bureau [4]; CIA WorldFactbook [1]; DBPedia [5]; and government sites1 have been created and published online.Moreover; numerous datasets and vocabularies from e-science are published nowadays asRDF graphs most notably in life and earth sciences; astronomy [6][7][3] in order to facilitatecommunity annotation and interlinkage of both scientific and scholarly data of interest …,Proc. First Eur. Data Forum,2012,1
Main Memory DBMS,Peter Boncz,Advances in high throughput sequencing and ''omics''technologies and the resultingexponential growth in the amount of macromolecular sequence; structure; gene expressionmeasurements; have unleashed a transformation of biology from a data-poor science into anincreasingly data-rich science. Despite these advances; biology today; much like physicswas before Newton and Leibnitz; has remained a largely descriptive science. Machinelearning [6] currently offers some of the most cost-effective tools for building predictivemodels from biological data; eg; for annotating new genomic sequences; for predictingmacromolecular function; for identifying functionally important sites in proteins; for identifyinggenetic markers of diseases; and for discovering the networks of genetic interactions thatorchestrate important biological processes [3]. Advances in machine learning eg …,*,2009,1
06472 Abstracts Collection--XQuery Implementation Paradigms,Peter A Boncz; Torsten Grust; Jérôme Siméon; Maurice van Keulen,Abstract From 19.11. 2006 to 22.11. 2006; the Dagstuhl Seminar 06472``XQueryImplementation Paradigms''was held in the International Conference and Research Center(IBFI); Schloss Dagstuhl. During the seminar; several participants presented their currentresearch; and ongoing work and open problems were discussed. Abstracts of thepresentations given during the seminar as well as abstracts of seminar results and ideas areput together in this paper. The first section describes the seminar topics and goals ingeneral. Links to extended abstracts or full papers are provided; if available.,Dagstuhl Seminar Proceedings,2007,1
Working Group Report on Managing and Integrating Data in P2P Databases,Peter A Boncz; Angela Bonifati; Peter Janacik; Birgitta Konig-Ries; Arantza Illarramendi; Wolfgang Lehner; Wolfgang May; Aris Ouksel; Kay Romer; Brahmananda Sapkota; Kai-Uwe Sattler; Heinz Schweppe; Rita Steinmetz; Can Turker,Page 1. Working Group Report on Managing and Integrating Data in P2P Databases PeterA. Boncz CWI; The Netherlands Angela Bonifati ∗ National Research Council; Italy PeterJanacik University of Padeborn; Germany Birgitta K¨onig-Ries Jena University; GermanyArantza Illarramendi Basque Country University; Spain Wolfgang Lehner TU Dresden;Germany Pedro J. Marr ˙on University of Stuttgart; Germany Wolfgang May G¨ottingenUniversity; Germany Aris Ouksel University of Illinois at Chicago; USA Kay R¨omer ETH Zurich;Switzerland Brahmananda Sapkota DERI Research Center; Ireland Kai-Uwe Sattler TUIlmenau; Germany Heinz Schweppe Freie Universitaet Berlin; Germany Rita SteinmetzUniversity of Padeborn; Germany Can T¨urker ETH Zurich; Switzerland …,Proc. of the conference on Scalable Data Management in Evolving Networks,2007,1
Efficient and Flexible Information Retrieval Using a Relational Database Engine,Marcin Zukowski; Sándor Heman; Arjen P de Vries; Peter Boncz,*,*,2006,1
Organic database systems to support an ambient world,Martin Kersten; Peter Boncz,Ambient Intelligence has been identified by the research councils of the EuropeanCommunity as an area of great social and economic potential. The 6-th Framework program(2003-2007) has been crafted along this vision; calling for targeted research anddevelopment to make it come true. For the database community it is one of the rareoccasions where our proven technology could make a difference; provided we are able toidentify its requirements and we are willing to relax our drive for incremental researchactivities. The play-ground for Ambient Intelligence is a physical area with manyautonomous digital devices; which are sensitive; adaptive; and responsive to the presenceof people. Within a home setting it is geared at improving the quality of life by creating adesired atmosphere and functionality via intelligent; personalised interconnected systems …,Data Engineering; 2003. Proceedings. 19th International Conference on,2003,1
The magazine archive includes every article published in Communications of the ACM for over the past 50 years.,Sandra A Vannoy; Prashant Palvia,The evolution of programming languages is the stepwise introduction of abstractions hiding theunderlying computer hardware and the details of program execution. Assembly languages introducemnemonic instructions and symbolic labels for hiding machine codes and addresses. Fortranintroduces arrays and expressions in standard mathematical notation for hiding registers.Algol-like languages introduce structured statements for hiding gotos and jump labels.Object-oriented languages introduce visibility levels and encapsulation for hiding the representationof data and the management of memory. Along these lines; declarative languages—the mostprominent representatives of which are functional and logic languages—hide the order of evaluationby removing assignment and other control statements. A declarative program is a set of logicalstatements describing properties of the application domain. The execution of a …,Communications of the ACM,*,1
Adaptive Geospatial Joins for Modern Hardware,Andreas Kipf; Harald Lang; Varun Pandey; Raul Alexandru Persa; Peter Boncz; Thomas Neumann; Alfons Kemper,Abstract: Geospatial joins are a core building block of connected mobility applications. Anespecially challenging problem are joins between streaming points and static polygons.Since points are not known beforehand; they cannot be indexed. Nevertheless; points needto be mapped to polygons with low latencies to enable real-time feedback. We present anadaptive geospatial join that uses true hit filtering to avoid expensive geometriccomputations in most cases. Our technique uses a quadtree-based hierarchical grid toapproximate polygons and stores these approximations in a specialized radix tree. Weemphasize on an approximate version of our algorithm that guarantees a user-definedprecision. The exact version of our algorithm can adapt to the expected point distribution byrefining the index. We optimized our implementation for modern hardware architectures …,arXiv preprint arXiv:1802.09488,2018,*
Exploring Query Execution Strategies for JIT; Vectorization and SIMD,Tim Gubner; Peter Boncz,ABSTRACT This paper partially explores the design space for efficient query processors onfuture hardware that is rich in SIMD capabilities. It departs from two well-knownapproaches:(1) interpreted block-at-a-time execution (aka “vectorization”) and (2)“data-centric” JIT compilation; as in the HyPer system. We argue that in between these two designpoints in terms of granularity of execution and unit of compilation; there is a whole designspace to be explored; in particular when considering exploiting SIMD. We focus on TPC-HQ1; providing implementation alternatives (“flavors”) and benchmarking these on variousarchitectures. In doing so; we explain in detail considerations regarding operating on SQLdata in compact types; and the system features that could help using as compact data aspossible. We also discuss various implementations of aggregation; and propose a new …,*,2017,*
JCC-H: Adding Join Crossing Correlations with Skew to TPC-H,Peter Boncz; Angelos-Christos Anatiotis; Steffen Kläbe,Abstract We introduce JCC-H; a drop-in replacement for the data and query generator ofTPC-H; that introduces Join-Crossing-Correlations (JCC) and skew into its dataset andquery workload. These correlations are carefully designed such that the filter predicates ontable columns in the existing TPC-H queries now suddenly can have effects on the value-;frequency-and join-fan-out-distributions; experienced by operators in the query plan. Thequery generator of JCC-H is able to generate parameter bindings for the 22 query templatesin two different equivalence classes: query templates that receive “normal” parameters donot experience skew and behave very similar to default TPC-H queries. Query templatesexpanded with the “skewed” parameters; though; experience strong join-crossing-correlations and skew in filter; aggregation and join operations. In this paper we discuss …,Technology Conference on Performance Evaluation and Benchmarking,2017,*
Multi-Hypothesis CSV Parsing,Till Döhmen; Hannes Mühleisen; Peter Boncz,Abstract Comma Separated Value (CSV) files are commonly used to represent data. CSV isa very simple format; yet we show that it gives rise to a surprisingly large amount ofambiguities in its parsing and interpretation. We summarize the state-of-the-art in CSVparsers; which typically make a linear series of parsing and interpretation decisions; suchthat any wrong decision at an earlier stage can negatively affect all downstream decisions.Since computation time is much less scarce than human time; we propose to turn CSVparsing into a ranking problem. Our quality-oriented multi-hypothesis CSV parsing approachgenerates several concurrent hypotheses about dialect; table structure; etc. and ranks thesehypotheses based on quality features of the resulting table. This approach makes it possibleto create an advanced CSV parser that makes many different decisions; yet keeps the …,Proceedings of the 29th International Conference on Scientific and Statistical Database Management,2017,*
Extending SQL for Computing Shortest Paths,Dean De Leo; Peter Boncz,Abstract Reachability and shortest paths are among two of the most common queriesrealized on graphs. While graph frameworks and property graph databases provide anextensive and convenient built-in support for these operations; it is still both clunky andinefficient to perform on standard SQL DBMSs. In this paper; we present an extension to thestandard SQL language to compute both reachability predicates and many-to-many shortestpath queries. We first describe a methodology to represent a directed graph starting fromvirtual table expressions. Second; we introduce a new type of operator to compute shortestpaths on the given graph. Our semantic abides by the rules of operating with tableexpressions; ensuring that the property of the closure from the relational algebra is retained.Finally; we developed a prototype implementation of our extension on top of MonetDB; an …,Proceedings of the Fifth International Workshop on Graph Data-management Experiences & Systems,2017,*
Faster across the PCIe bus: a GPU library for lightweight decompression: including support for patched compression schemes,Eyal Rozenberg; Peter Boncz,Abstract This short paper present a collection of GPU lightweight decompression algorithmsimplementations within a FOSS library; Giddy-the first to be published to offer suchfunctionality. As the use of compression is important in ameliorating PCIe data transferbottlenecks; we believe this library and its constituent implementations can serve as usefulbuilding blocks in GPU-accelerated DBMSes---as well as other data-intensive systems.,Proceedings of the 13th International Workshop on Data Management on New Hardware,2017,*
Constant-vector computation system and method that exploits constant-value sequences during data processing,*,Data compression; commonly used in database systems provides multiple benefits; includingreduced disk and memory requirements and reduced data transfer bandwidth. It also highlightsproperties of data that can be used to execute queries more efficiently by processing compresseddata without de-compressing it. Different solutions for such compressed execution have beenproposed but most focused on different forms of data encoding; reducing processing time forindividual records. As such; they did not exploit opportunities provided by databases that workon multiple records in one processing stage by processing data on a vector or block granularityas discussed in Marcin Zukowski. Balancing Vectorized Query Execution with Bandwidth-OptimizedStorage. PhD thesis; Universiteit van Amsterdam; 2009 (hereinafter “Zuk09”.) The only well-knownmethod that operates on multiple compressed records with identical values at the same …,*,2016,*
Powerful and efficient bulk shortest-path queries: cypher language extension & Giraph implementation,Peter Rutgers; Claudio Martella; Spyros Voulgaris; Peter Boncz,Abstract Shortest-path computation is central to many graph queries. However; currentgraph-processing platforms tend to offer limited solutions; typically supporting only single-source and all-pairs shortest path algorithms; with poor filtering options. In this paper weaddress the shortest-path computation problem in two complementary directions. First; weintroduce a restrictable; top-N" bulk" shortest-weighted-paths operator in the Cypher graphquery language; that subsumes all previously known shortest path variants. In addition toease of use; both in terms of short notation and more robust performance thanks toguaranteed amenability to pruning; this operator supports calculated path weights; as wellas filtering on the path edges and vertices. Second; we provide a scalable algorithm for theparallel implementation of this top-N operator on Giraph; a graph-processing system …,Proceedings of the Fourth International Workshop on Graph Data Management Experiences and Systems,2016,*
MonetDB Jun2016 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; RA Koopmanschap; M Raasveldt; P Koutsourakis; TR Döhmen; BB Kruit; A Wits; PE Ferreira; SG Stalinov,KNAW Narcis. Back to search results. Publication MonetDB Jun2016 feature release (2016).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Jun2016 feature release. Author; ML Kersten (Martin); PA Boncz(Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen); Y. Zhang(Ying); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni); THJ Sellam (Thibault); Y.Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); K. Kyzirakos (Konstantinos); DGNedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini); M. van Dinther (Martin); E. Sidirourgos(Eleftherios); RA Koopmanschap (Richard); M. Raasveldt (Mark); P. Koutsourakis (Panagiotis);TR Döhmen (Till); BB Kruit (Benno); A. Wits (Abe); PE Silva Ferreira (Pedro); SG Stalinov (Svetlin).Supporting host; Database Architectures. Date; 2016 …,*,2016,*
VectorH: taking SQL-on-Hadoop to the next level,M Switakowski; A Costea; A Ionescu; B Raducanu; C Bârca; J Sompolski; A Łuszczak; M Szafranski; G De Nijs; PA Boncz,htmlabstractIn this paper we describe VectorH: a new SQL-on-Hadoop system built on top ofthe fast Vectorwise analytical database system. VectorH achieves fault tolerance andscalable data storage by relying on HDFS; extending the state-of-the-art in SQL-on-Hadoopsystems by instrumenting the HDFS block replication policy to ensure local reads undermost circumstances. VectorH integrates with YARN for workload management; achieving ahigh degree of elasticity. Even though HDFS is an append-only filesystem; and it supportsordered table storage; VectorH can accommodate trickle updates through Positional DeltaTrees (PDTs); a differential update structure that can be queried efficiently. We describe themain technical extensions to single-server Vectorwise that turned it into a Hadoop-basedMPP system; in terms of workload management; parallel query optimization and …,*,2016,*
MonetDB Oct2014-SP1 bugfix release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014-SP1 bugfix release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014-SP1 bugfix release. Author; ML Kersten (Martin);PA Boncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S. Héman(Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki (Foteini);M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supporting host;Database Architectures; Database Architectures. Date; 2014-11-01. Language; English. Type;Other. Publication; https://ir.cwi.nl/pub/22666 …,*,2014,*
MonetDB Oct2014 feature release,ML Kersten; PA Boncz; NJ Nes; S Manegold; KS Mullender; JA deRijke; Y Zhang; H Pirk; M Pham; LHA Scheers; E Petraki; THJ Sellam; Y Kargin; MM Gawade; HF Mühleisen; S Héman; K Kyzirakos; DG Nedev; CP Cijvat; F Alvanaki; M vanDinther; E Sidirourgos; MG Ivanova,KNAW Narcis. Back to search results. Publication MonetDB Oct2014 feature release (2014).Pagina-navigatie: Main. Save publication: Save as MODS; Export to Mendeley; Save as EndNote;Export to RefWorks. Title; MonetDB Oct2014 feature release. Author; ML Kersten (Martin); PABoncz (Peter); NJ Nes (Niels); S. Manegold (Stefan); KS Mullender (Sjoerd); JA de Rijke (Arjen);Y. Zhang (Ying); H. Pirk (Holger); M.-D. Pham (Minh-Duc); LHA Scheers (Bart); E. Petraki (Eleni);THJ Sellam (Thibault); Y. Kargin (Yagiz); MM Gawade (Mrunal); HF Mühleisen (Hannes); S.Héman (Sándor); K. Kyzirakos (Konstantinos); DG Nedev (Dimitar); CP Cijvat (Robin); F. Alvanaki(Foteini); M. van Dinther (Martin); E. Sidirourgos (Eleftherios); MG Ivanova (Milena). Supportinghost; Database Architectures; Database Architectures. Date; 2014-10-01. Language; English.Type; Other. Publication; https://ir.cwi.nl/pub/22647 …,*,2014,*
Achieving many-core scalability in Vectorwise,Peter Boncz,Abstract This thesis has two major purposes:(1) to analyze the issues hindering (many-core)scalability in Vectorwise and (2) to modernize the still dominant approach for intra-queryparallelization: Volcano-model parallelism. The analysis was conducted over the TPC-Hqueries which showed that hash-based (re-) distribution from producer threads to consumerthreads is one of factors limiting scalability. Other issues limiting scalability were thesequential building of HashJoin's hash table and the Reuse operator which runs sequentialand forces parallel stream to be joined before and forked afterwards. Further the surveyshowed that locking in the I/O layer can become a scalability issue. A general issue inparallel query evaluation is skew which may dynamically appear in query plans. TheVolcano-model parallelism provides no way handling dynamic effects due to its static …,*,2014,*
Accelerating Big Data Analytics with Vector Processing: A Q&A with Peter Boncz of Actian-BeyeNETWORK,PA Boncz,KNAW Narcis. Back to search results. Publication Accelerating Big Data Analyticswith Vector Processing: A Q&A... (2014). . Pagina-navigatie: Main …,*,2014,*
How to generate query parameters in RDF benchmarks?,Andrey Gubichev; Renzo Angles; Peter Boncz,In this paper we consider the problem of generating parameters for queries in RDFbenchmarks. We show that uniform random sampling of the substitution parameters is notwell suited for RDF benchmarks; since it results in unpredictable runtime behavior ofqueries. We formulate a formal problem of parameter generation to ensure stable andstatistically significant benchmark results.,Data Engineering Workshops (ICDEW); 2014 IEEE 30th International Conference on,2014,*
Benchmarking Graph Data Management Systems,Peter Boncz,Page 1. Benchmarking Graph Data Management Systems EDBT Summer School 2015 PeterBoncz boncz@cwi.nl 1. LDBC Social Network Benchmark Tuesday: LDBC & SNB introductionFriday: SNB in depth 2. SNB Programming Challenge www.cwi.nl/~boncz/snb-challengeTuesday: what it is about & hardware properties & tips Friday: the solution space & winnersPage 2. www.cwi.nl/~boncz/snb-challenge • make competing products comparable • accelerateprogress; make technology viable Why Benchmarking? © Jim Gray; 2005 Page 3.www.cwi.nl/~boncz/snb-challenge What is the LDBC? Linked Data Benchmark Council = LDBC •Industry entity similar to TPC (www.tpc.org) • Focusing on graph and RDF store benchmarkingPage 4. www.cwi.nl/~boncz/snb-challenge LDBC Organization (non-profit) “sponsors” +non-profit members (FORTH; STI2) & personal members …,10442/13867,2014,*
Database Innovator Peter Boncz to Present on Expanded Actian Analytics Platform SQL-in-Hadoop Capabilities at Hadoop-Fort Mill Times Summit,PA Boncz,KNAW Narcis. Back to search results. Publication Database Innovator Peter Bonczto Present on Expanded Actian... (2014). . Pagina-navigatie: Main …,*,2014,*
Benchmarking Linked Open Data Management Systems,Renzo Angles; Minh-Duc Pham; Peter Boncz,With inherent support for storing and analysing highly interconnected data; graph and RDFdatabases appear as natural solutions for developing Linked Open Data applications.However; current benchmarks for these database technologies do not fully attain thedesirable characteristics in industrial-strength benchmarks [1](eg relevance; verifiability; etc.)and typically do not model scenarios characterized by complex queries over skewed andhighly correlated data [2]. The Linked Data Benchmark Council (LDBC) is an EU FP7 ICTproject that brings together a community of academic researchers and industry; whose mainobjective is the development of industrial-strength benchmarks for graph and RDFdatabases.,ERCIM News,2014,*
MonetDB/RDF: Discovering and Exploiting the Emergent Schema of RDF Data,M Pham; Peter A Boncz,htmlabstractThe Resource Description Framework (RDF) has been used as the main datamodel for the semantic web and Linked Open Data; providing great flexibility for users torepresent and evolve data without need for a prior schema. This flexibility; however; poseschallenges in implementing efficient RDF stores. It i) leads to query plan with many self-joinsin triple tables; ii) blocks the use of advanced relational physical storage optimization suchas clustered indexes and data partitioning; and iii) the lack of a schema sometimes makes itproblematic for users to comprehend the data and formulate queries [1]. In the DatabaseArchitecture group at CWI; Amsterdam; we tackle these RDF data management problems byautomatically recovering the structure present in RDF data; leveraging this structure bothinternally inside the database systems (in storage; optimization; and execution); and …,ERCIM News,2014,*
Designing engines for data analysis,PA Boncz,The age of Big Data. As the world turns increasingly digital; and all individuals andorganizations interact more and more via the internet; for instance in social networks such asFacebook and Twitter; as they look for information online with Google; and watch movies orTV on YouTube and Netflix; the amount of information flying around is huge. Slide 1 depictswhat happens on the internet during one minute; 60 seconds. The numbers are staggering;and are expected to keep growing. For instance; the amount of information being sentcorresponds to a thousand full large disk drives; per minute. This is a hard disk drive stack of20 meters high. All stored digital information together is estimated currently at 3 billion fulldisk drives; that is 4 zettabytes (when you start with a megabyte; a 1000 times that is agigabyte; by multiplying again you get a petabyte; and then a zettabyte),*,2014,*
Foundations and Trends® in Databases,Daniel Abadi; Peter Boncz; Stavros Harizopoulos; Stratos Idreos; Samuel Madden,*,Foundations and Trends® in Databases,2013,*
