Processes of technological innovation,Louis G Tornatzky; Mitchell Fleischer; Alok K Chakrabarti,*,*,1990,3449
Internationalization of technology development process: A comparative evaluation of China and India using patent data,P Bhaumik; A Chakrabarti; S Mäkinen,*,In: Hosni; Y.(ed.). Proceedings of 19th International Conference on Management of Technology; IAMOT 2010; Cairo; Egypt; March; 7-11; 2010,2010,*
Globalization and technology development in China,A Chakrabarti; P Bhaumik,*,In: Huizingh; KRE; Conn; S.; Torkkeli; M.; Bitran; I.(eds.). Proceedings of The XX ISPIM Conference; The Future of Innovation; 21-24 June; 2009; Vienna; Austria,2009,*
Exploring the role of value in the technology sourcing decision,C Helen Takacs; Alok K Chakrabarti,New product development often incorporates a multitude of individual technologies.Research and experience show that even very large firms have resource limitations thatprevent them from maintaining and developing all of the necessary technologies in-house.We explore how the value of a technology is related to whether a firm develops a technologyinternally or sources it through some external means. This research is set in the medicaldevices industry; and our model linking value to technology sourcing is based on bothprevious literature and on exploratory interviews conducted in Finland and the USA. We testthe model with survey data gathered from US firms on 162 individual technologies. Theresults indicate that the relationship between value and internal sourcing is strongest whenvalue is defined operationally (reduces costs) than when it is defined strategically …,International Journal of Strategic Change Management,2009,*
Globalization of Science and Technology: Developments in China; India and Brazil,Alok K Chakrabarti,Abstract With the liberalization of the economy; the locus of development of technology hasshifted to new areas in the world. In the new millennium; countries such as China; Brazil;and India are not only the destinations of business to take advantage of labor and otherresource costs arbitrage; but also sources of strategic resources. While the US; countries inthe western Europe and Japan account for more than 90% of all R&D done in world; Chinaand India are emerging as destination of R&D for many countries. China; India and Brazilare becoming significant players in R&D. Foreign direct investment in R&D has accountedsignificant job growth in these countries. Investment in R&D is significant in China andBrazil. By using US patents as indicators; this study sought to detect the trends in thetechnical activities; the trajectories of technologies by using the patent base for thirty …,In: Huizingh KRE; Torkkeli; M.; Conn S.; Bitran I.(eds.) Proceedings of the XIX ISPIM Conference; Tours; France; 15-18 June 2008,2008,*
Exploring the Role of Value in the Technology Sourcing Decision,C Helen Takacs; Alok K Chakrabarti,New product development is a process that involves the combination and configuration of amultitude of individual technologies. Research and experience show that all firms; eventhose that are very large; have resource limitations that prevent them from maintaining anddeveloping all of the necessary technologies in-house. The question for firms concerning themanagement of individual technologies is a complex one. This research adds to our presentknowledge of the technology sourcing decision by exploring how the value of a technologyis related to whether a firm develops a technology internally or sources it through someexternal means. This research is set in the medical devices industry; and the conceptualmodel linking value to technology sourcing is based on previous literature and onexploratory interviews conducted in Finland and the United States. The model is tested …,Technology Management for the Global Future; 2006. PICMET 2006,2006,*
Accelerated technological learning of new technology-based ventures: The impact of social des with technology incubator,Joanne L Scillitoe; Alok K Chakrabarti,Abstract Current literature regarding incubators has suggested that an understanding of theincubation process is important when seeking to understand how ventures develop andgrow within incubators. In addition; understanding the scope and boundaries of theincubator are also relevant when exploring the incubation process. This study clarifies thescope and boundaries of technology incubators; as a distinct but evolving form of incubator;and explores the incubation process within technology incubators from a social capitalperspective. The scope of technology incubators includes both business and technicalassistance; distinguishing technology incubators from incubators that do not have atechnology focus. The boundaries of the incubator are incubator and venture specific;relying primarily on interactions with the technology incubator management. Social …,Integriertes Ideenmanagement: Betriebliche und überbetriebliche Aspekte unter besonderer Berücksichtigung kleiner und junger Unternehmen,2005,*
E-Business Department,Alok K Chakrabarti,Manuscripts should have an applied component. Theoretical papers (ie; those without anactual industry application) must demonstrate a significant and substantial breakthrough andmake a clear case for how the theory could lead to improved e-commerce applications inorder to be considered. Minor extensions to the theoretical literature will not be considered.In particular; the e-Business Department is seeking the following:• manuscripts that have asignificant organizational impact with research hypotheses tested in real organizations;•case studies that are useful to implementers and consultants; as well as researchers.,IEEE Transactions on Engineering Management,2005,*
Accelerated technological learning of new technology-based ventures: The impact of social ties with technology incubator management,Joanne L Scillitoe; Alok K Chakrabarti,Abstract Current literature regarding incubators has suggested that an understanding of theincubation process is important when seeking to understand how ventures develop andgrow within incubators. In addition; understanding the scope and boundaries of theincubator are also relevant when exploring the incubation process. This study clarifies thescope and boundaries of technology incubators; as a distinct but evolving form of incubator;and explores the incubation process within technology incubators from a social capitalperspective. The scope of technology incubators includes both business and technicalassistance; distinguishing technology incubators from incubators that do not have atechnology focus. The boundaries of the incubator are incubator and venture specific;relying primarily on interactions with the technology incubator management. Social …,*,2005,*
From the Department Editors,RT Keller; J Pinto; A Maruchek; R Sabherwal; K Liker; AS Bean; AK Chakrabarti; DJ Wells,*,IEEE Transactions on Engineering Management,2004,*
The Economics and Management of Intellectual Property: Toward Intellectual Captitalism,Alok K Chakrabarti,ПОИСК. Найти. Расширенный поиск …,IEEE Transactions on Engineering Management,2003,*
Creative Destruction: How Companies That Are Built to Last Underperform the Market-And How to Succesfully Transform Them,Alok K Chakrabarti,ПОИСК. Найти. Расширенный поиск …,IEEE Transactions on Engineering Management,2003,*
Book Review_,Alok Chakrabarti,This is a serious book on the analysis of patents to build and test a few important hypotheseson technological change. Economists have studied patents to understand the evolution andgrowth of various industries. Joseph Schmookler was the pioneer in the field and led theway for many of us. Andersen has followed the path of emerging discipline of evolutionaryeconomists. She is quite ambitious in her research agenda and has presented her workbased on seven interrelated themes: 1) evolution of technological paradigms governing thetrajectories of opportunities; 2) the S-shaped image of the technological growth cycle andthe diversity of technology; 3) the long wave phenomenon; 4) industrial dynamics; 5)corporate profiles; 6) diffusion of corporate technological leadership; 7) the overall nature oftransformation process. Andersen found that the different broad technological fields; such …,IEEE Transactions on Engineering Management,2002,*
About This Issue,MD Santoro; AK Chakrabarti,RN Kostoff and RR Schaller;“Science and Technology Roadmaps” is a first attempt to bringsome common definition to roadmapping practices. Science and technology (S&T)roadmaps are used in industry; government; and academia to portray the structuralrelationships among science; technology; and applications. Roadmaps are employed asdecision aids to improve coordination of activities and resources in increasingly complexand uncertain environments. Specific uses of roadmaps include S&T management includingstrategy; planning; executing; reviewing; and transitioning; S&T marketing; enhancingcommunications among researchers; technologists; product managers; suppliers; users; andother stakeholders; identifying gaps and opportunities in S&T programs; and identifyingobstacles to rapid and low-cost product development. S&T managers also use roadmaps …,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,2001,*
A prism on globalization: corporate responses to the dollar [Book Reviews],AK Chakrabarti,Globalization of industries has become an increasingly important issue. With the growth ofinformation technology; the scope and nature of business have become global. Rangan andLawrence have provided us with a study that addresses the following two importantquestions related to global business: 1) Do borders still matter in the wake of an integratedworld economy? 2) Do multinationals matter in international economic behavior? The studyis based on econometric analysis of a wealth of data on international trade supplementedwith a specific case study of several multinational companies to gain insight into behavior.The conclusions drawn in this study are well founded on the data and require seriousattention.,IEEE Transactions on Engineering Management,2001,*
Alliance advantage: the art of creating value through partnering [Book Reviews],A Chakrabarti,Globalization of industries has become an increasingly important issue. With the growth ofinformation technology; the scope and nature of business have become global. Rangan andLawrence have provided us with a study that addresses the following two importantquestions related to global business: 1) Do borders still matter in the wake of an integratedworld economy? 2) Do multinationals matter in international economic behavior? The studyis based on econometric analysis of a wealth of data on international trade supplementedwith a specific case study of several multinational companies to gain insight into behavior.The conclusions drawn in this study are well founded on the data and require seriousattention.,IEEE Transactions on Engineering Management,2001,*
Book Review Department,AK Chakrabarti,*,IEEE Transactions on Engineering Management,2001,*
Review of Global Electronic Commerce: A Policy Primer,Alok Chakrabarti,ПОИСК. Найти. Расширенный поиск …,IEEE Transactions on Engineering Management,2001,*
The Dynamics of Innovation: Strategic and Managerial Implications,Deb Chatterji,ПОИСК. Найти. Расширенный поиск …,R&D Management,2000,*
J PROD INNOV MANAG 1999; 16: 584-585© 1999 Elsevier Science Inc. All rights reserved. 655 Avenue of the Americas; New York. NY I0010,Kate D Abel; Gerard A Athaide; Donald J Bowersox; OP Boston; James Burley; Roger J Calantone; Alok K Chakrabarti; Paul D Collins; Robert G Cooper; SJ Culley; Patricia Daugherty; C Anthony Di Benedetto; Richard Divine; Scott J Edgett; Randall L Englund; David Forlani; Robert J Graham; Joseph P Guiltinan; Frank M Hull; Erik Jan Hultink; Christer Karisson; Eric H Kessler; Elko J Kleinschmidt; Rajeev Kohli; Denis Lambert; Fred Langerak; Donald R Lehmann; Jeffrey K Liker; Christoph H Loch; Gary S Lynn; CA McMahon; Patricia W Meyers; William L Moore; John W Mullins; Cheryl Nakata; Ed Nijssen; Flemming Norrgren; Muammer Ozer; Jae H Pae; Ed Peelen,*,*,1999,*
4.11 Productivity,Alok K Chakrabarti,Productivity is the measure of efficiency of using factors of production. Labor productivity;denoting the productive efficiency of labor; is the most important factor in any policy analysis.However; we are increasingly becoming concerned with total factor productivity; measuringthe efficiency of using all other factors of production. Productivity has been the mostimportant economic indicator for understanding and predicting economic prosperity. Theeconomic decline in the United States and elsewhere during the mid-1970s through early1980s had much to do with decline in both labor and total factor productivity. Consequentlymany speculations have been proffered to explain the slowdown of productivity. Westerncountries such as the United Sates; Germany; the United Kingdom; and Japan havefollowed the trajectory of growth primarily by a growth of productivity; rather than the …,The Technology Management Handbook,1998,*
Mastering the dynamics of product innovation: How companies can seize opportunities in the face of technological change-Utterback; JM,AK Chakrabarti,*,*,1997,*
Wellsprings of knowledge: Building and sustaining the sources of innovation-LeonardBarton; D,AK Chakrabarti,*,*,1997,*
Technology policy and America's future: Steven M. Irwin;(St. Martin's Press; New York; 1993) 229 pp.; Price $39.95; ISBN 0-312-09961-4,AK Chakrabarti,*,*,1995,*
Economic of technology,AK Chakrabarti; O Granstrand,*,IEEE Transactions on Engineering Management,1995,*
Survey of the Computer-integrated Manufacturing,JERRY L FJERMESTAD; ALOK K CHAKRABARTI,AsTRACT A model of computer-integrated manufacturing as the integration of strategy;implementa-tion and innovation is presented. Strategy emphasizes a clear understanding ofthe objectives and goals of the organization. Strategy can be understood in terms of theinteraction between product and process strategies; critical success factors and product life-cycle. Implementation stresses an iterative incremental process based on strategy; userinvolvement and tolerance. Innovation is the result of a succesfully implemented strategy. Itis both organizational leaming and change.“Introduction: The Evolving Concept of CIM,Technology Analysis & Strategic Management,1993,*
DEVELOPING PRODUCTS IN HALF THE TIME-SMITH; P; REINERTSEN; DG,AK CHAKRABARTI,*,*,1992,*
SCIENTISTS AS ENTREPRENEURS-ORGANIZATIONAL PERFORMANCE IN SCIENTISTS STARTED NEW VENTURES-SAMSOM; KJ,AK CHAKRABARTI,*,*,1992,*
Does it pay to acquire technological firms? Motives; process and success of corporate acquisition; experience of German-American firms,Alok K Chakrabarti; Jürgen Hauschildt; Christian Süverkrüp,Acquisition of corporation has always been an important activity in th US and othercountries. The motives for mergers have changed over time. Acquisition has become animportant and quick means to gain access to technology and technological know-how.Acquisition of foreign firms has been an important instrument for foreign investment. Verylittle attention has been paid to strategic issues related to marketing and technology; and noattention has been paid to cross-national acquisitions. The paper focuses on severalresearch questions:---How do the firms differ in terms of their strategic objectives for foreignacquisitions?-What are the differences in the characteristics of firms following differentstrategies for acquisitions?-What are the determinants of" success" of acquisition when it isaimed at getting access to technology and know-how?-What are the differences between …,*,1992,*
COMPETING FOR CONTROL-AMERICA STAKE IN MICROELECTRONICS-BORRUS; MJ,AK CHAKRABARTI,*,*,1991,*
A Prognosticative Approach to Conflict Management in University Interdisciplinary,ALOK K CHAKRABARTI; RICHARD W SCHNEIDER,Interdisciplinary research has become increasingly prevalent for multiple reasons. Asfederal funds for university-based research become less available; universities seek othersources; such as private industry; for their sup-port. Moreover; there are a few federalprograms that either encourage or mandate supplemental funding from private sources.These sources generally fund mission-oriented or problem-focused research rather thandiscipline-bound programs. Many of the federal programs are also mission-oriented andinterdisciplinary in nature. Funding prospects are not the only motivation. Interdisciplinaryresearch provides a potential for refinement and advancement of a discipline by challengingthe conceptual framework; methodological approaches; and analytical tools of a specificdiscipline (Russell 1982). This provides an excellent opportunity for personal …,International Research Management: Studies in Interdisciplinary Methods from Business; Government; and Academia,1990,*
MADE IN AMERICA-REGAINING THE PRODUCTIVE EDGE-DERTOUZOS; ML; LESTER; RK; SOLOW; RM,AK CHAKRABARTI,*,*,1990,*
TARGETING THE COMPUTER-GOVERNMENT SUPPORT AND INTERNATIONAL COMPETITION-FLAMM; K,AK CHAKRABARTI,*,*,1990,*
CREATING THE COMPUTER-GOVERNMENT; INDUSTRY AND HIGH TECHNOLOGY-FLAMM; K,AK CHAKRABARTI,*,*,1990,*
Soviet automation: Perspectives and prospects: by Jack Baranson; John M. Dolan; Mary Heslin; Benjamin Leneman and William McHenry; Lomond Publications; Mt...,Alok K Chakrabarti,*,*,1990,*
Technical Management Notes,ALOK K CHAKRABARTI,Abstract—This paper focuses on the scientific output of small and medium sized firms in hightech industries in the US The indicators for technological output have been defineddifferently by different researchers. Economists have used patents as the measure ofresearch and development (R&D) output; partly because they are easier to delineate thanother indicators. Behavioral researchers interested in the R&D management process haverelied on publications as a surrogate measure for R&D output; while research in sciencepolicy and innovation has focused on products and processes as indicators of innovationand technical output. There has not been any consensus about the validity of the differentmeasures. It has been argued that the propensity to patent differs from industry to industry.The incentive to patent is dependent on how well patent can be used to protect the …,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,1990,*
FUMBLING THE FUTURE-HOW XEROX INVENTED AND THEN IGNORED THE 1ST PERSONAL-COMPUTER-SMITH; DK; ALEXANDER; RC,AK CHAKRABARTI,*,*,1990,*
XEROX-AMERICAN SAMURAI-JACOBSON; G; HILLKIRK; J,AK CHAKRABARTI,*,*,1990,*
E ЕЕ TRANSACTIONS ON,DF Kocaoglu; I Ayal; J Raban; HJW Vliegen; HH van Mai; JR Rajasekera; SD Saleh; Z Guo; T Hull; EM Pate-Cornell; G Tagaras; K Eisenhardt; DS Kira; MI Kusy; DH Murray; BJ Goranson; JF Bard; SF Sousk; A Farhoomand; J Williams; AM Khan; AK Chakrabarti; DJ Wells; RG Batson; RR O'Neill; O Hauptman,Strategic and Policy Issues include authoritative discussions of research directions andstrategic concepts in engineering management. Research Articles present the results ofongoing or completed research; novel applications; or tutorial summaries of the state of theart in engineering management. Technical Management Notes comment on paperspreviously published; pose critical implementation problems; discuss experiences usingpublished results and report on-the successful and unsuccessful applications of engineeringmanagement concepts and methodologies. Of special interest are studies carried on withinan industrial company or a government agency. In such cases; the Editorial Board will beavailable to advise on the treatment of proprietary data and to provide editorial assistance asneeded. Л11 manuscripts are subjected to a review process; and the publication decision …,MANAGEMENT,1990,*
The processes of technological innovation,Alok K Chakrabarti,*,*,1990,*
CAUSAL FACTORS IN US MERGER MOVEMENTS1,John J Clark; Alok K Chakrabarti; Thomas C Chiang; Gerard T Olson,*,Perspectives on corporate takeovers,1990,*
Innovation and the productivity crisis: MN Baily and AK Chakrabarti;(Brookings Institution; Washington DC; 1988) pp. 130 (plus index),Christopher Freeman,*,*,1989,*
Implementing routine and radical innovations,David A Tansik; Alok K Chakrabarti,Starting with this issue; the Journal of Technology Transfer carries book reviews as a regularfeature for our readers. The objective of the book-review section is to provide readers withcandid; professional appraisals of a selection of recent publi- cations on topics pertinent to thebroadly defined field of technology transfer. I invite your comments and suggestions regardingthe types of books you would like to see reviewed in these pages. While those included herewill always focus on technology-transfer issues; I hope to be rather eclectic in both the selectionof books to be reviewed and reviewers. Look forward to some wide-ranging topics and in- sightfulcommentary … Implementing Routine and Radical Innova- tions. Walter R. Nord and SharonTucker. Lex- ington; Mass: Lexington Books; 1987. 400 pages. $39.00 … This book reportson the research on implem- entation of NOW accounts by organizations: six commercial …,The Journal of Technology Transfer,1989,*
UP FROM THE ASHES-THE RISE OF THE STEEL MINIMILL IN THE UNITED-STATES-BARNETT; DF; CRANDALL; RW,AK CHAKRABARTI,*,*,1989,*
SDI AND INDUSTRIAL-TECHNOLOGY POLICY-THREAT OR OPPORTUNITY-ZEGVELD; W; ENZING; C,AK CHAKRABARTI,*,*,1988,*
Innovation and the Productivity Crisis,DOROTHY ROBYN,The AIDS epidemic has exposed serious gaps in our medical care and public healthsystems; no doubt a better coordinated organization of federal and state bureau-craciescould help. However; overriding constitutional issues; so-cial attitudes; patient claims andpolitics have complicated the story to an exceptional degree.,*,1988,*
MARKETING HIGH TECHNOLOGY-AN INSIDERS VIEW-DAVIDOW; WH,AK CHAKRABARTI,*,*,1988,*
INNOVATION PATTERNS IN CRISIS AND PROSPERITY-SCHUMPETER LONG CYCLE RECONSIDERED-KLEINKNECHT; A,AK CHAKRABARTI,*,*,1988,*
BREAKTHROUGHS-NAYAK; PR; KETTERINGHAM; JM,AK CHAKRABARTI,*,*,1988,*
Conflict Management in Interdisciplinary Research in University,Alok K Chakrabarti; Richard W Schneider,*,*,1988,*
Industrial Innovation: A Demographical Analysis: IEEE Transactions on Engineering Management,Souder WE,J-STAGE: My J-STAGEとは？ ログイン; 新規登録; ショッピングカート; ヘルプ. View in English. jsrpim.ONLINE ISSN: 2432-7123 PRINT ISSN: 0914-7020. 2017年10月21日現在 収録数: 1;301記事.記事; 巻号頁; DOI. 詳細検索. 巻 号 頁 詳細検索. 詳細検索. 閲覧する; 論文投稿する; この資料について;発行機関について. 最新巻号; 特集号. 投稿について; 投稿規程. エディトリアルボード. 発行機関連絡先;他のJ-STAGE内発行資料. J-STAGE トップ > 資料トップ > 書誌事項. 研究 技術 計画 Vol. 3 (1988)No. 4 p. 467-. 記事言語: English. 前の記事; |; 次の記事. http://doi.org/10.20801/jsrpim.3.4_467_1.Article. Industrial Innovation : A Demographical Analysis : IEEE Transactions on EngineeringManagement. WE Souder ; AK Chakrabarti. 公開日: 20171021. 本文PDF [167K]. 抄録. 本文PDF[167K]. 1988 Japan Society for Research Policy and Innovation Management. ページトップへ.記事ツール. お気に入り登録; 被引用アラート; 認証解除アラート; 追加情報アラート …,研究 技術 計画,1988,*
Some Concepts of Technology Transfer: Adoption of Innovation in Organizational Contex: R&D Management,AK Chakrabarti,と して複合後退 分析を行 っ た結果; 情報の プ ールを仮定 した研究 モ デル や; 出力が労働・資本そ して半減期 を考えた研究投資の蓄積に依存する という仮定が 十分 に,研究技術計画,1988,*
The R&D/Marketing Interface: Results from an Empirical Study of Innovation Projects: IEEE Transactions on Engineering Management,Souder WE,こ の 研 究で は; R & D プ ロ ジ ェ ク トの 成功 と関連性 の 強い い くつ か の 前提条件を明 らかに し; それ を検証する形で分析が進め られ て い る. その 前提 条件 と して; た とえば; R & D 部門とマ ネジ メン ト部 門 との 連携 の 程 度や 問題 の 認 識; ユ,研究 技術 計画,1988,*
HIGH TECH AMERICA-THE WHAT; HOW; WHERE; AND WHY OF THE SUNRISE INDUSTRIES-MARKUSEN; A; HALL; P; GLASMEIER; A,AK CHAKRABARTI,*,*,1987,*
High Tech America: The what; how; where; and why of the sunrise industries—Ann Markusen; Peter Hall; and Amy Glasmeier,Alok K Chakrabarti,This book seems to lack a definite focus. Leadership is presented in a kind of abstract milieu.There is; for example; no concept of organizational form and no notion of managerialimperative. Presum ably the need for technical leadership exists in formal organizationssuch as corporations and research laboratories; or even in govern ment service. However;there is no contextual anchor for the subject of leadership in Weinberg's book. There are noissues as such raised in this book. The only subject is leadership which clearly is importantin the management of organiza tions. Regrettably; the author doesn't tell us why leadershipis important. Is it important for: 1) society; 2) the organization; 3) the leader; 4) the followers;or 5) all of the above? Weinberg doesn't really address the significance of leadership inaccomplishing the work of organizations.,IEEE Transactions on Engineering Management,1987,*
INDUSTRIAL RENAISSANCE-PRODUCING A COMPETITIVE FUTURE FOR AMERICA-ABERNATHY; WJ; CLARK; KB; KANTROW; AM,AK CHAKRABARTI,*,*,1987,*
RENEWING AMERICAN-INDUSTRY-LAWRENCE; PR; DYER; D,AK CHAKRABARTI,*,*,1987,*
Competitive future of America: A review of divergent prognostications—A combined review of four books,A Chakrabarti; William A Mackie,Lawrence and Dyer agree on the common assumption that the US has been troubled byforeign competition and lack of productivity growth. The critical question in Lawrence andDyer's study is as follows:" Why do so many American firms and industries fail in theirmaturity; to maintain their competitive vitality?" According to Reich; America faced" anunprecedented challenge from Europe's and Japan's reconstruction; third worldindustrialization; and more efficient worid trade". Abernathy; Clark; and Kantrow put theproblem more forcefully as follows:" High quality; reliable perform ance; relatively low costbased on real manufacturing efficiencies—these have been; time and again; at the heart ofthe competitive strategy that has enabled foreign producers to outflank; outfox; andoutperform their American counterparts". The three books agree that the management of …,IEEE Transactions on Engineering Management,1987,*
technology strategy at,Alok K Chakrabarti,Ted G. Escbenbach holds the BS degree from Purdue University and the MS degree inopera tions research and Ph. D. degree in industrial engi neering from Stanford University.He is a Professor of Engineering Management at the University of Alaska; Anchorage. Hespent the 1980-1981 academic year as a Faculty Fellow at the US General AccountingOffice. His research areas include multiple rates of return in engineering economy and longrange forecasting.,IEEE Transactions on Engineering Management,1987,*
Transfer of Indigeneous Technology: Some Indian Cases: Research Policy,Rajan JV,外来技術 を国内の原料供給や市場 の嗜好 などの環境に 適合 させ る こ とで あ る.保護の下での工 業化を目的 とす る こ の よ うな状況で は; 費用節減に は努力が払 われ ない.科学技術 と技術革新 に 関す る経済学 の埋 論 は; 先進国の 単純 で静的 に 過 ぎるモ デル の上に立つ もので; その 動因 を異に する SIC の技術発展 に 関 して は不適であ る. また; 情報に 関 する 市場 の失敗の比喩か ら技術革新 を分析 しよ うとす る理 論 も; 先進国 とは 技術 の不確定性と外部性 との 役割 が まっ た く違 う SIC で は適用 しが た く; 技術情報の 使用 に関す る問題 を考え る うえで こ れ を使 うに は; 特別 の 注意が 必 要であ る. 上 の よ うな SICの技術革新の特質か ら; そのすべ てが 国民経 済 に とっ て 有益 とは限 らない こ とになる. しか し;こ の ような R & D 活動の 費用 と便益 を分析す る こ とは; 学習効果や輸入代替 などの間接的効果が非常に 大 きく; 困難 なこ とで あ る. 技術革新に関 わ る能力を決定す る,研究 技術 計画,1987,*
Articles to be Published in Future Issues of the,PS Adler; DA Helleloid; RG Cooper; R de Pietro; G Massaro Schremser; SB Graves; JE Hodder; YA Ilan; NS Levinson; DD Moran; MJ Libératoire; T Mandakovic; LA Smith; CD Martland; ML Ounjian; EB Carne; Experience Curve; Locomotive Rebuilding,Page 1. IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT; VOL. EM-33; NO. 4;NOVEMBER 1986 235 Articles to be Published in Future Issues of the IEEE TRANSACTIONSON ENGINEERING MANAGEMENT The following papers have been accepted for publication.They will appear in future issues of this TRANSACTIONS: PS Adler & DA Helleloid RG Cooper"Effective Implementation of Integrated CAD/CAM: A Model" "Defining the New Product Strategy"R. de Pietro and G. Massaro Schremser SB Graves JE Hodder and YA Ilan NS Levinson andDD Moran MJ Libératoire T. Mandakovic and LA Smith CD . Martland ML Ounjian and EB CarneJK Pinto and DP Slevin "The Introduction of Advanced Manufacturing Technology (AMT …,IEEE Transactions on Engineering Management,1986,*
CAUSAL FACTORS IN MERGER MOVEMENTS,Alok K Chakrabarti; Thomas C Chiang; John J Clark,By continuing to browse this site you agree to us using cookies as describedin About Cookies. Remove maintenance message …,Financial Review,1985,*
Technology and Productivity: The Contributions of William J. Abernathy,Alok K Chakrabarti,Abernathy's research was focused on productivity. His early work in the late 60s and early70s concentrated on the productivity of research and development organizations. His laterwork expanded as he investigated the “productivity dilemma” in American industry;particularly the auto industry; leading him to study the “new industrial competition” in the US.,Interfaces,1984,*
ABERNATHY; WILLIAM; J.-IN MEMORY,AK CHAKRABARTI; G LILIEN,*,*,1984,*
REINDUSTRIALIZATION OF THE UNITED-STATES-3 PERSPECTIVES ON ORGANIZATIONAL ADAPTATION,AK CHAKRABARTI,*,*,1984,*
Strategies for High Growth Firms and Their Implication,Alok K Chakrabarti; KR Gundala; Daniel Moore,*,*,1984,*
Casual Factors in US Merger Movements,Alok K Chakrabarti; Thomas C Chiang; John J Clark,*,*,1984,*
Trend and Stochastic Movements in Merger Series: An Empirical Study of American Industry,Alok K Chakrabarti; Thomas C Chiang; John J Clark,*,*,1984,*
Technology in Mergers and Acquisitions: Some Empirical Trends for Manufacturing Firms in the US,Alok K Chakrabarti; Jonathan S Burton,*,*,1983,*
Performance of" acquisitive Conglomerates": Re-examination of Lynch's Model,Alok K Chakrabarti,*,*,1983,*
A Managerial Approach to Evaluation of Corporate Acquisitions: Some Empirical Data,Alok K Chakrabarti,*,*,1982,*
MANAGING THE COORDINATION OF MARKETING AND R&D IN THE INNOVATION PROCESS William E. SOUDER University of Pittsburgh and,Alok K CHAKRABARTI,*,Management of research and innovation,1980,*
DIFFUSION OF NEW INDUSTRIAL PROCESSES-INTERNATIONAL STUDY,AK CHAKRABARTI,*,*,1977,*
Incentives for the generation; dissemination and use of scientific and technical information,Rodger D Collons,*,*,1977,*
About this issue,Alok K Chakrabarti,The importance of the subject of this special issue cannot be over-emphasized'to thereaders of this Transactions. A large number of the members of the IEEE and our otherreaders are intimately involved in the process of innovation as active participants gropingwith the nitty-gritty aspects of technical innovation in their day-to-day work. A number of usare also making significant efforts to understand and report on the phenomenon asobservers and researchers. In publishing this special issue; we fully empathize with thecomments by Langrish; Gibbons; Evans and Jevons in their preface:“The process oftechnological innovation is so universally recognized to be of salient importance for the lifeof modern man; and yet so imperfect is our understanding of what makes it happen in theways that it does; there need be no undue academic reticence about bursting into print …,IEEE Transactions on Engineering Management,1976,*
Appreciation to Reviewers 1964-1974,Albert H Rubenstein; William J Abernathy; MN Abramovich; Md Abrams; A Robert; Thomas J-MIT Allen; Frank M Andrews; Donald T Asher; Robert W Avery; Norman R Baker; Louis B Barnes; Richard T Barth; Asit P Basu; John W Bonge; Kenneth E Case; Alok K Chakrabarti; David I Cleland; Arnold C Cooper; Norman C Dalkey; Grover F Daussman; MelvinS Day; Burton V Dean; DNUS Dick; RD Doering; Charles F Douds; William W-Wm W Eaton; Co Ebert; J Ronald; Salah E Elmaghraby; John E Ettlie; CW Flint; Stephen H-US Ford; JR Garcia; Edwin A Gerloff; EM Glass; Md Goldhar; D Joel,Gee; Robert E.-EI Du Pont Gerloff; Edwin A.-The University of Texas; Arlington Glass; EM-SilverSpring; Md. Goldhar; Joel D.-National Science Foundation Goldsmith; Arthur—Annandale;Va. Golembiewski; Robert T.-University of Georgia Goodman; Richard A.-University of CaliforniaGoodwin; Paul G.-RCA Gordon; Gerald-Cornell University Grasberg; Alexander G.-IT&TGray; Irwin-Flushing; New York Greenblatt; Bernard J.-IBM Griffith; Belver-Drexel UniversityGryna; Frank-Bradley University Gustafson; Ray-Argonne National Laboratory Haberstroh;Chadwick-University of Wisconsin Hahn; Gerald J.-General Electric Co. Hahn; Walter A.-Libraryof Congress Haiman; Franklyn S.-Northwestern University Hall; Douglas-Yale UniversityHartman; Larry—National Science Foundation Hertz; David B.-McKinsey & Co.; Inc. Hess;Sidney-University of Pennsylvania Hetzner; William A.-Illinois Institute of Technology …,IEEE Transactions on Engineering Management,1975,*
Field Studies of Barriers to R&D/Innovation in Industry.,Albert H Rubenstein; Alok K Chakrabarti,Abstract The objective of this study was to explore the incidence and perceived importanceof organizational; technical; environmental; and other factors which significantly affect theR&D/Innovation (RD/I) process in industrial firms. A series of field studies in seven firms wasconducted over a period of three to eight months each. The sample firms and the sampleprojects (approximately 6-50 in each field site) covered a wide range of technologies andmarkets; including: electronics; primary materials; chemicals; machinery; and consumerproducts. The principal gross units of analysis were" projects" and the principal micro units ofanalysis were" events;"" decisions;" and" situations" encountered in the innovation process.The field methodology involved an instrument package; consisting of several kinds ofinterviews; questionnaires; and unobtrusive data-collection techniques (eg; examination …,Academy of Management Proceedings,1974,*
Research priorities on technology transfer to developing countries; volume 1[Final Report],AH RUBENSTEIN; TW SCHLIE; AK CHAKRABARTI,*,*,1974,*
Research Priorities on Technology Transfer to Developing Countries: Report of Two NU/NSF Workshops Held at Northwestern University; May 1973 and Washingto...,Albert Harold Rubenstein; Theodore W Schlie; Alok K Chakrabarti,*,*,1974,*
Field studies of the technological innovation process: Executive summary[Final Summary Report],AH RUBENSTEIN; A CHAKRABARTI; RD OKEEFE,*,*,1974,*
