RQL: a declarative query language for RDF,Gregory Karvounarakis; Sofia Alexaki; Vassilis Christophides; Dimitris Plexousakis; Michel Scholl,Abstract Real-scale Semantic Web applications; such as Knowledge Portals and E-Marketplaces; require the management of large volumes of metadata; ie; informationdescribing the available Web content and services. Better knowledge about their meaning;usage; accessibility or quality will considerably facilitate an automated processing of Webresources. The Resource Description Framework (RDF) enables the creation and exchangeof metadata as normal Web data. Although voluminous RDF descriptions are alreadyappearing; sufficiently expressive declarative languages for querying both RDF descriptionsand schemas are still missing. In this paper; we propose a new RDF query language calledRQL. It is a typed functional language (a la OQL) and relies on a formal model for directedlabeled graphs permitting the interpretation of superimposed resource descriptions by …,Proceedings of the 11th international conference on World Wide Web,2002,709
Semantics and Pragmatics of Preference Queries in Digital Libraries,N Spyratos; V Christophides; P Georgiadis; M Nguer,Abstract. As information becomes available in increasing amounts; and to growing numbersof users; the shift towards a more user-centered; or personalized access to informationbecomes crucial. In this paper we consider the semantics and pragmatics of preferencequeries over tables containing information objects described through a set of attributes. Inparticular; we address two basic issues:–how to define a preference query and its answer(semantics)–how to evaluate a preference query (pragmatics) With respect to existing work;our main contributions are (a) the proposal of an expressive language for declaringqualitative preferences;(b) a unified framework for expressing and evaluating bothquantitative and qualitative preference queries and (c) rewriting algorithms for processingsuch queries. Although our main motivation originates in digital libraries; our proposal is …,Knowledge Media Science Workshop; October,2006,6
Semantic web fundamentals,Grigoris Antoniou; Vassilis Christophides; Dimitris Plexousakis; Martin Doerr,Abstract The World Wide Web (Berners-Lee; Cailliau; & Groff; 1992; Berners-Lee; 1999) haschanged the way people communicate with each other and the way business is conducted.It lies at the heart of a revolution that is currently transforming the developed world toward aknowledge economy (Neef; 1997); and more broadly speaking; to a knowledge society.,*,2005,6
Adaptive personalisation in self e-learning networks,Kevin Keenoy; Alexandra Poulovassilis; George Papamarkos; Peter Wood; Vassilis Christophides; Aimilia Magkanaraki; Miltos Stratakis; Philippe Rigaux; Nicolas Spyratos,This paper presents some of the personalisation services designed for self e-learningnetworks in the SeLeNe project. A self e-learning network consists of web-based learningobjects that have been made available to the network by its users; along with metadatadescriptions of these learning objects and of the network's users. The architecture of thenetwork is distributed and service-oriented. The personalisation facilities include: queryinglearning object descriptions to return results tailored towards users' individual goals andpreferences; the ability to define views over the learning object metadata; facilities fordefining new composite learning objects; and facilities for subscribing to personalised eventand change notification services.,1st International ELeGI Conference on Advanced Technology for Enhanced Learning,2005,6
A semantic network approach to semi-structured documents repositories,Vassilis Christophides; Martin Dörr; Irene Fundulaki,Abstract Using database technology for the administration of digital libraries offers manyadvantages in a multi-user and distributed environment. However; conventional DBMS arenot particularly suited to manage semi-structured data with heterogeneous; irregular;evolving structures as in the case of SGML documents found in digital libraries. To overcomethe difficulties imposed by the rigid schema of conventional systems; several schema-lessapproaches have been proposed. Using instead unconstrained; extensible schemataoffered by object-oriented semantic network systems; we are able both to map documentspecific structures as database classes; and to model the associated constraint informationas integrated schema annotations. In this paper we present the benefits of this approach tocreate; access and process heterogeneous SGML documents; and in particular to exploit …,International Conference on Theory and Practice of Digital Libraries,1997,6
HyperPATH/O2: Integrating hypermedia systems with object-oriented database systems,Bernd Amann; Vassilis Christophides; Michel Scholl,Abstract We describe an integration of the hypermedia system Hyper PATH with the object-oriented DBMS (OODBMS) O 2. Providing persistence to a hypertext system was the firstmotivation of this work. More generally; we were interested in a better understanding of theconnection of hypertext systems with OODBMS. One of our goals was to define an abstractinterface between HyperPATH and a variety of OODBMS's. The solution adopted shows thatopening HyperPATH to different OODBMS's is not possible without major rewriting ofexisting C++ code.,International Conference on Database and Expert Systems Applications,1993,6
Characterizing home device usage from wireless traffic time series,Katsiaryna Mirylenka; Vassilis Christophides; Themis Palpanas; Ioannis Pefkianakis; Martin May,The analysis of temporal behavioral patterns of home network users can reveal importantinformation to Internet Service Providers (ISPs) and help them to optimize their networks andoffer new services (eg; remote software upgrades; troubleshooting; energy savings). Thisstudy uses time series analysis of continuous traffic data from wireless home networks; toextract traffic patterns recurring within; or across homes; and assess the impact of differentdevice types (fixed or portable) on home traffic. Traditional techniques for time seriesanalysis are not suited in this respect; due to the limited stationary and evolving distributionproperties of wireless home traffic data. We propose a novel framework that relies on acorrelation-based similarity measure of time series; as well as a notion of strong stationarityto define motifs and dominant devices. Using this framework; we analyze the wireless …,19th International Conference on Extending Database Technology (EDBT),2016,5
Provenance for linked data,Grigoris Karvounarakis; Irini Fundulaki; Vassilis Christophides,Abstract Assessing the quality of linked data currently published on the Web is a crucialneed of various data-intensive applications. Extensive work on similar applications forrelational data and queries has shown that data provenance can be used in order tocompute trustworthiness; reputation and reliability of query results; based on the source dataand query operators involved in their derivation. In particular; abstract provenance modelscan be employed to record information about source data and query operators during queryevaluation; and later be used eg; to assess trust for individual query results. In this paper; weinvestigate the extent to which relational provenance models can be leveraged for capturingthe provenance of SPARQL queries over linked data; and identify their limitations. Toovercome these limitations; we advocate the need for new provenance models that …,*,2013,5
Trialogical E-learning and emergent knowledge artifacts,Yannis Tzitzikas; Vassilis Christophides; Giorgos Flouris; Dimitris Kotzinos; Hannu Markkanen; Dimitris Plexousakis; Nicolas Spyratos,Abstract According to the recently emerged; trialogical learning (TL) paradigm; learners arecollaboratively developing shared objects of activity in a systematic fashion. In this paper wepropose a basic learning scenario according to the TL paradigm. With this scenario asgnomon; we elaborate the technical issues that are raised for supporting it and we proposea flexible novel method for defining various aspects of the group knowledge.,European Conference on Technology Enhanced Learning,2006,5
EU-NSF Digital Library Working Group on Interoperability between Digital Libraries Position Paper,Bill Birmingham; Klemens Böhm; Vassilis Christophides; Sophie Cluet; Arturo Crespo; Daniel Kiskis; Barry Leiner; Uwe Roehm; Hans-Jörg Schek; Heiko Schuldt; Peter Weinstein,2 Abstract This paper contains the findings of the EU-NSF working group on interoperabilityin digital libraries. The objective of interoperability is to share digital library sources andservices. Interoperability occurs at different levels of abstraction. We identify these levels fora digital library environment; and we point out open questions corresponding to the differentlevels. Referring to this perspective as' vertical view'; we also come up with a'horizontalview'; which essentially is a reference architecture for digital libraries. We have classified thevarious research issues related to digital libraries; namely; the information model to be usedfor the global interoperability layer; aspects of coordination and control of the underlyingdata sources; transparent distributed information access; and appropriate implementationmechanisms; in terms of this reference architecture.,road map report from the DELOS project,1998,5
Optimizing generalized path expressions using full text indexes,Vassilis Christophides; Sophie Cluet; Guido Moerkotte; Jérôme Siméon,*,Networking and Information Systems,1998,5
Benchmarking blocking algorithms for web entities,Vasilis Efthymiou; Kostas Stefanidis; Vassilis Christophides,An increasing number of entities are described by interlinked data rather than documents onthe Web. Entity Resolution (ER) aims to identify descriptions of the same real-world entitywithin one or across knowledge bases in the Web of data. To reduce the required number ofpairwise comparisons among descriptions; ER methods typically perform a pre-processingstep; called blocking; which places similar entity descriptions into blocks and thus onlycompare descriptions within the same block. We experimentally evaluate several blockingmethods proposed for the Web of data using real datasets; whose characteristicssignificantly impact their effectiveness and efficiency. The proposed experimental evaluationframework allows us to better understand the characteristics of the missed matching entitydescriptions and contrast them with ground truth obtained from different kinds of …,IEEE Transactions on Big Data,2016,4
Content-based publish/subscribe system for web syndication,Zeinab Hmedeh; Harry Kourdounakis; Vassilis Christophides; Cédric Du Mouza; Michel Scholl; Nicolas Travers,Abstract Content syndication has become a popular way for timely delivery of frequentlyupdated information on the Web. Today; web syndication technologies such as RSS or Atomare used in a wide variety of applications spreading from large-scale news broadcasting tomedium-scale information sharing in scientific and professional communities. However; theyexhibit serious limitations for dealing with information overload in Web 2.0. There is a vitalneed for efficient real-time filtering methods across feeds; to allow users to effectively followpersonally interesting information. We investigate in this paper three indexing techniques forusers' subscriptions based on inverted lists or on an ordered trie for exact and partialmatching. We present analytical models for memory requirements and matching time andwe conduct a thorough experimental evaluation to exhibit the impact of critical parameters …,Journal of Computer Science and Technology,2016,4
RSS feeds behavior analysis; structure and vocabulary,Nicolas Travers; Zeinab Hmedeh; Nelly Vouzoukidou; Cédric Du Mouza; Vassilis Christophides; Michel Scholl,Purpose–The purpose of this paper is to present a thorough analysis of threecomplementary features of real-scale really simple syndication (RSS)/Atom feeds; namely;publication activity; items characteristics and their textual vocabulary; that the authorsbelieve are crucial for emerging Web 2.0 applications. Previous works on RSS/Atomstatistical characteristics do not provide a precise and updated characterization of feeds'behavior and content; characterization that can be used to successfully benchmark theeffectiveness and efficiency of various Web syndication processing/analysis techniques.Design/methodology/approach–The authors empirical study relies on a large-scale testbedacquired over an eight-month campaign from 2010. They collected a total number of10;794;285 items originating from 8;155 productive feeds. The authors deeply analyze …,International Journal of web information systems,2014,4
Reference ontology for knowledge creation processes,Martin Doerr; Athina Kritsotaki; Vassilis Christophides; Dimitris Kotzinos,Abstract Our aim is to understand how people collaboratively; in long-term processes;develop novel epistemic things and transform their knowledge practices; specifically bycross-fertilizing professional and educational practices and solve complex; authenticproblems with the help of innovative knowledge practices and educational technology. Werely on the assumption that modern information and communication technologies not onlyfacilitate knowledge creation around shared objects; but also promote the need to develop a'trialogical'approach in learning and knowledge-intensive work.,*,2012,4
Mirroring tools for collaborative analysis and reflection,Christoph Richter; Ekaterina Simonenko; Tsuyoshi Sugibuchi; Nicolas Spyratos; Frantisek Babic; Jozef Wagner; Jan Paralic; Michal Racek; Crina DamŞa; Vassilis Christophides,Abstract Analysing and reflecting on one's own and other's working practices is an essentialmeta-activity for any kind of project work; but also plays a prominent role in the type of object-oriented inquiry and trialogical learning the KP-Lab project is focusing on. Analysis andreflection; therefore; are not understood just as means to optimize or improve a given way ofworking but also as an active and productive process; geared towards the advancement ofknowledge practices.,*,2012,4
Supporting Evolution of Knowledge Artifacts in Web Based Learning Environments,Dimitris Kotzinos; Giorgos Flouris; Yannis Tzitzikas,Abstract The development of collaborative e-learning environments that support theevolution of semantically described knowledge artifacts is a challenging task. In this chapterwe elaborate on usage scenarios and requirements for environments grounded on learningtheories that stress on collaborative knowledge creation activities. Subsequently; we presenta comprehensive suite of services; comprising an emerging framework; called SemanticWeb Knowledge Middleware (SWKM); that enables the collaborative evolution of bothdomain abstractions and conceptualizations; and data classified using them. The suiteincludes advanced services for ontology change; comparison and versioning over acommon knowledge repository offering persistent storage and validation.,*,2009,4
Report on the first international workshop on Database Preservation (PresDB'07),Vassilis Christophides; Peter Buneman,Abstract The need to preserve scientific; scholarly and cultural data has long beenrecognized. These data sets are valuable and many of them are either impossible toreproduce (eg climate and demographic data) or can only be recovered at enormous costs(eg data from high energy physics experiments). While substantial investment has beenmade in archiving and preserving conventional forms of these objects; such as documents;images and numerical data in some file format; the need to preserve entire databases hasonly recently emerged. Databases differ from fixed digital objects studied in the past; in thatthey change over time; they have internal structure; and they include schemas and integrityconstraints; which are basic for the current and future interpretation of the data. Increasingly;database technology is being used in the storage of large numerical scientific data sets.,ACM SIGMOD Record,2007,4
Semantic Query Routing and Processing in P2P Digital Libraries,George Kokkinidis; Lefteris Sidirourgos; Theodore Dalamagas; Vassilis Christophides,Abstract. This paper investigates the peer-to-peer (P2P) resource-sharing paradigm forhighly distributed Digital Libraries (DL). The objective is to support decentralized sharing ofdata and services in a network of autonomous and heterogeneous DL nodes. P2P DLs canoperate without a central coordination and offer important advantages such as a verydynamic environment where peers can join and leave the network at any time; while thenetwork can scale up to a large number of peers. The advanced structuring and retrievalfunctionality of peers poses new challenges in query routing and processing overautonomous; distributed and dynamic networks of DL. The paper considers two fundamentalaspects of P2P Digital Libraries (P2P DLs): query routing and processing. Specifically; wedesign and implement effective and efficient query routing in P2P DLs; exploiting …,Proceedings of the 8th International Workshop of the DELOS Network of Excellence on Digital Libraries on Future Digital Library Management Systems (System Architecture & Information Access); Schloss Dagstuhl; Germany,2005,4
Integrating XML data sources using RDF,Ioanna Koffna,*,S Schemas: The ICS-FORTH Semantic Web Integration Middleware (SWIM) Master's Thesis Heraklion,2005,4
On Z39. 50 wrapping and description logics,Yannis Velegrakis; Vassilis Christophides; Panos Constantopoulos,Abstract. Z39. 50 is a client/server protocol widely used in digital libraries and museums forsearching and retrieving information spread over a number of heterogeneous sources. Toovercome semantic and schematic discrepancies among the various data sources theprotocol relies on a world view of information as a flat list of fields; called Access Points (AP).One of the major issues for building Z39. 50 wrappers is to map this unstructured list of APsto the underlying source data structure and semantics. For highly structured sources (eg;database management systems; knowledge base systems) this mapping is quite complexand considerably affects the quality of the retrieved data. Unfortunately; existing Z39. 50wrappers have been developed from scratch and they do not provide high-level mappinglanguages with verifiable properties. In this paper; we propose a description logic (DL) …,International Journal on Digital Libraries,2000,4
Declarative Specification of Z39. 50 Wrappers using Description Logics,Yannis Velegrakis; Vassilis Christophides; Panos Constantopoulos,Abstract Z39. 50 is a client/server protocol widely used in digital libraries and museums forsearching and retrieving information spread over a number of heterogeneous sources. Toovercome semantic and schematic discrepancies among the various data sources theprotocol relies on a world view of information as a flat list of fields; called Access Points (AP).One of the major issues for building Z39. 50 wrappers is to map this unstructured list of APsto the underlying source data. Unfortunately; existing Z39. 50 wrappers have beendeveloped from scratch and they do not provide high-level mapping languages withverifiable properties. In this paper; we propose a Description Logic based toolkit for thedeclarative specification of Z39. 50 wrappers. We claim that the conceptualization of APmappings enables a formal validation of the query translation quality and therefore …,International Conference on Theory and Practice of Digital Libraries,1999,4
Intelligent Mediation of Cultural Information Sources,Bernd Amann; Vassilis Christophides; Irini Fundulaki; Michel Scholl; A Vercoustre,*,ERCIM NEWS; October,1998,4
Querying heterogeneous data in Aquarelle project,Vassilis Christophides; Marco Padula; Michel Scholl,Abstract The Aquarelle project aims at developing a distributed multimedia informationsystem; offering access to information describing and documenting European culturalheritage such as painting; sculptures; historical sites and monuments; musical instrumentsand furniture. Cultural information; is currently provided by many cultural organizations(museums; libraries; galleries; etc.) across European borders; under various forms andstructures (record; document; image; drawings or text bases etc.); using different informationmanagement systems (DBMS; IRS; KB) and platforms. One of the main objectives of theAquarelle project is to provide a uniform access to these heterogeneous collections of data.In this paper we present the limitations of the current Aquarelle architecture to explore thestructure of available data sources and we suggest some guidelines and solutions for the …,*,1997,4
Minoan ER: Progressive Entity Resolution in the Web of Data,Vasilis Efthymiou; Kostas Stefanidis; Vassilis Christophides,Entity resolution aims to identify descriptions of the same entity within or across knowledgebases. In this work; we present the Minoan ER platform for resolving entities described bylinked data in the Web (eg; in RDF). To reduce the required number of comparisons; MinoanER performs blocking to place similar descriptions into blocks and executes comparisons toidentify matches only between descriptions within the same block. Moreover; it explores in apay-as-you-go fashion any intermediate results of matching to obtain similarity evidence ofentity neighbors and discover new candidate description pairs for resolution.,19th International Conference on Extending Database Technology; EDBT 2016,2016,3
Report on the first international workshop on personal data analytics in the internet of things (pda@ iot 2014),Vassilis Christophides; Themis Palpanas,The 1st International Workshop on Personal Data Analytics in the Internet of Things (PDA@IOT); held in conjunction with VLDB 2014; aims at sparking research on data analytics;shifting the focus from business to consumers services. While much of the public andacademic discourse about personal data has been dominated by a focus on the privacyconcerns and the risks they raise to the individual; especially when they are seen as the newoil of the global economy. PDA@ IOT focus on how persons could effectively exploit the datathey massively create in CyberPhysicalworlds. We believe that the full potential of the IoTgoes far beyond connecting “things” to the Internet: it is about using data to create new valuefor people. In a People-centric computing paradigm; both small scale personal data andlarge scale aggregated data should be exploited to identify unmet needs and proactively …,*,2015,3
Indexes Analysis for Matching Subscriptions in RSS feeds,Zeinab Hmedeh; Harris Kourdounakis; Vassilis Christophides; Cédric Du Mouza; Michel Scholl; Nicolas Travers,The explosion of published information on the Web leads to the emergence of a Websyndication paradigm; which transforms the passive reader into an active informationcollector. Information consumers subscribe to RSS/Atom feeds and are notified whenever apiece of news (item) is published. The success of this Web syndication now offered on Websites; blogs; and social media; however raises scalability issues. There is a vital need forefficient real-time filtering methods across feeds; to allow users to follow effectivelypersonally interesting information. We investigate in this paper three indexing techniques forusers' subscriptions based on inverted lists or on an ordered trie. We present analyticalmodels for memory requirements and matching time and we conduct a thoroughexperimental evaluation to exhibit the impact of critical workload parameters on these …,Bases de Données Avancées; BDA'2012,2012,3
Resource description framework (rdf) schema (rdfs),Vassilis Christophides,Many organizations; eg; government statistical offices and search engine companies; collectpotentially sensitive information regarding individuals either to publish this data for research;or in return for useful services. While some data collection organizations; like the census; arelegally required not to breach the privacy of the individuals; other data collectionorganizations may not be trusted to uphold privacy. Hence; if U denotes the original datacontaining sensitive information about a set of individuals; then an untrusted data collectoror researcher should only have access to an anonymized version of the data; U*; that doesnot disclose the sensitive information about the individuals. A randomized anonymizationalgorithm R is said to be a privacy preserving randomization method if for every table T; andfor every output T*= R (T); the privacy of all the sensitive information of each individual in …,*,2009,3
Semantic web; ontologies and databases,Y An; T Topaloglou; V Christophides; M Collard; C Gutierrez,*,VLDB Workshop; SWDB-ODBIS,2007,3
of Proceedings: Advances in Database Technology-EDBT 2006: 10th International Conference on Extending Database Technology,Ralf Schenkel; Martin Theobald,Abstract/Description: Relevance Feedback is an important way to enhance retrieval qualityby integrating relevance information provided by a user. In XML retrieval; feedback enginesusually generate an expanded query from the content of elements marked as relevant ornonrelevant. This approach that is inspired by text-based IR completely ignores thesemistructured nature of XML. This paper makes the important step from content-based tostructural feedback. It presents an integrated solution for expanding keyword queries withnew content; path; and document constraints. An extensible framework evaluates suchquery conditions with existing keyword-based XML search engines while allowing to easilyintegrate new dimensions of feedback. Extensive experiments with the established INEXbenchmark show the feasibility of our approach.,*,2006,3
Understanding data by their context using RDF,Karsten Tolle,Abstract--The Resource Description Framework (RDF) was designed to enable machines tounderstand the semantic of encoded data. There exist different ways how to understand; useand maintain context information with it. In this paper we will look at the benefits this couldbring for intelligent systems and will present the applications RDF-Source related StorageSystem (RDF-S3) and easy RQL (eRQL) that are build to support its users with differentcontext information for a better understanding of the data.,International Conference on Advances in Intelligent Systems 2004,2004,3
Querying temporal drifts at multiple granularities,Sofia Kleisarchaki; Sihem Amer-Yahia; Ahlame Douzal-Chouakria; Vassilis Christophides,Abstract There exists a large body of work on online drift detection with the goal ofdynamically finding and maintaining changes in data streams. In this paper; we adopt aquery-based approach to drift detection. Our approach relies on a drift index; a structure thatcaptures drift at different time granularities and enables flexible drift queries. We formalizedifferent drift queries that represent real-world scenarios and develop query evaluationalgorithms that use different materializations of the drift index as well as strategies for onlineindex maintenance. We describe a thorough study of the performance of our algorithms onreal-world and synthetic datasets with varying change rates.,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,2
Online Detection of Topic Change in Social Posts,Sofia Kleisarchaki; Vassilis Christophides; Sihem Amer-Yahia; Ahlame Douzal-Chouakria,Gaining deep insights of the social Web content is a challenging Big Data analytics problem;especially when dealing with social posts of high volume and arrival rate consisting of highvariable topics. Detecting and tracking the topics that the users discuss in popularmicroblogging applications like Twitter and studying the evolution of each topic revealscrowd interests and intelligence. The evolution summarizes the changes that are occurringon the topics over a given time horizon inside the evolving data stream. For instance; sometopics may disappear at some point in time due to lack of users' interest; while others areretained over time adopting either a stable or an evolving behaviour. The analysis andstorage of such dynamic and massive content with spatio-thematic properties poses newchallenges for research.,Big'2014,2014,2
Techniques d'indexation de souscriptions pour la syndication web,Zeinab Hmedeh; Harris Kourdounakis; Vassilis Christophides; Cédric du Mouza; Michel Scholl; Nicolas Travers,*,Ingénierie des systèmes d'information,2013,2
A methodological framework for statistical analysis of social text streams,Sophia Kleisarchaki; Dimitris Kotzinos; Ioannis Tsamardinos; Vassilis Christophides,Abstract Social media are one of the main contributors of user generated content; providingvast amounts of data in daily basis; covering a wide range of topics; interests and events. Inorder to identify and link meaningful and relevant information; clustering algorithms havebeen used to partition the user generated content. We have identified though that thesealgorithms exhibit various shortcomings when they have to deal with social media textualinformation; which is dynamic and streaming in nature. Thus we explore the idea to estimatethe algorithms' parameters based on observations on the clusters' properties'(like thecentroid; shape and density) evolution. By experimenting with the clusters' properties; wepropose a methodological framework that detects the evolution of the clusters' centroid;shape and density and explores their role in parameters' estimation.,International Workshop on Information Search; Integration; and Personalization,2012,2
Semantic Web workshop: Models; architectures and management,Panos Constantopoulos; Vassilis Christophides; Dimitris Plexousakis,*,SIGMOD Record,2001,2
Matching web tables with knowledge base entities: From entity lookups to entity embeddings,Vasilis Efthymiou; Oktie Hassanzadeh; Mariano Rodriguez-Muro; Vassilis Christophides,Abstract Web tables constitute valuable sources of information for various applications;ranging from Web search to Knowledge Base (KB) augmentation. An underlying commonrequirement is to annotate the rows of Web tables with semantically rich descriptions ofentities published in Web KBs. In this paper; we evaluate three unsupervised annotationmethods:(a) a lookup-based method which relies on the minimal entity context provided inWeb tables to discover correspondences to the KB;(b) a semantic embeddings method thatexploits a vectorial representation of the rich entity context in a KB to identify the mostrelevant subset of entities in the Web table; and (c) an ontology matching method; whichexploits schematic and instance information of entities available both in a KB and a Webtable. Our experimental evaluation is conducted using two existing benchmark data sets …,International Semantic Web Conference,2017,1
Web-scale Blocking; Iterative and Progressive Entity Resolution,Kostas Stefanidis; Vassilis Christophides; Vasilis Efthymiou,Entity resolution aims to identify descriptions of the same entity within or across knowledgebases. In this work; we provide a comprehensive and cohesive overview of the key researchresults in the area of entity resolution. We are interested in frameworks addressing the newchallenges in entity resolution posed by the Web of data in which real world entities aredescribed by interlinked data rather than documents. Since such descriptions are usuallypartial; overlapping and sometimes evolving; entity resolution emerges as a central problemboth to increase dataset linking; but also to search the Web of data for entities and theirrelations. We focus on Web-scale blocking; iterative and progressive solutions for entityresolution. Specifically; to reduce the required number of comparisons; blocking isperformed to place similar descriptions into blocks and executes comparisons to identify …,Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,1
Continuous top-k queries over real-time web streams,Nelly Vouzoukidou; Bernd Amann; Vassilis Christophides,Abstract: The Web has become a large-scale real-time information system forcing us torevise both how to effectively assess relevance of information for a user and how toefficiently implement information retrieval and dissemination functionality. To increaseinformation relevance; Real-time Web applications such as Twitter and Facebook; extendcontent and social-graph relevance scores with" real-time" user generated events (eg re-tweets; replies; likes). To accommodate high arrival rates of information items and userevents we explore a publish/subscribe paradigm in which we index queries and update onthe fly their results each time a new item and relevant events arrive. In this setting; we needto process continuous top-k text queries combining both static and dynamic scores. To thebest of our knowledge; this is the first work addressing how non-predictable; dynamic …,arXiv preprint arXiv:1610.06500,2016,1
A Pragmatic Approach to Collaborative Semantic Modelling,Christoph Richter; Heidrun Allert; Vassiliy P Tchoumatchenko; Ivan H Furnadziev; Tania K Vasileva; Dimitris Kotzinos; Giorgos Flouris; Vassilis Christophides; Juha Löytöläinen,Abstract Conceptual modelling has attracted a lot of research interest in recent years andvarious tools; such as Cmap 1; Compendium 2; FreeStyler 3; and Belvedere 4 have beendeveloped to support the collaborative creation and work with various kinds of visualmodels. This interest is hardly surprising; given the prominent role of conceptual modellingacross a large variety of professional and educational domains. As physical or digitalartefacts; conceptual models provide important means for the explication; communication;and scrutinizing of each other's ideas and concepts. In order to guide the modelling processand to support mutual understanding among participants; semi-formal notations ormodelling languages are used regularly both in professional; training as well as educationalsettings.,*,2012,1
Mirroring tools for practice transformation,Christoph Richter; Ekaterina Simonenko; Tsuyoshi Sugibuchi; Nicolas Spyratos; F Babic; J Wagner; J Paralic; M Racek; C Damsa; V Christophides,*,Collaborative knowledge creation: Practices; tools; concepts,2010,1
Capturing Provenance of RDF Triples through Colors,Giorgos Flouris; Irini Fundulaki; Panagiotis Pediaditis; Yannis Theoharis; Vassilis Christophides,ABSTRACT Recently; the W3C Linking Open Data effort has boosted the publication andinter-linkage of large amounts of RDF datasets on the Semantic Web. Various ontologiesand knowledge bases with millions of RDF triples from Wikipedia and other sources; mostlyin e-science; have been created and are publicly available. Recording provenanceinformation of RDF triples aggregated from different heterogeneous sources is crucial inorder to effectively support trust mechanisms; digital rights and privacy policies. Managingprovenance becomes even more important when we consider not only explicitly stated butalso implicit triples (through RDFS inference rules) in conjunction with declarativelanguages for querying and updating RDF graphs. In this paper we rely on colored RDFtriples represented as quadruples to capture and manipulate explicit provenance …,Proceedings of the 8th Hellenic Data Management Symposium (HDMS-09),2009,1
Application of the peer-to-peer paradigm in digital libraries,Stratis D Viglas; Theodore Dalamagas; Vassilis Christophides; Timos Sellis; Aggeliki Dimitriou,Abstract We present the architecture of a largely distributed Digital Library that is based onthe Peer-to-Peer computing paradigm. The three goals of the architecture are:(i) increasednode autonomy;(ii) flexible location of data; and (iii) efficient query evaluation. To satisfythese goals we propose a solution based on schema mappings and query reformulation. Weidentify the problems involved in developing a system based on the proposed architectureand present ways of tackling them. A prototype implementation provides encouragingresults.,*,2007,1
The Semantic Web: Key Ideas,Grigoris Antoniou; Vassilis Christophides; Dimitris Plexousakis,The World Wide Web (Berners-Lee; Cailliau & Groff; 1992; Berners-Lee; 1999) has changedthe way people communicate with each other and the way business is conducted. It lies atthe heart of a revolution which is currently transforming the developed world towards aknowledge economy (Neef; 1997); and more broadly speaking; to a knowledge society.Most of today's Web content is suitable for human consumption. Even Web content that isgenerated automatically from data bases is usually presented without the original structuralinformation found in data bases. Typical uses of the Web today involve humans seeking andconsuming information; searching and getting in touch with other humans; reviewing thecatalogs of online stores and ordering products by filling out forms.,de Encyclopedia of Artificial Intelligence; Idea Group,2004,1
WP2 deliverable 2.1: E-learning standards,Miltos Stratakis; Vassilis Christophides; Kevin Keenoy; Aimilia Magkanaraki,Abstract Learning objects are increasingly seen as key to a technology-based revolution ineducation and training; even to an emerging global knowledge economy. An internationaleffort is underway to formulate standards that will enable Learning Object (LO) reuse andexchange among multiple educational settings; instructors; courses and institutions. Thescope of this deliverable is to appropriately define the notion of learning content available oncorporate networks or the Internet; as well as; to provide the core information modelingconstructs of e-Learning applications. Hence; we survey several e-Learning standards andconsider the feasibility of expressing them using Semantic Web languages; like RDF/S. Weconclude our deliverable with the most important pedagogical limitations of existingstandards; which are crucial for deploying a full-fledged Self e-Learning Network.,*,2003,1
The Semantic Web: Myths and Reality,V Christophides; D Plexousakis; M Scholl; V Tannen,A well-formed document is valid only if it contains a proper DTD (or Schema) and if thedocument obeys the constraints of that DTD (or Schema) and therefore the XML ValidityConstraints (VCs) only declared tags (element or attribute names) are used all tagoccurrences conform to specified content models Examples: The following XML Document iswell-formed but not valid< ARTIST> Claude Monet</ARTIST> The following XML Documentis not even well-formed< FIRST> Claude</FIRST>< LAST> Monet</LAST>,The Onassis Foundation Lectures Series in Computer Science: Internet and Web: Crawling the Algorithmic Foundations,2003,1
E-Services: A Look Behind the Curtain,M Benedikt; Vassilis Christophides; R Hull; J Su,*,Proc. of PODS,2003,1
Simplifying Entity Resolution on Web Data with Schema-agnostic; Non-iterative Matching,Vasilis Efthymiou; George Papadakis; Kostas Stefanidis; Vassilis Christophides,Entity Resolution (ER) aims to identify different descriptions in various Knowledge Bases(KBs) that refer to the same entity. ER is challenged by the Variety; Volume and Veracity ofdescriptions published in the Web of Data. To address them; we propose the MinoanERframework that fulfills full automation and support of highly heterogeneous entities.MinoanER leverages a token-based similarity of entities to define a new metric that derivesthe similarity of neighboring entities from the most important relations; indicated only bystatistics. For high efficiency; similarities are computed from a set of schema-agnostic blocksand processed in a non-iterative way that involves four threshold-free heuristics. Wedemonstrate that the effectiveness of MinoanER is comparable to existing ER tools over realKBs exhibiting low heterogeneity in terms of entity types and content. Yet; MinoanER …,34th IEEE International Conference on Data (ICDE),2018,*
