Roadrunner: Towards automatic data extraction from large web sites,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,Abstract The paper investigates techniques for extracting data from HTML sites through theuse of automatically generated wrappers. To automate the wrapper generation and the dataextraction process; the paper develops a novel technique to compare HTML pages andgenerate a wrapper based on their similarities and differences. Experimental results on real-life data-intensive Web sites confirm the feasibility of the approach.,Proceedings of the International Conference on Very Large Databases,2001,1371
On the Quality and Effectiveness of Data Transformation Systems,Giansalvatore Mecca; Paolo Papotti; Salvatore Raunich; Donatello Santoro,The problem of translating data among heterogeneous representations is a long standingissue in the IT industry and in database research. The first data translation systems dateback to the seventies. In these years; many different proposals have emerged to alleviate theburden of manually expressing complex transformations among different repositories; sothat today we have a very broad class of systems; ranging from schemamatching to schema-mappings and data-exchange; from data-integration to ETL; from object-relational mappingto data-fusion; and data-cleaning. These systems differ under many perspectives. There arevery procedural and very expressive systems; like those used in ETL. There are moredeclarative; but somehow less expressive schema-mapping systems. Some commercialsystems are essentially graphical user interfaces for defining XSLT queries. Others; like …,Proceedings of the 21st Italian Symposium on Database Systems (Sistemi Evoluti per Basi di Dati),2013,*
Sulla Classificazione delle Sedi di Pubblicazione nella Valutazione della Produzione Scientifica.,Giansalvatore Mecca; Marcello Buoncristiano; Donatello Santoro,Il problema della valutazione della produzione scientifica è di grande attualità nelleUniversità italiane. E'di questi giorni l'avvio delle procedure di valutazione nazionale dellaqualità della ricerca relativa al quadriennio 2004-2010; e la pubblicazione del DM n. 19 del27 gennaio 2012 (Ministero dell'Università e della Ricerca; 2012) che introduce il sistemanazionale di valutazione del sistema universitario e obbliga le università a dotarsi di unproprio sistema di autovalutazione basato su “parametri oggettivi; volti a misurare in ognimomento l'efficienza e l'efficacia della didattica e della ricerca messa in atto dai singoliatenei ea stimolare la competitività e la qualità degli stessi”. E'quindi ragionevole attendersiche nell'arco dei prossimi mesi tutte le università italiane dovranno dotarsi di modelli eprocedure per la misurazione della “performance” dei docenti (professori e ricercatori). In …,SEBD,2012,*
Noodles: a clustering engine for the web,Giansalvatore Mecca; Salvatore Raunich; Alessandro Pappalardo; Donatello Santoro,Abstract The paper describes the Noodles system; a clustering engine for Web and desktopsearches. By employing a new algorithm for document clustering; based on Latent SemanticIndexing; Noodles provides good classification power to simplify browsing of search resultsby casual users. In the paper; we provide some background about the problem of clusteringsearch results; give an overview of the novel techniques implemented in the system; andpresent its architecture and main features.,International Conference on Web Engineering,2007,*
Clustering Web and Desktop Searches.,Giansalvatore Mecca; Salvatore Raunich; Alessandro Pappalardo,*,SEBD,2007,*
Schema Matching and Query Discovery: The Spicy Way,A Bonifati; G Mecca; A Pappalardo; S Raunich; G Summa,*,*,2007,*
Core Database Technology Program Committee,Anastassia Ailamaki; Gustavo Alonso; Walid Aref; Lars Arge; Brian Babcock; Mikael Berndtsson; Elisa Bertino; Claudio Bettini; Michael Boehlen; Anthony Bonner; Philippe Bonnet; Alex Buchmann; Tiziana Catarci; Surajit Chaudhuri; Peter Dadam; Amol Deshpande; Asuman Dogac; Christos Faloutsos; Elena Ferrari; Johann-Christoph Freytag; Dieter Gawlick; Johannes Gehrke; Torsten Grust; Ralf Hartmut Güting; Jayant Haritsa; Chris Jermaine; Christoph Koch; George Kollios; Mong Li Lee; Wolfgang Lindner; David Lomet; Hongjun Lu; Samuel Madden; Giansalvatore Mecca; Alberto Mendelzon; Rosa Meo; Tova Milo; Michele Missikoff; C Mohan; Mario Nascimento; Shojiro Nishio; Ed Omiecinski; Norman Paton; Torben Bach Pedersen; Calton Pu; Philippe Pucheral; Raghu Ramakrishnan; Thomas Rölleke; Ken Ross; Gunther Saake; Albrecht Schmidt; Marc Scholl; Bernhard Seeger,Committee Chair: Martin Kersten; CWI; The Netherlands … Serge Abiteboul; INRIA; France AnastassiaAilamaki; Carnegie Mellon University; USA Gustavo Alonso; ETH Zurich; Switzerland WalidAref; Purdue University; USA Lars Arge; Aarhus University; Denmark Brian Babcock; StanfordUniversity; USA Mikael Berndtsson; University of Skövde; Sweden Elisa Bertino; PurdueUniversity; USA Claudio Bettini; University of Milan; Italy Michael Boehlen; Free University ofBolzano/Bozen; Italy Peter Boncz; CWI; The Netherlands Anthony Bonner; University ofToronto; Canada Philippe Bonnet; University of Copenhagen; Denmark Alex Buchmann; Universityof Darmstadt; Germany Tiziana Catarci; University of Rome 'La Sapienza'; Italy SurajitChaudhuri; Microsoft; USA Vassilis Christophides; FORTH; Greece Peter Dadam; Universityof Ulm; Germany Amol Deshpande; University of California; Berkeley; USA Asuman …,VLDB 2005: 31st International Conference on Very Large Data Bases: Proceedings of the 31st International Conference on Very Large Data Bases; Trondheim; Norway; August 30-September 2; 2005,2005,*
Esperienze e Sperimentazioni nell’Insegnamento Universitario dell’Informatica,Giansalvatore Mecca,Nell'Università italiana che cambia è importante sottoporre a valutazione critica anche ilmodo tradizionale di fare didattica. In questo lavoro vengono discusse alcune esperienze dicarattere metodologico per migliorare la qualità dell'insegnamento. L'obiettivo è quello difornire un contributo iniziale ad una più ampia discussione sui metodi e gli strumenti per ladidattica universitaria.,*,2003,*
Experiences in XML data management.,Giansalvatore Mecca; Paolo Merialdo; Paolo Atzeni; Valter Crescenzi,A large body of research has been recently motivated by the attempt to extend databasemanipulation techniques to data on the Web (see [16] for a survey). Most of these researchefforts–which range from the definition of Web query languages and the relatedoptimizations; to systems for Web site development and management; and to integrationtechniques–started before XML was introduced; and therefore have strived for a long time tohandle the highly heterogeneous nature of HTML pages. In the meanwhile; Web datasources have evolved from small; home-made collections of HTML pages into complexplatforms for distributed data access and application development; and XML promises toimpose itself as a more appropriate format for this new breed of Web sites. XML brings dataon the Web closer to databases; since; differently from HTML; it is based on a clean …,SEBD,2000,*
The World Wide Web and databases (Italian),M Missikoff; KG Jeffery; G Mecca; M Fioroni; G Meazza,*,Rivista di Informatica,1999,*
WWW e basi di dati,M Missikoff; KG Jeffery; G Mecca; M Fioroni; G Meazza,*,RIVISTA DI INFORMATICA-MILAN-,1999,*
Article No. SS981607,Eric Bach; Ian Barland; Paul Beame; Anthony Bonner; Samuel R Buss; Jin-Yi Cai; Herve Caussinus; Vinay K Chaudhri; Anne Condon; Mariano P Consens; Stephen Cook; P Diaconis; Danny Dolev; Guozhu Dong; Jeff Edmonds; Uriel Feige; Harold N Gabow; Elton Glaser; Vassos Hadzilacos; Torben Hagerup; Thomas A Henzinger; Russell Impagliazzo; Sanjay Jain; Jyrki Katajainen; Lydia E Kavraki; Idit Keidar; Joe Kilian; Jon Kleinberg; Phokion G Kolaitis; Peter W Kopke; Jean-Claude Latombe; Philip M Long; Oded Maler; Pierre McKenzie; Giansalvatore Mecca; Tova Milo; Peter Bro Miltersen; Rajeev Motwani; Stefan Nilsson; Noam Nisan; Naomi Nishimura; Philippe Picouet; Toniann Pitassi; Anuj Puri; Prabhakar Ragde; Prabhakar Raghavan; Rajeev Raman; Steven Rudich; Shmuel Safra; L Saloff-Coste; Leonard J Schulman; Alan Selman; Aravind Srinivasan; Jianwen Su; Celena Tanguay; Eva Tardos; Madhukar N Thakur; Denis Therien; Dieter van Melkebeek; Pravin Varaiya; Victor Vianu; Heribert Vollmer; Avi Wigderson,*,Journal of Computer and System Sciences,1998,*
The Araneus Project: Extending Database Techniques to the World Wide Web.,Giansalvatore Mecca; Paolo Merialdo; Alessandro Masci; Giuseppe Sindoni,Abstract. The Araneus project aims at developing tools for datamanagement on the WorldWide Web. We have implemented a system; called a Web-base Management system; formanaging Web data. The system is designed to support several classes of applications:(i)highlevel access to data in the Web;(ii) design; implementation and maintenance of Websites;(iii) cooperative applications on the Web. We discuss the lessons learned from ourexperiences with the system; ranging from database-style query interfaces to popular Websites; to the design and implementation of several sites; among which an integrated Webmuseum; which correlates data coming from several virtual museums on the Web.,SEBD,1998,*
IsaLog:: for Complex-Object Databases with Hierarchies,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,Abstract IsaLog: is a research activity aimed at developing a framework that integratesdeductive and object-oriented features. The data model has complex objects with classes;relations; and isa hierarchies; and the language is rule based. The main issue is the denition of the semantics of the language. For the positive IsaLog framework three di erentsemantics are given and proven to be equivalent: a model-theoretic semantics; a xpointsemantics; and a semantics based on a reduction to ordinary logic programming withfunction symbols. Then the semantics of the IsaLog,*,1996,*
Dipartimento di Discipline Scientifiche Universita di Roma Tre Via della Vasca Navale 84 00146 Roma,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,*,*,1996,*
Sequence Datalog: un prototipo per l'interrogazione di sequenze.,Salvatore Labonia; Giansalvatore Mecca,Abstract. In questo articolo viene descritto il prototipo del linguaggio Sequence Datalog.Sequence Dataloge un linguaggio di interrogazione per basi di dati contenenti sequenze;ovvero stringhe di caratteri su un alfabeto finito; il modello di dati a cui si riferiscee unasemplice estensione del modello relazionale; in cui le ennuple all'interno delle relazionipossono contenere; oltre che valori atomici come interi o caratteri; anche sequenze dicaratteri; di lunghezza non fissata a priori. La sintassi e la semantica del linguaggio sonoispirate al Datalog; esteso per consentire la manipolazione delle sequenze. Il prototipoestato implementato utilizzando il motore inferenziale di Coral ed arricchendolo conopportune primitive per la gestione delle sequenze.,SEBD,1996,*
Cooperazione di Basi di Dati Autonome: Criteri di Classificazione e Strumenti di Middleware?,Paolo Atzeniι; Luca Cabibboι; Giansalvatore Mecca,Sommario Vengono discusse alcune problematiche relative alla realizzazione di sistemiinformativi cooperanti; con particolare riferimento al ruolo delle basi di dati. Viene notato inprimo luogo come l'eterogeneit a; l'autonomia e la distribuzione; pur essendo presenti inmisura maggiore o minore; costituiscono; soprattutto nel breve termine; vincoli sui sistemicooperanti. Di conseguenza; vengono individuati nuovi criteri di classificazione: a il livello ditrasparenza; b la complessit a delle operazioni distribuite; c il livello di attualit a dei dati. Ci oporta ad individuare tre categorie principali di sistemi: i sistemi multidatabase; ii collezioni didati replicati; iii sistemi informativi locali con dati esterni. Per ciascuna di queste categorievengono individuate soluzioni architetturali basate su strumenti di middleware disponibili sulmercato.,*,1996,*
A declarative language for complex-object databases,P Atzeni; L Cabibbo; G Mecca,*,ATTI DEL CONGRESSO ANNUALE-ASSOCIAZIONE ITALIANA PER L INFORMATICA ED IL CALCOLO AUTOMATICO,1993,*
First International Workshop on Distributed XML Processing (DXP 2009),Alfredo Cuzzocrea; David Taniar; Denilson Barbosa; Sourav Bhowmick; Stéphane Bressan; Andrea Calì; Tiziana Catarci; Jerome Darmont; Ernesto Damiani; Sergio Flesca; Irini Fundulaki; Giorgio Ghelli; Mohand-Said Hacid; Anastasios Kementsietsidis; Laks VS Lakshmanan; Xuemin Lin; Chengfei Liu; Sanjay Madria; Giansalvatore Mecca; Apostolos Papadopoulos; Zbigniew Ras; Henryk Rybinski; Keun Ho Ryu; Bernhard Thalheim; Jeffrey Yu Xu; Demetris Zeinalipour,First International Workshop on Distributed XML Processing (DXP 2009) … AlfredoCuzzocrea; ICAR-CNR and University of Calabria; Italy David Taniar; Monash University; Australia… Alfredo Cuzzocrea; ICAR-CNR and University of Calabria; Italy David Taniar; MonashUniversity; Australia … Denilson Barbosa; University of Alberta; Canada Sourav Bhowmick;Nanyang University of Technology; Singapore Stéphane Bressan; National University ofSingapore; Singapore Andrea Calì; Oxford University; United Kingdom Tiziana Catarci; Universityof Rome “La Sapienza”; Italy Jerome Darmont; University of Lyon 2; France ErnestoDamiani; University of Milan; Italy Sergio Flesca; University of Calabria; Italy Irini Fundulaki;ICS-FORTH; Greece Giorgio Ghelli; University of Pisa; Italy Mohand-Said Hacid; University ofLyon 1; France Anastasios Kementsietsidis; IBM TJ Watson Research Center; USA Laks …,*,*,*
JM Vara; V. Andrikopoulos; MP Papazoglou; E. Marcos,C Zheng; W Shen; H Ghenniwa; G Mecca; M Santomauro; D Santoro; E Veltri; H Mezni; W Chainbi; K Ghedira; A Joha; M Janssen,JM Vara; V. Andrikopoulos; MP Papazoglou; E. Marcos: Towards Model-Driven EngineeringSupport for Service Evolution In the field of Service-Oriented Architecture (SOA) evolution is akey issue given the non-trivial nature of updating widely distributed and heterogeneoussystems. With this in mind; in this work we used some of the technologies developed in the...… C. Zheng; W. Shen; H. Ghenniwa: An Adaptive Intent Resolving Scheme for Service Discoveryand Integration Service discovery and integration is an important research area with efforts investedto explore the potential advantages of collaborative computing in general and service-orientedcomputing in particular. However; current technologies still … G. Mecca; M. Santomauro;D. Santoro; E. Veltri: Middleware-Oriented Government Interoperability Frameworks: A ComparisonWe discuss deployment solutions for e-Government Interoperability Frameworks (GIFs) …,*,*,*
Universit a degli Studi di Roma Tre,Giansalvatore Mecca; P Atzeni; Paolo Merialdo; A Masci; G Sindoni,ABSTRACT Large web sites are becoming repositories of structured information that canbene t from being viewed and queried as relational databases. However; querying theseviews e ciently requires new techniques. Data usually resides at a remote site and isorganized as a set of related HTML documents; with network access being a primary costfactor in query evaluation. This cost can be reduced by exploiting the redundancy oftenfound in site design. We use a simple data model; a subset of the Araneus data model; todescribe the structure of a web site. We augment the model with link and inclusionconstraints that capture the redundancies in the site. We map relational views of a site to anavigational algebra and show how to use the constraints to rewrite algebraic expressions;reducing the number of network accesses. We show that similar techniques can be used …,*,*,*
Dipartimento di Informatica e Sistemistica Universita di Roma\La Sapienza" Via Salaria 113| 00198 Roma; Italy,P Atzeni; L Cabibbo; G Mecca,*,*,*,*
Information Extraction by Convergent Boundary Classification/1 Aidan Finn and Nicholas Kushmerick IE Evaluation: Criticisms and Recommendations/7 A. Lavelli; M...,Yongzheng Zhang; Evangelos Milios; Nur Zincir-Heywood; Stephen Soderland; Oren Etzioni; Tal Shaked; Daniel S Weld; Un Yong Nahm; Raymond J Mooney; Kristina Lerman; Cenk Gazen; Steven Minton; Craig Knoblock; Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo; Farah Benamara; Doug Downey; Rakesh Gupta; Mykel J Kochenderfer; Cheng Niu; Wei Li; Rohini K Srihari; Ana-Maria Popescu; Alexander Yates; Rohit Joshi; Xiaoli Li; Sreeram Ramachandaran; Tze Yun Leong,IE Evaluation: Criticisms and Recommendations / 7 A. Lavelli; ME Califf; F. Ciravegna; D.Freitag; C. Giuliano; N. Kushmerick; and L. Romano … A Comparison of Keyword- andKeyterm-based Methods for Automatic Web Site Summarization / 15 Yongzheng Zhang; EvangelosMilios; and Nur Zincir-Heywood … The Use ofWeb-based Statistics to Validate Information Extraction/ 21 Stephen Soderland; Oren Etzioni; Tal Shaked; and Daniel S. Weld … Using Soft-MatchingMined Rules to Improve Information Extraction / 27 Un Yong Nahm and Raymond J. Mooney… Populating the SemanticWeb / 33 Kristina Lerman; Cenk Gazen; Steven Minton; and CraigKnoblock … Handling Irregularities in ROADRUNNER / 39 Valter Crescenzi; GiansalvatoreMecca; and Paolo Merialdo … A Model for Graded Levels of Generalizations in Intensional QueryAnswering / 45 Farah Benamara … Learning Text Patterns for Web Information …,*,*,*
Dipartimento di Informatica e Sistemistica Universita di Roma\La Sapienza" Via Salaria 113| I-00198 Roma; Italy,Luca Cabibbo; Giansalvatore Mecca,*,*,*,*
Universit a degli Studi di Roma Tre,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,ABSTRACT IsaLog (:) is a research activity aimed at developing a framework that integratesdeductive and object-oriented features. The data model has complex objects with classes;relations; and isa hierarchies; and the language is rule based. The main issue is the denition of the semantics of the language. For the (positive) IsaLog framework three di erentsemantics are given and proven to be equivalent: a model-theoretic semantics; a xpointsemantics; and a semantics based on a reduction to ordinary logic programming withfunction symbols. Then the semantics of the IsaLog: language is proposed. It presents novelfeatures mostly due to the interaction of hierarchies with negation in the body of rules. Twosemantics are presented for IsaLog: programs: a strati ed semantics based on an originalnotion of strati cation; which takes into account hierarchies; and a reduction to logic …,*,*,*
DIFA {Universit a della Basilicata 2 DIA {Universit a Roma Tre 3 DCI {Rutherford Appleton Lab.,P Atzeni; G Mecca; P Merialdo; G Sindoni,*,*,*,*
Universit egli Stu ii Rom 5re Dipartimento di Informatica e Automazione Via della Vasca Navale; 84-00146 Roma; Italy.,Data-Intensive Web Sites; Paolo Atzeni; Giansalvatore Mecca; Paolo Merialdo,Abs TRA CTM any W eb sites include sig nifi cant and su b stantial pieces of information; inaw ay th at is often di cult to sh are; correlate and maintain. In many cases the mana g ementof a W eb site can g reatly b ene fi t from the adoption of met h ods and tec h niq ues b orro wed from the data b ase fi eld. T h is paper introduces a met h odolo gy for desig nin g andmaintainin g lar ge W eb sites b ased on the assumption th at data to be pu b lis h ed in thesite are mana g ed usin ga DB MS. W e see the process of desig nin gthe site as the result oftwo intert w ined activities: the database design and the hypertext design. E ac h of th ese isfurt h er divided in a conceptual design ph ase and a logical design ph ase; b ased onspecifi c data models. A ne w lo g ical data model; called ad m; is used to descri b et hestructure of a W e bh yperte x t. It is pa g e-oriented; in the sense th at the main construct is …,*,*,*
Database Programming Languages (DBPL-5),Giansalvatore Mecca; Anthony J Bonner,Abstract This paper develops a query language for sequence databases; such as genomedatabases and text databases. Unlike relational data; queries over sequential data caneasily produce infinite answer sets; since the universe of sequences is infinite; even for afinite alphabet. The challenge is to develop query languages that are both highly expressiveand finite. This paper develops such a language. It is a subset of a recently developed logiccalled Sequence Datalog [19]. Sequence Datalog distinguishes syntactically betweensubsequence extraction and sequence construction. Extraction creates sequences ofbounded length; and leads to safe recursion; while construction can create sequences ofarbitrary length; and leads to unsafe recursion. In this paper; we develop syntacticrestrictions for Sequence Datalog that allow sequence construction but preserve …,*,*,*
A. Spasić; D. Janković,A Joha; M Janssen; G Mecca; M Santomauro; D Santoro; E Veltri; H Cai; B Xu; F Bu; S Charfi; H Ezzedine; C Kolski,A. Joha; M. Janssen: Design Choices Underlying the Software as a Service (SaaS) BusinessModel from the User Perspective: Exploring the Fourth Wave of Outsourcing Software as a Service(SaaS) can be viewed as the fourth wave of outsourcing. SaaS is a relatively new type of servicedelivery model in which a service provider delivers its services over the web to many users ona pay per use or period … G. Mecca; M. Santomauro; D. Santoro; E. Veltri: Middleware-OrientedGovernment Interoperability Frameworks: A Comparison We discuss deployment solutions fore-Government Interoperability Frameworks (GIFs). We concentrate on middleware-orientedGIFs; ie; those in which middleware modules act as intermediaries among information systemsthat need to exchange … H. Cai; B. Xu; F. Bu: A Conceptual Ontology-based ResourceMeta-Model towards Business-driven Information System Implementation Enterprises …,*,*,*
and Databases,Paolo Atzeni Alberto Mendelzon; Giansalvatore Mecca,Page 1. Paolo Atzeni Alberto Mendelzon Giansalvatore Mecca (Eds.) The World Wide Web andDatabases International Workshop WebDB'98 Valencia; Spain; March 27-28; 1998 SelectedPapers Springer Page 2. Table of Contents Internet Programming: Tools and Applications A UnifiedAlgorithm for Cache Replacement and Consistency in Web Proxy Servers 1 J. Shim; P.Scheuermann; R. Vingralek Transactional Services for the Internet 14 D. Billard On the Unificationof Persistent Programming and the World Wide Web .. 34 R. Connor; K. Sibson; P. ManghiIntegration and Access to Web Data Interactive Query and Search in Semistructured Databases52 R. Goldman; J. Widom Bringing Database Functionality to the WWW 63 D. Konopnicki; 0.Shmueli Fixpoint Calculus for Querying Semistructured Data 78 N. Bidoit; M. Ykhlef HypertextViews on Databases Incremental Maintenance of Hypertext Views 98 …,*,*,*
Letter from the Special Issue Editors,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renee J Miller; Paolo Papotti; Donatello Santoro,The prevalence of large volumes and varieties of accessible data is profoundly changing theway business; government and individuals approach decision making. Organizational bigdata investment strategies regarding what data to collect; clean; integrate; and analyze aretypically driven by some notion of perceived value. However; the value of the data isinescapably tied to the underlying quality of the data. Although for big data; value and qualitymay be correlated; they are conceptually different. For example; a complete and accurate listof the books read on April 1; 2016 by the special editors of this issue may not have muchvalue to anyone else. Whereas even partially complete and somewhat noisy GPS data frompublic transport vehicles may have a high perceived value for transport engineers and urbanplanners. In spite of significant advances in storage and compute capabilities; the time to …,*,*,*
Il Progetto freESBee: Soluzioni Infrastrutturali Open Source per il Sistema Pubblico di Cooperazione Applicativa,GIANSALVATORE MECCA; ALESSANDRO PAPPALARDO; SALVATORE RAUNICH; IL GRUPPO,Il Sistema Pubblico di Cooperazione Applicativa (SPCoop) è stato standardizzato dal CNIPAnel 2005 e finalmente promette di raggiungere il livello del concreto dispiegamento. Questoarticolo fornisce una panoramica sullo stato di avanzamento dell'iniziativa. Per cominciareintroduce l'architettura di SPCoop e il suo raffinamento prodotto nell'ambito del recenteprogetto ICAR. Inoltre; introduce il progetto freESBee; finalizzato alla realizzazione di unasoluzione infrastrutturale di carattere open-source per il Sistema Pubblico di CooperazioneApplicativa; e lo confronta con altre soluzioni open source attualmente disponibili per larealizzazione dell'architettura.,*,*,*
N. Piedra; J. Chicaiza; J. López; E. Tovar,GN Vo; R Lai; I van Zyl; R de la Harpe; G Mecca; M Santomauro; D Santoro; E Veltri; S Sanchez-Gordon; S Lujan-Mora,N. Piedra; J. Chicaiza; J. López; E. Tovar: Seeking Open Educational Resources to ComposeMassive Open Online Courses in Engineering Education An Approach based on Linked OpenData The OER movement has tended to define "openness" in terms of access to use and reuseeducational materials; and to address the geographical and financial barriers amongstudents; teachers and self-learners with open access to high quality … GN Vo; R. Lai: A SecureMulti-Layer e-Document Method for Improving e-Government Processes In recent years; therehas been a tremendous growth in e-Government services due to advances in Information CommunicationTechnology and the number of citizens engaging in e-Government transactions. In governmentadministration; it is very … I. van Zyl; R. de la Harpe: AT-HOME 2.0 - An Educational Frameworkfor Home-based Healthcare This paper intends to describe some of the primary social …,*,*,*
freESBee-SP: An e-Government Federated Single Sign-On Framework,Giansalvatore Mecca; Michele Santomauro; Donatello Santoro; Enzo Veltri,Abstract We consider the problem of handling digital identities within SOA architectures. Weexplore federated; single sign-on solutions based on Identity Managers and ServiceProviders. After an overview of the different standards and protocols; we introduce amiddleware-based architecture to simplify the integration of legacy systems within suchplatforms. Our solution is based on a middleware module that decouples the legacy systemfrom the identity-management modules. We consider both standard point-to-point servicearchitectures; and complex Government Interoperability Frameworks; and reportexperiments to show that our solution provides clear advantages both in terms ofeffectiveness and performance.,*,*,*
Rewriting Ontology-Based Mappings,Giansalvatore Mecca; Guillem Rull; Donatello Santoro; Ernest Teniente,Abstract Data translation consists of the task of moving data from a source database to atarget database. This task is usually performed by developing mappings; ie executabletransformations from the source to the target schema. However; a richer description of thetarget database semantics may be available in the form of an ontology. This is typicallydefined as a set of views over the base tables that provides a unified conceptual view of theunderlying data. We investigate how the mapping process changes when such a richconceptualization of the target database is available. We develop a translation algorithm thatautomatically rewrites a mapping from the source schema to the target ontology into anequivalent mapping from the source to the target databases. Then; we show how to handlethis problem when an ontology is available also for the source. Differently from previous …,*,*,*
The Spicy Project: A New Approach to Schema Matching,Angela Bonifati; Giansalvatore Mecca; Alessandro Pappalardo; Salvatore Raunich,One of the most intriguing challenges of the Internet era is the possibility to integratedisparate; distributed and heterogeneous data sources. A key step in any of theseintegration problems is that of matching source descriptions; ie; solving the so calledschema matching problem [13]. Informally speaking; given two repositories; R and S; findinga match between them means to derive a number of mappings between elements of R andsome corresponding elements of S. To give an example of fairly high generality; suppose Ris a relational database with a customer table with attributes (name; email;shippingAddress); suppose S is an XML repository; with a person element; whose childrenare (fidlName; email; city; zipCode; state); then a match between R and 5 might contain anumber of mapping elements; as follows. First; a number of elementlevel mappings …,*,*,*
diogene: A Methodology for the Certification of Education Systems,GIANSALVATORE MECCA; GIUSEPPE PENTASUGLIA; IRINA COVIELLO; ROSSANA PACIELLO,ABSTRACT This paper introduces the diogene approach to the certification of a learningsystem's products. The methodology developed in the paper allows an education institutionto produce a detailed certification for each student. The certification describes the subjectsand the depth of knowledge that a student has shown to possess during a learning cycle.,*,*,*
Valutazione della Ricerca: Manuale di Sopravvivenza per l'Informatico,GIANSALVATORE MECCA,Questo documento discute metodologie di valutazione della produzione scientifica diricercatori che appartengono al settore informatico. Il suo obiettivo è fornire un contributometodologico alla discussione sulla valutazione della ricerca; mettendo in luce alcuneparticolarità nelle pratiche adottate dagli informatici per la pubblicazione dei loro risultatiscientifici. Queste particolarità; peraltro ampiamente documentate nella letteraturainternazionale; rendono i criteri di valutazione della ricerca tipicamente adottati in altri settoridelle scienze fortemente inadeguati se applicati alla valutazione della ricerca informatica.Oltre a questo contributo relativo al metodo; il documento si spinge fino a discutere alcunialgoritmi specifici per la valutazione della produzione scientifica dei singoli e delle strutture;allo scopo di illustrare più concretamente come sia possibile procedere alla valutazione …,*,*,*
