Tail reconnection triggering substorm onset,Vassilis Angelopoulos; James P McFadden; Davin Larson; Charles W Carlson; Stephen B Mende; Harald Frey; Tai Phan; David G Sibeck; Karl-Heinz Glassmeier; Uli Auster; Eric Donovan; Ian R Mann; I Jonathan Rae; Christopher T Russell; Andrei Runov; Xu-Zhi Zhou; Larry Kepko,Magnetospheric substorms explosively release solar wind energy previously stored inEarth9s magnetotail; encompassing the entire magnetosphere and producing spectacularauroral displays. It has been unclear whether a substorm is triggered by a disruption of theelectrical current flowing across the near-Earth magnetotail; at∼ 10 RE (RE: Earth radius; or6374 kilometers); or by the process of magnetic reconnection typically seen farther out in themagnetotail; at∼ 20 to 30 R E. We report on simultaneous measurements in the magnetotailat multiple distances; at the time of substorm onset. Reconnection was observed at 20 RE; atleast 1.5 minutes before auroral intensification; at least 2 minutes before substormexpansion; and about 3 minutes before near-Earth current disruption. These resultsdemonstrate that substorms are likely initiated by tail reconnection.,Science,2008,370
Increases in plasma sheet temperature with solar wind driving during substorm growth phases,Colin Forsyth; CEJ Watt; Iain J Rae; AN Fazakerley; Nadine ME Kalmoni; Mervyn P Freeman; Peter D Boakes; Rumi Nakamura; Iannis Dandouras; Lynn M Kistler; Caitriona M Jackman; John C Coxon; Christopher M Carr,Abstract During substorm growth phases; magnetic reconnection at the magnetopauseextracts~ 10 15 J from the solar wind which is then stored in the magnetotail lobes. Plasmasheet pressure increases to balance magnetic flux density increases in the lobes. Here weexamine plasma sheet pressure; density; and temperature during substorm growth phasesusing 9 years of Cluster data (> 316;000 data points). We show that plasma sheet pressureand temperature are higher during growth phases with higher solar wind driving; whereasthe density is approximately constant. We also show a weak correlation between plasmasheet temperature before onset and the minimum SuperMAG AL (SML) auroral index in thesubsequent substorm. We discuss how energization of the plasma sheet before onset mayresult from thermodynamically adiabatic processes; how hotter plasma sheets may result …,Geophysical research letters,2014,7
Magnetospheric convection and magnetopause shadowing effects in ULF wave‐driven energetic electron transport,AW Degeling; R Rankin; K Murphy; IJ Rae,Abstract [1] Magnetospheric radiation belt electron transport in the presence of ULF wavesand a convection electric field is investigated using a model that includes a nightside plasmasheet source and electron losses by magnetopause shadowing. Narrow-band ULF waveslaunched from a prescribed dayside magnetopause source are shown to interact withtrapped and untrapped equatorially mirroring electrons within the magnetosphere. Formagnetic moments less than 8 keV/nT and a strong convection electric field (in the order of 5mV/m); we find that a limb of untrapped plasma sheet electrons extending across thedayside magnetosphere into the afternoon sector provides a phase space density (PSD)source for injection to lower L-shells by ULF waves; causing a rapid enhancement in PSD.However; the same ULF wave activity gives rise to a rapid dropout in PSD for electrons …,Journal of Geophysical Research: Space Physics,2013,7
Alfvén: magnetosphere—ionosphere connection explorers,M Berthomier; AN Fazakerley; C Forsyth; Raymond Pottelette; O Alexandrova; A Anastasiadis; A Aruliah; P-L Blelly; Carine Briand; R Bruno; P Canu; Baptiste Cecconi; T Chust; I Daglis; J Davies; M Dunlop; Dominique Fontaine; Vincent Génot; Bjorn Gustavsson; G Haerendel; Maria Hamrin; Mike Hapgood; S Hess; D Kataria; K Kauristie; S Kemble; Yuri Khotyaintsev; H Koskinen; Laurent Lamy; B Lanchester; P Louarn; E Lucek; R Lundin; M Maksimovic; J Manninen; Aurélie Marchaudon; O Marghitu; G Marklund; S Milan; J Moen; Fabrice Mottez; Hans Nilsson; N Ostgaard; CJ Owen; M Parrot; A Pedersen; C Perry; J-L Pinçon; Frederic Pitout; T Pulkkinen; IJ Rae; Laurence Rezeau; A Roux; I Sandahl; I Sandberg; E Turunen; J Vogt; A Walsh; CEJ Watt; JA Wild; M Yamauchi; Philippe Zarka; Iannis Zouganelis,Abstract The aurorae are dynamic; luminous displays that grace the night skies of Earth'shigh latitude regions. The solar wind emanating from the Sun is their ultimate energy source;but the chain of plasma physical processes leading to auroral displays is complex. Thespecial conditions at the interface between the solar wind-driven magnetosphere and theionospheric environment at the top of Earth's atmosphere play a central role. In this AuroralAcceleration Region (AAR) persistent electric fields directed along the magnetic fieldaccelerate magnetospheric electrons to the high energies needed to excite luminosity whenthey hit the atmosphere. The “ideal magnetohydrodynamics” description of space plasmaswhich is useful in much of the magnetosphere cannot be used to understand the AAR. TheAAR has been studied by a small number of single spacecraft missions which revealed …,Experimental Astronomy,2012,7
Dependence of ground-based Pc5 ULF wave power on F10. 7 solar radio flux and solar cycle phase,Kyle R Murphy; Ian R Mann; I Jonathan Rae; David K Milling,Abstract Utilising fifteen (1990–2005) years of ground-based magnetometer data from fourmagnetometer stations; we characterise the statistical dependence of the Pc5 ULF wavepower spectra on variations in F10. 7 solar radio flux and on solar cycle phase. We showthat the median Pc5 ULF wave power spectra can be characterised as a power-law with alocalised Gaussian centred at a specific frequency superimposed on the power-lawspectrum. Further; we demonstrate that the location of the Gaussian in frequencysystematically varies with both solar cycle phase and F10. 7 and is more pronounced duringhigh-speed solar wind intervals. We postulate that the localised power spectrumenhancement (or Gaussian) is a manifestation of the local eigenfrequency of field lineresonances in the Earth's magnetosphere and that the variation in the location of the …,Journal of Atmospheric and Solar-Terrestrial Physics,2011,7
Multi-instrument observations of ULF wave-driven discrete auroral arcs propagating sunward and equatorward from the poleward boundary of the duskside auroral...,JT Mathews; IR Mann; IJ Rae; J Moen,An investigation into how discrete frequency fast mode waves propagating sunward from themagnetotail may drive field line resonant Alfvén waves on closed field lines on the afternoonflank of the Earth's magnetosphere is presented. Due to the morphology of the magnetic fieldlines on the flank; higher latitude poleward boundary auroral field lines map deeper into themagnetotail; implying that phase lags from mode coupling to sunward propagating fastmode waves in this stretched field geometry can overcome the standard poleward phasepropagation of typical field line resonances; producing resonant Alfvén wave-driven discreteauroral arcs that propagate equatorward on closed field lines. A comparison is madebetween the predicted results and magnetometer; all sky camera and meridian scanningphotometer observations of multiple east–west aligned discrete auroral arcs that …,Physics of Plasmas,2004,7
Combined THEMIS and ground‐based observations of a pair of substorm‐associated electron precipitation events,Mark A Clilverd; Craig J Rodger; I Jonathan Rae; James B Brundell; Neil R Thomson; Neil Cobbett; Pekka T Verronen; Frederick W Menk,Abstract [1] Using ground-based subionospheric radio wave propagation data from two verylow frequency (VLF) receiver sites; riometer absorption data; and THEMIS satelliteobservations; we examine in detail energetic electron precipitation (EEP) characteristicsassociated with two substorm precipitation events that occurred on 28 May 2010. In anadvance on the analysis undertaken by Clilverd et al.(2008); we use phase observations ofVLF radio wave signals to describe substorm-driven EEP characteristics more accuratelythan before. Using a> 30 keV electron precipitation flux of 5.6× 10 7 el. cm− 2 sr− 1 s− 1 anda spectral gradient consistent with that observed by THEMIS; it was possible to accuratelyreproduce the peak observed riometer absorption at Macquarie Island (L= 5.4) and theassociated NWC radio wave phase change observed at Casey; Antarctica; during the …,Journal of Geophysical Research: Space Physics,2012,6
A direct examination of the dynamics of dipolarization fronts using MMS,ZH Yao; IJ Rae; RL Guo; AN Fazakerley; CJ Owen; R Nakamura; W Baumjohann; Clare EJ Watt; KJ Hwang; BL Giles; CT Russell; RB Torbert; A Varsani; HS Fu; QQ Shi; X‐J Zhang,Abstract Energy conversion on the dipolarization fronts (DFs) has attracted much researchattention through the suggestion that intense current densities associated with DFs canmodify the more global magnetotail current system. The current structures associated with aDF are at the scale of one to a few ion gyroradii; and their duration is comparable to aspacecraft's spin period. Hence; it is crucial to understand the physical mechanisms of DFswith measurements at a timescale shorter than a spin period. We present a case studywhereby we use measurements from the Magnetospheric Multiscale (MMS) Mission; whichprovides full 3-D particle distributions with a cadence much shorter than a spin period. Weprovide a cross validation amongst the current density calculations and examine theassumptions that have been adopted in previous literature using the advantages of MMS …,Journal of Geophysical Research: Space Physics,2017,5
What effect do substorms have on the content of the radiation belts?,C Forsyth; IJ Rae; KR Murphy; MP Freeman; C‐L Huang; HE Spence; AJ Boyd; JC Coxon; CM Jackman; NME Kalmoni; CEJ Watt,Abstract Substorms are fundamental and dynamic processes in the magnetosphere;converting captured solar wind magnetic energy into plasma energy. These substorms havebeen suggested to be a key driver of energetic electron enhancements in the outer radiationbelts. Substorms inject a keV “seed” population into the inner magnetosphere which issubsequently energized through wave-particle interactions up to relativistic energies;however; the extent to which substorms enhance the radiation belts; either directly orindirectly; has never before been quantified. In this study; we examine increases anddecreases in the total radiation belt electron content (TRBEC) following substorms andgeomagnetically quiet intervals. Our results show that the radiation belts are inherentlylossy; shown by a negative median change in TRBEC at all intervals following substorms …,Journal of Geophysical Research: Space Physics,2016,4
Substructures within a dipolarization front revealed by high‐temporal resolution Cluster observations,Zhonghua Yao; AN Fazakerley; A Varsani; IJ Rae; CJ Owen; D Pokhotelov; C Forsyth; RL Guo; SC Bai; ST Yao; N Doss,Abstract The dipolarization front (DF); usually observed near the leading edge of a burstybulk flow (BBF); is thought to carry an intense current sufficient to modify the large-scale near-Earth magnetotail current system. However; the physical mechanism of the currentgeneration associated with DFs is poorly understood. This is primarily due to the limitationsof conventional plasma instruments which are unable to provide a sufficient number ofunaliased 3-D distribution functions on the timescale of the DF; which usually travels past aspacecraft in only a few seconds. It is thus almost impossible to unambiguously determinethe detailed plasma structure of the DF at the usual temporal resolution of such instruments.Here we present detailed plasma measurements using the Cluster Plasma Electron andCurrent Experiment and Cluster Ion Spectrometry-Composition and Distribution Function …,Journal of Geophysical Research: Space Physics,2016,4
On the nature of ULF wave power during nightside auroral activations and substorms: 1. Spatial distribution,Kyle R Murphy; I Jonathan Rae; Ian R Mann; David K Milling,Abstract [1] We present the results of a statistical analysis of ground-based magnetometerUltra Low Frequency (ULF) wave power and polarization during substorm expansion phaseonset in three ULF wave bands; the longer-period Pi1 (10–40 s) band; the Pi1-2 (24–96 s)band; and Pi2 (40–150 s) wave band; in order to determine whether these wave bands arestatistically disparate phenomena during expansion phase onset. Utilizing over 800nightside auroral activations and substorms identified by the Imager for Magnetopause-to-Aurora Global Exploration (IMAGE) satellite; we characterize the two-dimensional spatialdistribution of ULF wave power; angle of azimuth; and ellipticity with respect to the spatialand temporal onset of the initial auroral brightening as observed by IMAGE. We determinethe statistical ULF wave power spectra observed during substorm expansion phase onset …,Journal of Geophysical Research: Space Physics,2011,4
Polar observations of the time‐varying cusp,IJ Rae; M Lester; SE Milan; TA Fritz; M Grande; JD Scudder,Abstract We present a multi-instrument case study of the signatures associated with the cuspobserved by the Charge and Mass Magnetospheric Ion Composition Experiment(CAMMICE); Hot Plasma Analyzer (HYDRA) and Magnetic Fields Experiment (MFE)instruments onboard the Polar satellite between 0900 and 1300 UT on October 29; 1996.Characteristic signatures of the midaltitude cusp include ions of energies 10 2–10 4 eV;electrons of energies 10–10 3 eV; and a structured depression in the local magnetic field.During this cusp pass; ion fluxes in the 1–20 keV range were modulated quasi-periodicallyon timescales of between 12 and 20 min; while energy-dispersed ion count rates wereobserved close to the open-closed field line boundary. The particle populations on the cuspfield lines are dominated by H+ and He++ ions (characteristic of magnetosheath-like …,Journal of Geophysical Research: Space Physics,2001,4
Auroral streamer and its role in driving wave-like pre-onset aurora,Zhonghua Yao; ZY Pu; IJ Rae; Aikaterini Radioti; MV Kubyshkina,Abstract The time scales of reconnection outflow; substorm expansion; and development ofinstabilities in the terrestrial magnetosphere are comparable; ie; from several to tens ofminutes; and their existence is related. In this paper; we investigate the physical relationsamong those phenomena with measurements during a substorm event on January 29;2008. We present conjugate measurements from ground-based high-temporal resolution all-sky imagers and in situ THEMIS measurements. An auroral streamer (north–south alignedthin auroral layer) was formed and propagated equatorward; which usually implies anearthward propagating plasma flow in the magnetotail. At the most equatorward part of theauroral streamer; a wave-like auroral band was formed aligning in the east–west direction.The wave-like auroral structure is usually explained as a consequence of instability …,Geoscience Letters,2017,3
Identifying intervals of temporally invariant field‐aligned currents from Swarm: Assessing the validity of single‐spacecraft methods,C Forsyth; IJ Rae; IR Mann; IP Pakhotin,Abstract Field-aligned currents (FACs) are a fundamental component of coupled solar wind-magnetosphere-ionosphere. By assuming that FACs can be approximated by stationaryinfinite current sheets that do not change on the spacecraft crossing time; single-spacecraftmagnetic field measurements can be used to estimate the currents flowing in space. Bycombining data from multiple spacecraft on similar orbits; these stationarity assumptions canbe tested. In this technical report; we present a new technique that combines crosscorrelation and linear fitting of multiple spacecraft measurements to determine the reliabilityof the FAC estimates. We show that this technique can identify those intervals in which thecurrents estimated from single-spacecraft techniques are both well correlated and havesimilar amplitudes; thus meeting the spatial and temporal stationarity requirements. Using …,Journal of Geophysical Research: Space Physics,2017,3
Accurately characterizing the importance of wave‐particle interactions in radiation belt dynamics: The pitfalls of statistical wave representations,Kyle R Murphy; Ian R Mann; I Jonathan Rae; David G Sibeck; Clare EJ Watt,Abstract Wave-particle interactions play a crucial role in energetic particle dynamics in theEarth's radiation belts. However; the relative importance of different wave modes in thesedynamics is poorly understood. Typically; this is assessed during geomagnetic storms usingstatistically averaged empirical wave models as a function of geomagnetic activity inadvanced radiation belt simulations. However; statistical averages poorly characterizeextreme events such as geomagnetic storms in that storm-time ultralow frequency wavepower is typically larger than that derived over a solar cycle and Kp is a poor proxy for storm-time wave power.,Journal of Geophysical Research: Space Physics,2016,3
ULF waves above the nightside auroral oval during substorm onset,IJ Rae; Clare EJ Watt,Magnetohydrodynamic (MHD) waves propagating in Earth's magnetotail represent afundamental method for the transfer of energy and momentum throughout themagnetosphere–ionosphere system. Rapid changes in magnetotail stresses are mediatedbetween the magnetosphere and ionosphere via ultra‐low‐frequency (ULF) waves. Amagnetotail dipolarization can be thought of as a compressional or rarefaction waveprogressing outwards from the inner magnetosphere; and shear Alfvén waves carry thecurrent that couples the magnetosphere to the ionosphere; creating current systems such asthe substorm current wedge (SCW) as well as those currents responsible for generating theaurora. Decades of research have shown the importance of ULF waves during substorms. Inthis chapter; we review historical ground‐based observations of ULF waves tied to …,Low-Frequency Waves in Space Plasmas,2016,3
Comment on “Formation of substorm Pi2: A coherent response to auroral streamers and currents” by Y. Nishimura et al.,I Jonathan Rae; Kyle R Murphy; David M Miles; Clare EJ Watt; Ian R Mann,[1] In their recent paper; Nishimura et al.[2012]; hereafter termed N12; conclude that Pi2magnetic field pulsations and auroral brightenings in the substorm expansion phase aredriven coherently by flow bursts in the magnetotail. The authors claim not only that the flowbursts; auroral brightenings; and magnetic field perturbations all have periodicities in the Pi2range but significantly also that the individual perturbations are all coherent and; as aconsequence; infer a causal and one-to-one connection between them. In their scenario;fast earthward flows in the plasma sheet with fine structure in the Pi2 frequency range areresponsible; in a piecewise and coherent fashion; for establishing one-by-one additionalelements of the substorm current wedge (SCW) in response to each element of the flowburst fine structure. In other words; each subsequent flow burst adds an additional current …,Journal of Geophysical Research: Space Physics,2013,3
Pi2 pulsation periodicity and variations in magnetotail flows,KR Murphy; A Kale; IJ Rae; IR Mann; ZC Dent,Abstract: Pi2 pulsations are a category of ULF waves with periods between 40–150 secondsfrequently observed by ground-based magnetometers predominantly during substorm onset.The origin of these pulsations has been attributed to the coupling of Alfvénic oscillationsassociated with the generation of the substorm current wedge; and fast-mode compressionalwaves moving radially inward from the tail; including plasmaspheric cavity modes at low-latitudes. It has recently been suggested that the frequencies of observed night-side auroralzone and low-latitude Pi2 pulsations; or Pi2 waveforms on the flanks; may be due to periodicvariations in the sunward plasma flow from the tail such as during multiple bursty bulk flows(BBFs). Using a favourable conjunction of the Geotail satellite with the CARISMAgroundbased magnetometers on 23rd December 2000; the relationship between the …,Proceedings of the Eighth International Conference on Substorms (ICS-8),2006,3
An explanation of auroral intensification during the substorm expansion phase,Zhonghua Yao; IJ Rae; ATY Lui; KR Murphy; CJ Owen; ZY Pu; C Forsyth; D Grodent; Q‐G Zong; AM Du; NME Kalmoni,Abstract A multiple auroral onset substorm on 28 March 2010 provides an opportunity tounderstand the physical mechanism in generating auroral intensifications during a substormexpansion phase. Conjugate observations of magnetic fields and plasma from the TimeHistory of Events and Macroscale Interactions during Substorms (THEMIS) spacecraft; offield-aligned currents (FACs) from the Active Magnetosphere and Planetary ElectrodynamicsResponse Experiment (AMPERE) satellites; and from ground-based magnetometers andaurora are all available. The comprehensive measurements allow us to further ourunderstanding of the complicated causalities among dipolarization; FAC generation; particleacceleration; and auroral intensification. During the substorm expansion phase; the plasmasheet expanded and was perturbed leading to the generation of a slow mode wave …,Journal of Geophysical Research: Space Physics,2017,2
Two fundamentally different drivers of dipolarizations at Saturn,ZH Yao; D Grodent; LC Ray; IJ Rae; AJ Coates; ZY Pu; AT Lui; A Radioti; JH Waite; GH Jones; RL Guo; WR Dunn,Abstract Solar wind energy is transferred to planetary magnetospheres via magnetopausereconnection; driving magnetospheric dynamics. At giant planets like Saturn; rapid rotationand internal plasma sources from geologically active moons also drive magnetosphericdynamics. In both cases; magnetic energy is regularly released via magnetospheric currentredistributions that usually result in a change of the global magnetic field topology (namedsubstorm dipolarization at Earth). Besides this substorm dipolarization; the front boundary ofthe reconnection outflow can also lead to a strong but localized magnetic dipolarization;named a reconnection front. The enhancement of the north-south magnetic component isusually adopted as the indicator of magnetic dipolarization. However; this field increasealone cannot distinguish between the two fundamentally different mechanisms. Using …,Journal of Geophysical Research: Space Physics,2017,2
Statistical azimuthal structuring of the substorm onset arc: implications for the onset mechanism,NME Kalmoni; IJ Rae; KR Murphy; C Forsyth; CEJ Watt; CJ Owen,Abstract The onset of an auroral substorm is generally thought to occur on a quiet;homogeneous auroral arc. We present a statistical study of independently selected substormonset arcs and find that over 90% of the arcs studied have resolvable characteristic spatialscales in the form of auroral beads. We find that the vast majority (~ 88%) of auroral beadshave small amplitudes relative to the background; making them invisible without quantitativeanalysis. This confirms that auroral beads are highly likely to be ubiquitous to all onset arcs;rather than a special case phenomena as previously thought. Moreover; as these auroralbeads grow exponentially through onset; we conclude that a magnetospheric plasmainstability is fundamental to substorm onset itself.,Geophysical Research Letters,2017,2
Discovery of co-rotating magnetic reconnection in Saturn's magnetosphere,Zhonghua Yao; AJ Coates; LC Ray; IJ Rae; Denis Grodent; GH Jones; MK Dougherty; CJ Owen; RL Guo; W Dunn; A Radioti; ZY Pu; GR Lewis; JH Waite; J-C Gerard,Abstract: Magnetic reconnection; as a fundamental energy conversion mechanism; canexplosively convert energy contained in a magnetic field into ionised particles in solarsystem; astrophysical plasmas and laboratory plasmas. Planetary magnetic reconnectioncan be driven by solar wind energy or planetary internal energy. Externally drivenprocesses; from the solar wind; have been extensively investigated at Earth and Mercury.Internally driven processes dictate important dynamics in giant planetary magnetospheres;However; it is not yet established how this process drives magnetospheric energy releaseand re-loading. Here; using measurements from the Cassini spacecraft in Saturn'smagnetosphere; we propose a creative 3D co-rotating reconnection model; which is drivenby an internal source. Our results demonstrate that co-rotating magnetic reconnection can …,arXiv preprint arXiv:1701.04559,2017,2
Effects of ULF wave power on relativistic radiation belt electrons: 8–9 October 2012 geomagnetic storm,D Pokhotelov; IJ Rae; KR Murphy; IR Mann; L Ozeke,Abstract Electromagnetic ultralow-frequency (ULF) waves are known to play a substantialrole in radial transport; acceleration; and loss of relativistic particles trapped in the Earth'souter radiation belt. Using in situ observations by multiple spacecraft operating in the vicinityof outer radiation belts; we analyze the temporal and spatial behavior of ULF wavesthroughout the geomagnetic storm of 8–9 October 2012 and compare with the dynamics ofrelativistic electron fluxes on board the twin Van Allen Probes spacecraft. The analysisshows that the relativistic electron fluxes reduce from their prestorm levels during the firstphase of the storm and rapidly increase during the second phase of the storm. Wedemonstrate that the behavior of ULF wave power changes throughout the storm; from ULFoscillations being a mixture of compressional and shear magnetic components during the …,Journal of Geophysical Research: Space Physics,2016,2
The influence of solar wind variability on magnetospheric ULF wave power,D Pokhotelov; IJ Rae; KR Murphy; IR Mann,Magnetospheric ultra-low frequency (ULF) oscillations in the Pc 4–5 frequency range playan important role in the dynamics of Earth's radiation belts; both by enhancing the radialdiffusion through incoherent interactions and through the coherent drift-resonant interactionswith trapped radiation belt electrons. The statistical distributions of magnetospheric ULFwave power are known to be strongly dependent on solar wind parameters such as solarwind speed and interplanetary magnetic field (IMF) orientation. Statistical characterisation ofULF wave power in the magnetosphere traditionally relies on average solar wind–IMFconditions over a specific time period. In this brief report; we perform an alternativecharacterisation of the solar wind influence on magnetospheric ULF wave activity throughthe characterisation of the solar wind driver by its variability using the standard deviation …,Annales Geophysicae,2015,2
Using ultra-low frequency waves and their characteristics to diagnose key physics of substorm onset,IJ Rae; KR Murphy; Clare EJ Watt; Ian R Mann; Zhonghua Yao; Nadine ME Kalmoni; Colin Forsyth; David K Milling,Abstract Substorm onset is marked in the ionosphere by the sudden brightening of anexisting auroral arc or the creation of a new auroral arc. Also present is the formation ofauroral beads; proposed to play a key role in the detonation of the substorm; as well as thedevelopment of the large-scale substorm current wedge (SCW); invoked to carry the currentdiversion. Both these phenomena; auroral beads and the SCW; have been intimately relatedto ultra-low frequency (ULF) waves of specific frequencies as observed by ground-basedmagnetometers. We present a case study of the absolute and relative timing of Pi1 and Pi2ULF wave bands with regard to a small substorm expansion phase onset. We find that thereis both a location and frequency dependence for the onset of ULF waves. A clear epicentreis observed in specific wave frequencies concurrent with the brightening of the substorm …,Geoscience Letters,2017,1
Corotating magnetic reconnection site in Saturn’s magnetosphere,ZH Yao; AJ Coates; LC Ray; IJ Rae; Denis Grodent; Geraint H Jones; MK Dougherty; CJ Owen; RL Guo; WR Dunn; Aikaterini Radioti; ZY Pu; GR Lewis; JH Waite; J-C Gérard,Abstract Using measurements from the Cassini spacecraft in Saturn's magnetosphere; wepropose a 3D physical picture of a corotating reconnection site; which can only be driven byan internally generated source. Our results demonstrate that the corotating magneticreconnection can drive an expansion of the current sheet in Saturn's magnetosphere and;consequently; can produce Fermi acceleration of electrons. This reconnection site lasted forlonger than one of Saturn's rotation period. The long-lasting and corotating natures of themagnetic reconnection site at Saturn suggest fundamentally different roles of magneticreconnection in driving magnetospheric dynamics (eg; the auroral precipitation) from theEarth. Our corotating reconnection picture could also potentially shed light on the fastrotating magnetized plasma environments in the solar system and beyond.,The Astrophysical Journal Letters,2017,1
The dependence of magnetospheric plasma mass loading on geomagnetic activity using Cluster,JK Sandhu; TK Yeoman; IJ Rae; RC Fear; I Dandouras,Abstract Understanding changes in the magnetospheric mass density during disturbedgeomagnetic conditions provides valuable insight into the dynamics and structure of theenvironment. The mass density plays a significant role in a variety of magnetosphericprocesses; such as wave propagation; magnetic reconnection rates and radiation beltdynamics. In this study; the spatial variations of total plasma mass density are exploredthrough the analysis of Cluster observations. Data from the WHISPER (Waves of Highfrequency and Sounder for Probing of Electron density by Relaxation) and CODIF (ionComposition and Distribution Function analyser) instruments; on board the four Clusterspacecraft for a time interval spanning 2001-2012; are used to determine empirical modelsdescribing the distribution of the total plasma mass density along closed geomagnetic …,Journal of Geophysical Research: Space Physics,2017,1
Jupiter's X-ray aurora during the Juno approach,William Dunn; Graziella Branduardi-Raymont; Caitriona Jackman; Ralph Kraft; Ron Elsner; I Jonathan Rae; Marissa Vogt; G Randall Gladstone; Glenn Orton; James Sinclair; Peter Ford; Chihiro Tao; Georgina Graham; Raquel Caro Carretero; Andrew Coates; Geraint Jones,Abstract Jupiter's Northern soft X-ray aurora is concentrated into a mysterious polar hot spotthat rotates with the planet and is characterised by spectral line signatures of precipitatingMeV ions [Gladstone et al. 2002; Elsner et al. 2005; Branduardi-Raymont et al. 2007]. Theseenergetic polar auroral emissions exhibit pulsations on timescales of several 10s of minutesand vary morphology; intensity and precipitating particle populations with changing solarwind conditions [Dunn et al. 2016; Kimura et al. 2016]. Precisely how the solar wind modifiesJupiter's downward current system in order to produce these changes in X-ray auroraremains debated (suggestions include: magnetopause reconnection [eg: Bunce et al. 2004];Kelvin Helmholtz Instabilities [eg: Kimura et al. 2016] or internal drivers [Waite et al. 1995;Cravens et al. 2003]). To better constrain the link between the auroral X-rays and the …,EGU General Assembly Conference Abstracts,2017,1
The evolution of solar wind strahl with heliospheric distance,GA Graham; IJ Rae; CJ Owen; AP Walsh; CS Arridge; L Gilbert; GR Lewis; GH Jones; C Forsyth; AJ Coates; JH Waite,Abstract Field-aligned beams of suprathermal electrons; known as “strahl;” are a frequentlyobserved constituent of solar wind plasma. However; the formation and interplanetaryevolution of the strahl electron populations has yet to be fully understood. As strahl electronstravel away from the Sun; they move into regions of decreasing magnetic field strength andthus are subject to adiabatic focusing. However; the widths of strahl pitch angle distributionsobserved at 1 AU are significantly broader than expected. Previous investigations havefound that the average observed strahl pitch angle width actually increases with heliocentricradial distance. This implies that strahl electrons must be subjected to some form of pitchangle scattering process or processes; details of which as of yet remain elusive. In thispaper; we use Cassini electron measurements to examine strahl beams across a …,Journal of Geophysical Research: Space Physics,2017,1
Identifying the magnetotail lobes with Cluster magnetometer data,JC Coxon; CM Jackman; Mervyn P Freeman; Colin Forsyth; I Jonathan Rae,Abstract We describe a novel method for identifying times when a spacecraft is in Earth'smagnetotail lobes solely using magnetometer data. We propose that lobe intervals can bewell identified as times when the magnetic field is strong and relatively invariant; definedusing thresholds in the magnitude of BX and the standard deviation σ of the magnetic fieldmagnitude. Using data from the Cluster spacecraft at downtail distances greater than 8 REduring 2001–2009; we find that thresholds of 30 nT and 3.5 nT; respectively; optimizeagreement with a previous; independently derived lobe identification method that used bothmagnetic and plasma data over the same interval. Specifically; our method has a moderatelyhigh accuracy (66%) and a low probability of false detection (11%) in comparison to theother method. Furthermore; our method identifies the lobe on many other occasions when …,Journal of Geophysical Research: Space Physics,2016,1
Automated determination of auroral breakup during the substorm expansion phase using all‐sky imager data,Kyle R Murphy; David M Miles; Clare EJ Watt; I Jonathan Rae; Ian R Mann; Harald U Frey,Abstract This paper describes a novel method for quantitatively and routinely identifyingauroral breakup following substorm onset using the Time History of Events and MacroscaleInteractions during Substorms all-sky imagers. Substorm onset is characterized by abrightening of the aurora that is followed by auroral poleward expansion and auroralbreakup. This breakup can be identified by a sharp increase in the auroral intensity i (t) andthe time derivative of auroral intensity i (t). Utilizing both i (t) and i'(t); we have developed analgorithm for identifying the time interval and spatial location of auroral breakup during thesubstorm expansion phase based solely on quantifiable characteristics of the optical auroralemissions. We compare the time interval determined by the algorithm to independentlyidentified auroral onset times from three previously published studies. In each case the …,Journal of Geophysical Research: Space Physics,2014,1
Characterization of Intense ULF Wave Power Spectra During the``Halloween''2003 Geomagnetic Storm,IR Mann; TM Loto'Aniu; ZC Dent; LG Ozeke; DK Milling; IJ Rae; CL Waters,Abstract Large amplitude Pc5 ULF waves observed by the CANOPUS; IMAGE and SAMNETmagnetometer arrays are characterized during the Halloween 2003 storm. Following stormonset; very large ULF power in discrete frequencies penetrates to very low-L shellsspanning in the entire outer radiation belt and into the slot region. This is especiallypronounced during 29th October 2003; coincident with the inwards motion of the outerradiation belt into the slot. ULF power is observed with discrete spectral peaks; and usingmultiple arrays we characterize the global structure of the ULF spectra and examine theexcitation of latitudinally localized power enhancements. Comparing the observed waves tothe cross-phase derived Alfven continuum; we determine the role of localized discrete fieldline resonances in the accumulation of this ULF wave power. Further; using the observed …,AGU Fall Meeting Abstracts,2004,1
The Expanded and Upgraded CANOPUS Magnetometer Array: An Extensive Ground-based Magnetometer Array in the THEMIS and ILWS Era.,IR Mann; DK Milling; A Kale; IJ Rae; ZC Dent; T Loto'Aniu; DD Wallis,Abstract The ground-based CANOPUS magnetometer array presently consists of 13 fluxgatemagnetometers sampling at 5s. Following the award of\$1.3 M from the Canada Foundationfor Innovation; the array will be expanded through the deployment of an additional 15 3-component fluxgate magnetometers together with 8 two-component induction coilmagnetometers. Data from the expanded 28 site CANOPUS Magnetometer Array (CMA) willbe upgraded to provide a standard 1s resolution data product; with raw fluxgate sampleddata at 8Hz also being stored. The induction coil magnetometers will sample at 20 Hz.Collectively; the expanded array will provide a unique capability for monitoring the magneticsignatures of geomagnetic activity on a continental scale. Here we outline the fundedplanning for the expansion of the CMA; and review the highest priority science targets …,AGU Spring Meeting Abstracts,2004,1
