Highly uniform and reproducible surface-enhanced Raman scattering from DNA-tailorable nanoparticles with 1-nm interior gap,Dong-Kwon Lim; Ki-Seok Jeon; Jae-Ho Hwang; Hyoki Kim; Sunghoon Kwon; Yung Doug Suh; Jwa-Min Nam,Abstract An ideal surface-enhanced Raman scattering (SERS) nanostructure for sensingand imaging applications should induce a high signal enhancement; generate areproducible and uniform response; and should be easy to synthesize. Many SERS-activenanostructures have been investigated; but they suffer from poor reproducibility of the SERS-active sites; and the wide distribution of their enhancement factor values results in anunquantifiable SERS signal. Here; we show that DNA on gold nanoparticles facilitates theformation of well-defined gold nanobridged nanogap particles (Au-NNP) that generate ahighly stable and reproducible SERS signal. The uniform and hollow gap (∼ 1 nm) betweenthe gold core and gold shell can be precisely loaded with a quantifiable amount of Ramandyes. SERS signals generated by Au-NNPs showed a linear dependence on probe …,Nature nanotechnology,2011,571
Asymmetric aneuploidy in mesenchymal stromal cells detected by in situ karyotyping and fluorescence in situ hybridization: suggestions for reference values for ste...,Seon Young Kim; Kyongok Im; Si Nae Park; Jiseok Kwon; Jung-Ah Kim; Qute Choi; Sang Mee Hwang; Sung-Hee Han; Sunghoon Kwon; Il-Hoan Oh; Dong Soon Lee,Cytogenetic testing is important to ensure patient safety before therapeutic application ofmesenchymal stromal cells (MSCs). However; the standardized methods and criteria for thescreening of chromosomal abnormalities of MSCs have not yet been determined. Weinvestigated the frequency of cytogenetic aberrations in MSCs using G-banding andfluorescence in situ hybridization (FISH) and suggest reference values for aneuploidy inMSCs. Cytogenetic analysis was performed on 103 consecutive cultures from 68 MSCs (25adipose-origin; 20 bone marrow-origin; 18 cord blood-origin; and 5 neural stem cells; 8 fromadipose tissue of patients with breast cancer and 60 from healthy donors). We compared theMSC aneuploidy patterns with those of hematological malignancies and benignhematological diseases. Interphase FISH showed variable aneuploid clone proportions …,Stem cells and development,2014,8
Light emitting diode coating method,*,Provided is a light emitting diode (hereinafter; referred to as an LED) coating method; andmore particularly; an LED coating method that can be used to coat a phosphor; a molding;etc.; on an LED. The LED coating method includes (a) preparing a substrate and a pluralityof LEDs arranged on the substrate;(b) applying a photoresist onto the substrate and theplurality of LEDs; and (c) selectively exposing the photoresist to light to form a first coating onsurfaces of the plurality of LEDs. Here; the first coating is formed by curing the photoresist.,*,2013,8
Color encoded magnetic structure,*,*,*,2012,8
Solar cell apparatus using microlens and method for manufacturing same,*,Provided are a solar cell apparatus and a method of manufacturing the same. Moreparticularly; a high efficiency; inexpensive and large-area solar cell apparatus using amicrolens; and a method of manufacturing the same are provided. The solar cell apparatusincludes a plate on which a plurality of lenses are arranged on one surface; and a plurality ofsolar cells receiving light concentrated by the lenses.,*,2014,7
Method of creating colored materials by fixing ordered structures of magnetite nanoparticles within a solid media,*,Compositions and methods wherein ordered structures of photonic nanocrystals are createdin a liquid medium and then such structures are fixed by converting the liquid medium to asolid. In addition; compositions and methods of reversibly fixing such structures; so thatordered structures can be reversibly created in a liquid medium; converted to solid; and thenconverted back to liquid; wherein new ordered structures can be created and again fixed.,*,2010,7
Embedded biofilm; a new biofilm model based on the embedded growth of bacteria,Yong-Gyun Jung; Jungil Choi; Soo-Kyoung Kim; Joon-Hee Lee; Sunghoon Kwon,ABSTRACT A variety of systems have been developed to study biofilm formation. However;most systems are based on the surface-attached growth of microbes under shear stress. Inthis study; we designed a microfluidic channel device; called a microfluidic agarose channel(MAC); and found that microbial cells in the MAC system formed an embedded cellaggregative structure (ECAS). ECASs were generated from the embedded growth ofbacterial cells in an agarose matrix and better mimicked the clinical environment of biofilmsformed within mucus or host tissue under shear-free conditions. ECASs were developedwith the production of extracellular polymeric substances (EPS); the most important featureof biofilms; and eventually burst to release planktonic cells; which resembles the fulldevelopmental cycle of biofilms. Chemical and genetic effects have also confirmed that …,Applied and environmental microbiology,2015,6
Evaluation of the GenoType® MTBDR sl assay in Korean patients with MDR or XDR tuberculosis,Hyun Yong Jeong; Haeun Kim; Sunghoon Kwon; Sungweon Ryoo,Abstract Background This study used the GenoType® MTBD Rsl assay (MTBDRsl; HainLifescience; Nehren; Germany); an assay for anti-tuberculosis drug susceptibility testing; forthe detection of resistance of 40 tuberculosis strains to fluroquinolones (FLQ); injectabledrugs (amikacin or capreomycin) and ethambutol to identify multi-drug resistant andextensively drug-resistant tuberculosis patients previously identified by solid drugsusceptibility test (DST). Methods These tuberculosis strains were analysed by both DNAsequencing and conventional drug susceptibility testing on solid medium. Results Theoverall agreement rates of the MTBDR sl assay and phenotypic drug susceptibility testing forthe detection of ofloxacin (OXF); moxifloxacin (MXF); amikacin (AMK); capreomycin (CPM)and ethambutol (EMB) susceptibility in clinical strains were 87.5%(35/40); 87.5%(35/40) …,Infectious Diseases,2016,5
Rapid antibiotic susceptibility testing system based on bacterial immobilization using gelling agent; antibiotic diffusion and tracking of single bacterial cells,*,A testing method is disclosed. The testing method includes: providing a mixture solution of agelling agent and a microbe to a gelling device; solidifying the mixture solution to form asolid thin film in which the microbe is immobilized; supplying a bioactive agent to the solidthin film and allowing the bioactive agent to diffuse into the solid thin film; and imaging theindividual responses of the single microbial cells to the bioactive agent; and determining theminimum inhibitory concentration (MIC) of the bioactive agent based on the analysis of theimages to obtain AST results.,*,2015,5
Rapid antibiotic susceptibility testing system based on bacterial immobilization using gelling agent; antibiotic diffusion and tracking of single bacterial cells,*,A testing method is disclosed. The testing method includes: providing a mixture solution of agelling agent and a microbe to a gelling device; solidifying the mixture solution to form asolid thin film in which the microbe is immobilized; supplying a bioactive agent to the solidthin film and allowing the bioactive agent to diffuse into the solid thin film; and imaging theindividual responses of the single microbial cells to the bioactive agent; and determining theminimum inhibitory concentration (MIC) of the bioactive agent based on the analysis of theimages to obtain AST results.,*,2015,5
Development of conformal phosphor coating technique for light-emitting diodes using image-processing-based maskless lithography,Jisung Jang; Sangkwon Han; Su Eun Chung; Yong Joon Choi; Sunghoon Kwon,Abstract We introduce a conformal phosphor coating technique for white light-emittingdiodes (LEDs) using image-processing-based maskless lithography (IP-ML). The use of IP-ML allows real-time recognition of LEDs; which enables the generation of photo-patterningmasks on a spatial light modulator by means of image processing; making the processsuitable for a chip-level conformal phosphor coating with contact openings. This automatedphotolithographic chip array coating process enables phosphor coating onto chips with aconsistent thickness; and the chips treated using this method show a narrow colordistribution in which the chromaticity is controllable by varying phosphor thickness andconcentration.,Microelectronic Engineering,2014,5
Fabrication and manipulation of gold 1D chain assemblies using magnetically controllable gold nanoparticles,Lily Nari Kim; Eun-Geun Kim; Junhoi Kim; Sung-Eun Choi; Wook Park; Sunghoon Kwon,Abstract We have developed magnetically controllable gold nanoparticles by synthesizingsuperparamagnetic core/gold shell nanoparticles. The core/shell particles have thecapability of forming gold 1D chains in the presence of an external magnetic field. Here wedemonstrate dynamic and reversible self-assembly of the gold 1D chain structures in anaqueous solution without any templates or physical or chemical attachment. The spatialconfiguration of gold chains can be arbitrarily manipulated by controlling the direction of amagnetic field. This technique can provide arbitrary manipulation of gold 1D chains forfabrication purpose. To demonstrate this capability; we present a technique forimmobilization of the gold particle chains on a glass substrate.,Bulletin of the Korean Chemical Society,2012,5
Guided fluidic self-assembly of microtrains using railed microfluidics,Su Eun Chung; Wook Park; Sunghwan Shin; Seung Ah Lee; Sunghoon Kwon,*,FNANO08-5th Annual Conference on Foundations of Nanoscience; Snowbird Cliff Lodge; Snowbird; Utah; USA,2008,5
Rapid antibiotic susceptibility testing system based on bacterial immobilization using gelling agent; antibiotic diffusion and tracking of single bacterial cells,*,A testing method is disclosed. The testing method includes: providing a mixture solution of agelling agent and a microbe to a gelling device; solidifying the mixture solution to form asolid thin film in which the microbe is immobilized; supplying a bioactive agent to the solidthin film and allowing the bioactive agent to diffuse into the solid thin film; and imaging theindividual responses of the single microbial cells to the bioactive agent; and determining theminimum inhibitory concentration (MIC) of the bioactive agent based on the analysis of theimages to obtain AST results.,*,2015,4
Programmable gradational micropatterning of functional materials using maskless lithography controlling absorption,Yushin Jung; Howon Lee; Tae-Joon Park; Sungsik Kim; Sunghoon Kwon,Abstract The demand for patterning functional materials precisely on surfaces of stimuli-responsive devices has increased in many research fields. In situ polymerization technologyis one of the most convenient ways to place the functional materials on a desired locationwith micron-scale accuracy. To fabricate stimuli-responsive surfaces; controllingconcentration of the functional material is much as important as micropatterning them.However; patterning and controlling concentration of the functional materials simultaneouslyrequires an additional process; such as preparing multiple co-flow microfluidic structuresand numbers of solutions with various concentrations. Despite applying these processes;fabricating heterogeneous patterns in large scale (millimeter scale) is still impossible. In thisstudy; we propose an advanced in situ polymerization technique to pattern the surface in …,Scientific reports,2015,4
Free-floating amphiphilic picoliter droplet carriers for multiplexed liquid loading in a microfluidic channel,Wook Park; Sangkwon Han; Hosuk Lee; Sunghoon Kwon,Abstract We present free-floating amphiphilic picoliter microcarriers for multiplexed loadingin a microfluidic device. The amphiphilic microcarrier is composed of encoded hydrophobichexagonal outer structure and hydrophilic inner structure. We fabricate these free-floatingdroplet carriers and assemble them in a microfluidic device for a demonstration ofmultiplexed liquid loading. Picoliter loading is performed by serial solution exchange ofaqueous and oil phase solution. We are able to precisely adjust the loaded volume byvarying the diameter and depth of the microcarrier. We also fabricate arbitrary shapedmicrowells and load picoliter droplets into them. A microbead suspension is also used todemonstrate mixing via continuous oil flow. Further development of this work may beapplicable to high-throughput multiplexed assays using quantized liquid loading in a …,Microfluidics and nanofluidics,2012,4
Micro confocal line scanning system for high density microfluidics,Sunghoon Kwon; Gang L Liu; Ki-Hun Joeng; Luke P Lee,This paper describes development of a micro confocal line scanning system for multiplexedbiochip applications. The hybrid integration of ID MEMS microlens scanner and confocalpinhole; laser diodes; and photodiode allows to create handheld sized autonomousconfocal excitation and detection microsystem. Without use of bulky external microscopes;we have successfully demonstrated laser induced fluorescent excitation and detection frommultiple of microfluidic channels using the micro confocal line scanning system.,Optical MEMS; 2003 IEEE/LEOS International Conference on,2003,4
Direct; rapid antimicrobial susceptibility test from positive blood cultures based on microscopic imaging analysis,Jungil Choi; Hyun Yong Jeong; Gi Yoon Lee; Sangkwon Han; Shinhun Han; Bonghwan Jin; Taegeun Lim; Shin Kim; Dong Young Kim; Hee Chan Kim; Eui-Chong Kim; Sang Hoon Song; Taek Soo Kim; Sunghoon Kwon,Abstract For the timely treatment of patients with infections in bloodstream and cerebrospinalfluid; a rapid antimicrobial susceptibility test (AST) is urgently needed. Here; we describe adirect and rapid antimicrobial susceptibility testing (dRAST) system; which can determine theantimicrobial susceptibility of bacteria from a positive blood culture bottle (PBCB) in sixhours. The positive blood culture sample is directly mixed with agarose and inoculated into amicropatterned plastic microchip with lyophilized antibiotic agents. Using microscopicdetection of bacterial colony formation in agarose; the total time to result from a PBCB fordRAST was only six hours for a wide range of bacterial concentrations in PBCBs. The resultsfrom the dRAST system were consistent with the results from a standard AST; brothmicrodilution test. In tests of clinical isolates (n= 206) composed of 16 Gram-negative …,Scientific Reports,2017,3
Method for coating light-emitting devices; light coupler; and method for manufacturing the light coupler,*,A method of coating a light emitting device is provided. The method includes preparing aplurality of light emitting devices. The plurality of light emitting devices are coated with a firstphotocurable liquid. First light is selectively exposed to the first photocurable liquid to form afirst coating layer on at least a partial region of a surface of each of the plurality of lightemitting devices. The plurality of light emitting devices on which the first coating layer isformed are coated with a second photocurable liquid. Second light is selectively exposed tothe second photocurable liquid to form a second coating layer on at least a partial region ofthe surface of each of the plurality of light emitting devices or a surface of the first coatinglayer. The first coating layer corresponds to the cured first photocurable liquid; while thesecond coating layer corresponds to the cured second photocurable liquid.,*,2013,3
Composite film for light-emitting apparatus; light-emitting apparatus and method for producing the composite film,*,Provided is a composite film used for a light emitting apparatus including a light emittingdevice. The composite film includes a fluorescent layer including phosphors and an opticalplate disposed on the fluorescent layer; and diffusing; reducing or mixing at least one of lightemitted by the light emitting device; light emitted by the phosphors and a combinationthereof.,*,2012,3
Sorting microparticles by orientation using wedged-fin and railed microfluidics,W Park; HS Lee; H Park; S Kwon,We present a new method for sorting directionally-oriented microparticles in a microfluidicchannel. During the process of injecting the microparticles into a microfluidic channel;directionally-oriented microparticles are disordered; floating freely in the solution. In order toarrange microparticles where proper directional orientation is required; two sorting methodscan be used with respect to the microparticle's rotation and flip. For sorting microparticlesbased on their rotation; we used a lean wedge shaped fin on the microparticles and a Y-shaped railed microfluidic channel containing a groove on the top of the channel. For sortingaccording to flip; we used two grooves on the top and bottom of the microfluidic channel; andrectangular fins on the microparticles. Thus; we have demonstrated simple direction-oriented fluidic assembly; allowing for two plane orientation of prefabricated …,TRANSDUCERS 2009-2009 International Solid-State Sensors; Actuators and Microsystems Conference,2009,3
Optofluidic maskless lithography system,Su E Chung; Wook Park; Hyunsung Park; Kyoungsik Yu; Namkyoo Park; Sunghoon Kwon,We propose and demonstrate an optofluidic maskless lithography technique to fabricatevarious polymer microparticles and microwires in microfluidic channels. Combiningmaskless lithography and microfluidic systems; we demonstrate temporal and spatial controlof polymeric micro structure generation in microfluidic channels.,Transducers and Eurosensors,2007,3
Liquid-capped encoded microcapsules for multiplex assays,Younghoon Song; Yunjin Jeong; Taehong Kwon; Daewon Lee; Dong Yoon Oh; Tae-Joon Park; Junhoi Kim; Jiyun Kim; Sunghoon Kwon,Although droplet microfludics is a promising technology for handling a number of liquids of asingle type of analyte; it has limitations in handling thousands of different types of analytesfor multiplex assay. Here; we present a novel “liquid-capped encoded microcapsule”; whichis applicable to various liquid format assays. Various liquid drops can be graphicallyencoded and arrayed without repeated dispensing processes; evaporation; and the risk ofcross-contamination. Millions of nanoliter-scale liquids are encapsulated within encodedmicrocapsules and self-assembled in microwells in a single dispensing process. Thegraphical code on the microcapsule enables identification of randomly assembledmicrocapsules in each microwell. We conducted various liquid phase assays includingenzyme inhibitor screening; virus transduction; and drug-induced apoptosis tests. The …,Lab on a Chip,2017,2
An encoded viral micropatch for multiplex cell-based assays through localized gene delivery,Sangkwon Han; Hyung Jong Bae; Su Deok Kim; Wook Park; Sunghoon Kwon,The increasing number of potential drug targets and compounds has led to the developmentof high-throughput cell-based assays. Simultaneous processing of multiple targets in thesame experiment based on localized target gene expression is a very efficient strategy forthis purpose. To address this need; we present an adenoviral vector-immobilizedmicroparticle with two-dimensional (2D) shape-encoding properties that allows localizedpatch-like gene delivery to monolayer-cultured cells. This format conveniently achievesmultiplexed gene delivery compatible with both high-throughput cellular assays andfluorescence high-content imaging instruments. A multiplex G protein-coupled receptor(GPCR) internalization assay was developed to demonstrate the compatibility of this systemwith high-throughput image-based cellular assays.,Lab on a Chip,2017,1
Lithographic resolution enhancement of a maskless lithography system based on a wobulation technique for flow lithography,Kibeom Kim; Sangkwon Han; Jinsik Yoon; Sunghoon Kwon; Hun-Kuk Park; Wook Park,We present a method for improving the lithographic resolution of digital micromirror devicesfor flow-lithography using a wobulation technique. While maintaining the area of UVexposure; the lithographic resolution was improved using a wobulation technique; which is alarge screen display technique that enhances resolution via overlapping pixels by half apixel. The edges of a diagonal pattern in a microstructure were smoothly generated withadditional sub-patterns compared to conventional single pattern-exposure. In addition; thesurface roughness of the microstructure was improved because the gaps between pixelswere filled by the overlapping patterns.,Applied Physics Letters,2016,1
Ethnic Difference in Genomic Profiles of Chronic Lymphocytic Leukemia in Korea: Targeted Exome Sequencing and Molecular Cytogenetics,Jung-Ah Kim; Byungjin Hwang; Si Nae Park; Sunghoon Huh; Kyongok Im; Seon Young Kim; Joo Ryung Huh; Eul-Ju Seo; Je-Hwan Lee; Sunghoon Kwon; Sung-Soo Yoon; Duhee Bang; Dong Soon Lee,Background: Chronic lymphocytic leukemia (CLL) is considered as typical malignancy withethnic difference; which is one of the common leukemia in western countries; whileextremely rare in Asian countries. In addition to incidence rates; mean age of CLL in Asian isyounger than that of Caucasian. Recently; many report using next generation sequencingrevealed predictive mutations with prognostic implication and treatment response inCaucasian. Yet; genetic profiles of CLL and its prognostic significance have rarely beenreported in Asian. To investigate whether genomic profile of CLL in Korea and prognosticimpact of adverse mutation shows ethnic difference from Caucasian; we performed targetcapture sequencing of 87 hematologic malignancy related genes and fluorescent in situhybridization for prognostic cytogenetic aberrations. Methods: A total of 71 CLL patients …,Blood,2015,1
High sensitivity rare cell capturing biochip with separable microstructures,Okju Kim; Daewon Lee; Amos Chungwon Lee; Sunghoon Kwon,Integrating the microfluidic device with the optomechanical system; we developed a novelrare cell isolation biochip with serparable microstructures. Rare cells such as circulatingtumor cells (CTCs) are well-known for causing metastasis in the cancer patients. TheseCTCs were captured using immune-affinity method with the epithelial cell adhesionmolecule binding antibody (Anti-EpCAM Antibody) on SU-8 microstructure fabricated on theslide glass via photolithography. Here; we demonstrated that CTCs captured on SU-8microstructure; and isolated the structures from the biochip to micro tubes using nanosecondinfrared laser pulse for further analysis such as PCR; RT-qPCR and NGS.,SENSORS; 2015 IEEE,2015,1
Wrinkiled microparticles for unclonable microtaggants,HJ Bae; S Bae; C Park; S Han; J Kim; LN Kim; K Kim; S-H Song; W Park; S Kwon,This paper presents wrinkled microparticles as unreplicable; unique; yet configurablemicrotaggants for anti-counterfeiting purposes. We mimicked the shape of the humanfingerprint in microscale structures using three-dimensional wrinkle patterning. We utilizedirreproducible distributions of ridges on wrinkled microparticles as unique codes; similar tohuman fingerprints; for identification. These wrinkled microparticles can provide reliableauthentication by attaching to authentic products because they can be analyzed by generalfingerprint-identification methods; exhibit high individuality; and allow mass production bycombining lithography-free patterning with a particle-based substrate.,2015 Transducers-2015 18th International Conference on Solid-State Sensors; Actuators and Microsystems (TRANSDUCERS),2015,1
Biomimetics: Biomimetic Microfingerprints for Anti‐Counterfeiting Strategies (Adv. Mater. 12/2015),Hyung Jong Bae; Sangwook Bae; Cheolheon Park; Sangkwon Han; Junhoi Kim; Lily Nari Kim; Kibeom Kim; Suk‐Heung Song; Wook Park; Sunghoon Kwon,W. Park; S. Kwon; and co-workers discuss biomimetic microfingerprints for anti-counterfeiting strategies on page 2083. In the described strategy; polymeric particles areencrypted with randomly generated silica film wrinkles; which act as codes that are asunique as human fingerprints. These codes are tunable on various geometries.,Advanced Materials,2015,1
Method of fabricating substrate where patterns are formed,*,Provided is a method of fabricating a substrate where patterns are formed; the methodincluding: forming first bonding agent patterns having selective cohesion in a position inwhich oxide bead patterns are to be formed on a substrate; coating a second bonding agenthaving larger cohesion with the first bonding agent than cohesion with the substrate; on aplurality of oxide beads; applying the oxide beads; on which the second bonding agent iscoated; to the substrate and forming the oxide beads; on which the second bonding agent iscoated; on the first bonding agent patterns; and thermally processing the substrate.,*,2014,1
Optofluidic lithography system; method of manufacturing two-layered microfluidic channel; and method of manufacturing three-dimensional microstructures,*,An optofluidic lithography system including a membrane; a microfluidic channel; and apneumatic chamber is provided. The membrane may be positioned between a pneumaticchamber and a microfluidic channel. The microfluidic channel may have a heightcorresponding to a displacement of the membrane and have a fluid flowing therein; the fluidbeing cured by light irradiated from the bottom to form a microstructure. The pneumaticchamber may induce the displacement of the membrane depending on an internalatmospheric pressure thereof.,*,2012,1
Liquid capped encoded microshell and partipetting for untraplex liquid assay,Younghoon Song; Taehong Kwon; Daewon Lee; Sunghoon Kwon,In this paper; we demonstrated dispensing of thousands of heterogeneous liquid drops intomicrowells with only a single pipetting; which would normally requires thousands ofindividual pipetting. Key idea is first to fabricate liquid capped Teflon microshells withfluorescent encoding and then to self-assemble those encoded liquid particles intomicrowells. Capped liquids then are released by breaking the Teflon microshell with pulsedlaser. We believe this process would enable ultraplex microarray with liquid phase assaycapability; whereas current multiplexed assay technology is limited to multiplexing of surfacebound molecules such as DNA or protein.,Micro Electro Mechanical Systems (MEMS); 2012 IEEE 25th International Conference on,2012,1
Micro-pixellated blue/brown color changing surface using magnetically actuated nanocomposite actuators,Jiyun Kim; Howon Lee; Sunghoon Kwon,We propose a new magnetically tunable color changing material and its operation methodwhich enable both color generation and change within a single material. To achieve this; wefabricated micro-sized magnetic nanocomposite actuators for a single color changing unitand assembled them on the substrate. This method offers very simple fabrication andoperation of color changing surface with high resolution.,CLEO: Science and Innovations,2011,1
Method for magnetically controlling a magnetic structure,*,Provided is a method of magnetically controlling a magnetic structure; the method including:providing a solution containing magnetic structures; each including a magnetic axis in whichmagnetic nanoparticles are arranged; and controlling movements of the magnetic structuresby applying an external magnetic field to the solution.,*,2011,1
Ten Years Strong,Stephen Quake; Ingmar H Riedel-Kruse; Alice M Chung; Burak Dura; Andrea L Hamilton; Byung C Lee; Je-Kyun Park; Kahp-Yang Suh; Hyundoo Hwang; Lily Nari Kim; Sung-Eun Choi; Junhoi Kim; Hyoki Kim; Sunghoon Kwon; Joohyung Lee; Minjoung Jo; Tae Hyun Kim; Ji-Young Ahn; Dong-ki Lee; Soyoun Kim; Seunghun Hong; ZuoYi Xiao; Yun Zhao; Anjie Wang; Jayakumar Perumal; Dong-Pyo Kim; Shun Zheng; Jun Hwan Choi; Sang Myung Lee; Kyo Seon Hwang; Sang Kyung Kim; Tae Song Kim; Beom Seok Lee; Yang Ui Lee; Han-Sang Kim; Tae-Hyeong Kim; Jiwoon Park; Jeong-Gun Lee; Jintae Kim; Hanshin Kim; Wee Gyo Lee; Yoon-Kyoung Cho; Min Cheol Park; Jae Young Hur; Hye Sung Cho; Sang-Hyun Park; Kahp Y Suh; Hyerim Hwang; Shin-Hyun Kim; Seung-Man Yang; Tae Seok Sim; Kiho Kwon; Jae Chan Park; Hyo-Il Jung; Tae Woo Lim; Yong Son; Yu Jin Jeong; Dong-Yol Yang; Hong-Jin Kong; Kwang-Sup Lee; Min Jung Kim; Su Chul Lee; Sukdeb Pal; Eunyoung Han; Joon Myong Song; Hye-Jin Jin; Young-Ho Cho; Jin-Mo Gu; Jhingook Kim; Yong-Soo Oh; Dae-Sik Lee; Byoung Goo Jeon; Chunhwa Ihm; Mun Yeon Jung; Christina L Randall; Yevgeniy V Kalinin; Mustapha Jamal; Tanmay Manohar; David H Gracias; Xing Yue Larry Peng,You do not have JavaScript enabled. Please enable JavaScript to access the full features ofthe site or access our non-JavaScript page … Harp Minhas reflects on the past year for Labon a Chip and looks forward to the next … Stephen Quake provides a perspective onRiedel-Kruse et al.'s paper describing the unique features of biotic games … 'Biotic games'operate on biological processes; exhibit unique features such as biological noise and the abilityto integrate chemical senses into play; and could help solve educational and scientificchallenges … Shooting for another success like the microelectronics industry—Guest EditorsJe-Kyun Park and Kahp-Yang Suh highlight the contribution of Korean research to micro andnanofluidics … Lab on a Chip profiles the contributors to the 10th Anniversary Korea issue.… In this review; we describe recent developments and future perspectives of …,Lab Chip,2011,1
Polymer based chemical delivery to multichannel capillary patterned cells,Sung Hoon Lee; Austen James Heinz; Sung-Eun Choi; Wook Park; Sunghoon Kwon,In order to match the controllability of traditional pipetting with the advantages ofmicrofluidics; we introduce the concept of polymer based chemical delivery to multichannelcapillary patterned cells. Here we demonstrate that UV polymerized hydrogel can be usedas a miniature pipet to deliver picolitre chemical quantities to multichannel capillarypatterned cells.,Lab on a Chip,2011,1
Ordered Fluidic Self-Assembly of 3-D Microparticles Based on Gray-Scale Optofluidic Maskless Lithography,Sung-Eun Choi; Hosuk Lee; Wook Park; Sunghoon Kwon,We demonstrate ordered fluidic self-assembly of lithographically fabricated microparticles inmicrofluidic channels. Unique 3D shapes of the microparticles are fabricated by gray-scaleoptofluidic maskless lithography. We show these structures enhance orderness of themonolayer crystal.,Conference on Lasers and Electro-Optics,2010,1
Optofluidic in situ Fabrication of Magnetic Actuators in Microfluidic Channels,Su Eun Chung; Jiyun Kim; Seungki Min; Nari Lily Kim; Sunghoon Kwon,Abstract We demonstrate in-situ fabrication of magnetic actuators using optofluidic masklesslithography (OFML). Photopatterning of magnetic structures in same place with actuation areareduces extra steps for transportation from the … 1. Introduction Electrodeposition or electroplatingof magnetic materials through lithographically patterned photomasks is a popular method …2. Optofluidic fabrication and actuation of magnetic nanoparticles embedded microstructuresWe have developed in-situ fabrication and magnetic actuation of magnetic nanoparticles(MP) embedded structures using … OFML technique [3] and railed microfluidics [4]. Magneticstructures are directly photopatterned from the mixture of magnetic nanoparticles and UV curableresin. Fabricated structures are then easily actuated by controlling external permanent magnetaround the channel. Bounded actuators using anchors of the channel and railed …,Conference on Lasers and Electro-Optics,2010,1
Nanoparticle array and method for fabricating the same,*,Traditionally; a top-down approach; based on lithography; has been developed and used inthe manufacturing of CMOS devices. However; the use of the traditional; top-down approachlimits the possible reduction in size and cost of a semiconductor chip. As a result; bottom-up manufacturingtechnologies have received increased interest as possible methods of overcoming the limitsof the top-down approach. In particular; various synthesized nanostructures; such as carbonnanotubes and inorganic nanowires; have been studied … In bottom-up manufacturingtechnologies; it is important to have the ability to locate synthesized materials at a desired positionon a wafer … A method for fabricating a nanoparticle array is provided. The method comprisesbinding a nanoparticle to a plurality of oligonucleotides; binding the oligonucleotides to asingle-stranded DNA template to form a double-stranded DNA composite; and attaching …,*,2010,1
Nanostructures and nanostructure fabrication,*,Nanostructure and techniques for fabricating nanostructures are provided. In oneembodiment; nanostructures may be formed by providing a Silicon-on-Insulator (SOI)substrate; forming a pattern on the SOI substrate; disposing a conformal layer over thepattern; etching the conformal layer; except for a sidewall portion; removing the pattern;transferring the sidewall pattern to the silicon layer of the SOI substrate to form thenanostructure; and releasing the nanostructure.,*,2010,1
Scalable artificial tongue array using self-assembly of shape coded artificial taste cell,Jisung Jang; Hyoki Kim; Sung Eun Choi; Sun Hee Park; Dong June Ahn; Sunghoon Kwon,Abstract We demonstrate scalable microfluidic artificial tongue system based on fluidic self-assembly of shape coded artificial taste cells. Taste cells are shape coded hydrogelmicroparticles containing different indicators to change their color by the type of analytes.Our artifical tongue array is scalable in its tasting function since adding different tastingcapability results from simple addition of different hydrogel microparticles.,Chemical and Biological Microsystems Society,2009,1
Nanowire bundles,*,Recent development of semiconductor technology has reduced the size of electronic componentdevices; particularly the width of lines in the devices. As a result; the importance of nanowiresfor electrically connecting devices is ever-increasing. Nanowires have a wide range of applicationsdepending on relevant substances. For example; nanowires have been used for devices foremitting/receiving light (optical usage). Furthermore; nanowires have been added to compositematerials (mechanical usage). Although nanowires can be potentially used in many fields; typicalnanowires are limited with regard to shape and size … In one embodiment; a method for fabricatingnanowires comprises forming a number of nanowires by using a first portion of a fluidicchannel; the first portion having a plurality of nanoscale holes on a surface of the firstportion; and providing the nanowires into a second portion of the fluidic channel to …,*,2008,1
FABRICATION AND HETEROGENOUS ASSEMBLY OF MICROGEL ARRAY USING RAILED MICROFLUIDICS,Wook Park; Sunghwan Shin; Sung Hoon Lee; Sung Eun Choi; Sunghoon Kwon,ABSTRACT We present high throughput micro assembly of cell containing microgels usingrailed microfluidics. Heterogenous micropatterning of cell matrix has been achieved usingrail-based fluidic self assembly; enabling low cost fabrication of cell matrix array byeliminating need for sequential lithography or manual assembly.,Micro TAS conference,2008,1
Moving mask lithography for real-time synthesis of photopolymerized microstructures in microfluidic channels,Hyunsung Park; Kyoungsik Yu; Hyoki Kim; Namkyoo Park; Sunghoon Kwon,ABSTRACT This paper describes a high-throughput moving mask lithography technique tofabricate high-precision photopolymerized microstructures inside microfluidic channelsusing a computer-controlled ultraviolet (UV) optical projector. We demonstrate thatresolution of optofluidic lithography can be significantly improved by synchronously shiftingthe UV exposure pattern with the prepolymer solution flow.,Micro TAS conference,2008,1
MICRO CONFOCAL LINE SCANNING SYSTEM FOR MULTIPLEXED BJOCHIPS,Sunghoon Kwon; Gang L Liu; K&Hun Jeong; Luke P Lee,Abstract This paper describes development of a micro confocal line scanning system formultiplexed biochip applications. The hybrid integration of ID MEMS microlens scanner andconfocal pinhole; laser diodes; and photodiode allows to create handheld sizedautonomous confocal excitation and detection microsystem. Without use of bulky externalmicroscopes; we have successfully demonstrated laser induced fluorescent excitation anddetection from multiple microfluidic channels using the micro confocal line scanning system.,Proc. 7th International Conference on Minaturized Chemical and Biochemical Analysis Systems,2003,1
