Jaql: A scripting language for large scale semistructured data analysis,Kevin S Beyer; Vuk Ercegovac; Rainer Gemulla; Andrey Balmin; Mohamed Eltabakh; Carl-Christian Kanne; Fatma Ozcan; Eugene J Shekita,ABSTRACT This paper describes Jaql; a declarative scripting language for analyzing largesemistructured datasets in parallel using Hadoop's MapReduce framework. Jaql is currentlyused in IBM's InfoS-phere BigInsights [5] and Cognos Consumer Insight [9] products. Jaql'sdesign features are:(1) a flexible data model;(2) reusability;(3) varying levels of abstraction;and (4) scalability. Jaql's data model is inspired by JSON and can be used to representdatasets that vary from flat; relational tables to collections of semistructured documents. AJaql script can start without any schema and evolve over time from a partial to a rigidschema. Reusability is provided through the use of higher-order functions and by packagingrelated functions into modules. Most Jaql scripts work at a high level of abstraction forconcise specification of logical operations (eg; join); but Jaql's notion of physical …,Proceedings of VLDB conference,2011,221
Improving Performance of heavily loaded agents,Fatma Ozcan; VS Subrahmanian; Juergen Dix,Abstract: With the increase in agent-based applications; there are now agent systems thatsupport\emph {concurrent} client accesses. The ability to process large volumes ofsimultaneous requests is critical in many such applications. In such a setting; the traditionalapproach of serving these requests one at a time via queues (eg\textsf {FIFO} queues;priority queues) is insufficient. Alternative models are essential to improve the performanceof such\emph {heavily loaded} agents. In this paper; we propose a set of\emph {cost-basedalgorithms} to\emph {optimize} and\emph {merge} multiple requests submitted to an agent.In order to merge a set of requests; one first needs to identify commonalities among suchrequests. First; we provide an\emph {application independent framework} within which anagent developer may specify relationships (called\emph {invariants}) between requests …,arXiv preprint cs/0012004,2000,*
An Interoperability Infrastructure for Developing Multidatabase Systems,Asuman Doğac; Gökhan Özhan; Ebru Kılıç; Fatma Özcan; Sena Nural; Sema Mancuhan; Cevdet Dengi; Pınar Köksal; Uğur Halıcı; Budak Arpınar; Cem Evrendilek; Vahid Sadjadi,Abstract: A multidatabase system (MDBS) allows the users to simultaneously accessautonomous; heterogeneous databases using a single data model and a query language.This provides for achieving interoperability among heterogeneous; federated DBMSs. In thispaper; we describe the interoperability infrastructure of a multidatabase system; namelyMETU Interoperable DBMS (MIND). The architecture of MIND is based on OMG distributedobject management model. It is implemented on top of a CORBA compliant ORB; namely;ObjectBroker. The interface of the generic database object is defined in CORBA IDL andmultiple implementations of this interface; one for each component DBMSs; namely; Oracle7; Sybase; Adabas D and MOOD (METU Object-Oriented Database System) are provided.The main components of MIND which are built on this infrastructure are a global query …,TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES,1998,*
Multidatabase Query Optimization,CEM EVRENDILEK ASUMAN DOGAC SENA NURAL; FATMA OZCAN,Abstract. A multidatabase system (MDBS) allows the users to simultaneously accessheterogeneous; and autonomous databases using an integrated schema and a singleglobal query language. The query optimization problem in MDBSs is quite di erent from thequery optimization problem in distributed homogeneous databases due to schemaheterogeneity and autonomy of local database systems. In this work; we consider theoptimization of query distribution in case of data replication and the optimization of intersitejoins; that is; the join of the results returned by the local sites in response to the globalsubqueries. The algorithms presented for the optimization of intersite joins try to maximizethe parallelism in execution and take the federated nature of the problem into account. It hasalso been shown through a comparative performance study that the proposed intersite …,Distributed and Parallel Databases,1997,*
Data Engineering,Fatma Ozcan; Sena Nural; Pinar Koksal; Mehmet Altinel; Asuman Dogac,The optimization problem of Select-Project-Join queries has been studied extensively.However; a problem that has until recently received relatively less attention is that ofoptimizing queries with aggregates. For example; for single block SQL; traditional queryprocessing systems directly implement SQL semantics and defer execution of grouping untilall joins in the FROM and WHERE clauses have been executed. Furthermore; for queriesthat reference views with aggregates; traditional optimizers do not consider flattening suchviews. In this paper; we will show that there is a rich set of execution alternatives that cansignificantly enhance the quality of the plans produced. We also discuss how one canchoose among the alternatives. First; let us consider single-block SQL queries. For thesequeries; the reason to consider alternatives where a group-by operation precedes a join …,Urbana,1995,*
2014 BigData Congress Technical Program Committee,Geoffrey Fox; Sergei Vassilvitskii; Fatma Ozcan; Suren Byna; Lavanya Ramakrishnan; Philip Carns; Andy Twigg; Florin Rusu; Xiaoyong Du; Zhanhuai Li; Weining Qian; Ge Yu; Jianhua Feng; Jian Yin; Kun Yue; Masaru Kitsuregawa; Yoshiharu Ishikawa; Jeffrey Yu; David Cheung; Xuemin Li; Xiaofang Zhou; Ee-Peng Lim; Hesham Hallal; Aziz Bouras; Srividya Kona; Maria Ebling; Gong Zhang; Rafael Accorsi; EBTIC Marcello Leida; UAE Irene Vanderfeesten; Lionel Brunie; Philippe Cudre-Maroux; Piero Fraternali; Gregorio Martinez; Rainer Stotzka; Hoang Tam Vo; Jarek Szlichta; Tilmann Rabl; Shiyong Lu,Du Li; Yahoo; USA Geoffrey Fox; Indiana University; USA Sergei Vassilvitskii; GoogleResearch; USA Poess Meikel; Oracle; USA Maja Vukovic; IBM TJ Research Center; USA YuanChi Chang; IBM TJ Research Center; USA Fatma Ozcan; IBM Almaden Research Center; USACharles (Chang-shing) Perng; IBM TJ Research Center; USA Suren Byna; Lawrence BerkeleyNational Laboratory; USA Lavanya Ramakrishnan; Lawrence Berkeley National Laboratory;USA Philip Carns; Argonne National Laboratory; USA Andy Twigg; Oxford University; UK FlorinRusu; University of California; Merced; USA Xiaoyong Du; Renmin University of China; ChinaZhanhuai Li; Northwestern Polytechnical University; China Weining Qian; East China NormalUniversity; China Ge Yu; Northeastern University; China Guoren Wang; Northeat University;China Jianhua Feng; Tsinghua University; China Jian Yin; Sun Yat-Sen University; China …,*,*,*
Program Committees,Sihem Amer Yahia; Kevin Beyer; CWI Peter Boncz; Netherlands Angela Bonifati; Arbee Chen; Jan Chomicki; Bobbie Cochrane; Latha Colby; Ada Fu; Sumit Ganguly; Torsten Grust; Raghav Kaushik; Arnd Christian Konig; Sailesh Krishnamurthy; Amalgamated Insight; David Lomet; Christopher Olston; Fatma Ozcan; Neoklis Polyzotis; Raghu Ramakrishnan; Krithi Ramamritham; Vijayshankar Raman; Rajeev Rastogi; Mary Roth; Jerome Simeon; Ioana Stanoi; Andrew Tomkins; AUEB Vasilis Vassalos; Greece Victor Vianu; Min Wang; Aidong Zhang,Foto Afrati; NTUA; Greece Natassa Ailamaki; CMU; USA Sihem Amer Yahia; YahooResearch; USA Paolo Atzeni; Univ. di Roma Tre; Italy Shivnath Babu; Duke Univ.; USA JamesA. Bailey; Univ. of Melbourne; Australia Magdalena Balazinska; Univ. of Washington; USA KevinBeyer; IBM Research; USA Michael Boehlen; Univ. of Bolzano; Italy Peter Boncz; CWI; NetherlandsAngela Bonifati; CNR; Italy Arbee Chen; National Tsing Hua Univ.; Taiwan Mitch Cherniack;Brandeis Univ.; USA Jan Chomicki; SUNY Buffalo; USA Stavros Christodoulakis; Tech Univ.of Crete; Greece Bobbie Cochrane; IBM Research; USA Edith Cohen; AT&T Labs; USA LathaColby; IBM Research; USA Graham Cormode; AT&T Labs; USA Abhinandan Das; GoogleLabs; USA Amol Deshpande; Univ. of Maryland; USA Alin Dobra; Univ. of Florida; USA ElenaFerrari; Univ. of Insubria; Italy J. Christoph Freytag; Humboldt Univ.; Germany Ada Fu …,*,*,*
ICDE 2009,Adam Silberstein; Akrivi Vlachou; Alexander G Connor; Alfredo Goñi; Ali Inan; Amar Phanishayee; Amruta Joshi; Anastasios Kementsietsidis; Ander de Keijzer; Anduo Wang; Anish Das Sarma; Arjun Dasgupta; Arthur H Lee; Arvind Arasu; Arvind Thiagarajan; Badrish Chandramouli; Barzan Mozafari; Bee-Chung Chen; Bhargav Kanagal; Bing-Rong Lin; Bingsheng He; Biswanath Panda; Bo Xu; Bogdan Alexe; Bolin Ding; Brandon Unger; Brian Ruttenberg; Bruce Lindsa; Caetano Traina Jr; Cao Yu; Carina F Dorneles; Changbin Liu; Changbin Song; Changliang Wang; Charalambos Charalambous; Chengkai Li; Choudur K Lakshminarayan; Chris Mayfield; Chris Re; Christian Beecks; Christoph Lofi; Christophe Bobineau; Christos Doulkeridis; Chuan Xiao; Congxing Cai; Conny Franke; Craig Freedman; Cyrus Shahabi; Daniela Leal Musa; David Detlefs; David Novak; Davide Mazza; Debojyoti Dutta; Derek Hao Hu; Dimitrios Tsoumakos; Dimitris Sacharidis; Dimitris Tsoumakos; Djoerd Hiemstra; Dominic Mueller; Duygu Ucar; Eduardo Mena; Eirinaios Michelakis; Emmanuel Müller; Eunseok Yang; Evan Welbourne; Evangelos Dellis; Fan Yang; Fatma Ozcan; Florin Rusu; Gabriel Ghinita; Gagan Agrawal; Gaoping Zhu; George Beskales; George Pallis; Grigoris Karvounarakis; Guadalupe Canahuate; Haibo Hu,Adam Silberstein Akrivi Vlachou Alexander G. Connor Alfredo Goñi Ali Inan Amar PhanishayeeAmruta Joshi Anastasios Kementsietsidis Ander de Keijzer Anduo Wang Anish Das Sarma ArjunDasgupta Arthur H. Lee Arvind Arasu Arvind Thiagarajan Badrish Chandramouli Barzan MozafariBee-Chung Chen Bhargav Kanagal Bing-Rong Lin Bingsheng He Biswanath Panda Bo Xu BogdanAlexe Bolin Ding Brandon Unger Brandon Unger Brian Ruttenberg Bruce Lindsa Caetano TrainaJr Cao Yu Carina F. Dorneles Changbin Liu Changbin Song Changliang Wang CharalambosCharalambous Chengkai Li Choudur K. Lakshminarayan Chris Mayfield … Chris Re ChristianBeecks Christoph Lofi Christophe Bobineau Christos Doulkeridis Chuan Xiao Congxing CaiConny Franke Craig Freedman Cyrus Shahabi Daniela Leal Musa David Detlefs David NovakDavide Mazza Debojyoti Dutta Derek Hao Hu Dimitrios Tsoumakos Dimitris Sacharidis …,*,*,*
Multiple Query Optimization in Mediator Systems,Fatma Ozcan; VS Subrahmanian,Abstract With the increase in mediated applications; there are now mediated applicationservers that support concurrent client accesses. Multiple query optimization (MQO) isessential for efficient processing of concurrent read only queries. The MQO problem inmediated environments differs from that of ordinary relational MQO systems in two ways:first; in mediated environments; the MQO system must be capable of interacting with the“local” query optimizers of the various sources being accessed. Second; in mediatedenvironments; the notion of what constitutes a “common” subexpression varies dramaticallyfrom one source to another; and the MQO system must be capable of working with thesediverse notions of “common” subexpression. In this paper; we extend classical relationalDBMS MQO techniques to the case of mediated applications. Our architecture has a …,*,*,*
Peter Chen; Louisiana State University & Carnegie-Mellon University; USA Du Li; Ericsson; USA Stratis Viglas; University of Edinburgh; UK Poess Meikel; Oracle; USA,Zhe Shang; Maja Vukovic; Yuan Chi Chang; Wesley M Gifford; Fatma Ozcan; Yannis Sismanis; Charles Perng; Suren Byna; Lavanya Ramakrishnan; Philip Carns; Andy Wilson; Andy Twigg; Florin Rusu; Xiaoyong Du; Zhanhuai Li; Weining Qian; Ge Yu; Guoren Wang; Jianhua Feng; Jian Yin; Kun Yue; Masaru Kitsuregawa; Yokota Haruo; Yoshiharu Ishikawa; Jeffrey Yu; David Cheung; Xuemin Lin; Xiaofang Zhou; Ee-peng Lim; Shailesh Kumar; Hesham Hallal; Jacob Slonim; Vasant Honavar; Bhuvan Bamba; Pankaj Mehra; Gong Zhang; Rafael Accorsi; Paolo Ceravolo; Etienne Riviere; Ioana Ciuciu; Maurice Van Keulen; Gabriele Ruffatti; Hong-Linh Truong,Peter Chen; Louisiana State University & Carnegie-Mellon University; USA Du Li; Ericsson; USAStratis Viglas; University of Edinburgh; UK Poess Meikel; Oracle; USA Zhe Shang; ManhattanCollege; USA Maja Vukovic; IBM TJ Research Center; USA Yuan Chi Chang; IBM TJ ResearchCenter; USA Wesley M. Gifford; IBM TJ Research Center; USA Fatma Ozcan; IBM Almaden ResearchCenter; USA Yannis Sismanis; IBM Almaden Research Center; USA Charles Perng; IBM TJ ResearchCenter; USA Suren Byna; Lawrence Berkeley National Laboratory; USA LavanyaRamakrishnan; Lawrence Berkeley National Laboratory; USA Philip Carns; Argonne NationalLaboratory; USA Andy Wilson; Sandia National Labs; USA Andy Twigg; Oxford University; UKFlorin Rusu; University of California; Merced; USA Xiaoyong Du; Renmin University ofChina; China Zhanhuai Li; Northwestern Polytechnical University; China Weining Qian …,*,*,*
B. Arpinar; P. Koksal; N. Kesimy; S. Mancuhan Software Research and Development Center of TUBITAK Middle East Technical University (METU); Turkiye email: as...,A Dogac; C Dengi; E Kilic; G Ozhan; F Ozcan; S Nural; C Evrendilek; U Halici,Abstract METU INteroperable DBMS (MIND) is a multidatabase system based on OMG'sdistributed object management architecture. It is implemented on top of a CORBA compliantORB; namely; DEC's ObjectBroker. In MIND all local databases are encapsulated in ageneric database object. The interface of the generic database object is de ned in CORBAIDL and multiple implementations of this interface; one for each component DBMSs; namely;Oracle7; Sybase; Adabas D and MOOD are provided. MIND provides its users a commondata model and a single global query language based on SQL. The main components ofMIND are a global query manager; a global transaction manager; a schema integrator;interfaces to supported database systems and a graphical user interface. The integration ofexport schemas is currently performed by using an object de nition language (ODL) which …,*,*,*
Massive-Scale Analytics,A Soffer; P Malik; AN Ghoting; JA Gunnels; P Kambadur; EP Pednault; MS Squillante; HP Hofstee; GC Chen; FH Gebara; K Hall; J Herring; D Jamsek; J Li; Y Li; JW Shi; PWY Wong; A Balmin; K Beyer; V Ercegovac; J McPherson; F Ozcan; H Pirahesh; E Shekita; Y Sismanis; S Tata; Y Tian; R Jain; P Sarkar; D Subhraveti; LL Fong; Y Gao; XR Guerin; YG Liu; T Salo; SR Seelam; W Tan,BBig Data [refers to large data sets that are beyond the capability of traditional software toolsto quickly manage; process; and analyze. The development of techniques for gaining insightfrom such information provides potential benefits in such arenas as business; science; andpublic policy. This special issue of the IBM Journal emphasizes applications; analytics;software; and hardware technologies that form the foundational building blocks for massive-scale analytics and the processing of Big Data.,*,*,*
Bulletin of the Technical Committee on,Fatma Ozcan; Sena Nural; Pinar Koksal; Mehmet Altinel; Asuman Dogac,*,Urbana,*,*
METU Interoperable Database System,Asuman Dogac Ugur Halici Ebru Kilic; Gokhan Ozhan; Fatma Ozcan; Sena Nural Cevdet Dengi Sema Mancuhan; Budak Arpinar Pinar Koksal; Cem Evrendilek,*,*,*,*
