Structure; function and diversity of the healthy human microbiome,Curtis Huttenhower; Dirk Gevers; Rob Knight; Sahar Abubucker; Jonathan H Badger; Asif T Chinwalla; Heather H Creasy; Ashlee M Earl; Michael G FitzGerald; Robert S Fulton; Michelle G Giglio; Kymberlie Hallsworth-Pepin; Elizabeth A Lobos; Ramana Madupu; Vincent Magrini; John C Martin; Makedonka Mitreva; Donna M Muzny; Erica J Sodergren; James Versalovic; Aye M Wollam; Kim C Worley; Jennifer R Wortman; Sarah K Young; Qiandong Zeng; Kjersti M Aagaard; Olukemi O Abolude; Emma Allen-Vercoe; Eric J Alm; Lucia Alvarado; Gary L Andersen; Scott Anderson; Elizabeth Appelbaum; Harindra M Arachchi; Gary Armitage; Cesar A Arze; Tulin Ayvaz; Carl C Baker; Lisa Begg; Tsegahiwot Belachew; Veena Bhonagiri; Monika Bihan; Martin J Blaser; Toby Bloom; Vivien Bonazzi; J Paul Brooks; Gregory A Buck; Christian J Buhay; Dana A Busam; Joseph L Campbell; Shane R Canon; Brandi L Cantarel; Patrick SG Chain; I-Min A Chen; Lei Chen; Shaila Chhibba; Ken Chu; Dawn M Ciulla; Jose C Clemente; Sandra W Clifton; Sean Conlan; Jonathan Crabtree; Mary A Cutting; Noam J Davidovics; Catherine C Davis; Todd Z DeSantis; Carolyn Deal; Kimberley D Delehaunty; Floyd E Dewhirst; Elena Deych; Yan Ding; David J Dooling; Shannon P Dugan; Wm Michael Dunne; A Scott Durkin; Robert C Edgar; Rachel L Erlich; Candace N Farmer; Ruth M Farrell; Karoline Faust; Michael Feldgarden; Victor M Felix; Sheila Fisher; Anthony A Fodor; Larry J Forney; Leslie Foster; Valentina Di Francesco; Jonathan Friedman; Dennis C Friedrich; Catrina C Fronick; Lucinda L Fulton; Hongyu Gao; Nathalia Garcia; Georgia Giannoukos; Christina Giblin; Maria Y Giovanni; Jonathan M Goldberg; Johannes Goll; Antonio Gonzalez; Allison Griggs; Sharvari Gujja; Susan Kinder Haake; Brian J Haas; Holli A Hamilton; Emily L Harris; Theresa A Hepburn; Brandi Herter; Diane E Hoffmann; Michael E Holder; Clinton Howarth; Katherine H Huang; Susan M Huse; Jacques Izard; Janet K Jansson; Huaiyang Jiang; Catherine Jordan; Vandita Joshi; James A Katancik; Wendy A Keitel; Scott T Kelley; Cristyn Kells; Nicholas B King; Dan Knights; Heidi H Kong; Omry Koren; Sergey Koren; Karthik C Kota; Christie L Kovar; Nikos C Kyrpides; Patricio S La Rosa; Sandra L Lee; Katherine P Lemon; Niall Lennon; Cecil M Lewis; Lora Lewis; Ruth E Ley; Kelvin Li; Konstantinos Liolios; Bo Liu; Yue Liu; Chien-Chi Lo; Catherine A Lozupone; R Dwayne Lunsford; Tessa Madden; Anup A Mahurkar; Peter J Mannon; Elaine R Mardis; Victor M Markowitz; Konstantinos Mavromatis; Jamison M McCorrison,Abstract Studies of the human microbiome have revealed that even healthy individuals differremarkably in the microbes that occupy habitats such as the gut; skin and vagina. Much ofthis diversity remains unexplained; although diet; environment; host genetics and earlymicrobial exposure have all been implicated. Accordingly; to characterize the ecology ofhuman-associated microbial communities; the Human Microbiome Project has analysed thelargest cohort and set of distinct; clinically relevant body habitats so far. We found thediversity and abundance of each habitat's signature microbes to vary widely even amonghealthy subjects; with strong niche specialization both within and among individuals. Theproject encountered an estimated 81–99% of the genera; enzyme families and communityconfigurations occupied by the healthy Western microbiome. Metagenomic carriage of …,Nature,2012,3070
Improving machine learning approaches for keyphrases extraction from scientific documents with natural language knowledge,Mikalai Krapivin; M Autayeu; Maurizio Marchese; Enrico Blanzieri; Nicola Segata,Abstract. We study the use of Natural Language Processing techniques to improve differentmachine learning approaches (Support Vector Machines (SVM); Local SVM; RandomForests); to tackle the problem of automatic keyphrases extraction from scientific papers. Forthe assessment we propose a large high quality dataset: 2000 ACM papers from theComputer Science domain. Evaluation shows promising results that outperform state-of-the-art Bayesian learning system KEA improving the average F-Measure from 22; 02%(KEA) to29; 78%(Random Forest) on the same dataset without the use of controlled vocabularies.The assessment is performed by comparison with expert assigned keyphrases. Finally; wereport a detailed analysis of the effect of the individual NLP features and data sets size onthe overall quality of extracted keyphrases.,Proceedings of the joint JCDL/ICADL international digital libraries conference,2010,10
Uncovering oral Neisseria tropism and persistence using metagenomic sequencing,Claudio Donati; Moreno Zolfo; Davide Albanese; Duy Tin Truong; Francesco Asnicar; Valerio Iebba; Duccio Cavalieri; Olivier Jousson; Carlotta De Filippo; Curtis Huttenhower; Nicola Segata,Abstract Microbial epidemiology and population genomics have previously been carried outnear-exclusively for organisms grown in vitro. Metagenomics helps to overcome thislimitation; but it is still challenging to achieve strain-level characterization of microorganismsfrom culture-independent data with sufficient resolution for epidemiological modelling. Here;we have developed multiple complementary approaches that can be combined to profileand track individual microbial strains. To specifically profile highly recombinant neisseriaefrom oral metagenomes; we integrated four metagenomic analysis techniques: singlenucleotide polymorphisms in the clade's core genome; DNA uptake sequence signatures;metagenomic multilocus sequence typing and strain-specific marker genes. We appliedthese tools to 520 oral metagenomes from the Human Microbiome Project; finding …,Nature microbiology,2016,9
Local SVM approaches for fast and accurate classification of remote-sensing images,Nicola Segata; Edoardo Pasolli; Farid Melgani; Enrico Blanzieri,In this article; the task of remote-sensing image classification is tackled with local maximalmargin approaches. First; we introduce a set of local kernel-based classifiers that alleviatethe computational limitations of local support vector machines (SVMs); maintaining at thesame time high classification accuracies. Such methods rely on the following idea:(a) duringtraining; build a set of local models covering the considered data and (b) during prediction;choose the most appropriate local model for each sample to evaluate. Additionally; wepresent a family of operators on kernels aiming to integrate the local information into existing(input) kernels in order to obtain a quasi-local (QL) kernel. To compare the performancesachieved by the different local approaches; an experimental analysis was conducted onthree distinct remote-sensing data sets. The obtained results show that interesting …,International journal of remote sensing,2012,8
Building essential biodiversity variables (EBVs) of species distribution and abundance at a global scale,W Daniel Kissling; Jorge A Ahumada; Anne Bowser; Miguel Fernandez; Néstor Fernández; Enrique Alonso García; Robert P Guralnick; Nick JB Isaac; Steve Kelling; Wouter Los; Louise McRae; Jean‐Baptiste Mihoub; Matthias Obst; Monica Santamaria; Andrew K Skidmore; Kristen J Williams; Donat Agosti; Daniel Amariles; Christos Arvanitidis; Lucy Bastin; Francesca De Leo; Willi Egloff; Jane Elith; Donald Hobern; David Martin; Henrique M Pereira; Graziano Pesole; Johannes Peterseil; Hannu Saarenmaa; Dmitry Schigel; Dirk S Schmeller; Nicola Segata; Eren Turak; Paul F Uhlir; Brian Wee; Alex R Hardisty,ABSTRACT Much biodiversity data is collected worldwide; but it remains challenging toassemble the scattered knowledge for assessing biodiversity status and trends. The conceptof Essential Biodiversity Variables (EBVs) was introduced to structure biodiversity monitoringglobally; and to harmonize and standardize biodiversity data from disparate sources tocapture a minimum set of critical variables required to study; report and manage biodiversitychange. Here; we assess the challenges of a 'Big Data'approach to building global EBV dataproducts across taxa and spatiotemporal scales; focusing on species distribution andabundance. The majority of currently available data on species distributions derives fromincidentally reported observations or from surveys where presence-only or presence–absence data are sampled repeatedly with standardized protocols. Most abundance data …,Biological reviews,2018,5
Large-scale phylogenomics of the Lactobacillus casei group highlights taxonomic inconsistencies and reveals novel clade-associated features,Sander Wuyts; Stijn Wittouck; Ilke De Boeck; Camille N Allonsius; Edoardo Pasolli; Nicola Segata; Sarah Lebeer,ABSTRACT Although the genotypic and phenotypic properties of the Lactobacillus caseigroup have been studied extensively; the taxonomic structure has been the subject ofdebate for a long time. Here; we performed a large-scale comparative analysis by using 183publicly available genomes supplemented with a Lactobacillus strain isolated from thehuman upper respiratory tract. On the basis of this analysis; we identified inconsistencies inthe taxonomy and reclassified all of the genomes according to their most closely related typestrains. This led to the identification of a catalase-encoding gene in all 10 L. casei sensustricto strains; making it the first described catalase-positive species in the Lactobacillusgenus. Moreover; we found that 6 of 10 L. casei genomes contained a SecA2/SecY2 genecluster with two putative glycosylated surface adhesin proteins. Altogether; our results …,MSystems,2017,5
Unexplored diversity and strain-level structure of the skin microbiome associated with psoriasis,Adrian Tett; Edoardo Pasolli; Stefania Farina; Duy Tin Truong; Francesco Asnicar; Moreno Zolfo; Francesco Beghini; Federica Armanini; Olivier Jousson; Veronica De Sanctis; Roberto Bertorelli; Giampiero Girolomoni; Mario Cristofolini; Nicola Segata,Abstract Psoriasis is an immune-mediated inflammatory skin disease that has beenassociated with cutaneous microbial dysbiosis by culture-dependent investigations andrRNA community profiling. We applied; for the first time; high-resolution shotgunmetagenomics to characterise the microbiome of psoriatic and unaffected skin from 28individuals. We demonstrate psoriatic ear sites have a decreased diversity and psoriasis isassociated with an increase in Staphylococcus; but overall the microbiomes of psoriatic andunaffected sites display few discriminative features at the species level. Finer strain-levelanalysis reveals strain heterogeneity colonisation and functional variability providing theintriguing hypothesis of psoriatic niche-specific strain adaptation or selection. Furthermore;we accessed the poorly characterised; but abundant; clades with limited sequence …,NPJ biofilms and microbiomes,2017,5
Large-scale comparative metagenomics of Blastocystis; a common member of the human gut microbiome,Francesco Beghini; Edoardo Pasolli; Tin Duy Truong; Lorenza Putignani; Simone M Cacciò; Nicola Segata,Abstract The influence of unicellular eukaryotic microorganisms on human gut health anddisease is still largely unexplored. Blastocystis spp. commonly colonize the gut; but itsclinical significance and ecological role are currently unsettled. We have developed a high-sensitivity bioinformatic pipeline to detect Blastocystis subtypes (STs) from shotgunmetagenomics; and applied it to 12 large data sets; comprising 1689 subjects of differentgeographic origin; disease status and lifestyle. We confirmed and extended previousobservations on the high prevalence the microrganism in the population (14.9%); its non-random and ST-specific distribution; and its ability to cause persistent (asymptomatic)colonization. These findings; along with the higher prevalence observed in non-westernizedindividuals; the lack of positive association with any of the disease considered; and …,The ISME journal,2017,4
Experimental metagenomics and ribosomal profiling of the human skin microbiome,Pamela Ferretti; Stefania Farina; Mario Cristofolini; Giampiero Girolomoni; Adrian Tett; Nicola Segata,Abstract The skin is the largest organ in the human body; and it is populated by a largediversity of microbes; most of which are co-evolved with the host and live in symbioticharmony. There is increasing evidence that the skin microbiome plays a crucial role in thedefense against pathogens; immune system training and homoeostasis; and microbiomeperturbations have been associated with pathological skin conditions. Studying the skinresident microbial community is thus essential to better understand the microbiome-hostcrosstalk and to associate its specific configurations with cutaneous diseases. Severalcommunity profiling approaches have proved successful in unravelling the composition ofthe skin microbiome and overcome the limitations of cultivation-based assays; but thesetools remain largely inaccessible to the clinical and medical dermatology communities …,Experimental dermatology,2017,4
Genome sequence of Pseudomonas aeruginosa PA45; a highly virulent strain isolated from a patient with bloodstream infection,Nicola Segata; Annalisa Ballarini; Olivier Jousson,ABSTRACT Pseudomonas aeruginosa is a ubiquitous opportunistic pathogen causing abroad range of infections in humans. We provide the draft genome sequence of the recentlyidentified and highly virulent P. aeruginosa PA45 strain. Its 6.6-Mb genome contains 6;822genes; including an unparalleled number of virulence genes; which might explain itsaggressive phenotype.,Genome announcements,2013,4
Towards the integration of computational systems biology and high-throughput data: supporting differential analysis of microarray gene expression data,Nicola Segata; Enrico Blanzieri; Corrado Priami,Summary The paradigmatic shift occurred in biology that led first to high-throughputexperimental techniques and later to computational systems biology must be applied also tothe analysis paradigm of the relation between local models and data to obtain an effectiveprediction tool. In this work we introduce a unifying notational framework for systems biologymodels and high-throughput data in order to allow new integrations on the systemic scalelike the use of in silico predictions to support the mining of gene expression datasets. Usingthe framework; we propose two applications concerning the use of system level models tosupport the differential analysis of microarray expression data. We tested the potentialities ofthe approach with a specific microarray experiment on the phosphate system inSaccharomyces cerevisiae and a computational model of the PHO pathway that supports …,Journal of Integrative Bioinformatics (JIB),2008,4
Accessible; curated metagenomic data through ExperimentHub,Edoardo Pasolli; Lucas Schiffer; Paolo Manghi; Audrey Renson; Valerie Obenchain; Duy Tin Truong; Francesco Beghini; Faizan Malik; Marcel Ramos; Jennifer B Dowd; Curtis Huttenhower; Martin Morgan; Nicola Segata; Levi Waldron,The microbiome has emerged as a key aspect of human biology and has been implicated inmany disease etiologies. Shotgun metagenomic sequencing is an approach with the highestresolution currently available for studying the taxonomic composition and functionalpotential of the human microbiome. The increase in publicly available shotgun datatheoretically enables hypothesis testing for specific diseases and environmental niches aswell as meta-analysis across related studies. However; several factors prevent the researchcommunity from taking full advantage of these resources. Barriers include the need forsubstantial investments of time; computational resources and specialized bioinformaticexpertise as well as inconsistencies in annotation and formatting between individualstudies.To overcome these challenges; we developed the curatedMetagenomicData data …,Nature methods,2017,3
Local approaches for fast; scalable and accurate learning with kernels,Nicola Segata,The present thesis deals with the fundamental machine learning issues of increasing theaccuracy of learning systems and their computational performances. The key concept whichis exploited throughout the thesis; is the tunable trade-off between local and globalapproaches to learning; integrating the effective setting of Instance Based Learning with thesound foundations of Statistical Learning Theory. Four are the main contributions of thethesis in this context:(i) a theoretical analysis and empirical evaluation of the Local SVMapproach;(ii) a family of operators on kernels to obtain Quasi-Local kernels;(iii) theframework of Local Kernel Machines; and (iv) a local maximal margin approach to noisereduction. In our analysis of Local SVM; we derive a new learning bound starting from thetheory of Local Learning Algorithms; and we showed that Local SVM statistically …,*,2009,3
Stochastic π-Calculus Modelling of Multisite Phosphorylation Based Signaling: The PHO Pathway in Saccharomyces Cerevisiae,Nicola Segata; Enrico Blanzieri,Abstract We propose a stochastic π-calculus modelling approach able to handle thecomplexity of post-translational signalling and to overcome some limitations of the ordinarydifferential equations based methods. The model we developed is customizable without apriori assumptions to every multisite phosphorylation regulation. We applied it to themultisite phosphorylation of the Pho4 transcription factor that plays a crucial role in thephosphate starvation signalling in Saccharomyces cerevisiae; using available in vitroexperiments for the model tuning and validation. The in silico simulation of the sub-path withthe stochastic π-calculus allows quantitative analyses of the kinetic characteristics of thePho4 phosphorylation; the different phosphorylation dynamics for each site (possiblycombined) and the variation of the kinase activity as the reaction goes to completion. One …,Transactions on Computational Systems Biology X,2008,3
A different microbiome gene repertoire in the airways of cystic fibrosis patients with severe lung disease,Giovanni Bacci; Alessio Mengoni; Ersilia Fiscarelli; Nicola Segata; Giovanni Taccetti; Daniela Dolce; Patrizia Paganin; Patrizia Morelli; Vanessa Tuccio; Alessandra De Alessandri; Vincenzina Lucidi; Annamaria Bevivino,In recent years; next-generation sequencing (NGS) was employed to decipher the structureand composition of the microbiota of the airways in cystic fibrosis (CF) patients. However;little is still known about the overall gene functions harbored by the resident microbialpopulations and which specific genes are associated with various stages of CF lungdisease. In the present study; we aimed to identify the microbial gene repertoire of CFmicrobiota in twelve patients with severe and normal/mild lung disease by performingsputum shotgun metagenome sequencing. The abundance of metabolic pathways encodedby microbes inhabiting CF airways was reconstructed from the metagenome. We identified aset of metabolic pathways differently distributed in patients with different pulmonary function;namely; pathways related to bacterial chemotaxis and flagellar assembly; as well as …,International Journal of Molecular Sciences,2017,2
Long-adapter single-strand oligonucleotide probes for the massively multiplexed cloning of kilobase genome regions,Lorenzo Tosi; Viswanadham Sridhara; Yunlong Yang; Dongli Guan; Polina Shpilker; Nicola Segata; H Benjamin Larman; Biju Parekkadan,Abstract As the catalogue of sequenced genomes and metagenomes continues to grow;massively parallel approaches for the comprehensive and functional analysis of geneproducts and regulatory elements are becoming increasingly valuable. Current strategies tosynthesize or clone complex libraries of DNA sequences are limited by the length of theDNA targets; throughput and cost. Here; we show that long-adapter single-strandoligonucleotide (LASSO) probes can capture and clone thousands of kilobase DNAfragments in a single reaction. As proof of principle; we simultaneously cloned over 3;000bacterial open reading frames (ORFs) from Escherichia coli genomic DNA (spanning 400-to5;000-bp targets). Targets were enriched up to a median of around 60-fold compared withnon-targeted genomic regions. At a cutoff of three times the median non-target reads per …,Nature biomedical engineering,2017,2
The new phylogenesis of the genus Mycobacterium,Enrico Tortoli; Tarcisio Fedrizzi; Monica Pecorari; Elisabetta Giacobazzi; Veronica De Sanctis; Roberto Bertorelli; Antonella Grottola; Anna Fabio; Pamela Ferretti; Francesca Di Leva; Giulia Fregni Serpini; Sara Tagliazucchi; Fabio Rumpianesi; Olivier Jousson; Nicola Segata,Abstract Phylogenetic knowledge of the genus Mycobacterium is based on comparativeanalysis of their genetic sequences. The 16S rRNA has remained for many years the onlytarget of such analyses; but in the last few years; other housekeeping genes have beeninvestigated and the phylogeny based on their concatenated sequences become astandard. It is now clear that the robustness of the phylogenetic analysis is strictly related tothe size of the genomic target used. Whole genome sequencing (WGS) is nowadaysbecoming widely accessible and comparatively cheap. It was decided; therefore; to use thisapproach to reconstruct the ultimate phylogeny of the genus Mycobacterium. Over 50 typesof strains of the same number of species of Mycobacterium were sequenced using theIllumina HiSeq platform. The majority of the strains of which the whole sequence was …,International Journal of Mycobacteriology,2015,2
Microbial community function and biomarker discovery in the human microbiome,Nicola Segata; Sahar Abubucker; Johannes Goll; Alyxandria M Schubert; Jacques Izard; Brandi L Cantarel; Beltran Rodriguez-Mueller; Levi Waldron; Jeremy Zucker; Mathangi Thiagarajan; Bernard Henrissat; Owen White; Scott T Kelley; Barbara Methé; Patrick D Schloss; Wendy S Garrett; Dirk Gevers; Makedonka Mitreva; Curtis Huttenhower,Deep exome resequencing is a powerful approach for delineating patterns of protein-codingvariation among genes; pathways; individuals and populations. We analyzed exome datafrom 2;440 individuals of European and African ancestry as part of the National Heart; Lung;and Blood Institute's Exome Project; the aim of which is to discover novel genes andmechanisms that contribute to heart; lung and blood disorders. Each exome was sequencedto a mean coverage of 116×; allowing detailed inferences about the population genomicpatterns of both common variation and rare coding variation. We identified more than500;000 single nucleotide variations; the majority of which were novel and rare (76% ofvariants had a minor allele frequency of less than 0.1%); reflecting the recent dramaticincrease in the size of the human population. The unprecedented magnitude of this …,Genome biology,2011,2
Kernel Integration using von Neumann Entropy,Andrea Malossini; Nicola Segata; Enrico Blanzieri,Kernel methods provide a computational framework to integrate heterogeneous biologicaldata from different sources for a wide range of learning algorithms by designing a kernel foreach di® erent information source and combining them in a unique kernel through simplemathematical operations. We develop here a novel technique for weighting kernels basedon their von Neumann entropy. This permits to assess the kernel quality without using labelinformation; and to integrate kernels before the beginning of the learning process. Moreover;we carry out a comparison with the unweighted kernel summation and a popular techniquebased on semi-definite programming on kernel integration benchmark data sets. Finally; weempirically study the variation of the performance of a support vector machine classi¯ erconsidering pairs of kernels combined in di® erent ratios; and we show how; surprisingly …,*,2009,2
Stochastic pi-calculus modelling of multisite phosphorylation based signaling: in silico analysis of the Pho4 transcription factor and the PHO pathway in Saccharomy...,Nicola Segata; Enrico Blanzieri; Corrado Priami,Multisite phosphorylation is known to be an important and dynamic mechanism forregulating the activity of transcription factors. Here we propose a stochastic pi-calculusmodelling approach able to handle the complexity of post-translational modifications and toovercome the limitations of the ordinary differential equations based methods. The modelcan be applied without a priori assumptions to every (multisite) phosphorylation regulationfor which some basic rates are known or can be indirectly set with experimental data. Weapply it to the multisite phosphorylation of the Pho4 transcription factor that plays a crucialrole in the phosphate starvation signalling in Saccharomyces cerevisiae using available invitro experiments for the model tuning and validation. The innovative modelling of the sub-path with the stochastic pi-calculus allows quantitative analyses of the kinetic …,*,2007,2
White 0; Kelley ST; Methe B; Schloss PD; Gevers D; Mitreva M; Huttenhower C. 2012,S Abubucker; N Segata; J Goll; AM Schubert; J Izard; BL Cantarel; B Rodriguez-Mueller; J Zucker; M Thiagarajan; B Henrissat,*,Metabolic reconstruction for metagenomic data and its application to the human microbiome. PLoS Comput. BioI,*,2
Selective maternal seeding and environment shape the human gut microbiome,Katri Korpela; Paul Igor Costea; Luis Pedro Coelho; Stefanie Kandels-Lewis; Gonneke Willemsen; Dorret I Boomsma; Nicola Segata; Peer Bork,Abstract Vertical transmission of bacteria from mother to infant at birth is postulated to initiatea life-long host-microbe symbiosis; playing an important role in early infant development.However; only the tracking of strictly defined unique microbial strains can clarify where theintestinal bacteria come from; how long the initial colonisers persist and whethercolonisation by other strains from the environment can replace existing ones. Using raresingle nucleotide variants in fecal metagenomes of infants and their family members; weshow strong evidence of selective and persistent transmission of maternal strain populationsto the vaginally born infant; and their occasional replacement by strains from theenvironment; including those from family members; in later childhood. Only strains from theclasses Actinobacteria and Bacteroidia; which are essential components of the infant …,Genome research,2018,1
The new phylogeny of the genus Mycobacterium: the old and the news,Enrico Tortoli; Tarcisio Fedrizzi; Conor J Meehan; Alberto Trovato; Antonella Grottola; Elisabetta Giacobazzi; Giulia Fregni Serpini; Sara Tagliazucchi; Anna Fabio; Clotilde Bettua; Roberto Bertorelli; Francesca Frascaro; Veronica De Sanctis; Monica Pecorari; Olivier Jousson; Nicola Segata; Daniela M Cirillo,Abstract Background Phylogenetic studies of bacteria have been based so far either on asingle gene (usually the 16S rRNA) or on concatenated housekeeping genes. For whatconcerns the genus Mycobacterium these approaches support the separation of rapidly andslowly growing species and the clustering of most species in well-defined phylogeneticgroups. The advent of high-throughput shotgun sequencing leads us to revise conventionaltaxonomy of mycobacteria on the light of genomic data. For this purpose we investigated 88newly sequenced species in addition to 60 retrieved from GenBank and used the AverageNucleotide Identity pairwise scores to reconstruct phylogenetic relationships within thisgenus. Results Our analysis confirmed the separation of slow and rapid growers and theintermediate position occupied by the M. terrae complex. Among the rapid growers; the …,Infection; Genetics and Evolution,2017,1
Draft Genome Sequence of the Planktic Cyanobacterium Tychonema bourrellyi; Isolated from Alpine Lentic Freshwater,Federica Pinto; Adrian Tett; Federica Armanini; Francesco Asnicar; Adriano Boscaini; Edoardo Pasolli; Moreno Zolfo; Claudio Donati; Nico Salmaso; Nicola Segata,ABSTRACT We describe here the draft genome sequence of the cyanobacteriumTychonema bourrellyi; assembled from a metagenome of a nonaxenic culture. The strain(FEM_GT703) was isolated from a freshwater sample taken from Lake Garda; Italy. The draftgenome sequence represents the first assembled T. bourrellyi strain.,Genome announcements,2017,1
Computational Tools for Taxonomic Microbiome Profiling of Shotgun Metagenomes,Matthias Scholz; Adrian Tett; Nicola Segata,Abstract Microbial communities are complex biological entities that are crucial in virtually allnatural and human-associated ecosystems. Whole-metagenome shotgun (WMS)sequencing provides the opportunity to explore the entire genomic content of microbiomesin specific environments; but several computational challenges are encountered in the dataanalysis. Here we discuss the software tools available to taxonomically profile a microbiomefrom WMS data to obtain the list of organisms present in the community and their respectiveproportions. Current approaches based on sequence assembly or alignment; compositionalfeatures; and marker genes are presented; along with a case study on the largest WMSdataset generated to date to guide the user in similar investigations. We also discuss theoutstanding challenges and the required features new computational methods should …,*,2014,1
Validation of CFS classification with different data sources,Marco Bassetti; Massimiliano Bernabe; Manuel Borile; Cesare Desilvestro; Tarcisio Fedrizzi; Alessandra Giordani; Roberto Larcher; Alida Palmisano; Angelo Salteri; Stefano Schivo; Nicola Segata; Linda Tambosi; Roberto Valentini; Periklis Andritsos; Paolo Fontana; Andrea Malossini; Enrico Blanzieri,The difference between patients with CFS patient and healthy ones could; in principle; bedetected by examining a variety of data. We systematically used the CAMDA 2006 availabledata sets in order to assess the patients' discrimination using supervised and unsupervisedtechniques. Our results suggest that data sets that are predictive are the clinical as well asthe microarray data sets. On the other hand; our analysis of the proteomics data suggeststhat subjects with diseases different from CFS could be among the healthy ones. Finally; weindicate a set of genes extracted from the microarray data and validate then with anautomatic comparison with Gene Ontology information. A set of these genes with high GOproximity may contribute to CFS.,*,2006,1
Correction for Pinto et al.;“Draft Genome Sequences of Novel Pseudomonas; Flavobacterium; and Sediminibacterium Strains from a Freshwater Ecosystem”,Federica Pinto; Adrian Tett; Federica Armanini; Francesco Asnicar; Adriano Boscaini; Edoardo Pasolli; Moreno Zolfo; Claudio Donati; Nico Salmaso; Nicola Segata,Citation Pinto F; Tett A; Armanini F; Asnicar F; Boscaini A; Pasolli E; Zolfo M; Donati C; SalmasoN; Segata N. 2018. Correction for Pinto et al.; “Draft genome sequences of novelPseudomonas; Flavobacterium; and Sediminibacterium strains from a freshwaterecosystem.” Genome Announc 6:e00169-18. https://doi.org/10.1128/genomeA.00169-18 …This is an open-access article distributed under the terms of the Creative Commons Attribution4.0 International license.,Genome Announcements,2018,*
Draft Genome Sequences of Novel Pseudomonas; Flavobacterium; and Sediminibacterium Species Strains from a Freshwater Ecosystem,Federica Pinto; Adrian Tett; Federica Armanini; Francesco Asnicar; Adriano Boscaini; Edoardo Pasolli; Moreno Zolfo; Claudio Donati; Nico Salmaso; Nicola Segata,ABSTRACT Freshwater ecosystems represent 0.01% of the water on Earth; but they support6% of global biodiversity that is still mostly uncharacterized. Here; we describe the genomesequences of three strains belonging to novel species in the Pseudomonas; Flavobacterium;and Sediminibacterium genera recovered from a water sample of Lake Garda; Italy.,Genome announcements,2018,*
The Microbe Directory: An annotated; searchable inventory of microbes’ characteristics,Heba Shaaban; David A Westfall; Rawhi Mohammad; David Danko; Daniela Bezdan; Ebrahim Afshinnekoo; Nicola Segata; Christopher E Mason,Abstract The Microbe Directory is a collective research effort to profile and annotate morethan 7;500 unique microbial species from the MetaPhlAn2 database that includes bacteria;archaea; viruses; fungi; and protozoa. By collecting and summarizing data on variousmicrobes' characteristics; the project comprises a database that can be used downstream oflarge-scale metagenomic taxonomic analyses; allowing one to interpret and explore theirtaxonomic classifications to have a deeper understanding of the microbial ecosystem theyare studying. Such characteristics include; but are not limited to: optimal pH; optimaltemperature; Gram stain; biofilm-formation; spore-formation; antimicrobial resistance; andCOGEM class risk rating. The database has been manually curated by trained student-researchers from Weill Cornell Medicine and CUNY—Hunter College; and its analysis …,Gates Open Research,2018,*
Conflict of Interest Declarations by Contributing Editors of the Special Issue on Early-Career Systems Microbiology Scientists; Sponsored by Janssen Human Microbi...,Steve Hallam; Julie A Huber; Janet K Jansson; Manuel Liebeke; Karen G Lloyd; Catherine Lozupone; Lee Ann McCue; David A Mills; Katie Pollard; Nicola Segata; Ashley Shade; Thomas Sharpton; Pamela A Silver; James Stegen; Zarath M Summers; Joshua Weitz; Paul Wilmes,Declarations of potential conflict (s) of interest. Pieter C. Dorrestein has joint researchprojects funded by Janssen but does not receive any consulting fees. Jack A. Gilbertreceived a $4;000 honorarium to give a lecture at the forum “Bugs; Drugs & Beyond:Targeting the Microbiome to Transform Health Care” in March 2017. Rob Knight is aScientific Advisory Board member and consultant with Janssen Research & Development;LLC. Jeroen Raes has acted as a paid consultant for Janssen; and his lab has a researchcontract with them.,*,2018,*
