Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
Low-Insertion-Loss; In-Fiber; Dynamic Arbitrary Waveform Generation,Yu Yeung Kenny Ho; Li Qian,Optical Arbitrary Waveform Generation (O-AWG) is a promising technology for generatinghigh-bandwidth ana- log microwaves used in advanced radar systems and ultra-wideband communicationssystems [1]. O-AWG utilizes waveform generation and shaping in the optical domain to overcomethe speed limitation of electronics. Techniques for dynamic pulse shaping in the optical domaincan be generally divided into two categories: direct temporal shaping [2] and temporal shapingthrough spectral manipulation [3; 4]. The reported techniques; however; require coupling lightout of fiber for spectral manipulation and then coupling back into the fiber — the inherent lossis therefore high. In this paper; we demonstrate for the first time; a dynamic O-AWG system wherethe waveform shaping function can be carried out in a continuous; splice-free fiber. Our systemperforms spectral line-by-line shaping by employing uniform Fiber Bragg Gratings (FBGs) …,Coherent Optical Technologies and Applications,2008,1
Fabrication and Characterization of MR Elastomers with High MR Effects,K Popp; PB Kosasih; XZ Zhang; WH Li,Abstract Magnetorheological (MR) elastomers have characteristics that their modulus can becontrolled by an external magnetic field. Therefore; MR elastomers have potentialapplications in variable stiffness based devices; such as adaptive tuned vibration dynamicabsorbers. For such devices; the tuning range depends much on MR effect. So it is importantto fabricate MR elastomers with high MR effects. However; existing MR elastomers haverelatively small MR effect; which is generally less than 100%. This paper aims to fabricatenew MR elastomers with larger MR effect. To this end; four categories of MR elastomers withdifferent components are fabricated and their performances were characterized by using atest rig and also verified by simulation analysis. The MRE samples used five components:two types of silicon rubber; a silicon oil; a curing agent and two types of iron particles with …,한국소음진동공학회 국제학술발표논문집,2008,1
Interleukin-18 and lung fibrosis in silicosis,Q Li; SX Wang,1. Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi. 2008 Jul;26(7):443-5.[Interleukin-18 and lung fibrosis in silicosis]. [Article in Chinese]. Li Q; Wang SX. PMID:19080392 [Indexed for MEDLINE]. Publication Types: Research Support; Non-USGov't; Review. MeSH terms. Humans; Interleukin-18/chemistry; Interleukin-18/metabolism*;Pulmonary Fibrosis/etiology*; Pulmonary Fibrosis/pathology; Silicosis/complications;Silicosis/pathology; Silicosis/physiopathology*. Substance. Interleukin-18.,*,2008,1
Heat transfer duct fastening structure,*,A heat transfer duct fastening structure aims to firmly mount a heat transfer duct onto a heatconductive base to increase heat transfer efficiency and facilitate heat dissipating of anelectronic device and prevent the electronic device from being damaged at hightemperature. The structure includes the base and the heat transfer duct. The base is a goodheat conductive element and has a coupling portion to receive the heat transfer duct. Theheat transfer duct and the inner wall of the coupling portion are soldered together through asoldering paste. Thus heat generated by the electronic device can be transmitted throughthe base and heat transfer duct and released to the air.,*,2008,1
Excess noise control in Gaussian-modulated coherent state quantum key distribution system,Bing Qi; Lei-Lei Huang; Yue-Meng Chi; Li Qian; Hoi-Kwong Lo,A novel polarization-frequency-multiplexing scheme is implemented to suppress noise in afiber-based Gaussian-modulated coherent-state quantum key distribution system. Theachievable secrete key rate is 0.30 bit/pulse with a 5 km-fiber and 0.05 bit/pulse with a 20 km-fiber.,Lasers and Electro-Optics; 2008 and 2008 Conference on Quantum Electronics and Laser Science. CLEO/QELS 2008. Conference on,2008,1
Dynamics of room temperature DC-induced second-order nonlinearity in poled fiber under an external field,Jiawen Zhang; Li Qian,1. Introduction As silica glass is a centro-symmetric material; it lacks any even-ordernonlinearity. However; recent developments in poling techniques shows that second-order nonlinearity(SON) can be induced in silica by recording an internal electric field in the material[1]. This phenomenonopens doors for various new applications for silica fibers such as optical switch/modulator[2];frequency conversion[3]; and photon pair generation[4]. In order to understand the mechanismof the poling process and to achieve the optimum poling results; the time evolution of the internalSON in the fiber under poling has been characterized and studied by many researchgroups[5;6]. However; the dynamics of the internal SON in a poled fiber under the influence ofan external DC field has never been reported before; which is of significant importance for thestability study of the recorded internal field; and for further understanding of charge …,Optical Fiber communication/National Fiber Optic Engineers Conference; 2008. OFC/NFOEC 2008. Conference on,2008,1
Arbitrary Dual-band filter using composite right/left-handed transmission line,Xiao Liu; Chao Li; Fang Li,A novel dual-band band-pass filter using composite right/left handed transmission line(CRLH-TL) is proposed in this paper. Through properly choosing the parameters of theCRLH-TL; the ratio of the central frequencies of the two pass band can be arbitrary. Aprototype operating at 1.5 GHz and 2.3 GHz is presented. Simulation and measurementresults which are in good agreement with each other are given to demonstrate theperformance of the proposed structure.,Microwave Conference; 2007. APMC 2007. Asia-Pacific,2007,1
Improve the efficiency of a practical quantum key distribution system,Bing Qi; Yi Zhao; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,The performance of a practical quantum key distribution (QKD) system is often limited by themulti-photon state emission of its source and the dark counts of its detectors. Here; wepresent two methods to improve its performance. The first method is decoy state QKD: thesender randomly sends out weak coherent states with various average photon numbers(which are named as signal state and decoy states). In [14; 15]; we have performed the firstexperimental implementation of decoy state QKD over 15km and 60km respectively; thusdramatically increasing the distance and secure key generation rate of practical QKDsystems. Our work has been followed up by many research groups worldwide [16-18]. Thesecond scheme is QKD with" dual detectors"[19]: the legitimate receiver randomly useseither a fast (but noisy) detector or a quiet (but slow) detector to measure the incoming …,Quantum Communications and Quantum Imaging V,2007,1
Determination of microelements in different parts of Limonium bicolor by FAAS,DQ Wu; CX Li; HG An; H Song; L Xu,Abstract Eight microelements in the flower; stem; leaf and root of limonium bicolor weredetermined by FAAS. Different parts of the powder were digested with HNO3-HClO4 mixedacid (4+ 1) before the determination. Work conditions; accuracy and precision of the methodwere studied. The experimental results show that the recovery (n= 7) is 99.3%-105.3%;while RSD (n= 7) is 0.34%-1.04%. The content of each microelement in the different parts oflimonium bicolor is not the same. For the flower: Na> K> Mg> Ca> Fe> Zn> Co> Cu; stem:K> Mg> Ca> Na> Fe> Zn> Cu> Co; leaf: K> Mg> Ca> Na> Fe> Zn> Co> Cu; and root: K>Mg> Na> Fe> Ca> Zn> Cu> Co; but the contents of K; Mg; Cu; Na and Fe in all different partsof limonium bicolor are relatively high. The method has good precision and accuracy so thatit is able to meet the requirements for analysis.,Guang pu xue yu guang pu fen xi= Guang pu,2007,1
One-way continuous-variable quantum key distribution over 5km of standard telecom fiber,Lei-Lei Huang; Bing Qi; Li Qian; Hoi-Kwong Lo,All Gaussian and binary random numbers are generated with a quantum random number generator(Quantis from id quantique). A low noise charge sensitive amplifier is used for the homodynedetector [11]. The electronic noise of the homodyne detector is 16 dB below the shot noise (withthe LO of ~108 photons/pulse); as shown in Fig.2a. The length of the transmission fiber betweenAlice and Bob is 5km … Fig. 1: The optical layout of the GMCS QKD system. L: 1550nm cw laserdiode; PC: polarization controllers; AM: amplitude modulator; PBS: polarizing beamsplitter/combiners; AM&PM-amplitude and phase modulator; AOM+ (AOM-): up-shift(down-shift) acousto-optic modulators; VOA: variable optical attenuator; PM: phasemodulator; C: 2x2 fiber coupler; ODL-variable optical delay line; HOM: homodyne detector …Fig.2 a) Noise the balanced homodyne detector: at 108 photons/pulse; shot noise is …,Quantum Electronics and Laser Science Conference; 2007. QELS'07,2007,1
Full dispersion characterization using single-arm interferometry on a mm-length fiber,W Mohammed; Michael Galle; Joachim Meier; Chris Sapiano; Li Qian; Peter W Smith,1. Introduction Full dispersion characterization on short fibers is desirable and sometimes necessarywhen designing fiber-based devices. A case in point is the thermally polled twin-hole fibers(THF) [1; 2]; which can be used for parametric frequency conversion [2] and for entangled photongeneration [4]. Typical fiber lengths used in these applications are short; on the order ofcentimeters. Accurate determination of the effective index and dispersion parameters is criticalto the design of these fiber devices in terms of determining the quasi-phase matching periodicityas well as the nonlinear interaction length. However; measurements obtained on long fibersmight be erroneous as the fibers exhibit large non-uniformity along the length due to their structureand the fabrication process. Hence; it is essential to perform dispersion measurements; locallyand nondestructively; on short fibers; before periodic polling. Though accurate effective …,Quantum Electronics and Laser Science Conference; 2007. QELS'07,2007,1
A New Approach for the Analysis of Planar Distributed Two-Dimentional (2-D) Left-Haned (Lh) Structures,Chao Li; Kaiyu Liu; Fang Li,Abstract A new approach is proposed to analyze planar distributed 2-D LH structures. The 4-port S parameters of the unit cell combined with the Bloch-Floquet theory are used todetermine the dispersion relations and Bloch impedance. The LH and RH frequency bandsare identified by the signs of the real parts of the wave number and the Bloch impedance.Several advantages of the new approach over the previous unit cell analysis methods arepresented. As an example; a capacitance-enhanced LH structure is designed and analyzedwith the new approach. FDTD simulation is also performed to study the periodic LH structurewith infinite arrays. The results of the simulation at the LH frequency band show thebackward wave properties in consistent with those obtained by the proposed approach.,International Journal of Infrared and Millimeter Waves,2007,1
Performance testing and hysteresis modeling of a position-feedback MR actuator,Bin Liu; WH Li; PB Kosasih; XZ Zhang,Abstract This paper presents the development and performance testing and modeling of aposition-feedback MR actuator. The MR actuator; in disc-shape; composes of rotary shaftand plate; an electromagnetic coil; MR fluids; and casings. The working principle of theactuator was discussed and the transmitted torque equation was employed by using theBingham plastic model. The optimal dimensions of the actuator were obtained by finiteelement analysis using COSMOSEMS package. Following the manufacturing andfabrication of the actuator prototype; the steady-state performance of the MR actuator wasmeasured using a force gauge. The experimental results show that the actuator exhibithysteresis behavior. A sub-hysteresis model was then proposed and the model parameterswere identified using the experimental results. The comparison between experimental …,*,2007,1
Preparation antibodies against recombinant bovine IFN-gamma and development of sandwich ELISA for bovine IFN-gamma detection,C Li; YD Tan; YY Chen; QY Hu; ZG Yan; B Qin; YJ Chao; HC Chen; AZ Guo,Abstract This study was aimed to establish ELISA for recombinant bovine IFN-gamma(BovIFN-gamma) detection and provide a new method for diagnosis of pathogenic infection.The total RNA was isolated from peripheral blood leucocytes cultured with PHA mitogenstimulation. Then bovine IFN-gamma (BovIFN-gamma) gene cDNA was amplified by RT-PCR and cloned into pET28a to obtain the expression plasmid designated as pETBovIFN-gamma. The pETBovlFN-gamma was further transformed into competent E. coli BL21 cellsand a 18kD His-tagged protein as expected was expressed after IPTG induction. By usingpurified recombinant BovIFN-gamma as antigen and lymphocyte-hybridoma technique; fourhybridoma cell lines which stably secreted monoclonal antibodies against rBovIFN-gammawere generated; designated as A7; A10; G6; and G10. The immunoglobin subset was …,Sheng wu gong cheng xue bao= Chinese journal of biotechnology,2007,1
Continuous-Variables Quantum Key Distribution over Standard Telecom Fiber,Lei-Lei Huang; HK Lo; B Qi; L Qian,Abstract In this report; a Gaussian-modulated coherent state quantum key distribution(GMCS QKD) system implemented in telecom wavelength is investigated. This is the firstexperimental demonstration of one-way GMCS QKD over kilometers of standard telecomfiber. We achieved system performance that would result in a secrete key rate of> 10kb/s of areverse reconciliation protocol under realistic assumptions.,*,2006,1
Effects of hemin and thermal stress exposure on JWA expression,M Zhao; R Chen; AP Li; JW Zhou,OBJECTIVE: To investigate the expression of JWA after hemin and (or) thermal stressexposure. METHODS: The expression of JWA was determined by Western blot. RT-PCRwas carried out for evaluation of the expression of JWA mRNA. The JWA promotertranscription activity analysis was performed by CAT-ELISA. RESULTS: The expression ofJWA protein was significantly increased by 3.23+/-0.57 times of control in K562 cells aftertreated by hemin (50 micromol/L) for 1 week; and the similar pattern was observed in thecells after treatment with thermal stress (42 degrees C) for 2 hours (increased by 8.00+/-1.73times). The expression of JWA mRNA was also significantly elevated by 1.37+/-0.06 times inK562 cells treated by hemin (30 micromol/L) for 48 hours; and with a similar regulationpattern (increased by 1.87+/-0.13 times) by treatment with thermal stress (42 degrees C) …,Zhonghua lao dong wei sheng zhi ye bing za zhi= Zhonghua laodong weisheng zhiyebing zazhi= Chinese journal of industrial hygiene and occupational diseases,2006,1
Perylene Diimide as the Black-Layer Material of the OLEDs,Jiun-Haw Lee; Kai-Hsiang Chuang; Yu-Hsuan Ho; Chi-Feng Lin; Chun-Chieh Chao; Man-Kit Leung; Cheng-Yu Li; Hsuen-Li Chen,Abstract In this paper; we use a perylene diimide derivative serving as a destructive and anabsorption layer of the “black cathode” of an organic light-emitting device (OLED). A thin andsemitransparent metal between the electron transport layer and the perylene diimide is usedfor better electron injection and also serves as the destructive interference. The thickness ofsuch layer is critical since thinner metal results in lower reflectance; but higher diving voltagedue to worse electron injection. To enhance the electron injection capability; the thickness ofthe thin metal increases which in turns to increase the reflectance. Here; we used a double-metal configuration to decrease the reflectance and maintain the electron injection capabilityat the same time.,MRS Online Proceedings Library Archive,2006,1
Sagnac quantum key distribution using novel polarization-insensitive phase modulators based on frequency shift,Lei-Lei Huang; Bing Qi; Roger Mong; Li Qian; Hoi-Kwong Lo,I. INTRODUCTION Quantum Key Distribution (QKD) allows two parties (Alice and Bob) to generateand share unconditionally secure keys [1] [2] [3] [4]. BB84 [1] is the most commonly used protocolin QKD; and in fiber-based systems it is usually implemented through phase encoding; whichmeans Alice and Bob employ phase modulations and interferences to encode and decodekeys. In such systems; phase and polarization instabilities are the most significant problems encounteredin practical imple- mentations; especially for long transmissions. One effective and simple solutionis making the two interfering pulses travel through the same loop in a Sagnac configuration[5] [6] [7] [8]. Unfortunately; all reported Sagnac QKD systems are based on polarization-sensitivephase modulators; making the system susceptible to polarization and also inconvenient toadjust. For example; four polarization controllers were employed in [7]; and the …,LEOS Summer Topical Meetings; 2006 Digest of the,2006,1
Theoretical and experimental study on femtosecond laser-induced damage in MgF 2 crystals,CB Li; TQ Jia; HY Sun; XX Li; SZ Xu; DH Feng; XF Wang; XC Ge; ZZ Xu,We study single-shot damage morphology of MgF 2 irradiated under 800 nm laser usingscanning electronic microscope (SEM). The dependence of damage threshold on laserpulse width is measured by the linear relationship between the area of damage spot and thelogarithm of laser energy. The pulse duration ranges from 55 fs to 750 fs. We develop themultiple-equation model (Phys. Rev. Lett. Vol. 92; pp. 187401; 2004); in which two-photonabsorption in the conduction band is considered. The experimental results agree well withour model.,ICO20: Lasers and Laser Technologies,2005,1
An advanced method based on FDTD to extract the indices of composite meta-material,Chao Li; Cixiang Liu; Qiang Sui; Fang Li,An advanced method was introduced to determine the negative indices of the compositemeta-material. The macroscopic configuration of meta-material simulated in FDTD was aslab of finite thickness. A genuine plane wave normally incident on the slab was simulatedby FDTD and the phase of the total field was extracted with an optimized phase extractiontechnique. The phase of the total field was verified to vary monotonously along the center ofthe slab. According to this property; the wavelength; the phase velocity and refraction indexof the electromagnetic wave in the meta-material were readily determined. As comparison toour method; the conventional method to determine refraction index with Snell's law was alsoperformed. The results of our method and the conventional method are in good agreement.But our novel method cut down the computational domain more than 30 times and greatly …,Microwave Conference Proceedings; 2005. APMC 2005. Asia-Pacific Conference Proceedings,2005,1
Versatile optical pulse shaping using a linearly chirped fibre Bragg grating and an amplitude mask,SA Neata; A Wong; L Qian; X Gu; PWE Smith,Optical pulse shaping finds many important applications in the area of ultrafast photonics.For example; in ultrafast all-optical switching; temporal shaping of the control pulses can beused to create a wide flat-top switching window with sharp rise and fall times. Such switchingwindows are more jitter-tolerant than simple Gaussian windows; and can therefore achievea lower bit-error rate. Previously reported pulse shaping methods using linearly chirpedFibre Bragg Gratings (FBGs) take advantage of the direct correspondence between thespatial distribution of the grating periods and the temporal distribution of the spectralcontents of the grating impulse response (space-to-frequency-to-time mapping). However;they have two major drawbacks: first; they are only valid for high-dispersion gratings; andtherefore are unsuitable for producing short pulses; second; due to the inherent impulse …,Photonic Applications in Devices and Communication Systems,2005,1
Erbium-doped phosphosilicate fiber amplifiers: a comparison of configurations for the optimization of noise figure and conversion efficiency,Li Qian; Ryan Bolen,Extending the amplification bandwidth of erbium-doped fiber amplifiers (EDFAs) is one ofthe most cost-effective means of expanding the fiber transmission capacity. In conventionalaluminosilicate EDFAs; gain drops sharply beyond 1605nm. Several new or modifiederbium host materials have been used to extend the amplification band to beyond theconventional L-band; such as tellurite; bismuth-oxide; antimony silicate; P-dopedaluminosilicate; and phosphosilicate EDFAs. Although tellurite and bismuth-oxide basedEDFAs have wider bandwidths compared to that of demonstrated phosphosilicate (P-Si)EDFAs; P-Si EDFAs have been shown to provide better noise performance when the gainbandwidth is extended to 1620 nm. In addition; unlike tellurite or bismuth-oxide fibers; P-SiEDF does not exhibit increased nonlinearity or weakened reliability; compared to …,Photonic Applications in Devices and Communication Systems,2005,1
Preparation of stoichiometric CuInS2 thin films by successive ionic layer absorption and reaction (SILAR) method,Y Shi; ZG Jin; CY Li; HS An; JJ Qiu,*,Chinese Journal of Inorganic Chemistry,2005,1
An open; multi-center; phase II clinical trial to evaluate efficacy and safety of paclitaxel; UFT; and leucovorin in patients with advanced gastric cancer-preliminary report,Y Chao; CP Li; TY Chao; WC Su; RK Hsieh; MING-FANG Wu; KH Yeh; LT Chen; AL Cheng,4156 Background: To evaluate the response rate and safety of weekly paclitaxel (Taxol)combination chemotherapy with UFT (tegafur; an oral 5-fluorouracil prodrug; and uracil at a1: 4 molar ratio) and leucovorin in patients with advanced gastric cancer. Methods: Patientswith histologically confirmed; locally advanced or recurrent/metastatic gastric cancer werestudied. Paclitaxel 1-hour infusion at a dose of 100 mg/m2 on days 1 and 8; and oral UFT300 mg/m2/d plus leucovorin 90 mg/d were given starting from day 1 for 14 days; followedby a 7-day period without treatment; treatment repeated every 21 days. Results: FromFebruary 2003 to August 2004; 36 patients were enrolled. The median age was 60.8 years(range: 32 to 82). Among the 33 patients evaluable for tumor response; 1 achieved completeresponse and 12 partial response; with an overall response rate of 39.4%(95% CI: 11.2 …,Journal of Clinical Oncology,2005,1
Repair of bone defect with allograft demineralized bone containing basic fibroblast growth factor in rabbits,F Li; X Zhao; J Wu,OBJECTIVE: To evaluate the ability of inductive osteogenesis of allograft demineralizedbone containing basic fibroblast growth factor (bFGF/ALB) in repairing bone defect.METHODS: Thirty-two New Zealand white rabbits were randomly divided into four groups(groups A; B; C and D; n= 8). A segmental bone defect of 15 mm in length was made on thebilateral radius respectively and the defects filled with ALB/bFGF in group A; with ALB ingroup B; with bFGF in group C and without any materials in group D serving as blankcontrol. At 2; 4; 6 and 8 weeks after operation; all restored bones were evaluated byroentgenography; histological observation and Ca2+ detection of osteotylus. RESULTS: TheX-ray films showed that groups A and B had a little shadow of bone formation at 2 weeks;while groups C and D had transparent shadow; that group A had denser shadow and …,Zhongguo xiu fu chong jian wai ke za zhi= Zhongguo xiufu chongjian waike zazhi= Chinese journal of reparative and reconstructive surgery,2005,1
Study of the Atmosphere Environment Effect on Electro-optical Jamming Efficiency,Ru-Jie YE; Bao-qing YANG; Wu-sheng LI,According to the characteristics of atmosphere environment; the relativity between the wind;temperature inversion layer and smoke screen dispersion are discussed; and the influenceof atmosphere aerosol and precipitation on electro-optical jamming is analyzed; atmosphereenvironment effect on electro-optical jamming equipments is summarized; the idea ofapplying reasonably the atmosphere environment condition to implement the electro-opticaljamming and to improve the jamming effectiveness is put forward.,Electro-optics & Passive Countermeasures,2005,1
The anesthetic effect of an innovative acupuncture technique: Fu's subcutaneous needling technique,J Chen; WM Htut; S Wang; Y Huang; Q Li,*,International Journal of Clinical Acupuncture,2005,1
Synthesis of metronidazole disodium phosphate,QG Xu; QG Li; R Tian,*,Chinese Journal of Pharmaceuticals,2005,1
AFLP technique and its application in the studies of horticultural plants’ genetics and breeding,QL Chen; QG Li; Rui Tian; Oing-lin ZHANG,AFLP (amplified fragment length polymorphism) marker is one of the new DNA molecularmarker techniques. It has been widely used in the studies of horticultural plants' geneticsand breeding. Principle and procedures of AFLP were briefly described. Recentdevelopment in applying AFLP in genetic diversity; phylogenetic analysis; varietiesidentification and DNA fingerprinting construction; genetic map construction; genelocalization; genes linked to qualitative traits localization; molecular marker-assistedselection; gene expression and regulation on horticultural plants were introduced. Theproblems and practical prospects of AFLP technique were also evaluated.,J Jianghan Pet Inst: Soc Sci Ed,2005,1
The prospect about the development of steel structure in China's residence house [J],Cheng-he LI; Qing-xin WEI,This paper introduces the application and development of the steel residencehouse in China. Analysis is made on the characteristics of steel structureresidence; and indicates the future development.,Technology and Economy in Areas of Communications,2005,1
Application of geological radar in highway industries,Qing-xin WEI; Cheng-he LI; Qing-bao YANG,Through the analysis of geological radar in principle and detecting cases; discussion is madeon the significance of it used in construction management of highway engineering.,Technology and Economy in Areas of Communications,2005,1
Sleep Quality and Correlation Factors Analysis among Patients of Intensive Care Unit [J],Xu Bei; Wu Li; Zeng Qingchun,Objective To investigate the sleep quality and related factors among patients of intensivecare unit (ICU). Methods With Pittsburgh Sleep Quality Index (PSQI) and self-designedsleeping influence factors questionnaire; 80 patients staying in hospital were investigated.Paired design t test; R× C table Chi-square test and logistic regression analysis had beenused to analyze the data. Results Patients' sleep quality in ICU is significant worse thangeneral ward. Stage of hospitalization; character; economic status; APACHEⅡ;presentiment of health risk; noise and lightness of ward; malaise of posture had beenevaluated to be related to sleep quality. Conclusions Compared with general ward; patientsin ICU have a worse sleep quality. But the situations can be improved by improving sleepenvironment of bed area; simplifying cure intervention; reinforcing nursing.,Heilongjiang Nursing Journal,2005,1
Research and design on access control mechanism in workflow management system [J],Li QIAN; Yi-min HUANG; Shen-kang WANG,Based on the architecture of information sharing and work coordination of globalenterprises; the access control requirements and implementation mechanism for inter-enterprise workflow management system are discussed. And a security mechanism ofaccess control for inter-enterprise workflow management system is designed; including role-based access control; fine-grained and task-specific access control; separation of workflowsecurity configuration and enterprise security configuration; supporting of dynamicseparation of duties.,Computer Engineering and Design,2005,1
Effects of cryopreservation on cellular viability and extracellular matrix of the aortic valves,Y Lai; E Zhang; D Lai; Y Li; Z Xiao,Abstract Cryopreservation is the best preserving method of the homograft heart valve atpresent; but at the same time it may damage the valve structural integrity. This study wasperformed to probe into the effects of cryopreservation on the histology of aortic valve. Theviability of the cardiac valves was evaluated by XTT-tetrazolium colorimetric assay and thehistologic property was assayed by light microscopy; transmission electron microscopy; andindirect immunofluorescent examination. The results of the experiments showed that thevalve cellular viability was markedly decreased (P< 0.05); the cellular ultrastructure wasdamaged; the soluble extracellular matrix fibronectin and chondroitin sulfate were leachedat different degree; and the interstitial collagen fibers were irregularly aligned aftercryopreservation; but the damaged degree has no relation to storage within a period of 3 …,Sheng wu yi xue gong cheng xue za zhi= Journal of biomedical engineering= Shengwu yixue gongchengxue zazhi,2004,1
EDFA gain and noise figure measurements at filter edges using a broadband source,Sanjay Gupta; Li Qian,A variety of optical techniques; namely; the time-domain extinction (TDE) method [1;2]; and thespectral interpolation method [3]; are commonly employed for characterizing the gain and noisefigure (NF) of erbium doped fiber amplifiers (EDFA). These techniques usually employ a largearray of narrowly spaced DFB lasers for an accurate measurement across the full amplifierbandwidth. The cost of such a large number of DFB lasers is high and is further increased withthe expansion of EDFA bandwidth. Although; there are reports of NF measurement of EDFA usinga single strong saturating signal or reduced set of sources; the measurement accuracy is limitedby the presence of spectral hole-burning (SHB) which distorts the gain spectrum [4;5].Alternatively; there is a possibility of using a broadband amplified spontaneous emission(ASE) source for characterizing the EDFA. ME Bray et al. have reported measurement of …,Optical Amplifiers and Their Applications,2004,1
The Influence of Nano-Particles on Nucleation in Mixture Suspension,C-H Li; B-X Wang; X-F Peng,*,Journal of Engineering Thermophysics,2004,1
Adaptive block-matching motion searching based on genetic algorithm,C Li; J Lu; Z Wang; J Gu,An adaptive block-matching algorithm is proposed based on the genetic algorithm for videocompression. Novel adaptive elements accelerate and adapt to the evolving process byexploiting the inherent correlation between video pictures. These elements include the initialpopulation selection; the parent selection and the termination judgment. Extensivesimulations confirmed that the algorithm can achieve a precise block-matching search withrelatively low computational complexity.,Qinghua Daxue Xuebao/Journal of Tsinghua University,2003,1
Experimental research on phase-in operation of 200 MW turbine generator.,H-W Zhang; T-R Liu; JB Cao; Y-M Wang; L Qu; X-C Su; W-S Li,*,Heilongjiang Dianli Jishu,2002,1
Research on blending for vertex of multi-surface in surface modeling.,G Wu; J Lin; C Li; X Ruan,*,Zhongguo Jixie Gongcheng/China Mechanical Engineering,2002,1
An Improved Mathematical Model for the Compacting Process of Powdered Metal,J WANG; C LI; X RUAN,*,Mechanical Science and Technology,2000,1
Mathematical Model of Powered Metal Compacting Process Based on Modified Experimental Parameters,J Wang; C LI; X RUAN,*,JOURNAL-SHANGHAI JIAOTONG UNIVERSITY-CHINESE EDITION-,2000,1
Modeling approach for numerical simulation of powdered metal compacting process,J Wang; C LI; X RUAN,*,Mechanical Science and Technology,2000,1
Role of reactive oxygen species (ROS) in intracellular mechanism of flumazenil-induced preconditioning,Jiankun Tong; Changqing Li; Zuohui Shao; Woo-chan Kim; Zhenhai Yao,Read 'role of reactive oxygen species (ROS) in intracellular Mechanismof Flumazenil-induced preconditioning' on Ovid Insights.,Asa Annual Meeting Abstracts,1999,1
The effect of defibrase in prevention of experimental atherosclerosis in rabbits,Y Tang; C Liu; C Li; W Li,Abstract To study the anti-atherosclerosis effect of difibrase in rabbits. Use of computer; lightmicroscope; electron microscope; biochemistry and histochemical methods to identify thetotal cholesterol (TC) content; mean plaque area in aorta and its cholesterol content; degreeof stenosis of coronary arteries of the experimental animals and control animals. Defibrasecould decrease the mean plaque area of aorta and the TC content in the experimentalanimal group was less than that in the control group (P< 0.01). The findings in aortic archesand thoracic aorta were similar to those in the aorta (P< 0.05; P< 0.01). The number ofplaques at the small artery openings in the thoracic aorta and abdominal aorta of theexperimental group were less than that of the control group (P< 0.01). The cross sectionsmade at the upper third of all hearts showed that the degree of stenosis of coronary artery …,Zhonghua bing li xue za zhi= Chinese journal of pathology,1999,1
Electrical characterization of high resistivity InP and optically fast (sub-picosecond) InGaAsP grown by He-plasma-assisted epitaxy,BJ Robinson; DA Thompson; OJ Lumley; SA McMaster; J Zhao; H Pinkney; Li Qian; SD Benjamin; PWE Smith,Defects; intrinsic and extrinsic; are routinely used to tailor the electrical and opticalproperties of semiconductors. For example; an epitaxial technique using low growthtemperatures has been used to produce As clusters in GaAs resulting in highly resistive;optically fast material with applications to picosecond switching and radiation hardening. ForInP-based materials; a plasma assisted epitaxial technique has been developed atMcMaster University which results in high resistivity (> 10/sup 5//spl Omega/-cm) InP andoptically fast (sub-picosecond) InGaAsP with a band-gap wavelength of 1.5/spl mu/m. Theinitial electrical characterization of the plasma-generated traps responsible for the observedbehaviour is presented in this submittal.,Indium Phosphide and Related Materials; 1997.; International Conference on,1997,1
Microstructure and preparation of Ni; Al and Fe nanopowders,Qin Wei; YL Lai; Hong Yang; CG Li,By means of mechanical-physical solid state reaction methods (MPSSRM); 5 similar to 25nm powders of iron; nickel; aluminium have been prepared. The powders exhibit fewclusters of monocrystal and polycrystal; the eletronic structure of which were identified by X-ray diffraction and XPS. The experiments show that there is an oxide layer on the surfaces ofNi; Al; Fe nanopowders. DTA experiments show that the peak point temperature of primaltemperature decreases with the decrease of the particle diameter; and tends to move in lowtemperature direction on the DTA curve of Fe nanopowder. The relationship between theparticle diameter (d) of Fe nanopowder and surface energy (Delta H) can be given by DeltaH (proportional to) d (-1/2).,*,1997,1
Effect on controlling rice thrips of imidacloprid and its applicable technique,A Li; H Li; C Li; H Tab,*,JOURNAL-NANJING AGRICULTURAL UNIVERSITY,1996,1
Design and Operation of a Picosecond Optical Parametric Oscillator Operating at 1.55 pum,Li Qian,1.1 Objective With technological advance in telecommunications; optical fibers havegradually replaced electric wires and microwave transmission media. It is predicted thatoptical fiber networks; having enormous bandwidth; superb performance in datatransmission and extremely low cost; will dominate the telecommunication systems by earlynext century.(Figure 1.1),*,1995,1
