Service-oriented computing,M. P Papazoglou; D Georgakopoulos,*,Communications of the ACM,2003,3766
From events to awareness,Donald Baker; Dimitrios Georgakopoulos; Marian Nodine; Andrzej Cichocki,We define" awareness" as information that is highly relevant to the needs of users and that isdelivered in a timely manner. We advocate an event composition approach for computingawareness from various event sources and we describe the events to awarenessarchitecture (E2A) as an embodiment of that approach. E2A is an event-drivenpublish/subscribe architecture that can be implemented using existing technologies andapplied to various domains to provide awareness to users. We describe two differentsystems where the E2A has been employed to meet the awareness needs of differentdomains; specifically video surveillance for physical security and human coordination,Services Computing Workshops; 2006. SCW'06. IEEE,2006,6
Advanced process-based component integration in Telcordia's Cable OSS,Anne HH Ngu; Dimitrios Georgakopoulos; Donald Baker; Andrzej Cichocki; Joseph Desmarais; Peter Bates,Operation support systems (OSSs) integrate software components and network elements toautomate the provisioning and monitoring of telecommunications services. This paperillustrates Telcordia's Cable OSS and shows how customers may use this OSS to provisionIP and telephone services over the cable infrastructure. Telcordia's Cable OSS is a process-based application; ie a collection of flows; specialized components (eg a billing system; acall agent soft switch; network services and elements; cable modems; etc.) andcorresponding adaptors that are integrated; coordinated and monitored using CMI(Collaboration Management Infrastructure); Telcordia's advanced process-based integrationtechnology. Customers interact with the Cable OSS by using Web or IVR (interactive voiceresponse) interfaces.,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,6
Scalable role-based data disclosure control for the internet of things,Ali Yavari; Arezou Soltani Panah; Dimitrios Georgakopoulos; Prem Prakash Jayaraman; Ron van Schyndel,The Internet of Things (IoT) is the latest Internet evolution that interconnects billions ofdevices; such as cameras; sensors; RFIDs; smart phones; wearable devices; ODBII dongles;etc. Federations of such IoT devices (or things) provides the information needed to solvemany important problems that have been too difficult to harness before. Despite these greatbenefits; privacy in IoT remains a great concern; in particular when the number of thingsincreases. This presses the need for the development of highly scalable andcomputationally efficient mechanisms to prevent unauthorised access and disclosure ofsensitive information generated by things. In this paper; we address this need by proposinga lightweight; yet highly scalable; data obfuscation technique. For this purpose; a digitalwatermarking technique is used to control perturbation of sensitive data that enables …,Distributed Computing Systems (ICDCS); 2017 IEEE 37th International Conference on,2017,5
Orchestrating quality of service in the cloud of things ecosystem,Prem Prakash Jayaraman; Karan Mitra; Saguna Saguna; Tejal Shah; Dimitrios Georgakopoulos; Rajiv Ranjan,Cloud of Things (CoT) is a vision inspired by Internet of Things (IoT) and cloud computingwhere the IoT devices are connected to the clouds via the Internet for data storage;processing; analytics and visualization. CoT ecosystem will encompass heterogeneousclouds; networks and devices to provide seamless service delivery; for example; in smartcites. To enable efficient service delivery; there is a need to guarantee a certain level ofquality of service from both cloud and networks perspective. This paper discusses the Cloudof Things; cloud computing; networks and new quality of service management researchissues arising due to realisation of CoT ecosystem vision.,Nanoelectronic and Information Systems (iNIS); 2015 IEEE International Symposium on,2015,5
Discovery-driven service oriented IoT architecture,Dimitrios Georgakopoulos; Prem Prakash Jayaraman; Miranda Zhang; Rajiv Ranjan,The Internet of Things (IoT) ecosystem is growing at a staggering pace. Each day; we arewitnessing the emergence of new devices; smart phones; cameras and sensors that areconnected to the internet. It is envisioned IoT will discover; integrate and exploit suchdevices and their data in the development of new services and products that can changeand positively impact our lives. However; the core IoT functionality (such as discovery andintegration) required to develop IoT service and products need to be developed to bettersupport IoT application development. In this paper; we present a vision of a future IoT systemarchitecture that is driven by service discovery across every layer of IoT. This includes ondemand discovery and integration of devices; cloud storage and computing resources; aswell as existing data analysis; visualisation and application integration services that can …,Collaboration and Internet Computing (CIC); 2015 IEEE Conference on,2015,5
Addressing information processing needs of digital agriculture with OpenIoT platform,Prem Prakash Jayaraman; Doug Palmer; Arkady Zaslavsky; Ali Salehi; Dimitrios Georgakopoulos,Abstract Food security is a global challenge and agriculture can address this challengethrough radical improvements in productivity; efficiency and effectiveness. Internet of Things(IoT) is a major enabler of such improvements. This paper discusses challenges thatagricultural industry is facing and proposes a solution based on IoT technology and aspecific platform called OpenIoT developed jointly by the EU FP7 OpenIoT consortium.Phenonet is an OpenIoT use case developed by CSIRO; Australia and demonstrates howdigital agriculture benefits from deploying the IoT. Experience and lessons from usingOpenIoT middleware for Phenonet development are also presented and analysed.,*,2015,5
Context-aware Dynamic Discovery and Configuration of ‘Things’ in Smart Environments,Charith Perera; Prem Prakash Jayaraman; Arkady Zaslavsky; Peter Christen; Dimitrios Georgakopoulos,Abstract The Internet of Things (IoT) is a dynamic global information network consisting ofInternet-connected objects; such as RFIDs; sensors; actuators; as well as other instrumentsand smart appliances that are becoming an integral component of the future Internet.Currently; such Internet-connected objects or 'things' outnumber both people and computersconnected to the Internet and their population is expected to grow to 50 billion in the next 5–10 years. To be able to develop IoT applications; such 'things' must become dynamicallyintegrated into emerging information networks supported by architecturally scalable andeconomically feasible Internet service delivery models; such as cloud computing. Achievingsuch integration through discovery and configuration of 'things' is a challenging task.Towards this end; we propose a Context-Aware Dynamic Discovery of Things (CADDOT) …,*,2014,5
Providing Physical Security via Video Event Awareness.,Dimitrios Georgakopoulos; Donald Baker,*,SIGMAP,2006,5
Analytics‐as‐a‐service in a multi‐cloud environment through semantically‐enabled hierarchical data processing,Prem Prakash Jayaraman; Charith Perera; Dimitrios Georgakopoulos; Schahram Dustdar; Dhavalkumar Thakker; Rajiv Ranjan,Summary A large number of cloud middleware platforms and tools are deployed to support avariety of internet-of-things (IoT) data analytics tasks. It is a common practice that such cloudplatforms are only used by its owners to achieve their primary and predefined objectives;where raw and processed data are only consumed by them. However; allowing third partiesto access processed data to achieve their own objectives significantly increases integrationand cooperation and can also lead to innovative use of the data. Multi-cloud; privacy-awareenvironments facilitate such data access; allowing different parties to share processed datato reduce computation resource consumption collectively. However; there areinteroperability issues in such environments that involve heterogeneous data and analytics-as-a-service providers. There is a lack of both architectural blueprints that can support …,Software: Practice and Experience,2017,4
Contextualised service delivery in the internet of things: Parking recommender for smart cities,Ali Yavari; Prem Prakash Jayaraman; Dimitrios Georgakopoulos,The Internet of Things (IoT) plays an important role in the development of smart cities. In thispaper we focus on the development of IoT-based smart services for solving urban problemsthat involve IoT-enabled Observation; Orientation; Decision; and Action (OODA) loops. Wealso focus on how to efficiently support such OODA loops in situations where such loopsinvolve internet-scale data. More specifically; IoT supports Observation via the discovery ofsensors and the integration of their data. It supports Orientation via a contextualisationprocess that refines such data to include only those that are relevant to the situation and/oractivities of each specific individual or group. As IoT contextualisation potentially involvesinternet-scale data; performing this process efficiently allows for fast decision making; andthis in turn permits carrying out a timely Action. In this paper we propose an approach and …,Internet of Things (WF-IoT); 2016 IEEE 3rd World Forum on,2016,4
Advances in methods and techniques for processing streaming big data in datacentre clouds,Rajiv Ranjan; Lizhe Wang; Albert Y Zomaya; Jie Tao; Prem Prakash Jayaraman; Dimitrios Georgakopoulos,Internet of Things (IoT); a part of Future Internet; comprises many billions of Internetconnected Objects (ICOs) or 'things' where things can sense; communicate; compute andpotentially actuate as well as have intelligence; multi-modal interfaces; physical/virtualidentities and attributes. The IoT vision has recently given rise to emerging IoT big dataapplications [2];[3] eg smart energy grids; syndromic biosurveillance; environmentalmonitoring; emergency situation awareness; digital agriculture; and smart manufacturingthat are capable of producing billions of data stream from geographically distributed datasources.,IEEE Transactions on Emerging Topics in Computing,2016,4
MediaWise-Designing a smart media cloud,Dimitrios Georgakopoulos; Rajiv Ranjan; Karan Mitra; Xiangmin Zhou,Abstract: The MediaWise project aims to expand the scope of existing media deliverysystems with novel cloud; personalization and collaboration capabilities that can serve theneeds of more users; communities; and businesses. The project develops a MediaWiseCloud platform that supports do-it-yourself creation; search; management; and consumptionof multimedia content. The MediaWise Cloud supports pay-as-you-go models and elasticitythat are similar to those offered by commercially available cloud services. However; unlikeexisting commercial CDN services providers such as Limelight Networks and Akamai theMediaWise Cloud require no ownerships of computing infrastructure and instead rely on thepublic Internet and public cloud services (eg; commercial cloud storage to store its content).In addition to integrating such public cloud services into a public cloud-based Content …,arXiv preprint arXiv:1206.1943,2012,4
Business process learning for real time enterprises,Rodion Podorozhny; Anne Ngu; Dimitrios Georgakopoulos,Abstract Existing approaches for business process mining cannot satisfy Real-TimeEnterprise (RTE) goals; such as time-based competition. To support RTE requirements wepropose a Process Learning System (PLS) that is capable of learning business processesfrom a few observed traces and do this in a timeframe that is close to the actual time forcompleting the process. Unlike existing approaches PLS employs a rich process model thatfacilitates “guessing” business processes; utilizes domain-specific knowledge captured byactivity and resource ontologies; ensures that learned processes comply with specifiedbusiness rules; and optimizes them to reduce required cost and time. In this paper we focuson the architecture of PLS; and describe the functionality and algorithms employed by keyPLS components. We use examples from initial experiments involving learning of …,International Workshop on Business Intelligence for the Real-Time Enterprise,2006,4
Awareness-Enabled Coordination for Large Scale Collaboration Management,Dimitrios Georgakopoulos; Marian Nodine; Donald Baker; Andrzej Cichocki,designed to address the problem of scaling collaboration to large multi-organizationalteams. AEC provides a contextualization mechanism that helps its users deal with complex;real world environments where teams involve humans; tools; software services; and agentsthat come from different organizations; are subject to multiple jurisdictions; and providediverse expertise. To provide efficiency in achieving team objectives; AEC provides process-based coordination and automation; ongoing policy enforcement; as well as situation andprojectrelated awareness. To allow individuals; teams; and organizations to deal withdynamically changing situations; AEC permits dynamic adaptation of user activities; process;resources; policies; organizations; and teams at any time. We use examples from thehomeland security and the intelligence gathering domains to illustrate these AEC …,Collaborative Technologies and Systems; 2006. CTS 2006. International Symposium on,2006,4
Workflow migration supporting virtual enterprises,Andrzej Cichocki; Dimitrios Georgakopoulos; Marek Rusinkiewicz,Abstract Multi-enterprise processes (MEPs) are the means by which Virtual Enterprises(VEs) may efficiently coordinate their resources and establish and manage their supplychains. The Collaboration Management Model (CMM) developed in MCC provides aframework for modeling and implementing MEPs. In this paper we propose to extend theCMM with workflow migration; that is; with the ability of workflows to transfer their code andexecution state to another host during run time. This permits the enterprises in a VE to agreeupon abstract workflows that consist of placeholder activities capturing the need for inter-enterprise services. Abstract workflow execution involves its migration to the enterprise sitesthat provide the services its requires. At each such site; abstract workflow execution involves(1) refinement and extension of activity placeholders based on local knowledge and (2) …,*,2000,4
Transactional workflow management in distributed object computing environments,Dimitrios Georgakopoulos,Focuses on transactional workflows; ie; the advanced transaction technology required to (i)ensure the reliability of tasks in a workflow; and the correctness and reliability of concurrentworkflows; and (ii) support the specification and management of extended transactionsmodels. In addition; the author discusses research and development at GTE Laboratories toproduce a Transaction Specification and Management Environment (TSME) that can satisfysuch requirements. He also discusses the integration of DOM and TSME technologies.,Data Engineering; 1994. Proceedings. 10th International Conference,1994,4
Multidatabase transactions: Impediments and opportunities,Marek Rusinkiewicz; Dimitrios Georgakopoulos,The authors discuss approaches that can be used to enforce global serializability andprovide recovery in a multidatabase environment. They present solutions to the problem oftransaction management in a multidatabase environment. Rather than developing a newglobal mechanism that duplicates the functionality of local systems; they attempt to take fulladvantage of the existence of their local concurrency control; commitment; recovery; andaccess granting facilities. They discuss the concept of a subtransaction ticket and theoptimistic ticket method for multidatabase transaction management. They also describe amultidatabase recovery scheme that is based on write-ahead logs.,Compcon Spring'91. Digest of Papers,1991,4
Towards a Transaction Management System for DOM,Alejandro P Buchmann; M Tamer Örzsu; Dimitrios Georgakopoulos,*,*,1991,4
Social Media for Government Services,Surya Nepal; Cécile Paris; Dimitrios Georgakopoulos,Aim and Scope In this book; we bring together researchers and practitioners and present thestateof-the-art research; development and deployment of social media use by governmentsthrough a number of case studies and systems descriptions. The book covers manyresearch activities CSIRO has done in social media for Australian government agencies;more specifically for the Department of Human Services under the $16 million 5-year“CSIRO-Centrelink Human Services,*,2015,3
Investigating techniques for automating the selection of cloud infrastructure services,Miranda Zhang; Rajiv Ranjan; Dimitrios Georgakopoulos; Peter Strazdins; Samee U Khan; Armin Haller,The Cloud infrastructure services landscape advances steadily leaving users in the agony ofchoice. As a result; Cloud service identification and discovery remains a hard problem dueto different service descriptions; nonstandardised naming conventions and heterogeneoustypes and features of Cloud services. In this paper; analysis the research challenges andpresent a Web Ontology Language (OWL) based ontology; the Cloud Computing Ontology(CoCoOn). It defines functional and non-functional concepts; attributes and relations ofinfrastructure services. We also present a system; CloudRecommender; that implements ourdomain ontology in a relational model. The system uses regular expressions and StructuredQuery Language (SQL) for matching user requests to service descriptions. We brieflydescribe the architecture of the CloudRecommender system; and demonstrate its …,International Journal of Next-Generation Computing,2013,3
Context aware sensor configuration model for internet of things,Charith Perera; Arkady Zaslavsky; Michael Compton; Peter Christen; Dimitrios Georgakopoulos,Abstract: We propose a Context Aware Sensor Configuration Model (CASCoM) to addressthe challenge of automated context-aware configuration of filtering; fusion; and reasoningmechanisms in IoT middleware according to the problems at hand. We incorporate semantictechnologies in solving the above challenges.,arXiv preprint arXiv:1309.1811,2013,3
Do-it-yourself content delivery network orchestrator,Rajiv Ranjan; Karan Mitra; Suhit Saha; Dimitrios Georgakopoulos; Arkady Zaslavsky,Abstract Content delivery networks (CDNs)[1] provide fast and reliable content access to theend-users. CDN providers (eg; Akamai [2]); either own the entire infrastructure or it isoutsourced to a single Cloud provider. Content owners (eg; clients and end-users) need toestablish expensive contracts with third party ISPs or CDN providers. Hence; existing CDNservices are out of reach for all but large enterprises. Current CDNs do not provide servicesthat allow an end-user to create dynamic content such as combining music videos from anexisting content source on the Internet. Finally; the content owners do not have low-levelcontrol over the orchestration operations such as; multiple Cloud provider selection andresource management for hosting content. Hence; the content owners are dependent ontheir CDN providers to perform these operations behind the scene.,Proceedings of the 13th international conference on Web Information Systems Engineering,2012,3
A cloud-based collaborative video story authoring and sharing platform,Chen Wang; Rajiv Ranjan; Xiangmin Zhou; Karan Mitra; Suhit Saha; Meng Meng; Dimitrios Georgakopoulos; Lizhe Wang; Peter Thew,The growing ubiquity of Internet and cloud computing is having significant impact onmediarelated industries. These industries are using the Internet and cloud as a medium toenable creation; search; management; and consumption of their content. Rich web pages;software downloads; interactive communications; and ever-expanding universe of digitalmedia require a new approach to multimedia (eg; audio; video; images; etc.) content sharingand management. Size and volume of multimedia content is growing exponentially. Thoughthere are many online videohosting services (YouTube; flickr; dailymotion; etc.) for storingand viewing multimedia content; there is clear lack of software platforms that can help end-users in content authoring and sharing activities in a social setting. This paper introduces theprinciple concepts of multimedia content sharing in a social setting and presents a novel …,CSI Journal of Computing,2012,3
Service-Oriented Computing; CACM,MP Papazoglou; D Georgakapoulos,*,*,2003,3
Proceedings of the International Joint Conference on Work Activities Coordination and Collaboration: WACC'99: February 22-25; 1999; San Francisco; California,Dimitrios Georgakopoulos; Wolfgang Prinz; Alexander L Wolf,*,*,1999,3
Monitoring Multi-organizational Processes,D. Georgakopoulos; H. Sinha; K. Huff; Hurwitz B.,*,11th International Conference on Parallel and Distributed Computing Systems,1998,3
Transaction management in a distributed database system for local area networks,Marek Rusinkiewicz; Dimitrios Georgakopoulos,The design and implementation of an experimental fault-tolerant distributed databasemanagement system is described. The system provides a logically integrated view of datawith distribution transparency and a controlled data replication. A commitment protocol usedto guarantee atomicity of update operations is discussed. Efficient algorithms used torecover a site from a failure and restore data consistency are described. Recovery can beinterleaved with the processing of regular database transactions and does not seriously limitthe availability of data. The proposed solutions to the problems of fault recovery aredesigned to take advantage of the properties of a high-bandwidth local area network.,Reliable Distributed Systems; 1988. Proceedings.; Seventh Symposium on,1988,3
REQUEST II—a distributed database system for local area networks,Marek Rusinkiewicz; Dimitrios Georgakopoulos,ABSTRACT The design and implementation of a distributed database management system;organized as a collection of a central database and several member databases is described.The central database contains copies of all data items that reside in member databases; and(possibly) some additional data that are not replicated. All updates are applied first to themaster copy of the data item at a member database; and then propagated to the central site.Distributed concurrency control uses the Two-Phase Locking with primary copies. Protectionfrom the loss of data consistency; due to site network failures; is provided by" i spoolingmechanism which is used to keep logs of all incomplete update operations. The controlleddata replication scheme used in the system simplifies the implementation of transactionprocessing; concurrency control and fault recovery facilities.,Proceedings of 1986 ACM Fall joint computer conference,1986,3
Orchestrating BigData Analysis Workflows,Rajiv Ranjan; Saurabh Garg; Ali Reza Khoskbar; Ellis Solaiman; Philip James; Dimitrios Georgakopoulos,Data analytics has become not only an essential part of day-to-day decision making; butalso reinforces long-term strategic decisions. Whether it is real-time fraud detection;resource management; tracking and prevention of disease outbreak; natural disastermanagement or intelligent traffic management; the extraction and exploitation of insightfulinformation from unparalleled quantities of data (BigData) is now a fundamental part of alldecision making processes. Success in making smart decisions by analyzing BigData ispossible due to the availability of improved analytical capabilities; increased access todifferent data sources; and cheaper and improved computing power in the form of cloudcomputing. However; BigData analysis is far more complicated than the perception createdby the recent publicity. For example; one of the myths is that BigData analysis is driven …,IEEE Cloud Computing,2017,2
A Case for Understanding End-to-End Performance of Topic Detection and Tracking Based Big Data Applications in the Cloud,Meisong Wang; Rajiv Ranjan; Jayaraman; Prem Prakash; Peter Strazdins; Pete Burnap; Omer Rana; Dimitrios Georgakopoulos,Abstract Big Data is revolutionizing nearly every aspect of our lives ranging from enterprisesto consumers; from science to government. On the other hand; cloud computing recently hasemerged as the platform that can provide an effective and economical infrastructure forcollection and analysis of big data produced by applications such as topic detection andtracking (TDT). The fundamental challenge is how to cost-effectively orchestrate these bigdata applications such as TDT over existing cloud computing platforms for accomplishingbig data analytic tasks while meeting performance Service Level Agreements (SLAs). In thispaper a layered performance model for TDT big data analytic applications that take intoaccount big data characteristics; the data and event flow across myriad cloud software andhardware resources. We present some preliminary results of the proposed systems that …,Internet of Things. IoT Infrastructures: Second International Summit; IoT 360° 2015; Rome; Italy; October 27-29; 2015. Revised Selected Papers; Part I,2016,2
IOTSim: a Cloud based Simulator for Analysing IoT Applications,Xuezhi Zeng; Saurabh Kumar Garg; Peter Strazdins; Prem Jayaraman; Dimitrios Georgakopoulos; Rajiv Ranjan,Abstract: A disruptive technology that is influencing not only computing paradigm but everyother business is the rise of big data. Internet of Things (IoT) applications are considered tobe a major source of big data. Such IoT applications are in general supported throughclouds where data is stored and processed by big data processing systems. In order toimprove the efficiency of cloud infrastructure so that they can efficiently support IoT big dataapplications; it is important to understand how these applications and the corresponding bigdata processing systems will perform in cloud computing environments. However; given thescalability and complex requirements of big data processing systems; an empiricalevaluation on actual cloud infrastructure can hinder the development of timely and costeffective IoT solutions. Therefore; a simulator supporting IoT applications in cloud …,arXiv preprint arXiv:1602.06488,2016,2
Social Media for Government Services: An Introduction,Surya Nepal; Cecile Paris; Dimitrios Georgakopoulos,Abstract Government agencies and departments all over the world have started usingvarious forms of social media for different purposes. Though the use of social media inpublic sectors is increasing; the adoption path is not easy and straightforward. Furthermore;in many situations; the use is still in an infancy stage when it is measured against pre-setobjectives. The aim of this chapter is multiple folds. The chapter first provides a briefintroduction of social media and types of social media. It then describes the adoptionprocess in government. This is followed by some example applications where social mediahas been successfully used. A few key challenges that are proven to be difficult in adoptingsocial media are given. Finally; the chapter provides a framework to define guidelines andpolicies to overcome these challenges.,*,2015,2
Towards understanding the runtime configuration management of do-it-yourself content delivery network applications over public clouds,Zheng Li; Karan Mitra; Miranda Zhang; Rajiv Ranjan; Dimitrios Georgakopoulos; Albert Y Zomaya; Liam O’Brien; Shengtao Sun,Abstract Cloud computing is a new paradigm shift which enables applications and relatedcontent (audio; video; text; images; etc.) to be provisioned in an on-demand manner andbeing accessible to anyone anywhere in the world without the need for owning expensivecomputing and storage infrastructures. Interactive multimedia content-driven applications inthe domains of healthcare; aged-care; and education have emerged as one of the newclasses of big data applications. This new generation of applications need to supportcomplex content operations including production; deployment; consumption;personalization; and distribution. However; to efficiently provision these applications on theCloud data centres; there is a need to understand their runtime resource configurations. Forexample:(i) where to store and distribute the content to and from driven by end-user …,Future Generation Computer Systems,2014,2
Awareness-Enabled Coordination,Donald Baker; Andrzej Cichocki; Dimitrios Georgakopoulos; Marian Nodine,Awareness-Enabled Coordination (AEC) is a teamware platform designed to help improvecollaboration and coordination within (possibly) cross-organizational teams that may bedynamically-formed to respond to a specific situation. AEC is designed for complexenvironments where organizations; processes; resources; policies; and teams changedynamically. AEC helps manage the impact of these changes in the activities individualsperform; the resources they use; the awareness they receive; and the way they worktogether to achieve operational objectives.,Applications and the Internet Workshops; 2005. Saint Workshops 2005. The 2005 Symposium on,2005,2
Process-based service integration for zero latency supply chains in virtual enterprises,Dimitrios Georgakopoulos; Andrzej Cichocki; H Schluster; Donald Baker,Supply chains provide composite services or products by utilizing autonomous;heterogeneous and/or conversational services provided by independent enterprises. In thispaper; we propose a service-oriented process (SOP) model that can model and constructefficient multi-enterprise supply chains as multi-enterprise processes (MEPs). In particular;the SOP model supports service activities for modeling the services themselves; primitivesfor composing supply chains from services; and primitives for automating servicecoordination as required by a supply chain. One of the most important aspects of servicemodeling in SOP is decoupling the service interface from the service implementation. Thisenables MEPs and the corresponding supply chains to include placeholders; ie activitiesspecified only by an abstract interface. These placeholders are substituted at run-time …,Research Challenges; 2000. Proceedings. Academia/Industry Working Conference on,2000,2
Maintaining Replicated Data Objects in a Server with a Tunable Degree of Reliability,Marek Rusinkiewicz; Dimitrios Georgakopoulos,*,2nd International Conference on Software for Strategic Systems,1988,2
Deep Osmosis: Holistic Distributed Deep Learning in Osmotic Computing,Ahsan Morshed; Prem Prakash Jayaraman; Timos Sellis; Dimitrios Georgakopoulos; Massimo Villari; Rajiv Ranjan,Emerging availability (and varying complexity and types) of Internet of Things (IoT) devices;along with large data volumes that such devices (can potentially) generate; can have asignificant impact on our lives; fuelling the development of critical next-generation servicesand applications in a variety of application domains (eg healthcare; smart grids; finance;disaster management; agriculture; transportation and water management). Deep learningtechnology; which has in the past been used successfully in computer vision and languagemodelling is now finding application in new domains driven by availability of diverse andlarge datasets. One such example is the advances in medical diagnostics and prediction byusing Deep Learning technologies to improve human health. However; transferring largedata streams (a requirement of Deep Learning technologies for achieving high accuracy) …,IEEE Cloud Computing,2018,1
Special issue on Big Data and Cloud of Things (CoT),Rajiv Ranjan; Lizhe Wang; Prem Prakash Jayaraman; Karan Mitra; Dimitrios Georgakopoulos,The second paper titled A traffic hotline discovery method over cloud of things using big taxiGPS data by Xiaolong Xu; Wanchun Dou; Xuyun Zhang; Chunhua Hu; and Jinjun Chenaddresses the challenge of discovering traffic hotline in CoT environments. Traffic hotlinesare identified as the traffic lines with intensive traffic flows among traffic spots. They proposea hotline discovery method over CoT by establishing a hotline discovery principle. Theyhave implemented their approach on SAP HANA cloud and tested it using big taxi globalpositioning system data under two application scenarios.,Software: Practice and Experience,2017,1
Improving government services using social media feedback,Stephen Wan; Cécile Paris; Dimitrios Georgakopoulos,Abstract Governments are making increasing use of social media technologies; both toinform citizens of available public government services; and to measure the effectiveness ofexisting services. We describe Vizie; a social media monitoring system designed to helpanalysts identify how current government services can be improved; by drawing on thecommentary and feedback provided in social media by the public using those services. TheVizie system is designed to support the monitoring of arbitrary web and social mediacontent; independent of topical domain and media type. It utilises a variety of naturallanguage processing and information retrieval methods to highlight; distill; and presentpublic feedback. We describe our analysis of the real-world constraints in which the systemoperates; based on a user requirements analysis which governed our research and …,*,2015,1
Editorial for CollaborateCom 2011 Special Issue,James Caverlee; Calton Pu; Dimitrios Georgakopoulos; James Joshi,Editorial: Collaboration is an essential cornerstone of modern computing. Enabled by cloudcomputing; new wireless networks; ubiquitous mobile devices–to name just a few–the newcollaborative ecosystem promises a potential that far exceeds our current capabilities. Andas the world heads towards unlimited connectivity and global mobile computing; futurecollaboration solutions that fully realize this potential will require advances in networking;technology and systems; user interfaces and interaction paradigms; and interoperation withapplication-specific components and tools. As a nexus for collaborative computing; theSeventh International Conference on Collaborative Computing: Networking; Applicationsand Worksharing (CollaborateCom 2011) serves as a premier international forum fordiscussion among academic and industrial researchers; practitioners; and students …,Mobile Networks and Applications,2013,1
Engineering OODA systems: Architectures; applications; and research areas,Dimitrios Georgakopoulos,Abstract The majority of today's software systems and organizational/business structureshave been built on the foundation of solving problems via long-term data collection;analysis; and solution design. This traditional approach of solving problems and buildingcorresponding software systems and business processes; falls short in providing thenecessary solutions needed to deal with many problems that require agility as the mainingredient of their solution. For example; such agility is needed in responding to anemergency; in military command control; physical security; price-based competition inbusiness; investing in the stock market; video gaming; network monitoring and self-healing;diagnosis in emergency health care; and in a plethora of other areas. The concept ofObserve; Orient; Decide; and Act (OODA) loops is a guiding principal that captures the …,OTM Confederated International Conferences" On the Move to Meaningful Internet Systems",2008,1
Overview of Service-Oriented Computing,Dimitrios Georgakopoulos; Michael P Papazoglou,*,Service-Oriented Computing,2008,1
The Video Event Awareness System,Dimitrios Georgakopoulos; Donald Baker,The Video Event Awareness System (VEAS) analyzes surveillance video streams fromthousands of video cameras and automatically detects complex events in near real-time-atpace with their input video streams. For events of interest to security personnel; VEASgenerates and routes alerts and related video evidence to subscribing security personnel.,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,1
Requirements in providing awareness from events,Donald Baker; Dimitrios Georgakopoulos; Marian Nodine; Andrzej Cichocki,Abstract We define “awareness” as events that are highly relevant to the needs of users andthat is delivered in a timely manner. In this paper; we identify requirements for developingsystems that prove awareness from events; including customization; contextualization andfusion; incremental event computation; proactive event production and resourceoptimization; and facilitating situation understanding. These requirements draw from ourexperience in developing systems that satisfy the awareness needs in the domains ofautomated video surveillance for physical security and human coordination in a dynamicenvironment. In all cases; leveraging event semantics helps to meet the requirements.,*,2007,1
Awareness-based collaboration driving process-based coordination,Dimitrios Georgakopoulos; Marian Nodine; Donald Baker; Andrzej Cichocki,Awareness-enabled coordination (AEC) is a platform designed to address the problem ofscaling collaboration to large multi-organizational teams. Such collaboration is inhibited bythe complexity in multi-organizational environments and lack of efficiency in achieving teamobjectives. AEC provides a contextualization mechanism that deals with such complex; realworld environments where teams involve humans; tools; software services; and agents thatcome from different organizations; are subject to multiple jurisdictions; and provide diverseexpertise. To provide efficiency in achieving team objectives; AEC provides situation-andproject-related awareness; as well as process-based coordination and automation. Wedescribe the AEC architecture and discuss AEC models and mechanisms for computingawareness and coordinating action. We use examples from the homeland security …,Collaborative Computing: Networking; Applications and Worksharing; 2006. CollaborateCom 2006. International Conference on,2006,1
Software architecture for flexible integration of process model synthesis methods,Rodion Podorozhny; Anne Hee Hiong Ngu; Dimitrios Georgakopoulos; Dewayne Perry,In this paper we suggest an architecture that would integrate various methods for synthesisof a software process model based on domain knowledge about artifacts; processfragments; tools; and limited process execution observations. Our approach suggests usinga meta-process specification for integration of various process synthesis methods to providea generalized process model. We also propose using a process execution observation forconfirmation of a synthesized process model.,*,2006,1
From Transactions to Transactional Workflows: Technology and Applications.,Marek Rusinkiewicz; Dimitrios Georgakopoulos,*,ADBIS,1994,1
RDS: A Primitive for the Maintenance of Replicated Data Objects,Marek Rusinkiewicz; Dimitrios Georgakopoulos; Roshan Thomas,A reliable data server (RDS) is a distributed system that encapsulates replicated dataobjects (either main memory or secondary storage copies on different sites) and theirmaintenance primitives. RDS is seen by its clients as a single entity regardless of thenumber of sites that constitute it. Since different applications may have different reliabilityrequirements; RDS can provide uninterrupted service while tolerating a user-definednumber of failures. To achieve a desired degree of resiliency free sites may be dynamicallyincorporated into RDS to bold additional copies of data objects. Under this approach; a sitefailure does not cause the abortion of transactions in progress and the availability of thereplicated data is not limited during recovery. The design of the system is presented andsome preliminary results of the evaluation of its performance are discussed.,2nd IEEE Symposium on Parallel and Distributed Processing,1990,1
