The 3 rd Temporal Web Analytics Workshop (TempWeb),Ricardo Baeza-Yates; Julien Masanès; Marc Spaniol; Omar Alonso; Ralitsa Angelova; Srikanta Bedathur; Andras A Benczur; Klaus Berberich; Roi Blanco; Philipp Cimiano; Renata Galante; Adam Jatowt; Scott Kirkpatrick; Frank McCown; Michael Nelson; Kjetil Nørvåg; Nikos Ntarmos; Rodrygo Luis Teodoro Santos; Philippe Rigaux; Thomas Risse; Torsten Suel; Masashi Toyoda; Gerhard Weikum,Supporters: European Union 7th Framework IST programme STREP (contract no. 258105),*,2013,*
オンライントランザクション処理における VM 挙動の詳細解析 (ビッグデータ; ビッグデータとソーシャルコンピューティング; 及び一般),石田渉， 横山大作， 中野美由紀， 豊田正史， 喜連川優,抄録 クラウドコンピューティングでは e コマースやオンラインゲームなどデータベースをシステムの基盤とするようなアプリケーションでの利用が盛んである. それらのアプリケーションに必要なときに必要なだけの計算資源を提供するために; アプリケーションを構成するサーバ群の負荷分散が重要となっている. これらのシステムでは管理面; コスト面での利点から仮想化技術が利用されており;その負荷分散には VM ライブマイグレーションを利用することができる. 本論文では複数の VMをクエリの発行元とするオンライントランザクション処理の負荷分散を考える際に; 単純に VMライブマイグレーションを利用しただけではむしろ性能低下を招く可能性があり; データベースのキャッシュまで考慮した VM ライブマイグレーションの必要性を示す. またデータベースサーバ間でVM がデータベースのどこを参照しているかの情報を共有することでオンライントランザクション処理の負荷分散による性能低下を防ぐ仕組みを検討する. さらにオンライントランザクション処理 …,電子情報通信学会技術研究報告. DE; データ工学,2012,*
オンライントランザクション処理における VM 挙動の詳細解析,石田渉， 横山大作， 中野美由紀， 豊田正史， 喜連川優,あらまし クラウドコンピューティングでは e コマースやオンラインゲームなどデータベースをシステムの基盤とするようなアプリケーションでの利用が盛んである. それらのアプリケーションに必要なときに必要なだけの計算資源を提供するために; アプリケーションを構成するサーバ群の負荷分散が重要となっている. これらのシステムでは管理面; コスト面での利点から仮想化技術が利用されており; その負荷分散には VM ライブマイグレーションを利用することができる. 本論文では複数の VMをクエリの発行元とするオンライントランザクション処理の負荷分散を考える際に; 単純に VMライブマイグレーションを利用しただけではむしろ性能低下を招く可能性があり; データベースのキャッシュまで考慮した VM ライブマイグレーションの必要性を示す. またデータベースサーバ間でVM がデータベースのどこを参照しているかの情報を共有することでオンライントランザクション処理の負荷分散による性能低下を防ぐ仕組みを検討する. さらにオンライントランザクション処理 …,研究報告データベースシステム (DBS),2012,*
Learning from labeled and unlabeled data with label propagation Learning from labeled and unlabeled data with label propagation; 2002,Yong Ren; Nobuhiro Kaji; Naoki Yoshinaga; Masashi TOYODA; Masaru KITSUREGAWA,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,電子情報通信学会技術研究報告. DE; データ工学,2012,*
Semi-supervised learning literature survey Semi-supervised learning literature survey; 2006,Yong Ren; Nobuhiro Kaji; Naoki Yoshinaga; Masashi TOYODA; Masaru KITSUREGAWA,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,電子情報通信学会技術研究報告. DE; データ工学,2012,*
Transductive inference for text classification using support vector machines Transductive inference for text classification using support vector machines; 200-209; 1999,Yong Ren; Nobuhiro Kaji; Naoki Yoshinaga; Masashi TOYODA; Masaru KITSUREGAWA,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,電子情報通信学会技術研究報告. DE; データ工学,2012,*
VM ライブマイグレーションにおける大規模 I/O 処理挙動に関する一考察,石田渉， 横山大作， 中野美由紀， 豊田正史， 喜連川優,あらまし 近年のクラウドコンピューティングでは; 計算資源の管理に仮想化技術を利用している.仮想化技術の要素技術の一つである VM ライブマイグレーション等を利用することで;クラウドプロバイダではサービスを停止することなく計算資源の集約化や負荷分散が可能となる.現在; ウェブコンテンツ; センシングデータなどのデジタルデータが急増するなか; クラウドコンピューティングにおける大容量のデータを処理するアプリケーションの効率化が急務である. しかしながら;大規模 I/O 処理を行う VM ライブマイグレーションの挙動は十分に解析されていない. 本報告では;VM ライブマイグレーション時の入出力挙動を実機を用いて詳細に解析し; 大規模データ処理における VM ライブマイグレーションにおける課題について明らかにする.,電子情報通信学会技術研究報告. DE; データ工学,2012,*
Semi-supervised Sentiment Classification in Resource-Scarce Language: A Comparative Study (データ工学),Yong Ren; Nobuhiro Kaji; Naoki Yoshinaga; Masashi Toyoda; Masaru Kitsuregawa,抄録 With the advent of consumer generated media (eg; Amazon reviews; Twitter; etc.);sentiment classification becomes a heated topic. Conventional approaches heavily rely on alarge amount of linguistic resources; which are difficult to obtain in resource-scarcelanguages. To overcome this problem; semi-supervised learning (SSL) algorithms havebeen exploited. However; for the development and variety involved in SSL literature; whenpeople try to adopt SSL approach in practice; they usually confront difficulty in deciding theproper method from many potential candidates. In this study; we conduct empiricalevaluation on several representative SSL algorithms in a document-level sentimentclassification task for resource-scarce languages (Chinese in our case); and thecomparative experiment is carried out using three real datasets. We will describe …,電子情報通信学会技術研究報告. DE; データ工学,2012,*
大規模多メディア Web 情報の収集・解析・可視化,豊田正史,抄録 Web はこれまで爆発的な成長を続けてきたが; ブログ; 画像; 動画; リンク等の情報共有;ソーシャルネットワーク; マイクロブログといった多様なサービスの発展に伴い多数のメディアが共存する多メディア化が進んでいる. 一方; テレビ放送などマスメディアの影響力は依然として大きく;こうした実世界情報と Web 情報が相互に及ぼし合う影響も拡大している. 今後; 社会学; 言語学;リスク管理; マーケティング等の社会分析を行うためには; これら多メディア Web情報の大規模な収集・解析・可視化が不可欠である. 我々は; 多メディア Web 解析基盤の構築及び社会分析ソフトウェアの開発を; 国立情報学研究所; 早稲田大学; 東京大学生産技術研究所との共同研究において行っている. 本講演では; 本プロジェクトにおいてこれまでに収集した Webアーカイブおよびその収集技術; リンク解析および自然言語処理を用いた多メディア解析手法;並びに解析結果の可視化手法について紹介する.,電子情報通信学会技術研究報告. NLC; 言語理解とコミュニケーション,2012,*
Characterizing Topic-Speci c Hashtag Cascadein Twitter Based on Distributions ofUser Influence,Geerajit Rattanaritnont; Masashi Toyoda; Masaru Kitsuregawa,Abstract As online social networks become extremely popular in these days; peoplecommunicate and exchange information for various purposes. In this paper; we investigatepatterns of information diﬀusion and behaviors of participating users in Twitter; which wouldbe useful to verify the eﬀectiveness of marketing and publicity campaigns. We characterizeTwitter hashtag cascades corresponding to diﬀerent topics by exploiting distributions of userinﬂuence; cascade ratio and tweet ratio. The cascade ratio indicates an ability of users tospread information to their neighborhoods; and the tweet ratio measures how much eachuser participates in each topic. We examined these two measures on a real Twitter datasetand found three major diﬀusion patterns over four topics. Keywords: Data mining;information diﬀusion; social network http://www. tkl. iis. u-tokyo. ac. jp/top/modules/newdb …,*,2012,*
特集 「ソフトウェア論文」 の編集にあたって,和泉順子， 伊知地宏， 権藤克彦， 首藤一幸， 並木美太郎， 細部博史， 番原睦則,ソフトウェア論文特集についてコンピュータソフトウェア誌上で 4 回目の 「ソフトウェア論文」特集をお送りいたします. 2007 年 1 月締切の第 1 回; 2008 年 10 月締切の第 2 回; 2009 年 11月締切の第 3 回に続き; 2010 年 11 月を締切として論文募集を行いました. 本特集の目的は;ソフトウェア論文の周知と普及; 良いソフトウェア論文の実例をコミュニティに提示すること;より優れたソフトウェアの開発・研究・普及に貢献することです.,コンピュータ ソフトウェア,2011,*
3D Visualization of temporal changes in bloggers' activities and interests,Masahiko Itoh; Naoki Yoshinaga; Masashi Toyoda; Masaru Kitsuregawa,This paper presents a novel system for analyzing temporal changes in bloggers' activitiesand interests on a topic through a 3D visualization of dependency structures related to thetopic. Having a dependency database built from a blog archive; our 3D visualizationframework helps users to interactively exploring temporal changes in bloggers' activities andinterests related to the topic.,Visual Analytics Science and Technology (VAST); 2011 IEEE Conference on,2011,*
A Study of Link Farm Evolution Using a Time-series of Web Snapshots (データベース Vol. 4 No. 2),YOUNG-JOO CHUNG; MASASHI TOYODA; MASARU KITSUREGAWA,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,情報処理学会論文誌 論文誌トランザクション,2011,*
CGM 画像に対する関連キーワード抽出手法に関する一検討,上條哲也， 豊田正史,抄録 ブログなどの CGM 上にはその時々の話題が多く取り上げられており; 商品; イベント; CM等に関する記事が多数記述されていることから; マーケティング調査のための情報源として注目を集めている. ブログ上の画像は; ブロガーが愛着を持つものを撮影したものであることが多く;読者に対する訴求効果が高いことから; 商品の普及や; 広報の効果などを測定する際に重要な情報となりうる. 本論文ではこうした調査を可能にするための第一歩として; 与えられた話題に関連した記事と画像を抽出した上で; 画像周辺の文から関連するキーワードを抽出する手法を提案する.抽出したキーワードは特定の話題に適合した画像の抽出および分類を行う際に有用な情報となる.本手法は; Flickr 上の画像に関するタグのランキングを行う Liu らの Tag Ranking手法に基づいている. Tag Ranking 手法は; 入力画像における個々のタグの重要度を;そのタグが付与された画像の集合と入力画像との類似度を用いて算出する. 画像類似度としては …,電子情報通信学会技術研究報告. DE; データ工学,2010,*
The PageRank Citation Ranking: Bringing Order to the Web The PageRank Citation Ranking: Bringing Order to the Web; 1998,Young-joo CHUNG; Masashi TOYODA; Masaru KITSUREGAWA,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,IEICE transactions on information and systems,2010,*
トレンドを考慮した検索クエリの分類手法の一検討,木田巧， 豊田正史， 喜連川優,あらまし 検索エンジンのログはユーザーの興味を示唆する情報として注目されており;クエリ推薦やスペル修正など様々な応用が研究されている. 本稿では; 時期に応じたクエリ間類似度の変化を考慮した検索クエリのクラスタリング手法を提案する. 提案手法では時間と共に構造の変化するグラフの時系列を; 時間的な一貫性を考慮してクラスタリングする手法を用いる.各時間における検索語間の類似度は; 約 100 万の記事を毎日継続して収集して構築された Blogアーカイブから取得した検索語間に共通する Blog 記事 URL に基づいて計算する. また; Yahoo!Japan から提供された 2007 年のクエリログを用いた実験を行い; 人手で正解付けしたデータによる評価を行うことを通して; 時間的一貫性を考慮したクラスタリング手法を用いることで;時期に応じたクラスタの時系列が抽出できることを示す.,日本データベース学会論文誌,2010,*
A Topical Study on the Web Spam,CHUNG Young-joo; Masashi TOYODA; Masaru KITSUREGAWA,抄録 In this paper; we study the topical characteristic of spam hosts. To categorize spamhosts; we extract link spam structures from multiple time snapshots of Japanese Web archiveusing graph algorithms. Next; we define several spam topic categories and classify spamhosts in those structures into such spam topics using their uniform resource locator (URL) sand a machine learning approach. We analyze the spam topic distribution on the Web indifferent years and observe the change in spam topics through the time.,全国大会講演論文集,2010,*
時間変化を考慮した検索クエリのクラスタリングにおけるクエリ間類似度の検討,木田巧， 豊田正史， 喜連川優,多くのインターネットユーザーが検索エンジンでキーワード検索を行う今日; 検索エンジンに蓄積された検索クエリのログが持つ価値は年々大きくなっている. クエリログから有用な情報を得るための手段の 1 つとしてクエリのクラスタリングが挙げられる. クエリのクラスタリングを通して;頻出クエリや類似クエリのグループを抽出することができ; その結果をユーザーへのクエリ推薦やトレンドの分析に活用することができる. また; クエリをクラスタリングする際のクエリ間の類似度の決め方は; クリックスルーログや類語関係; 検索頻度の時間的傾向など様々な視点の類似度が提案されている [1][2]. しかし; 検索クエリのクラスタが時期によって動的に変化しうることを考慮していない. そこで時期による検索ニーズの変動も考慮して連続的に検索クエリをクラスタリングすることはトレンドを考慮したクエリ推薦に役立つと考えられる. 本研究では時間的な一貫性を保ったクラスタリングを実現する手法に注目し; その手法によって検索クエリを分類するためのクエリ間 …,全国大会講演論文集,2010,*
時系列情報をもつウェブグラフ発達過程の 3 次元可視化,伊藤正彦， 豊田正史， 喜連川優,著者等の研究室では; 過去 10 年に及ぶ日本語ウェブアーカイブの構築を進めてきている.このアーカイブされたデータからウェブ情報の時系列変化を観測することで; 実世界における流行や意見の変化; およびその理由の解析が可能になる [1]. 時系列情報の可視化により以下を明らかにすることが可能となる [2]:(i) ある時期に目的の情報が存在するか;(ii) 情報の出現時期;および周期性;(iii) 情報の存在期間;(iv) 出現頻度;(v) 時間に応じた出現変移;(vi) 情報の出現順序;また;(vii) どの情報とどの情報が同時に出現するのか.,全国大会講演論文集,2010,*
画像類似度の有向グラフを用いた CGM 上の画像時系列ランキング手法,山根遥香， 豊田正史,1. はじめに web 上では; 膨大な量のリッチコンテンツが用いられており; 製品; キャラクタ; テレビCM; イベントの画像・動画など; 広報; 広告; キャンペーンに呼応して多くのコンテンツが出現する.特に; ブログなどの CGM は流行に敏感であり; その時の話題の製品や CM などの記事が数多く書かれている. 広報; 広告等の影響を; Web データを用いて観測しその変遷を調査することは;マーケティング; リスク管理などに有用であると看做されている. 本研究は; ブログなどの CGMで公開されている画像に着目し; 指定された話題に関連する画像の変遷を調査可能にすることを目的としている. 本論文では指定されたクエリを含むブログ記事の時系列から画像を抽出し;テキスト情報; 画像の特徴量を複合的に用いて; 時期ごとの画像のランキングを行い;提示する手法を提案する.,全国大会講演論文集,2010,*
Introduction to the special issue on software papers,Junko Izumi; Hiroshi Ichiji; Kenji Kono; Katsuhiko Gondow; Masashi Toyoda; Mutsunori Banbara,Izumi; J.; Ichiji; H.; Kono; K.; Gondow; K.; Toyoda; M.; & Banbara; M. (2010). Introduction to thespecial issue on software papers. Computer Software; 27(4); 1 … Introduction to the specialissue on software papers. / Izumi; Junko; Ichiji; Hiroshi; Kono; Kenji; Gondow; Katsuhiko;Toyoda; Masashi; Banbara; Mutsunori … Izumi; J; Ichiji; H; Kono; K; Gondow; K; Toyoda; M& Banbara; M 2010; 'Introduction to the special issue on software papers' ComputerSoftware; vol 27; no. 4; pp. 1 … Izumi J; Ichiji H; Kono K; Gondow K; Toyoda M; Banbara M.Introduction to the special issue on software papers. Computer Software. 2010;27(4):1 … Poweredby Pure; Scopus & Elsevier Fingerprint Engine™ © 2018 Elsevier BV.,Computer Software,2010,*
高学歴ワーキングプア 「フリーター生産工場」 としての大学院高学歴ワーキングプア 「フリーター生産工場」 としての大学院; 2007,権藤克彦， 明石修， 伊知地宏， 岩崎英哉， 河野健二， 豊田正史， 上田和紀,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,コンピュータソフトウェア,2009,*
理科系の作文技術理科系の作文技術; 1981,権藤克彦， 明石修， 伊知地宏， 岩崎英哉， 河野健二， 豊田正史， 上田和紀,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,コンピュータソフトウェア,2009,*
第二種基礎研究第二種基礎研究; 2003,権藤克彦， 明石修， 伊知地宏， 岩崎英哉， 河野健二， 豊田正史， 上田和紀,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,コンピュータソフトウェア,2009,*
若者はなぜ 3 年で辞めるのか? 年功序列が奪う日本の未来若者はなぜ 3 年で辞めるのか? 年功序列が奪う日本の未来; 2006,権藤克彦， 明石修， 伊知地宏， 岩崎英哉， 河野健二， 豊田正史， 上田和紀,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,コンピュータソフトウェア,2009,*
特集 「ソフトウェア論文」 の編集にあたって,明石修， 伊知地宏， 岩崎英哉， 上田和紀， 河野健二， 権藤克彦， 豊田正史,コンピュータソフトウェア誌上で 2 番目の 「ソフトウェア論文」 特集をお送りいたします. 2007 年 1月を締切とした最初の 「ソフトウェア論文」 特集に引き続き; 2008 年 10 月を締切として論文募集を行いました. 本特集の目的は; ソフトウェア論文の周知と普及; 良いソフトウェア論文の実例をコミュニティに提示すること; より優れたソフトウェアの開発・研究・普及に貢献することです.,コンピュータ ソフトウェア,2009,*
Web マイニングにおける語義曖昧性解消のための擬似負例を用いた能動学習,高山泰博， 今村誠， 鍜治伸裕， 豊田正史， 喜連川優,この論文では; 多義語を含む Web の全文検索結果から; Web マイニングに用いる分析対象のデータ集合を高精度に抽出するための語義曖昧性解消 (WSD) の研究について述べる. Webマイニングにおける WSD では; 学習に用いるラベル付き事例のうち; 分析対象である正例は作成が容易であるが; 分析対象以外の負例は予期せぬ意味が含まれるため作成が困難であるという課題があった. この論文では; 負例の作成を容易にするために; 正例のみで開始する能動学習の手法を提案する. 提案手法の特長は; 能動学習のプロセスにおいて; 高い確信度で負例と予測されたラベルなし事例である “擬似負例” を負例として学習している点である. 我々は; 正例のみで負例のないWeb データに対する実験により; 擬似負例を推定する提案手法が; 人手により負例を作成した場合と比べて大差のない WSD 精度を得ることを示す.,情報処理学会論文誌データベース (TOD),2009,*
検索エンジンスパムとその対策技術 (< 特集> 情報の信頼性評価),豊田正史,Web を用いたさまざまなマネタイズが可能になるにつれ; 検索エンジンは Webサイトの収益を上げるために重要な役割を果たすようになった. 現在では商品・サービスのネット販売のみならず; ホームページやブログ上に設置するコンテンツマツチ広告 (Google AdSense など);商品の紹介プログラム (アフィリエイト) など; Web から収益を上げるさまざまな方法が提供されている. こうしたマネタイズにおいては; ページ訪問数を確保することが必須であり; ホームページへのアクセス経路は検索エンジンが大半を占めることから; 検索結果の上位にページがランクされることが非常に重要となっている. こうした背景のもと; Web ページを検索エンジンに収集されやすくし;正しくインデックスされるように構 þjÅ SEO (Search Engine Optimization)| られており;クライアントからの依頼により; その Web サイトを最適化する SEO サービスも多数存在している.SEO 手法は; 検索エンジンから Web マスタに対して公表されている情報や; 試行錯誤による経験 …,人工知能学会誌,2008,*
Mining and Visualizing the Evolution of the Web Graph Structure,Masashi Toyoda; University of Tokyo,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,Advanced Information Networking and Applications-Workshops; 2008. AINAW 2008. 22nd International Conference on,2008,*
Study on the Structure and Behavior of Web Spam by Link Hijacking,Masashi TOYODA; Masaru KITSUREGAWA,抄録 Today; many people try to mislead search engines to obtain a higher search rankingand bring more visitors and profits to their sites. This behavior is called web spamming. Linkspamming; one of the typical methods of web spamming; manipulates link structure of theWeb and deceives link-based ranking algorithms such as PageRank. Link spammers alsocan hijack links from good sites to their own spam sites which makes link-based rankingalgorithms believe spam sites are endorsed by good sites. Although the number of linkhijacked sites is small compared to that of total spam sites; hijacked links cause trustleakage so that have a significant effect on link-based ranking algorithms. In this paper; firstwe computed PageRank; TrustRank and Anti-trust Rank for whole web sites and selectedsample hijacked sites with high trust and anti-trust scores. Then; we examined the several …,全国大会講演論文集,2008,*
Thematic and Temporal Analysis of Thai Web Communities,鈴木， 慎司， 喜連川， 喜連川優,抄録 A web community can be defined as a set of web pages related to a specific topic.Identification of web communities can be done by extracting distinctive structures from agraphical representation of the Web. In this paper we investigate thematic and temporalproperties of Thai web communities extracted from two Thai web snapshots,全国大会講演論文集,2008,*
ウェブからの分析対象文書抽出手法の検討,高山泰博， 今村誠， 鍜治伸裕， 豊田正史， 喜連川優,ウェブ文書には; 実社会における関心が反映されており; 文書中に含まれる製品や企業活動に対する評判などの情報を分析してマーケティングや風評監視等に活用することが期待されている.この分析の対象とするウェブ文書 (分析対象文書) の抽出に全文検索を用いると;検索式のキーワードに多義語が含まれる場合には検索結果中に分析目的に合致しない文書が混在してしまう. そこで; 本稿では; 語の曖昧性を解消して分析対象文書を精度良く抽出する方式を検討する.,情報処理学会第 70 回全国大会,2008,*
全国大会講演論文集第 72 回 (「情報爆発」 時代に向けた新 IT 基盤技術); 303-304; 2010-03-08,峯松信明， 鈴木雅之， 高澤真章， 馬学彬， 中村綾乃,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,Proc. INTERSPEECH,2008,*
Continuity of Maximal Monotone Operators in Banach Spaces (Nonlinear Analysis and Convex Analysis),Masashi Toyoda,1 Introduction $\dot {L} etE $ be a real Banach. space; $ E^{*} $ its dual space with pairingbetween $ x $ in $ E $ and $ x^{*} $ in $ E^{*} $ denoted by $\langle x; x^{*}\rangle $. Let $ T$ be an operator on $ E $ to $2^{E^{*}} $. The domain of $ T $ is the set $ D (T)=\{x\in E|Tx\neq\emptyset\} $. The graph of $ T $ is the subset of $ ExE^{*} $ given by $ G (T)=\{(x;x^{*})\in E\cross E^{*}| x^{*}\in Tx\} $. The range of $ T $ is the set $ R (T)=\cup\{Tx| x\in D (T)\}$. $ T $ is said to be monotone if for all $(x; x^{*}); $ $(y; y^{*})\in G (T) $; $\langle xy; x^{*}-y^{*}\rangle\geq 0$. It is called maximal monotone if in addition; its graph $ G (T) $ is notproperly contained in the graph of any other monotone operators on $ E $. The notion ofmaximal monotone operators allows one to treat convex minimization problems as suitableproblems associated with maximal monotone operators. In fact; let $ f $ be a proper Iower …,*,2007,*
特集 「インタラクティブソフトウェア」 の編集にあたって,椎尾一郎， 豊田正史， 角康之,日本ソフトウェア科学会のインタラクティブシステムとソフトウェア (ISS) 研究会では;「インタラクティブシステムとソフトウェアに関するワークショップ」(Workshop on Interactive Systemsand Software: WISS) を毎年開催している. インタラクティブシステムとソフトウェアに関する新しい実装技術や面白い応用などに関して議論する WISS は 1993 年にスタートし; 2005 年には 13回目のワークショップを開催した. 本ワークショップは; 会議場における講演が主体のコンファレンスとは異なり; リゾート地での 2 泊 3 日の泊り込み形式での開催が特徴である. 2004 年は 158 名;2005 年は 165 名の参加者が; 活発で意義深い情報交換を深夜まで行った.コンピュータソフトウェア誌では; WISS の発表論文を中心とした特集号をこれまでに何度か企画している. 本特集は; WISS2004 (2004 年 12 月 1 日から 3 日にかけて; 愛知県額田郡幸田町の三河ハイツ天の丸にて開催); および WISS2005 (2005 年 12 月 7 日から 9 日にかけて; 香川県小豆 …,コンピュータ ソフトウェア,2006,*
最新! データマイニング手法: 7. 大規模 Web アーカイブからのデータマイニング,豊田正史， 喜連川優,Web は膨大な文書の集合であると同時に; ハイパーリンクで結合された文書の巨大なネットワークでもある. 少なくとも 80 億以上存在する☆ 1Web ページは; 生成; 更新; および消滅の過程を経て日々変化しており; それに応じて Web のネットワーク構造も動的に変化を続けている. こうした Webの発展過程は実世界の動向と密接な関係を持つ傾向を強めつつある. たとえば;テロのような重大な事件が発生すると; それに関した Web ページが次々と作成され;重要な情報には多くのページからハイパーリンクが張られていき; 多数のユーザが訪れるようになる.インターネット人口の増大; および blog 等の誰でも使える簡便な出版ツールの普及が;この傾向にますます拍車をかけている. 今後; Web は実世界の事象をより広範囲かつ迅速に反映するようになると予想される.,情報処理,2005,*
文書分類を基にした Web 上の評判抽出に関する一考察,藤村滋， 豊田正史， 喜連川優,Web 上の膨大な情報の中から評判を自動的に抽出することで; 企業においてはマーケティングやクレーム処理; 個人においては意思決定支援等への応用が期待されている. しかし;評判は主観的な情報であり; その抽出にはテキストの意味を取り扱う必要性が生じ;容易には抽出ができない. そこで; 本報告ではあらかじめ収集した肯定的な評判と否定的な評判をコーパスとし; このコーパスから統計的に評価表現を抽出する手法を示す. 次に; 肯定・否定への文書分類を基にして; 評判の抽出へと拡張する手法について紹介する. また; 一連の手法を用いて Webからの評判抽出を行う簡単なシステムを構築したので紹介する. 最後に; その結果得られた課題についての考察を報告する. Automatic extraction of reputations from huge information on theWeb is much attended. Extracted reputations can be utilized for marketing; claimmanagement in companies and decision support in customers. But; because of subjective …,DBSJ Letters,2004,*
大域ウェブアクセスログを用いた関連語の発見に関する一考察,大塚真吾， 豊田正史， 喜連川優,検索語はサイバー空間におけるユーザの目的や意思を表す重要な要素であり;ウェブページを閲覧する人々の行動を把握するために有用である. 本論文ではテレビ視聴率調査と同様; 統計的に偏りなく抽出された人 (パネル) を対象に URL 履歴の収集を行ったログ (パネルログ)を解析し; ユーザが入力した検索語と関連する語の発見方法の検討を行う. 先行研究では;検索語を入力した後に閲覧した URL を基に解析を行っているが; 我々はコミュニティ技術とウェブページの形態素解析から得られる名詞群を用いた手法を提案する. 実験結果より; 提案手法は URLだけを用いた手法よりも良い結果が得られた. The search word is one of the important factor inrepresenting users' purpose and utilized to analyzed behaviors of users who view webpages. Here; by analyzing logs (called panel logs); which are collected URL histories ofusers (called panels) who are selected without static deviation similarly to survey on TV …,DBSJ Letters,2004,*
Compact encoding of the web graph exploiting various power distributions,Yasuhito Asano; Tsuyoshi Ito; Hiroshi Imai; Masashi Toyoda; Masaru Kitsuregawa,Compact encodings of the web graph are required in order to keep the graph on the mainmemory and to perform operations on the graph efficiently. In this paper; we propose a newcompact encoding of the web graph. It is 10% more compact than Link2 used in theConnectivity Server of Altavista and 20% more compact than the encoding proposed byGuillaume et al. in 2002 and is comparable to it in terms of extraction time.,IEICE TRANSACTIONS on Fundamentals of Electronics; Communications and Computer Sciences,2004,*
Visualization of Global Web Log and Web Communities.,Bowo Prasetyo; Shingo Otsuka; Masashi Toyoda; Masaru Kitsuregawa,Abstract In the last decade Internet has emerged to be the largest information source in theworld. Global traffic of millions people accessing Internet everyday is immense and mayprovide much interesting information. However; it is difficult to visualize and analyze globalweb access effectively due to its huge size. One obvious advantage of analyzing global weblog over local server log is its ability to reveal the position of a website in the global Internet.Here; we have developed a tool to visualize Internet traffic data gathered from wide area ofInternet users in Japan; and associate it to groups of related web pages; so called webcommunities. Using our visualization tool; we can effectively visualize global access patternsof multiple groups of websites around the target URLs to find where they are placed in theglobal web; as well as local access patterns inside a single group of websites to discover …,iiWAS,2004,*
Comparing the Web Community Chart with a Web Directory,MASASHI TOYODA; SATOSHI YOSHIDA; MASARU KITSUREGAWA,*,Transactions,2004,*
ウェブコミュニティを用いたパネルログ解析システムの構築,大塚真吾， 豊田正史， 喜連川優,要 旨ウェブページを閲覧する人々の行動モデルを抽出することは重要であり多くの研究が行われている. 既存の研究のほとんどはウェブサーバのログを用いたものであり; 当該サイト上での挙動は把握できるものの; サイト外を含めたユーザの全ての行動を解析することは容易ではない. 最近;テレビ視聴率調査と同様; 統計的に偏りなく抽出された人 (パネル) を対象に URL履歴の収集を行う事業が登場している. パネルを使って集められたログ (パネルログ)を解析することにより; ユーザが訪れた全てのウェブページ (URL) を収集することができる.パネルログは極めて広いページ空間を対象とするため; 個々のページの参照履歴を見るだけでは大域的な行動を捉えることは難しい. そこで; 本論文では類似したウェブページをまとめる手法であるウェブコミュニティ技術を用いることにより; 大域的なユーザの行動パターンを把握すべく実験システムの構築を行った.,情報処理学会研究報告データベースシステム (DBS),2003,*
ウェブコミュニティを用いたパネルログ解析システムの構築 (Web (2))(「夏のデータベースワークショップ (DBWS2003)」 一般),大塚真吾， 豊田正史， 喜連川優,抄録 ウェブページを閲覧する人々の行動モデルを抽出することは重要であり多くの研究が行われている. 既存の研究のほとんどはウェブサーバのログを用いたものであり; 当該サイト上での挙動は把握できるものの; サイト外を含めたユーザの全ての行動を解析することは容易ではない. 最近;テレビ視聴率調査と同様; 統計的に偏りなく抽出された人 (パネル) を対象に URL履歴の収集を行う事業が登場している. パネルを使って集められたログ (パネルログ)を解析することにより; ユーザが訪れた全てのウェブページ (URL) を収集することができる.パネルログは極めて広いページ空間を対象とするため; 個々のページの参照履歴を見るだけでは大域的な行動を捉えることは難しい. そこで; 本論文では類似したウェブページをまとめる手法であるウェブコミュニティ技術を用いることにより; 大域的なユーザの行動パターンを把握すべく実験システムの構築を行った.,電子情報通信学会技術研究報告. DE; データ工学,2003,*
日本のウェブアーカイブにおけるコミュニティ発展過程の詳細分析,豊田正史,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,電子情報通信学会; 第 14 回データ工学ワークショップ DEWS'03,2003,*
The System of Panel Logs Analysis with Web Communities.,SHINGO OTSUKA; MASASHI TOYODA; MASARU KITSUREGAWA,*,IEIC Technical Report (Institute of Electronics; Information and Communication Engineers),2003,*
