MonetDB/XQuery: a fast XQuery processor powered by a relational engine,Peter Boncz; Torsten Grust; Maurice van Keulen; Stefan Manegold; Jan Rittinger; Jens Teubner,Abstract Relational XQuery systems try to re-use mature relational data managementinfrastructures to create fast and scalable XML database technology. This paper describesthe main features; key contributions; and lessons learned while implementing such asystem. Its architecture consists of (i) a range-based encoding of XML documents intorelational tables;(ii) a compilation technique that translates XQuery into a basic relationalalgebra;(iii) a restricted (order) property-aware peephole relational query optimizationstrategy; and (iv) a mapping from XML update statements into relational updates. Thus; thissystem implements all essential XML database functionalities (rather than a single feature)such that we can learn from the full consequences of our architectural decisions. Whileimplementing this system; we had to extend the state-of-the-art with a number of new …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,360
A benchmark for online non-blocking schema transformations,Lesley Wevers; Matthijs Hofstra; Menno Tammens; Marieke Huisman; Maurice van Keulen,Abstract This paper presents a benchmark for measuring the blocking behavior of schematransformations in relational database systems. As a basis for our benchmark; we havedeveloped criteria for the functionality and performance of schema transformationmechanisms based on the characteristics of state of the art approaches. To addresslimitations of existing approaches; we assert that schema transformations must becomposable while satisfying the ACID guarantees like regular database transactions.Additionally; we have identified important classes of basic and complex relational schematransformations that a schema transformation mechanism should be able to perform. Basedon these transformations and our criteria; we have developed a benchmark that extends thestandard TPC-C benchmark with schema transformations; which can be used to analyze …,*,2015,1
Incremental Data Uncertainty Handling Using Evidence Combination: A Case Study on Maritime Data Reasoning,Mena B Habib; Brend Wanders; Jan Flokstra; Maurice van Keulen,Semantic incompatibility is a conflict that occurs in the meanings of data. In this paper; wepropose an approach for data cleaning by resolving semantic incompatibility. Our approachapplies a dynamic and incremental enhancement of data quality. It checks thecoherency/conflict of the newly recorded facts/relations against the existing ones. It reasonsover the existing information and comes up with new discovered facts/relations. We choosemaritime data cleaning as a validation scenario.,*,2015,1
Towards Online and Transactional Relational Schema Transformations,Lesley Wevers; Matthijs Hofstra; Menno Tammens; Marieke Huisman; Maurice Keulen,Abstract In this paper; we want to draw the attention of the database community to theproblem of online schema changes: changing the schema of a database without blockingconcurrent transactions. We have identified important classes of relational schematransformations that we want to perform online; and we have identified general requirementsfor the mechanisms that execute these transformations. Using these requirements; we havedeveloped an experiment based on the standard TPC-C benchmark to assess the behaviourof existing systems. We look at PostgreSQL; which does not support online schemachanges; MySQL; which supports basic online schema changes; and pt-online-schema-change; which is a tool for MySQL that uses triggers to implement online schema changes.We found that none of the existing systems fulfill our requirements. In particular; existing …,*,2014,1
Uncertainty Handling in Named Entity Extraction and Disambiguation for Informal Text,Maurice van Keulen; Mena B Habib,Abstract Social media content represents a large portion of all textual content appearing onthe Internet. These streams of user generated content (UGC) provide an opportunity andchallenge for media analysts to analyze huge amount of new data and use them to infer andreason with new information. A main challenge of natural language is its ambiguity andvagueness. To automatically resolve ambiguity; the grammatical structure of sentences isused. However; when we move to informal language widely used in social media; thelanguage becomes more ambiguous and thus more challenging for automaticunderstanding. Information Extraction (IE) is the research field that enables the use ofunstructured text in a structured way. Named Entity Extraction (NEE) is a sub task of IE thataims to locate phrases (mentions) in the text that represent names of entities such as …,*,2014,1
Uncertainty Management in Information Systems–Executive Summary by the Organizers,Christoph Koch; Birgitta König-Ries; Volker Markl; Maurice van Keulen,Computer science has long pretended that information systems are perfect mirror images ofa perfect world. Database management systems; eg; work under the assumption that thedata stored represent a correct subset of the real world. Of course; this idealized assumptionis rarely true. Information systems contain–wrong information caused; eg; by data entryerrors: This is a common problem for instance in genomic databases–imprecise or falselyprecise information; eg; a measuring device will provide information with a certain precisiononly. Typically; information systems store the measured date; but do not store informationabout the conditions under which this data is true and the precision achieved.–incompleteinformation. A certain piece of information may not be available to the information system.–inconsistent information. Different information systems may contain contradictory …,Uncertainty Management in Information Systems: Dagstuhl Seminar 08421,2009,1
Report on the first VLDB workshop on Management of Uncertain Data (MUD),Ander de Keijzer; Maurice van Keulen; Alex Dekhtyar,Abstract On Monday September 24 th; we organized the first international VLDB workshopon Management of Uncertain Data [dKvKD07]. The idea of this workshop arose a yearearlier at the Twente Data Management Workshop on Uncertainty in Databases [dKvK06].The TDM is a bi-annual workshop organized by the Database group of the University ofTwente; for which each time a different topic is chosen. The participants of TDM 2006 wereenthusiastic about the topic" Uncertainty in Databases" and strongly expressed the wish fora follow-up co-located with an international conference. To fulfill this wish; we organized theMUD-workshop at VLDB.,ACM SIGMOD Record,2007,1
06472 Abstracts Collection--XQuery Implementation Paradigms,Peter A Boncz; Torsten Grust; Jérôme Siméon; Maurice van Keulen,Abstract From 19.11. 2006 to 22.11. 2006; the Dagstuhl Seminar 06472``XQueryImplementation Paradigms''was held in the International Conference and Research Center(IBFI); Schloss Dagstuhl. During the seminar; several participants presented their currentresearch; and ongoing work and open problems were discussed. Abstracts of thepresentations given during the seminar as well as abstracts of seminar results and ideas areput together in this paper. The first section describes the seminar topics and goals ingeneral. Links to extended abstracts or full papers are provided; if available.,Dagstuhl Seminar Proceedings,2007,1
ICT-zakboek,Theodorus Maria Aloysius Bemelmans; M van Keulen; RJ Kusters; M Looijen,Bemelmans; TMA; van Keulen; M.; Kusters; RJ; & Looijen; M. (Eds.) (2007). ICT-Zakboek. (3edruk ed.) (PBNA Polyzakboekjes; No. 2). Den Haag: Reed Business Information …Bemelmans; TMA (Editor); van Keulen; Maurice (Editor); Kusters; RJ (Editor); Looijen; M.(Editor) / ICT-Zakboek … 3e druk ed. Den Haag : Reed Business Information; 2007. 926 p.(PBNA Polyzakboekjes; No. 2) … Bemelmans; TMA; van Keulen; M; Kusters; RJ & Looijen;M (eds) 2007; ICT-Zakboek. PBNA Polyzakboekjes; no. 2; 3e druk edn; Reed BusinessInformation; Den Haag … ICT-Zakboek. / Bemelmans; TMA (Editor); van Keulen; Maurice(Editor); Kusters; RJ (Editor); Looijen; M. (Editor) … 3e druk ed. Den Haag : Reed BusinessInformation; 2007. 926 p. (PBNA Polyzakboekjes; No. 2) … Bemelmans TMA; (ed.); van KeulenM; (ed.); Kusters RJ; (ed.); Looijen M; (ed.). ICT-Zakboek. 3e druk ed. Den Haag: Reed …,*,2007,1
A Syntax-Directed Editor for TM,Jochem Vonk; M van Keulen; J Flokstra; H Balsters,Abstract This thesis describes the design and implementation of a support tool that will beintegrated into the Database Design Tool (DDT). This is an already existing toolset thatsupports the use of the object-oriented database speci cation language TM. The support tooldescribed in this thesis is a syntax-directed editor (SDE). The purpose of the SDE is tosupport a user; an unexperienced user in particular; in specifying expressions. The SDEpresents a list of syntax constructs that are allowed at speci c places; so the user does notneed to know the complete syntax of the language TM. This also prevents the creation ofsyntactically incorrect expressions. The choice to have a generic structure for theimplementation makes the tool language-independent. Although the SDE is implemented touse the language TM it can therefore be easily modi ed to be used with other languages. ii,Department of Computer Science,1995,1
Methodological guidelines for IMPRESS,F Ardorino; RA de By; R Capobianchi; Maurice van Keulen; M Mautref,KNAW Narcis. Back to search results. Publication MethodologicalGuidelines for IMPRESS (1995). Pagina-navigatie: Main …,*,1995,1
IMPRESS Database Design Tool-a high-level design toolset based on formal theory,Jan Flokstra; Maurice van Keulen; J Skowronek,Abstract This document presents the Database Design Tool prototype; developed at theUniversity of Twente. The Tool is used to specify databases in a graphical way; and is basedon a formal specification language TM (described in ECOOP'93 article [2]). TM and theDatabase Design Tool support object-oriented concepts such as classes; object; methodsand inheritance. The main point we want to state is that software engineering based on asound formal basis does not have to sacrifice ease-of-use and flexibility; we state that; on thecontrary; it is this formal basis which proves to be beneficial and profitable for the user-enabling faster and error-free software development.,European Conference on Object-Oriented Programming; ECOOP 1994,1994,1
Data-Driven Process Discovery and Analysis SIMPDA 2017,Paolo Ceravolo; Maurice Van Keulen; Kilian Stoffel,Page 1. 7thInternational Symposium on Data-Driven Process Discovery and Analysis SIMPDA2017 December 6-8; 2017 Neuchatel; Switzerland Editors: Paolo Ceravolo Maurice Van KeulenKilian Stoffel Page 2. II Foreword With the increasing automation of business processes; growingamounts of process data become available. This opens new research opportunities for businessprocess data analysis; mining; and modeling. The aim of the IFIP 2.6 - International Symposiumon Data- Driven Process Discovery and Analysis is to offer a forum where researchers from differentcommunities and the industry can share their insight in this hot new field. Submissions aim atcovering theoretical issues related to process representation; discovery and analysis; or providepractical and operational experiences in process discovery and analysis. Language for papersand presentations is English. In this sixth edition; 22 papers …,*,2017,*
Exploiting Natural Language Processing for Improving Health Processes,Maurice Van Keulen; Jeroen Geerdink; Gerard CM Linssen; Riemer HJA Slart; Onno Vijlbrief,*,7th International Symposium on Data-Driven Process Discovery and Analysis (SIMPDA 2017),2017,*
Truth assessment of objective facts extracted from tweets: A case study on world cup 2014 game facts,Bas Janssen; Mena Habib; Maurice Van Keulen,Abstract By understanding the tremendous opportunities to work with social media data andthe acknowledgment of the negative effects social media messages can have; a way ofassessing truth in claims on social media would not only be interesting but also veryvaluable. By making use of this ability; applications using social media data could besupported; or a selection tool in research regarding the spread of false rumors or'fake news'could be build. In this paper; we show that we can determine truth by using a statisticalclassifier supported by an architecture of three preprocessing phases. We base our researchon a dataset of Twitter messages about the FIFA World Cup 2014. We determine the truth ofa tweet by using 7 popular fact types (involving events in the matches in the tournamentsuch as scoring a goal) and we show that we can achieve an F1-score of 0.988 for the …,13th International Conference on Web Information Systems and Technologies; WEBIST 2017,2017,*
Detecting Hacked Twitter Accounts based on Behavioural Change,Meike Nauta; Mena Badieh Habib; Maurice van Keulen,Abstract Social media accounts are valuable for hackers for spreading phishing links;malware and spam. Furthermore; some people deliberately hack an acquaintance todamage his or her image. This paper describes a classification for detecting hacked Twitteraccounts. The model is mainly based on features associated with behavioural change suchas changes in language; source; URLs; retweets; frequency and time. We experiment with aTwitter data set containing tweets of more than 100 Dutch users including 37 who werehacked. The model detects 99% of the malicious tweets which proves that behaviouralchanges can reveal a hack and that anomaly-based features perform better than regularfeatures. Our approach can be used by social media systems such as Twitter toautomatically detect a hack of an account only a short time after the fact allowing the …,13th International Conference on Web Information Systems and Technologies; WEBIST 2017,2017,*
MTCB: A Multi-Tenant Customizable database Benchmark,Wim van der Zijden; Djoerd Hiemstra; Maurice van Keulen,ABSTRACT We argue that there is a need for Multi-Tenant Customizable OLTP systems.Such systems need a Multi-Tenant Customizable Database (MTC-DB) as a backing. Tostimulate the development of such databases; we propose the benchmark MTCB.Benchmarks for OLTP exist and multi-tenant benchmarks exist; but no MTC-DB benchmarkexists that accounts for customizability. We formulate seven requirements for the benchmark:realistic; unambiguous; comparable; correct; scalable; simple and independent. It focuseson performance aspects and produces nine metrics: Aulbach compliance; size on disk;tenants created; types created; attributes created; transaction data type instances createdper minute; transaction data type instances loaded by ID per minute; conjunctive searchesper minute and disjunctive searches per minute. We present a specification and an …,*,2017,*
Real-time measures of social interaction as predictors for team effectiveness,Stijn de Laat; Maaike Dorine Endedijk; Elze Gooitzen Ufkes; Maurice van Keulen; Reinout Everhard de Vries,2017. Paper presented at WAOP conference 2017; Nijmegen; Netherlands … Real-time measuresof social interaction as predictors for team effectiveness. / de Laat; Stijn ; Endedijk; MaaikeDorine; Ufkes; Elze Gooitzen; van Keulen; Maurice ; de Vries; Reinout Everhard … 2017. Paperpresented at WAOP conference 2017; Nijmegen; Netherlands … Powered by Pure; Scopus& Elsevier Fingerprint Engine™ © 2017 Elsevier BV.,WAOP conference 2017,2017,*
ISIS in the Eyes of the Dutch,Bas Hendrikse; Mena B Habib; Maurice van Keulen,Abstract The presence of militant group Islamic State of Iraq and Syria (ISIS) is growing.Terrorist attacks in Europe and an incoming stream of refugees in the south of the continentare some of the reasons Europe is getting socially involved in the Middle-Eastern war. Itmight seem that the Netherlands could become a target of the organization too. But areDutch citizens concerned about this? In this paper; we describe the reaction of the Dutch onISIS by analyzing what they say on Twitter about the organization. With the use of textclassification; topic modeling and visualization tools; we were able to retrieve Tweets aboutISIS and create a network graph displaying the ten main topics about ISIS which Dutchpeople tweeted about; in addition to a word cloud; displaying the words which were mostused in the Tweets. The visualizations are used to analyze what topics people discussed …,*,2017,*
Evidence combination for incremental decision-making processes,Ghita Berrada; Maurice van Keulen; Ander de Keijzer,Abstract. The establishment of a medical diagnosis is an incremental process highly fraughtwith uncertainty. At each step of this painstaking process; it may be beneficial to be able toquantify the uncertainty linked to the diagnosis and steadily update the uncertaintyestimation using available sources of information; for example user feedback; as theybecome available. Using the example of medical data in general and EEG data in particular;we show what types of evidence can affect discrete variables such as a medical diagnosisand build a simple and computationally efficient evidence combination model based on theDempster-Shafer theory.,CTIT technical report,2016,*
Handling Uncertainty in Relation Extraction: A Case Study on Tennis Tournament Results Extraction from Tweets,Jochem GJ Verburg; Mena B Habib; Maurice van Keulen,Abstract Relation extraction involves different types of uncertainty due to the imperfection ofthe extraction tools and the inherent ambiguity of unstructured text. In this paper; we discussseveral ways of handling uncertainties in relation extraction from social media. Our studycase is to extract tennis games' results for two Grand Slam tennis tournaments from tweets.Analysis has been done to find to what extent it is useful to use semantic web; domainknowledge; facts repetition; and authors' trustworthiness to improve the certainty of theextracted relations.,Proceedings of the 8th International Conference on Knowledge Capture,2015,*
Dealing with poor data quality of OSINT data in fraud risk analysis,Maurice van Keulen,Abstract Governmental organizations responsible for keeping certain types of fraud undercontrol; often use data-driven methods for both immediate detection of fraud; or for fraud riskanalysis aimed at more effectively targeting inspections. A blind spot in such methods; is thatthe source data often represents a'paper reality'. Fraudsters will attempt to disguisethemselves in the data they supply painting a world in which they do nothing wrong. Thisblind spot can be counteracted by enriching the data with traces and indicators frommore'real-world'sources such as social media and internet. One of the crucial datamanagement problems in accomplishing this enrichment is how to capture and handle dataquality problems. The presentation will start with a real-world example; which is also used asstarting point for a problem generalization in terms of information combination and …,*,2015,*
Stairwalker user manual,Dennis Muller; Jochem Elsinga; Maurice Keulen,Abstract Geographical data are typically visualized using various information layers that aredisplayed over a map. Interactive exploration by zooming and panning actions needs real-time re-calculation. A common operation in calculating with multidimensional data is thecomputation of aggregates. For layers containing aggregated information derived fromvoluminous data sets; such real-time exploration is impossible using standard databasetechnology. Calculations require too much time. The University of Twente has developed“Stairwalker‿: database technology that accurately aggregates data so that they cangeographically be explored in real-time. The technology is a plug-in to common open sourcetechnology. Its core is the pre-aggregate index: a database index that cleverly precalculatesaggregation values such that it can obtain exact aggregation results from voluminous …,*,2015,*
Designing A General Deep Web Harvester by Harvestability Factor,Mohammadreza Khelghati; Djoerd Hiemstra; Maurice van Keulen,Abstract. To make deep web data accessible; harvesters have a crucial role. Targetingdifferent domains and websites enhances the need of a general-purpose harvester whichcan be applied to different settings and situations. To develop such a harvester; a largenumber of issues should be addressed. To have all influential elements in one big picture; anew concept; called harvestability factor (HF); is introduced in this paper. The HF is definedas an attribute of a website (HFW) or a harvester (HFH) representing the extent to which thewebsite can be harvested or the harvester can harvest. The comprising elements of thesefactors are different websites' or harvesters' features. These elements are gathered fromliterature or introduced through the authors' experiments. In addition to enabling designersof evaluating where they products stand from the harvesting perspective; the HF can act …,*,2014,*
Towards Online Relational Schema Transformations,Lesley Wevers; M Hofstra; M Tammens; M Huisman; M van Keulen,Abstract Current relational database systems are ill-equipped for changing the structure ofdata while the database is in use. This is a real problem for systems for which we expect24/7 availability; such as telecommunication; payment; and control systems. As a result;developers tend to avoid making changes because of the downtime consequences. Theurgency to solve this problem is evident by a multitude of tools developed in industry; suchas pt-online-schema-change1 and oak-online-alter-table2. Also; MySQL recently addedlimited support for online schema changes3. Contributions: We want to draw the attention ofthe database community to the problem of online schema changes. We have definedrequirements for online schema change mechanisms; and we have experimentallyinvestigated existing solutions. Our results show that current solutions are unsatisfactory …,*,2014,*
Finding You on the Internet: an approach for finding on-line presences of people for fraud risk analysis,Henry Been; Maurice van Keulen,Abstract Fraud risk analysis on data from formal information sources; being a 'paper reality';suffers from blindness to false information. Moreover; the very act of providing falseinformation is a strong indicator for fraud. The technology presented in this paper providesone step towards the vision of harnessing real-world data from social media and internet forfraud risk analysis. We introduce a novel iterative search; monitor; and match approach forfinding on-line presences of people. A real-world experiment showed that Twitter accountscan be effectively found given only limited name and address data. We also present ananalysis of the ethical considerations surrounding the application of such technology forfraud risk analysis.,16th International Conference on Enterprise Information Systems (ICEIS 2014),2014,*
Sample-based XPath Ranking for Web Information Extraction,Oliver Jundt; Maurice Van Keulen,Abstract Web information extraction typically relies on a wrapper; ie; program code or aconfiguration that specifies how to extract some information from web pages at a specificwebsite. Manually creating and maintaining wrappers is a cumbersome and error-pronetask. It may even be prohibitive as some applications require information extraction frompreviously unseen websites. This paper approaches the problem of automatic on-the-flywrapper creation for websites that provide attribute data for objects in a 'search–searchresult page–detail page'setup. The approach is a wrapper induction approach which uses asmall and easily obtainable set of sample data for ranking XPaths on their suitability forextracting the wanted attribute data. Experiments show that the automatically generated top-ranked XPaths indeed extract the wanted data. Moreover; it appears that 20 to 25 input …,*,2013,*
How much data resides in a web collection: how to estimate size of a web collection,Mohammadreza Khelghati; Djoerd Hiemstra; Maurice Van Keulen,Abstract With increasing amount of data in deep web sources (hidden from general searchengines behind web forms); accessing this data has gained more attention. In the algorithmsapplied for this purpose; it is the knowledge of a data source size that enables the algorithmsto make accurate decisions in stopping crawling or sampling processes which can be socostly in some cases [4]. The tendency to know the sizes of data sources is increased by thecompetition among businesses on the Web in which the data coverage is critical. In thecontext of quality assessment of search engines [2]; search engine selection in the federatedsearch engines; and in the resource/collection selection in the distributed search field [6];this information is also helpful. In addition; it can give an insight over some useful statisticsfor public sectors like governments. In any of these mentioned scenarios; in case of facing …,*,2013,*
//Rondje Zilverling: COMMIT/TimeTrails,Maurice van Keulen; Victor Graaff; Zhemin Zhu; Andreas de By; Rolf; Wombacher; Jan Flokstra,Abstract Het TimeTrails-project3 gaat over data mining in grote hoeveelheden gegevensover gebeurtenissen in ruimte en tijd; dwz met coördinaten en time-stamps. Dergelijkegegevens worden doorgaans vergaard door mensen; sensoren en wetenschappelijkeobservaties. Gegevensanalyse richt zich vaak op de vier W's: Wie; Wat; Waar en Wanneer.Een belangrijke kwestie is het kunnen behappen van de grote hoeveelheden gegevens;dwz" big data". Vanuit de UT werken we; dwz de groepen EWI/DB en ITC/GIP; aan tweeapplicaties:* Het in kaart brengen van de mening van het publiek bij groteinfrastructuurproject zoals de aanleg van een nieuw stuk snelweg. Dit doen we met Twitter-analyse en data-visualisatie.• Het vinden van goede vakantiebestemmingen. Hierbij spelenSocial media; web harvesting en analyse van GPS-traces een rol.,I/O Vivat,2013,*
Semantic Enrichment of GPS Trajectories,Victor de Graaff; Maurice van Keulen; RA de By,Abstract Semantic annotation of GPS trajectories helps us to recognize the interests of thecreator of the GPS trajectories. Automating this trajectory annotation circumvents therequirement of additional user input. To annotate the GPS traces automatically; two types ofautomated input are required: 1) a collection of possible annotations; and 2) a collection ofGPS trajectories to annotate. The first type of input can be a set of points of interest (POIs);activities; weather types; etc. This collection is to be provided by an application developer;and can originate from the web; an external knowledge base; or an existing database; forexample. The type of annotation that we are interested in; is annotation with visitedlocations; in order to create a user profile at a later stage. We have collected POIs byscraping the web; using a self-configuring data harvester. This harvester is based on …,*,2012,*
Named Entity Extraction and Disambiguation from an Uncertainty Perspective,Mena Badieh Habib; Maurice van Keulen,Abstract Named entity extraction and disambiguation have received much attention in recentyears. Typical fields addressing these topics are information retrieval; natural languageprocessing; and semantic web. This work addresses two problems with named entityextraction and disambiguation. First; almost no existing works examine the extraction anddisambiguation interdependency. Second; existing disambiguation techniques mostly takeas input extracted named entities without considering the uncertainty and imperfection of theextraction process. It is the aim of this work to investigate both avenues and to show thatexplicit handling of the uncertainty of annotation has much potential for making bothextraction and disambiguation more robust. We conducted experiments with a set of holidayhome descriptions with the aim to extract and disambiguate toponyms as a representative …,*,2011,*
Integration of Biological Sources: Exploring the Case of Protein Homology,Tjeerd W Boerman; Maurice Van Keulen; PE van der Vet; Edouard I Severing,Abstract Data integration is a key issue in the domain of bioin-formatics; which deals withhuge amounts of heteroge-neous biological data that grows and changes rapidly. Thispaper serves as an introduction in the field of bioinformatics and the biological concepts itdeals with; and an exploration of the integration problems a bioinformatics scientist faces.We examine ProGMap; an integrated protein homology system used by bioin-formaticsscientists at Wageningen University; and several use cases related to protein homology. Akey issue we identify is the huge manual effort required to unify source databases into asingle resource. Un-certain databases are able to contain several possi-ble worlds; and ithas been proposed that they can be used to significantly reduce initial integration efforts. Wepropose several directions for future work where uncertain databases can be applied to …,*,2011,*
Proceedings of the Fifth International VLDB Workshop on Management of Uncertain Data (MUD),Ander Keijzer; Maurice van Keulen,*,*,2011,*
The Fourth International VLDB Workshop on Management of Uncertain Data,A de Keijzer; M van Keulen,*,*,2010,*
Working Group: Classification; Representation and Modeling.,S Das; C Koch; B König-Ries; Ander de Keijzer; V Markl; A Deshpande; M van Keulen; PJ Haas; IF Ilyas; T Neumann; D Olteanu; M Theobald; V Vassalos,KNAW Narcis. Back to search results. Publication Working Group: Classification;Representation and Modeling. (2009). Pagina-navigatie: Main …,*,2009,*
Proceedings of the Third International Workshop on Management of Uncertain Data (MUD2009),Ander de Keijzer; Maurice van Keulen,Enschede; The Netherlands : Centre for Telematics and Information Technology (CTIT);2009. 77 p. (CTIT Workshop Proceedings Series; No. WP-CTIT-09-14) … Proceedings of theThird International Workshop on Management of Uncertain Data (MUD2009). / de Keijzer; Ander(Editor); van Keulen; Maurice (Editor) … Enschede; The Netherlands : Centre for Telematicsand Information Technology (CTIT); 2009. 77 p. (CTIT Workshop Proceedings Series; No.WP-CTIT-09-14) … Powered by Pure; Scopus & Elsevier Fingerprint Engine™ © 2017 ElsevierBV.,*,2009,*
IMPrECISE: Good-is-good-enough Data Integration,C Koch; B König-Ries; V Markl; Maurice van Keulen,The IMPrECISE system is a probabilistic XML database system which supports near-automatic integration of XML documents. What is required of the user is to configure thesystem with a few simple knowledge rules allowing the system to sufficiently eliminatenonsense possibilities. We demonstrate the integration process under conditions withvarying degrees of confusion and different sets of rules. Even when an integrated documentstill contains much uncertainty; it can be queried effectively. The system produces asequence of possible result elements ranked by likelihood. User feedback on query resultsfurther reduces uncertainty which in a sense continues the semantic integration processincrementally. We demonstrate querying on integrated documents and measure answerquality with adapted precision and recall measures. The user feedback mechanism has …,*,2009,*
Probabilistic Data Integration,C Koch; B König-Ries; V Markl; M van Keulen,In data integration efforts such as in portal development; much development time is devotedto entity resolution. Often advanced similarity measurement techniques are used to removesemantic duplicates or solve other semantic conflicts. It proofs impossible; however; toautomatically get rid of all semantic problems. An often-used rule of thumb states that about90% of the development effort is devoted to semi-automatically resolving the remaining 10%hard cases. In an attempt to significantly decrease human effort at data integration time; wehave proposed an approach that strives for a'good enough'initial integration which storesany remaining semantic uncertainty and conflicts in a probabilistic XML database. Theremaining cases are to be resolved during use with user feedback. We conducted extensiveexperiments on the effects and sensitivity of rule denition; threshold tuning; and user …,*,2009,*
08421 Working Group: Imprecision; Diversity and Uncertainty: Disentangling Threads in Uncertainty Management,Myra Spiliopoulou; HJ Lenz; J Wijsen; M Renz; R Kruse; M Stern,Abstract We report on the results of Workgroup 1 on" Imprecision; Diversity and Uncertainty".We set the scene by elaborating on where uncertainty comes from and what the ground truthis. In real world applications; the data observed may not be as expected: they may violateconstraints; or; more generally; disagree with the anticipated model of the world. This leadsto two orthogonal cases: The data may be erroneous; ie they must be corrected. Or; themodel may outdated and must be adjusted to the data. After elaborating on this fundamentaldistinction; we address the issues of measuring uncertainty and exploiting uncertainty in realapplications. We conclude with a list of challenges that should be addressed when dealingwith uncertainty.,Uncertainty Management in Information Systems: Dagstuhl Seminar 08421,2009,*
Imprecision; Diversity and Uncertainty: Disentangling Threads in Uncertainty Management: 08421 Working Group,M Spiliopoulou; M Keulen; H-J Lenz; J Wijsen; M Renz; R Kruse; M Stern,*,*,2009,*
08421 Working Group: Report of the Probabilistic Databases Benchmarking,Christoph Koch; C Re; D Olteanu; H-J Lenz; M van Keulen; PJ Haas; Jeff Z Pan,Koch; C.; Re; C.; Olteanu; D.; Lenz; HJ; Haas; PJ; & Pan; JZ (2009). 08421 Working Group: Reportof the Probabilistic Databases Benchmarking. In C. Koch; B. König-Ries; V. Markl; & M. van Keulen(Eds.); Proceedings of Dagstuhl Seminar 08421 on Uncertainty Management in Information Systems(pp. -). (Dagstuhl Seminar Proceedings; No. 08421). Dagstuhl; Germany: Schloss Dagstuhl -Leibniz-Zentrum fuer Informatik … Koch; C.; Re; C.; Olteanu; D.; Lenz; HJ; Haas; PJ; Pan; JZ/ 08421 Working Group: Report of the Probabilistic Databases Benchmarking … Proceedingsof Dagstuhl Seminar 08421 on Uncertainty Management in Information Systems. ed. / C.Koch; B. König-Ries; V. Markl; Maurice van Keulen. Dagstuhl; Germany : Schloss Dagstuhl -Leibniz-Zentrum fuer Informatik; 2009. p. - (Dagstuhl Seminar Proceedings; No. 08421) …Koch; C; Re; C; Olteanu; D; Lenz; HJ; Haas; PJ & Pan; JZ 2009; 08421 Working Group …,*,2009,*
Probabilistic Data Integration,M van Keulen,The approach is based on the view that data quality problems (as they occur in anintegration process) can be modeled as uncertainty [1] and this uncertainty is considered animportant result of the integration process [2]. In a sense; data quality problems arisingduring the data integration process are not solved immediately; but explicitly represented inthe resulting integrated data. This data can be stored in a probabilistic database to bequeried directly resulting in possible or approximate answers [3]. A probabilistic database isa specific kind of DBMS that allows storage; querying and manipulation of uncertain data. Itkeeps track of alternatives and dependencies among them. While traditional data integrationmethods more or less explicitly consider uncertainty as a problem; as something to beavoided; probabilistic data integration treats uncertainty as an additional source of …,*,2009,*
Proceedings of the International Workshop on Quality in Databases and Management of Uncertain Data (QDBMUD2008),Ander de Keijzer; Maurice van Keulen; P Missier; X Lin,Abstract The ability to detect and correct errors in the data; and more broadly to developtechniques for data quality assessment; has long been recognized as critical to thefunctionality of a large number of applications; in areas ranging from business managementto data-intensive science. While many of the technical issues associated with data qualityhave been known for quite some time; novel applications still pose original challenges;while advances in data management technology offer ideas for novel approaches. The sixthin a workshop series dedicated specifically to problems of Quality in Databases; QDB'08 is aqualified forum for presenting and discussing novel ideas and solutions related to theproblems of assessing; monitoring; improving; and maintaining the quality of data. Previouseditions of the workshop were co-located with top-level data management conferences …,*,2008,*
Proceedings of the first international VLDB workshop on Management of Uncertain Data,Ander de Keijzer; Maurice van Keulen; Alex Dekhtyar,Enschede : Centre for Telematics and Information Technology (CTIT); 2007. 90 p. (ProceedingsWorkshop Series; No. WP-CTIT-07-08) … Proceedings of the first international VLDB workshopon Management of Uncertain Data. / de Keijzer; Ander (Editor); van Keulen; Maurice (Editor);Dekhtyar; A … Enschede : Centre for Telematics and Information Technology (CTIT); 2007.90 p. (Proceedings Workshop Series; No. WP-CTIT-07-08) … Powered by Pure; Scopus & ElsevierFingerprint Engine™ © 2018 Elsevier BV.,*,2007,*
Gegevensbanken,TMA Bemelmans; M van Keulen; RJ Kusters; M Looijen,*,ICT-Zakboek,2007,*
