A generic framework for monitoring continuous spatial queries over moving objects,Haibo Hu; Jianliang Xu; Dik Lun Lee,Abstract This paper proposes a generic framework for monitoring continuous spatial queriesover moving objects. The framework distinguishes itself from existing work by being the firstto address the location update issue and to provide a common interface for monitoringmixed types of queries. Based on the notion of safe region; the client location updatestrategy is developed based on the queries being monitored. Thus; it significantly reducesthe wireless communication and query reevaluation costs required to maintain the up-to-date query results. We propose algorithms for query evaluation/reevaluation and for saferegion computation in this framework. Enhancements are also proposed to take advantageof two practical mobility assumptions: maximum speed and steady movement. Theexperimental results show that our framework substantially outperforms the traditional …,Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,336
A wrapper for extracting information records from forums based on page segmentation,Chunshan Li; Jingjing Chen; Dianhui Chu; Ge Song; Haijun Zhang; Yunming Ye; Jianliang Xu,Foraging information from web forums is still one of the most challenging informationretrieval tasks due to various combinations of auto-generated page structural informationand user-created contents. Traditional information extraction methods employ eitherduplicated subtree pattern detection methods; or machine learning methods. Due to theperiodical update of forum templates and diversity of page contents; aforementionedapproaches do not work very well on forum sites. In this paper; we present a page-segmentation based wrapper specially designed for mining data pattern of web forums;which combines a novel page segmentation algorithm and decision tree classifier togetherto detect the data pattern in forum. In the segmentation phase; a novel page segmentationalgorithm is proposed to identify the records areas in a page; then a classifier is adopted …,International Journal of Database Theory and Application,2014,1
The profile of IGF2R gene expression and H3 histone modifications in replicative cell senescence,W Xu; ZX Zhuang; JP Yang; LQ Yang; YL Xu; WJ Zhang; Y Zeng,*,Sichuan da xue xue bao. Yi xue ban= Journal of Sichuan University. Medical science edition,2014,1
Nanometer-precision six-degree-of-freedom magnetic suspension micro-motion table and application thereof,*,A nanometer precision six-DOF magnetic suspension micro-stage and the applicationthereof are provided which are mainly used in semiconductor photolithography devices. Themicro-stage includes a cross support and four two-DOF actuators. Each 2-DOF actuatorcomprises a vertically polarized permanent magnet; a horizontal force coil and a verticalforce coil; the permanent magnet being mounted on an end of the cross support; thehorizontal force coil and the vertical force coil being arranged on a side of and below thepermanent magnet respectively and being spaced apart from the permanent magnet; thecross support and four vertically polarized permanent magnets constitute a mover of themicro-stage; the horizontal force coil and the vertical force coil being fixed by a coilframework respectively and constituting a stator of the micro-stage; and the stator being …,*,2013,1
Change detection based on auto-encoder model for VHR images,Yuan Xu; Shiming Xiang; Chunlei Huo; Chunhong Pan,Change detection of VHR (Very High Resolution) images is very difficult due to the impactscaused by the seasonal changes; the imaging condition; and so on. To address the abovedifficulty; a novel unsupervised change detection algorithm is proposed based on deeplearning; where the complex correspondence between the images is established by Auto-encoder Model. By taking advantages of the powerful ability of deep learning incompensating the impacts implicitly; the multi-temporal images can be compared fairly.Experiments demonstrate the effectiveness of the proposed approach.,MIPPR 2013: Pattern Recognition and Computer Vision,2013,1
Guest Editorial: Special issue on flexible sensors and sensing systems,Zeynep Celik-Butler; Ravinder S Dahiya; Manuel Quevedo-Lopez; Yong Xu; Sigurd Wagner,This special issue focuses on the sensors and sensing systems having features likeflexibility; bendability; conformability; stretchability; and presence over large areas and 3Dsurfaces. Like conventional sensors; flexible sensors are also used to measure parametersand agents like pH; temperature; humidity; force; gasses; velocity; flow etc. In addition; theypossess the ability to bend. This requires special front-end processing techniquescompatible with the flexible materials that these sensors are made of. In response to the callfor papers for this special issue; 114 manuscripts were received. Of those; 39 were found notto fit to the scope of the special issue and were separated to be handled by the permanenteditors of the Journal. The peer review process resulted in 29 innovative manuscripts to bepublished here submitted from over 45 institutions; with a few trailing manuscripts to be …,IEEE Sensors Journal,2013,1
Stem cell factor combined with matrix proteins regulates the attachment and migration of melanocyte precursors of human hair follicles in vitro,Da-guang Wang; Xi-hui Xu; Hui-jun Ma; Cheng-rang Li; Xue-zhuang Yue; Jie Gao; Wen-yuan Zhu,Abstract In conjunction with matrix proteins; stem cell factor (SCF) plays an important role inthe migration of melanocyte precursors (MPs) derived from the mouse embryo. However; nostudies have demonstrated an effect of SCF on human follicular MPs migration in vitro. Inthis report; first we demonstrate the immature state of the follicular MPs. Then cell attachmentrate was measured by 3-(4; 5-dimethylthiazol-2-yl)-2; 5-diphenyltetrazolium bromidemethod. Standard 48-well chemotaxis chambers were used for a transfilter migration assay.F-actin was labeled by rhodamine-conjugated phalloidin; and then organization of the actincytoskeleton was observed by confocal microscope. In the results; we directly show that MPsadhere more strongly to fibronectin (FN); laminin (LN) and type IV collagen (CIV) than to thenegative control. SCF decreased the adhesion of MPs to FN and CIV. A chemotaxis …,Biological and Pharmaceutical Bulletin,2013,1
Theoretical study of 2-mercaptobenzimidazole derivatives as chelating collectors in flotation separation of galena and pyrite,Qin Wei; Shengming Xu; Qiang Xie,Abstract Three 2-mercaptobenzimidazole derivatives; 1-ethyl-2-mercapto-benzimidazole(EMBI); 1-propyl-2-mercapto-benzimidazole (PMBI) and 1-benze-2-mercapto-benzimidazole(BMBI); were designed and synthesized in the paper; and their collecting behavior inflotation separation process of galena over pyrite was investigated by flotation tests on labscale. Apart from this; density functional theory (DFT) calculation and molecular dynamics(MD) simulation were also used to elucidate their collecting mechanism. Results of flotationtests indicate that separation of galena over pyrite is feasible at pH 10; and BMBI has thebest floatability among three collectors. DFT calculations show that BMBI has the highestoccupied molecular orbital (HOMO) energy and strongest collecting efficiency. Theadsorption mode of three collectors on mineral surface by MD method indicates that the …,International Journal of Mining Science and Technology,2013,1
Web-Age Information Management: 14th International Conference; WAIM 2013; Beidaihe; China; June 14-16; 2013. Proceedings,Jianyong Wang; Hui Xiong; Yoshiharu Ishikawa; Jianliang Xu; Junfeng Zhou,This book constitutes the refereed proceedings of the 14th International Conference on Web-Age Information Management; WAIM 2013; held in Beidaihe; China; in June 2013. The 47revised full papers presented together with 29 short papers and 5 keynotes were carefullyreviewed and selected from a total of 248 submissions. The papers are organized in topicalsections on data mining; information integration and heterogeneous systems; big data;spatial and temporal databases; information extraction; new hardware and miscellaneous;query processing and optimization; social network and graphs; information retrieval;workflow systems and service computing; recommender systems; security; privacy; and trust;semantic Web and ontology.,*,2013,1
MO‐D‐134‐01: K‐Factors for Overweight and Obese Patients in CT Examinations as a Function of Body Mass Index,Y Gao; A Ding; P Caracappa; X Xu,Purpose: To generate Dose Length Product to Effective Dose conversion factors (k-factors)for a series of overweight and obese patients and to establish a functional form for k-factorsin relation to body mass index. Methods: Using the Monte Carlo code MCNPX 2.5. 0 and avalidated model of the CT source; CT scans were simulated on a series of overweight andobese adult male and female phantoms with fixed height and body mass index (BMI)ranging from 23 to 45. For several CT scan protocols simulations generated the organ dosesand effective doses using ICRP 103 tissue weighting factors. The k-factors were thenderived using the dose length product (DLP) for each protocol and the effective dose frompairs of phantoms with the same BMI. For each protocol; a regression analysis wasperformed for k-factors to BMI. Results: The calculated k-factors showed a consistent …,Medical Physics,2013,1
Observation on the clinical efficacy of spasmodic torticollis treated with matrix needling technique and acupuncture at" Wuxin points" mainly,YL Xu; YJ Jin; HT Zhang; XM Xu,OBJECTIVE: To compare the difference in the efficacy on spasmodic torticollis betweenmatrix needling technique combined with puncturing" Wuxin points" and the local injection ofbotox type A. METHODS: Forty-two cases were randomized into an acupuncture group anda botox group; 21 cases in each one. In the acupuncture group; the matrix needlingtechnique was used and acupuncture was adopted at Fengchi (GB 20);" Wuxinpoints"[Shuigou (GV 26); bilateral Laogong (PC 8) and bilateral Yongquan (KI 1)] and localAshi points. In the botox group; botox type A was injected at several spots of local region.The treatment course was 1 month in the two groups. The efficacy in each weekend and theresults of follow-up visit in half a year after treatment were compared between the twogroups. RESULTS: In the 1st weekend; the markedly effective rate was 42.8%(9/21) and …,Zhongguo zhen jiu= Chinese acupuncture & moxibustion,2013,1
VHR image change detection based on discriminative dictionary learning,Kun Ding; Chunlei Huo; Yuan Xu; Chunhong Pan,The difficulty of Very High Resolution (VHR) image change detection is mainly due to thelow separability between the changed and unchanged class. The traditional approachesusually address the problem by solving the feature extraction and classification separately;which cannot ensure that the classification algorithm makes the best use of the features.Considering this; we propose a novel approach that combines the feature extraction and theclassification task by utilizing the sparse representation algorithm with discriminativedictionary. Experiments on real data sets show that our method achieves effective results.,Acoustics; Speech and Signal Processing (ICASSP); 2013 IEEE International Conference on,2013,1
Spectral decomposition for optimal graph index prediction,Liyan Song; Yun Peng; Byron Choi; Jianliang Xu; Bingsheng He,Abstract There is an ample body of recent research on indexing for structural graph queries.However; as verified by our experiments with a large number of random and scale-freegraphs; there may be a great variation in the performances of indexes of graph queries.Unfortunately; the structures of graph indexes are often complex and ad-hoc; so deriving anaccurate performance model is a daunting task. As a result; database practitioners mayencounter difficulties in choosing the optimal index for their data graphs. In this paper; weaddress this problem by proposing a spectral decomposition method for predicting therelative performances of graph indexes. Specifically; given a graph; we compute itsspectrum. We then propose a similarity function to compare the spectrums of graphs. Weadopt a classification algorithm to build a model and a voting algorithm for predicting the …,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2013,1
Joint fingerprinting and decryption content security protection method for remote sensing images based on neighborhood similarity,Yanyan Xu; Zhengquan Xu; Huiying Wang,The joint fingerprinting and decryption (JFD) framework has high efficiency and can providecomprehensive; effective content security protection for remote sensing images. However;the fingerprint is generated by random partial decryption in JFD; which will lead to obviousdegradation of image quality after embedding fingerprints and will severely impact theprecision and further application of remote sensing images. In order to solve this problem;an improved JFD scheme based on neighborhood similarity is proposed in this paper;where the image is partitioned into different regions; and the regions that affect futureapplication most are excluded from the fingerprint embedding area. Moreover;neighborhood similarity is defined in order to evaluate the change of pixel correlation; andareas with good neighborhood similarity after encryption are chosen to embed …,Journal of Applied Remote Sensing,2013,1
Development of our laser fusion integration simulation,Jinghong Lia; Chuanlei Zhai; Shuanggui Li; Xin Li; Wudi Zheng; Heng Yong; Qinghong Zeng; Xudeng Hang; Jin Qi; Rong Yang; Juan Cheng; Peng Song; Peijun Gu; Aiqing Zhang; Hengbin An; Xiaowen Xu; Hong Guo; Xiaolin Cao; Zeyao Mo; Wenbing Pei; Song Jiang; Shao-ping Zhu,Abstract. In the target design of the Inertial Confinement Fusion (ICF) program; it is commonpractice to apply radiation hydrodynamics code to study the key physical processeshappening in ICF process; such as hohlraum physics; radiation drive symmetry; capsuleimplosion physics in the radiation-drive approach of ICF. Recently; many efforts have beendone to develop our 2D integrated simulation capability of laser fusion with a variety ofoptional physical models and numerical methods. In order to effectively integrate the existingcodes and to facilitate the development of new codes; we are developing an object-orientedstructured-mesh parallel code-supporting infrastructure; called JASMIN. Based on two-dimensional three-temperature hohlraum physics code LARED-H and two-dimensional multi-group radiative transfer code LARED-R; we develop a new generation two-dimensional …,EPJ Web of Conferences,2013,1
Dual-source CT coronary angiography using the high-pitch mode in diagnosing the coronary artery stenosi,Chun-hua WU; Yue-jun XUE; Yi-qun XU; Wei-liang RONG; Chang-jie PAN; Nong QIAN,Objective: To evaluate the image quality; diagnostic accuracy and radiation doses forcoronary artery imaging with second-generation 128-slice dual-source CT (DSCT) using thehigh-pitch mode. Methods: A total of 123 cases patients with suspected or known coronaryartery disease were randomly divided into two groups. Group A (n= 58) underwent theadaptive prospective ECG-triggered sequence scan (CorAdpSeq) and group B (n= 65)underwent the prospective high-pitch mode (pitch 3.4; Flash mode). Two experiencedradiologists assessed the image quality and significant coronary stenosis (≥ 50%) with adouble blinded fashion in a five score scale. Interobserver agreement for image quality wascalculated with Cohen kappa statistics. The radiation doses values were measured. Thediagnostic performance presented by DSCT in detecting stenosis≥ 50% were compared …,Journal of Jiangsu University (Medicine Edition),2013,1
Development of our laser fusion integration simulation,Jinghong Li; Chuanlei Zhai; Shuanggui Li; Xin Li; Wudi Zheng; Heng Yong; Qinghong Zeng; Xudeng Hang; Jin Qi; Rong Yang; Juan Cheng; Peng Song; Peijun Gu; Aiqing Zhang; Hengbin An; Xiaowen Xu; Hong Guo; Xiaolin Cao; Zeyao Mo; Wenbing Pei; Song Jiang; Shao-ping Zhu,In the target design of the Inertial Confinement Fusion (ICF) program; it is common practiceto apply radiation hydrodynamics code to study the key physical processes happening inICF process; such as hohlraum physics; radiation drive symmetry; capsule implosion physicsin the radiation-drive approach of ICF. Recently; many efforts have been done to developour 2D integrated simulation capability of laser fusion with a variety of optional physicalmodels and numerical methods. In order to effectively integrate the existing codes and tofacilitate the development of new codes; we are developing an object-oriented structured-mesh parallel code-supporting infrastructure; called JASMIN. Based on two-dimensionalthree-temperature hohlraum physics code LARED-H and two-dimensional multi-groupradiative transfer code LARED-R; we develop a new generation two-dimensional laser …,EPJ Web of Conferences,2013,1
Preliminary study of steep pulse irreversible electroporation technology in human large cell lung cancer cell lines L9981,Zuoqing Song; Zhenhua Pan; Xiaohong Xu; Weiqiang Wang; Lingling Zu; Jing Wang; Zhitao Song; Hongyu Liu; Zhigang Li; Chengxiang Li; Jun Chen; Chenguo Yao; Qinghua Zhou,Our aim was to validate the effectiveness of steep pulse irreversible electroporationtechnology in human large cell lung cancer cells and to screen the optimal treatment ofparameters for human large cell lung cancer cells. Three different sets of steep pulsetherapy parameters were applied on the lung cancer cell line L9981. The cell line L9981inhibition rate and proliferation capacity were detected by Vi-Cell vitality analysis and MTT.Steep pulsed irreversible electroporation technology for large cell lung cancer L9981presents killing effects with various therapy parameters. The optimal treatment parametersare at a voltage amplitude of 2000V/cm; pulse width of 100μs; pulse frequency of 1 Hz; pulsenumber 10. With this group of parameters; steep pulse could have the best tumor cell-killingeffects.,Archives of Biological Sciences,2013,1
Determining DNA supercoiling enthalpy by isothermal titration calorimetry,Xiaozhou Xu; Xiaoduo Zhi; Fenfei Leng,Abstract DNA supercoiling plays a critical role in certain essential DNA transactions; such asDNA replication; recombination; and transcription. For this reason; exploring energetics ofDNA supercoiling is fundamentally important for understanding its biological functions. Inthis paper; using a unique property of DNA intercalators; such as ethidium bromide anddaunorubicin; which bind to supercoiled; nicked; and relaxed DNA templates with differentDNA-binding enthalpies; we determined DNA supercoiling enthalpy of plasmid pXXZ6; a 4.5kb plasmid to be about 11.5 kcal/mol per linking number change. This determination allowedus to partition the DNA supercoiling free energy into enthalpic and entropic contributionswhere the unfavorable DNA supercoiling free energy exclusively originated from the largepositive supercoiling enthalpy and was compensated by a large; favorable entropy term …,Biochimie,2012,1
Comparison of the BP and Probabilistic Neural Network Used in Prediction of Microorganism Thermostability,YR Ding; XY Xu; WB Xu,There is a significant relationship between microorganism thermostability and metabolicnetwork topology. In this paper; we firstly analyzed 22 metabolic network parameters of 460microorganisms; and then; we built the classification models using BP Neural Network andProbabilistic Neural Network respectively to compare the efficiency of predicting themicroorganism thermostability. After studying the influence of the hidden layer number andspread constant on the classification results; we found Probabilistic Neural Network issuitable for predicting the microorganism thermostability by using metabolic networkparameters because of its easiness of use and high stability comparing with BP NeuralNetwork. When the ratio of thermophilic microorganism number: mesophilic microorganismnumber is 1∶ 1; and the expand constant is 0.09; the prediction accuracies of mesophlic …,Journal of Jiangnan University(Natural Science Edition),2012,1
Influence of Lactic Acid on Differential Expression of Vascular Endothelial Growth Factor and Pigment Epithelium-derived Factor in Explants of Rat Retina,Dongqing Zhu; Jibo Zhou; Xun Xu,Purpose: To investigate the influence of lactate on expression of vascular endothelial growthfactor (VEGF) and pigment epithelium-derived factor (PEDF) in rat retina. Methods: Retinalexplants from neonatal Sprague Dawley rats were incubated with media containing 10; 20;or 30 mM of lactic acid. The 10 mM group was used as a control. At 24 h after incubation;retinas were sectioned for light microscopy; and expressions of VEGF and PEDF measuredby real-time polymerase chain reaction (RT-PCR) and Western blot analysis. Results: Thearchitecture of cultured retinas appeared to be intact. Compared with control; both RT-PCRand Western blot analysis showed that 30 mM of lactic acid significantly increased the levelsof VEGF; but not PEDF. Conclusions: Stimulation of production of retinal VEGF by lactate isdependent on the concentration of lactate. Lactate has no effect on the expression of …,Current eye research,2012,1
Intracellular Delivery of Contrast Agents with Functionalized Nanoparticles,*,This application claims the priority benefit under 35 USC §119(e) of US Provisional ApplicationNo. 61/232;300; filed Aug. 7; 2009; and US Provisional Application No. 61/239;133; filedSep. 2; 2009; the disclosures of which are incorporated herein by reference in their entirety …This invention was made with government support under Grant Number 5 R01EB005866-04; awarded by the National Institutes of Health (NIH); and Grant Number 5 U54 CA119341awarded by the NIH(NCI). The government has certain rights in the invention … The presentinvention is directed to compositions and methods for intracellular delivery of a contrast agentwith a functionalized nanoparticle … During the past two decades; magnetic resonance imaging(MRI) has become a powerful technique in clinical diagnosis and biological molecular imaging[Merbach et al.; Editors; The Chemistry of Contrast Agents in Medical Magnetic …,*,2012,1
Continuous skyline queries with integrity assurance in outsourced spatial databases,Xin Lin; Jianliang Xu; Junzhong Gu,Abstract Integrity assurance is an important problem for query processing in outsourcedspatial databases; where the location-based service (LBS) provides query services to theclients on behalf of the data owner. If the LBS server is not trustworthy; it may return incorrector incomplete query results intentionally or unintentionally. Therefore; to ensure the queryintegrity; the data owner needs to build additional authenticated data structures so that theclients can authenticate the soundness and completeness of query results. In this paper; westudy the integrity assurance problem for continuous location-based skyline queries. Wepropose three novel techniques based on MR-Sky-tree; ie; using valid scope; visible region;and incremental VO to reduce the computation and communication cost. Experimentalresults show that our proposed techniques achieve shorter computation time and lower …,International Conference on Web-Age Information Management,2012,1
Catalytic decomposition of N sub (2) O over potassium promoted Ni-Co-Al ternary mixed oxides,H-P Wu; M Feng; X-F Xu,*,Journal of Fuel Chemistry and Technology,2012,1
SU‐E‐T‐493: Accelerated Monte Carlo Methods for Photon Dosimetry Using a Dual‐GPU System and CUDA,T Liu; A Ding; X Xu,Purpose: To develop a Graphics Processing Unit (GPU) based Monte Carlo (MC) code thataccelerates dose calculations on a dual-GPU system. Methods: We simulated a clinical caseof prostate cancer treatment. A voxelized abdomen phantom derived from 120 CT slices wasused containing 218× 126× 60 voxels; and a GE LightSpeed 16-MDCT scanner wasmodeled. A CPU version of the MC code was first developed in C++ and tested on IntelXeon X5660 2.8 GHz CPU; then it was translated into GPU version using CUDA C 4.1 andrun on a dual Tesla m 2 090 GPU system. The code was featured with automatic assignmentof simulation task to multiple GPUs; as well as accurate calculation of energy-and material-dependent cross-sections. Results: Double-precision floating point format was used foraccuracy. Doses to the rectum; prostate; bladder and femoral heads were calculated …,Medical physics,2012,1
Features of calcium crystals and calcium components in 54 plant species in salinized habitats of Tianjin.,Xu Jing-jing; Ci Hua-cong; He Xing-dong; Xue Ping-ping; Zhao Xue-lai; Guo Jian-tan; Gao Yu-bao,Abstract Plant calcium (Ca) is composed of dissociated Ca< sup> 2+</sup> and easilysoluble; slightly soluble; and hard soluble combined Ca salts. The hard soluble Ca salts canoften engender Ca crystals. To understand the Ca status in different growth form plants insalinized habitats; 54 plant species were sampled from the salinized habitats in Tianjin; withthe Ca crystals examined by microscope and the Ca components determined by sequentialfractionation procedure. More Ca crystals were found in 38 of the 54 plant species. In 37 ofthe 38 plant species; drusy and prismatic Ca oxalate crystals dominated; whereas thecystolith of Ca carbonate crystal only appeared in the leaves of Ficus carica of Moraceae.The statistics according to growth form suggested that deciduous arbors and shrubs hadmore Ca oxalate crystal; liana had lesser Ca oxalate crystal; and herbs and evergreen …,Yingyong Shengtai Xuebao,2012,1
Clinical analysis of 102 patients with cerebellar hemorrhage,Zhi YANG; Xin WANG; De YU; Shi WANG; Xiao XU,Abstract Clinical data of 102 patients with spontaneous cerebellar hemorrhage wereretrospectively analysed. Sixty⁃ six patients were treated by medical therapy (group A); and36 patients by surgical operation (group B). In group A the therapeutic effective rate was83.33%(55/66); and mortality was 16.67%(11/66); while in group B was 75.00%(27/36) and16.67%(6/36) respectively. No significant differences were seen between both groups (χ 2=4.168; P= 0.124). Reasonable treatment for cerebellar hemorrhage should be selectedaccording to the clinical condition changes; the CT image on the site of bleeding andbleeding volume.,Chinese Journal of Contemporary Neurology and Neurosurgery,2012,1
Research on intelligent memory model of virtual soldier,Yi-Wen Xu; Li Zhang; Xiao-Dong Mu; Xiao-Jing Yin,In order to improve the trueness and reliability of virtual soldier; based on the analysis ofresearch in existence; an intelligent memory model is provided according to the memorialprinciples and forgetting characteristics. First; coding forms for memory information areconstructed followed by a layered storage model based on groovy configuration and generaltree; then; forgetting arithmetic with parameters is given; and the breadth-first arithmetic isused to realize memory informations' search and transfer. Finally; the arithmetic is validatedby Matlab tools; which shows that this arithmetic is basically in accord with the reality.,Computer Engineering and Design,2012,1
The clinical study on the use of diode laser irradiation in the treatment of periodontal-endodontic combined lesions.,Li Yuangao; Wang Xiao; Xu Jingling; Zhou Xin; Xie Kexian,Abstract Objective To evaluate the adjunctive effect of diode laser irradiation for thetreatment of periodontalendodontic combined lesions. Methods 30 cases with periodontal-endodontic combined lesions were selected. All cases were randomly divided intoexperimental group and control group (n= 15). In the control group; patients were treatedwith root canal therapy and conservative periodontal treatment (scaling and root planning);and patients in the experimental group were treated with root canal therapy andconservative periodontal treatment followed by diode laser irradiation. Clinicalmeasurements including pocket probing depth (PPD); clinical attachment level (CAL);modified bleeding index (mBI); periapical index (PAI) were taken before treatment(baseline). Three and six months after the treatment; the adjunctive effects of diode laser …,West China Journal of Stomatology,2012,1
Analysis of monitoring results of Chinese iodized salt surveillance in 2010,XU Jing; Jian-qiang WANG; Qing-si ZHENG; Yun-you GU; Hai-yan WANG; Xiu-wei LI,*,Chinese Journal of Endemiology,2012,1
Synthesis and Luminescent Properties of M2P2O7: Eu3+ (M= Ca; Sr; Ba) Phosphors,Fu Wang Mo; Rong Fang Wang; Yu Wei Lan; Li Ya Zhou; Tao He; Xian Mei Xu,Abstract: Article Preview Article Preview A series of orange-red phosphors M 2 P 2 O 7: Eu3+(M= Ca; Sr; Ba) were prepared by traditional solid-state reaction method. X-ray diffractionanalysis confirmed the formation of Ca 2 P 2 O 7; Sr 2 P 2 O 7 and Ba 2 P 2 O 7. Scanningelectron-microscopy observation indicated a narrow size-distribution of about 0.6~ 1 μm forthe particles with a quadrate shape. Photoluminescence spectra of M 2 P 2 O 7 (M= Ca; Sr;Ba): Eu 3+ phosphors showed a strong excitation peak around 393 nm; and Ca 2 P 2 O 7:Eu 3+; Sr 2 P 2 O 7: Eu 3+ and Ba 2 P 2 O 7: Eu 3+ phosphors showed strong emissionbands peaking at about 593 nm; which suggests that the Eu3+ ion is occupy the site withcenter of symmetry.,Advanced Materials Research,2012,1
Analysis on cotton quality in Nantong; Jiangsu,Yu DING; Yang ZANG; Guang-ming CHENG; Li-li CHEN; Lei PENG; Shu-qiang BIAN; Ling-he XU,*,China Cotton,2012,1
Preparation of a Borate Ester Containing Thiophosphoric Acid Group and Its Tribological Properties [J],Ling-guo SUN; Lei YANG; Yong-gang WANG; Xiao-hong XU; Xu-guang ZHOU,A kind of borate ester (abbreviated as SPNB) containing thiophosphoric acid functionalgroup and functioning as lubricating oil additive was synthesized from the starting materialsof n-butanol; phosphorus pentasulfide; diethanolamine; boric acid; and using elementalanalysis and infrared spectroscopy; its chemical structure was characterized. The solublestability and hydrolytic stability of the SPNB in hydrogenated oil HVI H200 were studied; andits tribological properties and characteristics of depressing oil temperature rising in base oilwith different mass fractions and loads were evaluated on a four-ball tester. Then; the wornsteel surface was observed and examined by means of SEM/EDS. The results show that theSPNB has a good soluble stability and good hydrolytic stability in the base oil. When 0.5%SPNB was added into the base oil; the wear scar diameter (WSD) of steel ball and friction …,Fine Chemicals,2012,1
Screening for Pathogenicity-related Genes in Ralstonia solanacearum by Suppression-subtractive Hybridization,Liu Lei; Xu Jin; Xu Jingsheng,Abstract The R. solanacearum pathogenicity variation strain Po82 has the characteristics ofboth strains pathogenic to banana and strains not pathogenic to banana (NPB). In order toelucidate the molecular mechanism of pathogenicity variation; the method of comparativegenomics was used. Genomic DNA of the Po82 strain was compared with that of the NPBstrain RUN292 by suppressive subtractive hybridization (SSH). The total genomic DNA wasdigested by RasⅠ; AluⅠand HaeⅢ; respectively. The results of electrophoresis showedthat fragment which digested by HaeⅢ; ranged in size from 50 bp to 500 bp and were tooshort to use for SSH. In contrast; the fragments which digested by RasⅠ and AluⅠ; rangedin size from 500 bp to 2 000 bp; so they were appropriate to use. Detection and analysis ofthe library construction showed that the technique was efficient in the adaptors ligation …,Journal of Agricultural Biotechnology,2012,1
The progress in expression of genes of the oligodendrocyte lineage-myelin basic protein in oral lichen planus.,Xu Juanyong; Fan Yuan,Abstract Objective The aim of this study was to determine the expression of genes of theoligodendrocyte lineagemyelin basic protein (Golli-MBP) in peripheral blood mononuclearcell (PBMC) in oral lichen planus (OLP) and to further understand the pathogenesis of OLP.Methods PBMC was obtained by density gradient centrifugation; and the expression of Golli-MBP in PBMC was investigated in erythematous/erosive OLP (20 cases); reticular OLP (16cases) and normal controls (19 cases) using reverse transcription-polymerase chainreaction (RT-PCR) and Western blot methods. Results RT-PCR results showed that Golli-MBP mRNA was overexpressed in erythematous/erosive and reticular OLP as comparedwith normal control group (P&lt; 0.01). Western blot assay indicated thaterythematous/erosive and reticular OLP patients had a higher expression level of Golli …,West China Journal of Stomatology,2011,1
Multivariate discontinuous flood frequency analysis using Copulas,Tianyuan Li; Shenglian Guo; Fei Li; Xiaowei Xu,The current flood frequency analysis based on univariate distribution function and Copula-based multivariate model didn't account for historical information and paleo-flood. A Copula-based discontinuous flood frequency analysis model was proposed with parameterestimated by two-dimensional maximum likelihood method. The design flood of the ThreeGorges reservoir was selected as case study. The results show that the proposed model isreasonable and feasible; which provides a new approach for multivariate discontinuousflood frequency analysis.,Engineering Journal of Wuhan University/ Wuhan Daxue Xuebao,2011,1
LED 用 Sr (1-1.5 x) Mo 0.8 Si 0.2 O 3.8: Eu 3+ x 红色荧光粉的制备及其荧光性能,李霞， 许剑轶， 王瑞芬， 张胤,摘要通过高温固相法合成了LED 用红色荧光粉Sr (1-1.5 x) Mo0. 8Si0. 2O3. 8∶ Eu3+ x (x= 0.1;0.2; 0.3; 0.4; 0.5). 通过XRD; 激发光谱和发射光谱测试了材料的物相组成以及发光性能. x= 0.1样品的XRD 谱与JCPDS 08-0482 (SrMoO4) 的标准卡片相同. Eu3+ 代替晶格中Sr2+的位置成为发光中心. 随着Eu3+ 含量x 的增加; 593 nm 处的5D0-7F1 跃迁和614 nm 处的5D0-7F2 跃迁发射强度会相互转换: 当x≤ 0.4 时; 以磁偶极5D0-7F1 跃迁为主; 发射橙色光; 而当x=0.5 时; 以电偶极5D0-7F2 跃迁发射为主; 发射红光. 可能是过量掺杂的Eu3+ 离子;只能存在于晶格空位形成缺陷; 无法占据SrMoO4 中Sr2+ 的格位中; Eu3+ 在晶格中占据非对称中心的格位; 导致电偶极跃迁变成允许跃迁; 从而增加了5D0-7F2 跃迁; 减弱了5D0-7F1 跃迁.因此; 可以通过调节激活剂的含量获得不同发光色的荧光粉. Eu3+ 掺杂的硅钼酸锶体系; 614 nm激发下; 在368 nm 处出现宽的基质吸收峰和467 nm 处7F0-5D2 的跃迁峰; 且这2 处的吸收峰 …,应用化学,2011,1
A new 2D rhombic network metal-organic framework:(H 3 O+)[In (Tbip) 2]· H 2 O (H 2 Tbip= 5-tert-butylisophthalic acid),YQ Xu; XF Wang; JW Ji; ZB Han,Abstract A new coordination polymer (H 3 O+)[In (Tbip) 2]· H 2 O (I)(H 2 Tbip is 5-tert-butylisophthalic acid) has been synthesized under hydrothermal conditions. Complex I hasbeen characterized by elemental analysis; IR; TG analysis; and powder X-ray diffraction.Single-crystal X-ray diffraction studies revealed that I crystallizes in the monoclinic crystalsystem; space group C 2/c. In I the metal centers are linked by bridging Tbip ligand to forman interesting extended two-dimensional rhombic network.,Russian Journal of Coordination Chemistry,2011,1
