Introduction to Automata Theory; Languages; and Computation,Larry Ullman,*,*,2006,18258
GYM: A multiround join algorithm in mapreduce,Foto Afrati; Manas Joglekar; Christopher Ré; Semih Salihoglu; Jeffrey D Ullman,Abstract: Multiround algorithms are now commonly used in distributed data processingsystems; yet the extent to which algorithms can benefit from running more rounds is not wellunderstood. This paper answers this question for a spectrum of rounds for the problem ofcomputing the equijoin of $ n $ relations. Specifically; given any query $ Q $ with width $\w$;{\em intersection width} $\iw $; input size $\mathrm {IN} $; output size $\mathrm {OUT} $;and a cluster of machines with $ M $ memory available per machine; we show that:,arXiv preprint arXiv:1410.4156,2014,22
Understanding sources of ineffciency in general-purpose chips,Rehan Hameed; Wajahat Qadeer; Megan Wachs; Omid Azizi; Alex Solomatnikov; Benjamin C Lee; Stephen Richardson; Christos Kozyrakis; Mark Horowitz,Abstract Scaling the performance of a power limited processor requires decreasing theenergy expended per instruction executed; since energy/op* op/second is power. To betterunderstand what improvement in processor efficiency is possible; and what must be done tocapture it; we quantify the sources of the performance and energy overheads of a 720p HDH. 264 encoder running on a general-purpose four-processor CMP system. The initialoverheads are large: the CMP was 500 x less energy efficient than an Application SpecificIntegrated Circuit (ASIC) doing the same job. We explore methods to eliminate theseoverheads by transforming the CPU into a specialized system for H. 264 encoding. Broadlyapplicable optimizations like single instruction; multiple data (SIMD) units improve CMPperformance by 14 x and energy by 10x; which is still 50x worse than an ASIC. The …,Communications of the ACM,2011,22
Evaluating; combining and generalizing recommendations with prerequisites,Aditya G Parameswaran; Hector Garcia-Molina; Jeffrey D Ullman,Abstract We consider the problem of recommending the best set of k items when there is aninherent ordering between items; expressed as a set of prerequisites (eg; themovie'Godfather I'is a prerequisite of'Godfather II'). Since this general problem iscomputationally intractable; we develop 3 approximation algorithms to solve this problem forvarious prerequisite structures (eg; chain graphs; AND graphs; AND-OR graphs). We deriveworst-case bounds for these algorithms for these structures; and experimentally evaluatethese algorithms on synthetic data. We also develop an algorithm to combine solutions inorder to generate even better solutions; and compare the performance of this algorithm withthe other three.,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,22
Complexity of a top-down capture rule,Yehoshua Sagiv; Jeffrey D Ullman,ABSTRACT Capture rules were introduced in [U] as a method for planning the evaluation ofa query expressed in first-order logic. We examine a capture rule that is substantiated by asimple top-down implementation of restricted Horn clause logic. A necessary and sufficientcondition for the top-down algorithm to converge is shown. It is proved that; provided there isa bound on the number of arguments of predicates; the test can be performed in polynomialtime; however; if the arity of predicates is made part of the input; then the problem ofdeciding whether the top-down algorithm converges is NP-hard. We then considerrelaxation of some of our constraints on the form of the logic; showing that success of the top-down algorithm can still be tested in polynomial time if the number of arguments is limitedand in exponential time if not.,*,1984,22
Experience with a regular expression compiler,Anna R Karlin; Howard W Trickey; Jeffrey D Ullman,Abstract: The language of regular expressions is a useful one for specifying certainsequential processes at a very high level. They allow easy modification of designs forcircuits; like controllers; that are described by patterns of events they must recognize and theresponses they must make to those patterns. This paper discusses the compilation of suchexpressions into reasonably compact layouts. The translation of regular expressions intonondeterministic automata by two different methods is discussed; along with the advantagesof each method. A major part of the compilation problem is selection of good state codes forthe nondeterministic automata; one successful strategy is explained in the paper.Descriptors:* Compilers;* High level languages; Modification; Automatic; Coding;Sequences; Strategy; Symbols; Methodology; Comparison Subject Categories: Computer …,*,1983,22
数据库系统基础教程,Jeffrey D Ullman; Jennifer Widom; 史嘉权,*,*,1999,21
Tools for template dependencies,Ronald Fagin; David Maier; Jeffrey D Ullman; Mihalis Yannakakis,Template dependencies (TD's) are a class of data dependencies that include multivaluedand join dependencies and embedded versions of these. A collection of techniques;examples and results about TD's are presented. The principal results are: 1) Finiteimplication (implication over relations with a finite number of tuples) is distinct fromunrestricted implication for TD's. 2) There are; for TD's over three or more attributes; infinitechains of increasingly weaker and increasingly stronger full TD's. 3) However; there areweakest (nontrivial) and strongest full TD's over any given set of attributes. 4) Over twoattributes; there are only three distinct TD's. 5) There is no weakest (not necessarily full) TDover any set of three or more attributes. 6) There is a finite relation that obeys every strictlypartial TD but no full TD. 7) The conjunction of each finite set of full TD's is equivalent to a …,SIAM Journal on Computing,1983,21
Automi; linguaggi e calcolabilità,John E Hopcroft; Rajeev Motwani; Jeffrey D Ullman; Luca Bernardinello; Lisa Scarpa,Page 1. Automi; linguaggi e calcolabilità Data di pubblicazione: 19 marzo 2009 Editore:Pearson Autore: John E. Hopcroft; Rajeev Motwani; Jeffrey D. Ullman Lingua: ItalianoPDF Page 2. http://yep.pm/jgKX4BFd5/iVOXyidKX.pdf.rar,*,2003,20
Kompilatory: reguły; metody i narzędzia,Alfred V Aho; Ravi Sethi; Jeffrey D Ullman,*,*,2002,20
Dynamic miss-counting algorithms: Finding implication and similarity rules with confidence pruning,Shinji Fujiwara; Jeffrey D Ullman; Rajeev Motwani,Dynamic miss-counting (DMC) algorithms are proposed which find all implication andsimilarity rules with confidence pruning but without support pruning. To handle data sets witha large number of columns; we propose dynamic pruning techniques that can be appliedduring data scanning. DMC counts the numbers of rows in which each pair of columnsdisagree instead of counting the number of hits. DMC deletes a candidate as soon as thenumber of misses exceeds the maximum number of misses allowed for that pair. We alsopropose several optimization techniques that reduce the required memory size significantly.We evaluated our algorithms by using four data sets; viz. Web access logs; a Web page-linkgraph; news documents and a dictionary. These data sets have between 74;000 and700;000 items. Experiments show that DMC can find high-confidence rules for such large …,Data Engineering; 2000. Proceedings. 16th International Conference on,2000,20
Economy of description by parsers; DPDA's; and PDA's,Matthew M Geller; Harry B Hunt III; Thomas G Szymanski; Jeffrey D Ullman,Abstract It is shown that there is a sequence of languages E 1; E 2;… such that every correctprefix parser (one which detects errors at the earliest possible moment; eg; LR or LLparsers) for E n has size 2 cn; yet a deterministic PDA recognizing E n exists and has size O(n 2). There is another easily described sequence of languages N 1; N 2;… for which N hasa nondeterministic PDA of size O (n 2); but no deterministic PDA of size less than 2 cn. It isshown moreover; that this latter gap can be made arbitrarily large for different sequences oflanguages.,Theoretical Computer Science,1977,20
Operations on sparse relations and efficient algorithms for grammar problems,Harry B Hunt; Thomas G Szymanski; Jeffrey D Ullman,various operations on graphs; matrices; or relations can be executed more quickly when thearguments are" sparse"(ie; if e≪≪ v2where e is the number of edges and v the number ofvertices) than when they are" dense"(ie; e≈ v2). Fast algorithms are presented for a largeclass of operations on sparse relations. These algorithms are used to produce the bestknown methods for solving a variety of grammar problems relevant to parsing. Letting thesize n of a grammar be the sum of the lengths of all of its productions; we discuss thefollowing-(1) finding linear precedence functions in 0 (n) steps;(2) computing precedencerelations in 0 (n2) steps;(3) LR (0); SLR (1); and LL (1) testing in 0 (n2) steps; and (4)polynomial algorithms for LL (k); SLR (k); and LR (k) testing; for fixed k.,Switching and Automata Theory; 1974.; IEEE Conference Record of 15th Annual Symposium on,1974,20
Shift-shuffle memory system with rapid sequential access,*,A shift register memory having interconnections among its internal stages permitting storeddata to be rearranged in two different ways. A first set of interconnections permits the usualcyclic rotation of data in response to a first" shift" control pulse. A second set ofinterconnections permits data to be rearranged in a shuffle pattern in response to a second"shuffle" control pulse; similar to the rearrangement of cards in a deck when shuffled. A pair ofcontrol registers records the current state of the data arrangement. Addressing circuitrycalculates the present storage location of an addressed datum from this state information.Additional circuitry generates an accessing sequence of shift and shuffle control pulseswhich brings the addressed datum to the output stage of the shift register. After data at twosucceeding addresses have been accessed in this fashion; all the data in the shift register …,*,1974,20
Dynamic memories with rapid random and sequential access,Alfred V Aho; Jeffrey D Ullman,We propose a new architecture for dynamic memories in which the contents of any cell inmemory can be accessed by applying a sequence of two primitive memory operations. Theadvantage of our memory over previous designs is its fast sequential access. Any word in ann cell memory can be accessed in 0 (log n) steps. However; once two consecutive wordshave been accessed; following words can be accessed in one step per word.,IEEE Transactions on Computers,1974,20
Querying websites using compact skeletons,Anand Rajaraman; Jeffrey D Ullman,Abstract Several commercial applications; such as online comparison shopping and processautomation; require integrating information that is scattered across multiple websites or XMLdocuments. Much research has been devoted to this problem; resulting in several researchprototypes and commercial implementations. Such systems rely on wrappers that providerelational or other structured interfaces to websites. Traditionally; wrappers have beenconstructed by hand on a per-website basis; constraining the scalability of the system. Weintroduce a website structure inference mechanism called compact skeletons that is a step inthe direction of automated wrapper generation. Compact skeletons provide a transformationfrom websites or other hierarchical data; such as XML documents; to relational tables. Westudy several classes of compact skeletons and provide polynomial-time algorithms and …,Journal of Computer and System Sciences,2003,19
Compilers: principles; techniques and tools (for Anna University); 2/e,Alfred V Aho,*,*,2003,19
A version numbering scheme with a useful lexicographical order,Arthur M Keller; Jeffrey D Ullman,We describe a numbering scheme for versions with alternatives that has a usefullexicographical ordering. The version hierarchy is a tree. By inspection of the versionnumbers; we can easily determine whether one version is an ancestor of another. If so; wecan determine the version sequence between these two versions. If not; we can determinethe most recent common ancestor to these two versions (ie; the least upper bound; lub).Sorting the version numbers lexicographically results in a version being followed by alldescendants and preceded by all its ancestors. We use a representation of nonnegativeintegers that is self delimiting and whose lexicographical ordering matches the ordering byvalue.,Data Engineering; 1995. Proceedings of the Eleventh International Conference on,1995,19
Convergence of sideways query evaluation,Foto Afrati; Christos Papadimitriou; George Papageorgiou; Athena Roussou; Yehoshua Sagiv; Jeffrey D Ullman,Sets of Horn clauses with no function symbols and negation can be considered as a querylanguage (sometimes called DATALOG) that generalizes relational algebra. For example;the following clauses define the transitive closure relation of a binary relation A (notdefinable in relational algebra):,Proceedings of the fifth ACM SIGACT-SIGMOD symposium on Principles of database systems,1985,19
Projektowanie i analiza algorytmów,Alfred V Aho; John E Hopcroft; Jeffrey D Ullman,Badanie algorytmów le¿ yw samym sercu nauk komputerowych. W ostatnich latachdokonano znacz¹cych postêpów w tej dziedzinie. Opracowano m. in. wiele efektywniejszychalgorytmów (szybkie przekszta³cenie Fouriera); odkryto tak¿ e istnienie pewnychnaturalnych zadañ; dla których wszystkie algorytmy s¹ nieefektywne. Wyniki te powoduj¹wzrost zainteresowania badaniami algorytmów; co przyczynia siê do intensywnego rozwojutej dziedziny wiedzy. Ksi¹¿ ka jest podrêcznikiem wstêpnego kursu projektowania i analizyalgorytmów. Autorzy po³o¿ yli nacisk raczej na prezentacji najwa¿ niejszych idei iprzystêpnoci wyk³adu; ni¿ na szczegó³ach realizacji i sztuczkach programistycznych.Autorzy przedstawiaj¹ na ogó³ nieformalne; intuicyjne objanienia zamiast d³ugich ipracoch³onnych dowodów. Ksi¹¿ ka nie wymaga¿ adnego szczególnego przygotowania …,*,2003,18
Ullman; JD; Widom; J.;“Database Systems; the complete book”,Hector Garcia-Molina,*,*,2002,18
The theory of parsing; translation; and compiling,Jeffrey D Ullman,*,*,1972,18
Sets accepted by one-way stack automata are context sensitive,John E Hopcroft; Jeffrey D Ullman,A stack automaton is a pushdown automaton that can read the interior of its pushdown listwithout altering it. It is shown that a nondeterministic stack automation with a one-way inputtape can be simulated by a deterministic linear bounded automaton. Hence; eachnondeterministic one-way stack language is context sensitive.,Information and Control,1968,18
Introduction to automata theory; languages; and computation; 2001,John E Hopcroft; R Motwani; JD Ullman,*,*,*,18
Data structures and algorithms (1983),Alfred V Aho; John E Hopcroft; Jeffrey D Ullman,*,*,*,18
Algorytmy i struktury danych,Alfred V Aho; John E Hopcroft; Jeffrey D Ullman,W niniejszej ksi¹¿ ce przedstawiono struktury danych i algorytmy stanowi¹ce podstawêwspó³czesnego programowania komputerów. Algorytmy s¹ niczym przepis na rozwi¹zaniepostawionego przed programistê problemu. S¹ one nierozerwalnie zwi¹zane ze strukturamidanych—listami; rekordami; tablicami; kolejkami; drzewami… podstawowymi elementamiwiedzy ka¿ dego programisty. Ksi¹¿ ka obejmuje szeroki zakres materia³u; a do jej lekturywystarczy znajomo æ dowolnego jêzyka programowania strukturalnego (np. Pascala). Opisklasycznych algorytmów uzupe³niono o algorytmy zwi¹zane z zarz¹dzaniem pamiêci¹operacyjn¹ i pamiêciami zewnêtrznymi. Ksi¹¿ ka przedstawia algorytmy i struktury danych wkontekcie rozwi¹zywania problemów za pomoc¹ komputera. Z tematyk¹ rozwi¹zywaniaproblemów powi¹zano zagadnienie zliczania kroków oraz z³o¿ onoci czasowej—wynika …,*,2003,17
The database approach to knowledge representation,Jeffry D Ullman,*,PROCEEDINGS OF THE NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,1996,17
Directed graphs,AV Aho; JE Hopcroft; JD Ullman,*,Data structures and algorithms,1983,17
Introduction to Automata,JE Hopcroft; JD Ullman,*,Languages; and,2000,16
Correcting faults in write-once memory,Danny Dolev; David Maier; Ilarry Mairson; Jeffrey Ullman,We consider codes for write-once memory in tile presence of stuck-agO and stuebat--1faults. Such fault.-tolerant codes generally require less redundancy than error-correctingcodes; as faults detected during the writing process can affect subsequent behavior of thatprocess. We present pointer codes; which use part of a codeword to point to faults in otherparts of the codeword. A pointer code can encode n-bit messages in the presence of f faultswith only f (log 2 n+ o (1)) redundancy. We derive a lower bound on the redundancy of sucha fault-tolerant code of slightly less than f log n. We also examine some models where allstuck-at inforIlmtion is known in advance; and analyze the expected redundancy of pointercodes.,Proceedings of the sixteenth annual ACM symposium on Theory of computing,1984,16
Flux; sorting; and supercomputer organization for AI applications,Jeffrey D Ullman,Abstract A central issue for the design of massively parallel computers is their ability to sort.We consider organizations that are suitable for fast sorting; both those that use point-to-pointconnections and those that connect processors with multipoint nets. We show that for fastsorting and minimal area; nets must connect at least√ n nodes each; if the network has nnodes. We then discuss some of the ways that fast-sorting networks can be used to speedup other processes; such as combinatorial search.,Journal of Parallel and Distributed Computing,1984,16
On the computational complexity of finding the maxima of a set of vectors,HT Kung,Let U1; U2;...; Udbe totally ordered sets and let V be a set of n d-dimensional vectors in U1×U2×...× Ud. A partial ordering is defined on V in a natural way. We consider the problem offinding all maximal elements of V with respect to the partial ordering. The computationalcomplexity of the problem is defined to be the maximum number of required comparisons oftwo components and is denoted by Cd (n). It is trivial that C1 (n)= n-1 and Cd (n)≤ 0 (n2) ford≥ 2. previous results are Cd (n)≤ 0 (n log2n) for d= 2; 3. in this paper; we show 1. Cd (n)≤0 (n (log2n) d-2) for d≥ 4. 2. Cd (n)≥⌈ log2n!⌉ for d≥ 2.,Switching and Automata Theory; 1974.; IEEE Conference Record of 15th Annual Symposium on,1974,16
The Design and Analysis of Computer Algorithms [Russian translation]; Mir; Moscow (1979),A Aho; J Hopcroft; J Ullman,*,Google Scholar,*,16
Mining of massive datasets,Jeffrey David Ullman,*,*,2011,15
Improving the efficiency of database-system teaching,Jeffrey D Ullman,Abstract The education industry has a very poor record of productivity gains. In this briefarticle; I outline some of the ways the teaching of a college course in database systemscould be made more efficient; and staff time used more productively. These ideas carry overto other programming-oriented courses; and many of them apply to any academic subjectwhatsoever. After proposing a number of things that could be done; I concentrate here on asystem under development; called OTC (On-line Testing Center); and on its methodology of"root questions." These questions encourage students to do homework of the long-answertype; yet we can have their work checked and graded automatically by a simple multiple-choice-question grader. OTC also offers some improvement in the way we handle SQLhomework; and could be used with other languages as well.,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,15
Foundations of Computer Science. Principles of Computer Science Series,Alfred V Aho; Jeffrey D Ullman,*,C Edition edition; WH Freeman & Co,1995,15
The Design and Analysis of Computer Algorithms,AV Ано; JE Hopcroft; JD Ullman,*,*,1974,15
Error detection in precedence parsers,Alfred V.  Aho; Jeffrey D.  Ullman,Abstract We consider methods by which a precedence matrix may be modified withoutseverely degrading the error-detecting capability of a parser utilizing the matrix. Twodifferent definitions of “the same” error detection capability are considered. The first; called“exact equivalence”; permits only useless parts of the precedence matrix to be modified. Thesecond; called simply “equivalence”; allows the modified matrix to perform some reductions;but never to shift an input symbol; after the original has detected an error. We give necessaryand sufficient conditions for a modified precedence parser to be equivalent or exactlyequivalent to the canonical parser. We then consider the interesting case where themodification is caused by replacing the precedence matrix by linear precedence functions. Asimple algorithm to find (if they exist) exactly equivalent linear precedence functions for a …,Mathematical systems theory,1973,15
Deterministic stack automata and the quotient operator,John E.  Hopcroft; Jeffrey D.  Ullman,Abstract A stack automaton is a pushdown automaton with the added privilege of scanningthe contents of its pushdown tape without erasing. In this paper; the deterministic stackautomaton with a one-way input (dsa) is considered. It is shown that if L is a languageaccepted by a dsa and R is a regular set; then L/R={w| for some x in R; wx is in L}; isaccepted by a dsa. As a corollary; end markers are not needed on the input of the dsa. It isalso shown that if L is accepted by a dsa; then Max (L)={w| w in L and for no x is wx is wx inL} is accepted by a dsa.,Journal of Computer and System Sciences,1968,15
JD; WIDOM; J,H Ullman Garcia-Molina; J Ullman,*,Implementação de Bancos de Dados. Rio de Janeiro-RJ: Campus,2001,14
Cluster computing; recursion and datalog,Foto N Afrati; Vinayak Borkar; Michael Carey; Neoklis Polyzotis; Jeffrey D Ullman,Abstract The cluster-computing environment typified by Hadoop; the open-sourceimplementation of map-reduce; is receiving serious attention as the way to execute queriesand other operations on very large-scale data. Datalog execution presents several unusualissues for this enviroment. We discuss the best way to execute a round of seminaiveevaluation on a computing cluster using the map-reduce. Using transitive closure as anexample; we examine the cost of executing recursions in several different ways. Recursiveprocesses such as evaluation of a recursive Datalog program do not fit the key map-reduceassumption that tasks deliver output only when they are completed. As a result; theresilience under compute-node failure that is a key element of the map-reduce framework isnot supported for recursive programs. We discuss extensions to this framework that are …,*,2011,13
Compilerbau; Teil 1 und Teil 2,Alfred V Aho; Ravi Sethi; Jeffrey D Ullman,*,*,1999,13
Data Structures and Algorithms. Addision-Wesley,AV Alho; JE Hopcroft; JD Ullman,*,Reading (Mass.),1987,13
Data structures and algorithms,Jeffrey D Ullman; Alfred V Aho,SIDALC.,*,1983,13
The theory of parsing; translation and compilation,Alfred Aho; J Ullman,*,*,1972,13
Transformations on straight line programs-(Preliminary Version),Alfred V Aho; Jeffrey D Ullman,Abstract We consider a program schema that models straight line intermediate level code. Acomplete set of equivalence preserving transformations on programs is found for the case inwhich programs are equivalent if and only if their output functions are identical. This result isextended to the case in which programs are deemed equivalent if their output functions canbe shown equivalent under a fixed set of algebraic laws. It is also shown that in the noalgebra case and in cases where certain types of algebraic identities are allowed theproblem of finding optimal code under a reasonable cost function can be reduced to findinga desired sequence of topological and algebraic transformations on programs.,Proceedings of the second annual ACM symposium on Theory of computing,1970,13
Formal Languages and their Relation to Automata Addison,John E Hopcroft; JD Ullman,*,Reading; MA,1969,13
Universal two state machines: Characterization theorems and decomposition schemes,Jeffrey D Ullman; Peter Weiner,In the first part of this paper; an algorithm is derived for testing a given two state machine forthe property of being universal. Various characterizations of universality are also obtained;and are stated in the form of necessary and sufficient conditions. The second part of thispaper is concerned with the economical realization of sequential machines as networks ofidentical modules. Bounds are derived for the number of copies of a certain universalmodules needed for the realization of an arbitrary machine selected from a given class.,Switching and Automata Theory; 1968.; IEEE Conference Record of 9th Annual Symposium on,1968,13
Error correction for formal languages,John Edward Hopcroft; Jeffrey David Ullman,*,*,1966,13
Formal Languages and their relation to Automata (1969),JE Hopcroft; JD Ullman,*,*,*,13
Matching bounds for the all-pairs MapReduce problem,Foto Afrati; Jeffrey Ullman,Abstract The all-pairs problem is an input-output relationship where each outputcorresponds to a pair of inputs; and each pair of inputs has a corresponding output. Itmodels similarity joins where no simplification of the search for similar pairs; eg; locality-sensitive hashing; is possible; and each input must be compared with every other input todetermine those pairs that are" similar." When implemented by a MapReduce algorithm;there was a gap; a factor of 2; between the lower bound on necessary communication andthe communication required by the best known algorithm. In this brief paper we show thatthe lower bound can essentially be met.,Proceedings of the 17th International Database Engineering & Applications Symposium,2013,12
Argument reduction by factoring,Jeffrey F Naughton; R Ramakrishnana; Yehoshua Sagiv; Jeffrey D Ullman,Abstract We identify a useful property of a program with respect to a predicate;calledfactoring. While we prove that detecting factorability is undecidable in general; weshow that for a large class of programs; the program obtained by applying the Magic Setstransformation is factorable with respect to the recursive predicate. When the factoringproperty holds; a simple optimization of the program generated by the Magic Setstransformation results in a new program that is never less efficient than the Magic Setsprogram and is often dramatically more efficient; due to the reduction of the arity of therecursive predicate. We show that the concept of factoring generalizes some previouslyidentified special cases of recursions; including separable recursions and right-and left-linear recursions.,Theoretical Computer Science,1995,12
Adequacy of decompositions of relational databases,David Maier; Alberto O Mendelzon; Fereidoon Sadri; Jeffrey D Ullman,Abstract We consider conditions that have appeared in the literature with the purpose ofdefining a “good” decomposition of a relation scheme. We show that these notions areequivalent in the case that all constraints in the database are functional dependencies. Thisresult solves an open problem of Rissanen. However; for arbitrary constraints the notionsare shown to differ.,*,1981,12
The interaction between functional dependencies and template dependencies,Fereidoon Sadri; Jeffrey D Ullman,Abstract A large class of dependencies; called template dependencies; was introduced inSadri and Ullman [1979]; and a complete set of inference rules (axioms) was given for it. Inthis paper; we investigate the interaction between template dependencies and functionaldependencies. We develop techniques for partially deciding which template and functionaldependencies are logically implied by a set of template and functional dependencies. Sincetemplate dependencies include all dependencies; besides functional dependencies; knownto us (such as multivalued; join; mutual; generalized mutual; and subset dependencies; andtheir embedded versions); the results of this paper enable us to apply the techniques fromSadri and Ullman [1979] to any set of data dependencies.,Proceedings of the 1980 ACM SIGMOD international conference on Management of data,1980,12
Finding the depth of a flow graph,Amelia C Fong; Jeffrey D Ullman,The depth of a flow graph is the maximum number of back edges in an acyclic path; where aback edge is defined by some depth-first spanning tree for the flow graph. In the case of areducible graph; the depth is independent of the depth-first spanning tree chosen. We showthat the computation of the depth of a reducible flow graph requires polynomial time. Ouralgorithm is O (ne) on a flow graph of n nodes and e edges. Since e≤ 2n for normal flowgraphs; our algorithm is really O (n 2). While even an O (n 2) algorithm is not likely to beacceptable; it is suggestive of the possibility of a more efficient algorithm. Finally; we showthat the general problem of computing the depth of an arbitrary flow graph is NP-complete.,Journal of Computer and System Sciences,1977,12
Decidable and undecidable questions about automata,John E Hopcroft; Jeffrey D Ullman,Abstract Four types of balloon automata (defined by one-or two-way input and deterministicor nondeterministic finite control) and closed classes of balloon automata were previouslydefined by the authors. A set of closed classes; one for each of the four types; is called afamily if the classes use their infinite storage in the same way. The recursiveness andsolvability of the emptiness problem for closed classes are investigated in the present paper.It is shown that in many cases the solvability of one of these questions for one closed classin a family implies that some other question are solvable for the closed classes of that family.,Journal of the ACM (JACM),1968,12
1979Introduction to automata theory; languages and computation,JE Hopcroft; JD Ullman,*,Reading; Massachussetts: Addison-Wesley,*,12
数据库系统全书,Hector Garcia-Molina; Jeffrey D Ullman; Jennifer Widom,*,*,2003,11
Querying semistructured heterogeneous information,Dallan Quass; Anand Rajaraman; Jeffrey Ullman; Jennifer Widom; Yehoshua Sagiv,Abstract Semistructured data has no absolute schema fixed in advance and its structure maybe irregular or incomplete. Such data commonly arises in sources that do not impose a rigidstructure (such as the World-Wide Web) and when data is combined from severalheterogeneous sources. Data models and query languages designed for well structureddata are inappropriate in such environments. Starting with a “lightweight” object modeladopted for the TSIMMIS project at Stanford; in this paper we describe a query languageand object repository designed specifically for semistructured data. Our language providesmeaningful query results in cases where conventional models and languages do not: whensome data is absent; when data does not have regular structure; when similar concepts arerepresented using different types; when heterogeneous sets are present; and when …,Journal of Systems Integration,1997,11
Medmaker: A mediation system based on declarative specifications. Available by anonymous ftp at db,Y Papakonstantinou; H Garcia-Molina; J Ullman,*,*,1995,11
Sethi,AlfredV Aho,*,Ravi och Ullman; Jeffrey D: C omp ilers-P rinciples; T echni q ues and T ools Addison-Wesley,1986,11
Some thoughts about supercomputer organization,Jeffrey D Ullman,*,*,1983,11
Principles of database design,JD Ullman,*,*,1982,11
アルゴリズムの設計と解析,AV Aho; JE Hopcroft; JD Ullman; 野崎昭弘; 野下浩平,*,サ イエ ン ス 社,1977,11
Data flow analysis,JD Ullman,*,Proc. 2nd USA-Japan Computer Conference,1975,11
The Design and Analysis of Algorithms. Addison and Wesley,A Aho; J Hopcroft; J Ullman,*,Reading; MA,1974,11
Designing good algorithms for MapReduce and beyond,Foto N Afrati; Magdalena Balazinska; Anish Das Sarma; Bill Howe; Semih Salihoglu; Jeffrey D Ullman,Abstract As MapReduce/Hadoop grows in importance; we find more exotic applicationsbeing written this way. Not every program written for this platform performs as well as wemight wish. There are several reasons why a MapReduce program can underperformexpectations. One is the need to balance the communication cost of transporting data fromthe mappers to the reducers against the computation done at the mappers and reducersthemselves. A second important issue is selecting the number of rounds of MapReduce. Athird issue is that of skew. If wall-clock time is important; then using many different reduce-keys and many compute nodes may minimize the time to finish the job. Yet if the data isuncooperative; and no provision is made to distribute the data evenly; much of the work isdone by a single node.,Proceedings of the Third ACM Symposium on Cloud Computing,2012,10
Gradiance on-line accelerated learning,Jeffrey D Ullman,Abstract Gradiance On-Line Accelerated Learning (GOAL) is a system for creating andautomatically grading homeworks; programming laboratories; and tests. Through theconcept of" root questions;" Gradiance encourages students to solve complete problems;even though the homework appears to be in a multiple-choice format. Students are offered ahint or advice every time they get a wrong answer; and the student is allowed to try eachquestion until getting it right. By grouping several questions together and telling students totry until they get a perfect score; GOAL turns homework into a true learning experience;rather than a" mini-quiz.",Proceedings of the Twenty-eighth Australasian conference on Computer Science-Volume 38,2005,10
The interface between language theory and database theory,Jeffrey D Ullman,ABSTRACT Two of the great themes in the work of Seymour Ginsburg are language theoryand database theory. When I worked for SG at System Development Corp. in 1965; he wasin the process of formulating the material of language theory: closure properties; decidabilityproperties; and structure of subclasses. These were summarized in the book Ginsburg[1966]; which I had the opportunity to read in note form. Much later; SG and I both becameinterested in database theory; and it is interesting to see how ideas from language theorycarry over to an important area of database theory: logical rules and queries. In this paper;we shall summarize the relationship between languages and logical rules. There is a naturalreduction from context-free grammars to a special case of logical rules called “chain rules.”We are able to answer difficult questions about logical queries through language …,*,1992,10
On the convergence of query evaluation,Foto Afrati; Christos H Papadimitriou; George Papageorgiou; Athena Roussou; Yehoshua Sagiv; Jeffrey D Ullman,Abstract We propose a “sideways information passing” method for evaluating Horn clausequeries in the presence of monotonicity constraints on the database relations. We give anecessary and sufficient condition for its convergence and show that testing for the conditionis polynomial when the arity of the relations is bounded; and PSPACE-complete otherwise.We also prove a related condition for the case of downward finite domains (eg; Herbranduniverses); thus improving an algorithm by Naish for a class of Prolog programs.,Journal of Computer and System Sciences,1989,10
オートマトン言語理論計算論 2,John E Hopcroft; Jeffrey D Ullman,*,*,1986,10
The revenge of the JD,David Maier; Jeffrey D Ullman; Moshe Y Vardi,Abstract Manifestations of the" universal relation assumption" can be seen either asdefinitions of a one-relation user view of data; or as algorithms for answering queries aboutarbitrary sets of attributes. In this paper we explore equivalences between these two pointsof view. We show that if the user's view is the representative instance; then our ability toanswer queries about the universal relation; by applying relational algebra to the actualdatabase; is equivalent to a" boundedness" condition on the dependencies of the databasescheme. Further; whenever this condition holds; there is a finite union of lossless tableaumappings that produces the desired relation.,Proceedings of the 2nd ACM SIGACT-SIGMOD symposium on Principles of database systems,1983,10
A survey of data flow analysis techniques,JD Ullman,*,Second USA-Japan Computer Conference,1975,10
The Theory of Parsing; Translation and Compiling,Aho Alfred; Jeffrey Ullman,*,*,1972,10
Uniform synthesis of sequential circuits,Jeffrey D Ullman; Peter Weiner,In this paper we consider the synthesis of sequential machines by networks of a fixedmodule with delay. We show that every binary input n state sequential machine has anisomorphic realization using at most p copies of a module with 2r+ 1 inputs; where p is thesmaller of ${2r\over 2r-1}(n^{1+ log r^ 2}+ 4n^{1+ log r^ 4) $ and $ r2^[n/r] $.([x] is thesmallest integer≧ x.),The Bell System Technical Journal,1969,10
