On supporting containment queries in relational database management systems,Chun Zhang; Jeffrey Naughton; David DeWitt; Qiong Luo; Guy Lohman,Abstract Virtually all proposals for querying XML include a class of query we term“containment queries”. It is also clear that in the foreseeable future; a substantial amount ofXML data will be stored in relational database systems. This raises the question of how tosupport these containment queries. The inverted list technology that underlies much ofInformation Retrieval is well-suited to these queries; but should we implement thistechnology (a) in a separate loosely-coupled IR engine; or (b) using the native tables andquery execution machinery of the RDBMS? With option (b); more than twenty years of workon RDBMS query optimization; query execution; scalability; and concurrency control andrecovery immediately extend to the queries and structures that implement these newoperations. But all this will be irrelevant if the performance of option (b) lags that of (a) by …,Acm Sigmod Record,2001,1174
Autonomic features of the IBM DB2 universal database for linux; UNIX; and windows,Christian M Garcia-Arellano; Sam S Lightstone; Guy M Lohman; Volker Markl; Adam J Storm,Thevast majority of the world's structured data are now stored and managed by relationaldatabase management systems (RDBMSs). These systems provide powerful datamanagement capabilities. However; as the power and functionality of these systems hasgrown; so has the complexity of their administration. In this paper; we show how the IBMDB2 Universal Database for Linux; UNIX; and Windows (DB2 UDB) product has exploitedautonomic computing to reduce this administration complexity and become more self-managing. We survey the major autonomic computing features in the DB2 UDB product anddescribe the benefits; with experimental data in some cases,Systems; Man; and Cybernetics; Part C: Applications and Reviews; IEEE Transactions on,2006,15
Making DB2 products self-managing: Strategies and experiences,Sam Lightstone; G Lohman; P Haas; Volker Markl; Jun Rao; Adam Storm; Maheswaran Surendra; D Zilio,Abstract This paper evaluates the impact of the DB2 Autonomic Computing project at theIBM Toronto Software Lab; Almaden Research Center; and Watson Research Center. Itdescribes the key ideas behind the many self-managing features added to the IBMR сDB2 Rсfor Linux R с; UNIX R с; and Windows R сproducts; and evaluates the degree to whichthese features have been accepted by the DB2 user community. We offer lessons learnedfrom this experience; our conclusions; and future directions for self-managing databases.,IEEE Data Engineering Bulletin,2006,15
Client-based index advisor,*,A common interface to manage heterogeneous databases and develop enterprise classapplications is provided. In particular; it is shown that a client-based system and methodcan:(a) provide a uniform interface for the DBA or the application developer to use across allthe database deployments;(b) provide flexibility in the number and kinds of scenarios it canbe used; and finally (c) reduce the total cost of ownership for the enterprise.,*,2013,14
Method and system for finding structures in multi-dimensional spaces using image-guided clustering,*,A method is provided clustering data points in a multidimensional dataset in amultidimensional image space that comprises generating a multidimensional image from themultidimensional dataset; generating a pyramid of multidimensional images having varyingresolution levels by successively performing a pyramidal sub-sampling of themultidimensional image; identifying data clusters at each resolution level of the pyramid byapplying a set of perceptual grouping constraints; and determining levels of a clusteringhierarchy by identifying each salient bend in a variation curve of a magnitude of identifieddata clusters as a function of pyramid resolution level.,*,2008,14
In-memory BLU acceleration in IBM's DB2 and dashDB: Optimized for modern workloads and hardware architectures,Ronald Barber; Guy Lohman; Vijayshankar Raman; Richard Sidle; Sam Lightstone; Berni Schiefer,Although the DRAM for main memories of systems continues to grow exponentiallyaccording to Moore's Law and to become less expensive; we argue that memory hierarchieswill always exist for many reasons; both economic and practical; and in particular due toconcurrent users competing for working memory to perform joins and grouping. We presentthe in-memory BLU Acceleration used in IBM's DB2 for Linux; UNIX; and Windows; and nowalso the dashDB cloud offering; which was designed and implemented from the ground upto exploit main memory but is not limited to what fits in memory and does not require manualmanagement of what to retain in memory; as its competitors do. In fact; BLU Accelerationviews memory as too slow; and is carefully engineered to work in higher levels of the systemcache by keeping the data encoded and packed densely into bit-aligned vectors that can …,Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,13
Optimizing GPU-accelerated Group-By and Aggregation.,Tomas Karnagel; Rene Mueller; Guy M Lohman,ABSTRACT The massive parallelism and faster random memory access of GraphicsProcessing Units (GPUs) promise to further accelerate complex analytics operations such asjoins and grouping; but also provide additional challenges to optimizing their performance.There are more implementation alternatives to consider on the GPU; such as exploitingdifferent types of memory on the device and the division of work among processor clustersand threads; and additional performance parameters; such as the size of the kernel grid andthe trade-off between the number of threads and the resulting share of resources eachthread will get. In this paper; we study in depth offloading to a GPU the grouping andaggregation operator; often the dominant operation in analytics queries after joins. Weprimarily focus on the design implications of a hash-based implementation; although we …,ADMS@ VLDB,2015,11
Blink: Not Your Father’s Database!,Ronald Barber; Peter Bendel; Marco Czech; Oliver Draese; Frederick Ho; Namik Hrle; Stratos Idreos; Min-Soo Kim; Oliver Koeth; Jae-Gil Lee; Tianchao Tim Li; Guy Lohman; Konstantinos Morfonios; Rene Mueller; Keshava Murthy; Ippokratis Pandis; Lin Qiao; Vijayshankar Raman; Sandor Szabo; Richard Sidle; Knut Stolze,Abstract The Blink project's ambitious goals are to answer all Business Intelligence (BI)queries in mere seconds; regardless of the database size; with an extremely low total cost ofownership. It takes a very innovative and counter-intuitive approach to processing BIqueries; one that exploits several disruptive hardware and software technology trends.Specifically; it is a new; workload-optimized DBMS aimed primarily at BI query processing;and exploits scale-out of commodity multi-core processors and cheap DRAM to retain a(copy of a) data mart completely in main memory. Additionally; it exploits proprietarycompression technology and cache-conscious algorithms that reduce memory bandwidthconsumption and allow most SQL query processing to be performed on the compresseddata. Ignoring the general wisdom of the last three decades that the only way to scalably …,International Workshop on Business Intelligence for the Real-Time Enterprise,2011,11
Efficient partitioned joins in a database with column-major layout,*,Embodiments of the present invention provide a database processing system for efficientpartitioning of a database table with column-major layout for executing one or more joinoperations. One embodiment comprises a method for partitioning a database table withcolumn-major layout; partitioning only the join-columns by limiting the partitions by size andnumber; executing one or more join operations for joining the partitioned columns; andoptionally de-partitioning the join result to the original order by sequentially writing andrandomly reading table values using P cursors.,*,2016,10
Joins on encoded and partitioned data,Jae-Gil Lee; Gopi Attaluri; Ronald Barber; Naresh Chainani; Oliver Draese; Frederick Ho; Stratos Idreos; Min-Soo Kim; Sam Lightstone; Guy Lohman; Konstantinos Morfonios; Keshava Murthy; Ippokratis Pandis; Lin Qiao; Vijayshankar Raman; Vincent Kulandai Samy; Richard Sidle; Knut Stolze; Liping Zhang,Abstract Compression has historically been used to reduce the cost of storage; I/Os from thatstorage; and buffer pool utilization; at the expense of the CPU required to decompress dataevery time it is queried. However; significant additional CPU efficiencies can be achieved bydeferring decompression as late in query processing as possible and performing queryprocessing operations directly on the still-compressed data. In this paper; we investigate thebenefits and challenges of performing joins on compressed (or encoded) data. Wedemonstrate the benefit of independently optimizing the compression scheme of each joincolumn; even though join predicates relating values from multiple columns may requiretranslation of the encoding of one join column into the encoding of the other. We also showthe benefit of compressing" payload" data other than the join columns" on the fly;" to …,Proceedings of the VLDB Endowment,2014,9
Impliance: A next generation information management appliance,Bishwaranjan Bhattacharjee; Vuk Ercegovac; Joseph Glider; Richard Golding; Guy Lohman; Volke Markl; Hamid Pirahesh; Jun Rao; Robert Rees; Frederick Reiss; Eugene Shekita; Garret Swart,Abstract: ably successful in building a large market and adapting to the changes of the lastthree decades; its impact on the broader market of information management is surprisinglylimited. If we were to design an information management system from scratch; based upontoday's requirements and hardware capabilities; would it look anything like today's databasesystems?" In this paper; we introduce Impliance; a next-generation information managementsystem consisting of hardware and software components integrated to form an easy-to-administer appliance that can store; retrieve; and analyze all types of structured; semi-structured; and unstructured information. We first summarize the trends that will shapeinformation management for the foreseeable future. Those trends imply three majorrequirements for Impliance:(1) to be able to store; manage; and uniformly query all data …,arXiv preprint cs/0612129,2006,9
Finding structures in multi-dimensional spaces using image-guided clustering,*,A data processing system is provided that comprises a processor; a random access memoryfor storing data and programs for execution by the processor; and computer readableinstructions stored in the random access memory for execution by the processor to perform amethod for clustering data points in a multidimensional dataset in a multidimensional imagespace. The method comprises generating a multidimensional image from themultidimensional dataset; generating a pyramid of multidimensional images having varyingresolution levels by successively performing a pyramidal sub-sampling of themultidimensional image; identifying data clusters at each resolution level of the pyramid byapplying a set of perceptual grouping constraints; and determining levels of a clusteringhierarchy by identifying each salient bend in a variation curve of a magnitude of identified …,*,2009,7
Data classification by kernel density shape interpolation of clusters,*,A data processing system is provided that comprises a processor; a random access memoryfor storing data and programs for execution by the processor; and computer readableinstructions stored in the random access memory for execution by the processor to perform amethod for obtaining a shape interpolated representation of shapes of clusters in an imageof a clustered dataset. The method comprises generating a density estimate value of eachgrid point of a set of grid points sampled from the image at a specified resolution for eachcluster using a kernel density function; evaluating the density estimate value of each gridpoint for each cluster to identify a maximum density estimate value of each grid point and acluster associated with the maximum density estimate value; and adding each grid point forwhich the maximum density estimate value exceeds a specified threshold to the …,*,2009,7
Method for data classification by kernel density shape interpolation of clusters,*,A method for obtaining a shape interpolated representation of shapes of one or moreclusters in an image of a dataset that has been clustered comprises generating a densityestimate value of each grid point of a set of grid points sampled from the image at a specifiedresolution for each cluster in the image using a kernel density function; evaluating thedensity estimate value of each grid point for each cluster to identify a maximum densityestimate value of each grid point and a cluster associated with the maximum densityestimate value of each grid point; and adding each grid point for which the maximum densityestimate value exceeds a specified threshold to the cluster associated with the maximumdensity estimate value for the grid point to form a shape interpolated representation of theone or more clusters.,*,2008,7
On-the-fly encoding method for efficient grouping and aggregation,*,Embodiments include a system for encoding data while it is being processed. The systemincludes a processor; an encoder and a decoder. The processor is configured to process aquery request by determining a set of values. The encoder is configured for encoding the setof values; such that a subsequent processing operation can be performed on the encodedvalues. The processor performs the subsequent processing operations. The decoder isconfigured for decoding each value back to its value prior to being encoded uponcompletion of the processor completing the requested query.,*,2016,6
Finding structures in multi-dimensional spaces using image-guided clustering,*,A method executed on a computer for determining a hierarchical clustering of amultidimensional dataset in a multidimensional image space comprises receiving a pyramidof multidimensional images of the multidimensional dataset in which the images of thepyramid representing a first multidimensional image of the multidimensional dataset atsuccessively lower resolution levels; identifying data clusters at each resolution level of thepyramid by applying a set of perceptual grouping constraints; plotting a variation curve of amagnitude of data clusters identified at each resolution level of the pyramid as a function ofresolution level; and generating a clustering hierarchy for the multidimensional dataset byidentifying the resolution level at each salient bend in the variation curve as a level of theclustering hierarchy.,*,2009,6
Progressive optimization in action,Vijayshankar Raman; Volker Markl; David Simmen; Guy Lohman; Hamid Pirahesh,Abstract Progressive Optimization (POP) is a technique to make query plans robust; andminimize need for DBA intervention; by repeatedly re-optimizing a query during runtime ifthe cardinalities estimated during optimization prove to be significantly incorrect. POP worksby carefully calculating validity ranges for each plan operator under which the overall plancan be optimal. POP then instruments the query plan with checkpoints that validate atruntime that cardinalities do lie within validity ranges; and re-optimizes the query otherwise.In this demonstration we showcase POP implemented for a research prototype version ofIBM's DB2 DBMS; using a mix of real-world and synthetic benchmark databases andworkloads. For selected queries of the workload we display the query plans with validityranges as well as the placement of the various kinds of CHECK operators using the DB2 …,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,6
Heuristic Method for Joining Relational Database Tables,GM Lohman,*,IBM Technical Disclosure Bulletin,1988,6
On-the-fly encoding method for efficient grouping and aggregation,*,Embodiments include a method and computer program product for encoding data while it isbeing processed as part of a query is provided. The method includes receiving a queryrequest and determining a set of values associated with data to be encoded for completingthe query request. The method also includes encoding those values such that anysubsequent processing operations can be performed on the encoded values to complete therequested query. After performing the subsequent processing operations to complete therequested query; each value is decoded back to its original value.,*,2016,5
Efficient join with one or more large dimension tables,*,Embodiments of the invention relate to processing queries that utilize fact and/or dimensiontables. In one aspect; a pre-join filtering phase precedes a star join. The necessaryconditions for the pre-join filtering are considered for a given SQL query; including anestimated size of the hash table exceeding a threshold and presence of a local predicateeither on the fact table or one or more dimension tables that is not a large dimension table.Once the necessary conditions are satisfied; the execution of the query exploits the pre-joinfiltering to build a pre-join output filter from columns of a reduced fact table that joins witheach large dimension table. Thereafter; all the dimension tables and the fact table are joinedin a star join while exploiting each pre-join filter.,*,2015,5
Query execution in query processing systems,*,A query processing system having a data manager; and a query manager also includes abuffer. The query manager calls the data manager to access data based on a query. Wherethere is no predicate check or consumption operation on the record accessed; the datamanager will notionally return the record to the query manager. However; the data manageraccomplishes the return by writing the relevant portions of the record to a buffer. The datamanager maintains stabilization of the page containing the record while the buffer is beingwritten to. The data manager continues to access records on the stabilized page and to writesuch records to the buffer where appropriate. The query manager retrieves the records fromthe buffer after the data manager has completed its operation resulting from the querymanager call.,*,2006,5
Trends in automating physical database design,Daniel C Zilio; Sam Lightstone; Guy M Lohman,A database administrator (DBA) must make many decisions about what is the best decisionfor a database and its users-including what is the best physical DB design decision. TheDBA must determine what auxiliary data structures to create-such as indexes andmaterialized views-as well as the optimal way to partition each table in a shared-nothingpartitioned system; to maximize workload performance while minimizing any increase in diskspace or maintenance costs. Given the number of possible configurations; the possibleinteractions between each choice; and the associated constraints on the decision; theproblem of selecting an optimal design is daunting for even the most skilled DBA. It has longbeen recognized that DBAs need tools to help them make these complex decisions; but untilrecently little progress was made. We present our vision for the future of automating …,Industrial Informatics; 2003. INDIN 2003. Proceedings. IEEE International Conference on,2003,5
Fast multi-tier indexing supporting dynamic update,*,A method includes performing a lookup using a key into a root node of a multi-tier datastructure; to find a partition for performing an insert. A lookup for the key is performed on afirst level index that is part of a linked data structure. A payload or reference is added to thelinked data structure based on data structure criterion; otherwise the key and the payloadare added to the linked data structure if the key is not found. A new first level index is createdand added to the linked data structure upon the linked data structure remaining unchanged.The key and the payload or reference are added to the new index. Based on merge criterion;a new second level index is created and a portion of content from selected first level andsecond level indexes are merged for combining into the new second level index.,*,2016,4
Wildfire: Concurrent blazing data ingest and analytics,Ronald Barber; Matt Huras; Guy Lohman; C Mohan; Rene Mueller; Fatma Özcan; Hamid Pirahesh; Vijayshankar Raman; Richard Sidle; Oleg Sidorkin; Adam Storm; Yuanyuan Tian; Pinar Tözun,Abstract We demonstrate Hybrid Transactional and Analytics Processing (HTAP) on theSpark platform by the Wildfire prototype; which can ingest up to~ 6 million inserts per secondper node and simultaneously perform complex SQL analytics queries. Here; a simplifiedmobile application uses Wildfire to recommend advertising to mobile customers based upontheir distance from stores and their interest in products sold by these stores; whilecontinuously graphing analytics results as those customers move and respond to the adswith purchases.,Proceedings of the 2016 International Conference on Management of Data,2016,4
On common tools for databases-The case for a client-based index advisor,Sandeep Tata; Lin Qiao; Guy M Lohman,Modern enterprises often deploy multiple databases from different vendors. Managing aheterogeneous mix of databases is a very challenging exercise. To help the DBA tackle thiscomplex administrative task; major database vendors have provided many autonomic tools.The tools help automate common management tasks and even help in performance tuning.However; the DBA now has to face the complexity of dealing with a variety of different toolsfor different tasks; each with different interfaces and capabilities. The application developeralso suffers from a similar problem when trying to use different tools that help him developapplications for different databases. Clearly; there is a need for a common interface tomanage heterogeneous databases and develop enterprise class applications for them. Toaddress this need; we argue for a client-based approach to developing database tools. In …,Data Engineering Workshop; 2008. ICDEW 2008. IEEE 24th International Conference on,2008,4
Is (your) database research having impact?,Guy Lohman,Abstract Is your research having real impact? The ultimate test of the research done by thiscommunity is how it impacts society. Perhaps the most important metric of this impact isacceptance in the marketplace; ie incorporation into products that bring value to thepurchaser. Merely publishing papers and getting them referenced has no intrinsic valueunless the ideas therein are eventually used by someone. So let us ask ourselves candidly–is (my) database research having (positive) impact? Concisely: Are they buying my stuff?Have the “hot topics” of the past withstood the test of time by actually being used in productsthat sold? If so; what characteristics were instrumental in their success? And if not; why didsomething that got so many people excited fail to gain traction with users? Perhaps moreimportantly; what can we learn from our track record of the past in order to have better …,Advances in Databases: Concepts; Systems and Applications,2007,4
Automated statistics collection in action,P Haas; M Kandil; A Lerner; V Markl; I Popivanov; V Raman; D Zilio,Abstract If presented with inaccurate statistics; even the most sophisticated query optimizersmake mistakes. They may wrongly estimate the output cardinality of a certain operation andthus make sub-optimal plan choices based on that cardinality. Maintaining accurate statisticsis hard; both because each table may need a specifically parameterized set of statistics andbecause statistics get outdated as the database changes. Automated Statistic Collection(ASC) is a new component in IBM DB2 UDB that; without any DBA intervention; observesand analyzes the effects of faulty statistics and; in response; it triggers actions thatcontinuously repair the latter. In this demonstration; we will show how ASC works to alleviatethe DBA from the task of maintaining fresh; accurate statistics in several challengingscenarios. ASC is able to reconfigure the statistics collection parameters (eg; number of …,Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,4
Panel discussion on semantic query optimization,GM Lohman,*,Proc. Data Engineering Conf,1985,4
Optimal data storage and organization in computerized information processing systems subject to failures.,Guy Maring Lohman,*,*,1977,4
Efficient partitioned joins in a database with column-major layout,*,Abstract Embodiments of the present invention provide a database processing system forefficient partitioning of a database table with column-major layout for executing one or morejoin operations. One embodiment comprises a method for partitioning a database table withcolumn-major layout; partitioning only the join-columns by limiting the partitions by size andnumber; executing one or more join operations for joining the partitioned columns; andoptionally de-partitioning the join result to the original order by sequentially writing andrandomly reading table values using P cursors.,*,2018,3
Evolving Databases for New-Gen Big Data Applications.,Ronald Barber; Christian Garcia-Arellano; Ronen Grosman; Rene Mueller; Vijayshankar Raman; Richard Sidle; Matt Spilchen; Adam J Storm; Yuanyuan Tian; Pinar Tözün; Daniel C Zilio; Matt Huras; Guy M Lohman; Chandrasekaran Mohan; Fatma Özcan; Hamid Pirahesh,ABSTRACT The rising popularity of large-scale real-time analytics applications (real-timeinventory/pricing; mobile apps that give you suggestions; fraud detection; risk analysis; etc.)emphasize the need for distributed data management systems that can handle fasttransactions and analytics concurrently. Efficient processing of transactional and analyticalrequests; however; require different optimizations and architectural decisions in a system.This paper presents the Wildfire system; which targets Hybrid Transactional and AnalyticalProcessing (HTAP). Wildfire leverages the Spark ecosystem to enable large-scale dataprocessing with different types of complex analytical requests; and columnar dataprocessing to enable fast transactions and analytics concurrently.,CIDR,2017,3
Massively-parallel lossless data decompression,Evangelia Sitaridi; Rene Mueller; Tim Kaldewey; Guy Lohman; Kenneth A Ross,Today's exponentially increasing data volumes and the high cost of storage makecompression essential for the Big Data industry. Although research has concentrated onefficient compression; fast decompression is critical for analytics queries that repeatedlyread compressed data. While decompression can be parallelized somewhat by assigningeach data block to a different process; break-through speed-ups require exploiting themassive parallelism of modern multi-core processors and GPUs for data decompressionwithin a block. We propose two new techniques to increase the degree of parallelism duringdecompression. The first technique exploits the massive parallelism of GPU and SIMDarchitectures. The second sacrifices some compression efficiency to eliminate datadependencies that limit parallelism during decompression. We evaluate these techniques …,Parallel Processing (ICPP); 2016 45th International Conference on,2016,3
Efficient partitioned joins in a database with column-major layout,*,In database systems; hash joins are a commonly used operation in data warehouse queryprocessing. An important challenge for hash joins is managing the sizes of the hash tableused. Many systems employ partitioning to split hash tables into manageable sized chunks. Oneside of the hash join is chosen as inner and its hash table is partitioned. The inner table is alsoreferred to in the literature as the “build” side. The rows of the other side (the outer table) of thejoin are also partitioned and then used to look up into the partitioned hash tables. The outer tableis also referred to in the literature as the “probe” side. Traditionally; databases were disk-residentwherein the goal was to partition hash tables into memory-sized chunks. However; as main memorieshave grown much larger; the goal is to partition hash tables into cache-sized chunks … Oneembodiment comprises a method for joining database tables in a query. In one …,*,2016,3
Data encoding and processing columnar data,*,Aspects of the invention are provided for accessing a plurality of data elements. A page ofcolumn data is stored in a format that includes compressed and/or non-compressedelements; with the format including a plurality of arrays and a vector. Each of the arraysstores elements with common characteristics; with the vector functioning as a mapping to thestored data elements. The vector is leveraged to identify an array and determine an offset tosupport access to one or more of the data elements.,*,2016,3
Method and system for content-based encrypted access to a database,*,Some aspects of the invention provide methods; systems; and computer program productsfor inserting an encrypted problem signature into a symptom database. A problem signatureis first provided; which is then used to derive a hash value. The problem signature is thenencrypted using the hash value. The hash value is further used to indicate the location in thedatabase to insert the problem signature. The problem signature is then inserted at thelocation in the database indicated by the location.,*,2012,3
You think your DBMS is complex now…?,Guy M Lohman,The last two decades have seen phenomenal growth and progress in databasemanagement systems (DBMSs). With effective standardization on the SQL query language;competition has increased functionality and performance; while driving down cost; at adizzying pace. Relational DBMSs have supplanted all other types of DBMSs; even forextremely large; mission-critical applications of the largest corporations.Products havefocused primarily on the traditional applications: transactions and complex queries of small;uniform records; composed primarily of character and numeric business data. Performanceof these applications has been accelerated by improvements in both hardware and theDBMS software itself. The progress can be seen in benchmarks standardized by theTransaction Processing Council: the TPC-C benchmark for transactions now boasts tens …,ACM Computing Surveys (CSUR),1996,3
Lohman et al. Extensions to Starburst: objects; types; functions and rules,GM LLPS91,*,Com. of the ACM,1991,3
Pooling work across multiple transactions for reducing contention in operational analytics systems,*,A method includes scanning multiple incoming database transaction requests. Eachtransaction includes one or more operations. Operations are clustered into a set ofcombined operations based on type of operation constraints. Log records are prepared andwritten for re-performing operations upon system failures; and for undoing operations uponan operation or a transaction failing to be processed fully. Each set of combined operationsare performed within a thread. Each update operation is marked for a transaction withinwhich the update operation belongs. Recoverable update operations belonging to a pluralityof transactions are performed within a single logical thread of execution.,*,2017,2
Intra-block partitioning for database management,*,A method for storing database information includes storing a table having data values in acolumn major order. The data values are stored in a list of blocks. The method also includesassigning a tuple sequence number (TSN) to each data value in each column of the tableaccording to a sequence order in the table. The data values that correspond to each otheracross a plurality of columns of the table have equivalent TSNs. The method also includesassigning each data value to a partition based on a representation of the data value. Themethod also includes assigning a tuple map value to each data value. The tuple map valueidentifies the partition in which each data value is located.,*,2017,2
Lock-free creation of hash tables in parallel,*,A hash table is created in parallel without requiring a lock or random accesses to memory.The hash table of a database system is logically partitioned and a separate thread isassigned to each partition of the hash table. As many separate threads as can fit theircorresponding hash table partitions into the processor's cache are executed in parallel withother threads without a lock. Execution of a number of separate threads includes: scanningan input data table for a thread's partition and applying a hash function to each key; insertingdata of keys that hash to the thread's partition into the thread's partition; and ignoring keysthat do not hash to the thread's partition.,*,2016,2
Concurrent reads and inserts into a data structure without latching or waiting by readers,*,A method includes performing; by a data structure processor; concurrent read and writeoperations into a hierarchical data structure. Writers acquire latches on the hierarchical datastructure elements that the latches modify. The hierarchical data structure elements aredirectly accessed by readers without acquiring latches. A modify operation is executed by awriter for one or more levels of the hierarchical data structure. When removed portions of thehierarchical data structure are no longer referenced; tracking is performed by use of acombination of a global state value and a copied local state value. The global state valuetransitions through a non-repeating sequence of values. No longer referenced portions ofthe hierarchical data structure are tagged with the current global state value.,*,2016,2
Efficient join on dynamically compressed inner for improved fit into cache hierarchy,*,A method includes joining data between at least two data sets. Values of one or more joinattributes of each of the data sets is represented in a compressed form; indicated by anencoding scheme. A compression scheme for the one or more join attributes is dynamicallyselected.,*,2016,2
Efficient performance of insert and point query operations in a column store,*,A method includes logically organizing; by an object hierarchy processor; data objects in afirst hierarchy. A portion of the data objects in the first hierarchy logically includes groupingsof other data objects. The object hierarchy processor physically organizes the data objectsacross two or more types of memory in a second hierarchy. Another portion of the dataobjects in the second hierarchy physically includes groupings of other data objects.Groupings of the data objects in the second hierarchy are dynamically moved across the twoor more types of memory. Levels of access of the data objects are tracked using a datastructure that maps groupings of the data objects in the first hierarchy onto metadatainformation including combined access frequencies of the data objects; and current numberof accessors to the data objects; in each grouping of the data objects.,*,2016,2
On-the-fly encoding method for efficient grouping and aggregation,*,Embodiments include a method; system; and computer program product for encoding datawhile it is being processed as part of a query is provided. The method includes receiving aquery request and determining a set of values associated with data to be encoded forcompleting the query request. The method also includes encoding those values such thatany subsequent processing operations can be performed on the encoded values tocomplete the requested query. After performing the subsequent processing operations tocomplete the requested query; each value is decoded back to its original value.,*,2016,2
Data shuffling in a non-uniform memory access device,*,Embodiments relate to the orchestration of data shuffling among memory devices of a non-uniform memory access device. An aspect includes a method of orchestrated shuffling ofdata in a non-uniform memory access device includes running an application on a pluralityof threads executing on a plurality of processing nodes and identifying data to be shuffledamong the plurality of processing nodes. The method includes registering the data to beshuffled and generating a plan for orchestrating the shuffling of the data. The method furtherincludes disabling cache coherency of cache memory associated with the processing nodesand shuffling the data among all of the memory devices upon disabling the cachecoherency; the shuffling performed based on the plan for orchestrating the shuffling. Themethod further includes restoring the cache coherency of the cache memory based on …,*,2016,2
ReoptSMART: A Learning Query Plan Cache,Julia Stoyanovich; Kenneth A Ross; Jun Rao; Wei Fan; Volker Markl; Guy Lohman,Abstract: The task of query optimization in modern relational database systems is importantbut can be computationally expensive. Parametric query optimization (PQO) has as its goalthe prediction of optimal query execution plans based on historical results; withoutconsulting the query optimizer. We develop machine learning techniques that can accuratelymodel the output of a query optimizer. Our algorithms handle non-linear boundaries in planspace and achieve high prediction accuracy even when a limited amount of data is availablefor training. We use both predicted and actual query execution times for learning; and arethe first to demonstrate a total net win of a PQO method over a state-of-the-art queryoptimizer for some workloads. ReoptSMART realizes savings not only in optimization time;but also in query execution time; for an over-all improvement by more than an order of …,*,2008,2
The DB2 Universal Database Optimizer,Guy M Lohman,Page 1. © IBM 2007 The DB2 Universal Database* Optimizer Guy M. Lohman lohman@almaden.ibm.com IBM Research Division IBM Almaden Research Center K55/B1; 650 Harry Road SanJose; CA 95120 * Now called; simply; DB2 9 Page 2. © IBM 2007 DB2 UDB Query OptimizerAgenda ∎ Overview of Query Processing ∎ Query ReWrite ∎ Plan Selection Optimization basics ∎Elements of Optimization ∎ Execution Strategies ∎ Cost model & plan properties ∎ Search strategy∎ Parallelism ∎ Special strategies for OLAP & BI ∎ Engineering considerations ∎ Conclusionsand Future ∎ NOTE: Use DB2 for free for academic purposes! See: http://www-304.ibm.com/jct09002c/university/scholars/products/data/ Page 3. © IBM 2007 DB2 UDB Query OptimizerStretching the Boundaries: Query Processing Challenge ∎ Many platforms; but one codebase …,IBM Research Division; IBM Almaden Research Center,2007,2
Reminiscences in influential papers,Richard Snodgrass,Fundamentally; we are in this business to embrace the novel concepts that intrigue anddelight us. These insights are generated or discovered by one or a few; then somehowpropagated through the fabric of the intellectual community; via publication; presentation;and informal conversation. However; the transference is often more accidental thanintentional. The common model is of a researcher having a question and searching for thepaper that answers that question. Seemingly just as prevalent is a haphazard event. Theresearcher comes across a paper that touches something deep inside; triggering a radicalrestructuring of their mental model and allowing them to see things in a new light. Timing isimportant: often that paper or interaction would not have had such a profound effect ifencountered earlier or later. I've asked a few well-known and respected people in the …,ACM SIGMOD Record,1998,2
Measuring the complexity of join enumeration in query optimization,Thomas J. Watson IBM Research Center. Research Division; G Lohman; K Ono,*,*,1990,2
Do semantically equivalent SQL queries perform differently?,Guy M Lohman,The relational database query language SQL (originally;" SEQUEL") was first developed asa non-procedural language: the user should specify only what data is desired; leaving it tothe the system's query optimizer to determine how the data is accessed [ASTR 75]. IBMpioneered the development of query optimizer technology that would achieve this ideal;beginning with the well-known optimizer of System R [SELI 79]; the prototype relationaldatabase management system (DBMS) developed at IBM Research Laboratory in San Jose;California during the late 1970's. The IBM products SQL/DS [SQL 84] and DB2 [CHEN 84];as well as the experimental distributed DBMS prototype R∗[LOHM 85]; contain optimizersthat are based upon the System R prototype.,Data Engineering; 1986 IEEE Second International Conference on,1986,2
A closed network queue model of underground coal mining production; failure; and repair,GM Lohman,Abstract: Underground coal mining system production; failures; and repair cycles weremathematically modeled as a closed network of two queues in series. The model wasdesigned to better understand the technological constraints on availability of currentunderground mining systems; and to develop guidelines for estimating the availability ofadvanced mining systems and their associated needs for spares as well as production andmaintenance personnel. It was found that: mine performance is theoretically limited by themaintainability ratio; significant gains in availability appear possible by means of smallimprovements in the time between failures the number of crews and sections should beproperly balanced for any given maintainability ratio; and main haulage systems closest tothe mine mouth require the most attention to reliability.,*,1978,2
A research report,C Kao; CC Lin,*,A Study of Small and,1976,2
Reducing the cost of update; delete; and append-only insert operations in a database,*,A first request may be received to update a first set of values. The first set of values may bestored at a first location within a first data page of a database. The first location may be read-only. In response to the receiving of the first request; a first set of records may be insertedinto a second data page. The first set of records may include the update of the first set ofvalues. In response to the inserting; a forward pointer may be stored in the first data pagethat points to the first set of records on the second data page. One or more committed valuesmay be identified on the second data page. In response to the identifying; the one or morecommitted values may be merged from the second data page to a third data page.,*,2017,1
