Learning influence probabilities in social networks,Amit Goyal; Francesco Bonchi; Laks VS Lakshmanan,Abstract Recently; there has been tremendous interest in the phenomenon of influencepropagation in social networks. The studies in this area assume they have as input to theirproblems a social graph with edges labeled with probabilities of influence between users.However; the question of where these probabilities come from or how they can be computedfrom real social network data has been largely ignored until now. Thus it is interesting to askwhether from a social graph and a log of actions by its users; one can build models ofinfluence. This is the main problem attacked in this paper. In addition to proposing modelsand algorithms for learning the model parameters and for testing the learned models tomake predictions; we also develop techniques for predicting the time by which a user maybe expected to perform an action. We validate our ideas and techniques using the Flickr …,Proceedings of the third ACM international conference on Web search and data mining,2010,815
Complexity and algorithms for composite retrieval,Sihem Amer-Yahia; Francesco Bonchi; Carlos Castillo; Esteban Feuerstein; Isabel Méndez-Díaz; Paula Zabala,Online search has become a daily activity and a source of a variety of valuable information;from the finest granularity such as finding the address of a specific restaurant; to morecomplex tasks like looking for accessories compatible with an iPhone or planning a trip. Thelatter typically involves running multiple search queries to gather information about differentplaces; reading online reviews to find out about hotels; and checking geographic proximityof places to visit. We refer to this information seeking activity as composite retrieval andpropose to organize results into item bundles that together constitute an improvedexploratory experience over ranked lists. As a first step towards composite retrievaldefinition; we need to formalize intuitive desirable properties of item bundles. We distinguishbetween properties of each bundle in the answer and properties of the answer as a whole …,Proceedings of the 22nd International Conference on World Wide Web,2013,7
Characterizing uncertain data using compression,Francesco Bonchi; Matthijs van Leeuwen; Antti Ukkonen,Abstract Motivated by sensor networks; mobility data; biology and life sciences; the area ofmining uncertain data has recently received a great deal of attention. While various papershave focused on efficiently mining frequent patterns from uncertain data; the problem ofdiscovering a small set of interesting patterns that provide an accurate and condenseddescription of a probabilistic database is still unexplored. In this paper we study the problemof discovering characteristic patterns in uncertain data through information theoretic lenses.Adopting the possible worlds interpretation of probabilistic data and a compression schemebased on the MDL principle; we formalize the problem of mining patterns that compress thedatabase well in expectation. Despite its huge search space; we show that this problem canbe accurately approximated. In particular; we devise a sequence of three methods where …,*,2011,7
Mobility; Data Mining; and Privacy: Geographic Knowledge Discovery,Dino Pedreschi,*,*,2008,7
Towards low-perturbation anonymity preserving pattern discovery,Maurizio Atzori; Francesco Bonchi; Fosca Giannott; Dino Pedreschi,Abstract It is generally believed that data mining results do not violate the anonymity of theindividuals recorded in the source database. In fact; data mining models and patterns; inorder to ensure a required statistical significance; represent a large number of individualsand thus conceal individual identities: this is the case of the minimum support threshold inassociation rule mining. We have recently shown [3]; that the above belief is ill-founded: byshifting the concept of k-anonymity [8] from data to patterns; we have formally characterizedthe notion of a threat to anonymity in the context of frequent itemsets mining; and provided amethodology to efficiently and effectively identify such threats that might arise from thedisclosure of a set of frequent itemsets. In our previous paper [2] we have introduced a first;naïve strategy (named suppressive) to sanitize such threats. In this paper we develop a …,Proceedings of the 2006 ACM symposium on Applied computing,2006,7
Knowledge Discovery in Inductive Databases 4th International Workshop; KDID 2005; Porto; Portugal; October 3; 2005; Revised Selected and Invited Papers,Francesco Bonchi; Jean-François Boulicaut,The4thInternationalWorkshoponKnowledge… (KDID 2005) was held in Porto; Portugal; onOctober 3; 2005 in conjunction with the 16th European Conference on Machine Learningand the 9th European Conference on Principles and Practice of Knowledge Discovery inDatabases. Ever since the start of the? eld of data mining; it has been realized that theintegration of the database technology into knowledge discovery processes was a crucialissue. This vision has been formalized into the inductive database perspective introduced byT. Imielinski and H. Mannila (CACM 1996; 39 (11)). The main idea is to consider knowledgediscovery as an extended querying p-cess for which relevant query languages are to bespeci? ed. Therefore; inductive databases might contain not only the usual data but alsoinductive gener-izations (eg; patterns; models) holding within the data. Despite many …,Conference proceedings KDID,2005,7
Fa* ir: A fair top-k ranking algorithm,Meike Zehlike; Francesco Bonchi; Carlos Castillo; Sara Hajian; Mohamed Megahed; Ricardo Baeza-Yates,Abstract In this work; we define and solve the Fair Top-k Ranking problem; in which we wantto determine a subset of k candidates from a large pool of n» k candidates; maximizing utility(ie; select the" best" candidates) subject to group fairness criteria. Our ranked group fairnessdefinition extends group fairness using the standard notion of protected groups and is basedon ensuring that the proportion of protected candidates in every prefix of the top-k rankingremains statistically above or indistinguishable from a given minimum. Utility isoperationalized in two ways:(i) every candidate included in the top-k should be morequalified than every candidate not included; and (ii) for every pair of candidates in the top-k;the more qualified candidate should be ranked above.,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,6
System for ranking memes,*,Disclosed are methods and apparatus for selecting items (eg; Internet memes) to bepresented to a user. In one embodiment; a user connected to a network is identified. Foreach of a plurality of items (eg; memes); for each of one or more followers of the user; aprobability that the corresponding one of the followers of the user will repost the one of theplurality of items is determined. A number of the plurality of items may be selected based; atleast in part; on the probability that has been determined; for each of the plurality of items; foreach of the one or more followers of the user; that the corresponding one of the followers ofthe user will repost the one of the plurality of items. The selected number of the plurality ofitems may then be presented to the user.,*,2017,6
Modeling adoptions and the stages of the diffusion of innovations,Yasir Mehmood; Nicola Barbieri; Francesco Bonchi,Abstract Understanding the dynamics underlying the diffusion of new ideas or technology ina society is an important task with implications for sciences such sociology and economics;as well as important business applications; especially in marketing. In this article; we take afirst step in this direction; by studying the problem of how to model; in a simple and usefulabstraction; the complex process of innovation diffusion. Our unique input is a database ofadoptions DD; which is a relation (User; Item; Time) where a tuple\left ⟨ u; i; t\right ⟩ ∈ D u;i; t∈ D indicates that the user u adopted the item i at time t. For our aim; we propose astochastic model which decomposes a diffusion trace (ie; the sequence of adoptions of thesame item i) in an ordered sequence of stages; where each stage is intuitively built aroundtwo dimensions: users and relative speed at which adoptions happen. Each stage is …,Knowledge and Information Systems,2016,6
Privacy concerns vs. user behavior in community question answering,Imrul Kayes; Nicolas Kourtellis; Francesco Bonchi; Adriana Iamnitchi,Community-based question answering (CQA) platforms are crowd-sourced services forsharing user expertise on various topics; from mechanical repairs to parenting. While theynaturally build-in an online social network infrastructure; they carry a very different purposefrom Facebook-like social networks; where users" hang-out" with their friends and tend toshare more personal information. It is unclear; thus; how the privacy concerns and theircorrelation with user behavior in an online social network translate into a CQA platform. Thisstudy analyzes one year of recorded traces from a mature CQA platform to understand theassociation between users' privacy concerns as manifested by their account settings andtheir activity in the platform. The results show that privacy preference is correlated withbehavior in the community in terms of engagement; retention; accomplishments and …,Advances in Social Networks Analysis and Mining (ASONAM); 2015 IEEE/ACM International Conference on,2015,6
Catch; clean; and release: A survey of obstacles and opportunities for network trace sanitization,Keren Tan; Jihwang Yeo; Michael E Locasto; David Kotz,The sharing of network trace data provides important benefits to both network researchersand administrators. Sharing traces helps scientists and network engineers compare andreproduce results and the behavior of network tools. The practice of sharing suchinformation; however; faces a number of obstacles. Network traces contain significantamounts of sensitive information about the network structure and its users. Thus;researchers wishing to share traces must “sanitize” them to protect this information. Wedistinguish the terms “anonymization” and “sanitization”:“anonymization” attempts to protectthe privacy of network users; and “sanitization” attempts to protect the privacy of networkusers and the secrecy of operational network information. In contrast; freely sharing full-capture traces happens rarely and usually re-,Privacy-Aware Knowledge Discovery: Novel Applications and New Techniques,2010,6
Machine Learning and Knowledge Discovery in Databases: European Conference; ECML PKDD 2010; Barcelona; Spain; September 20-24; 2010. Proceedings,José L Balcázar; Francesco Bonchi; Aristides Gionis; Michèle Sebag,The European Conference on Machine Learning and Principles and Practice of KnowledgeDiscovery in Databases; ECML PKDD 2010; was held in Barcelona; September 20–24;2010; consolidating the long junction between the European Conference on MachineLearning (of which the first instance as European workshop dates back to 1986) andPrinciples and Practice of Knowledge Discovery in Data Bases (of which the first instancedates back to 1997). Since the two conferences were first collocated in 2001; both machinelearning and data mining communities have realized how each discipline benefits from theadvances; and participates to defining the challenges; of the sister discipline. Accordingly; asingle ECML PKDD Steering Committee gathering senior members of both communitieswas appointed in 2008.,*,2010,6
Automated bookmarking,*,The Internet is ubiquitous; the World Wide Web provided by the Internet continues to grow withnew information seemingly being added every second. To provide access to suchinformation; tools and services are often provided; which allow for the copious amounts of informationto be searched through in an efficient manner. For example; service providers may allow for usersto search the World Wide Web or other like networks using search engines. Similar tools or servicesmay allow for one or more databases or other like data repositories to be searched. With so muchinformation being available; there is a continuing need for methods and systems that allow forpertinent information to be analyzed in an efficient manner … FIG. 1 is a process for automaticallygenerating bookmarks associating user accounts with individual links based at least in part ontracked user access data in accordance with one or more exemplary embodiments.,*,2010,6
Optimising topical query decomposition,Marcin Sydow; Francesco Bonchi; Carlos Castillo; Debora Donato,Abstract Topical query decomposition (TQD) is a paradigm recently introduced in [1]; which;given a query; returns to the user a set of queries that cover the answer set of the originalquery. The TQD problem was studied as a variant of the set-cover problem and solved bymeans of a greedy algorithm. This paper aims to strengthen the original formulation byintroducing a new global objective function; and thus formalising the problem as acombinatorial optimisation one. Such a reformulation defines a common framework allowinga formal evaluation and comparison of different approaches to TQD. We apply simulatedannealing; a sub-optimal meta-heuristic; to the problem of topical query decomposition andwe show; through a large experimentation on a data sample extracted from an actual querylog; that such meta-heuristic achieves better results than the greedy algorithm.,Proceedings of the 2009 workshop on Web Search Click Data,2009,6
Network graph evolution rule generation,*,A network's evolution is characterized by graph evolution rules. A graph; formed by mergingmultiple graphs representing the multiple snapshots of the network; that represents anevolutionary network is mined to identify evolutional patterns of the network. A pattern isselected from the identified patterns. Graph evolution rules are generated using identifiedevolutional patterns. The generated graph evolution rules represent the evolutional patternsof the network; the rules indicating that any occurrence of a child pattern of the selectedpattern implies a corresponding occurrence of the selected pattern.,*,2012,5
Diverse query recommendations using weighted set cover methodology,*,A computer-implemented method is such that suggested search queries are provided basedon an input search query. The search query is received (such as from a user providing thesearch query to a search engine service) and a first list of documents is determined thatcorrespond to processing the query by a search engine. A list of result queries isdetermined; wherein executing the list of result queries would correspond to a second list ofdocuments; that result from presenting the result queries to the search engine; and thedocuments of the second list of documents cover the documents of the first list of documents.The list of result queries is returned as the suggested queries. Determining a list of resultqueries may include; for example; determining a list of potential queries; wherein eachpotential query; when executed by the search engine; results in at least one document in …,*,2010,5
Nearest-neighbor queries in probabilistic graphs,Michalis Potamias; Francesco Bonchi; Aristides Gionis; George Kollios,Large probabilistic graphs arise in various domains spanning from social networks tobiological and communication networks. An important query in these graphs is the k nearest-neighbor query; which involves finding and reporting the k closest nodes to a specific node.This query assumes the existence of a measure of the" proximity" or the" distance" betweenany two nodes in the graph. To that end; we propose various novel distance functions thatextend well known notions of classical graph theory; such as shortest paths and randomwalks. We argue that many meaningful distance functions are computationally intractable tocompute exactly. Thus; in order to process nearest-neighbor queries; we resort to MonteCarlo sampling and exploit novel graph-transformation ideas and pruning opportunities. Inour extensive experimental analysis; we explore the trade-offs of our approximation …,*,2009,5
Constraint-Based Pattern Discovery.,Francesco Bonchi,Devising fast and scalable algorithms; able to crunch huge amount of data; was for manyyears one of the main goals of data mining research. But then we realized that this was notenough. It does not matter how efficient such algorithms can be; the results we obtain areoften of limited use in practice. Typically; the knowledge we seek is in a small pool of localpatterns hidden within an ocean of irrelevant patterns generated from a sea of data.Therefore; it is the volume of the results itself that creates a second order mining problem forthe human expert. This is; typically; the case of association rules and frequent itemset mining(Agrawal & Srikant; 1994); to which; during the last decade a lot of researchers havededicated their (mainly algorithmic) investigations. The computational problem is that ofefficiently mining from a database of transactions; those itemsets which satisfy a user …,*,2009,5
Knowledge Discovery in Inductive Databases: 4th International Workshop; KDID 2005; Porto; Portugal; October 3; 2005; Revised Selected and Invited Papers,Francesco Bonchi; Jean-François Boulicaut,The4thInternationalWorkshoponKnowledge… (KDID 2005) was held in Porto; Portugal; onOctober 3; 2005 in conjunction with the 16th European Conference on Machine Learningand the 9th European Conference on Principles and Practice of Knowledge Discovery inDatabases. Ever since the start of the? eld of data mining; it has been realized that theintegration of the database technology into knowledge discovery processes was a crucialissue. This vision has been formalized into the inductive database perspective introduced byT. Imielinski and H. Mannila (CACM 1996; 39 (11)). The main idea is to consider knowledgediscovery as an extended querying p-cess for which relevant query languages are to bespeci? ed. Therefore; inductive databases might contain not only the usual data but alsoinductive gener-izations (eg; patterns; models) holding within the data. Despite many …,*,2006,5
Generalizing association rules in n-ary relations: application to dynamic graph analysis,Thi Kim Ngan Nguyen,Résumé Le calcul de motifs dans de grandes relations binaires a été très étudié. Un succèsemblématique concerne la découverte d'ensembles fréquents et leurs post-traitements pouren dériver des règles d'association. Il s' agit de calculer des motifs dans des relationsbinaires qui enregistrent quelles sont les propriétés satisfaites par des objets. En fait; denombreux jeux de données se présentent naturellement comme des relations n-aires (avecn> 2). Par exemple; avec l'ajout de dimensions spatiales et/ou temporelles (lieux et/outemps où les propriétés sont enregistrées); la relation binaire Objets x Propriétés estétendue à une relation 4-aire Objets x Propriétés x Lieux x Temps. Nous avons généralisé leconcept de règle d'association dans un tel contexte multi-dimensionnel. Contrairement auxrègles usuelles qui n'impliquent que des sous-ensembles d'un seul domaine de la …,*,2012,4
Top-10 data mining case studies,Gabor Melli; Xindong Wu; Paul Beinat; Francesco Bonchi; Longbing Cao; Rong Duan; Christos Faloutsos; Rayid Ghani; Brendan Kitts; Bart Goethals; Geoff McLachlan; Jian Pei; Ashok Srivastava; Osmar Zaïane,We report on the panel discussion held at the ICDM'10 conference on the top 10 data miningcase studies in order to provide a snapshot of where and how data mining techniques havemade significant real-world impact. The tasks covered by 10 case studies range from thedetection of anomalies such as cancer; fraud; and system failures to the optimization oforganizational operations; and include the automated extraction of information fromunstructured sources. From the 10 cases we find that supervised methods prevail whileunsupervised techniques play a supporting role. Further; significant domain knowledge isgenerally required to achieve a completed solution. Finally; we find that successfulapplications are more commonly associated with continual improvement rather than bysingle" aha moments" of knowledge (" nugget") discovery.,International Journal of Information Technology & Decision Making,2012,4
Extending the soft constraint based mining paradigm,Stefano Bistarelli; Francesco Bonchi,Abstract The paradigm of pattern discovery based on constraints has been recognized as acore technique in inductive querying: constraints provide to the user a tool to drive thediscovery process towards potentially interesting patterns; with the positive side effect ofachieving a more efficient computation. So far the research on this paradigm has mainlyfocussed on the latter aspect: the development of efficient algorithms for the evaluation ofconstraint-based mining queries. Due to the lack of research on methodological issues; theconstraint-based pattern mining framework still suffers from many problems which limit itspractical relevance. In our previous work [5]; we analyzed such limitations and showed howthey flow out from the same source: the fact that in the classical constraint-based mining; aconstraint is a rigid boolean function which returns either true or false. To overcome such …,International Workshop on Knowledge Discovery in Inductive Databases,2006,4
Pushing constraints to detect local patterns,Francesco Bonchi; Fosca Giannotti,Abstract The main position of this paper is that constraints can be a very useful tool in thesearch for local patterns. The justification for our position is twofold. On one hand; pushingconstraints makes feasible the computation of frequent patterns at very low frequency levels;which is where local patterns are. On the other hand constraints can be exploited to guidethe search for those patterns showing deviating; surprising characteristics. We first reviewthe many definitions of local patterns. This review leads us to justify our position. We thenprovide a survey of techniques for pushing constraint into the frequent pattern computation.,*,2005,4
Identifying communities within a social network based on information propagation data,*,Methods and systems for identifying communities based on information propagation dataare described. One of the methods includes receiving a social graph; which includes nodesand relationships between the nodes. The method further includes receiving a number of thecommunities to find within the social graph; receiving data regarding propagation ofinformation between the nodes; and calculating a probability of formation of a link between afirst one of the nodes and a second one of the nodes based on the data. The link provides adirection of flow of media between the first and second nodes. The method includescalculating a probability that media will be accessed by the second node based on the data.One of the communities includes the first node; the second node; and the link.,*,2016,3
Systems and methods for providing recommendations and explanations,*,Provided herein is a system or method for a users-to-follow recommendation engine for;based at least in part on social network information and information about users in one ormore social networks; determining features relating to users; including topical features andsocial features; determining; using a model constructed utilizing the determined features; fora set or users; a subset of the set of users for which the user has a high linkage; relative toother linkages in the set; and determining; using the model; and displaying to the user; arecommendation to follow and an associated explanation; of at least one particular user ofthe subset of the users wherein the associated explanation includes a topical-basedexplanation when a predominant basis for the high linkage is determined to be topical and asocial-based explanation when a predominant basis for the high linkage is determined to …,*,2016,3
Top-k Reliable Edge Colors in Uncertain Graphs,Arijit Khan; Francesco Gullo; Thomas Wohler; Francesco Bonchi,Abstract We study the fundamental problem of finding the set of top-k edge colors thatmaximizes the reliability between a source node and a destination node in an uncertain andedge-colored graph. Our top-k reliable color set problem naturally arises in a variety of real-world applications including pathway finding in biological networks; topic-aware influencemaximization; and team formation in social networks; among many others. In addition to the#P-completeness of the classical reliability finding problem between a source and adestination node over an uncertain graph; we prove that our problem is also NP-hard; andneither sub-modular; nor super-modular. To this end; we aim at designing effective andscalable solutions for the top-k reliable color set problem. We first introduce two baselinesfollowing the idea of repetitive inclusion of the next best edge colors; and we later …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,3
Local correlation clustering,Francesco Bonchi; David García-Soriano; Konstantin Kutzkov,Abstract: Correlation clustering is perhaps the most natural formulation of clustering. Given $n $ objects and a pairwise similarity measure; the goal is to cluster the objects so that; to thebest possible extent; similar objects are put in the same cluster and dissimilar objects are putin different clusters. Despite its theoretical appeal; the practical relevance of correlationclustering still remains largely unexplored; mainly due to the fact that correlation clusteringrequires the $\Theta (n^ 2) $ pairwise similarities as input. In this paper we initiate theinvestigation into\emph {local} algorithms for correlation clustering. In\emph {localcorrelation clustering} we are given the identifier of a single object and we want to return thecluster to which it belongs in some globally consistent near-optimal clustering; using a smallnumber of similarity queries. Local algorithms for correlation clustering open the door to …,arXiv preprint arXiv:1312.5105,2013,3
Interactive and context-aware tag spell check and correction,Francesco Bonchi; Ophir Frieder; Franco Maria Nardini; Fabrizio Silvestri; Hossein Vahabi,Abstract Collaborative content creation and annotation creates vast repositories of all sortsof media; and user-defined tags play a central role as they are a simple yet powerful tool fororganizing; searching and exploring the available resources. We observe that when a userannotates a resource with a set of tags; those tags are introduced one at a time. Therefore;when the fourth tag is introduced; a knowledge represented by the previous three tags; ie;the context in which the fourth tag is produced; is available and exploitable for generatingpotential correction of the current tag. This context; together with the" wisdom of the crowd"represented by the co-occurrences of tags in all the resources of the repository; can beexploited to provide interactive tag spell check and correction. We develop this idea in aframework; based on a weighted tag co-occurrence graph and on nodes relatedness …,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,3
K-Nearest Neighbors in Uncertain Graphs,Franceso Bonchi; George Kollios; Aristides Gionis; Michalis Potamias,*,J. Comput. Secur,2012,3
A relational query primitive for constraint-based pattern mining,Francesco Bonchi; Fosca Giannotti; Dino Pedreschi,Abstract As a step towards the design of an Inductive Database System; in this paper wepresent a primitive for constraint-based frequent pattern mining; which represents a carefultrade-off between expressiveness and efficiency. Such primitive is a simple mechanismwhich takes a relational table in input and extracts from it all frequent patterns which satisfy agiven set of user-defined constraints. Despite its simplicity; the proposed primitive isexpressive enough to deal with a broad range of interesting constraint-based frequentpattern queries; using a comprehensive repertoire of constraints defined over SQLaggregates. Thanks to its simplicity; the proposed primitive is amenable to be smoothlyembedded in a variety of data mining query languages and be efficiently executed; by thestate-of-the-art optimization techniques based on pushing the various form of constraints …,*,2006,3
Learning about Land Use change in Rome and in Pisa Urban areas,Francesco Bonchi; Silvana Lombardo; Serena Pecori; Alessandro Santucci,Segnalazioni con codici 20501/20503/20504: Alcuni dati obbligatori per il sito CINECA nonsono presenti o invalidi; oppure il sito CINECA non è riuscito ad individuare una rivista con idati forniti; è necessario controllare la correttezza dell'ISSN e/o EISSN dove applicabili e iltitolo della rivista.Segnalazioni con codici 20201/20202: La pubblicazione non è statatrasferita SOLO per i docenti segnalati nel messaggio a causa di problemi nell'anagraficaCINECA e/o di Ateneo (pe i codici fiscali non sono gli stessi) oppure perché si tratta didocenti che; pur essendo abilitati all'inserimento nel sistema di Ateneo; non hanno facoltà disincronizzare le proprie pubblicazioni in CINECA. Tutti gli altri eventuali coautori senzasegnalazione troveranno la pubblicazione correttamente nel proprio spazio personaleCINECA.,*,2004,3
Adaptive Web Caching Using Decision Trees,Francesco Bonchi; Fosca Giannotti; Giuseppe Manco; Mirco Nanni; Dino Pedreschi; Chiara Renso; Salvatore Ruggieri,*,SIAM workshop on Web Mining; Chicago,2001,3
Scalable dynamic graph summarization,Ioanna Tsalouchidou; Gianmarco De Francisci Morales; Francesco Bonchi; Ricardo Baeza-Yates,Large-scale dynamic graphs can be challenging to process and store; due to their size andthe continuous change of communication patterns between nodes. In this work we addressthe problem of summarizing large-scale dynamic graphs; maintaining the evolution of theirstructure and the communication patterns. Our approach is based on grouping the nodes ofthe graph in supernodes according to their connectivity and communication patterns. Theresulting summary graph preserves the information about the evolution of the graph within atime window. We propose two online; distributed; and tunable algorithms for summarizingthis type of graphs. We apply our methods to several real-world and synthetic dynamicgraphs; and we show that they scale well on the number of nodes and produce high-qualitysummaries.,Big Data (Big Data); 2016 IEEE International Conference on,2016,2
Method and system for recommending relevant web content to second screen application users,*,Disclosed is a system and method for recommending web content to a second screen. Aserver computer analyzes closed captioning text associated with a media program beingexperienced in a time period by a user having a client device. In response to the analyzingof the closed captioning text; the server automatically extracts an entity from the closedcaptioning text and determines an online web page describing the entity. The server utilizesa graph model to retrieve a relevant information item for the entity; where the graph modelincludes a plurality of entity nodes and a plurality of query nodes. The server communicates;within the time period; the relevant information item to the client device.,*,2016,2
Research mission identification,*,A system and method is described herein that automatically determines if a user of a searchengine is conducting a research mission and then provides one or more research tools; oneor more specialized searches; one or more directed ads; and/or one or more marketplaceevents responsive to determining that the research mission is being conducted. Theautomatic provision of various events and/or tools responsive to determination of theresearch mission can advantageously improve the experience of the user conducting theresearch mission.,*,2014,2
Privacy and anonymity in location data management,Claudio Bettini; Sergio Mascetti; Dario Freni; X Sean Wang; Sushil Jajodia,A growing number of applications and services include among their parameters a spatialand temporal characterization of some of the objects that they store and process. Theseapplications are enabled by technologies; like GPS; WiFi positioning; or cellular networkbased methods; that can provide real-time data about the position of moving objects. Someapplications do not permanently store location data that is just received; processed; anddeleted. This is sometimes enforced as a privacy preserving policy in the provisioning oflocation based services (LBS). However; in most cases; location data are permanentlystored as any other data; to provide a better service (eg; to understanding direction andspeed of objects;,Privacy-aware knowledge discovery: Novel applications and new techniques,2010,2
Issues with privacy preservation in query log mining,Ricardo Baeza-Yates; Rosie Jones; Barbara Poblete; Myra Spiliopoulou,The Web has profoundly changed the way we live and work in a very short period of time.One of the main drivers for that change is trust. Trust encompasses trusting informationfound in the Web; trusting e-commerce applications; trusting that personal data will not beshared; etc. The main trust discussed in this chapter; is that of trusting that search engineskeep the queries issued by a person as private information. In each of the cases mentionedabove; guarding and enhancing that trust should be one of the main goals of Web serviceproviders. In the case of search engine query logs; this is crucial for their business success.In particular; we show that even a sequence of queries can disclose private information; andthat it is important to be aware of what type and how much information we are potentiallyexposing when using a search engine. Query log mining is of great interest to industrial …,*,2010,2
Knowledge hiding in emerging application domains,Osman Abul,Without any doubt data is among the most valuable assets of many profit or non-profitorganizations including government agencies; corporations and non-governmentalinstitutions. Apart from daily operational use; this is simply because data is the source ofprecise information and knowledge that organizations need to stay in business; ie; theirsuccess heavily depends on better data utilization. Fast-pacing technological advancementsprovide organizations with easy collection of massive volumes of data; the utilization ofwhich is organization-dependent; eg; ranging from simple querying to complex analysis likedata mining. However; the process is not straightforward as data management per se haslong been known as a tough issue as it encompasses several non-trivial aspects; eg;indexing; integrity; consistency and security. Fortunately; database management systems …,Privacy-Aware Knowledge Discovery,2010,2
Machine Learning and Knowledge Discovery in Databases,Francesco Bonchi; Aristides Gionis; Michèle Sebag,*,*,2010,2
Privacy-aware health information sharing,Thomas Trojer; CK Lee; Benjamin CM Fung; Lalita Narupiyakul; Patrick CK Hung,Gaining access to high-quality health data is a vital requirement for informed decisionmaking by medical practitioners and pharmaceutical researchers. Driven by mutual benefitsand by regulations; there is a demand and necessity for healthcare institutes to share patientdata with various parties for research purposes. However; health data in its raw form oftencontains sensitive information about individuals; and publishing such data will violateindividual privacy. The current practice in information sharing primarily relies on policies andguidelines on the types of data that can be published; and agreements on the use of shareddata. This approach alone may lead to excessive data distortion or insufficient protection. Aproblem of utmost im-,*,2009,2
Mining clinical; immunological; and genetic data of solid organ transplantation,Michele Berlingerio; Francesco Bonchi; Michele Curcio; Fosca Giannotti; Franco Turini,Summary Clinical databases store large amounts of information about patients and theirmedical conditions. Data mining techniques can extract relationships and patterns implicit inthis wealth of data; and thus be helpful in understanding the progression of diseases and theefficacy of the associated therapies. In this perspective; in Pisa (Italy) we have started animportant data collection and analysis project; where a very large number ofepidemiological; clinical; immunological and genetic variables collected before thetransplantation of a solid organ; and during the follow-up assessment of the patients; arestored in a datawarehouse for future mining. This on-going data collection involves all liver;kidney; pancreas and kidney-pancreas transplantations of the last five years of one of thelargest (as to number of transplantations) centers in Europe. The project ambitious goal is …,*,2009,2
Privacy-aware knowledge discovery from location data,Maurizio Atzori; Francesco Bonchi; Fosca Giannotti; Dino Pedreschi; Osman Abul,Spatio-temporal; geo-referenced datasets are growing rapidly; and will be more in the nearfuture. This phenomenon is mostly due to the daily collection of telecommunication data frommobile phones and other location-aware devices and is expected to enable novel classes ofapplications based on the extraction of behavioral patterns from mobility data. Such patternscould be used for instance in traffic and sustainable mobility management (eg; to study theaccessibility to services); urban planning; environmental monitoring; and collaborativelocation-based services. Clearly; in these applications privacy is a concern; since someknowledge may be sensitive; or an over-specific pattern may reveal the behaviour of groupsof few individual. In this paper we focus on automated privacy-preserving methods wedeveloped for extracting and sharing user-consumable forms of knowledge from large …,Mobile Data Management; 2007 International Conference on,2007,2
Mining HLA patterns explaining liver diseases,Michele Berlingerio; Francesco Bonchi; Silvia Chelazzi; Michele Curcio; Fosca Giannotti; Fabrizio Scatena,Human leukocyte antigens (HLA); also known as histocompatibility antigens; are moleculesfound on all nucleated cells in the body. Histocompatibility antigens help the immune systemto recognize whether or not a cell is foreign to the body; hence the success of an organtransplantation is strongly connected to the HLA systems of the donor-recipient pair. Beyondthis important role; the HLA system seems to influence also the clinical course of hepaticcirrhosis; both on viral and autoimmune basis. However; not only different antigens havedifferent importance wrt hepatic cirrhosis; but; to make things more complicated; other not yetwell characterized factors could play an important role. It is thus important to assess theexistence of associations between haplotypic settings (possibly mixed with clinical anddemographical information) and hepatic cirrhosis. Algorithms developed for frequent …,Computer-Based Medical Systems; 2006. CBMS 2006. 19th IEEE International Symposium on,2006,2
Core Decomposition and Densest Subgraph in Multilayer Networks,Edoardo Galimberti; Francesco Bonchi; Francesco Gullo,Abstract Multilayer networks are a powerful paradigm to model complex systems; wherevarious relations might occur among the same set of entities. Despite the keen interest in avariety of problems; algorithms; and analysis methods in this type of network; the problem ofextracting dense subgraphs has remained largely unexplored. As a first step in this direction;in this work we study the problem of core decomposition of a multilayer network. Unlike thesingle-layer counterpart in which cores are all nested into one another and can be computedin linear time; the multilayer context is much more challenging as no total order exists amongmultilayer cores; rather; they form a lattice whose size is exponential in the number of layers.In this setting we devise three algorithms which differ in the way they visit the core lattice andin their pruning techniques. We assess time and space efficiency of the three algorithms …,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,1
Summarizing static and dynamic big graphs,Arijit Khan; Sourav S Bhowmick; Francesco Bonchi,Abstract Large-scale; highly-interconnected networks pervade our society and the naturalworld around us; including the World Wide Web; social networks; knowledge graphs;genome and scientific databases; medical and government records. The massive scale ofgraph data often surpasses the available computation and storage resources. Besides;users get overwhelmed by the daunting task of understanding and using such graphs due totheir sheer volume and complexity. Hence; there is a critical need to summarize largegraphs into concise forms that can be more easily visualized; processed; and managed.Graph summarization has indeed attracted a lot of interests from various researchcommunities; such as sociology; physics; chemistry; bioinformatics; and computer science.Different ways of summarizing graphs have been invented that are often complementary …,Proceedings of the VLDB Endowment,2017,1
