Observation of room-temperature magnetic skyrmions and their current-driven dynamics in ultrathin metallic ferromagnets,Seonghoon Woo; Kai Litzius; Benjamin Krüger; Mi-Young Im; Lucas Caretta; Kornel Richter; Maxwell Mann; Andrea Krone; Robert M Reeve; Markus Weigand; Parnika Agrawal; Ivan Lemesh; Mohamad-Assaad Mawass; Peter Fischer; Mathias Kläui; Geoffrey SD Beach,Abstract Magnetic skyrmions 1; 2 are topologically protected spin textures that exhibitfascinating physical behaviours 1; 2; 3; 4; 5; 6 and large potential in highly energy-efficientspintronic device applications 7; 8; 9; 10; 11; 12; 13. The main obstacles so far are thatskyrmions have been observed in only a few exotic materials and at low temperatures 1; 2;3; 4; 6; 7; 8; and fast current-driven motion of individual skyrmions has not yet beenachieved. Here; we report the observation of stable magnetic skyrmions at room temperaturein ultrathin transition metal ferromagnets with magnetic transmission soft X-ray microscopy.We demonstrate the ability to generate stable skyrmion lattices and drive trains of individualskyrmions by short current pulses along a magnetic racetrack at speeds exceeding 100 ms−1 as required for applications. Our findings provide experimental evidence of recent …,Nature materials,2016,314
Probing the magnetic microstructure of an amorphous GdFe system with magnetic anomalous small angle x-ray scattering,P Fischer; R Zeller; G Schütz; G Goerigk; H-G Haubold; K Pruegl; G Bayreuther,The combination of x-ray magnetic circular dichroism (X-MCD) with anomalous small anglex-ray scattering (ASAXS) allows to determine size distributions and correlations lengths inthe nanometer range of magnetic precipitates in granular systems. Results on anamorphous GdFe system with a pronounced perpendicular magnetic anisotropy arereported. Standard ASAXS measurements taken at the Fe K edge provide information on theelectronic structure yielding a correlation maximum at 75 Å and an average particle radius of6 Å. The magnetic scattering curves (MASAXS) were obtained at the corresponding Gd L 3;2 edges. Their intensities can be explained by magnetic contributions to the anomalousscattering factors f′ and f ″. A change of sign in the MASAXS is observed between profilestaken at the L 3 and the L 2 edge and with the change of circular polarization as expected …,Journal of applied physics,1998,5
Magnetic Small Angle X-Ray Scattering,P Fischer; R Zeller; G Schütz; G Goerigk; H-G Haubold,Abstract We present first experimental results of the extension of X-ray Magnetic CircularDichroism (X-MCD) to Small Angle X-ray Scattering (SAXS). The purpose of this study is todetermine size distributions and correlations lengths in the nanometer range of magneticprecipitates in granular systems. Magnetic scattering curves obtained with a GdFe system atthe Gd L s edge are compared with reference measurements taken with Anomalous SmallAngle X-ray Scattering (ASAXS) at the Fe K-edge. The profile of the scattering curvesindicate a correlation maximum. The magnetic scattering intensity can be explained withinthe frame of X-MCD results and magnetic contributions to the anomalous scattering factorsf'and f".,Le Journal de Physique IV,1997,5
Circularly polarized X-rays probing nuclear magnetic moments and magnetism of solids,G Schütz; P Fischer,Abstract It is demonstrated how circularly polarized x-rays can be used in nuclear and solidstate physics. Detection of the radiation pattern of circularly polarized x-rays emitted in highlyconverted decays of oriented radio isotopes allows the determination of nuclear magneticmoments. Studying the absorption profiles of energy-tunable intense circularly polarized x-rays emitted from high-energy electron storage rings provides a powerful method todetermine spin structure of electronic states; local magnetic moments and magnetic shortrange order in ferromagnetic materials.,Zeitschrift für Physik A Hadrons and Nuclei,1992,5
Simultaneous control of magnetic topologies for reconfigurable vortex arrays,Mi-Young Im; Peter Fischer; Hee-Sung Han; Andreas Vogel; Min-Seung Jung; Weilun Chao; Young-Sang Yu; Guido Meier; Jung-Il Hong; Ki-Suk Lee,Abstract The topological spin textures in magnetic vortices in confined magnetic elementsoffer a platform for understanding the fundamental physics of nanoscale spin behavior andthe potential of harnessing their unique spin structures for advanced magnetic technologies.For magnetic vortices to be practical; an effective reconfigurability of the two topologies ofmagnetic vortices; that is; the circularity and the polarity; is an essential prerequisite. Thereconfiguration issue is highly relevant to the question of whether both circularity andpolarity are reliably and efficiently controllable. In this work; we report the first directobservation of simultaneous control of both circularity and polarity by the sole application ofan in-plane magnetic field to arrays of asymmetrically shaped permalloy disks. Ourinvestigation demonstrates that a high degree of reliability for control of both topologies …,NPG Asia Materials,2017,4
Magnetic properties of ultrathin discontinuous Co/Pt multilayers: Comparison with short-range ordered and isotropic CoPt 3 films,Michalis Charilaou; C Bordel; P-E Berche; BB Maranville; P Fischer; F Hellman,Abstract Magnetic properties of thin Co/Pt multilayers have been investigated in order tostudy the dependence of magnetization M; uniaxial anisotropy K u; and Curie temperatureTC on the multilayer thickness; composition; and structure. A comparison between epitaxialsubmonolayer multilayers and epitaxial fcc CoPt 3 alloy films with large perpendicularmagnetic anisotropy (PMA) attributed to growth-induced Co clustering reveals significantdifferences in the temperature dependence of magnetization M (T); despite the presence ofthin planar Co platelets in both cases. Even the thinnest discontinuous multilayered structureshows a Langevin-like M (T); while the alloy films with PMA show a broadened andenhanced M (T) indicating a distribution of environments; including monolayer Co plateletsseparated by only 1–2 layers of Pt. These differences have been reproduced in Monte …,Physical Review B,2016,4
Temperature and magnetic-field driven dynamics in artificial magnetic square ice,Sophie A Morley; Aaron Stein; Mark C Rosamond; Diego Alba Venero; Aleš Hrabec; Philippa M Shepley; Mi-Young Im; Peter Fischer; Matthew T Bryan; Dan A Allwood; Paul Steadman; Sean Langridge; Christopher H Marrows,Artificial spin ices are often spoken of as being realisations of some of the celebrated vertexmodels of statistical mechanics; where the exact microstate of the system can be imagedusing advanced magnetic microscopy methods. The fact that a stable image can be formedmeans that the system is in fact athermal and not undergoing the usual finite-temperaturefluctuations of a statistical mechanical system. In this paper we report on the preparation ofartificial spin ices with islands that are thermally fluctuating due to their very small size. Therelaxation rate of these islands was determined using variable frequency focused magneto-optic Kerr measurements. We performed magnetic imaging of artificial spin ice under variedtemperature and magnetic field using X-ray transmission microscopy which uses X-raymagnetic circular dichroism to generate magnetic contrast. We have developed an on …,Spintronics VIII,2015,4
Magnetic imaging with full-field soft X-ray microscopies,Peter Fischer; Mi-Young Im; Chloe Baldasseroni; Catherine Bordel; Frances Hellman; Jong-Soo Lee; Charles S Fadley,Abstract Progress toward a fundamental understanding of magnetism continues to be ofgreat scientific interest and high technological relevance. To control magnetization on thenanoscale; external magnetic fields and spin polarized currents are commonly used. Inaddition; novel concepts based on spin manipulation by electric fields or photons areemerging which benefit from advances in tailoring complex magnetic materials. Although thenanoscale is at the very origin of magnetic behavior; there is a new trend towardinvestigating mesoscale magnetic phenomena; thus adding complexity and functionality;both of which will become crucial for future magnetic devices. Advanced analytical tools arethus needed for the characterization of magnetic properties spanning the nano-to the meso-scale. Imaging magnetic structures with high spatial and temporal resolution over a large …,Journal of Electron Spectroscopy and Related Phenomena,2013,4
Soft x‐ray microscopy of green cements,PJM Monteiro; M Mancio; AP Kirchheim; R Chae; J Ha; P Fischer; T Tyliszczak,The present status of the cement and concrete industry is not sustainable. The production ofPortland cement is responsible for 7% of the CO 2 emissions in the world and existingreinforced concrete infrastructure is deteriorating at a fast pace. The change in the existingtechnology requires new developments in our understanding of the nanostructure ofhydration products and the complex deterioration reactions. We have been developing anelaborate research program to advance the existing cement and concrete science bycharacterizing its nanostructure by synchrotron radiation. A new generation of greencements is being studied using high‐resolution soft x‐ray microscopy at the nano‐level.,AIP Conference Proceedings,2011,4
X-ray magnetic circular dichroism used to image magnetic domains,P Fischer; T Eimüller; R Kalchgruber; G Schütz; G Schmahl; P Guttmann; G Bayreuther,A new technique to image magnetic domain structures has been established by thecombination of the high resolution transmission X-ray microscope (TXM) at BESSY I basedon the zone plate technique with the X-ray magnetic circular dichroism (X-MCD) providing ahuge magnetic contrast. A lateral spatial resolution down to 30 nm could be achieved. Basicfeatures of X-MCD are the inherent element-specificity and the potential to gain informationon the local spin and orbital moments of the absorbing species applying magneto-opticalsum rules. Key results at the Fe L3; 2 edges of Fe in a layered GdFe system and at the Co Lsedge of a PtCo layered system demonstrate the potential of this microscopy. The images canbe recorded in varying magnetic fields which allows to study the evolution of magneticdomains within a complete hysteresis loop.,Journal of synchrotron radiation,1999,4
Imaging of magnetic domains at BESSY,G Schmahl; P Guttmann; D Raasch; P Fischer; G Schütz,Gd72 3Fe27 7 system with a Curie temperature of T.-51 OK. The amorphous film wasprepared by coevaporation from two electron-gun sources in a high vacuum system onto a325nm Polyimid foil as substrate. For chemical protection; the Gd-Fe films of thickness h=59±l nm were covered with 15 nm Al layers on both sides of the Gd-Fe layer. The density ofthe films was typically 95% as compared to their crystalline counterparts. Simultaneously;reference films were prepared on glass substrates in order to determine the coercivity andthe layer thickness. The layer composition was analyzed by electron probe micro-analysis(EPMA). The out-of-plane coercivity of this sample was determined both by Faraday effectmeasurement andin situ with the X-ray microscope; as described later. In both cases; Hcwasdetermined to 4 (1) mT with a shift of the hysteresis loop of~ 8 mT; which can be attributed …,Synchrotron Radiation News,1996,4
Vortex circulation patterns in planar microdisk arrays,Sven Velten; Robert Streubel; Alan Farhan; Noah Kent; Mi-Young Im; Andreas Scholl; Scott Dhuey; Carolin Behncke; Guido Meier; Peter Fischer,We report a magnetic X-ray microscopy study of the pattern formation of circulation in arraysof magnetic vortices ordered in a hexagonal and a honeycomb lattice. In the honeycomblattice; we observe at remanence an ordered phase of alternating circulations; whereas inthe hexagonal lattice; small regions of alternating lines form. A variation in the edge-to-edgedistance shows that the size of those regions scales with the magnetostatic interaction.Micromagnetic simulations reveal that the patterns result from the formation of flux closurestates during the nucleation process.,Applied Physics Letters,2017,3
Suppression of stochastic pinning in magnetic nanowire devices using “virtual” domain walls,MPP Hodges; MT Bryan; PW Fry; M-Y Im; P Fischer; TJ Hayward,We have investigated the pinning and depinning of “virtual” domain walls in planar magneticnanowires. Such virtual walls are created when a conventional domain wall becomesannihilated at a narrow gap between two segments of a discontinuous nanowire. By usingfocused magneto-optical Kerr effect magnetometry to study the repeatability of theirdepinning; we show that virtual walls exhibit single-mode depinning distributions;characterized by remarkably low; sub-Oersted standard deviations. This is in stark contrastto the depinning of domain walls from conventional notch-shaped defects; which typicallyexhibit multi-mode depinning field distributions spanning tens to hundreds of Oersteds. High-resolution magnetic soft x-ray microscopy measurements are used to reveal that this highlevel of repeatability is the result of a simple mediated-nucleation process; which …,Journal of Applied Physics,2014,3
Planar organic spin valves using nanostructured Ni80Fe20 magnetic contacts,Hadi AlQahtani; Matthew T Bryan; Thomas J Hayward; Matthew P Hodges; M-Y Im; Peter Fischer; Martin Grell; Dan A Allwood,Abstract Planar organic spin valves were fabricated by evaporating organic semiconductorPTCDI-C 13 onto pairs of patterned Ni 80 Fe 20 magnetic nanowires separated by 120 nm.Control over the relative alignment of magnetisation in the nanowires was achieved byincluding a domain wall 'nucleation pad'at the end of one of the wires to ensure a largeseparation in magnetic switching fields. Switching behaviour was investigated by optical andX-ray magnetic imaging. Room temperature organic magnetoresistance of− 0.35% wasobserved; which is large compared to that achieved in vertical spin valves with similarmaterials. We attribute the enhanced performance of the planar geometry to the depositionof the semiconductor on top of the metal; which improves the quality of metal–semiconductorinterfaces compared to the metal-on-semiconductor interfaces in vertical spin valves.,Organic Electronics,2014,3
Magnetic vortex dynamics on a picoseconds timescale in a hexagonal Permalloy pattern,Je-Ho Shim; Dong-Hyun Kim; Brooke Mesler; Jung-Hwan Moon; Kyung-Jin Lee; Erik Anderson; Peter Fischer,We observed a motion of magnetic vortex core in a hexagonal Permalloy pattern by meansof soft x-ray microscopy. Pump-probe stroboscopic observation on a picosecond timescalehas been carried out after exciting a ground state vortex structure by an external field pulseof 1 ns duration. Vortex core is excited off from the center position of the hexagonal patternbut the analysis of the core trajectory reveals that the motion is nongyrotropic.,Journal of Applied Physics,2010,3
On-Line In-Situ Diagnostics of Processes within PEM Fuel Cells by Raman Spectroscopy,Hans Bettermann; Peter Fischer,abstract This contribution intends to show how Raman spectroscopy can be used to pursueprocesses inside PEM fuel cells. For this; two experimental setups have been worked out. Atfirst a microscope objective was inserted into one bipolar plate. This enabled the detection ofhydrogen; oxygen; nitrogen; vaporous and liquid water as well as changes in gascompositions and water distribution induced by an artificial pinhole within the MEA. Amultiple-fiber Raman spectrometer with seven twin fibers was then developed to refine thelook inside fuel cells. This setup permits the simultaneous record of gas compositions; liquidwater and water vapor and how those species do change locally during operation. Besidethe collection of data for modelling fuel cell processes; the multiple-fiber setup is primarilyconsidered to monitor degradation processes and pre-stages of membrane damages.,ASME 2010 8th International Conference on Fuel Cell Science; Engineering and Technology,2010,3
Reflection Mode Imaging with High Resolution X-rayMicroscopy,Greg Denbeaux; Peter Fischer; Farhad Salmassi; Kathleen Dunn; James Evertsen,We report on the first demonstration of imaging microstructures with soft x-ray microscopyoperating in reflection geometry. X-ray microscopy in reflection mode combines the highresolution available with x-ray optics; the ability to image thick samples; and to directlyimage surfaces and interfaces. Future experiments with this geometry will include tuning theincident angle to obtain depth resolution. In combination with XMCD as magnetic contrastmechanism this mode will allow studies of deep buried magnetic interfaces.,*,2005,3
Imaging magnetic microstructures of with soft X-ray microscopies,Peter Fischer; Greg Denbeaux; Frithjof Nolting; Dagmar Goll; Thomas Eimiille; Christoph Quitmann; Gisela Schutz,X-ray magnetic circular dichroism (X-MCD) was used as magnetic contrast mechanism toimage at high lateral resolution the domain structure in thin magnetostrictive Terfenol-Dlayered systems both with full field magnetic X-ray transmission microscopy (M-TXM) at theAdvanced Light Source (ALS) in Berkeley CA (USA) and a new photoemission electronmicroscope (PEEM) at the Swiss Light Source SLS in Villigen (Switzerland). The switchingbehavior of the magnetic domain structure could be studied with the transmission X-raymicroscope at the ALS by recording the evolution of magnetic domains in external magneticfields. A spin reorientation from out-of-plane to in-plane was observed both after temperingthe as-grown amorphous system at elevated temperatures and with decreasing thickness.The coupling mechanism to an adjacent Co layer could be observed due the inherent …,Transactions of the Magnetics Society of Japan,2002,3
X-MCD study of mixed valence manganites,M Sikora; Cz Kapusta; D Zając; W Tokarz; K Attenkofer; P Fischer; E Goering; G Schütz,Abstract A study of the X-MCD spectra and X-MCD magnetometry; ie the X-MCD effect vs.applied field; of the colossal magnetoresistive perovskites La 0.67− y Tb y Ca 0.33 MnO 3 isreported. The spectra were measured on polycrystalline samples with y= 0.0; 0.1; 0.22 at 10and 77 K at the K; L 2; L 3 edges of manganese; the L 2; L 3 edges of lanthanum and the L2; L 3; M 4; M 5 edges of terbium. From the X-MCD signal at the M 4; M 5 edges of terbium aparallel alignment of terbium sublattice magnetisation to the manganese magnetisation andto the applied magnetic field is deduced. The X-MCD magnetometry curves at the Mn Kedge and La L edges show a saturation in the applied field; whereas Tb L edge signals donot saturate. The effect is especially pronounced in La 0.45 Tb 0.22 Ca 0.33 MnO 3. Theresults are discussed in terms of the influence of terbium doping on the magnetic and …,Journal of alloys and compounds,2001,3
Die Deutsche Bahn im Interessenkonflikt,Johannes Ludewig; Peter Fischer; Rudi Schäfer; Gerd Aberle,In jüngerer Zeit ist die Deutsche Bahn AG erneut verstärkt in die Diskussion geraten. Hatsich die Umwandlung der Deutschen Bundesbahn vor knapp fünf Jahren in eineigenverantwortliches Unternehmen; dessen öffentliche Aufgaben undgemeinwirtschaftliche Leistungen vom Staat finanziert werden; bewährt? Kommt es zuKonflikten zwischen unternehmerischem Handeln und Gemeinwohlinteresse?,Wirtschaftsdienst,1998,3
X-MCD study of expanded lattice permanent magnet materials,Cz Kapusta; R Mycielski; B Porebska; D Ahlers; K Attenkofer; P Fischer; G Schütz,The compounds belong to the family of materials for high performance permanent magnetsderiving from Sm2Co17. The Fe based compound; Sm2Fe17; however; havingcomparatively low magnetic ordering temperature and a planar anisotropy has not been acandidate for applications until recently; when it was found that its properties could bedramatically improved by introduction of carbon or nitrogen on the interstitial sites in thestructure [1; 2]. A huge rise of magnetic ordering temperature and appearance of a stronguniaxial anisotropy is observed upon nitriding or carbiding. A smaller effect of hydrogen onCurie temperature; TC; is observed and a planar anisotropy of the host Sm2Fe17 materialpersists in the hydride. The change of Tc is caused by the magnetovolume effect of nitriding(hydriding) which acts towards localization of the Fe 3d electronic band. Appearance of a …,Acta Physica Polonica-Series A General Physics,1997,3
Si Bragg-case transmission phase plate used for the production of circular polarized synchrotron radiation,A Kaprolat; K-J Gabriel; W Schülke; P Fischer; G Schütz,Abstract A Bragg-case transition phase plate was used to convert linear polarizedsynchrotron radiation of 13.3 keV energy into highly circular polarized radiation. The degreeof polarization was measured by comparing the results of XMCD experiments a) using theBragg phase plate and b) using the standard “inclined view technique”. A ray-tracingcomputer program is presented that allows calculation of obtainable intensity and degree ofcircular polarization for various types of phase plates and SR-sources.,Nuclear Instruments and Methods in Physics Research Section A: Accelerators; Spectrometers; Detectors and Associated Equipment,1995,3
Binary pseudo-random patterned structures for modulation transfer function calibration and resolution characterization of a full-field transmission soft x-ray microscope,VV Yashchuk; PJ Fischer; ER Chan; R Conley; WR McKinney; NA Artemiev; N Bouet; S Cabrini; G Calafiore; I Lacey; C Peroz; S Babin,We present a modulation transfer function (MTF) calibration method based on binary pseudo-random (BPR) one-dimensional sequences and two-dimensional arrays as an effectivemethod for spectral characterization in the spatial frequency domain of a broad variety ofmetrology instrumentation; including interferometric microscopes; scatterometers; phaseshifting Fizeau interferometers; scanning and transmission electron microscopes; and at thistime; x-ray microscopes. The inherent power spectral density of BPR gratings and arrays;which has a deterministic white-noise-like character; allows a direct determination of theMTF with a uniform sensitivity over the entire spatial frequency range and field of view of aninstrument. We demonstrate the MTF calibration and resolution characterization over the fullfield of a transmission soft x-ray microscope using a BPR multilayer (ML) test sample with …,Review of Scientific Instruments,2015,2
Linear transport of domain walls confined to propagating 1-D potential wells,M Negotia; MPP Hodges; MT Bryan; PW Fry; M-Y Im; P Fischer; DA Allwood; TJ Hayward,We present a method of controllably propagating domain walls (DWs) in magneticnanowires over extended linear distances by confining them to geometrically defined energyminima. Using simple models; magnetic transmission soft x-ray microscopy and magneto-optic Kerr effect measurements; we show that the technique allows DWs to be moved atarbitrary; user-defined velocities and be positioned with micrometer precision. Our approachis expected to be of utility in applications where the precise transport and positioning of DWstake precedent over the absolute speed of propagation; for example; where the fieldsproduced by DWs are used to trap and transport magnetized particles.,Journal of Applied Physics,2013,2
Magnetic soft x-ray imaging of vortex core dynamics,Brooke L Mesler; Kristen Buchanan; Mi-Young Im; Erik Anderson; Peter Fischer,Soft x-ray microscopy offers high spatial and temporal resolution imaging with elementspecific magnetic contrast. As such; it is an ideal method for studying nanoscale spindynamics; such as vortex core dynamics. At XM-1; the full field soft x-ray transmissionmicroscope at the Advanced Light Source in Berkeley; a technique has been developed forpinpointing vortex dynamics without time resolution. In addition; a phase-locked setup hasbeen used to conduct time resolved experiments of vortex core dynamics. The samples inthis study were 100 nm thick; 2 μ m diameter Ni 80 Fe 20 disks. Analysis of nontime resolvedimages suggested that resonant vortex core dynamics were excited by ac magnetic fieldsclose to 340 MHz. This behavior was confirmed with time resolved imaging and gyrotropicmotion of the vortex core was observed.,Journal of Vacuum Science & Technology B; Nanotechnology and Microelectronics: Materials; Processing; Measurement; and Phenomena,2010,2
X-ray stereo microscopy for investigation of dynamics in soils,SC Gleber; J Sedlmair; Michael Bertilson; Olov Von Hofsten; S Heim; P Guttmann; HM Hertz; P Fischer; J Thieme,Abstract The here presented combination of stereo imaging and elemental mapping with softX-ray microscopy reveals the spatial arrangement of naturally aqueous colloidal systems; egiron oxides in soil colloid clusters. Changes in the spatial arrangement can be induced bymanipulating the sample in-situ and thus be investigated directly and as a function of time.,Journal of Physics: Conference Series,2009,2
Bending magnet X-ray polarization modulation for magnetic full field soft X-ray transmission microscopy,Bo-Sun Kang; Peter Fischer; Dong-Hyun Kim; David Attwood; Erik Anderson; Gyuseong Cho,Full field soft X-ray transmission microscopy is a powerful tool to image at high spatialresolution and with element specific magnetic contrast magnetic microstructures in lowdimensional magnetic systems that are currently discussed both for fundamental andapplied studies. Circularly polarized x-rays are required for magnetic X-ray microscopy sinceX-ray magnetic circular dichroism (XMCD); ie; the dependence of the photoabsorption crosssection at element-specific binding energies on the relative orientation between photon spinand magnetic moments serves as the magnetic contrast mechanism. To control the circulardegree of helicity at the full-field soft X-ray microscopy beamline XM-1 (BL 6.1. 2) at theAdvanced Light Source in Berkeley CA we have integrated a vertical adjustable slit aperturewith variable width. Thus we are able to modulate either the right or left elliptically …,Proc. 8th Int. Conf. X-ray Microscopy. IPAP Conf. Series,2006,2
Micromagnetic simulation as a bridge between magnetic-force and magnetic-transmission X-ray microscopy,Markus Bolte; René Eiselt; Thomas Eimüller; Peter Fischer; Guido Meier,Abstract Domain imaging techniques are used to analyze the micromagnetic behavior ofmicroelements applied in spin-transport devices. Micromagnetic simulations enable directcomparison of the experimental results and give additional information which is not directlyaccessible experimentally. As a case study we investigate the stray-field interaction ofmicroelements prepared on thin Si 3 N 4 membranes with magnetic-transmission X-raymicroscopy and magnetic-force microscopy. Micromagnetic simulations yield internalparameters such as local stray fields and total magnetic energy. Values for the strength ofthe stray-field interaction between two microelements of several milli Tesla are deduced.Results also show that pinned magnetizations can explain the magnetization patternsobserved in the experiments.,Journal of magnetism and magnetic materials,2005,2
On the imaging of the flux-line lattice of a type-II superconductor by soft X-ray absorption microscopy,M Fähnle; J Albrecht; T Eimüller; P Fischer; E Goering; D Steiauf; G Schütz,A new method is proposed for the imaging of the flux-line lattice of a type-II superconductorby soft X-ray absorption microscopy. It is shown that the method is very demanding butprobably realisable in the foreseeable future. The new method has the potential to image inreal space static and dynamical properties of the flux-line lattice at arbitrary external fieldsand with single-flux-line resolution.,Journal of synchrotron radiation,2005,2
Implementing sub-ns time resolution into magnetic x-ray microscopies,A Puzic; H Stoll; P Fischer; B v Waeyenberge; J Raabe; G Denbeaux; T Haug; D Weiss; G Schütz,Abstract X-ray microscopies using polarized x-rays allow for imaging magneticmicrostructures down to a 20 nm lateral resolution with chemical sensitivity. Utilizing thepulsed time structure of synchrotron radiation a sub-ns time resolution can be implementedby performing stroboscopic pump-and-probe experiments. The temporal evolution of themagnetization in a 50 nm thin circular permalloy element with a diameter of 2 μm could beimaged with magnetic transmission x-ray microscopy. The magnetic pump pulse to thesample was generated electronically with a rise time of less than 100 ps up to 150 Oe by amicrocoil. The probe pulse is the flash of the circularly polarized x-ray beam with a pulsewidth of about 70 ps at a frequency of 3 MHz. Images were recorded at varying delay timesbetween pump and probe pulse up to 2000 ps. Fast detection schemes utilizing …,Physica Scripta,2005,2
X‐ray microscopy at BESSY,G Schmahl; D Rudolph; B Niemann; P Guttmann; J Thieme; U Wiesemann; G Schneider; T Eimuller; P Fischer; G Schutz,In Part 1 of this contribution; X-ray microscopes installed at the electron storage rings BESSYI and BESSY II are described; as well as experiments performed with these instruments. InPart 2; magnetic X-ray microscopy and a special X-ray microscope for magnetic applicationsare described; which are being built at a helical undulator at the BESSY II storage ring.,*,2003,2
Recent progress with high resolution X-ray microscopy at the XM-1,G Denbeaux; G Schneider; A Pearson; W Chao; B Bates; B Harteneck; D Olynick; E Anderson; P Fischer; M Juenger,The XM-t x-ray microscope is located at the Advanced Lights Source at Lawrence BerkeleyNational Laboratory. It is a full-field transmission x-ray microscope utilizing zone plates forboth the condenser and objective lenses. It was designed to be a high-throughput too) forhigh-resolution x-ray microscopy. It continues to be a valuable scientific tool with a user-friendly design; and in récent years has been modified to probe a wider range of scientificsamples. It has a spatial resolution of 25 nanometers using high-precision optics fabricatedwith électron beam lithography. It has been used for magnetic imaging with contrast due to x-ray magnetic circular dichroism. This enables high-resolution; element-specific imaging ofmagnetic domains; even in applied magnetic fields. It has been used for cryo-tomography ofbiological samples with freezing and préservation of samples by hélium gas. It has been …,Journal de Physique IV (Proceedings),2003,2
High resolution imaging of magnetic domains with magnetic soft X-ray microscopy,P Fischer; T Eimüller; S Glück; G Schütz; S Tsunashima; M Kumazawa; N Takagi; G Denbeaux; D Attwood,抄録 X-ray magnetic circular dichroism (X-MCD); ie the dependence of the absorptioncoefficient of circularly polarized X-rays on the projection of the magnetization in aferromagnetic system onto the photon propagation direction; yields eg at L 2; 3 edges intransition metals large values up to 50%. In combination with a soft x-ray microscope whereFresnel zone plates as optical elements provide a lateral resolution down at 25nm; X-MCDcan be used to image magnetic microstructures. This photon based technique allows forrecording images in varying external magnetic fields; it exhibits inherent chemical specificity;a high sensitivity due to the large contrast and allows to distinguish between in-plane andout-of plane contributions. In this report the basic features of this novel technique will beoutlined and results obtained with the XM-1 microscope at the ALS (Berkeley/CA) with …,Journal of the Magnetics Society of Japan,2001,2
X-ray microscopy with x-ray magnetic circular dichroism,P Fischer; G Schütz; G Schmahl; P Guttmann; D Raasch,Abstract We report on the first combination of the X-ray Magnetic Circular Dichroism (X-MCD) with the transmission X-ray microscope (TXM) at BESSY I based on the zone-platetechnique providing a spatial resolution of~ 60nm which has been applied to study magneticdomains. The images were recorded in transmission mode at the Fe L 3 absorption edgewith a 59nm thick GdFe system. Below the edge the images exhibited no spatial contrast.Pronounced structures according to a contrast; ie a difference of the transmitted intensities inthe order of 17% could be observed at an incident energy of≈ 706eV. The relative changeof intensity allows to deduce the direction and strength of the spatial magnetizationdistribution. The evolution of the growth of these magnetic domains as function of theapplied external magnetic field allows to study the characteristics of the domain walls and …,Le Journal de Physique IV,1997,2
SPEXAFS at the L 2; 3 edges of Eu3Fe5O12; Gd and Tb metal and the alloy HoGd,M Knülle; P Fischer; R Frahm; G Schütz; S Stähler,Systematic studies of the magnetic or spin‐dependent EXAFS (SPEXAFS) were performedat the L 2/3 edges of Eu3Fe5O12; Gd and Tb metal and the alloy Ho20Gd80. The magneticabsorption exhibits distinct EXAFS structure; more pronounced than the nonmagneticEXAFS. The Fourier transform of the Eu L 2/3‐edges SPEXAFS spectra; which aremeasured with an accuracy of less than 5× 10− 5; show a complete disappearance of theoxygen peak. This allows an identification of the positions of the magnetic neighbors for asignificantly longer range as it is possible by using the conventional EXAFS profile. Studiesof the alloy Ho20Gd80 at the L 2/3 edges of both components; which show no significantdifferences in the polarization averaged EXAFS; indicate an essential influence of the spinstructure at the absorbing atom on the magnetic EXAFS spectrum. At the L 3 edge of Gd …,Journal of Applied Physics,1993,2
Ultrathin IBAD MgO films for epitaxial growth on amorphous substrates and sub-50 nm membranes,Siming Wang; C Antonakos; C Bordel; DS Bouma; P Fischer; F Hellman,A fabrication process has been developed for high energy ion beam assisted deposition(IBAD) biaxial texturing of ultrathin (∼ 1 nm) MgO films; using a high ion-to-atom ratio andpost-deposition annealing instead of a homoepitaxial MgO layer. These films serve as theseed layer for epitaxial growth of materials on amorphous substrates such as electron/X-raytransparent membranes or nanocalorimetry devices. Stress measurements and atomic forcemicroscopy of the MgO films reveal decreased stress and surface roughness; while X-raydiffraction of epitaxial overlayers demonstrates the improved crystal quality of films grownepitaxially on IBAD MgO. The process simplifies the synthesis of IBAD MgO; fundamentallysolves the “wrinkle” issue induced by the homoepitaxial layer on sub-50 nm membranes;and enables studies of epitaxial materials in electron/X-ray transmission and …,Applied Physics Letters,2016,1
Magneto-Optical Effects,Wolfgang Kuch; Rudolf Schäfer; Peter Fischer; Franz Ulrich Hillebrecht,Abstract In this chapter the magneto-optical effects that are relevant for magnetic microscopyon layered structures are reviewed. This includes the conventional effects which occur atvisible light frequencies as well as the X-ray-based effects. Before the phenomenology andphysical origin of the different effects is presented; we firstly collect some optical andelectromagnetic basics that are relevant for an understanding of the magneto-optical effects.,*,2015,1
