Vertebrate pigmentation: from underlying genes to adaptive function,Joanna K Hubbard; J Albert C Uy; Mark E Hauber; Hopi E Hoekstra; Rebecca J Safran,Animal coloration is a powerful model for studying the genetic mechanisms that determinephenotype. Genetic crosses of laboratory mice have provided extensive information aboutthe patterns of inheritance and pleiotropic effects of loci involved in pigmentation. Recently;the study of pigmentation genes and their functions has extended into wild populations;providing additional evidence that pigment gene function is largely conserved acrossdisparate vertebrate taxa and can influence adaptive coloration; often in predictable ways.These new and integrative studies; along with those using a genetic approach to understandcolor perception; raise some important questions. Most notably; how does selection shapeboth phenotypic and genetic variation; and how can we use this information to furtherunderstand the phenotypic diversity generated by evolutionary processes?,Trends in Genetics,2010,199
Fine-scale foraging site selection by nonbreeding white-faced ibis in managed wetlands of the northern San Joaquin Valley; California,Rebecca Jo Safran,I examined fine-scale foraging site selection by White-faced Ibis (Plegadis chihi) wintering inthe Grasslands Ecological Area (the Grasslands); northern San Joaquin Valley; MercedCounty; California. The Grasslands contains the second largest population of nonbreedingibis in California; in addition to large numbers of other wintering waterbirds. There were twocomponents to this study. First; I compared habitat variables at White-faced Ibis foragingsites with paired; random locations in managed wetlands of the Grasslands (N= 60).Second; I contrasted the density and biomass of benthic macroinvertebrates between asubsample of bird foraging locations and random sites (N= 20). Within managed wetlands ofthe Grasslands; White-faced Ibis foraged in water depths shallower than random locationsand closer to emergent vegetation> 10 cm in height; compared to random locations (P< …,*,1997,2
Effects of assortative mate choice on the genomic and morphological structure of a hybrid zone between two bird subspecies,Georgy A Semenov; Elizabeth SC Scordato; David R Khaydarov; Chris CR Smith; Nolan C Kane; Rebecca J Safran,Abstract Phenotypic differentiation plays an important role in the formation and maintenanceof reproductive barriers. In some cases; variation in a few key aspects of phenotype canpromote and maintain divergence; hence; the identification of these traits and theirassociations with patterns of genomic divergence is crucial for understanding the patternsand processes of population differentiation. We studied hybridization between the alba andpersonata subspecies of the white wagtail (Motacilla alba); and quantified divergence andintrogression of multiple morphological traits and 19;437 SNP loci on a 3;000 km transect.Our goal was to identify traits that may contribute to reproductive barriers and to assess howvariation in these traits corresponds to patterns of genome-wide divergence. Variation inonly one trait—head plumage patterning—was consistent with reproductive isolation …,Molecular ecology,2017,1
Impact of pre-lab learning activities; a post-lab written report; and content reduction on evolution-based learning in an undergraduate plant biodiversity lab,John M Basey; Anastasia P Maines; Clinton D Francis; Brett Melbourne; Sarah B Wise; Rebecca J Safran; Pieter TJ Johnson,Commonplace biodiversity labs in introductory undergraduate biology typically emphasizedeclarative knowledge. We contend that shifting these labs to emphasize evolution; higher-order cognition; and science reasoning would benefit student learning. Four factors thatlikely make evolution-based higher-order learning goals difficult to achieve in these labs are:the novelty and quantity of required declarative knowledge; the number of integratedconcepts; the theoretical nature of evolution; and limitations on working memory. Thus; wepropose that a model to shift learning from lower-order declarative knowledge to evolution-based higher-order integration in these labs would reduce overall lower-order content;increase time efficiency through hands-on pre-lab activities; and increase evidence-basedreasoning through written post-labs that emphasize evolution-based higher-order …,Evolution: Education and Outreach,2014,1
Waterbird responses to experimental drawdown,ORIANE W TAFT; MARK A COLWELL; CRAIG R ISOLA; REBECCA J SAFRAN,Summary 1. The loss and human modification of wetlands world-wide underscores theimportance of efficient management. For wetlands that provide habitats for non-breedingwaterbirds; such management often aims to support a rich and abundant waterbirdcommunity. 2. Among the world's many seasonal; moist-soil managed wetlands; annualwinter flooding is followed by spring drawdown to encourage germination of waterfowl foodplants. Recommendations on how best to maintain flooded wetlands for multiple species aremostly theoretical; and drawdown management typically focuses on spring for migratingshorebirds. The benefits and drawbacks of shallow-water management in winter have notbeen examined; especially where sizeable populations of wintering shorebirds andwaterfowl occur together.,Journal of Applied Ecology,2002,1
Predictors and consequences of nest-switching behavior in Barn Swallows (Hirundo rustica erythrogaster),Kyle J Donahue; Amanda K Hund; Iris I Levin; Rebecca J Safran,ABSTRACT Nest-switching is an important breeding strategy for multiple-brooded birdspecies. When deciding whether or not to switch nests for subsequent breeding attempts;pairs must weigh the costs and benefits of various factors related to the number of fledglingsof the first breeding attempt; the likelihood of nest predation; and qualities of the nestenvironment; such as nest ectoparasites and the age of the nest. In this study; we analyzedthe predictors and consequences of nest-switching behavior at 6 breeding sites of NorthAmerican Barn Swallows (Hirundo rustica erythrogaster); where 60% of pairs that raised 2broods within a season switched nests for a second breeding attempt. Pairs often reusedexisting (old) nests constructed during previous years; and pairs that settled in old nests fortheir first breeding attempt were the most likely to switch nests for a second breeding …,The Auk,2018,*
The Role of Seasonal Migration in Population Divergence and Reproductive Isolation,Sheela P Turbek; Elizabeth SC Scordato; Rebecca J Safran,Parallel advances in animal tracking and high-throughput genomic sequencing technologyhave opened previously intractable avenues of research on the evolutionary consequencesof seasonal migration by allowing researchers to link migratory behavior to patterns ofgenetic exchange.,*,2017,*
An experimental test of the effect of brood size on glucocorticoid responses; parental investment; and offspring phenotype,Maren N Vitousek; Brittany R Jenkins; Joanna K Hubbard; Sara A Kaiser; Rebecca J Safran,Abstract Because elevated glucocorticoid levels can impair reproduction; populations orspecies that engage in particularly valuable reproductive attempts may down-regulate theglucocorticoid stress response during reproduction (the brood value hypothesis). It is notclear; however; whether individuals rapidly modulate glucocorticoid responses based onshifting cues about the likelihood of reproductive success. By manipulating brood size tocreate broods that differed in potential value; we tested whether female barn swallows(Hirundo rustica) rapidly modulated the glucocorticoid stress response to promoteinvestment in high-value broods; and whether nestling phenotype was influenced bytreatment. Within-individual changes in female corticosterone; body mass; and measures ofoxidative stress were unrelated to brood size treatment. Standard offspring provisioning …,General and Comparative Endocrinology,2017,*
Telomeres and maximum lifespan in birds,GM Tricola; MJP Simons; AS Kitaysky; ICT Nisbet; DB Lank; RJ Safran; DW Winkler; PM Thompson; CM Vleck; MF Haussmann,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2017,*
Disruptive selection on plumage coloration across genetically determined morphs,Andrea S Grunst; Melissa L Grunst; Nathan A Rathbun; Joanna K Hubbard; Rebecca J Safran; Rusty A Gonser; Elaina M Tuttle,Sexual selection can drive the evolution of conspicuous visual signals that advertiseindividual quality to prospective mates. Reproductive strategy can influence the balancebetween selective pressures and whether sexually selected signals evolve. Alternatively;visual signals can serve other functions; including predator deterrence; species recognitionand differentiating genetically determined morphs. In the dimorphic white-throated sparrow;Zonotrichia albicollis; we explored how selection on conspicuous coloration changes withreproductive strategy; and whether visual signals of morph identity are discrete from sexuallyselected signals of individual quality. In this species; white morph birds have more colourfulplumage than tan morph birds; and white males are more promiscuous and aggressive thantan counterparts. White females are also more aggressive than tan females. White males …,Animal Behaviour,2017,*
Setting a gold standard for integrative evolutionary biology,Rebecca J Safran,Junco. University of Chicago Press; Chicago; Illinois. 416 pp. ISBN 9780226330808; $60CB. Longitudinal studies of organisms in the wild are the gold standard for understandingthe complexity and dynamics of the evolutionary process. Still; data from long-term fieldstudies are rare and hold a special place in the literature. The Snowbird is an edited volumeby Ellen Ketterson and Jonathan Atwell focused on a songbird that has become a workhorsefor integrative longterm research: the dark-eyed junco. As the title indicates; the snowbird; orjunco; is front and center of this compilation; which documents research that began in theearly 1900s. However; this book is much more than an exploration of a particular bird: it is anauthoritative example of how to do integrative biology thoroughly; and thoroughly well. Thisbook is a compilation of 14 chapters that are organized into four parts. Along with a very …,*,2017,*
Evolutionary Genetics: Small Genomic Regions Make a Big Impact,Elizabeth SC Scordato; Rebecca J Safran,Identifying the genes underlying ecologically and behaviorally important phenotypes in naturalpopulations has long been a holy grail for evolutionary biologists. Despite a few early successstories; many involving genes in the melanocortin pathway that affect animal coloration [1]; findingsuch genes has remained difficult [2]. However; the genomic revolution has led to the discoveryof genes; or genomic regions; that underlie phenotypic variation. A particularly promising approachfor identifying these genomic regions is the study of hybrid zones between species where recombinationfacilitates genetic mapping of phenotypes [3]. Two papers published recently in Current Biologyby Toews; Taylor et al.[4] and Delmore et al.[5] investigate hybrid zones between bird speciesand add to an emerging picture of the genomic architecture of hybridization and divergence.Although the systems are different; both studies converge on similar results: a small …,Current Biology,2016,*
The importance of cross-validation; accuracy; and precision for measuring plumage color: A comment on Vaquero-Alba et al.(2016),Joanna K Hubbard; Amanda K Hund; Iris I Levin; Kevin J McGraw; Matthew R Wilkins; Rebecca J Safran,ABSTRACT Vaquero-Alba and colleagues published a study in The Auk: OrnithologicalAdvances comparing objective color measurements of plumage taken in the field directly ona bird's body to those taken in the lab on collected feathers arranged to emulate theappearance of a bird's natural plumage. Although the field measures of plumage color wereless repeatable than lab measures; the authors concluded that measurements taken in thefield were more representative of a bird's “true color.” Accordingly; they recommend thatresearchers should bring spectrophotometers into the field to measure color on live birds.We question the assumption that their field measurements represent true color and highlightconcerns regarding their experimental design and methodology. Because they did notmeasure color of live birds in the lab or the color of plucked feathers in the field; they …,The Auk,2016,*
Stress response; gut microbial diversity; and sexual signals correlate with social interactions: A social network study in North American barn swallows,II Levin; BK Fosdick; DM Zonana; SJ Song; R Knight; RJ Safran,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2016,*
Measuring social interactions in barn swallows (Hirundo rustica) using Encounternet proximity tags,II Levin; D Zonana; J Burt; RJ Safran,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2015,*
An experimental analysis of the heritability of variation in,Brittany R Jenkins; Maren N Vitousek; Joanna K Hubbard; Rebecca J Safran,Glucocorticoid hormones (CORT) are predicted to promote adaptation to variableenvironments; yet little is known about the potential for CORT secretion patterns to respondto selection in free-living populations. We assessed the heritable variation underlyingdifferences in hormonal phenotypes using a cross-foster experimental design with nestlingNorth American barn swallows (Hirundo rustica erythrogaster). Using a bivariate animalmodel; we partitioned variance in baseline and stress-induced CORT concentrations intotheir additive genetic and rearing environment components and estimated their geneticcorrelation. Both baseline and stress-induced CORT were heritable with heritability of 0.152and 0.343; respectively. We found that the variation in baseline CORT was best explainedby rearing environment; whereas the variation in stress-induced CORT was contributed to …,*,2014,*
Signal color drives seasonal oxidative stress and testosterone profiles in a songbird,Maren N Vitousek; Rosemary A Stewart; Rebecca J Safran,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2012,*
Rebecca Safran,Rebecca Safran,Rebecca Safran is currently an Assistant Professor at the Department of Ecology andEvolutionary Biology at the University of Colorado. She received her undergraduate degreefrom the University of Michigan (Ecology) and her graduate degrees from Humboldt StateUniversity (MS; Wildlife Biology in Mark Colwell's lab) and Cornell University (Ph. D.;Ecology and Evolutionary Biology in David Winkler's lab). She worked with DanielRubenstein as a postdoc at Princeton University from 2005 to 2008. Her work on barnswallows examines interactions between phenotype and behavior and how these shapepatterns of variation. She is particularly interested in the role of sexual selection inadaptation and reproductive isolation.,Current Biology,2011,*
The dynamics of physiology-trait relationships: implications for honest signal theory,Rebecca J Safran,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2011,*
Female ornamentation predicts yolk antioxidant levels in striped plateau lizards; Sceloporus virgatus,Stacey Weiss; EA Kennedy; RJ Safran; KJ McGraw,Abstract Maternal investment in egg quality can have important consequences for offspringfitness. For example; yolk antioxidants can affect embryonic development as well as juvenileand adult phenotype. Thus; females may be selected to advertise their yolk antioxidantdeposition to discriminatory males via ornamental signals; perhaps depending on thereproductive costs associated with signal production. 2. Female striped plateau lizards(Sceloporus virgatus) develop pterin-based orange colour patches during the reproductiveseason that influence male behaviour and that are positively associated with the phenotypicquality of the female and her offspring. Here; we assessed one potential developmentalmechanism underlying the relationship between offspring quality and female ornamentationin S. virgatus; by examining the relationship between ornament expression and yolk …,The Journal of animal ecology,2011,*
The unique sexual signals of the East-Mediterranean barn swallow (Hirundo rustica transitiva),Y Vortman; A Lotem; I Lovette; RJ Safran,*,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,2010,*
Species recognition and male mating behavior in the East-Mediterranean barn swallow (Hirundo rustica transitiva),T Reiner Brodetzki; A Lotem; RJ Safran,*,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,2010,*
Dr. Rebecca Jo Safran,RJ Safran,*,Evolutionary Biology,2005,*
Bird Nests and Construction Behavior,Rebecca Jo Safran,July 20021 Reviews 893 ams 1871); numerous field guides for identifying the builders ofnests (eg Baicich and Harrison 1997); to many recent papers that formally addresshypotheses about nest architecture; both historically (eg Winkler and Sheldon 1993) andfunctionally (eg Soler et al. 2001; Tortosa and Villafuerte 1999). Although Collias and Colliaspublished a very thorough treatment of nest building and bird behavior in 1984 (that text isnow out of print); Hansell's book has much new information to offer. For example; heprovides very practical instructions for quantifying characteristics of nests in the third chapterand he carefully describes the structure of bird nests; layer by layer; in the fourth and fifthchapters. This book introduces to the reader a very complete set of factors related to thestudy of nests. In many places; the review of current literature; including a list of …,*,2002,*
Population Genetic Consequences of Different Dispersal-Distance Distributions in a Continuous Landscape,N Tisch; DS Goldberg; DE Hiebler; GL Hume; CE McCulloch; RJ Safran; LM Stenzler; NM Sundell; DW Winkler,Abstract Dispersal is a pervasive life history trait; yet there is relatively little understanding ofthe evolutionary forces affecting variation in dispersal distances or the consequences of thatvariation. In natural populations; the effects of dispersal are often confounded by otherfactors including local selection or population history. To isolate the population geneticeffects of different dispersal distributions in continuous space; modeling approaches must beused. We developed a cellular automata model and used it to quantify spatial geneticvariation for 18 different dispersal distance distributions. We developed and used a measureof spatial autocovariance to quantify the population genetic consequences of dispersal. Wefound that population genetic structure is persistent (for thousands of generations) and thatlandscape size and initial distribution of individuals may affect the genetic structure by …,*,2000,*
The Sexual and Social Behavior of the Barn Swallow,Rebecca Safran; Iris Levin,*,*,*,*
A robust new metric of phenotypic distance to estimate and compare,Rebecca J Safran; Samuel M Flaxman; Michael Kopp; Darren E Irwin; Derek Briggs; Matthew R Evans; W Chris Funk; David A Gray; Eileen A Hebets; Nathalie Seddon; Elizabeth Scordato; Laurel B Symes; Joseph A Tobias; David PL Toews; J Albert; C Uy,CiteSeerX - Document Details (Isaac Councill; Lee Giles; PradeepTeregowda): multiple trait differences among populations.,*,*,*
