A graphical query language supporting recursion,Isabel F Cruz; Alberto O Mendelzon; Peter T Wood,Abstract We define a language G for querying data represented as a labeled graph G. Byconsidering G as a relation; this graphical query language can be viewed as a relationalquery language; and its expressive power can be compared to that of other relational querylanguages. We do not propose G as an alternative to general purpose relational querylanguages; but rather as a complementary language in which recursive queries are simpleto formulate. The user is aided in this formulation by means of a graphical interface. Theprovision of regular expressions in G allows recursive queries more general than transitiveclosure to be posed; although the language is not as powerful as those based on function-free Horn clauses. However; we hope to be able to exploit well-known graph algorithms inevaluating recursive queries efficiently; a topic which has received widespread attention …,ACM SIGMOD Record,1987,284
Data Integration for Querying Geospatial Sources.,Isabel F Cruz; Huiyong Xiao,Abstract Geospatial data management is fundamental for many applications including landuse planning and transportation and is critical in emergency management. However;geospatial data are distributed; complex; and heterogeneous due to being independentlydeveloped by various levels of government and the private sector. Until now; the formulationof expressive queries on geospatial data; which contrast with simple keyword-basedqueries; requires both user expertise and a great deal of manual intervention to determinethe mappings between concepts in potentially dozens of data sources. In this chapter; wedescribe an ontology-based approach to the problem of data integration; specificallyfocusing on the issue of query processing in a heterogeneous setting. Our contributionsinclude a mechanism for metadata representation; an ontology alignment process; and a …,*,2008,6
The emerging semantic web,Isabel Cruz; Stefan Decker; Jérôme Euzenat; Deborah McGuinness,The World Wide Web has been the main source of an important shift in the way people getinformation and order services. However; the current Web is aimed at people only. TheSemantic Web is a Web defined and linked in a way that it can be used by machines not justfor display purposes; but also for automation; integration and reuse of data across variousapplications. Facilities and technologies to put machine understandable data on the Webare rapidly becoming a high priority for many communities. In order for computers to providemore help to people; the Semantic Web augments the current Web with formalizedknowledge and data that can be processed by computers. It thus needs a language forexpressing knowledge. This knowledge is used to describe the content of informationsources; through ontologies; and the condition of operation of Web services. One of the …,*,2002,6
Publication and customization of electronic documents using PANDA,Isabel F Cruz; Gerard T McGuire,Abstract The publication of conference proceedings and technical journals generates theneed for a consistent format or set of admissible formats; easily enforceable across thesubmissions of the authors. In this paper we present an approach for the integration ofelectronic documents; which is part of a system called PANDA. Our approach has benefitsfor editors; authors; and readers: it easily allows the editor to provide multiple user interfaceswith minimal overhead; while the authors can present their submissions using any of thepermitted different formats; and the readers can choose one of these formats or define theirown. The customization of the layout as provided by PANDA goes beyond that provided bywidely available tailorable interfaces; such as MyYahoo!. Currently our approach works onHTML files but is general enough to accommodate XML or other formats in the future.,Proceedings of the 17th annual international conference on Computer documentation,1999,6
Integrating layout into multimedia data retrieval,Isabel F Cruz; Kimberly M James; David C Brown,*,AAAI Fall Symposium on Using Layout for the Generation; Understanding; or Retrieval of Documents (Cape Cod; Massachusetts; 1999),1999,6
Implementation of an efficient constraint solver for the layout of graphs in Delaunay,Isabel F Cruz; Donald I Lambe,Abstract Delaunay [2] is a visualization system to display and query object-orienteddatabases. It supports DOODLE [1]; a visual and declarative meta-language; with whichusers can specify the display of quantitative information (such as bar charts and pie charts)and of qualitative information (such as graphs). The visual vocabulary available to the usercomprises only simple visual primitives such as box; circle; and line. It also supportsconstraints as a means of specifying distances between objects (length constraints) andocclusion between objects (overlap constraints).,International Symposium on Graph Drawing,1998,6
Practical software visualization,Steven P Reiss; Isabel F Cruz,*,CHI'94 Workshop on Software Visualization,1994,6
On the Move to Meaningful Internet Systems: OTM 2012: Confederated International Conferences: CoopIS; DOA-SVI; and ODBASE 2012; Rome; Italy; September 10...,Robert Meersman; Herve Panetto; Tharam Dillon; Stefanie Rinderle-Ma; Peter Dadam; Xiaofang Zhou; Siani Pearson; Alois Ferscha; Sonia Bergamaschi; Isabel F Cruz,The two-volume set LNCS 7565 and 7566 constitutes the refereed proceedings of threeconfederated international conferences: Cooperative Information Systems (CoopIS 2012);Distributed Objects and Applications-Secure Virtual Infrastructures (DOA-SVI 2012); andOntologies; DataBases and Applications of SEmantics (ODBASE 2012) held as part of OTM2012 in September 2012 in Rome; Italy. The 53 revised full papers presented were carefullyreviewed and selected from a total of 169 submissions. The 31 full papers included in thesecond volume constitute the proceedings of DOA-SVI 2012 with 10 full papers organized intopical sections on privacy in the cloud; resource management and assurance; context;compliance and attack; and ODBASE 2012 with 21 full papers organized in topical sectionson using ontologies and semantics; applying probalistic techniques to semantic …,*,2013,5
Ontology matching OM-2010,Pavel Shvaiko; Jérôme Euzenat; Fausto Giunchiglia; Heiner Stuckenschmidt; Ming Mao; Isabel Cruz,Shvaiko; P.; Euzenat; J.; Giunchiglia; F.; Stuckenschmidt; H.; Mao; M.; & Cruz; I. (2010). Ontologymatching OM-2010. Unknown Journal; 689 … Ontology matching OM-2010. / Shvaiko;Pavel; Euzenat; Jérôme; Giunchiglia; Fausto; Stuckenschmidt; Heiner; Mao; Ming; Cruz;Isabel … Shvaiko; P; Euzenat; J; Giunchiglia; F; Stuckenschmidt; H; Mao; M & Cruz; I 2010;'Ontology matching OM-2010' Unknown Journal; vol 689 … Shvaiko P; Euzenat J; GiunchigliaF; Stuckenschmidt H; Mao M; Cruz I. Ontology matching OM-2010. Unknown Journal.2010;689 … Shvaiko; Pavel; Euzenat; Jérôme; Giunchiglia; Fausto; Stuckenschmidt;Heiner; Mao; Ming; Cruz; Isabel / Ontology matching OM-2010 … Powered by Pure; Scopus& Elsevier Fingerprint Engine™ © 2018 Elsevier BV.,Unknown Journal,2010,5
Query Management in Data Integration Systems: the MOMIS approach,M Orsini; Domenico Beneventano; Isabel F Cruz; Il Direttore,Data Integration (or Information Integration) is the problem of combining related dataresiding at heterogeneous sources; and providing the user with a unified view of these data[68; 74; 111; 86]. In current real world applications; the problem of designing effective dataintegration systems is important to enable the collaboration across different domains and thecooperation between different enterprises. The problem of developing effective informationintegration techniques is becoming even more important with the latest trends incollaborative environments; such as Web 2.0; Web application Mashups; and Cooperativeprojects on grids; where more and more data have to be shared by different groups andorganizations. Large enterprises spend a great deal of time and money on combininginformation from different sources into a unified format. Information integration is …,*,2009,5
A secure mediator for integrating multiple level access control policies,Isabel F Cruz; Rigel Gjomemo; Mirko Orsini,Abstract We present a method for mapping security levels among the components of adistributed system where data in the local sources are represented in XML. Distributed datais integrated using a semantic-based approach that maps each XML schema into an RDFschema and subsequently integrates those schemas into a global RDF schema using aglobal as view (GAV) approach. We transform the security levels defined on the XMLschema elements of each local source into security levels on the triples of the local RDFschemas; which form a lattice. We show how the merged data in the global schema can beclassified in different security classes belonging to the global partially ordered securitygraph.,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,2008,5
Bora: Routing and aggregation for distributed processing of spatio-temporal range queries,Goce Trajcevski; Hui Ding; Peter Scheuermann; Isabel F Cruz,This work tackles the problem of answer-aggregation for continuous spatio-temporal rangequeries in distributed settings. We assume a grid-like coverage of the spatial universe ofdiscourse; in which each cell is governed by a Base Station (BS) that communicates with themobile users in its zone; and is also equipped with a server that has Moving ObjectsDatabase (MOD) capabilities. The MOD server stores the data for the moving objects in agiven cell; processes the continuous queries pertaining to that cell; and is connected to theMOD servers in the neighboring cells. We demonstrate that; when a range query that spansover more than one cell needs to have its answer computed for a user located in a particularcell; by intelligently combining the transmission and the aggregation of the partial results;substantial improvements can be achieved at the global level. Towards this end; we …,Mobile Data Management; 2007 International Conference on,2007,5
XML database integration for visualizing US election results,Isabel F Cruz; Afsheen Rajendran; William Sunna,Abstract In order for data from XML heterogeneous data sets to be viewed and analyzedusing a common application; we propose the mapping between each schema and a centralschema. The demo uses the example of an application to visualize the US Presidentialelection results; to illustrate our approach. To minimize the need for human intervention andcode maintenance; a declarative approach is used. XML documents are treated as graphsand the queries posed by the user are converted to XPath expressions. The results of theXPath expression are collected and displayed to the user; using interactive maps in a webbrowser.,Demo; Proceedings of the National Conference on Digital Government Research; dg,2002,5
Experiences with the Webware; interfaces and networking experimental laboratory,David C Brown; Isabel F Cruz; David Finkel; Robert E Kinicki; Craig E Wills,Abstract This paper describes our experiences with the Webware; Interfaces and NetworkingExperimental (WINE) Laboratory. The WINE Lab was created to assist in teaching the topicsof computer networks; user interfaces and webware. The goal of the lab is to providestudents the opportunity to complete projects; experiment with relevant techniques andmake connections between topics with resources not available in a general purpose Unix-based computing environment. The results from offering courses with the lab show successin meeting these goals.,ACM SIGCSE Bulletin,2000,5
An Ontology-based Framework for XML Semantic Integration. University of Illinois at Chicago,I Cruz; H Xiao; F Hsu,*,Eighth International Database Engineering and Applications Symposium. IDEAS,*,5
Ontology-based urban data exploration,Booma Sowkarthiga Balasubramani; Vivek R Shivaprabhu; Smitha Krishnamurthy; Isabel F Cruz; Tanu Malik,Abstract Cities are actively creating open data portals to enable predictive analytics of urbandata. However; the large number of observable patterns that can be extracted as rules bytechniques such as Association Rule Mining (ARM) makes the task of sifting throughpatterns a tedious and time-consuming task. In this paper; we explore the use of domainontologies to:(i) filter and prune rules that are variations of a more general concept in theontology; and (ii) replace groups of rules by a single general rule with the intent ofdownsizing the number of initial rules while preserving the semantics. We show how thecombination of several methods reduces significantly the number of rules thus effectivelyallowing city administrators to use open data to generate patterns; use them for decisionmaking; and better direct limited government resources.,Proceedings of the 2nd ACM SIGSPATIAL Workshop on Smart Cities and Urban Analytics,2016,4
User involvement in ontology matching using an online active learning approach.,Booma S Balasubramani; Aynaz Taheri; Isabel F Cruz,Abstract. We propose a semi-automatic ontology matching system using a hybrid activelearning and online learning approach. Following the former paradigm; those mappingswhose validation is estimated to lead to greater quality gain are selected for user validation;a process that occurs in each iteration; following the online learning paradigm. Experimentalresults demonstrate the effectiveness of our approach.,OM,2015,4
Integrated Ontology Matching and Evaluation,Isabel F Cruz; Flavio Palandri Antonelli; Cosmin Stroe,ABSTRACT The AgreementMaker system for ontology matching includes an extensiblearchitecture; which facilitates the integration and performance tuning of a variety of matchingmethods; an evaluation mechanism; which can make use of a reference matching or relysolely on quality measures; and a multi-purpose user interface; which drives both thematching methods and the evaluation strategies. Our demo focuses on the tight integrationof matching methods and evaluation strategies; a unique feature of our system.,International Semantic Web Conference (Posters & Demos),2009,4
Alternating multiple tributaries+ deltas,Goce Trajcevski; Oliviu Ghica; Peter Scheuermann; Roberto Tamassia; Isabel F Cruz,Abstract This work addresses the problem of trading off the latency in delivering the answerto the sink at the benefit of balancing the spatial dispersion of the energy consumptionamong the nodes and; consequently; prolonging the lifetime in sensor networks. Typically; inresponse to a query that pertains to the data from some geographic region; a tree structure isconstructed and; when possible; some in-network aggregation is performed. On the otherhand; in order to increase the robustness and/or balance the load; multipath routing isemployed. Motivated by earlier work that combined trees and multipaths [19]; in this paperwe explore the possibility; and the impact; of combining multiple trees and multiplemultipaths for routing; when processing a query with respect to a given region of interest. Wepresent and evaluate two approaches that enable load-balancing in terms of alternating …,Proceedings of the 5th workshop on Data management for sensor networks,2008,4
Ontology-based geospatial XML query system,Nancy Wiegand; Naijun Zhou; Isabel F Cruz; William Sunna,Abstract This demo illustrates querying heterogeneous geospatial data over the Web. TheGeospatial community is in the process of developing Web sites that enable coordinatedaccess to geospatial data. A new example is the Federal government's Geospatial One-Stopportal [GOS03]. The purpose of this Federal initiative is to have all geospatial dataaccessible from one site. There are many other examples of geospatial Web sites includingthe Wisconsin Land Information System [WLISsite] and the Alexandria Digital Library project[ADL]. These Web sites allow keyword search of data sets but do not have a query capabilityfor full data manipulation nor do they accommodate heterogeneous data.,Proceedings of the 2004 annual national conference on Digital government research,2004,4
Customizable layout-driven approach to querying digital libraries,Isabel F Cruz; Wendy T Lucas,In widely available multimedia digital libraries; querying; browsing; and displaying data posenew challenges given the diversity of the applications; of the users; and of the data. Weaddress some of these challenges by tightly integrating querying with user-defined datapresentation and by supporting browsing within query-defined groupings of the multimediaobjects. Groupings use efficiently the screen real-estate and enhance the comprehension ofthe data. The user interface supports virtual document templates for specifying layout withassociated visual query boxes for specifying document content. By nesting query boxes theuser is able to define how the browsing is going to be performed. The visual nestingdrives'the actual querying process and therefore goes beyond the simple specification of thepresentation. Examples are provided of the system as used to query the Perseus digital …,Multimedia Computing and Networking 1999,1998,4
Data models; visual representations; metaphors: how to solve the puzzle?,Tiziana Catarci; Maria F Costabile; Isabel F Cruz; Yannis Ioannidis; Ben Shneiderman,Abstract The need of a precise definition of the concepts of metaphor and visualrepresentation in the database realm was widely discussed in the VDB3 Panel. Also; theissue of singling out the relationships existing between the above two concepts and the datamodel was addressed. An introduction by the panel organizer together with a short positionstatement by each panelist are reported in the following document.,*,1995,4
On Expressing Stratified Datalog.,Tiziana Catarci; Isabel F Cruz,We consider the broad class of strati ed Datalog queries (which includes both linear andnon-linear queries) and propose an extended closure operator that expresses such queries whenadded to the relational algebra. We show that there exists a canonical form for strati ed Datalogqueries; and that suitable hypergraphs can be used to express them. We anticipate the use ofsuch hypergraphs in identifying special classes of strati ed Datalog queries and in devising ecient algorithms for these classes; and outline the use of the visual representation of hypergraphsin a user interface for querying databases … The study of query languages that are more expressivethan rst order query languages has been the subject of much research; since the early resultsin [AU79] concerning the inability of rst order queries to express the transitive closure of a binaryrelation. An important part of this work has been developed in the realm of database logic …,Workshop on Deductive Databases and Logic Programming,1994,4
Domains of application for the G+ query language,University of Toronto. Computer Systems Research Institute; IF Cruz,*,*,1988,4
AgreementMakerLight 2.0: Towards Efficient Large-Scale Ontology Matching.,Daniel Faria; Catia Pesquita; Emanuel Santos; Isabel F Cruz; Francisco M Couto,Abstract. Ontology matching is a critical task to realize the Semantic Web vision; by enablinginteroperability between ontologies. However; handling large ontologies efficiently is achallenge; given that ontology matching is a problem of quadratic complexity.AgreementMakerLight (AML) is a scalable automated ontology matching system developedto tackle large ontology matching problems; particularly for the life sciences domain. Its new2.0 release includes several novel features; including an innovative algorithm for automaticselection of background knowledge sources; and an updated repair algorithm that is bothmore complete and more efficient. AML is an open source system; and is available throughGitHub 1 both for developers (as an Eclipse project) and end-users (as a runnable Jar with agraphical user interface). In this demo; we will be demonstrating AML both from the …,International Semantic Web Conference (Posters & Demos),2014,3
Testing the AgreementMaker System in the Anatomy Task of OAEI 2012,Daniel Faria; Catia Pesquita; Emanuel Santos; Francisco M Couto; Cosmin Stroe; Isabel F Cruz,Abstract: The AgreementMaker system was the leading system in the anatomy task of theOntology Alignment Evaluation Initiative (OAEI) competition in 2011. While AgreementMakerdid not compete in OAEI 2012; here we report on its performance in the 2012 anatomy task;using the same configurations of AgreementMaker submitted to OAEI 2011. Additionally; wealso test AgreementMaker using an updated version of the UBERON ontology as amediating ontology; and otherwise identical configurations. AgreementMaker achieved an F-measure of 91.8% with the 2011 configurations; and an F-measure of 92.2% with theupdated UBERON ontology. Thus; AgreementMaker would have been the second bestsystem had it competed in the anatomy task of OAEI 2012; and only 0.1% below the F-measure of the best system.,arXiv preprint arXiv:1212.1625,2012,3
Geospatial semantics,F Fonseca; MA Rodríguez; S Levashkin,*,2007 Proceedings Second International Conference; GeoS,2007,3
Resolving schema and value heterogeneities for XML web querying,Nancy Wiegand; Naijun Zhou; Isabel F Cruz; William Sunna,Abstract To query XML data over the Web; query engines need to be able to resolvesemantic differences between heterogeneous attributes that are conceptually similar. Thisdemo presents a mapping tool and method to resolve semantic heterogeneity at the schemaand value levels for data sets that are part of a Web-based information system. The mappingtool automatically produces agreement files. We enhanced a base prototype XML Webquery system to include an ontology subsystem that generates subqueries using theagreement information. Other contributions include the use of minimal metadata to locatedata sets; a formal language construct to support query re-write called a GeoSpace; andpost-query aggregate statistics and spatial display.,Semantic Integration Workshop at the International Semantic Web Conference (ISWC); Sanibel Island; Florida,2003,3
Object interoperability for geospatial applications: a case study,Isabel F Cruz; P Calnan,Abstract. In this paper; we analyze a geospatial application for visualizing US electionresults in order to show the problems that need to be solved in the mapping betweendifferent XML representations and their conceptual models. We propose a framework thatprovides a number of core classes that allow applications to treat XML documents as graphsand to evaluate XPath expressions against such document graphs. We also propose amechanism that allows information to be exchanged between document types. Our goal is toultimately attain an overall framework for interoperation where maintenance problems areminimized. To achieve this; we anticipate the need for introducing metadata in the semanticlayer that will guide the translation process between document types.,The Emerging Semantic Web,2002,3
Automatic generation of user‐defined virtual documents using query and layout templates,Isabel F Cruz; Wendy T Lucas,Abstract Delaunay MM is an authoring; querying; and visualization framework for multimediainformation retrieved from distributed repositories including the Web. Users compose virtualdocuments by specifying visually templates that contain both layout information and queryspecification. The query engine generates a set of similarly laid out pages for each template;whose number depends both on the number of retrieved objects that satisfy the queries andon the layout specification. In this paper we focus on the object-oriented data models; on thedeclarative query languages; and on the automatic generation of the virtual documents. Ourframework distinguishes itself from others in that it combines presentation with querying; inparticular by allowing for the customization of the layout by users and for the retrieval of thedistributed information using database object-oriented technology.© 1998 John Wiley & …,Theory and Practice of Object Systems,1998,3
User-De ned Visual Languages for Querying Data;",Isabel F Cruz,Abstract doodle is the rst language to be proposed for querying object-oriented databaseswith user-de ned visual languages. A doodle program de nes a visual language in a byexample fashion. In this paper we continue the preliminary expos e on doodle (SIGMOD'92).We re ne the language; and provide complex examples that illustrate the extensivecapabilities of doodle in a variety of applications. The contributions of doodle to other areasof Computer Science; such as constraint languages and graph drawing are also outlined.doodle explores the limits of declarative languages by making data and its manipulationvisual; while staying within the bounds of the formal database eld. The formal basis ofdoodle motivates the study of visual expressiveness and points to further research.,Manuscript; April,1993,3
Using the AgreementMaker to Align Ontologies for the OAEI Campaign 2009,Isabel F Cruz; Ulas C Keles; Angela Maduko; Flavio Palandri Antonelli; Cosmin Stroe,Abstract. Ontology matching; the task of finding the correspondences that exist betweenconcepts in two different ontologies; is a promising solution to the semantic heterogeneityproblem that is faced by the Semantic Web community. This paper describesAgreementMaker; a system for automatically aligning two ontologies. The AgreementMakersystem comprises an extensible architecture that allows for the integration and performancetuning of a variety of matching methods. The wide range of matching methods supportedaddresses different levels of granularity of the components being matched. AgreementMakeradopts an evaluation mechanism based on quality measures or based on the use of areference matching. It also has a multi-purpose user interface; which drives both thematching methods and the evaluation strategies. For the purpose of comparing amongst …,*,2007,2
The Emerging Semantic Web. Frontiers in artificial Intelligence and applications,I CRuz; S DEckER; J EuzEnAT; D McGuinnEss,*,*,2002,2
Semantic Web Information Systems: NSF IDM workgroup report on challenges and opportunities in Semantic Web,Amit Sheth; Isabel Cruz,Executive Summary Semantic Web is emerging as an important new multidisciplinary areain Computer Science. Realizing the potential significant role of Information and DataManagement (IDM) research community in enabling the Semantic Web; as well as potentialimpact on IDM research due to core Semantic Web concept of semantic annotation of allresources; the NSF-IDM program has in the past sponsored a symposium and a workshop.During NSF IDM PIs' meeting in May 2002; a workgroup further discussed a possibleresearch agenda with IDM focus within the context of broader research related to SemanticWeb. This research agenda was termed Semantic Web Information Systems (SWIS); whichis summarized in this report.,*,2002,2
Digital Symposium Collection,Isabel F Cruz,*,*,2000,2
Multimedia user interfaces,Isabel F Cruz,Work in advanced visual interfaces is facing a new challenge: the widespread use of multimediain applications; as in the World Wide Web and CD-ROMs. In such applications; visual interfacesrange from more "traditional" HTML-based Web browsers to more sophisticated visualizationtools that include animation and virtual reality. In this panel we wilt be discussing aspects relatedto the future of multimedia interfaces; as illustrated; for example; by interfaces to the World WideWeb. Web interfaces are evolving rapidly; eg; with the introduction of Java; which is becominga new standard for programming over the lnternet thus allowing for dynamic Web pages. Othernew standards are emerging; such as VRML which extends Web browsing to 3D. There are manybasic questions and techniques that have been addressed in research projects but are not yetwidely available. For example; multimedia visual interfaces are often used for displaying …,Proceedings of the workshop on Advanced visual interfaces,1996,2
Tackling the challenges of matching biomedical ontologies,Daniel Faria; Catia Pesquita; Isabela Mott; Catarina Martins; Francisco M Couto; Isabel F Cruz,Biomedical ontologies pose several challenges to ontology matching due both to thecomplexity of the biomedical domain and to the characteristics of the ontologies themselves.The biomedical tracks in the Ontology Matching Evaluation Initiative (OAEI) have spurred thedevelopment of matching systems able to tackle these challenges; and benchmarked theirgeneral performance. In this study; we dissect the strategies employed by matching systemsto tackle the challenges of matching biomedical ontologies and gauge the impact of thechallenges themselves on matching performance; using the AgreementMakerLight (AML)system as the platform for this study. We demonstrate that the linear complexity of the hash-based searching strategy implemented by most state-of-the-art ontology matching systems isessential for matching large biomedical ontologies efficiently. We show that accounting …,Journal of biomedical semantics,2018,1
Predictive Analytics Using Text Classification for Restaurant Inspections,Zhu Wang; Booma Sowkarthiga Balasubramani; Isabel F Cruz,Abstract According to the Center for Disease Control (CDC); there are almost 48 millionpeople affected by foodborne diseases in the US every year; including 3;000 deaths. Themost effective way of avoiding food poisoning would be its prevention. However; completeprevention is not possible; therefore Public Health departments perform routine restaurantinspections; combined with the practice of inspecting specific restaurants once a diseaseoutbreak is identified. Following other health applications (eg; prediction of a flu outbreakusing Twitter); we use social media and a predictive analytics approach to identify the needfor targeted visits by city inspectors.,Proceedings of the 3rd ACM SIGSPATIAL Workshop on Smart Cities and Urban Analytics,2017,1
AlignmentVis: Visual Analytics for Ontology Matching,Jillian Aurisano; Amruta Nanavaty; Isabel F Cruz,ABSTRACT We present AlignmentVis; a visualization tool that supports users in the processof interactive ontology matching; which is a central data integration component.AlignmentVis enables tasks such as the exploration of the resulting mappings; theassessment of the performance of the matching algorithms; and the identification of sets ofontology entities that share similar matching characteristics with the purpose of facilitatingthe diagnosis of matching errors and of algorithm optimization. We offer a user-centricapplication design to enable these tasks through multiple coordinated views.,IEEE InfoVis Poster Program,2015,1
Semantic Aspects of EarthCube,Pascal Hitzler; Krzysztof Janowicz; Gary Berg-Cross; Leo Obrst; Amit P Sheth; Timothy Finin; Isabel F Cruz,Abstract In this document; we give a high-level overview of selected Semantic (Web)technologies; methods; and other important considerations; that are relevant for the successof EarthCube. The goal of this initial document is to provide entry points and references fordiscussions between the Semantic Technologies experts and the domain experts withinEarthCube. The selected topics are intended to ground the EarthCube roadmap in the stateof the art in semantics research and ontology engineering.,*,2012,1
Location-Based Access Control Using Semantic Web Technologies,Rigel Gjomemo; Isabel F Cruz,Abstract Location-based applications are an important case within context-awareapplications. They pose interesting challenges when access control is considered for theymust satisfy requirements arising from the mobility of both users and resources. Furtherchallenges arise in collaborative environments where resources are shared by users ofdifferent organizations. In this paper we propose an access control framework based on theRole Based Access Control (RBAC) model where users and resources are abstracted assets of attributes that include their geospatial position. In our framework; collaboration isachieved through the interoperation of the access control systems of the collaboratingorganizations. We use Semantic Web languages; namely OWL and SPARQL. We argue thattheir expressive power can model a wide range of RBAC policies. In particular; reasoning …,*,2011,1
The Semantic Web-ISWC 2006: 5th International Semantic Web Conference; ISWC 2006; Athens; GA; USA; November 5-9; 2006; Proceedings,Isabel Cruz; Stefan Decker; Dean Allemang; Chris Preist; Daniel Schwabe; Peter Mika; Mike Uschold; Lora Aroyo,“Evolve or perish”–this is the motto for living systems. Judging by this saying; the Web isalive and well: new sites and business ideas are coming online almost daily and are able toattract millions of users often. The more recently coined term “Web 2.0” summarizes many ofthe new developments; capturing efforts making the Web more interactive (like Ajax); morecollaborative (like Wikis); or more relationship oriented (like online social networks); aimingto partially fulfill the original promise of the Web. These new Web developments offer anopportunity and challenge for the Semantic Web: what previously manifested itself mostly in“dry” specifications is now becoming the foundation for information exchange on the Web;creating a shared semantic information space. These and other challenges have beenpicked up by several hundred computer scientists; developers; vendors; government …,*,2006,1
Semantically driven multimedia querying and presentation,Isabel F Cruz; Olga Sayenko,ABSTRACT Semantics can play an important role in multimedia content retrieval andpresentation. Although a complete semantic description of a multimedia object may bedifficult to generate; we show that even a limited description can be explored so as toprovide significant added functionality in the retrieval and presentation of multimedia. In thischapter we describe the DelaunayView that supports distributed and heterogeneousmultimedia sources and proposes a flexible semantically driven approach to the selectionand display of multimedia content.,Managing Multimedia Semantics,2005,1
Research activities in database management and information retrieval at University of Illinois at Chicago,Isabel Cruz; Ashfaq Khokhar; Bing Liu; Prasad Sistla; Ouri Wolfson; Clement Yu,There are 6 active researchers in the areas of database management; data mining andinformation retrieval at the Department of Computer Science; University of Illinois atChicago. In this article; the works of Isabel Cruz; Ashfaq Khokhar; Bing Liu; Prasad Sistla;Ouri Wolfson and Clement Yu are sketched.,ACM SIGMOD Record,2002,1
WebSA: Database support for efficient web site navigation,Isabel F Cruz; Lijun Leo Liu; Tony Y Wu,Abstract WebSA (Web Site Agent) is a web page recommendation system that helps usersnavigate efficiently within a web site. The system discovers the users' access patterns bymining the raw data from a web log file. The user interface of WebSA presents the weightedrecommendations in a separate frame of the web page. Two types of recommendations aregiven: one based on the user's access patterns and the other based on the overall pattern ofall the users of that web site. To support the visual interface and the discovery process;WebSA uses database technology to manage; query; update; and concurrently access theweb log data. The bulk of the computations for mining and updating the information are doneon a daily basis in advance. This method together with the fine tuning of the databaseguarantees high performance; even when the raw access log data is in the order of 1 GB.,*,2000,1
Semantic Data Integration,Isabel F Cruz,Page 1. IF Cruz Data Mining and Exploration Middleware Workshop 1 Semantic Data IntegrationIsabel F. Cruz University of Illinois at Chicago Page 2. IF Cruz Data Mining and ExplorationMiddleware Workshop 2 Overview ❑Motivation: Two Applications ❑Data Heterogeneity;Interoperability; and Data Integration ❑Declarative Data Integration in GIS ❑Two Applications❑Conclusions Page 3. IF Cruz Data Mining and Exploration Middleware Workshop 3 Application1 – Presidential Elections 2000 ❑Build aggregates of the data for the fifty states; at differentgranularity levels: eg; county; municipality; ward ❑Election data is in XML ❑Each state has adifferent structure for its election results ❑Single interface to display the results in all the statesPage 4. IF Cruz Data Mining and Exploration Middleware Workshop 4 Application 2 – Land Use ❑WLIS (Wisconsin Land Information System): web-based system linking data from …,*,*,1
Proposal to ACM for the establishment of SIGSPATIAL,Walid G Aref; Chang-Tien Lu; Hanan Samet; Markus Schneider; Omar Boucelma; Rolf De By; Isabel Cruz; A Stewart; Ralf Hartmut Guting Fotheringham; Erik Hoel; Ibrahim Kamel; Robert Laurini; Ki Joune Li; Duane Marble; Mohamed Mokbel; Silvia Nittel; Dieter Pfoser; Philippe Rigaux; Cyrus Shahabi; Shashi Shekhar; Kentaro Toyama; Agnes Voisard; Ouri Wolfson; Michael F Worboys,The field of spatial information handling is interdisciplinary and requires cross fertilization ofseveral fields. SIGSPATIAL will collaborate with other related ACM SIGs; including SIGMOD;SIGMETRICS; SIGART; SIGMIS; SIGIR; SIGCHI; SIGCSE; SIGGRAPH; SIGWEB; etc.; as wellas non-ACM societies; such as AAAI; IEEE; AAG (Association of American Geographers);ACSM (American Congress on Surveying and Mapping); ASPRS (American Society forPhotogrammetry and Remote Sensing); TRB (Transportation Research Board); andEuropean societies such as AGILE (the Association of Geographic Information Laboratoriesfor Europe; AGI (Association for Geographic Information) and EUROGI (European UmbrellaOrganization for Geographic Information). Researchers and practitioners from relateddisciplines (eg;,*,*,1
Ontology-based Instance Matching for Geospatial Urban Data Integration,Vivek R Shivaprabhu; Booma Sowkarthiga Balasubramani; Isabel F Cruz,Abstract To run a smart city; data is collected from disparate sources such as IoT devices;social media; private and public organizations; and government agencies. In the US; the Cityof Chicago has been a pioneer in the collection of data and in the development of aframework; called OpenGrid; to curate and analyze the collected data. OpenGrid is ageospatial situational awareness platform that allows policy makers; service providers; andthe general public to explore city data and to perform advanced data analytics to enableplanning of services; prediction of events and patterns; and identification of incidents acrossthe city. This paper presents the instance matching module of GIVA; a Geospatial dataIntegration; Visualization; and Analytics platform; as applied to the integration of informationrelated to businesses; which is spread across several datasets. In particular; we describe …,Proceedings of the 3rd ACM SIGSPATIAL Workshop on Smart Cities and Urban Analytics,2017,*
