Consistent query answers in inconsistent databases,Marcelo Arenas; Leopoldo Bertossi; Jan Chomicki,Abstract In this paper we consider the problem of the logical characterization of the notion ofconsistent answer in a relational database that may violate given integrity constraints. Thisnotion is captured in terms of the possible repaired versions of the database. A rnethod forcomputing consistent answers is given and its soundness and completeness (for someclasses of constraints and queries) proved. The method is based on an iterative procedurewhose termination for several classes of constraints is proved as well.,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,824
Data exchange in the relational and RDF worlds,Marcelo Arenas; J Pérez; J Reutter; C Riveros; J Sequeda,Page 1. Data Exchange in the Relational and RDF Worlds Marcelo Arenas Department of ComputerScience Pontificia Universidad Católica de Chile This is joint work with Jorge Pérez; Juan Reutter;Cristian Riveros and Juan Sequeda M. Arenas – Data Exchange in the Relational and RDF Worlds1 / 74 Page 2. The problem of data exchange Given: A source schema S; a target schema T anda specification ΣST of the relationship between these schemas Data exchange: Problem ofmaterializing an instance of T given an instance of S ► Target instance should reflect the sourcedata as accurately as possible; given the constraints imposed by ΣST and T ► It should be efficientlycomputable ► It should allow one to evaluate queries on the target in a way that is semanticallyconsistent with the source data M. Arenas – Data Exchange in the Relational and RDF Worlds2 / 74 Page 3. Data exchange in a picture Query Q …,Invited talk at the International Workshop on Semantic Web Information Management (SWIM),2011,4
Datalog as a query language for data exchange systems,Marcelo Arenas; Pablo Barceló; Juan Reutter,Abstract The class of unions of conjunctive queries (UCQ) has been shown to be particularlywell-behaved for data exchange; its certain answers can be computed in polynomial time (interms of data complexity). However; this is not the only class with this property; the certainanswers to any Datalog program can also can be computed in polynomial time. The problemis that both UCQ and Datalog do not allow for negated atoms; while most database querylanguages are equipped with negation. Unfortunately; adding an unrestricted form ofnegation to these languages yields to intractability of the problem of computing certainanswers. In order to face this challenge; we have recently proposed a language; calledDatalog C (≠)[5]; that extends Datalog with a restricted form of negation while keeping thegood properties of Datalog; and UCQ; for data exchange. In this article; we provide …,*,2011,4
Consistency issues in XML databases,Marcelo Arenas; Wenfei Fan; Leonid Libkin,*,Private paper,2005,4
Game-based notions of locality over finite models,Marcelo Arenas; Pablo Barceló; Leonid Libkin,Abstract Locality notions in logic say that the truth value of a formula can be determinedlocally; by looking at the isomorphism type of a small neighborhood of its free variables.Such notions have proved to be useful in many applications. They all; however; refer toisomorphism of neighborhoods; which most local logics cannot test for. A more relaxednotion of locality says that the truth value of a formula is determined by what the logic itselfcan say about that small neighborhood. Or; since most logics are characterized by games;the truth value of a formula is determined by the type; with respect to a game; of that smallneighborhood. Such game-based notions of locality can often be applied when traditionalisomorphism-based locality cannot. Our goal is to study game-based notions of locality. Wework with an abstract view of games that subsumes games for many logics. We look at …,International Workshop on Computer Science Logic,2004,4
The dynamics of database views,Marcelo Arenas; Leopoldo Bertossi,Abstract The dynamics of relational database can be specified by means of Reiter'sformalism based on the situation calculus. The specification of transaction based databaseupdates is given in terms of Successor State Axioms (SSAs) for the base tables of thedatabase. These axioms completely describe the contents of the tables at an arbitrary stateof the database that is generated by the execution of a legal primitive transaction; and thussolve the frame problem for databases. In this paper we show how to derive action-effectbased SSAs for views from the SSAs for the base tables. We prove consistency propertiesfor those axioms. In addition; we establish the relationship between the derived SSA and theview definition as a static integrity constraint of the database. We give applications of thederived SSAs to the problems of view maintenance; and checking; proving; and …,Workshop on (Trans) Actions and Change in Logic Programming and Deductive Databases,1997,4
SCDBR: An Automated Reasoner for Database Updates,Leopoldo Bertossi; Marcelo Arenas; Cristian Ferretti,Abstract In this paper we describe SCDBR; a system that automates reasoning with specications of database updates written in the situation calculus; a rst {order language originallyproposed by John McCarthy for reasoning about actions and change. The speci cations areexpected to be given according to Ray Reiter's solution to the frame problem. SCDBR iswritten in PROLOG; and among other features is able to verify that integrity constraints aresatis ed by the speci cation and to answer historical queries.,Proc. XVI International Conference of the Chilean Computer Science Society (SCCC’96); Valdivia; Nov. 13,1996,4
Designing a query language for RDF: marrying open and closed worlds,Marcelo Arenas; Martín Ugarte,Abstract When querying an Resource Description Framework (RDF) graph; a prominentfeature is the possibility of extending the answer to a query with optional information.However; the definition of this feature in SPARQL—the standard RDF query language—hasraised some important issues. Most notably; the use of this feature increases the complexityof the evaluation problem; and its closed-world semantics is in conflict with the underlyingopen-world semantics of RDF. Many approaches for fixing such problems have beenproposed; the most prominent being the introduction of the semantic notion of weaklymonotone SPARQL query. Weakly monotone SPARQL queries have shaped the class ofqueries that conform to the open-world semantics of RDF. Unfortunately; finding an effectiveway of restricting SPARQL to the fragment of weakly monotone queries has proven to be …,ACM Transactions on Database Systems (TODS),2017,3
A preliminary investigation into SPARQL query complexity and federation in Bio2RDF,Carlos Buil-Aranda; Martın Ugarte; Marcelo Arenas; Michel Dumontier,Abstract When users query a SPARQL endpoint; they normally face an empty text box inwhich they have to write the desired queries. This obstructs the process of obtaining the datathey want; since users rarely have any assistance in querying a (possibly huge) RDFdatabase. In this paper we report a deep analysis of the server log files that record thequeries that users send to the SPARQL endpoints; focusing in the Bio2RDF cluster. This loganalysis reveals the large number of repeated queries that users submit; and how theypursue a trial and error process by adding and removing operations from the submittedqueries to obtain the desired results. We also show how users try to connect to other RDFdatasets in the Linked Open Data cloud. Our results offer insight into the interaction betweenusers and a schema-light RDF dataset; and secondly; suggest improvements to SPARQL …,Alberto Mendelzon International Workshop on Foundations of Data Management,2015,3
Regular languages of nested words: Fixed points; automata; and synchronization,Marcelo Arenas; Pablo Barceló; Leonid Libkin,Abstract Nested words provide a natural model of runs of programs with recursive procedurecalls. The usual connection between monadic second-order logic (MSO) and automataextends from words to nested words and gives us a natural notion of regular languages ofnested words. In this paper we look at some well-known aspects of regular languages—theircharacterization via fixed points; deterministic and alternating automata for them; andsynchronization for defining regular relations—and extend them to nested words. We showthat mu-calculus is as expressive as MSO over finite and infinite nested words; and theequivalence holds; more generally; for mu-calculus with past modalities evaluated inarbitrary positions in a word; not only in the first position. We introduce the notion ofalternating automata for nested words; show that they are as expressive as the usual …,Theory of Computing Systems,2011,3
nSPARQL: A Navigational Language for SPARQL,J Pérez; M Arenas; C Gutierrez,*,the procedings of ISWC,2008,3
SPARQL–Where are we? Current state; theory and practice,Marcelo Arenas; Claudio Gutierrez; Bijan Parsia; Jorge Pérez; Axel Polleres; Andy Seaborne,Abstract. After the data and ontology layers of the Semantic Web stack have achievedconsiderable stability; the query layer; realized by SPARQL; is the next item on W3C'sagenda. Short before its completion; we will take the opportunity to reflect on the currentstate of the language; its applications; recent results on theoretical foundations; and alsofuture challenges. This tutorial will teach SPARQL along two complementary streams: On theone hand; we will provide a practical introduction for newcomers; giving examples fromvarious application domains; providing formal underpinnings and guiding attendees throughthe jungle of existing implementations; including those which reach beyond the currentspecification to query more expressive semantic web languages. On the other hand; we willgo further into the theoretical foundations of SPARQL; presenting recent results of …,CWR project,2006,3
Hypothetical temporal reasoning in databases,Marcelo Arenas; Leopoldo Bertossi,Abstract In this paper we integrate a history–encoding based methodology for checkingdynamic database integrity constraints into a situation-calculus based specification ofrelational database updates. By doing this; we are able to:(1) Answer queries about a wholehypothetical evolution of a database; without having to update the entire database and keepall the information associated to the generated states;(2) State and prove dynamic integrityconstraints as static integrity constraints;(3). Transform history dependent preconditions forupdates into local preconditions. The methodology presented here is based on theintroduction of operators of predicate past temporal logic as macros into the specifications;written in the situation calculus; of the dynamics of a database. Temporal subformulas of aquery are treated as auxiliary views with the corresponding specification of their dynamics …,Journal of Intelligent Information Systems,2002,3
1. Chomicki; 1999. Consistent query answers in inconsistent databases,M Arenas; L Bertossi,*,Proceedings of the 18th ACM Sigmod—Sigact-Sigart Symposium on Principles of Database Systems; May,*,3
Descriptive Complexity for counting complexity classes,Marcelo Arenas; Martin Munoz; Cristian Riveros,Descriptive Complexity has been very successful in characterizing complexity classes ofdecision problems in terms of the properties definable in some logics. However; descriptivecomplexity for counting complexity classes; such as FP and# P; has not been systematicallystudied; and it is not as developed as its decision counterpart. In this paper; we propose aframework based on Weighted Logics to address this issue. Specifically; by focusing on thenatural numbers we obtain a logic called Quantitative Second Order Logics (QSO); andshow how some of its fragments can be used to capture fundamental counting complexityclasses such as FP;# P and FPSPACE; among others. We also use QSO to define ahierarchy inside# P; identifying counting complexity classes with good closure andapproximation properties; and which admit natural complete problems. Finally; we add …,Logic in Computer Science (LICS); 2017 32nd Annual ACM/IEEE Symposium on,2017,2
Foundations of data management (Dagstuhl perspectives workshop 16151),Marcelo Arenas; Richard Hull; Wim Marten; Tova Milo; Thomas Schwentick,Abstract In this Workshop we have explored the degree to which principled foundations arecrucial to the long-term success and effectiveness of the new generation of datamanagement paradigms and applications; and investigated what forms of research need tobe pursued to develop and advance these foundations. The workshop brought togetherspecialists from the existing database theory community; and from adjoining areas;particularly from various subdisciplines within the Big Data community; to understand thechallenge areas that might be resolved through principled foundations and mathematicaltheory.,Dagstuhl Reports,2016,2
A Datalog-Based Language for Querying RDF Graphs.,Marcelo Arenas; Georg Gottlob; Andreas Pieris,RDF is the W3C recommendation data model to represent information about World WideWeb resources; while SPARQL is the standard language for querying RDF data; since itsstandardization in 2008. One of the distinctive features of Semantic Web data is theexistence of vocabularies with predefined semantics: the RDF Schema (RDFS) and the WebOntology Language (OWL); which can be used to derive logical conclusions from RDFgraphs; hence; an RDF query language equipped with reasoning capabilities to deal withthese vocabularies is desirable. In addition; navigational capabilities are vital for datamodels with an explicit graph structure such as RDF [1; 3; 9; 15]; while recursive definitionsare a key feature for graph query languages [5; 14]. Having an RDF query languageavailable that combines the above key functionalities is of paramount importance for the …,AMW,2016,2
Bidirectional Constraints for Exchanging Data: Beyond Monotone Queries.,Marcelo Arenas; Gabriel Diéguez; Jorge Pérez,Abstract In this paper; we propose to use the language of bidirectional constraints to specifyschema mappings in the context of data exchange. These constraints impose restrictionsover both the source and the target data; and have the potential to minimize the ambiguity inthe description of the target data to be materialized. We start by making a case for theusefulness of bidirectional constraints to give a meaningful closed-world semantics for st-tgds; which is motivated by Clark's predicate completion and Reiter's formalization of theclosed-world assumption of a logical theory. We then formally study the use of bidirectionalconstraints in data exchange. In particular; we pinpoint the complexity of the existence-of-solutions and the query evaluation problems in several different scenarios; including in thelatter case both monotone and nonmonotone queries.,IJCAI,2015,2
Expressiveness and Complexity of Bidirectional Constraints for Data Exchange.,Marcelo Arenas; Gabriel Diéguez; Jorge Pérez,Page 1. Expressiveness and Complexity of Bidirectional Constraints for Data Exchange MarceloArenas1 marenas@ing.puc.cl Gabriel Diéguez1 gsdieguez@ing.puc.cl Jorge Pérez2jperez@dcc.uchile.cl 1Department of Computer Science Pontificia Universidad Católica de Chile2Department of Computer Science Universidad de Chile June 6; 2014 Page 2. Schema mappingsSource Schema S {S1;...;Sn} Inst(S) I1 ... Ik ... Target Schema T {T1;...;Tm} Inst(T) J1 ... Jl ... Arenas;Diéguez & Pérez Expressiveness and Complexity of Bidirectional Constraints for Data ExchangePage 3. Schema mappings Inst(S) I1 I2 I3 ... Ik ... Inst(T) J1 J2 J3 ... Jl ... M ⊆ Inst(S) × Inst(T)Arenas; Diéguez & Pérez Expressiveness and Complexity of Bidirectional Constraints for DataExchange Page 4. Inst(S) I1 I2 I3 ... Ik ... Inst(T) J1 J2 J3 ... Jl ... M ⊆ Inst(S) × Inst(T) Solutionsfor Ik under M SolM (Ik) = {J ∈ Inst(T) | (Ik;J) ∈ M} …,AMW,2014,2
Solutions and query rewriting in data exchange,Marcelo Arenas; Pablo Barceló; Ronald Fagin; Leonid Libkin,Abstract Data exchange is the problem of taking data structured under a source schema andcreating an instance of a target schema. Given a source instance; there may be manysolutions–target instances that satisfy the constraints of the data exchange problem.Previous work has identified two classes of desirable solutions: canonical universalsolutions; and their cores. Query answering in data exchange amounts to rewriting a queryover the target schema to another query that; over a materialized target instance; gives theresult that is semantically consistent with the source (specifically; the “certain answers”).Basic questions are then:(1) how do these solutions compare in terms of query rewriting?and (2) how can we determine whether a query is rewritable over a particular solution? Ourgoal is to answer these questions. Our first main result is that; in terms of rewritability by …,Information and Computation,2013,2
„A Direct Mapping of Relational Data to RDF;“,RDB2RDF Working Group,*,The World Wide Web Consortium (W3C),2012,2
Recommendation: A Direct Mapping of Relational Data to RDF,Marcelo Arenas; Alexandre Bertails; Eric Prud’Hommeaux; Juan Sequeda,*,*,2012,2
Exchanging More Than Complete Data.,Marcelo Arenas,Page 1. Exchanging more than Complete Data Marcelo Arenas PUC Chile Joint work with JorgePérez (U. de Chile) and Juan Reutter (U. Edinburgh) M. Arenas – Exchanging more than CompleteData - RR2011 1 / 68 Page 2. Outline: First part ► The data exchange problem ► Somefundamental results in relational data exchange ► The need for a more general data exchangeframework ► Two important scenarios: Incomplete databases (open-world databases: RDF) andknowledge bases M. Arenas – Exchanging more than Complete Data - RR2011 2 / 68 Page 3.Outline: First part ► The data exchange problem ► Some fundamental results in relational dataexchange ► The need for a more general data exchange framework ► Two important scenarios:Incomplete databases (open-world databases: RDF) and knowledge bases M. Arenas –Exchanging more than Complete Data - RR2011 3 / 68 Page 4 …,Description Logics,2011,2
Reasoning Web. Semantic Technologies for the Web of Data: 7th International Summer School 2011; Galway; Ireland; August 23-27; 2011; Tutorial Lectures,Axel Polleres; Claudia d'Amato; Marcelo Arenas; Siegfried Handschuh; Paula Kroner; Sascha Ossowski; Peter F Patel-Schneider,The Semantic Web aims at enriching the existing Web with meta-data and processingmethods so as to provide web-based systems with advanced capabilities; in particular withcontext awareness and decision support. The objective of this book is to provide a coherentintroduction to semantic web methods and research issues with a particular emphasis onreasoning. The 7th reasoning web Summer School; held in August 2011; focused on thecentral topic of applications of reasoning for the emerging “Web of Data”. The 12 chapters inthe present book provide excellent educational material as well as a number of referencesfor further reading. The book not only addresses students working in the area; but also thoseseeking an entry point to various topics related to reasoning over Web data.,*,2011,2
A Direct Mapping of Relational Data to RDF,W3C Working Group,*,*,2011,2
Reasoning Web. Semantic Technologies for the Web of Data.(ReasoningWeb 2011); volume 6848 of LNCS,Axel Polleres; Claudia D’Amato; Marcelo Arenas; Siegfried Handschuh; Paula Kroner; Sascha Ossowski; Peter Patel-Schneider,*,*,2011,2
Xml integrity constraints,Marcelo Arenas,XML access control refers to the practice of limiting access to (parts of) XML data to onlyauthorized users. Similar to access control over other types of data and resources; XMLaccess control is centered around two key problems:(i) the development of formal models forthe specification of access control policies over XML data; and (ii) techniques for efficientenforcement of access control policies over XML data.,Encyclopedia of Database Systems,2009,2
Hypothetical temporal reasoning with history encoding,Marcelo Arenas; Leopoldo Bertossi,Abstract In this paper we integrate a history {encoding based methodology developed byChomicki for checking dynamic database integrity constraints into a situation-calculus basedspeci cation of database updates as proposed by Reiter. By doing this; we are able to:(1)Answer queries about a whole hypothetical evolution of a database; without having toupdate the entire database and keep the information associated to all the generatedstates;(2) Stating and proving dynamic integrity constraints as static integrity constraints;(3)Transform non markovian preconditions for updates into markovian preconditions. All thisresults; although motivated by problems in database theory; can be applied to theories ofaction and change in general. The methodology presented here takes advantage oftranslations between rst order past temporal logic formulas and state bounded situation …,Proc. ESSLLI-98 Workshop on Reasoning about Actions: Foundations and Applications,1998,2
A Semantical Notion of Relevance in Specifications of Database Updates and its Computational Counterpart,Bernardo Siu; Leopoldo Bertossi; Marcelo Arenas; Depto de Ciencia de Computacion,Abstract Using the situation calculus as underlying formalism for specifying databaseupdates as proposed by Raymond Reiter; a semantical notion of relevance of entries intables to other entries is introduced. Also a semantical notion of relevant action is provided.Some properties of these semantical notions are investigated. In particular; they arecompared with syntactical de nitions of relevance that can be used for answering historicalqueries in databases. Other uses of the semantical concepts of relevance and extensionsare discussed.,Submitted for publication,1996,2
A Normal Form for XML Documents; 2002,M Arenas; L Libkin,*,University of Toronto,*,2
A direct mapping of relational data to RDF. W3C Recommendation (2012),M Arenas; A Bertails; E Prudhommeaux; J Sequeda,*,*,*,2
A direct mapping of relational data to RDF; Sept. 2012,M Arenas; A Bertails; E Prud’hommeaux; J Sequeda,*,URL http://www. w3. org/TR/2012/REC-rdb-direct-mapping-20120927,*,2
Direct Mapping of Relational Data to RDF. W3C Recommendation; Sept. 2012,M Arenas; A Bertails; E Prud’hommeaux; J Sequeda,*,*,*,2
Š. Marciuška; Zheleznyakov; D.; Jimenez-Ruiz; E.: SemFacet: Semantic faceted search over YAGO,M Arenas; B Grau; E Kharlamov,*,World Wide Web Conf. Companion,*,2
Direct mapping of relational data to RDF. W3C Working Draft 20 September 2011,M Arenas; A Bertails; E Prud’hommeaux; J Sequeda,*,*,*,2
Semanticsof SPARQL,J Perez; M Arenas; C Gutierrez,*,*,*,2
Semantics of SPARQL; 2006,J Pérez; M Arenas; C Gutierrez,*,*,*,2
The exact complexity of the first-order logic definability problem,Marcelo Arenas; Gonzalo I Díaz,Abstract We study the definability problem for first-order logic; denoted by FO-D ef. The inputof FO-D ef is a relational database instance I and a relation R; the question to answer iswhether there exists a first-order query Q (or; equivalently; a relational algebra expressionQ) such that Q evaluated on I gives R as an answer. Although the study of FO-D ef datesback to 1978; when the decidability of this problem was shown; the exact complexity of FO-Def remains as a fundamental open problem. In this article; we provide a polynomial-timealgorithm for solving FO-D ef that uses calls to a graph-isomorphism subroutine (or oracle).As a consequence; the first-order definability problem is found to be complete for the classGI of all problems that are polynomial-time Turing reducible to the graph isomorphismproblem; thus closing the open question about the exact complexity of this problem. The …,ACM Transactions on Database Systems (TODS),2016,1
The Semantic Web-ISWC 2015,Marcelo Arenas; Jeff Heflin; Paul Groth; Krishnaprasad Thirunarayan; Mathieu d'Aquin; Markus Strohmaier; Oscar Corcho; Steffen Staab; Kavitha Srinivas; Elena Simperl; Michel Dumontier,Since its inception in the last decade; the Semantic Web has experienced a steady andcontinuous development toward its original vision; both in terms of research and oftechnology development and applications. Many of the research results presented in theinitial conferences have now matured and been taken up in commercial settings; giving riseto new research problems that are now being explored. Large-scale initiatives; such assome of the most popular datasets in the linked open data cloud; are now considered ascommodities and are part of many services that are being used on a daily basis; not onlyinside our research community but also in other research areas. The International SemanticWeb Conference (ISWC) has continued to be the premier venue for presenting innovativesystems; applications; and research results related to the Semantic Web. In this edition …,*,2015,1
Towards General Representability in Knowledge Exchange.,Marcelo Arenas; Jorge Pérez; Emanuel Sallinger,In data exchange; one is typically given a source database instance and a mappingbetween a source schema and a target schema. The goal then is to materialize a targetdatabase instance that corresponds to the source instance and the mapping. In this settingsource data is explicitly given; that is; every fact that is true in it is explicitly mentioned in thesource database instance. Knowledge bases typically consist of some explicit knowledge–like in database instances–and some implicit knowledge; usually given in the form of rulesthat specify how to derive knowledge not explicitly stored. In [5]; Arenas et al. introduced thesetting of knowledge exchange; where one is given a source knowledge base and amapping between a source schema and a target schema; and the goal is to materialize atarget knowledge base; that is; both explicit and implicit knowledge. While the question of …,AMW,2013,1
Computing Solutions in OWL 2 QL Knowledge Exchange.,Marcelo Arenas; Elena Botoeva; Diego Calvanese; Vladislav Ryzhikov,*,Description Logics,2013,1
SPARQL Formalization,Marcelo Arenas; Claudio Gutierrez; Jorge Pérez,Page 1. SPARQL Formalization Marcelo Arenas; Claudio Gutierrez; Jorge Pérez Departmentof Computer Science Pontificia Universidad Católica de Chile Universidad de Chile Center forWeb Research http://www.cwr.cl M. Arenas; C. Gutierrez; J. Pérez – SPARQL Formalization 1 /34 Page 2. SPARQL: A simple RDF query language SELECT ?Name ?Email WHERE { ?X :name?Name ?X :email ?Email } ► The semantics of simple SPARQL queries is easy to understand;at least intuitively. M. Arenas; C. Gutierrez; J. Pérez – SPARQL Formalization 2 / 34 Page 3.SPARQL: A simple RDF query language SELECT ?Name ?Email WHERE { ?X :name ?Name?X :email ?Email } ► The semantics of simple SPARQL queries is easy to understand; at leastintuitively. “Give me the name and email of the resources in the datasource” M. Arenas; C.Gutierrez; J. Pérez – SPARQL Formalization 2 / 34 Page 4 …,Intẻnational Semantic Web Conference Tutorial,2007,1
Environmental Information System for analysis and forecast of air pollution (Application to Santiago de Chile),Marcelo Arenas; Leopoldo Bertossi; Loreto Bravo; Laura Gallardo; Achim Sydow,ABSTRACT In Santiago de Chile and other cities in Chile; air pollution is a dramaticproblem. An Environmental Information System (EIS) based on air quality models isextremely valuable in order to support users in governmental administrations and industrywith forecasting and operative decision-making as well as short to long-term regionalplanning. Using a model-based EIS for air pollution it is possible (i) to study complexsource/receptor relationships;(ii) to optimize air pollution abatement strategies either locallyor in a larger region; and (iii) to forecast the air quality for urban and industrial regions. Thepaper presents issues of a joint project of Universidad Catolica de Chile and GMD FIRSTwhich objectives are the exchange of know how in the fields of EIS design and the use of airquality models; the installation of a model-based EIS for air pollution for Santiago de …,Proceedings of the International Conference “Environmental Modeling and Simulation”(ICEMS'00); San Diego (USA),2000,1
Representation of Temporal Knowledge in the Situation Calculus,Marcelo Arenas; Leopoldo Bertossi; Javier Pinto,Abstract In this article we deal with the problem of using temporal knowledge in thespecification of the dynamics of a database. Temporal knowledge is formalized withformulas that refer to the evolution of the database. In the article we analyze severalproblems involving temporal knowledge:(1) Specification of complex temporal preconditionsfor database transactions.(2) Specification and maintenance of integrity constraints.(3)Posing and answering temporal queries about the real or hypothetical evolution of thedatabase. Our research is based on two logical languages that have been developed inparallel: The Situation Calculus; a logical language developed to represent knowledgeabout action and change [8]. The Situation Calculus has been used as a medium for thespecification of database updates [14]; and our work is a further development of this …,*,1998,1
A Direct Mapping of Relational Data to RDF. Working Draft. W3C (2012),M Arenas,*,*,*,1
G-CORE: A Core for Future Graph Query Languages,Renzo Angles; Marcelo Arenas; George HL Fletcher; Claudio Gutierrez; Tobias Lindaaker; Marcus Paradies; Stefan Plantikow; Juan Sequeda; Oskar van Rest; Hannes Voigt,Abstract: We report on a community effort between industry and academia to shape thefuture of graph query languages. We argue that existing graph database managementsystems should consider supporting a query language with two key characteristics. First; itshould be composable; meaning; that graphs are the input and the output of queries.Second; the graph query language should treat paths as first-class citizens. Our result is G-CORE; a powerful graph query language design that fulfills these goals; and strikes a carefulbalance between path query expressivity and evaluation complexity. Subjects: Databases(cs. DB) Cite as: arXiv: 1712.01550 [cs. DB](or arXiv: 1712.01550 v1 [cs. DB] for this version)Submission history From: Hannes Voigt [view email][v1] Tue; 5 Dec 2017 09: 59: 47 GMT(329kb; D),arXiv preprint arXiv:1712.01550,2017,*
A note on computing certain answers to queries over incomplete databases,Marcelo Arenas; Elena Botoeva; E Kostylev; Vladislav Ryzhikov,The ability to handle incomplete information is fundamental in many areas; including dataintegration; data exchange; inconsistent databases; and the Semantic Web. In such areas; itis often impossible to describe the domain of interest in a full; comprehensive way; so theaim of an incomplete database is to concisely represent a (potentially infinite) number ofcompletions. Incomplete information is usually represented by allowing placeholders forunknown values; which are called “nulls”. An incomplete database I with such nulls thenrepresents a set of databases with complete information; called representations of I; each ofwhich is obtained by replacing nulls by actual values. One of the most important problemsassociated to databases is query answering. Since an incomplete database I can haveseveral representations; the aim in this context is to find the “certain answers” to a query Q …,*,2017,*
Determining the schema of a graph dataset,*,A schema for a dataset is identified by identifying a dataset comprising data andrelationships between data pairs. An original schema is identified for the dataset. Thisoriginal schema comprises an organizational structure. An initial fit between the dataset andthe original schema is determined. The initial fit quantifying a conformity of the data in thedataset to the organizational structure of the original schema. A plurality of additionalschemas are identified. Each additional schema is a distinct organizational schema. Thedataset is partitioned into a plurality of subsets. Each subset comprises a modified fitquantifying a modified conformity of subset data in each subset to one of the original schemaand the additional schemas. The modified fit is greater than the original fit.,*,2017,*
Foreword: Special Issue on Database Theory,Marcelo Arenas,This Theory of Computing Systems special issue contains six invited; extended journalarticles of papers presented at the International Conference on Database Theory (ICDT2015); which was held jointly with the International Conference on Extending DatabaseTechnology (EDBT 2015) on March 23–27; 2015 in Brussels; Belgium. ICDT is one of themajor conferences for database theory. The ICDT conference started in 1986 and was abiennial conference until 2009; when it became an annual conference and is jointly heldwith EDBT. The submissions for the special issue underwent thorough journal reviewing andrevision process; in accordance with the usual standards of Theory of Computing Systems.The papers in this special issue are (in no particular order):• Answering Conjunctive Querieswith Inequalities; Paraschos Koutris; Tova Milo;,Theory of Computing Systems,2017,*
Designing a Query Language for RDF,Marcelo Arenas; Martin Ugarte,Resumen When querying an Resource Description Framework (RDF) graph; a prominentfeature is the possibility of extending the answer to a query with optional information.However; the definition of this feature in SPARQL—the standard RDF query language—hasraised some important issues. Most notably; the use of this feature increases the complexityof the evaluation problem; and its closed-world semantics is in conflict with the underlyingopen-world semantics of RDF. Many approaches for fixing such problems have beenproposed; the most prominent being the introduction of the semantic notion of weaklymonotone SPARQL query. Weakly monotone SPARQL queries have shaped the class ofqueries that conform to the open-world semantics of RDF. Unfortunately; finding an effectiveway of restricting SPARQL to the fragment of weakly monotone queries has proven to be …,ACM transactions on database systems,2017,*
Dagstuhl Reports; Vol. 6; Issue 4 ISSN 2192-5283,Thorsten Quandt; German Shegalov; Helle Sjøvaag; Gottfried Vossen; Ingrid Hotz; Evren Özarslan; Thomas Schultz; Marcelo Arenas; Richard Hull; Wim Martens; Tova Milo; Thomas Schwentick; Evrim Acar; Animashree Anandkumar; Lenore Mullin; Sebnem Rusitschka; Volker Tresp; Elena Cabrio; Graeme Hirst; Serena Villata; Adam Wyner; Paris Avgeriou; Philippe Kruchten; Ipek Ozkaya; Carolyn Seaman; Leo G Kroon; Anita Schöbel; Dorothea Wagner; Amel Bennaceur; Dimitra Giannakopoulou; Reiner Hähnle; Karl Meinke,Analysis; Interpretation and Benefit of User-Generated Data: Computer Science Meets CommunicationStudies (Dagstuhl Seminar 16141) Thorsten Quandt; German Shegalov; Helle Sjøvaag; andGottfried Vossen … Multidisciplinary Approaches to Multivalued Data: Modeling;Visualization; Analysis (Dagstuhl Seminar 16142) Ingrid Hotz; Evren Özarslan; and ThomasSchultz ............................... 16 … Foundations of Data Management (Dagstuhl Perspectives Workshop16151) Marcelo Arenas; Richard Hull; Wim Martens; Tova Milo; and Thomas Schwentick …Tensor Computing for Internet of Things (Dagstuhl Perspectives Workshop 16152) EvrimAcar; Animashree Anandkumar; Lenore Mullin; Sebnem Rusitschka; and Volker Tresp ............................................................................ 57 … Natural Language Argumentation: Mining;Processing; and Reasoning over Textual Arguments (Dagstuhl Seminar 16161) Elena …,*,2016,*
Incomplete Causal Laws in the Situation Calculus Using Free Fluents.,Marcelo Arenas; Jorge A Baier; Juan S Navarro; Sebastian Sardina,Abstract We propose a simple relaxation of Reiter's basic action theories; based on fluentswithout successor state axioms; that accommodates incompleteness beyond the initialdatabase. We prove that fundamental results about basic action theories can be fullyrecovered and that the generalized framework allows for natural specifications of variousforms of incomplete causal laws. We illustrate this by showing how the evolution ofincomplete databases; guarded action theories; and non-deterministic actions can beconveniently specified.,IJCAI,2016,*
2016 ACM PODS Alberto O. Mendelzon Test-of-Time Award,Marcelo Arenas; Peter Buneman; Jan Van den Bussche,Mendelzon was an international leader in database theory; whose pioneering andfundamental work has inspired and influenced both database theoreticians andpractitioners; and continues to be applied in a variety of advanced settings. He served thedatabase community in many ways; in particular; he served as the General Chair of thePODS conference; and was instrumental in bringing together the PODS and SIGMODconferences. He also was an outstanding educator; who guided the research of numerousdoctoral students and postdoctoral fellows. The Award is to be awarded each year to apaper or a small number of papers published in the PODS proceedings ten years prior; thathad the most impact (in terms of research; methodology; or transfer of practice) over theintervening decade. The decision was approved by SIGMOD and ACM. The funds for the …,Proceedings of the 35th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2016,*
