High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
X-ray Free Electron Laser Determination of Crystal Structures of Dark and Light States of a Reversibly Photoswitching Fluorescent Protein at Room Temperature,Christopher DM Hutchison; Violeta Cordon-Preciado; Rhodri ML Morgan; Takanori Nakane; Josie Ferreira; Gabriel Dorlhiac; Alvaro Sanchez-Gonzalez; Allan S Johnson; Ann Fitzpatrick; Clyde Fare; Jon P Marangos; Chun Hong Yoon; Mark S Hunter; Daniel P DePonte; Sébastien Boutet; Shigeki Owada; Rie Tanaka; Kensuke Tono; So Iwata; Jasper J van Thor,The photochromic fluorescent protein Skylan-NS (Nonlinear Structured illumination variantmEos3. 1H62L) is a reversibly photoswitchable fluorescent protein which has anunilluminated/ground state with an anionic and cis chromophore conformation and highfluorescence quantum yield. Photo-conversion with illumination at 515 nm generates a meta-stable intermediate with neutral trans-chromophore structure that has a 4 h lifetime. Wepresent X-ray crystal structures of the cis (on) state at 1.9 Angstrom resolution and the trans(off) state at a limiting resolution of 1.55 Angstrom from serial femtosecond crystallographyexperiments conducted at SPring-8 Angstrom Compact Free Electron Laser (SACLA) at 7.0keV and 10.5 keV; and at Linac Coherent Light Source (LCLS) at 9.5 keV. We present acomparison of the data reduction and structure determination statistics for the two facilities …,International journal of molecular sciences,2017,*
Simple; direct routes to polymer brush traps and nanostructures for studies of diffusional transport in supported lipid bilayers,Alexander Johnson; Peng Bao; Claire R Hurley; Michaël Cartron; Stephen D Evans; C Neil Hunter; Graham J Leggett,Patterned poly (oligo ethylene glycol) methyl ether methacrylate (POEGMEMA) brushstructures may be formed by using a combination of atom-transfer radical polymerization(ATRP) and UV photopatterning. UV photolysis is used to selectively dechlorinate films of 4-(chloromethyl) phenyltrichlorosilane (CMPTS) adsorbed on silica surfaces; by exposureeither through a mask or using a two-beam interferometer. Exposure through a mask yieldspatterns of carboxylic acid-terminated adsorbates. POEGMEMA may be grown from intact Clinitiators that were masked during exposure. Corrals; traps; and other structures formed inthis way enable the patterning of proteins; vesicles; and; following vesicle rupture; supportedlipid bilayers (SLBs). Bilayers adsorbed on the carboxylic acid-terminated surfaces formedby C–Cl bond photolysis in CMPTS exhibit high mobility. SLBs do not form on …,Langmuir,2017,*
Preface: 6th International Conference on Theoretical and Applied Physics (The 6th ICTAP),Dahlang Tahir; Halmar Halide; Tasrief Surungan; Nur Hasanah,The 6th International Conference on Theoretical and Applied Physics (Th 6th ICTAP) inconjunction with The 29 National Physics Symposium (SFN XXIX) was held in the campus ofHasanuddin University (UNHAS) in Makassar during 19-21 September 2016. Makassar isthe biggest city in the center of Indonesia; was a delightful place for the conference. The 120scientific participants from various countries to share their knowledge with many fruitfuldiscussion and exchanges that contributes to the success of the conference. The theme forthe 6th ICTAP 2016 was Physics for Future development of Science and Technology. In linewith the theme; the scope of the 6th ICTAP 2016 includes all scientific and technicalactivities from theoretical physics to the advanced application of physics in nanotechnology;material for energy; sensor; laser and optoelectronics; environmental science; and …,*,2017,*
Non-perturbative Quantification of Ionic Charge Transfer through Nm-Scale Protein Pores Using Graphene Microelectrodes,Jinglei Ping; AT Johnson; AT Charlie Johnson Team,Abstract Conventional electrical methods for detecting charge transfer through protein poresperturb the electrostatic condition of the solution and chemical reactivity of the pore; and arenot suitable to be used for complex biofluids. We developed a non-perturbative methodology(fW input power) for quantifying trans-pore electrical current and detecting the pore status(ie; open vs. closes) via graphene microelectrodes. Ferritin was used as a model proteinfeaturing a large interior compartment; well-separated from the exterior solution with discretepores as charge commuting channels. The charge flowing through the ferritin pores transfersinto the graphene microelectrode and is recorded by an electrometer. In this example; ourmethodology enables the quantification of an inorganic nanoparticle-protein nanoporeinteraction in complex biofluids.,APS March Meeting Abstracts,2017,*
Attosecond processes and X-ray spectroscopy: general discussion,Chris J Milne; Peter M Weber; Markus Kowalewski; Jon P Marangos; Allan S Johnson; Ruaridh Forbes; Hans Jakob Wörner; Daniel Rolles; Dave Townsend; Oliver Schalk; Sebastian Mai; Morgane Vacher; RJ Dwayne Miller; Martin Centurion; Ágnes Vibók; Wolfgang Domcke; Raluca Cireasa; Kiyoshi Ueda; Filippo Bencivenga; Daniel M Neumark; Albert Stolow; Artem Rudenko; Adam Kirrander; Danielle Dowek; Fernando Martín; Misha Ivanov; Jan Marcus Dahlström; Nirit Dudovich; Shaul Mukamel; Alvaro Sanchez-Gonzalez; Michael P Minitti; Dane R Austin; Victor Kimberg; Zdenek Masin,Martin Centurion opened a discussion of the paper by Shaul Mukamel: There seems to bean issue of two different time scales. The resonant cavity will have a long lifetime; while theexcited molecules will evolve on a much faster time; which can change their absorptionspectrum and thus the strength of interaction with the cavity. Will this be a problem for themethod that you are proposing? Shaul Mukamel replied: This is not a problem in theapplications I presented. The cavity eld is stationary and its only role is static: It dresses thebare molecular states to create joint molecule/ eld (polariton) states. Time dependentpolaritons in multimode cavities is an interesting issue which was not addressed in thepresent studies.,Faraday discussions,2016,*
HHG Generated Soft X-ray Supercontinuum for Absorption Spectroscopy,AS Johnson; L Miseikis; DA Wood; DR Austin; C Brahms; S Jarosch; CS Stuber; P Ye; Jonathan P Marangos,Abstract We report the generation of a soft X-ray supercontinuum in the 150-450 eV photonenergy range using HHG from a 1.5 cycle CEP stable intense laser pulse at 1800 nm whichwas used to measure XANES spectra of a 200 nm polythiophene (P3HT) film.,Laser Science,2016,*
Machine learning applied to single-shot x-ray diagnostics in an XFEL,Alvaro Sanchez-Gonzalez; P Micaelli; C Olivier; TR Barillot; M Ilchen; AA Lutman; A Marinelli; T Maxwell; A Achner; M Agåker; N Berrah; C Bostedt; J Buck; PH Bucksbaum; S Carron Montero; B Cooper; JP Cryan; M Dong; R Feifel; LJ Frasinski; H Fukuzawa; A Galler; G Hartmann; N Hartmann; W Helml; AS Johnson; A Knie; AO Lindahl; J Liu; K Motomura; M Mucke; C O'Grady; JE Rubensson; ER Simpson; RJ Squibb; C Såthe; K Ueda; M Vacher; DJ Walke; V Zhaunerchyk; RN Coffee; JP Marangos,Abstract: X-ray free-electron lasers (XFELs) are the only sources currently able to producebright few-fs pulses with tunable photon energies from 100 eV to more than 10 keV. Due tothe stochastic SASE operating principles and other technical issues the output pulses aresubject to large fluctuations; making it necessary to characterize the x-ray pulses on everyshot for data sorting purposes. We present a technique that applies machine learning toolsto predict x-ray pulse properties using simple electron beam and x-ray parameters as input.Using this technique at the Linac Coherent Light Source (LCLS); we report mean errorsbelow 0.3 eV for the prediction of the photon energy at 530 eV and below 1.6 fs for theprediction of the delay between two x-ray pulses. We also demonstrate spectral shapeprediction with a mean agreement of 97%. This approach could potentially be used at the …,arXiv preprint arXiv:1610.03378,2016,*
Cover Picture: Absolute Configuration from Different Multifragmentation Pathways in Light‐Induced Coulomb Explosion Imaging (ChemPhysChem 16/2016),Martin Pitzer; Gregor Kastirke; Maksim Kunitski; Till Jahnke; Tobias Bauer; Christoph Goihl; Florian Trinter; Carl Schober; Kevin Henrichs; Jasper Becht; Stefan Zeller; Helena Gassert; Markus Waitz; Andreas Kuhlins; Hendrik Sann; Felix Sturm; Florian Wiegandt; Robert Wallauer; Lothar Ph H Schmidt; Allan S Johnson; Manuel Mazenauer; Benjamin Spenger; Sabrina Marquardt; Sebastian Marquardt; Horst Schmidt‐Böcking; Jürgen Stohner; Reinhard Dörner; Markus Schöffler; Robert Berger,The Front Cover picture illustrates that light-induced Coulomb explosions can image theabsolute configuration of small molecules in the gas phase. Even partial fragmentationdisplays the signature of handedness. More information can be found in the Full Paper by M.Pitzer et al. on page 2465 in Issue 16; 2016 (DOI: 10.1002/cphc. 201501118).,ChemPhysChem,2016,*
RNA-Seq of Pleomorphic & Classic Lobular Carcinoma In Situ Identifies Significant Differences in Gene Expression Indicating Pleomorphic LCIS Resembles Lumina...,Arthur Johnson; Christine Henzler; Molly Klein; Stuart Cameron; James Richter; Sumaya Al Rawi; Jessica Gruenberg; Aqsa Nasir; Maryam Shahi; Evan W Sell; Kathryn L Schwertfeger; Richard Zera; Andrew C Nelson,*,LABORATORY INVESTIGATION,2016,*
Preventing Oxide Adhesion of Liquid Metal Alloys to Enable Actuation in Microfluidic Systems,Ishan Joshipura; Alexander Johnson; Hudson Ayers; Michael Dickey,Abstract This work explores the wetting behavior of an oxide-coated liquid metal; eutecticalloy of gallium and indium (EGaIn'); which remains a liquid at room temperature. Liquidmetals uniquely combine fluidity with metallic properties. Combined; these properties enablesoft; stretchable; and shape reconfigurable electronics withsofter than skin'interfaces. Gaforms spontaneously a thin surface oxide that alters its wetting behavior and makes it difficultto move across surfaces without leaving residue behind. We examine the effects of surfaceroughness (ie; Cassie-Baxter state) and lubrication to minimize adhesion of Ga oxide tosurfaces. Lubricated surfaces create aslip-layer'of liquid between the metal and surface thatalso inhibits wetting. This slip layer allows the metal to move reversibly throughmicrochannels by preventing adhesion of the oxide. The metal may be pumped or moved …,APS Meeting Abstracts,2016,*
Schottky diode based on WS2 crossed with PEDOT/PSSA,Deliris Ortiz; Nicholas Pinto; Carl Naylor; AT Johnson,Abstract An easy technique to fabricate a Schottky diode with WS2 and PEDOT-PSSA underambient conditions is presented. WS2 is an air stable transition metal dichalcogenidesemiconductor. When connected as a field effect transistor; WS2 exhibited n-type behaviorwith a charge mobility of~ 7cm2/Vs on SiO2. PEDOT/PSSA is a conducting polymer that canbe electro-spun to form fibers with a conductivity of~ 1 S/cm. In this work we fabricated aSchottky diode by crossing a CVD grown monolayer WS2 crystal with a single electro-spunPEDOT/PSSA fiber. The resulting diode characteristics were analyzed assuming thestandard thermionic emission model of a Schottky junction. Analysis of the results includesthe ideality parameter of 4.75; diode rectification ratio~ 10; and a turn on voltage of 1.4 V.Efforts to investigate if these parameters are tunable with a back gate will also be …,APS March Meeting Abstracts,2016,*
Electrical response of monolayer MoS2 to vapors of aliphatic alcohols,Pablo Sepulveda; Idalia Ramos; Carl Naylor; AT Johnson; Nicholas Pinto,Abstract Monolayer MoS2 crystals were used to sense vapors of Methanol; Ethanol and 1-Propanol. Due to the large surface area; these sensors are expected to show rapid responseand recovery times. The current through the sensor was monitored as a function of time witha constant applied voltage. This current decreased in the presence of the sensing gas andrecovered upon its removal. Our results show that the response time gets longer as the sizeof the alcohol increases; but the recovery time stays approximately the same (~ 20s)regardless of the size of the alcohol. The sensitivity was also seen to decrease as the size ofthe alcohol increased. These observations could be associated with the slower diffusion ofthe larger alcohol molecules into the MoS2 crystal. The sensors are also fairly robust sincethe same sensor was used in all of the measurements after annealing in air at 70C for 10 …,APS March Meeting Abstracts,2016,*
Structural dynamics: general discussion,Piero Decleva; Andrew J Orr-Ewing; Markus Kowalewski; Oleg Kornilov; Jon P Marangos; Hans Jakob Wörner; Allan S Johnson; Ruaridh Forbes; Daniel Rolles; Dave Townsend; Oliver Schalk; Sebastian Mai; Tom J Penfold; RJ Dwayne Miller; Martin Centurion; Kiyoshi Ueda; Wolfgang Domcke; Peter M Weber; Kyoung Koo Baeck; Oksana Travnikova; Chelsea Liekhus-Schmaltz; João Pedro Figueira Nunes; Daniel M Neumark; Oliver Gessner; Albert Stolow; Artem Rudenko; Pankaj Kumar Mishra; Adam Kirrander; Danielle Dowek; Fernando Martín; Ágnes Vibók; Michael P Minitti; Brian Stankus; Christian Burger,Hans Jakob Wörner opened a general discussion of the paper by Artem Rudenko: The CO2+ yield seems to be exclusively dominated by the spin–orbit frequency of the ground stateof CO 2+; whereas the CO+ O+ yield exclusively the spin–orbit frequency of the first excitedstate. Can you explain why this is the case?Artem Rudenko responded: It indicates that thedissociation to the CO+ O+ channel does not proceed via the ground state of the CO 2+ ion;in contrast to sequential double ionization. This is consistent with the conclusions made inM. Opperman; et al. 1 The appearance of the spin–orbit frequency of the excited A-stateindicates that this dissociation channel at least partly proceeds via the excitation to the A-state.,Faraday discussions,2016,*
Towards Lego Snapping; Integration of Carbon Nanotubes and Few-Layer Graphene,Mohsen Nasseri; Mathias Boland; M Javad Farrokhi; Douglas Strachan,Abstract Integration of semiconducting; conducting; and insulating nanomaterials intoprecisely aligned complicated systems is one of the main challenges to the ultimate sizescaling of electronic devices; which is a key goal in nanoscience and nanotechnology. Thisintegration could be made more effective through controlled alignment of thecrystallographic lattices of the nanoscale components. Of the vast number of materials ofatomically-thin materials; two of the sp2 bonded carbon structures; graphene and carbonnanotubes; are ideal candidates for this type of application since they are built from thesame backbone carbon lattice. Here we report carbon nanotube and graphene hybridnanostructures fabricated through their catalytic synthesis and etching. The growthformations we have investigated through various high-resolution microscopy techniques …,APS Meeting Abstracts,2016,*
Electrical Transport in Ultra-Short Atomically Thin Devices,Mathias Boland; M Javad Farrokhi; Mohsen Nasseri; Douglas Strachan,Abstract Ultra-short nanoscale devices that incorporate atomically-thin materials have thepotential to be the smallest electronics. These materials represent the ultimate size-scalingin the vertical dimension and could be ideal as channel; electrode; and dielectric materialsfor a variety of applications-especially for ultrafast electronics. Such extremely-scaleddevices can show unique transport characteristics that depended sensitively on their atomic-scale configurations. Here we report several atomically-thin ultra-short device schemes wehave been developing which includes those consisting of single and bilayer graphenechannels. Electrical transport measurements show very unique characteristics betweenthese ultra-short devices that are highly sensitive to the atomic layer number. This sensitivitysuggests that these ultra-short devices are strongly dependent on the unique chiral …,APS Meeting Abstracts,2016,*
Nonlinear Ballistic Transport in Graphene Devices,M Javad Farrokhi; Mathias Boland; Mohsen Nasseri; Douglas Strachan,Abstract Through the extreme size scaling of electronic devices; there is great potential toachieve highly efficient and ultrafast electronics. By scaling down the channel length ingraphene transistors to the point where the mean free path exceeds the relevant channellength; the electron transport can transition from a diffusive regime to an intrinsic ballisticregime. In such a regime; both quantum tunneling at the electrode-channel interface and thescreening length; as determined by electrode-channel barrier width; can have a strong effecton current nonlinearity and asymmetric gate response. Here we discuss our experimentalresults on nangap electrodes to graphene channels that show quantitative agreement withan intrinsic ballistic model. Moreover; this behavior persists to room temperature and onstandard oxide substrates; providing strong evidence for a new regime of nonlinearity in …,APS Meeting Abstracts,2016,*
Vehicle pet harness,*,The most dangerous collisions for people and animals are head-on collisions. Head-on collisionsforce vehicle occupants forward with a large amount of energy causing injury and death. Humanoccupants are held in place and kept from striking the inside of the vehicle with seat belts andprotected with air bags. Vehicle seat belts are inappropriate and ineffective for protecting animalsduring a collision. Further; without limitation of animal movement within the vehicle; airbags maycause injury or death to an unsecured or poorly secured animal … In one aspect; the inventionrelates a pet harness for use in; for example; motor vehicles. The harness of the present inventionsolves the problems associated with the harnesses of the prior art by employing a novel andnon-obvious design that; at least in part; utilizes the animal's weight distribution and geometryto provide for a device with improved safely attributes over the devices presently known …,*,2015,*
Fabrication and Simultaneous Electrical Measurement of Graphene Nanoribbon Devices Inside a S/TEM,Julio A Rodríguez-Manzo; Zhengqing John Qi; Matthew Puster; Adrian Balan; AT Charlie Johnson; Marija Drndic,The high-energy fine electron probe attainable in a transmission electron microscope(operated in TEM or STEM mode) could be thought of as an exquisite subtractive fabricationtool in terms of size (< 1 nm) and spatial resolution (< 1 nm). For devices that require drilling;cutting; stamping or molding at this level; and whose functionality truly stems from theirnanoscale dimensions; the in-situ/operando S/TEM approach offers a top-notch platformwhere the physical properties (eg; conductivity) of a material can be correlated with itsstructure and chemistry—with atomic resolution with the best conditions. The range ofelectron energies (~ 80-300 KeV) and the probe current density (~ 10 9 A m-2) attainable ina standard S/TEM equipped with a field emission gun are especially well suited to modify 2Dmaterials. In this context; we discuss two examples in which graphene nanoribbon (GNR) …,Microscopy and Microanalysis,2015,*
Adjustable seal apparatus for mounting a mixing apparatus to a vessel,*,An adjustable seal apparatus for mounting a mixing apparatus having a movable shaft insealed engagement with a wall of a vessel and in a selected orientation with respect to thewall of the vessel. The adjustable seal apparatus includes a seal mechanism for creating agas-tight seal between the shaft of the mixing apparatus and the wall of the vessel and anadjustable mounting mechanism for selectively positioning the shaft in a desired orientation.,*,2015,*
Compression and Amplification of SWIR Single-Cycle Pulses for Water Window Attosecond Pulse Generation,Adam S Wyatt; Paloma Matía-Hernando; Allan S Johnson; Oliver Alexander; Richard Chapman; Cephise Cacho; Dane R Austin; John WG Tisch; Jon P Marangos; Emma Springate,The generation of high intensity (~ 10 15 Wcm-2) single-cycle (< 10fs) short-wavelengthinfrared (SWIR-central wavelength~ 1.7 μm) pulses allows for the generation of isolatedattosecond pulses in the 'water window'(280-530eV) via high harmonic generation (HHG);enabling ultrafast element-specific dynamical imaging across a broad spectral region of highinterest. Sub-millijoule sub-10fs pulses can be routinely generated via self phasemodulation in a gas filled hollow-core fibre [1]; with the SWIR being generated from the idlerof an optical parametric amplifier (OPA) pumped by a commercial Ti: Sapph laser system.Utilizing the idler ensures passive carrier envelope phase stabilization; allowing for thegeneration of isolated attosecond pulses [2]. The output energy of the fibre is howevertypically limited to~ 1mJ. We propose to use an OPA pumped at 800nm to increase the …,The European Conference on Lasers and Electro-Optics,2015,*
Modeling Travel Choices to Assess Potential Greenhouse Gas Emissions Reductions,Richard Nam; Jonathan Dowds; Brian HY Lee; Lisa Aultman-Hall; Alyssa Johnson,This report summarizes a set of projects that examine different aspects of travel behavior thatinfluence fuel consumption and greenhouse gas (GHG) emissions. Two of these projects;described in Sections 2 and 3; examined how households choose to allocate vehiclesamong drivers and the potential for alternative vehicle allocations among householdmembers to reduce fuel consumption. These two projects drew on data from the NationalHousehold Travel Survey (NHTS) to estimate the potential fuel savings from intra-householdvehicle reallocations that ensure that the relative usage of each vehicle in the householdcorresponds to that vehicle's relative fuel efficiency among all vehicles in the household. InSection 2; this analysis assumes that all vehicles can be substituted for one anotherregardless of their passenger and cargo capacities. Section 3 builds on this analysis by …,*,2015,*
Unravelling Electronic Band Structures of Transition Metal Dichalcogenides,Chendong Zhang; Yuxuan Chen; Amber Johnson; Ming-Yang Li; Jing-Kai Huang; Lain-Jong Li; Chih-Kang Shih,Accurate knowledge of the electronic structures of materials is the key enabler for theadvancement of science and technology based on such materials. Recent emergence oftransition metal dichalcogenides (TMDs) as potentially transformative 2D electronic andphotonic materials has triggered intensive research activities to investigate their electronicstructures. Compared with the previous experimental efforts such as optical spectroscopiesand angle resolved photoemission; the scanning tunneling spectroscopy (STS) has theunique advantages in probing the quasiparticle band structures of the TMD samples with alimited lateral size. However; the STS investigations thus far have not yield consistent resultseven for the measurement of the quasiparticle band gap. Here we present a newcomprehensive methodology of scanning tunneling spectroscopy; which contains the …,Bulletin of the American Physical Society,2015,*
Graphene decorated with mu-opioid receptor: the ionic screening effect and detection of enkephalin,Jinglei Ping; AT Johnson; Renyu Liu; AT Charlie Johnson Team; Renyu Liu Collaboration,Abstract We investigated the properties of graphene field effect transistors (GFETs)decorated with a computaionally redesigned; water-soluble variant of the human mu-opioidreceptor (wsMOR) in physiological buffer solution. The shift of the Fermi level in the GFETs isquantitatively described by chemical-gating effect of charges on the wsMOR that arescreened by the ionic solution. Our results suggest that sensitivity to the molecular target islost when the Debye screening length of the solution is shorter than the distance from thegraphene to the wsMOR; thus de-salting may be necessary when wsMOR decorated GFETsare used as biosensors in solution. We used this insight to detect DAMGO; a syntheticanalog to the endogenous opioid peptide encephalin; at a concentration of 10 pM (5.1pg/mL) in artificial cerebrospinal fluid (aCSF) diluted to 5% of its normal salt concentration …,APS Meeting Abstracts,2015,*
Photoconductivity in DNA-Porphyrin Complexes,Peco Myint; Emma Oxford; Collence Nyazenga; Walter Smith; Zhengqing Qi; AT Johnson,Abstract We have measured the photoconductivity of lambda-DNA that is modified byintercalating a porphyrin compound; meso-tetrakis (N-methyl-4-pyridiniumyl) porphyrin(TMPyP); into its base stacks. Intercalation was verified by a red shift and hypochromism ofthe Soret absorption peak. The DNA/porphyrin strands were then deposited onto oxidizedsilicon substrates which had been patterned with interdigitated electrodes; and blown dry.Electrical measurements were carried out under nitrogen; using illumination from a 445 nmlaser; this wavelength falls within the absorption peak of the DNA/porphyrin complexes.When initially measured under dry nitrogen; the complexes show no photoconductivity ordark conductivity. However; at relative humidities of 30% and above; we do observe darkconductivity; and also photoconductivity that grows with time. Photoconductivity gets …,APS Meeting Abstracts,2015,*
Integration of Nanotubes; Etch Tracks; and Nanoribbons in Crystallographic Alignment,Mathias J Boland; D Patrick Hunley; Abhishek Sundrarajan; Mohsen Nasseri; Douglas R Strachan,Abstract Three nanomaterial components; carbon nanotubes (CNTs); few-layer graphene(FLG); and etch tracks exposing insulating SiO 2 regions; are integrated to formcrystallographically-aligned nanoscale systems. These integrated systems consist of CNTsgrown across nanogap etch tracks and nanoribbons formed within the FLG films as a resultof chemical vapor deposition (CVD) processing. Each nanoscale component is alignedalong the underlying graphene lattice; resulting in their orientations being locked intoprecise values; with CNTs maintaining alignment even after crossing etch tracks. The growthof aligned CNTs across nanogap etch tracks and nanoribbons suggests that integratedformations can be achieved by growing CNTs directly over nanogap etch tracks andnanoribbons. This is supported by calculations of the vibrational energy of CNTs …,APS Meeting Abstracts,2015,*
Mechanical Properties of 1D Nanoscale Features in 2D Material Systems,Mohsen Nasseri; Mathias J Boland; Armin Ansary; D Patrick Hunley; Douglas R Strachan,Abstract Two dimensional materials; such as graphene and MoS 2; and hybrid structure ofthese materials have been studied extensively in the past few years because of their uniquephysical; mechanical; chemical and optical properties. Through the use of lateral forcescanning probe manipulation and measurements; frictional; adhesive; and elasticcharacteristics of one-dimensional features of graphene and MoS 2 are investigated. Theseinclude the local elastic strain and friction at the edges of these 2D materials. Evidence ofelastic straining of graphene and MoS 2 edges indicates that they behave as nanoscalesprings. Estimates of the strain energy are consistent with out-of-plane bending of the edgesand could represent a possible route for reversibly tuning the local electronic properties ofthese 2D materials. Unique mechanical properties of other 1D features; such as …,APS March Meeting Abstracts,2015,*
Crystallographic growth and alignment of carbon nanotubes on few-layer graphene,Aram Arash; Patrick D Hunley; Mohsen Nasseri; Mathias J Boland; Abhishek Sundararajan; Bethany M Hudak; Beth S Guiton; Douglas R Strachan,Abstract Hybrid carbon nanotube and graphene structures are emerging as an excitingmaterial system built from a common sp2 carbon backbone. Such hybrid systems havepromise for use in improving the performance of energy storage and high-speed electronicapplications. Towards the attainment of such hybrid materials; the catalytic growth andcrystallographic alignment of these integrated structures are investigated along with theatomic-scale features of their interfaces. The catalytic activity of nanoparticles to form carbonnanotubes on the surface of few-layer graphene is tuned through precise feedstockapplication. Through careful materials synthesis; the interfaces of these hybrid carbonnanotube-graphene systems are investigated through ultra-high resolution electronmicroscopy.,APS Meeting Abstracts,2015,*
Ultra-Short Channel Graphene Devices,M Javad Farrokhi; Mathias J Boland; Abhishek Sundararajan; Douglas R Strachan,Abstract Measurements and modeling of ultra-short nano-electronic devices consisting ofmetallic electrodes and graphene channels are presented. We will discuss the novelformation and characterization of these devices. The short channel of the devices permitsthe observation of high-field effects. This includes current saturation that has relevance tofuture size-scaling of atomically-thin nano-electronics in the sub-10 nm regime. Unusualfeatures in the current-voltage characteristics are explained by an analytical ballistic model.In addition; we investigate the effect of contact induced energy level broadening of theelectrodes and contact resistance on the current saturation.,APS Meeting Abstracts,2015,*
Waterproof time-dependent analysis of polymer modified cement mortar,DX MA; Y Liu; Y Lai; ZG Luo,ABSTRACT: This paper adopting three kinds of polymers studied the crack resistance(maximum crack width and cracking weighted value) and deformation resistance (shrinkagerate; relative dynamic elastic modulus; lateral deformation and tensile bond strength) ofcement mortar. The results show that with the increase of polymer content; the maximumcrack width and cracking weighted value significantly decrease; which means polymer caneffectively improve the crack resistance of cement mortar. In addition; polymer declines theshrinkage rate and relative dynamic elastic modulus of mortar; improves the elasticity andflexibility of mortar; increases the cohesive force between the cement and aggregate; raisesthe cohesiveness of various base materials; resulting in that polymer modified mortar canwithstand the base material deformation; impact of external force; thermal and freeze …,Industrial; Mechanical and Manufacturing Science: Proceedings of the 2014 International Conference on Industrial; Mechanical and Manufacturing Science (ICIMMS 2014); June 12-13; 2014; Tianjin; China,2015,*
Comparative study of highway coarse aggregate gradation used in airport pavement concrete,DX Ma; Y Liu; Y Lai; ZG Luo,ABSTRACT: This paper chose two kinds of coarse aggregate gradation (5∼ 31.5 mm single-graded coarse aggregate; 5∼ 20 mm; 20∼ 40mm double-graded coarse aggregate) tocomparatively study the influence of single-graded and double-graded coarse aggregate onthe performance of airport pavement concrete. The results show that the workability of airportpavement concrete prepared with double-graded coarse aggregate is superior to that ofsingle graded coarse aggregate and both of them meet the design requirement; the flexuralstrength and durability of concrete prepared with single-graded coarse aggregate are betterthan the corresponding parameters of the concrete prepared with double-graded coarseaggregate.,Industrial; Mechanical and Manufacturing Science: Proceedings of the 2014 International Conference on Industrial; Mechanical and Manufacturing Science (ICIMMS 2014); June 12-13; 2014; Tianjin; China,2015,*
Integrated Nanotubes; Etch Tracks; and Nanoribbons in Crystallographic Alignment to a Graphene Lattice,D Patrick Hunley; Mathias J Boland; Douglas R Strachan,DOI: 10.1002/adma. 201404060 directions with tracks having widths of order 10 nm orless.[11] This is significant because it demonstrates the successful integration of nanoscalegraphene and insulating regions having specific crystal orientations with respect to thegraphene lattice. Moreover; when two etch tracks are closely spaced; their tendency to alignalong specific crystal directions can result in the formation of nanoribbons withcrystallographic orientation relative to the rest of the graphene lattice.[11; 12] In other work;CNTs have recently been shown to grow along specific crystal orientations on the surface ofa FLG substrate.[13; 14] While these≈ 5–6 nm diameter CNTs are slightly too large to havean appreciable bandgap useful for many applications; this result is a step toward achievingthe successful integration of a semiconducting nanomaterial and a conductor with …,Advanced Materials,2015,*
Low-dimensional chemistry: photochemical routes to micrometre-and nanometre-scale assemblies of proteins and lipids,Alexander Johnson,The goal of the work described in this thesis was to develop methods for the fabrication ofmicrometre-and nanometre-scale assemblies of proteins and lipids using photosensitivemonolayers as templates. Micrometre-and nanometre-scale polymer brush structures havebeen fabricated by patterning monolayers of (chloromethyl) phenyltrichlorosilane (CMPTS)by mask-based photolithography and interferometric lithography (IL) respectively. Atomicforce microscopy (AFM) and secondary ion mass spectrometry (SIMS) imaging have beenused to characterise the resulting structures. Proteins have been immobilised onto thesepatterns with a high degree of specificity as evidenced by confocal microscopy. Rupturinglipid vesicles onto these structures; well-defined and mobile patterned supported lipidbilayers (SLB) could be formed. The quality of these structures were confirmed by …,*,2015,*
Nanoscience of Atomically-Thin Materials,Douglas R Strachan,Abstract Atomically-thin materials represent the thinnest possible components of futuredevices having extreme reduction in size scales. While tremendous progress has recentlybeen made in understanding the large-scale properties of atomically-thin materials; the low-dimensional aspects; although critical to the smallest device sizes; have received much lessattention. Within this important field of atomically-thin materials; I will discuss our recentexperimental investigations of the synthesis and the local mechanical and electricalproperties of these low-dimensional systems. These experiments on atomically-thinmaterials focus on their edges; ordered low-dimensional phases contained within them;integration with lower-dimensional materials (such as 1D nanotubes); and the electricaltransport at extremely confined scales--work which probes the fundamental behavior in …,*,2015,*
